Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37)
3.6407014299956854e-05,0.40028596851009346,3.76,0.0,0.1021343680134222,0.7818527787356766,0.23247761113299165,0.01780477039957571,0.0002844843909941976,0.07058385570375623,0.13532557151479596,1.8817741853030747e-11,0.41433911378019583,1.8506047213640426e-07,7.156896548657513e-05,0.10466775200315524,0.005365437920621892,0.0025202244819502503,0.0002764376641194192,0.0008160998598987001,0.4717971544716739,0.0002625951954274087,4.041398834640983e-05,0.00892558427940196,0.006364286291399795,8.568597712566318e-05,6.0770919103600854e-05,0.0011207489018841858,7.375894054873069e-07,0.027489007451353516,1.2373560212725516e-08,0.008094929132114936,5.651948197350027e-05,0.0006888284654127686,1.943819831134322e-05,9.194239363056105e-07,0.00392380943803111,0.027126750583023572,0.002358163178065051,0.010310646617570302,2.68130947834993e-09,7.640520417320851e-10,0.012520157480686337,0.0006714124978103506,1.0740527052942026e-07,4.270544019051096e-06,2.6389893072415576e-06,0.0011199089623411453,2.962504909036766e-06,7.215940306704031e-12,1.8411003063210444e-09,0.00471452200913727,2.037605512348978e-06,1.9934178361246167e-07,0.001414648639229627,9.867100718517738e-10,1.0010463593735279e-11,1.2219871625811572e-08,3.5615945473225173e-05,1.126899467130455e-06,3.3022595662468586e-05,2.2904429998839178e-07,3.9478478774854945e-08,0.0012553110789163455,1.2427720946867057e-07,0.00015112419308094117,2.9299695009589636e-05,0.00039436838320393595,1.0225545590326173e-06,1.8677857645723214e-11,2.885613688209406e-12,3.7833839298150315e-08,1.9551435063416404e-08
3.652892721654621e-05,0.40034071580138775,3.76,0.0,0.10158733606731082,0.7812636328487947,0.23296195305575398,0.017871274178212705,0.0002833676460443239,0.07061363801259846,0.13567169335150647,1.871260721791838e-11,0.41459012265474054,1.842488204293054e-07,7.142427174564106e-05,0.10519092557505032,0.0053520842479480545,0.0025119699104161623,0.0002749922030498167,0.0008125424923127666,0.4718090122385787,0.0002613337257786725,4.030243228130898e-05,0.008940932068382956,0.006383164182095807,8.545971025821387e-05,6.057830229570931e-05,0.001117298376410512,7.330806407313982e-07,0.027584618316860435,1.2324481932265505e-08,0.008090712725579513,5.633461622352514e-05,0.0006858339522243329,1.9444697529377942e-05,9.146112635192284e-07,0.003918711475338256,0.02719782592332208,0.0023581669550170104,0.010345243166526904,2.6899888141561206e-09,7.613567092079184e-10,0.012561015302778438,0.0006722116146190623,1.0744103458425632e-07,4.259527531712369e-06,2.6498116361588757e-06,0.001129678067601032,2.97573273125268e-06,7.196200890746074e-12,1.8360640209255288e-09,0.004736578936705946,2.0465019126245114e-06,1.9977211910654812e-07,0.0014191585389405992,9.898868434580041e-10,9.958069155283644e-12,1.2217416863365658e-08,3.550847901762096e-05,1.1285388589892693e-06,3.3045033139399976e-05,2.2901920100726136e-07,3.944126546815799e-08,0.0012607388222537132,1.2378724546745889e-07,0.0001513921292118769,2.9253134952562213e-05,0.00039493555598513994,1.0206938762035732e-06,1.8627250278735762e-11,2.877797331306321e-12,3.7727583488899914e-08,1.9494165697201083e-08
3.665084013313557e-05,0.40039519201218476,3.76,0.0,0.10104498934783955,0.7806767778157866,0.2334438557225211,0.017937588873658948,0.0002822605206678545,0.07064316385299797,0.13601727240938416,1.860880820795088e-11,0.41483864509670937,1.834477019293007e-07,7.128031957932029e-05,0.10571335676722739,0.005338811459647565,0.0025037287021576443,0.00027356156635147426,0.0008090211876921053,0.4718182949093314,0.00026008443134819317,4.019172719169444e-05,0.008956150607949097,0.006401967866496334,8.523491570271125e-05,6.038704056783217e-05,0.0011138684881015562,7.286210223281882e-07,0.027679724468018658,1.2275746269288978e-08,0.008086321465293209,5.615112322979293e-05,0.0006828654194213105,1.945062113021208e-05,9.098438463968597e-07,0.003913621573107141,0.02726815393030466,0.0023581616205007156,0.010379598326698282,2.6986229035947504e-09,7.586825448435965e-10,0.012601649774075322,0.0006729861686955591,1.0747591789771594e-07,4.2485627430404496e-06,2.6605504948360874e-06,0.0011394762895540224,2.988946223115084e-06,7.176559098247603e-12,1.8310513469065894e-09,0.00475859082005251,2.05539931555772e-06,2.002038739531844e-07,0.0014236470305678732,9.930484605196758e-10,9.90616736768757e-12,1.2214876947107351e-08,3.5401931285667495e-05,1.1301676781246994e-06,3.306697925373023e-05,2.2899212801431348e-07,3.9403936698320524e-08,0.0012661584685351832,1.2330122762403803e-07,0.00015165921753394277,2.920658059393958e-05,0.0003954939715336646,1.0188413473900964e-06,1.8576924049710563e-11,2.8700243751236054e-12,3.762194777156097e-08,1.9437375182268008e-08
3.6772753049724926e-05,0.4004494002693228,3.76,0.0,0.10050726820155395,0.7800921939880275,0.23392334345177682,0.018003715864205162,0.00028116288623572657,0.07067243558891492,0.13636231080562855,1.8506319949766492e-11,0.4150847157064932,1.826569292223548e-07,7.113710172004879e-05,0.10623504826650815,0.005325618822507198,0.0024955015501653332,0.0002721455288221299,0.0008055353882363244,0.47182504654008184,0.0002588471356235791,4.00818617830541e-05,0.008971241221947757,0.006420697965715961,8.501157545646415e-05,6.01971190624837e-05,0.0011104590512897561,7.242097779206268e-07,0.027774329101212417,1.222734969851524e-08,0.008081758172166185,5.596898684533016e-05,0.000679922507901358,1.945597691782922e-05,9.051210373940253e-07,0.003908539810495273,0.02733773990744989,0.0023581472499657127,0.01041371402449631,2.7072120245105118e-09,7.560292802152324e-10,0.01264206282287935,0.0006737365481149149,1.0750992903831487e-07,4.237649281901053e-06,2.6712062009513688e-06,0.0011493033119399294,3.0021448981954584e-06,7.157014198784594e-12,1.8260621068831759e-09,0.004780557867040017,2.0642972953917844e-06,2.0063700617203744e-07,0.0014281142998093924,9.961950552210497e-10,9.854751152198148e-12,1.2212252822596984e-08,3.529628930939453e-05,1.13178586910852e-06,3.308844079022092e-05,2.2896310861685958e-07,3.936649691686478e-08,0.0012715700184233532,1.2281910514521416e-07,0.000151925473141212,2.9160035069577158e-05,0.0003960437351009199,1.0169968860077623e-06,1.8526876113585662e-11,2.8622943834497768e-12,3.751692564834616e-08,1.938105698597269e-08
3.6894665966314284e-05,0.4005033436211217,3.76,0.0,0.09997411397359986,0.7795098619802884,0.23440044021308118,0.018069656510999822,0.00028007461446819307,0.07070145555589259,0.1367068106239414,1.8405118990782834e-11,0.41532836846775467,1.818763148283767e-07,7.099461118841745e-05,0.10675600272488539,0.005312505611923899,0.0024872891256319364,0.0002707438694266513,0.0008020845481052375,0.471829310357477,0.0002576216658263235,3.9972825101922315e-05,0.008986205215088035,0.006439355092937954,8.478967371983241e-05,6.000852348874081e-05,0.001107069882644564,7.19846146997318e-07,0.027868435382497992,1.2179288733568025e-08,0.00807702562794396,5.5788191355347e-05,0.0006770048658351514,1.9460772610012456e-05,9.004421994699874e-07,0.003903466264778814,0.027406589121405978,0.002358123919827924,0.010447592166640847,2.715756449680551e-09,7.533966437010601e-10,0.01268225635284754,0.0006744631359392864,1.0754308164734578e-07,4.2267867809692435e-06,2.6817790814247867e-06,0.001159158819732815,3.0153282855933684e-06,7.137565648748505e-12,1.8210961873417567e-09,0.0048024802837673955,2.073195435246141e-06,2.0107147467186345e-07,0.0014325605300360051,9.993267580786318e-10,9.803813588749333e-12,1.2209546179919042e-08,3.519154046317952e-05,1.1333933829492117e-06,3.310942443746292e-05,2.2893217020787918e-07,3.932895004769927e-08,0.0012769734723251575,1.2234082715897319e-07,0.00015219091075116303,2.911350144242674e-05,0.00039658495042643337,1.01516044594251e-06,1.8477103822137465e-11,2.854606956168195e-12,3.7412511164540926e-08,1.932520460915447e-08
3.701657888290364e-05,0.4005570250765326,3.76,0.0,0.0994454690275987,0.7789297626748766,0.23487516961883767,0.01813541215774439,0.00027899557824097375,0.07073022606047863,0.13705077391556694,1.8305182330948565e-11,0.41556963673715797,1.8110567690120012e-07,7.085284137080341e-05,0.1072762227593125,0.00529947111226555,0.0024790920775831283,0.0002693563715744383,0.0007986681324552651,0.4718311287408806,0.00025640785251857174,3.9864606348795226e-05,0.009001043872647756,0.006457939853215103,8.45691958740251e-05,5.9821239422574196e-05,0.0011037008021930134,7.155293849636347e-07,0.02796204644869689,1.2131559955316487e-08,0.008072126574192835,5.5608721313888475e-05,0.0006741121488188762,1.9465015840222252e-05,8.958067098963538e-07,0.0038984010113188236,0.027474706800902356,0.0023580917071836325,0.010481234639931449,2.724256450910773e-09,7.507843668315911e-10,0.012722232242648061,0.0006751663100229865,1.0757539103679791e-07,4.215974879683889e-06,2.692269471128044e-06,0.0011690424991893465,3.028495929828724e-06,7.118212938635213e-12,1.8161534848587007e-09,0.004824358274779836,2.082093322385664e-06,2.0150723879823903e-07,0.0014369859022545575,1.0024436979098065e-09,9.753347898740077e-12,1.2206759154361389e-08,3.508767244025416e-05,1.1349901752452037e-06,3.312993678554083e-05,2.2889933985491118e-07,3.929130000066569e-08,0.0012823688303890315,1.2186634387440128e-07,0.00015245554469626497,2.9066982690617975e-05,0.0003971177197111548,1.013331988533537e-06,1.8427605038639262e-11,2.846961764805908e-12,3.730869917342775e-08,1.926981166616574e-08
3.7138491799493e-05,0.40061044758373504,3.76,0.0,0.09892127674168232,0.7783518772212609,0.2353475549235213,0.018200984130731342,0.0002779256547412622,0.07075874938026057,0.13739420269982686,1.8206487963613326e-11,0.4158085532471239,1.803448415320145e-07,7.07117857242872e-05,0.10779571095235406,0.005286514617079961,0.0024709110330434665,0.0002679828233680299,0.0007952856179518963,0.47183054322615187,0.0002552055295901132,3.975719484394327e-05,0.009015758460518565,0.006476452843462196,8.43501260153416e-05,5.9635252430722505e-05,0.0011003516331520784,7.112587634529505e-07,0.028055165407726207,1.2084159990842107e-08,0.008067063712150267,5.5430561439656345e-05,0.0006712440198041985,1.9468714157742255e-05,8.912139582594179e-07,0.0038933441236819145,0.02754209813634384,0.0023580506896413275,0.010514643311236478,2.732712295642766e-09,7.481921895993005e-10,0.012761992346018295,0.0006758464429540781,1.076068684483547e-07,4.205213223999838e-06,2.7026777111973766e-06,0.001178954037927953,3.041647383570843e-06,7.098955476513204e-12,1.8112338708600007e-09,0.0048461920431479115,2.090990548890035e-06,2.019442582708096e-07,0.001441390595114144,1.0055460018367451e-09,9.703347453482845e-12,1.2203892883143856e-08,3.4984673151290164e-05,1.1365762044274185e-06,3.314998432355353e-05,2.2886464431232464e-07,3.9253550383178274e-08,0.001287756092524462,1.2139560617397113e-07,0.00015271938892936565,2.9020481703152667e-05,0.00039764214361949273,1.0115114448348676e-06,1.83783773659597e-11,2.8393584194473313e-12,3.7205483479149134e-08,1.92148718865118e-08
3.7260404716082356e-05,0.400663614045609,3.76,0.0,0.09840148147265464,0.7777761870282311,0.2358176190365254,0.018266373739365842,0.00027686472598475515,0.07078702776463844,0.13773709896345415,1.8109013160746126e-11,0.4160451501260837,1.795936372592015e-07,7.057143761628534e-05,0.10831446985350593,0.00527363542891314,0.0024627465978934618,0.0002666230177173283,0.000791936493221783,0.47182759453760853,0.00025401453462426836,3.965058026996182e-05,0.009030350225643823,0.006494894652781443,8.413244720598009e-05,5.945054892802093e-05,0.0010970222007832852,7.070335720426569e-07,0.028147795337138442,1.2037085541832598e-08,0.008061839704108554,5.5253696824784724e-05,0.0006684001487516655,1.9471875024919764e-05,8.866633492504063e-07,0.0038882956738021048,0.027608768280873882,0.002358000945767038,0.01054782002778063,2.7411242535451454e-09,7.456198683473389e-10,0.01280153849235168,0.0006765039022811615,1.0763752129893224e-07,4.19450146737268e-06,2.713004154609119e-06,0.0011888931249593785,3.05478221198927e-06,7.079792461830032e-12,1.8063371539668175e-09,0.004867981790258832,2.099886719554009e-06,2.0238249388106094e-07,0.0014457747849680892,1.0086337953377462e-09,9.653805741823969e-12,1.2200949165289917e-08,3.488253071831653e-05,1.138151433450921e-06,3.316957346378421e-05,2.2882811002046804e-07,3.9215705421570436e-08,0.0012931352584293033,1.2092856772257146e-07,0.00015298245704122376,2.8974001295267693e-05,0.0003981583213241767,1.0096987319439373e-06,1.832941802554545e-11,2.831796515023284e-12,3.7102858396679544e-08,1.916037935953295e-08
3.738231763267171e-05,0.4007165273172808,3.76,0.0,0.09788602851551467,0.7772026737528647,0.23628538453837236,0.01833158227683533,0.0002758126732643637,0.07081506343558304,0.1380794646620698,1.8012737007065303e-11,0.41627945892514023,1.7885189254843602e-07,7.043179065954317e-05,0.10883250198064745,0.005260832858819245,0.002454599357870695,0.000265276751239709,0.0007886202578311535,0.4718223226236091,0.0002528347081661706,3.9544752654025496e-05,0.009044820396849125,0.006513265862810557,8.391614551970997e-05,5.9267115734413766e-05,0.001093712332909919,7.02853112441777e-07,0.02823993928493959,1.19903333268539e-08,0.00805645717491551,5.5078112978972345e-05,0.0006655802123448677,1.947450581924442e-05,8.821542967861596e-07,0.0038832557320138844,0.027674722351537114,0.0023579425552380036,0.010580766617780736,2.7494925855356987e-09,7.430671486925925e-10,0.012840872487603528,0.0006771390506678034,1.0766736418905731e-07,4.18383926811177e-06,2.7232491628583254e-06,0.0011988594507130732,3.067899995873044e-06,7.060723521907385e-12,1.8014632607256687e-09,0.00488972771582844,2.1087814502425927e-06,2.0282190744772928e-07,0.0014501386459688057,1.0117072023099692e-09,9.604716416098886e-12,1.2197928778194889e-08,3.47812335478995e-05,1.1397158306707162e-06,3.318871056244577e-05,2.2878976325289382e-07,3.917776846719817e-08,0.0012985063276131001,1.2046518108108443e-07,0.0001532447622770248,2.8927544221384364e-05,0.0003986663505609015,1.0078938207722687e-06,1.828072469703188e-11,2.8242756785656324e-12,3.700081800456673e-08,1.9106327975773357e-08
3.750423054926107e-05,0.40076919019681406,3.76,0.0,0.09737486409461996,0.7766313192982103,0.2367508736810295,0.018396611020311503,0.00027476937911684595,0.07084285858779357,0.13842130172271888,1.791763865685518e-11,0.4165115106259372,1.7811944461370028e-07,7.029283872010328e-05,0.10934980982058409,0.005248106226213718,0.0024464698787909495,0.0002639438248944839,0.0007853364210635575,0.47181476666215716,0.0002516658938722613,3.943970202639973e-05,0.009059170185302046,0.00653156704769087,8.370120751088456e-05,5.9084939160205014e-05,0.0010904218607316132,6.987167017167864e-07,0.028331600272505784,1.1943900141827914e-08,0.008050918711800113,5.490379547989784e-05,0.000662783893933717,1.9476613838918664e-05,8.776862282245035e-07,0.003878224367076615,0.027739965428835712,0.0023578755979770053,0.010613484890854856,2.757817555863784e-09,7.40533783695572e-10,0.012879996114703285,0.0006777522457273023,1.0769641172199657e-07,4.173226291760691e-06,2.7334131013252182e-06,0.0012088527070917077,3.0810003228087245e-06,7.041748132576928e-12,1.7966120836085277e-09,0.004911430018244319,2.1176743580285387e-06,2.032624609050017e-07,0.0014544823500980894,1.0147663450854487e-09,9.556073229982785e-12,1.2194833496051683e-08,3.468077027701976e-05,1.1412693672678663e-06,3.320740186429486e-05,2.2874962991383453e-07,3.9139743262104385e-08,0.0013038692994182036,1.2000540098993224e-07,0.00015350631754425278,2.8881113156918402e-05,0.0003991663276424837,1.0060966739200668e-06,1.8232295454010036e-11,2.816795623430928e-12,3.689935793120403e-08,1.905271188222814e-08
3.762614346585043e-05,0.4008216054447674,3.76,0.0,0.0968679354314553,0.7760621058333054,0.23721410836188897,0.018461461229699445,0.0002737347311576422,0.07087041538653358,0.13876261204093668,1.7823697361125343e-11,0.4167413355983708,1.7739613510169075e-07,7.015457567848286e-05,0.1098663958268644,0.00523545485961471,0.0024383587051381873,0.000262624044181224,0.000782084503969204,0.47180496500702845,0.000250507938952789,3.9335418589880486e-05,0.009073400783032778,0.006549798773479188,8.348761785489745e-05,5.8904005882535016e-05,0.0010871506179032165,6.946236721323421e-07,0.028422781291458695,1.1897782833775181e-08,0.00804522686140801,5.473073010757691e-05,0.0006600108838862755,1.9478206293898267e-05,8.732585834520425e-07,0.0038732016461416286,0.027804502553551453,0.0023578001541998427,0.010645976636402512,2.766099424918725e-09,7.380195384700882e-10,0.012918911131688957,0.000678343839630231,1.0772467300279605e-07,4.162662209276677e-06,2.74349634493003e-06,0.001218872587645696,3.0940827916569284e-06,7.022865636198041e-12,1.7917834703028144e-09,0.004933088894370167,2.1265650664433076e-06,2.0370411669487683e-07,0.0014588060669785807,1.0178113443100494e-09,9.50787008097104e-12,1.2191665296337638e-08,3.458112977312505e-05,1.1428120180662124e-06,3.322565350018352e-05,2.287077355720145e-07,3.910163360881386e-08,0.0013092241730241246,1.1954918337893216e-07,0.00015376713539016443,2.883471069320681e-05,0.0003996583473470439,1.0043072207698702e-06,1.8184127980296833e-11,2.809355984510805e-12,3.679847256092075e-08,1.899952551262598e-08
3.7748056382439785e-05,0.40087377578626376,3.76,0.0,0.09636519040054618,0.7754950157018446,0.23767511024703242,0.01852613415354646,0.0002727086185673737,0.07089773597766678,0.13910339749078343,1.7730893669593728e-11,0.41696896381153287,1.7668180659378302e-07,7.001699538110122e-05,0.11038226243133241,0.005222878093585968,0.0024302663674961155,0.0002613172177056413,0.0007788640352405982,0.47179295547382144,0.0002493606925894273,3.923189279730825e-05,0.00908751336941593,0.006567961600955884,8.327536188509816e-05,5.8724303079817024e-05,0.001083898439416578,6.905733701274226e-07,0.028513485312643513,1.1851978282531038e-08,0.00803938414378776,5.455890292259286e-05,0.0006572608770989269,1.9479290333242495e-05,8.688708122192577e-07,0.0038681876353121223,0.02786833874023663,0.002357716304537373,0.010678243630378774,2.774338448552408e-09,7.355241774702273e-10,0.012957619280164812,0.0006789141809833894,1.0775215825856692e-07,4.1521466934436965e-06,2.753499275669375e-06,0.0012289187870660352,3.1071470068944947e-06,7.004075458177882e-12,1.7869772940632963e-09,0.004954704539907551,2.135453206696397e-06,2.0414683792860942e-07,0.0014631099646820861,1.0208423195189185e-09,9.460100994079751e-12,1.2188424829477229e-08,3.448230105788367e-05,1.1443437602651248e-06,3.324347154311588e-05,2.286641056301964e-07,3.9063442311468744e-08,0.0013145709475151555,1.1909648329068276e-07,0.00015402722812653475,2.8788339374776426e-05,0.00040014250344336694,1.002525405034935e-06,1.813621979471324e-11,2.8019563753790852e-12,3.6698156070237725e-08,1.8946763092028642e-08
3.786996929902914e-05,0.4009257038106513,3.76,0.0,0.09586657801828012,0.7749300315507376,0.23813390059895526,0.01859063102062178,0.000271690931796312,0.07092482247303168,0.1394436599101639,1.7639206987077107e-11,0.4171944245351674,1.759763036097241e-07,6.988009213125352e-05,0.11089741202883353,0.005210375273593478,0.0024221933723512345,0.0002600231578428945,0.0007756745548183288,0.47177877493547965,0.00024822400822665505,3.9129115451069506e-05,0.009101509101585232,0.006586056081703145,8.30644264851415e-05,5.85458183843135e-05,0.00108066516364886,6.865651464563504e-07,0.028603715271234873,1.1806483403735746e-08,0.008033393032527213,5.4388300473411474e-05,0.0006545335763734317,1.9479873001990015e-05,8.645223718321366e-07,0.0038631823990297053,0.027931478957580847,0.0023576241307561654,0.010710287625277592,2.7825348854398765e-09,7.330474734842921e-10,0.012996122273067888,0.0006794636122037851,1.0777888056862898e-07,4.14167942809979e-06,2.7634222775480057e-06,0.0012389910020357952,3.1201926041189464e-06,6.985377122676497e-12,1.7821934482442056e-09,0.004976277148719871,2.144338422126675e-06,2.0459058896253526e-07,0.0014673942085832923,1.023859388315142e-09,9.412760045604629e-12,1.218511432157384e-08,3.438427352250669e-05,1.1458645791130525e-06,3.326086200971078e-05,2.2861876513937042e-07,3.90251742058144e-08,0.001319909621798774,1.1864725952834117e-07,0.0001542866076515043,2.8742001664026254e-05,0.00040061888794182683,1.000751191170013e-06,1.8088568852973354e-11,2.7945964959350958e-12,3.659840402857292e-08,1.889441934860137e-08
3.79918822156185e-05,0.40097739220730455,3.76,0.0,0.09537204803838305,0.7743671362246395,0.23859050041684293,0.018654953046846414,0.00027068156371029686,0.07095167696223298,0.13978340111410523,1.754861925471203e-11,0.41741774658820713,1.7527947811711163e-07,6.974386009439051e-05,0.11141184699003487,0.005197945751861238,0.002414140210646629,0.00025874168146584637,0.0007725156117397543,0.47176245965779706,0.00024709774089593347,3.902707737677147e-05,0.009115389122646589,0.006604082761300719,8.285479814815633e-05,5.83685391296335e-05,0.0010774506312645998,6.825983781083832e-07,0.028693474080202105,1.1761295194375547e-08,0.00802725597063099,5.4218909307751784e-05,0.0006518286896748274,1.9479961277680405e-05,8.602127374748346e-07,0.0038581860005668716,0.02799392814363735,0.0023575237145478773,0.01074211035832583,2.7906889869890728e-09,7.305891981589827e-10,0.013034421804764176,0.0006799924714996108,1.0780485105902502e-07,4.131260098914604e-06,2.7732657456845868e-06,0.0012490889306648466,3.1332192104589495e-06,6.9667700686814406e-12,1.7774318139725135e-09,0.004997806913543818,2.153220359239038e-06,2.0503533423892936e-07,0.0014716589623067653,1.0268626670396718e-09,9.365841535040451e-12,1.2181734808829333e-08,3.428703664097032e-05,1.1473744583596465e-06,3.327783081682768e-05,2.285717388998045e-07,3.898683159638696e-08,0.0013252401947091163,1.1820146924790524e-07,0.00015454528560564622,2.869569996439985e-05,0.00040108759170353795,9.989845291744015e-07,1.8041173082513672e-11,2.7872760169195532e-12,3.649921128573911e-08,1.8842488813443205e-08
3.811379513220786e-05,0.4010288435705053,3.76,0.0,0.09488155087684232,0.7738063127474766,0.2390449304629141,0.018719101436521262,0.00026968040938979757,0.07097830151465645,0.14012262289650174,1.745911181392323e-11,0.4176389583847362,1.7459118506788547e-07,6.960829334178421e-05,0.11192556966336388,0.005185588886494722,0.0024061073593411885,0.0002574726085656148,0.0007693867633238549,0.4717440453627183,0.00024598174830273655,3.8925769515349036e-05,0.009129154563081268,0.006622042179896407,8.264646314299097e-05,5.8192452816988496e-05,0.0010742546843570244,6.786724507982069e-07,0.02878276463197406,1.1716410676854498e-08,0.008020975373470662,5.4050716082122966e-05,0.000649145929553912,1.947956207512203e-05,8.559413907776836e-07,0.0038531985020515054,0.028055691208569943,0.0023574151374493642,0.010773713552886305,2.798801004504342e-09,7.281491301606554e-10,0.013072519552820678,0.0006805010932354811,1.0783007996173918e-07,4.120888394182592e-06,2.7830300825087842e-06,0.0012592122724031899,3.146226452289426e-06,6.948253726014387e-12,1.7726922638855493e-09,0.005019294026000825,2.1620986688418545e-06,2.0548103848895982e-07,0.0014759043878852021,1.0298522708925197e-09,9.319339820244714e-12,1.2178287180990472e-08,3.419058000542491e-05,1.1488733841177909e-06,3.3294383781875633e-05,2.2852305144787872e-07,3.8948417514354904e-08,0.0013305626650277893,1.1775907054607243e-07,0.00015480327340033394,2.8649436627506814e-05,0.0004015487045519067,9.97225365890965e-07,1.7994030297337465e-11,2.779994596822913e-12,3.640057263272077e-08,1.8790966054627502e-08
3.8235708048797215e-05,0.4010800603890493,3.76,0.0,0.09439503788807782,0.7732475443958091,0.23949721116493003,0.018783077377523813,0.00026868736616256976,0.07100469817098815,0.14046132702138614,1.7370666344007725e-11,0.4178580877653649,1.7391128098450593e-07,6.947338625495329e-05,0.1124385823664859,0.005173304044351415,0.0023980952757249917,0.0002562157625529786,0.0007662875769084307,0.4717235670012063,0.00024487589200572767,3.882518309472837e-05,0.009142806535146947,0.006639934869972878,8.243940810480261e-05,5.80175474964012e-05,0.0010710771672301903,6.747867550693938e-07,0.028871589789083177,1.1671826893419144e-08,0.008014553617438965,5.388370784141299e-05,0.0006464850149515692,1.9478682219855124e-05,8.517078200844954e-07,0.003848219964137037,0.028116773023185042,0.002357298481458157,0.010805098912617817,2.8068711889406786e-09,7.257270548966668e-10,0.013110417170974635,0.0006809898064338787,1.0785457755496986e-07,4.110564009899821e-06,2.792715692322246e-06,0.0012693607285782546,3.1592139831129275e-06,6.929827559700446e-12,1.7679746747046581e-09,0.005040738676137249,2.170973011189789e-06,2.059276674309162e-07,0.0014801306451017503,1.0328283134651518e-09,9.273249329152926e-12,1.2174773331216051e-08,3.409489352230272e-05,1.1503613503634597e-06,3.331052663760185e-05,2.2847272699597778e-07,3.8909935963845565e-08,0.0013358770314460325,1.1732002437011442e-07,0.00015506058211787883,2.8603213935169046e-05,0.0004020023148467954,9.954736518767048e-07,1.7947138350645567e-11,2.7727519115839643e-12,3.6302483268589345e-08,1.873984621387513e-08
3.835762096538657e-05,0.4011310450961034,3.76,0.0,0.09391246142403896,0.7726908147121805,0.23994736259615576,0.018846882040361515,0.0002677023326642365,0.0710308689415041,0.1407995152219824,1.7283264399756668e-11,0.4180751619621039,1.7323962364672513e-07,6.93391337237824e-05,0.11295088738595478,0.005161090602293427,0.0023901043964358855,0.00025497097053249414,0.0007632176291044458,0.47170105870400547,0.00024378003608139292,3.8725309640318376e-05,0.009156346131474438,0.006657761355923777,8.223362073486166e-05,5.7843811622152524e-05,0.0010679179273818664,6.709406995210706e-07,0.028959952382147977,1.1627540958187596e-08,0.008007993037602518,5.371787208926247e-05,0.0006438456715251364,1.9477328443603454e-05,8.47511527613867e-07,0.003843250446183019,0.028177178416470095,0.0023571738296005507,0.010836268120218994,2.8148997869812097e-09,7.233227591585855e-10,0.01314811628768062,0.0006814589345302442,1.0787835594806427e-07,4.100286646887581e-06,2.8023229809199483e-06,0.0012795340025180937,3.172181486120897e-06,6.91149109972506e-12,1.7632789453836219e-09,0.005062141052434477,2.1798430575207877e-06,2.0637518793875514e-07,0.001484337891366788,1.0357909066507061e-09,9.227564644259833e-12,1.217119424645382e-08,3.399996746100165e-05,1.1518383552965162e-06,3.332626508836746e-05,2.2842078952992486e-07,3.887139024929416e-08,0.0013411832925482449,1.1688429031461219e-07,0.0001553172224854847,2.8557034098506382e-05,0.0004024485093985182,9.937293510301232e-07,1.790049528913257e-11,2.765547657899524e-12,3.620493852284956e-08,1.86891239385249e-08
