Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58)
6.528636881010116e-07,0.7117597189391287,3.76,0.0,0.9750272564837887,0.9999499543732517,3.955586359542038e-05,2.338919862176662e-05,6.082438858662458e-06,0.03237772806272188,0.03238554081472144,1.1896360690795798e-10,0.0004423253801348184,7.30286872289928e-07,2.2440157250883847e-06,5.282414709781179e-06,2.214255188158366e-05,7.562664168888372e-08,4.489092490408865e-06,7.189108732825055e-05,0.0005319783925592673,2.8047823331756323e-06,7.209744977719789e-07,6.681576725180719e-07,2.1034802299114354e-06,1.074458274649619e-06,4.072068230280367e-09,5.274235245739634e-09,1.2820966092274184e-09,3.0083333836198187e-09,1.433945699733085e-14,1.849537373719057e-08,3.913191451708304e-09,1.3543147679091635e-09,4.09837481008087e-13,2.985202089358549e-13,5.1996859857026714e-05,7.101213604687046e-07,3.290001519307811e-05,1.477964997374907e-09,5.1651939288184685e-15,1.8651725034815483e-12,5.03632472728574e-06,1.7609084867118965e-13,4.668595790105332e-12,7.964637241903415e-10,3.934817231712639e-11,1.7419725545154019e-09,1.7276840051062831e-12,3.232790358926258e-16,2.3437325275906267e-14,2.962905241055194e-09,4.5682970888758876e-14,7.717706876351288e-15,3.2386285974428525e-11,1.8791990035527112e-16,1.5990524444961082e-17,1.5138024063929094e-16,1.8059164656806439e-07,4.9943705275819444e-11,4.16129378088195e-12,6.437378897715677e-13,1.262991560014956e-13,4.0545008334693554e-08,1.3319066794240504e-06,2.9545677089139114e-10
6.615366007002954e-07,0.7118142134942064,3.76,0.0,0.9745830477535035,0.9999484377677835,4.118444202877979e-05,2.3901945328084865e-05,6.2660581970197764e-06,0.03280044329202609,0.03280852706360256,1.205183344223073e-10,0.00045972235000057315,7.406720810738606e-07,2.28914259415457e-06,5.466225020535539e-06,2.2595317018098323e-05,7.804741535370625e-08,4.614330583202677e-06,7.398385977049026e-05,0.0005522417408681052,2.882582861630873e-06,7.527653794558204e-07,6.979293800638079e-07,2.195151178157196e-06,1.1064879607756567e-06,4.3674578181844704e-09,5.701596707997842e-09,1.317866703803577e-09,3.1829950843308955e-09,1.550234672361262e-14,1.9229510604130226e-08,4.200397659546749e-09,1.464686685575331e-09,4.4229396226962156e-13,3.2288729316491517e-13,5.262047729305656e-05,7.282913815152352e-07,3.3124134918938214e-05,1.5460877430475816e-09,5.4673416103974225e-15,1.941879253680323e-12,5.148393579464541e-06,1.9040793986079946e-13,5.02877299349231e-12,8.038546908646732e-10,4.083633496034682e-11,1.8281047041338754e-09,1.7958408626308616e-12,3.4557659495737623e-16,2.506382706091493e-14,3.0662815892164165e-09,4.975057458236298e-14,8.396631910200989e-15,3.517470162193438e-11,2.0492273559647248e-16,1.7294736754622886e-17,1.7064089028686533e-16,1.867644059258015e-07,5.185461300408516e-11,4.502616078761244e-12,6.728840506066451e-13,1.3113311884453785e-13,4.2264958952402266e-08,1.348695718171984e-06,3.1024138184108613e-10
6.702095132995793e-07,0.7118687536566318,3.76,0.0,0.9741384651367726,0.9999468857794711,4.286136701444164e-05,2.4417882418963905e-05,6.453554915630298e-06,0.033222959962769257,0.03323132191347987,1.2207239535453878e-10,0.00047761346320696654,7.510542434330065e-07,2.3346365593189704e-06,5.653720593659292e-06,2.305423766214629e-05,8.052106594013702e-08,4.7420306389905416e-06,7.611955921734735e-05,0.000573066612806143,2.9619206132855667e-06,7.856181464640294e-07,7.288095559410446e-07,2.290038204883135e-06,1.1391963654030154e-06,4.681042244160978e-09,6.1584507032238125e-09,1.3543370925502443e-09,3.3664195207764823e-09,1.674551493736309e-14,1.998720601225899e-08,4.505499832538306e-09,1.5827081455790818e-09,4.769545732368619e-13,3.48944906539826e-13,5.3242457035322954e-05,7.466717920745727e-07,3.3344910254553025e-05,1.6167079331408128e-09,5.784818797376203e-15,2.021012424616149e-12,5.261541870282601e-06,2.0575345551910708e-13,5.413229562083662e-12,8.112134165114561e-10,4.236494029039039e-11,1.917477981064211e-09,1.865978689805757e-12,3.691870508222323e-16,2.678659280447154e-14,3.171750978408202e-09,5.413199574208308e-14,9.127153425385851e-15,3.817108307354858e-11,2.232553331853484e-16,1.8689366274858922e-17,1.9211330148451965e-16,1.931071022377022e-07,5.381794877231997e-11,4.868411383690366e-12,7.029856159803163e-13,1.361428441604318e-13,4.404195847543855e-08,1.3654409827645865e-06,3.2558853845207047e-10
6.788824258988632e-07,0.7119233407635681,3.76,0.0,0.973693497685533,0.9999452977342606,4.458763406021998e-05,2.4936954753226918e-05,6.644994610990614e-06,0.033645277779937574,0.033653925235806466,1.2362579210885745e-10,0.0004960084977380466,7.614333870831402e-07,2.3805065075549606e-06,5.844932456703824e-06,2.3519411920793546e-05,8.304845293098835e-08,4.872232135311458e-06,7.829889594503588e-05,0.0005944640152594095,3.042820345950709e-06,8.195592232073461e-07,7.608328026363236e-07,2.3882353652156653e-06,1.172595225785657e-06,5.013770418699171e-09,6.646513377632971e-09,1.3915189099032324e-09,3.559003728174576e-09,1.8073630963654182e-14,2.076918827233094e-08,4.829440669099957e-09,1.708824980204635e-09,5.139468338418555e-13,3.7679159285653085e-13,5.386280376518758e-05,7.65262056567918e-07,3.356240407388863e-05,1.6898971662024497e-09,6.118330637649664e-15,2.1026310454644097e-12,5.375765783179018e-06,2.2219263042560132e-13,5.823408316488066e-12,8.185418216341305e-10,4.393474690009342e-11,2.010180095489887e-09,1.9381410046573942e-12,3.941765464327581e-16,2.861049036763812e-14,3.2793321806008523e-09,5.884803302704718e-14,9.912630952265407e-15,4.138881516197728e-11,2.4300699442987344e-16,2.0179680267265077e-17,2.1602608083812258e-16,1.9962366470442363e-07,5.583470064210366e-11,5.260223911576745e-12,7.340635272945694e-13,1.4133669742588522e-13,4.587752138999004e-08,1.3821411884092516e-06,3.4151361163366956e-10
6.87555338498147e-07,0.711977976173363,3.76,0.0,0.9732481342790295,0.9999436729464551,4.6364254987576496e-05,2.5459108225812225e-05,6.840444123555723e-06,0.03406739644037337,0.03407633689791599,1.2517852722808098e-10,0.0005149173864467506,7.718095414551832e-07,2.42676159467773e-06,6.039892417316106e-06,2.399093959356883e-05,8.563045260388014e-08,5.004975250541183e-06,8.052259322445935e-05,0.0006164451305103176,3.125307263270964e-06,8.546155775159908e-07,7.940345912067565e-07,2.489839049244398e-06,1.206696504591808e-06,5.366633714943981e-09,7.167585032145667e-09,1.429423486965453e-09,3.761161986552761e-09,1.9491592751981785e-14,2.1576213288861435e-08,5.173205328995532e-09,1.8435048300786393e-09,5.534045675907889e-13,4.065307110736896e-13,5.448152217786055e-05,7.840616547144649e-07,3.377667841059618e-05,1.7657286628801195e-09,6.468613419669508e-15,2.186795373795024e-12,5.491061513680601e-06,2.397943653943265e-13,6.26082877761136e-12,8.258418225207567e-10,4.5546524696851726e-11,2.1063003988927896e-09,2.0123722857218795e-12,4.206141319785264e-16,3.054060197316328e-14,3.3890444523727708e-09,6.392066406220969e-14,1.0756610834211945e-14,4.4842031162193044e-11,2.642721822560381e-16,2.1771203246705636e-17,2.4262908866478643e-16,2.063181009924406e-07,5.790587139240091e-11,5.679684866696904e-12,7.661390557881284e-13,1.4672346718020957e-13,4.7773195995819505e-08,1.3987950158506177e-06,3.580322626049227e-10
6.962282510974309e-07,0.7120326612659214,3.76,0.0,0.9728023636207832,0.9999420107184925,4.819225823485063e-05,2.5984289752702857e-05,7.0399715587268634e-06,0.0344893156326265,0.03449855676295792,1.267306034004195e-10,0.0005343502197945983,7.821827377592743e-07,2.473411244578387e-06,6.2386330873308165e-06,2.446892220630916e-05,8.826795840209591e-08,5.1403008744473614e-06,8.279138752629506e-05,0.0006390213193058291,3.2094070216536707e-06,8.908147320994109e-07,8.284512785040726e-07,2.594948030036008e-06,1.2415123938779215e-06,5.740667663123093e-09,7.72355367701418e-09,1.4680623544178336e-09,3.973326554489335e-09,2.1004536506060013e-14,2.2409065703197085e-08,5.537823131087851e-09,1.987238059130626e-09,5.954681736428771e-13,4.382706368015272e-13,5.5098616984213015e-05,8.030700820928403e-07,3.39877944783235e-05,1.8442772991199362e-09,6.8364359181177844e-15,2.2735669215602076e-12,5.607425269378997e-06,2.586314115679632e-13,6.7270908701374404e-12,8.331153319749452e-10,4.720105509286051e-11,2.2059299085825986e-09,2.0887180004420918e-12,4.48571880185463e-16,3.258223276685981e-14,3.500907549712619e-09,6.93731029253535e-14,1.1662835173367236e-14,4.8545650149599904e-11,2.8715078371554753e-16,2.3469727743096084e-17,2.7219522147437362e-16,2.1319449878322188e-07,6.003247876885053e-11,6.128516895702944e-12,7.992338102582709e-13,1.5231238300412716e-13,4.9730565051056056e-08,1.4154011107853285e-06,3.7516044736632896e-10
7.049011636967148e-07,0.7120873974430846,3.76,0.0,0.9723561742355148,0.9999403103407196,5.00726891653573e-05,2.6512447256199347e-05,7.243646308218803e-06,0.0349110350368032,0.03492058468983191,1.2828202346667613e-10,0.0005543172486308612,7.925530090541916e-07,2.5204651489568898e-06,6.441187906922035e-06,2.4953463045195106e-05,9.096188131497269e-08,5.2782506189080025e-06,8.510602872944495e-05,0.0006622041239700491,3.2951457373131983e-06,9.281847762098736e-07,8.641201247489424e-07,2.7036635126599266e-06,1.2770553191395214e-06,6.136953708419712e-09,8.316398722776103e-09,1.5074472454741623e-09,4.1959484326713976e-09,2.2617846681504297e-14,2.3268560080193867e-08,5.92436931462506e-09,2.1405387043747e-09,6.402849096073662e-13,4.721249714293275e-13,5.571409291266754e-05,8.222868507252567e-07,3.4195812690813355e-05,1.9256196401475916e-09,7.222600795517809e-15,2.363008481449361e-12,5.724853269910571e-06,2.787805631585307e-13,7.223878790741022e-12,8.403642600502256e-10,4.8899131197712196e-11,2.3091613326445616e-09,2.1672246344552935e-12,4.781250072890516e-16,3.474091970343856e-14,3.6149417428968397e-09,7.522986010251786e-14,1.2635251155318068e-14,5.25154161105797e-11,3.1174838485155865e-16,2.52813254711482e-17,3.0502233038905604e-16,2.2025702734773445e-07,6.221555573617683e-11,6.608538752309365e-12,8.333697450027343e-13,1.5811313428247821e-13,5.175124642881724e-08,1.4319580832763948e-06,3.9291442125842547e-10
7.135740762959986e-07,0.7121421861290151,3.76,0.0,0.9719095544660233,0.9999385710911634,5.2006610380436105e-05,2.7043529650531284e-05,7.451539071814334e-06,0.03533255432441171,0.035342420533120845,1.298327904276742e-10,0.0005748288870117853,8.029203903219288e-07,2.567933267523949e-06,6.647591168857483e-06,2.5444667191001552e-05,9.371315026803246e-08,5.418866828795782e-06,8.746728033290649e-05,0.0006860052715618748,3.3825499934326384e-06,9.667543775134722e-07,9.010793114613435e-07,2.8160891842440185e-06,1.3133379434405743e-06,6.556621034574321e-09,8.948194812538516e-09,1.5475900988804913e-09,4.429498158421795e-09,2.4337166364846953e-14,2.415554214008901e-08,6.333966866345513e-09,2.303945461784654e-09,6.880091854620076e-13,5.082127591693963e-13,5.632795471116971e-05,8.417114896852353e-07,3.440079268179637e-05,2.0098339752506708e-09,7.627946062013756e-15,2.455184153881456e-12,5.843341746939122e-06,3.0032285899761133e-13,7.752965047902935e-12,8.475905147882791e-10,5.0641558013377656e-11,2.416089095311454e-09,2.2479397218015523e-12,5.09351998460578e-16,3.702244076871862e-14,3.731167831468248e-09,8.15168050090686e-14,1.3678020767497267e-14,5.676793888699265e-11,3.3817655849559323e-16,2.7212358922907716e-17,3.4143528505927697e-16,2.2750993914665898e-07,6.445615073375776e-11,7.121670182036684e-12,8.685691679875695e-13,1.6413588978209131e-13,5.383689378583303e-08,1.44846450716758e-06,4.1131074360911473e-10
7.222469888952825e-07,0.712197028770587,3.76,0.0,0.9714624924700189,0.999936792235298,5.399510203753711e-05,2.757748682780357e-05,7.663721879513783e-06,0.035753873158205135,0.0357640641430229,1.3138290745192694e-10,0.0005958957150604378,8.132849185472833e-07,2.615825828644466e-06,6.8578780428961335e-06,2.594264155358838e-05,9.652271252307263e-08,5.562192593030579e-06,8.987591967111689e-05,0.0007104366770783362,3.47164684744483e-06,1.0065527941721807e-06,9.393679597527841e-07,2.9323312650787483e-06,1.3503731716230662e-06,7.000848455577841e-09,9.621115800773817e-09,1.588503061959718e-09,4.674466632390268e-09,2.616840804780161e-14,2.5070890037208713e-08,6.767788415764342e-09,2.4780227095792397e-09,7.388028690111263e-13,5.466587123049809e-13,5.694020714924363e-05,8.613435457297834e-07,3.460279332468646e-05,2.097000353381649e-09,8.053346594725912e-15,2.5501593745120646e-12,5.9628869441416275e-06,3.233437932740313e-13,8.316214680470706e-12,8.547960029614759e-10,5.242915263159588e-11,2.5268093627656824e-09,2.330911876084279e-12,5.423347366466538e-16,3.9432824550562704e-14,3.8496071593402276e-09,8.826123117727244e-14,1.479553092667021e-14,6.132073704006617e-11,3.665531655957763e-16,2.926949339840957e-17,3.817881932651575e-16,2.3495757145669887e-07,6.675532793438511e-11,7.669937036790538e-12,9.048547492471025e-13,1.703913180801786e-13,5.598919724324482e-08,1.4649189194982805e-06,4.3036628247173143e-10
7.309199014945664e-07,0.7122519268377803,3.76,0.0,0.9710149762169111,0.9999349730258088,5.6039262173430985e-05,2.8114269644273153e-05,7.880268114087395e-06,0.03617499119202113,0.03618551536528227,1.3293237788378892e-10,0.0006175284818677651,8.236466328023704e-07,2.664153330397328e-06,7.072084600368139e-06,2.6447494906653713e-05,9.939153408844028e-08,5.7082717558027104e-06,9.233273813282415e-05,0.0007355104467042644,3.5624638384347453e-06,1.0476098871406427e-06,9.79026148986265e-07,3.0524985607886087e-06,1.388174154598491e-06,7.470866377900184e-09,1.0337438883990612e-08,1.6301984937019574e-09,4.931365978649254e-09,2.8117764811175893e-14,2.6015515687211383e-08,7.227058201086283e-09,2.663361570280432e-09,7.928356033166918e-13,5.875934449396371e-13,5.7550855020135005e-05,8.811825839569383e-07,3.48018727520862e-05,2.1872006196016107e-09,8.499715719703668e-15,2.648000942100082e-12,6.083485117197126e-06,3.479335358525778e-13,8.915589662389187e-12,8.61982630820168e-10,5.426274443369778e-11,2.6414200693775547e-09,2.4161908226152683e-12,5.771586375292872e-16,4.1978360171329444e-14,3.970281630050052e-09,9.549192421501426e-14,1.5992404031440515e-14,6.619228272315354e-11,3.970026707048606e-16,3.145970949035856e-17,4.2646678706277655e-16,2.4260434802336833e-07,6.911416750625139e-11,8.255476629474093e-12,9.422495295224934e-13,1.7689060887734347e-13,5.8209884079754133e-08,1.4813198199193726e-06,4.5009821945592015e-10
7.395928140938503e-07,0.7123068818240841,3.76,0.0,0.9705669934845498,0.9999331127023521,5.814020703263119e-05,2.8653829906952372e-05,8.101252534038564e-06,0.03659590807061869,0.036606774041118804,1.3448120525190514e-10,0.0006397381084354526,8.34005574336009e-07,2.7129265420285143e-06,7.290247838974046e-06,2.695933792277122e-05,1.0232060013972543e-07,5.857148927969185e-06,9.4838541383538e-05,0.00076123888110894,3.6550289946652013e-06,1.0899561326814527e-06,1.0200949358099218e-06,3.1767025155899567e-06,1.4267542937229786e-06,7.967958835782668e-09,1.1099548888831654e-08,1.6726889679013114e-09,5.200730439481485e-09,3.01917219333356e-14,2.6990366144625605e-08,7.713054108273378e-09,2.8605810129550955e-09,8.502851365516393e-13,6.31153715555857e-13,5.815990314304499e-05,9.012281884896356e-07,3.499808837511053e-05,2.2805184523853732e-09,8.968006859399411e-15,2.7487770469817854e-12,6.205132533778911e-06,3.7418716258361615e-13,9.553153501318673e-12,8.691523048451979e-10,5.614317529288891e-11,2.760020944385879e-09,2.5038274315777257e-12,6.139127900019465e-16,4.466560759509406e-14,4.093213722183909e-09,1.032392326442114e-13,1.7273508956303276e-14,7.140204865708653e-11,4.2965647228617117e-16,3.379031603928418e-17,4.758909870472703e-16,2.5045478074064624e-07,7.153376587819948e-11,8.880543339268355e-12,9.807769291457067e-13,1.8364549522954677e-13,6.050071943729665e-08,1.4976656701105436e-06,4.705240546534797e-10
7.482657266931341e-07,0.7123618952469032,3.76,0.0,0.9701185318559176,0.9999312104913108,6.0299071401119385e-05,2.9196120360535052e-05,8.326751296985876e-06,0.037016623429511585,0.037027840007156455,1.3602939327788644e-10,0.0006625356906611755,8.44361786667973e-07,2.762156505776394e-06,7.5124057078388505e-06,2.7478283208731582e-05,1.0531091545111644e-07,6.008869498625402e-06,9.73941495916149e-05,0.0007876344787903719,3.7493708412279536e-06,1.1336226351027242e-06,1.0626163735703441e-06,3.3050572666547087e-06,1.4661272452578272e-06,8.493465602209944e-09,1.1909942723345788e-08,1.7159872763396268e-09,5.483117306195116e-09,3.2397068938646574e-14,2.7996425032504335e-08,8.227109785883198e-09,3.070328997099725e-09,9.113376647410923e-13,6.774826787014395e-13,5.876735636545849e-05,9.214799631868787e-07,3.519149690253609e-05,2.377039401809337e-09,9.4592152471704e-15,2.8525573001630355e-12,6.327825473550189e-06,4.022048960304192e-13,1.0231076039161502e-11,8.763069325061024e-10,5.807129977901647e-11,2.8827135390271813e-09,2.593873752241916e-12,6.526901002173926e-16,4.7501408323363796e-14,4.2184265049953714e-09,1.1153514173153527e-13,1.8643972504390328e-14,7.697055730629503e-11,4.64653248526699e-16,3.6268963576148625e-17,5.305176570618749e-16,2.5851347135788285e-07,7.401523600826887e-11,9.547514478669875e-12,1.0204607571760555e-12,1.906682767374741e-13,6.286350703941915e-08,1.5139548931996452e-06,4.916616116614154e-10
7.56938639292418e-07,0.7124169686479715,3.76,0.0,0.9696695787157771,0.9999292656055464,6.251700894546523e-05,2.9741094674641653e-05,8.556841983472157e-06,0.0374371368947988,0.037448713095350396,1.3757694588551935e-10,0.0006859325023668506,8.54715315688127e-07,2.8118545390499153e-06,7.738597132854793e-06,2.8004445341207103e-05,1.0836350483767038e-07,6.1634796468546575e-06,0.00010000039765803048,0.0008147099394678677,3.845518407822185e-06,1.1786411397218219e-06,1.1066335321116423e-06,3.4376796995996746e-06,1.506306924917235e-06,9.04878437826726e-09,1.2771233997382485e-08,1.7601064320178278e-09,5.779107887352369e-09,3.474091210185549e-14,2.9034714026080124e-08,8.770616838383043e-09,3.2932836596787067e-09,9.76188187874134e-13,7.267301461330984e-13,5.937321956557024e-05,9.419375323832328e-07,3.5382154359784165e-05,2.476850928644077e-09,9.974379711793877e-15,2.9594127628089158e-12,6.451560228163359e-06,4.3209235705866233e-13,1.0951638462832821e-11,8.834484230254968e-10,6.004798536584568e-11,3.009601254119938e-09,2.6863830482692076e-12,6.935874420383231e-16,5.049289649350746e-14,4.345943654238338e-09,1.2041335042825416e-13,2.0109191336691227e-14,8.291943235852874e-11,5.021393193791727e-16,3.890365827000911e-17,5.908435624865953e-16,2.667851132143474e-07,7.655970765557525e-11,1.0258896433849444e-11,1.0613252207968396e-12,1.9797184373299874e-13,6.53000899225383e-08,1.5301858731846397e-06,5.135290427045398e-10
7.656115518917019e-07,0.7124721035937718,3.76,0.0,0.969220121247267,0.9999272772441475,6.479519255743448e-05,3.0288707431379947e-05,8.7916036212087e-06,0.037857448082991636,0.037869393132912973,1.3912386721036782e-10,0.0007099399983704863,8.65066209760495e-07,2.862032236942062e-06,7.968862042345634e-06,2.853794090275736e-05,1.114794136087598e-07,6.321026353657795e-06,0.00010265813544989318,0.000842478167523562,3.943501236662432e-06,1.2250440460591638e-06,1.152190517966383e-06,3.5746895051216888e-06,1.5473075125050573e-06,9.63537306368216e-09,1.3686157818265849e-08,1.8050596724354163e-09,6.089308515849927e-09,3.723068742492529e-14,3.010629439237238e-08,9.345027100738349e-09,3.5301545468791456e-09,1.0450408798863708e-12,7.790528577581963e-13,5.997749765481302e-05,9.626005416576985e-07,3.5570116107744926e-05,2.5800424443743613e-09,1.0514584535667709e-14,3.0694159762941077e-12,6.576333101263113e-06,4.63960827750895e-13,1.1717238533937608e-11,8.90578688150141e-10,6.207411264087039e-11,3.1407893681103735e-09,2.7814098341415545e-12,7.367058142340707e-16,5.3647510394628145e-14,4.475789468234765e-09,1.2990935154036754e-13,2.167484439619568e-14,8.927145261590644e-11,5.422690255890995e-16,4.170277639895975e-17,6.57408546094981e-16,2.752744930018071e-07,7.91683276555573e-11,1.1017331090388927e-11,1.1033949349799563e-12,2.055697025019671e-13,6.781235118026115e-08,1.5463569543587255e-06,5.361448338600528e-10
7.742844644909857e-07,0.7125273016759607,3.76,0.0,0.9687701464284502,0.9999252445921732,6.713481470418035e-05,3.083891411321771e-05,9.031116709762965e-06,0.03827755660083756,0.03828987994223845,1.406701616095894e-10,0.0007345698176022509,8.754145198323346e-07,2.9127014750625212e-06,8.203241393083857e-06,2.9078888518192718e-05,1.1465970803296735e-07,6.481557414065355e-06,0.00010536822803775373,0.0008709522754935735,4.0433493905179925e-06,1.272864421266078e-06,1.1993324949445957e-06,3.716209236799007e-06,1.5891434566424531e-06,1.0254752111445783e-08,1.465757576812039e-08,1.850860462918717e-09,6.4143515963434555e-09,3.987417410341631e-14,3.121226858776595e-08,9.951854997169565e-09,3.781683892199594e-09,1.1181094730317694e-12,8.346147627272431e-13,6.058019558049135e-05,9.83468658633063e-07,3.575543686145078e-05,2.686705352170013e-09,1.1080961388518673e-14,3.1826409929460194e-12,6.702140408493498e-06,4.979275261279125e-13,1.2530396046354659e-11,8.976996429292032e-10,6.415057551768262e-11,3.2763850655864826e-09,2.8790099127546555e-12,7.821505016121571e-16,5.697300441613655e-14,4.607988884197001e-09,1.400605152547149e-13,2.3346905846089925e-14,9.605060841014356e-11,5.852051254985862e-16,4.4675079363163806e-17,7.307989363755525e-16,2.8398649255552716e-07,8.184226019862635e-11,1.1825602556968135e-11,1.1466949324267444e-12,2.134760015853278e-13,7.0402214720949e-08,1.5624664407392843e-06,5.595278103866427e-10
7.829573770902696e-07,0.7125825645118001,3.76,0.0,0.9683196410288115,0.9999231668203918,6.953708778411493e-05,3.1391671091164164e-05,9.27546324569824e-06,0.03869746204514069,0.03871017334082638,1.4221583367232154e-10,0.0007598337862653697,8.857602995483188e-07,2.9638744126749337e-06,8.44177719669125e-06,2.962740889131155e-05,1.1790547581470842e-07,6.645121449434534e-06,0.00010813155593676414,0.0009001455876094706,4.145093460885898e-06,1.3221360137907327e-06,1.248105705127096e-06,3.862364370079825e-06,1.631829479588324e-06,1.0908506969508728e-08,1.5688481069443363e-08,1.8975224999984286e-09,6.754896694564781e-09,4.26795085000974e-14,3.2353781915650424e-08,1.0592679987070709e-08,4.048647942546086e-09,1.1956176571811258e-12,8.935873110419536e-13,6.118131832852512e-05,1.0045415738068565e-06,3.5938170708606566e-05,2.7969330888317857e-09,1.1674691339431566e-14,3.2991634072621552e-12,6.828978477509175e-06,5.341158931788417e-13,1.3393758521078901e-11,9.048132065002491e-10,6.627828145092588e-11,3.4164974662670977e-09,2.9792404142143665e-12,8.300312426576917e-16,6.047746144482868e-14,4.7425674948239886e-09,1.5090617615142173e-13,2.5131658541851164e-14,1.03282160660184e-10,6.311192104562901e-16,4.782972925944739e-17,8.116512041789789e-16,2.929260906740812e-07,8.458268711225406e-11,1.26866442001093e-11,1.1912506737937332e-12,2.217055592035024e-13,7.307164603870756e-08,1.5785125955013021e-06,5.836971421607542e-10
7.916302896895535e-07,0.7126378937445962,3.76,0.0,0.9678685916057048,0.9999210430850177,7.200324448855903e-05,3.1946935613256976e-05,9.524726748173743e-06,0.0391171640025789,0.039130273141203716,1.4376088823057936e-10,0.0007857439210424774,8.961036053699306e-07,3.0155634961254648e-06,8.684512546452348e-06,3.0183624842026372e-05,1.2121782658287212e-07,6.81176791993332e-06,0.0001109490153517412,0.0009300716433907254,4.248764576299537e-06,1.372893267286234e-06,1.29855749026946e-06,4.013283362479111e-06,1.6753805821544753e-06,1.1598290612648987e-08,1.6782003945748677e-08,1.94505971483705e-09,7.111631670138616e-09,4.5655198644081905e-14,3.3532024246282724e-08,1.1269149101185366e-08,4.331858334066903e-09,1.277799494604091e-12,9.56149756056195e-13,6.17808709263072e-05,1.025819001415096e-06,3.6118371127984154e-05,2.910821167737181e-09,1.229700695159306e-14,3.419060387647548e-12,6.956843647991027e-06,5.726558927224526e-13,1.4310107148037532e-11,9.119213028834993e-10,6.845815165385591e-11,3.561237654472955e-09,3.08215983587725e-12,8.804624052549881e-16,6.416930572683792e-14,4.87955156519018e-09,1.624877238378887e-13,2.7035708057822075e-14,1.1099270269609751e-10,6.801921397022131e-16,5.117630503762723e-17,9.00655884576518e-16,3.020983649683651e-07,8.739080814653222e-11,1.3603546003644891e-11,1.237088058212342e-12,2.302738918492212e-13,7.58226529979867e-08,1.5944936404159486e-06,6.086723492227892e-10
8.003032022888373e-07,0.7126932910441434,3.76,0.0,0.9674169845007489,0.9999188725274408,7.453453816927065e-05,3.25046657933517e-05,9.778992285013877e-06,0.03953666204951745,0.03955017915084557,1.453053303703673e-10,0.0008123124323480501,9.064444967002138e-07,3.067781462550636e-06,8.931491644569451e-06,3.07476613438929e-05,1.2459789239178047e-07,6.9815471372140785e-06,0.00011382151842618918,0.0009607442012888487,4.354394410774997e-06,1.4251713347650132e-06,1.350736313623026e-06,4.169097715005322e-06,1.7198120487174853e-06,1.2325826167715897e-08,1.794141718434501e-08,1.99348627670675e-09,7.485273854566071e-09,4.881013927441703e-14,3.4748231801110486e-08,1.1982979571241495e-08,4.632163519517365e-09,1.364899850811937e-12,1.02248946826012e-12,6.237885844567944e-05,1.0473006803300284e-06,3.629609100768969e-05,3.0284672228119455e-09,1.2949194462163548e-14,3.5424107088817804e-12,7.085732271666363e-06,6.136843246437662e-13,1.528236298497232e-11,9.190258617849142e-10,7.0691121318534e-11,3.710718709086877e-09,3.1878280836775514e-12,9.335631670032594e-16,6.805731621141857e-14,5.018968049945692e-09,1.748486973445564e-13,2.9065997289612545e-14,1.1921022497901455e-10,7.326144956373128e-16,5.472481925940697e-17,9.985617819031384e-16,3.115084937402033e-07,9.026784126323984e-11,1.457956226715625e-11,1.284233434112037e-12,2.3919724409562443e-13,7.865728663197577e-08,1.6104077552950605e-06,6.34473307436123e-10
