Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58)
4.432228819487873e-06,0.8122806009452708,3.76,0.0,0.1863954302419617,0.8832172841247815,0.12678271767355023,0.005065471831508276,0.0048486788169119265,0.13178889884391268,0.19189980839088605,9.06920750011946e-09,0.5661397594482052,0.00013181255615451432,0.001152557220891033,0.04598681650545491,0.00299406114276211,0.0003464822474819913,0.0009731134097931799,0.027080211833924415,0.5649878639336633,0.0010136184888390849,0.0014105121216830027,0.004059015386988937,0.024454469841167257,0.0023554723790205653,0.003188213657934,0.010802107338068079,2.1798062810419267e-07,0.018367210285820862,2.3026666507261388e-08,0.003987823361888633,0.002953056397509274,0.0025699246572654225,4.179529572192818e-06,4.4644316892840155e-07,0.013897179127244298,0.005298458725399454,0.010181364723496357,0.002655832074300499,4.5981680181383336e-08,4.190654979166148e-09,0.004339876845694063,0.0003078382231843718,2.7688481059946333e-05,3.490606873804834e-06,2.772505860115754e-06,0.0011956616858846878,6.750242948129903e-06,8.657911132537176e-10,4.9764801047054615e-08,0.0001701200127684599,3.9095857641136296e-05,8.29611491373605e-06,0.005781968472906038,4.894640137202905e-08,2.378351501838485e-11,3.363438085175689e-06,0.00011500174287288028,9.081305004917805e-06,0.0003230412994994457,1.8771736491219205e-07,6.659121679161936e-07,0.00015377240937024928,4.640516082071313e-05,0.000731119285591283
4.4433150466312336e-06,0.8126098728968254,3.76,0.0,0.1841740271921204,0.8822250542178138,0.12766130702837727,0.005136154722583278,0.004821497433900098,0.13162921675044584,0.19237291430234912,8.961256417400802e-09,0.5680290280183924,0.00013057028432698827,0.0011504160849005389,0.046658729582988785,0.002994187224889383,0.00034829071594016155,0.0009639694620126571,0.02690392680446986,0.5660757877398672,0.001005974944417822,0.001402557344336004,0.004091024542390717,0.024668988581133353,0.0023552916432633265,0.0031827201684152236,0.010836038267209507,2.1560917394939685e-07,0.018651859487324694,2.3064332545673068e-08,0.004015096025830534,0.0029465271719422517,0.0025743360953957633,4.236304784033761e-06,4.4654481881987525e-07,0.014057959741926708,0.0053639446984518275,0.010287688887946737,0.002721548300583517,4.6564129732380696e-08,4.160937363578213e-09,0.004429286579888856,0.00031738748879136456,2.79321955740356e-05,3.5260430316054068e-06,2.804713053830461e-06,0.0012179630638167543,6.831685341422103e-06,8.686143796888321e-10,4.9846123236757056e-08,0.0001734100298431484,3.9762850694533435e-05,8.41098585786548e-06,0.0058697612783469655,4.975575749353573e-08,2.37886280932576e-11,3.404842493173342e-06,0.00011440148264093128,9.167271267906587e-06,0.00032820000329743964,1.8997914919025826e-07,6.708249101177459e-07,0.00015610789128522957,4.657961266756064e-05,0.0007425710763858638
4.454401273774594e-06,0.8129347645866919,3.76,0.0,0.18198977507033554,0.8812380686732649,0.12853276013101084,0.0052070919622604316,0.004793710137784882,0.13147022617636547,0.19284481737721942,8.852672688004844e-09,0.569888166998073,0.00012930841602033305,0.001148131174649974,0.04733238319585254,0.002994265092725017,0.00035006823867709565,0.0009548114349847276,0.026725508920684066,0.5671311922180284,0.0009982586245084152,0.0013944815378593317,0.004123022823196494,0.0248824534254228,0.002354598453714283,0.0031765899399978266,0.010867726984385033,2.132431831476346e-07,0.01893647648507327,2.3097295413014056e-08,0.004041811973363517,0.002939418351408324,0.0025781410508035002,4.292737988788536e-06,4.4654443649880153e-07,0.014218140832167974,0.005429192364146972,0.010393152787250462,0.0027879854295314115,4.714158923256156e-08,4.130843287029261e-09,0.00451938127124964,0.0003270963171793715,2.8170695958558056e-05,3.5611388876384047e-06,2.83610679216273e-06,0.001240275348093294,6.910986822228551e-06,8.711901228740614e-10,4.991384521418649e-08,0.00017671587946160638,4.042131566002705e-05,8.52346654180713e-06,0.005957367829919608,5.05647089634317e-08,2.378830994881227e-11,3.4454410492940676e-06,0.00011379665439216336,9.249924654110363e-06,0.0003333424854876046,1.9222087825717013e-07,6.755550044403612e-07,0.00015848501885268806,4.674029330191404e-05,0.0007539588049701684
4.465487500917954e-06,0.8132553243873364,3.76,0.0,0.1798421870052107,0.880256442453109,0.12939702579028206,0.00527827246785141,0.004765346897418187,0.13131196768924125,0.19331544395548797,8.74356131318194e-09,0.5717175382002017,0.00012802839949100977,0.001145705666551109,0.048007636715354705,0.0029942961924676018,0.0003518149321668563,0.0009456443886887002,0.026545093929781265,0.5681547319389821,0.0009904754822887927,0.0013862910621146118,0.004155004052361978,0.02509483582436462,0.002353401548325069,0.0031698397818691964,0.010897185767904115,2.10883736727065e-07,0.019220986771743772,2.3125605779133375e-08,0.004067968087201345,0.00293174649467329,0.0025813452501803297,4.348807464726135e-06,4.4644351771086183e-07,0.01437768966660447,0.005494188483238808,0.010497730384716316,0.0028551276715179726,4.7713915017734695e-08,4.100399927094757e-09,0.004610138642543763,0.0003369630201457484,2.8403879245873993e-05,3.595886122970749e-06,2.866675106213948e-06,0.0012625903059693244,6.9881053744027196e-06,8.735202675405438e-10,4.996815638715257e-08,0.000180036591870442,4.107074427028122e-05,8.63348237304694e-06,0.006044764671852019,5.13730098483149e-08,2.3782640471108743e-11,3.485211068474361e-06,0.00011318757188743979,9.329236544831384e-06,0.0003384666327350013,1.9444190783666158e-07,6.801017063877051e-07,0.00016090390529387993,4.6887265055379595e-05,0.0007652780663012958
4.476573728061314e-06,0.813571601311855,3.76,0.0,0.17773077142509047,0.8792802850592019,0.13025405809017437,0.005349685258600362,0.004736437393879185,0.13115448008583688,0.1937847220907553,8.634024237192114e-09,0.5735175078126713,0.00012673166111200652,0.0011431427580941781,0.04868435051331448,0.0029942818800390678,0.0003535309225837408,0.0009364732228153611,0.026362815407545506,0.5691470600426591,0.0009826313477381203,0.0013779921903953074,0.004186962075131929,0.025306108428584988,0.0023517100189181725,0.003162486685672921,0.01092442857291514,2.085318715346546e-07,0.01950531741304985,2.3149317233968664e-08,0.004093561691098688,0.002923528289521236,0.0025839549006182153,4.404492041071426e-06,4.46243625309946e-07,0.01453657440906482,0.005558920289505615,0.010601396705079803,0.002922958904202794,4.828097313332548e-08,4.069633949603388e-09,0.004701536260565008,0.00034698580928476216,2.8631648918512638e-05,3.6302767431099777e-06,2.896407608003099e-06,0.001284899867222278,7.063003089707594e-06,8.756070006164484e-10,5.000925804766491e-08,0.00018337120165497198,4.171064738931066e-05,8.7409635157629e-06,0.006131929080160131,5.218042002176097e-08,2.3771703108964418e-11,3.524131257026564e-06,0.00011257454217365764,9.405184135490483e-06,0.00034357037368745497,1.9664162354695006e-07,6.844645129954768e-07,0.00016336463972165848,4.7020606244364185e-05,0.0007765246129600831
4.4876599552046744e-06,0.8138836449353957,3.76,0.0,0.17565503277248937,0.8783097005885021,0.13110381626363693,0.005421319463772639,0.004707010982079087,0.13099780041838485,0.19425258160976372,8.524160273439415e-09,0.5752884458447749,0.00012541960349463161,0.001140445664767257,0.049362386077103686,0.0029942234245362892,0.00035521634521353565,0.0009273026760422461,0.026178804647861417,0.570108827515352,0.0009747319234092117,0.0013695911044131726,0.0042188907681820565,0.025516245083865928,0.0023495332853007977,0.0031545477912335363,0.010949470969319133,2.0618858055778669e-07,0.019789397090527305,2.3168486133813685e-08,0.004118590539713037,0.002914780520446811,0.0025859766680983855,4.459771113784414e-06,4.459463850890436e-07,0.01469476412441601,0.005623375489661478,0.010704127838411048,0.002991462694655453,4.8842639235035e-08,4.038571484569708e-09,0.004793551563781606,0.0003571627996415512,2.8853914965823382e-05,3.6643030781790223e-06,2.9252954660073324e-06,0.001307196132335276,7.135646137114319e-06,8.774527592496698e-10,5.0037362607566175e-08,0.0001867187489167433,4.2340555714512016e-05,8.84584492819827e-06,0.006218839069615623,5.2986705330724225e-08,2.3755584651880097e-11,3.5621817245073767e-06,0.000111957865531084,9.477750310977055e-06,0.0003486516808591687,1.9881944088956478e-07,6.886431566176217e-07,0.00016586728733496042,4.7140410581838574e-05,0.0007876943574536111
4.498746182348035e-06,0.8141915053197394,3.76,0.0,0.1736144721900448,0.8773447877944954,0.13194626456334296,0.005493164330308848,0.004677096654837085,0.130841964022317,0.19471895416615825,8.41406504301841e-09,0.577030725594954,0.00012409360375551605,0.001137617617040859,0.0500416061201217,0.0029941220116945946,0.00035687134388794176,0.0009181373256889766,0.025993190561729503,0.5710406825064263,0.0009667827806858783,0.0013610938896684468,0.00425078404843235,0.025725220824219526,0.0023468810695185683,0.003146040353435122,0.010972330078845707,2.0385481332496907e-07,0.020073156139648957,2.3183171448142052e-08,0.004143052808113841,0.0029055200375455205,0.002587417655731716,4.514624659796177e-06,4.455534816259235e-07,0.014852228783015562,0.005687542262415912,0.01080590094193991,0.0030606223214567152,4.9398798468033534e-08,4.007238104536094e-09,0.00488616188946866,0.0003674920134605851,2.907059392482736e-05,3.6979577826678765e-06,2.9533313766598383e-06,0.001329471380013346,7.206004720447927e-06,8.790602186063684e-10,5.005269283478766e-08,0.00019007828040450533,4.296002040035209e-05,8.948066384546445e-06,0.006305473398860971,5.379163774270713e-08,2.373437500878636e-11,3.5993439909391127e-06,0.00011133783543320265,9.546923507592645e-06,0.0003537085723682546,2.0097480517656676e-07,6.926375983206573e-07,0.00016841188964786233,4.724678656785838e-05,0.0007987833740584887
4.509832409491395e-06,0.8144952329410333,3.76,0.0,0.1716085881779846,0.8763856401544089,0.13278137212982896,0.0055652092300422385,0.004646723009415793,0.13068700454532567,0.19518377328857428,8.303830925182589e-09,0.5787447231398307,0.00012275501192723063,0.0011346618574174937,0.050721874687613216,0.0029939787473519212,0.0003584960704421477,0.0009089815877325141,0.02580609958556665,0.5719432696839903,0.0009587893565101994,0.0013525065311962912,0.004282635881516008,0.025933011863270024,0.0023437633703269696,0.0031369817102971168,0.010993024511478624,2.0153147637992094e-07,0.020356526583382398,2.3193434607339118e-08,0.004166947080981565,0.0028957637266377413,0.00258828538181964,4.569033249721038e-06,4.4506665415433574e-07,0.015008939263820645,0.00575140925672553,0.010906694239874538,0.0031304207967300032,4.994934532617986e-08,3.97565880526365e-09,0.004979344500279697,0.0003779713840153458,2.928160890555198e-05,3.7312338347778008e-06,2.9805095321142884e-06,0.0013517180740380572,7.274053025081855e-06,8.804322794991855e-10,5.0055481092908025e-08,0.00019344885059715498,4.356861360401249e-05,9.047572481893764e-06,0.006391811573749396,5.459499547413854e-08,2.3708166988180232e-11,3.6356009906648408e-06,0.00011071473851847428,9.612697562805584e-06,0.0003587391135292058,2.0310719139910707e-07,6.964480209279328e-07,0.0001709984647515475,4.733985686195469e-05,0.0008097879002199054
4.520918636634755e-06,0.8147948786206626,3.76,0.0,0.16963687722319037,0.8754323459418087,0.13360911285743152,0.005637443666478914,0.004615918216494929,0.13053295397763298,0.19564697442316362,8.193547019221965e-09,0.5804308168444656,0.0001214051495104108,0.0011315816375460112,0.05140305725775454,0.002993794660903115,0.00036009068419543254,0.000899839717162251,0.02561765559857281,0.5728172296289377,0.0009507569505637546,0.0013438349096811684,0.004314440289890277,0.026139595584037355,0.0023401904379537425,0.003127389252283372,0.01101157430141116,1.9921943382345156e-07,0.020639442161314192,2.319933935167207e-08,0.004190272341538104,0.0028855284806550666,0.002588587757802195,4.6229780590690685e-06,4.4448769247085145e-07,0.015164867356205354,0.005814965589281834,0.011006487021293206,0.003200840888058482,5.049418349274624e-08,3.94385798870552e-09,0.005073076610215689,0.00038859875950622997,2.9486889601179158e-05,3.7641245353739704e-06,3.0068255845865252e-06,0.0013739288694683844,7.339769154401034e-06,8.815720558964584e-10,5.004596858653359e-08,0.00019682952273742245,4.4165928953657e-05,9.144312632812582e-06,0.006477833848992564,5.539656310045427e-08,2.36770560801894e-11,3.6709370712864104e-06,0.00011008885457341832,9.675071554029328e-06,0.0003637414183018233,2.0521610404034498e-07,7.000748217544459e-07,0.00017362700760748835,4.741975764042188e-05,0.0008207043375224496
4.532004863778115e-06,0.8150904934592338,3.76,0.0,0.16769883440002137,0.874484988304174,0.13442946525842553,0.005709857281141773,0.004584709991553364,0.13037984268334765,0.19610849497068653,8.08329911721789e-09,0.5820893868937137,0.00012004530816480726,0.0011283802154007545,0.0520850208379516,0.002993570708734591,0.00036165535145458544,0.0008907158086545953,0.02542797984892096,0.573663198266691,0.0009426907228860775,0.0013350847979301606,0.00434619136057774,0.026344950527215808,0.00233617274922044,0.0031172803928735094,0.011028000842703849,1.9691950791757992e-07,0.020921838354473477,2.320095158180673e-08,0.004213027960248482,0.0028748311723108665,0.0025883330661570685,4.6764408779871125e-06,4.4381843288683343e-07,0.015319985760538047,0.005878200841279283,0.011105259636192197,0.003271865140245277,5.103322566416066e-08,3.911859448190902e-09,0.005167335409953487,0.0003993719070139993,2.9686372283390896e-05,3.7966235065626536e-06,3.032276607586425e-06,0.0013960966181977563,7.403135056768878e-06,8.824828623622848e-10,5.002440461485882e-08,0.00020021936981530304,4.475158194033447e-05,9.238241044237158e-06,0.0065635212281965755,5.619613164841706e-08,2.3641140241067725e-11,3.7053379902881516e-06,0.00010946045652642701,9.734049627628416e-06,0.0003687136505985664,2.073010768357985e-07,7.035186050727749e-07,0.00017629749037012174,4.7486637941465366e-05,0.0008315292522495494
4.5430910909214755e-06,0.8153821287736399,3.76,0.0,0.16579395394314284,0.8735436453450568,0.1352424123257502,0.005782439859480461,0.004553125568621423,0.13022769943279552,0.19656827431831006,7.973169687130272e-09,0.5837208148444997,0.00011867674853625879,0.0011250608525256208,0.052767634056307945,0.002993307777630371,0.0003631902450398571,0.0008816137975471757,0.0252371908885156,0.5744818063358854,0.0009345956919129216,0.0013262618576955693,0.004377883252528607,0.026549056378042016,0.002331720983086551,0.0031066725404189192,0.011042326824809493,1.946324797465687e-07,0.021203652405995074,2.3198339211158285e-08,0.004235213683332253,0.0028636886280705154,0.002587529938310615,4.7294041195603676e-06,4.430607542344025e-07,0.015474268087570558,0.005941105054507651,0.011202993489775007,0.003343475896876537,5.156639335822484e-08,3.87968635574325e-09,0.005262098091499206,0.0004102885164964668,2.9879999783333955e-05,3.828724689909138e-06,3.056861054348614e-06,0.001418214373879253,7.464136443738812e-06,8.831682014739331e-10,4.9991045835592846e-08,0.00020361747550047207,4.532521023485104e-05,9.32931668328858e-06,0.006648855462374026,5.699349867125513e-08,2.3600519680592534e-11,3.738790905920438e-06,0.00010882981045173269,9.789640819334632e-06,0.0003736540254527116,2.09361672484235e-07,7.06780174348492e-07,0.00017900986273727446,4.754065900104733e-05,0.0008422593755491427
4.554177318064836e-06,0.8156698360371633,3.76,0.0,0.16392172979267103,0.8726083902104341,0.1360479413946904,0.005855181336350902,0.004521191676358236,0.13007655143570956,0.19702625386626457,7.863237865660047e-09,0.5853254831987801,0.00011730069921619501,0.0011216268113433043,0.05345076724823705,0.0029930066881411533,0.00036469554383307997,0.0008725374610924087,0.02504540451604132,0.5752736788931707,0.0009264767329164446,0.0013173716368366113,0.004409510203596658,0.02675189395184554,0.0023268459966743686,0.003095583071299447,0.011054576168122218,1.9235908992954284e-07,0.021484823337769614,2.3191572020341585e-08,0.004256829621121524,0.0028521176034306977,0.0025861873326188823,4.781850826709992e-06,4.4221657393462733e-07,0.01562768885669136,0.006003668726812376,0.011299671035070187,0.0034156553216492963,5.209361670831704e-08,3.847361251452507e-09,0.005357341872135606,0.00042134620481651397,3.0067721458674525e-05,3.860422344312719e-06,3.080578713771298e-06,0.0014402753962326914,7.522762700258057e-06,8.836317512620943e-10,4.9946155541276965e-08,0.00020702293502314253,4.588647393124342e-05,9.417503230743107e-06,0.0067338190470118435,5.778846830723106e-08,2.3555296652800092e-11,3.7712843677473524e-06,0.00010819717558295229,9.841858867236599e-06,0.0003785608100500876,2.1139748231222767e-07,7.098605242839779e-07,0.0001817640523265863,4.758199358220355e-05,0.0008528916032237518
4.576349772351555e-06,0.8162336727588629,3.76,0.0,0.16027322770817184,0.8707564117640931,0.13763671575506303,0.006001101500923183,0.004456379749261292,0.12977734244384154,0.19793658934204972,7.644266970852974e-09,0.5884560734844421,0.00011453088055549164,0.0011144277327106188,0.05481808390404913,0.0029922930047981116,0.000367618100374755,0.0008544761406046413,0.024659288697675735,0.576779686653322,0.0009101858102234017,0.0012994109613387568,0.004472546667121371,0.02715369308204172,0.0023158705440635453,0.0030720284803020855,0.011072946390203075,1.8785599022006983e-07,0.02204500088667107,2.316586078241644e-08,0.004298354331811659,0.00282775664433672,0.0025819210250549378,4.88512998703989e-06,4.402765480224386e-07,0.015931848321090604,0.006127738687572405,0.01148979219288548,0.0035616480562634125,5.31299926552781e-08,3.782341962109994e-09,0.005549181862792487,0.0004438749442918601,3.0425277092564145e-05,3.9225856722544665e-06,3.1254192230356564e-06,0.0014842013302573188,7.63286512940986e-06,8.839089981188879e-10,4.9822862557669186e-08,0.00021385235909379905,4.6970660807190785e-05,9.585086955419303e-06,0.006902567941659825,5.937046509780929e-08,2.3451461208479545e-11,3.833353980212184e-06,0.00010692694237099184,9.936252821728116e-06,0.00038826694292080156,2.1539325058242855e-07,7.154824527014791e-07,0.0001873974857250152,4.762734795174397e-05,0.0008738507735458123
4.596304981209603e-06,0.8167282095080168,3.76,0.0,0.15709619528054614,0.8691110870812224,0.13904120006015228,0.006132875336670536,0.004397110907481606,0.1295117003473606,0.1987491899580941,7.448594933256827e-09,0.5911859296065759,0.00011202406843929932,0.0011075890176397755,0.05604918414558322,0.0029915271800960734,0.0003701490909909863,0.0008383434750603784,0.02430947707448682,0.5780497969240812,0.0008954880898013736,0.0012830694962993768,0.004529001420022349,0.02751080489034075,0.002304656975183999,0.0030493550115868145,0.011082640393718824,1.8385647283446467e-07,0.022546386267577954,2.3129244444304134e-08,0.004333786050100283,0.0028045322180952044,0.002576332128387034,4.97615763188348e-06,4.3825457984849793e-07,0.016202408170051374,0.006238150820908382,0.0116571337332005,0.003694804483003556,5.4041868895660956e-08,3.7235176398115085e-09,0.005723255978124371,0.0004646080385143703,3.072650294111398e-05,3.977101406572966e-06,3.162834825762524e-06,0.0015234773613556,7.72379952928489e-06,8.834400522706113e-10,4.967521358327715e-08,0.00022001517906710842,4.7901195779671433e-05,9.7257614764011e-06,0.007053013783349592,6.078423425643359e-08,2.334332936098645e-11,3.885848311226627e-06,0.00010577939238834914,1.0009898392564458e-05,0.00039687129694289294,2.1890114664986444e-07,7.199360236892764e-07,0.00019260942711939432,4.7626724442349914e-05,0.0008923514261722002
4.616260190067651e-06,0.817210821219578,3.76,0.0,0.1540171374628635,0.8674864078037519,0.14042163684783177,0.006265014788641022,0.004337100314502078,0.1292496383603898,0.1995551416745454,7.254642727690206e-09,0.5938350356535764,0.00010951054835247434,0.0011004292521789997,0.05728003871126408,0.0029906478016673748,0.0003725872102760577,0.0008223456987525446,0.023958104533684736,0.5792427003134379,0.0008807820329453022,0.0012665908849412333,0.004585160411362801,0.027863559000424185,0.002292246754031419,0.0030253873230122502,0.011086027607210875,1.7991089687252972e-07,0.023044821873014504,2.3080322206073566e-08,0.004367388771705579,0.0027801745188608174,0.0025691472945094432,5.065277221386775e-06,4.359835301328514e-07,0.016469821419437532,0.006347332070521933,0.011820826733786139,0.003829519973744626,5.4933768477630186e-08,3.664521740423662e-09,0.00589853806425292,0.0004857582529973219,3.100809844049199e-05,4.030234633053854e-06,3.1974947293195408e-06,0.0015624744998252232,7.807030414385832e-06,8.82316421732119e-10,4.9494527299098284e-08,0.00022618836492718517,4.878741900332852e-05,9.856718677810734e-06,0.0072020199332190026,6.218749373050132e-08,2.3221947941749762e-11,3.935117615554128e-06,0.00010462912095790238,1.0073022638537334e-05,0.0004053423348327151,2.2232364536242524e-07,7.238257859124676e-07,0.00019795476608597018,4.758813908977741e-05,0.0009104940511856546
4.6362153989256985e-06,0.8176818071868864,3.76,0.0,0.15103315437110315,0.8658826338574491,0.14177809094515498,0.0063974671291593165,0.004276483225964899,0.128991263340428,0.20035417730854793,7.062753582829631e-09,0.5964056075496356,0.00010699623424596312,0.0010929671640841341,0.05850996277442709,0.0029896576846886206,0.0003749336687772004,0.0008064993749773349,0.02360574213082102,0.5803617838176088,0.0008660908211693664,0.0012500031044376846,0.004640993664471724,0.02821188208303023,0.0022787066981240223,0.0030002225385607046,0.01108328367871966,1.7602222695505023e-07,0.02354001725917697,2.301955032787266e-08,0.004399174744237501,0.0027547759173313746,0.0025604277579685513,5.152413067493713e-06,4.334754873005765e-07,0.016733971720337387,0.006455242717444791,0.011980805241897959,0.003965686698802712,5.580556443248366e-08,3.605462143730535e-09,0.006074899043849078,0.0005073095791401715,3.126999524195038e-05,4.0819629533901915e-06,3.229439529883637e-06,0.0016011612437262515,7.882614561340641e-06,8.805642876083073e-10,4.928248971755112e-08,0.00023236715521800672,4.9628166060314174e-05,9.977907164765622e-06,0.007349510384422854,6.357934159813685e-08,2.3087961179928182e-11,3.981142775065794e-06,0.00010347739737895515,1.0125849278915294e-05,0.0004136719256632506,2.2565933992329477e-07,7.271633665520911e-07,0.0002034323397095913,4.7512927608414155e-05,0.0009282663500041092
4.656170607783746e-06,0.8181414640152559,3.76,0.0,0.14814137741214004,0.8642999810689865,0.1431106617259731,0.0065301814936386,0.004215388424898902,0.12873666859577693,0.20114605134354913,6.8732379572655156e-09,0.5988998438848682,0.0001044866620273907,0.0010852212988183055,0.0597382946634823,0.0029885591976636706,0.00037718971176792693,0.000790819583824649,0.023252930022903132,0.5814103467540976,0.00085143612751105,0.0012333328152734735,0.004696472450170696,0.028555711162836613,0.0022641038005066796,0.0029739557591726543,0.011074592196352906,1.7219307240191794e-07,0.02403170076513872,2.2947394021252626e-08,0.004429159091862985,0.0027284265175392,0.002550236508843128,5.237496203528538e-06,4.307426600915463e-07,0.01699475178531856,0.006561847295200053,0.012137013234527315,0.004103196523664661,5.665720046035568e-08,3.5464398664460003e-09,0.006252211744998272,0.0005292455612607211,3.151218665571056e-05,4.132267029521405e-06,3.2587197870794463e-06,0.0016395084025675557,7.950638176032571e-06,8.782107201124351e-10,4.904080484224626e-08,0.00023854696216587927,5.042250435565331e-05,1.0089317838688719e-05,0.007495416304834522,6.49589447299454e-08,2.2942019615673576e-11,4.023917375486151e-06,0.00010232542294168721,1.0168635090288778e-05,0.00042185252482766674,2.2890708470179542e-07,7.29961736383795e-07,0.000209040790410494,4.7402493650426856e-05,0.0009456576264869917
4.676125816641794e-06,0.8185900859439917,3.76,0.0,0.14533897533391224,0.8627386232087605,0.14441948058042245,0.006663108917574618,0.004153938107509686,0.12848593457508267,0.20193053971691186,6.686374568212127e-09,0.6013199210296698,0.00010198698858202888,0.0010772099803017486,0.06096439669624935,0.0029873543147669293,0.00037935661399692683,0.0007753199770000026,0.022900177533767746,0.5823915966578148,0.0008368381391045585,0.001216605355256816,0.004751569352331901,0.028894993198407274,0.002248504893006375,0.002946679772958616,0.011060143583214613,1.6842570549613038e-07,0.024519619285349528,2.2864325219758903e-08,0.004457359595617195,0.0027012139038495434,0.002538637928414937,5.320464314930609e-06,4.277973189374667e-07,0.017252063206356718,0.006667114432089096,0.01228940427260519,0.004241941346564893,5.748868587040728e-08,3.4875491318736378e-09,0.006430351217995626,0.0005515493693242424,3.1734725184853714e-05,4.1811304989814486e-06,3.2853950110264064e-06,0.001677489089901122,8.011214458605724e-06,8.75283476382876e-10,4.877118430637431e-08,0.00024472337974119294,5.116972739230947e-05,1.0190981562385961e-05,0.007639675808872655,6.632553767896504e-08,2.2784776982422605e-11,4.063447071559624e-06,0.00010117433236727779,1.020166599697763e-05,0.00042987717369409936,2.3206598364794524e-07,7.32235055880217e-07,0.00021477857598329998,4.725829699718991e-05,0.0009626587357098915
4.696081025499842e-06,0.819027963528911,3.76,0.0,0.14262315952376806,0.8611986940618304,0.14570470844458253,0.006796202361806531,0.00409224782399654,0.12823912955471065,0.20270743949730216,6.502411602188355e-09,0.6036679888146241,9.950199370921797e-05,0.0010689512741456158,0.062187655862957034,0.0029860446652488428,0.00038143567498893054,0.0007600128360488429,0.022547963394669614,0.5833086460490156,0.0008223155873711808,0.0011998447410375966,0.004806258320826853,0.029229684646917574,0.002231976336919953,0.0029184848058868436,0.011040134033029227,1.647220799931058e-07,0.025003537961973833,2.2770820486379316e-08,0.004483796478117711,0.0026732229271567206,0.0025256974416714927,5.401261638582771e-06,4.246517414017294e-07,0.017505816251147627,0.0067710166855026906,0.012437941128914547,0.004381813418912712,5.830009042303088e-08,3.4288774800599497e-09,0.0066091950232071445,0.0005742038695028167,3.1937719778922136e-05,4.228539884686288e-06,3.309532647483267e-06,0.0017150787018058635,8.064481113116957e-06,8.718108082937669e-10,4.8475337838159186e-08,0.00025089219011234065,5.1869347486302544e-05,1.0282966656614205e-05,0.007782233708228969,6.767842124956817e-08,2.2616887307362697e-11,4.099748889505904e-06,0.00010002519538964319,1.022525321630899e-05,0.00043773949605804786,2.3513537805262453e-07,7.33998523576468e-07,0.00022064397994399072,4.708184218870791e-05,0.000979262026560561
4.716036234357889e-06,0.8194553835605012,3.76,0.0,0.13999118862427756,0.8596802895121587,0.14696653339774166,0.0069294167272334495,0.00403042646847082,0.12799631032052416,0.20347656846688175,6.321568023040249e-09,0.6059461667243364,9.70360846216114e-05,0.0010604629532332036,0.06340748436786668,0.0029846315798609684,0.00038342821483928276,0.0007449091339510628,0.02219673613486796,0.5841645099758904,0.0008078857840847674,0.0011830736761635466,0.004860514712652131,0.029559751018152024,0.002214583740642793,0.002889458310367336,0.011014764488833708,1.6108384970801583e-07,0.025483239808417282,2.2667359034916884e-08,0.004508492193690517,0.002644535527424017,0.0025114811874637137,5.4798388346120165e-06,4.2131816119287593e-07,0.017755929641133185,0.006873530370358328,0.012582595395362557,0.004522705648016168,5.909153912126281e-08,3.3705059151262185e-09,0.0067886234907773456,0.0005971916922367814,3.212133285222137e-05,4.2744844994584965e-06,3.33120708184068e-06,0.0017522548830044941,8.110597853141615e-06,8.678212800472946e-10,4.815496452447765e-08,0.0002570493686098792,5.2521087167448926e-05,1.036537627736736e-05,0.007923041246125737,6.901696079434248e-08,2.2439002201179435e-11,4.132850496083393e-06,9.887901844596578e-05,1.0239729514981298e-05,0.00044543369172350656,2.3811483403227915e-07,7.352682280451567e-07,0.00022663512208277912,4.687466772680867e-05,0.000995461279359608
