Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381)
0.0,0.5140472605256384,3.76,0.0,0.7168556828495358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.027395324122921e-20,0.5140472605256384,3.76,0.0,0.7168556828495355,1.0,1.6038941202733548e-45,4.927573057044851e-19,1.1525404737475585e-33,3.427823001580137e-16,3.427823001580137e-16,1.1486062954784941e-35,4.254919119037108e-23,6.2180690962519464e-34,1.3692282430904318e-45,2.2666766330920384e-45,1.394238773268777e-19,2.62490686156384e-35,6.604658022879966e-20,1.2431590265412298e-24,5.714306883663267e-31,7.337854025597731e-20,7.47875746008721e-36,7.954355722074938e-35,1.4149583872764828e-46,1.2053331946011182e-26,3.970389693425868e-40,4.067278106497861e-52,9.145892772195352e-34,2.732520330743739e-49,8.092631100348794e-68,6.501200521542173e-35,2.1058773135307256e-40,7.856395844313151e-53,7.867328511053954e-58,8.230560715651508e-67,1.9311423287204524e-19,1.0078556572958942e-33,1.9311423287203994e-19,2.1147422036437573e-38,7.511404418890472e-66,4.317432287395091e-38,1.5078447541270655e-21,1.2163158308391111e-51,2.7424558169252054e-70,1.0180276634537645e-35,4.384030975606575e-50,5.9917922605455174e-52,6.347853307013763e-54,9.193644753993774e-67,4.731298880956858e-61,2.635012708132333e-45,4.49833692994298e-52,1.2753711889110288e-52,7.461395671482477e-55,3.740491182881535e-73,6.183271253125691e-71,2.2693027503963206e-78,6.688536591941032e-22,1.1247830864677698e-50,1.1215047076935781e-69,3.9860666078534006e-56,1.4136837505636532e-59,1.3379419734251682e-35,1.507844754116044e-21,5.169368866740244e-52,4.927573057044782e-19,9.994981004143846e-37,1.0285158797895396e-32,1.5501372855118965e-50,4.692489572127333e-49,6.30321906840548e-44,6.68853659188694e-22,2.291925805712401e-69,5.129429124230473e-40,8.692755384769106e-70,8.947532368539553e-71,2.2546236339564345e-52,1.0697446523456839e-73,3.0955844399761838e-68,1.5487603570959465e-34,1.0797722281941183e-57,1.4092382430289231e-52,1.9910988930339618e-77,5.493500535465479e-79,3.652251850433299e-67,6.610456102430141e-84,5.623592173399549e-61,4.254919118799842e-23,2.849058149073984e-75,4.2319826860269837e-72,6.553545992135097e-66,5.332605998056237e-39,1.7476381648145694e-81,5.083200554772222e-69,8.824752445797311e-83
1.407670690754418e-19,0.5140472605256385,3.76,0.0,0.7168556828495348,1.0,1.9041430996257306e-44,1.3797204559725796e-18,6.961344461609993e-33,9.597904404424376e-16,9.597904404424376e-16,6.937582023335847e-35,1.1913773533505657e-22,3.755713734131371e-33,1.6255477711325431e-44,2.6909984987767396e-44,3.903868565152938e-19,1.5854437443846775e-34,1.8493042463973968e-19,3.48084708470599e-24,3.4514413577188786e-30,2.054599127158301e-19,4.5171695059065344e-35,4.8044308562022755e-34,1.6798385973727265e-45,3.37493294821423e-26,2.39811537474193e-39,4.8286725678744416e-51,5.524119234338362e-33,3.244048136647015e-48,1.8102892065299571e-66,3.926725114995661e-34,1.2719498973935195e-39,9.327113146508804e-52,9.340092408288883e-57,1.8411435098569687e-65,5.407198520417206e-19,6.087448170067134e-33,5.407198520416884e-19,1.2773042910616964e-37,1.6802711226830137e-64,2.6077291014674355e-37,4.221965311558166e-21,1.83809402614387e-50,6.134763971256666e-69,6.148887087239033e-35,5.221659275059361e-49,9.054795916454773e-51,9.592875918242225e-53,1.0918573425594862e-65,5.616998031464248e-60,3.128287095669826e-44,6.797886768530231e-51,1.927340940681576e-51,8.858168941192867e-54,8.367329156464053e-72,1.3831730461679466e-69,5.0763394825042334e-77,1.872790245742323e-21,1.3748376326069091e-49,2.5087611839539983e-68,6.023743875799455e-55,1.6783253539153887e-58,8.081169519483821e-35,4.2219653114915966e-21,7.811950166950516e-51,1.3797204559725382e-18,6.03696852650319e-36,6.212235913846445e-32,1.840322986064465e-49,5.570923619795642e-48,7.483181677058809e-43,1.8727902457096502e-21,7.2061814422244814e-68,3.0981751910135044e-39,2.733141376744656e-68,2.8132473410950116e-69,3.407187235542857e-51,3.3634491379382075e-72,9.733012772759577e-67,9.354512556842504e-34,1.2819055895239354e-56,2.129640832458073e-51,1.2112826222513332e-75,3.341964458554042e-77,1.1483264178006957e-65,3.808500645746735e-82,1.2579750746421855e-59,1.1913773532072572e-22,8.957895106046795e-74,1.3306030691454331e-70,1.8482024431980678e-64,3.2208940226630964e-38,1.06058877737456e-79,1.598239585626394e-67,5.337620410727738e-81
3.2175330074386695e-19,0.5140472605256386,3.76,0.0,0.7168556828495336,1.0,1.8694989866908965e-43,3.1536467565088534e-18,3.351587697920009e-32,2.1938067210112836e-15,2.1938067210112836e-15,3.340147105220075e-34,2.7231482363249793e-22,1.8082144931828612e-32,1.5959724414702896e-43,2.6420382834357017e-43,8.923128148922714e-19,7.633229153429431e-34,4.2269811345802243e-19,7.956230442597701e-24,1.661720441748677e-29,4.696226576319106e-19,2.174822669414114e-34,2.3131266440829123e-33,1.6492754962035368e-44,7.714132468764848e-26,1.1545893227170318e-38,4.740819360437479e-50,2.6596256180529624e-32,3.185025697477853e-47,3.5768264118755156e-65,1.8905491116407465e-33,6.123891228042626e-39,9.15741499654042e-51,9.170158112377926e-56,3.6377893162880795e-64,1.2359310903810477e-18,2.9308442514163604e-32,1.2359310903808923e-18,6.14967032909166e-37,3.319932587633772e-63,1.255509308995694e-36,9.6502064264299e-21,1.9773368303396375e-49,1.2121259839269058e-67,2.960424445290992e-34,5.134078040274605e-48,9.74073606754809e-50,1.0319578166755655e-51,1.0728134588695886e-64,5.514801975610218e-59,3.071370839181923e-43,7.3128563802711035e-50,2.073345434386232e-50,8.69700279468961e-53,1.653243239760766e-70,2.7329168543193002e-68,1.0029991388985379e-75,4.280663418834098e-21,1.3671302819198844e-48,4.95688938468801e-67,6.480068822486407e-54,1.6477897959141317e-57,3.890735258714099e-34,9.650206426109396e-21,8.4037394880270335e-50,3.153646756508655e-18,2.906540476005485e-35,2.9909241783044223e-31,1.8068400221773646e-48,5.469565844546443e-47,7.347032143181679e-42,4.280663418676795e-21,1.6076594390618364e-66,1.4916379892936576e-38,6.097488060031779e-67,6.276200093936371e-68,3.6652965489330296e-50,7.503673745910337e-71,2.1713816083570414e-65,4.503795118409492e-33,1.2585825098363544e-55,2.2909704255245127e-50,5.468308761956701e-74,1.5087225058333193e-75,2.5618530687248573e-64,1.7079601926220028e-80,2.485546759790125e-58,2.7231482356350097e-22,1.9984573278100847e-72,2.9685022553123375e-69,4.020242189135561e-63,1.550721823990449e-37,4.78662467200402e-78,3.565584596482087e-66,2.408010367380159e-79
6.837257640807173e-19,0.5140472605256389,3.76,0.0,0.7168556828495312,1.0,1.6535506824336827e-42,6.701499357581746e-18,1.4637264019302442e-31,4.661839282148967e-15,4.661839282148968e-15,1.4587299931585886e-33,5.786690002596617e-22,7.896947752165523e-32,1.4116195508209525e-42,2.33685294144742e-42,1.896164731646808e-18,3.333631714187923e-33,8.982334910801985e-19,1.6907026124629889e-23,7.257169742039478e-29,9.97948147449571e-19,9.49802197452504e-34,1.010203176810489e-32,1.4587654989341052e-43,1.6392531563163654e-25,5.042394909293748e-38,4.193201035631548e-49,1.1615283819639823e-31,2.817119160105763e-46,6.364771489379324e-64,8.25652466211348e-33,2.674464188480209e-38,8.099629860486298e-50,8.110901001532396e-55,6.473251722086178e-63,2.6263535670596066e-18,1.2799766847656827e-31,2.626353567058927e-18,2.6857225995449225e-36,5.907642653205864e-62,5.483139003144181e-36,2.0506688656211508e-20,1.8175129055886807e-48,2.1569134347705186e-66,1.2928951325526408e-33,4.543981486614338e-47,8.953414565372616e-49,9.485470245538903e-51,9.503526186263248e-64,4.877779894234396e-58,2.7165927574001523e-42,6.721774907678275e-49,1.905761660160169e-49,7.69240048147395e-52,2.941858012700636e-69,4.86307952193938e-67,1.78478338044219e-74,9.096409764998989e-21,1.2160844386665778e-47,8.820519979857551e-66,5.956299739186229e-53,1.4574514336161207e-56,1.6991863062434656e-33,2.0506688654811775e-20,7.724484418875693e-49,6.7014993575808776e-18,1.2693625875267356e-34,1.306215167205039e-30,1.5981295404592117e-47,4.837769047757528e-46,6.498366724564646e-41,9.096409764312008e-21,3.010968207938374e-65,6.514374987436155e-38,1.141992030839447e-65,1.1754628295852721e-66,3.3690390030533447e-49,1.405356455683614e-69,4.0667574409299275e-64,1.9669256534854808e-32,1.1132019777473844e-54,2.105796518720078e-49,2.0647293413414153e-72,5.696649112992492e-74,4.7980672717992925e-63,6.425912924658951e-79,4.4228976540316394e-57,5.786689999583342e-22,3.742890179943663e-71,5.559676210324211e-68,7.452850133933184e-62,6.772409615006942e-37,1.8070591815105507e-76,6.677945338267452e-65,9.08885622015232e-78
1.407670690754418e-18,0.5140472605256394,3.76,0.0,0.7168556828495262,1.0,1.3899089826679092e-41,1.3797204559728902e-17,6.110769594247158e-31,9.5979044044243e-15,9.597904404424304e-15,6.089910559735085e-33,1.1913773536431145e-21,3.2968202347657783e-31,1.1865512889715138e-41,1.964265703036886e-41,3.903868565158208e-18,1.3917256180028095e-32,1.8493042462669917e-18,3.480873335368931e-23,3.0297255095266793e-28,2.0545991270268888e-18,3.965237205531023e-33,4.217399404806879e-32,1.226180299057002e-42,3.374932996515158e-25,2.10510061423246e-37,3.524638128747281e-48,4.849152346874526e-31,2.3679583981560765e-45,1.0735117406498278e-62,3.4469365163010873e-32,1.1165361518967315e-37,6.808226937837183e-49,6.817701010017156e-54,1.091808517995323e-61,5.407198520416344e-18,5.343650694981901e-31,5.407198520413508e-18,1.1212363171940574e-35,9.964102803133576e-61,2.28910259711405e-35,4.2219653115927246e-20,1.554920438959745e-47,3.637949802606913e-65,5.3975826713290956e-33,3.82065891635664e-46,7.659834647915699e-48,8.1150195046007e-50,8.012868803243245e-63,4.1000679093097745e-57,2.2834599539449124e-41,5.750619951201645e-48,1.6304192234388595e-48,6.465926106564464e-51,4.961873529402639e-68,8.202294412562111e-66,3.010298050014444e-73,1.8727902457254142e-20,1.0249173647975417e-46,1.4877096735227454e-64,5.0957399548270834e-52,1.2250757812251891e-55,7.093768343041761e-33,4.221965311008366e-20,6.608459046683634e-48,1.379720455972527e-17,5.2993389284012556e-34,5.4531911934950565e-30,1.3433241777517434e-46,4.066436380609478e-45,5.462268781928943e-40,1.8727902454386134e-20,5.200698810151919e-64,2.7196233213640827e-37,1.9725072378519838e-64,2.03031976261575e-65,2.8822837968808755e-48,2.4274086565348323e-68,7.024312147832254e-63,8.211527413085371e-32,9.357133390768683e-54,1.8015532533459384e-48,7.163505248099065e-71,1.9764322133199933e-72,8.287468016453345e-62,2.225116031392182e-77,7.459863348517965e-56,1.1913773523851309e-21,6.464914685970084e-70,9.60295811700734e-67,1.2809544136917278e-60,2.827347697897385e-36,6.269002309540285e-75,1.1534489883959113e-63,3.152719111368795e-76
2.8555605441018194e-18,0.5140472605256403,3.76,0.0,0.7168556828495163,1.0,1.1395313590486679e-40,2.79886149640287e-17,2.4964487698199993e-30,1.947003464897483e-14,1.9470034648974843e-14,2.487927164263104e-32,2.416794060926519e-21,1.3468586384678269e-30,9.72806435106448e-41,1.61042369895317e-40,7.919276232190307e-18,5.685653258435808e-32,3.751445756410347e-18,7.061261127178826e-23,1.2377417280667906e-27,4.1679010859495136e-18,1.6199287810479244e-32,1.722945267639447e-31,1.0052966918403273e-41,6.84629276218887e-25,8.60002288120022e-37,2.8897112859455e-47,1.981036957229815e-30,1.9413953607045594e-44,1.763246255962082e-61,1.4081860375813693e-31,4.56141449840881e-37,5.581795780676283e-48,5.589563195800067e-53,1.7932987693985234e-60,1.0968888427128295e-17,2.1830556679284126e-30,1.0968888427116707e-17,4.5806162097269076e-35,1.6366068739319251e-59,9.351731017710661e-35,8.564558203596886e-20,1.2856382423922995e-46,5.975343585791869e-64,2.205088639891052e-32,3.1328720791600896e-45,6.33329942256655e-47,6.709655065553155e-49,6.60974695713027e-62,3.3614833875888357e-56,1.8721185202247246e-40,4.754723781744838e-47,1.3480621431460954e-47,5.301156876939032e-50,8.149892171537302e-67,1.3472293189979242e-64,4.944423617631885e-72,3.799088784146592e-20,8.413736130828641e-46,2.4435677881245473e-63,4.213256545475599e-51,1.004391195910597e-54,2.8980358320683385e-32,8.564558201209592e-20,5.464001735430587e-47,2.7988614964013857e-17,2.164952865425112e-33,2.2278065352864453e-29,1.1013383284752322e-45,3.333910226129764e-44,4.478297953906607e-39,3.799088782974917e-20,8.641038875539048e-63,1.111054865768341e-36,3.277350270180329e-63,3.3734067892858994e-64,2.3831279800223134e-47,4.033191962509569e-67,1.1670999690356418e-61,3.354676883683161e-31,7.671543309736385e-53,1.4895590634394983e-47,2.3857463357714057e-69,6.582344464241599e-71,1.3769752057186015e-60,7.403146497436012e-76,1.2252847919896403e-54,2.416794055787246e-21,1.0741561385675087e-68,1.5955458726898602e-65,2.1230879189718838e-59,1.1550637876793194e-35,2.0877495122819346e-73,1.9164727454498122e-62,1.0498796367883287e-74
5.751340250796622e-18,0.5140472605256422,3.76,0.0,0.7168556828494965,1.0,9.228220393788131e-40,5.637143577265023e-17,1.0091045084064006e-29,3.921429513807534e-14,3.92142951380754e-14,1.005659931636317e-31,4.867627477559326e-21,5.444217960618552e-30,7.878038728249688e-40,1.3041628639291158e-39,1.5950091566291726e-17,2.298231952840071e-31,7.555728775776126e-18,1.4222222094790606e-22,5.003149962043319e-27,8.39450500286672e-18,6.548011138006721e-32,6.964420250456348e-31,8.141153250969137e-41,1.378901263464088e-24,3.476266746786703e-36,2.3401631174818348e-46,8.00766811833943e-30,1.5721922969711e-43,2.8582981591365646e-60,5.692113112699021e-31,1.843796671917617e-36,4.52028294311085e-47,4.526573194592287e-52,2.9070145839940927e-59,2.2092268240546103e-17,8.824260050334594e-30,2.2092268240499267e-17,1.8515583126240014e-34,2.6530102574237593e-58,3.780119192783412e-34,1.7249743987849266e-19,1.0454596492592126e-45,9.686289807245502e-63,8.913320844707567e-32,2.5372665558785936e-44,5.150133936862643e-46,5.4561800845393314e-48,5.418039037069782e-61,2.7222163993968697e-55,1.5160902600095716e-39,3.866462414868924e-46,1.0962217467413906e-46,4.293014280680253e-49,1.3211326412496232e-65,2.18391677806197e-63,8.015123854763592e-71,7.651685860869536e-20,6.817987630560457e-45,3.9611292750761865e-62,3.426150590508205e-50,8.133821193234824e-54,1.1714324189077306e-31,1.7249743978199435e-19,4.443235469806425e-46,5.637143577259026e-17,8.751085628245221e-33,9.005150207176931e-29,8.918923443895492e-45,2.6998869346409164e-43,3.6266417747567584e-38,7.651685856133442e-20,1.4087074316123656e-61,4.49106140875198e-36,5.342908078551893e-62,5.499504919340265e-63,1.9379200935082516e-46,6.575173563169662e-66,1.902667510109203e-60,1.3560140329693507e-30,6.212614705719365e-52,1.2112846842032423e-46,7.787473392147668e-68,2.148586864325085e-69,2.2448171153582266e-59,2.4152879266289332e-74,1.986239438996632e-53,4.867627456785563e-21,1.7511485251344326e-67,2.601142529781208e-64,3.456898237109457e-58,4.6689525005625405e-35,6.814613839130751e-72,3.124334267637369e-61,3.426804914986377e-73
1.1542899664186227e-17,0.5140472605256459,3.76,0.0,0.7168556828494569,1.0,7.427674617605287e-39,1.1313707738998103e-16,4.057564853217249e-29,7.870281611627419e-14,7.87028161162744e-14,4.043714300763638e-31,9.769294319088931e-21,2.1890960972333806e-29,6.340930941698714e-39,1.0497037316303806e-38,3.201172223464341e-17,9.241089602503839e-31,1.516429481082397e-17,2.854488556598174e-22,2.0117445945389323e-26,1.6847712832988962e-17,2.632926479942234e-31,2.800362754817938e-30,6.5527084001869854e-40,2.7674453743963674e-24,1.3977915662240537e-35,1.8835668621908478e-45,3.219848128692922e-29,1.265437137917003e-42,4.603201052062083e-59,2.2887736471649923e-30,7.413825332036031e-36,3.6383169717093586e-46,3.643379909043882e-51,4.681657370251106e-58,4.4339027867357343e-17,3.5481961557312455e-29,4.433902786716902e-17,7.445034563891601e-34,4.272591195120029e-57,1.5199692971132883e-33,3.462011555733024e-19,8.432010742713976e-45,1.5599472281271707e-61,3.5840071085852077e-31,2.0422869662977243e-43,4.153769645295118e-45,4.40060692827467e-47,4.4660192653005765e-60,2.1910765853631678e-54,1.2202815705497457e-38,3.118442009825309e-45,8.841425520819384e-46,3.455391376830907e-48,2.127643390398267e-64,3.517130631504098e-62,1.2908110200600298e-69,1.5356880013837788e-19,5.489437587212248e-44,6.379278483041775e-61,2.763315120074375e-49,6.54680834379908e-53,4.710278234791892e-31,3.462011551852869e-19,3.583630378105256e-45,1.131370773897399e-16,3.518773042456441e-32,3.620931288943118e-28,7.178725707465329e-44,2.1731038835133843e-42,2.9190367852199128e-37,1.5356879994794156e-19,2.2750662853779256e-60,1.8058360391905687e-35,8.62881074633317e-61,8.88171658452169e-62,1.5630027583939848e-45,1.0619093216623652e-64,3.072813110328627e-59,5.452472786229874e-30,5.0004528572568395e-51,9.769449663598753e-46,2.5167768336946904e-66,6.943861475746812e-68,3.625385635703841e-58,7.803811038623083e-73,3.1987773521869622e-52,9.769294235558546e-21,2.8281189652321723e-66,4.2008523348681204e-63,5.579447640113052e-57,1.877365259204992e-34,2.2023413908549808e-70,5.045808187135557e-60,1.1074554088019653e-71
2.3126018490965437e-17,0.5140472605256533,3.76,0.0,0.7168556828493777,1.0,5.960241114304743e-38,2.266683606249937e-16,1.6272649907332492e-28,1.5767985807266316e-13,1.5767985807266401e-13,1.6217102509839176e-30,1.9572628035204117e-20,8.779254445534668e-29,5.088197741696509e-38,8.423211352137568e-38,6.41349835719422e-17,3.706090248476437e-30,3.0381426866184783e-17,5.719317865223107e-22,8.067995594485173e-26,3.3754128478384765e-17,1.0559212794121708e-30,1.123070716167159e-29,5.2581358151571474e-39,5.544534142028815e-24,5.605769330185368e-35,1.511443777031765e-44,1.291303108677591e-28,1.01543360821127e-41,7.38915708986285e-58,9.179005999125465e-30,2.9732755555073897e-35,2.9195202419984455e-45,2.923582923460317e-50,7.515096913154295e-57,8.883254712088231e-17,1.4229853553979076e-28,8.88325471201271e-17,2.985791866137487e-33,6.858454986522007e-56,6.0957566663152395e-33,6.936085870019709e-19,6.773049551678387e-44,2.5040611492328934e-60,1.4373471484867166e-30,1.6388362918755902e-42,3.336533751126131e-44,3.534806842467003e-46,3.7523878675659637e-59,1.7582009700155855e-53,9.79199482726299e-38,2.5049022104646117e-44,7.101913795266264e-45,2.7727339668593326e-47,3.4153388432515964e-63,5.6457735482470304e-61,2.0720376630558983e-68,3.0767268317863735e-19,4.4056186626092045e-43,1.0240160863180843e-59,2.219645860336443e-48,5.253403672892237e-52,1.8890322443610562e-30,6.93608585445855e-19,2.8785668132475584e-44,2.2666836062402664e-16,1.41118537100546e-31,1.4521553943508768e-27,5.760475586442933e-43,1.743778999041676e-41,2.3423431442048116e-36,3.0767268241490256e-19,3.6571026737084243e-59,7.242210190141742e-35,1.387056102863933e-59,1.427710467029904e-60,1.2554888104635398e-44,1.7070429865839333e-63,4.9394573273884686e-58,2.1866854545416843e-29,4.012548591632109e-50,7.847353042384004e-45,8.093577116093866e-65,2.2330417875438132e-66,5.827701520117286e-57,2.5092695005812274e-71,5.1347459699539955e-51,1.9572627700209903e-20,4.546148921679948e-65,6.752748084757244e-62,8.966022530303037e-56,7.529074309634601e-34,7.082361134608046e-69,8.110989290339212e-59,3.561364306834897e-70
