Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379),S(10215),S(4983),S(7380),S(7383),S(1043),S(5962),S(5940),S(1903),C3H7(348),CHFO2(336)
3.984420073046062e-06,0.9822050139155847,0.010800065776387023,0.0016065746043847948,0.002943155142200698,0.4599233274813938,0.0,0.0,0.0018343417227191876,0.00010036998260289899,0.2020179358346641,0.026309122319757076,0.0006733772403672085,1.461263676386404e-07,4.864937100626031e-06,7.746649746700756e-05,0.018861508103289498,0.008246156965502665,0.0014754243271523858,0.00013876547669315755,0.06054880078461478,2.509332592028986e-05,3.2832426222805585e-05,0.00026014956571653015,2.7866308400666414e-06,0.04775721876829319,0.00023812225340799837,0.0423945161454377,0.00036906904283239375,1.3766091197523881e-05,1.6471535169471183e-05,1.5338014003897846e-07,1.5569155748814107e-05,0.0006439554939238261,3.76,0.0,0.003009806820892106,0.711671235936343,0.2373934721756566,0.018465331118067974,0.2259896342069975,3.074477205567715e-05,0.258573727135321,4.341311009849494e-05,0.0016152732530231504,0.0013093327375042479,0.003928829814276108,2.2486177552591876e-07,0.0002744159530260669,0.033480198991516386,0.00784736851960775,0.011615400305287467,3.2328339581022575e-11,2.330108173818612e-11,2.010433852465505e-06,1.559856054368137e-09,0.017945861822636956,3.630122060558461e-10,4.7332993959517385e-07,0.02700063524009252,1.3877209355990954e-08,1.1182271974328461e-06,0.0038270425774775273,1.0332569701757349e-09,1.607007679861944e-06,0.004483431608165847,2.3134040147786428e-06,3.043531004143834e-08,2.3899379222353874e-06,0.00012126533998238663,2.0875231406690162e-05,2.837218057540625e-05,6.529115843586486e-13,0.0003737282095730391,1.1688383334509498e-05,0.0015690936837646672,2.1078476399052177e-09,0.0017977794243953394,0.00028591309062491783,3.75281061271839e-07,2.0516910031391377e-08,0.00011943766296553673,0.00022425865086021598,0.0031317551665610527,0.0004202642119150349,0.002394064263789195,2.0662774623225923e-10,5.244072416205809e-07,1.297417406273946e-07,2.9775358267352534e-06,0.0007508201818940623,3.6127943322713426e-12,1.4577596738541219e-12,1.523213312470017e-05,0.0008494828895584379,2.528963119952267e-08,9.361183523067911e-09,0.0002935729139863921,5.211487975669629e-06,4.79308186159958e-05,3.250304734612449e-07,2.027521827411656e-10,3.127068492703134e-05,2.5450981553761087e-09,1.9966923473854074e-09,0.00031056054297299933,1.5277711979189146e-11,0.0003570362016755947,1.7085244049640315e-08,1.1620799580220804e-07,6.788965559725213e-10,1.6557742087965075e-07,7.011120339723356e-08,3.1084610814240516e-07,3.513729773834293e-09,3.9069133928157624e-08,2.1970870389639077e-08,6.822278682669488e-08
4.009066023438849e-06,0.9823592737054606,0.010715178712731506,0.0015893778891373344,0.0029189396529126365,0.4600757093873268,0.0,0.0,0.0018291588274528398,9.975736885789177e-05,0.20315232917604112,0.02643407667637114,0.0006682917787052236,1.4302512456106102e-07,4.7940470252851706e-06,7.677457736466937e-05,0.018839851428688843,0.008248126780813523,0.001470145969556786,0.00013789136025313162,0.060693556355394467,2.4883911936378295e-05,3.248940169296623e-05,0.0002609602241108349,2.775617112696434e-06,0.04774535529458812,0.00023553242498436312,0.04224843593866636,0.00037268156171435773,1.3707524353548155e-05,1.634557962847426e-05,1.5193191636986827e-07,1.5375939222433203e-05,0.0006424312674571171,3.76,0.0,0.0029447115887366346,0.7107260635434923,0.23805003807523598,0.018595683707232413,0.22646891449514134,3.038441729922584e-05,0.2578396529282062,4.2923703434743704e-05,0.0015990411715100204,0.0012957550872949475,0.003878282757059792,2.212617224707592e-07,0.0002709160254606461,0.03349793027032083,0.007830559502278414,0.011654852324027687,3.198898653718824e-11,2.3058385509561892e-11,1.9895589511557345e-06,1.539327341292518e-09,0.018043957280986293,3.5920586786351904e-10,4.7301206278058304e-07,0.02708564874271007,1.3679734029059527e-08,1.1218316565705026e-06,0.0038531616148536176,1.0213904066984764e-09,1.607562978266084e-06,0.00450044486283706,2.3041958072323403e-06,3.0091324896817254e-08,2.367316678336353e-06,0.00012049323396130163,2.0718781436591945e-05,2.8189915776913476e-05,6.436229072193571e-13,0.00036771046642791413,1.1604522921001069e-05,0.0015639848814612517,2.0943301593940034e-09,0.0017953905807853092,0.0002894537776855332,3.7429656828185477e-07,2.0689344886151928e-08,0.0001210590615686058,0.00022424661765126306,0.0031576984792212447,0.0004197501118627165,0.002395987404713865,2.0552849576904218e-10,5.291704195581453e-07,1.3096246061877504e-07,3.006291225269451e-06,0.0007585184798577603,3.606338411641698e-12,1.455475543718932e-12,1.5210890014683238e-05,0.0008583566999940935,2.526279998226127e-08,9.459039738271463e-09,0.00029709750852248624,5.2743419920983095e-06,4.801944380157669e-05,3.2513054723762395e-07,2.028257271767266e-10,3.1264944804158484e-05,2.5456902393712153e-09,1.9903268998070944e-09,0.00030838776764201747,1.5148288749389428e-11,0.0003616154077226008,1.7303543349231622e-08,1.1642012509371787e-07,6.862542737290251e-10,1.6705183154370357e-07,6.982098426515001e-08,3.1458574482211316e-07,3.5202348745313297e-09,3.911877407386396e-08,2.1866593706944073e-08,6.812426313508457e-08
4.033711973831636e-06,0.9825119406311855,0.010632539464734962,0.0015726458841739442,0.00289536442354925,0.46022457093226077,0.0,0.0,0.0018239717360413403,9.914768570829743e-05,0.2042765514290719,0.026557851158585267,0.0006633125033777258,1.400456841298825e-07,4.725406881769453e-06,7.609923493420067e-05,0.018817615004728408,0.008249684486338463,0.001464893980322439,0.00013703654786339855,0.060836612394190644,2.46812593412552e-05,3.215458204134774e-05,0.0002617523183983626,2.7645573086898955e-06,0.04773151257794289,0.00023301056483931575,0.042104090627622215,0.0003762485940819458,1.364971211490993e-05,1.6222184304926235e-05,1.5051838772857555e-07,1.5187896136212e-05,0.0006409104280458535,3.76,0.0,0.0028814369613009835,0.7097901615373893,0.23870026330007127,0.01872552827540184,0.22694376360245713,3.0034086576936278e-05,0.25711304191342593,4.244756497058109e-05,0.0015832293662304871,0.001282533136903829,0.0038290939856011398,2.1777295131314552e-07,0.00026751331748770007,0.03351446024526832,0.007813552951884604,0.011693332703344262,3.165796835042816e-11,2.282163323798914e-11,1.9691943209703337e-06,1.5193811526519848e-09,0.018140795412177012,3.5549677213026837e-10,4.7268120744606127e-07,0.027169483306366843,1.3487896828396038e-08,1.1253851594879044e-06,0.0038788365399025364,1.009837659964478e-09,1.6081153994884182e-06,0.004517380960386879,2.2952874357286484e-06,2.9756460208838785e-08,2.3452165322733065e-06,0.00011974235256348685,2.0566403486516868e-05,2.801166902859459e-05,6.345993930459034e-13,0.0003618691214988101,1.1522465612486315e-05,0.0015588689748544994,2.081152211946688e-09,0.0017930251884711262,0.0002929797206401575,3.7330727460256665e-07,2.0861165090247384e-08,0.00012268023916898685,0.00022423504241968307,0.0031835076549696895,0.00041916517733749375,0.002397911918905309,2.044605759410102e-10,5.338984452857575e-07,1.3217473037017513e-07,3.034859523143377e-06,0.0007662047511185117,3.5999697699177154e-12,1.4532177863744579e-12,1.5189756620868331e-05,0.0008671898954606721,2.5235955274777525e-08,9.556447919996014e-09,0.0003006083519696944,5.336937769755635e-06,4.810546290197909e-05,3.2522510092156827e-07,2.0289023066625813e-10,3.125889186876452e-05,2.546242943456982e-09,1.984140831432566e-09,0.000306238940079884,1.502058519392365e-11,0.00036618443412151914,1.752135793554722e-08,1.1662598623308612e-07,6.935819593157105e-10,1.685196067944603e-07,6.953129423518053e-08,3.183107999464696e-07,3.526568514225352e-09,3.916709133583057e-08,2.176278327564876e-08,6.80263492465936e-08
4.0583579242244225e-06,0.9826630565233687,0.010552077953343258,0.0015563628970505987,0.0028724092889607106,0.46037002397375876,0.0,0.0,0.0018187824154157985,9.854111870752263e-05,0.20539083549893145,0.026680474601169426,0.0006584367283127773,1.3718225662332167e-07,4.658930280868052e-06,7.544002138966041e-05,0.018794834142925074,0.008250843629660016,0.0014596707810912736,0.00013620062511802793,0.060978014740847596,2.4485074821429085e-05,3.182775176566647e-05,0.0002625262912717095,2.753458965351012e-06,0.04771576589836433,0.00023055434005129385,0.04196143240765825,0.0003797701037669099,1.3592637756787184e-05,1.6101296351123712e-05,1.4913841753313016e-07,1.5004843641032093e-05,0.000639393064720859,3.76,0.0,0.00281991556541653,0.7088632933654853,0.23934431327770891,0.018854861236288215,0.22741429573519556,2.9693412497704104e-05,0.2563937152253434,4.1984222930958534e-05,0.0015678242277476172,0.0012696551337976214,0.003781220415224356,2.1439122067783773e-07,0.00026420437803356797,0.033529836939857754,0.007796361743736657,0.011730870453585623,3.133504008766603e-11,2.2590650339666474e-11,1.9493249751087842e-06,1.499995343049717e-09,0.01823640155261344,3.518815190039592e-10,4.723379211268649e-07,0.027252171544238063,1.3301489109615523e-08,1.128889130009431e-06,0.0039040736766952243,9.985882041932128e-10,1.6086639488120353e-06,0.004534243305078444,2.2866717828190016e-06,2.9430392962099288e-08,2.3236225339373537e-06,0.00011901218335059205,2.0417995264322018e-05,2.7837356738811026e-05,6.25831231206698e-13,0.0003561984796732404,1.144216220875633e-05,0.0015537479060660142,2.0682999149643263e-09,0.0017906826488158108,0.00029649071592902684,3.7231377565225837e-07,2.1032373170417195e-08,0.00012430108961058528,0.00022422407653029618,0.0032091827462306624,0.00041851302055761813,0.002399837713464911,2.034231492647685e-10,5.385915323154208e-07,1.3337859176303615e-07,3.0632414379083997e-06,0.0007738794338878456,3.593688620301398e-12,1.4509867608485876e-12,1.5168744003225652e-05,0.0008759829796487551,2.5209138682885435e-08,9.653413622591371e-09,0.000304105328112348,5.399273521833221e-06,4.8189012266686265e-05,3.253145964402266e-07,2.029462537071262e-10,3.1252563757090806e-05,2.5467597490057735e-09,1.9781310677645267e-09,0.00030411397601633704,1.489458133290457e-11,0.00037074308380738083,1.7738678470137386e-08,1.168258917530664e-07,7.008794910383561e-10,1.6998077684749532e-07,6.924222191038736e-08,3.220211493986664e-07,3.532739766160765e-09,3.921414985099309e-08,2.16594572939706e-08,6.792908921552332e-08
4.083003874617209e-06,0.982812661757517,0.010473726519621524,0.0015405138186151684,0.002850054789440045,0.46051217584972526,0.0,0.0,0.00181359273229715,9.793784043271823e-05,0.20649540768221694,0.026801974994816007,0.0006536618241329745,1.3442936638613164e-07,4.594534545954297e-06,7.479649916738757e-05,0.018771542752841652,0.008251617283690924,0.0014544786000995754,0.0001353831807028882,0.061117807604339984,2.429507973692273e-05,3.150870012541926e-05,0.0002632825728808549,2.74232924049104e-06,0.047698187364288006,0.00022816150925280009,0.04182041520701981,0.00038324608193369904,1.3536285261182896e-05,1.5982863341596642e-05,1.4779091144426677e-07,1.4826606268239349e-05,0.0006378792585430223,3.76,0.0,0.00276008320031717,0.7079452301747363,0.23998234799671095,0.018983679296048394,0.22788062114176513,2.9362043467891773e-05,0.2556814994285872,4.153322506807111e-05,0.001552812630041339,0.0012571097554284622,0.003734620284552402,2.1111245898666798e-07,0.0002609858932120171,0.03354410644899055,0.0077789981930026526,0.01176749363371376,3.101996404889102e-11,2.2365267372037574e-11,1.929936358354919e-06,1.4811487777404883e-09,0.018330800329352075,3.483568423342779e-10,4.719827267263909e-07,0.027333744934826674,1.3120310919730264e-08,1.1323449421412507e-06,0.003928879329962254,9.876319008450324e-10,1.6092076786032832e-06,0.004551035083295258,2.2783418343764034e-06,2.9112812872039418e-08,2.302520130732568e-06,0.00011830221887649509,2.0273455902762218e-05,2.7666895622354785e-05,6.173090103845568e-13,0.0003506930137031135,1.1363564973475543e-05,0.0015486234927388778,2.055759969075055e-09,0.0017883623826704875,0.0002999865731181685,3.713166391434085e-07,2.120297139384811e-08,0.00012592150987090486,0.00022421385949525688,0.0032347238567106483,0.00041779714019122774,0.002401764708883391,2.024153968085139e-10,5.432499009911932e-07,1.3457408855820763e-07,3.091437732865007e-06,0.0007815429496749413,3.587495043416385e-12,1.4487827678787425e-12,1.5147862271001441e-05,0.0008847364523629581,2.518238845732605e-08,9.749942357834064e-09,0.00030758833033779555,5.461347641850682e-06,4.827022200444949e-05,3.253994700439447e-07,2.0299432907001983e-10,3.124599585058781e-05,2.5472439410296676e-09,1.9722945238425603e-09,0.00030201277196358273,1.4770256824712293e-11,0.00037529116963092246,1.7955496081541103e-08,1.1702014036222979e-07,7.081467607553488e-10,1.7143537174544645e-07,6.895385070499006e-08,3.257166793054021e-07,3.538757283371493e-09,3.9260010788624346e-08,2.1556632686248975e-08,6.783252314755573e-08
4.107649825009996e-06,0.982960795311861,0.010397419837292246,0.0015250841010033154,0.002828282144702266,0.4606511295937759,0.0,0.0,0.0018084044570223744,9.733801106199459e-05,0.20759048784645112,0.026922379511150236,0.000648985218504109,1.3178183323932414e-07,4.532140546804326e-06,7.416824183350544e-05,0.018747773392048476,0.008252018065947789,0.0014493194828536428,0.00013458380700075902,0.061256033629921866,2.4111009312390855e-05,3.119722116781313e-05,0.00026402158121706165,2.731174927438364e-06,0.04767884605820005,0.00022582991870401546,0.04168099461571934,0.0003866765458470385,1.3480639270615962e-05,1.5866833343908152e-05,1.4647481580727384e-07,1.4653015607686618e-05,0.0006363690831819585,3.76,0.0,0.002701878658694544,0.7070357505315665,0.24061452220939233,0.019111979442243052,0.2283428462726243,2.9039643048947496e-05,0.2549762263515604,4.109413776269735e-05,0.001538181912962087,0.0012448860928857412,0.003689253128883443,2.079327584640128e-07,0.0002578546805847499,0.03355731302069504,0.007761474079087188,0.011803229378002293,3.071250961125904e-11,2.214531994871816e-11,1.9110143842462775e-06,1.4628213185326043e-09,0.0184240156788635,3.449196132691534e-10,4.7161612200503513e-07,0.027414233866002242,1.2944170666318702e-08,1.1357539220097872e-06,0.003953259780343303,9.769590028503269e-10,1.609745687278765e-06,0.004567759275919978,2.2702906854762062e-06,2.8803422723450713e-08,2.2818951644041283e-06,0.00011761195757128153,2.013268608725395e-05,2.7500202861178184e-05,6.09023727073528e-13,0.000345347361464038,1.1286627593753445e-05,0.001543497435718221,2.043519843694485e-09,0.001786063829664065,0.0003034671144709258,3.703164062174897e-07,2.137296144159075e-08,0.00012754139996571474,0.0002242045196287703,0.0032601311399178485,0.00041702092196347853,0.002403692838149519,2.0143651747416979e-10,5.47873778153448e-07,1.3576126631631705e-07,3.119449215417199e-06,0.000789195703803627,3.5813889973640732e-12,1.446606045838452e-12,1.5127120638025178e-05,0.0008934508091172192,2.5155739709938934e-08,9.846039590443239e-09,0.0003110572611954913,5.5231586944421395e-06,4.8349216238129386e-05,3.254801336640839e-07,2.030349608382595e-10,3.1239221403223754e-05,2.547698617101014e-09,1.9666281109473703e-09,0.0002999352070470673,1.464759094815364e-11,0.00037982851390857533,1.817180234447502e-08,1.1720901750072691e-07,7.153836732039007e-10,1.728834213324994e-07,6.866625911159356e-08,3.2939728556584927e-07,3.5446293115863426e-09,3.930473248950328e-08,2.1454325174510055e-08,6.773668742657004e-08
4.132295775402783e-06,0.9831074948236911,0.010323094828490876,0.0015100597363447935,0.0028070732287982557,0.4607869841388224,0.0,0.0,0.0018032192672651694,9.674177893329569e-05,0.2086762896070783,0.027041714527279465,0.0006444043962980533,1.2923475507205743e-07,4.471672540401715e-06,7.355483396926465e-05,0.018723557314384864,0.008252058156975902,0.0014441953022881267,0.00013380210062271435,0.061392733963203466,2.3932611875947042e-05,3.089311373746312e-05,0.00026474372248676633,2.7200024695872396e-06,0.04765780817533645,0.00022355749854589287,0.041543127817569914,0.0003900615376762981,1.3425685045287114e-05,1.575315498085378e-05,1.451891169265333e-07,1.4483910000127485e-05,0.0006348626054525662,3.76,0.0,0.0026452435593028517,0.7061346401525305,0.24124098562629565,0.019239758933118467,0.22880107393319535,2.8725889219842182e-05,0.2542777329236101,4.0666545206615965e-05,0.0015239198652572522,0.0012329736351331605,0.0036450797523565445,2.0484836920785145e-07,0.00025480768365174146,0.03356949913424588,0.0077438006688880295,0.011838103922575085,3.041245306654407e-11,2.1930648671144262e-11,1.8925453745379194e-06,1.4449936704201147e-09,0.01851607086570795,3.415668356497417e-10,4.71238580914438e-07,0.027493667677241682,1.2772884885649208e-08,1.1391173497213002e-06,0.003977221280016226,9.665601011725002e-10,1.6102771180974383e-06,0.004584418670038681,2.262511545056165e-06,2.8501937897891114e-08,2.261733867147485e-06,0.00011694090449958316,1.9995588163164115e-05,2.733719624724038e-05,6.009667579051447e-13,0.0003401563230266499,1.1211305139667882e-05,0.0015383713262487237,2.0315676314927444e-09,0.001783786447522576,0.00030693217453068065,3.693135925329388e-07,2.1542344857289973e-08,0.00012916066285730948,0.00022419617467115462,0.003285404797627334,0.0004161876395334901,0.002405622045907309,2.0048572830095016e-10,5.524633968046906e-07,1.369401723181085e-07,3.1472767354127785e-06,0.0007968380859262337,3.5753703268570994e-12,1.4444567793187082e-12,1.5106527475263353e-05,0.0009021265407797787,2.5129224617349496e-08,9.94171073411973e-09,0.00031451203197620687,5.584705406579268e-06,4.842611335151074e-05,3.2555697616701245e-07,2.0306862769309538e-10,3.123227166125527e-05,2.548126700884403e-09,1.9611287235024476e-09,0.00029788114469368873,1.452656255786472e-11,0.0003843549479951956,1.838758926033473e-08,1.1739279586892697e-07,7.225901454806917e-10,1.7432495530002634e-07,6.837952093224148e-08,3.3306287340182585e-07,3.550363713520923e-09,3.934837059561379e-08,2.135254934005653e-08,6.764161493073027e-08
4.156941725795569e-06,0.983252796643687,0.010250690582667796,0.0014954272361691458,0.0027864105459337106,0.460919834509588,0.0,0.0,0.0017980387516542066,9.61492810850916e-05,0.20975302050169756,0.02716000564972902,0.0006399168995914534,1.267834915162301e-07,4.41305801792819e-06,7.29558710372126e-05,0.018698924516582015,0.008251749317959932,0.0014391077684321103,0.00013303766287238943,0.0615279483113081,2.3759648142308728e-05,3.0596181469749305e-05,0.00026544939147538175,2.708817974503053e-06,0.0476351371557674,0.00022134225922054425,0.041406773525237944,0.0003934011233359003,1.3371408423388313e-05,1.564177748493101e-05,1.4393283859192345e-07,1.4319134243427768e-05,0.000633359885812778,3.76,0.0,0.0025901221902970544,0.70524169164528,0.24186188310276052,0.019367015287203207,0.22925540343008802,2.842047353574981e-05,0.25358586101614283,4.025004853246907e-05,0.0015100147081531531,0.001221362253810956,0.0036020621991710118,2.0185569334789557e-07,0.0002518419665656564,0.03358070557483989,0.007725988738985182,0.011872142631709085,3.011957746890911e-11,2.1721098947659486e-11,1.8745160406942271e-06,1.4276473806293319e-09,0.01860698850106523,3.382956271629598e-10,4.7085055689408035e-07,0.027572074700142644,1.2606277686643885e-08,1.1424364611456241e-06,0.004000770048683746,9.56426126439491e-10,1.6108011596495508e-06,0.004601015870004065,2.2549977400853554e-06,2.820808462749077e-08,2.242022856564141e-06,0.00011628857200618171,1.9862066224658496e-05,2.717779430835541e-05,5.931298202872303e-13,0.0003351148575702851,1.1137554025448477e-05,0.001533246652720476,2.019891852842135e-09,0.0017815297114147702,0.00031038159971483035,3.683086893083353e-07,2.1711123127281978e-08,0.0001307792043664576,0.0002241889323835211,0.0033105450783017655,0.0004153004556116044,0.0024075522876593654,1.99562265168928e-10,5.570189957773697e-07,1.381108554848332e-07,3.1749211834708344e-06,0.0008044704705326512,3.5694387718115837e-12,1.4423351082706533e-12,1.5086090360747555e-05,0.0009107641332635332,2.510287261028436e-08,1.0036961148117343e-08,0.00031795256231000334,5.645986659213354e-06,4.850102622819499e-05,3.256303645768942e-07,2.0309578489784631e-10,3.12251759759875e-05,2.5485309499162885e-09,1.9557932620401653e-09,0.00029585043418791236,1.4407150368112305e-11,0.00038887031187790104,1.8602849237320493e-08,1.1757173594795657e-07,7.297661064654772e-10,1.7576000319221636e-07,6.809370549082639e-08,3.3671335692813e-07,3.5559679839749202e-09,3.939097817597253e-08,2.125131867304028e-08,6.754733523826224e-08
4.181587676188356e-06,0.9833967358862692,0.010180148277985877,0.0014811736115129255,0.002766277207171854,0.4610497720047455,0.0,0.0,0.0017928644132866917,9.556064377904422e-05,0.21082088216131528,0.027277277737724506,0.0006355203275166708,1.2442364863134927e-07,4.356227558555858e-06,7.237095923010591e-05,0.01867390378329375,0.008251102907553473,0.0014340584376036514,0.00013229010015078474,0.06166171500125284,2.3591890538002063e-05,3.030623277084526e-05,0.0002661389719010653,2.6976272275820145e-06,0.04761089381018725,0.0002191822880535506,0.04127189191816982,0.00039669539136143476,1.3317795784344397e-05,1.5532650745708394e-05,1.42705040281202e-07,1.4158539312055127e-05,0.0006318609788251396,3.76,0.0,0.0025364613625288137,0.7043567042594565,0.24247735481792757,0.01949374627321506,0.22970593071093393,2.812310057859911e-05,0.25290045728725064,3.984426503063391e-05,0.0014964550794897913,0.0012100421885942044,0.003560163724080574,1.989512793092705e-07,0.0002489547090633623,0.033590971504973664,0.007708048596813896,0.011905370023841046,2.9833672470446794e-11,2.1516520873835277e-11,1.856913540167543e-06,1.4107648677439002e-09,0.01869679056107699,3.351032233434571e-10,4.7045248200310235e-07,0.027649482297280037,1.244418040262064e-08,1.1457124496270414e-06,0.004023912269891065,9.465483687591772e-10,1.611317044739528e-06,0.004617553307894985,2.2477427188960226e-06,2.7921600382601346e-08,2.222749129989286e-06,0.00011565448026032496,1.9732026187124606e-05,2.702191641797129e-05,5.855049874522262e-13,0.00033021808016586246,1.106533197094329e-05,0.0015281248069916615,2.008481702728176e-09,0.0017792931133195427,0.00031381524792029524,3.6730216432271143e-07,2.1879297184060953e-08,0.00013239693308779462,0.00022418289111416986,0.0033355522754768725,0.0004143624232899678,0.002409483529014235,1.9866538198184187e-10,5.615408194043309e-07,1.3927336629887034e-07,3.202383489300972e-06,0.0008120932174531331,3.5635939758364473e-12,1.4402411209213232e-12,1.5065816126983162e-05,0.0009193640672576745,2.507671055319216e-08,1.0131796134276471e-08,0.0003213787797822365,5.7070014793201926e-06,4.8574062482508845e-05,3.2570064523714595e-07,2.0311686233276652e-10,3.121796190992622e-05,2.5489139615952194e-09,1.950618646902206e-09,0.000293842912105904,1.428933294060284e-11,0.0003933744537900661,1.8817575072462296e-08,1.1774608650574373e-07,7.369114962068855e-10,1.7718859437058943e-07,6.780887786293453e-08,3.4034865874248955e-07,3.561449258231649e-09,3.9432605847615954e-08,2.1150645631860064e-08,6.745387482317967e-08
4.206233626581143e-06,0.9835393464785862,0.010111411105650121,0.001467286353721984,0.002746656907997005,0.46117688436932525,0.0,0.0,0.0017876976731366584,9.497598300486545e-05,0.21188007047843657,0.027393554926006175,0.0006312123359811018,1.2215106451398741e-07,4.301114690133105e-06,7.17997153049723e-05,0.018648522730586148,0.008250129897963462,0.001429048721153157,0.0001315590243073695,0.06179407103568832,2.342912256620755e-05,3.0023080787177522e-05,0.0002668128367585369,2.6864357052639126e-06,0.04758513643970334,0.0002170757459928307,0.041138444583257654,0.0003999444518210217,1.3264834014818889e-05,1.5425725350664937e-05,1.4150481691211953e-07,1.4001982089195503e-05,0.0006303659335850227,3.76,0.0,0.0024842102720893234,0.7034794836471246,0.24308753644650338,0.01961994990027291,0.23015274849811493,2.7833487363072722e-05,0.25222137303025266,3.944882745737368e-05,0.0014832300184036723,0.0011990040330969718,0.003519348762358931,1.9613181619667506e-07,0.0002461432016076066,0.03360033453266254,0.0076899901008705635,0.011937809797226742,2.955453414819191e-11,2.1316769180872637e-11,1.8397254155415007e-06,1.3943292778527744e-09,0.018785498404964646,3.3198697860689384e-10,4.700447673676555e-07,0.02772591689947137,1.2286431473996777e-08,1.1489464676251866e-06,0.004046654087649412,9.369184183818686e-10,1.6118240486822481e-06,0.004634033253402727,2.2407400535245797e-06,2.76422339133527e-08,2.2039000585161423e-06,0.00011503815770919406,1.9605375844988723e-05,2.6869482891217965e-05,5.780846703641388e-13,0.0003254612584522377,1.099459796301746e-05,0.0015230070903142843,1.9973269530217222e-09,0.0017770761614202863,0.00031723298813895936,3.6629446287501274e-07,2.2046867864021953e-08,0.00013401376030840073,0.00022417814033779453,0.0033604267261201567,0.00041337648756220883,0.0024114157449756134,1.977943504311393e-10,5.660291171923416e-07,1.404277567246995e-07,3.2296646200181737e-06,0.0008197066723535992,3.557835493844701e-12,1.4381748605717975e-12,1.5045710905945157e-05,0.0009279268179966212,2.5050762915081388e-08,1.0226220934434031e-08,0.0003247906195669263,5.767749032324909e-06,4.864532468241424e-05,3.257681448689374e-07,2.031322675829968e-10,3.121065533671701e-05,2.5492781860085244e-09,1.945601798145668e-09,0.00029185840363705063,1.4173088541916158e-11,0.00039786722984466326,1.903175993526046e-08,1.1791608507458085e-07,7.440262654741594e-10,1.786107580539844e-07,6.752509908202701e-08,3.4396870953380223e-07,3.5668143355354774e-09,3.947330188787467e-08,2.1050541699760868e-08,6.73612572414592e-08
