Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934)
0.0003167447281558791,0.3688018902686354,3.76,0.0,0.007307597918929167,0.4193845214584624,0.5163166651936724,0.05433876832499559,6.298716231937734e-05,0.13123703759250288,0.4659010167546278,5.5954753964195924e-12,0.39988174682824845,9.521442783057615e-08,3.6251394518361186e-05,0.5231646160754403,0.002281026643351832,0.0009628157325010782,6.186267651188873e-05,0.00018109586398811238,0.32108983669758634,6.162906196381218e-05,2.6823265893108374e-05,0.014518491655974065,0.024816756247823882,1.7738200653152038e-05,1.4116745018528888e-05,0.00022109883470386107,1.5169705769284588e-07,0.03826018500098906,1.843054492201286e-09,0.002901262327656377,1.215283986231696e-05,0.00012750154063465778,7.972915475225484e-06,1.4068324086167178e-07,0.0010668916122268273,0.015975476025059762,0.0014134292979721753,0.010127135934721011,1.8375207114674115e-09,4.3298603887280776e-10,0.020158765379601637,0.00021008752246903992,7.735594527704734e-08,1.3052118313476283e-06,3.128175721927012e-06,0.007006424377339073,7.738619894421902e-06,9.03454087111903e-13,2.3409461278305473e-10,0.02155101370201963,2.942304615528662e-06,2.0052194484322642e-07,0.0015908146566229364,6.0473177099916e-10,1.1387803459268182e-12,2.204672481278728e-09,2.9402623933341507e-05,9.96855831161195e-07,2.089372166662812e-05,1.3355810981916293e-07,1.4282024954673167e-08,0.004457291783170487,1.8378611832553386e-08,0.0002106798325608938,8.370297201088883e-06,6.86265884763212e-05,3.8562098362184124e-07,6.207823139893251e-12,7.786696541933717e-13,7.2057018784766705e-09,6.300631418766374e-09,0.0003313450923000851,6.446957498797484e-10,1.9326589308562836e-10,0.00014509993904186796,8.193704304865816e-11,1.8097553682836154e-08,1.7015881982142392e-05,7.971962696055221e-07,4.09078064379973e-06,2.6629154107317693e-12,2.1244610548583165e-08,5.725684701062785e-05,9.977511541843723e-05,2.088151779854189e-11,7.371136568162446e-11,1.5720207810646072e-09,5.931243654449938e-08,1.8013777991915593e-11,1.1760603887305493e-06
0.0003191905296105772,0.3689410305019136,3.76,0.0,0.007117429060955639,0.41716328543778647,0.5178318530975697,0.054633199993163836,6.243022009977705e-05,0.1309001618297025,0.4673689794720565,5.561417031059403e-12,0.4000707339739446,9.512264519555045e-08,3.595287531983282e-05,0.5262743008567117,0.0022613966342724316,0.0009485271394415052,6.135602150695424e-05,0.00018038581613370985,0.3199316303223864,6.114112718400552e-05,2.6679709723024755e-05,0.014446264035572443,0.024910225443712693,1.7609325635859173e-05,1.4035523186902327e-05,0.00021871711057104304,1.496016080972528e-07,0.038161181956811,1.8128601160930607e-09,0.0028535622766016565,1.208387391002442e-05,0.00012608217595993354,7.872065657164057e-06,1.3832806997435783e-07,0.0010620891494203758,0.01578152178205497,0.0014100948049208693,0.010111205790897743,1.8326914162473267e-09,4.2798332149160125e-10,0.0201767291367842,0.0002091517628364686,7.71945525428847e-08,1.2905025716118397e-06,3.1304333723939576e-06,0.007076901401948053,7.790527304223951e-06,8.951442812418831e-13,2.314664844488465e-10,0.021702709518844832,2.9493797167139516e-06,2.0085158958322384e-07,0.001597859723650192,6.074130494840948e-10,1.1197163104039341e-12,2.1988053675356685e-09,2.923634412365385e-05,9.970601790582719e-07,2.0827803907267953e-05,1.327123214242239e-07,1.4209390836991842e-08,0.0044745901274227924,1.8225670989440674e-08,0.00021104212054287398,8.25208018053375e-06,6.74427995618066e-05,3.8397187932281845e-07,6.1462017925129476e-12,7.709406325630999e-13,7.132774222312022e-09,6.263354961335783e-09,0.00033433186214323234,6.396361760056635e-10,1.9474585939969403e-10,0.00014648113005191955,8.087684536843835e-11,1.812781791586749e-08,1.7029679808201328e-05,7.908044643919472e-07,4.035690631676465e-06,2.60632565293293e-12,2.102109501454779e-08,5.7480103388570985e-05,0.00010066740060973576,2.1068263011354592e-11,7.392029276896549e-11,1.566349882380004e-09,5.960244059944481e-08,1.817846514026441e-11,1.1641796657803804e-06
0.0003216363310652753,0.3690784668593786,3.76,0.0,0.0069333040866370625,0.4149658402984844,0.5193295966340653,0.05492511099998031,6.188481694723038e-05,0.1305663065320532,0.4688180280008441,5.528175638739242e-12,0.4002567875897749,9.503511785262389e-08,3.5659442878668036e-05,0.5293515653012837,0.002242112112832411,0.0009345946255790926,6.0860951432035055e-05,0.00017969406134590805,0.31878378596785195,6.06639771439105e-05,2.6539293712787986e-05,0.014374314133406322,0.025002834978980062,1.7482790109497735e-05,1.3956077247386063e-05,0.00021638556586523388,1.4755809768104817e-07,0.03805991933912197,1.7834226939297635e-09,0.0028070734564152205,1.201637464864523e-05,0.00012469371143469107,7.773510323291168e-06,1.3603339008597368e-07,0.0010573757756353725,0.015591379830002748,0.001406779743324077,0.01009499336332818,1.8277568802005357e-09,4.2309036645718567e-10,0.020193734118178677,0.0002082326541653224,7.703520201743429e-08,1.276075206329988e-06,3.132644302162001e-06,0.007146790731048441,7.841976162317366e-06,8.869953133265319e-13,2.288918032012608e-10,0.021853271776918034,2.956223710127805e-06,2.01169761081697e-07,0.0016048299012440027,6.100657960126509e-10,1.1011419151158854e-12,2.193002407144161e-09,2.907344056807265e-05,9.97266920271612e-07,2.0762253456165305e-05,1.318761593081666e-07,1.4137432257851055e-08,0.004491533715765367,1.807594254496934e-08,0.000211401178934068,8.136994442079569e-06,6.629369709194254e-05,3.823540504945178e-07,6.085783118828002e-12,7.633624521962123e-13,7.061285910416562e-09,6.226895563604425e-09,0.00033728606135143756,6.34702821572648e-10,1.9620815072128169e-10,0.0001478534681290072,7.985449277625704e-11,1.8157403755396136e-08,1.7043457243358017e-05,7.844968329414934e-07,3.9819550307928185e-06,2.5516968536400922e-12,2.0802749952432672e-08,5.769856161873281e-05,0.00010154862080333618,2.1252692454448654e-11,7.41289753773397e-11,1.5607297303801264e-09,5.98890766979471e-08,1.8342475725557147e-11,1.1525269751487787e-06
0.00032408213251997335,0.3692142376331685,3.76,0.0,0.006754995548755729,0.4127916890985484,0.5208102917371699,0.05521454109718534,6.135057127063177e-05,0.13023541911959807,0.47024857059683556,5.4957204853467776e-12,0.40044000820743786,9.495166606353035e-08,3.537095246083733e-05,0.5323970124105265,0.0022231630452752386,0.0009210053675944524,6.037705740330802e-05,0.0001790199624672405,0.3176461603687584,6.0197241455014985e-05,2.6401917446828045e-05,0.014302649121866804,0.02509460505499496,1.735852427286722e-05,1.3878351334368006e-05,0.00021410261012457202,1.4556461265087604e-07,0.037956506094419404,1.7547157712455174e-09,0.002761761080788523,1.1950295698267493e-05,0.00012333512227724873,7.677177811193925e-06,1.337970192800523e-07,0.00105274905083945,0.01540497581899178,0.0014034839796321788,0.010078516697540809,1.822722219260057e-09,4.1830349091326895e-10,0.020209810877758597,0.00020732979623736605,7.687784672557016e-08,1.261921526145803e-06,3.1348116321096064e-06,0.007216097837964731,7.892974971318316e-06,8.79002374598916e-13,2.2636894310792102e-10,0.0220027189969185,2.962842541549307e-06,2.0147673853087314e-07,0.0016117269685430597,6.12690689070137e-10,1.0830394989279e-12,2.1872625316022568e-09,2.8913800076694897e-05,9.97476410511394e-07,2.069707549905713e-05,1.310494660108874e-07,1.40661403606705e-08,0.004508128042000939,1.792932277209354e-08,0.000211757163433437,8.024923695916084e-06,6.517803563409301e-05,3.807666255005e-07,6.026530914887818e-12,7.559305725171529e-13,6.9911932658852666e-09,6.1912247195231105e-09,0.0003402079351552389,6.298911681902841e-10,1.9765292987372432e-10,0.0001492170171131675,7.886837942004733e-11,1.818632945190386e-08,1.705721877466864e-05,7.782716118632975e-07,3.929525635294314e-06,2.4989455208056787e-12,2.0589405666187224e-08,5.791233210254599e-05,0.00010241884633213154,2.143482084742404e-11,7.43374091044547e-11,1.5551596230605155e-09,6.017239454892237e-08,1.850581009174705e-11,1.1410958650746095e-06
0.00032652793397467143,0.36934837996079956,3.76,0.0,0.006582286217844249,0.4106403508959897,0.522274320524029,0.05550152891443308,6.082711779973732e-05,0.12990744851991728,0.47166100521180776,5.46402232525826e-12,0.40062049197322147,9.487211905003986e-08,3.5087264822490886e-05,0.5354112299225932,0.002204539790282894,0.0009077471341253972,5.9903948950592475e-05,0.00017836290954763997,0.31651861234519313,5.9740565983864634e-05,2.6267484602045454e-05,0.014231275666356907,0.025185555170033246,1.7236461000927325e-05,1.3802291815398363e-05,0.0002118667173381349,1.4361933004179402e-07,0.03785104694318066,1.7267140642936169e-09,0.002717591211130642,1.1885592535724056e-05,0.00012200542762833131,7.582998843093582e-06,1.3161687599890442e-07,0.001048206615552017,0.01522223524451009,0.0014002073726154082,0.01006179296664966,1.8175923507933651e-09,4.136191733952996e-10,0.02022498881329032,0.00020644279843903642,7.672244030222016e-08,1.2480336350909248e-06,3.13693826437135e-06,0.007284828191902252,7.943531906135824e-06,8.711608410206047e-13,2.2389634177732388e-10,0.022151069206073508,2.9692419547152493e-06,2.0177279166213344e-07,0.0016185526410602072,6.152883828589807e-10,1.0653922130316154e-12,2.1815846634439267e-09,2.8757314280201946e-05,9.976889629290515e-07,2.0632274501197097e-05,1.3023208654029436e-07,1.399550630625649e-08,0.004524378504923275,1.7785712204407426e-08,0.0002121102192041395,7.915756970189882e-06,6.409461930097927e-05,3.7920876277027586e-07,5.968410390831264e-12,7.486406302945623e-13,6.922454333160016e-09,6.156315191925892e-09,0.00034309773132614303,6.251968991444768e-10,1.990803586511654e-10,0.00015057183969772697,7.79169770106863e-11,1.8214612485440187e-08,1.707096827706197e-05,7.721270874927722e-07,3.8783564184219944e-06,2.447992219771606e-12,2.0380899108069426e-08,5.81215217364434e-05,0.00010327814861416764,2.1614663137001654e-11,7.454558894201355e-11,1.5496388686517777e-09,6.045244204939672e-08,1.866846887189031e-11,1.1298801053976018e-06
0.0003289737354293695,0.3694809298652077,3.76,0.0,0.006414968536155554,0.4085113600769672,0.5237220519207588,0.05578611200423704,6.031410674827297e-05,0.12958234510717753,0.47305571970528454,5.433053314592398e-12,0.400798330881235,9.479631445930424e-08,3.480824596024522e-05,0.5383947907206489,0.002186233080318287,0.0008948082532208667,5.9441253020770137e-05,0.00017772231843324543,0.3154010028261999,5.929361199507108e-05,2.613590274807748e-05,0.014160199954881941,0.025275704150603612,1.7116535722777e-05,1.3727847185278204e-05,0.00020967642287904046,1.4172051254624242e-07,0.03774364255011362,1.6993933987410817e-09,0.0026745307566760595,1.1822222405613699e-05,0.00012070368830611184,7.49090647351896e-06,1.294909735341687e-07,0.0010437461879981662,0.01504308363216992,0.0013969497742886653,0.010044838516732994,1.8123720015967508e-09,4.090340453277812e-10,0.020239296219803065,0.00020557127971932955,7.656893702942342e-08,1.2344039363199575e-06,3.1390268968071767e-06,0.007352987252860973,7.993654828631463e-06,8.634662649505659e-13,2.2147249743815977e-10,0.022298339955209842,2.975427499951343e-06,2.0205818118190185e-07,0.0016253085735629398,6.178595083988039e-10,1.0481839763507956e-12,2.175967719376402e-09,2.860387938238947e-05,9.97904851450793e-07,2.0567854263045774e-05,1.294238684102435e-07,1.3925521286475564e-08,0.004540290410183394,1.7645015429630845e-08,0.0002124604815709772,7.809388330775496e-06,6.304229970638379e-05,3.776796496091165e-07,5.911388105048608e-12,7.414884313845213e-13,6.85502879700779e-09,6.122140944630285e-09,0.0003459556998795935,6.206158886882925e-10,2.004905978036028e-10,0.0001519179974745416,7.69988307121929e-11,1.824226960581048e-08,1.7084709063693978e-05,7.660615942968953e-07,3.828403415658605e-06,2.3987613571890188e-12,2.0177073598241612e-08,5.832623404804217e-05,0.0001041266000655717,2.179223447879963e-11,7.475350933260664e-11,1.5441667857341545e-09,6.072926537500218e-08,1.883045296886864e-11,1.1188736796972999e-06
0.0003314195368840676,0.3696119222932811,3.76,0.0,0.006252844105871718,0.40640426571796456,0.5251538422541254,0.0560683268846808,5.9811203028635246e-05,0.12926006064421924,0.47443309205820433,5.402786930437026e-12,0.40097361299194134,9.472409787748438e-08,3.453376687998873e-05,0.5413482532327838,0.002168234003973328,0.0008821775818351143,5.898861304611434e-05,0.0001770976294621387,0.31429319486571833,5.885605534934936e-05,2.6007083160852946e-05,0.014089427725701046,0.02536507018110122,1.699868630774992e-05,1.3654967971274963e-05,0.0002075303205895962,1.398665036664145e-07,0.03763438968711595,1.6727306519157435e-09,0.0026325474720601295,1.1760144239426066e-05,0.0001194290046882477,7.400836033665073e-06,1.2741741486078712e-07,0.001039365561350556,0.014867446703506017,0.0013937110307357611,0.010027668909576494,1.8070657155472388e-09,4.045448830180385e-10,0.020252760340153456,0.00020471486851742954,7.641729187776474e-08,1.2210251185889129e-06,3.141080036929711e-06,0.007420580467029069,8.043351302267354e-06,8.559143672327902e-13,2.1909596616432148e-10,0.022444548335115035,2.9814045422262058e-06,2.0233315916126283e-07,0.0016319963628002576,6.204046745677561e-10,1.0313994337267039e-12,2.1704106135576184e-09,2.8453395929531047e-05,9.981243139614726e-07,2.050381796916854e-05,1.286246616671877e-07,1.385617653705452e-08,0.004555868972123043,1.7507140897191566e-08,0.00021280807667062621,7.705716617274005e-06,6.201997399922912e-05,3.7617850146416155e-07,5.855431901882681e-12,7.344699429184646e-13,6.788877905898609e-09,6.0886770793915656e-09,0.0003487820927980554,6.161441921023651e-10,2.0188380704161583e-10,0.00015325555097776052,7.611255526310079e-11,1.8269316870882696e-08,1.7098443932109245e-05,7.600735133265552e-07,3.7796246150248056e-06,2.3511809771543784e-12,1.9977778555396083e-08,5.852656932652793e-05,0.00010496427401878251,2.1967550220219397e-11,7.496116424022696e-11,1.53874270331443e-09,6.100290908020982e-08,1.899176353707002e-11,1.1080707776268508e-06
0.00033386533833876567,0.3697413911528902,3.76,0.0,0.006095723209021775,0.40431863097992116,0.5265700358112979,0.05634820908001515,5.931808551672374e-05,0.12894054822750547,0.4757934905877065,5.373197895604672e-12,0.4011464226370944,9.465532238230459e-08,3.42637033730192e-05,0.5442721618235034,0.00215053398926755,0.0008698444772159269,5.8545688071317685e-05,0.00017648830624982276,0.3131950536517518,5.84275857510606e-05,2.5880940642913363e-05,0.014018964293202285,0.025453670831892768,1.6882852958144967e-05,1.358360663497142e-05,0.00020542706002793198,1.3805572320891316e-07,0.037523381389278083,1.6467036984387043e-09,0.0025916099526714503,1.1699318576419713e-05,0.00011818051471657497,7.312725073241319e-06,1.2539438779121114e-07,0.0010350626010577906,0.014695250524427075,0.0013904909828728457,0.010010298962955227,1.8016778609294296e-09,4.001486001355918e-10,0.02026540741286409,0.00020387320266685517,7.626746055715308e-08,1.2078901433921951e-06,3.1431000153435944e-06,0.007487613262611314,8.09262860825215e-06,8.485010297379027e-13,2.167653592571831e-10,0.022589710992246503,2.987178269533928e-06,2.025979694553703e-07,0.0016386175500854622,6.229244690888333e-10,1.0150239166956615e-12,2.164912260628464e-09,2.830576859543206e-05,9.983475554222701e-07,2.0440168241216698e-05,1.2783431890704684e-07,1.3787463349352052e-08,0.004571119315568874,1.7372000730925157e-08,0.00021315312205811947,7.604645194409963e-06,6.102658297394256e-05,3.7470456052645185e-07,5.800510853375227e-12,7.275812859977172e-13,6.72396440035529e-09,6.055899777129143e-09,0.0003515771637709285,6.11778036212588e-10,2.0326014505058673e-10,0.00015458455972606935,7.52568313146981e-11,1.8295769683418157e-08,1.711217520729405e-05,7.541612707091778e-07,3.731979853897429e-06,2.3051825688014724e-12,1.9782869238505202e-08,5.8722624747484646e-05,0.00010579124464507434,2.2140625884230344e-11,7.516854722648897e-11,1.5333659608697341e-09,6.127341620574534e-08,1.915240196499639e-11,1.0974657874551269e-06
0.00033631113979346375,0.3698693693484562,3.76,0.0,0.0059434243567855075,0.40225403253233954,0.5279709653697444,0.05662579315927263,5.883444635453002e-05,0.1286237622347643,0.47713727416240104,5.344262108341955e-12,0.4013168406121005,9.458984810701194e-08,3.399793580231406e-05,0.5471670471767618,0.002133124787882268,0.0008577987700580802,5.811215193405524e-05,0.00017589383450816252,0.31210644650957464,5.800790603979641e-05,2.5757393353957663e-05,0.013948814572123578,0.02554152308592722,1.6768978104690702e-05,1.3513717477434345e-05,0.0002033653438709134,1.362866630677849e-07,0.03741070710426299,1.621291359124869e-09,0.002551687628058255,1.163970748593193e-05,0.00011695739202167944,7.226513300507218e-06,1.23420160432704e-07,0.0010308352422621714,0.014526421637758405,0.0013872894671613665,0.009992742788614326,1.7962126374515849e-09,3.9584224067003656e-10,0.020277262717409855,0.00020304592927993466,7.61193995269609e-08,1.194992232757831e-06,3.1450889969582794e-06,0.0075540910460660145,8.141493756750654e-06,8.412222882457557e-13,2.1447934075800523e-10,0.022733844143820552,2.99275370035728e-06,2.0285284807559756e-07,0.0016451736237435206,6.25419459464451e-10,9.990434067197832e-13,2.15947157772563e-09,2.816090597543704e-05,9.985747503782438e-07,2.03769071866637e-05,1.2705269528489392e-07,1.3719373079851922e-08,0.004586046477590876,1.7239510552028025e-08,0.00021349572727288817,7.5060817178010506e-06,6.006110925533353e-05,3.732570942896518e-07,5.746595203473131e-12,7.208187286949763e-13,6.660252444403768e-09,6.0237862414145894e-09,0.000354341167951053,6.075138104651888e-10,2.046197694670651e-10,0.00015590508226346827,7.443040197268838e-11,1.8321642824052595e-08,1.7125904781426524e-05,7.483233361925648e-07,3.685430722133772e-06,2.260700884634943e-12,1.9592206499247556e-08,5.8914494492409604e-05,0.00010660758688173913,2.2311477154129182e-11,7.537565148066696e-11,1.52803590836222e-09,6.154082834173235e-08,1.9312369858753024e-11,1.087053288829097e-06
0.00033875694124816183,0.36999588881521894,3.76,0.0,0.005795773866126259,0.4002100600057645,0.5293569526990889,0.056901112773027236,5.835999029212401e-05,0.12830965827517543,0.4784647924175418,5.315956576272495e-12,0.4014849443566724,9.452754183955792e-08,3.3736348903301924e-05,0.5500334266704567,0.0021159984602364857,0.0008460307392995627,5.768769249205218e-05,0.0001753137209423286,0.3110272428997443,5.75967315209136e-05,2.5636362654343723e-05,0.01387898310022603,0.02562864336396804,1.6657006306856082e-05,1.3445256563922032e-05,0.00020134392543665188,1.345578832576979e-07,0.03729645283536468,1.5964733528615559e-09,0.002512750753630394,1.1581274499616835e-05,0.00011575884415243311,7.142142521020074e-06,1.2149307692555928e-07,0.0010266814873027708,0.014360887181154813,0.0013841063162369095,0.009975013828092629,1.7906740829632819e-09,3.9162297227607636e-10,0.020288350617109326,0.00020223270461399136,7.597306600661783e-08,1.1823248576954028e-06,3.1470489918157737e-06,0.007620019198711535,8.189953497039637e-06,8.340743255808468e-13,2.1223662505472536e-10,0.02287696359229744,2.998135690425709e-06,2.0309802350602716e-07,0.001651666021431185,6.278901938623655e-10,9.83444500691402e-13,2.1540874864605923e-09,2.8018720391627006e-05,9.98806045317396e-07,2.0314036434137004e-05,1.2627964851737393e-07,1.3651897158196534e-08,0.004600655409231503,1.710958932064479e-08,0.0002138359943669124,7.409937913168963e-06,5.9122575556393094e-05,3.71835395383806e-07,5.69365631401599e-12,7.141786792809862e-13,6.597707559376856e-09,5.992314645799107e-09,0.0003570743617286632,6.033480587555244e-10,2.0596283687393494e-10,0.00015721717619858558,7.36320695318414e-11,1.8346950482681288e-08,1.7139634149942437e-05,7.425582217405613e-07,3.6399404711261914e-06,2.217673769050543e-12,1.9405656544417647e-08,5.9102269863139286e-05,0.00010741337636400097,2.2480119859290026e-11,7.558246986292114e-11,1.5227519062283515e-09,6.180518569970843e-08,1.9471669026404186e-11,1.0768280457556652e-06
0.0003412027427028599,0.37012098055220977,3.76,0.0,0.005652605461944176,0.39818631547111666,0.5307283090365464,0.057174200688385544,5.78944340687714e-05,0.127998193141975,0.47977638596957944,5.2882593546963175e-12,0.4016508081245359,9.446827665936838e-08,3.347883159051003e-05,0.5528718047422981,0.0020991473613393564,0.0008345310884538271,5.727201089715316e-05,0.00017474749224977992,0.309957314411549,5.7193789336312546e-05,2.551777295385838e-05,0.013809474059558544,0.025715047548525983,1.6546884161288926e-05,1.3378181644359366e-05,0.00019936160633257934,1.328680082128126e-07,0.03718070127851348,1.572230251249125e-09,0.002474770400871016,1.15239845468219e-05,0.0001145841109011939,7.059556575552989e-06,1.1961155344018753e-07,0.0010225994032965191,0.014198574991553902,0.0013809413594684668,0.009957124886522315,1.7850660798888909e-09,3.8748807999268674e-10,0.020298694599755914,0.00020143319392194908,7.58284180215357e-08,1.1698817271971907e-06,3.1489818666447004e-06,0.007685403073661121,8.238014334702626e-06,8.270534651644453e-13,2.1003597463276967e-10,0.02301908473928824,3.003328939840042e-06,2.0333371705298225e-07,0.0016580961323372897,6.303372019558379e-10,9.682143785328626e-13,2.148758915286184e-09,2.787912771284771e-05,9.990415613379236e-07,2.025155716967954e-05,1.2551503887681325e-07,1.358502709504284e-08,0.004614950977198356,1.698215917820227e-08,0.00021417401839758153,7.316129368397608e-06,5.821004300645837e-05,3.7043878063240125e-07,5.641666614971225e-12,7.07657679985962e-13,6.536296562897573e-09,5.9614640850363725e-09,0.0003597770025189564,5.992774715358639e-10,2.0728950283290082e-10,0.00015852089824258442,7.286069239341047e-11,1.8371706289852328e-08,1.715336444523173e-05,7.368644801610941e-07,3.595473928128753e-06,2.1760419964977492e-12,1.9223090709216053e-08,5.928603939139647e-05,0.00010820868936023119,2.2646569961605492e-11,7.57889949842513e-11,1.5175133253458931e-09,6.206652722208782e-08,1.963030146316165e-11,1.0667849997924347e-06
0.000343648544157558,0.3702446746539586,3.76,0.0,0.00551375990298463,0.3961824129442482,0.5320853355375634,0.05744508882230047,5.7437505829487514e-05,0.1276893247673357,0.4810723866296528,5.26114948943524e-12,0.40181450314299544,9.441193158209998e-08,3.3225276775583065e-05,0.5556826732470952,0.0020825641274148897,0.0008232909233776523,5.686482092004492e-05,0.00017419469414013393,0.30889653475239853,5.6798817878173404e-05,2.5401551566841157e-05,0.013740291296409426,0.025800751006558285,1.643856021483031e-05,1.331245205993825e-05,0.00019741723425453932,1.312157233218547e-07,0.03706353195350377,1.5485434358217167e-09,0.0024377184462597385,1.1467803884537437e-05,0.00011343246272989584,6.9787012776661e-06,1.1777407441364888e-07,0.0010185871198085425,0.014039413697293586,0.0013777944234956035,0.009939088164529831,1.7793923613930778e-09,3.834349603792895e-10,0.02030831731612198,0.0002006470712917437,7.568541441368182e-08,1.1576567777586994e-06,3.1508893538825113e-06,0.007750247993076608,8.285682542339289e-06,8.201561649880731e-13,2.0787619796775748e-10,0.02316022259891887,3.008337999593848e-06,2.035601431681781e-07,0.001664465299269759,6.327609957205401e-10,9.533407727343544e-13,2.1434848011941895e-09,2.774204718405161e-05,9.992813961522181e-07,2.0189470181384094e-05,1.2475872918016037e-07,1.35187544890375e-08,0.004628937965517687,1.6857145287396585e-08,0.000214509887888074,7.2245753373360875e-06,5.7322609547563294e-05,3.690665886394907e-07,5.590599558049847e-12,7.012524011803245e-13,6.475987511861594e-09,5.931214528005845e-09,0.0003624493485618325,5.952988781325197e-10,2.0859992186431914e-10,0.00015981630424560174,7.211518215425421e-11,1.839592334429014e-08,1.716709646824569e-05,7.312407037747381e-07,3.551997415569378e-06,2.135749118696206e-12,1.9044385240070967e-08,5.9465888943674084e-05,0.00010899360271049939,2.281084354262547e-11,7.599521922702985e-11,1.5123195469810824e-09,6.232489063475416e-08,1.9788269337351353e-11,1.056919263458521e-06
0.00034609434561225607,0.37036700034107617,3.76,0.0,0.005379084629795614,0.39419797791431116,0.5334283237032426,0.05771380827332387,5.6988944575550586e-05,0.12738301217938736,0.48235311761559707,5.2346069628111765e-12,0.4019760977630982,9.435839122824676e-08,3.297558119767728e-05,0.5584665118055319,0.002066241663233656,0.0008123017313690607,5.64658483096594e-05,0.00017365489038949244,0.3078447797337431,5.641156623120223e-05,2.5287628580547676e-05,0.013671438339998567,0.025885768611017566,1.6331984876061205e-05,1.3248028681082583e-05,0.0001955097008813128,1.2959977167106766e-07,0.0369450213297105,1.525395057747245e-09,0.0024015675590935066,1.1412700038050682e-05,0.00011230319928597528,6.899524351286453e-06,1.1597918901367065e-07,0.001014642826614894,0.013883332798949303,0.0013746653327243478,0.00992091528835664,1.7736565172857762e-09,3.7946111597803e-10,0.020317240616469633,0.0001998740194774633,7.554401481593028e-08,1.145644163470099e-06,3.1527730594780623e-06,0.007814559245714194,8.332964163093385e-06,8.133790116668678e-13,2.057561474612447e-10,0.02330039181066971,3.013167277436459e-06,2.0377750971832222e-07,0.0016707748206359143,6.351620701906669e-10,9.388119397331478e-13,2.138264090447857e-09,2.760740126175181e-05,9.995256256431373e-07,2.0127775891855443e-05,1.2401058477527066e-07,1.345307103177274e-08,0.004642621077158351,1.6734475702458474e-08,0.00021484368525716982,7.135198554377545e-06,5.645940839750355e-05,3.677181799922492e-07,5.540429569456413e-12,6.949596354460781e-13,6.416749644679479e-09,5.901546773566729e-09,0.0003650916587368576,5.914092400323578e-10,2.098942474194376e-10,0.0001611034492316477,7.139450085667198e-11,1.8419614238165943e-08,1.7180830716845005e-05,7.256855231444681e-07,3.509478675217206e-06,2.096741320327606e-12,1.8869421085193654e-08,5.9641901821660047e-05,0.0001097681937694918,2.2972956791610072e-11,7.620113475124324e-11,1.5071699627188454e-09,6.258031248057862e-08,1.9945574977147935e-11,1.0472261138770182e-06
