Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887),S(9869),S(6278),S(6219),S(9870),S(5889),C2H3O(606),S(3142)
5.429889863715563e-06,0.8328569335337844,3.76,0.0,0.03285187564391494,0.7762848520109243,0.19869071320153048,0.014765900419591575,0.0018376065907732288,0.10723755036269582,0.24602500586086096,1.7861294426835076e-09,0.5932446824570408,2.520457878124468e-05,0.0006359425881536596,0.1404609318862926,0.002593019610030019,0.0003228512779464046,0.0001423390930128539,0.009269225764062054,0.46381608643101796,0.00017540537533261685,0.0004945784088574793,0.007902507814262784,0.05340583753074393,0.0012042573526261553,0.0013864130347185006,0.005741880786755099,2.0019805513058604e-08,0.04354484587282298,8.860909375069276e-09,0.002366245360898813,0.0012026691456010642,0.0007134987949462105,3.964520791279875e-06,8.338897481868513e-08,0.026810218781210707,0.013100185351963084,0.015469137616099467,0.011743907360894916,1.2985831186973845e-07,1.0869799026355423e-09,0.01606909548242019,0.0024734099939926896,4.683076449654295e-05,4.05885914969993e-06,2.5547133512469174e-06,0.0034216093042371415,4.516374493690877e-06,5.297645055928608e-10,2.0123223162508157e-08,0.012288937734290854,5.794177918328734e-05,9.725324545440907e-06,0.015003831508216046,2.1060501196958952e-07,3.2303443796252683e-12,5.705097196629406e-06,3.7201587295996745e-05,4.901961276815286e-06,0.0007685892755263153,1.9069970109505182e-07,5.012783186815506e-07,0.0005372476357161205,1.4195182411102584e-05,0.001462116173297494,0.0003419203748203239,0.0046951276151822475,4.5115460519744616e-05,2.7294141325765052e-12,4.885681974262084e-12,1.2657273143956042e-06,2.1354542908404347e-06,0.0001603820222660887,2.0120011890766086e-06,5.0971804646139534e-09,9.844033056982892e-05,3.2684877701238475e-08,1.6698563723322507e-08,5.199232586416972e-06,7.549040685978925e-07,3.8998627710737164e-05,2.0973977699609455e-09,2.1586041693138724e-07,1.215676587763766e-05,0.00023263184332178772,1.031528460838808e-09,9.13395364311861e-10,1.8802448267173862e-07,3.815856415610913e-08,1.0375870883399427e-11,7.14722994467765e-07,4.673489888458175e-10,2.4531637584831976e-07,3.999114735576875e-05,1.6812022181239253e-09,5.5780404234878926e-05,8.289630551172721e-08,2.039308205767199e-09,3.775378288880828e-08,0.00011677683598148263,5.055350941209509e-09,9.20285279316264e-05,4.960481319005246e-10,4.90770901502943e-07,1.0407323549256615e-09,8.003333903766729e-11,1.8438154962972348e-08,8.45016801745992e-09,5.573912422230841e-05
5.4531091801089905e-06,0.8330069311801429,3.76,0.0,0.03243721827755371,0.7754513298527396,0.19923781125800816,0.014881178017555462,0.0018114490060839484,0.10708326726842735,0.24645957030541474,1.756664472406941e-09,0.593728050140188,2.4706710348029754e-05,0.0006285310537738653,0.14139102455851646,0.002585948977458972,0.00032135671806340883,0.00013997778699722304,0.009139772074872559,0.463363871261909,0.00017261855960807598,0.00048749187917777973,0.007921847986516612,0.053576173935367136,0.0011875398893368633,0.0013674027025775209,0.005658615800856792,1.9663059037128473e-08,0.04371403622834103,8.721416020257656e-09,0.0023385735130965375,0.0011858188416852002,0.0007018464979395316,3.931899540187979e-06,8.192327841753246e-08,0.026861442956414135,0.013142974569495265,0.015462760444255404,0.011839757470767976,1.3015401987993626e-07,1.0707993788790567e-09,0.016201969573237805,0.0025012144428349556,4.640794682885906e-05,4.0462644820909665e-06,2.5530715982317968e-06,0.0034417544876523243,4.478541142240284e-06,5.219893683443633e-10,1.9820758270711096e-08,0.012364420884121227,5.7449737416794435e-05,9.627827235445667e-06,0.015069121064867899,2.1156628616600674e-07,3.173583844742792e-12,5.65188919111343e-06,3.6821291051534685e-05,4.845522581526937e-06,0.00076697772188408,1.9040248805193713e-07,4.960334981419304e-07,0.0005448682276381995,1.397594071282294e-05,0.0014636180031453129,0.00034185061097185193,0.004705077988029906,4.453094753234669e-05,2.690619175093347e-12,4.8163185347721585e-12,1.2477864631149628e-06,2.111878729279247e-06,0.00016303051049251037,1.961735080259663e-06,5.1358379950724645e-09,9.993801472547276e-05,3.278137100863918e-08,1.673115710023281e-08,5.176942167893596e-06,7.536723192444301e-07,3.8263827785353924e-05,2.105458495415824e-09,2.167876326926144e-07,1.2303778395384289e-05,0.0002358651881405108,1.045881769955657e-09,9.060796452189461e-10,1.8784029124316904e-07,3.821103199764202e-08,1.0435722322569999e-11,7.219491296231806e-07,4.662240651488879e-10,2.46245914392442e-07,4.0123861706201364e-05,1.687205829722709e-09,5.6293187468144854e-05,8.356381010823924e-08,2.0561135606679032e-09,3.7922570456654993e-08,0.00011881460944352439,5.0968499082457386e-09,9.360712576239834e-05,4.99982760930208e-10,4.970001186166952e-07,1.0437368210032605e-09,8.06679431279913e-11,1.856544892215738e-08,8.363617343191036e-09,5.676854241966817e-05
5.476328496502418e-06,0.833154536237191,3.76,0.0,0.03203228158789792,0.7746296248482158,0.19977658953236394,0.014995983615580263,0.0017859995762561658,0.10693158612367722,0.2468887862815727,1.7283638734377499e-09,0.594200298102971,2.422845267102942e-05,0.0006212848950657854,0.1423102425654815,0.0025788644284150393,0.0003198509291173262,0.0001376859817913267,0.009013755754150084,0.4629146297323229,0.00016991102246797845,0.00048059333897469865,0.007940665819111327,0.05374384056278115,0.0011712384938204806,0.0013488675387039375,0.005577051630328843,1.9317255556365123e-08,0.0438791383261417,8.585022268624375e-09,0.0023110827186440014,0.0011693993958163803,0.0006904936634467769,3.8991022079987405e-06,8.049742799603135e-08,0.026910365356030783,0.01318466273623379,0.015455192611961712,0.011934056960213019,1.3044231874317084e-07,1.0550781744233836e-09,0.01633333060370409,0.0025286832059580465,4.599145952588965e-05,4.0333545406315105e-06,2.551618889223104e-06,0.003461746519588389,4.441490696485873e-06,5.144031207000346e-10,1.9526047161932223e-08,0.012438853328599526,5.696635550991476e-05,9.532191753818588e-06,0.015133251782046938,2.1251013075456888e-07,3.1183664441942375e-12,5.599475861484722e-06,3.644975023157847e-05,4.790362576907213e-06,0.0007652990660887278,1.9009258537503155e-07,4.908832008297853e-07,0.0005524621054753185,1.3761529680178027e-05,0.0014650331303955348,0.00034176345234338836,0.004714751326586724,4.395896441582219e-05,2.652719755566335e-12,4.748556169276927e-12,1.2302599051362063e-06,2.0888954137671846e-06,0.00016567993017120822,1.9132852846563984e-06,5.174374859244677e-09,0.0001014352377337166,3.2874234770681664e-08,1.6762276242486253e-08,5.154757382539317e-06,7.523961759723078e-07,3.754840284886963e-05,2.1132368965217972e-09,2.1769238450732803e-07,1.2449302981901538e-05,0.0002390869647029467,1.0601837681803182e-09,8.988773872306745e-10,1.876573371582939e-07,3.8261348398133284e-08,1.0495034433364251e-11,7.290709738835954e-07,4.6512907394617546e-10,2.471453111656452e-07,4.0251841296077465e-05,1.6930066714682385e-09,5.6795764850071435e-05,8.421697255516094e-08,2.0725688548968998e-09,3.808665734687508e-08,0.00012085600662357756,5.138088684979935e-09,9.518808258653169e-05,5.038247558617632e-10,5.031744293732542e-07,1.0466356342864137e-09,8.128760446899434e-11,1.8692093252591302e-08,8.278574494529047e-09,5.780207875509065e-05
5.499547812895846e-06,0.8332998173287162,3.76,0.0,0.03163671715856097,0.7738194257930118,0.20030728246463875,0.015110318669611482,0.0017612374807171064,0.10678242907752314,0.24731278649458163,1.701174772647317e-09,0.5946617983900011,2.3768954101387658e-05,0.0006142010140980653,0.14321881682725526,0.002571768768028853,0.0003183349459426659,0.0001354613274521051,0.00889108043401038,0.4624683741593063,0.00016728023924872314,0.0004738774679848805,0.007958974382544597,0.0539089115641492,0.0011553434509273281,0.0013307959893197425,0.005497171472089919,1.8982001960407402e-08,0.04404025536614846,8.451681426125993e-09,0.0022837824925795868,0.001153399842985206,0.0006794334065882634,3.866158584865797e-06,7.911037886971324e-08,0.026957055753343565,0.0132252780332945,0.015446483466992657,0.012026832646105027,1.3072343598611585e-07,1.0398012531584527e-09,0.01646320509981468,0.002555817165507387,4.5581378069232086e-05,4.020148569310128e-06,2.550351781327017e-06,0.003481593544868653,4.405222405078964e-06,5.070018152889022e-10,1.9238897086462868e-08,0.012512259420056076,5.649177409188361e-05,9.43842535882244e-06,0.015196255954520684,2.134370321973082e-07,3.064651701496896e-12,5.547868215158453e-06,3.608674259280278e-05,4.736463594399942e-06,0.0007635577108630395,1.8977063639395565e-07,4.858269671254289e-07,0.00056002791172101,1.3551878941525691e-05,0.0014663661180180413,0.00034165997973088194,0.004724154406680032,4.3399334830993825e-05,2.615699188061251e-12,4.682365002040483e-12,1.2131398850223429e-06,2.0664885909136215e-06,0.0001683299274082153,1.8665813978352704e-06,5.212803048054827e-09,0.00010293187759652954,3.2963573475045143e-08,1.679199742193335e-08,5.132703616636266e-06,7.510778972481152e-07,3.685193434258714e-05,2.120739736558921e-09,2.1857538256833462e-07,1.2593326056461463e-05,0.000242297166126771,1.0744344197794127e-09,8.917898515128614e-10,1.8747562407033488e-07,3.8309706964570563e-08,1.0553816038608081e-11,7.360891877347669e-07,4.640628167573627e-10,2.480155428196352e-07,4.03752513867957e-05,1.6986115512834103e-09,5.728823478913185e-05,8.485598378240928e-08,2.0886785340467625e-09,3.8246173922539604e-08,0.0001229007492623191,5.179076104753123e-09,9.677115696694312e-05,5.075753164502247e-10,5.092931279909562e-07,1.0494330830988448e-09,8.189251666473941e-11,1.8818112156777427e-08,8.19503597775231e-09,5.883965694804617e-05
5.522767129289273e-06,0.8334428407619325,3.76,0.0,0.03125019208959133,0.773020430153956,0.20083011702671932,0.015224184710865486,0.0017371424547325616,0.10663572066155318,0.2477316999840292,1.6750467769173417e-09,0.5951129083683546,2.3327400153348105e-05,0.0006072762924493408,0.1441169749821885,0.0025646647141354477,0.0003168097663009555,0.00013330155676828117,0.008771652059860026,0.46202511099965926,0.0001647237642871477,0.00046733907642493544,0.00797678638626028,0.05407145883434426,0.0011398451228156053,0.0013131766518735682,0.0054189570581417565,1.8656920284784117e-08,0.04419748793444112,8.321345321855893e-09,0.0022566816795386775,0.0011378093939097163,0.0006686588630917742,3.833097076248173e-06,7.776110008722102e-08,0.027001582074102793,0.013264847872355446,0.015436680776776018,0.012118111488257857,1.309975893919785e-07,1.0249540793838719e-09,0.016591619454772274,0.0025826174114022653,4.517776172403705e-05,4.006665146254554e-06,2.5492665705369125e-06,0.0035013033623120123,4.369734159642202e-06,4.997814880793271e-10,1.8959117428498714e-08,0.012584663046347502,5.6026104188842295e-05,9.346530931588699e-06,0.015258164934795133,2.143474629932666e-07,3.012399674387758e-12,5.497074973760839e-06,3.573205084919842e-05,4.683806915816997e-06,0.0007617578961564569,1.8943725962404585e-07,4.80864212464338e-07,0.0005675643474577844,1.3346915026760842e-05,0.0014676213045159124,0.00034154122691682496,0.0047332938761016075,4.2851874689660796e-05,2.579540557521323e-12,4.617714749922755e-12,1.1964185453637311e-06,2.0446428460747516e-06,0.00017098015873195411,1.8215555145416886e-06,5.251133705724735e-09,0.00010442781719038431,3.304948911676532e-08,1.682039388098685e-08,5.110804259726263e-06,7.497196575786684e-07,3.617400048722867e-05,2.127973693953858e-09,2.194373181573465e-07,1.2735835829747192e-05,0.00024549579686662963,1.088633739677743e-09,8.848180148804147e-10,1.872951533142956e-07,3.83562915362865e-08,1.061207587042567e-11,7.430044774745086e-07,4.6302414477896294e-10,2.4885755754971893e-07,4.049425189797497e-05,1.7040270692868408e-09,5.777070174058283e-05,8.548103996050706e-08,2.104447183915608e-09,3.840124757708481e-08,0.0001249485678390074,5.2198207121620106e-09,9.835611402806991e-05,5.1123568082005e-10,5.153555784583676e-07,1.0521333199131562e-09,8.248287956910098e-11,1.8943528757063777e-08,8.112995976164772e-09,5.988120475879872e-05
5.545986445682701e-06,0.8335836705938324,3.76,0.0,0.030872388213965582,0.7722323438712441,0.20134531296128919,0.015337583340384514,0.001713694783492924,0.1064913877264388,0.24814565220558302,1.6499319356792428e-09,0.5955539713726884,2.2903012092735288e-05,0.0006005075991836771,0.14500494125988206,0.0025575548978248636,0.00031527635178224924,0.00013120448251426392,0.008655378881309135,0.4615848413992071,0.00016223922902025795,0.00046097310421089224,0.007994114186355426,0.05423155207535586,0.0011247339647330558,0.0012959982866897575,0.005342388811499055,1.8341647122651403e-08,0.04435093404598208,8.193964531225179e-09,0.00222978848373334,0.0011226174433556495,0.000658163204654606,3.7999447456504762e-06,7.644857577101241e-08,0.027044010427784138,0.013303398912167018,0.01542583077000722,0.01220792053132116,1.3126498751957584e-07,1.0105226038036316e-09,0.016718599891481323,0.0026090852267225922,4.4780654745999166e-05,3.992922197231003e-06,2.5483593301645494e-06,0.003520883435843795,4.335022624553477e-06,4.927381703328672e-10,1.8686519985996656e-08,0.012656087625712735,5.556942965774719e-05,9.256507375916615e-06,0.015319009155374742,2.1524188198045488e-07,2.961571006344074e-12,5.447102751083039e-06,3.538546264177291e-05,4.6323729260126286e-06,0.0007599037025557635,1.890930496646572e-07,4.7599423959828927e-07,0.0005750701709382458,1.3146561834705845e-05,0.0014688028138644751,0.00034140818218202985,0.004742176252784687,4.231639328499721e-05,2.544226781437535e-12,4.55457483872347e-12,1.180087955307979e-06,2.023343105381209e-06,0.00017363029083940952,1.7781421840897481e-06,5.289377166001703e-09,0.00010592294406781098,3.3132081212230045e-08,1.6847535908931846e-08,5.0890808084662535e-06,7.483235503722068e-07,3.551417775618787e-05,2.13494535674031e-09,2.2027886377951872e-07,1.2876822238959906e-05,0.00024868287172652177,1.102781789057737e-09,8.779625916123168e-10,1.8711592412751065e-07,3.840127649745128e-08,1.066982257374136e-11,7.498175912997324e-07,4.620119571300736e-10,2.4967227553638444e-07,4.060899752050448e-05,1.7092596213518475e-09,5.824327568607249e-05,8.609234189163662e-08,2.1198795151620657e-09,3.8552002736922516e-08,0.00012699920135733937,5.260330764745163e-09,9.994272534537277e-05,5.14807121255436e-10,5.213612121290952e-07,1.0547403630510244e-09,8.305889848735295e-11,1.906836512074864e-08,8.032446567768405e-09,6.092665381115941e-05
5.569205762076128e-06,0.8337223687269305,3.76,0.0,0.030503001357993345,0.771454881159826,0.2018530830145003,0.015450516224046106,0.0016908752951095625,0.10634935937898546,0.2485547651140148,1.6257846057711361e-09,0.5959853173190107,2.249504554620514e-05,0.0005938917981154851,0.14588293637301455,0.00255044186412355,0.00031373562870209954,0.00012916799476679654,0.008542171437510668,0.4611475616979301,0.0001598243400600364,0.0004547746198948699,0.008010969793504366,0.05438925885877936,0.0011100005387850353,0.0012792498268989598,0.005267445991568719,1.8035833058438216e-08,0.044500689189612246,8.069488582419452e-09,0.0022031104978559863,0.001107813576995651,0.0006479396525487136,3.766727357128841e-06,7.517180626633804e-08,0.027084405140142234,0.01334095707532457,0.0154139781778693,0.012296286851258898,1.3152583017408377e-07,9.964932495584178e-10,0.01684417242882168,0.002635222073870211,4.4390087517236154e-05,3.978937009459977e-06,2.547625945864886e-06,0.0035403409055752635,4.3010833576198975e-06,4.858678986544546e-10,1.8420919211168732e-08,0.012726556103288229,5.512180946992784e-05,9.16834999098221e-06,0.015378818151185102,2.161207346439505e-07,2.9121269709987387e-12,5.397956220287281e-06,3.504677049946302e-05,4.582141252661128e-06,0.0007579990547772064,1.8873857806884206e-07,4.712162499745373e-07,0.0005825441961693103,1.2950741063121078e-05,0.0014699145651317174,0.00034126178980689093,0.004750807923486398,4.1792694322307265e-05,2.509740665940195e-12,4.49291450148903e-12,1.1641401362744125e-06,2.0025746365657032e-06,0.00017628000035039776,1.7362783620226963e-06,5.327542986826597e-09,0.00010741715026774762,3.3211446818443814e-08,1.6873490917574816e-08,5.067552967016195e-06,7.468915907219705e-07,3.4872042193330855e-05,2.1416612180919854e-09,2.2110067334012602e-07,1.3016276883437871e-05,0.00025185841493970297,1.1168786712592618e-09,8.712240538929928e-10,1.869379338523613e-07,3.844482708431801e-08,1.0727064709068187e-11,7.565293156287347e-07,4.6102519911576934e-10,2.504605894317089e-07,4.0719637835592734e-05,1.7143154031746014e-09,5.870607163808402e-05,8.669009443450217e-08,2.134980348794317e-09,3.869856087193675e-08,0.0001290523971323504,5.300614236276672e-09,0.00010153076883336904,5.182909402045125e-10,5.273095253425119e-07,1.0572580986267817e-09,8.36207835549404e-11,1.9192642286647894e-08,7.953377927458409e-09,6.197593941951615e-05
5.592425078469556e-06,0.8338589949856009,3.76,0.0,0.03014174064213769,0.7706877643107694,0.20235363316240276,0.015562985087974197,0.001668665352721125,0.10620956691982616,0.2489591572469776,1.6025612727069136e-09,0.5964072632893164,2.210278913671515e-05,0.0005874257544255638,0.1467511774260762,0.0025433280727912943,0.00031218848899254787,0.00012719005831527547,0.008431942537728842,0.46071326389530076,0.00015747687726827444,0.00044873881936434125,0.008027364881034225,0.054544644687289784,0.001095635525927909,0.0012629203868591004,0.005194106829706714,1.7739142123265187e-08,0.044646846374832974,7.947866146520437e-09,0.002176654730945261,0.0010933875769939098,0.0006379814896546036,3.733469417429426e-06,7.39298091182168e-08,0.027122828786779404,0.013377547565203245,0.015401166274765295,0.012383237506074238,1.3178030884402758e-07,9.828528984813618e-10,0.01696836285136202,0.002661029581459844,4.4006077616739335e-05,3.964726245716344e-06,2.5470621471496078e-06,0.0035596825988032307,4.2679109218587215e-06,4.791667237186792e-10,1.8162132415941e-08,0.012796090949069147,5.468327985200532e-05,9.082050818742974e-06,0.015437620582047715,2.1698445342799353e-07,2.8640295099281804e-12,5.349638271191979e-06,3.4715771792364e-05,4.5330908936306115e-06,0.000756047725218618,1.8837439418416367e-07,4.6652935412547583e-07,0.0005899852915026098,1.2759372600342828e-05,0.0014709602817779526,0.0003411029515566979,0.004759195142914745,4.12805768731115e-05,2.4760649568777647e-12,4.432702863068169e-12,1.148567084682045e-06,1.982323048867004e-06,0.00017892897356959722,1.6959033553115677e-06,5.3656399852200486e-09,0.00010891033213423897,3.328768055747635e-08,1.689832352123448e-08,5.0462387438901805e-06,7.454257181088534e-07,3.4247170591429504e-05,2.1481276727400526e-09,2.2190338237200346e-07,1.3154192960901506e-05,0.0002550224593111078,1.130924527957346e-09,8.64602650754516e-10,1.867611781228937e-07,3.848709969427763e-08,1.0783810754327185e-11,7.631404716437382e-07,4.6006286053536787e-10,2.5122336488320546e-07,4.0826317438234564e-05,1.7192004147162079e-09,5.9159209168247854e-05,8.727450596260908e-08,2.149754602472801e-09,3.884104051365623e-08,0.00013110791057892765,5.340678821201744e-09,0.00010312002863270228,5.216884665100551e-10,5.332000770737642e-07,1.0596902827595183e-09,8.416874925056225e-11,1.9316380292762556e-08,7.875778511770075e-09,6.302900042026038e-05
5.615644394862983e-06,0.8339936071961501,3.76,0.0,0.029788327819831116,0.769930723493236,0.20284716283110069,0.015674991714315415,0.0016470468458577123,0.10607194378190266,0.24935894380912407,1.5802205402619107e-09,0.5968201140885919,2.1725563148749712e-05,0.0005811063406756451,0.1476098778395576,0.0025362158992217475,0.00031063579108582903,0.0001252687100983798,0.00832460723788677,0.4602819360790716,0.00015519469180569394,0.0004428610243365417,0.00804331079310083,0.054697773055011015,0.0010816297363616236,0.001246999269220556,0.0051223486554825256,1.7451251266324975e-08,0.044789496179987585,7.829045212366565e-09,0.002150427635236607,0.0010793294264545528,0.0006282820710627166,3.700194217650891e-06,7.27216198815838e-08,0.02715934222750444,0.013413194882975857,0.015387436918485943,0.012468799490535334,1.3202860714734691e-07,9.695888771905436e-10,0.017091196682262555,0.0026865095319097633,4.362863083151774e-05,3.950305958628446e-06,2.5466635363652906e-06,0.0035789150408893416,4.235498988795587e-06,4.726307190230705e-10,1.790997994561196e-08,0.01286471415716815,5.4253856290352864e-05,8.997598967246568e-06,0.015495444255118153,2.1783345805040707e-07,2.8172412635967467e-12,5.302150157759224e-06,3.439226867840737e-05,4.485200332482585e-06,0.0007540533375549733,1.880010259668313e-07,4.619325814845788e-07,0.0005973923782334845,1.257237488203646e-05,0.0014719435006305666,0.0003409325281463291,0.0047673440332551,4.077983625184467e-05,2.4431823855294787e-12,4.373909029024466e-12,1.1333607931567928e-06,1.9625742919497557e-06,0.00018157690625607062,1.6569587629651094e-06,5.403676272695697e-09,0.00011040239014314852,3.336087464319231e-08,1.692209561791909e-08,5.025154545226955e-06,7.439277990206426e-07,3.363914154312535e-05,2.1543510131919467e-09,2.226876082782365e-07,1.3290565204425698e-05,0.00025817504541858396,1.1449195356015306e-09,8.580984262039505e-10,1.8658565103659098e-07,3.852824219945571e-08,1.0840069105655655e-11,7.696519120439285e-07,4.591239739831608e-10,2.5196144108639135e-07,4.0929176063907554e-05,1.7239204644143912e-09,5.960281195889578e-05,8.784578785336255e-08,2.1642072775739705e-09,3.8979557279120845e-08,0.00013316550500238453,5.380531938074677e-09,0.00010471029499660599,5.25001051863319e-10,5.390324866157886e-07,1.0620405438937208e-09,8.470301368054813e-11,1.943959820476227e-08,7.79963523387166e-09,6.408577900775527e-05
5.638863711256411e-06,0.8341262612602292,3.76,0.0,0.029442496651915416,0.769183496557562,0.20333386511067986,0.015786537937344865,0.0016260021811958533,0.10593642546983567,0.2497542367562243,1.5587230274331786e-09,0.597224162775693,2.1362718226388746e-05,0.0005749304422643198,0.1484592472882564,0.00252910763543671,0.0003090783607897366,0.0001234020566973098,0.008220082813641397,0.45985356282041273,0.00015297570417828805,0.00043713668067751405,0.008058818552923654,0.05484870550672142,0.0010679741184696475,0.001231475970768558,0.005052148014178053,1.717184984499243e-08,0.04492872680152949,7.712973248095445e-09,0.0021244351320246356,0.001065629312854593,0.0006188348333689666,3.6669238743460625e-06,7.15462927934375e-08,0.02719400464129742,0.01344792284464954,0.015372830589753122,0.012552999694664434,1.3227090123339767e-07,9.566889433476905e-10,0.017212699159130512,0.0027116638497003036,4.325774211028809e-05,3.935691605096246e-06,2.5464256151519147e-06,0.0035980444659875154,4.203840434044895e-06,4.662559880556988e-10,1.766428532444841e-08,0.012932447246240727,5.3833535405275004e-05,8.91498091100954e-06,0.015552316147218343,2.1866815581800038e-07,2.7717255973314938e-12,5.255491636138539e-06,3.407606804467521e-05,4.4384476433505334e-06,0.0007520193703650506,1.8761898076901472e-07,4.5742488956094903e-07,0.0006047644292106189,1.2389665217918464e-05,0.0014728675805340792,0.0003407513406817803,0.004775260584054178,4.029026481042177e-05,2.4110757101424305e-12,4.316502159849797e-12,1.118513269788566e-06,1.9433146539955434e-06,0.00018422350339995143,1.6193884153718755e-06,5.441659288423037e-09,0.00011189322873652893,3.3431118911133576e-08,1.6944866467595884e-08,5.004315264472686e-06,7.423996294895453e-07,3.304753637522018e-05,2.160337426829994e-09,2.2345395059460401e-07,1.3425389820209482e-05,0.0002613162208695182,1.1588639021017703e-09,8.517112362990413e-10,1.8641134531258914e-07,3.8568394254952296e-08,1.0895848077543592e-11,7.760645179970669e-07,4.5820761317222045e-10,2.5267563135934e-07,4.102834871753296e-05,1.7284811737262508e-09,6.003700737715394e-05,8.840415400623537e-08,2.17834344698197e-09,3.911422389944809e-08,0.00013522495139146987,5.420180734253817e-09,0.00010630136417707387,5.282300674405464e-10,5.448064312953713e-07,1.0643123852269932e-09,8.522379802972215e-11,1.9562314145105202e-08,7.724933627331101e-09,6.514622057496076e-05
5.6620830276498385e-06,0.8342570112267518,3.76,0.0,0.029103992314895234,0.7684458288398416,0.20381392696294057,0.01589762563987467,0.001605514272801897,0.10580294950026263,0.25014514487902556,1.5380311663559354e-09,0.5976196911692415,2.101363410620838e-05,0.000568894962359394,0.14929949165265552,0.0025220054911657846,0.00030751699215372715,0.00012158827193750237,0.008118288730341925,0.4594281255375652,0.00015081790231186206,0.0004315613565687736,0.008073898871047222,0.054997501695852144,0.001054659766424864,0.0012163401871474854,0.004983480775942528,1.690063913477469e-08,0.045064624104131625,7.599597349298582e-09,0.0020986826365581883,0.0010522776305546169,0.0006096333027640837,3.6336793699969583e-06,7.040290132189326e-08,0.027226873561736094,0.013481754598071813,0.01535738643109697,0.012635864865798896,1.325073601431918e-07,9.441412723744462e-10,0.017332895212640195,0.002736494590275065,4.289339645974516e-05,3.920898060803636e-06,2.5463438080152137e-06,0.00361707682759621,4.172927425735774e-06,4.600386700429609e-10,1.7424875375786464e-08,0.012999311260967029,5.342229670017278e-05,8.834180769606187e-06,0.01560826242700924,2.194889419419322e-07,2.7274466226893486e-12,5.209661093964037e-06,3.376698144406854e-05,4.392810586243008e-06,0.0007499491607793259,1.8722874609823088e-07,4.530051722133456e-07,0.0006121004674579405,1.2211160089342021e-05,0.00147373571067631,0.0003405601720763933,0.004782950652428891,3.981165266070531e-05,2.3797277530688275e-12,4.260451527531341e-12,1.104016554288097e-06,1.9245307591991013e-06,0.00018686847900600514,1.5831383123644692e-06,5.479595832006116e-09,0.00011338275616434677,3.349850085263092e-08,1.696669277326309e-08,4.983734368486597e-06,7.408429375507579e-07,3.247193997483644e-05,2.166092994026112e-09,2.2420299129363025e-07,1.3558664426198442e-05,0.00026444603961011504,1.172757863748453e-09,8.454407647879062e-10,1.8623825243721031e-07,3.8607687601535595e-08,1.0951155902785476e-11,7.823791962799293e-07,4.573128913263473e-10,2.5336672373662916e-07,4.1123965803966064e-05,1.732887982063798e-09,6.046192607100666e-05,8.894982039033799e-08,2.1921682436117496e-09,3.9245150253484476e-08,0.0001372860282141017,5.4596320920449444e-09,0.00010789303831096525,5.31376900740148e-10,5.505216442249638e-07,1.0665091873289595e-09,8.57313262317335e-11,1.9684545322638067e-08,7.651657993872138e-09,6.621027355880941e-05
