Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887),S(9869),S(6278),S(6219),S(9870),S(5889),C2H3O(606),S(3142)
3.3420550632484537e-07,0.7138755767735887,3.76,0.0,0.8484634455731938,0.9999756888406672,1.1740000432850344e-05,0.0003320803673107304,3.500207779999354e-06,0.020222938091653358,0.020226768926268592,1.4768880908158815e-10,0.0001318104212889931,7.73730699195527e-07,1.70458865754135e-06,1.982833320597222e-06,1.2964538513028518e-05,2.722916620685438e-08,1.7976290096908018e-06,3.686648311316595e-05,0.0001696719521045271,1.1902023793462814e-06,2.442343843100401e-07,2.397994345811717e-07,7.773741046118016e-07,6.406814827747087e-07,1.2080657344016813e-09,1.1103304554698062e-09,3.73320257110081e-10,5.72572876407363e-10,2.5286726395280723e-15,4.522900682548199e-09,2.1709005970533666e-09,5.626296766004148e-10,3.90131025035076e-14,9.693993197913954e-14,4.357015381147349e-05,2.7141662571029485e-07,3.330956819496312e-05,2.1009907685019077e-08,1.5945834237672153e-15,8.028892981764173e-13,3.137069687326126e-06,6.68993316760286e-10,1.1423064857911222e-12,8.541642268424515e-10,1.822046374982132e-11,8.528186436189851e-10,1.24725515757865e-12,7.77104349922861e-17,4.220771427288673e-15,1.2712734778247293e-06,6.322828868639674e-11,1.0221111318259236e-11,1.3957051833817144e-11,1.211796632886848e-16,3.788230378300571e-18,3.6737493046495855e-17,1.2487810101487735e-07,4.266012238289085e-11,2.135867326363745e-12,1.71002329585955e-13,7.81170145913676e-14,3.048869122513487e-08,4.3840423478395546e-08,4.4784356264756243e-10,0.00031946170860209665,3.738130624136812e-07,4.099072545808491e-08,3.718390578801e-15,6.668209449277755e-15,1.7877622299808037e-09,1.8763245620184778e-08,5.334825207064847e-13,1.5845911501717137e-11,8.487991833638517e-18,1.2987858046884601e-13,1.0281711189954995e-12,2.6750956640190366e-16,1.962920805255723e-14,2.3763649992047215e-09,7.216138798915781e-12,1.2353076997713874e-13,2.9415141067931368e-12,4.1282147097791965e-11,1.8113891437813203e-12,8.01444660133223e-18,1.7299249832515227e-15,2.4271417148571667e-10,1.2024149480567649e-17,8.357784477845328e-17,2.616107254346549e-13,1.6689326637852688e-13,4.692438697516421e-16,3.103027526719952e-14,3.5055884485115636e-18,5.894039586653867e-14,2.049377796099479e-16,1.3075212729647436e-17,5.542425465208835e-16,1.712586996180662e-11,4.9896857658960756e-14,3.262791425044611e-11,7.836273305243837e-19,1.2818728255341966e-12,1.5993186847970134e-14,1.2286436370137355e-19,1.2087115996788315e-13,4.052231707160627e-18,1.0076117246045511e-11
3.3653884239361754e-07,0.7138939057563793,3.76,0.0,0.8483184125867981,0.9999753841302828,1.197665741528025e-05,0.0003344381907914292,3.5481369036830886e-06,0.02036238556553866,0.020366275340688647,1.4870833564982756e-10,0.0001342392355179064,7.800193690061682e-07,1.7244838567209005e-06,2.022143312242625e-06,1.3078893350906145e-05,2.7647892632882136e-08,1.8190417445565662e-06,3.7332675423078904e-05,0.00017263323668684615,1.2040421057496964e-06,2.4910124583425185e-07,2.4399230775551824e-07,7.926315104915493e-07,6.490469431145469e-07,1.2400661274361284e-09,1.1449501143911929e-09,3.7778226800967233e-10,5.873606164163964e-10,2.6076946384187002e-15,4.602773693035445e-09,2.217613515578947e-09,5.769957804885352e-10,4.0433721204808824e-14,9.94231840742932e-14,4.385706583664081e-05,2.7513936531437653e-07,3.347130468887765e-05,2.1449489815677597e-08,1.6359929241043994e-15,8.143031919302413e-13,3.1702999015671973e-06,6.828192581231606e-10,1.1824348372747754e-12,8.588434460353381e-10,1.8521830746892638e-11,8.720526140007924e-10,1.2673622810452959e-12,8.009842647394904e-17,4.352134687706968e-15,1.2810817787354422e-06,6.449376036461913e-11,1.041241957532521e-11,1.4359445867921593e-11,1.2497820009026168e-16,3.885083012950874e-18,3.84756709169918e-17,1.2581436595294139e-07,4.332671613857648e-11,2.1979370278328893e-12,1.748541211442975e-13,7.951983983115098e-14,3.083601915887119e-08,4.3835640777465305e-08,4.575715107075504e-10,0.00032165715383993866,3.8328529088600515e-07,4.0999903444717856e-08,3.719108183634185e-15,6.669524168491101e-15,1.7892209968276813e-09,1.882881756392208e-08,5.505369055284463e-13,1.6057929355110172e-11,8.754555298664313e-18,1.3412937410583457e-13,1.0424603564054639e-12,2.7409789579796637e-16,2.0205320750209703e-14,2.388459860919228e-09,7.432102970277356e-12,1.2523863261796117e-13,3.020792695634399e-12,4.263776027850095e-11,1.870682969847708e-12,8.277013670097102e-18,1.7399083242670607e-15,2.4387940309131277e-10,1.2339793623452894e-17,8.484257671965945e-17,2.6721429754952205e-13,1.69621042291433e-13,4.832351871833863e-16,3.2052109948322926e-14,3.610243843785166e-18,6.093615767906772e-14,2.1111274981080437e-16,1.3449524090805187e-17,5.691144049076596e-16,1.7695036983821655e-11,5.122497997890142e-14,3.371237687736341e-11,8.101662287208402e-19,1.3240651433800437e-12,1.6421774665493233e-14,1.3169940352084912e-19,1.2435556135988104e-13,4.185780479749896e-18,1.0350467084010833e-11
3.388721784623897e-07,0.7139122361511696,3.76,0.0,0.8481733686190345,0.9999750768404729,1.2216514184122324e-05,0.000336796338063526,3.5964462189093277e-06,0.02050180873840992,0.02050575803021301,1.497276981829622e-10,0.00013669810415447173,7.863075578538162e-07,1.7444285743749413e-06,2.0619066042424144e-06,1.319370051275252e-05,2.8070516098079568e-08,1.8406035751567589e-06,3.7802347992969776e-05,0.00017562941747043502,1.2179790256268025e-06,2.5403789864164256e-07,2.482409844965117e-07,8.081001468511809e-07,6.574773178573994e-07,1.2727668792779355e-09,1.180451450154902e-09,3.822752859647351e-10,6.024526125644558e-10,2.6887316604876473e-15,4.683629838503875e-09,2.2651196426623108e-09,5.916408114716631e-10,4.189742059695694e-14,1.0195470764268314e-13,4.414374690434129e-05,2.7888646755763977e-07,3.363228557000152e-05,2.1895129715444417e-08,1.6782604275819667e-15,8.258651343656206e-13,3.203679038627489e-06,6.968306960922621e-10,1.2237245663689143e-12,8.63508214990682e-10,1.882636590398282e-11,8.915929516413674e-10,1.2876607051517624e-12,8.254633920039921e-17,4.486832315311984e-15,1.2908981407120631e-06,6.57749724837949e-11,1.060590584014316e-11,1.4771102766206652e-11,1.2887088557548835e-16,3.983815872048249e-18,4.0285051551365026e-17,1.2675918047408367e-07,4.3999362337366437e-11,2.261395331246027e-12,1.7876704154528474e-13,8.093694289488136e-14,3.118589168997275e-08,4.383087603082323e-08,4.674423891991504e-10,0.00032385202179769854,3.929384883419611e-07,4.10092826276071e-08,3.719843841197961e-15,6.6708712447785526e-15,1.7906907679067645e-09,1.8894920951847804e-08,5.680181103294396e-13,1.6271763687960712e-11,9.027787727269905e-18,1.3849449161058395e-13,1.056846026945009e-12,2.808047027426385e-16,2.079449279781563e-14,2.4004971506301487e-09,7.652945424486785e-12,1.2695787311101254e-13,3.101712429716297e-12,4.4028541746261055e-11,1.931524582229753e-12,8.54643986106897e-18,1.7500280273970459e-15,2.450587392140838e-10,1.2661781595420042e-17,8.611720513720618e-17,2.7289583523639774e-13,1.7238115976416026e-13,4.975618972723559e-16,3.310103481926492e-14,3.7174093050301314e-18,6.29871838120221e-14,2.1743878666480879e-16,1.3832421634261098e-17,5.842915506944133e-16,1.8279363475748614e-11,5.25801792516477e-14,3.482584094660859e-11,8.374397646692706e-19,1.367357012176704e-12,1.6859145932582703e-14,1.3785146928652894e-19,1.2791664631580261e-13,4.322991317470817e-18,1.0630580642531382e-11
3.4120551453116187e-07,0.7139305679887178,3.76,0.0,0.8480283134268426,0.999974766955072,1.2459595480477616e-05,0.0003391548053488654,3.6451373765731996e-06,0.020641207605787765,0.020645216993935192,1.5074672307472757e-10,0.0001391872431226919,7.925952498330228e-07,1.7644223236562553e-06,2.1021243303759286e-06,1.3308962098990713e-05,2.8497055544734457e-08,1.8623150992326206e-06,3.827551547019487e-05,0.00017866073744552004,1.2320135279764035e-06,2.5904499295109965e-07,2.5254608552384446e-07,8.237821226110677e-07,6.659728976079133e-07,1.3061811260628362e-09,1.2168529246920705e-09,3.867994336298962e-10,6.178538962591332e-10,2.7718258948056084e-15,4.765477834692601e-09,2.313431285508689e-09,6.06569050915368e-10,4.3405261803222796e-14,1.0453524162388535e-13,4.443019718788969e-05,2.8265791580538383e-07,3.3792514731251604e-05,2.2346867930285277e-08,1.7214003220242572e-15,8.375764121871761e-13,3.2372069416405494e-06,7.110287701521847e-10,1.266203005122337e-12,8.681586411111941e-10,1.913408683113831e-11,9.114426492392274e-10,1.308151251612788e-12,8.505532141778524e-17,4.624931658447651e-15,1.3007226243972464e-06,6.707199554472223e-11,1.0801578415426706e-11,1.5192195674358838e-11,1.3285955168997335e-16,4.084457741231501e-18,4.216813929665024e-17,1.2771261070496558e-07,4.4678083194583395e-11,2.3262662608156783e-12,1.827416718165983e-13,8.236840926627512e-14,3.153833110356134e-08,4.382612934264231e-08,4.774573337609871e-10,0.00032604630990105743,4.0277506579105185e-07,4.1018864714340724e-08,3.720597668934818e-15,6.672251721486325e-15,1.7921716292658686e-09,1.8961558043395883e-08,5.859340794869294e-13,1.6487426836550142e-11,9.307815629529854e-18,1.4297638578043567e-13,1.0713280902807546e-12,2.8763145364626823e-16,2.1396937722966254e-14,2.412477165097664e-09,7.878744737917677e-12,1.2868847976159505e-13,3.1842986727290767e-12,4.545518075215084e-11,1.9939448800687365e-12,8.8228621988653e-18,1.7602853484715484e-15,2.462522781266758e-10,1.2990211118437645e-17,8.740174274094306e-17,2.7865583426049215e-13,1.7517384477335653e-13,5.122303655107902e-16,3.417761392000938e-14,3.8271280478814215e-18,6.509469663366366e-14,2.2391883699499976e-16,1.422405852937631e-17,5.997786373363792e-16,1.8879159918682378e-11,5.39629194993479e-14,3.5968904367717364e-11,8.654641332994775e-19,1.4117701625735858e-12,1.7305434339469112e-14,1.393379530877482e-19,1.315556501980181e-13,4.463947348378061e-18,1.0916549270110545e-11
3.4353885059993404e-07,0.7139489012998111,3.76,0.0,0.8478832467662006,0.999974454457852,1.2705926149131007e-05,0.00034151358888819287,3.694212036261509e-06,0.020780582163125654,0.020784652230913258,1.517655828556103e-10,0.0001417068692175749,7.988824297982272e-07,1.7844646345775569e-06,2.1427976134887674e-06,1.3424680208725765e-05,2.8927530022809653e-08,1.884176917389747e-06,3.875219257596281e-05,0.00018172744059406524,1.246146003690451e-06,2.641231825052892e-07,2.5690823772813684e-07,8.396795665983976e-07,6.745339745288928e-07,1.3403222268595834e-09,1.2541733402670927e-09,3.9135483424123945e-10,6.335695731227935e-10,2.857020307832828e-15,4.848326489832239e-09,2.3625609622924495e-09,6.217848489579209e-10,4.495832714132033e-14,1.0716553679716292e-13,4.471641686046566e-05,2.8645369355072587e-07,3.395199604702286e-05,2.2804744984948214e-08,1.765427070357968e-15,8.494383189605529e-13,3.270883454091393e-06,7.254146180009163e-10,1.3098980259527598e-12,8.727948314169132e-10,1.9445011204211303e-11,9.316047139706064e-10,1.328834747196871e-12,8.762662539297424e-17,4.766501146790577e-15,1.3105552907385704e-06,6.838489958330969e-11,1.0999445547577271e-11,1.5622900742370803e-11,1.3694606180173287e-16,4.1870378674858425e-18,4.4127516026629294e-17,1.2867472311249061e-07,4.536290101797956e-11,2.392574238122973e-12,1.8677859517756173e-13,8.381432699490533e-14,3.189335985177854e-08,4.382140081747744e-08,4.876174824076756e-10,0.0003282400155543347,4.127974548184934e-07,4.102865142245731e-08,3.721369841016778e-15,6.673665414620084e-15,1.7936636006619464e-09,1.9028731111927104e-08,6.04292865346323e-13,1.670493124759329e-11,9.594767073517607e-18,1.4757755128015675e-13,1.0859065060954975e-12,2.9457962798819083e-16,2.2012871404633955e-14,2.424400199647453e-09,8.109580497018702e-12,1.304304500501923e-13,3.268577083195434e-12,4.691837664844449e-11,2.0579752287582258e-12,9.106419776791943e-18,1.7706815752139603e-15,2.474601185027209e-10,1.3325181242240344e-17,8.869620237115417e-17,2.844947895343837e-13,1.779993242176821e-13,5.272470566277201e-16,3.528242081664868e-14,3.93945320710975e-18,6.725993092729285e-14,2.3055589506219793e-16,1.462459166147973e-17,6.15580372770955e-16,1.9494741679851796e-11,5.5373575209532546e-14,3.714217427315578e-11,8.942558879292139e-19,1.457326648253217e-12,1.7760775115297724e-14,1.4357452440997885e-19,1.352738235869897e-13,4.608733260561649e-18,1.1208465500734828e-11
3.458721866687062e-07,0.7139672361154916,3.76,0.0,0.8477381683923247,0.9999741393325352,1.2955531117072457e-05,0.00034387268493710476,3.7436718644513735e-06,0.020919932405824137,0.020924063740177204,1.5278434433289872e-10,0.00014425719992451936,8.051690831798642e-07,1.8045550502592288e-06,2.1839275680580247e-06,1.3540856940200843e-05,2.9361958667517696e-08,1.9061896324097326e-06,3.923239409003485e-05,0.00018482977168405941,1.2603768451184593e-06,2.692731238955821e-07,2.6132807289560676e-07,8.557946234357648e-07,6.831608420263322e-07,1.3752037205391633e-09,1.2924317716304126e-09,3.9594161148939124e-10,6.49604808212296e-10,2.944358486244686e-15,4.9321846861545914e-09,2.412521360911697e-09,6.372926108614228e-10,4.65577159314633e-14,1.0984635340313174e-13,4.5002406095143536e-05,2.902737843886012e-07,3.4110733377164414e-05,2.326880138735555e-08,1.8103553414895096e-15,8.614521553181151e-13,3.3047084197436255e-06,7.399893759313576e-10,1.3548379400364033e-12,8.774168926280366e-10,1.975915674937713e-11,9.5208216448666e-10,1.349712022762137e-12,9.026150859098514e-17,4.91161013242477e-15,1.3203962008714648e-06,6.971375426946492e-11,1.1199515438644654e-11,1.606339653026043e-11,1.411323044625818e-16,4.291585865971267e-18,4.616582679527889e-17,1.2964558443949842e-07,4.605383818762897e-11,2.460344005734381e-12,1.9087839692254395e-13,8.527478677910852e-14,3.225100051917033e-08,4.381669056019924e-08,4.979239750388738e-10,0.0003304331361448903,4.230081033451223e-07,4.103864447783236e-08,3.7221605268535364e-15,6.675112261975117e-15,1.795166707584635e-09,1.9096442442323027e-08,6.231026064426361e-13,1.6924289457240597e-11,9.88877174653261e-18,1.5230051621130335e-13,1.1005812342595778e-12,3.0165071989040715e-16,2.2642511600048267e-14,2.436266548477968e-09,8.345533097324082e-12,1.3218377850541865e-13,3.3545736171807933e-12,4.8418836853087166e-11,2.123647366629716e-12,9.397253342544333e-18,1.7812180031540696e-15,2.486823593336736e-10,1.3666792198534828e-17,9.000059697631941e-17,2.9041319529841607e-13,1.8085782572667615e-13,5.426185200084062e-16,3.641603672976979e-14,4.054435036267475e-18,6.948414705821308e-14,2.373529943313408e-16,1.5034179945130928e-17,6.317015138559356e-16,2.0126427942124414e-11,5.6812546792799235e-14,3.8346265162736074e-11,9.238317520616045e-19,1.5040487812859288e-12,1.822530494211987e-14,1.4989980675712166e-19,1.390724294228814e-13,4.757435291116568e-18,1.1506422816829315e-11
3.4820552273747837e-07,0.7139855724665424,3.76,0.0,0.847593078059222,0.9999738215627645,1.3208435441759566e-05,0.00034623208977450307,3.7935185385416207e-06,0.0210592583291999,0.021063451520712533,1.5380291667809654e-10,0.00014683845382434588,8.114551962736825e-07,1.8246931341199074e-06,2.2255152958501943e-06,1.3657494390643065e-05,2.9800360748760973e-08,1.9283538507643305e-06,3.9716134884857675e-05,0.00018796797673020267,1.2747064470303873e-06,2.7449547816333017e-07,2.6580623058324757e-07,8.721294628267291e-07,6.918537954607556e-07,1.4108394303226464e-09,1.3316477306654183e-09,4.0055988980037494e-10,6.659648615244559e-10,3.0338850178973384e-15,5.017061424449269e-09,2.4633254388216584e-09,6.530968305063578e-10,4.8204554668867386e-14,1.1257846697387005e-13,4.528816506483454e-05,2.9411817207573367e-07,3.4268730558705285e-05,2.373907761880322e-08,1.8562001332704982e-15,8.736192285578245e-13,3.3386816828013823e-06,7.547541780270442e-10,1.4010517507173219e-12,8.820249309958561e-10,2.0076541277121797e-11,9.728780376171962e-10,1.3707839155160364e-12,9.296120800046577e-17,5.060329304673038e-15,1.330245416216647e-06,7.10586286979122e-11,1.1401796221012886e-11,1.6513865465312984e-11,1.4542020870985957e-16,4.398131948911097e-18,4.82858179540566e-17,1.30625261855109e-07,4.6750917200326865e-11,2.5296008190272916e-12,1.950416647224608e-13,8.674988195658604e-14,3.2611275900406384e-08,4.381199867615855e-08,5.083779545437812e-10,0.0003326256690332175,4.33409485167479e-07,4.104884561856453e-08,3.722969870932095e-15,6.676592776540928e-15,1.796681005565221e-09,1.916469433656187e-08,6.423715783110901e-13,1.7145514141393765e-11,1.0189961638962711e-17,1.571478621450352e-13,1.1153522348347948e-12,3.0884623398290523e-16,2.3286079030114828e-14,2.4480765040202498e-09,8.586684234400713e-12,1.3394845544236922e-13,3.442314534759889e-12,4.995728163660642e-11,2.1909936245838302e-12,9.695506274261964e-18,1.791895929024945e-15,2.4991910011506266e-10,1.4015145800471006e-17,9.131493966483716e-17,2.9641154473813063e-13,1.8374957808884791e-13,5.583514274826296e-16,3.7579055082227783e-14,4.172120435321555e-18,7.176863704507816e-14,2.4431322637447316e-16,1.5452983807548068e-17,6.48146881189281e-16,2.0774543952019927e-11,5.828027959574657e-14,3.9581803249202526e-11,9.542087933019998e-19,1.5519592844447646e-12,1.8699162222259113e-14,1.5392411586752702e-19,1.4295274983051878e-13,4.910141404334869e-18,1.181051620918477e-11
3.5053885880625054e-07,0.7140039103844646,3.76,0.0,0.8474479755200263,0.9999735011321252,1.34646642749887e-05,0.0003485917996959696,3.843753743828954e-06,0.021198559928508807,0.02120281557147258,1.5482125649504481e-10,0.00014945085028972017,8.177407559699054e-07,1.8448784639295865e-06,2.2675618898163143e-06,1.377459465677312e-05,3.0242755633729755e-08,1.950670181418012e-06,4.020342989998945e-05,0.00019114230264836516,1.289135205862323e-06,2.797909096230838e-07,2.70343355971463e-07,8.886862726275728e-07,7.006131316207921e-07,1.4472433894800716e-09,1.3718410489056597e-09,4.0520979411685163e-10,6.826550625320807e-10,3.1256452179234206e-15,5.1029657921294e-09,2.5149863518880367e-09,6.692020666440836e-10,4.989998977299282e-14,1.153626641711263e-13,4.5573693942334265e-05,2.9798684048650953e-07,3.442599141235184e-05,2.421561414131555e-08,1.9029766357725846e-15,8.859408535619055e-13,3.3728030877875255e-06,7.697101567882553e-10,1.4485689779155311e-12,8.866190524326335e-10,2.039718265546297e-11,9.939953833174577e-10,1.3920512673884874e-12,9.572698309169284e-17,5.212730423741055e-15,1.3401029984235459e-06,7.241959155067866e-11,1.1606295977035996e-11,1.697449281104278e-11,1.4981173322261231e-16,4.506706762101166e-18,5.0490311796008166e-17,1.3161382284784006e-07,4.745416063542556e-11,2.600370313106339e-12,1.9926898873702527e-13,8.823970898167805e-14,3.297420894206351e-08,4.380732527108122e-08,5.189805659738493e-10,0.00033481761156034,4.440040928337941e-07,4.105925659244487e-08,3.72379801745326e-15,6.678107497371524e-15,1.798206554949544e-09,1.9233489109874392e-08,6.621081565348888e-13,1.7368618079980388e-11,1.0498470393289904e-17,1.6212220965057318e-13,1.1302194680337316e-12,3.1616769208583115e-16,2.3943796583731834e-14,2.45983035744074e-09,8.83311655495e-12,1.3572447258052138e-13,3.531826443295412e-12,5.153444065034728e-11,2.2600467673704802e-12,1.0001323874789367e-17,1.802716658768058e-15,2.5117044070680714e-10,1.437034528597528e-17,9.263924366938049e-17,3.024903302814114e-13,1.866748109307048e-13,5.744525507729115e-16,3.8772078263110715e-14,4.292558905617778e-18,7.411470703498485e-14,2.5143972969309993e-16,1.5881166087240783e-17,6.649213537601233e-16,2.1439419419412624e-11,5.977721945647055e-14,4.0849423299870746e-11,9.854043981663035e-19,1.6010811811410946e-12,1.9182487095079843e-14,1.5763010556266637e-19,1.4691608136851842e-13,5.066941331852792e-18,1.2120841773692662e-11
3.528721948750227e-07,0.7140222499002585,3.76,0.0,0.8473028605267854,0.9999731780241313,1.3724242885763234e-05,0.0003509518110175261,3.89437917539822e-06,0.021337837198931262,0.021342155891370857,1.5583945727045088e-10,0.00015209460967680852,8.240257498486434e-07,1.8651106347540194e-06,2.3100684325503084e-06,1.38921598350512e-05,3.068916280966726e-08,1.9731392366852884e-06,4.0694294158268436e-05,0.00019435299747332777,1.3036635202554536e-06,2.851600865155575e-07,2.749401012252797e-07,9.054672632521781e-07,7.094391490375728e-07,1.484429888032389e-09,1.4130319597424227e-09,4.098914500624767e-10,6.996808274393658e-10,3.2196853213415993e-15,5.1899069853626046e-09,2.5675175005551994e-09,6.856129598110145e-10,5.1645192521874126e-14,1.181997457725744e-13,4.585899290029925e-05,3.01879773641365e-07,3.458251973881307e-05,2.469845139309429e-08,1.9507002349949086e-15,8.984183521575605e-13,3.407072479618504e-06,7.848584427696733e-10,1.4974197680536758e-12,8.9119936243652e-10,2.0721098829557052e-11,1.015437267812124e-09,1.4135149259392328e-12,9.856014725663037e-17,5.3688863777082725e-15,1.3499690094624234e-06,7.379671100346267e-11,1.1813022727751521e-11,1.7445467394870193e-11,1.5430887406474965e-16,4.617341500737945e-18,5.278222503130163e-17,1.326113352807959e-07,4.816359117842501e-11,2.6726785948044215e-12,2.0356096110375257e-13,8.974436679602184e-14,3.3339822779402246e-08,4.380267045111383e-08,5.297329570633062e-10,0.0003370089610431906,4.547944420920253e-07,4.106987915761886e-08,3.724645135857101e-15,6.679656430768473e-15,1.7997433934653862e-09,1.9302829092202494e-08,6.823208407995325e-13,1.7593614177448387e-11,1.0814433661019363e-17,1.6722622814434876e-13,1.1451828941538104e-12,3.2361662846403613e-16,2.4615889804745417e-14,2.4715283983585245e-09,9.084913904814403e-12,1.375118253102314e-13,3.6231362322129855e-12,5.3151055180833476e-11,2.330840096882677e-12,1.0314853830791294e-17,1.8136815154824477e-15,2.524364814211988e-10,1.473249523890073e-17,9.39735223595029e-17,3.086500434294906e-13,1.8963375491873123e-13,5.909287699312215e-16,3.9995719791903536e-14,4.4158043044372826e-18,7.65236865867487e-14,2.587356944212112e-16,1.631889274431354e-17,6.820298636508884e-16,2.2121389617469312e-11,6.130378224667912e-14,4.214977069263121e-11,1.017436308043737e-18,1.6514378669284928e-12,1.9675421136308253e-14,1.6509693754599423e-19,1.5096373763612685e-13,5.2279263477553896e-18,1.2437496976251495e-11
3.5520553094379487e-07,0.714040591045646,3.76,0.0,0.8471577328307315,0.9999728522222414,1.3987196631313345e-05,0.00035331212007037275,3.9453965357128055e-06,0.021477090135590963,0.021481472479290904,1.568575352587466e-10,0.00015476995308178566,8.303101659752283e-07,1.8853892542974119e-06,2.3530359992899364e-06,1.4010192022006331e-05,3.11396018542606e-08,1.9957616311785154e-06,4.118874274520605e-05,0.00019760031008163057,1.3182917903877988e-06,2.906036801811577e-07,2.795971237756064e-07,9.22474662122525e-07,7.183321475827664e-07,1.522413417860406e-09,1.4552410039435068e-09,4.1460498373430796e-10,7.170476390359463e-10,3.3160522625216683e-15,5.2778942834154435e-09,2.620932475825555e-09,7.023342131487118e-10,5.344135335088497e-14,1.2109052329509972e-13,4.6144062111284104e-05,3.057969556718771e-07,3.4738319323963706e-05,2.5187629794350636e-08,1.9993865293852176e-15,9.11053053379182e-13,3.4414897035078734e-06,8.002001650801458e-10,1.5476347695124154e-12,8.957659661979288e-10,2.1048307797428848e-11,1.0372067695591715e-09,1.435175743219251e-12,1.0146202544111744e-16,5.528871107435781e-15,1.3598435115329811e-06,7.51900548544314e-11,1.2021984448403565e-11,1.7926980783387898e-11,1.5891365592566315e-16,4.730067778796231e-18,5.516454988209942e-17,1.3361786732153322e-07,4.887923159112398e-11,2.7465521408485057e-12,2.0791817640047988e-13,9.12639573606414e-14,3.370814068971776e-08,4.379803432277112e-08,5.406362775684792e-10,0.0003391997147804729,4.6578306624492454e-07,4.108071508162901e-08,3.725511392401763e-15,6.6812396721297585e-15,1.8012915607251816e-09,1.937271662613435e-08,7.030182258039021e-13,1.782051543788971e-11,1.11379887867019e-17,1.7246262427528407e-13,1.1602424736807664e-12,3.3119459282951423e-16,2.5302586284390893e-14,2.4831709152430913e-09,9.342161047069078e-12,1.3931050676613831e-13,3.71627112505892e-12,5.4807875451639384e-11,2.4034073283656233e-12,1.0636245662834037e-17,1.8247918322203775e-15,2.537173229109073e-10,1.51017016731981e-17,9.53177892258694e-17,3.148911749902502e-13,1.9262664150226713e-13,6.077870627237242e-16,4.125060181667002e-14,4.541908529703558e-18,7.899693335519859e-14,2.6620435585940886e-16,1.6766331806386478e-17,6.994774011341433e-16,2.2820794052241417e-11,6.286040079994895e-14,4.3483498933947055e-11,1.0503224604818619e-18,1.7030530239066185e-12,2.0178107650094768e-14,1.7201767396631934e-19,1.5509704612599225e-13,5.3931894941241045e-18,1.2760580337536539e-11
