Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66)
3.981741114832885e-07,0.5957475434052624,5.990162988452715e-08,8.317290770688262e-10,3.8628911870857755e-09,7.368974378988918e-08,0.0,0.0,1.2445651516470723e-07,2.5138993752959196e-11,8.164553315761672e-11,1.4113467054763043e-10,6.89909130987923e-11,4.615168307140278e-25,3.7728608393364164e-18,3.545089344636702e-12,6.517003064794277e-08,5.169553811914486e-11,6.421670773526872e-20,1.4472764313320677e-21,1.1996834331829109e-11,2.114189567630757e-11,3.43127257508439e-12,9.285681719483916e-15,5.568443851037961e-13,1.0532423711137097e-13,2.053917588969644e-12,0.00030509781179216425,1.3723003216075688e-12,5.3348936703726764e-11,3.0761680646172423e-15,1.4571340098431082e-19,5.136389222218821e-13,1.6053662979869093e-13,3.76,0.0,0.6737173050334576,0.999816344126986,7.3012297873552175e-09,8.995062099209166e-08,0.0003050979756440157,2.3314017757659882e-08,1.5745712449666918e-07,1.327602537278807e-08,2.1250171956131572e-16,2.634801970121647e-16,3.8376136936358705e-16,1.7657742858964893e-18,1.8606621723061867e-16,6.672926584594607e-08,1.3852142585211003e-09,2.460452514756514e-13,1.406834465165391e-16,1.415090256514776e-17,1.7715472587447168e-13,1.3299454080358687e-10,4.77982197233246e-10,5.167836947446497e-17,4.99293331499971e-20,9.266997470346497e-19,3.903536072773824e-19,2.715806977300457e-26,5.89626296026602e-17,1.312458243560605e-23,9.768809678219166e-16,1.6210446227021195e-15,1.241410318417132e-17,4.3050337807627936e-15,4.203019572596437e-16,7.655130122899548e-19,2.053499020990909e-18,2.6692906095985794e-28,2.4093519244877893e-24,6.602522231921837e-11,1.3547418018909557e-12,5.88514728910293e-17,2.2221813145410414e-15,0.00018352422475881227,4.5060861302335605e-21,6.690730090035414e-11,1.675907379952574e-27,5.176326525656749e-28,8.67961409512072e-08,6.684113196215293e-16,5.1807578229186994e-23,3.8546222748575027e-13,1.3177377011182842e-19,3.264669718566796e-23
4.08493686066005e-07,0.5957484111791419,6.162106800419244e-08,8.578348887192533e-10,4.0065297435393345e-09,7.790840475535924e-08,0.0,0.0,1.280913852644423e-07,2.651951020431289e-11,8.748355691434524e-11,1.4498116592714182e-10,7.187831098280284e-11,4.905221481531921e-25,3.892925334714233e-18,3.545441128617683e-12,6.677606486041278e-08,5.4383236292207966e-11,7.065612861181189e-20,1.5927941822156917e-21,1.2705328247252633e-11,2.1760368513165136e-11,3.43124644642294e-12,9.826671718622346e-15,5.720170798570658e-13,1.1442739382577642e-13,2.1853318890346157e-12,0.0003130032641471478,1.4438359535047129e-12,5.4820408381644146e-11,3.1700712985263637e-15,1.5843273667574356e-19,5.58333424066792e-13,1.7339522906623866e-13,3.76,0.0,0.6737093876377809,0.999816340099613,7.810095798641717e-09,9.236241626635379e-08,0.0003130034355027458,2.3867339767194295e-08,1.645818505230453e-07,1.350106033393352e-08,2.3110565252683613e-16,2.856162099436288e-16,4.280097516662904e-16,1.8963368939279597e-18,2.0687382142589912e-16,6.841367325904041e-08,1.4572705563522457e-09,2.654806003178981e-13,1.4088528505669814e-16,1.4165629269814713e-17,1.7719815008299936e-13,1.3627301691521116e-10,4.987826540622231e-10,5.4802694461648525e-17,5.299261394433364e-20,1.0312894203026034e-18,4.354307329276134e-19,3.090937042907094e-26,6.363215145983656e-17,1.4149316826273868e-23,1.0303187260118224e-15,1.7563831409579053e-15,1.3376268452289395e-17,4.581499235164875e-15,4.468602397850415e-16,8.416901380228255e-19,2.2009375919419748e-18,3.1317422239068733e-28,2.6822055290995876e-24,6.92069276226969e-11,1.3593123893875599e-12,6.425142797317621e-17,2.2798062966573022e-15,0.0001835242240197656,5.023848461584956e-21,6.897165012786274e-11,1.814374289763573e-27,6.099388170659934e-28,8.904507934512742e-08,7.21953885091228e-16,5.869602869479731e-23,4.1373351003701207e-13,1.4252623097501786e-19,3.662596772619065e-23
4.1881326064872146e-07,0.59574927895704,6.334221467638375e-08,8.839658749420651e-10,4.150487698607973e-09,8.224643711349296e-08,0.0,0.0,1.3174670097673036e-07,2.7939846780292662e-11,9.355762677595542e-11,1.4882858929440844e-10,7.478475182165472e-11,5.204829915200383e-25,4.0133557385761965e-18,3.5458042858359103e-12,6.837806908597684e-08,5.714073135202436e-11,7.752730486760972e-20,1.7480456276954363e-21,1.3434978408963367e-11,2.2378853476318535e-11,3.4312206125434544e-12,1.0383848988147411e-14,5.871599006317018e-13,1.2410005255756907e-13,2.321303467228661e-12,0.0003209086234452052,1.5173368503850417e-12,5.630688259359032e-11,3.263876371498682e-15,1.718796012279334e-19,6.055550238625851e-13,1.8697677572827695e-13,3.76,0.0,0.6737014701843508,0.9998163360411927,8.337553446871643e-09,9.477814028605878e-08,0.0003209088024870405,2.4421319883707313e-08,1.718563053661764e-07,1.3726309258782941e-08,2.507648392556984e-16,3.0898182503408245e-16,4.759560343119496e-16,2.033191761748272e-18,2.293934342716783e-16,7.009584587234056e-08,1.5311190550696306e-09,2.8591275342070815e-13,1.410656693584093e-16,1.417884706652328e-17,1.7724231366071495e-13,1.3955560148794133e-10,5.200004324699799e-10,5.80225004267013e-17,5.615800158759732e-20,1.1445814022917836e-18,4.843394340971919e-19,3.506165897300978e-26,6.854023644762632e-17,1.5225064954526515e-23,1.0851843687274914e-15,1.8990383802144606e-15,1.4382598180668395e-17,4.86669145583656e-15,4.743051657699318e-16,9.2311756083546e-19,2.3545582905144325e-18,3.6589501027582332e-28,2.977801309409419e-24,7.246318429272442e-11,1.363890082211301e-12,6.998460390790652e-17,2.337430600850377e-15,0.00018352422327501446,5.585068550420069e-21,7.103246733571356e-11,1.9624024925879605e-27,7.156077203285397e-28,9.129398773747006e-08,7.782907159110053e-16,6.629843499781894e-23,4.4335136072917337e-13,1.538015848183957e-19,4.0967940089222044e-23
4.2913283523143793e-07,0.5957501467389729,6.50650892191208e-08,9.101224980081642e-10,4.294739835696477e-09,8.670395718256522e-08,0.0,0.0,1.3542248506957073e-07,2.94002257944785e-11,9.986937173634492e-11,1.5267695644809398e-10,7.770906610829901e-11,5.51406623767587e-25,4.134155180959012e-18,3.5461788308022005e-12,6.997605379967868e-08,5.996817945640944e-11,8.484501871607578e-20,1.9133694863185242e-21,1.4185830927626847e-11,2.2997346943911333e-11,3.431195072720404e-12,1.0957272624296752e-14,6.022729753300813e-13,1.343653536351291e-13,2.4618491005915884e-12,0.0003288138896846759,1.592823514980214e-12,5.7808893456006764e-11,3.3575833206316467e-15,1.860735290131848e-19,6.553673243736416e-13,2.0130451511648233e-13,3.76,0.0,0.6736935526730152,0.9998163319516964,8.883642011974939e-09,9.719778302245316e-08,0.000328814076596449,2.4975941744851706e-08,1.7928065515243752e-07,1.3951775254411288e-08,2.715085475554504e-16,3.3361208125693417e-16,5.277972706107727e-16,2.176500483915543e-18,2.537176146226089e-16,7.177578663103563e-08,1.6067572359328529e-09,3.0736662046663146e-13,1.4122710319567408e-16,1.4190733625587144e-17,1.7728720667796883e-13,1.4284217486807706e-10,5.416349698028281e-10,6.133781064792234e-17,5.942639963026152e-20,1.2670537023191376e-18,5.372938225958382e-19,3.964573441621285e-26,7.36926629600508e-17,1.6353084352269793e-23,1.1414801601175444e-15,2.0492042828951135e-15,1.5433681781240746e-17,5.160607661446012e-15,5.026397965985113e-16,1.0099986546520266e-18,2.5144325002057673e-18,4.257933396352958e-28,3.297385257867874e-24,7.579407388157235e-11,1.368474840975486e-12,7.606184364169064e-17,2.3950542271215595e-15,0.00018352422252455522,6.192106968999822e-21,7.308955867512063e-11,2.1204821647981498e-27,8.361485347286374e-28,9.354286606924131e-08,8.374937598632671e-16,7.466895377165864e-23,4.743475029659405e-13,1.6560749344806152e-19,4.569498321309403e-23
4.394524098141544e-07,0.5957510145249557,6.678970743171753e-08,9.363051658348938e-10,4.4392642132800554e-09,9.128108249172151e-08,0.0,0.0,1.3911876001819865e-07,3.090086982535851e-11,1.0642033203512154e-10,1.5652628299535704e-10,8.06501735740084e-11,5.833003709009196e-25,4.255326625157711e-18,3.5465647770870834e-12,7.15700294253645e-08,6.286573805902931e-11,9.26240681141742e-20,2.0891061766228655e-21,1.495793197103536e-11,2.3615846029043705e-11,3.4311698264418902e-12,1.1547001489185871e-14,6.173564327886556e-13,1.452468644116252e-13,2.606984566325793e-12,0.0003367190628639121,1.6703171367004096e-12,5.932695913248011e-11,3.451192293624032e-15,2.01033899292042e-19,7.078330465449486e-13,2.164018708876263e-13,3.76,0.0,0.6736856351036236,0.999816327831095,9.448397728229362e-09,9.962133447294116e-08,0.0003367192578305188,2.5531190736126506e-08,1.8685506356837494e-07,1.4177460442849499e-08,2.9336612015358903e-16,3.5954213339892646e-16,5.837353414284776e-16,2.326426065983687e-18,2.7994142943674104e-16,7.3453498476427e-08,1.6841825835456714e-09,3.298671100811499e-13,1.413718043207128e-16,1.4201446321297914e-17,1.7733281996608646e-13,1.4613263019493907e-10,5.636857041599613e-10,6.474865895020906e-17,6.279871878806457e-20,1.3991977459583767e-18,5.945140088268425e-19,4.469385925233842e-26,7.909519774655008e-17,1.7534636821122448e-23,1.199208344059951e-15,2.2070751214427493e-15,1.653008811973007e-17,5.4632461975994305e-15,5.318670312955189e-16,1.1025381666611663e-18,2.6806293817321624e-18,4.936259775977753e-28,3.642237590180278e-24,7.919967584204836e-11,1.373066623143451e-12,8.249402516614658e-17,2.4526771754722906e-15,0.00018352422176839007,6.847385331534033e-21,7.514275568469126e-11,2.2891161644502717e-27,9.731952524561665e-28,9.579171428138609e-08,8.996350320928047e-16,8.386442166557403e-23,5.067537120752215e-13,1.779513531120579e-19,5.083020810583096e-23
4.4977198439687086e-07,0.5957518823150039,6.851608197631766e-08,9.625142330472732e-10,4.5840417354326066e-09,9.597793155017764e-08,0.0,0.0,1.4283554801853186e-07,3.244200171331357e-11,1.1321196596912439e-10,1.603765843594571e-10,8.360707655050522e-11,6.161716157572565e-25,4.376872861269844e-18,3.5469621454405882e-12,7.316000633892537e-08,6.58335658628998e-11,1.0087926778243299e-19,2.275597807638386e-21,1.5751327775859362e-11,2.4234348430313626e-11,3.4311448738595044e-12,1.2153094224241778e-14,6.324104023727457e-13,1.5676857324762318e-13,2.7567247404064973e-12,0.00034462414298127897,1.7498395709771978e-12,6.086158231568613e-11,3.544703523460793e-15,2.167799347343461e-19,7.630140259111355e-13,2.322924439796907e-13,3.76,0.0,0.6736777174760267,0.9998163236793596,1.0031854179982204e-08,1.0204878466096162e-07,0.0003446243461887958,2.6087053780363574e-08,1.9457969200209178e-07,1.4403366178644227e-08,3.16366977530453e-16,3.868072514369262e-16,6.439769459340094e-16,2.4831329267302405e-18,3.0816245740539784e-16,7.512898434593346e-08,1.763392585851657e-09,3.534391297999956e-13,1.4150173712681435e-16,1.4211124561263543e-17,1.7737914548408485e-13,1.4942687199354641e-10,5.861520743924447e-10,6.825508904907271e-17,6.627587683812509e-20,1.5415184186139583e-18,6.562261106183102e-19,5.023978617244975e-26,8.475359594248776e-17,1.8770988297578773e-23,1.258371136892357e-15,2.3728454941811757e-15,1.7672366167261952e-17,5.7746064715192586e-15,5.619896162715933e-16,1.2009421254076692e-18,2.8532159595079406e-18,5.702072323850546e-28,4.01367279504812e-24,8.268006774994916e-11,1.3776653845047997e-12,8.929205966449279e-17,2.510299445904167e-15,0.00018352422100650968,7.553386179300436e-21,7.719191216807174e-11,2.4688200039033205e-27,1.1285134215335738e-27,9.804053231478853e-08,9.647866154801886e-16,9.394442103228554e-23,5.406018146656923e-13,1.9084030288287782e-19,5.639747155952886e-23
4.6009155897958733e-07,0.5957527501091325,7.024422273057375e-08,9.88750003294662e-10,4.72905577716846e-09,1.0079462364226037e-07,0.0,0.0,1.4657287100072197e-07,3.4023844557754773e-11,1.202456561915797e-10,1.642278758001127e-10,8.657885379921518e-11,6.500277930237522e-25,4.4987965024201695e-18,3.547370958893292e-12,7.474599487114482e-08,6.887182277873959e-11,1.0962545055807627e-19,2.4731881696072925e-21,1.6566064656029654e-11,2.485285231279816e-11,3.431120215179776e-12,1.27756092625183e-14,6.474350136831552e-13,1.6895488349661097e-13,2.911083686399049e-12,0.0003525291300351535,1.831413319241768e-12,6.241325069610552e-11,3.6381173091154334e-15,2.3333070043114753e-19,8.209712111060824e-13,2.49000011462769e-13,3.76,0.0,0.6736697997900771,0.999816319496462,1.0634042644959933e-08,1.0448012363587218e-07,0.00035252934167082366,2.66435191486775e-08,2.024546996840373e-07,1.4629493219497046e-08,3.405406202385047e-16,4.1544281990514114e-16,7.087335928229718e-16,2.6467869003636393e-18,3.3848079253300834e-16,7.68022471730962e-08,1.8443847341298621e-09,3.781075860411989e-13,1.4161864162605684e-16,1.4219891835569127e-17,1.7742617600637595e-13,1.5272481487311942e-10,6.090335201022169e-10,7.185715379782931e-17,6.985879851085452e-20,1.6945341090334668e-18,7.226622619349376e-19,5.63187843632329e-26,9.067360109959379e-17,2.0063408751195706e-23,1.3189707217731127e-15,2.5467103203349376e-15,1.886104563354241e-17,6.094688877739699e-15,5.930101543663699e-16,1.3054177527474814e-18,3.032257204629403e-18,6.5641169642253265e-28,4.413039683227854e-24,8.623532549908532e-11,1.3822710806983949e-12,9.646688976957943e-17,2.5679210384189156e-15,0.00018352422023890872,8.312652866935673e-21,7.923690145771124e-11,2.6601218243403264e-27,1.3040070593496781e-27,1.0028932011027263e-07,1.0330206610174042e-15,1.0497134567882626e-22,5.759236879796363e-13,2.0428123279378904e-19,6.242137974812601e-23
4.704111335623038e-07,0.5957536179073565,7.197413711121842e-08,1.0150127323832078e-09,4.8742918578172066e-09,1.0573127864584407e-07,0.0,0.0,1.5033075064249616e-07,3.564662171440344e-11,1.2752271553816522e-10,1.6808017243389834e-10,8.956465477748633e-11,6.848763849687295e-25,4.621099987073576e-18,3.5477912364867333e-12,7.632800531020248e-08,7.198066988742765e-11,1.18877469033598e-19,2.682222724962724e-21,1.7402189008487302e-11,2.5471356213563308e-11,3.4310958502379887e-12,1.3414604839927225e-14,6.624303963513608e-13,1.818306074961123e-13,3.070074735387158e-12,0.00036043402402392475,1.915061509505606e-12,6.398243741826623e-11,3.731434000917855e-15,2.5070510333274905e-19,8.817646642486069e-13,2.665485252772164e-13,3.76,0.0,0.6736618820456283,0.9998163152823736,1.1254992392039837e-08,1.0691534147283975e-07,0.0003604342442761448,2.7200576291318305e-08,2.104802438240015e-07,1.4855841859430331e-08,3.659166307536796e-16,4.454843372459066e-16,7.782215918504396e-16,2.817555238698338e-18,3.7099904762477417e-16,7.847328988758402e-08,1.9271565229904544e-09,4.0389738408115755e-13,1.4172405911033628e-16,1.4227857528517787e-17,1.7747390474147435e-13,1.5602638233430703e-10,6.323294816410835e-10,7.555491443889075e-17,7.354841537598827e-20,1.8587767525137753e-18,7.940606213704581e-19,6.296766537796167e-26,9.686094521653824e-17,2.1413172080489722e-23,1.381009244404113e-15,2.7288648344021892e-15,2.009663758280213e-17,6.42349472440282e-15,6.249311132600332e-16,1.4161733794662958e-18,3.217816114560298e-18,7.531770424626799e-28,4.841721435334457e-24,8.98655234721025e-11,1.3868836679999085e-12,1.0402948792463876e-16,2.625541953018398e-15,0.0001835242194655831,9.12778944877272e-21,8.127761401623078e-11,2.863562371077698e-27,1.5017257426017797e-27,1.0253807760860301e-07,1.10440938818471e-15,1.1701046664611476e-22,6.127512592483625e-13,2.1828079174677038e-19,6.892729170346259e-23
4.910502827277367e-07,0.5957553535161492,7.543930577491051e-08,1.0676198731445897e-09,5.165381357027688e-09,1.1596495897318859e-07,0.0,0.0,1.5790826542806265e-07,3.901587365376556e-11,1.4281187474132558e-10,1.7578784108308764e-10,9.557524866036587e-11,7.575809666762047e-25,4.866855447343732e-18,3.548666259052309e-12,7.948013286082063e-08,7.841078466525378e-11,1.3895853441469614e-19,3.136014576153116e-21,1.9138786150540727e-11,2.6708359680388308e-11,3.431048001239332e-12,1.4742269629307748e-14,6.923339937447132e-13,2.0975155517609207e-13,3.4020032113409003e-12,0.00037624353279976786,2.0886767500382326e-12,6.717518835667953e-11,3.91777770348935e-15,2.8799965818331295e-19,1.012096207608954e-12,3.04265065639974e-13,3.76,0.0,0.6736460463806534,0.9998163067605113,1.2553284192825726e-08,1.1179737416205618e-07,0.00037624377085482594,2.8316428755501625e-08,2.2698356096357757e-07,1.53092033394908e-08,4.20394502681391e-16,5.099277779361748e-16,9.322808422517465e-16,3.1811111177407434e-18,4.430583831706078e-16,8.180872667787889e-08,2.098029017528705e-09,4.589406208388846e-13,1.4190573150114154e-16,1.4241760209506066e-17,1.775714325581825e-13,1.6264012336328787e-10,6.801627173566273e-10,8.323780721447348e-17,8.125149446262488e-20,2.223138629748418e-18,9.527267714537853e-19,7.813018532833486e-26,1.100605207431231e-16,2.4289842120844288e-23,1.5094114828089121e-15,3.1188254029153316e-15,2.2710513497589677e-17,7.1072862271579e-15,6.914835335626372e-16,1.6573630256243347e-18,3.608729498797933e-18,9.82473759237854e-28,5.792734380627295e-24,9.735103089336965e-11,1.3961293446669809e-12,1.2036201826256258e-16,2.7407817484796603e-15,0.00018352421790173573,1.0936391333082314e-20,8.534584472502779e-11,3.3090854964244796e-27,1.9728086043160147e-27,1.0703550147656722e-07,1.2569401100503382e-15,1.444011631727862e-22,6.910514507116024e-13,2.479812321080239e-19,8.349034717185371e-23
5.096255169766264e-07,0.5957569155782142,7.856405714712233e-08,1.115060213914853e-09,5.428010620509578e-09,1.2558675393542955e-07,0.0,0.0,1.6479854524996721e-07,4.21904416111293e-11,1.5741636304867266e-10,1.8272832970394746e-10,1.010254792592423e-10,8.264851033557499e-25,5.089355709528557e-18,3.5494931581393585e-12,8.230354498887658e-08,8.444094521322959e-11,1.589109282263395e-19,3.587066004671248e-21,2.07753359922868e-11,2.7821653445988165e-11,3.4310059398017714e-12,1.599411191386482e-14,7.19148566316043e-13,2.3749528313544365e-13,3.716701762566873e-12,0.00039047177239943346,2.2522692541425868e-12,7.011304112842613e-11,4.085159196569747e-15,3.2456803446920023e-19,1.1396791275876445e-12,3.4132980448650557e-13,3.76,0.0,0.6736317940806641,0.9998162989838815,1.3786171313045093e-08,1.1620437024953231e-07,0.0003904720271326713,2.9322633206563105e-08,2.423529212236696e-07,1.571798323281515e-08,4.738351788612867e-16,5.730936487180626e-16,1.0893834251924136e-15,3.534349507808937e-18,5.165166135157024e-16,8.480305631512925e-08,2.2578755673818563e-09,5.125643485533224e-13,1.4204209220399834e-16,1.4252392882661617e-17,1.7766153785426736e-13,1.686042651654955e-10,7.246246745630463e-10,9.048045204667854e-17,8.855864464895925e-20,2.5950757475016233e-18,1.115009907157362e-18,9.412721703287003e-26,1.2291170591026433e-16,2.7087815236137864e-23,1.6299153307665382e-15,3.50010547320556e-15,2.522820858301206e-17,7.752562134159598e-15,7.544824054899341e-16,1.8980211988895404e-18,3.983436178304573e-18,1.2357592346411873e-27,6.763484274240998e-24,1.0434500328368019e-10,1.4044736027823612e-12,1.3649809553860114e-16,2.844495245945876e-15,0.00018352421647464112,1.27825707432323e-20,8.899180878217568e-11,3.7572526935749776e-27,2.496595498212098e-27,1.1108307874602352e-07,1.4057326924263004e-15,1.7323054018953936e-22,7.66992405249005e-13,2.7668417169382073e-19,9.851548302308155e-23
5.276173323902761e-07,0.5957584285912341,8.15961733061904e-08,1.1610958747976021e-09,5.6829307846252525e-09,1.3527868520004385e-07,0.0,0.0,1.715362212409983e-07,4.5395055092058883e-11,1.7233077226806124e-10,1.894541515766101e-10,1.0633784643819557e-10,8.964029489719344e-25,5.306070478609377e-18,3.5503297572241303e-12,8.502614034525042e-08,9.050218419169151e-11,1.8001956628431898e-19,4.064474744472595e-21,2.2427238353325923e-11,2.8899968735372582e-11,3.430966104761145e-12,1.725839589977972e-14,7.450325545525882e-13,2.668807299197703e-13,4.035996188322007e-12,0.0004042528379183284,2.4174982744437145e-12,7.301913578663742e-11,4.246990076181111e-15,3.6280443899085217e-19,1.2728650102610991e-12,3.8018919853024456e-13,3.76,0.0,0.6736179892401433,0.9998162913547447,1.5038656194417655e-08,1.2048478568672373e-07,0.0004042531094043516,3.029894413399966e-08,2.5770680063899724e-07,1.6114601279819214e-08,5.297519775638243e-16,6.391476154675159e-16,1.2595680219815567e-15,3.9010007945786964e-18,5.960878009071744e-16,8.769652405376841e-08,2.4181619575194122e-09,5.683353807433928e-13,1.4215488411407569e-16,1.4261365103107735e-17,1.7775089170686443e-13,1.7439143627013515e-10,7.689623387587287e-10,9.779241099337178e-17,9.59799075819076e-20,2.9984565003748337e-18,1.2913026489736852e-18,1.119950043054196e-25,1.3626921114752937e-16,2.999401443347523e-23,1.7511089904520123e-15,3.897912967523453e-15,2.7818536994192026e-17,8.404568873329747e-15,8.183152732267855e-16,2.1536363034567624e-18,4.3673590606631975e-18,1.5305766278081872e-27,7.816215330750979e-24,1.1135183922063933e-10,1.4125764690193975e-12,1.534883543301583e-16,2.944949171882095e-15,0.00018352421507460934,1.4784416222253027e-20,9.250898465873384e-11,4.237368317262577e-27,3.1098892223055455e-27,1.1500343352814677e-07,1.5606661900051813e-15,2.0537601683514117e-22,8.456728298016769e-13,3.0629969135901724e-19,1.1496499235652677e-22
5.456091478039257e-07,0.5957599416169855,8.463369779489316e-08,1.207215746154531e-09,5.9383479491040625e-09,1.4533766378720322e-07,0.0,0.0,1.78336797341504e-07,4.8728556737088226e-11,1.8800683749009002e-10,1.961833209219107e-10,1.1168021698996263e-10,9.69489436696245e-25,5.5239776137793e-18,3.5512015646103055e-12,8.773684543351004e-08,9.678127982048226e-11,2.0296315125329944e-19,4.5836658836547464e-21,2.4145081132682594e-11,2.997827056568551e-11,3.4309271610199632e-12,1.8573920652467178e-14,7.708302570958913e-13,2.9888488482990877e-13,4.36959410524915e-12,0.0004180336205187979,2.589536334117397e-12,7.59868854915415e-11,4.4085348689961435e-15,4.0390859476301495e-19,1.4158007165066122e-12,4.220940766262838e-13,3.76,0.0,0.6736041842189759,0.9998162836302473,1.6348646499074224e-08,1.2477679610687637e-07,0.0004180339093522824,3.12769053079638e-08,2.7352126086477256e-07,1.6511880742637183e-08,5.899183778258889e-16,7.101897207323519e-16,1.4487976910748626e-15,4.292711590344619e-18,6.845779706520339e-16,9.058330136295321e-08,2.583808285637118e-09,6.280101967640526e-13,1.4225262839085553e-16,1.4269311010913586e-17,1.7784227096522028e-13,1.8018857203372687e-10,8.145489191720782e-10,1.0539694792921254e-16,1.0374450912500354e-19,3.447576216697029e-18,1.487872679687373e-18,1.3244915707329648e-25,1.5055248176474907e-16,3.310013675598058e-23,1.876715950592596e-15,4.324824000534311e-15,3.056034598776027e-17,9.083171516712843e-15,8.849255534024625e-16,2.4325513931350553e-18,4.772213171599229e-18,1.8815467647097198e-27,8.988171436070195e-24,1.1858786125780369e-10,1.4206994994432201e-12,1.718774830548224e-16,3.0454010372262053e-15,0.00018352421365707384,1.701244292993511e-20,9.601188846325196e-11,4.766083809097459e-27,3.8441369969227406e-27,1.1892369503437903e-07,1.7266305773700615e-15,2.421281588105419e-22,9.295687526380728e-13,3.377289003426422e-19,1.3344159658275496e-22
5.636009632175753e-07,0.5957614546555414,8.767661027862504e-08,1.2534198469753623e-09,6.194235303151391e-09,1.5576432703024542e-07,0.0,0.0,1.8520037991542476e-07,5.219214055324932e-11,2.0444944095342959e-10,2.0291591367040243e-10,1.1705020086249097e-10,1.0457859729690756e-24,5.743084864533671e-18,3.5521086714612276e-12,9.043571330688022e-08,1.0327912966536091e-10,2.278216496752456e-19,5.146538983224494e-21,2.5929113949639707e-11,3.1056557660988386e-11,3.4308891081346367e-12,1.9940988072857676e-14,7.965423480778092e-13,3.336552875088691e-13,4.7175461801262116e-12,0.0004318141201927159,2.7685289827023387e-12,7.901826603360178e-11,4.5697962931334085e-15,4.479741585337672e-19,1.5687682780514507e-12,4.671784095440793e-13,3.76,0.0,0.6735903790164307,0.999816275810246,1.7716249180844722e-08,1.2908034997777175e-07,0.0004318144269739617,3.225648870482773e-08,2.897970706673245e-07,1.690981597884804e-08,6.544947320401183e-16,7.864127375505592e-16,1.6584186981316104e-15,4.710428135690215e-18,7.82637199336902e-16,9.346340360715641e-08,2.754801413188038e-09,6.917207327001731e-13,1.4233846200151758e-16,1.4276453295653915e-17,1.779356584055257e-13,1.859954811569769e-10,8.613814811824445e-10,1.1329461049220498e-16,1.1185765161335476e-19,3.9458301727373765e-18,1.706236357351769e-18,1.5575408943261462e-25,1.6579141594785976e-16,3.6413086743100616e-23,2.006745737063897e-15,4.781885222145033e-15,3.345566779627361e-17,9.788402632078895e-15,9.543219267268952e-16,2.7359032191267477e-18,5.198262721477729e-18,2.296844636044988e-27,1.0288133023507877e-23,1.2605342123784937e-10,1.428842514003626e-12,1.9172462626258333e-16,3.145850841993018e-15,0.00018352421222200843,1.9482976380381653e-20,9.950035724753894e-11,5.3467890363123184e-27,4.717754413194664e-27,1.2284386294841394e-07,1.9040115309520167e-15,2.839660005405115e-22,1.018851358134891e-12,3.7099827851176886e-19,1.5411186186479851e-22
