Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66)
0.00024217351418759697,0.647798354381706,0.00044801108126761737,3.397350901205007e-05,0.0001938423091846774,0.23883013536617076,0.0,0.0,0.006346808444019587,0.006157415840351341,0.061639260768596424,0.0022299482698918596,4.907769697188325e-05,1.4111667453008569e-12,1.2472151154831444e-09,2.8586395946084803e-07,0.001285696465292603,0.011228133699814223,5.841009011838613e-06,1.1047384365437576e-08,0.0028053154847981518,5.216332846500239e-08,3.743139126651333e-08,0.0002437180752391637,4.581243837584441e-06,0.010697382667019929,2.257343460833772e-05,0.10826784332536829,0.0009538381073345586,4.311643592376763e-05,4.791195818739558e-07,2.233579851868287e-08,2.9362744469861657e-05,0.0009087183656883763,3.76,0.0,0.16477057768744166,0.8490390478103158,0.1636246236182459,0.012860170215219529,0.1523211677674466,0.00019637989532910865,0.3207820530187573,0.0001536169580838822,1.6334684647044854e-05,1.3831918351197517e-05,0.0005256836520433011,2.7335861651022217e-06,0.000405469045890553,0.0015403902628424624,0.017390048028728403,0.0025151640020926614,8.975122209313415e-12,8.995036615776014e-13,1.2191397827314888e-08,9.113846351930857e-07,0.004611472849133709,7.783967774869326e-10,2.625918090566833e-10,0.00018693272871273396,7.589826245780108e-07,3.641896826493372e-11,8.997924166049575e-05,1.0708446782565808e-12,2.058832984258031e-07,9.396751797855388e-05,2.3622018872498336e-07,7.187132620280563e-08,9.372638019513574e-08,1.3860877497722937e-07,1.373194345722722e-08,5.778824284160802e-10,4.325210361615335e-12,0.005152151667982435,7.479047198154686e-09,1.9567085767895553e-05,5.706760077082268e-12,0.00015585313644959719,4.523898588966516e-06,1.274151120709663e-06,9.407773442574034e-13,1.4125141018690395e-06,8.932947551191783e-06,7.958702672209145e-05,0.00010371268565042428,3.383463039975481e-05,2.2531861186929742e-09,1.3806625153654595e-07
0.00024245268283015336,0.6478592780024375,0.00044719412415031014,3.39716001100657e-05,0.00019364375073277284,0.23906232260300436,0.0,0.0,0.006340570735209676,0.006154964532933866,0.06188782608770061,0.002239485847379303,4.9082041288326506e-05,1.4074491710970038e-12,1.2456316083018045e-09,2.8605536809823675e-07,0.0012869418556533338,0.011248180527685222,5.860084534909952e-06,1.107384136943982e-08,0.0028127278678937613,5.206983168152812e-08,3.7423113125000785e-08,0.0002445643094704754,4.580841492479204e-06,0.010740177873248685,2.2553774310962888e-05,0.108256870370136,0.0009569031470175567,4.305060108309445e-05,4.800666203342134e-07,2.2331240190858857e-08,2.9336686828649627e-05,0.0009098658867860087,3.76,0.0,0.16428170762571898,0.8486694670549741,0.16398011187638178,0.012898244609413141,0.1524653371181798,0.0001959723917874239,0.32101176245417984,0.00015337033002778096,1.6334155383105684e-05,1.3829220368090359e-05,0.0005256153304403213,2.739797895981881e-06,0.00040524343427396554,0.001541188388999727,0.01744746323556988,0.0025261900825543824,8.976408320229744e-12,8.99631903657974e-13,1.2192016579781378e-08,9.090132797254739e-07,0.004628871360471372,7.774789874396443e-10,2.635856879322388e-10,0.00018772470844952214,7.58159066329068e-07,3.6574394902587243e-11,9.034065338933003e-05,1.0715342075593019e-12,2.073145166172723e-07,9.472955279204736e-05,2.3771890720841774e-07,7.178659976390871e-08,9.414740834039921e-08,1.394181326950466e-07,1.3791278182657118e-08,5.796125638580632e-10,4.3205163025327965e-12,0.00516394360812584,7.473217301968127e-09,1.9645315652629556e-05,5.69297649258502e-12,0.00015578529095534014,4.552500652035313e-06,1.2747124181255072e-06,9.467176414647062e-13,1.4229405279027888e-06,8.933667845394815e-06,7.995889010857289e-05,0.00010455930157936004,3.382813141004925e-05,2.266296980059774e-09,1.3873804105369736e-07
0.00024273185147270974,0.6479200476048737,0.0004463794188221421,3.396951354697067e-05,0.00019344488190345188,0.23929346289580675,0.0,0.0,0.0063343335681313095,0.006152463068671122,0.06213651241690663,0.0022490304863456503,4.908610105722124e-05,1.4037366129772003e-12,1.2440443093080245e-09,2.8624444710485954e-07,0.0012881800598855072,0.01126816278753288,5.8791129018589755e-06,1.1100209161385315e-08,0.0028201302978605757,5.197653675652328e-08,3.7414546241977886e-08,0.0002454095161980845,4.5804064069335726e-06,0.01078295861861107,2.253408110254877e-05,0.10824583120085156,0.0009599694823612968,4.298491481300944e-05,4.810095119732571e-07,2.2326528860985258e-08,2.9310558125992856e-05,0.0009110077862604061,3.76,0.0,0.16379481088365883,0.8483003535952783,0.1643348952763025,0.012936284656899631,0.1526095012089784,0.00019556571716058193,0.32123971762024744,0.00015312381056616366,1.633349743960547e-05,1.3826427509205982e-05,0.0005255428872520952,2.7459728886435074e-06,0.0004050148577309919,0.0015419747655945892,0.017504760644981663,0.0025372064860305727,8.977622806854723e-12,8.99752971882501e-13,1.2192540845382422e-08,9.066485655135584e-07,0.004646252634227757,7.765599613543136e-10,2.645790763591925e-10,0.0001885164382849764,7.573310805940529e-07,3.67297751667352e-11,9.070111274529368e-05,1.0722121753785557e-12,2.0874905174349027e-07,9.549560914318047e-05,2.3922185283028217e-07,7.170175735468456e-08,9.456862878070278e-08,1.4022976985063256e-07,1.3850662796526077e-08,5.813379698092513e-10,4.315797023102991e-12,0.005175681282248225,7.467379653299653e-09,1.972350275347786e-05,5.679229308642989e-12,0.00015571753121316516,4.581184302143314e-06,1.2752664155718801e-06,9.526748398244767e-13,1.4334066486068234e-06,8.934290399507441e-06,8.03308561008909e-05,0.00010540840567062413,3.382125921651326e-05,2.279435170733108e-09,1.3940965916332535e-07
0.00024301102011526612,0.6479806638899943,0.00044556696196075047,3.396725063781158e-05,0.00019324570986105358,0.23952356207401324,0.0,0.0,0.006328097066969734,0.006149911912788637,0.062385318075331334,0.0022585821094906772,4.9089878336567375e-05,1.4000291634425341e-12,1.242453300111598e-09,2.864312083811966e-07,0.0012894111053551025,0.01128808062032298,5.898093940211671e-06,1.1126487740208103e-08,0.0028275227653486654,5.1883444636542465e-08,3.740569303632088e-08,0.0002462536894125357,4.579938844935228e-06,0.010825724446493048,2.251435566269776e-05,0.10823472638869462,0.0009630370951310407,4.291937711109554e-05,4.819482608680385e-07,2.2321666005115112e-08,2.9284359486189663e-05,0.0009121440890677066,3.76,0.0,0.16330987811891004,0.8479317074629157,0.16468897513317768,0.012974290265113065,0.1527536598866533,0.00019515987455637855,0.3214659288716598,0.00015287740580999975,1.6332711923769484e-05,1.3823540679349809e-05,0.0005254663594239155,2.7521111450040577e-06,0.00040478335066957804,0.001542749472638786,0.017561939730023426,0.0025482130628453952,8.97876615938888e-12,8.998669153641082e-13,1.2192971315601215e-08,9.042904943859451e-07,0.004663616531789183,7.756397321810179e-10,2.6557196475829535e-10,0.00018930790998011174,7.564987381005581e-07,3.6885107415765456e-11,9.106061435954282e-05,1.0728786477645218e-12,2.101868692304008e-07,9.626569270586542e-05,2.4072901140262544e-07,7.1616802036878e-08,9.499003615805368e-08,1.4104368213095324e-07,1.3910097260367818e-08,5.83057745331268e-10,4.31105292628592e-12,0.005187364708684669,7.461534417713527e-09,1.9801646706501033e-05,5.665518589311866e-12,0.0001556498572292703,4.609949334512008e-06,1.2758131525913173e-06,9.586488968023214e-13,1.4439124237269054e-06,8.934815991611194e-06,8.070292104066464e-05,0.00010625997660651431,3.381401755248288e-05,2.292600526225802e-09,1.4008109731448303e-07
0.0002432901887578225,0.6480411275551209,0.00044475675018213075,3.396481269117167e-05,0.00019304624169747694,0.23975262593214205,0.0,0.0,0.006321861354337446,0.006147311527807931,0.06263424139238641,0.0022681406398901145,4.909337517319418e-05,1.396326913328041e-12,1.2408586615060323e-09,2.8661566380869856e-07,0.0012906350194006808,0.011307934167341781,5.91702748107085e-06,1.1152677108103632e-08,0.0028349052613324136,5.179055624229274e-08,3.739655591521907e-08,0.00024709682318338683,4.579439069103471e-06,0.010868474904100159,2.2494598664409104e-05,0.10822355650062179,0.0009661059671012789,4.285398796830521e-05,4.828828712280961e-07,2.2316653089025098e-08,2.9258092023918244e-05,0.0009132748200800977,3.76,0.0,0.1628269000323986,0.8475635286789237,0.16504235276794982,0.013012261343152186,0.15289781299714533,0.00019475486699588893,0.32169040650710967,0.00015263112178099156,1.6331799936201728e-05,1.3820560777036638e-05,0.0005253857836645065,2.7582126688206008e-06,0.0004045489472238841,0.001543512589655838,0.01761899997134956,0.002559209664992502,8.97983886625703e-12,8.999737830367874e-13,1.2193308678912074e-08,9.019390677685471e-07,0.004680962916349576,7.747183325263718e-10,2.665643436362303e-10,0.00019009911537356668,7.556621089003574e-07,3.704039002374342e-11,9.141915296269939e-05,1.0735336906542413e-12,2.116279344811925e-07,9.703980906072128e-05,2.4224036865865286e-07,7.153173684037514e-08,9.541162511933914e-08,1.4185986514478333e-07,1.3969581534076285e-08,5.847728422474967e-10,4.3062844111903455e-12,0.005198993907685371,7.455681758781903e-09,1.9879747155556754e-05,5.651844395450212e-12,0.00015558226900789566,4.638795543826202e-06,1.276352668592666e-06,9.646397697540974e-13,1.454457812589089e-06,8.935245396027532e-06,8.107508132591741e-05,0.00010711399304751908,3.380641013003905e-05,2.3057928816942336e-09,1.4075234709501807e-07
0.0002435693574003789,0.6481014392939275,0.0004439487800458116,3.39622010093453e-05,0.00019284648443310576,0.23998066022997608,0.0,0.0,0.006315626551290489,0.006144662373550472,0.06288328070772804,0.002277706000995197,4.9096593602696666e-05,1.3926299518134528e-12,1.2392604734562467e-09,2.8679782525265013e-07,0.0012918518293323882,0.011327723570187513,5.935913359089172e-06,1.1178777270814274e-08,0.0028422777771071423,5.1697872469398623e-08,3.738713727389604e-08,0.00024793891165865873,4.578907340689036e-06,0.010911209542440419,2.2474810774150706e-05,0.1082123220993971,0.0009691760800568596,4.278874736915215e-05,4.838133473882452e-07,2.2311491568179823e-08,2.9231756844295103e-05,0.0009144000040855104,3.76,0.0,0.16234586736822218,0.8471958172538222,0.16539502950718646,0.013050197801764534,0.1530419603855449,0.0001943506974150821,0.3219131607694741,0.00015238496441251603,1.633076257090285e-05,1.3817488694532698e-05,0.0005253011964467895,2.764277465670712e-06,0.00040431168125577117,0.0015442641956837809,0.017675940857153377,0.0025701961461247424,8.980841414094765e-12,9.000736236561516e-13,1.219355362084858e-08,8.995942866947198e-07,0.004698291652895759,7.737957946581531e-10,2.675562035851047e-10,0.0001908900463850131,7.548212623740447e-07,3.719562138043518e-11,9.177672338403146e-05,1.0741773698845625e-12,2.130722128780533e-07,9.781796369503362e-05,2.4375591025169975e-07,7.144656476363125e-08,9.583339031593479e-08,1.4267831442317541e-07,1.4029115575905933e-08,5.864822065839495e-10,4.301491873100238e-12,0.0052105689013915435,7.449821839227245e-09,1.9957803752207296e-05,5.63820678484902e-12,0.0001555147665513473,4.667722724246006e-06,1.2768850028506439e-06,9.706474159284635e-13,1.465042774104173e-06,8.935579383309884e-06,8.14473334106141e-05,0.00010797043363426067,3.3798440639871823e-05,2.3190120719199935e-09,1.4142340023044172e-07
0.00024382060917867962,0.6481555905286561,0.0004432235206428667,3.3959703024110326e-05,0.00019266646146486198,0.24018501555975838,0.0,0.0,0.006310016105193615,0.006142236815104636,0.06310751390507846,0.00228632060324321,4.9099253824222456e-05,1.3893072807579214e-12,1.2378191349119228e-09,2.869598189919698e-07,0.0012929409068040503,0.011345479306731372,5.952869763349382e-06,1.1202191154044358e-08,0.0028489045012584494,5.161463274868739e-08,3.73784217652778e-08,0.0002486958927777112,4.57840168041353e-06,0.010949656823088186,2.2456975806360506e-05,0.10820215644169809,0.0009719402277127906,4.2730157817213846e-05,4.846472448339386e-07,2.2306720336988828e-08,2.920799819086541e-05,0.0009154079474264313,3.76,0.0,0.16191459368729755,0.8468652765643425,0.16571184040716141,0.013084310942305782,0.15317168801408698,0.00019398766363423232,0.3221121745476352,0.00015216353591714763,1.63297226431192e-05,1.3814645738908203e-05,0.0005252216681300144,2.769704387177533e-06,0.000404095722220938,0.001544930864193107,0.017727085187745944,0.002580075205898541,8.981684122046366e-12,9.00157512244817e-13,1.2193695612688896e-08,8.974896662903818e-07,0.004713872316418235,7.729645638355513e-10,2.6844842613843e-10,0.00019160164307479972,7.540609515744342e-07,3.73352844618297e-11,9.209770476382653e-05,1.0747470195842657e-12,2.143747821208212e-07,9.852176006349427e-05,2.4512346340499846e-07,7.136982096810321e-08,9.621312526025775e-08,1.4341685268187832e-07,1.408273872913884e-08,5.880165168534235e-10,4.297158373274136e-12,0.005220940069835806,7.444541836987115e-09,2.0028016912857594e-05,5.6259642599362325e-12,0.0001554540876699193,4.693826246426056e-06,1.2773579956478718e-06,9.760686031820191e-13,1.4746030398321005e-06,8.93579902437268e-06,8.178243588421113e-05,0.00010874328514034546,3.3790961565827627e-05,2.330932150363437e-09,1.420271731788636e-07
0.00024407186095698035,0.6482096197700317,0.00044250007154625294,3.3957066304308866e-05,0.00019248621496779526,0.24038854573199162,0.0,0.0,0.0063044065786945006,0.006139772455115364,0.06333183852879813,0.002294940621402445,4.910169164522832e-05,1.3859890269063929e-12,1.236375042628411e-09,2.871199728380346e-07,0.001294024271908168,0.011363183305093642,5.9697873142999695e-06,1.1225532798250112e-08,0.0028555231287600755,5.1531560091907475e-08,3.73694818894758e-08,0.0002494520183770001,4.577870537778933e-06,0.01098809060767979,2.243911682728261e-05,0.1081919393850462,0.0009747053525602388,4.2671688547666297e-05,4.854778005680783e-07,2.2301830954173747e-08,2.9184186365776703e-05,0.0009164114356488113,3.76,0.0,0.1614848816509785,0.8465351144283428,0.16602808563563132,0.013118395907434919,0.1533014107674613,0.00019362531293998946,0.322309808031697,0.00015194221894962033,1.6328582828613578e-05,1.3811729476739353e-05,0.0005251389461331285,2.775101572486994e-06,0.0004038774960446802,0.0015455883293510322,0.017778132069584302,0.002589945846144621,8.982470746400348e-12,9.002357835884468e-13,1.2193763792142564e-08,8.953904294166653e-07,0.0047294384812760016,7.721324599445717e-10,2.6934021407504814e-10,0.00019231300525498284,7.532973299699883e-07,3.747490358659549e-11,9.241789417955693e-05,1.0753075658758796e-12,2.156799006015351e-07,9.922883567204387e-05,2.4649438359959307e-07,7.129299514227306e-08,9.659299473411111e-08,1.441572195624333e-07,1.4136402126928839e-08,5.895465422755865e-10,4.292806014330524e-12,0.005231267370273911,7.439256201000015e-09,2.009819403396296e-05,5.613751448864977e-12,0.0001553934782572454,4.719995037258877e-06,1.2778252313793016e-06,9.815033107154714e-13,1.4841952952472225e-06,8.935942554898807e-06,8.211760738318938e-05,0.00010951806729309775,3.378319484814172e-05,2.3428737096012634e-09,1.4263077441899565e-07
0.0002443231127352811,0.6482635275035575,0.0004417784301297886,3.3954291786408444e-05,0.00019230574991466998,0.24059125487537478,0.0,0.0,0.0062987980569286965,0.006137269623297659,0.06355625338921438,0.002303566000433481,4.910390852576311e-05,1.3826752517635424e-12,1.2349282531493734e-09,2.872782953991251e-07,0.0012951019444915257,0.011380835669104873,5.986665898454023e-06,1.1248802214436764e-08,0.0028621336539086236,5.144865510274114e-08,3.736031936212707e-08,0.00025020728434846915,4.577314100177755e-06,0.011026510576597027,2.2421234309471657e-05,0.10818167133125432,0.0009774714413458931,4.2613339536218464e-05,4.863050179705517e-07,2.22968244583645e-08,2.9160322155399205e-05,0.0009174104866500208,3.76,0.0,0.16105672459941936,0.8462053308325171,0.16634376617059102,0.013152452635391785,0.153431128531077,0.00019326364730838012,0.3225060685755272,0.00015172101766061056,1.632734391094259e-05,1.3808740545555693e-05,0.0005250530565657591,2.7804690293065345e-06,0.0004036570268620163,0.001546236647795672,0.017829081144735852,0.0025998079635229147,8.983201638171232e-12,9.003084728479058e-13,1.2193758652528898e-08,8.932965761361255e-07,0.004744990052647973,7.712995058342004e-10,2.7023156070646795e-10,0.0001930241271936737,7.525304468358449e-07,3.761447761242949e-11,9.273728805974806e-05,1.0758590564679668e-12,2.1698754315399604e-07,9.993919433030768e-05,2.478686602392327e-07,7.121608940946327e-08,9.69729948506454e-08,1.4489941165052007e-07,1.4190105734804311e-08,5.910724299201905e-10,4.288435077032675e-12,0.0052415508226148775,7.433965046709267e-09,2.0168334876890558e-05,5.601568388258215e-12,0.0001553329383111501,4.74622894566134e-06,1.2782867383943922e-06,9.869515071539693e-13,1.4938195095655227e-06,8.936010528890347e-06,8.245284543486566e-05,0.00011029476448831784,3.3775143133193036e-05,2.354836628934826e-09,1.43234198194641e-07
0.0002445743645135818,0.6483173142324233,0.00044105859373188595,3.395138040243339e-05,0.00019212507123084966,0.24079314709479657,0.0,0.0,0.006293190623987668,0.00613472864749009,0.0637807573036913,0.002312196685558537,4.9105905918876e-05,1.3793660162904971e-12,1.2334788226763396e-09,2.874347952704773e-07,0.0012961739443796056,0.011398436502788812,6.003505404807201e-06,1.1271999415670913e-08,0.002868736071216333,5.136591836895567e-08,3.735093589721129e-08,0.000250961686637482,4.576732554235266e-06,0.011064916412831803,2.2403328721133645e-05,0.1081713526792847,0.0009802384808262896,4.255511075447026e-05,4.871289004982671e-07,2.229170188205498e-08,2.913640633966088e-05,0.0009184051182676005,3.76,0.0,0.1606301159027035,0.8458759257565446,0.16665888299357845,0.013186481065528628,0.15356084118979857,0.00019290266865558585,0.322700963494451,0.00015149993614043463,1.6326006669071348e-05,1.380567957870037e-05,0.0005249640253763326,2.7858067665653473e-06,0.00040343433862188134,0.0015468758758330867,0.017879932060394087,0.0026096614558263854,8.983877147266754e-12,9.003756150773206e-13,1.2193680685444947e-08,8.912081061725096e-07,0.004760526936928061,7.704657241198768e-10,2.7112245940489405e-10,0.000193735003213416,7.517603509595097e-07,3.775400540776244e-11,9.30558829001478e-05,1.0764015390062163e-12,2.1829768452635925e-07,0.00010065283978244787,2.4924628265254126e-07,7.11391058713346e-08,9.735312172228281e-08,1.4564342547776225e-07,1.4243849517556222e-08,5.925939632599526e-10,4.284045839347715e-12,0.005251790448027367,7.42866848913638e-09,2.0238439208138834e-05,5.58941511243485e-12,0.00015527246782816816,4.772527820211395e-06,1.2787425449554302e-06,9.924131610525836e-13,1.5034756517246318e-06,8.936003497708129e-06,8.27881476044654e-05,0.00011107336111298138,3.376680905208195e-05,2.3668207868303662e-09,1.4383743884389074e-07
0.00024482561629188255,0.6483709804470416,0.00044034055966076923,3.3948333080639304e-05,0.00019194418379699552,0.2409942264735641,0.0,0.0,0.0062875843630191145,0.0061321498538238215,0.06400534909597012,0.002320832622237512,4.910768527104293e-05,1.376061379793071e-12,1.2320268067493407e-09,2.875894810419914e-07,0.001297240291376514,0.011415985910343504,6.020305724506187e-06,1.129512441764947e-08,0.0028753303753901224,5.1283350461219256e-08,3.734133320262882e-08,0.00025171522123776624,4.5761260858745825e-06,0.011103307801748702,2.2385400526530748e-05,0.10816098382551645,0.0009830064577679395,4.249700217025983e-05,4.879494517321517e-07,2.2286464252903508e-08,2.911243969252915e-05,0.0009193953482846362,3.76,0.0,0.1602050489580981,0.8455468991737808,0.1669734370892936,0.013220481138201746,0.1536905486280049,0.0001925423788434577,0.322894500068814,0.00015127897842529082,1.6324571878291336e-05,1.380254720570793e-05,0.0005248718783637529,2.7911147942947238e-06,0.00040320945510379614,0.001547506069467877,0.017930684468391956,0.0026195062218745194,8.984497622357077e-12,9.004372452139757e-13,1.2193530380735467e-08,8.891250189866089e-07,0.004776049041609508,7.696311371935256e-10,2.720129035980854e-10,0.00019444562768537236,7.509870906736265e-07,3.789348585071168e-11,9.337367525674932e-05,1.0769350611349483e-12,2.1961029943131303e-07,0.00010136977571323426,2.5062724013018034e-07,7.106204660882407e-08,9.773337147400689e-08,1.4638925752815462e-07,1.4297633438690505e-08,5.94111320622836e-10,4.279638576607136e-12,0.0052619862688146795,7.423366642428399e-09,2.030850679884963e-05,5.577291653016354e-12,0.0001552120668036715,4.79889150918758e-06,1.2791926792368816e-06,9.978882409057862e-13,1.513163690411119e-06,8.935922010283172e-06,8.3123511491451e-05,0.00011185384154701312,3.375819522193969e-05,2.378826061775587e-09,1.4444049078848896e-07
0.0002450768680701833,0.6484245266397822,0.000439624325188521,3.394515074539424e-05,0.00019176309244751336,0.24119449707247903,0.0,0.0,0.006281979356192077,0.00612953356664477,0.06423002759644773,0.0023294737561792467,4.910924802182691e-05,1.3727614006311682e-12,1.2305722604456307e-09,2.877423612942593e-07,0.0012983010052643688,0.01143348399614321,6.037066750987926e-06,1.1318177238460343e-08,0.002881916561338954,5.120095193397778e-08,3.73315129758892e-08,0.0002524678841933927,4.575494880067887e-06,0.011141684431184903,2.2367450185799667e-05,0.10815056516364153,0.0009857753589481602,4.243901374758879e-05,4.887666753463659e-07,2.2281112591105048e-08,2.9088422981851178e-05,0.000920381194426915,3.76,0.0,0.159781517191293,0.8452182510510314,0.16728742944566283,0.01325445279481085,0.15382025072957684,0.0001921827796817258,0.32308668554241476,0.00015105814849621736,1.632304030970605e-05,1.3799344052114326e-05,0.0005247766411725692,2.7963931236696466e-06,0.00040298239991104273,0.0015481272843907285,0.017981338025390654,0.002629342161556091,8.985063410996728e-12,9.004933980795702e-13,1.219330822622982e-08,8.870473138243966e-07,0.004791556275328553,7.687957672352603e-10,2.729028867678029e-10,0.00019515599503209917,7.502107138984086e-07,3.803291782952216e-11,9.369066174851843e-05,1.0774596704016272e-12,2.2092536257641806e-07,0.0001020900057450156,2.520115219100498e-07,7.098491368321296e-08,9.811374023156302e-08,1.4713690423517414e-07,1.4351457460602748e-08,5.956243726499608e-10,4.275213561833453e-12,0.005272138308455216,7.418059619813497e-09,2.037853742496506e-05,5.565198040066713e-12,0.00015515173523182789,4.825319860559165e-06,1.2796371693231757e-06,1.0033767151452047e-12,1.5228835940512254e-06,8.935766613007153e-06,8.345893473089563e-05,0.00011263619016404022,3.374930424520614e-05,2.3908523320594863e-09,1.450433485381383e-07
0.000245328119848484,0.6484779532989643,0.0004389098875528976,3.394183431709109e-05,0.0001915818019729249,0.24139396293039828,0.0,0.0,0.006276375684724595,0.00612688010855207,0.06445479164201334,0.0023381200333361845,4.911059560335103e-05,1.3694661363681974e-12,1.2291152383524056e-09,2.87893444590827e-07,0.0012993561058026986,0.011450930864731429,6.053788379886523e-06,1.1341157898064217e-08,0.002888494624167949,5.11187233281557e-08,3.7321476906285106e-08,0.00025321967159745734,4.574839120791673e-06,0.011180045991392211,2.2349478155002598e-05,0.10814009708473439,0.0009885451711555983,4.238114544668669e-05,4.895805750563281e-07,2.227564790935747e-08,2.9064356969514998e-05,0.0009213626743639874,3.76,0.0,0.159359514055759,0.8448899813487525,0.1676008610536973,0.013288395977769141,0.1539499473779176,0.0001918238729310742,0.32327752712335805,0.00015083745028064344,1.6321412729821306e-05,1.3796070739418127e-05,0.0005246783392963772,2.801641766974766e-06,0.00040275319647495506,0.0015487395759859982,0.01803189239275151,0.0026391691758018147,8.985574859633393e-12,9.005441083820173e-13,1.2193014707819764e-08,8.84974989713339e-07,0.004807048547833469,7.679596362233423e-10,2.737924024484342e-10,0.0001958660997257156,7.494312681577774e-07,3.817230024228517e-11,9.400683905549397e-05,1.077975414227972e-12,2.2224284869035927e-07,0.0001028135334390381,2.533991171826842e-07,7.09077091370494e-08,9.84942241221362e-08,1.478863619835111e-07,1.4405321544413511e-08,5.971332311881166e-10,4.270771065813964e-12,0.005282246591565589,7.412747533710727e-09,2.044853086708648e-05,5.553134302375466e-12,0.00015509147310563748,4.851812722000222e-06,1.2800760432085654e-06,1.0088785521417423e-12,1.5326353308185083e-06,8.935537849776662e-06,8.37944149924841e-05,0.00011342039133257573,3.3740138709870574e-05,2.402899475750062e-09,1.4564600668758593e-07
0.00024557937162678474,0.6485312609112918,0.00043819724395992917,3.393838471184008e-05,0.00019140031711984491,0.24159262806420162,0.0,0.0,0.00627077342888763,0.006124189800390382,0.06467964007606114,0.0023467713999056187,4.911172944047638e-05,1.3661756435794363e-12,1.2276557945509884e-09,2.880427394782754e-07,0.001300405612728165,0.011468326620816382,6.070470509046738e-06,1.1364066418447606e-08,0.0028950645591777164,5.103666517016373e-08,3.73112266768442e-08,0.00025397057959206803,4.574158991167049e-06,0.011218392175040885,2.2331484886141262e-05,0.10812957997725342,0.0009913158811908338,4.232339722402112e-05,4.903911546437245e-07,2.2270071214615775e-08,2.904024241145493e-05,0.0009223398057086515,3.76,0.0,0.1589390330328593,0.8445620900210838,0.16791373290743114,0.013322310630500909,0.1540796384559608,0.00019146566030101348,0.32346703198394555,0.00015061688765241225,1.6319689900753856e-05,1.3792727885113277e-05,0.0005245769980775378,2.806860737600092e-06,0.0004025218680548529,0.0015493429993314837,0.018082347236533534,0.0026489871665847267,8.986032313483141e-12,9.005894107071161e-13,1.2192650309430911e-08,8.829080454364894e-07,0.004822525769983034,7.671227659209273e-10,2.7468144422992696e-10,0.0001965759362884029,7.486488005413407e-07,3.8311631996974225e-11,9.432220391879958e-05,1.0784823399711425e-12,2.2356273250070704e-07,0.00010354036229504478,2.547900150911576e-07,7.083043499293198e-08,9.88748192778073e-08,1.4863762710907323e-07,1.4459225650020189e-08,5.986377917603201e-10,4.266311356817777e-12,0.005292311143894342,7.407430495729717e-09,2.0518486910447395e-05,5.541100466528534e-12,0.0001550312804169388,4.878369940893552e-06,1.2805093287979298e-06,1.0143937202068745e-12,1.5424188686349498e-06,8.935236261978265e-06,8.412994998045406e-05,0.00011420642941704959,3.373070118933223e-05,2.414967370680363e-09,1.462484599167054e-07
