Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39)
7.893295753858436e-08,0.5723028767250427,3.76,0.0,1.000686159848799,0.9999994847703719,1.306418961488165e-08,3.920891487708158e-08,1.694387190379886e-08,0.0012155239120410055,0.0012155275181052578,4.575802191167833e-13,3.0542894245090854e-07,2.039409527242437e-09,1.9730193643878093e-09,4.358103443710796e-10,4.950091458954569e-07,1.2171332550222686e-10,7.315085139307958e-08,3.952780730006057e-07,7.240946469940379e-07,5.577982569493221e-08,7.271783829140016e-11,3.231223706578807e-10,2.8128731418742104e-10,4.3667633816884755e-09,6.348681092447165e-15,2.2959907846290487e-15,6.954794751092697e-11,2.6291661474381366e-13,1.2544652362801299e-20,6.09921112817961e-11,6.046263997679268e-15,6.736367162948486e-16,5.567930949268663e-19,3.4225185335949045e-19,9.000449996137191e-07,2.890407067927662e-09,8.678182207111711e-07,9.594020610900628e-14,8.962562657592061e-20,3.3195319471072477e-16,4.3995356789702926e-09
8.141989783079097e-08,0.572306684089556,3.76,0.0,1.0006478157593395,0.9999994674076961,1.433079417134831e-08,4.1678134024882394e-08,1.793118044993457e-08,0.0012537972889767686,0.0012538011278031822,4.720357124252349e-13,3.2740305823698315e-07,2.138781422372885e-09,2.127877747463516e-09,4.863671689842713e-10,5.109300665962881e-07,1.295573562927343e-10,7.530315123881435e-08,4.103703592172521e-07,7.627158568543843e-07,5.691121799212889e-08,7.83898988672523e-11,3.43950928644197e-10,3.0544651753404697e-10,4.562328425758054e-09,7.118634776123276e-15,2.6456244383856003e-15,7.168596426179007e-11,2.8613110270464154e-13,1.450085664624439e-20,6.447624173853721e-11,6.7567020108380684e-15,7.746364725771396e-16,6.328854534509514e-19,3.9566495238335335e-19,9.281492802063958e-07,3.074723509872468e-09,8.938990439861535e-07,1.0378095380730864e-13,9.758148798652656e-20,3.626599515698218e-16,4.68015870789667e-09
8.390683812299757e-08,0.5723104914051427,3.76,0.0,1.0006094721268346,0.9999994499692417,1.566969258445447e-08,4.422024766554497e-08,1.8935338407729218e-08,0.0012920691920348985,0.0012920732710396939,4.864906491680815e-13,3.5020107333985553e-07,2.239129672250962e-09,2.288701036581139e-09,5.408112832948784e-10,5.268730472589275e-07,1.376498312650297e-10,7.747115813807152e-08,4.255714809364246e-07,8.02323949570866e-07,5.805052752131859e-08,8.43325235338467e-11,3.654471534601245e-10,3.307873256722069e-10,4.759383140985565e-09,7.954575118892611e-15,3.0354059408128617e-15,7.38398650044223e-11,3.106601426622179e-13,1.6686933155264387e-20,6.806113755258962e-11,7.527137071299185e-15,8.871984777307346e-16,7.165023384988903e-19,4.554395650508404e-19,9.562381751985207e-07,3.2646932690070997e-09,9.199053085472782e-07,1.1202547693362859e-13,1.0599002914798007e-19,3.9496844645477835e-16,4.969395687944614e-09
8.639377841520417e-08,0.5723142986724977,3.76,0.0,1.0005711289441586,0.9999994324544051,1.7082082357124175e-08,4.683504080335961e-08,1.9955752930754032e-08,0.0013303396212238651,0.0013303439478366003,5.009450293544123e-13,3.738288221137022e-07,2.3403972682425745e-09,2.4554398063974586e-09,5.992887872120194e-10,5.428383422030088e-07,1.4599109727695585e-10,7.965484695011257e-08,4.4088227933967437e-07,8.42926010806898e-07,5.9197797970320965e-08,9.055124967935902e-11,3.8761323335377994e-10,3.5732361891707676e-10,4.957925665179902e-09,8.8600168977044e-15,3.4685617333132905e-15,7.600961311475981e-11,3.365418672112974e-13,1.9121765862718766e-20,7.174750239745005e-11,8.360849676272823e-15,1.0122696123072778e-15,8.081340676349864e-19,5.221169687091245e-19,9.843116931135191e-07,3.4603125272954692e-09,9.458372316411408e-07,1.2068451731064435e-13,1.1486443181024894e-19,4.2889765130164037e-16,5.267241214446147e-09
8.888071870741077e-08,0.572318105892317,3.76,0.0,1.0005327862041835,0.999999414862583,1.8569119420504253e-08,4.952229907826316e-08,2.099187486600621e-08,0.001368608576551779,0.001368613158215471,5.153988529933281e-13,3.9829218246887067e-07,2.4425305196404648e-09,2.6280405655733572e-09,6.619445176992042e-10,5.588262053674457e-07,1.5458150535907663e-10,8.18541976790472e-08,4.5630355277408647e-07,8.845291300454112e-07,6.035306640154993e-08,9.705159509470737e-11,4.104514266294674e-10,3.850687301000287e-10,5.157956566643608e-09,9.838562532407225e-15,3.9484768032558345e-15,7.819517748004437e-11,3.638147001024546e-13,2.182518535113116e-20,7.553603863023473e-11,9.261215575358157e-15,1.1508464486156706e-15,9.082893377109142e-19,5.962678610575928e-19,1.0123698424692494e-06,3.6615774689354444e-09,9.716950298792857e-07,1.2976891651363814e-13,1.2421797854583236e-19,4.64465994564214e-16,5.57368988635531e-09
9.136765899961737e-08,0.5723219130652961,3.76,0.0,1.000494443899778,0.9999993971931731,2.0131921211782373e-08,5.2281808763952504e-08,2.2043195998403965e-08,0.0014068760580263873,0.001406880902197634,5.298521200939285e-13,4.235970736077151e-07,2.5454788606704118e-09,2.806446165734904e-09,7.289219544590641e-10,5.748368902162911e-07,1.6342141070936007e-10,8.406919496805561e-08,4.7183605917642856e-07,9.271404006328774e-07,6.151636496383726e-08,1.0383905834286115e-10,4.3396406109987514e-10,4.1403548007515145e-10,5.3594782892453125e-09,1.0893902620242284e-14,4.4786981646722665e-15,8.039653220895999e-11,3.9251735632437014e-13,2.4817989888957912e-20,7.942744752479822e-11,1.0231706702527644e-14,1.3039765922440181e-15,1.0174956003717618e-18,6.784931768731773e-19,1.0404126317780123e-06,3.868484280357881e-09,9.974789192401966e-07,1.3928961556439343e-13,1.3406405277487092e-19,5.016914386328279e-16,5.88873630624121e-09
9.385459929182398e-08,0.5723257201921311,3.76,0.0,1.0004561020238059,0.9999993794455734,2.1771569554876172e-08,5.511335676600376e-08,2.3109246401560342e-08,0.0014451420656550755,0.0014451471798041784,5.443048306653967e-13,4.4974945390595276e-07,2.649194668624929e-09,2.990596182701448e-09,8.003631351829262e-10,5.908706496552824e-07,1.7251117268649315e-10,8.629982765799909e-08,4.874805185217006e-07,9.707669200018465e-07,6.26877222114377e-08,1.1091911918618632e-10,4.5815353357291905e-10,4.4423621117017046e-10,5.5624947032877445e-09,1.2029816506539928e-14,5.062938348755669e-15,8.261365633446008e-11,4.2268884227195166e-13,2.812196655869762e-20,8.342242948054425e-11,1.1275892117244231e-14,1.472760033439414e-15,1.1362994395059549e-18,7.694249106985531e-19,1.0684400695465586e-06,4.081029150225673e-09,1.0231891150712747e-06,1.4925765473825924e-13,1.4441613882063884e-19,5.405915489798162e-16,6.212375080281165e-09
9.634153958403058e-08,0.5723295272735182,3.76,0.0,1.000417760569126,0.9999993616191833,2.348911335296359e-08,5.8016730619997614e-08,2.4189591902956086e-08,0.0014834065994448673,0.0014834119910559522,5.587569847169777e-13,4.7675531893010507e-07,2.7536330924990624e-09,3.1804272716384074e-09,8.764085797302537e-10,6.069277359582344e-07,1.8185115480196415e-10,8.854608838918498e-08,5.032376152826687e-07,1.015415790048463e-06,6.38671640921169e-08,1.1829723906388518e-10,4.830223093719021e-10,4.756828186981823e-10,5.767010744115754e-09,1.3250172890211524e-14,5.7050789057296106e-15,8.484653348355524e-11,4.543684559911287e-13,3.175991244621178e-20,8.752168421134832e-11,1.239743895524342e-14,1.6583505084663983e-15,1.265266950689562e-18,8.697269455577374e-19,1.0964521642760973e-06,4.299208269432808e-09,1.0488258320908023e-06,1.5968417346132634e-13,1.5528782199206794e-19,5.811835555683321e-16,6.544600818253899e-09
9.882847987623718e-08,0.5723333343101545,3.76,0.0,1.0003794195285904,0.9999993437134034,2.5285571101197694e-08,6.099171848965015e-08,2.5283831666898172e-08,0.001521669659402422,0.0015216753359735611,5.732085822579527e-13,5.046206995823285e-07,2.8587518916221324e-09,3.375873497482071e-09,9.571972227186831e-10,6.230084007026513e-07,1.9144172471102124e-10,9.080797323380853e-08,5.191080008966771e-07,1.0610941176519948e-06,6.505471464160246e-08,1.259788616129063e-10,5.085729218879057e-10,5.083867806244478e-10,5.973032125843752e-09,1.4558930462723205e-14,6.409173919651246e-15,8.709515149478944e-11,4.875957874940729e-13,3.5755655900302956e-20,9.172591091742026e-11,1.3600113389379184e-14,1.8619568711176145e-15,1.4049841228089732e-18,9.800958877962554e-19,1.1244489244623042e-06,4.5230178311034494e-09,1.0743892843898907e-06,1.7058041027960023e-13,1.6669278869108746e-19,6.234844073598605e-16,6.88540813353287e-09
9.999999999999998e-08,0.5723371413027373,3.76,0.0,1.000361358399858,0.9999993352508694,2.615945275210049e-08,6.24178956774235e-08,2.5804001479890716e-08,0.0015396936847039135,0.0015396994981128579,5.800160869889429e-13,5.180467535087572e-07,2.908494383145824e-09,3.4698683106958114e-09,9.969369407258585e-10,6.305917423290915e-07,1.96046474983257e-10,9.187888995832288e-08,5.266234767531154e-07,1.0829704789691805e-06,6.561694876757463e-08,1.2970414393429486e-10,5.208460073478314e-10,5.242314346499643e-10,6.07060573840231e-09,1.5207227531698305e-14,6.763518129152745e-15,8.815985690928375e-11,5.037957845638492e-13,3.776895923382059e-20,9.374296211190633e-11,1.4195865149563498e-14,1.964470726171339e-15,1.4746974050738428e-18,1.0357824161646102e-18,1.1376320155131994e-06,4.630397337007548e-09,1.086406106321515e-06,1.7587927151318256e-13,1.7225402047272283e-19,6.440078929271519e-16,7.048923718046896e-09
1.0131542016844378e-07,0.5723371413027373,3.76,0.0,1.000341078895044,0.9999993257276342,2.7161933227830112e-08,6.403810916494964e-08,2.63915959006307e-08,0.001559931245534035,0.0015599372145773688,5.876596232976606e-13,5.333516603733606e-07,2.9645112837350175e-09,3.576866642094141e-09,1.0428663539669794e-09,6.391128947134006e-07,2.0128325420264455e-10,9.30854813647088e-08,5.350922961734847e-07,1.1078090152702994e-06,6.625039646730433e-08,1.3396941322562995e-10,5.348079721631622e-10,5.423591854906277e-10,6.180565116688118e-09,1.5960138578839657e-14,7.179453537588812e-15,8.935950202769879e-11,5.224107191396508e-13,4.013407787182319e-20,9.60358084410139e-11,1.4887781600653633e-14,2.08484447451782e-15,1.5560572219241952e-18,1.1012619081245292e-18,1.1524303585953297e-06,4.752454030591026e-09,1.0998796854344169e-06,1.8195770288558857e-13,1.7864482654300677e-19,6.6751082079933e-16,7.234791643079606e-09
1.0380236046065039e-07,0.572340948251964,3.76,0.0,1.0003027386613252,0.9999993076612778,2.911916427268726e-08,6.7155692060299e-08,2.7512543688274306e-08,0.0015981913578456365,0.0015981976268874965,6.021101078455047e-13,5.629542978243665e-07,3.0708738019222525e-09,3.7833364897027954e-09,1.1335515661999369e-09,6.552414680132387e-07,2.1137611918867446e-10,9.537861476605496e-08,5.511910935749636e-07,1.1555676015422543e-06,6.74542311079161e-08,1.4227430363772996e-10,5.617301285040072e-10,5.776107587062757e-10,6.389616362367926e-09,1.7457937957302425e-14,8.020327514515536e-15,9.163958021331222e-11,5.588534260735582e-13,4.492113334124277e-20,1.0045207540695065e-10,1.6264410759497823e-14,2.3283365633270198e-15,1.7191131773691828e-18,1.233989588924764e-18,1.180396475159807e-06,4.987513065477332e-09,1.1252972480669497e-06,1.9382748818916303e-13,1.9115782454797833e-19,7.132793228107525e-16,7.592745967437156e-09
1.0628930075285699e-07,0.5723447551585336,3.76,0.0,1.0002643988202637,0.9999992895137373,3.1158204912552056e-08,7.034425721266413e-08,2.864636095279398e-08,0.0016364499963427905,0.0016364565729238224,6.165600359109448e-13,5.934347389912709e-07,3.1778041598502177e-09,3.995211092073315e-09,1.2293867094692264e-09,6.713943697794274e-07,2.2172069969220922e-10,9.768737798052906e-08,5.674049593491201e-07,1.2043770018726667e-06,6.866623931203002e-08,1.5089892654049132e-10,5.893421261220631e-10,6.141518873095291e-10,6.600192747163386e-09,1.9056561409887873e-14,8.936388775252944e-15,9.393538435103339e-11,5.969643767226597e-13,5.014387284286385e-20,1.0497541034987226e-10,1.7734070017524504e-14,2.5938156764550066e-15,1.8947999701959777e-18,1.3790787778871045e-18,1.2083472826348581e-06,5.228191135571647e-09,1.1506421845086608e-06,2.0620130241924827e-13,2.0424577325157113e-19,7.608062886889382e-16,7.95926573072357e-09
1.0877624104506359e-07,0.5723485620231445,3.76,0.0,1.0002260593646797,0.9999992712844163,3.327997384289384e-08,7.360359527972771e-08,2.9792758542394513e-08,0.0016747071610306954,0.0016747140527059803,6.310094075035003e-13,6.247991401011798e-07,3.285269124834944e-09,4.212417014660886e-09,1.3305038518166078e-09,6.875718483060496e-07,2.32317379835359e-10,1.000117778832405e-07,5.837344355350325e-07,1.254244349005406e-06,6.988644124523657e-08,1.59848660212719e-10,6.176467668024513e-10,6.519926432854766e-10,6.812301285723324e-09,2.0760334597468266e-14,9.932416994773852e-15,9.624691563147861e-11,6.367843333389818e-13,5.583046409351865e-20,1.096065118302595e-10,1.9300931509975544e-14,2.8827250604235176e-15,2.0837870241668484e-18,1.5373654480554308e-18,1.2362827894941049e-06,5.474484442909864e-09,1.175914706361231e-06,2.1909078124572983e-13,2.1792276493284904e-19,8.101079754434563e-16,8.334345560625461e-09
1.1126318133727019e-07,0.5723523688464964,3.76,0.0,1.0001877202873846,0.9999992529727197,3.548536952484764e-08,7.693349753804891e-08,3.095147043687824e-08,0.0017129628519141796,0.0017129700662533599,6.454582226327552e-13,6.57053685292423e-07,3.393237398303638e-09,4.434879564890174e-09,1.4370332457474624e-09,7.037741509716244e-07,2.431665478264352e-10,1.0235182347740562e-07,6.001800418485616e-07,1.3051767835857334e-06,7.111485663500208e-08,1.691288681677163e-10,6.466469185978952e-10,6.911428055231087e-10,7.025949040315518e-09,2.2573676811585195e-14,1.1013382198067129e-14,9.857417787557143e-11,6.783543525897691e-13,6.201021373349329e-20,1.143460785405409e-10,2.096927136887514e-14,3.1965700935195946e-15,2.286765599452893e-18,1.7097225643687966e-18,1.264203004205674e-06,5.726389191753646e-09,1.2011150246087407e-06,2.3250765991706795e-13,2.322029938086951e-19,8.612005512048447e-16,8.717980088391601e-09
1.137501216294768e-07,0.5723561756292898,3.76,0.0,1.0001493815811786,0.9999992345780535,3.7775271805897066e-08,8.033375588122863e-08,3.212225206994083e-08,0.001751217068997706,0.0017512246135851063,6.599064813083592e-13,6.902045854525357e-07,3.501679503224186e-09,4.662523003676886e-09,1.5491033000951485e-09,7.200015242115077e-07,2.5426859594665924e-10,1.0470752571146221e-07,6.167422774429907e-07,1.3571814546999338e-06,7.235150487305228e-08,1.787448998110632e-10,6.763455155475752e-10,7.316118804898371e-10,7.241143058506041e-09,2.450110177995872e-14,1.2184448380636881e-14,1.0091717729663307e-10,7.217157861904092e-13,6.871358918691317e-20,1.1919480940207232e-10,2.2743470746758553e-14,3.5369197208738594e-15,2.5044491891098326e-18,1.8970609567807406e-18,1.292107935232205e-06,5.983901588589559e-09,1.2262433496195578e-06,2.464637734126052e-13,2.471007562532535e-19,9.141001211131095e-16,9.110163948826605e-09
1.162370619216834e-07,0.5723599823722257,3.76,0.0,1.0001110432388545,0.9999992160998239,4.0150543422486326e-08,8.380416281808045e-08,3.3304878763133884e-08,0.001789469812285365,0.0017894776947201174,6.743541835400279e-13,7.242580771486121e-07,3.610567678088796e-09,4.895270741272771e-09,1.6668405568710506e-09,7.362542134946081e-07,2.656239205364673e-10,1.0707889731677071e-07,6.334216225400977e-07,1.410265520381815e-06,7.359640509342407e-08,1.8870209110549006e-10,7.067455574195906e-10,7.734091217003213e-10,7.457890326741723e-09,2.6547218494511567e-14,1.3450977150639963e-14,1.0327592229149077e-10,7.669102815771383e-13,7.597224064803189e-20,1.2415340365378894e-10,2.462801685091986e-14,3.905407900588678e-15,2.737573918400114e-18,2.100330200034398e-18,1.3199975910308594e-06,6.2470178421282676e-09,1.2512998911482123e-06,2.609710566070408e-13,2.6263045103139454e-19,9.688227499719159e-16,9.510891780284683e-09
1.1872400221389e-07,0.5723637890760064,3.76,0.0,1.0000727052531917,0.9999991975374389,4.261203139255319e-08,8.734451147080702e-08,3.449914426628215e-08,0.0018277210817808788,0.0018277293096770472,6.888013293375459e-13,7.592204216431853e-07,3.7198757770643997e-09,5.13304551844399e-09,1.7903696727233032e-09,7.52532463304054e-07,2.7723292198147984e-10,1.0946595266267222e-07,6.502185399386877e-07,1.4644361480859393e-06,7.484957623384737e-08,1.9900576523978314e-10,7.378501094759361e-10,8.165435480513951e-10,7.676197736352876e-09,2.871673206070887e-14,1.4818531393641462e-14,1.0565042325667533e-10,8.139797826166847e-13,8.381902319939185e-20,1.2922256093349325e-10,2.6627503988236762e-14,4.303735061042386e-15,2.986898947088984e-18,2.3205195001712073e-18,1.3478719800533271e-06,6.515734163303707e-09,1.276284858337262e-06,2.7604154444235844e-13,2.788065795451976e-19,1.025384481996585e-15,9.920158224663424e-09
1.2121094250609661e-07,0.5723675957413341,3.76,0.0,1.0000343676169603,0.9999991788903064,4.51605683055832e-08,9.095459557318227e-08,3.570485939852435e-08,0.0018659708774875965,0.001865979458474302,7.032479187107689e-13,7.95097903988582e-07,3.829579175952616e-09,5.375769573912331e-09,1.919813404658396e-09,7.688365171215429e-07,2.8909600469819483e-10,1.1186870762546734e-07,6.671334764127133e-07,1.5197005151323554e-06,7.611103708179751e-08,2.0966123329905452e-10,7.696623022589472e-10,8.610239610892646e-10,7.89607205948196e-09,3.101444456708421e-14,1.6292878960921883e-14,1.0804069242217712e-10,8.629665303503944e-13,9.228801906772224e-20,1.3440298135265905e-10,2.8746634620605555e-14,4.73366956950009e-15,3.2532068748617218e-18,2.5586585878529815e-18,1.3757311107458337e-06,6.790046765272268e-09,1.3011984597191578e-06,2.916873721036645e-13,2.9564374609258966e-19,1.0838013580281823e-15,1.0337957927397712e-08
1.2369788279830322e-07,0.5723714023689133,3.76,0.0,0.9999960303229186,0.9999991601578364,4.7796973517302446e-08,9.463420946873922e-08,3.6921850784213275e-08,0.001904219199408496,0.0019042281411300397,7.176939516696256e-13,8.318968321937161e-07,3.939654683624789e-09,5.6233647989276495e-09,2.055292599703664e-09,7.851666174150876e-07,3.012135771194608e-10,1.1428717946951675e-07,6.841668640074863e-07,1.5760658091250407e-06,7.738080630756437e-08,2.2067379493390393e-10,8.021853313982249e-10,9.068589612709054e-10,8.117519932965122e-09,3.3445255973792956e-14,1.787999638218619e-14,1.1044674369945798e-10,9.139130637707322e-13,1.0141456002319692e-19,1.396953655653823e-10,3.099022043091282e-14,5.19704921216152e-15,3.537304149970219e-18,2.8158186185778522e-18,1.4035749915491476e-06,7.0699518634120216e-09,1.3260409032180904e-06,3.079207751983703e-13,3.131566581373942e-19,1.1440894305177656e-15,1.076428553745365e-08
1.2867176338271642e-07,0.5723790155136446,3.76,0.0,0.9999193567323778,0.9999991224345245,5.333660643221912e-08,1.022012070515042e-07,3.938904109212681e-08,0.001980711421902882,0.0019807211080883616,7.465843483843284e-13,9.082843686297173e-07,4.1608359431149885e-09,6.132855400056424e-09,2.344831189101113e-09,8.179059221893127e-07,3.262138448002102e-10,1.1917134919051023e-07,7.185906539637091e-07,1.6921279820389988e-06,7.994534411635067e-08,2.4379134434696095e-10,8.693770057257718e-10,1.0026262081395438e-09,8.565162159140644e-09,3.8726270191505683e-14,2.1417512819482802e-14,1.1530625586887923e-10,1.0218571383418247e-12,1.2178798783875654e-19,1.5061883106511827e-10,3.587055691820679e-14,6.231851131644655e-15,4.162214262315484e-18,3.3916987240810945e-18,1.4592170372240337e-06,7.646524420821098e-09,1.375513145233596e-06,3.4219975333758936e-13,3.5026906612495723e-19,1.270343512920569e-15,1.1642503093015516e-08
1.331482559086883e-07,0.5723858672218818,3.76,0.0,0.9998503515982876,0.9999990881857801,5.863077177844134e-08,1.0924724604368392e-07,4.1646621753313606e-08,0.0020495493818225422,0.002049559764323953,7.725838025915901e-13,9.802482225035007e-07,4.360965533624461e-09,6.6072704335637825e-09,2.6272302705817578e-09,8.474627868570339e-07,3.4958861961142103e-10,1.2362105170637256e-07,7.499812408697991e-07,1.8004214376721241e-06,8.228202847588432e-08,2.6587135426383006e-10,9.323139584105775e-10,1.0935321029548822e-09,8.973485257949347e-09,4.398557392711054e-14,2.505131239551038e-14,1.1973396108471365e-10,1.1261421532099912e-12,1.427537098696526e-19,1.6083990840432142e-10,4.073904180000303e-14,7.29746621098919e-15,4.7940661501439595e-18,3.986668664414819e-18,1.509242808276721e-06,8.184528137527572e-09,1.419796876594711e-06,3.75185151878251e-13,3.861309506019232e-19,1.3905333872371868e-15,1.246201072657966e-08
1.376247484346602e-07,0.572392718818803,3.76,0.0,0.9997813474597202,0.9999990536513939,6.422187670537401e-08,1.1651539087535383e-07,4.393864795979545e-08,0.0021183825667053314,0.002118393670532077,7.985814541742496e-13,1.0552966377402294e-06,4.5619972695869476e-09,7.09625134079497e-09,2.9309760001675038e-09,8.771077659610273e-07,3.737944750197438e-10,1.2812199850445344e-07,7.817617727878708e-07,1.9123941869065264e-06,8.464591915441118e-08,2.891903146864503e-10,9.9760667775519e-10,1.1889529508300336e-09,9.387003069902813e-09,4.9756893180667914e-14,2.915336915093684e-14,1.2421308044703257e-10,1.23745214643485e-12,1.6645886983827704e-19,1.714346760415394e-10,4.6090699696357456e-14,8.503356602590526e-15,5.497231349962177e-18,4.661915109812651e-18,1.5592193007106276e-06,8.740592784849943e-09,1.4638532624457042e-06,4.1026919247838466e-13,4.2441572696027124e-19,1.5170373171160458e-15,1.3309065721360897e-08
1.421012409606321e-07,0.57239957030855,3.76,0.0,0.9997123442739966,0.9999990188279497,7.011434920675599e-08,1.2400446396906135e-07,4.626454352282771e-08,0.0021872109765550206,0.002187222826809622,8.245773031931071e-13,1.1334671451655225e-06,4.7638377872010345e-09,7.599346365519819e-09,3.256703927804007e-09,9.068422363249764e-07,3.988339362768866e-10,1.3267432839903723e-07,8.13934375149274e-07,2.028088565543706e-06,8.703712315015473e-08,3.137788059274186e-10,1.0652761353557668e-09,1.288933462099444e-09,9.805748956586305e-09,5.6072466614245034e-14,3.376658258440874e-14,1.2874374068566234e-10,1.356046091504055e-12,1.931577128827396e-19,1.8240724716686362e-10,5.195768589055109e-14,9.862949719607874e-15,6.277330502869506e-18,5.4253041353861285e-18,1.6091465635559609e-06,9.31469637110495e-09,1.5076834936485436e-06,4.475268889623578e-13,4.652129386684231e-19,1.6499506714934699e-15,1.418363699704458e-08
1.4657773348660398e-07,0.5724064216952772,3.76,0.0,0.9996433419982992,0.9999989837120394,7.631254727459542e-08,1.317132940056903e-07,4.862382443602641e-08,0.00225603461137139,0.0022560472332508364,8.505713497098929e-13,1.2147974700146409e-06,4.966403280631128e-09,8.116108796967326e-09,3.6050297918045756e-09,9.366675640602788e-07,4.2470956961267653e-10,1.3727818842539724e-07,8.465010930542208e-07,2.147547042355588e-06,8.945574730638389e-08,3.396673393641032e-10,1.1353439767688217e-09,1.3935172436513072e-09,1.0229754895815617e-08,6.296563675024003e-14,3.893634830252775e-14,1.3332607823432527e-10,1.4821861609994019e-12,2.2311944334398346e-19,1.9376174463854818e-10,5.837339086685223e-14,1.1390523909016765e-14,7.140268416793246e-18,6.2852109853663886e-18,1.6590246457862105e-06,9.906816927872291e-09,1.5512887548254482e-06,4.870343244582021e-13,5.086132370384243e-19,1.7893695918192306e-15,1.5085693509930413e-08
1.5105422601257587e-07,0.5724132729831505,3.76,0.0,0.9995743405896688,0.9999989483002614,8.282077020213353e-08,1.3964071589114504e-07,5.101608670554446e-08,0.002324853471150209,0.0023248668899473173,8.765635937873059e-13,1.2993255246332739e-06,5.169618520915779e-09,8.646098315626861e-09,3.976549769956786e-09,9.665851047154542e-07,4.514239819597065e-10,1.4193373285614828e-07,8.794639033759302e-07,2.270812223415245e-06,9.190189843315732e-08,3.6688636866180367e-10,1.2078325205811837e-09,1.502746979276955e-09,1.0659051601168033e-08,7.047086925003347e-14,4.471063287007311e-14,1.379602380203863e-10,1.6161377454256948e-12,2.5662867590226765e-19,2.0550230165193422e-10,6.537246219267891e-14,1.3101238460008152e-14,8.092242401816627e-18,7.250538316309375e-18,1.7088535963182742e-06,1.0516932509981543e-08,1.5946702243928259e-06,5.288686550640657e-13,5.547083877945104e-19,1.9353910647716436e-15,1.601520425283183e-08
1.5553071853854776e-07,0.5724201241763499,3.76,0.0,0.9995053400050014,0.9999989125892201,8.964326838793164e-08,1.4778557072322013e-07,5.3440995784284035e-08,0.002393667555883226,0.0023936817969880033,9.025540354890555e-13,1.3870894022844666e-06,5.37341597629729e-09,9.188882119095082e-09,4.371840785380814e-09,9.965962034727706e-07,4.789798206833412e-10,1.4664112236282057e-07,9.128247252448648e-07,2.3979268559630088e-06,9.437568340416442e-08,3.954663005700913e-10,1.2827647578988828e-09,1.6166645914804604e-09,1.1093668650181389e-08,7.862377256515251e-14,5.114004970814992e-14,1.4264637243792094e-10,1.7581694726868584e-12,2.939858929801662e-19,2.1763306233034817e-10,7.299082674389902e-14,1.5011164050054082e-14,9.139750739888027e-18,8.33073470501789e-18,1.7586334640125876e-06,1.1145021195499454e-08,1.6378290745950074e-06,5.731081135553662e-13,6.0359127787055915e-19,2.0881129522821385e-15,1.6972138254978185e-08
1.6000721106451965e-07,0.5724269752790679,3.76,0.0,0.9994363402010443,0.9999988765755251,9.678425185032802e-08,1.561467057586511e-07,5.589827738906423e-08,0.0024624768655581377,0.00246249195445916,9.28542674879907e-13,1.4781273719073124e-06,5.577735022278049e-09,9.744035856461024e-09,4.791460857724103e-09,1.0267021953842538e-06,5.073797733180625e-10,1.5140052330107284e-07,9.465854291437508e-07,2.528933831877982e-06,9.68772092312448e-08,4.254375052974759e-10,1.360164352210648e-09,1.7353113868990894e-09,1.1533634617175868e-08,8.746111795711034e-14,5.82779360419222e-14,1.473846404764312e-10,1.908553228160775e-12,3.355079084241537e-19,2.3015818224942004e-10,8.126571326995967e-14,1.7137313625870514e-14,1.0289601291964948e-17,9.535813419504048e-18,1.808364297673241e-06,1.1791061085717561e-08,1.6807664715378004e-06,6.198320131232329e-13,6.553559224188572e-19,2.247634016709652e-15,1.7956464581919812e-08
1.6448370359049154e-07,0.5724338262955109,3.76,0.0,0.9993673411343956,0.9999988402557919,1.042478975674065e-07,1.6472297438035024e-07,5.838770958311334e-08,0.002531281400158577,0.0025312973624443693,9.545295120257237e-13,1.5724778737415323e-06,5.7825212355340305e-09,1.0311144386578834e-08,5.235949493923593e-09,1.0569044056423307e-06,5.36626567311184e-10,1.5621210710511363e-07,9.807478447399243e-07,2.6638761907921904e-06,9.940658312495554e-08,4.5683032645248057e-10,1.4400556396051885e-09,1.8587281864184372e-09,1.1978977204358278e-08,9.702085986151468e-14,6.618043093842958e-14,1.5217520698571112e-10,2.067564175351255e-12,3.8152833772023087e-19,2.4308182890176397e-10,9.023567530226411e-14,1.9497673735197558e-14,1.1548920246685288e-17,1.087637146283572e-17,1.8580461460481025e-06,1.2455030305140164e-08,1.7234835752218478e-06,6.69120751147558e-13,7.10097472022737e-19,2.414053941387405e-15,1.896815233543591e-08
