Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527)
3.730848691170059e-05,1.029151732175011,3.76,0.0,3.323525538315508e-05,0.41386118895294344,0.4505105291591748,0.06990950906182611,0.0007780039854510484,0.032347918958067136,0.45481858192568475,5.267236308582088e-10,0.6203934619936081,1.0514566670161351e-05,0.00013605330309583483,0.5880396282932471,0.0005405159076155393,1.864729098154977e-05,1.1882361827583409e-05,0.004807072952905519,0.14796627473192686,1.6341751518021623e-05,8.491926856804278e-05,0.003716836935716081,0.13504533781528086,0.00025433390511333083,0.0003721696758506125,0.000586130863582839,5.346524492759443e-10,0.016573914796795007,3.318348701495922e-10,7.770108738522314e-05,0.0002876036198711783,4.944543063104412e-05,8.684678253696321e-08,1.98244119390994e-09,0.025828717455726482,0.005951991965947037,0.012265733922644267,0.020218353172352356,7.531788255306864e-08,1.0518513065499871e-10,0.036500732746221565,0.006672630677991412,4.09233600062976e-05,6.293178720899375e-07,2.3725049015857894e-06,0.01572802830036489,5.980895026679924e-06,9.150880078748725e-11,1.0924340353915044e-09,0.05199146633297782,9.484300977511346e-05,1.22502481904085e-05,0.05133414085728024,1.1012011670859766e-06,8.83448599945566e-14,6.3922480964364e-06,8.805234406805303e-06,1.2681781161268233e-06,0.0004969097014433402,3.276727031846149e-08,9.205285714127579e-08,0.0010288537113895973,5.435782465751016e-06,0.000771006750577419,0.0005086247622374884,0.01341062195926504,2.1723323801645397e-05,6.999756310788543e-12,4.047589827415455e-12,3.004628178483442e-07,1.5421884815652387e-06,0.0014289922255944863,6.046437693918563e-07,3.3514839837750986e-08,0.001357214612242991,1.3488647238902421e-08,4.3485435161069415e-08,7.292606886188108e-06,2.0091284273834613e-07,2.9879930393713882e-06
3.740379230762433e-05,1.0292422834691717,3.76,0.0,3.319510539134361e-05,0.4132523502062862,0.45097729472917925,0.06995139051081424,0.0007777767279331859,0.03225279888348974,0.45516712208057886,5.252467751896347e-10,0.620429636144351,1.0501909446781502e-05,0.0001357809045372281,0.5887242104064894,0.0005390605852482301,1.8572444272917833e-05,1.185658980505833e-05,0.004808860185637665,0.14760322002348544,1.6306304691409933e-05,8.473271083754417e-05,0.0037099309485233954,0.1351207954215883,0.0002538804923583782,0.0003716256184753747,0.0005843629180686549,5.326581807472918e-10,0.016516615538222007,3.303181806138899e-10,7.74656070631902e-05,0.0002871395154803604,4.928686790485627e-05,8.6469348216108e-08,1.973003092461248e-09,0.025812318091860048,0.005941166789607016,0.012263926476999962,0.02020853047028702,7.506444146834821e-08,1.0485175059691525e-10,0.036473503349256614,0.00667294543694227,4.089197104161958e-05,6.27633763253893e-07,2.371598810311268e-06,0.015735642560262338,5.98546546698266e-06,9.129937189321214e-11,1.0877187416419697e-09,0.052065525292327046,9.488070617374791e-05,1.2254641352897589e-05,0.05139886874207694,1.1025917027827137e-06,8.79242656634727e-14,6.393264911846711e-06,8.79510099002391e-06,1.2677033066912054e-06,0.000496338549271222,3.267917795317656e-08,9.178094059521042e-08,0.0010284838555451087,5.43357576678527e-06,0.0007704822248918222,0.0005085439195845797,0.013422966197756056,2.172598641246926e-05,6.989697051587585e-12,4.041774844889102e-12,3.0002456349737737e-07,1.5418110645564106e-06,0.0014297356106973637,6.048226921253508e-07,3.353224687820588e-08,0.0013582604970859907,1.3483524880143391e-08,4.3522755888371924e-08,7.299424899633655e-06,2.0057003627603194e-07,2.9810453986811844e-06
3.7499097703548066e-05,1.0293326187405727,3.76,0.0,3.315529143801355e-05,0.4126447247803885,0.4514432477217361,0.06999290159217897,0.0007775502413241639,0.03215805292576465,0.4555151452118234,5.237757676546852e-10,0.6204656426898011,1.048929464734599e-05,0.00013550955296627823,0.5894070175176978,0.0005376114132325878,1.849803249091622e-05,1.183089313718317e-05,0.004810648167490768,0.14724126259124148,1.627096149859602e-05,8.454691878086736e-05,0.003703047069826878,0.13519596907881948,0.0002534284502696034,0.00037108281623940415,0.0005826018865357144,5.306727599047047e-10,0.016459565962812773,3.2880964051376056e-10,7.72310681146207e-05,0.0002866765860975635,4.912894010896392e-05,8.609389510651654e-08,1.963616917602747e-09,0.02579589272398036,0.0059303755273849125,0.01226212165853833,0.020198660474084276,7.481210097262194e-08,1.0451986168929083e-10,0.03644617051702329,0.006673240482721857,4.0860605669546124e-05,6.259567935711733e-07,2.3706900589184914e-06,0.015743145301497334,5.989997365934412e-06,9.109087772277814e-11,1.0830279568286267e-09,0.05213949869912821,9.491794508738312e-05,1.225898054439049e-05,0.05146347293861349,1.1039795823558258e-06,8.750598533868248e-14,6.3942738289572974e-06,8.785003629181845e-06,1.2672286793033605e-06,0.0004957688394573525,3.2591381494872034e-08,9.151017896824548e-08,0.0010281143161591216,5.431376965186712e-06,0.0007699586716378039,0.0005084626397058605,0.01343529458875633,2.172869539680785e-05,6.979673517204686e-12,4.035980704970386e-12,2.995878973842091e-07,1.5414349050454144e-06,0.0014304716843263144,6.050030939855042e-07,3.354948256266687e-08,0.00135929741174061,1.3478398076212801e-08,4.355986801487357e-08,7.306205088481422e-06,2.0022805114127365e-07,2.9741268563557103e-06
3.7594403099471804e-05,1.029422738769069,3.76,0.0,3.3115803297156614e-05,0.4120383087837471,0.4519083900846078,0.07003404405390282,0.0007773245210158402,0.03206367945006861,0.4558626527632732,5.223105822588508e-10,0.6205014825136739,1.0476722155689619e-05,0.00013523924202134025,0.5900880563549895,0.000536168353982572,1.8424052280733116e-05,1.1805271463083211e-05,0.004812436882528463,0.14688039813845613,1.6235721445540054e-05,8.43618887386966e-05,0.0036961851745142163,0.135270859987584,0.0002529777719610672,0.00037054126353874936,0.0005808477312488798,5.286961323370894e-10,0.016402765073093944,3.27309195912713e-10,7.699746537257398e-05,0.00028621482633064884,4.897164383196944e-05,8.57204103156569e-08,1.9542823248618674e-09,0.025779441558392683,0.0059196179417212325,0.012260319434028355,0.020188743452118997,7.456085667044997e-08,1.0418945552058995e-10,0.03641873531926575,0.006673515868628237,4.08292639986023e-05,6.242869176609733e-07,2.3697786700787136e-06,0.01575053708874752,5.99449088011628e-06,9.088331311302672e-11,1.0783615236503184e-09,0.05221338686188498,9.495472890209843e-05,1.2263266026478831e-05,0.05152795357706331,1.105364808599766e-06,8.70900036702822e-14,6.3952748725474e-06,8.774942130580703e-06,1.2667542192640104e-06,0.000495200568603344,3.250387958270543e-08,9.124056744723275e-08,0.0010277450896384551,5.429186031751501e-06,0.0007694360727530637,0.0005083809244485431,0.01344760714099103,2.1731450725362377e-05,6.9696859346615455e-12,4.030207229149691e-12,2.9915279795343316e-07,1.5410599961859653e-06,0.0014312004867510265,6.051849927373408e-07,3.3566547834994124e-08,0.001360325404412195,1.3473266664519538e-08,4.359677248186889e-08,7.312947623287223e-06,1.9988688386541353e-07,2.9672372447334307e-06
3.768970849539554e-05,1.029512644330877,3.76,0.0,3.307663104795263e-05,0.411433098343537,0.4523727237575597,0.07007481963705008,0.0007770995624374077,0.03196967682999162,0.45620964616957244,5.208511930772909e-10,0.6205371564933893,1.0464191855531348e-05,0.0001349699653839376,0.5907673336135799,0.0005347313702220825,1.8350500320154646e-05,1.177972444036105e-05,0.00481422631665844,0.1465206223912164,1.6200584061955834e-05,8.417761706131455e-05,0.0036893451385816836,0.1353454693424964,0.0002525284505974854,0.0003700009547865106,0.0005791004147711521,5.267282510568523e-10,0.01634621187248656,3.25816793867677e-10,7.676479371051256e-05,0.00028575423081084655,4.881497568933547e-05,8.534888105771813e-08,1.944998975347458e-09,0.025762964800747457,0.005908893797567168,0.012258519770563088,0.020178779670812413,7.43107041701622e-08,1.0386052394094076e-10,0.036391198817409307,0.006673771647803941,4.079794613687119e-05,6.226240906870242e-07,2.368864666484229e-06,0.01575781848466691,5.998946167731832e-06,9.067667296922545e-11,1.0737192864474802e-09,0.05228719008799831,9.499105999152714e-05,1.2267498059854559e-05,0.05159231078756309,1.1067473843081543e-06,8.667630556506443e-14,6.396268067881969e-06,8.764916301564382e-06,1.2662799126540026e-06,0.0004946337332941461,3.241667087492542e-08,9.097210121377413e-08,0.0010273761724257976,5.427002920148441e-06,0.0007689144104234054,0.0005082987756448052,0.013459903863120952,2.1734251623797142e-05,6.959734271251831e-12,4.024454475454444e-12,2.9871927774840786e-07,1.540686331181596e-06,0.0014319220580250585,6.05368365114908e-07,3.3583443634005514e-08,0.0013613445230780113,1.3468130485068045e-08,4.363347025067288e-08,7.319652674764199e-06,1.9954653100993085e-07,2.9603763974457933e-06
3.778501389131928e-05,1.0296023361980517,3.76,0.0,3.30377650655992e-05,0.41082908960648373,0.4528362506724491,0.07011523007581222,0.0007768753610875768,0.03187604344737097,0.4565561268562904,5.193975744838769e-10,0.6205726655004189,1.045170363099415e-05,0.0001347017167969555,0.5914448559561505,0.0005333004249770345,1.8277373318927046e-05,1.1754251738540493e-05,0.0048160164550894065,0.14616193109811085,1.6165548894436375e-05,8.399410014038452e-05,0.0036825268390730252,0.13541979833223727,0.0002520804794139203,0.00036946188445142623,0.0005773598999487307,5.247690677916648e-10,0.016289905365305543,3.2433238151770846e-10,7.653304804157348e-05,0.0002852947942192901,4.865893232116138e-05,8.497929465160543e-08,1.9357665308651055e-09,0.02574646265606755,0.005898202862343886,0.012256722635567485,0.020168769394655686,7.406163908603624e-08,1.035330587671322e-10,0.03636356206464727,0.0066740078732498665,4.076665219323619e-05,6.209682681839194e-07,2.3679480697036387e-06,0.01576499004990451,6.003363383762494e-06,9.047095222561394e-11,1.0691010904081417e-09,0.05236090868276431,9.502694071699772e-05,1.2271676904239266e-05,0.051656544700214684,1.1081273122738195e-06,8.626487594516717e-14,6.397253439787831e-06,8.754925954904968e-06,1.2658057458720382e-06,0.0004940683300976918,3.232975403396217e-08,9.07047756380225e-08,0.0010270075609975298,5.424827588264616e-06,0.0007683936670785248,0.0005082161951007003,0.013472184763751881,2.17370978106714e-05,6.949818014165249e-12,4.018722211546596e-12,2.982873180370252e-07,1.5403139032070708e-06,0.0014326364379833227,6.05553190684626e-07,3.360017089340234e-08,0.0013623548154890466,1.3462989380700911e-08,4.3669962246042975e-08,7.326320413869833e-06,1.9920698915931594e-07,2.9535441493719636e-06
3.787078874765064e-05,1.0296828768044906,3.76,0.0,3.30030398185621e-05,0.4102865060304962,0.4532527367080136,0.07015128869998549,0.0007766742236358323,0.03179208777029369,0.4568675222700197,5.180942305188345e-10,0.6206044832705879,1.0440500108466936e-05,0.00013446116693126663,0.5920531310916769,0.0005320177068700336,1.821191966441785e-05,1.1731389570903665e-05,0.0048176281688701635,0.1458400326470033,1.6134104254394524e-05,8.382957727553349e-05,0.0036764088533726112,0.1354864556884395,0.00025167845420827535,0.0003689777754821907,0.000575799221542903,5.230131979240474e-10,0.016239439609540225,3.2300319814955484e-10,7.632526449140592e-05,0.00028488228782288827,4.851902471476443e-05,8.464831762809922e-08,1.9275005769648732e-09,0.02573158918886954,0.005888609224041125,0.012255107349271798,0.02015972061007209,7.383840662902492e-08,1.0323958711693963e-10,0.036338604136464274,0.006674203801400367,4.0738508183413104e-05,6.194839802480364e-07,2.3671209329677392e-06,0.015771351015127374,6.007306453714049e-06,9.028658547164335e-11,1.0649651422421179e-09,0.052427183308756765,9.505885025199263e-05,1.2275392601330203e-05,0.051714249909444676,1.1093669859305888e-06,8.589651646709335e-14,6.3981336056419345e-06,8.74596482692497e-06,1.2653791038794911e-06,0.0004935606888311142,3.22517773218009e-08,9.046515402037714e-08,0.0010266760692726022,5.422876417559518e-06,0.000767925769474624,0.000508141504948483,0.013483224054004237,2.173969832509829e-05,6.940923384038096e-12,4.013580488677431e-12,2.978998693597444e-07,1.539979770138418e-06,0.0014332732641195664,6.057207841828668e-07,3.3615082093083104e-08,0.0013632565714947068,1.3458358048447736e-08,4.370262986224713e-08,7.33228961748158e-06,1.9890209209674443e-07,2.9474194429659512e-06
3.795656360398201e-05,1.0297632454976662,3.76,0.0,3.2968548471149845e-05,0.40974488994717756,0.4536685722251506,0.07018705421076445,0.0007764736927387668,0.03170842870360328,0.45717850455475184,5.167955214935235e-10,0.6206361687407703,1.0429330490538656e-05,0.00013422144028771434,0.5926599949266811,0.0005307398237220367,1.8146805233990444e-05,1.1708587079487179e-05,0.004819240429371686,0.14551900611091037,1.6102741691574673e-05,8.366566027586593e-05,0.0036703082872659677,0.13555288776506258,0.0002512775123552313,0.0003684946612600885,0.0005742439959257909,5.212642974017224e-10,0.01618917214523434,3.21680406033288e-10,7.611822325490282e-05,0.0002844707120952592,4.837961806009396e-05,8.431889503067773e-08,1.9192753420775257e-09,0.02571669547222382,0.005879042132496007,0.012253494061684342,0.020150634567477125,7.361604823681487e-08,1.0294729074844964e-10,0.03631356660768083,0.006674383972265118,4.071038371256718e-05,6.180052982442371e-07,2.366291728555006e-06,0.01577762387581518,6.011218922415827e-06,9.010295568753454e-11,1.060848432141871e-09,0.052493389848600865,9.509039860381245e-05,1.227906561259723e-05,0.051771855447580395,1.110604519212457e-06,8.552997155810961e-14,6.399007472220862e-06,8.737032153095695e-06,1.2649525538891257e-06,0.0004930542022706622,3.2174034979863666e-08,9.022644906277383e-08,0.0010263448198858962,5.420931504886598e-06,0.0007674585897470617,0.0005080664678291796,0.013494250541951578,2.1742335798818927e-05,6.932057177577345e-12,4.008455177207248e-12,2.9751366899193163e-07,1.5396466288157878e-06,0.001433904326120024,6.058895724316139e-07,3.3629858201463575e-08,0.00136415125121988,1.3453722491506028e-08,4.373513222284081e-08,7.338228858487198e-06,1.98597846740785e-07,2.941317650587525e-06
3.804233846031337e-05,1.0298434428322423,3.76,0.0,3.29342845944764e-05,0.4092042385868863,0.45408375861584693,0.07022252785800126,0.0007762737652142999,0.031625065084861244,0.45748907473101325,5.155014289098266e-10,0.6206677225337602,1.0418194693762949e-05,0.0001339825324134191,0.5932654522506678,0.0005294667492020787,1.8082027695002173e-05,1.16858440228922e-05,0.004820853226985368,0.14519884843728775,1.6071460873986627e-05,8.350234655227365e-05,0.0036642250533134393,0.1356190954163735,0.00025087764902558023,0.000368012537851149,0.0005726941966044324,5.195223333114535e-10,0.016139102248646037,3.203639677607846e-10,7.591192070584412e-05,0.0002840600632500306,4.824070996048382e-05,8.399101783179538e-08,1.9110905865506463e-09,0.025701781654192905,0.00586950142324477,0.012251882749749962,0.020141511455748863,7.339456072043529e-08,1.0265616390554799e-10,0.03628845022908671,0.006674548424169559,4.0682278857929675e-05,6.16532190565413e-07,2.365460472364796e-06,0.01578380903644475,6.0151009042686e-06,8.992005924953616e-11,1.0567508501099705e-09,0.05255952852150151,9.512158747157616e-05,1.228269612516584e-05,0.05182936140940974,1.111839914154107e-06,8.516523054050329e-14,6.399875058090042e-06,8.728127796719355e-06,1.2645260863123444e-06,0.0004925488678897173,3.209652605479943e-08,8.998865727828138e-08,0.0010260138103394204,5.418992819280725e-06,0.000766992115589402,0.000507991085027025,0.013505264233740733,2.174500969252413e-05,6.923219444826394e-12,4.003346415294893e-12,2.9712873302586455e-07,1.5393144744866344e-06,0.001434529652578571,6.060595406432444e-07,3.364449988876929e-08,0.0013650388890035945,1.3449082600989162e-08,4.376747001844345e-08,7.344138259594874e-06,1.9829425065104087e-07,2.9352386544518164e-06
3.8128113316644735e-05,1.0299234693603956,3.76,0.0,3.290024193418807e-05,0.40866454919247336,0.45449829726698177,0.07025771088701001,0.0007760744379168966,0.031541995757004546,0.4577992338135178,5.142119345109095e-10,0.6206991452684699,1.0407092634764712e-05,0.00013374443888927994,0.593869507831971,0.0005281984571722566,1.8017584735135034e-05,1.1663160164545719e-05,0.004822466552125635,0.1448795565881844,1.6040261477446593e-05,8.333963353603428e-05,0.0036581590647482252,0.135685079492797,0.0002504788594310403,0.0003675314013451318,0.0005711497972699467,5.177872689648065e-10,0.016089229196779783,3.1905384578866503e-10,7.57063532431308e-05,0.00028365033752459035,4.810229803571115e-05,8.36646770704071e-08,1.902946070390845e-09,0.025686847882383013,0.005859986933395917,0.012250273390618797,0.020132351462555747,7.317394089640767e-08,1.023662007116188e-10,0.036263255746186496,0.006674697195341441,4.065419369791048e-05,6.15064625807183e-07,2.3646271798925108e-06,0.015789906900148348,6.018952512563952e-06,8.973789255234267e-11,1.0526722865104208e-09,0.052625599545485284,9.51524185464438e-05,1.2286284325618197e-05,0.051886767889708967,1.1130731727899561e-06,8.480228270749284e-14,6.400736381955991e-06,8.71925162448223e-06,1.2640996919023005e-06,0.0004920446831525316,3.201924959249182e-08,8.975177535059485e-08,0.001025683038157117,5.417060326631565e-06,0.000766526334850611,0.0005079153578150998,0.013516265135480085,2.1747719572091515e-05,6.914409878646654e-12,3.998253883474773e-12,2.9674502887772023e-07,1.5389833024539455e-06,0.0014351492719489156,6.062306656921216e-07,3.3659007821925735e-08,0.001365919519035759,1.3444438269933345e-08,4.379964391300825e-08,7.350017943688289e-06,1.9799130140108455e-07,2.929182337599908e-06
3.82138881729761e-05,1.0300033256312067,3.76,0.0,3.286641440364988e-05,0.4081258190197249,0.454912189560397,0.07029260453859582,0.0007758757077478727,0.03145921956824906,0.458108982811265,5.129270200566463e-10,0.6207304375601271,1.0396024230807905e-05,0.00013350715534016542,0.5944721664179952,0.0005269349216821418,1.795347406197966e-05,1.1640535265306954e-05,0.00482408039378564,0.14456112754002703,1.6009143174457484e-05,8.317751868820779e-05,0.0036521102354415474,0.13575084084096367,0.00025008113882258855,0.0003670512478864598,0.0005696107717868387,5.160590692221265e-10,0.016039552267395906,3.177500030165535e-10,7.550151729044341e-05,0.00028324153120049293,4.796437992031149e-05,8.333986385108102e-08,1.8948415564837263e-09,0.025671894303953623,0.005850498501602036,0.01224866596166,0.02012315477437623,7.29541855829302e-08,1.0207739535592408e-10,0.03623798389926466,0.0066748303239172494,4.062612831028676e-05,6.136025727562671e-07,2.3637918659172975e-06,0.015795917868721247,6.022773857785936e-06,8.955645201351549e-11,1.048612632711231e-09,0.05269160313676692,9.518289351268785e-05,1.2289830399762235e-05,0.05194407498324458,1.1143042971541832e-06,8.444111750016736e-14,6.401591461572168e-06,8.710403505547464e-06,1.2636733611193123e-06,0.0004915416455162579,3.194220464463647e-08,8.951579990663067e-08,0.0010253525008836507,5.415134007126602e-06,0.000766061235532146,0.000507839287451629,0.013527253253243419,2.1750465741645435e-05,6.905628144305798e-12,3.9931773473771406e-12,2.963625386943063e-07,1.538653108048619e-06,0.0014357632125449433,6.064029585156464e-07,3.367338266457051e-08,0.0013667931753589184,1.3439789393192764e-08,4.38316545646599e-08,7.355868033121761e-06,1.9768899657713853e-07,2.9231485838621726e-06
3.829966302930746e-05,1.030083012191443,3.76,0.0,3.2832796079429455e-05,0.4075880453366329,0.4553254368729673,0.07032721004909392,0.0007756775716353985,0.03137673537207257,0.45841832272761335,5.116466673215515e-10,0.6207616000201897,1.0384989399688413e-05,0.0001332706774260821,0.5950734327354357,0.0005256761169669919,1.7889693402811946e-05,1.1617969087093928e-05,0.004825694740897274,0.14424355828347135,1.5978105638054174e-05,8.301599948371265e-05,0.003646078479915071,0.13581638030375806,0.00024968448248092817,0.0003665720736601131,0.0005680770941975165,5.143377015736767e-10,0.015990070739041094,3.1645240284848357e-10,7.529740929605218e-05,0.00028283364059472464,4.782695326474105e-05,8.301656934367304e-08,1.886776810544446e-09,0.025656921065598345,0.005841035968039396,0.012247060440466058,0.02011392157652422,7.273529160059903e-08,1.0178974216870864e-10,0.03621263542346171,0.006674947847935686,4.0598082771016434e-05,6.12146000474665e-07,2.362954545041163e-06,0.015801842342623433,6.026565050149016e-06,8.937573407007595e-11,1.0445717810859985e-09,0.052757539510322436,9.521301404868192e-05,1.2293334532722647e-05,0.05200128278477596,1.1155332892807788e-06,8.408172448905976e-14,6.4024403144340496e-06,8.701583308454637e-06,1.263247084374655e-06,0.0004910397524342472,3.186539027275978e-08,8.928072749703801e-08,0.0010250221960848571,5.4132138456212566e-06,0.000765596805785803,0.0005077628751893733,0.013538228593064075,2.175324856463852e-05,6.89687413843719e-12,3.988116896261335e-12,2.959812770289933e-07,1.5383238866080201e-06,0.0014363715025461044,6.065764389656298e-07,3.368762507720844e-08,0.0013676598918700485,1.3435135867208346e-08,4.3863502638836254e-08,7.36168864893285e-06,1.9738733378178649e-07,2.917137277858411e-06
3.8385437885638827e-05,1.0301625295859078,3.76,0.0,3.279938120180076e-05,0.40705122542224004,0.4557380405765789,0.0703615286503353,0.0007754800265194286,0.03129454202727372,0.45872725456025737,5.103708582173045e-10,0.6207926332562148,1.0373988058997928e-05,0.0001330350008262707,0.595673311490179,0.000524422017454048,1.7826240504796835e-05,1.1595461390427773e-05,0.004827309584963463,0.14392684582353574,1.5947148538910306e-05,8.285507339176623e-05,0.003640063713385245,0.13588169872030484,0.0002492888857091264,0.0003660938748454459,0.0005665487387278837,5.126231314158227e-10,0.01594078389113182,3.151610087300448e-10,7.509402573305548e-05,0.0002824266620272707,4.769001573603212e-05,8.269478478360501e-08,1.878751598322257e-09,0.025641928313540084,0.005831599174412596,0.012245456804792977,0.020104652053145673,7.251725577548612e-08,1.0150323550069434e-10,0.03618721104875961,0.00667504980533756,4.0570057155457206e-05,6.106948783343109e-07,2.362115233027312e-06,0.015807680720968383,6.030326204451458e-06,8.919573516216426e-11,1.040549624617327e-09,0.05282340888108575,9.524278182471621e-05,1.2296796908892939e-05,0.05205839138905343,1.116760151203541e-06,8.372409321365217e-14,6.4032829596559235e-06,8.692790898593407e-06,1.2628208526057218e-06,0.0004905390013494946,3.178880554422251e-08,8.904655466367767e-08,0.0010246921213481117,5.411299811050203e-06,0.0007651330339147269,0.0005076861222740782,0.013549191160936058,2.1756067273361377e-05,6.888148121476377e-12,3.9830727409796006e-12,2.9560125525303566e-07,1.5379956335737093e-06,0.0014369741699931293,6.06751083279192e-07,3.370173571711307e-08,0.0013685197023176297,1.3430477590011492e-08,4.389518881626721e-08,7.367479912091389e-06,1.9708631063515185e-07,2.911148304963171e-06
3.847121274197019e-05,1.0302418783553675,3.76,0.0,3.2766164183372746e-05,0.4065153565691754,0.456150002037678,0.07039556156921657,0.0007752830693872834,0.03121263839837021,0.4590357793007555,5.090995748025523e-10,0.620823537871771,1.0363020126563001e-05,0.00013280012125958912,0.5962718073654331,0.0005231725977738695,1.7763113136356914e-05,1.15730119444704e-05,0.004828924916805144,0.14361098718076903,1.5916271561056104e-05,8.269473790755535e-05,0.003634065851764329,0.1359467969256259,0.0002488943438553566,0.00036561664765785533,0.0005650256797953523,5.109153240030067e-10,0.015891691004027216,3.1387578431727226e-10,7.489136310102078e-05,0.00028202059185058543,4.7553565018056976e-05,8.237450147648985e-08,1.8707656876931134e-09,0.02562691619349923,0.005822187964076795,0.012243855032607658,0.020095346387120943,7.230007493837969e-08,1.0121786960898936e-10,0.036161711499522534,0.006675136233965933,4.054205154110026e-05,6.092491758525189e-07,2.3612739447984515e-06,0.015813433401399752,6.034057432790677e-06,8.90164517849799e-11,1.0365460569111764e-09,0.052889211462465724,9.527219850225592e-05,1.230021771208181e-05,0.05211540089082256,1.1179848849561362e-06,8.336821334006075e-14,6.4041194159817925e-06,8.684026146771233e-06,1.2623946570618e-06,0.000490039389695045,3.171244952616264e-08,8.88132780989245e-08,0.0010243622742827961,5.4093918706438575e-06,0.0007646699083850745,0.0005076090299347137,0.01356014096281727,2.1758921547324908e-05,6.879449744041103e-12,3.978044422873615e-12,2.952224344797415e-07,1.5376683445337502e-06,0.0014375712427731004,6.069268767624988e-07,3.371571523790373e-08,0.0013693726402880958,1.3425814461812741e-08,4.392671375615866e-08,7.373241943877306e-06,1.9678592476877498e-07,2.9051815514108138e-06
3.8556987598301554e-05,1.030321059040491,3.76,0.0,3.273313956715576e-05,0.4059804360809857,0.4565613226184508,0.07042931002873798,0.0007750866972615111,0.03113102335437027,0.4593438979358719,5.078327991744677e-10,0.6208543144673304,1.0352085520761087e-05,0.00013256603448148798,0.5968689250265824,0.0005219278327137539,1.770030908256453e-05,1.1550620520344988e-05,0.00483054072610126,0.14329597938789831,1.5885474390247663e-05,8.253499055084422e-05,0.003628084811497135,0.13601167575152592,0.0002485008523014717,0.00036514038835839033,0.000563507891964833,5.092142465031121e-10,0.01584279135885043,3.125966937253723e-10,7.468941792031602e-05,0.0002816154264545034,4.7417598807595696e-05,8.205571078302669e-08,1.8628188489568504e-09,0.025611884850787678,0.005812802181675491,0.01224225510205992,0.020086004760347796,7.208374592243462e-08,1.0093363890294299e-10,0.03613613749571568,0.006675207171584967,4.0514066003913515e-05,6.078088627824416e-07,2.3604306945227723e-06,0.01581910078039418,6.037758844870753e-06,8.883788044495927e-11,1.032560972510789e-09,0.05295494746634979,9.530126573717597e-05,1.2303597125450565e-05,0.0521723113848283,1.1192074925721897e-06,8.301407463797228e-14,6.4049497011629675e-06,8.675288925331379e-06,1.2619684887557848e-06,0.0004895409148998926,3.163632129494101e-08,8.858089445399987e-08,0.001024032652515404,5.4074900043435575e-06,0.0007642074177901938,0.0005075315993900323,0.013571078004635806,2.176181163890848e-05,6.870778676886218e-12,3.9730318629986465e-12,2.948448139167615e-07,1.5373420149657425e-06,0.0014381627486543195,6.071038280948176e-07,3.372956429044768e-08,0.0013702187392409324,1.3421146384111685e-08,4.395807811037552e-08,7.3789748648576415e-06,1.9648617382769079e-07,2.899236904109802e-06
