Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383)
9.108819793011273e-07,0.2537828079938461,3.76,0.0,0.2267230275924543,0.9556735292868866,0.05299035133496195,0.0031673175907466163,0.006507497559171525,0.08320204697579243,0.1005126112124254,1.3295466447628414e-08,0.21185233392065816,8.771582853838426e-05,0.000684148662090034,0.008132448529372796,0.0029765609488378694,0.0001198570487234817,0.0008229668143962812,0.024492984486721464,0.24094910458838323,0.0007922145874794354,0.0011233349003881364,0.0016380731214133395,0.009108823012899564,0.0019804048952667547,0.0020429723559892577,0.004690425874270066,2.736918985888741e-07,0.0025128099549411543,2.1889311256757946e-08,0.0009726992319589856,0.0018812353172510273,0.000811916453827777,1.232043978887039e-06,2.5588468755267555e-07,0.0029705623107845894,0.001064637493099759,0.002152073424609171,0.00011713833189013704,2.342879310729624e-08,5.094506977835797e-09,0.000370442218031789,1.0242221443223026e-05,2.1497095918121476e-05,6.347576790536988e-07,2.7547417281237173e-07,9.949509198081889e-05,5.572090451094259e-07,5.149895704986584e-10,5.029977039527485e-08,0.0002024727001339922,3.578586284799472e-06,9.248537828288735e-07,0.0007987702806830872,1.939724131337925e-08,2.5804760788042632e-11,1.3183010276443638e-06,9.59294011336251e-05,9.432122689785807e-07,6.61718524564913e-05,3.2841020179996965e-08,1.176702631304248e-07,4.0008879631321416e-05,1.0903872046566267e-05,7.090385236902536e-05,0.00015905579189303803,0.0023566468161944714,0.00017689872670628988,4.409824844302718e-08,2.1139159782896085e-08
9.129273345937421e-07,0.2538851088845124,3.76,0.0,0.22455537312454435,0.9550916571229715,0.05361927292265347,0.0031801276186396985,0.006569546267948157,0.08313205699941698,0.1007031598075414,1.3434661993287342e-08,0.21348137808343198,8.880857214635579e-05,0.0006913074369642798,0.008297642209921218,0.0029890973084325226,0.000121474287118432,0.0008260665405481858,0.024647871084645587,0.24258990042648015,0.0007971631471921958,0.0011306746523884574,0.0016560666786390212,0.009226155681399978,0.00201033094861521,0.002075847260195281,0.0047793434905243105,2.7446011103032427e-07,0.0025808889314519216,2.2282364650548935e-08,0.0009896030174230794,0.001911292397192689,0.0008267577469205251,1.2634769580315741e-06,2.60309837669878e-07,0.0030310154591124093,0.0010889458502283333,0.0021925352791201842,0.00012150654952514067,2.4107755776017895e-08,5.134449269828249e-09,0.00037904429656439884,1.0678202916070997e-05,2.194542152591754e-05,6.487282933716815e-07,2.86895438562909e-07,0.0001032739745349191,5.820159136192519e-07,5.27511100288979e-10,5.139369317352317e-08,0.00020699940302073186,3.7515909909247647e-06,9.6841969649461e-07,0.0008232580175255617,2.00122275939714e-08,2.62509895380743e-11,1.3660804515434312e-06,9.626959251666766e-05,9.83531177090731e-07,6.81939239453953e-05,3.367499018663142e-08,1.2092894909122048e-07,4.027923278761814e-05,1.1170462260677487e-05,7.354516808635981e-05,0.00015678652312621613,0.0023626094617762547,0.00018058625198389522,4.504050756234095e-08,2.1588736082226925e-08
9.149726898863568e-07,0.2539873159030921,3.76,0.0,0.22239206331158456,0.9545045648506186,0.054252439553507045,0.003193079753597583,0.006631367646126501,0.08305988985135199,0.10089456885548968,1.357265670944471e-08,0.21510767230434605,8.989826969147808e-05,0.0006984618644260639,0.008465787877025897,0.00300146762500463,0.00012309927490027566,0.000829062015941518,0.02480078817536719,0.2442211973542511,0.0008020302894967122,0.0011379103204653177,0.001674200089201218,0.009344388870137712,0.0020404947443848228,0.0021088583806797307,0.004869208584784054,2.751905971448841e-07,0.002650476209197421,2.2678921255727127e-08,0.0010066540344999479,0.0019414705009147464,0.0008417374661568633,1.2955458608966437e-06,2.6476839073955573e-07,0.0030924121244443456,0.0011136830588118405,0.002233555572715251,0.00012603042848327147,2.480266754944049e-08,5.173953133187781e-09,0.00038787918090352674,1.1133570621452062e-05,2.240075705878229e-05,6.629058059619068e-07,2.987274184095667e-07,0.00010717515635802043,6.077394908483181e-07,5.402455298052318e-10,5.2501571445246794e-08,0.0002116213068722555,3.9319905211355715e-06,1.0137431005472733e-06,0.0008483385637729733,2.0643083593910252e-08,2.6700585724402062e-11,1.4153060073452628e-06,9.659903312552351e-05,1.0252768539196583e-06,7.026813185861846e-05,3.4524125585360557e-08,1.2425474980725995e-07,4.054926561992478e-05,1.1442136554379791e-05,7.626701209980017e-05,0.00015460262615283812,0.0023684961573007374,0.00018432996313799834,4.6001497377540656e-08,2.2047073579295427e-08
9.170180451789716e-07,0.254089413872118,3.76,0.0,0.22023345932202712,0.9539122791079355,0.05488979746516202,0.003206175539561862,0.006692936682535178,0.0829855637831085,0.101086862972193,1.3709353933890954e-08,0.21673094926935496,9.09842876613214e-05,0.0007056099120358283,0.008636917575666809,0.0030136705842402057,0.00012473166379448717,0.000831951547867718,0.0249516714203678,0.24584262001745236,0.0008068134320153485,0.0011450387559900192,0.0016924744831231346,0.009463514331904031,0.002070889732603731,0.0021419933342805143,0.004960006730460574,2.7588290443275496e-07,0.002721590364458822,2.3078897618210115e-08,0.0010238491502188795,0.0019717582695389997,0.000856852408660171,1.3282563835837162e-06,2.692591780258535e-07,0.0031547555079104693,0.0011388517738897465,0.002275134418345619,0.00013071436342420496,2.5513720404329883e-08,5.212999185774994e-09,0.0003969518626570251,1.1609094848509045e-05,2.2863132477069677e-05,6.772897752638145e-07,3.109792954100889e-07,0.00011120131585213719,6.344014422294968e-07,5.531924568144825e-10,5.3623185195166436e-08,0.0002163398583583886,4.120029406003553e-06,1.0608752739871117e-06,0.0008740192292039454,2.1290050502456927e-08,2.7153431470144135e-11,1.466006341681429e-06,9.691761595818776e-05,1.0684791444960536e-06,7.239534227723265e-05,3.538846182344254e-08,1.2764797562933163e-07,4.081900798410957e-05,1.1718915072346998e-05,7.907088949103844e-05,0.00015250262387039618,0.0023743091291800037,0.00018812976223792804,4.698147627466773e-08,2.2514285268910148e-08
9.190634004715864e-07,0.25419138765968413,3.76,0.0,0.21807992090395112,0.9533148286827497,0.05553129096124064,0.0032194164950200316,0.00675422818898306,0.08290909777137317,0.10128006653009992,1.3844656978115019e-08,0.21835094299036975,9.206598635293914e-05,0.0007127495429075345,0.008811062950816602,0.0030257049765307987,0.0001263710992269244,0.0008347335048165113,0.025100457155916297,0.24745379687358493,0.0008115100267311901,0.001152056855217762,0.001710891003564239,0.009583523418597764,0.002101509053807469,0.0021752394481538502,0.005051722648770375,2.765366044984778e-07,0.002794249599038697,2.3482206662759706e-08,0.0010411851026981014,0.0020021440786632673,0.0008720992164251101,1.361613973580444e-06,2.737809869988632e-07,0.0032180484490422793,0.0011644544929193877,0.002317271671091103,0.0001355628128361061,2.624110024010153e-08,5.2515681601387785e-09,0.00040626736042083725,1.2105568309426239e-05,2.3332574787066826e-05,6.918796430478878e-07,3.236601337293929e-07,0.00011535512675259184,6.620232404207212e-07,5.663512883619687e-10,5.475829706583421e-08,0.00022115650019676852,4.315955749823314e-06,1.1098678270510105e-06,0.0009003071219837234,2.1953365922273744e-08,2.760940448268379e-11,1.5182099033679794e-06,9.722524040288653e-05,1.1131673439631571e-06,7.457641361200046e-05,3.6268025088371975e-08,1.311088884877568e-07,4.108849293958028e-05,1.2000814352101534e-05,8.195828804948955e-05,0.0001504850346268514,0.002380050615993371,0.00019198550825849094,4.7980701154093e-08,2.29904831288857e-08
9.211087557642011e-07,0.25429322219089867,3.76,0.0,0.21593180610036966,0.9527122445206608,0.05617686242933653,0.0032328041116282836,0.006815216824748419,0.08283051151127596,0.1014742036280279,1.3978469266502727e-08,0.2199673890079653,9.314272066795733e-05,0.0007198787176258339,0.008988255219898619,0.0030375696975982395,0.00012801722062531738,0.0008374063188255674,0.025247082462309424,0.2490543605242588,0.0008161175633101911,0.001158961562819693,0.0017294508050630696,0.009704407080764227,0.0021323455389106955,0.0022085837704818134,0.005144340208093932,2.771512936526205e-07,0.0028684717149156966,2.388875772055948e-08,0.0010586585023058843,0.002032616048000721,0.0008874743766458174,1.3956238174765195e-06,2.7833256179104556e-07,0.0032822934182062374,0.0011904935508595183,0.002359966923680815,0.00014058029714664283,2.6984986492778042e-08,5.2896409245304235e-09,0.0004158307162822866,1.2623806297406616e-05,2.3809107932459166e-05,7.066747335049446e-07,3.3677885795191845e-07,0.000119639254843471,6.906261195562231e-07,5.797212357272693e-10,5.590665222689271e-08,0.00022607266996826572,4.520021010268739e-06,1.160772632793213e-06,0.0009272091365103146,2.2633263531271435e-08,2.8068378099841263e-11,1.5719449055412031e-06,9.752181233472262e-05,1.1593701225149277e-06,7.681219547710569e-05,3.71628320937064e-08,1.346377001233181e-07,4.1357756789406e-05,1.2287847187154435e-05,8.493067588839609e-05,0.00014854837432993855,0.0023857228658395956,0.00019589701604194132,4.8999427206578446e-08,2.34757780134624e-08
9.231541110568159e-07,0.2543949024599695,3.76,0.0,0.21378947096402323,0.9521045597296547,0.05682645236266091,0.003246339852834888,0.006875877122282747,0.08274982540850874,0.10166929806051495,1.411069448365945e-08,0.2215800245928483,9.421384094406551e-05,0.0007269953961733563,0.009168525144930407,0.003049263748887304,0.00012966966173830847,0.0008399684879848784,0.02539148523329413,0.25064394804447987,0.0008206335725239802,0.0011657498753512574,0.0017481550515969463,0.009826155867708995,0.0021633917096082708,0.0022420130821334695,0.005237842425191105,2.777265935782182e-07,0.0029442740887138685,2.429845656616435e-08,0.0010762658331398558,0.0020631620519433176,0.000902974222411949,1.4302908286692825e-06,2.829126037916661e-07,0.003347492509525535,0.0012169711154122356,0.0024032195023233806,0.00014577139661061726,2.7745551738356878e-08,5.3271985052539004e-09,0.00042564699211805824,1.316464680431814e-05,2.4292752679124326e-05,7.21674252475019e-07,3.5034423241703593e-07,0.00012405635452570653,7.202310287085306e-07,5.933013096809011e-10,5.706797826112696e-08,0.000231089798889752,4.732479751372768e-06,1.213641753644792e-06,0.0009547319413055721,2.3329972739535217e-08,2.85302213498482e-11,1.6272392725316352e-06,9.780724419889703e-05,1.2071154493160374e-06,7.910352752357722e-05,3.8072889867627356e-08,1.382345703542021e-07,4.162683911446722e-05,1.2580022494387922e-05,8.798949899263659e-05,0.00014669115841974283,0.0023913281337870906,0.00019986405531340184,5.003790768296068e-08,2.39702795444846e-08
9.251994663494307e-07,0.2544964135420247,3.76,0.0,0.21165326927461026,0.9514918095843271,0.05747999938177796,0.0032600251524980257,0.006936183512777987,0.08266706057125985,0.1018653732872854,1.4241236729287398e-08,0.2231885889462337,9.527869379036056e-05,0.0007340975398367383,0.009351903004663731,0.0030607862379298466,0.00013132805095451535,0.0008424185783766289,0.025533604244765213,0.252222201309372,0.0008250556294462581,0.0011724188447228543,0.0017670049146412679,0.009948759927714119,0.00219463977921598,0.0022755139085712675,0.005332211466627914,2.7826215189231096e-07,0.0030216736463292695,2.4711205448110063e-08,0.0010940034545066598,0.0020937697302719845,0.000918594933445641,1.4656196351391791e-06,2.8751977216977075e-07,0.003413647433845493,0.0012438891823251634,0.0024470284626098055,0.0001511407491800566,2.8522961277530273e-08,5.364222114579475e-09,0.0004357212658838177,1.37289506277115e-05,2.478352651436083e-05,7.36877286842848e-07,3.6436483922795726e-07,0.00012860906539205875,7.508585833370628e-07,6.070903162472524e-10,5.824198509904474e-08,0.0002362093105823559,4.953589392592194e-06,1.2685273666675947e-06,0.0009828819669515346,2.404371834603016e-08,2.8994799003994296e-11,1.6841206463406816e-06,9.808145509144509e-05,1.2564305144735817e-06,8.145123827724681e-05,3.8998195570573347e-08,1.418996053860527e-07,4.189578280691269e-05,1.2877345180180702e-05,9.113617877916097e-05,0.0001449119038453928,0.0023968686793177916,0.00020388634971804187,5.109639366311828e-08,2.44740960023183e-08
9.272448216420454e-07,0.25459774060437224,3.76,0.0,0.20952355225574357,0.9508740315259689,0.0581374402607726,0.003273861413514135,0.006996110352979553,0.08258223880085165,0.10206245240223927,1.437000066405727e-08,0.22479282339814816,9.633662296044741e-05,0.0007411831131237827,0.009538418566450041,0.003072136378439733,0.0001329920116412581,0.0008447552262511037,0.025673379223897893,0.2537887673167515,0.0008293813568003677,0.0011789655815646794,0.0017860015710100168,0.010072209008937934,0.002226081654117324,0.0023090725327485364,0.005427428652434151,2.7875764284842977e-07,0.003100686837410348,2.5126903136931584e-08,0.0011118676027951108,0.0021244264998788957,0.0009343325372804085,1.5016145672625706e-06,2.921526846000493e-07,0.00348075951233106,0.0012712495708921312,0.002491392585794053,0.0001566930481073062,2.9317372757831226e-08,5.400693171106024e-09,0.00044605862766604234,1.4317601429679635e-05,2.528144352398871e-05,7.522828040456651e-07,3.788490567974368e-07,0.00013330000863619748,7.825290169532683e-07,6.210868524349681e-10,5.9428364972167856e-08,0.00024143261979405788,5.183609926917993e-06,1.3254816835385054e-06,0.0010116653942415976,2.4774720191840507e-08,2.946197164996775e-11,1.7426162531590635e-06,9.834437082444337e-05,1.3073416512494433e-06,8.385614393046605e-05,3.993873631139747e-08,1.4563285617394044e-07,4.216463409617925e-05,1.3179816014051632e-05,9.437210958250134e-05,0.00014320913085727358,0.0024023467639108305,0.00020796357592705258,5.2175133818373986e-08,2.49873342146198e-08
9.292901769346602e-07,0.2546988689189414,3.76,0.0,0.2074006682959644,0.9502512651603293,0.058798709955343,0.003287850006448696,0.00705563195268329,0.082495382581607,0.10226055810249628,1.449689165792275e-08,0.22639247160252854,9.73869702425653e-05,0.0007482500856424252,0.0097281010580666,0.003083313490248457,0.00013466116249019475,0.000846977140169675,0.025810750916639813,0.2553432985026176,0.0008336084282364907,0.0011853872585512479,0.00180514620060544,0.010196492460737476,0.0022577089356984586,0.0023426750087031465,0.005523474461000545,2.7921276772328556e-07,0.003181329610070041,2.5545444980303884e-08,0.0011298543935167181,0.0021551195670760077,0.0009501829106851618,1.538279645770009e-06,2.968099180794908e-07,0.003548829670419177,0.0012990539196365363,0.0025363103753455653,0.00016243303941530172,3.0128935780049926e-08,5.436593321524368e-09,0.0004566641756330339,1.4931505758987499e-05,2.5786514289259024e-05,7.678896517671924e-07,3.938050375767496e-07,0.0001381317834126114,8.152621306854596e-07,6.35289301506726e-10,6.062679239381699e-08,0.00024676113110063124,5.422803620803108e-06,1.3845568668126164e-06,0.0010410881424050122,2.552319281329663e-08,2.993159577437578e-11,1.802752920346624e-06,9.85959239836078e-05,1.3598742561811752e-06,8.631904712315329e-05,4.089448897289499e-08,1.49434316825227e-07,4.243344257073556e-05,1.3487431504067266e-05,9.769865613638569e-05,0.00014158136472757022,0.002407764648677897,0.00021209536279995824,5.327437417089731e-08,2.5510099444283197e-08
9.313355322272749e-07,0.2547997838728688,3.76,0.0,0.2052849626725097,0.9496235522538152,0.059463741632231476,0.0033019922681727623,0.007114722602294743,0.08240651507024122,0.10245971265754376,1.4621815947721568e-08,0.22798727973008234,9.842907635687775e-05,0.0007552964339579402,0.00992097913956569,0.00309431699914744,0.0001363351178667373,0.0008490831027774379,0.02594566115466228,0.25688545305231847,0.0008377345714473594,0.0011916811136781405,0.0018244399841129022,0.010321599235281833,0.0022895129228326966,0.0023763071755266854,0.0056203285348059425,2.7962725530097804e-07,0.0032636173858046425,2.596672295365257e-08,0.0011479598234606513,0.002185835940232938,0.0009661417812518848,1.5756185698337867e-06,3.0149000972241605e-07,0.0036178584320302755,0.001327303682121925,0.0025817800536874235,0.0001683655192807814,3.0957791489646534e-08,5.471904468446516e-09,0.00046754301192384386,1.5571593048564816e-05,2.6298745782548335e-05,7.836965577827217e-07,4.0924068534860274e-07,0.00014310696317112442,8.490772419995e-07,6.496958302081412e-10,6.183692418684852e-08,0.00025219623759475685,5.6714347026791946e-06,1.4458049441522247e-06,0.0010711558575869033,2.6289345096335627e-08,3.040352384275038e-11,1.864557011715881e-06,9.883605397969733e-05,1.4140527087342714e-06,8.884073571921145e-05,4.1865420063610314e-08,1.533039231040421e-07,4.270226119689391e-05,1.3800183774673581e-05,0.00010111715105725656,0.0001400271374151392,0.0024131245920419333,0.00021628129059027073,5.43943578516427e-08,2.6042495277031305e-08
9.333808875198897e-07,0.2549004709805562,3.76,0.0,0.20317677727836853,0.9489909367269107,0.06013246670126323,0.003316289500514199,0.007173356600874578,0.08231566008443333,0.10265993787842831,1.4744680789062735e-08,0.22957699665771147,9.946228186866149e-05,0.0007623201434279624,0.01011708087512932,0.0031051464365545916,0.00013801348816813952,0.0008510719725599594,0.02607805292148891,0.2584148952050671,0.0008417575712889083,0.0011978444534495576,0.001843884100578448,0.010447517889652504,0.002321484614932535,0.002409954671935139,0.0057179696876273655,2.8000086240291284e-07,0.003347565034635236,2.6390625721487683e-08,0.0011661797730823005,0.002216562443000311,0.0009822047292757765,1.6136347053294159e-06,3.0619145767169115e-07,0.0036878459142478583,0.0013560001229573617,0.002627799559239386,0.00017449533125359464,3.180407219612527e-08,5.506608793302355e-09,0.0004787002384124362,1.623881557351647e-05,2.681814125633141e-05,7.997021299317236e-07,4.2516363274688747e-07,0.00014822809192603946,8.839931333569759e-07,6.643043853497191e-10,6.305839954407287e-08,0.00025773931955338483,5.929769031532676e-06,1.5092777193206217e-06,0.0011018739016148793,2.7073379932409238e-08,3.087760439148369e-11,1.928054304573907e-06,9.906470708958408e-05,1.4699002912655234e-06,9.142198156653137e-05,4.285148557748203e-08,1.572415509878506e-07,4.29711463323487e-05,1.4118060450613349e-05,0.00010462889231457836,0.00013854498911589067,0.0024184288475062486,0.00022052089021569007,5.553532485555821e-08,2.6584623508411765e-08
9.354262428125045e-07,0.25500091589385465,3.76,0.0,0.2010764503511408,0.9483534646464834,0.06080481484832556,0.003330742968907323,0.007231508284194256,0.08222284209104147,0.10286125508700351,1.4865394595214593e-08,0.23116137415689125,0.00010048592810715753,0.0007693192100276441,0.010316433704902353,0.0031158014391184613,0.000139695880184524,0.0008529426854713733,0.026207870417706013,0.2599312955554173,0.0008456752727776408,0.001203874656021467,0.0018634797249517604,0.010574236588147176,0.0023536147154728086,0.002443602951146581,0.00581637591234572,2.803333742523173e-07,0.0034331868503900556,2.68170387027054e-08,0.001184510008960309,0.002247285727794887,0.0009983671897525728,1.6523310731898694e-06,3.109127220382622e-07,0.0037587918221585943,0.0013851443138911724,0.0026743665435975707,0.00018082736341403665,3.266790101076636e-08,5.540688775495051e-09,0.0004901409524249643,1.6934148391055392e-05,2.7344700146470797e-05,8.159048562691198e-07,4.415812184995217e-07,0.00015349768050451463,9.200280001232082e-07,6.791126899869135e-10,6.429084013169039e-08,0.00026339174309416473,6.198073757097548e-06,1.5750266816148405e-06,0.0011332473406753748,2.7875493873637347e-08,3.135368212281349e-11,1.9932700707418337e-06,9.928183649083386e-05,1.5274391087603577e-06,9.406353925426393e-05,4.38526308710496e-08,1.6124701531358697e-07,4.3240157737750487e-05,1.4441044542598176e-05,0.00010823514070065352,0.0001371334697815523,0.002423679661445977,0.00022481364256253677,5.6697511795193607e-08,2.713658403027238e-08
9.374715981051192e-07,0.2551011044147122,3.76,0.0,0.1989843162078934,0.9477111842136542,0.06148071407235759,0.003345353901069594,0.007289152053868202,0.08212808619302668,0.10306368508532533,1.4983867107171142e-08,0.23274016707579484,0.00010149935810846081,0.0007762916421233195,0.010519064416887736,0.0031262817480370094,0.00014138189747285967,0.0008546942567444879,0.026335059124538644,0.26143433134288596,0.0008494855842148642,0.001209769174202313,0.001883228025442806,0.010701743105372367,0.0023858936361727616,0.0024772372967150793,0.0059155243911076525,2.806246047956385e-07,0.003520496526403392,2.7245844147903647e-08,0.0012029461866246347,0.0022779922902038496,0.0010146244548418025,1.6917103380669563e-06,3.1565222603866083e-07,0.0038306954444523506,0.0014147371302303,0.0027214783692143785,0.00018736654527037785,3.354939143887741e-08,5.574127219249781e-09,0.0005018702422660275,1.7658589215786228e-05,2.787841796140915e-05,8.323031053448022e-07,4.585004649764034e-07,0.00015891820270206108,9.57199398346296e-07,6.94118241281471e-10,6.553385019888161e-08,0.0002691548587997883,6.4766169484864206e-06,1.643102910226173e-06,0.0011652809346208172,2.869587679162881e-08,3.183159801943758e-11,2.0602289332463396e-06,9.948740228077226e-05,1.5866900088853957e-06,9.676614484556217e-05,4.486879053581119e-08,1.6532006844583998e-07,4.350935857966909e-05,1.4769114343090943e-05,0.00011193711728866157,0.00013579114045413467,0.0024288792710468895,0.00022915897789295298,5.7881151650415364e-08,2.7698474716646667e-08
9.39516953397734e-07,0.2552010225044349,3.76,0.0,0.19690070498485523,0.9470641457493754,0.06216009072423321,0.003360123485693142,0.007346262406715032,0.08203141811572835,0.1032672481253259,1.5100009529359635e-08,0.23431313351754368,0.00010250191756359208,0.0007832354622074937,0.01072499911896683,0.0031365872082411545,0.000143071140734904,0.0008563257822782894,0.02645956586630684,0.2629236867341749,0.0008531864800873794,0.0012155255383709451,0.0019031301608059233,0.01083002482975071,0.002418311501712577,0.00251084283881973,0.006015391506692181,2.808743970612329e-07,0.0036095071316151065,2.7676921216579805e-08,0.0012214838535486237,0.0023086684838032985,0.0010309716765677557,1.7317747972334078e-06,3.2040835712698376e-07,0.00390355564942592,0.001444779247460598,0.0027691321073653754,0.0001941178445344214,3.4448647030925513e-08,5.606907275670052e-09,0.0005138931826674802,1.8413158257352554e-05,2.841928618045242e-05,8.488951266555034e-07,4.759280553740703e-07,0.00016449209141734282,9.955241919694265e-07,7.093183080522644e-10,6.678701673716185e-08,0.00027503000032972686,6.765667207206473e-06,1.7135569761882003e-06,0.0011979791264401737,2.953471153942125e-08,3.231118945861174e-11,2.128954865887828e-06,9.968137148766335e-05,1.6476725022159215e-06,9.95305146077949e-05,4.5899888303916055e-08,1.6946039910142351e-07,4.377881542909759e-05,1.5102243326190838e-05,0.00011573600090589358,0.00013451657452040195,0.0024340299023086365,0.00023355627531798835,5.908647351689234e-08,2.8270391309578892e-08
9.415623086903488e-07,0.25530065629501464,3.76,0.0,0.19482594238140277,0.9464124016783433,0.06284286954691826,0.0033750528711495482,0.007402813963970966,0.08193286419270154,0.10347196387881738,1.5213734676133238e-08,0.23588003501517565,0.00010349295576509217,0.0007901487086003759,0.010934263211079294,0.00314671776749065,0.00014476320819634608,0.0008578364398429794,0.02658133887166918,0.26439905309897355,0.0008567760037996232,0.0012211413593205109,0.0019231872775854891,0.010959068767339448,0.002450858155040173,0.0025444045708256334,0.006115952854736158,2.810826234355335e-07,0.0037002310870718745,2.811014605960766e-08,0.0012401184522468924,0.002339300535219775,0.0010474038696894246,1.772526369714709e-06,3.251794681679478e-07,0.003977370881292362,0.0014752711380302673,0.0028173245363396658,0.00020108626381573557,3.536576102729143e-08,5.639012463525394e-09,0.0005262148301943987,1.919889802881775e-05,2.896729215691092e-05,8.65679051266359e-07,4.938703109029673e-07,0.00017022173478874444,1.0350184998268e-06,7.247099284971259e-10,6.804990969040986e-08,0.00028101848302619734,7.065493269708849e-06,1.7864388429314074e-06,0.0012313460320987595,3.0392173617552674e-08,3.279229033061643e-11,2.199471102450005e-06,9.986371807556678e-05,1.7104046831316051e-06,0.00010235734374667897,4.694583697548711e-08,1.7366763126394749e-07,4.404859825669632e-05,1.5440400051242006e-05,0.00011963292563069084,0.000133308358912313,0.002439133768093071,0.00023800486232548637,6.03137023543149e-08,2.8852427305175902e-08
9.436076639829635e-07,0.2553999920998167,3.76,0.0,0.19276034941076714,0.9457560065100603,0.06352897371793023,0.0033901431642220405,0.007458781500739958,0.08183245135079328,0.10367785140795861,1.5324957125505986e-08,0.2374406367009677,0.00010447182655718673,0.0007970294370995439,0.01114688135765097,0.0031566734752994036,0.00014645769598978142,0.000859225490354763,0.026700327832739002,0.2658601292748438,0.0008602522704254012,0.0012266143309834208,0.0019434005072750872,0.011088861546171344,0.0024835231632546967,0.0025779073663209106,0.006217183257446459,2.812491858569718e-07,0.0037926801430131977,2.8545391911272933e-08,0.001258845323583052,0.002369874559644549,0.0010639159148629425,1.813966585774942e-06,3.299638787464758e-07,0.004052139157026342,0.0015062130683962027,0.002866052140000801,0.00020827683716604398,3.6300815999277537e-08,5.670426691623668e-09,0.0005388402185647908,2.0016873107360363e-05,2.9522419023314164e-05,8.826528925614676e-07,5.123331684666537e-07,0.00017610947231893684,1.0756976429679967e-06,7.402899086073206e-10,6.932208219304272e-08,0.0002871216025096597,7.376363591739911e-06,1.8617977643947888e-06,0.0012653854308298754,3.126843084665067e-08,3.3274731170894464e-11,2.2718000218161065e-06,0.00010003442293943979,1.7749031519135878e-06,0.00010524730514010085,4.800653834667758e-08,1.7794132314767638e-07,4.4318780422250524e-05,1.5783548074727225e-05,0.00012362897831861408,0.0001321650951997053,0.0024441930662630084,0.0002425040143923093,6.156305873402511e-08,2.9444673840203673e-08
9.456530192755783e-07,0.2554990164219547,3.76,0.0,0.19070424215289297,0.9450950168187956,0.06421832489266352,0.0034053954288401677,0.007514139975241226,0.08173020709493267,0.10388492913591049,1.543359335328962e-08,0.23899470747451865,0.00010543788928367559,0.0008038757226164118,0.011362877460087174,0.003166454481817034,0.00014815419853873548,0.0008604922789796474,0.026816483963246894,0.26730662182874165,0.0008636134692983044,0.0012319422330849949,0.0019637709634574476,0.011219389420806244,0.0025162958239967896,0.0026113359963356396,0.006319056777883879,2.8137401594685064e-07,0.003886865356203524,2.898252917817777e-08,0.0012776597101349706,0.0024003765765124663,0.0010805025619164787,1.8560965765527582e-06,3.3475987645959207e-07,0.004127858063386215,0.0015376050961714237,0.002915311106494799,0.00021569462657055707,3.725388350876178e-08,5.701134282125385e-09,0.0005517743539384598,2.0868169875884807e-05,3.0084645600639448e-05,8.998145471868465e-07,5.313221585282426e-07,0.00018215759099626596,1.1175760921542549e-06,7.560548217210011e-10,7.060307085189986e-08,0.0002933406332678468,7.698545925773881e-06,1.939682182348516e-06,0.001300100755401379,3.216364304090718e-08,3.375833929019881e-11,2.3459632236527496e-06,0.00010019347389250149,1.8411829380988117e-06,0.00010820104807497174,4.908188316253015e-08,1.8228096632017398e-07,4.4589438662151785e-05,1.6131645865485702e-05,0.00012772519614040573,0.0001310854006501639,0.0024492099778473182,0.000247052954635769,6.283475858586457e-08,3.004721957852028e-08
