Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32)
0.0001042753171031055,0.5540858032416223,3.76,0.0,0.0006913378110439373,0.4886902106581723,0.4069025645291821,0.10413607290925844,0.00010873468482236772,0.07337665635165042,0.39895066660578493,3.3699944272500355e-11,0.6631885908423037,6.402793610926743e-07,4.6295989338678475e-05,0.5333738611359835,0.0011527328879989158,0.0001201525544999599,4.3526015284359664e-05,0.0005847390038579601,0.41400626291541576,5.0096468767187905e-05,3.309448025027225e-05,0.006736161538399839,0.046081647919482445,7.002681778311101e-05,6.431393386805448e-05,0.0004267816123258431,2.2302771577700585e-08,0.050799357345878426,1.3120067937374184e-09,0.0005049908275739248,5.758281003295142e-05,0.00011943221133533064,2.4639500022803545e-06,3.72662663870575e-08,0.006652647728626012,0.011502104511691376,0.004702468942119018,0.024057967439864485,1.7506185090644808e-08,1.4941835235798807e-10,0.04521211077678978,0.0012517491396006736,1.0218081904091275e-06,1.0354526237640293e-06,6.5150537867901805e-06,0.028522557875790236,1.6985887487941248e-05,8.373373606908608e-12,1.2803419396317188e-09,0.0047399089521439645,2.300775342500504e-05,2.0160068549736114e-06,0.01456010450161587,3.237637467641107e-08,9.152259440955666e-13,1.1959123662146126e-07,9.41721845814914e-06
0.00010467640078937037,0.5541553886316447,3.76,0.0,0.0006815748376547267,0.48789920635447714,0.4074137283335453,0.10436376501507492,0.00010862420110169764,0.07327487322243004,0.39949282278183174,3.365461282840006e-11,0.6631278188401712,6.403307500006346e-07,4.6206184001021137e-05,0.5345508128670831,0.0011497507611800458,0.00011967297287829096,4.3444230047949446e-05,0.0005846826404171608,0.4133287575821398,5.000317548004853e-05,3.306344216206592e-05,0.006723731477891681,0.04616566191726228,6.9936756792472e-05,6.426672735538043e-05,0.00042571453792795635,2.2222002380713307e-08,0.05070821780004817,1.3064439731988423e-09,0.0005034956564992546,5.75225626857956e-05,0.0001190968350929723,2.456298999528778e-06,3.709680803945674e-08,0.006649284731587684,0.011475314568208252,0.004702460745269354,0.024044135672217953,1.7474817937007997e-08,1.490449210323442e-10,0.04523270509700955,0.001251394619079843,1.0227548490528783e-06,1.0326756635003775e-06,6.520925904412115e-06,0.028602063725607973,1.7030173584764196e-05,8.35188645544306e-12,1.2764449282417517e-09,0.004757096532459253,2.3048804994535403e-05,2.0196403161349703e-06,0.014587134344481136,3.2436508523250404e-08,9.110642229035351e-13,1.1969415908514474e-07,9.403805496987771e-06
0.00010507748447563524,0.554224796967974,3.76,0.0,0.0006719984469271752,0.48710998513775766,0.40792393642726515,0.10459091576582272,0.0001085142189895294,0.07317326163222267,0.40003355518219924,3.360940335320331e-11,0.663067033772783,6.40381968631843e-07,4.6116667824793875e-05,0.5357250137606494,0.0011467806206156865,0.00011919609476713811,4.3362866464169655e-05,0.0005846285083570644,0.4126529955940829,4.9910349726256806e-05,3.303255915556588e-05,0.006711322434531513,0.04624953448130788,6.984700542969406e-05,6.421981037014359e-05,0.0004246521311554646,2.2141692727229873e-08,0.05061700985895265,1.3009126439085907e-09,0.0005020089126964784,5.746261578267414e-05,0.0001187630624196769,2.4486850352699735e-06,3.692837655893621e-08,0.006645935381128628,0.011448667754184865,0.004702451791628794,0.024030312197748604,1.744342743711447e-08,1.4867301061471153e-10,0.04525305291358834,0.00125104481746809,1.0236983427977716e-06,1.0299100992681164e-06,6.5267877082070875e-06,0.028681344951807023,1.70743782591975e-05,8.330487647574836e-12,1.272565690267649e-09,0.004774283808756509,2.3089659395847676e-05,2.0232564856428e-06,0.014614155382049776,3.249662275997139e-08,9.069277201749311e-13,1.1979705740469659e-07,9.390447484491527e-06
0.0001054785681619001,0.5542940292260183,3.76,0.0,0.0006626049142147257,0.4863225394862773,0.4084331928545504,0.10481752633972335,0.00010840473029237899,0.07307182201953817,0.40057287201850483,3.3564315062831077e-11,0.6630062375873866,6.404330156246277e-07,4.6027437883542995e-05,0.536896474378242,0.0011438223776039146,0.00011872189682591643,4.3281918995973444e-05,0.0005845765650107797,0.4119789706755363,4.9817985512293565e-05,3.300182918662975e-05,0.00669893446157984,0.046333266177316805,6.975755982449894e-05,6.41731783462138e-05,0.00042359434727857185,2.206183771219081e-08,0.050525736189069116,1.2954125240747858e-09,0.0005005304893829564,5.740296507548414e-05,0.00011843087681956024,2.4411077443932058e-06,3.676096207974048e-08,0.006642599412648756,0.011422162266148802,0.004702441961867337,0.024016497687639544,1.7412014505167365e-08,1.4830260616835009e-10,0.04527315598325299,0.0012506996771405564,1.024638671371781e-06,1.0271558202087857e-06,6.532639072766964e-06,0.028760402063566934,1.7118501169318737e-05,8.309176404145682e-12,1.2687040660761099e-09,0.0047914707455547325,2.313031710417259e-05,2.0268554058448454e-06,0.014641167657565745,3.255671748380369e-08,9.02816193623761e-13,1.1989992837395092e-07,9.377143695915384e-06
0.00010587965184816497,0.5543630863679617,3.76,0.0,0.0006533905915802462,0.48553686195922263,0.40894150160723675,0.10504359790263793,0.00010829572723844929,0.07297055480327384,0.40111078139619033,3.3519347181166134e-11,0.662945432197879,6.404838892352073e-07,4.593849140107396e-05,0.5380652051684851,0.001140875944635511,0.00011825035603832902,4.32013822160904e-05,0.0005845267688618209,0.41130667658820463,4.972607695985429e-05,3.297125023025878e-05,0.006686567610527916,0.04641685756434532,6.966841579760309e-05,6.41268266315061e-05,0.0004225411425125652,2.198243243690904e-08,0.0504343994289749,1.2899433365269035e-09,0.0004990602818968082,5.7343606303682976e-05,0.00011810026210763049,2.4335667681176868e-06,3.6594554891252085e-08,0.006639276566551046,0.01139579632750857,0.004702431139389743,0.024002692801097514,1.7380580045315555e-08,1.479336938796584e-10,0.04529301604689992,0.0012503591414571977,1.0255758038768838e-06,1.0244127174469102e-06,6.538479881505551e-06,0.028839235568271407,1.7162542010699204e-05,8.287951998733945e-12,1.2648599094372886e-09,0.004808657307157478,2.3170778623141087e-05,2.0304371206745114e-06,0.01466817121218649,3.261679278733972e-08,8.987294047655092e-13,1.2000276705477248e-07,9.363893413282289e-06
0.00010628073553442984,0.5544319693431603,3.76,0.0,0.0006443519060647283,0.48475294519576395,0.4094488666261772,0.10526913160855565,0.00010818720157816757,0.0728694603830733,0.4016472913166276,3.34744989559916e-11,0.6628846194857194,6.405345880958996e-07,4.584982567300842e-05,0.5392312164691886,0.0011379412353724773,0.0001177814497047934,4.31212508413121e-05,0.0005844790794443184,0.4106361071300016,4.963461834859842e-05,3.294082035117801e-05,0.006674221931084254,0.04650030919490211,6.957956836810484e-05,6.408075114672473e-05,0.00042149247364635595,2.1903472109818764e-08,0.050343002189932165,1.2845048088118276e-09,0.0004975981876842784,5.728453532495354e-05,0.00011777120237694068,2.4260617542211416e-06,3.642914544681103e-08,0.00663596658813115,0.011369568188293428,0.004702419210275075,0.023988898185537254,1.734912495201923e-08,1.4756626000163112e-10,0.04531263482985042,0.0012500231547694005,1.0265097015847475e-06,1.021680684076914e-06,6.544310020306165e-06,0.028917845971603226,1.7206500503986737e-05,8.266813619976656e-12,1.2610330604251248e-09,0.004825843457652314,2.3211044446390845e-05,2.034001676062613e-06,0.014695166085019279,3.26768487586037e-08,8.946671191669741e-13,1.2010556732764592e-07,9.350695938022199e-06
0.0001066818192206947,0.554500679088451,3.76,0.0,0.0006354853581073493,0.48397078191333937,0.4099552918015082,0.10549412860001106,0.00010807914518267592,0.07276853913989827,0.40218240967816393,3.3429769642909946e-11,0.6628238013010793,6.405851112703698e-07,4.576143790158689e-05,0.5403945185093044,0.0011350181646811689,0.00011731515543820683,4.304151966122542e-05,0.0005844334563536151,0.40996725613611756,4.9543604037469595e-05,3.29105376430853e-05,0.0066618974711535614,0.04658362161510441,6.949101358662869e-05,6.403494787597392e-05,0.00042044829795022355,2.1824952109486506e-08,0.05025154705541435,1.2790966713467134e-09,0.0004961441062320597,5.722574817236298e-05,0.00011744368195794986,2.418592355924262e-06,3.626472433709725e-08,0.006632669227354495,0.011343476124782113,0.004702406063094264,0.02397511447683058,1.731765011111968e-08,1.472002899806987e-10,0.045332014042189735,0.0012496916623521389,1.027440370371836e-06,1.0189596151609632e-06,6.5501293679249884e-06,0.02899623377769896,1.725037632089636e-05,8.245760457547987e-12,1.2572233532245946e-09,0.00484302916088844,2.3251115037480303e-05,2.0375491149457623e-06,0.014722152313188021,3.2736885481143934e-08,8.906291057495154e-13,1.2020832625682717e-07,9.337550589818149e-06
0.00010708290290695957,0.5545692165281539,3.76,0.0,0.0006267875200697131,0.4831903649057404,0.4104607809734872,0.10571859000811816,0.00010797155092986697,0.07266779143650463,0.4027161442778324,3.338515849156965e-11,0.6627629794628259,6.406354572218159e-07,4.567332537967358e-05,0.5415551214106483,0.0011321066485764908,0.00011685145115822906,4.296218352448288e-05,0.000584389859815549,0.40930011747904843,4.945302844384734e-05,3.2880400165220245e-05,0.006649594276967398,0.04666679536480493,6.940274831665567e-05,6.39894122367905e-05,0.0004194085736608709,2.1746867795945674e-08,0.05016003658142639,1.2737186580325272e-09,0.0004946979389740202,5.716724085091086e-05,0.00011711768546239642,2.4111582317219275e-06,3.6101282284475715e-08,0.006629384238846311,0.01131751843908032,0.004702391588943125,0.023961342299507547,1.7286156399136993e-08,1.4683577032663365e-10,0.0453511553788861,0.0012493646103737676,1.028367806842726e-06,1.0162494076238127e-06,6.5559378079906955e-06,0.02907439948907248,1.7294169133814024e-05,8.224791845290742e-12,1.253430649110161e-09,0.004860214380514854,2.3290990892111137e-05,2.0410794794633296e-06,0.014749129931877769,3.2796903034175825e-08,8.866151366544353e-13,1.2031104149653544e-07,9.324456690228236e-06
0.00010748398659322444,0.5546375825744152,3.76,0.0,0.000618255034444462,0.482411687042437,0.41096533793457873,0.10594251695296963,0.0001078644112968787,0.07256721761766034,0.4032485028143925,3.334066477416445e-11,0.6627021557588472,6.406856243463844e-07,4.558548562492696e-05,0.5427130351900064,0.0011292066041332849,0.00011639031508131771,4.2883237414340875e-05,0.0005843482518055905,0.40863468506579337,4.936288612809746e-05,3.285040606458332e-05,0.006637312393141085,0.046749830977673476,6.93147676119169e-05,6.394414021129038e-05,0.00041837325979801485,2.166921457924876e-08,0.05006847329805343,1.268370508380603e-09,0.0004932595892952592,5.71090093829082e-05,0.00011679319780089101,2.4037590467796803e-06,3.593881017377603e-08,0.006626111381897453,0.011291693458868782,0.004702375681490149,0.023947582266899445,1.725464468229128e-08,1.4647268864520035e-10,0.04537006051993824,0.001249041945947237,1.0292919512550928e-06,1.0135499601661356e-06,6.561735241171425e-06,0.029152343606564535,1.7337878699945373e-05,8.203907078750809e-12,1.2496548122465945e-09,0.004877399080008289,2.3330672524041826e-05,2.0445928162009807e-06,0.014776098974353969,3.285690149267536e-08,8.826249880575507e-13,1.2041370525879252e-07,9.311413571461734e-06
0.0001078850702794893,0.5547057781273868,3.76,0.0,0.0006098846126612582,0.4816347412673596,0.4114689664294025,0.10616591054407139,0.00010775771853965103,0.0724668180106401,0.4037794928886797,3.32962877788592e-11,0.6626413319475944,6.407356117110016e-07,4.549791602064607e-05,0.5438682697608125,0.0011263179495602414,0.00011593172571817559,4.2804676423113396e-05,0.000584308594250161,0.4079709528393071,4.9273171774739846e-05,3.282055353317755e-05,0.006625051862580336,0.0468327289812562,6.922706743325625e-05,6.389912797629111e-05,0.00041734231573699527,2.1591988072737388e-08,0.04997685970861633,1.2630519642419294e-09,0.0004918289624773913,5.705104996514101e-05,0.0001164702040966923,2.3963944715106935e-06,3.577729901917934e-08,0.0066228504202650385,0.011265999537100122,0.0047023582367640895,0.023933834981349093,1.7223115818917358e-08,1.461110309222502e-10,0.04538873113069848,0.001248723617063059,1.0302127999481596e-06,1.0108611733627154e-06,6.5675215547051366e-06,0.029230066629591767,1.738150472343468e-05,8.183105341688082e-12,1.24589567637921e-09,0.00489458322264498,2.3370160417542925e-05,2.048089170118271e-06,0.014803059472009432,3.29168809273954e-08,8.786584392655761e-13,1.2051631430031198e-07,9.298420590440547e-06
0.00010828615396575417,0.5547738040759175,3.76,0.0,0.0006016730336298949,0.4808595205971753,0.4119716701555741,0.10638877188046485,0.00010765146557144044,0.07236659292568763,0.40430912200508445,3.3252026792522864e-11,0.6625805097580764,6.407854182795813e-07,4.5410613963508134e-05,0.5450208349348266,0.0011234406041825283,0.00011547566186985458,4.2726495703135275e-05,0.0005842708494081563,0.4073089147786382,4.9183880128790344e-05,3.2790840767767686e-05,0.006612812726577204,0.04691548989717761,6.913964460955008e-05,6.385437154421072e-05,0.0004163157014588578,2.1515183884126326e-08,0.04988519828968577,1.2577627711777045e-09,0.0004904059656460867,5.699335888498294e-05,0.00011614868970319215,2.3890641810892e-06,3.5616739965113456e-08,0.00661960112204613,0.011240435051642374,0.004702339153201323,0.02392010103440261,1.7191570658351843e-08,1.4575078446507752e-10,0.045407168862052906,0.001248409572564388,1.0311303618406936e-06,1.0081829495718697e-06,6.5732966342130505e-06,0.029307569056135338,1.7425046879414796e-05,8.162385954937491e-12,1.2421531004658028e-09,0.004911766771508153,2.340945505213848e-05,2.0515685838357107e-06,0.014830011454420384,3.2976841405011686e-08,8.747152728051204e-13,1.206188667237508e-07,9.285477110691385e-06
0.00010868723765201903,0.5548416612968574,3.76,0.0,0.000593617142155477,0.4800860181200829,0.41247345276511643,0.10661110205096998,0.00010754564550659189,0.07226654265632557,0.4048373975740971,3.3207881110499277e-11,0.6625196908900953,6.408350426262191e-07,4.5323577031479754e-05,0.5461707404239781,0.0011205744883471067,0.00011502210261877307,4.264869047996909e-05,0.0005842349808556299,0.4066485648973565,4.909500601016269e-05,3.2761265989733427e-05,0.006600595024899744,0.046998114241221904,6.90524952184717e-05,6.380986695478652e-05,0.0004152933778165057,2.1438797689537576e-08,0.04979349149227575,1.2525026784187813e-09,0.0004889905077181762,5.693593242237516e-05,0.00011582864025368652,2.381767856402828e-06,3.54571242874537e-08,0.0066163632596854365,0.011214998404920155,0.004702318331633619,0.023906381006974904,1.7160010040395457e-08,1.453919367302159e-10,0.04542537535054251,0.0012480997621565433,1.0320446016137583e-06,1.0055151928226642e-06,6.579060382216625e-06,0.029384851382630486,1.7468504905928115e-05,8.1417482667144e-12,1.2384269545975525e-09,0.004928949689528387,2.344855693676374e-05,2.055031102132314e-06,0.014856954949381312,3.3036782988238326e-08,8.707952744307551e-13,1.207213570194053e-07,9.272582500480988e-06
0.0001090883213382839,0.5549093506559475,3.76,0.0,0.0005857138474495574,0.4793142269947294,0.41297431786520006,0.10683290213467067,0.00010744025117951114,0.07216666747973251,0.4053643269139217,3.3163850044420004e-11,0.6624588770154342,6.408844835900502e-07,4.523680282462815e-05,0.5473179958423061,0.0011177195234232439,0.0001145710273228965,4.2571256097515464e-05,0.0005842009528189732,0.4059898972430217,4.900654436859912e-05,3.273182747145589e-05,0.006588398795755418,0.04708060252339928,6.896561511272891e-05,6.37656104810498e-05,0.0004142753062894656,2.1362825261118755e-08,0.04970174174212367,1.2472714390914051e-09,0.0004875824993736074,5.687876693130311e-05,0.00011551004163440774,2.374505183919521e-06,3.529844340119976e-08,0.006613136609863299,0.01118968802361322,0.004702295675125676,0.02389267546954631,1.7128434796284367e-08,1.4503447522281347e-10,0.045443352218649376,0.0012477941363812917,1.0329554906846949e-06,1.0028578088330707e-06,6.584812699815973e-06,0.029461914104117862,1.7511878548644982e-05,8.121191558927182e-12,1.2347170952086719e-09,0.004946131939468986,2.3487466567384778e-05,2.058476770304147e-06,0.014883889982939068,3.309670573588804e-08,8.66898233309737e-13,1.208237801405212e-07,9.259736144756319e-06
0.00010948940502454877,0.5549768730078327,3.76,0.0,0.0005779601218413155,0.4785441404489021,0.41347426901863454,0.1070541732011483,0.00010733527569468547,0.07206696765720047,0.4058899172514313,3.311993291207161e-11,0.6623980697784252,6.409337402368251e-07,4.51502888977367e-05,0.548462610707603,0.0011148756318219667,0.00011412241561248654,4.2494187982904894e-05,0.000584168729677058,0.4053329058978445,4.8918490244674806e-05,3.270252351077639e-05,0.006576224075803665,0.0471629552480789,6.887900087349126e-05,6.372159844130344e-05,0.00041326144878348325,2.1287262433266383e-08,0.04960995143933157,1.2420688095839072e-09,0.00048618185300816874,5.682185887149337e-05,0.00011519287993967179,2.3672758547910293e-06,3.514068884747838e-08,0.006609920953369334,0.011164502358321936,0.004702271088925715,0.023878984982356036,1.709684574901849e-08,1.4467838762256828e-10,0.04546110107502517,0.0012474926465774658,1.0338630297824274e-06,1.0002107049828941e-06,6.5905534804280175e-06,0.02953875771433806,1.7555167512073007e-05,8.100715135279619e-12,1.2310233794696659e-09,0.0049633134839190485,2.3526184426909255e-05,2.061905631956298e-06,0.014910816579435347,3.315660970294942e-08,8.630239417066358e-13,1.2092613351275477e-07,9.24693744194193e-06
0.00010989048871081363,0.5550442291962391,3.76,0.0,0.0005703529995037445,0.4777757517782791,0.41397330974494717,0.10727491631055744,0.00010723071255411001,0.07196744343448186,0.4064141757238245,3.307612903584787e-11,0.6623372707959305,6.409828114232744e-07,4.5064032890205405e-05,0.5496045944429168,0.0011120427369531109,0.00011367624738469524,4.24174816221709e-05,0.0005841382765952013,0.4046775849782625,4.883083873940399e-05,3.2673352419808516e-05,0.006564070900247821,0.047245172914090285,6.87926491683459e-05,6.367782710004323e-05,0.00041225176781653315,2.1212105112140507e-08,0.04951812295879683,1.23689454928555e-09,0.00048478848268156615,5.676520474375413e-05,0.00011487714148417333,2.360079564940259e-06,3.498385228404152e-08,0.006606716075072398,0.011139439883226998,0.004702244480530865,0.02386531009554896,1.706524371279271e-08,1.443236618396789e-10,0.045478623514583115,0.0012471952448801853,1.0347672070696346e-06,9.975737902535047e-07,6.596282625468791e-06,0.029615382705653295,1.7598371518297344e-05,8.080318355048452e-12,1.2273456766554851e-09,0.0049804942853284165,2.3564711020278648e-05,2.0653177315653644e-06,0.014937734761543682,3.321649494068159e-08,8.591721947505673e-13,1.2102841364144765e-07,9.234185796803481e-06
0.0001102915723970785,0.5551114200542202,3.76,0.0,0.0005628895751028094,0.4770090543453687,0.4144714435213987,0.10749513251394352,0.00010712655517360337,0.07186809504207863,0.406937109380498,3.303243775042e-11,0.6622764816579683,6.410316959955376e-07,4.497803253247926e-05,0.5507439563782354,0.0011092207631885635,0.00011323250279727149,4.234113259273938e-05,0.0005841095596628767,0.4040239286338823,4.8743585051291644e-05,3.264431255005359e-05,0.006551939302859119,0.04732725601479298,6.870655625991902e-05,6.363429284697125e-05,0.00041124622659739887,2.113734926693511e-08,0.049426258650869685,1.2317484210306216e-09,0.0004834023040905938,5.670880109672235e-05,0.0001145628128201018,2.3529160154529324e-06,3.4827925490292745e-08,0.006603521763852818,0.011114499095797876,0.0047022157596375526,0.023851651349327225,1.7033629493066296e-08,1.439702861113799e-10,0.04549592111867472,0.0012469018842208137,1.0356679950223392e-06,9.949469751991316e-07,6.60200004341442e-06,0.029691789569078073,1.7641490323039436e-05,8.060000570410894e-12,1.2236838567803687e-09,0.004997674306016782,2.360304685677359e-05,2.0687131149027013e-06,0.014964644550303172,3.3276361496695547e-08,8.553427905594558e-13,1.2113061570475508e-07,9.221480624755522e-06
0.00011069265608334336,0.5551784464043775,3.76,0.0,0.0005555670024955069,0.47624404157838895,0.4149686737834885,0.10771482285361486,0.00010702279696238043,0.07176892269561859,0.4074587251843419,3.2988858400631333e-11,0.6622157039285911,6.410803930211068e-07,4.489228555077131e-05,0.5518807057521792,0.0011064096358678144,0.00011279116226423777,4.226513656532881e-05,0.0005840825453500916,0.403371931047406,4.8656724480858426e-05,3.261540228917571e-05,0.006539829315958545,0.04740920503818397,6.862071859025303e-05,6.35909922166274e-05,0.0004102447888598022,2.1062990932774292e-08,0.04933436084139782,1.226630191125299e-09,0.0004820232345360741,5.6652644566434534e-05,0.00011424988072040752,2.3457849122159243e-06,3.467290036988465e-08,0.006600337812474311,0.0110896785164848,0.004702184838021356,0.023838009274135402,1.700200388713725e-08,1.4361824874534256e-10,0.04551299545534564,0.0012466125182944569,1.0365653799661733e-06,9.923301719312804e-07,6.607705638656228e-06,0.029767978794396254,1.768452366674559e-05,8.039761116692434e-12,1.2200377851903775e-09,0.005014853508157855,2.3641192427675783e-05,2.0720918265420086e-06,0.014991545965157345,3.333620941503232e-08,8.515355303018826e-13,1.2123273598862382e-07,9.208821354825737e-06
0.00011109373976960823,0.5552453090589865,3.76,0.0,0.0005483824935123926,0.475480706970058,0.4154650039256457,0.10793398836330705,0.00010691943166005138,0.07166992659624226,0.4079790300130025,3.294539033573535e-11,0.6621549391461906,6.411289015458157e-07,4.480678968840195e-05,0.5530148517135197,0.0011036092812860814,0.00011235220645182903,4.218948927525091e-05,0.0005840572005414314,0.4027215864347717,4.857025239745009e-05,3.2586620039556193e-05,0.006527740970462768,0.04749102046700702,6.85351329666074e-05,6.354792173267312e-05,0.00040924741883726045,2.0989026215372998e-08,0.04924243183178252,1.2215396289180958e-09,0.000480651192872523,5.659673184802178e-05,0.00011393833216671572,2.3386859655470473e-06,3.4518768943491364e-08,0.006597164017516608,0.011064976688375857,0.004702151629516349,0.02382438439082937,1.6970367684122366e-08,1.4326753816883553e-10,0.04552984807949852,0.0012463271015361256,1.0374593559944887e-06,9.89723294073955e-07,6.613399315575289e-06,0.029843950870164403,1.7727471278315463e-05,8.01959935816484e-12,1.2164073317049245e-09,0.005032031853792362,2.3679148228932636e-05,2.0754539105228867e-06,0.015018439023991295,3.339603873624625e-08,8.477502180191752e-13,1.2133477152298772e-07,9.196207424967093e-06
0.0001114948234558731,0.5553120088201728,3.76,0.0,0.0005413333167351626,0.47471904407651594,0.4159604373022342,0.10815263006835181,0.00010681645315265458,0.07157110693090785,0.40849803066051127,3.290203291259652e-11,0.6620941888237456,6.411772205118111e-07,4.4721542765308285e-05,0.554146403322682,0.0011008196266560316,0.00011191561627307024,4.2114186526635314e-05,0.0005840334929077467,0.4020728890445171,4.8484164242712176e-05,3.2557964228238236e-05,0.0065156742959420885,0.04757270277882735,6.844979608839751e-05,6.350507793770917e-05,0.0004082540813600904,2.0915451279192922e-08,0.04915047389945968,1.2164765067202742e-09,0.0004792860994722346,5.6541059673824116e-05,0.00011362815435311223,2.331618890358491e-06,3.4365523343542715e-08,0.006594000179342679,0.011040392176885398,0.004702116050022254,0.023810777210817827,1.6938721664725785e-08,1.429181431366164e-10,0.04554648053301648,0.001246045589120298,1.0383499059857428e-06,9.871262567159599e-07,6.619080985478696e-06,0.02991970628368682,1.7770332910335835e-05,7.999514683044123e-12,1.2127923721475215e-09,0.005049209304850033,2.371691477096719e-05,2.078799412187107e-06,0.015045323743162956,3.345584949748079e-08,8.439866604977861e-13,1.214367184545917e-07,9.183638280979406e-06
0.00011189590714213796,0.5553785464803198,3.76,0.0,0.000534416796384503,0.4739590465164295,0.41645497722822616,0.10837074898596497,0.00010671385527072633,0.07147246387266505,0.4090157338386404,3.285878549919753e-11,0.6620334544494362,6.412253489786004e-07,4.463654264522864e-05,0.5552753695531718,0.0010980406000943813,0.00011148137288329245,4.2039224210631244e-05,0.0005840113907510378,0.4014258331572401,4.839845555228078e-05,3.252943332074641e-05,0.006503629320622841,0.04765425244610864,6.836470453458239e-05,6.346245751547589e-05,0.0004072647418096402,2.0842262347501053e-08,0.04905848929820269,1.2114406000023023e-09,0.00047792787620469485,5.648562484617055e-05,0.00011331933468108797,2.3245834061792363e-06,3.421315581506842e-08,0.006590846102012643,0.011015923569496738,0.004702078017441891,0.02379718823620136,1.6907066601473025e-08,1.42570052599902e-10,0.04556289434494367,0.001245767936950052,1.0392370108215003e-06,9.845389763995609e-07,6.624750561343177e-06,0.0299952455210803,1.781310832513908e-05,7.979506471464207e-12,1.2091927813271772e-09,0.005066385823145718,2.375449255799851e-05,2.082128377041068e-06,0.015072200137533994,3.3515641732533973e-08,8.402446672899318e-13,1.2153857271083576e-07,9.171113380053317e-06
0.00011229699082840283,0.5554449228214783,3.76,0.0,0.0005276303109341201,0.4732007079697184,0.4169486269798439,0.10858834612555007,0.00010661163197863555,0.07137399758106587,0.40953214617839756,3.281564747033895e-11,0.6619727374873421,6.412732861007242e-07,4.4551787198530225e-05,0.5564017592933576,0.0010952721306129547,0.00011104945767513008,4.196459829199237e-05,0.0005839908627408372,0.4007804130855302,4.8313121941638085e-05,3.2501025805601104e-05,0.006491606071401294,0.047735669936326074,6.82798551118267e-05,6.342005721693209e-05,0.00040627936605209977,2.0769455708907885e-08,0.04896648025826457,1.2064316873145189e-09,0.0004765764463896236,5.643042423681935e-05,0.00011301186075087237,2.317579236856061e-06,3.406165871441933e-08,0.006587701593174434,0.010991569475385756,0.004702037451594426,0.023783617959967713,1.6875403259026788e-08,1.4222325551432e-10,0.04557909103171664,0.0012454941016257744,1.0401206608396311e-06,9.819613710760174e-07,6.6304079541919494e-06,0.030070569067337065,1.7855797273158755e-05,7.959574104644298e-12,1.2056084330911098e-09,0.005083561370378,2.3791882085772697e-05,2.0854408495512345e-06,0.015099068220511474,3.357541547194876e-08,8.365240506810024e-13,1.2164033105286182e-07,9.158632190090109e-06
0.0001126980745146677,0.5555111386169156,3.76,0.0,0.0005209712920349277,0.4724440221764823,0.4174413897952673,0.10880542248882731,0.00010650977754182763,0.07127570820248824,0.4100472742312626,3.2772618204646506e-11,0.6619120393776828,6.413210309237569e-07,4.446727433232804e-05,0.5575255813478283,0.001092514148102241,0.0001106198522746998,4.1890304792879385e-05,0.0005839718780483494,0.4001366231738936,4.8228159086815905e-05,3.247274018212282e-05,0.006479604573891889,0.04781695571204722,6.819524485027042e-05,6.337787374473135e-05,0.0004052979204705743,2.06970277154555e-08,0.04887444898655055,1.2014495499995985e-09,0.00047523173475367083,5.637545475087532e-05,0.00011270572036014301,2.3106061103737095e-06,3.39110245050359e-08,0.006584566464020912,0.010967328525104535,0.004701994274212188,0.023770066866135274,1.6843732394114024e-08,1.41877741041816e-10,0.045595072097292036,0.00124522404043071,1.0410008475021356e-06,9.793933600823404e-07,6.636053077694044e-06,0.03014567740631434,1.789839950590501e-05,7.93971699390174e-12,1.2020392067757541e-09,0.0051007359081464984,2.3829083861389396e-05,2.0887368743972167e-06,0.015125928004077922,3.363517074308478e-08,8.328246255858674e-13,1.2174199044654955e-07,9.146194186288214e-06
