Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32)
3.09952703575561e-07,0.45050320352340467,3.76,0.0,0.9953537396525297,0.9999965484374723,9.290832547194292e-07,6.9718366296065e-07,2.0694369448227777e-07,0.005233564679674485,0.005233652678144957,1.9588255064444295e-12,1.0660282788632866e-05,1.3899842744503027e-08,4.115559037169193e-08,5.899476641200996e-08,2.7700266584045337e-06,3.2208022535966187e-09,5.025121391542318e-07,2.950310697907608e-06,1.4407127876561448e-05,2.872507027832512e-07,3.706749923421498e-09,8.545028956378234e-09,1.2944576317418352e-08,3.805225792291476e-08,2.3673577917276826e-12,3.3483864133671732e-12,6.349376864313785e-10,2.7244684754314312e-11,2.5313032552128256e-17,1.65480948206101e-09,2.381430822013964e-12,1.1088464358155951e-12,8.505220665796634e-16,8.305967523918626e-16,3.4872082857413924e-06,7.079915412842583e-08,2.9407512476746064e-06,1.1007132069367148e-11,9.36530060706979e-18,3.039759368545726e-14,8.556068131888722e-08,4.3806340564228975e-17,3.8739886693874253e-16,4.6801434254740186e-11,6.390967487683382e-13,5.955120137972111e-12,3.4909016618242926e-15,1.544627322797679e-19,2.8547168702028796e-17,2.6582559819110917e-11,2.7914028194850948e-18,1.2471377674638639e-19,1.144861815877594e-14,9.733628034035913e-21,2.0875231509978394e-20,7.299045136546994e-22,5.873396027042554e-09
3.1975350401411543e-07,0.45051618547924255,3.76,0.0,0.9951875343619364,0.9999963935281836,1.0058294984890703e-06,7.386272276324465e-07,2.1732000001049176e-07,0.00539859945355609,0.005398693441162477,2.020636265052358e-12,1.147575345079268e-05,1.4390185243884133e-08,4.316665790159995e-08,6.420536869003532e-08,2.873981794770581e-06,3.439552246542683e-09,5.248759912659062e-07,3.0894244702245735e-06,1.5422345240215572e-05,2.99178205457007e-07,4.035807296809744e-09,9.18518664616572e-09,1.3955216853093479e-08,3.989422174781729e-08,2.6817983143501207e-12,3.886008598509374e-12,6.6344462041685e-10,3.00710435620336e-11,2.9395680701494315e-17,1.773852696611252e-09,2.7069062977097082e-12,1.2933233075027189e-12,9.804846148766565e-16,9.700285089468446e-16,3.5922183044167415e-06,7.52580388897007e-08,3.013872609275442e-06,1.2003097272841282e-11,1.0338285037405573e-17,3.2753952479549385e-14,9.095840969352754e-08,5.0475010344212043e-17,4.4144720440206933e-16,4.807973589342235e-11,6.852643726813838e-13,6.5682251119517325e-12,3.7706457320866766e-15,1.7334933381775417e-19,3.206706160745639e-17,2.8928845770757033e-11,3.2999179281337505e-18,1.4970935696318212e-19,1.3380130508492352e-14,1.1587262989231037e-20,2.436381758393851e-20,9.150484152436887e-22,6.249881190170463e-09
3.2955430445266984e-07,0.4505291686268112,3.76,0.0,0.9950213121974814,0.9999962350807928,1.0863604804585679e-06,7.810734706650342e-07,2.279262161741979e-07,0.0055636064710142315,0.005563706674758,2.0824366513204947e-12,1.2328989526492268e-05,1.488047679110214e-08,4.5193128733967086e-08,6.966603932311163e-08,2.9792215996796045e-06,3.6664178549382285e-09,5.477105925355132e-07,3.2316193145687492e-06,1.648125752424078e-05,3.1135924618843335e-07,4.3836583865380335e-09,9.856750667422957e-09,1.50126428734006e-08,4.1777802937985137e-08,3.0280074484238795e-12,4.4912411365323885e-12,6.925528951100346e-10,3.310321081992136e-11,3.3993858263120596e-17,1.8980650732212014e-09,3.0664407621186157e-12,1.5020542598989696e-12,1.1261082817278474e-15,1.1279465494636893e-15,3.696916664244773e-06,7.984753348055374e-08,3.0859655185070575e-06,1.30619876523893e-11,1.1382259937754281e-17,3.5225438454194144e-14,9.651511763295334e-08,5.796881584405621e-17,5.011516824741399e-16,4.934525062430564e-11,7.334532175034326e-13,7.225025120626749e-12,4.0640237303857445e-15,1.9399585881861166e-19,3.591744515203093e-17,3.138748653301066e-11,3.883082382128059e-18,1.7875834205730047e-19,1.5570739866057722e-14,1.3724164231903546e-20,2.831296861581633e-20,1.140005492613702e-21,6.641137268204253e-09
3.3935510489122426e-07,0.45054215303584627,3.76,0.0,0.9948550722355896,0.9999960730258017,1.1707587611080015e-06,8.245078084281322e-07,2.38764810666662e-07,0.005728585726835713,0.005728692377162146,2.144226687879664e-12,1.3220809420186623e-05,1.5370715250625258e-08,4.723444536078365e-08,7.537870497484546e-08,3.085771675019592e-06,3.901502269278205e-09,5.710209635758586e-07,3.376928117503239e-06,1.7584782312106425e-05,3.2379651568903307e-07,4.750862713794882e-09,1.0560795177465122e-08,1.611794742729357e-08,4.3703455483337594e-08,3.40831733796654e-12,5.170464440043141e-12,7.222688694832858e-10,3.6350633492917237e-11,3.9156384853151424e-17,2.027551435182347e-09,3.462635100743762e-12,1.7374577443380128e-12,1.2888309080917667e-15,1.3062081304397443e-15,3.801304282401929e-06,8.4567161293161e-08,3.1570448308507415e-06,1.418635970931937e-11,1.2500495605653414e-17,3.7815142538758337e-14,1.0223027986437877e-07,6.636936957567074e-17,5.669377907061859e-16,5.059823326169034e-11,7.837053941157624e-13,7.92741194324522e-12,4.3713569866180064e-15,2.1652250301033164e-19,4.012103466513672e-17,3.395932537577155e-11,4.549465543648009e-18,2.1237612236991702e-19,1.8047101295807328e-14,1.6177817534660505e-20,3.2768775614312556e-20,1.4119285835578793e-21,7.047553484017372e-09
3.491559053297787e-07,0.45055513877681835,3.76,0.0,0.9946888135428933,0.999995907293002,1.2591077671269508e-06,8.689158705349678e-07,2.498382972169204e-07,0.005893537215585621,0.0058936505464691905,2.206006471421602e-12,1.4152040013587229e-05,1.5860899042978392e-08,4.929015059473043e-08,8.134523008762333e-08,3.1936578306469216e-06,4.1449109140575124e-09,5.94812214827563e-07,3.5253843682863206e-06,1.8733846976169428e-05,3.3649275317298594e-07,5.1379870692889695e-09,1.1298431273273652e-08,1.7272255695809253e-08,4.5671641670642235e-08,3.825179462855506e-12,5.930486425963226e-12,7.525990165746662e-10,3.982300243429637e-11,4.49353590074523e-17,2.162417733319284e-09,3.898228001008325e-12,2.002125243725838e-12,1.4701869887770442e-15,1.5068041941570317e-15,3.9053820730570455e-06,8.94164472633069e-08,3.227125190732609e-06,1.5378830194289998e-11,1.3696347608005987e-17,4.0526202581414924e-14,1.0810337288022396e-07,7.576463783986625e-17,6.392540684528188e-16,5.18389365349939e-11,8.360634380724114e-13,8.677316557270554e-12,4.692971832250658e-15,2.4105530999820773e-19,4.470165569368706e-17,3.664517765420129e-11,5.3083776512484874e-18,2.5112736816401593e-19,2.0837879671635224e-14,1.8984618968235886e-20,3.778063617813808e-20,1.739025830237262e-21,7.469525902061436e-09
3.589567057683331e-07,0.4505681259209461,3.76,0.0,0.9945225351760552,0.9999957378114538,1.351491807625709e-06,9.14283496769405e-07,2.611492361290138e-07,0.006058460931604814,0.006058581180635634,2.2677758974257104e-12,1.5123516822259174e-05,1.6351027005929972e-08,5.135987667243176e-08,8.756742849146815e-08,3.302906097431425e-06,4.396751471622713e-09,6.190895478681588e-07,3.6770221674919247e-06,1.9929388852376258e-05,3.4945074707788146e-07,5.545605746964787e-09,1.2070807458875297e-08,1.847672544026731e-08,4.768283221113323e-08,4.2811690011319586e-12,6.778561818916513e-12,7.835499251654022e-10,4.353025783564056e-11,5.138630630179389e-17,2.3027710715853337e-09,4.3761010534654006e-12,2.298829625028973e-12,1.6718122940335567e-15,1.7318658422120287e-15,4.009150947386259e-06,9.439491786950491e-08,3.29622103469422e-06,1.6642076783147976e-11,1.497325872604093e-17,4.336180401386898e-14,1.1413387493317694e-07,8.624932578184418e-17,7.185731499575526e-16,5.3067611126748673e-11,8.905703173535947e-13,9.476709534745618e-12,5.0291997672373245e-15,2.6772638623204135e-19,4.968428407809215e-17,3.944583608314899e-11,6.16991613978592e-18,2.95629395139161e-19,2.3973855998249402e-14,2.2184049144160825e-20,4.3401414252446675e-20,2.1306861383079267e-21,7.907457343813793e-09
3.687575062068875e-07,0.45058111454020994,3.76,0.0,0.9943562361815919,0.999995564509463,1.4479960905627085e-06,9.605967340596707e-07,2.7270023484403053e-07,0.006223356869007302,0.006223484277478747,2.3295349601649597e-12,1.6136084154332207e-05,1.6841098287670752e-08,5.344333557830865e-08,9.404707376060245e-08,3.4135427394504023e-06,4.657133907183764e-09,6.43858256698391e-07,3.831876235473829e-06,2.117235541746696e-05,3.6267333577086656e-07,5.97430077289419e-09,1.287911012363243e-08,1.9732547457685068e-08,4.973750636538067e-08,4.778989328271849e-12,7.722412074256223e-12,8.151283014255732e-10,4.7482594848988666e-11,5.856833221819696e-17,2.448719733176048e-09,4.8992840137558835e-12,2.6305337682511265e-12,1.8954486547872138e-15,1.9836710229722866e-15,4.112611813588186e-06,9.950210113227727e-08,3.3643465945180207e-06,1.7978838769616416e-11,1.6334760963697154e-17,4.632518055154762e-14,1.2032126603133301e-07,9.79252806163726e-17,8.053928524111525e-16,5.428450571100403e-11,9.472694402314796e-13,1.0327601445868531e-11,5.380377631441715e-15,2.9667411482639216e-19,5.509508731875948e-17,4.236207544298285e-11,7.145014019823744e-18,3.4655568790111407e-19,2.74880377564112e-14,2.5818854385280875e-20,4.968760516668685e-20,2.597616443189099e-21,8.361757337902724e-09
3.7855830664544193e-07,0.4505941047073658,3.76,0.0,0.9941899155956927,0.9999953873145622,1.5487067393831362e-06,1.0078418334978618e-06,2.844939485259393e-07,0.006388225021677565,0.006388359834675109,2.3912837986451905e-12,1.7190595271288018e-05,1.7331112264591957e-08,5.554031045141789e-08,1.0078590846657779e-07,3.5255942654388054e-06,4.9261704949222405e-09,6.691237290110107e-07,3.989981920705587e-06,2.2463704468626925e-05,3.761634082432244e-07,6.424662130365533e-09,1.3724564031576323e-08,2.1040946044496708e-08,5.1836152065925835e-08,5.321476657864706e-12,8.770245938660217e-12,8.473409705350174e-10,5.169046938575634e-11,6.6544279894431e-17,2.6003732071607917e-09,5.4709602301657e-12,3.000399479788982e-12,2.1429489163659916e-15,2.2646514390890865e-15,4.215765576899355e-06,1.0473752661359814e-07,3.431515900308492e-06,1.9391917774949532e-11,1.7784477619137543e-17,4.9419614962530255e-14,1.2666502793340754e-07,1.1090191368845013e-16,9.002373085810697e-16,5.548986699211434e-11,1.0062046632448408e-12,1.1232043269865385e-11,5.746847780819814e-15,3.280433785411179e-19,6.096146721964311e-17,4.5394656784428193e-11,8.245490384628636e-18,4.0463958656658654e-19,3.141577339650263e-14,2.993523503468224e-20,5.669950610136457e-20,3.151991654365438e-21,8.83284209941901e-09
3.8835910708399635e-07,0.4506070964959591,3.76,0.0,0.9940235724440377,0.9999952061534894,1.6537108098560292e-06,1.0560052474047388e-06,2.9653308068370734e-07,0.006553065383267799,0.006553207849759096,2.4530223063838953e-12,1.828791255081848e-05,1.7821068481128594e-08,5.765064796648631e-08,1.0778565244040972e-07,3.6390874395770894e-06,5.203975845153899e-09,6.948914474472385e-07,4.151375208009361e-06,2.3804404305559776e-05,3.8992390479563066e-07,6.897287981887251e-09,1.4608432821989794e-08,2.2403179468932904e-08,5.397926603783029e-08,5.9116048285138095e-12,9.930780669424065e-12,8.80194878286644e-10,5.6164604097884074e-11,7.538089291408013e-17,2.7578422156369106e-09,6.094472242306499e-12,3.4117966994962415e-12,2.416282066361294e-15,2.5773996822522283e-15,4.318613139609948e-06,1.1010072541650608e-07,3.497742783529521e-06,2.0884178474760734e-11,1.9326125421811204e-17,5.26484399218961e-14,1.3316464414401947e-07,1.2529664212553e-16,1.0036581457668735e-15,5.668393974383782e-11,1.0674202992806565e-12,1.2192126813277766e-11,6.128958268569907e-15,3.6198579680731503e-19,6.731210386592124e-17,4.8544331183471355e-11,9.48410312274986e-18,4.706781425070965e-19,3.579487112588298e-14,3.458304115087705e-20,6.450139215668204e-20,3.8076182230270436e-21,9.321134534827466e-09
3.9815990752255077e-07,0.45062008998033926,3.76,0.0,0.9938572057416124,0.9999950209521686,1.7630963071161987e-06,1.1050736264392112e-06,3.088203838211573e-07,0.006717877947195059,0.0067180283201213635,2.514750432506408e-12,1.9428907651735023e-05,1.8310966607250536e-08,5.977425158931118e-08,1.150480101502732e-07,3.7540492916938044e-06,5.49066693250467e-09,7.211669908438901e-07,4.316092726706073e-06,2.519543391496033e-05,4.039578177163677e-07,7.392784888792872e-09,1.553201952141692e-08,2.382054045275654e-08,5.616735391769841e-08,6.552490241590618e-12,1.121326393330023e-11,9.136970926760684e-10,6.091599454651908e-11,8.51489832986168e-17,2.921238741411952e-09,6.773327556332897e-12,3.868313010616633e-12,2.71753854215237e-15,2.9246766022370674e-15,4.421155401079822e-06,1.1559123018489027e-07,3.563040879998658e-06,2.245854934319421e-11,2.0963516739044905e-17,5.6015038885011293e-14,1.3981959990904457e-07,1.4123535083460254e-16,1.1162357127457629e-15,5.7866966848644175e-11,1.1309611257611872e-12,1.3209985135766852e-11,6.527063031458139e-15,3.986599611279044e-19,7.417700101147854e-17,5.181184309471752e-11,1.0874603913300253e-17,5.455361491905336e-19,4.0665722133641575e-14,3.9815975833250825e-20,7.316169820421176e-20,4.5801123239009055e-21,9.82706426898043e-09
4.079607079611052e-07,0.4506330852356727,3.76,0.0,0.9936908144925203,0.9999948316356901,1.8769522029273793e-06,1.1550338167518673e-06,3.213586600951414e-07,0.006882662706638369,0.006882821243007286,2.5764683612878586e-12,2.0614461680903055e-05,1.8800806407806287e-08,6.19110756134857e-08,1.2257467729678546e-07,3.87050712695666e-06,5.786363125060723e-09,7.479560354729535e-07,4.484171758729008e-06,2.6637783157370906e-05,4.182681919547618e-07,7.911768029144467e-09,1.649666706726428e-08,2.5294356663306e-08,5.840093037194718e-08,7.247396954370823e-12,1.2627496406107743e-11,9.478548054796076e-10,6.595591556360015e-11,9.592360486637995e-17,3.0906760562203456e-09,7.511204602071053e-12,4.3737634619304265e-12,3.048935723730552e-15,3.3094189174841465e-15,4.5233932577548785e-06,1.2120857510345592e-07,3.627423632838939e-06,2.411802341460053e-11,2.2700561851753485e-17,5.95228469942763e-14,1.4662938221103478e-07,1.5885287561468772e-16,1.2385803563394849e-15,5.903918933717472e-11,1.1968723929353607e-12,1.4287792983530948e-11,6.941522081531918e-15,4.38231678042181e-19,8.158753290347988e-17,5.519793334953436e-11,1.243179558228787e-17,6.301503542222816e-19,4.6071428399715475e-14,4.569180642783658e-20,8.275320669958053e-20,5.487093695708427e-21,1.0351067690764037e-08
4.177615083996596e-07,0.45064608233795916,3.76,0.0,0.9935243976897941,0.9999946381282923,1.9953684531755927e-06,1.2058728571818568e-06,3.34150761970978e-07,0.007047419654535724,0.007047586615515377,2.638175999881833e-12,2.184546536218322e-05,1.9290587719180435e-08,6.406111989002936e-08,1.3036734672127797e-07,3.988488535121068e-06,6.091186214456375e-09,7.752643562759489e-07,4.6556502467331675e-06,2.8132452956404946e-05,4.328581257918989e-07,8.454861414573803e-09,1.7503758843155073e-08,2.682599121658109e-08,6.068051921490066e-08,7.999741933240527e-12,1.4183855094506421e-11,9.826753338234784e-10,7.129592781174286e-11,1.0778423211892624e-16,3.2662687494810014e-09,8.311958877525249e-12,4.932200711537258e-12,3.4128236175206503e-15,3.7347470745020835e-15,4.625327603183735e-06,1.2695229589787406e-07,3.690904295389011e-06,2.586565906286275e-11,2.4541271301009804e-17,6.31753520614898e-14,1.5359347976470485e-07,1.7829350817085924e-16,1.3713337493001562e-15,6.02008464278367e-11,1.2651998322732079e-12,1.5427767230426397e-11,7.37270170342691e-15,4.808742301669114e-19,8.957649256799864e-17,5.870334184230362e-11,1.4171591899642142e-17,7.255338587697383e-19,5.205793523724533e-14,5.2272583866953777e-20,9.335324162893161e-20,6.548396243954925e-21,1.0893588014299151e-08
4.27562308838214e-07,0.45065908136404437,3.76,0.0,0.9933579543152027,0.9999944403533413,2.1184360155906947e-06,1.2575779764964788e-06,3.471995928771239e-07,0.007212148783581062,0.007212324434595685,2.6998732351966317e-12,2.3122819207377166e-05,1.978031043122564e-08,6.622442517061023e-08,1.3842771370937958e-07,4.108021399395979e-06,6.405260446871018e-09,8.030978280961679e-07,4.830566802217011e-06,2.968045549032753e-05,4.477307715102985e-07,9.022698106562193e-09,1.8554719226215e-08,2.8416843191695367e-08,6.300665352696751e-08,8.813100471945608e-12,1.58933174022196e-11,1.0181661217483737e-09,7.694788454806368e-11,1.2081494482445935e-16,3.448132757603055e-09,9.179629286507977e-12,5.547925502098091e-12,3.8116907371335415e-15,4.203973363663248e-15,4.726959328034755e-06,1.3282192983512174e-07,3.753495934072258e-06,2.7704580798531858e-11,2.6489758310670103e-17,6.697609556739559e-14,1.6071138301248323e-07,1.9971152385095094e-16,1.5151702713402424e-15,6.135217556651567e-11,1.335989664962323e-12,1.663216732688459e-11,7.82097465746007e-15,5.267686358989399e-19,9.817814161617638e-17,6.232880994216502e-11,1.6111079900140592e-17,8.327807108117937e-19,5.867416872357854e-14,5.962487040790016e-20,1.0504386878175017e-19,7.786296578661478e-21,1.1455075353366728e-08
4.3736310927676843e-07,0.45067208239163636,3.76,0.0,0.9931914833390572,0.9999942382333142,2.2462468676913704e-06,1.3101365906728755e-06,3.605081078648078e-07,0.007376850086221132,0.007377034697048147,2.761560295048551e-12,2.444743368918453e-05,2.0269974473806766e-08,6.840106899527634e-08,1.467574807598552e-07,4.229133904977942e-06,6.728712554912764e-09,8.314624269118058e-07,5.008960713666877e-06,3.1282814385989915e-05,4.62889336063945e-07,9.61592043259233e-09,1.965101414647912e-08,3.006834815680772e-08,6.537987577303626e-08,9.691211780059077e-12,1.7767485963884855e-11,1.0543347417736064e-09,8.292393859780465e-11,1.3510461847848736e-16,3.6363853938481046e-09,1.0118444675395479e-11,6.22549747774524e-12,4.248170187227168e-15,4.720610299270201e-15,4.828289320113447e-06,1.3881701572401713e-07,3.815211431225568e-06,2.963798008394095e-11,2.8550241285648294e-17,7.092867366587066e-14,1.6798258412012746e-07,2.2327173295989655e-16,1.670798445228317e-15,6.249341246637402e-11,1.409288610505714e-12,1.7903295756719584e-11,8.286720388693331e-15,5.761039139023572e-19,1.074282616298853e-16,6.607508266201454e-11,1.8268584814821233e-17,9.530706989097819e-19,6.597217818164893e-14,6.781997604684203e-20,1.1791210254742018e-19,9.225761731229887e-21,1.2035986807323751e-08
4.4716390971532285e-07,0.45068508549931935,3.76,0.0,0.9930249837200149,0.99999403168978,2.378894024953185e-06,1.3635363002212439e-06,3.740793142741331e-07,0.007541523554652329,0.007541717399520929,2.823237122219365e-12,2.5820229416179664e-05,2.0759579807246023e-08,7.059116206461062e-08,1.5535836187978448e-07,4.351854547298044e-06,7.0616717903710116e-09,8.603642310723213e-07,5.1908719547367e-06,3.294056491512158e-05,4.783370817499279e-07,1.0235180202557604e-08,2.0794151658610434e-08,3.178197870668018e-08,6.780073792127958e-08,1.0637984746944122e-11,1.9818614270531905e-11,1.091188896463951e-09,8.923654954381416e-11,1.50747120824185e-16,3.831145378758538e-09,1.1132830575191254e-11,6.9697463532263705e-12,4.725045956876764e-15,5.288379272065218e-15,4.9293184643802285e-06,1.449370939159566e-07,3.8760634878884e-06,3.166911616647353e-11,3.0727046386683554e-17,7.503673825147846e-14,1.754065769724043e-07,2.491500565378011e-16,1.838962429923292e-15,6.362479114770547e-11,1.4851438954208122e-12,1.924349850192142e-11,8.770325242154136e-15,6.290773700637784e-19,1.1736420716464964e-16,6.994291061249668e-11,2.066373770242475e-17,1.087674353438646e-18,7.400728387939181e-14,7.693420389426506e-20,1.320501194288867e-19,1.089471736751987e-20,1.2636786557071775e-08
4.5696471015387727e-07,0.45069809076656925,3.76,0.0,0.9928584544048796,0.9999938206433804,2.5164715592030277e-06,1.4177648875489741e-06,3.8791627240430214e-07,0.0077061691808174345,0.007706372538508738,2.884903523834326e-12,2.724213730981559e-05,2.124912641555055e-08,7.279484504258165e-08,1.64232086461506e-07,4.476212140022257e-06,7.404269957822692e-09,8.898094225397912e-07,5.376341192478258e-06,3.4654754192987336e-05,4.94077326882874e-07,1.0881138925752696e-08,2.198568252611646e-08,3.355924501209668e-08,7.026980156262266e-08,1.1657503886591653e-11,2.205963311133534e-11,1.1287364200014996e-09,9.589849113808744e-11,1.6784151461883984e-16,4.032532871162312e-09,1.222741615521717e-11,7.785783446135618e-12,5.245259429020858e-15,5.9112194825661534e-15,5.03004764296859e-06,1.5118170630585981e-07,3.936064626552756e-06,3.380131693016129e-11,3.302461018826107e-17,7.930399805483323e-14,1.829828571688337e-07,2.7753412751538036e-16,2.0204435727584276e-15,6.474654397782935e-11,1.5636032620396148e-12,2.0655165515528853e-11,9.272182684404573e-15,6.858948846334252e-19,1.2802496041333445e-16,7.393305176616097e-11,2.3317545872920127e-17,1.237958162422188e-18,8.283823011984323e-14,8.704910480694506e-20,1.4755547848332454e-19,1.2824337889340726e-20,1.3257945969766216e-08
4.667655105924317e-07,0.4507110982737691,3.76,0.0,0.9926918943284003,0.9999936050138132,2.659074617243055e-06,1.4728103143651303e-06,4.0202209618618433e-07,0.00787078695640231,0.007871000110351084,2.946559762041063e-12,2.8714098783466084e-05,2.1738614301380622e-08,7.501228574132102e-08,1.7338040279170167e-07,4.602235822842112e-06,7.756641449079449e-09,9.198042881369296e-07,5.56540979563544e-06,3.642644137941999e-05,5.101134464732565e-07,1.1554468028769298e-08,2.3227200818249376e-08,3.5401695381376135e-08,7.278763803110329e-08,1.2754035468867702e-11,2.4504177856952455e-11,1.166985279764687e-09,1.0292285894172773e-10,1.8649226684176306e-16,4.2406694997652125e-09,1.3407041394912772e-11,8.679013583383695e-12,5.81191611272091e-15,6.593297163832037e-15,5.130477735203649e-06,1.5755039633332767e-07,3.995227193874726e-06,3.6037979765787186e-11,3.544748241968758e-17,8.373421972747297e-14,1.9071092201949817e-07,3.086239181896416e-16,2.2160620227461802e-15,6.585890171101781e-11,1.6447149774100893e-12,2.2140731202674313e-11,9.792693531655637e-15,7.467712000324199e-19,1.394511875897082e-16,7.804627305465792e-11,2.6252466197876433e-17,1.4053900093279115e-18,9.252734389979686e-14,9.825174158050187e-20,1.6453134890821716e-19,1.5049359896176862e-20,1.3899943711104278e-08
4.765663110309861e-07,0.45072410810222385,3.76,0.0,0.9925253024130679,0.9999933847198124,2.8067994397051305e-06,1.5286607191246921e-06,4.163999538580731e-07,0.008035376872832524,0.00803560011123055,3.0082058443978993e-12,3.0237065923520605e-05,2.2228043482185644e-08,7.724367664390307e-08,1.828050812374246e-07,4.729955069088677e-06,8.118923278466016e-09,9.503552208034877e-07,5.758119843012473e-06,3.825669788224111e-05,5.264488729105388e-07,1.2255849074602614e-08,2.452034451977701e-08,3.7310916834143814e-08,7.535482852527859e-08,1.3932033842892824e-11,2.716661661050488e-11,1.2059435779168241e-09,1.1032307819987612e-10,2.0680946454360916e-16,4.455678395342119e-09,1.4676764480421612e-11,9.655147393392595e-12,6.428292605179228e-15,7.339015102528232e-15,5.230609617621158e-06,1.6404270898402148e-07,4.053563363348236e-06,3.838257245967379e-11,3.800032878865007e-17,8.83312289750524e-14,1.9859027054091623e-07,3.4263239499485305e-16,2.4266784071567474e-15,6.696209352844806e-11,1.7285278422990873e-12,2.370267490989382e-11,1.0332266184625894e-14,8.119302354868125e-19,1.5168529708743062e-16,8.228335181932192e-11,2.949248140548747e-17,1.5915448404093048e-18,1.0314069932067394e-13,1.1063496301666916e-19,1.830867449838058e-19,1.7608420563821095e-20,1.4563265864242056e-08
4.863671114695405e-07,0.4507371203341769,3.76,0.0,0.9923586775689088,0.9999931596791313,2.9597433801359946e-06,1.5853044145119823e-06,4.3105306864669123e-07,0.008199938921269903,0.008200172537170982,3.069841482918629e-12,3.181200167255099e-05,2.271741398731184e-08,7.948923272629173e-08,1.9250791714821526e-07,4.8593996931987665e-06,8.491255118922996e-09,9.814687208626879e-07,5.9545141319234404e-06,4.014660756308692e-05,5.4308709665198e-07,1.2985973983189456e-08,2.5866796153815648e-08,3.928853568747439e-08,7.797196423078552e-08,1.519614795845119e-11,3.0062079253091724e-11,1.2456195530063668e-09,1.1811291195836145e-10,2.289090375405698e-16,4.677684223539622e-09,1.6041869432856412e-11,1.072021399586674e-11,7.097843790688545e-15,8.153022467448772e-15,5.330444163986919e-06,1.7065819079126853e-07,4.111085137941601e-06,4.0838634101341856e-11,4.0687933895409754e-17,9.309891173127723e-14,2.0662040345198203e-07,3.7978620157824645e-16,2.6531955736094633e-15,6.805634707817096e-11,1.815091200297209e-12,2.534352142279575e-11,1.089131687034724e-14,8.816054051412742e-19,1.6477149946303748e-16,8.664507713291729e-11,3.306317946132336e-17,1.7981105694361863e-18,1.1474828794155126e-13,1.24297688190312e-19,2.0333676859743963e-19,2.0544422586274245e-20,1.5248406054599177e-08
4.961679119080949e-07,0.450750135052825,3.76,0.0,0.9921920186932768,0.9999929298085242,3.1180049243143484e-06,1.6427298849627361e-06,4.4598471945476415e-07,0.008364473092609024,0.008364717384035701,3.131466954659008e-12,3.343988001457032e-05,2.3206725855958222e-08,8.17491895444159e-08,2.0249073350856697e-07,4.9905998580588114e-06,8.87377933892991e-09,1.0131513972991022e-06,6.1546361867303585e-06,4.2097266945658375e-05,5.60031666917847e-07,1.3745545253592208e-08,2.7268283417917084e-08,4.133621815452052e-08,8.063964644416463e-08,1.6551228091486853e-11,3.320648741156836e-11,1.2860215815808192e-09,1.2630646942903147e-10,2.5291298816580186e-16,4.9068132183029705e-09,1.750787397534196e-11,1.1880574101365813e-11,7.824210283911063e-15,9.040224954934425e-15,5.429982245316663e-06,1.7739638983790163e-07,4.167804352697513e-06,4.3409776010230255e-11,4.35152042387222e-17,9.804121531565733e-14,2.1480082316997054e-07,4.2032637122496543e-16,2.896560399994853e-15,6.914188851508847e-11,1.90445494702622e-12,2.7065841472182905e-11,1.14702698911256e-14,9.560399313646646e-19,1.7875586929778385e-16,9.11322510081073e-11,3.699183613918204e-17,2.026894227913196e-18,1.2742419527073248e-13,1.3934520125233984e-19,2.2540285959110855e-19,2.390492742131624e-20,1.595586557995425e-08
5.157695127852037e-07,0.4507761722878596,3.76,0.0,0.9918585943723675,0.9999924552394409,3.4508805463319325e-06,1.7598809330476382e-06,4.7669702731133425e-07,0.008693457766212895,0.00869372432317743,3.2546873000571807e-12,3.685841675261904e-05,2.4185173883027308e-08,8.631334116801074e-08,2.233037516237445e-07,5.258389247016671e-06,9.669988098515649e-09,1.0782512663424336e-06,6.566241378888831e-06,4.6185285494009726e-05,5.948543419606266e-07,1.5355891122556096e-08,3.024350544398933e-08,4.564864197530052e-08,8.612910689157606e-08,1.95547364280841e-11,4.0309974466466204e-11,1.3690380052060554e-09,1.439629758285644e-10,3.0715384284569977e-16,5.3869536914903785e-09,2.0765870738233545e-11,1.4514358285222826e-11,9.462927377945042e-15,1.1055184744419476e-14,5.628172483304599e-06,1.9123913974152783e-07,4.278881618499308e-06,4.891211280114327e-11,4.9608995017796316e-17,1.0846578838366752e-13,2.3161054116439922e-07,5.126064474352037e-16,3.4378521909351268e-15,7.128773244348764e-11,2.0917860055650733e-12,3.076541794811828e-11,1.2689622084950722e-14,1.120211058721855e-18,2.0961311606495401e-16,1.004862235451848e-10,4.604109442929105e-17,2.5589783974434005e-18,1.562988979118429e-13,1.7404942691040094e-19,2.7550227267770805e-19,3.21156330481634e-20,1.743978701241523e-08
