Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65)
3.661781540521302e-08,0.6627429136600006,4.090935888879714e-08,3.3939672134377797e-10,6.84453738789161e-10,6.070745158528247e-09,0.0,0.0,6.845625977660888e-08,3.1560491424753165e-12,1.5719919712488857e-11,3.777095790689483e-10,3.0590472886338065e-11,2.613754159658716e-24,5.892818266329925e-17,1.8790545759049985e-10,1.1380182076235239e-07,2.0662403270470842e-11,1.1693408483139424e-22,1.3183955802258716e-22,3.3326631526096186e-12,7.506963273889409e-11,2.0765093987764102e-10,1.968927643396697e-15,9.360243455949298e-13,3.3848849512561025e-16,6.849071041451398e-13,0.00019237861763343752,2.4635980801266653e-14,7.365487728598665e-12,3.0269119574797197e-15,1.2931347255247651e-20,1.7829490550276076e-14,1.7322397030929842e-15,3.76,0.0,0.6324931299734051,0.9999999304740907,1.0684794790341754e-10,9.967624168896067e-10,0.0001923787206635612,1.3341919347523614e-08,4.7520581090568576e-08,1.3998956163849502e-08,1.5493738345000884e-17,2.4411251275170713e-17,2.494741186741461e-18,8.3518805592540495e-22,1.258206138593714e-18,1.1457175340176373e-07,1.3136495645422903e-10,4.332503597276135e-15,6.949730971076958e-16,2.5346797251017416e-16,8.725742154298468e-12,1.5058462999450324e-11,9.122912977546969e-10,4.495637914728728e-18,3.483670142422088e-22,9.28682658659934e-21,5.401839887717093e-22,4.975842814252052e-28,2.878877841210549e-22,3.906971167656321e-24,4.1466045645547853e-16,2.454942095556484e-16,1.766233166844188e-18,1.753612684013283e-16,1.5525769574027144e-16
3.746939250766086e-08,0.6627434639245311,4.224018441605938e-08,3.564973202770209e-10,7.235648685598448e-10,6.430014676681934e-09,0.0,0.0,7.006243868047233e-08,3.305082547750838e-12,1.6483155196545765e-11,3.9345361065129143e-10,3.2591391242708145e-11,2.8522304981692924e-24,6.1772492257301e-17,1.8942951434616315e-10,1.1642408697253684e-07,2.1603657688878237e-11,1.3427708451421583e-22,1.498648332059482e-22,3.55698955706789e-12,7.820240036417463e-11,2.0809054458555664e-10,2.0910144277977134e-15,9.689372021931423e-13,3.7294689301624082e-16,7.220496558210643e-13,0.0001968518398007766,2.6426566709082557e-14,7.71887229301712e-12,3.192281316752866e-15,1.4071762270834353e-20,1.922119650464977e-14,1.892304957817816e-15,3.76,0.0,0.6324886520603143,0.9999999288142523,1.1561799767140664e-10,1.0435122115517192e-09,0.00019685194769485724,1.3503766862582123e-08,4.9238921069121826e-08,1.4116273913120456e-08,1.6913420693436205e-17,2.6277284685753598e-17,2.7878449604245936e-18,9.3331262863532e-22,1.3846179965281429e-18,1.172301196809223e-07,1.3754016067040242e-10,4.550365784073099e-15,7.199072176915548e-16,2.5749440928241747e-16,8.799664845841173e-12,1.5302632625181775e-11,9.360594324241197e-10,4.783994706525617e-18,3.773647358462918e-22,1.0235549411815112e-20,6.000434327240336e-22,5.601903723463004e-28,3.0990890359290616e-22,4.2562854108515e-24,4.361262269707361e-16,2.6501506647361827e-16,1.907869144113197e-18,1.90022829722297e-16,1.6475162548209062e-16
3.83209696101087e-08,0.6627440141872859,4.357597589681989e-08,3.7393010873359976e-10,7.638547693513981e-10,6.800755585804751e-09,0.0,0.0,7.166911743276302e-08,3.4575730611523547e-12,1.7264657588764713e-11,4.0932603321395456e-10,3.4669738190014856e-11,3.105915359081373e-24,6.46756866874447e-17,1.9085762198036422e-10,1.190452549814022e-07,2.2562875375337888e-11,1.5367010810297222e-22,1.6982181581973993e-22,3.7905764981583944e-12,8.138297706489749e-11,2.0849500700869193e-10,2.2173669914736842e-15,1.0020591780129957e-12,4.100669295271763e-16,7.60418102677465e-13,0.0002013250301898615,2.83019163573271e-14,8.080332423104677e-12,3.361712822936959e-15,1.528335514715978e-20,2.0689044368361916e-14,2.0634418382594474e-15,3.76,0.0,0.6324841741652839,0.9999999271526621,1.248782695174692e-10,1.0913263764571497e-09,0.0002013251430603814,1.3664464811884071e-08,5.097476224969484e-08,1.423086821076356e-08,1.842468348521865e-17,2.824175866106264e-17,3.1071528472170385e-18,1.0399830219472176e-21,1.5205949865397466e-18,1.1988820942900214e-07,1.438569212326557e-10,4.773853968481923e-15,7.446770399765146e-16,2.6139076867377425e-16,8.868957203420468e-12,1.554297502319596e-11,9.59943363839529e-10,5.084544305079586e-18,4.081116456791718e-22,1.125772590987089e-20,6.6494171695275455e-22,6.290557405630508e-28,3.3307247721549563e-22,4.62601666069813e-24,4.580721118840799e-16,2.855327070513398e-16,2.0568238712306776e-18,2.0550659539978411e-16,1.745681414022935e-16
3.9172546712556544e-08,0.6627445644482364,4.491644842514993e-08,3.9168705902007935e-10,8.053231992937856e-10,7.183008683305097e-09,0.0,0.0,7.327629328360855e-08,3.6135217727743166e-12,1.8064689569031055e-11,4.25318775172969e-10,3.6826357189613424e-11,3.37529910832981e-24,6.763637103716095e-17,1.9219521114417518e-10,1.2166532520577423e-07,2.353993050403339e-11,1.7529431066404173e-22,1.918609888041072e-22,4.033564615190029e-12,8.461054024657163e-11,2.0886717189688133e-10,2.3480143925786874e-15,1.0353798631736153e-12,4.499927238007293e-16,8.000301955945811e-13,0.00020579818880083378,3.0263938977055923e-14,8.449838500443005e-12,3.535148142248491e-15,1.6568777327474286e-20,2.2235524876765152e-14,2.2461662105218933e-15,3.76,0.0,0.6324796962882479,0.9999999254893267,1.346432486709974e-10,1.1402044495159e-09,0.0002057983067602824,1.382412751374093e-08,5.2727876481616906e-08,1.4342918773193442e-08,2.0030949642915588e-17,3.030764611582439e-17,3.4542810749177937e-18,1.155684803817379e-21,1.6666351589633561e-18,1.2254602267450935e-07,1.503152200858916e-10,5.002981210082871e-15,7.692632660588764e-16,2.651616558366242e-16,8.933879097520252e-12,1.577974838640507e-11,9.83943078281469e-10,5.397539116567898e-18,4.406763189285425e-22,1.235730993311644e-20,7.351742506807512e-22,7.046521246287477e-28,3.574112639884654e-22,5.016703447549477e-24,4.804923192744067e-16,3.0706909507301213e-16,2.2132607413215993e-18,2.218355114424057e-16,1.8470907132049487e-16
4.0024123815004386e-08,0.6627451147073563,4.626133782496543e-08,4.0976023540407727e-10,8.479694730153493e-10,7.576812434819556e-09,0.0,0.0,7.488396374617725e-08,3.772929767165016e-12,1.888353481157798e-11,4.4142422135792776e-10,3.9062062571174565e-11,3.6608640964571764e-24,7.065314074257616e-17,1.9344747522834852e-10,1.2428429806543933e-07,2.4534704633249594e-11,1.993413722203503e-22,2.161400502635424e-22,4.286092225636504e-12,8.78842814586542e-11,2.0920964971144302e-10,2.4829844696252453e-15,1.0688893353907116e-12,4.928730538842703e-16,8.409036473575704e-13,0.00021027131563383414,3.23145368410262e-14,8.82736046796881e-12,3.712527954738166e-15,1.793070983707624e-20,2.3863156327097636e-14,2.4410060430552233e-15,3.76,0.0,0.6324752184291426,0.9999999238242531,1.4492741690495753e-10,1.1901459688182173e-09,0.00021027143879470754,1.398286042979266e-08,5.449805317495046e-08,1.445259400845997e-08,2.1735674725626762e-17,3.2477945432714224e-17,3.830900551638397e-18,1.2809158935821182e-21,1.8232512182151795e-18,1.2520355944594588e-07,1.5691503917697726e-10,5.2377605898500865e-15,7.936482567328924e-16,2.688115832151116e-16,8.99467934015593e-12,1.6013198478716106e-11,1.0080585620324522e-09,5.723229906624529e-18,4.751286808543178e-22,1.3538378097461643e-20,8.110464294656063e-22,7.874756717717069e-28,3.8295828085432e-22,5.428877725243054e-24,5.033811771007649e-16,3.296459334421534e-16,2.377340874030317e-18,2.390323943097261e-16,1.9517615646731656e-16
4.087570091745223e-08,0.6627456649646208,4.761039923283953e-08,4.2814180422709863e-10,8.917924835221526e-10,7.98220314452093e-09,0.0,0.0,7.649212657883851e-08,3.935798123874237e-12,1.9721497104747974e-11,4.5763519314799853e-10,4.137764013360664e-11,3.96308408774163e-24,7.372458699812035e-17,1.9461937172168308e-10,1.2690217398300445e-07,2.5547086380849583e-11,2.2601376639920515e-22,2.42824015897188e-22,4.5482953658310394e-12,9.120340615134544e-11,2.0952483628111184e-10,2.622303901516626e-15,1.1025781371516954e-12,5.388614070212085e-16,8.830561311609511e-13,0.00021474441068900256,3.445560516979175e-14,9.21286788350045e-12,3.893792106216045e-15,1.937186237317665e-20,2.557448404108254e-14,2.6485013446490035e-15,3.76,0.0,0.6324707405879066,0.999999922157446,1.5574524709034131e-10,1.2411504726357577e-09,0.00021474453916380326,1.4140760837555416e-08,5.6285098089671966e-08,1.4560051722933663e-08,2.3542346344874042e-17,3.4755680331331796e-17,4.238737137490015e-18,1.4161864098718682e-21,1.9909706317312603e-18,1.2786081977180982e-07,1.6365636045474376e-10,5.4782052316378705e-15,8.178159473134478e-16,2.723449582725388e-16,9.051595702195028e-12,1.6243558788134766e-11,1.0322898013769857e-09,6.061865723162551e-18,5.115400073841574e-22,1.4805130845860942e-20,8.928737238142154e-22,8.780476369226696e-28,4.097468040927273e-22,5.863064957332406e-24,5.267331405228452e-16,3.532846698233324e-16,2.5492231282606386e-18,2.5711992252099957e-16,2.0597105625037646e-16
4.172727801990007e-08,0.6627462152200078,4.8963405775737615e-08,4.4682404275336106e-10,9.367907231984114e-10,8.399215113749684e-09,0.0,0.0,7.810077976854449e-08,4.102127917963785e-12,2.057889948095384e-11,4.739449287121125e-10,4.377384773497472e-11,4.2824237594970415e-24,7.684930167357506e-17,1.9571562506126485e-10,1.2951895338375757e-07,2.6576971101819122e-11,2.555250237243167e-22,2.7208531568039663e-22,4.820307830949043e-12,9.456713343656581e-11,2.0981493077709357e-10,2.765998264721755e-15,1.1364372539592594e-12,5.881160289611313e-16,9.265052793637016e-13,0.000219217473966478,3.668903204963121e-14,9.606329969616552e-12,4.078879750078616e-15,2.0894972415141786e-20,2.7372079839008224e-14,2.869204098943305e-15,3.76,0.0,0.6324662627644809,0.9999999204889116,1.6711119801612192e-10,1.2932174994226948e-09,0.000219217607867715,1.4297918452396871e-08,5.80888322080856e-08,1.4665439784166877e-08,2.5454483642139464e-17,3.714389976624063e-17,4.679571910685158e-18,1.5620185209598477e-21,2.170335738328759e-18,1.3051780368059513e-07,1.705391658699863e-10,5.724328321027037e-15,8.417517645894804e-16,2.757660738847679e-16,9.104855005022574e-12,1.647105075271669e-11,1.0566367826015925e-09,6.413693824985301e-18,5.499829257107872e-22,1.616189350412491e-20,9.809817662890062e-22,9.769150852590817e-28,4.3781037082279915e-22,6.319784223615491e-24,5.505427979411473e-16,3.780065025898035e-16,2.729064118314887e-18,2.761206288753636e-16,2.1709535276773544e-16
4.3430432224795746e-08,0.6627473157250675,5.168042962143296e-08,4.85060234954893e-10,1.030304974521191e-09,9.268230872063741e-09,0.0,0.0,8.131955022071246e-08,4.4451760988321e-12,2.2353407759753254e-11,5.06835611844322e-10,4.881104821891155e-11,4.9742730461868016e-24,8.32529322461394e-17,1.976989627123062e-10,1.347492243485747e-07,2.8688862680766635e-11,3.239750618325479e-22,3.3906723502183827e-22,5.394284944097108e-12,1.0142533914597955e-10,2.103277505876506e-10,3.0666088961639904e-15,1.2046324688597752e-12,6.970811415117965e-16,1.0173638889278693e-12,0.00022816350518890257,4.144047774677052e-14,1.0416993635219334e-11,4.460279427864855e-15,2.419814869364395e-20,3.12364924183578e-14,3.352499350589931e-15,3.76,0.0,0.6324573071708363,0.9999999171466781,1.915451981716662e-10,1.4005372766401763e-09,0.00022816365028056337,1.461032965030005e-08,6.174572205471466e-08,1.4870552315094733e-08,2.9609386901886674e-17,4.2264113893411764e-17,5.667637979584583e-18,1.8875155784845568e-21,2.5662473896088863e-18,1.358309423608856e-07,1.8472915692589797e-10,6.2336629833407706e-15,8.888764620161303e-16,2.822880885825597e-16,9.20125608395397e-12,1.691825701653603e-11,1.1056779158472864e-09,7.15790658767386e-18,6.332608065676685e-22,1.9163380547535858e-20,1.1773939465378506e-21,1.2018579916883302e-27,4.9789809732880335e-22,7.302864014072703e-24,5.995142401985553e-16,4.3078304220105077e-16,3.1132376641986625e-18,3.16950936538778e-16,2.4033810268311796e-16
4.4963271009201856e-08,0.6627483061730076,5.413729398311329e-08,5.204261440694899e-10,1.1184644524079917e-09,1.0090397869101038e-08,0.0,0.0,8.421810460957629e-08,4.765768286716427e-12,2.4020555120698837e-11,5.367150156126719e-10,5.36273343866155e-11,5.659948423669343e-24,8.91844126592831e-17,1.9926805497379972e-10,1.3945272244602483e-07,3.0648502301796065e-11,3.9766652444216185e-22,4.1005015957607554e-22,5.945709957689209e-12,1.0774270278146083e-10,2.1072206033677335e-10,3.3523566091625663e-15,1.266508564892445e-12,8.080070198020099e-16,1.1037472498194352e-12,0.0002362148246107541,4.605143804186774e-14,1.1173481858275863e-11,4.815995371737991e-15,2.747930293526947e-20,3.503582572512856e-14,3.838414746277945e-15,3.76,0.0,0.6324492471969186,0.9999999141328026,2.1555496481698757e-10,1.500754278236516e-09,0.00023621498015863776,1.4889723969834905e-08,6.509248019667522e-08,1.504937643490708e-08,3.374542673937401e-17,4.7281265408802353e-17,6.688758760444376e-18,2.222063568333168e-21,2.968145183553066e-18,1.4061182211250702e-07,1.979838435969652e-10,6.711618544021578e-15,9.30377188130985e-16,2.878144777566713e-16,9.277567754549819e-12,1.73129186213158e-11,1.150210635466465e-09,7.875257324372609e-18,7.159152276903627e-22,2.2218538360040674e-20,1.3791228829957827e-21,1.4387188077685063e-27,5.566795431838095e-22,8.269776733327836e-24,6.451024412281448e-16,4.821938985734883e-16,3.487738661404307e-18,3.570441041250646e-16,2.623975493398637e-16
4.6496109793607965e-08,0.6627492966145873,5.660411257977631e-08,5.566518951297888e-10,1.2103919622793004e-09,1.0950674240756431e-08,0.0,0.0,8.711822536730957e-08,5.097592092982024e-12,2.575650325022218e-11,5.668262808691254e-10,5.871543113697441e-11,6.407863936221193e-24,9.526703813761926e-17,2.0065540838689922e-10,1.4415267455148424e-07,3.2663499106688887e-11,4.844087717228634e-22,4.924131859318746e-22,6.530899613779183e-12,1.1419303445460183e-10,2.1106188181286916e-10,3.652631964631984e-15,1.3288144448949141e-12,9.321991505710507e-16,1.1946040669219095e-12,0.0002442660410750078,5.099067102330014e-14,1.195525382600107e-11,5.183134552166036e-15,3.1069752843418446e-20,3.9155822662049005e-14,4.37624648302645e-15,3.76,0.0,0.6324411872798806,0.9999999111133918,2.4156436721326746e-10,1.6044066847407563e-09,0.00024426620744373746,1.5167817664932826e-08,6.849111938234514e-08,1.522340201800228e-08,3.8279302187897055e-17,5.2704952063007655e-17,7.847044136925193e-18,2.599487465072815e-21,3.4169005734202648e-18,1.4539180671574718e-07,2.1169665826196009e-10,7.208181675568625e-15,9.709597865108007e-16,2.9303809179893446e-16,9.345078970113974e-12,1.7701214026104005e-11,1.19511814559867e-09,8.639108211964454e-18,8.063433319302035e-22,2.5638414106890394e-20,1.6067390966522929e-21,1.7122196330474108e-27,6.201257985865031e-22,9.317488725964934e-24,6.92095912744362e-16,5.374329436189874e-16,3.890361316547024e-18,4.004390330340696e-16,2.855457411899669e-16
4.8028948578014075e-08,0.6627502870497293,5.9080068172606725e-08,5.936972491158859e-10,1.3060667018406442e-09,1.1849204884791578e-08,0.0,0.0,9.001990720749005e-08,5.440653680882631e-12,2.756372366053272e-11,5.97142565594829e-10,6.40788218973469e-11,7.220358486340064e-24,1.0149310854749128e-16,2.0188087031820372e-10,1.488490832248887e-07,3.4733446102049244e-11,5.858796321752892e-22,5.87440745258777e-22,7.150558189819166e-12,1.2077224397624385e-10,2.113547995420317e-10,3.967550864046812e-15,1.391511036966956e-12,1.0707586432461858e-15,1.2900356004171372e-12,0.0002523171545824473,5.626892290235745e-14,1.2762123351156806e-11,5.561332532489226e-15,3.4986358191352854e-20,4.3612375327343826e-14,4.969637026580429e-15,3.76,0.0,0.6324331274194441,0.9999999080884618,2.6965662581039183e-10,1.7114918111436873e-09,0.00025231733213668133,1.544492702595863e-08,7.194102320836316e-08,1.5393205583041656e-08,4.3232626441885045e-17,5.855386291927235e-17,9.15491185683184e-18,3.023249720712588e-21,3.916228393013871e-18,1.5017089633663625e-07,2.2586749572890437e-10,7.723433221669461e-15,1.0105829720726999e-15,2.979792560100388e-16,9.404747069482409e-12,1.8084044629267265e-11,1.2404003663412747e-09,9.450829053817114e-18,9.050176276603532e-22,2.945288606178321e-20,1.862520185329014e-21,2.0265780449717086e-27,6.884421119924059e-22,1.0448815785417249e-23,7.4046834026254e-16,5.966156448095418e-16,4.3219408942256295e-18,4.472610403511305e-16,3.097896231365557e-16
4.9561787362420185e-08,0.6627512774783663,6.156445361008956e-08,6.315235032335695e-10,1.4054650699312004e-09,1.2786123056744035e-08,0.0,0.0,9.292314625801683e-08,5.794959196928391e-12,2.944482716414754e-11,6.276399674167518e-10,6.972074023067451e-11,8.09965706924763e-24,1.0785517750413407e-16,2.0296234683842248e-10,1.5354195104433534e-07,3.685798369662058e-11,7.038921258415683e-22,6.965009354641467e-22,7.80536939285287e-12,1.2747636688004016e-10,2.1160732503456892e-10,4.297221342766862e-15,1.4545625039153175e-12,1.2248401784064804e-15,1.3901426416638756e-12,0.0002603681651338486,6.189686175050136e-14,1.3593903672471288e-11,5.95022598270185e-15,3.924620653323565e-20,4.842161625895344e-14,5.622348380148876e-15,3.76,0.0,0.6324250676153456,0.9999999050580263,2.999144817306897e-10,1.8220069744222264e-09,0.0002603683542382817,1.572132473608783e-08,7.544166833529584e-08,1.5559299682810123e-08,4.862731818931201e-17,6.484695128995573e-17,1.0625379672695407e-17,3.496928550855934e-21,4.47000817710247e-18,1.5494909114116196e-07,2.4049625082641986e-10,8.257455500953777e-15,1.0492152444737708e-15,3.0265691718309375e-16,9.457436648264513e-12,1.8462215810842703e-11,1.2860572178133437e-09,1.0311766888630093e-17,1.0124248656857986e-21,3.36932263247553e-20,2.1488570182178235e-21,2.3863397838402164e-27,7.618366163246284e-22,1.1666519510647284e-23,7.901949683156699e-16,6.598553806158239e-16,4.78329117316547e-18,4.976334741573688e-16,3.3513561448696535e-16
5.1094626146826294e-08,0.662752267900443,6.405665839039987e-08,6.700935191258972e-10,1.5085609416244074e-09,1.3761551956163721e-08,0.0,0.0,9.582793989359915e-08,6.160514776070247e-12,3.140255114268082e-11,6.582972347334393e-10,7.564417927826856e-11,9.047870726338988e-24,1.1434608188609892e-16,2.0391594657245366e-10,1.5823128060409095e-07,3.9036795029379995e-11,8.403985281034163e-22,8.210464725662389e-22,8.495997005116216e-12,1.3430156055531285e-10,2.1182505174426423e-10,4.6417442684104425e-15,1.5179359751799055e-12,1.395652793013808e-15,1.4950255128704834e-12,0.0002684190727299805,6.788507736567936e-14,1.4450407948860192e-11,6.349454066495301e-15,4.3866599806861764e-20,5.359991055575764e-14,6.338260450677928e-15,3.76,0.0,0.6324170078673349,0.9999999020220949,3.324201359919689e-10,1.9359494935519066e-09,0.0002684192737493446,1.59972457300773e-08,7.899261317413069e-08,1.57221399771881e-08,5.44855984728337e-17,7.160343588455007e-17,1.2272070152247006e-17,4.024215755569783e-21,5.0822862098609064e-18,1.597263912952697e-07,2.5558281840372413e-10,8.810332384863871e-15,1.086833735819739e-15,3.0708868269553674e-16,9.50392622577556e-12,1.8836444923613647e-11,1.3320886201555647e-09,1.122324539500944e-17,1.1290660567851803e-21,3.839212037259631e-20,2.468255247790846e-21,2.7963925854054546e-27,8.405203678265025e-22,1.2973310881560749e-23,8.412525850559319e-16,7.272635679971557e-16,5.275205051084118e-18,5.516776461686735e-16,3.615896614488071e-16
5.2627464931232404e-08,0.6627532583159115,6.655615683244519e-08,7.093717345063441e-10,1.6153259233759498e-09,1.4775606117702477e-08,0.0,0.0,9.87342865883669e-08,6.537326546268707e-12,3.3439747695117666e-11,6.89095499973865e-10,8.185190088708488e-11,1.0066997809791288e-23,1.2095896256346086e-16,2.0475612385376567e-10,1.6291707451275704e-07,4.126960166261861e-11,9.974942584375391e-22,9.626154887671425e-22,9.223085509335456e-12,1.4124410050045235e-10,2.1201278725636554e-10,5.001213979460855e-15,1.581601301180454e-12,1.5844606399582387e-15,1.6047840686664084e-12,0.0002764698773716045,7.424408133078435e-14,1.533144969031258e-11,6.758659637433704e-15,4.8865041594976703e-20,5.916384840737216e-14,7.121369368303523e-15,3.76,0.0,0.6324089481751723,0.9999998989806754,3.6725519481598703e-10,2.0533166895179523e-09,0.00027647009067067096,1.627289227351826e-08,8.259348794595256e-08,1.58821315243377e-08,6.082998828149215e-17,7.884280224881751e-17,1.410921554155851e-17,4.6089146948282e-21,5.757277587142688e-18,1.645027969648619e-07,2.711270933306259e-10,9.382149345085966e-15,1.123423156245957e-15,3.112908750411218e-16,9.544914941343029e-12,1.9207369090503415e-11,1.3784944935301422e-09,1.2186564432282537e-17,1.2554564911682732e-21,4.358368665709591e-20,2.823336813963018e-21,3.261980123284102e-27,9.247073858344174e-22,1.437185397347563e-23,8.936194935419474e-16,7.989497879592923e-16,5.798455170364122e-18,6.09512778225177e-16,3.891572846652e-16
5.4160303715638514e-08,0.6627542487247332,6.906249765020953e-08,7.493241610576322e-10,1.7257295899226795e-09,1.582839263225367e-08,0.0,0.0,1.0164218578599075e-07,6.925400632526211e-12,3.5559372616925024e-11,7.200180338731759e-10,8.834644443790304e-11,1.115892632551552e-23,1.2768727797886463e-16,2.0549581905117395e-10,1.6759933539158258e-07,4.3556159620674716e-11,1.1774216009027489e-21,1.1228321886976193e-21,9.987260694782666e-12,1.4830037669067154e-10,2.121746661408063e-10,5.3757188700383496e-15,1.6455308278751768e-12,1.7925837237625424e-15,1.7195176990656595e-12,0.00028452057905947536,8.09843072377721e-14,1.6236843133347386e-11,7.177490266442057e-15,5.425922502710821e-20,6.513023800350434e-14,7.975785769859983e-15,3.76,0.0,0.6324008885386296,0.9999998959337735,4.0450062048477087e-10,2.1741058853250772e-09,0.0002845208050030568,1.6548438370531407e-08,8.624398593644504e-08,1.603963438444132e-08,6.768330676564032e-17,8.658480444800393e-17,1.615166269414567e-17,5.254938415891674e-21,6.499368294226301e-18,1.6927830831579926e-07,2.871289704975217e-10,9.972993476650578e-15,1.1589748312895583e-15,3.1527859722315106e-16,9.581029164124581e-12,1.9575552723144653e-11,1.4252747581206625e-09,1.3202999692940037e-17,1.3921257597598209e-21,4.9303496270512984e-20,3.2168414447501056e-21,3.7887160587056994e-27,1.0146146932712039e-21,1.586476960824554e-23,9.472754725628096e-16,8.750219084293394e-16,6.3537945565860894e-18,6.712559602828755e-16,4.178436223206552e-16
5.5693142500044623e-08,0.6627552391268754,7.157529482108948e-08,7.899183703288458e-10,1.8397397035942236e-09,1.6920012211649988e-08,0.0,0.0,1.0455163778590654e-07,7.324743160425529e-12,3.7764475205897907e-11,7.510500207668465e-10,9.513013537584283e-11,1.2325437214568131e-23,1.3452481132839136e-16,2.0614659416948493e-10,1.7227806587292436e-07,4.589625577356222e-11,1.3825732595361645e-21,1.3034073688168598e-21,1.0789130244181878e-11,1.5546689005964823e-10,2.123142454747491e-10,5.7653419234952995e-15,1.7096991905442258e-12,2.021398612993961e-15,1.8393253334893237e-12,0.00029257117779434076,8.811611106270097e-14,1.7166403565231947e-11,7.605599111846394e-15,6.006702130102983e-20,7.151609881915095e-14,8.905733052298436e-15,3.76,0.0,0.6323928289574876,0.9999998928813917,4.4423668752743803e-10,2.298314406006089e-09,0.0002925714167472935,1.682403355996621e-08,8.994385584920325e-08,1.6194968584679967e-08,7.506866996630679e-17,9.484946693362925e-17,1.8414878075967534e-17,5.966307933674577e-21,7.313117300621136e-18,1.7405292551390018e-07,3.035883448153908e-10,1.0582953500064842e-14,1.193485830065263e-15,3.1906580567876974e-16,9.612828915222885e-12,1.9941494675526118e-11,1.4724293341319355e-09,1.4273802447504747e-17,1.5396177773460228e-21,5.558859269424282e-20,3.6516281565129134e-21,4.382598200086121e-27,1.1104623576763526e-21,1.7454638936438665e-23,1.0022017288546125e-15,9.55586203757157e-16,6.941957264129451e-18,7.370221180669275e-16,4.476534690715188e-16
5.722598128445073e-08,0.6627562295223122,7.409421954912217e-08,8.311234704213248e-10,1.9573224176699443e-09,1.8050560121385975e-08,0.0,0.0,1.0746264364310147e-07,7.73536025925124e-12,4.005818885801893e-11,7.821783541309015e-10,1.0220509345822516e-10,1.3568208348263524e-23,1.4146567270584248e-16,2.0671876127036234e-10,1.769532685988476e-07,4.8289704551855186e-11,1.615495756797874e-21,1.5061388114656464e-21,1.1629284302434468e-11,1.6274024908941342e-10,2.1243458644211217e-10,6.170161200527064e-15,1.7740831246753137e-12,2.2723391310879768e-15,1.9643054454524634e-12,0.0003006216735769418,9.56497716659433e-14,1.8119947604764156e-11,8.042645653424319e-15,6.630646878679046e-20,7.833865525055249e-14,9.915545605187219e-15,3.76,0.0,0.6323847694315342,0.9999998898235314,4.865429437227132e-10,2.42593957862941e-09,0.00030062192590416816,1.7099806205536855e-08,9.369289508435338e-08,1.6348418536771614e-08,8.30094899516756e-17,1.036570865489848e-16,2.0914952858262705e-17,6.747150660056991e-21,8.203258673605517e-18,1.788266487249412e-07,3.2050511121579114e-10,1.1212119747345723e-14,1.2269581795711441e-15,3.22665385865476e-16,9.640813973447795e-12,2.0305634925311028e-11,1.5199581417898184e-09,1.540019937101612e-17,1.6984908074880766e-21,6.247751165061438e-20,4.130676757766071e-21,5.050022770665928e-27,1.2124735325477325e-21,1.914400700245923e-23,1.0583808435255218e-15,1.0407474700749018e-15,7.563659020908235e-18,8.069239891725208e-16,4.785913113136789e-16
5.875882006885684e-08,0.6627572199110227,7.661899317892835e-08,8.7291007547427e-10,2.078442464955451e-09,1.9220126999047803e-08,0.0,0.0,1.1037520507963473e-07,8.157258064749743e-12,4.244372241467446e-11,8.133914514230187e-10,1.0957324072943678e-10,1.488881907114773e-23,1.4850429716571993e-16,2.0722150241691375e-10,1.8162494621986067e-07,5.073634497665587e-11,1.878892682534273e-21,1.7329115627891957e-21,1.2508296027784254e-11,1.7011716650488187e-10,2.1253832438041818e-10,6.590250285959536e-15,1.8386612924016785e-12,2.5468970268052685e-15,2.094556057558114e-12,0.00030867206640801284,1.0359549139874705e-13,1.9097293445175405e-11,8.488296306346507e-15,7.299576269021782e-20,8.56153305851767e-14,1.100966702962264e-14,3.76,0.0,0.6323767099605657,0.9999998867601924,5.314981755388282e-10,2.556978732305626e-09,0.0003086723324744646,1.7375866355188e-08,9.749094381756184e-08,1.6500236973467575e-08,9.152947425017595e-17,1.1302823461543032e-16,2.3668608105519763e-17,7.601698978854605e-21,9.174703711580504e-18,1.835994781146572e-07,3.378791646508558e-10,1.1860584136022467e-14,1.259398160203423e-15,3.2608922753336687e-16,9.665429595780751e-12,2.0668360733671187e-11,1.5678611013410378e-09,1.658339245204223e-17,1.869317489167093e-21,7.001030107120751e-20,4.657089359443689e-21,5.7977987843284254e-27,1.3208744988116242e-21,2.0935386220436047e-23,1.1157967146741422e-15,1.1306091360000325e-15,8.219597866659225e-18,8.810721075530738e-16,5.106613591614759e-16
