Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142)
1.0352244605629953e-06,0.1420966612878842,3.76,0.0,0.5804771616928032,0.9991169229300473,0.0008177019387109611,8.12862930983993e-05,4.451645815895644e-05,0.025548738897620774,0.02559918717983948,2.213241530697606e-11,0.004865329809318383,1.370459868810262e-07,2.5145328493243864e-06,2.755016904564749e-05,0.0004154922193093566,2.6254108650778815e-06,6.578377879845134e-05,0.0003284057364021188,0.00598055600022428,3.846454254680541e-05,4.1193375195676755e-06,1.6603402294652266e-05,1.5504619253656602e-05,7.827108431416106e-06,2.414817437258443e-07,1.3677616826635897e-06,1.8643518427449388e-07,4.724566419363823e-07,2.7340795241995174e-11,1.7319233822017467e-06,2.8464160531280073e-07,5.911888911853013e-07,1.1258817086097222e-09,1.1040231983814547e-09,9.640156241879793e-06,5.966286462421653e-06,6.938127773438031e-06,5.007454028622314e-07,2.9692935139408676e-13,4.650218708059278e-11,2.867055263864907e-06,1.4898763132645321e-09,1.5191743865561558e-10,7.781564232806407e-10,5.896728316327843e-10,2.368227343123239e-08,3.534416879657141e-11,1.588826814389575e-14,7.189067798392107e-12,1.3477645618040108e-06,1.073991953040995e-11,1.3960847564489975e-12,1.1269209661845923e-08,3.163598561647069e-14,2.531897421008406e-14,4.924824294763103e-13,4.01155162296364e-06,5.193866666651459e-10,6.555523365912035e-10,1.1529207752803025e-11,2.0824072295351112e-12,1.570925597394888e-06,1.038935529804979e-09,2.859451139377209e-09,6.033366440545281e-05,6.620129693401059e-06,9.588548043295367e-09,1.9775966223038859e-13,5.5676148095868456e-14,6.215804991293702e-10
1.0412227739530448e-06,0.14210408194571383,3.76,0.0,0.5801836115204316,0.999095611095216,0.0008383122319227629,8.18051446712676e-05,4.557009111836399e-05,0.02569137314999614,0.025743270421218625,2.2299589855199645e-11,0.00498463246734687,1.3802971348013853e-07,2.5766413084455202e-06,2.8238342518043126e-05,0.000425005965036174,2.7075298294268673e-06,6.727382839481202e-05,0.00033585636788635044,0.006126926733677871,3.934777491434469e-05,4.237736959217776e-06,1.7120719751584744e-05,1.597232979271624e-05,8.010430152614582e-06,2.531432859507161e-07,1.4352748552049917e-06,1.906449747633963e-07,4.938847379122356e-07,2.8688447514692533e-11,1.7876096207005602e-06,2.983731484272502e-07,6.20531560108315e-07,1.182518536898078e-09,1.1587573282177688e-09,9.695913239188837e-06,6.034738299080189e-06,7.02871178234426e-06,5.090619216172628e-07,3.106494980719469e-13,4.785181789078556e-11,2.8986456519636624e-06,1.5461920327171692e-09,1.600700974902122e-10,8.031871506443193e-10,6.038038061062825e-10,2.4330145688399257e-08,3.6610481932123114e-11,1.6658562303644738e-14,7.537209447311978e-12,1.380728558412959e-06,1.1259197887016784e-11,1.4584276958798503e-12,1.1890453294867227e-08,3.338592142988994e-14,2.657398578387194e-14,5.295054290249877e-13,4.122862876046834e-06,5.316012252701346e-10,6.925597220746639e-10,1.1964188349430605e-11,2.1964517170214542e-12,1.6190767527739243e-06,1.0491222383644332e-09,2.9449354066688882e-09,6.05029983264768e-05,6.816763614946631e-06,9.861242959036055e-09,2.0336176527677548e-13,5.725466316277098e-14,6.389044853386676e-10
1.0472210873430944e-06,0.14211158129995838,3.76,0.0,0.5798868141433344,0.9990738191573386,0.0008594040120157287,8.232555225803507e-05,4.664827273593459e-05,0.025833898909923388,0.025887285239670443,2.2469124705743965e-11,0.0051065819937450106,1.3902457576289498e-07,2.640364829062672e-06,2.8944611078015723e-05,0.000434719644298461,2.792285309313894e-06,6.879621092146542e-05,0.00034346712278883116,0.006276550484449947,4.0250752815182834e-05,4.359272975160594e-06,1.7652598947852245e-05,1.645317231413932e-05,8.197924848762879e-06,2.6534833025292484e-07,1.5059824619826447e-06,1.949455922630667e-07,5.162887645508172e-07,3.009973350115922e-11,1.8452168634431662e-06,3.127424524641151e-07,6.512664100880234e-07,1.2418877959429815e-09,1.2160835417868663e-09,9.753214298860754e-06,6.104255792722346e-06,7.122691749035008e-06,5.174587539935935e-07,3.2500954252497347e-13,4.923824225699833e-11,2.9305722861894597e-06,1.6046052783923786e-09,1.6864496324023008e-10,8.293127648562441e-10,6.18243632182259e-10,2.499406601848378e-08,3.79260115850373e-11,1.7465038052473955e-14,7.901673572588845e-12,1.4146124580928385e-06,1.1804182819345237e-11,1.523877769942221e-12,1.2545567471063741e-08,3.523120469701982e-14,2.78884235932803e-14,5.692210432067147e-13,4.2369753798170065e-06,5.440818488399976e-10,7.31612351516484e-10,1.2418760656576258e-11,2.3166758812809183e-12,1.6685587173611724e-06,1.0596758459673708e-09,3.0332193331790575e-09,6.066690623228183e-05,7.018386626561452e-06,1.0142103245024273e-08,2.091309042250023e-13,5.888026165540921e-14,6.56738342715916e-10
1.0532194007331439e-06,0.14211916101539815,3.76,0.0,0.5795867008066271,0.9990515367116787,0.0008809882997220701,8.284758091906807e-05,4.775159317450982e-05,0.02597631441409735,0.02603123095741961,2.2641137456258495e-11,0.005231233230533634,1.4003113125434585e-07,2.705745759810819e-06,2.9669496774442383e-05,0.00044463703293590775,2.879767128893572e-06,7.035161878909919e-05,0.0003512413230153025,0.006429495068056252,4.117392442298622e-05,4.484023530224564e-06,1.8199412941544402e-05,1.6947494832709878e-05,8.389688912715684e-06,2.7812153901284147e-07,1.5800307707255247e-06,1.9933896135813085e-07,5.397135690907832e-07,3.157755809977925e-11,1.9048178854354903e-06,3.2777826782397597e-07,6.834571795800217e-07,1.3041172740830533e-09,1.2761201736091423e-09,9.812144100700456e-06,6.17488594761599e-06,7.22020820428277e-06,5.259359165014383e-07,3.4003980064679896e-13,5.066243193866802e-11,2.96284397233977e-06,1.6651906596748195e-09,1.7766320626967439e-10,8.565901642123587e-10,6.329987241870161e-10,2.5674429760018222e-08,3.929282378761541e-11,1.8309358713635424e-14,8.28320841544334e-12,1.4494433745688028e-06,1.2376153077017246e-11,1.5925990545626452e-12,1.3236411110792029e-08,3.7177047730381044e-14,2.9265000284145914e-14,6.118194339415113e-13,4.353952564656821e-06,5.568342085385365e-10,7.728219157599806e-10,1.2893980074483752e-11,2.4434144400496143e-12,1.7194050351566e-06,1.0706115460978571e-09,3.1244235956361137e-09,6.082528197514326e-05,7.22509947189697e-06,1.0431379817402275e-08,2.1507217413917817e-13,6.05543814948261e-14,6.750974752529729e-10
1.0592177141231934e-06,0.14212682278970862,3.76,0.0,0.5792832013903806,0.9990287531343768,0.000903076374072609,8.337129848118279e-05,4.888065759587209e-05,0.026118617857238676,0.026175106883846073,2.281575128246241e-11,0.00535864208197128,1.4104996399940357e-07,2.7728275418124717e-06,3.0413537697724838e-05,0.0004547619627759358,2.970068330798514e-06,7.194075905748857e-05,0.0003591823555644805,0.006585829631543351,4.211774847246709e-05,4.612068406776016e-06,1.8761543458815227e-05,1.745565416249367e-05,8.585821060196176e-06,2.914886708644931e-07,1.6575725768117408e-06,2.038270465172716e-07,5.642060781594272e-07,3.312495527250083e-11,1.9664884053237312e-06,3.435106093296033e-07,7.171704433696787e-07,1.3693406105541688e-09,1.3389908011965662e-09,9.872791089033622e-06,6.246678034825619e-06,7.3214074370272386e-06,5.344934234378324e-07,3.5577205090026243e-13,5.212538416903073e-11,2.9954698295376127e-06,1.728025242964835e-09,1.8714702601956845e-10,8.850794912433074e-10,6.480756270872431e-10,2.637164394951976e-08,4.071307642808046e-11,1.9193263091663082e-14,8.682596024119104e-12,1.4852492432208496e-06,1.2976451805245965e-11,1.6647648328663901e-12,1.3964947255162891e-08,3.922895305901396e-14,3.0706548678537754e-14,6.575038537400732e-13,4.473859069472068e-06,5.698641024683348e-10,8.163061891081179e-10,1.3390964950924413e-11,2.5770204092722864e-12,1.7716500209461014e-06,1.0819452753992957e-09,3.2186757419198328e-09,6.097801826274743e-05,7.437003980636046e-06,1.0729331882610871e-08,2.2119083667659996e-13,6.227850770633906e-14,6.939977837584213e-10
1.0652160275132429e-06,0.14213456835403956,3.76,0.0,0.5789762443852619,0.9990054575780334,0.00092567977871329,8.389677565276149e-05,5.003608656567058e-05,0.026260807391125827,0.02631891231530521,2.2993095193375856e-11,0.005488865532327262,1.4208168577977444e-07,2.8416547367321833e-06,3.117728849966276e-05,0.0004650983217910705,3.0632852924686442e-06,7.356435373448023e-05,0.00036729367363598286,0.006745624676540866,4.308269452047288e-05,4.743489245130265e-06,1.933938106804737e-05,1.7978016130094415e-05,8.786422389784858e-06,3.054766285418367e-07,1.7387674881353533e-06,2.0841185287217635e-07,5.898153951659437e-07,3.4745093639568754e-11,2.030307207899591e-06,3.5997081051692593e-07,7.524757356549731e-07,1.4376975598577144e-09,1.4048244710674904e-09,9.935247639581534e-06,6.319683695349538e-06,7.426441735467018e-06,5.431312878875626e-07,3.722396064492644e-13,5.362812232429461e-11,3.0284593021016883e-06,1.7931886258912688e-09,1.9711969941745236e-10,9.148443247696988e-10,6.634810193081785e-10,2.7086127820966252e-08,4.2189023601858413e-11,2.011856887639185e-14,9.100653768083548e-12,1.5220588477120906e-06,1.3606489939913285e-11,1.7405581655315343e-12,1.4733249059503234e-08,4.1392730027605186e-14,3.2216026954764364e-14,7.064915276078366e-13,4.596760755222402e-06,5.831774593070948e-10,8.621893627397291e-10,1.3910900490142539e-11,2.7178661203015125e-12,1.8253287757238962e-06,1.093693754766171e-09,3.31611064155928e-09,6.112500669289352e-05,7.654203034855931e-06,1.1036227240438193e-08,2.2749232610109024e-13,6.405417412355389e-14,7.134556834820638e-10
1.0712143409032924e-06,0.14214239947360185,3.76,0.0,0.5786657568678668,0.9989816389672059,0.0009488103283820904,8.442408614373513e-05,5.121851646951195e-05,0.02640288112360562,0.02646264653494877,2.3173304297724097e-11,0.005621961663824658,1.431269373843643e-07,2.9122730555374918e-06,3.196132093129282e-05,0.0004756500542200533,3.1595178464517978e-06,7.522314008021088e-05,0.0003755787977485949,0.006908952082569905,4.4069243213667584e-05,4.878369582584406e-06,1.9933325356423393e-05,1.8514955792808417e-05,8.99159644459211e-06,3.201135087696926e-07,1.8237822221066943e-06,2.1309542700852327e-07,6.165929023209444e-07,3.6441282310102886e-11,2.0963562717160997e-06,3.771915801896892e-07,7.894456783275828e-07,1.509334267984665e-09,1.4737559342083857e-09,9.99961023346672e-06,6.3939570479403e-06,7.535469637885918e-06,5.518495228231595e-07,3.8947739094848637e-13,5.517169661000889e-11,3.0618221719735565e-06,1.8607630136773994e-09,2.0760563147650446e-10,9.45951883345905e-10,6.792217156411486e-10,2.7818313334746523e-08,4.3723020191137617e-11,2.1087176200296623e-14,9.538235919682357e-12,1.559901847567646e-06,1.4267749798752322e-11,1.8201725011297637e-12,1.5543506141346633e-08,4.36745123721096e-14,3.379652404386282e-14,7.590145933657557e-13,4.722724718122055e-06,5.967803421257968e-10,9.106023966570968e-10,1.4455042906722538e-11,2.8663442948385127e-12,1.8804772023287747e-06,1.1058745328682282e-09,3.4168709672438226e-09,6.126613779119941e-05,7.876800532499392e-06,1.135234259937489e-08,2.33982255537278e-13,6.588296516079037e-14,7.334881224316266e-10
1.077212654293342e-06,0.14215031794826014,3.76,0.0,0.5783516644757448,0.9989572859938268,0.0009724801155502937,8.495330679062984e-05,5.242859994048901e-05,0.026544837117582144,0.026606308812546674,2.3356520081971613e-11,0.005757989674748058,1.4418638993536003e-07,2.984729387981864e-06,3.2766224399346304e-05,0.0004864211606505903,3.25886940478814e-06,7.691787091658177e-05,0.0003840413168684447,0.007075885130602735,4.507788656295253e-05,5.016794893070711e-06,2.054378510888501e-05,1.9066857661777668e-05,9.20144927566433e-06,3.354286542838817e-07,1.912790915285601e-06,2.1787985776895994e-07,6.445923675060932e-07,3.821697695806973e-11,2.164720902023271e-06,3.9520706132797575e-07,8.281561146637831e-07,1.5844035610248927e-09,1.5459258913604918e-09,1.0065979638642948e-05,6.469554801818917e-06,7.648656193581851e-06,5.606481423113761e-07,4.075220181826174e-13,5.675718476500468e-11,3.095568571732486e-06,1.9308332977356206e-09,2.1863040817806379e-10,9.784732407513962e-10,6.953046702462467e-10,2.8568645738112787e-08,4.531752668664796e-11,2.2101071356068454e-14,9.996235306235703e-12,1.5988088067417768e-06,1.4961788881482096e-11,1.9038123295918503e-12,1.6398031304385792e-08,4.6080776830686566e-14,3.545126525122969e-14,8.153211042142978e-13,4.851819302477669e-06,6.106789524031228e-10,9.616833912155849e-10,1.5024723839573458e-11,3.0228691809629313e-12,1.937132021292346e-06,1.1185060322550023e-09,3.5211077095146075e-09,6.140130105193103e-05,8.104901347839567e-06,1.1677963904820377e-08,2.40666423476342e-13,6.776651765691134e-14,7.541126004112441e-10
1.0832109676833914e-06,0.14215832561313324,3.76,0.0,0.5780338913821237,0.9989323871125337,0.0009967015172321527,8.548451768688297e-05,5.3667006298423025e-05,0.026686673389983498,0.026749898404309882,2.354289070045934e-11,0.005897009897710327,1.452607462722669e-07,3.0590718328253912e-06,3.359260654200331e-05,0.0004974156980615554,3.3614470875924262e-06,7.864931494200542e-05,0.0003926848895466096,0.007246498526868206,4.610912822477444e-05,5.1588526274285776e-06,2.1171178489457092e-05,1.963411593024243e-05,9.416089507174983e-06,3.514527080683787e-07,2.0059754461663382e-06,2.2276727706800446e-07,6.738700562287619e-07,4.00757861535518e-11,2.2354898692410283e-06,4.140528924440374e-07,8.686862486447728e-07,1.6630652467146752e-09,1.6214812485233706e-09,1.0134461099054614e-05,6.546536374502636e-06,7.766173234277944e-06,5.695271628340989e-07,4.2641187575710706e-13,5.838569278328415e-11,3.129708998230406e-06,2.0034871365712584e-09,2.3022085173499763e-10,1.0124835542246468e-09,7.117369797564437e-10,2.933758415930992e-08,4.6975114266609306e-11,2.31623306816562e-14,1.0475585035695228e-11,1.6388112232124713e-06,1.5690243892698556e-11,1.9916938822023163e-12,1.7299267661132675e-08,4.861836285236646e-14,3.718361811237383e-14,8.756760976166617e-13,4.984114113128853e-06,6.248796342519042e-10,1.0155779793469674e-09,1.5621355042144e-11,3.1878777537963614e-12,1.995330786897065e-06,1.1316075981975863e-09,3.628980726956093e-09,6.153038498207668e-05,8.338611288822201e-06,1.2013386680710367e-08,2.475508205442212e-13,6.970652279368344e-14,7.753471888126149e-10
1.089209281073441e-06,0.14216642433920046,3.76,0.0,0.5777123602703345,0.998906930535918,0.001021487201967044,8.60178023186407e-05,5.493442200109746e-05,0.02682838791070599,0.026893414552714674,2.373257127813545e-11,0.006039083818072224,1.463507423962666e-07,3.1353497288090586e-06,3.44410938246455e-05,0.0005086377798223889,3.4673618559493857e-06,8.041825705143423e-05,0.00040151324506563813,0.007420868426896865,4.716348378947011e-05,5.304632254292089e-06,2.181593322491026e-05,2.021713470699612e-05,9.635628403453354e-06,3.6821766990068344e-07,2.1035257716529526e-06,2.2775986071877862e-07,7.044848489082347e-07,4.2021477959590826e-11,2.3087555531952884e-06,4.3376627148227194e-07,9.11118790134409e-07,1.7454864294998948e-09,1.700575383081802e-09,1.0205164531842264e-05,6.624964014975878e-06,7.888199656407636e-06,5.784866047321915e-07,4.461872130534229e-13,6.005835565423384e-11,3.1642543268813793e-06,2.0788150390810556e-09,2.424050783371471e-10,1.0480623061724456e-09,7.285258864900115e-10,3.012560223771361e-08,4.869847014889037e-11,2.427312462032616e-14,1.0977260299116106e-11,1.6799415596444054e-06,1.6454835002361822e-11,2.0840458818180118e-12,1.8249796178424813e-08,5.12944934696828e-14,3.8997098492102454e-14,9.403627348429973e-13,5.119680027455354e-06,6.393888788748272e-10,1.0724397406526686e-09,1.6246433365951428e-11,3.3618309845531777e-12,2.055111903441504e-06,1.145199550434023e-09,3.740659334370188e-09,6.165327714878923e-05,8.578037051167496e-06,1.2358916385162173e-08,2.54641636543804e-13,7.170472809194298e-14,7.972105511911264e-10
1.0952075944634904e-06,0.14217461603391496,3.76,0.0,0.5773869923079421,0.9988809042296838,0.0010468501369782779,8.655324770625893e-05,5.623155110776383e-05,0.026969978601535355,0.027036856486328656,2.3925724226386766e-11,0.00618427409250812,1.4745714897734187e-07,3.213613686398494e-06,3.5312332156335765e-05,0.0005200915756473436,3.5767286492386728e-06,8.222549866167306e-05,0.00041053018459441954,0.007599072459799006,4.824148107679689e-05,5.45422530158917e-06,2.247848679073162e-05,2.0816328255145798e-05,9.860179937905197e-06,3.857569553000946e-07,2.205640277784461e-06,2.3285982927145857e-07,7.364983637521603e-07,4.405798680526144e-11,2.3846140933518446e-06,4.543860223636556e-07,9.555401061509512e-07,1.8318418397181013e-09,1.7833684209773377e-09,1.0278204732923212e-05,6.704902932443981e-06,8.014921714677558e-06,5.875264937813592e-07,4.668902336733605e-13,6.17763381215409e-11,3.199215826642093e-06,2.15691045033755e-09,2.5521255848398915e-10,1.085293560127074e-09,7.456787817787792e-10,3.093318879247914e-08,5.049040323360186e-11,2.5435721963636826e-14,1.1502280253341503e-11,1.7222332751629606e-06,1.7257370359841397e-11,2.1811103473214203e-12,1.9252343671395047e-08,5.41167974055582e-14,4.089537693679248e-14,1.0096835158005185e-12,5.258589206913116e-06,6.54213329268223e-10,1.132430638611517e-09,1.6901546055533254e-11,3.5452151819539097e-12,2.1165146417099005e-06,1.1593032379947695e-09,3.8563229315899e-09,6.176986423032105e-05,8.823286169112165e-06,1.271486878076251e-08,2.619452677831377e-13,7.376293948898992e-14,8.197219646606666e-10
1.10120590785354e-06,0.1421829026418232,3.76,0.0,0.5770577071205883,0.9988542959077208,0.0010728035955128036,8.709094455173542e-05,5.7559115755200654e-05,0.027111443335044665,0.02718022341963862,2.412251957249577e-11,0.006332644567710508,1.4858077292670166e-07,3.293915620313158e-06,3.6206987527779736e-05,0.0005317813115021538,3.689666527006826e-06,8.407185804197055e-05,0.0004197395823507858,0.007781189752768251,4.9343660438798836e-05,5.607725398647201e-06,2.3159286599369345e-05,2.1432121236283183e-05,1.0089860863881066e-05,4.041054569771749e-07,2.3125261452906142e-06,2.3806944886330045e-07,7.69975085494761e-07,4.618942064602578e-11,2.4631655452917616e-06,4.759526642785118e-07,1.0020403784783145e-06,1.922314177529347e-09,1.870027525361166e-09,1.0353701591288664e-05,6.786421430920029e-06,8.146533327324547e-06,5.966468629097568e-07,4.885651926091585e-13,6.354083546118708e-11,3.2346051757220437e-06,2.2378698399567856e-09,2.6867418001368505e-10,1.124266231765308e-09,7.632032094204494e-10,3.1760848532384e-08,5.235385005462861e-11,2.665249428557607e-14,1.2051709987443763e-11,1.7657208582838284e-06,1.8099750878695446e-11,2.2831434566637843e-12,2.0309791273090203e-08,5.709333248903481e-14,4.288228528975005e-14,1.0839615740759793e-12,5.40091510805964e-06,6.693597851945217e-10,1.1957214822190938e-09,1.7588376374014655e-11,3.738543410210724e-12,2.1795791556426623e-06,1.173941097295338e-09,3.976161675776079e-09,6.188003207057732e-05,9.074466962671232e-06,1.3081570320151564e-08,2.694683247022533e-13,7.588302350079151e-14,8.429013421423907e-10
1.1072042212435894e-06,0.1421912861451909,3.76,0.0,0.5767244227655491,0.9988270930270878,0.0010993611643661026,8.76309873923118e-05,5.891785664660877e-05,0.027252779933468408,0.027323514552880776,2.4323135303265965e-11,0.006484260299225428,1.4972245903712865e-07,3.3763087828569433e-06,3.712574667155188e-05,0.000543711269460616,3.806298815504502e-06,8.595817064987613e-05,0.00042914538677117707,0.007967300955802573,5.047057507015824e-05,5.765228318898806e-06,2.3858790190712536e-05,2.2064948960171918e-05,1.032479078754949e-05,4.2329960888641166e-07,2.424399730580981e-06,2.433910320800727e-07,8.0498250028174e-07,4.8420068422824356e-11,2.5445140436813577e-06,4.985084838351683e-07,1.0507137678715298e-06,2.01709447225364e-09,1.960727197180726e-09,1.0431780312371835e-05,6.869591049906098e-06,8.28323639349548e-06,6.058477540677426e-07,5.112584983890724e-13,6.535307427889625e-11,3.270434478064486e-06,2.321792793153611e-09,2.8282231394183663e-10,1.1650743758466838e-09,7.811068692639754e-10,3.260910280974297e-08,5.42918810599947e-11,2.7925920576484646e-14,1.26266625766213e-11,1.8104398610446714e-06,1.8983975310676998e-11,2.3904164732282282e-12,2.1425183408589355e-08,6.02326104590052e-14,4.4961823580022866e-14,1.1635420574382406e-12,5.54673249302733e-06,6.84835208445861e-10,1.2624924134525016e-09,1.8308709579629615e-11,3.9423569880432045e-12,2.2443464992040317e-06,1.1891367136944683e-09,4.100377200240588e-09,6.198366573741548e-05,9.331688481297927e-06,1.3459358547587807e-08,2.772176398117862e-13,7.806690947274301e-14,8.667692555042736e-10
1.113202534633639e-06,0.14219976856463432,3.76,0.0,0.5763870557050158,0.9987992827829066,0.001126536751596634,8.817347476049047e-05,6.030853355362608e-05,0.027393986167552356,0.02746672907187353,2.452775772337654e-11,0.006639187570410262,1.5088309169395917e-07,3.460847798066175e-06,3.806931774539718e-05,0.0005558857875084791,3.926753259007852e-06,8.788528947233978e-05,0.0004387516216866465,0.008157488266633834,5.162279132618175e-05,5.926832023180213e-06,2.4577465424763253e-05,2.271525764005774e-05,1.0565092242833873e-05,4.43377452987902e-07,2.5414869627928297e-06,2.488269388286969e-07,8.415912370009471e-07,5.0754407831775327e-11,2.6287679719995367e-06,5.220976101758158e-07,1.1016585851205866e-06,2.116382457802018e-09,2.055649588168783e-09,1.05125716508549e-05,6.954486711441609e-06,8.425241123191588e-06,6.151292202608898e-07,5.350188204616679e-13,6.721431332740639e-11,3.3067162806416548e-06,2.4087821045963183e-09,2.976908832275506e-10,1.2078174899739404e-09,7.99397620937849e-10,3.347849042148359e-08,5.630770724246202e-11,2.925859208577369e-14,1.3228301227410185e-11,1.8564269343873236e-06,1.9912145628886666e-11,2.5032167406516987e-12,2.2601737304238434e-08,6.354362323994576e-14,4.7138167195402194e-14,1.248793599390848e-12,5.696117439401576e-06,7.006467284234448e-10,1.3329334220357337e-09,1.9064439274743313e-11,4.157227073445639e-12,2.310858643442705e-06,1.204914886728145e-09,4.229183383053001e-09,6.208064958481834e-05,9.595060443819384e-06,1.3848582517210093e-08,2.852002759571752e-13,8.031659192290461e-14,8.913469596299522e-10
1.1192008480236885e-06,0.14220835195975848,3.76,0.0,0.5760455207791058,0.998770852103164,0.0011543445944342506,8.871850935072284e-05,6.173192583174484e-05,0.027535059755378885,0.027609866147853237,2.4736581829046083e-11,0.006797493911504759,1.5206359665949998e-07,3.5475886966909335e-06,3.9038431039449374e-05,0.0005683092592919593,4.051162176043328e-06,8.985408537202246e-05,0.0004485623875044201,0.008351835455856278,5.280088904856972e-05,6.092636703613256e-06,2.5315790676453127e-05,2.3383504653709334e-05,1.0810890768473438e-05,4.6437870882783315e-07,2.6640237575467385e-06,2.5437957722086403e-07,8.798752153726792e-07,5.319711341678347e-11,2.7160401392952316e-06,5.467660931747476e-07,1.154977469246601e-06,2.2203869649186634e-09,2.15498482672034e-09,1.0596212153296409e-05,7.041186873803615e-06,8.572766380231602e-06,6.244913277581593e-07,5.598972020964684e-13,6.912584434393486e-11,3.34346359161046e-06,2.4989438751805905e-09,3.1331543458881544e-10,1.2526008361261182e-09,8.180834877320764e-10,3.436956846069544e-08,5.840468714339748e-11,3.065321738285113e-14,1.3857841518236564e-11,1.9037198648411242e-06,2.088647274153837e-11,2.6218487516897958e-12,2.3842853064492258e-08,6.703587077879693e-14,4.941567435073328e-14,1.3401098877290622e-12,5.849147349458426e-06,7.168016480595285e-10,1.4072448890669875e-09,1.9857574150200572e-11,4.383756339205872e-12,2.3791584937407097e-06,1.2213016992423427e-09,4.362807168916801e-09,6.217086731906998e-05,9.864693174525125e-06,1.4249603228746779e-08,2.9342353492286397e-13,8.263413298181397e-14,9.166564174570622e-10
1.125199161413738e-06,0.1422170384298002,3.76,0.0,0.5756997311786116,0.9987417876434221,0.001182799267387059,8.926619819303265e-05,6.318883294941467e-05,0.027675998361167218,0.027752924937313354,2.4949811697603787e-11,0.006959248118805384,1.53264942933777e-07,3.6365889520255565e-06,4.003383970823703e-05,0.0005809861338081026,4.179662620635374e-06,9.186544743877443e-05,0.0004585818623941658,0.008550427892243345,5.400546189911624e-05,6.262744828060569e-06,2.6074255032551912e-05,2.4070158810298237e-05,1.1062314987270174e-05,4.86344846051588e-07,2.792256448082988e-06,2.6005140446736156e-07,9.199118011290523e-07,5.5753064997800914e-11,2.806447964258062e-06,5.725619848381045e-07,1.2107775731143475e-06,2.329326330983197e-09,2.2589313571599833e-09,1.0682844410975191e-05,7.129773692156167e-06,8.726040038701161e-06,6.339341584879436e-07,5.859471790937714e-13,7.108899290819991e-11,3.38068989937762e-06,2.592387611851749e-09,3.297332134937251e-10,1.299535780964505e-09,8.371726606456476e-10,3.52829132222076e-08,6.058633425471804e-11,3.211262764609403e-14,1.451655373951023e-11,1.9523576125601926e-06,2.190928255948312e-11,2.7466352971939128e-12,2.515212435084323e-08,7.071939053759108e-14,5.179889386304687e-14,1.4379113364440416e-12,6.005900958714717e-06,7.333074501114242e-10,1.4856381611605837e-09,2.0690245149172906e-11,4.62258074447096e-12,2.4492899072453295e-06,1.2383245906607615e-09,4.501489448045794e-09,6.225420206906353e-05,1.0140697535285357e-05,1.466279408145731e-08,3.0189496639158476e-13,8.50216649331639e-14,9.42720326027119e-10
1.1311974748037875e-06,0.14222583011427675,3.76,0.0,0.5753495984174936,0.9987120757814336,0.0012119156905512536,8.981665283384842e-05,6.468007503111187e-05,0.027816799594048265,0.027895904581847226,2.516766089358602e-11,0.007124520273932445,1.5448814469460843e-07,3.7279075166040544e-06,4.1056320528380437e-05,0.0005939209150341276,4.312396548696397e-06,9.392028334622709e-05,0.00046881430347805997,0.008753352568241564,5.523711770148571e-05,6.437261185142053e-06,2.685335849061027e-05,2.4775700623226948e-05,1.1319496687585347e-05,5.093191599674769e-07,2.926442234476719e-06,2.6584492778280533e-07,9.61781968628225e-07,5.842735644793505e-11,2.900113666895991e-06,5.995354240283086e-07,1.269170756755547e-06,2.4434288281554402e-09,2.367696292919907e-09,1.077261732336131e-05,7.220333186458989e-06,8.885299353369025e-06,6.434578126355906e-07,6.132249046124649e-13,7.310511932135614e-11,3.41840919262621e-06,2.6892263306142095e-09,3.4698324245874446e-10,1.3487401559635475e-09,8.566735026124178e-10,3.621912116600868e-08,6.285632484564984e-11,3.363978219014488e-14,1.520576533764023e-11,2.0023803507697553e-06,2.2983022442456354e-11,2.877918701798924e-12,2.6533349699425425e-08,7.460478874222003e-14,5.429257324542857e-14,1.5426468677304208e-12,6.1664583437414295e-06,7.50171803859665e-10,1.5683361568528957e-09,2.1564713076099768e-11,4.874371407967564e-12,2.521297710478378e-06,1.2560124346378869e-09,4.64548599603357e-09,6.233053646086975e-05,1.0423184853575772e-05,1.5088541347127833e-08,3.106223772745085e-13,8.748139285983136e-14,9.695621435908418e-10
