Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142)
2.6514472072863497e-05,0.16534784161159202,3.76,0.0,0.0003598947109263726,0.4640967380107273,0.4474304478584979,0.049060898487419013,0.00027741321563730045,0.030108361741725313,0.32911949480731084,3.8246960193490935e-11,0.348612566939239,4.969951191442493e-07,4.886329984236537e-05,0.5096768314738104,0.0018038163645017846,0.00015171888253291802,5.1667817580783766e-05,0.0007285871376568421,0.17272550938890635,6.173307479920184e-05,3.051973793816731e-05,0.005791231830149746,0.020489307258160203,0.00012648804514173273,6.457678141744704e-05,0.0005327515662542074,5.883612345150981e-08,0.033542196707834926,4.2674483549325666e-09,0.0005921994014270347,5.7375368519308574e-05,0.00015766631040944881,6.194144346002378e-06,1.1867870959720299e-07,0.003464432265562553,0.012675867214082951,0.003606055157950296,0.012450145374559497,2.035582522340468e-08,2.897825534953605e-10,0.018613751801938163,0.0011269268451165016,1.6850435467657667e-06,1.259950406781017e-06,1.0041050059901085e-05,0.017484792020581445,2.7814978766656765e-05,1.4665051022718317e-11,2.92485126262988e-09,0.02846064263264499,3.971114115151618e-05,3.8463041530350935e-06,0.008828022805895558,3.195698050829426e-08,2.7104397864038667e-12,3.004103871334872e-07,1.7453351863813745e-05,4.569910527548155e-06,0.0001141130157180881,1.4992706236003424e-07,4.5622792884552177e-08,0.0031268600726747377,2.756031678479124e-07,0.0006689372284558206,5.6178880857569255e-05,0.0012505042803268836,1.992900139227164e-06,1.6829907694376458e-11,4.660975553556834e-12,4.420793856345844e-08
2.660863441300952e-05,0.16536794348808506,3.76,0.0,0.0003555734184627523,0.46329248030640974,0.44801485979651606,0.04913756057608572,0.0002772001754672938,0.030068361799406997,0.3296228292463161,3.820831466219118e-11,0.3485490982847969,4.970828222991547e-07,4.8767897901731776e-05,0.5107261089060909,0.0017999711935234365,0.00015114325906598886,5.15348567712668e-05,0.0007288159817328526,0.17224984764346532,6.157526023307709e-05,3.0501304065405848e-05,0.0057788569541936995,0.020510466122084008,0.00012633455619334827,6.447856328729603e-05,0.0005309770589532391,5.857583451270486e-08,0.03344659696308298,4.245347257603105e-09,0.0005898445952627263,5.7273514890065594e-05,0.00015709020649107267,6.168175768066154e-06,1.1802578997713713e-07,0.0034598821310776514,0.012635751574018549,0.0036047792363583615,0.012429400325623962,2.0298718928961625e-08,2.8912045239464193e-10,0.018597656507637502,0.0011260258812465973,1.685794423093721e-06,1.256692163822919e-06,1.004760812771941e-05,0.017520834136555023,2.7880060919576845e-05,1.4631428465765146e-11,2.912908002246848e-09,0.0285291706845981,3.976204278706691e-05,3.851114433023276e-06,0.00884115770427171,3.200458656807247e-08,2.6955282236952136e-12,3.0060964613965374e-07,1.744154802558654e-05,4.573272380320557e-06,0.00011401428453116059,1.4944311061572667e-07,4.554425496479368e-08,0.0031279510172487817,2.7542475075692986e-07,0.0006693547922340469,5.60854284099807e-05,0.001250207157727942,1.9918288017148686e-06,1.6789660962693973e-11,4.649830379437702e-12,4.4100245798276804e-08
2.670279675315554e-05,0.1653879801857205,3.76,0.0,0.00035133037547550514,0.46249034452957216,0.448597968170832,0.04921383121337186,0.0002769881694774326,0.030028483006415925,0.33012451583382935,3.816987559373821e-11,0.34848568141053826,4.971709402121545e-07,4.867281399572225e-05,0.5117722019167094,0.001796142481214839,0.00015057106326699175,5.140255312678433e-05,0.000729047072475829,0.17177588866712096,6.141820868640496e-05,3.048301636896297e-05,0.005766507398986625,0.02053154858870289,0.00012618163140622586,6.438074387586847e-05,0.0005292113125526722,5.8317170100921355e-08,0.03335111273326195,4.2233917466706725e-09,0.0005875048318362509,5.717207686945424e-05,0.00015651717951066066,6.142356997842178e-06,1.1737742419631256e-07,0.0034553456152117377,0.012595846956957412,0.0036034991577763237,0.012408700497406467,2.0241682619191207e-08,2.8846125365129417e-10,0.01858148225099722,0.0011251290955990028,1.6865410988480173e-06,1.2534469099056419e-06,1.0054155330347103e-05,0.017556691352968827,2.79449723378198e-05,1.4597961750675184e-11,2.901030018390426e-09,0.028597610527829446,3.981259374154881e-05,3.855892836413091e-06,0.008854265222988843,3.205209339782331e-08,2.680720661472144e-12,3.008083428855454e-07,1.7429757036384808e-05,4.576628521766819e-06,0.00011391549147659989,1.4896093213640827e-07,4.546583531777546e-08,0.0031290122077835695,2.752470339071135e-07,0.0006697689095522223,5.599219427737347e-05,0.0012499081116091745,1.990764653534559e-06,1.6749599398137844e-11,4.638736482885742e-12,4.399305461993362e-08
2.6796959093301562e-05,0.1654079520391699,3.76,0.0,0.0003471640349372269,0.4616903211109168,0.4491797785207876,0.049289711596648036,0.00027677718410451275,0.02998872475069148,0.33062456361313464,3.813164104886106e-11,0.34842231713193905,4.972594652828428e-07,4.8578045665526293e-05,0.5128151240206785,0.0017923300973304876,0.0001500022639340649,5.127089989334764e-05,0.000729280375954308,0.17130362440722258,6.126191255861337e-05,3.046487317230088e-05,0.005754183196225808,0.020552555107461335,0.0001260292648403735,6.428331913926835e-05,0.0005274542558497956,5.806011444241235e-08,0.03325574597783281,4.201580522345028e-09,0.0005851799337212661,5.707105045872222e-05,0.00015594720275629022,6.116686708022687e-06,1.1673356924729555e-07,0.0034508225863360146,0.01255615136434058,0.003602214925916675,0.01238804611161953,2.018471743582093e-08,2.878049319939245e-10,0.01856523007309549,0.0011242364535583875,1.6872835757336904e-06,1.2502145438653969e-06,1.006069164341628e-05,0.017592364396818643,2.8009713153438324e-05,1.4564649586744474e-11,2.8892167834949425e-09,0.028665962518332817,3.98627958575384e-05,3.860639521152009e-06,0.008867345414875945,3.209950118973826e-08,2.6660161174777748e-12,3.010064728588729e-07,1.741797845416255e-05,4.579978917723444e-06,0.0001138166380082226,1.4848051842690626e-07,4.538753357256225e-08,0.0031300438357301018,2.750700047638199e-07,0.0006701795971548961,5.5899178282743116e-05,0.0012496071681381293,1.98970761040504e-06,1.67097214258321e-11,4.627693419964935e-12,4.388636039726527e-08
2.6891121433447584e-05,0.16542785937986793,3.76,0.0,0.0003430728817652657,0.4608924005619129,0.44976029633351877,0.04936520291937814,0.00027656720601452263,0.029949086421612158,0.3311229815397951,3.809360911186749e-11,0.3483590062489578,4.973483899875129e-07,4.848359048626571e-05,0.5138548886291129,0.0017885339132427973,0.00014943683028037171,5.1139890418392216e-05,0.0007295158587262316,0.17083304686343798,6.110636435864005e-05,3.0446872821680304e-05,0.005741884375849262,0.020573486123772324,0.0001258774506424203,6.418628509636288e-05,0.00052570581855727,5.7804651993442134e-08,0.033160498624508664,4.179912301545575e-09,0.0005828697269032684,5.697043171970953e-05,0.00015538024988050056,6.09116358957394e-06,1.1609418270201009e-07,0.0034463129149474884,0.012516662823019414,0.0036009265450741464,0.01236743738268844,2.0127824502156865e-08,2.871514625087199e-10,0.01854890100462532,0.0011233479209532152,1.688021855629132e-06,1.2469949660041035e-06,1.0067217042617413e-05,0.017627853993109763,2.8074283500358564e-05,1.453149070249154e-11,2.8774677766336123e-09,0.028734227008866877,3.9912650969847525e-05,3.865354644655847e-06,0.008880398332088375,3.21468101335474e-08,2.6514136228121808e-12,3.0120403161260544e-07,1.7406211846052245e-05,4.5833235346604695e-06,0.00011371772558708629,1.480018610759285e-07,4.5309349380567795e-08,0.003131046091316768,2.748936513873025e-07,0.0006705868717763479,5.580638024383106e-05,0.0012493043531223381,1.9886576173682747e-06,1.6670025510590404e-11,4.6167007584291776e-12,4.378015890981654e-08
2.6985283773593606e-05,0.1654477025360572,3.76,0.0,0.00033905543213013755,0.4600965734736292,0.4503395270447774,0.04944030637118367,0.0002763582220997861,0.02990956741004484,0.3316197784828718,3.8055777891110766e-11,0.34829574954631987,4.974377068791792e-07,4.838944606700634e-05,0.5148915090505973,0.001784753801911494,0.0001488747319263839,5.100951816838407e-05,0.0007297534878626772,0.17036414808725298,6.095155672396251e-05,3.0429013685732417e-05,0.0057296109660713085,0.020594342079069624,0.00012572618304548778,6.408963782800875e-05,0.0005239659312863808,5.755076735004208e-08,0.033065372569686606,4.158385817426818e-09,0.0005805740406938844,5.687021677412377e-05,0.0001548162948933303,6.065786351372411e-06,1.1545922270229205e-07,0.0034418164736253407,0.01247737938495108,0.003599634020112288,0.012346874517888705,2.007100492336322e-08,2.865008206243389e-10,0.018532496066018773,0.0011224634640462972,1.6887559405187292e-06,1.2437880780699914e-06,1.0073731503355053e-05,0.017663160864856343,2.8138683513620358e-05,1.4498483844893257e-11,2.865782483319755e-09,0.02880240434904048,3.9962160905407916e-05,3.8700383638068045e-06,0.008893424026124815,3.219402041658149e-08,2.6369122215681367e-12,3.014010147814813e-07,1.7394456788462375e-05,4.5866623396535345e-06,0.00011361875568104031,1.4752495175447797e-07,4.523128242145183e-08,0.0031320191635650476,2.747179616992212e-07,0.0006709907501390536,5.57137999731483e-05,0.0012489996920154013,1.9876146066423835e-06,1.663051016345104e-11,4.605758097950868e-12,4.3674446473067485e-08
2.7079446113739628e-05,0.16546748183285404,3.76,0.0,0.0003351102327803459,0.459302830515614,0.4509174760397346,0.04951502313790494,0.00027615021947545893,0.029870167108391656,0.33211496322612155,3.8018145517591935e-11,0.34823254779379803,4.975274085926342e-07,4.829561005014681e-05,0.5159249984925334,0.0017809896378550313,0.00014831593889236055,5.087977670672443e-05,0.0007299932309936334,0.16989692018155747,6.0797482401459694e-05,3.0411294155415206e-05,0.005717362993417678,0.020615123410858506,0.00012557545636804766,6.399337347561482e-05,0.0005222345255299557,5.729844538207182e-08,0.0329703696788742,4.136999818262537e-09,0.0005782927076475964,5.677040180216219e-05,0.00015425531215539017,6.0405537198488835e-06,1.1482864792218573e-07,0.003437333136988346,0.01243829912689498,0.003598337356445061,0.012326357717481095,2.00142597866642e-08,2.858529820885178e-10,0.018516016267569144,0.0011215830495253964,1.6894858325412347e-06,1.2405937832042972e-06,1.0080235001747134e-05,0.017698285733075945,2.8202913331914597e-05,1.4465627776124959e-11,2.8541603948835295e-09,0.02887049488537356,4.001132748311522e-05,3.8746908349523225e-06,0.00890642254784373,3.22411322238322e-08,2.6225109698988233e-12,3.0159741808153296e-07,1.7382712867236382e-05,4.5899953006705405e-06,0.00011351972976400943,1.4704978221077135e-07,4.515333237949973e-08,0.0031329632403044668,2.7454292369359704e-07,0.0006713912489520607,5.562143727801035e-05,0.0012486932099229047,1.986578487417157e-06,1.6591173906577808e-11,4.594865027150682e-12,4.356921889627586e-08
2.717360845388565e-05,0.16548719759228508,3.76,0.0,0.0003312358603824411,0.4585111624348583,0.45149414865376863,0.04958935440166091,0.0002759431854723706,0.029830884910637113,0.3326085444691766,3.79807101442936e-11,0.348169401746482,4.97617487839031e-07,4.820208011021271e-05,0.5169553700624567,0.0017772412971244808,0.00014776042159102095,5.075065968803065e-05,0.0007302350562174689,0.16943135530020875,6.064413423833418e-05,3.0393712643438434e-05,0.005705140482759187,0.020635830552765987,0.00012542526501049854,6.389748823953036e-05,0.0005205115336465033,5.7047671219374837e-08,0.0328754917871105,4.115753067889808e-09,0.0005760255634809013,5.667098304096704e-05,0.00015369727637120435,6.015464438643046e-06,1.1420241757509708e-07,0.0034328627816523163,0.012399420150110604,0.0035970365600199866,0.012305887174844538,1.9957590161579827e-08,2.852079229806875e-10,0.018499462609551844,0.0011207066444938994,1.6902115340060538e-06,1.2374119859183694e-06,1.0086727514178405e-05,0.017733229316788855,2.8266973096824643e-05,1.4432921275498805e-11,2.842601008795198e-09,0.02893849896129511,4.006015251394281e-05,3.879312213892081e-06,0.00891939394747946,3.228814573801084e-08,2.608208936358495e-12,3.01793237291784e-07,1.737097967707277e-05,4.593322386419125e-06,0.00011342064931532969,1.4657634427103742e-07,4.507549895288947e-08,0.003133878508187469,2.743685259782193e-07,0.0006717883849096088,5.5529291960615165e-05,0.0012483849316081742,1.985549194906599e-06,1.6552015230428983e-11,4.584021119071487e-12,4.3464471925148085e-08
2.726777079403167e-05,0.16550685013332278,3.76,0.0,0.00032743092087560556,0.45772156005472925,0.45206955017323636,0.049663301340908725,0.00027573710763241765,0.02979172021239404,0.3331005308287049,3.794346994636095e-11,0.3481063121450402,4.97707937398655e-07,4.810885395356813e-05,0.5179826367693392,0.0017735086572758369,0.0001472081508203632,5.062216087460906e-05,0.000730478932068452,0.16896744564755245,6.0491505197886516e-05,3.0376267583452705e-05,0.00569294345734472,0.02065646393459065,0.0001252756034538962,6.380197837846258e-05,0.0005187968888448889,5.679843013493303e-08,0.032780740699376185,4.094644345645814e-09,0.0005737724469937372,5.657195678401521e-05,0.00015314216258276766,5.9905172682673795e-06,1.1358049141492377e-07,0.003428405286188888,0.012360740580056696,0.0035957316373070917,0.012285463076605914,1.9900997100191646e-08,2.8456561970679747e-10,0.01848283608234318,0.0011198342164619457,1.6909330473239517e-06,1.2342425920801417e-06,1.0093209016177413e-05,0.017767992333020777,2.833086294963989e-05,1.4400363139906921e-11,2.831103828702671e-09,0.02900641691719057,4.0108637800990586e-05,3.883902655868468e-06,0.008932338274658001,3.23350611396058e-08,2.5940052018672546e-12,3.019884682573952e-07,1.7359256821115977e-05,4.5966435659792824e-06,0.00011332151581943595,1.461046298393287e-07,4.499778186659019e-08,0.003134765152704353,2.74194757480091e-07,0.0006721821746898398,5.543736381809871e-05,0.0012480748814979554,1.9845266810351353e-06,1.651303267411368e-11,4.573225977652357e-12,4.3360201877843864e-08
2.7361933134177693e-05,0.1655264397719474,3.76,0.0,0.00032369404884138994,0.4569340142738765,0.4526436858362282,0.049736865130500324,0.0002755319737059604,0.02975267241094653,0.3335909308395522,3.7906423120736844e-11,0.34804327971598215,4.977987501248126e-07,4.801592931782561e-05,0.5190068115248693,0.0017697915973425406,0.00014665909775665666,5.049427412553217e-05,0.0007307248276144564,0.16850518347800272,6.0339588351184266e-05,3.0358957429914677e-05,0.005680771938834904,0.02067702398235079,0.00012512646625949166,6.370684020813518e-05,0.0005170905251686251,5.655070761590658e-08,0.03268611819099873,4.073672445413634e-09,0.0005715331999930932,5.647331937991032e-05,0.00015258994616313754,5.965710985777922e-06,1.1296282970651462e-07,0.003423960531085893,0.012322258566091752,0.0035944225952829825,0.012265085602767341,1.9844481637363312e-08,2.839260489763768e-10,0.018466137666536635,0.0011189657333377345,1.6916503750199569e-06,1.2310855088732475e-06,1.0099679483810058e-05,0.01780257549679701,2.839458303401604e-05,1.4367952181184231e-11,2.81966836387229e-09,0.029074249090494518,4.0156785139306556e-05,3.888462315571557e-06,0.008945255578412277,3.238187860693862e-08,2.5798988589265827e-12,3.021831069028766e-07,1.7347543911172864e-05,4.599958809125221e-06,0.00011322233076525013,1.4563463089341486e-07,4.4920180854363295e-08,0.0031356233581974606,2.74021606971524e-07,0.0006725726349532415,5.534565264258219e-05,0.0012477630836879696,1.9835108651148387e-06,1.64742248589505e-11,4.562479224258341e-12,4.325640498562056e-08
2.7456095474323715e-05,0.1655459668211911,3.76,0.0,0.00032002390688813084,0.4561485160652347,0.45321656083330625,0.04981004694173643,0.0002753277716464559,0.029713740905291483,0.3340797529558655,3.7869567885566564e-11,0.34798030517191486,4.978899189466787e-07,4.792330397078942e-05,0.5200279071447051,0.0017660899978107674,0.00014611323394762152,5.036699338486544e-05,0.0007309727124151552,0.16804456109563437,6.018837686377376e-05,3.0341780658037908e-05,0.005668625947334355,0.02069751111833155,0.00012497784806616798,6.361207009936327e-05,0.0005153923774807924,5.630448941065429e-08,0.03259162600805309,4.0528361756766555e-09,0.0005693076672188358,5.6375067230636926e-05,0.00015204060281019536,5.9410443844537035e-06,1.1234939322098959e-07,0.003419528398708265,0.01228397228117611,0.0035931094414121323,0.012244754926831409,1.9788044790954984e-08,2.832891878073214e-10,0.018449368333057575,0.0011181011634188913,1.6923635197772995e-06,1.2279406447671444e-06,1.0106138894200843e-05,0.017836979521137466,2.8458133498417335e-05,1.4335687226804027e-11,2.8082941292811337e-09,0.029141995815709365,4.0204596315850136e-05,3.892991347134156e-06,0.008958145907197023,3.242859831621837e-08,2.5658890116400572e-12,3.023771492210623e-07,1.7335840567635965e-05,4.603268086590985e-06,0.00011312309564538135,1.4516633948412695e-07,4.484269565811117e-08,0.0031364533078748133,2.7384906342576267e-07,0.0006729597823412073,5.525415822122785e-05,0.0012474495619483204,1.982501663878422e-06,1.6435590357893267e-11,4.551780453919372e-12,4.315307716607007e-08
2.7550257814469736e-05,0.16556543159116294,3.76,0.0,0.0003164191850487889,0.4553650564750664,0.45378818030822915,0.0498828479424213,0.000275124489605082,0.029674925096180426,0.3345670055521979,3.7832902479508984e-11,0.3479173892117887,4.979814368606883e-07,4.783097571031251e-05,0.5210459363497113,0.0017624037405944647,0.00014557053130574027,5.024031269439813e-05,0.0007312225564019522,0.16758557085372763,6.003786400710385e-05,3.0324735762960882e-05,0.005656505501421621,0.020717925761132242,0.00012482974358846055,6.351766447773391e-05,0.0005137023814497194,5.6059761430789833e-08,0.03249726586775119,4.032134359627054e-09,0.0005670956962716558,5.6277196791081427e-05,0.00015149410854064068,5.9165162734855795e-06,1.1174014323964314e-07,0.003415108773259444,0.012245879921575912,0.003591792183636609,0.012224471215923743,1.9731687562056323e-08,2.8265501352721103e-10,0.01843252904327641,0.001117240475384218,1.693072484384547e-06,1.2248079095032323e-06,1.011258722337068e-05,0.017871205117062236,2.852151449129023e-05,1.4303567120691885e-11,2.7969806457811566e-09,0.029209657424401736,4.025207310963248e-05,3.897489904113059e-06,0.008971009308903403,3.247522044159488e-08,2.5519747758086155e-12,3.0257059126006084e-07,1.7324146418876883e-05,4.606571369486496e-06,0.00011302381195588018,1.4469974773561775e-07,4.476532604342282e-08,0.003137255183824105,2.7367711647021305e-07,0.00067334363347495,5.516288033628792e-05,0.0012471343397288208,1.981499033607471e-06,1.639712771093867e-11,4.54112926544024e-12,4.305021462629794e-08
2.7644420154615758e-05,0.16558483438914035,3.76,0.0,0.00031287860027104315,0.4545836266220604,0.4543585493585663,0.04995526929690823,0.00027492211592854675,0.02963622438615434,0.33505269692445117,3.7796425161602695e-11,0.3478545325211074,4.980732969269648e-07,4.7738942363878916e-05,0.5220609117670141,0.0017587327090129341,0.00014503096210258219,5.0114226190872654e-05,0.0007314743299691662,0.16712820515440546,5.9888043157441325e-05,3.030782125919758e-05,0.005644410618176613,0.020738268325706164,0.0001246821476162522,6.342361982310092e-05,0.0005120204735362206,5.5816509759503185e-08,0.0324030394587743,4.0115658344481016e-09,0.000564897137552293,5.6179704568474464e-05,0.00015095043968477468,5.892125477711768e-06,1.1113504153375463e-07,0.0034107015407490748,0.012207979706608382,0.0035904708303661865,0.01220423463089699,1.9675410935180385e-08,2.8202350375383775e-10,0.01841562074910483,0.0011163836382866888,1.693777271711155e-06,1.2216872140672274e-06,1.0119024446926599e-05,0.017905252993589943,2.8584726160638964e-05,1.4271590721261702e-11,2.785727439659845e-09,0.029277234245285964,4.029921729167411e-05,3.901958139491253e-06,0.008983845830871329,3.25217451552037e-08,2.5381552783509267e-12,3.0276342913723844e-07,1.7312461101104188e-05,4.609868629223361e-06,0.00011292448119594418,1.4423484784240152e-07,4.4688071788353935e-08,0.0031380291670244794,2.735057558239824e-07,0.0006737242049543568,5.507181876516524e-05,0.0012468174401635036,1.9805029166053523e-06,1.6358835593280187e-11,4.530525300519656e-12,4.294781386574024e-08
2.773858249476178e-05,0.1656041755194489,3.76,0.0,0.0003094008956775599,0.45380421769606777,0.454927673036591,0.05002731216616411,0.0002747206391536571,0.02959763817959219,0.33553683529125117,3.776013421133956e-11,0.34779173577223577,4.981654922753487e-07,4.764720178714692e-05,0.5230728459315358,0.001755076787759694,0.00014449449896059843,4.998872809093812e-05,0.0007317280040275975,0.16667245644812817,5.9738907780089024e-05,3.0291035680655355e-05,0.005632341313220611,0.02075853922341809,0.00012453505501269842,6.332993266695226e-05,0.0005103465909757856,5.557472071940298e-08,0.03230894844176279,3.991129451099798e-09,0.0005627118441737833,5.6082587120212605e-05,0.00015040957287910218,5.8678708372352695e-06,1.105340503522308e-07,0.003406306588946582,0.012170269878265947,0.003589145390456679,0.012184045326482634,1.9619215878540512e-08,2.8139463639235085e-10,0.018398644393136265,0.0011155306215431668,1.6944778847602371e-06,1.2185784706505727e-06,1.0125450542120493e-05,0.01793912385772799,2.8647768659346814e-05,1.423975690149072e-11,2.774534042563466e-09,0.029344726604298328,4.0346030624849603e-05,3.906396205685635e-06,0.008996655519907262,3.256817262723141e-08,2.524429657103417e-12,3.029556590429426e-07,1.7300784258534816e-05,4.613159838149346e-06,0.00011282510486698894,1.4377163206764928e-07,4.46109326755012e-08,0.0031387754373631885,2.7333497095875427e-07,0.0006741015133560981,5.498097328049288e-05,0.0012464988860771574,1.9795132217552246e-06,1.6320712698216792e-11,4.5199681896796604e-12,4.2845871141733964e-08
2.7832744834907802e-05,0.16562345528383204,3.76,0.0,0.0003059848400748625,0.4530268209573419,0.45549555634987476,0.0500989777078122,0.0002745200480024128,0.02955916588274291,0.3360194287948691,3.772402792786058e-11,0.3477289996246052,4.982580161059543e-07,4.755575186368531e-05,0.5240817512870221,0.0017514358628829313,0.00014396111484770485,4.986381269675284e-05,0.0007319835498506733,0.1662183172333211,5.959045143348874e-05,3.027437758046947e-05,0.005620297600740655,0.02077873886208301,0.00012438846071212816,6.323659959137633e-05,0.0005086806717672089,5.533438083412068e-08,0.03221499444964192,3.970824074590432e-09,0.000560539671903762,5.598584105290743e-05,0.00014987148506155084,5.843751207172068e-06,1.0993713242737482e-07,0.0034019238073495057,0.012132748700962209,0.0035878158731978533,0.012163903451392344,1.9563103344232612e-08,2.8076838964402765e-10,0.018381600908740057,0.0011146813949276745,1.6951743266675805e-06,1.2154815926393684e-06,1.0131865486176256e-05,0.017972818414474144,2.871064214387157e-05,1.4208064550179808e-11,2.763399991769764e-09,0.029412134824565138,4.039251486391912e-05,3.91080425453116e-06,0.009009438422296052,3.261450302595868e-08,2.510797061037655e-12,3.0314727721987073e-07,1.728911554320742e-05,4.6164449694220625e-06,0.00011272568447222409,1.433100927441082e-07,4.453390850665032e-08,0.0031394941736467537,2.731647518818146e-07,0.0006744755752326568,5.489034365016569e-05,0.0012461786999896952,1.978529895160337e-06,1.6282757544711645e-11,4.509457513104459e-12,4.274438246392497e-08
2.7926907175053824e-05,0.1656426739810605,3.76,0.0,0.00030262922738610875,0.452251427735589,0.45606220426197586,0.05017026707618338,0.0002743203313790091,0.029520806903763602,0.3365004855022928,3.768810462862475e-11,0.3476663247249463,4.983508616746192e-07,4.7464590505659004e-05,0.5250876401872386,0.001747809821760828,0.00014343078307099672,4.973947441118956e-05,0.0007322409390205962,0.16576578005591658,5.944266778643306e-05,3.0257845529806017e-05,0.005608279493518099,0.020798867646012006,0.0001242423597191076,6.314361723020487e-05,0.0005070226546580837,5.5095476730300714e-08,0.03212117908799596,3.950648583229389e-09,0.0005583804790982344,5.588946302279475e-05,0.000149336153465659,5.819765457360527e-06,1.0934425095850255e-07,0.0033975530871475186,0.012095414461232537,0.003586482288307313,0.012143809148435004,1.9507074268447695e-08,2.8014474198299434e-10,0.018364491220171482,0.00111383592856378,1.6958666005911474e-06,1.2123964945905361e-06,1.013826925335771e-05,0.018006337366826906,2.8773346765773028e-05,1.4176512569511932e-11,2.752324829742814e-09,0.02947945922643176,4.043867175563673e-05,3.915182437251725e-06,0.009022194583814543,3.2660736517809874e-08,2.4972566496774027e-12,3.033382799607509e-07,1.727745461421654e-05,4.619723995943542e-06,0.0001126262215166705,1.4285022227100258e-07,4.445699910461127e-08,0.003140185553614561,2.7299508945792544e-07,0.0006748464071114763,5.479992963738101e-05,0.0012458569041212289,1.9775529220766705e-06,1.6244968783287603e-11,4.498992918916094e-12,4.2643344495472595e-08
2.8021069515199845e-05,0.16566183190742062,3.76,0.0,0.00029933287619878895,0.45147802942906445,0.4566276216929902,0.050241181422353856,0.00027412147836818057,0.02948256065274828,0.336980013406089,3.7652362650839794e-11,0.3476037117074784,4.984440222959658e-07,4.737371565185448e-05,0.5260905248969351,0.0017441985530818088,0.00014290347727176524,4.961570770894149e-05,0.0007325001437330019,0.16531483750907347,5.929555058912039e-05,3.0241438117809505e-05,0.00559628700295672,0.02081892597604783,0.00012409674710785873,6.305098226676296e-05,0.0005053724791332294,5.4857995263904605e-08,0.03202750393537801,3.930601868127187e-09,0.0005562341266490253,5.5793449733907666e-05,0.00014880355561589195,5.79591247212824e-06,1.0875536959129508e-07,0.003393194321193723,0.012058265467490814,0.0035851446459142524,0.012123762554610966,1.9451129571659133e-08,2.7952367214501674e-10,0.018347316242659784,0.0011129941929181688,1.6965547097724484e-06,1.2093230921962475e-06,1.0144661820310867e-05,0.018039681415770777,2.883588267958913e-05,1.4145099874244004e-11,2.7413081037777303e-09,0.02954670012762503,4.048450303856049e-05,3.91953090448814e-06,0.009034924049742316,3.270687326739252e-08,2.483807592666324e-12,3.0352866364230957e-07,1.726580113792342e-05,4.622996891200299e-06,0.00011252671750634328,1.4239201311129403e-07,4.438020428410132e-08,0.0031408497539489244,2.7282597369084705e-07,0.0006752140254935372,5.470973100076025e-05,0.001245533520396053,1.9765821936495908e-06,1.6207345391174898e-11,4.488574129350918e-12,4.2542754221915115e-08
2.8115231855345867e-05,0.1656809293563767,3.76,0.0,0.0002960946291990666,0.4507066175036596,0.4571918135202394,0.0503117218941906,0.00027392347822840704,0.02944442654176104,0.33745802042548456,3.761680035241383e-11,0.3475411611941543,4.985374913641928e-07,4.728312526575939e-05,0.5270904175930392,0.0017406019468231577,0.00014237917141926847,4.9492507125067904e-05,0.0007327611366914742,0.16486548223277725,5.914909365730733e-05,3.022515395266726e-05,0.005584320139113356,0.020838914249608976,0.00012395161801975345,6.295869142955118e-05,0.0005037300854022384,5.462192358144954e-08,0.03193397054369989,3.910682834122229e-09,0.000554100477918108,5.569779793507899e-05,0.00014827366932211844,5.772191150001663e-06,1.0817045243420856e-07,0.0033888474039696337,0.012021300049723084,0.003583802956533982,0.012103763801230329,1.93952701588593e-08,2.789051591596652e-10,0.01833007688251808,0.0011121561587927582,1.6972386576810068e-06,1.2062613022711181e-06,1.015104316832437e-05,0.0180728512602606,2.8898250053759657e-05,1.4113825396070004e-11,2.7303493667782846e-09,0.029613857843244405,4.053001044289843e-05,3.923849806318977e-06,0.009047626864875077,3.275291343754656e-08,2.4704490704850973e-12,3.0371842470809024e-07,1.7254154788726895e-05,4.62626363071635e-06,0.00011242717394699052,1.4193545779504084e-07,4.430352386902236e-08,0.003141486950287051,2.726573939185546e-07,0.0006755784468516427,5.461974749438439e-05,0.001245208570447678,1.9756175750407792e-06,1.616988597978161e-11,4.47820071293203e-12,4.244260743799243e-08
