Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50)
4.245853744135142e-06,0.5925465792915918,3.76,0.0,0.24295279917346776,0.9640043497272146,0.04484226461707047,0.0009987126532796117,0.0052013485450726855,0.06233060151280121,0.07218601948177208,4.200189624564876e-09,0.16271202514567118,4.1107535544261076e-05,0.0004456910069333425,0.00609965512650028,0.0024770712083189397,9.664332324025321e-05,0.0009503459351636643,0.02184196585576864,0.19914804239934067,0.0007645984148913444,0.0006049970315472682,0.0013050856217004284,0.0035553441770016826,0.001463598011590781,0.0008001936882680498,0.0028403637504242946,4.454493903953201e-07,0.002020646201420869,1.0891282797103163e-08,0.0007660313163267131,0.0007751903980956656,0.000794484886214999,8.413975397468477e-07,2.665149800348556e-07,0.0020015445108416195,0.0009992733682018186,0.002163700783875676,7.789524179909599e-05,3.6047044552183458e-09,3.4864628349398113e-09,0.00021692437452524972,4.660626203341925e-06,2.719697738911229e-06,8.755365047611029e-07,1.5828295567170683e-07,4.008182995119657e-05,3.399399404599675e-07,1.5272989605495764e-10,1.4039741834742783e-08,1.76039129389823e-05,9.987744541630392e-07,2.5574980605943295e-07,0.00039550734077992226,1.790957612885058e-09,1.1019817911971521e-11,2.526452644589967e-07,7.479991041708124e-05,4.973890357453077e-07,2.666635055900369e-05,2.3390575653230036e-08,9.348624612912039e-08,2.777713379008379e-05,1.7298152836015476e-05,2.9517452596504385e-05,2.1754352121376225e-05,0.0004152731367301605
4.257269590944913e-06,0.5928430856813708,3.76,0.0,0.24019335071372283,0.963327328383896,0.04561993000386913,0.0010156673642270162,0.0052736906205244185,0.06229861106448916,0.07239296903936343,4.278557585480178e-09,0.16466670394503535,4.1940510783119416e-05,0.0004522676069283693,0.006280709907610809,0.0024891393427540214,9.863321502219225e-05,0.0009574862260092613,0.02205140030883688,0.20138464372673667,0.0007733080928762693,0.0006110339754050459,0.0013246443787505143,0.0036251484567672667,0.0014940503444213452,0.0008196068237798188,0.00291750416021378,4.482945826463383e-07,0.0021011372738752843,1.1174101990284809e-08,0.0007882937499013975,0.000793761656630508,0.0008168212925179305,8.730559204857672e-07,2.7369601426555713e-07,0.002061526060320328,0.0010324296009498579,0.00222458408602009,8.240195970256476e-05,3.762059964469043e-09,3.5299884379690328e-09,0.00022635969071668958,4.999232310953953e-06,2.8036977479427302e-06,9.036772914257975e-07,1.684939084621011e-07,4.236348669865447e-05,3.6286221554316114e-07,1.579657308837262e-10,1.4487012937262453e-08,1.840114816556894e-05,1.0711149345869495e-06,2.7347957058349385e-07,0.00041345497617399976,1.8754495701738673e-09,1.1316454932432125e-11,2.6580131423100067e-07,7.518736928671253e-05,5.295216070255052e-07,2.7869527671583037e-05,2.4309366020476506e-08,9.744938721464874e-08,2.823711871465884e-05,1.7880515378966342e-05,3.112521923114302e-05,2.1887968914512136e-05,0.0004171060071373251
4.268685437754683e-06,0.5931397145166315,3.76,0.0,0.23743474162664663,0.9626416745759429,0.04640518276249461,0.0010330264399616075,0.0053456867224237975,0.062264106776506234,0.07260227736290097,4.356338167365604e-09,0.16662017292088746,4.277117187652404e-05,0.00045883591404581234,0.0064663800206567765,0.002500887441658622,0.00010063809430205424,0.000964414791002089,0.02225751680924213,0.2036120291099344,0.0007818994190221071,0.0006169758195034127,0.001344432294015121,0.0036958931480089224,0.0015248298621556842,0.0008391690542104768,0.0029957850281234375,4.5102987199072996e-07,0.0021842274600560986,1.1460509137608423e-08,0.0008109797648557969,0.0008124674089026718,0.0008395226994247833,9.056879757798395e-07,2.8098003868210213e-07,0.002122829498810752,0.001066415437341528,0.0022867013777961675,8.714168398542258e-05,3.924938195780959e-09,3.5730359676670077e-09,0.0002361903002621708,5.3607669683097735e-06,2.889702119325945e-06,9.323983967915644e-07,1.792543829586903e-07,4.475461164117938e-05,3.870669615559685e-07,1.633254454148546e-10,1.4943055247616395e-08,1.9230904869089116e-05,1.148018493926035e-06,2.922458232698141e-07,0.0004320450269752168,1.963193056599621e-09,1.1617332644439869e-11,2.795251740021859e-07,7.556113462190385e-05,5.633409680669187e-07,2.9118353335053095e-05,2.5254721349676744e-08,1.0154055875058761e-07,2.8706363707696162e-05,1.8476679676743104e-05,3.2804138723899446e-05,2.204555449359054e-05,0.00041896803644187835
4.280101284564454e-06,0.593436373826811,3.76,0.0,0.23467789530390432,0.9619474499018069,0.04719788113348099,0.0010507955951386475,0.005417277281025536,0.06222711258953403,0.07281401242302007,4.433429701044759e-09,0.16857177137158913,4.359856678431314e-05,0.000465392624875773,0.006656737630915592,0.0025123161387378117,0.00010265718997115929,0.0009711241562888002,0.02246013791816315,0.20582921777756594,0.0007903637396995922,0.0006228178774000057,0.001364454378147893,0.0037675746338814106,0.0015559231163369534,0.0008588661052164922,0.0030751786727327896,4.536521177393207e-07,0.0022699624018558124,1.1750378733622276e-08,0.0008340868680547968,0.0008312937920875022,0.0008625822067342706,9.393102039768264e-07,2.8836421530142833e-07,0.002185459659259107,0.0011012371606289638,0.0023500541831651973,9.212382301001256e-05,4.093435742997324e-09,3.6155646842209294e-09,0.0002464287662419571,5.746552400397585e-06,2.9777308749631106e-06,9.616975418209286e-07,1.905831718435674e-07,4.725880971565918e-05,4.126018191854723e-07,1.6880852531498482e-10,1.540772256726498e-08,2.0094197387872843e-05,1.2297060518454252e-06,3.1209144378758434e-07,0.00045128939428957816,2.0542638085709993e-09,1.1922333254899415e-11,2.9383269777869536e-07,7.592105456235068e-05,5.989005746383014e-07,3.0413931271273687e-05,2.6226862322556072e-08,1.057610696104031e-07,2.9185268812737636e-05,1.9086614268740253e-05,3.4556133750543165e-05,2.2226674835783283e-05,0.00042086151658194695
4.291517131374225e-06,0.5937329713796923,3.76,0.0,0.23192373770150762,0.9612447232141297,0.04799787615385657,0.0010689803984675445,0.005488401942877684,0.062187654087225964,0.07302824108720585,4.509729631792261e-09,0.17052083899952078,4.442172770842708e-05,0.0004719344454149166,0.006851853760278332,0.002523426483997541,0.00010468971676287853,0.0009776070337953143,0.022659087485760707,0.2080352333823662,0.0007986924175639199,0.0006285555260269723,0.0013847157752674255,0.003840188581286459,0.0015873157721287804,0.0008786831322057243,0.0031556552700044314,4.561582914122081e-07,0.0023583863301629257,1.2043577739776043e-08,0.0008576120392761633,0.0008502264053635803,0.0008859922313780218,9.739385918474035e-07,2.9584549183905267e-07,0.002249420319369727,0.0011369003767285725,0.002414642888701836,9.735797272211891e-05,4.267644233481746e-09,3.6575338010899766e-09,0.00025708776591653953,6.157964846068717e-06,3.0678027184528607e-06,9.915718591381844e-07,2.0249881595066373e-07,4.987968748349931e-05,4.3951417117034953e-07,1.7441422083642345e-10,1.5880848326776993e-08,2.0992049707466836e-05,1.3164032374416777e-06,3.330595831760941e-07,0.00047119953106747266,2.148736231780726e-09,1.2231330127620152e-11,3.0873957026518164e-07,7.626699129826204e-05,6.36252692657337e-07,3.175735000899055e-05,2.7225980937945882e-08,1.1011204454238262e-07,2.967425183687097e-05,1.971026337090266e-05,3.638309467125707e-05,2.2430913005697514e-05,0.00042278873488084076
4.302932978183996e-06,0.5940294148192448,3.76,0.0,0.22917319596330357,0.9605335706775296,0.04880501174877486,0.0010875862609501783,0.005558999678883486,0.06214575848168076,0.07324502894373748,4.585134792235306e-09,0.1724667168993571,4.523967332097347e-05,0.0004784580964860186,0.007051798164707356,0.0025342199364087625,0.00010673487685372784,0.0009838563398729756,0.022854191010743524,0.2102291056447773,0.000806876851644063,0.0006341842147912872,0.0014052217513729804,0.003913729925739864,0.0016189926067052246,0.0008986047418406766,0.0032371828578634525,4.585454850255716e-07,0.0024495419327557975,1.2339965675568905e-08,0.0008815517237051694,0.0008692503310478284,0.0009097445019452028,1.0095885643718285e-06,3.0342060182898216e-07,0.0023147141775099983,0.0011734099872215144,0.0024804667098817412,0.00010285390744613703,4.4476498536101045e-09,3.698902572897793e-09,0.00026818007311620664,6.596434887788239e-06,3.159934942637209e-06,1.022017891472658e-06,2.1501952059544392e-07,5.2620844358800015e-05,4.6785095105258016e-07,1.801415383240677e-10,1.6362245226040417e-08,2.192549404154016e-05,1.408339959872957e-06,3.5519353058645204e-07,0.0004917864004332333,2.2466831861926e-09,1.254418779027785e-11,3.2426125659461556e-07,7.659882121123683e-05,6.754481266483229e-07,3.3149679798694554e-05,2.8252239167136492e-08,1.1459441216036291e-07,3.01737485238696e-05,2.0347545872436425e-05,3.8286873101156124e-05,2.265786848028984e-05,0.00042475197155272484
4.314348824993767e-06,0.5943256118045038,3.76,0.0,0.2264271970281529,0.9598140758119015,0.049619124839511655,0.0011066184240407,0.005629008897555566,0.06210145459561506,0.07346444012326343,4.659541684374317e-09,0.1744087485500214,4.605141109842919e-05,0.0004849603189921673,0.007256639209721979,0.0025446983554398795,0.00010879186150327795,0.0009898652137218075,0.023045276003700363,0.21240987200190778,0.000814908497816752,0.0006396994746018506,0.001425977681655336,0.003988192857216738,0.0016509375103948953,0.0009186150160316603,0.003319727346983901,4.6081091908946103e-07,0.002543470222093554,1.2639394733465289e-08,0.0009059018256782317,0.0008883501581131043,0.0009338300550246647,1.0462749340063127e-06,3.110860653736202e-07,0.0023813428308091015,0.0012107701635339276,0.0025475236589453873,0.00010862156978247519,4.63353287196807e-09,3.739630385492021e-09,0.00027971853964703266,7.063447619070686e-06,3.254143335832673e-06,1.0530315913543785e-06,2.2816306848365418e-07,5.548586345587286e-05,4.976584421072881e-07,1.8598923223704217e-10,1.6851704938046223e-08,2.2895569321490888e-05,1.5057499290658443e-06,3.785365707362257e-07,0.0005130604341305149,2.348175767124063e-09,1.2860761967415924e-11,3.4041295031391414e-07,7.69164349823095e-05,7.165359392671025e-07,3.459196944487693e-05,2.9305767656460645e-08,1.1920889314732436e-07,3.068421268585621e-05,2.0998354373623583e-05,4.026927533861706e-05,2.290715637725293e-05,0.000426753497146159
4.325764671803537e-06,0.5946214701494419,3.76,0.0,0.2236866662252765,0.9590863295207096,0.05044004546779907,0.0011260819477602526,0.005698367563137514,0.06205477284124042,0.07368653711866063,4.732846769559634e-09,0.17634628080703144,4.6855939753078026e-05,0.0004914378789789761,0.007466443744165625,0.0025548639915022814,0.00011085985272564817,0.0009956270355329878,0.023232172352854942,0.214576579256115,0.0008227788895742422,0.0006450969267916492,0.0014469890367285888,0.004063570807067268,0.0016831334907059167,0.0009386975383797594,0.0034032525378959342,4.6295195040764914e-07,0.002640210403549481,1.2941709917642344e-08,0.0009306577037333508,0.0009075100080468694,0.0009582392334391662,1.084011849606697e-06,3.1883819053940563e-07,0.0024493067555587675,0.0012489843224300007,0.0026158105145019667,0.00011467105961113143,4.825367162705242e-09,3.7796768477163025e-09,0.0002917160757453473,7.560542638985781e-06,3.3504420870948868e-06,1.0846083220465685e-06,2.4194672967335055e-07,5.847830208425697e-05,5.28982067099821e-07,1.9195579775246956e-10,1.7348997879083848e-08,2.3903319596053894e-05,1.608870125941908e-06,4.031318323858358e-07,0.0005350314912835618,2.4532830832433104e-09,1.3180899640140833e-11,3.5720951963672913e-07,7.721973766809244e-05,7.595631631431869e-07,3.608524306618609e-05,3.0386664484334906e-08,1.2395598874083319e-07,3.120611629110785e-05,2.166255427179765e-05,4.2332055679396675e-05,2.317840659995383e-05,0.00042879556991961984
4.337180518613308e-06,0.5949168979635038,3.76,0.0,0.22095252586254607,0.9583504301038193,0.051267596936369605,0.0011459816988026387,0.005767013318232787,0.062005745195867226,0.07391138060387999,4.804946765132876e-09,0.17827866489178523,4.765225175207372e-05,0.0004978875724792148,0.007681276972533099,0.002564719475360106,0.0001129380249849368,0.0010011354442188052,0.02341471269085734,0.21672828521723428,0.0008304796590099988,0.0006503722919023789,0.001468261367817544,0.004139856436095984,0.001715562679338954,0.0009588354230140466,0.003487720144493272,4.649660796382395e-07,0.002739799744661804,1.324674920654991e-08,0.0009558141670203302,0.0009267135629935872,0.000982961686438285,1.122812745200378e-06,3.266730754112907e-07,0.0025186052900146357,0.0012880551029502089,0.0026853227930391907,0.000121012622211379,5.023219731617822e-09,3.81900188453916e-09,0.00030418562962037916,8.089313863538808e-06,3.4488436908598577e-06,1.1167428597543764e-06,2.5638716901996317e-07,6.160168192384735e-05,5.618661696770384e-07,1.9803946401805737e-10,1.7853873049299e-08,2.494979234285955e-05,1.7179402219857685e-06,4.290221282392245e-07,0.0005577088176841429,2.5620720323743378e-09,1.3504439133050915e-11,3.7466545194860667e-07,7.750864874551353e-05,8.0457450650986e-07,3.763049679515703e-05,3.1494993979607056e-08,1.2883596958618883e-07,3.17399495057276e-05,2.233998290285326e-05,4.4476909647167194e-05,2.347126291263291e-05,0.00043088043314391155
4.348596365423079e-06,0.5952118037922135,3.76,0.0,0.21822569381241264,0.9576064832544539,0.052101595965542605,0.0011663223386676508,0.005834883610567584,0.06195440517426785,0.07413902925248907,4.875738946332976e-09,0.18020525737442097,4.843933591407806e-05,0.0005043062301179723,0.007901202326142193,0.0025742678065566356,0.00011502554690709896,0.0010063843546329835,0.02359273276121507,0.21886406033258163,0.0008380025579369426,0.0006555213982979717,0.0014898002909408256,0.004217041623896183,0.0017482063422768473,0.000979011345753688,0.00357308982399735,4.6685095849193245e-07,0.0028422734459749265,1.3554343739145109e-08,0.000981365473118591,0.0009459440961125981,0.0010079863719094425,1.1626902888001904e-06,3.3458661081728575e-07,0.0025892366196859054,0.001327984344920832,0.0027560547225023305,0.00012765663551091684,5.2271502476168134e-09,3.857565831226832e-09,0.0003171401661281471,8.651409144298967e-06,3.5493588512581835e-06,1.1494293971112802e-06,2.7150035151729813e-07,6.485947891487851e-05,5.963537883608545e-07,2.0423818811901503e-10,1.8366057948244036e-08,2.6036036694242482e-05,1.8332019482963255e-06,4.56249786753203e-07,0.0005811010058128514,2.674607076030156e-09,1.3831210228842379e-11,3.927947967241468e-07,7.778310212481633e-05,8.516120543058633e-07,3.922869542956738e-05,3.263078560813043e-08,1.3384886503691768e-07,3.2286220687018785e-05,2.3030448745684368e-05,4.670546717196391e-05,2.378538195840723e-05,0.00043301031232817504
4.36001221223285e-06,0.5955060967572796,3.76,0.0,0.21550708210007785,0.9568546020399186,0.052941852865645074,0.001187108311859501,0.005901915823486414,0.061900787797840216,0.07436953955663138,4.945121452020112e-09,0.1821254211469917,4.9216180072755993e-05,0.0005106907214596587,0.008126281333441903,0.0025835123409118374,0.00011712158300091724,0.001011367974225624,0.02376607178295043,0.2209829892989794,0.0008453394790391171,0.0006605401905738996,0.0015116114701357447,0.004295117459528958,0.0017810448930290726,0.0009992075775102271,0.0036593192134090863,4.686043965376558e-07,0.002947664514042089,1.3864318024546363e-08,0.0010073053273047673,0.0009651845040700997,0.0010333015606588769,1.2036563314577282e-06,3.4257448373105517e-07,0.0026611977651895984,0.0013687730691541728,0.002827999218102393,0.0001346135964816486,5.437210582332786e-09,3.8953295281725006e-09,0.0003305926446237651,9.248529685321085e-06,3.651996386407951e-06,1.1826615478977697e-06,2.873014460462563e-07,6.82551128997609e-05,6.3248642422374e-07,2.1054964982368198e-10,1.8885258568958763e-08,2.7163101580004493e-05,1.954898414617898e-06,4.848564764278227e-07,0.000605215955802121,2.790950013619868e-09,1.4161034310909009e-11,4.116111071471015e-07,7.80430461305305e-05,9.007149665464285e-07,4.088076904795179e-05,3.3794032934523895e-08,1.3899445297778093e-07,3.284545632652297e-05,2.3733730696816887e-05,4.901928574894165e-05,2.412043223154108e-05,0.0004351874123680056
4.371428059042621e-06,0.5957996866957419,3.76,0.0,0.2127975954985714,0.9560949068657986,0.05378817172499049,0.0012083438341893462,0.00596804740973658,0.06184492956062595,0.07460296564714729,5.012993592724412e-09,0.18403852638370058,4.998177379558616e-05,0.0005170379590800372,0.008356573489768426,0.002592456777150478,0.00011922529538060998,0.001016080819058358,0.023934572812048194,0.22308417265104732,0.0008524824769595987,0.0006654247377304198,0.0015337005997786847,0.004374074233634052,0.0018140579090998943,0.001019406019828889,0.0037463639724461414,4.702243676351191e-07,0.003056003637170261,1.4176490174739368e-08,0.0010336268833061764,0.0009844173415675015,0.0010588948428056277,1.2457218567618374e-06,3.5063218135697556e-07,0.0027344845727342226,0.001410421459453681,0.0029011478605105437,0.00014189410670461495,5.653444360706064e-09,3.932254415984323e-09,0.00034455599604565635,9.882429250163086e-06,3.7567631330453368e-06,1.21643235295387e-06,3.038047281250339e-07,7.1791937057141e-05,6.703038034152302e-07,2.1697124717042808e-10,1.9411159473147474e-08,2.833203379042827e-05,2.0832733792715847e-06,5.148830232472293e-07,0.000630060837550772,2.9111597573186865e-09,1.4493724534113232e-11,4.311273807153358e-07,7.828844345073132e-05,9.519191758383782e-07,4.258760960265885e-05,3.4984692665802036e-08,1.4427225025088996e-07,3.341820094083143e-05,2.444957742240719e-05,5.1419843611452074e-05,2.447609301520256e-05,0.00043741391461554665
4.382843905852391e-06,0.5960924842977098,3.76,0.0,0.21009813013550596,0.9553275254233999,0.05464035061305657,0.001230032881222692,0.006033216028060306,0.06178686839225075,0.07483935911563044,5.079256159469098e-09,0.18594395148492288,5.0735111145769544e-05,0.0005233449023482788,0.008592136126881393,0.0026011051427252334,0.00012133584548248245,0.001020517729085293,0.02409808309822581,0.2251667283199452,0.0008594237892316372,0.0006701712410790159,0.0015560733860627944,0.004453901432057207,0.0018472241517335946,0.0010395882424520193,0.003834177832927565,4.7170901595356365e-07,0.0031673190644990862,1.4490672159829481e-08,0.0010603227455697724,0.0010036248577921163,0.0010847531363218496,1.2888969309965617e-06,3.5875499589887567e-07,0.0028090917072856308,0.0014529288465329115,0.0029754908765928898,0.00014950885713247276,5.875886525472047e-09,3.968302630438959e-09,0.00035904309929200005,1.055491315165588e-05,3.863663851889518e-06,1.2507342872706617e-06,3.2102348226120334e-07,7.547322717215129e-05,7.098436358121755e-07,2.2350009295559798e-10,1.9943423950054016e-08,2.954387596349252e-05,2.218570471363037e-06,5.463692220373518e-07,0.0006556420542024206,3.0352921086359575e-09,1.482908602376815e-11,4.5135599904824115e-07,7.851927105526948e-05,1.0052570860193241e-06,4.435006750473133e-05,3.620268378326968e-08,1.4968150376585958e-07,3.400501690845151e-05,2.5177706794711804e-05,5.390853295412466e-05,2.485205329591482e-05,0.0004396919738726554
4.394259752662162e-06,0.596384401242233,3.76,0.0,0.2074095721163018,0.954552592620278,0.05549818179843054,0.0012521791769136553,0.006097359682087449,0.061726643617868795,0.07507876883920866,5.143811731775609e-09,0.18784108400176922,5.147519347456024e-05,0.0005296085609065384,0.008833024282629469,0.0026094617789022803,0.0001234523957680547,0.0010246738826190191,0.02425645443553364,0.22722979315678465,0.0008661558569555442,0.000674776041852016,0.001578735527701887,0.004534587731075172,0.0018805215889705284,0.0010597355227733203,0.003922712654533686,4.7305666150993987e-07,0.0032816364890069873,1.4806670085197696e-08,0.0010873849730693203,0.0010227890346619875,0.0011108626977426217,1.333190654178123e-06,3.669380300102794e-07,0.0028850126484551235,0.0014962936939502563,0.0030510171228350534,0.0001574686120831737,6.104562918487645e-09,4.003437096888495e-09,0.0003740667569555322,1.1267837018045344e-05,3.972701134144035e-06,1.2855592682410553e-06,3.389699045138829e-07,7.930217078968443e-05,7.511413711791631e-07,2.301330121791077e-10,2.0481694261586703e-08,3.0799664500830935e-05,2.3610323670951736e-06,5.793536425969058e-07,0.0006819652071990768,3.1633995377481253e-09,1.516691610272541e-11,4.7230866710009214e-07,7.873552008359458e-05,1.0607572740181128e-06,4.6168948215539726e-05,3.744788676887981e-08,1.552211823706321e-07,3.46064842511982e-05,2.5917805419993167e-05,5.648665324271148e-05,2.524801066550051e-05,0.00044202371530965585
4.405675599471933e-06,0.5966753503308285,3.76,0.0,0.2047327961686,0.953770250493771,0.056361451981029195,0.0012747861824688065,0.00616041686099956,0.06166429591520317,0.07532124080884368,5.206564983238305e-09,0.18972932153804298,5.220103223098684e-05,0.0005358259978376041,0.009079290571106263,0.002617531325178755,0.00012557411140626934,0.0010285448099154276,0.0244095435052954,0.22927252441505752,0.0008726713451195884,0.0006792356284862815,0.0016016926959356644,0.004616120994295128,0.0019139274220291095,0.0010798288870376887,0.0040119184868372465,4.7426580520242817e-07,0.0033989789350297754,1.5124284489804274e-08,0.0011148050846663928,0.0010418916267238578,0.0011372091350581215,1.3786111121931077e-06,3.751762029202844e-07,0.002962239689136571,0.0015405135861527206,0.003127714071599592,0.0001657841925031766,6.339489881866694e-09,4.037621623702861e-09,0.00038963967048766826,1.2023105330193884e-05,4.08387530953705e-06,1.3208986650298766e-06,3.576550059217466e-07,8.328185629969732e-05,7.942299543262034e-07,2.3686654050069664e-10,2.102559197553015e-08,3.2100427417512124e-05,2.510899922461687e-06,6.138734315427772e-07,0.0007090350631168675,3.295530966681251e-09,1.5507004546316075e-11,4.939963520303209e-07,7.893719570268638e-05,1.1184441971206612e-06,4.804500886053451e-05,3.8720142931965805e-08,1.6088996955795355e-07,3.522320035878379e-05,2.6669528264567583e-05,5.915540464797614e-05,2.5663670220542254e-05,0.00044441123131379594
4.417091446281704e-06,0.5969652456181875,3.76,0.0,0.20206866431249404,0.9529806481075156,0.05722994253804212,0.001297857085483865,0.0062223266814124285,0.06159986726878669,0.07556681796194364,5.267422983046047e-09,0.1916080726265512,5.291165177560052e-05,0.0005419943325141465,0.00933098505366939,0.002625318703103184,0.00012770016192758924,0.0010321264058084046,0.024557212209921457,0.23129410118660365,0.0008789631624652579,0.0006835466435532615,0.0016249505139172725,0.004698488271300041,0.0019474181150119301,0.00109984915312808,0.004101743637469681,4.75335133332828e-07,0.0035193666508660402,1.5443310664773722e-08,0.001142574066033369,0.0010609142025507286,0.0011637774227904,1.4251653302616186e-06,3.834642572256372e-07,0.0030407639369061114,0.0015855852187126648,0.0032055678003517878,0.00017446645854317678,6.580673881881744e-09,4.070820994331799e-09,0.00040577441486757386,1.2822669725689767e-05,4.19718435631681e-06,1.3567433090175452e-06,3.7708851749465064e-07,8.741526200551166e-05,8.391395808305549e-07,2.4369692375532944e-10,2.1574718387930544e-08,3.344718213125603e-05,2.6684112650524824e-06,6.499641108924016e-07,0.0007368555224850015,3.4317315574388135e-09,1.5849133864745236e-11,5.164292220341633e-07,7.912431693571187e-05,1.1783379078757097e-06,4.9978954880857187e-05,4.001925384183457e-08,1.6668625708097777e-07,3.585577965549629e-05,2.7432498385355237e-05,6.191588164119712e-05,2.6098743468585137e-05,0.00044685657827309703
4.428507293091475e-06,0.5972540025396065,3.76,0.0,0.19941802456111696,0.9521839414310147,0.05810342978298503,0.0013213947893970207,0.006283029029901873,0.06153340092151744,0.0758155400200811,5.3262954918256795e-09,0.19347675757683908,5.3606092184615594e-05,0.000548110743125886,0.009588155111207992,0.002632829099571856,0.0001298297228429957,0.0010354149413238953,0.02469932799614867,0.23329372578581634,0.0008850244808003526,0.0006877058903094065,0.001648514535569974,0.004781675798105576,0.001980969427916311,0.0011197769747681064,0.004192134746253619,4.762635215876256e-07,0.0036428170070309704,1.576353899127713e-08,0.0011706823781389899,0.0010798381874730892,0.001190551919246049,1.4728592279501655e-06,3.9179676633607797e-07,0.003120575318184708,0.0016315043908317665,0.003284562983980965,0.00018352629149408898,6.8281111585472075e-09,4.103001057566908e-09,0.00042248341285651143,1.3668527066954692e-05,4.312623813637986e-06,1.3930835052783927e-06,3.9727879747549354e-07,9.170524522795883e-05,8.858974549557968e-07,2.506201185709859e-10,2.212865503533111e-08,3.484093319726008e-05,2.833800848166493e-06,6.876593744831248e-07,0.0007654295907825275,3.5720425061780813e-09,1.619307961239454e-11,5.396165854536593e-07,7.929691646224753e-05,1.2404537789057201e-06,5.1971436738903276e-05,4.134498087126369e-08,1.726081395471497e-07,3.650485320809114e-05,2.8206306770890192e-05,6.476906678901485e-05,2.6552947249641463e-05,0.00044936177330272953
4.439923139901245e-06,0.5975415380347049,3.76,0.0,0.19678170965601588,0.9513802932023874,0.05898168523718761,0.0013454019033029988,0.006342464705580784,0.061464941323655084,0.0760674433326037,5.3830952501965024e-09,0.1953348092915369,5.4283412030656395e-05,0.0005541724688836932,0.009850845318055782,0.0026400679496754475,0.00013196197722113744,0.001038407074211284,0.024835764166283303,0.23527062507696678,0.000890848753663888,0.0006917103388427024,0.0016723902240050926,0.004865668999487828,0.002014556452909422,0.001139592886957614,0.004283036865099974,4.770500384422651e-07,0.003769344400704226,1.6084755296614523e-08,0.0011991199672892476,0.0010986449074665958,0.0012175163859247519,1.5216975759589152e-06,4.001681425564075e-07,0.003201662585150541,0.0016782660001762807,0.003364682890335164,0.00019297457513563044,7.081787403737257e-09,4.134128815585001e-09,0.0004397789089222616,1.4562717271756647e-05,4.430186696786325e-06,1.4299090450558275e-06,4.182327415791142e-07,9.615453149978287e-05,9.345275514592155e-07,2.5763179412647846e-10,2.268696429711971e-08,3.628266999536051e-05,3.0072984708894296e-06,7.269908833985684e-07,0.0007947593517994746,3.7165008445392245e-09,1.653861072333721e-11,5.635668304792e-07,7.945504039105762e-05,1.3048022399061691e-06,5.402304669419466e-05,4.26970448555094e-08,1.7865341005460706e-07,3.717106827427007e-05,2.8990512298290996e-05,6.771582478524532e-05,2.7026002680928804e-05,0.00045192879092239354
4.451338986711016e-06,0.5978277706670199,3.76,0.0,0.19416053584160223,0.9505698727745154,0.05986447591298347,0.001369880732171968,0.006400575562123501,0.06139453407939391,0.07632256072691239,5.43773825845451e-09,0.19718167404864892,5.494269112630732e-05,0.0005601768119024434,0.010119097317955971,0.0026470409191708534,0.00013409611721718054,0.001041099858338262,0.024966400176060187,0.23722405173976766,0.0008964297342479213,0.0006955571317928531,0.0016965829295980792,0.004950452493233898,0.0020481536538071838,0.0011592773524482704,0.0043743935434366575,4.776939479728287e-07,0.0038989601668961813,1.6406741227297115e-08,0.0012278762767085288,0.0011173156340091315,0.0012446540090523227,1.5716839549058686e-06,4.0857264578507987e-07,0.0032840133253749268,0.001725864040096726,0.003445909379076433,0.000202822176554075,7.341677470606972e-09,4.164172509361453e-09,0.00045767294292229857,1.5507320905919573e-05,4.549863415692348e-06,1.4672092191892454e-06,4.3995569692483084e-07,0.00010076570390578829,9.850503830250713e-07,2.647273350809268e-10,2.3249190087599962e-08,3.777336437677172e-05,3.1891282682426467e-06,7.679880616329525e-07,0.0008248459435390026,3.865139249222691e-09,1.6885489872221572e-11,5.882873657464761e-07,7.959874800646291e-05,1.371388529114488e-06,5.613431566603719e-05,4.407512587093162e-08,1.8481955693078911e-07,3.785508779138475e-05,2.9784641811171078e-05,7.075689675679543e-05,2.7517634132067973e-05,0.0004545595596944876
