Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414)
7.863551753041511e-08,0.8174627641132336,3.338558319372605e-06,4.806718980752098e-08,1.8095197851941984e-07,2.937754500213638e-06,0.0,0.0,2.2598245826417066e-06,1.0162333645471818e-09,1.7424930977751015e-08,1.9351323351667196e-07,5.8474165121365204e-08,4.542453340622395e-18,1.0984552234726908e-12,4.090708176199177e-08,9.542395424046315e-06,9.882926181600354e-09,2.4579462101308858e-15,6.017993455309871e-16,1.0962692993496814e-08,8.663570794973469e-08,4.4742900371940446e-08,3.710217879964105e-12,2.038894043295714e-10,4.6392495669851235e-11,5.3488543527762724e-09,0.004460656823386177,3.1251974807237196e-09,5.60295697709092e-08,2.028573321633741e-12,1.025895682099161e-15,2.0284892444353164e-10,6.52619899037346e-11,3.76,0.0,0.8904172092316202,0.9985396374940549,1.2204836694357616e-07,7.083698788004775e-05,0.004460840325679929,2.0003364772792952e-07,5.823303426532275e-06,1.5950348029609574e-07,1.0291497020970322e-12,3.67221960273208e-12,2.380273002329299e-13,4.816974729232671e-15,2.537813961479446e-13,1.0122027444386647e-05,1.1437350125900564e-08,1.8931375612225943e-10,5.853396996725159e-14,2.9223443012545507e-14,1.6818277596787658e-09,3.617888491411617e-11,3.778718918728882e-07,8.01103014966193e-14,1.618540910588167e-15,4.73993610156571e-15,3.634231820698526e-17,1.482412742829389e-20,5.593082168553944e-12,2.7115182175475376e-19,5.736177488058663e-13,4.6943983408008046e-12,3.6037175502242067e-14,3.9448271306457364e-13,1.2679146056666527e-12,7.729733848849167e-15,1.4394746308319825e-14,2.667138939017433e-22,1.3017661683939143e-21,1.379216734757672e-10,1.3941383854595282e-08,1.398225684742894e-12,3.0357732974618973e-11,0.0014576814415217828,3.7362192987030086e-16,5.173106377473561e-10,2.6030399090872457e-20,6.648695339331258e-22,7.016262453976513e-05,1.2184576427046595e-11,8.35867600709463e-18,2.1473836257873006e-09,1.1170813168479346e-17
7.992687678325503e-08,0.8174735360061174,3.4125263589717463e-06,4.928331127563697e-08,1.8680725391917652e-07,3.04996206282128e-06,0.0,0.0,2.297427467467953e-06,1.0501259124962526e-09,1.8232768866108133e-08,1.979826996776452e-07,6.0950821850583e-08,4.814783819237167e-18,1.1306729051820007e-12,4.0938760402432225e-08,9.687966100969048e-06,1.0184759980724292e-08,2.6501869893011836e-15,6.494321207460934e-16,1.1467022142977743e-08,8.897027565635335e-08,4.474867548644799e-08,3.847868291654158e-12,2.0744925085766228e-10,4.9251802431609716e-11,5.533317695998484e-09,0.004533719154514761,3.2015489706380922e-09,5.6325445739807526e-08,2.0841737122401774e-12,1.083205772824282e-15,2.1201100021636737e-10,6.801817817983656e-11,3.76,0.0,0.8903426375999233,0.9985395868273772,1.28235525751352e-07,7.200793396029802e-05,0.004533907647098597,2.0374820000834064e-07,6.000093357750376e-06,1.618560757599458e-07,1.0957726130044866e-12,3.854729009188233e-12,2.569893889186238e-13,5.03163050075935e-15,2.7035893409577385e-13,1.028627222895068e-05,1.1814302408098348e-08,1.986295607888566e-10,5.889925025447713e-14,2.927039293633567e-14,1.6832822821505666e-09,3.686986661269584e-11,3.85417103511876e-07,8.071022031676495e-14,1.6952940418429736e-15,5.0667635439174175e-15,3.877109074628124e-17,1.604822443839507e-20,5.87098330448653e-12,2.8631533907123443e-19,5.925778569981706e-13,4.925391443275787e-12,3.7478305589297086e-14,4.1181930005104236e-13,1.3142750163095541e-12,8.197747569106057e-15,1.5026349207884454e-14,2.9554938721759606e-22,1.3878508774561617e-21,1.4233821872136468e-10,1.3949543643381751e-08,1.473642987575692e-12,3.085728166241842e-11,0.0014576813676548555,4.031869507760593e-16,5.270470942564448e-10,2.7059630313545338e-20,7.453516360892332e-22,7.131176814686051e-05,1.2792842541031845e-11,8.961679974309173e-18,2.2553223043357457e-09,1.1635698917170589e-17
8.121823603609495e-08,0.8174843074488541,3.487028818621189e-06,5.050905972564291e-08,1.9273891128800514e-07,3.1646032806187544e-06,0.0,0.0,2.335055841832351e-06,1.084584539508865e-09,1.906818138768836e-08,2.024558444750058e-07,6.348364469914152e-08,5.097829903124839e-18,1.1631572884202436e-12,4.096746236737472e-08,9.833194410939862e-06,1.0490717352774547e-08,2.853774492616204e-15,7.000013074170863e-16,1.1985410142965691e-08,9.132211059069987e-08,4.4753627533559105e-08,3.988162272552224e-12,2.110020150811616e-10,5.223702705753145e-11,5.721370973391602e-09,0.004606775305887623,3.278295595507471e-09,5.661575092763978e-08,2.1401729353460017e-12,1.1426662364504762e-15,2.214255521135524e-10,7.086655843389609e-11,3.76,0.0,0.8902680691337169,0.9985395359426271,1.346197989951729e-07,7.317910934235297e-05,0.00460696886155594,2.0748646994962316e-07,6.179896835177853e-06,1.6422382527759075e-07,1.1655922515053552e-12,4.043323355657346e-12,2.7713302210545384e-13,5.2526127866741256e-15,2.877290787201069e-13,1.0450453503088823e-05,1.2197308138591154e-08,2.0824569686943478e-10,5.924496799299535e-14,2.931392419747028e-14,1.6846128864751322e-09,3.7565321536323216e-11,3.930051027165552e-07,8.13083380631051e-14,1.7743189600742058e-15,5.410538824106628e-15,4.131861783023051e-17,1.735107480593504e-20,6.157899870975436e-12,3.020837562707671e-19,6.118753680866333e-13,5.163990916704785e-12,3.8949869196057253e-14,4.2967334740808397e-13,1.3615160734729226e-12,8.6852574508483e-15,1.567396605619809e-14,3.269901425490286e-22,1.4781008484031956e-21,1.4683406266981912e-10,1.3957781301735514e-08,1.551780417914408e-12,3.135678810849701e-11,0.0014576812934702294,4.3454836794974067e-16,5.367640151733187e-10,2.812116246309659e-20,8.340544471902673e-22,7.246081084184985e-05,1.3420957267376446e-11,9.598034606154464e-18,2.3670408900600866e-09,1.2110827351234993e-17
8.380095454177478e-08,0.8175058489949387,3.6376401342136177e-06,5.298942437332288e-08,2.0482911033448247e-07,3.4012536994664033e-06,0.0,0.0,2.4103909901413884e-06,1.1552024662966255e-09,2.0824152281525853e-08,2.1141194190101577e-07,6.871776915191662e-08,5.696889785734949e-18,1.2289122024633305e-12,4.101695112275554e-08,1.0122627276741909e-05,1.111503983552085e-08,3.2968076598826365e-15,8.104749453795786e-16,1.3064903172388295e-08,9.607603128631989e-08,4.476136364262074e-08,4.2767103793601874e-12,2.180863353872148e-10,5.859884416407513e-11,6.108366800819389e-09,0.004752869069067292,3.432945203626467e-09,5.718076921914307e-08,2.2533526683741038e-12,1.268197000143868e-15,2.41023250749229e-10,7.684978044305244e-11,3.76,0.0,0.8901189416196261,0.9985394335130402,1.4798976021926252e-07,7.552214470116443e-05,0.0047530729708159716,2.1503413575690507e-07,6.548621361734208e-06,1.6900480313172564e-07,1.3152366696071316e-12,4.439228759348109e-12,3.2118300000408897e-13,5.713965213968572e-15,3.249465998161748e-13,1.0778625608758763e-05,1.2981469028818722e-08,2.2839794223386453e-10,5.98813358823553e-14,2.939168587376763e-14,1.6869455124998898e-09,3.896963800362258e-11,4.083093686546583e-07,8.25009890854425e-14,1.939295037712472e-15,6.1513709022435514e-15,4.6785139685884084e-17,2.020786521376916e-20,6.759344957687607e-12,3.354981003935155e-19,6.514881706217845e-13,5.6645494705737855e-12,4.1984552336419763e-14,4.669592784889202e-13,1.4586470706982755e-12,9.720524846637337e-15,1.7017646757652016e-14,3.9846343085380984e-22,1.671624620782715e-21,1.5606543153883118e-10,1.3974494118694982e-08,1.7164191984460092e-12,3.2355674274501213e-11,0.0014576811441393577,5.029685166984046e-16,5.561382027813941e-10,3.034544652865145e-20,1.0389248206331824e-21,7.47585931444433e-05,1.4737990361247395e-11,1.0976080532522599e-17,2.6021336163800256e-09,1.3091901219439828e-17
8.612540119688664e-08,0.817525234874676,3.7750262176697053e-06,5.5254662496104437e-08,2.1596600756967552e-07,3.622730442175003e-06,0.0,0.0,2.4782846404456416e-06,1.2207007632015765e-09,2.2504911448284604e-08,2.1948214139713962e-07,7.36204155622521e-08,6.274759167281036e-18,1.2889710790223413e-12,4.10536907059211e-08,1.0381954343752395e-05,1.169113033321852e-08,3.738974504187028e-15,9.21291775090975e-16,1.4085872617977032e-08,1.0040979248933908e-07,4.4766212300767927e-08,4.545519409779233e-12,2.2443810778998794e-10,6.478955667743662e-11,6.469242876006373e-09,0.004884332320488978,3.5734112795151806e-09,5.7672946622619825e-08,2.3565433044112373e-12,1.3889256286448323e-15,2.5955268192783044e-10,8.257503217585276e-11,3.76,0.0,0.889984737486894,0.9985393405657087,1.6072196732603787e-07,7.763165244935152e-05,0.004884545786415475,2.219081065339128e-07,6.890972712699789e-06,1.7335956635688555e-07,1.4619053702795819e-12,4.817522322772662e-12,3.6542894325061185e-13,6.1518474592359965e-15,3.6140564920483915e-13,1.1073763520449807e-05,1.3707889265010633e-08,2.4760968879689113e-10,6.039600080480767e-14,2.945224379515604e-14,1.6887223221079682e-09,4.0248794221690794e-11,4.222293029372353e-07,8.357264050520194e-14,2.0958203456723597e-15,6.882299118250389e-15,5.2149782334306586e-17,2.3086384562841265e-20,7.332896081830868e-12,3.6779921045976106e-19,6.883075658528843e-13,6.142425871913505e-12,4.4820482184345194e-14,5.023498314764778e-13,1.5490941067548346e-12,1.0723359650248108e-14,1.8282728799805104e-14,4.737347722235448e-22,1.8613828381379983e-21,1.6464933799009866e-10,1.3989810610858075e-08,1.8744081571854417e-12,3.325452735529307e-11,0.0014576810086334036,5.714779698802106e-16,5.735057444577985e-10,3.2468829485351184e-20,1.2588232800050881e-21,7.682625121135865e-05,1.5994355436800973e-11,1.2343892592580529e-17,2.827441866905373e-09,1.401011738704464e-17
8.84498478519985e-08,0.817544619339053,3.914157010870993e-06,5.755109988330328e-08,2.2734212485742848e-07,3.852353420097264e-06,0.0,0.0,2.5462683824065635e-06,1.2880428377285358e-09,2.4284445227955006e-08,2.2756015083162462e-07,7.870462451233054e-08,6.890571501883883e-18,1.349847294015287e-12,4.10842087189106e-08,1.0640185117387678e-05,1.2280740489752889e-08,4.225209855283059e-15,1.0437635478434611e-15,1.5154458161200668e-08,1.0479369269587034e-07,4.476939449128389e-08,4.82301102382012e-12,2.3076710999937266e-10,7.144214768426864e-11,6.84222344043704e-09,0.005015775548577787,3.7150540722682538e-09,5.815111853770289e-08,2.460976706438699e-12,1.5172338778271135e-15,2.789436571286487e-10,8.86382853631525e-11,3.76,0.0,0.8898505433063804,0.9985392468884556,1.7413150143516535e-07,7.974189031740486e-05,0.005015998820206683,2.2885889695507977e-07,7.24338710648495e-06,1.777635395030078e-07,1.6205954279048462e-12,5.217359752897309e-12,4.1439489804645937e-13,6.6118294767166395e-15,4.008300397159328e-13,1.1368696002642368e-05,1.4453880294342634e-08,2.6786827638532016e-10,6.086055709903977e-14,2.9505020992378347e-14,1.6902432548686506e-09,4.154241110498922e-11,4.362874994005459e-07,8.464508822084677e-14,2.2601349246656123e-15,7.677961210601768e-15,5.795996850810059e-17,2.628065576076807e-20,7.937853494213129e-12,4.0231077760835676e-19,7.262417517685978e-13,6.647062759236906e-12,4.775598394608433e-14,5.395148402784503e-13,1.6424211612148815e-12,1.1796218250406286e-14,1.960122449307498e-14,5.607668806616284e-22,2.0667470618309374e-21,1.734971011658426e-10,1.4005391149715622e-08,2.0420041519380542e-12,3.415324357085079e-11,0.0014576808720641416,6.470550902513118e-16,5.908065856583757e-10,3.471441832397006e-20,1.5175178410100482e-21,7.889358093972771e-05,1.7319915279660046e-11,1.3841165637556542e-17,3.06624290059876e-09,1.4961855000671258e-17
9.077429450711035e-08,0.8175640024043398,4.055038068167635e-06,5.987877629628097e-08,2.389547387294612e-07,4.090221067948326e-06,0.0,0.0,2.6143450266207267e-06,1.357232474175748e-09,2.6166296141265464e-08,2.3564484590953033e-07,8.397000835073749e-08,7.54556369015392e-18,1.4115282052727484e-12,4.1109459917086336e-08,1.0897324435577956e-05,1.2883940063201073e-08,4.758423467979826e-15,1.1787637765639782e-15,1.6271409743672013e-08,1.092257097028699e-07,4.477118026542161e-08,5.109231384704271e-12,2.3707342290942616e-10,7.857753768797692e-11,7.2274919569826266e-09,0.0051471987531430076,3.857841078591155e-09,5.861659244529079e-08,2.566640720038071e-12,1.6533479078748536e-15,2.992125978406352e-10,9.505489468507851e-11,3.76,0.0,0.8897163589639451,0.9985391524721853,1.8823253888301123e-07,8.18528535376016e-05,0.005147432073944851,2.3588654858636618e-07,7.605976823054864e-06,1.8221679328788557e-07,1.7919680787413736e-12,5.639451519772313e-12,4.684479939178969e-13,7.094522355701237e-15,4.433766835265634e-13,1.1663423184101371e-05,1.5219426269077978e-08,2.8920135109687557e-10,6.127940204408117e-14,2.955098507674245e-14,1.6915489303206824e-09,4.285048810250437e-11,4.504838198187675e-07,8.572052488498005e-14,2.4323979847681074e-15,8.542294570296859e-15,6.423971382039604e-17,2.9815576460815604e-20,8.575038634368648e-12,4.391314648555901e-19,7.652987981886995e-13,7.179263976992593e-12,5.079140427565179e-14,5.784903159100547e-13,1.738638087470085e-12,1.2941681745188428e-14,2.0973675158228135e-14,6.610399239437373e-22,2.2885510201763938e-21,1.8261131392819418e-10,1.402123831258464e-08,2.2195066379358246e-12,3.505182292158991e-11,0.0014576807344183317,7.302036670478693e-16,6.080398655310772e-10,3.708935232695858e-20,1.8205613908381786e-21,8.096058179742535e-05,1.8716498197097264e-11,1.547655981463773e-17,3.3190169745416996e-09,1.5947233007133304e-17
9.309874116222221e-08,0.8175833840868602,4.197675194469885e-06,6.223774720604053e-08,2.508013183861342e-07,4.336432114146877e-06,0.0,0.0,2.6825173793657736e-06,1.428273541889348e-09,2.8154004252152755e-08,2.4373528171893384e-07,8.941606344110943e-08,8.240991308361199e-18,1.4740034389032682e-12,4.113025621784498e-08,1.1153377119734585e-05,1.3500803511655011e-08,5.3416180641834885e-15,1.3272061331774862e-15,1.743746497123459e-08,1.1370390186713866e-07,4.477179569027284e-08,5.40422781585072e-12,2.433571328107683e-10,8.621703943823768e-11,7.625235075978176e-09,0.005278601934066581,4.001742871707631e-09,5.90705742750554e-08,2.6735262098898656e-12,1.7974918749749426e-15,3.20376000929745e-10,1.0184054890928544e-10,3.76,0.0,0.8895821843453171,0.9985390573076668,2.0303909368564296e-07,8.396453736363442e-05,0.005278845549371228,2.429911261542782e-07,7.978854251523084e-06,1.8671941129733755e-07,1.976705678773735e-12,6.084522585015978e-12,5.279742225878696e-13,7.600542925345443e-15,4.892069796032575e-13,1.1957945193405263e-05,1.60045113665602e-08,3.116365498598692e-10,6.165661927784646e-14,2.959098272884824e-14,1.6926738881971382e-09,4.417302993495342e-11,4.6481812615803547e-07,8.680100047918909e-14,2.6127680624274362e-15,9.479381054612459e-15,7.101372586208333e-17,3.371729213280621e-20,9.245271746145235e-12,4.783625953077537e-19,8.054867645219927e-13,7.739839093928299e-12,5.392708283956361e-14,6.193119608734637e-13,1.8377546689939815e-12,1.4162335052773465e-14,2.240060622925858e-14,7.76179022239177e-22,2.5276523556352107e-21,1.9199456786456867e-10,1.4037354075720881e-08,2.4072160357387136e-12,3.595026540849076e-11,0.001457680595682531,8.2144763662411e-16,6.252049016343795e-10,3.960108142809281e-20,2.1741269509356815e-21,8.302725324487627e-05,2.0185930482921903e-11,1.7259095596348222e-17,3.586251612185369e-09,1.6966367412124845e-17
9.542318781733406e-08,0.8176027644029913,4.342074400423161e-06,6.462808133374544e-08,2.628795170230162e-07,4.5910855933116324e-06,0.0,0.0,2.75078824131548e-06,1.5011699953283272e-09,3.0251104074044144e-08,2.5183066572196856e-07,9.504217748762272e-08,8.978130575293243e-18,1.5372646340033471e-12,4.114728756860064e-08,1.1408347974171145e-05,1.4131409548762826e-08,5.9778886066879825e-15,1.4900452102183053e-15,1.8653349881840648e-08,1.1822640489186046e-07,4.4771430118211424e-08,5.7080487904701275e-12,2.496183300944148e-10,9.438235987930495e-11,8.0356425430925e-09,0.005409985091295228,4.146732860879835e-09,5.951417648986322e-08,2.78162676759028e-12,1.9498878990387195e-15,3.424504499822511e-10,1.0901126723281684e-10,3.76,0.0,0.8894480193360698,0.9985389613855592,2.1856502882696046e-07,8.60769370705288e-05,0.005410239248212877,2.5017271477379654e-07,8.362131920589394e-06,1.9127148823220348e-07,2.1755120813199142e-12,6.553312954856414e-12,5.93378979224663e-13,8.130513761520946e-15,5.384868919427771e-13,1.2252262158946973e-05,1.6809119789546747e-08,3.3520150043483996e-10,6.199598789249279e-14,2.9625754764751584e-14,1.69364747465625e-09,4.551004595525568e-11,4.792902805760868e-07,8.788843389316704e-14,2.801403132799406e-15,1.0493449953802034e-14,7.830741588549451e-17,3.8013227106305897e-20,9.949371879260834e-12,5.201081979278206e-19,8.468137038073922e-13,8.329603395800736e-12,5.716335335360612e-14,6.620152131708411e-13,1.9397806319320805e-12,1.5460765901609427e-14,2.3882528261174413e-14,9.079648065382628e-22,2.7849330341161723e-21,2.0164945427304012e-10,1.405373999701713e-08,2.605433724800563e-12,3.684857103304516e-11,0.0014576804558431291,9.213312416788602e-16,6.423011627324884e-10,4.225736783505376e-20,2.5850584528677066e-21,8.509359473501337e-05,2.173003642435573e-11,1.9198160838654555e-17,3.868441643491611e-09,1.8019371704498304e-17
9.774763447244592e-08,0.8176221433691624,4.488241864770335e-06,6.704985855778334e-08,2.7518716323034685e-07,4.854280856447472e-06,0.0,0.0,2.819160406329222e-06,1.575925874090095e-09,3.246112174997183e-08,2.5993033470964634e-07,1.0084763651049784e-07,9.758280150251867e-18,1.6013052108611198e-12,4.116113988871023e-08,1.1662241785624863e-05,1.4775840765915849e-08,6.670421547931955e-15,1.6682772838614622e-15,1.9919779683367992e-08,1.2279142874302828e-07,4.47702422441108e-08,6.020743921380544e-12,2.5585710825488386e-10,1.0309560235690605e-10,8.458907112100448e-09,0.005541348224833208,4.29278707029921e-09,5.994842551970262e-08,2.8909384471720017e-12,2.110756044408736e-15,3.65452625589206e-10,1.1658339612487472e-10,3.76,0.0,0.8893138638215964,0.9985388646964326,2.3482406703199624e-07,8.819004795455769e-05,0.005541613172182533,2.5743141754019315e-07,8.755922525185173e-06,1.958731283960031e-07,2.3891130240757616e-12,7.046578233575583e-12,6.650876120168481e-13,8.685063196029598e-15,5.913870317682069e-13,1.2546374208934869e-05,1.763323576654249e-08,3.5992382141566155e-10,6.23009941823798e-14,2.9655949380391184e-14,1.6944946046083705e-09,4.6861549592025937e-11,4.93900145421892e-07,8.898462356924455e-14,2.9984607184793098e-15,1.158888104283884e-14,8.614691111211888e-17,4.2732116037037065e-20,1.0688156890899801e-11,5.644750527260545e-19,8.892876662473457e-13,8.949377880949712e-12,6.050054448618322e-14,7.066352865625174e-13,2.044725656134372e-12,1.683956389496752e-14,2.5419937867446994e-14,1.0583445321833788e-21,3.06129977562265e-21,2.115785650411219e-10,1.4070397347421674e-08,2.8144620382235323e-12,3.774673979720776e-11,0.0014576803148863803,1.0304191843749524e-15,6.593282457088116e-10,4.506628791661885e-20,3.0609243008917e-21,8.715960571323656e-05,2.3350638309027286e-11,2.130351786496656e-17,4.166089244291404e-09,1.9106357225634288e-17
9.999999999999998e-08,0.817641521001856,4.631569493224638e-06,6.942661627736793e-08,2.873301406442246e-07,5.117557101825789e-06,0.0,0.0,2.8855116193328544e-06,1.6501412935599273e-09,3.4713645322575225e-08,2.677823972628089e-07,1.0664339398961332e-07,1.0556516257883342e-17,1.6640986524241232e-12,4.117200004622226e-08,1.1907239386162065e-05,1.5413558218239273e-08,7.398244770038608e-15,1.8566471205534364e-15,2.1195821319804478e-08,1.2725383137723415e-07,4.4768432561134e-08,6.3322559108959235e-12,2.6188112519972987e-10,1.1208258741463605e-10,8.881496196166467e-09,0.005668618683657303,4.435306990468655e-09,6.036118069890762e-08,2.9980140968766896e-12,2.274923610893283e-15,3.886423705411435e-10,1.2431938197341905e-10,3.76,0.0,0.889183877421053,0.9985387702649587,2.5129110131337487e-07,9.02383052543005e-05,0.0056688943257431484,2.6453870430211185e-07,9.147637231060012e-06,2.003794595037965e-07,2.610909725733155e-12,7.548624071431954e-12,7.410070256140166e-13,9.246461799462039e-15,6.462658190261941e-13,1.2831170478041158e-05,1.8450390567643155e-08,3.850096608661777e-10,6.256679158985798e-14,2.968137700715867e-14,1.695214811793087e-09,4.81849798146633e-11,5.08188199385975e-07,9.00567677715583e-14,3.197590728713813e-15,1.2732238400893394e-14,9.428933252693798e-17,4.773654148549747e-20,1.1437891382451579e-11,6.10070106459011e-19,9.315463317471231e-13,9.579342295862513e-12,6.383083038933048e-14,7.517333424240489e-13,2.1492101224899446e-12,1.825471865289302e-14,2.696306223303064e-14,1.2238043417631039e-21,3.3481834795154127e-21,2.214638228831856e-10,1.4086798103086708e-08,3.02760766973348e-12,3.8616925775886536e-11,0.0014576801772217143,1.1454573731891727e-15,6.757610461960048e-10,4.7941631623354454e-20,3.591855212566072e-21,8.916123383057884e-05,2.499567838048908e-11,2.3511798481715702e-17,4.469733804913729e-09,2.0192155644290245e-17
1.0007208112755778e-07,0.817641521001856,4.636183902800387e-06,6.950316813277854e-08,2.8772225251763396e-07,5.126117579203899e-06,0.0,0.0,2.8876366603121737e-06,1.652545302899714e-09,3.478757247728062e-08,2.680337351296562e-07,1.068316314937062e-07,1.0582762774732202e-17,1.6661201602300206e-12,4.117231050185686e-08,1.1915063322863316e-05,1.543418331118329e-08,7.422494059960477e-15,1.862941079186667e-15,2.1237459463215582e-08,1.2739725468790437e-07,4.4768365151699447e-08,6.342363951124163e-12,2.6207356313226455e-10,1.1237926905552922e-10,8.895224462143853e-09,0.005672691334735614,4.439883935473305e-09,6.037426860810048e-08,3.0014595253879644e-12,2.280314312094393e-15,3.893993146707699e-10,1.2457360661776548e-10,3.76,0.0,0.889179717687092,0.9985387672307868,2.51829801043431e-07,9.030386533315472e-05,0.0056729673229784965,2.6476735343330906e-07,9.16033894986658e-06,2.0052444438929624e-07,2.6182565252542096e-12,7.56509017749624e-12,7.435459801124414e-13,9.26482532790827e-15,6.48082743553695e-13,1.2840281471393725e-05,1.8476843552133252e-08,3.8583112223012874e-10,6.257484529713521e-14,2.968213380513582e-14,1.6952364177659473e-09,4.822755786461218e-11,5.086475832352772e-07,9.009125730504422e-14,3.2040979948233252e-15,1.2770207717660932e-14,9.455906764389243e-17,4.790403581724975e-20,1.1462443447336656e-11,6.115727361196479e-19,9.329167023037577e-13,9.599989258350338e-12,6.39389806467174e-14,7.532072076134516e-13,2.1525993848370956e-12,1.8301319643372984e-14,2.701331859328285e-14,1.2294437579896467e-21,3.357684505553752e-21,2.2178449343313548e-10,1.4087327201997827e-08,3.0346042585424526e-12,3.864477170335108e-11,0.0014576801727984323,1.1492967740360413e-15,6.762858559617041e-10,4.8036234067834737e-20,3.610073746019042e-21,8.922528561737247e-05,2.504955643207292e-11,2.3585310575761236e-17,4.479703974946609e-09,2.0227433491544547e-17
1.0239652778266963e-07,0.8176608973176053,4.785906940257168e-06,7.198810718934935e-08,3.004829390089185e-07,5.406695768432173e-06,0.0,0.0,2.956219780145983e-06,1.731032491563857e-09,3.723395816332825e-08,2.7614040645677075e-07,1.1299326471002497e-07,1.1452926762927214e-17,1.73170585368053e-12,4.11812212824489e-08,1.2166817336368086e-05,1.6106526619469795e-08,8.237473248917229e-15,2.075118538076156e-15,2.2607084870063335e-08,1.3204223245393624e-07,4.476591047152356e-08,6.672960742504863e-12,2.682677923509569e-10,1.222562636522695e-10,9.344793119343708e-09,0.005804014421102236,4.5880041162833845e-09,6.079258009880261e-08,3.1131902854441005e-12,2.4587786418508932e-15,4.143074188821921e-10,1.3299889202489365e-10,3.76,0.0,0.8890455808175347,0.9985386689790663,2.695957033971905e-07,9.241838454482575e-05,0.005804301702284556,2.721806555066192e-07,9.575494289252216e-06,2.0522555599302846e-07,2.8637132888077176e-12,8.109637249667361e-12,8.292210202853127e-13,9.8704400366823e-15,7.08754194929576e-13,1.3133984074165667e-05,1.933992742731899e-08,4.129510031400144e-10,6.282048429857669e-14,2.9704804479687247e-14,1.6958908378206322e-09,4.960809096360771e-11,5.235324567465407e-07,9.120992125549489e-14,3.418471891881371e-15,1.404212021887377e-14,1.0357148398607444e-16,5.356043796663682e-20,1.2273047025585342e-11,6.615136668218917e-19,9.77708865394561e-13,1.0282269947934242e-11,6.747898266939358e-14,8.01765849791041e-13,2.2634114331060573e-12,1.984862396230639e-14,2.866314172718621e-14,1.4235786209292726e-21,3.675044826933932e-21,2.3226983479454992e-10,1.4104530499632707e-08,3.2661646144531177e-12,3.9542666754224266e-11,0.0014576800295653491,1.278570069693683e-15,6.931737909122509e-10,5.117591644013125e-20,4.241696200492079e-21,9.129063387763459e-05,2.6828609103340486e-11,2.6054071584497226e-17,4.809802818333682e-09,2.138270847197568e-17
1.0472097443778149e-07,0.8176802723329949,4.937417491673916e-06,7.450477946256371e-08,3.1346752736106054e-07,5.696115767405105e-06,0.0,0.0,3.024912532686648e-06,1.8113917348923181e-09,3.980376528506435e-08,2.842499670545563e-07,1.1933155574353674e-07,1.2370147355967905e-17,1.7980598728769227e-12,4.1188229895036046e-08,1.2417508558081189e-05,1.6792963184663286e-08,9.118815359470753e-15,2.305935590432873e-15,2.40293427694556e-08,1.3672477750106384e-07,4.476297184863184e-08,7.012587269679021e-12,2.744398948893557e-10,1.3274989416060312e-10,9.807814382415743e-09,0.005935317484071883,4.73713032496232e-09,6.120416722158176e-08,3.22613282151904e-12,2.646362923366601e-15,4.4019396219445766e-10,1.4187656603885466e-10,3.76,0.0,0.8889114530976708,0.9985385699316737,2.881351357122236e-07,9.453360094905928e-05,0.005935616311769922,2.796714693139422e-07,1.0001501866010172e-05,2.09976589210621e-07,3.126277118411469e-12,8.681025175410224e-12,9.22601322441846e-13,1.0502552997310332e-14,7.735864703716534e-13,1.3427482144911117e-05,2.0222471699846724e-08,4.413110552406187e-10,6.304060590676571e-14,2.972439596385095e-14,1.6964730506868664e-09,5.1003171886373845e-11,5.385546288760603e-07,9.234210821483136e-14,3.6417391931101946e-15,1.5409468943071753e-14,1.1321251516619513e-16,5.973418153031098e-20,1.3120781915064468e-11,7.144131520889092e-19,1.0236722142564904e-12,1.0997058082815601e-11,7.112086840993422e-14,8.523459646161384e-13,2.377171395237229e-12,2.148406712912183e-14,3.0369867056540406e-14,1.6432687220256163e-21,4.014364513039521e-21,2.4303718718754954e-10,1.412200808515098e-08,3.509448278334594e-12,4.044042495291528e-11,0.0014576798851731296,1.4188660180740638e-15,7.099919260125447e-10,5.449436463197331e-20,4.96588354087443e-21,9.335564991658418e-05,2.8689612654685123e-11,2.8720729379701814e-17,5.156910217238067e-09,2.25722888338372e-17
