Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47)
3.561150945240821e-06,0.6755577431860826,1.716716851151242e-05,2.2416724134075148e-07,1.1870823045644268e-06,0.0002399906256534954,0.0,0.0,1.7398521546026576e-05,5.574021381332961e-08,7.391581094505698e-07,3.4656612184355432e-09,6.920135727237067e-08,8.19324473284051e-18,2.3840816918394e-13,1.0691293600320417e-09,3.0663641079643922e-06,2.5471010299701753e-07,2.7275073031258504e-13,1.735109438837939e-14,1.4586236062115247e-07,8.7810533570143e-09,2.123310140590123e-11,5.850065106561773e-11,5.405329853123487e-11,2.7391341616225313e-08,5.288649329644772e-08,0.015213926030083378,2.3263440228020246e-08,9.114818651003107e-08,1.1690716793799368e-12,5.676782307925793e-14,2.2335386298026976e-08,2.0483461138371908e-08,3.76,0.0,0.9098977282615381,0.9999679644414825,2.5858933310345676e-05,3.622655339305984e-06,0.015214876788514381,3.300630959117323e-06,0.0002818798560769455,1.5603418737549303e-06,2.469904750293372e-10,2.9710937307306785e-10,1.8060589883207496e-09,2.770950499295178e-13,7.949266724421057e-10,5.890062017686083e-06,7.494842622846731e-07
3.634332749753263e-06,0.6755964978267065,1.8014524011783127e-05,2.3537373107065025e-07,1.2459103689220103e-06,0.0002552419133116175,0.0,0.0,1.8282370595765032e-05,5.9376216523062305e-08,7.834581913843849e-07,3.776184553120278e-09,7.234617931276941e-08,9.664551160941244e-18,2.679204409767916e-13,1.146865052622361e-09,3.09149267990596e-06,2.7509417084945493e-07,3.1195145140359103e-13,1.954542293905908e-14,1.5641136275621164e-07,8.963227042136703e-09,2.2758482955086627e-11,6.231741006920394e-11,5.5424409360564604e-11,2.994411523939104e-08,5.668849241335168e-08,0.015523822075219592,2.523252854604131e-08,9.748468066542022e-08,1.2270284639521178e-12,6.351931523146499e-14,2.4001050217452155e-08,2.2319773549333753e-08,3.76,0.0,0.9095697201210879,0.9999661627336246,2.7513107235929357e-05,3.738466948308979e-06,0.0155248389695127,3.4611857172425836e-06,0.0002995545709469901,1.6359555298368487e-06,2.7575940116789295e-10,3.319712155478326e-10,2.036407033437456e-09,3.133808903200726e-13,8.974798617007762e-10,5.9953474836601135e-06,7.78878395644223e-07
3.7075145542657055e-06,0.6756353362801172,1.8895669059129626e-05,2.47034589458126e-07,1.3071051408471053e-06,0.00027123620505326674,0.0,0.0,1.9204009880800104e-05,6.320638500414198e-08,8.298921937967607e-07,4.109133534754291e-09,7.562858014105943e-08,1.1381433628083352e-17,3.00725157805091e-13,1.2291772297826791e-09,3.11615972176836e-06,2.9685127163284735e-07,3.5620031447141986e-13,2.199138745234101e-14,1.6760356837564735e-07,9.145394191074379e-09,2.4372633961016817e-11,6.63327194674645e-11,5.684192307110706e-11,3.268802733754085e-08,6.071083396263685e-08,0.01583360308838424,2.7336637224771265e-08,1.0418002826897153e-07,1.2881561640454341e-12,7.100505094804397e-14,2.576563018746967e-08,2.428821390907698e-08,3.76,0.0,0.9092409597661475,0.9999642787584844,2.924837883972211e-05,3.855170581349911e-06,0.01583468998576135,3.6280721530020567e-06,0.00031808337301640453,1.7145586278072751e-06,3.074885001485981e-10,3.7044006224126983e-10,2.2924302583738626e-09,3.538418953940549e-13,1.0115793836841874e-09,6.100062114935491e-06,8.0877049176289e-07
3.7806963587781478e-06,0.6756742623335807,1.9811886311989703e-05,2.5916738877870424e-07,1.3707585538789673e-06,0.0002880027353434854,0.0,0.0,2.0164923556145282e-05,6.723990823823172e-08,8.785584617116319e-07,4.4658233975627835e-09,7.905540924297919e-08,1.3382372197043862e-17,3.3715936291714287e-13,1.316297063127964e-09,3.1404122267333634e-06,3.2005961610962004e-07,4.060848765820873e-13,2.4715614449805533e-14,1.7947351405075442e-07,9.327559021658425e-09,2.608001339238785e-11,7.055548585955274e-11,5.830880745915603e-11,3.563463387791679e-08,6.496438161375137e-08,0.016143268638322165,2.9583316657755116e-08,1.112516303984857e-07,1.3526729941744053e-12,7.929934647461436e-14,2.7634040630415885e-08,2.639643239609287e-08,3.76,0.0,0.9089114134812312,0.9999623092475443,3.1067978635766804e-05,3.9727490667309174e-06,0.016144429607376123,3.8015292929629976e-06,0.0003374998499681423,1.7962645347823304e-06,3.424524527458479e-10,4.128516891871392e-10,2.576661030846768e-09,3.9890438631527587e-13,1.1383729161651593e-09,6.204210436670713e-06,8.391570280433766e-07
3.85387816329059e-06,0.675713279916586,2.0764508738151893e-05,2.717904062155663e-07,1.436966280977781e-06,0.00030557183448393213,0.0,0.0,2.116665129830654e-05,7.148640450873519e-08,9.295602810780451e-07,4.847635840254868e-09,8.263383674971196e-08,1.571157533642355e-17,3.7759254874908124e-13,1.4084668704458134e-09,3.1642969753693158e-06,3.4480127426492446e-07,4.622554484426893e-13,2.7747379857581387e-14,1.9205743740352822e-07,9.50972616461165e-09,2.7885296314502666e-11,7.499503368181291e-11,5.982816109180337e-11,3.879609041815776e-08,6.946050358246149e-08,0.01645281827347776,3.19804794548862e-08,1.1871767876357032e-07,1.420814403076626e-12,8.848364448405166e-14,2.9611424247123198e-08,2.8652455220190543e-08,3.76,0.0,0.9085810462844258,0.9999602508064858,3.297526157214188e-05,4.091187011677539e-06,0.01645405759403035,3.981805507437176e-06,0.00035783885197704655,1.8811910934102842e-06,3.8094964702954774e-10,4.595708773517711e-10,2.891858537666242e-09,4.490341271076536e-13,1.27911141691529e-09,6.307797115055653e-06,8.70034516018169e-07
3.927059967803032e-06,0.6757523931063537,2.1754921513555884e-05,2.849226515041401e-07,1.5058278855608352e-06,0.00032397497096553517,0.0,0.0,2.2210790399933213e-05,7.595594262612485e-08,9.830061179742825e-07,5.25602224513875e-09,8.637136828720697e-08,1.8419799988919325e-17,4.2242966486921376e-13,1.5059406542771068e-09,3.187860629200666e-06,3.7116235200949477e-07,5.25431374219089e-13,3.1118861029618604e-14,2.053933562505818e-07,9.691900701766426e-09,2.9793384474909654e-11,7.966112937918622e-11,6.140322357620968e-11,4.2185182228482706e-08,7.421109562803106e-08,0.01676225152114397,3.453641675082427e-08,1.265971904870165e-07,1.4928345784605947e-12,9.864717170638942e-14,3.170316244443402e-08,3.106470206132249e-08,3.76,0.0,0.908249821878368,0.9999580999102131,3.4973712047275145e-05,4.210470793358261e-06,0.016763573694567047,4.169158864565398e-06,0.0003791365405477408,1.969460794934554e-06,4.2330414159577695e-10,5.109938121964358e-10,3.2410278948980878e-09,5.047397317153594e-13,1.4351578419383887e-09,6.410826971525025e-06,9.013995025815197e-07
4.000241772315475e-06,0.6757916061335446,2.278456399459498e-05,2.9858389571149133e-07,1.577446979107736e-06,0.0003432447953833035,0.0,0.0,2.329899793677533e-05,8.065906433900436e-08,1.0390098695086044e-06,5.6925070542439255e-09,9.027586049357024e-08,2.1565285734464767e-17,4.721143985918605e-13,1.6089846665317492e-09,3.211149825494093e-06,3.992331758420009e-07,5.964079131836951e-13,3.486541197791787e-14,2.195211513728959e-07,9.874088207706092e-09,3.180941741725779e-11,8.456400726994479e-11,6.303738657989383e-11,4.581535597475701e-08,7.922860505844657e-08,0.01707156788657507,3.725981522535655e-08,1.3491004430774857e-07,1.5690080851997948e-12,1.098876556392142e-13,3.391488621637209e-08,3.3642004304966674e-08,3.76,0.0,0.907917702599394,0.999955852897689,3.706694912661994e-05,4.330588553451918e-06,0.01707297764659638,4.363857498339128e-06,0.00040143043916472475,2.0612009593364504e-06,4.698677878912351e-10,5.675506772161467e-10,3.6274408181504316e-09,5.665763540293721e-13,1.6079965757178924e-09,6.513304998164772e-06,9.332485713394841e-07
4.073423576827917e-06,0.6758309233881842,2.3854931766617556e-05,3.127947011972383e-07,1.6519313856334867e-06,0.00036341518597171076,0.0,0.0,2.44329930092014e-05,8.560680800380418e-08,1.0976911269943941e-06,6.158691310185579e-09,9.435553723538506e-08,2.5214818600463082e-17,5.271327526474445e-13,1.7178780004698862e-09,3.2342112735119404e-06,4.2910848580727885e-07,6.760637793743138e-13,3.9025863896268324e-14,2.3448265307243107e-07,1.0056294795129895e-08,3.393878415206007e-11,8.971439724059528e-11,6.473420566988531e-11,4.9700753046253075e-08,8.452605578782152e-08,0.017380766852061663,4.015977486468155e-08,1.4367701825936306e-07,1.6496316490112246e-12,1.223121055422638e-13,3.62524874986595e-08,3.639362410912283e-08,3.76,0.0,0.9075846493648037,0.9999535059665678,3.925873196830068e-05,4.451530196305194e-06,0.01738226917607793,4.566179991094242e-06,0.0004247594858229519,2.1565439228507416e-06,5.210225243650964e-10,6.297084569168208e-10,4.0546579781233086e-09,6.351496839028005e-13,1.7992436305784994e-09,6.61523637440889e-06,9.655783440878192e-07
4.146605381340359e-06,0.6758703494258046,2.496757877142285e-05,3.2757645280478773e-07,1.7293933133435785e-06,0.00038452129582106277,0.0,0.0,2.5614559060569942e-05,9.081073359091197e-08,1.1591754520081742e-06,6.656256369913717e-09,9.861900655520618e-08,2.944494216061548e-17,5.880169464612405e-13,1.8329132114507154e-09,3.2570918524938844e-06,4.608876371006603e-07,7.653694006099919e-13,4.364285324823805e-14,2.503217316838632e-07,1.0238527164267672e-08,3.618713541476462e-11,9.512355442025229e-11,6.649741304484653e-11,5.3856244616850626e-08,9.011707449196526e-08,0.017689847875966384,4.3245827493697875e-08,1.5291982887983706e-07,1.7350260987390673e-12,1.3603766337114986e-13,3.872213101707469e-08,3.9329274339537997e-08,3.76,0.0,0.9072506216181574,0.9999510551676293,4.155296546671954e-05,4.573287390732062e-06,0.017691447996887176,4.776415771033466e-06,0.000449164087509553,2.2556272331604497e-06,5.77182856195e-10,6.979739659142899e-10,4.5265531764798055e-09,7.111202740293561e-13,2.0106576767860263e-09,6.71662648513194e-06,9.983854824283582e-07
4.2197871858528015e-06,0.675909888973817,2.6124119516647524e-05,3.4295139033386883e-07,1.8099495338013739e-06,0.0004065996018373122,0.0,0.0,2.6845546274784686e-05,9.628294911028336e-08,1.2235946659713262e-06,7.186967799919939e-09,1.0307527838394543e-07,3.4343335931095384e-17,6.553496699509287e-13,1.95439696792714e-09,3.2798387116389346e-06,4.946748106829456e-07,8.653959638461556e-13,4.876317989030423e-14,2.670843922172578e-07,1.0420792656698307e-08,3.8560396543359043e-11,1.0080329099742104e-10,6.833093124113221e-11,5.829746853367305e-08,9.601591791003164e-08,0.017998810391718547,4.65279561105167e-08,1.6266117200956514e-07,1.8255384815453944e-12,1.5119253079498143e-13,4.133026665098306e-08,4.245913941139898e-08,3.76,0.0,0.906915577272539,0.9999484963989933,4.395370612352011e-05,4.6958535755167986e-06,0.01800051381036577,4.994865525356425e-06,0.00047468617670982525,2.358593852591349e-06,6.387985354272232e-10,7.728971221561876e-10,5.047339487797337e-09,7.952082245595272e-13,2.244151969888788e-09,6.8174809402509965e-06,1.0316666895353265e-06
4.292968990365244e-06,0.6759495469381195,2.7326231370043623e-05,3.5894264234761704e-07,1.8937215689551091e-06,0.0004296879555099001,0.0,0.0,2.812787405539821e-05,1.0203613854519368e-07,1.2910871539305249e-06,7.752679461929415e-09,1.0773378305345671e-07,4.001038375418008e-17,7.297687213198972e-13,2.0826507342454443e-09,3.302499372372325e-06,5.305792332854063e-07,9.773253200024088e-13,5.4438197918477153e-14,2.848188733153857e-07,1.0603099313956803e-08,4.106478100969192e-11,1.0676601035707135e-10,7.023888790128053e-11,6.304086813274564e-08,1.0223750134218082e-07,0.018307653806766102,5.001661505558527e-08,1.7292476523646938e-07,1.921544366598762e-12,1.6791697897443566e-13,4.408364233423851e-08,4.579389707742345e-08,3.76,0.0,0.9065794726517045,0.9999458254001156,4.6465168155727986e-05,4.81922396869249e-06,0.018309466304854853,5.221841629599406e-06,0.0005013692700131507,2.4655923696413025e-06,7.063574575506712e-10,8.550744836890146e-10,5.621597524899414e-09,8.88198254489191e-13,2.501807247066192e-09,6.9178055959598435e-06,1.065418712084012e-06
4.366150794877686e-06,0.675989328409951,2.8575656941755914e-05,3.7557426136984414e-07,1.9808358863898466e-06,0.00045382563555438856,0.0,0.0,2.94635335886605e-05,1.0808359138879652e-07,1.3617981832480255e-06,8.355337798586406e-09,1.1260439064630311e-07,4.656095789673326e-17,8.11972063117313e-13,2.218011486894945e-09,3.3251218331953627e-06,5.687154071995547e-07,1.102460828109209e-12,6.072424216311122e-14,3.0357575071761924e-07,1.0785455941347632e-08,4.370680464079092e-11,1.1302474373226085e-10,7.222563170169224e-11,6.810373308721306e-08,1.0879742839528843e-07,0.018616377501483126,5.372275104901129e-08,1.8373539204852177e-07,2.023450354257641e-12,1.8636444835401173e-13,4.69893175165557e-08,4.9344741204047785e-08,3.76,0.0,0.9062422624290389,0.999943037745552,4.909172985133417e-05,4.943395580677714e-06,0.018618305155211054,5.457668593811091e-06,0.0005292585288971228,2.5767772191949854e-06,7.80388791797386e-10,9.451530699255558e-10,6.2543059973176006e-09,9.909451911883937e-13,2.785885669925989e-09,7.017606577728091e-06,1.0996383423551963e-06
4.439332599390128e-06,0.6760292386730014,2.9874206557817226e-05,3.9287126053063153e-07,2.0714241031887038e-06,0.0004790534024988879,0.0,0.0,3.085459049293773e-05,1.1443923388458612e-07,1.4358802379511465e-06,8.996986329150055e-09,1.1769743122142243e-07,5.4126448031191955e-17,9.027233338776395e-13,2.3608324659435973e-09,3.347754677431086e-06,6.092033502623339e-07,1.2422392259456798e-12,6.768309351342482e-14,3.234080454309569e-07,1.096787217741817e-08,4.649330056870081e-11,1.1959318958252054e-10,7.429574954532006e-11,7.350424239999466e-08,1.157120220309219e-07,0.01892498082803089,5.765782513091509e-08,1.951189477556026e-07,2.1316968092796163e-12,2.0670274634860808e-13,5.005467720939014e-08,5.3123405579252446e-08,3.76,0.0,0.90590389956424,0.9999401288384834,5.1837940183055424e-05,5.068367231365277e-06,0.018927030022304243,5.702683526215567e-06,0.0005584008227708687,2.6923089117907424e-06,8.614663638365683e-10,1.0438344900207718e-09,6.950874746060592e-09,1.1043799119576736e-12,3.09884589731309e-09,7.116890305208443e-06,1.1343224205298544e-06
4.512514403902571e-06,0.676069283210785,3.122376082819388e-05,4.108596517210022e-07,2.1656231988078197e-06,0.0005054135552855993,0.0,0.0,3.230318755695199e-05,1.2111766207873995e-07,1.5134933695307714e-06,9.679770365755286e-09,1.2302371595622053e-07,6.285706816294137e-17,1.0028578559640542e-12,2.5114839634920575e-09,3.370447184194821e-06,6.521688464638324e-07,1.3982436223361333e-12,7.538248653227597e-14,3.443713368177153e-07,1.1150358569584892e-08,4.9431434949768215e-11,1.2648575593091587e-10,7.645408513514305e-11,7.926150965951326e-08,1.229983569720752e-07,0.019233463109170654,6.183383554090696e-08,2.071024872441866e-07,2.246760838261194e-12,2.2911535148434393e-13,5.3287446641338516e-08,5.714218879748892e-08,3.76,0.0,0.9055643352376416,0.9999370939039905,5.4708525691497845e-05,5.1941395712687e-06,0.019235640552496797,5.9572366150399815e-06,0.0005888447943613366,2.812354272323301e-06,9.502123110123604e-10,1.1518794027467283e-09,7.717180452349378e-09,1.2295157742204695e-12,3.443359378294818e-09,7.215663519206828e-06,1.1694678371897922e-06
4.585696208415013e-06,0.6761094677142876,3.262627331283051e-05,4.2956648532016555e-07,2.2635757373907094e-06,0.0005329499899611659,0.0,0.0,3.381154756931368e-05,1.2813417679968267e-07,1.5948055650214445e-06,1.040594196136283e-08,1.2859455924753186e-07,7.29244789801716e-17,1.1132891838458999e-12,2.6703541510812757e-09,3.3932494429362183e-06,6.97743707621658e-07,1.572217714998727e-12,8.389666312484098e-14,3.6652388081882534e-07,1.1332926656447264e-08,5.25287234968788e-11,1.33717605913312e-10,7.870575905513209e-11,8.539563068433846e-08,1.306742935275223e-07,0.019541823637026026,6.626334157409271e-08,2.197142746299016e-07,2.3691595333398535e-12,2.538028332912308e-13,5.669570654908161e-08,6.141398026917737e-08,3.76,0.0,0.9052235187820933,0.9999339279820734,5.7708397649467496e-05,5.3207151068445165e-06,0.019544136377103387,6.22169162921131e-06,0.0006206409275291934,2.937086688583867e-06,1.0473010318763092e-09,1.2701123341792313e-09,8.559605233595999e-09,1.3674555738989856e-12,3.822327962607083e-09,7.31393331088241e-06,1.205071536041175e-06
4.658878012927455e-06,0.6761497980898998,3.4083773289264035e-05,4.490198915617139e-07,2.3654300999701414e-06,0.0005617082605319721,0.0,0.0,3.538197624183488e-05,1.3550482068809198e-07,1.6799931332409468e-06,1.1177865101125274e-08,1.3442180181590653e-07,8.452476809832926e-17,1.2350162409657425e-12,2.837849948097661e-09,3.41621247191857e-06,7.460660465837128e-07,1.7660813473631046e-12,9.330697635409256e-14,3.8992673354147704e-07,1.1515589057370228e-08,5.5793048870919846e-11,1.413047068171084e-10,8.105619049741599e-11,9.192773369026937e-08,1.3875851289511306e-07,0.019850061671792926,7.095948845234801e-08,2.3298383487452922e-07,2.4994535061836095e-12,2.809843980457291e-13,6.028790913094097e-08,6.595228740433718e-08,3.76,0.0,0.9048813976122998,0.9999306259203982,6.0842659519715266e-05,5.448098230121475e-06,0.01985251711183085,6.496426438654734e-06,0.0006538416176039382,3.066686370057852e-06,1.1534634534929032e-09,1.399426881581614e-09,9.485078356747476e-09,1.519399074694719e-12,4.2389029335236405e-09,7.411707153357858e-06,1.241130516879261e-06
4.7320598174398975e-06,0.6761902804676442,3.5598368625499564e-05,4.692491236081573e-07,2.4713407270293565e-06,0.0005917356420630363,0.0,0.0,3.7016865229123956e-05,1.4324641740899993e-07,1.7692411101151524e-06,1.199802114953424e-08,1.4051783485979868e-07,9.788183632819051e-17,1.369131097625432e-12,3.0143979333356876e-09,3.4393883410219496e-06,7.972805624393025e-07,1.9819475281680794e-12,1.0370254885360539e-13,4.146438804501204e-07,1.1698359569965822e-08,5.923267898071409e-11,1.4926388291277508e-10,8.351112078754941e-11,9.888003212158239e-08,1.4727055400790188e-07,0.020158176440394845,7.593603325097532e-08,2.4694200743551225e-07,2.6382507384692368e-12,3.108995713296501e-13,6.40728946912088e-08,7.077126402209476e-08,3.76,0.0,0.9045379171515328,0.999927182366769,6.411661471897572e-05,5.5762952527815205e-06,0.020160782356197306,6.781833554955445e-06,0.0006885012443308783,3.2013406174201525e-06,1.269491641860997e-09,1.5407913341060515e-09,1.0501121317281196e-08,1.6866511544225536e-12,4.696505576389711e-09,7.508992935934565e-06,1.277641838814141e-06
4.7979234415010954e-06,0.6762268498231486,3.701212879314278e-05,4.881438814879663e-07,2.570261125085375e-06,0.0006198858865746164,0.0,0.0,3.854542730200852e-05,1.5054558593328822e-07,1.8531962382685901e-06,1.2779550664665011e-08,1.462447852735092e-07,1.1161576878581288e-16,1.5014103733451401e-12,3.181399906095248e-09,3.4604725851570794e-06,8.459715735765184e-07,2.196955948671291e-12,1.1398144669978633e-13,4.3806838507450446e-07,1.1862957903491028e-08,6.24853907003981e-11,1.5675990628017496e-10,8.581492947959912e-11,1.0551564550668812e-07,1.5531404909541683e-07,0.020435373672701727,8.06665483454702e-08,2.6011971836645415e-07,2.77098251046918e-12,3.403762514355744e-13,6.76518440816586e-08,7.536055779130465e-08,3.76,0.0,0.9042275757707523,0.9999239576020773,6.718716296382728e-05,5.692375250963166e-06,0.020438121987350438,7.048161433795428e-06,0.0007209889027835471,3.327011833161307e-06,1.3830600729476545e-09,1.6791872645357817e-09,1.1499729201905502e-08,1.851436968594533e-12,5.1464893375381815e-09,7.5961397339925846e-06,1.310886400099403e-06
4.863787065562293e-06,0.6762635522547108,3.8475563191318004e-05,5.07714699953811e-07,2.6727189583122902e-06,0.0006491408746984919,0.0,0.0,4.013008266296027e-05,1.5817297123060406e-07,1.9407456620725443e-06,1.360424463308828e-08,1.5220982043087634e-07,1.271902894569658e-16,1.6456358686518762e-12,3.3564370449522858e-09,3.4818120670243235e-06,8.972434136532864e-07,2.4335213343605025e-12,1.2521489844738858e-13,4.6266283159496334e-07,1.2027667965715134e-08,6.589373411626106e-11,1.6458527040502942e-10,8.821300712370615e-11,1.1252837270283408e-07,1.6373616444595884e-07,0.02071246979177656,8.564679352692791e-08,2.7390574469744303e-07,2.911654950983142e-12,3.724862024064588e-13,7.140146421403494e-08,8.020049662675839e-08,3.76,0.0,0.9039160447328025,0.9999206095258526,7.03794917637414e-05,5.809128594277941e-06,0.020715367417312863,7.32377206510345e-06,0.0007547466116248425,3.4570820474127326e-06,1.5059889268473075e-09,1.8290172226698482e-09,1.2584730162889923e-08,2.0308898435499016e-12,5.635634691499126e-09,7.682904376480983e-06,1.3444929734822983e-06
4.929650689623491e-06,0.6763003927314937,3.999038389196887e-05,5.279854208062629e-07,2.7788404404052046e-06,0.0006795389121633396,0.0,0.0,4.1772766053607876e-05,1.6614263195921155e-07,2.0320441505617866e-06,1.4474179301381536e-08,1.5842322060561195e-07,1.4484303717510399e-16,1.8028328619418154e-12,3.5398650995344596e-09,3.5034474511522614e-06,9.512164698282635e-07,2.6936638726753796e-12,1.3748703592861877e-13,4.884805044177316e-07,1.2192502708507348e-08,6.946461613898865e-11,1.7275425864225907e-10,9.071031528388877e-11,1.1993689096851335e-07,1.725530832663901e-07,0.020989464159189803,9.088817933694335e-08,2.8832552678915573e-07,3.0608273375795544e-12,4.074539568238453e-13,7.53290770131193e-08,8.530286319242066e-08,3.76,0.0,0.9036032798040798,0.9999171337892214,7.369791575684993e-05,5.9265640381613466e-06,0.02099251831804626,7.608984301280356e-06,0.0007898184447796892,3.5917036816161864e-06,1.6390034697859434e-09,1.991167651224898e-09,1.3763041518433267e-08,2.2262163079632153e-12,6.167089670275783e-09,7.769293634375674e-06,1.3784595530170084e-06
4.995514313684689e-06,0.6763373763901571,4.155836236261686e-05,5.489807410025157e-07,2.888756432790034e-06,0.000711119605470198,0.0,0.0,4.347547673125827e-05,1.7446925160865528e-07,2.1272533340673754e-06,1.5391523182313833e-08,1.64895694252562e-07,1.6484149424101213e-16,1.9741116472342018e-12,3.732055274558225e-09,3.5254204287457957e-06,1.0080162386967519e-06,2.9795832429891204e-12,1.5088911262579244e-13,5.155769681952549e-07,1.2357476155070106e-08,7.320524808715072e-11,1.8128187489689e-10,9.33120982633895e-11,1.2776073890878083e-07,1.817816533373002e-07,0.021266356110977293,9.640258914336545e-08,3.034055140675043e-07,3.219101855236831e-12,4.4552252801321364e-13,7.94423049729838e-08,9.06799430043886e-08,3.76,0.0,0.9032892352449234,0.9999135258916251,7.714690210546381e-05,6.044691710876277e-06,0.02126957434931165,7.904128079145016e-06,0.0008262499766445918,3.7310345505330354e-06,1.782882940380691e-09,2.1665908808308184e-09,1.5042104747305247e-08,2.4387164311430947e-12,6.744241326090116e-09,7.855314655019027e-06,1.412784181524797e-06
5.061377937745887e-06,0.6763745085432079,4.3181331490068006e-05,5.707262434896741e-07,3.0026026213552197e-06,0.0007439239061406886,0.0,0.0,4.5240280542696726e-05,1.8316816902708443e-07,2.226542005641459e-06,1.635854110354972e-08,1.7163839567458365e-07,1.8748650071582575e-16,2.1606744341415716e-12,3.933394909675738e-09,3.547773805918133e-06,1.0677735327158802e-06,3.293674011228896e-12,1.6552009069156104e-13,5.440101620077238e-07,1.2522603485876025e-08,7.712315954211672e-11,1.9018388850404905e-10,9.602390348595197e-11,1.3602035647349768e-07,1.9143941371100378e-07,0.021543144956672616,1.0220239776857305e-07,3.1917320305556816e-07,3.38712701899687e-12,4.869548777858496e-13,8.374908319103417e-08,9.634454511485331e-08,3.76,0.0,0.9029738637581276,0.9999097811754988,8.07310760568422e-05,6.163523147597549e-06,0.021546535158262353,8.209544803610273e-06,0.0008640883333090719,3.875238055535366e-06,1.9384644878861175e-09,2.356309922386515e-09,1.6429923954360946e-08,2.6697908128617297e-12,7.3707332792305e-09,7.940974991512685e-06,1.4474649534230546e-06
5.127241561807085e-06,0.6764117946835538,4.486118767626076e-05,5.932484292549631e-07,3.120519700468687e-06,0.0007779941564748047,0.0,0.0,4.706931205895968e-05,1.9225541065531893e-07,2.3300864364365475e-06,1.737759844262385e-08,1.786629433947942e-07,2.1311644324961185e-16,2.363822823269104e-12,4.1442881893053966e-09,3.570551595741679e-06,1.130624694905767e-06,3.638542330061524e-12,1.8148727447983215e-13,5.738404974767283e-07,1.2687901131465713e-08,8.122621281131217e-11,1.994768824578043e-10,9.885160362873363e-11,1.4473712695914254e-07,2.0154462238698635e-07,0.021819829978301734,1.0830049083631134e-07,3.3565717661062367e-07,3.565601375739441e-12,5.320355627173243e-13,8.825767186478467e-08,1.0231002365362205e-07,3.76,0.0,0.9026571164356755,0.9999058948207612,8.445522671934537e-05,6.283071327564381e-06,0.021823400379023163,8.525587744527102e-06,0.0009033822455404035,4.024483385197748e-06,2.1066473904995332e-09,2.5614236018305874e-09,1.7935107176692485e-08,2.920948096764761e-12,8.050484564115127e-09,8.026282634327676e-06,1.4825000177776245e-06
5.193105185868283e-06,0.6764492404913195,4.6599893001989316e-05,6.165747505476711e-07,3.2426535642695598e-06,0.00081337413675497,0.0,0.0,4.89647767674691e-05,2.0174772446320168e-07,2.43807070474749e-06,1.845116554474386e-08,1.8598143925827438e-07,2.4211193404464714e-16,2.584965860666492e-12,4.3651568851385415e-09,3.5937991141917464e-06,1.1967118215808974e-06,4.017023993273506e-12,1.9890699312331536e-13,6.051309607086468e-07,1.2853386872199595e-08,8.552261810113288e-11,2.091783050841952e-10,1.0180142041473755e-10,1.5393342098823246e-07,2.121162850899548e-07,0.022096410429340605,1.1471028481339557e-07,3.5288714452519504e-07,3.755277494982192e-12,5.810724426981058e-13,9.297666925453588e-08,1.0859030020548286e-07,3.76,0.0,0.9023389427037696,0.9999018618391188,8.832431304739968e-05,6.403350714208492e-06,0.022100169632256327,8.852622446937345e-06,0.000944182103457987,4.178945723063104e-06,2.288397565413338e-09,2.7831120493219643e-09,1.9566910566306578e-08,3.193813014819581e-12,8.78770978755607e-09,8.111246045152511e-06,1.5178875815811521e-06
5.258968809929481e-06,0.6764868518399616,4.8399477461368946e-05,6.407336452955182e-07,3.369155505763543e-06,0.000850109113972762,0.0,0.0,5.092895332387753e-05,2.1166261571648591e-07,2.5506870395967047e-06,1.9581822335092748e-08,1.9360648829444066e-07,2.749008368136254e-16,2.825628728946153e-12,4.596441131943173e-09,3.617563080319364e-06,1.2661829935378696e-06,4.4322039698077925e-12,2.179053371620519e-13,6.37947218284877e-07,1.301907994577047e-08,9.002094946003828e-11,2.1930652548622472e-10,1.0487995015313632e-10,1.6363264260355845e-07,2.2317418515304633e-07,0.022372885533634045,1.2144574778121637e-07,3.708939854634136e-07,3.956966277492475e-12,6.343985089622131e-13,9.791502512994128e-08,1.151998870704202e-07,3.76,0.0,0.9020192902660668,0.9998976770681803,9.234347004771869e-05,6.524377298446021e-06,0.022376842524713735,9.191027156107572e-06,0.000986540012986545,4.3388064632771595e-06,2.4847523980410838e-09,3.0226425723160167e-09,2.1335285690734e-08,3.4901350090209166e-12,9.586940710711009e-09,8.195874193178858e-06,1.5536259132776823e-06
