Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47)
1.885310419171972e-07,0.6738182462526026,1.9455586265474314e-07,2.21629628595284e-09,9.68719092679644e-09,1.99448900711033e-07,0.0,0.0,2.772505250086751e-07,6.763545629430542e-11,2.7918932744372163e-10,3.971064652915592e-14,6.330655017568709e-10,9.705589054680035e-24,2.79434191012532e-17,2.3061502105643045e-13,3.3802496756376493e-07,1.7845506573741516e-10,1.1390171763624851e-19,5.557911765652035e-20,9.172318949036814e-11,3.512374605884548e-10,5.1585970400919934e-15,5.418366800853536e-14,3.577544530055459e-12,1.05356172956486e-13,1.58984874402676e-11,0.0008118907316934631,2.0253075508117507e-12,1.0711370153962826e-10,2.5588568851588484e-14,1.124211401059881e-18,1.683960519111728e-12,3.3993539133250663e-13,3.76,0.0,0.9245932431871994,0.9999997088980299,1.2238079653495629e-08,1.6954450739710602e-08,0.0008118917621990834,4.82260475967357e-08,4.190056236939727e-07,3.123622523280164e-08,1.8713258809596973e-15,1.8228280104745464e-15,1.3604018003055442e-15,3.196783102266888e-19,4.52651216534238e-16,3.528238288897009e-07,2.329475697351453e-09
1.95026909466219e-07,0.6738215639990927,2.0254209782124296e-07,2.3177553812538166e-09,1.023453121877688e-08,2.1503835782489288e-07,0.0,0.0,2.8726680234828306e-07,7.245491627504266e-11,3.1161273645292424e-10,4.577053751085415e-14,6.793695283425809e-10,1.0649507469702256e-23,2.932728974937161e-17,2.5575756336324735e-13,3.490767924138928e-07,1.9113433611984078e-10,1.3414098382255754e-19,6.444834632805583e-20,9.969134536102496e-11,3.672153586378042e-10,5.70742299346792e-15,5.846210303620994e-14,3.7113809238333304e-12,1.2255131333528088e-13,1.739938090507088e-11,0.0008398518107089473,2.238807482262072e-12,1.1433267865801923e-10,2.680029152961407e-14,1.2618872844006518e-18,1.8927339967767446e-12,3.8566903615235124e-13,3.76,0.0,0.924565242115096,0.9999996978159406,1.3456647087044946e-08,1.8121919882284972e-08,0.0008398529142478242,4.9836184336076795e-08,4.4433207350686257e-07,3.19885850480674e-08,2.112183061394904e-15,2.055079028447798e-15,1.58480583249594e-15,3.6699698833062996e-19,5.269208601936984e-16,3.6489214802372946e-07,2.4922640819508883e-09
2.015227770152408e-07,0.6738248817304008,2.1058468180624297e-07,2.419934866991052e-09,1.0788017462128685e-08,2.3125617815487772e-07,0.0,0.0,2.973160381819104e-07,7.744566223224018e-11,3.4635535964733236e-10,5.247729195601895e-14,7.2689622272941e-10,1.1649407740450283e-23,3.073462676796665e-17,2.8251984195220003e-13,3.6009041497421363e-07,2.0425941661480253e-10,1.5703801062871399e-19,7.431321385687266e-20,1.0802537393528744e-10,3.832359251142214e-10,6.2907464903080886e-15,6.291072979028846e-14,3.844841640015804e-12,1.418377670169193e-13,1.898538944309789e-11,0.0008678120405619924,2.4664252876675385e-12,1.2176752721879882e-10,2.8012852037546967e-14,1.4106676987933751e-18,2.118959272479832e-12,4.356299469104459e-13,3.76,0.0,0.9245372411255963,0.9999996866588958,1.4742523510078778e-08,1.9326839779621747e-08,0.0008678132196958194,5.1457704357106075e-08,4.7040636056407187e-07,3.274611142948709e-08,2.3743322069575493e-15,2.308209746202295e-15,1.836746817287688e-15,4.193840886495165e-19,6.10405989945851e-16,3.769546138077736e-07,2.6605155138164967e-09
2.080186445642626e-07,0.6738281994471221,2.1868400348909465e-07,2.5228402045833863e-09,1.1347389941932251e-08,2.4810674403773835e-07,0.0,0.0,3.0739850077907393e-07,8.260825977078705e-11,3.8347680123775535e-10,5.987171377474793e-14,7.755983986662882e-10,1.2707128264768758e-23,3.2166096254349065e-17,3.109366243330292e-13,3.710659693573443e-07,2.1783173173960877e-10,1.8282702347743085e-19,8.524055354980277e-20,1.1672731332305013e-10,3.9929391875297824e-10,6.909268074865114e-15,6.753016543694762e-14,3.977927012643093e-12,1.6338700932707748e-13,2.065817843462261e-11,0.0008957714212508922,2.708575010847099e-12,1.2941757702804767e-10,2.922596201498205e-14,1.5710047230573813e-18,2.3634072622577447e-12,4.900416129139468e-13,3.76,0.0,0.9245092402134829,0.999999675426382,1.6096441132172314e-08,2.0569078316860307e-08,0.0008957726785490215,5.309057958467616e-08,4.972337054612665e-07,3.3508824438423356e-08,2.6588735114881572e-15,2.583384153868529e-15,2.118531066767986e-15,4.7719916737929465e-19,7.039099405369017e-16,3.8901122890331227e-07,2.834226676955268e-09
2.145145121132844e-07,0.6738315171498506,2.268404181120347e-07,2.6264766983656847e-09,1.1912422037941999e-08,2.6559446646860513e-07,0.0,0.0,3.1751445700577233e-07,8.794327926162007e-11,4.2303439862350497e-10,6.799546376862356e-14,8.254301395377991e-10,1.3824585342666136e-23,3.3622404646647516e-17,3.410419498780608e-13,3.8200358921884775e-07,2.318527569984199e-10,2.1175354957988e-19,9.729877774115288e-20,1.257991181902894e-10,4.1538473651287774e-10,7.563672713506917e-15,7.232103109459081e-14,4.110637707627855e-12,1.8737793328551965e-13,2.2419377784635147e-11,0.0009237299527736206,2.9656694015975696e-12,1.3728227759600615e-10,3.0439387310960037e-14,1.743351449101866e-18,2.6268504432656954e-12,5.491314142597713e-13,3.76,0.0,0.9244812393735364,0.999999664117886,1.7519102411422748e-08,2.184850384742972e-08,0.0009237312908132452,5.473478858345665e-08,5.248193263642513e-07,3.427674099977351e-08,2.966929643048407e-15,2.8817961883958714e-15,2.4325762383507436e-15,5.40816494698771e-19,8.082789682947261e-16,4.0106199597056323e-07,3.013394256982208e-09
2.210103796623062e-07,0.6738348348391802,2.350542511596822e-07,2.7308494279976092e-09,1.2482916221778099e-08,2.8372378261222944e-07,0.0,0.0,3.276641723702656e-07,9.345129581974589e-11,4.65083286303897e-10,7.689104212783836e-14,8.763468629315077e-10,1.5003775627572502e-23,3.510429537758607e-17,3.7286918105360053e-13,3.9290340775890367e-07,2.4632401805737647e-10,2.440745714449098e-19,1.1055785371269136e-19,1.3524267216294495e-10,4.3150433593652095e-10,8.254630989748982e-15,7.728395216842045e-14,4.24297463726943e-12,2.1399686257340946e-13,2.4270584220584146e-11,0.0009516876351278358,3.2381201365534473e-12,1.4536119233550786e-10,3.165293868943453e-14,1.928162018852765e-18,2.9100623645323743e-12,6.131306396093414e-13,3.76,0.0,0.9244532386005363,0.999999652732894,1.9011183853453648e-08,2.3164985191435145e-08,0.0009516890564941676,5.6390315641710164e-08,5.531684402409535e-07,3.5049875826407446e-08,3.2996459623483547e-15,3.204669861204205e-15,2.7814133283203654e-15,6.106253408014099e-19,9.244032587581422e-16,4.1310691766848297e-07,3.1980149411196e-09
2.27506247211328e-07,0.6738381525157046,2.433258018727164e-07,2.835963213325331e-09,1.3058700520177652e-08,3.024991536102556e-07,0.0,0.0,3.3784791107411847e-07,9.913288928314062e-11,5.096764625216318e-10,8.66017721568554e-14,9.283053665962486e-10,1.6246778611536128e-23,3.6612546115152816e-17,4.0645105009702075e-13,4.037655577239617e-07,2.6124708996493697e-10,2.8005868251399473e-19,1.250892832061412e-19,1.4505979867939713e-10,4.4764916705630514e-10,8.982800173501114e-15,8.241955862601835e-14,4.374938897073014e-12,2.4343755997907285e-13,2.6213363474821917e-11,0.0009796444683108836,3.5263380292986878e-12,1.5365399307716807e-10,3.286646412494175e-14,2.125891671523816e-18,3.2138171997817343e-12,6.822745050317264e-13,3.76,0.0,0.9244252378892582,0.9999996412708944,2.0573339344167993e-08,2.451839163405009e-08,0.0009796459755973264,5.805714999128794e-08,5.822862640425512e-07,3.5828242071701815e-08,3.658190751399037e-15,3.553259396520395e-15,3.1676886804099953e-15,6.870302630607564e-19,1.0532179357449249e-15,4.251459966547689e-07,3.3880854181962594e-09
2.340021147603498e-07,0.6738414701800178,2.516553463730952e-07,2.9418225973231803e-09,1.3639625390381065e-08,3.21925062654564e-07,0.0,0.0,3.4806593606574696e-07,1.0498864419263025e-10,5.568648576332622e-10,9.717178509351385e-14,9.812638591742024e-10,1.755575915322942e-23,3.8147966468922667e-17,4.4181970187053553e-13,4.1459017140837877e-07,2.76623596420318e-10,3.199862451323505e-19,1.4096608518227394e-19,1.5525227052582094e-10,4.638161124205129e-10,9.748825187666442e-15,8.772848523527045e-14,4.506531716830963e-12,2.759012317976431e-13,2.8249252353399876e-11,0.0010076004523198018,3.830733230471685e-12,1.6216045488194938e-10,3.407984237365975e-14,2.3369968007752263e-18,3.538889339366861e-12,7.568021730785756e-13,3.76,0.0,0.9243972372344734,0.9999996297313734,2.220620308128539e-08,2.590859292391459e-08,0.0010076020481281204,5.973528514745098e-08,6.121780157777494e-07,3.6611851830390754e-08,4.0437554498009626e-15,3.92884937970256e-15,3.594166010437596e-15,7.704513945291446e-19,1.1957040722849511e-15,4.3717923558586016e-07,3.5836023786467997e-09
2.404979823093716e-07,0.6738447878327135,2.600431404669286e-07,3.048431843060586e-09,1.4225560961317875e-08,3.4200601329125765e-07,0.0,0.0,3.5831850909624575e-07,1.1101914977274823e-10,6.066974035727529e-10,1.0864600594067589e-13,1.0351819778875772e-09,1.89329700526509e-23,3.9711396093383226e-17,4.79006733352923e-13,4.253773806560431e-07,2.924552090885361e-10,3.6414955116141696e-19,1.5826278163690618e-19,1.6582181820662124e-10,4.800024343119212e-10,1.0553339485558989e-14,9.3211371768133e-14,4.6377544236814e-12,3.1159652853901603e-13,3.037976069347544e-11,0.0010355555871513233,4.1517154184022295e-12,1.7088045113310015e-10,3.529297761748964e-14,2.5619350197747423e-18,3.886053019042042e-12,8.369567716037767e-13,3.76,0.0,0.924369236630949,0.9999996181138194,2.391039215119526e-08,2.733545927153912e-08,0.0010355572740918084,6.142471833898622e-08,6.428489155093437e-07,3.7400716501346606e-08,4.457554897163727e-15,4.3327549151420825e-15,4.0637284477755934e-15,8.6132473409782e-19,1.3528897037911547e-15,4.492066371169384e-07,3.784562514510897e-09
2.4699384985839336e-07,0.6738481054743861,2.684894221718762e-07,3.155794942664667e-09,1.4816394603429694e-08,3.62746527928896e-07,0.0,0.0,3.6860589077724223e-07,1.172249999135676e-10,6.592211039279103e-10,1.2107014025011834e-13,1.0900207948549965e-09,2.038075468107548e-23,4.130370313853183e-17,5.180432301201853e-13,4.361273168619844e-07,3.087436469602797e-10,4.128529854932375e-19,1.7705538630470548e-19,1.7677013726743408e-10,4.962057284422448e-10,1.1396965848876769e-14,9.886886317223981e-14,4.768608415749061e-12,3.5073954224068207e-13,3.2606373212178404e-11,0.001063509872801881,4.489693980711394e-12,1.7981394889297366e-10,3.650579503502012e-14,2.8011652322844295e-18,4.2560819836319166e-12,9.229854120423541e-13,3.76,0.0,0.9243412360734461,0.9999996064177206,2.5686508787443484e-08,2.8798861347714215e-08,0.001063511653493508,6.312545001158378e-08,6.743041862923323e-07,3.819484702058653e-08,4.900827580638935e-15,4.766321793396378e-15,4.579380594272168e-15,9.60102438611852e-19,1.52585084381228e-15,4.6122820390192974e-07,3.990962519432558e-09
2.534897174074151e-07,0.6738514231056301,2.7699441397026313e-07,3.2639156338322076e-09,1.5412028793483513e-08,3.8415114653276904e-07,0.0,0.0,3.789283406396027e-07,1.2360679315354233e-10,7.144811041348944e-10,1.3449066179110098e-13,1.1457428137936034e-09,2.1901549673475456e-23,4.292578299225829e-17,5.589598001398256e-13,4.468401109739723e-07,3.254906757560475e-10,4.664131925848003e-19,1.9742139600088007e-19,1.8809889469470296e-10,5.124238833658086e-10,1.2280317116714862e-14,1.0470160971799375e-13,4.89909514348169e-12,3.935538006954157e-13,3.493055125027519e-11,0.0010914633092676098,4.845078187330262e-12,1.8896100451113245e-10,3.771823715331335e-14,3.055147709247671e-18,4.649749183481085e-12,1.0151392068959699e-12,3.76,0.0,0.9243132355567193,0.9999995946425649,2.7535142346961944e-08,3.0298670281925877e-08,0.001091465186338196,6.483748340059676e-08,7.065490550348685e-07,3.899425400844266e-08,5.374835886372033e-15,5.230926667037735e-15,5.1442506010780966e-15,1.0672531170437714e-18,1.7157125027031098e-15,4.732439385935051e-07,4.202799088659391e-09
2.599855849564369e-07,0.6738547407270404,2.855583247885712e-07,3.3727974191147102e-09,1.6012379240789192e-08,4.0622442548688206e-07,0.0,0.0,3.892861171917997e-07,1.3016513266338767e-10,7.725207613106267e-10,1.489548010322458e-13,1.2023119588652244e-09,2.349788768739012e-23,4.457855725885629e-17,6.017866051929244e-13,4.5751589349410414e-07,3.4269810737388997e-10,5.251592460965908e-19,2.1943978433680285e-19,1.9980973451744877e-10,5.286550448455049e-10,1.3203996855906848e-14,1.1071026712931572e-13,5.029216095673573e-12,4.40270258915583e-13,3.735373441455174e-11,0.0011194158965443489,5.2182773554279155e-12,1.9832175946930281e-10,3.8930260835167534e-14,3.3243441704489584e-18,5.0678265014125165e-12,1.1136732861874028e-12,3.76,0.0,0.9242852350755169,0.9999995827878414,2.9456871040406786e-08,3.183475766077669e-08,0.001119417872630707,6.656082416836174e-08,7.395887532626657e-07,3.9798947876924956e-08,5.880866353682821e-15,5.727977234681753e-15,5.76159226371703e-15,1.1832621267830751e-18,1.9236497095370598e-15,4.852538438430822e-07,4.4200689190418785e-09
2.6648145250545867e-07,0.6738580583392124,2.941813517319806e-07,3.4824435856417982e-09,1.661737324278078e-08,4.28970936602621e-07,0.0,0.0,3.99679477977503e-07,1.3690062623099238e-10,8.333817133444198e-10,1.6451053437597854e-13,1.2596935571266061e-09,2.517240023237098e-23,4.626297293109311e-17,6.465533902107445e-13,4.681547944803821e-07,3.6036779937890925e-10,5.89432821799923e-19,2.431909976177399e-19,2.1190428271737297e-10,5.448975845220127e-10,1.4168599980618005e-14,1.1689549670159425e-13,5.158972788625738e-12,4.911272881314705e-13,3.987734212337954e-11,0.0011473676346276458,5.60970100671112e-12,2.0789643644869222e-10,4.014183478262539e-14,3.609217870083859e-18,5.511084508053524e-12,1.2188468127233373e-12,3.76,0.0,0.9242572346245801,0.9999995708530385,3.145226344868956e-08,3.3406995526412465e-08,0.001147369712375734,6.829548009480301e-08,7.734285177932778e-07,4.060893891437123e-08,6.420229931205067e-15,6.258912432826016e-15,6.434787135686527e-15,1.3086318722178586e-18,2.1508885375665952e-15,4.972579223008259e-07,4.642768709032646e-09
2.7297732005448044e-07,0.6738613759427424,3.028636816138621e-07,3.5928572250082953e-09,1.722694824204632e-08,4.5239526625431246e-07,0.0,0.0,4.101086796324071e-07,1.4381388624733721e-10,8.97103946979939e-10,1.8120657409852756e-13,1.3178543156960035e-09,2.692782057375888e-23,4.7980001726889287e-17,6.932895107520137e-13,4.787569435482815e-07,3.785016545319437e-10,6.595883739457172e-19,2.687569527792113e-19,2.2438415152994492e-10,5.611500723798614e-10,1.5174713326853015e-14,1.2325796540705332e-13,5.288366758038221e-12,5.463706625833675e-13,4.250277506008254e-11,0.00117531852351276,6.0197590175006154e-12,2.1768533560630444e-10,4.135293747026914e-14,3.910233685216669e-18,5.980292243611828e-12,1.3309229960998526e-12,3.76,0.0,0.9242292341986424,0.9999995588376456,3.352187985173604e-08,3.5015256374954727e-08,0.0011753207055778263,7.004146080971633e-08,8.08073591339564e-07,4.142423734512768e-08,6.994262234572476e-15,6.825202635220453e-15,7.16734666081358e-15,1.4438821058300036e-18,2.398707133516692e-15,5.092561766156504e-07,4.870895158685751e-09
2.794731876035022e-07,0.6738646935382265,3.1160549230747436e-07,3.7040412531896146e-09,1.784105056126666e-08,4.765020146262372e-07,0.0,0.0,4.2057397794019523e-07,1.5090552969339733e-10,9.637258646756594e-10,1.990923589548006e-13,1.3767622945660607e-09,2.876698671123184e-23,4.973063956702552e-17,7.420239587763055e-13,4.893224698723095e-07,3.9710162035505563e-10,7.359933152080737e-19,2.962210371987717e-19,2.3725094320678276e-10,5.774112525789537e-10,1.622291618661856e-14,1.2979834598812894e-13,5.4173995532599144e-12,6.06253544343273e-13,4.52314165385366e-11,0.0012032685631946632,6.448861761951539e-12,2.2768883104810352e-10,4.256355544070432e-14,4.227858206825454e-18,6.476217024294047e-12,1.4501691054384968e-12,3.76,0.0,0.9242012337924295,0.9999995467411514,3.566627339146492e-08,3.665941315493843e-08,0.0012032708522413899,7.179877756022294e-08,8.435292230534138e-07,4.224485336553778e-08,7.604323805263221e-15,7.428349859420288e-15,7.962914324479926e-15,1.5895502319137841e-18,2.668436750980379e-15,5.212486094352192e-07,5.104444969655944e-09
2.85969055152524e-07,0.6738680111262628,3.204069539341271e-07,3.815998429741635e-09,1.8459634295341844e-08,5.012957950588433e-07,0.0,0.0,4.310756278873299e-07,1.5817617812801522e-10,1.0332843500540038e-09,2.1821804540775892e-13,1.4363868759291807e-09,3.069284443057573e-23,5.1515906171002594e-17,7.927853868330026e-13,4.998515021875567e-07,4.161696887318322e-10,8.190282002404558e-19,3.2566811019578317e-19,2.5050625330553764e-10,5.93680022245103e-10,1.73137808060848e-14,1.3651731704079833e-13,5.546072733186688e-12,6.710364663917122e-13,4.806463378531549e-11,0.0012312177536680435,6.897420248773832e-12,2.379073674876503e-10,4.3773681901087747e-14,4.5625598332382376e-18,6.999624271588781e-12,1.5768564808541192e-12,3.76,0.0,0.9241732334006586,0.9999995345630457,3.7885991089116356e-08,3.833933926575558e-08,0.001231220152370688,7.356744301031693e-08,8.798006690109369e-07,4.307079716606137e-08,8.251800370160534e-15,8.069887980117198e-15,8.82526782374399e-15,1.746191612923384e-18,2.9614627881714355e-15,5.332352234059476e-07,5.343414845197963e-09
2.9246492270154575e-07,0.6738713287074488,3.292682299020518e-07,3.928731375544681e-09,1.9082660341663055e-08,5.26781233482638e-07,0.0,0.0,4.4161388371642306e-07,1.6562645767672718e-10,1.105814831776955e-09,2.3863449944269245e-13,1.4966987308019536e-09,3.270845042904445e-23,5.3336844750497405e-17,8.456021307907261e-13,5.103441687912401e-07,4.357078955405664e-10,9.09086912892942e-19,3.5718450605439933e-19,2.641516735683511e-10,6.099554128443482e-10,1.8447872851432047e-14,1.4341556308970263e-13,5.674387863155805e-12,7.409873141643159e-13,5.1003779142806576e-11,0.0012591660949273057,7.365846251798539e-12,2.483414570794261e-10,4.4983315565510166e-14,4.9148088653919934e-18,7.55127736270582e-12,1.7112605436650577e-12,3.76,0.0,0.924145233018039,0.9999995223028173,4.0181574735457445e-08,4.0054908556104136e-08,0.0012591686059698396,7.534747106889314e-08,9.168931926411209e-07,4.390207894825597e-08,8.938103101507313e-15,8.751382948915772e-15,9.758321256368159e-15,1.9143798784786463e-18,3.2792258302759153e-15,5.452160211730027e-07,5.587801490165808e-09
2.989607902505675e-07,0.6738746462823842,3.3818947781529404e-07,4.0422425889098666e-09,1.9710095551255166e-08,5.529629679284875e-07,0.0,0.0,4.52188998978119e-07,1.7325699902151702e-10,1.1813513457274457e-09,2.603932889305756e-13,1.5576697836060113e-09,3.4816975516833864e-23,5.519452178442799e-17,9.005022312388805e-13,5.208005975442378e-07,4.557183203182337e-10,1.0065768571839312e-18,3.908580384467957e-19,2.781887944413026e-10,6.262365738184095e-10,1.9625751845368327e-14,1.50493774655831e-13,5.802346512540662e-12,8.163813057660005e-13,5.405019119780489e-11,0.0012871135869665764,7.854552434715586e-12,2.589916764167111e-10,4.6192459698217394e-14,5.285077603338009e-18,8.131937500588364e-12,1.8536608053791507e-12,3.76,0.0,0.9241172326392709,0.999999509959956,4.255356167009309e-08,4.180599532244256e-08,0.0012871162130428187,7.713887674140021e-08,9.548120651054312e-07,4.473870893852511e-08,9.664668877137655e-15,9.474433020324032e-15,1.0766127328774e-14,2.094707237131043e-18,3.623222696632086e-15,5.571910053803059e-07,5.837601611012018e-09
3.054566577995893e-07,0.6738779638516683,3.471708502716639e-07,4.156534460242371e-09,2.0341911985723574e-08,5.798456481043473e-07,0.0,0.0,4.6280122658150637e-07,1.8106843739146937e-10,1.2599265954141632e-09,2.8354667650918546e-13,1.6192731752382294e-09,3.702170789614776e-23,5.709002686352146e-17,9.575134536720197e-13,5.312209158726184e-07,4.762030859531675e-10,1.111919152117984e-18,4.267780061487929e-19,2.926192072787802e-10,6.42522758210288e-10,2.0847971576906693e-14,1.577526483169717e-13,5.929950252969469e-12,8.975009710325466e-13,5.720519583994412e-11,0.0013150602297797038,8.363952470284208e-12,2.6985866368454887e-10,4.740112132309361e-14,5.673840443758214e-18,8.742363602033e-12,2.004340875513495e-12,3.76,0.0,0.9240892322590453,0.9999994975339511,4.5002485463666445e-08,4.359247430744974e-08,0.0013150629735934542,7.894167600089924e-08,9.935625656369554e-07,4.5580697397314074e-08,1.043296054096008e-14,1.024066898374433e-14,1.1852879582935297e-14,2.2877847909930445e-18,3.995007492957837e-15,5.691601786705325e-07,6.09281191578697e-09
3.1195252534861106e-07,0.6738812814159021,3.5621249556370343e-07,4.271609285405669e-09,2.0978086267064537e-08,6.074339350302721e-07,0.0,0.0,4.7345081884303537e-07,1.8906141255429293e-10,1.3415720105418974e-09,3.0814761295342633e-13,1.6814832250811142e-09,3.932605651699168e-23,5.902447259413808e-17,1.0166633075352096e-12,5.416052507691633e-07,4.971643584044976e-10,1.2255488303977851e-18,4.650351999310005e-19,3.074445062710512e-10,6.588133100435257e-10,2.2115080486730237e-14,1.651928867613577e-13,6.057200657066062e-12,9.846361296048074e-13,6.047010725404325e-11,0.0013430060233602594,8.894461154297725e-12,2.8094311595893103e-10,4.8609310571614745e-14,6.081573978388901e-18,9.383312202533455e-12,2.1635884683177264e-12,3.76,0.0,0.9240612318720449,0.9999994850242918,4.7528876514857286e-08,4.5414220698490456e-08,0.0013430088876254305,8.075588567594553e-08,1.0331499818444917e-06,4.642805462411472e-08,1.1244467163644074e-14,1.1051754401213616e-14,1.3022914642180345e-14,2.4942428532728007e-18,4.3961926688344995e-15,5.811235436851144e-07,6.353429114138144e-09
3.1844839289763283e-07,0.673884598975687,3.6531455829286413e-07,4.387469277771836e-09,2.1618599009010033e-08,6.357325007248393e-07,0.0,0.0,4.841380275338796e-07,1.9723656880869144e-10,1.4263178037055787e-09,3.3424973100745954e-13,1.7442753923498926e-09,4.1733554508628456e-23,6.09989945521129e-17,1.0779790641938392e-12,5.519537287948807e-07,5.186043464466034e-10,1.3479150410514723e-18,5.057219105081374e-19,3.226662901295535e-10,6.751076532416196e-10,2.3427622030106223e-14,1.7281519883522476e-13,6.184099297542467e-12,1.0780838681692433e-12,6.384622885025011e-11,0.0013709509677015414,9.446494514570269e-12,2.9224578664392183e-10,4.981704014524073e-14,6.508757093116189e-18,1.0055537376535057e-11,2.331695408471373e-12,3.76,0.0,0.9240332314729424,0.9999994724304674,5.013326257277395e-08,4.727111012608614e-08,0.001370953955142286,8.258152335353859e-08,1.0735796099844965e-06,4.7280790960476835e-08,1.2100704303457514e-14,1.1909385850642024e-14,1.4280714475852382e-14,2.714731268720754e-18,4.828450080645584e-15,5.930811030642411e-07,6.619449917309428e-09
3.314401279956764e-07,0.6738912340843219,3.837004989978561e-07,4.621553265177655e-09,2.2912579526856015e-08,6.94479210016528e-07,0.0,0.0,5.056262988307987e-07,2.141360244039936e-10,1.605225610816638e-09,3.9117541984596957e-13,1.8715133813258746e-09,4.687277329816671e-23,6.507292439765372e-17,1.2072162792706298e-12,5.725436183280396e-07,5.629295171618039e-10,1.6207254905826363e-18,5.947606009509309e-19,3.543057380827214e-10,7.077057547496799e-10,2.6191153897645207e-14,1.886089102874374e-13,6.436847575316175e-12,1.285141624585588e-12,7.093726739717675e-11,0.001426838308638114,1.0616806144727634e-11,3.155090643439402e-10,5.223118153524809e-14,7.423399685069725e-18,1.1496821090782524e-11,2.6956752079359822e-12,3.76,0.0,0.923977230617075,0.99999944698828,5.55781199984205e-08,5.1089822819688466e-08,0.0014268415506440582,8.626715639301253e-08,1.1569867316953704e-06,4.900244255276754e-08,1.3953566376193238e-14,1.3771239746611131e-14,1.707827684294708e-14,3.2004981466878412e-18,5.7931725043239704e-15,6.169788154706792e-07,7.1676891910656034e-09
3.4313268958391565e-07,0.6738972056729342,4.004558659291621e-07,4.8349349947361914e-09,2.40918705048107e-08,7.498274879839465e-07,0.0,0.0,5.250969073737808e-07,2.2997514992376457e-10,1.7771259974023168e-09,4.4809439382638675e-13,1.987794181363034e-09,5.1888953588591896e-23,6.888838492932694e-17,1.331206451307142e-12,5.909531492826407e-07,6.0448240543139e-10,1.9009361165872926e-18,6.841612740959174e-19,3.841533985487538e-10,7.370525501557145e-10,2.883907373216221e-14,2.0345318102781676e-13,6.663133751677669e-12,1.4962109506545257e-12,7.771242576147607e-11,0.001477134011009918,1.1747903408573347e-11,3.372009493464779e-10,5.440250261693809e-14,8.317950275326808e-18,1.2908454764998856e-11,3.056567890066289e-12,3.76,0.0,0.9239268297517681,0.9999994237973405,6.07504897056035e-08,5.4645614773948444e-08,0.0014771374915464447,8.962349912363668e-08,1.2349868232197608e-06,5.057043022899095e-08,1.578987625251077e-14,1.562380063600211e-14,1.994425866211158e-14,3.692602786578123e-18,6.78571603431513e-15,6.384669278241958e-07,7.679551905789779e-09
3.546448757291019e-07,0.6739030851358478,4.17146079716226e-07,5.0475412498430236e-09,2.5266540489891242e-08,8.066415755389813e-07,0.0,0.0,5.443900221768175e-07,2.4615658284460725e-10,1.9565979911243945e-09,5.097302784223022e-13,2.1037983776697238e-09,5.721373318995217e-23,7.279008934439436e-17,1.4605444849194345e-12,6.08967083795908e-07,6.469449882369989e-10,2.2119396026795715e-18,7.813405139321981e-19,4.148202311527817e-10,7.659525576668113e-10,3.159801123234204e-14,2.1865582183427868e-13,6.884839441436881e-12,1.728832177164456e-12,8.475446388603259e-11,0.0015266511378130715,1.2936060274247467e-11,3.5926264863481385e-10,5.653914099923234e-14,9.267641469012891e-18,1.4408635459878258e-11,3.4445454338570668e-12,3.76,0.0,0.9238772062764998,0.9999994006899868,6.609788110957011e-08,5.8255929008158664e-08,0.001526654861984377,9.296453238403388e-08,1.314530317124914e-06,5.213141533533881e-08,1.7763636935783472e-14,1.7622343201734815e-14,2.311851000410202e-14,4.2322849103342036e-18,7.889410809739738e-15,6.596052163024845e-07,8.200573201328157e-09
3.661570618742881e-07,0.6739089645972869,4.340288505192978e-07,5.262654848594899e-09,2.6454655533578866e-08,8.657837681015247e-07,0.0,0.0,5.638064470183645e-07,2.629238664960716e-10,2.146347375867253e-09,5.772406804413131e-13,2.22120522587581e-09,6.294601445345364e-23,7.68429233955799e-17,1.5972329745521546e-12,6.26870977631378e-07,6.909600421185961e-10,2.5608137020104343e-18,8.88175829145651e-19,4.4676598530026356e-10,7.948569974491338e-10,3.451054147688239e-14,2.344454456715343e-13,7.1054726667492045e-12,1.9879790335894152e-12,9.217203049153901e-11,0.0015761655971597709,1.4200529013348753e-11,3.820291997441156e-10,5.867472017476568e-14,1.028850852333426e-17,1.6022410797673576e-11,3.8666967250175346e-12,3.76,0.0,0.923827582652494,0.9999993773077293,7.170101281951079e-08,6.197408803476354e-08,0.0015761695737429868,9.634186558465879e-08,1.3968290912728097e-06,5.370951239096602e-08,1.9911316321875978e-14,1.9804755814343394e-14,2.6672897362864853e-14,4.831059811785723e-18,9.13012938448442e-15,6.807253248004188e-07,8.738498416665805e-09
