Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40)
1.0630182369725439e-07,0.81658856944603,3.76,0.0,0.9783279845032758,0.999974278203827,5.130503584367141e-06,0.0016733641082549578,3.6679970611064035e-06,0.02025643440717478,0.02026514846402702,1.459998416547092e-09,0.00010035553441855314,4.301121697343589e-06,3.6539931418070548e-06,1.1781980333148838e-06,1.8320111785911898e-05,3.152156595081526e-08,1.664111767974204e-06,4.792199088130232e-05,0.00014316034827257075,1.3327957254532994e-06,5.046122429036776e-07,2.432786329446955e-07,1.3021127941691985e-06,7.353923601818429e-07,5.690772335823434e-10,1.437202585115438e-10,1.0631777198546983e-10,2.7861406894130184e-10,1.600219079051934e-16,1.5224502128547332e-09,4.902585503352648e-10,2.501617821176921e-11,6.795617467171242e-15,1.6770323517145213e-15,0.00011041252851513782,1.2394028182185052e-07,9.075589074119273e-05,2.157391554594531e-08,3.8905191009055975e-15,1.0592946647138933e-12,1.2096716838061243e-05,1.192077322836121e-12,2.874584651301628e-12,3.1406699190709133e-09,4.2802287898741124e-11,1.2985530508598846e-09,3.2222018326721507e-12,1.481524108437786e-16,2.989879748403188e-15,8.473121583756599e-10,1.5877798894070195e-14,5.8123559726701115e-15,6.931265362500823e-12,1.9317296764026312e-16,2.437961833605049e-19,1.8093177260662017e-17,1.517419525153241e-07,1.574515917903361e-10,3.4094067461806416e-12,1.8479792459646394e-13,3.278161349411996e-13,1.8820342464562548e-08,8.801399341315157e-06,7.860746178912382e-10,0.0016504305660332153
1.098998145096055e-07,0.8166944002622193,3.76,0.0,0.9775790993959459,0.9999729453240825,5.678505844000664e-06,0.001730015198194868,3.927549989796678e-06,0.02093386823071753,0.020943198345570114,1.5089864725104452e-09,0.0001092119519431452,4.5241388583624434e-06,3.950456212862674e-06,1.3223952533114227e-06,1.8989828024569887e-05,3.374130102937659e-08,1.7499889475243509e-06,5.0726101283289164e-05,0.0001545236346777146,1.3986062479640158e-06,5.410415652682691e-07,2.6227815990302223e-07,1.4273599111429955e-06,7.812159197956563e-07,6.654221430124833e-10,1.7214390588101917e-10,1.1185339762612117e-10,3.1175645259558127e-10,1.919011975035245e-16,1.6416018113305465e-09,5.729164246736724e-10,2.987207752810838e-11,8.008894032030797e-15,2.0049323503179078e-15,0.00011399084743613152,1.3229402340965188e-07,9.311883662737554e-05,2.3799393857059104e-08,4.356090930732541e-15,1.1222107031924546e-12,1.2612756344667225e-05,1.4017115282682503e-12,3.423813511059805e-12,3.2310573145813357e-09,4.60393121887098e-11,1.4408073413557822e-09,3.4655165952259574e-12,1.6990613633489032e-16,3.446978302237051e-15,9.510844918890085e-10,1.912852421820072e-14,6.975564462575454e-15,8.044779143853924e-12,2.2810684079075747e-16,2.9163987040911586e-19,2.2909051009754714e-17,1.5897077488307812e-07,1.6902082712904681e-10,3.964151282442822e-12,2.048976448414417e-13,3.642808227882148e-13,2.0369143406326348e-08,9.094655664641227e-06,8.72214307368222e-10,0.0017056428291667193
1.1349780532195661e-07,0.8168002366613971,3.76,0.0,0.9768301990925402,0.9999715703725972,6.264291751762835e-06,0.0017866588840263764,4.196407689540811e-06,0.021610765442938933,0.021620734595665856,1.5579357862422376e-09,0.00011856040020592941,4.749326954917382e-06,4.25786121590318e-06,1.4780467225632074e-06,1.9665474558595663e-05,3.6043081967462024e-08,1.8380264458758009e-06,5.3612900446940495e-05,0.00016645725974020207,1.4661165098238692e-06,5.792091145454909e-07,2.8216678629569987e-07,1.5600893628531236e-06,8.284939899451018e-07,7.746573481106366e-10,2.0512159343592503e-10,1.1752832319467225e-10,3.478593088437474e-10,2.2892227149077496e-16,1.7665860539502717e-09,6.66633810204728e-10,3.5488704511131715e-11,9.395020766672048e-15,2.3845419047107562e-15,0.00011755909565681564,1.4090857378692672e-07,9.544377099367158e-05,2.617208786658749e-08,4.863559298299789e-15,1.1873349625991815e-12,1.313547322973061e-05,1.6405381260331796e-12,4.055372086026214e-12,3.320253798596818e-09,4.9417069822945316e-11,1.5936505905204802e-09,3.718425695011151e-12,1.9413499020250525e-16,3.9581416616104364e-15,1.0631131973444202e-09,2.291828109327843e-14,8.323932946878906e-15,9.297220711910562e-12,2.679668700234051e-16,3.470553994706613e-19,2.8806102524934506e-17,1.663255131795028e-07,1.81032141476725e-10,4.585408802370627e-12,2.2647835426099506e-13,4.0312113655217966e-13,2.198878322728486e-08,9.38755303712904e-06,9.645467655112914e-10,0.0017608124890037844
1.1709579613430772e-07,0.816906080720563,3.76,0.0,0.9760812691822549,0.999970152297746,6.889162675188414e-06,0.001843294485031912,4.4746398384153335e-06,0.022287125840292767,0.022297757265253126,1.6068463478840883e-09,0.00012841421038097388,4.976537786608191e-06,4.576014258930409e-06,1.6455643042139079e-06,2.0347289537436205e-05,3.8427861770726036e-08,1.9282385586288185e-06,5.658302366220927e-05,0.00017897555514775603,1.5353374524731294e-06,6.19176950468428e-07,3.029663957456579e-07,1.7005184228233374e-06,8.77240083313207e-07,8.980886362363377e-10,2.4322512813306133e-10,1.233434178478721e-10,3.8711867337282856e-10,2.7173447332644837e-16,1.8975735426617524e-09,7.725377966349553e-10,4.1958915188013446e-11,1.0972959395140469e-14,2.8222090389118417e-15,0.00012111730276631614,1.4978290364785064e-07,9.773138491032515e-05,2.8696613498414758e-08,5.4157266453731525e-15,1.2547312536100633e-12,1.3664840379440805e-05,1.9116481546930686e-12,4.7785007660919926e-12,3.408284441276636e-09,5.2937869329302694e-11,1.7575356537806753e-09,3.98100784281578e-12,2.2104755406450253e-16,4.528092348200474e-15,1.183697336417641e-09,2.7317140444160236e-14,9.879977474460094e-15,1.0701667012752708e-11,3.1327392947249314e-16,4.1097551891501673e-19,3.5986316702175876e-17,1.738083454418961e-07,1.934887980195734e-10,5.278476163365209e-12,2.4960068683623407e-13,4.4437296577891133e-13,2.3680334187468434e-08,9.680084987598053e-06,1.0633023014187431e-09,0.0018159395331414302
1.2069378694665884e-07,0.8170119345290502,3.76,0.0,0.9753322951690402,0.9999686900530815,7.554427822988666e-06,0.001899921331479705,4.76231837409027e-06,0.02296294920229196,0.02297426639678323,1.655718146653702e-09,0.00013878679217213305,5.205632603012209e-06,4.9047155561393944e-06,1.8253524686647649e-06,2.103550702133606e-05,4.089663316055898e-08,2.020639882911883e-06,5.963711925221669e-05,0.00019209294637193217,1.606280255524036e-06,6.610082700398366e-07,3.246994517386918e-07,1.8488684683950828e-06,9.274679820302748e-07,1.0371157313426933e-09,2.8707987061712435e-10,1.292995699742873e-10,4.297409727408038e-10,3.2104822863440253e-16,2.0347428709855627e-09,8.918377035580529e-10,4.93839338033121e-11,1.2763193563221261e-14,3.3248563308200596e-15,0.00012466549818077047,1.5891599320317845e-07,9.99823579144469e-05,3.1377577704371455e-08,6.01554594229227e-15,1.324464166679013e-12,1.4200830881672e-05,2.2183676068776374e-12,5.6031678518518435e-12,3.495174028812582e-09,5.660402836092104e-11,1.9329226605009967e-09,4.253342671462177e-12,2.508646527369917e-16,5.1618384790981124e-15,1.3131309193263296e-09,3.240198573741949e-14,1.1668186611387642e-14,1.2272123266185688e-11,3.645889804903073e-16,4.844176789006681e-19,4.468265820107918e-17,1.8142148623461477e-07,2.063940816004419e-10,6.04887663520102e-12,2.743258782938505e-13,4.880688567546626e-13,2.5444884132694656e-08,9.972244854519757e-06,1.1687127587019277e-09,0.0018710239482997604
1.2429177775900997e-07,0.8171178001888135,3.76,0.0,0.9745832624697065,0.9999671825968499,8.261404541958774e-06,0.0019565387643940076,5.0595174141209515e-06,0.023638235291382294,0.023650262024168922,1.7045511708492596e-09,0.00014969163567451316,5.436481498996721e-06,5.243760557967463e-06,2.0178080947549193e-06,2.1730356885304445e-05,4.345042824002843e-08,2.115245313843133e-06,6.277584856634529e-05,0.0002058239546119108,1.6789563346725763e-06,7.047673584140123e-07,3.4738900400834224e-07,2.0053652411944698e-06,9.791917390305009e-07,1.1932366511947514e-09,3.3736819331239637e-10,1.3539768693239712e-10,4.759435599924834e-10,3.7763899539853795e-16,2.1782813021179067e-09,1.025828979111981e-09,5.787386131814075e-11,1.4787811865189372e-14,3.9000158695035065e-15,0.00012820371114647113,1.6830683250038638e-07,0.00010219735824340721,3.4219578474856844e-08,6.666128542196704e-15,1.3965990693429994e-12,1.4743418025351121e-05,2.5642692791091577e-12,6.540107439571781e-12,3.5809470628857956e-09,6.041787398078407e-11,2.120279042681731e-09,4.535510769635312e-12,2.8381982629732626e-16,5.864684912916318e-15,1.4517027733887325e-09,3.825697442732655e-14,1.371513586938821e-14,1.4023577515094331e-11,4.2251545119470424e-16,5.684892009309766e-19,5.516293380400438e-17,1.8916718447748141e-07,2.197512992403218e-10,6.902364106428777e-12,3.0071575456023367e-13,5.342382255758699e-13,2.728353682687016e-08,1.026402578061349e-05,1.2810115253516034e-09,0.0019260657203148436
1.278897685713611e-07,0.8172236798146876,3.76,0.0,0.9738341564120494,0.999965628891515,9.011418602231924e-06,0.002013146135329565,5.366313187841178e-06,0.024312983852811665,0.024325744172732408,1.7533454078537506e-09,0.00016114231322515404,5.668962848506744e-06,5.592940981189401e-06,2.2233203116060326e-06,2.243206474430328e-05,4.609031814265257e-08,2.212070041384258e-06,6.599988597723491e-05,0.00022018319871664464,1.75337733983068e-06,7.505195474066294e-07,3.7105869524084156e-07,2.1702390937147207e-06,1.0324256794756091e-06,1.3680521828905601e-09,3.9483307270655745e-10,1.4163869481512213e-10,5.259552765880672e-10,4.42351366732988e-16,2.3283854798561117e-09,1.1758972052637611e-09,6.754820135917868e-11,1.7070593694442532e-14,4.555865404336002e-15,0.0001317319707430344,1.7795442175745167e-07,0.00010437704306392572,3.722720484964441e-08,7.370752421562157e-15,1.4712021074109644e-12,1.5292575299871935e-05,2.9531849889496815e-12,7.600858808786238e-12,3.6656277603671936e-09,6.438174293909771e-11,2.3200795645338677e-09,4.827593716102536e-12,3.2015981308414326e-16,6.642244704099481e-15,1.5996964406976663e-09,4.497401894231624e-14,1.6049606166219726e-14,1.5972058125370172e-11,4.877017506722879e-16,6.643926238296439e-19,6.773404676219362e-17,1.9704772195231594e-07,2.335637806459018e-10,7.844927795171834e-12,3.288327214453746e-13,5.829075736535931e-13,2.919741225974798e-08,1.0555420707444505e-05,1.400433543843685e-09,0.0019810648341314807
1.3148775938371222e-07,0.8173295755346585,3.76,0.0,0.9730849622329957,0.9999640279032898,9.805804471988587e-06,0.0020697428061503677,5.682783978810323e-06,0.02498719461449488,0.025000712859152098,1.802100844139401e-09,0.00017315248124330615,5.902962775523801e-06,5.952045743411236e-06,2.442270378858582e-06,2.314085189844364e-05,4.881741266606844e-08,2.3111295475750934e-06,6.930991888236948e-05,0.0002351853970868646,1.8295551534790048e-06,7.983311810259462e-07,3.957327681078624e-07,2.343725222849016e-06,1.087184402251615e-06,1.563270481352711e-09,4.6028182131314227e-10,1.480235382399689e-10,5.800170421105151e-10,5.161033323377335e-16,2.4852621739948114e-09,1.3435222139268539e-09,7.853640425656605e-11,1.9637098038582168e-14,5.301265728452089e-15,0.00013525030588659414,1.8785777171078415e-07,0.00010652205869683875,4.040503692887817e-08,8.132870831641544e-15,1.5483402092777548e-12,1.5848276394559676e-05,3.389218174306686e-12,8.797807401727995e-12,3.74924005324227e-09,6.849798194377477e-11,2.5328063529319782e-09,5.129674114336815e-12,3.6014504593670586e-16,7.500450871287753e-15,1.7573901032737709e-09,5.265328806704602e-14,1.8702706485524952e-14,1.8134694405111038e-11,5.608439265179384e-16,7.734312326957149e-19,8.274668070876673e-17,2.050654123509754e-07,2.4783487870389053e-10,8.882797499449408e-12,3.58739755460457e-13,6.341007046446472e-13,3.118764693479698e-08,1.0846422370024747e-05,1.5272153214835278e-09,0.0020360212737958474
1.3508575019606334e-07,0.817435489490128,3.76,0.0,0.9723356650767666,0.9999623786016764,1.0645905583497522e-05,0.0021263281488125116,6.009010076006771e-06,0.025660867286874497,0.025675168091408407,1.8508174652722537e-09,0.000185735882061177,6.138374658976534e-06,6.320861811510392e-06,2.675031600799512e-06,2.3856935295809703e-05,5.163285989388308e-08,2.412439604120001e-06,7.270664771096897e-05,0.000250845369559664,1.907501889232518e-06,8.482695869525562e-07,4.214360726236923e-07,2.526063891989372e-06,1.143482781547886e-06,1.7807117923241387e-09,5.345899605356022e-10,1.545531801627526e-10,6.383824725109155e-10,5.998906995664953e-16,2.649129060850136e-09,1.530282315115747e-09,9.097842923374048e-11,2.251475525701249e-14,6.145799296696743e-15,0.0001387587453330206,1.980159039774062e-07,0.000108633040837705,4.375764588426229e-08,8.956121374555498e-15,1.6280810919608016e-12,1.6410495198189793e-05,3.876756878539487e-12,1.0144227449750168e-11,3.831807588764032e-09,7.276894792434945e-11,2.7589489287084256e-09,5.4418356275809045e-12,4.04050163819684e-16,8.44556848404543e-15,1.925056532462055e-09,6.140372900286049e-14,2.1708000795555318e-14,2.0529780433934346e-11,6.426884708793282e-16,8.970147710393218e-19,1.0060044657864885e-16,2.1322260065462362e-07,2.6256796996334e-10,1.002244941083683e-11,3.9050039580493644e-13,6.8783894480732e-13,3.325539414432456e-08,1.1137023291416818e-05,1.6615949409776726e-09,0.0020909350224480134
1.3868374100841446e-07,0.8175414238361812,3.76,0.0,0.9715862499930575,0.9999606799590149,1.153307459184249e-05,0.00218290154515109,6.345073732488513e-06,0.026334001562777883,0.02634910986872834,1.8994952559167886e-09,0.00019890634574598132,6.375098669261014e-06,6.699174971083756e-06,2.9219692709987038e-06,2.4580527511117268e-05,5.453784580829129e-08,2.51601627030261e-06,7.619078593661773e-05,0.00026717803927782597,1.987229890611784e-06,9.004030531886222e-07,4.4819407382353286e-07,2.7175006428827504e-06,1.2013359685338532e-06,2.0223133027204337e-09,6.187052374485481e-10,1.6122860171342674e-10,7.01318527976607e-10,6.947916776313893e-16,2.8202155399903617e-09,1.7378586396109929e-09,1.0502532505336606e-10,2.573296191424532e-14,7.09981009961049e-15,0.00014225731768116497,2.0842785143166076e-07,0.00011071061477334049,4.728959397044966e-08,9.844335515824615e-15,1.7104932682991708e-12,1.697920579856434e-05,4.420487129580143e-12,1.1654326317644844e-11,3.913353729844433e-09,7.719700828981438e-11,2.99900423876779e-09,5.764163014398083e-12,4.521645364329904e-16,9.484207076760867e-15,2.1029630601411116e-09,7.134361063216031e-14,2.510163933268518e-14,2.3176842230368492e-11,7.340352818317474e-16,1.0366653389730258e-18,1.2174953141663303e-16,2.215216627272395e-07,2.7776645510681196e-10,1.1270612519398497e-11,4.2417873752901513e-13,7.441413648304827e-13,3.540182423590292e-08,1.1427215777341667e-05,1.803812071226444e-09,0.0021458060623143465
1.422817318207656e-07,0.8176473807418506,3.76,0.0,0.97083670193523,0.9999589309500395,1.2468673627393187e-05,0.002239462386671012,6.6910591305496295e-06,0.027006597117270617,0.02702253818152906,1.948134199840692e-09,0.00021267779191426182,6.613041334218909e-06,7.086770523286956e-06,3.1834406444418437e-06,2.5311836738611292e-05,5.753359389571038e-08,2.621875891203922e-06,7.976306009574056e-05,0.00028419843454589346,2.068751730009304e-06,9.54800809245774e-07,4.7603285975463246e-07,2.9182864982698423e-06,1.2607593931480847e-06,2.2901341212536385e-09,7.13651788231147e-10,1.6805080205243618e-10,7.691061914645081e-10,8.01971628088586e-16,2.9987635881527913e-09,1.9680395985973792e-09,1.2083982938954075e-10,2.932317873922976e-14,8.174444812187369e-15,0.00014574605137612984,2.1909265859672269e-07,0.0001127553955943806,5.1005434536636194e-08,1.0801548549494406e-14,1.795646055261275e-12,1.7554382482148585e-05,5.025406720630384e-12,1.3343290635872475e-11,3.993901555692816e-09,8.178454118093598e-11,3.253476689000487e-09,6.096742164753008e-12,5.047928022642629e-16,1.0623333401345914e-14,2.291371569581669e-09,8.260108848592459e-14,2.89224943555394e-14,2.6096708381455375e-11,8.357407865659089e-16,1.1940234801659446e-18,1.467088903678495e-16,2.29965005075731e-07,2.9343375941113714e-10,1.2634275635158207e-11,4.598394257950722e-13,8.030249998316431e-13,3.762812487180997e-08,1.1716991910790706e-05,1.954107978331018e-09,0.0022006343746997885
1.458797226331167e-07,0.8177533623903817,3.76,0.0,0.9700870057585153,0.9999571305514409,1.3454074542779915e-05,0.0022960100743416867,7.047052352708608e-06,0.0276786536075063,0.027695453011360453,1.9967342799198777e-09,0.00022706423153938957,6.8521151328997805e-06,7.483433914051555e-06,3.459794934795184e-06,2.6051066797948857e-05,6.062136474724535e-08,2.7300350962052356e-06,8.342420981189616e-05,0.00030192169067462456,2.152080207841314e-06,1.0115330114132203e-06,5.049791497716284e-07,3.128678156088698e-06,1.3217687660074289e-06,2.5863603928356943e-09,8.205344517520123e-10,1.7502079824619422e-10,8.420411790815216e-10,9.2268798530608e-16,3.1850286514921243e-09,2.2227254633076338e-09,1.385969873013421e-10,3.331903179661865e-14,9.381695240560136e-15,0.00014922497471256779,2.3000938205127026e-07,0.00011476798840393492,5.4909712038369746e-08,1.1832010036903238e-14,1.883609583129463e-12,1.8135999733770047e-05,5.696839401884704e-12,1.522733429723127e-11,4.073473862696849e-09,8.653393571730098e-11,3.522878177982277e-09,6.439660136654881e-12,5.622554230217255e-16,1.187028452971952e-14,2.49053850425831e-09,9.531479201857272e-14,3.3212300495260136e-14,2.9311584275385574e-11,9.4872123358224e-16,1.370854461266159e-18,1.7606102706220592e-16,2.385550647608966e-07,3.095733331984251e-10,1.4120695052277559e-11,4.975476511837763e-13,8.64505067981062e-13,3.993550128213197e-08,1.2006343546643102e-05,2.1127255368107183e-09,0.0022554199399800142
1.4947771344546784e-07,0.8178593709794976,3.76,0.0,0.9693371462182293,0.9999552777414383,1.4490659155111573e-05,0.0023525440183954967,7.413141357887055e-06,0.028350170672572908,0.02836785433084644,2.0452954781436335e-09,0.00024207976875313477,7.0922381154159134e-06,7.888951300662957e-06,3.751373334466184e-06,2.679841715182995e-05,6.38024556557437e-08,2.8405107977573244e-06,8.717498782584596e-05,0.00032036305181544,2.2372283518755313e-06,1.0706707316639989e-06,5.35060303126594e-07,3.3489381760149025e-06,1.3843800804381487e-06,2.9133105501443586e-09,9.40543236636139e-10,1.821396251603675e-10,9.204346834779727e-10,1.0582953505237884e-15,3.3792805772567552e-09,2.503933067592201e-09,1.584847891608399e-10,3.7756416953008556e-14,1.0734442089167732e-14,0.0001526941158380099,2.4117709085166243e-07,0.00011674898852241094,5.9006962049582875e-08,1.2940194733798358e-14,1.9744548053482266e-12,1.872403223638166e-05,6.440449492158999e-12,1.732374839285811e-11,4.152093165538001e-09,9.144759223932261e-11,3.80772813144508e-09,6.793005193392852e-12,6.248892533267607e-16,1.3232781315349671e-14,2.7007148929395533e-09,1.0963443477270845e-13,3.801579982216732e-14,3.284513007739118e-11,1.0739561610524216e-15,1.5690547470931702e-18,2.104634103646634e-16,2.4729430943015774e-07,3.261886522780208e-10,1.5737402880613877e-11,5.373691460440229e-13,9.285951883140258e-13,4.2325176512613514e-08,1.229526230628907e-05,2.279909241025974e-09,0.00231016273759346
1.5307570425781896e-07,0.8179654087216647,3.76,0.0,0.9685871079679949,0.9999533714993595,1.557981948416695e-05,0.002409063638129974,7.789415962145233e-06,0.029021147933335666,0.029039742103625456,2.0938177756199444e-09,0.0002577386026421715,7.3333335472067036e-06,8.303110060624565e-06,4.058509055165953e-06,2.7554082934161306e-05,6.707820021115119e-08,2.9533201903959607e-06,9.101616003136466e-05,0.00033953787278642603,2.3242094167251944e-06,1.1322859497693887e-06,5.663043278441013e-07,3.579335159097712e-06,1.448609614629997e-06,3.2734407057034972e-09,1.0749579451644119e-09,1.894083353697659e-10,1.0046141514412075e-09,1.2102507633480814e-15,3.581804585993955e-09,2.8138006363237053e-09,1.807048283911372e-10,4.267360772157541e-14,1.2246500072981797e-14,0.00015615350275622534,2.525948669699702e-07,0.00011869898168858556,6.330171127485976e-08,1.41308140217799e-14,2.0682535090058455e-12,1.9318454870890547e-05,7.262256919200098e-12,1.9650953162654436e-11,4.229781698536136e-09,9.65279225455845e-11,4.108553537504112e-09,7.156866841397688e-12,6.930481247061356e-16,1.4718942222983135e-14,2.9221463894124914e-09,1.257214480182651e-13,4.338089174807665e-14,3.672254259279624e-11,1.2124920486970011e-15,1.7906586750093556e-18,2.506565786975327e-16,2.561852374335744e-07,3.432832183800566e-10,1.7492216069025268e-11,5.793701818773663e-13,9.953075959549787e-13,4.479839166865798e-08,1.258373957226016e-05,2.455905216802371e-09,0.0023648627460332392
1.5667369507017008e-07,0.8180714778443574,3.76,0.0,0.9678368755579729,0.9999514108052244,1.672295798723272e-05,0.002465568361713618,8.175967823395831e-06,0.02969158499227665,0.029711116284289737,2.142301152581119e-09,0.0002740550290403795,7.575329576072499e-06,8.725699247564602e-06,4.381527386778796e-06,2.831825498759172e-05,7.044996789578537e-08,3.0684807499847875e-06,9.494850551670567e-05,0.0003594616208913918,2.41303688349934e-06,1.1964515482249155e-06,5.987398898707819e-07,3.820143921214003e-06,1.514473933915407e-06,3.669350187844786e-09,1.2251529573312968e-09,1.9682799908355762e-10,1.0949240968891173e-09,1.3801191543403521e-15,3.79290228537235e-09,3.1545927425520025e-09,2.0547297936702307e-10,4.811136656867203e-14,1.3932664397820228e-14,0.000159603163330615,2.642618057482138e-07,0.00012061854425700797,6.779847756194807e-08,1.540882786530522e-14,2.1650783257818777e-12,1.9919242716053284e-05,8.168652697287415e-12,2.2228552035481752e-11,4.306561417220699e-09,1.0177735012586391e-10,4.425888982626166e-09,7.531335868767033e-12,7.671034465603847e-16,1.6337297536855093e-14,3.1550733252702967e-09,1.4374963844960343e-13,4.9358787883759965e-14,4.0970641163957444e-11,1.3654461606375377e-15,2.0378453319606192e-18,2.974729866025804e-16,2.652303779932172e-07,3.6086055958119483e-10,1.9393246144239364e-11,6.236175677168983e-13,1.0646533536557007e-12,4.735640615659088e-08,1.2871766482867493e-05,2.640961233251283e-09,0.0024195199428389226
1.602716858825212e-07,0.8181775805903229,3.76,0.0,0.9670864334330966,0.9999493946393403,1.7921487791147918e-05,0.0025220576259952494,8.572890429630655e-06,0.03036148143333102,0.0303819768183236,2.1907455883896544e-09,0.00029104344231778586,7.818158920489414e-06,9.156509998467995e-06,4.720745772579112e-06,2.9091119909381554e-05,7.391916368096544e-08,3.186010233168908e-06,9.89728166115616e-05,0.00038014987773334524,2.503724459599438e-06,1.2632413096566314e-06,6.323963224883128e-07,4.071645660974757e-06,1.5819898931758385e-06,4.103787224091624e-09,1.3926021785499523e-09,2.0439970408455422e-10,1.1917269505068291e-09,1.5695789824325896e-15,4.012892726738968e-09,3.5287053964798614e-09,2.3302009585369847e-10,5.411305977000061e-14,1.5808758632355042e-14,0.00016304312528764192,2.7617701636917847e-07,0.00012250824339181195,7.250176991452786e-08,1.6779457312288287e-14,2.2650027431667495e-12,2.0526371048438783e-05,9.166414851076904e-12,2.5077387836513368e-11,4.382454000124075e-09,1.0719831039003827e-10,4.760276688325663e-09,7.916504384489349e-12,8.474448245183579e-16,1.8096803958615922e-14,3.3997307743604207e-09,1.6390587054927583e-13,5.600417197661767e-14,4.561795775427438e-11,1.5340105869404445e-15,2.3129456378314313e-18,3.518466521349998e-16,2.7443229141277403e-07,3.789242307230976e-10,2.1448909689168052e-11,6.701786494680034e-13,1.1366425602864026e-12,5.000049792273428e-08,1.315933392684913e-05,2.835326714783085e-09,0.0024741343045882025
1.6386967669487233e-07,0.818283719217847,3.76,0.0,0.9663357659313128,0.9999473219819013,1.9176832922018958e-05,0.0025785308763168467,8.980279090290712e-06,0.03103083682172007,0.031052323642040722,2.2391510615443005e-09,0.00030871833716695384,8.061758577858145e-06,9.595335896074437e-06,5.07647389905421e-06,2.9872860104684843e-05,7.748722762627197e-08,3.3059266770229818e-06,0.00010308989893931566,0.0004016183410236124,2.596286078652848e-06,1.3327299164334205e-06,6.673036359785368e-07,4.3341281226405796e-06,1.651174639375415e-06,4.579654775666851e-09,1.5788841546461642e-09,2.1212455568149078e-10,1.2954039473107512e-09,1.7804280612101588e-15,4.2421135055527094e-09,3.938671269473813e-09,2.635927303804964e-10,6.072477590781287e-14,1.7891683998088416e-14,0.00016647341622030043,2.8833962234420857e-07,0.00012436863725701118,7.741608850525006e-08,1.8248197554627817e-14,2.368101116013996e-12,2.1139815342459115e-05,1.0262724794936178e-11,2.8219601240969635e-11,4.457480850789559e-09,1.1279325089308441e-10,5.112266548576564e-09,8.312465858398189e-12,9.344806946358376e-16,2.0006859606304673e-14,3.656348627648821e-09,1.8639077425068283e-13,6.337536505853868e-14,5.0694831378743344e-11,1.7194564918256866e-15,2.6184496388885774e-18,4.1482366779310244e-16,2.8379356932333344e-07,3.974778138241151e-10,2.366793958457673e-11,7.191213102002021e-13,1.2112845562024786e-12,5.2731963690533635e-08,1.344643253802774e-05,3.0392527533094655e-09,0.0025287058068884346
1.6746766750722346e-07,0.8183898960010205,3.76,0.0,0.9655848572818247,0.9999451918125944,2.0490428533014167e-05,0.0026349875663297874,9.398230930462748e-06,0.03169965070378097,0.03172215668252028,2.287517549686466e-09,0.0003270943103875775,8.306069551437927e-06,1.0041973289975484e-05,5.449013798745784e-06,3.066365384640422e-05,8.115563448259376e-08,3.4282483988781403e-06,0.00010730057147437058,0.0004238828263877244,2.690735900573735e-06,1.404992952246726e-06,7.034925275296448e-07,4.60788575455157e-06,1.7220456142201295e-06,5.100016526938643e-09,1.7856873579088848e-09,2.200036766733219e-10,1.4063560534616926e-09,2.0145895782841127e-15,4.4809219068571516e-09,4.387165056431303e-09,2.9745387496413426e-10,6.79954481037e-14,2.0199470105125194e-14,0.00016989406359162786,3.007487620183872e-07,0.0001262002752033491,8.254592468905874e-08,1.9820831570402355e-14,2.474448678484975e-12,2.1759551270468564e-05,1.1465184177226045e-11,3.167869155497862e-11,4.531663099984904e-09,1.1856463155642472e-10,5.482416167929103e-09,8.719315161887778e-12,1.0286389751480843e-15,2.207731942551091e-14,3.925151677366809e-09,2.1141947855076683e-13,7.153449593731298e-14,5.623350704660184e-11,1.923138576778664e-15,2.957014015334738e-18,4.87573641962679e-16,2.9331683496073504e-07,4.165249184846444e-10,2.6059397038154584e-11,7.705139713778898e-13,1.288588124528904e-12,5.555211919599394e-08,1.3733052689979908e-05,3.252992120631673e-09,0.0025832344243680405
