Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40)
4.9280498597396345e-09,0.8136008216237972,3.76,0.0,0.9994789184914931,0.9999991636078279,2.4548134915967004e-10,7.73916586465587e-05,4.210617632164155e-09,0.0009494216069982971,0.000949440556793193,6.384083035017458e-11,8.24449387200528e-08,1.5717141407700512e-08,7.16579324920153e-10,9.546958110785154e-12,8.319818804328101e-07,6.704450791948546e-11,8.435460411045959e-08,6.753621022439365e-07,7.430329971283512e-07,1.386835724774255e-07,1.512079558516406e-09,3.6683444321750086e-10,1.9100484104931564e-10,2.778360450612946e-09,3.2590338435255694e-15,6.589287169815124e-17,4.488813005331459e-12,5.959952322488058e-14,3.941928038634609e-23,6.533535538321025e-12,4.622417595034893e-15,1.83962247339427e-17,7.503768139850083e-21,6.9098715173351325e-22,5.325395711325861e-06,2.7685448237914337e-10,5.274262993555498e-06,3.830959961590884e-12,6.830279941336842e-19,4.760112465788555e-15,4.2041347650616794e-07,5.5760384503250736e-18,2.8271554704576387e-19,6.663152241304032e-11,1.1355170902557755e-13,1.6059618106524225e-13,1.439212099152123e-15,2.3565917681298183e-21,1.1061489142139365e-20,6.7443508686885786e-15,2.4716640438348232e-21,3.256963305749124e-22,1.3609103380598933e-17,2.9563453203280245e-23,8.175315884400602e-26,1.9149750798348708e-26,1.0978201056026193e-09,1.5734007072420994e-13,1.2058681340325119e-18,2.9746039040075255e-17,2.003889271196142e-18,5.20974380623678e-12,4.1308254087126163e-07,3.3508408870416555e-14,7.733334004383517e-05
5.026102519083764e-09,0.8136037242272646,3.76,0.0,0.9994583628433531,0.9999991468569044,2.627340143266572e-10,7.893187101966314e-05,4.415388042077196e-09,0.0009683018475218588,0.0009683215560479786,6.520612120759774e-11,8.631424714853648e-08,1.6339058231321813e-08,7.596666127905962e-10,1.0320082471053611e-11,8.485211704020002e-07,6.973841857538877e-11,8.513979371620509e-08,6.930862986159883e-07,7.640522253045427e-07,1.393798816973256e-07,1.5716031173099947e-09,3.8205157002906785e-10,2.0248880051552297e-10,2.901413432769707e-09,3.4964026712443386e-15,7.209133638266788e-17,4.5521375904545945e-12,6.259716322720031e-14,4.356643120438685e-23,6.721985464901893e-12,4.92232434431308e-15,1.9977350480822884e-17,8.179957451063723e-21,7.574669730940338e-22,5.431144190781884e-06,2.8797023482507317e-10,5.377966528604203e-06,4.02848902540402e-12,7.202348900763525e-19,4.968272631365595e-15,4.289225462117082e-07,5.918677307790542e-18,3.124412541197453e-19,6.892194930573847e-11,1.178885187410805e-13,1.7050739101486706e-13,1.5279028126623335e-15,2.5413961322357876e-21,1.210602351501378e-20,7.293169301182724e-15,2.7317956832825667e-21,3.6285540426842535e-22,1.481798117729823e-17,3.2824600439914024e-23,8.982892518159405e-26,2.1882378543089833e-26,1.1400067574125308e-09,1.652631106086763e-13,1.3298829958945142e-18,3.153805950139417e-17,2.1876782147311057e-18,5.520967503220022e-12,4.2129724836260895e-07,3.5914900003645045e-14,7.8871218840143e-05
5.124155178427894e-09,0.8136066267944543,3.76,0.0,0.9994378074765796,0.9999991301010013,2.808165076306157e-10,8.047209712604989e-05,4.625623167278823e-09,0.0009871816880481776,0.0009872021701091745,6.657138332793833e-11,9.027982649409093e-08,1.69726603101781e-08,8.044256082819578e-10,1.1138997139554836e-11,8.650598621225109e-07,7.248536364080415e-11,8.592519800206287e-08,7.108723926389096e-07,7.852189407629465e-07,1.4006629125190302e-07,1.632224403083934e-09,3.975929940008162e-10,2.1441920166283334e-10,3.026935319321244e-09,3.745900180497081e-15,7.87340108009394e-17,4.614762467089072e-12,6.568147665058583e-14,4.8051553937099455e-23,6.91212568164995e-12,5.235647243983113e-15,2.1660838521691436e-17,8.903049650153425e-21,8.288279510892785e-22,5.536884484949062e-06,2.9930433294106357e-10,5.481622184855975e-06,4.23247341979897e-12,7.5861072012635165e-19,5.180566246761569e-15,4.3743722922770155e-07,6.276350549801487e-18,3.4467686244148837e-19,7.123809066172483e-11,1.2228692283853808e-13,1.8079363120000622e-13,1.6199512015042158e-15,2.736053362477443e-21,1.3222946292665395e-20,7.87464870132163e-15,3.0131132063747917e-21,4.0341411862523896e-22,1.6106954718038628e-17,3.636975450653734e-23,9.851809651937593e-26,2.4938171366966623e-26,1.1828950839158463e-09,1.7340551518650544e-13,1.4638742307213467e-18,3.3394619161816626e-17,2.3839964013245217e-18,5.844017565136939e-12,4.295117856301645e-07,3.843987182804718e-14,8.040906599963267e-05
5.2222078377720236e-09,0.8136095293252673,3.76,0.0,0.9994172523908493,0.9999991133400873,2.997507153728627e-10,8.201233694274931e-05,4.841348863636724e-09,0.0010060611285879068,0.0010060823989826667,6.79366166654942e-11,9.434196207114995e-08,1.7617926422101633e-08,8.50886474704212e-10,1.2005452252624186e-11,8.815979565979114e-07,7.528534155152493e-11,8.67109597610775e-08,7.28719379383376e-07,8.065324291596963e-07,1.407436894664779e-07,1.6939406542919081e-09,4.134594292745738e-10,2.2680421745724022e-10,3.1549065499907e-09,4.007892704488103e-15,8.584296269985089e-17,4.676730113446811e-12,6.885327835854268e-14,5.2894205065974215e-23,7.103956059033846e-12,5.562734797730892e-15,2.345124196512515e-17,9.675295228634061e-21,9.053205659282197e-22,5.6426165945516995e-06,3.108567518931307e-10,5.585229985846146e-06,4.443011908677725e-12,7.981670255152135e-19,5.396965426062443e-15,4.4595752488402925e-07,6.649506082560584e-18,3.7958410949816097e-19,7.357942719143652e-11,1.267464260843535e-13,1.9146022616504176e-13,1.7154015463773343e-15,2.940840467171491e-21,1.4415462396271558e-20,8.490043318206172e-15,3.3168527013769294e-21,4.47608772237143e-22,1.7479582667493207e-17,4.021726035550787e-23,1.07853635931353e-25,2.834775185233738e-26,1.2264799071098466e-09,1.8176831495256401e-13,1.6084291922754324e-18,3.531646559980337e-17,2.593407576705623e-18,6.179088053989931e-12,4.377261526071913e-07,4.1086524144469834e-14,8.194688152251642e-05
5.320260497116153e-09,0.8136124318196171,3.76,0.0,0.9993966975858435,0.9999990965741314,3.1955862502883594e-10,8.355259044680296e-05,5.062590393496973e-09,0.0010249401691516484,0.0010249622426743265,6.930182118609476e-11,9.850093466106636e-08,1.8274835383166627e-08,8.990792852566245e-10,1.2921229038167806e-11,8.981354548934313e-07,7.813835074678484e-11,8.749720508521203e-08,7.466263419337904e-07,8.279920594901317e-07,1.4141289333311384e-07,1.756749122264403e-09,4.2965157996170667e-10,2.39652003834714e-10,3.2853076128568465e-09,4.282750743646479e-15,9.344088261787315e-17,4.7380810160848535e-12,7.211338334858151e-14,5.811460696224163e-23,7.297476772035541e-12,5.903939023092008e-15,2.5353229397345683e-17,1.0499002762246338e-20,9.872027653396283e-22,5.748340520313969e-06,3.226274668505469e-10,5.688789955099225e-06,4.660203256416783e-12,8.389153331424406e-19,5.617442371020938e-15,4.544834325106694e-07,7.038600571323162e-18,4.173320133023426e-19,7.594544953306037e-11,1.312665711551667e-13,2.0251246103043415e-13,1.814297269845457e-15,3.156035106322186e-21,1.568683609305892e-20,9.140629790000587e-15,3.644294786799529e-21,4.956870174111716e-22,1.8939506878126295e-17,4.4386246629776255e-23,1.1786955941374976e-25,3.2143952927872624e-26,1.2707560827933806e-09,1.9035251198510476e-13,1.7641575675569673e-18,3.7304336877440464e-17,2.8164876713957075e-18,6.526371589040345e-12,4.4594034922693604e-07,4.385807100641867e-14,8.348466540900676e-05
5.418313156460283e-09,0.8136153342774268,3.76,0.0,0.9993761430612483,0.999999079803103,3.402623229129321e-10,8.509285761526364e-05,5.28937244824878e-09,0.001043818809749954,0.001043841701190012,7.066699686421119e-11,1.0275702090807581e-07,1.8943366047620186e-08,9.490340232285448e-10,1.3888139722663542e-11,9.146723581319625e-07,8.10443896694608e-11,8.828404532452953e-08,7.645924437025291e-07,8.495972768147873e-07,1.4207465421990285e-07,1.820647071184258e-09,4.4617014033447175e-10,2.5297069977681346e-10,3.4181190629816885e-09,4.5708489913509005e-15,1.0155108912842137e-16,4.798853726812962e-12,7.54626068801746e-14,6.373365449811957e-23,7.49268826452645e-12,6.259615480138349e-15,2.737158588460331e-17,1.1376539092177339e-20,1.0747400345657306e-21,5.854056262959914e-06,3.346164529858398e-10,5.792302116128838e-06,4.884146227733714e-12,8.8086715925779e-19,5.841969385385953e-15,4.630149514376965e-07,7.44409949243172e-18,4.580970611950157e-19,7.833565806297847e-11,1.3584693642357594e-13,2.1395558460839903e-13,1.9166809561396418e-15,3.3819155890097427e-21,1.7040390293139948e-20,9.827707076836723e-15,3.996765291434977e-21,5.479081673916065e-22,2.0490452694413183e-17,4.8896642391212477e-23,1.2860094700971386e-25,3.636192968782683e-26,1.3157185010524281e-09,1.99159081233786e-13,1.9316917712693233e-18,3.935896221864625e-17,3.0538247482680614e-18,6.8860593563560904e-12,4.541543754226294e-07,4.675774032880034e-14,8.502241765931638e-05
5.516365815804413e-09,0.8136182366986305,3.76,0.0,0.9993555888167536,0.9999990630269713,3.618839919306684e-10,8.663313842519528e-05,5.521719169352198e-09,0.0010626970503933243,0.0010627207745355692,7.203214368078669e-11,1.0711049368072094e-07,1.96234973078134e-08,1.0007805821998242e-09,1.490802743837019e-11,9.31208667490414e-07,8.400345676626346e-11,8.907157881581965e-08,7.826169214313672e-07,8.713475956366133e-07,1.427296631253484e-07,1.8856317780624182e-09,4.6301579501374764e-10,2.6676842738412603e-10,3.5533215391000706e-09,4.872566360421907e-15,1.1019753411740105e-16,4.859084923372015e-12,7.890176458803943e-14,6.9772921611376e-23,7.689591217813895e-12,6.630123300084867e-15,2.9511213983042566e-17,1.2310329506655229e-20,1.1682054664277948e-21,5.959763823213452e-06,3.4682368547479105e-10,5.8957664924376835e-06,5.114939587539405e-12,9.240340127197129e-19,6.070518887538488e-15,4.715520809952826e-07,7.866477184879808e-18,5.020633998741704e-19,8.074956270983292e-11,1.4048713383612892e-13,2.257948123341356e-13,2.0225943704509476e-15,3.6187608730100506e-21,1.8479505860986347e-20,1.0552596393869916e-14,4.37563593670606e-21,6.045435056665375e-22,2.213622925713661e-17,5.376919385543845e-23,1.400839538846183e-25,4.1039274590564975e-26,1.3613620866753807e-09,2.0818897172428577e-13,2.1116873389902352e-18,4.1481062648288696e-17,3.306018949439733e-18,7.258341118481669e-12,4.623682311274854e-07,4.9788773514213846e-14,8.65601382736582e-05
5.614418475148542e-09,0.8136211390831702,3.76,0.0,0.9993350348520526,0.9999990462457058,3.844459094122907e-10,8.817343285367307e-05,5.759654167959914e-09,0.0010815748910922099,0.0010815994627168314,7.339726162163996e-11,1.1156162240181239e-07,2.0315208094132482e-08,1.0543487662408658e-09,1.598276613074472e-11,9.477443841963853e-07,8.701555048791674e-11,8.985989240776429e-08,8.006990788168821e-07,8.932425938694282e-07,1.433785555138068e-07,1.951700532713755e-09,4.80189219153215e-10,2.8105329194772357e-10,3.6908957785476685e-09,5.188286010259824e-15,1.1940480809627326e-16,4.918809472826614e-12,8.243167258246058e-14,7.625466783196249e-23,7.888186522869542e-12,7.01582521377591e-15,3.1777134756034837e-17,1.3302857923106347e-20,1.267879831509202e-21,6.06546320179837e-06,3.592491394964342e-10,5.9991831075174794e-06,5.352682100779121e-12,9.684273978789262e-19,6.3030634216215585e-15,4.800948205136954e-07,8.30621690153062e-18,5.494230266211397e-19,8.318668277214042e-11,1.4518680688457855e-13,2.3803532902054084e-13,2.1320784777132425e-15,3.866850566328868e-21,2.000762094157493e-20,1.1316641144486225e-14,4.782325021557234e-21,6.658765973429621e-22,2.3880729807667805e-17,5.902548113314903e-23,1.5235582136103082e-25,4.621613607636792e-26,1.4076817995045041e-09,2.1744310768585257e-13,2.3048233190471944e-18,4.36713515939263e-17,3.573682442574061e-18,7.643405224212242e-12,4.705819162747022e-07,5.295442509566384e-14,8.809782725224517e-05
5.810523793836801e-09,0.8136269437420691,3.76,0.0,0.9992939277608217,0.9999990126676521,4.324800589181936e-10,9.125406247462375e-05,6.252380896669638e-09,0.001119329372698079,0.0011193556836097478,7.612741083775033e-11,1.2075790986877963e-07,2.173328415645729e-08,1.1670687794633673e-09,1.8304445739794414e-11,9.808140447974492e-07,9.319881162971874e-11,9.143915737248794e-08,8.370339490621463e-07,9.37465226006195e-07,1.446602803870501e-07,2.0870794084712435e-09,5.155220301636298e-10,3.1111676947251886e-10,3.973083064674989e-09,5.8632861914815405e-15,1.3960343043021485e-16,5.036869440001065e-12,8.976700674812585e-14,9.063810258002464e-23,8.29045866331551e-12,7.83428041429881e-15,3.6708537290238244e-17,1.5474358678302982e-20,1.487017255224081e-21,6.276837416856856e-06,3.8475461287018433e-10,6.205873147901649e-06,5.849409646462757e-12,1.0609397724488194e-18,6.780028445561213e-15,4.971971267545557e-07,9.239760292595298e-18,6.551305448483898e-19,8.81286921251279e-11,1.547633002952916e-13,2.6374083037095103e-13,2.36191873743926e-15,4.397884888250663e-21,2.3344884720248897e-20,1.296768110184576e-14,5.685068728715223e-21,8.038335973137646e-22,2.7681898164860998e-17,7.077985355620072e-23,1.7942060013182046e-25,5.824252719091699e-26,1.502329622998142e-09,2.366276950653215e-13,2.733352612125723e-18,4.8259314042062014e-17,4.15792577622067e-18,8.452626852338003e-12,4.870087746289284e-07,5.97026652295968e-14,9.117311030300699e-05
5.9870185806562336e-09,0.813632167809268,3.76,0.0,0.9992569323325978,0.999998982429543,4.791517903202574e-10,9.402667547915443e-05,6.715173493936294e-09,0.0011533070384370447,0.0011533349652097847,7.858444629844348e-11,1.293711943271043e-07,2.304894399785578e-08,1.2750439179365068e-09,2.0600974768997066e-11,1.0105747257183998e-06,9.894508225993923e-11,9.286384408870713e-08,8.699267879001127e-07,9.777572785863622e-07,1.4579830192091023e-07,2.21260091275728e-09,5.484491172464276e-10,3.399208781772551e-10,4.234972268616786e-09,6.5226059465768024e-15,1.599601831927675e-16,5.1417057124874984e-12,9.668737336229802e-14,1.0533404639704498e-22,8.658303857052471e-12,8.626567511497046e-15,4.1631554593536826e-17,1.7655718870176253e-20,1.7084518683516935e-21,6.467046236361255e-06,4.08455607610971e-10,6.391731076286742e-06,6.321221346863027e-12,1.148511051383601e-18,7.222687435007435e-15,5.126083817205794e-07,1.0144359764035623e-17,7.639660380656821e-19,9.265126045923216e-11,1.6358255406008548e-13,2.882996648234842e-13,2.5813819515501856e-15,4.917090139843118e-21,2.668844172980813e-20,1.4601457606747438e-14,6.607883531415752e-21,9.471685269269046e-22,3.148137538092219e-17,8.290532273608505e-23,2.068730362689564e-25,7.123412327434917e-26,1.5897751832878364e-09,2.54669543321775e-13,3.171276589870534e-18,5.262870581378749e-17,4.743035310259138e-18,9.22650285236935e-12,5.017923631701154e-07,6.626938280087531e-14,9.394075685654887e-05
6.163513367475666e-09,0.8136373917571127,3.76,0.0,0.9992199378062743,0.9999989521743314,5.292204858179264e-10,9.679933225175926e-05,7.196416892354401e-09,0.001187283408516142,0.0011873129989677482,8.10413881041632e-11,1.383049458565365e-07,2.4401795560439108e-08,1.3893805645288164e-09,2.3105763153018224e-11,1.0403335075594637e-06,1.0486313526069995e-10,9.429201061350773e-08,9.029981778257539e-07,1.0185138944837664e-06,1.4692428487897956e-07,2.341593165666463e-09,5.824482634084304e-10,3.704286030128559e-10,4.504252182081864e-09,7.23344905089792e-15,1.82546212065001e-16,5.245366900995779e-12,1.0391449318857615e-13,1.218418231859132e-22,9.031653399679131e-12,9.47389216402185e-15,4.704737333591531e-17,2.0068719193418315e-20,1.9547283472944893e-21,6.657228558509891e-06,4.3286325425051115e-10,6.577434623126977e-06,6.817084280102049e-12,1.2402352435709245e-18,7.677869999344843e-15,5.280378025484092e-07,1.1113140533701459e-17,8.871610071331306e-19,9.724198057285146e-11,1.7259021151691724e-13,3.1423816686194327e-13,2.8130166002585515e-15,5.477105928943327e-21,3.0376377099221425e-20,1.6383997422128216e-14,7.645089352253266e-21,1.1107288811064254e-21,3.566514200738621e-17,9.664959503724673e-23,2.3751136269210564e-25,8.65986535337601e-26,1.679334639103769e-09,2.734512921591451e-13,3.663451885361e-18,5.72298327107208e-17,5.388329639806317e-18,1.0044659279244655e-11,5.165753980649037e-07,7.332344393792809e-14,9.670830091355882e-05
6.340008154295099e-09,0.8136426155855104,3.76,0.0,0.9991829441801607,0.9999989219018443,5.828192210387559e-10,9.957203265914526e-05,7.696231782801291e-09,0.0012212584829945433,0.001221289784917304,8.34982362435802e-11,1.475606453190203e-07,2.5791717332486074e-08,1.5102493262922538e-09,2.5830841770750054e-11,1.070090398968646e-06,1.1095296176204632e-10,9.572389296360056e-08,9.362458221762049e-07,1.0597342836530992e-06,1.4804043777663984e-07,2.47404082112688e-09,6.175230868608979e-10,4.0268661505549146e-10,4.780815479741849e-09,7.998207371494342e-15,2.0752873465474339e-16,5.3479995689614135e-12,1.1145315261759786e-13,1.4031689313607808e-22,9.4105174247096e-12,1.0378503662011674e-14,5.298969817343329e-17,2.2729990123600584e-20,2.227771086498172e-21,6.847384387519343e-06,4.5797740815034236e-10,6.762983925024286e-06,7.337574421609258e-12,1.3361795555625953e-18,8.145421606986358e-15,5.434853853356433e-07,1.2149249949350907e-17,1.0261446640584827e-18,1.0189836501659059e-10,1.817851002995715e-13,3.4158577242686386e-13,3.0570349490467127e-15,6.079587132824586e-21,3.443072976236354e-20,1.8323928819046448e-14,8.806733240684382e-21,1.296654279152254e-21,4.025898438917984e-17,1.121708868526066e-22,2.715934909504988e-25,1.0467960370649116e-25,1.7709798913455167e-09,2.929775601449982e-13,4.214740067195961e-18,6.206664783163002e-17,6.097806514444588e-18,1.0908144777382804e-11,5.313578789231159e-07,8.088426193278121e-14,9.947574247527837e-05
6.516502941114532e-09,0.8136478392944024,3.76,0.0,0.999145951452586,0.999998891611908,6.400819130704386e-10,0.00010234477656813671,8.214734481019189e-09,0.0012552322619309182,0.0012552653230920331,8.595499071218924e-11,1.571397554916166e-07,2.7218588196106684e-08,1.6378198864760803e-09,2.8788557651246023e-11,1.0998454089438499e-06,1.1721455294751442e-10,9.715967971216575e-08,9.69667780514586e-07,1.1014179938673832e-06,1.4914865893294732e-07,2.6099286654756678e-09,6.536771199639245e-10,4.36741414094262e-10,5.064556604751028e-09,8.819319644791541e-15,2.350821097645836e-16,5.449736490231729e-12,1.1930814793525146e-13,1.6092242883677735e-22,9.79490693044582e-12,1.134269128558286e-14,5.949356151074663e-17,2.5656792467162773e-20,2.5295907570607818e-21,7.037513727604882e-06,4.837979247060327e-10,6.948379118462863e-06,7.883267733108787e-12,1.4364112866855542e-18,8.62518956587497e-15,5.589511261808814e-07,1.3255932997706915e-17,1.1824442767165151e-18,1.0661801131290234e-10,1.9116624874348633e-13,3.7037176313370524e-13,3.3136421910465703e-15,6.726195986429299e-21,3.8874091217161995e-20,2.043010771520901e-14,1.010340692160848e-20,1.5072388127887892e-21,4.5289595892159496e-17,1.2963750629447508e-22,3.0938960938633885e-25,1.2585798982263643e-25,1.8646832204304715e-09,3.13252774429876e-13,4.830280343682961e-18,6.714306138429153e-17,6.875585503392643e-18,1.1817993950026557e-11,5.461398053544042e-07,8.897136408794418e-14,0.00010224308154294768
6.692997727933965e-09,0.8136530628837806,3.76,0.0,0.9991089596218958,0.9999988613043505,7.011432895989076e-10,0.00010511756384567526,8.752037141249219e-09,0.0012892047453834403,0.0012892396135254362,8.841165150923464e-11,1.670437238706922e-07,2.8682287425962874e-08,1.7722610082444417e-09,3.1991572259200606e-11,1.1295985468045e-06,1.2364790005628802e-10,9.859952158938476e-08,1.0032624153178772e-06,1.1435648603173595e-06,1.5025058008840626e-07,2.749241616955203e-09,6.909138121600726e-10,4.726393297587848e-10,5.355371861303414e-09,9.699272034057753e-15,2.6538794438799114e-16,5.550697791558082e-12,1.2748428598807894e-13,1.8382943765826093e-22,1.018483360383212e-11,1.2368784807306016e-14,6.659534393997223e-17,2.886702099074471e-20,2.862285679058706e-21,7.227616582980489e-06,5.103246593471548e-10,7.133620339808805e-06,8.454740159349957e-12,1.5409978478065856e-18,9.117023085437977e-15,5.744350211837252e-07,1.4436533277611332e-17,1.357688963265475e-18,1.1139859905590775e-10,2.0073286216994237e-13,4.006252949956877e-13,3.583036722366486e-15,7.418602263943088e-21,4.372959519268989e-20,2.2711616438246852e-14,1.1546260301625666e-20,1.744937268147703e-21,5.0784582572417656e-17,1.4922817054787347e-22,3.5118239076730742e-25,1.505552129852552e-25,1.9604172861199508e-09,3.342811830615511e-13,5.5154967472769416e-18,7.246294712806513e-17,7.725906929537939e-18,1.2775227550230773e-11,5.609211769682487e-07,9.76043870098264e-14,0.00010501031811780514
6.869492514753397e-09,0.8136582863536661,3.76,0.0,0.9990719686864512,0.9999988309790002,7.661388595302806e-10,0.00010789039435881969,9.30824794981389e-09,0.0013231759334097922,0.0013232126562509401,9.086821863584847e-11,1.7727398505677802e-07,3.0182694687993434e-08,1.9137405383812774e-09,3.545285978746702e-11,1.1593498221673256e-06,1.3025299438520278e-10,1.0004353915362049e-07,1.0370283467456794e-06,1.1861749628553137e-06,1.513476038917958e-07,2.8919647251918735e-09,7.292365328075886e-10,5.104265226180508e-10,5.653159484605382e-09,1.0640598685872628e-14,2.9863520208189325e-16,5.650992033020112e-12,1.359863847242076e-13,2.092168847439352e-22,1.0580309679445488e-11,1.345915498470765e-14,7.433279491239202e-17,3.2379208093624244e-20,3.228043206662198e-21,7.417692957858844e-06,5.375574675372613e-10,7.31870772530983e-06,9.052567624998155e-12,1.6500067764775565e-18,9.620773322541523e-15,5.899370664447766e-07,1.5694493982573898e-17,1.5536135190088372e-18,1.1623788711151074e-10,2.104843016441125e-13,4.323754236697596e-13,3.865410403424755e-15,8.15848346660714e-21,4.902090776240291e-20,2.5177762494104765e-14,1.3147015107602233e-20,2.012371413393653e-21,5.677246881450047e-17,1.7113232339793205e-22,3.9726720066422534e-25,1.7923604616098115e-25,2.058155126544636e-09,3.560668660939014e-13,6.276105274086985e-18,7.803014806780096e-17,8.653130800046236e-18,1.3780852671485277e-11,5.757019933739577e-07,1.068030722019932e-13,0.00010777745220108708
7.04598730157283e-09,0.8136635097041117,3.76,0.0,0.9990349786446251,0.9999988006356859,8.352048849440171e-10,0.00011066326797474589,9.88347130146636e-09,0.0013571458260671714,0.0013571844513019025,9.332469209419509e-11,1.8783196278449717e-07,3.171969003814313e-08,2.0624254109828278e-09,3.9185705456431694e-11,1.1890992449256503e-06,1.3702982729062009e-10,1.0149182889420894e-07,1.07096441422978e-06,1.2292485896903147e-06,1.5244093615189698e-07,3.03808317065967e-09,7.686485739187069e-10,5.501489852544185e-10,5.957819691916787e-09,1.1645882286239903e-14,3.3502031269723575e-16,5.7507172253251724e-12,1.4481927363295175e-13,2.3727181675218457e-22,1.0981347827075112e-11,1.4616214044761146e-14,8.27450536334449e-17,3.6212527528847025e-20,3.6291411262222524e-21,7.607742856451345e-06,5.65496204773859e-10,7.5036414110950405e-06,9.677326031688753e-12,1.763505749135326e-18,1.0136293414215573e-14,6.05457258065635e-07,1.7033358892734285e-17,1.7720622739417863e-18,1.211337109122885e-10,2.2042006495179718e-13,4.656511266482545e-13,4.160948807423946e-15,8.947525019236788e-21,5.4772217891342e-20,2.7838077340412492e-14,1.4917978659038307e-20,2.312336350870524e-21,6.328270293558643e-17,1.955504529117772e-22,4.479523067471661e-25,2.124117528158615e-25,2.1578701565628507e-09,3.786137456496919e-13,7.11812097943812e-18,8.384848149368219e-17,9.661735735086505e-18,1.4835862937666655e-11,5.904822541806675e-07,1.1658726192580256e-13,0.00011054448379402729
7.222482088392263e-09,0.8136687329351943,3.76,0.0,0.9989979894948025,0.9999987702742372,9.084783543073052e-10,0.00011343618456074675,1.047780796008797e-08,0.001391114423412296,0.001391154998711615,9.578107188720775e-11,1.987190716352129e-07,3.329315392109593e-08,2.2184816511374793e-09,4.320370382037707e-11,1.218846825231808e-06,1.4397839019018388e-10,1.0294446799953202e-07,1.1050696441412288e-06,1.2727862068307484e-06,1.5353161336181454e-07,3.187582264127964e-09,8.091531528037862e-10,5.918525433148499e-10,6.269254716841913e-09,1.2717754614670579e-14,3.747472834770013e-16,5.84996178030429e-12,1.5398779409798181e-13,2.681894864832293e-22,1.1387961063660566e-11,1.5842416159778553e-14,9.187267018006206e-17,4.038679817086183e-20,4.067949067959645e-21,7.797766282968102e-06,5.941407265883844e-10,7.688421533174743e-06,1.0329591255264678e-11,1.8815625907891132e-18,1.066343849889867e-14,6.209955921488977e-07,1.8456773377033797e-17,2.0149929804782922e-18,1.2608397984641013e-10,2.3053976968193923e-13,5.004813226106817e-13,4.46983145635678e-15,9.787420469960818e-21,6.100822840712664e-20,3.070231516493232e-14,1.6872057778104045e-20,2.647806933876073e-21,7.034566275202609e-17,2.2269440926334876e-22,5.035590891710998e-25,2.506433422152382e-25,2.2595361655323065e-09,4.0192559502354953e-13,8.047865028557101e-18,8.992174341027154e-17,1.0756317895690922e-17,1.594123869204697e-11,6.052619589973404e-07,1.2697689531293452e-13,0.00011331141289785698
7.398976875211696e-09,0.8136739560470124,3.76,0.0,0.9989610012353763,0.9999987398944842,9.860969568067563e-10,0.00011620914398423202,1.109135520645118e-08,0.0014250817255014095,0.0014251242985133068,9.823735801838749e-11,2.0993671849473325e-07,3.490296716901246e-08,2.382074378593115e-09,4.752075708070629e-11,1.2485925734820624e-06,1.510986745644819e-10,1.0440151815825681e-07,1.1393432223095225e-06,1.3167884321136532e-06,1.5462052635023943e-07,3.3404474460958858e-09,8.507534146261568e-10,6.355828565431177e-10,6.587368830412944e-09,1.3858897096512785e-14,4.18027811503595e-16,5.948805391894625e-12,1.634967996875869e-13,3.021734785323953e-22,1.1800162682922151e-11,1.7140257916342962e-14,1.0175762683226585e-16,4.49224878316942e-20,4.54692993151971e-21,7.987763241617946e-06,6.234908885461792e-10,7.873048227440308e-06,1.1009939143190072e-11,2.0042452828784803e-18,1.1202065729000505e-14,6.365520647981569e-07,1.9968485405182262e-17,2.2844807297388162e-18,1.3108667473568437e-10,2.4084313818947943e-13,5.36894888324714e-13,4.792232045542568e-15,1.067987169123806e-20,6.775414737745141e-20,3.378045166899045e-14,1.902277283777404e-20,3.021944246754573e-21,7.799266110535401e-17,2.5278772268045057e-22,5.644222522255358e-25,2.94544962173667e-25,2.3631273146250684e-09,4.2600604697703065e-13,9.071971703043434e-18,9.625371244406103e-17,1.1941589912183288e-17,1.709794718504668e-11,6.200411074327652e-07,1.3799200469923585e-13,0.00011607823951380444
