Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270)
5.071258877224088e-10,0.4193510083331682,3.76,0.0,0.6052839452518193,0.9999999975399793,8.675730020370027e-16,1.0657785929994963e-08,1.601131399660604e-13,5.037867967263732e-06,5.037868087581618e-06,1.1325184457419911e-15,3.3300464265697675e-13,1.1025015815273947e-13,1.0004318870904664e-15,1.4558726904280598e-15,2.459757863688994e-09,3.1572064547427932e-15,1.1058182404261848e-09,7.347310359294538e-11,7.481196460752966e-11,1.2790458187893327e-09,1.4010464934956148e-15,1.1363667242251908e-14,1.0722537891162982e-16,2.1378122726080925e-14,1.3018810742756638e-22,3.879172102943551e-24,9.439228113064931e-14,1.928943119007327e-19,2.5010946800444313e-30,7.294589336501117e-15,7.864619029925796e-22,8.753608923670267e-25,9.086043967735434e-28,2.4624776974049435e-29,3.452194526138839e-09,1.225825877569982e-13,3.4515927001065025e-09,4.252400649183929e-18,2.0796723572608917e-26,2.1444545880335725e-21,3.844820296440578e-11,2.1617374389374977e-21,1.8706925592323926e-30,1.4770596605691762e-15,3.658858431941772e-20,4.312811113802093e-22,1.4991226363334952e-23,1.3339588596252586e-30,3.1561992837766536e-30,1.6903833619931916e-15,4.4140883180439967e-26,2.0570721940393867e-23,6.847621164522601e-27,1.6701892624388676e-35,1.8264691850003977e-33,1.2287600538060202e-40,6.930866264712129e-15,1.1361631896311089e-20,1.139814666442968e-28,9.470973663512495e-25,5.4094433378339765e-28,6.300601986647421e-19,3.678440675282271e-11,9.032459305009969e-23,1.0656985720804151e-08,1.9597808185714407e-16,1.572207557770001e-12,1.2208529862760136e-22
6.092246333853347e-10,0.419351087832793,3.76,0.0,0.6052829276480763,0.9999999970443754,1.5224192853370001e-15,1.2803681552928079e-08,2.3663366673865503e-13,6.052127776092386e-06,6.052127949588676e-06,1.4696730466783196e-15,5.437296640243292e-13,1.5893594261776206e-13,1.7324308071475804e-15,2.512907004562483e-15,2.955240285867638e-09,4.55669432076933e-15,1.3198721768777506e-09,1.0552814796281739e-10,1.0752831194901804e-10,1.5277861803525904e-09,2.023318828225542e-15,1.6614766622464393e-14,1.8574406361055458e-16,3.618941848835342e-14,2.2579327299038757e-22,6.849409262196211e-24,1.345201450060844e-13,3.333459509846856e-19,5.212872059335871e-30,1.048224565030385e-14,1.3596432055881333e-21,1.815658224963709e-24,1.5729062574355784e-27,6.075664553151337e-29,4.147164365679439e-09,1.7690716032163438e-13,4.146295915032917e-09,6.422855509577851e-18,4.081564220675541e-26,3.618789980546118e-21,4.6210034462240057e-11,3.7477736166279984e-21,4.0275218875249126e-30,2.1242604003689e-15,6.30934870031454e-20,8.928008123781709e-22,2.6975965090295635e-23,2.7117845207533742e-30,8.350943992756361e-30,2.916986499229016e-15,9.173068234100935e-26,3.5647211809207326e-23,1.4207937855166032e-26,4.1433353645049126e-35,4.434545614619466e-33,3.2188333072627878e-40,1.0020340251215126e-14,1.964811397840588e-20,2.817558938526352e-28,1.9437716500958664e-24,1.2677844323565622e-27,1.0937433140731379e-18,4.382183689438547e-11,1.6198286155138092e-22,1.2802526742823354e-08,2.828768949646304e-16,2.2548659260637964e-12,2.1067477519325251e-22
7.113233790482606e-10,0.41935116733272676,3.76,0.0,0.6052819100459078,0.9999999965486605,2.452382913326962e-15,1.4949638395505295e-08,3.3013455961078574e-13,7.066385870251001e-06,7.06638610661118e-06,1.816436877043661e-15,8.267122980564805e-13,2.1643224978922866e-13,2.7543205569492702e-15,3.9821731942774444e-15,3.4508091681409614e-09,6.212313896086959e-15,1.5311576999987454e-09,1.4317804304949345e-10,1.4599460803060238e-10,1.7736732252123783e-09,2.7597136704688032e-15,2.2940497370433175e-14,2.954081345426016e-16,5.657673477741936e-14,3.597108473976708e-22,1.1102047092834904e-23,1.8109618653010625e-13,5.288863981159934e-19,9.704698072365697e-30,1.422889904279661e-14,2.1581998066973824e-21,3.363930224877576e-24,2.501500344936172e-27,1.3036223042084568e-28,4.84211600789832e-09,2.4116747991875987e-13,4.840932213465926e-09,9.145520166620477e-18,7.169003994185458e-26,5.609124918118529e-21,5.3978945752185396e-11,5.9653115412907086e-21,7.771884514783526e-30,2.8858697823867812e-15,9.988760670182348e-20,1.6507955667980049e-21,4.449957732219713e-23,4.964584502268773e-30,1.9504292585082368e-29,4.621396903640521e-15,1.7026637324430037e-25,5.671401701950238e-23,2.6332442508389435e-26,8.938250668953903e-35,9.36717133588856e-33,7.369945758528089e-40,1.3684399529939617e-14,3.119540845594877e-20,6.062033839931342e-28,3.567952020307484e-24,2.6139519380183827e-27,1.7431610983454142e-18,5.074073858691655e-11,2.663978345388863e-22,1.4948064143243088e-08,3.857034572586828e-16,3.0548853673067965e-12,3.3377311229598256e-22
8.134221247111865e-10,0.41935124683296465,3.76,0.0,0.6052808924453036,0.9999999960528342,3.7106689493098305e-15,1.7095656451254797e-08,4.415166242084915e-13,8.080642249746768e-06,8.08064255865563e-06,2.1691670059461644e-15,1.1920330753655469e-12,2.827099186247517e-13,4.113899380377053e-15,5.928529249118005e-15,3.94646369326216e-09,8.124108772510179e-15,1.7397193870266505e-09,1.8634277601123603e-10,1.901407935570966e-10,2.0167428283010647e-09,3.610186921012594e-15,3.037460989943196e-14,4.413777056171814e-16,8.338612623241155e-14,5.386229863681602e-22,1.690371427458387e-23,2.338647516718181e-13,7.883384484913676e-19,1.6631839842175445e-29,1.852738032377176e-14,3.2186148568830335e-21,5.7373721578772636e-24,3.74026407892658e-27,2.5246231596320397e-28,5.537049453261243e-09,3.153632230381069e-13,5.535501611083126e-09,1.2468379545414789e-17,1.1613243928971811e-25,8.171780312197574e-21,6.175493663303628e-11,8.920169050627959e-21,1.3848426514739387e-29,3.7606875674664655e-15,1.4856613750640184e-19,2.809723585730769e-21,6.886386462388293e-23,8.427842074188835e-30,4.1225090647153557e-29,6.878508541703041e-15,2.9091985890626013e-25,8.476862277538641e-23,4.492700068104723e-26,1.7403518611192573e-34,1.7864931060824054e-32,1.5296882669605896e-39,1.7925847396911208e-14,4.653091189035921e-20,1.1778258626436448e-27,6.033893987058162e-24,4.901959652940225e-27,2.609980895656456e-18,5.7543157926139566e-11,4.111442854943909e-22,1.7093597921987284e-08,5.044728642596725e-16,3.970038821606813e-12,4.967893981667513e-22
9.999999999999999e-10,0.41935140583433045,3.76,0.0,0.6052790328597809,0.9999999951464613,7.041486771460776e-15,2.1017503193289908e-08,6.941857886704128e-13,9.934116029324857e-06,9.934116495832786e-06,2.8211569741912243e-15,2.105004139554568e-12,4.2641796162577384e-13,7.627486280358073e-15,1.0927120035942726e-14,4.852454135368415e-09,1.2279731389673926e-14,2.1139576073448796e-09,2.7921126923983945e-10,2.852614713848482e-10,2.4537722339325057e-09,5.4589132840671045e-15,4.6932119633880565e-14,8.1885954997882e-16,1.516847711793924e-13,1.0045036577577228e-21,3.2453323447058065e-23,3.454815141588542e-13,1.456216802345873e-18,3.817218244325203e-29,2.7784977163717087e-14,5.9520958203246784e-21,1.3049950358440882e-23,6.965013677610545e-27,6.993969913829514e-28,6.8069417058827495e-09,4.766170894969703e-13,6.80460281843561e-09,2.0249194869565728e-17,2.414937284661379e-25,1.4496970002595227e-20,7.598327162285596e-11,1.6573527904550463e-20,3.4433038844521656e-29,5.6479142565423484e-15,2.73344405157045e-19,6.3656037913491504e-21,1.3574872444742553e-22,1.9322043978935233e-29,1.3381566149531156e-28,1.2672361902821708e-14,6.638122014848409e-25,1.573692975002674e-22,1.0225642001934107e-25,4.871376631529223e-34,4.8115929584946584e-32,4.8937119739831434e-39,2.717747090439227e-14,8.605932410337034e-20,3.2873035164142716e-27,1.352834279380399e-23,1.2963281538395507e-26,4.860627904692226e-18,6.967975215530274e-11,8.071156063268136e-22,2.1014392206897923e-08,7.627600288213929e-16,5.932669372245547e-12,9.152411315323215e-22
1.0176196160370383e-09,0.41935140583433045,3.76,0.0,0.6052788572487487,0.9999999950608481,7.434862711685887e-15,2.138787617639158e-08,7.214802984895515e-13,1.0109149864773441e-05,1.0109150347836041e-05,2.882976402363318e-15,2.2092974588542257e-12,4.4149318088703204e-13,8.03619877296385e-15,1.1506233393881752e-14,4.938026461676072e-09,1.2716396721295973e-14,2.1488460530247043e-09,2.8890240367331884e-10,2.951975947837726e-10,2.494571007788471e-09,5.6531652798540966e-15,4.869987124988608e-14,8.627882680812808e-16,1.595632641166517e-13,1.0589970195912658e-21,3.4304666080828184e-23,3.5699536939489477e-13,1.5337108786591643e-18,4.09539157261947e-29,2.875171350645113e-14,6.2695744534601225e-21,1.398896921973282e-23,7.34246902349707e-27,7.622773622972607e-28,6.92686175528257e-09,4.935596858907781e-13,6.924439765718474e-09,2.1106373687515304e-17,2.567640535479843e-25,1.521159404628807e-20,7.732815636175001e-11,1.7465075243670186e-20,3.723455779870222e-29,5.845209348016041e-15,2.877828311364685e-19,6.821039702762056e-21,1.4382147742031583e-22,2.0745535423931882e-29,1.478847433020328e-28,1.3343398016915939e-14,7.1178396945708405e-25,1.6582186298903704e-22,1.0962133468288256e-25,5.314465469120973e-34,5.230643116113824e-32,5.4062515362642276e-39,2.815186475312618e-14,9.064967757549496e-20,3.585522731944998e-27,1.4482939208839638e-23,1.4076170513913642e-26,5.123217962144968e-18,7.080655933517556e-11,8.548179336464862e-22,2.1384654614136545e-08,7.899100378009855e-16,6.1370310692075906e-12,9.63705628810204e-22
1.22181710736289e-09,0.41935156483684854,3.76,0.0,0.6052768220583331,0.9999999940684174,1.3159944422626077e-14,2.5680340676595176e-08,1.0835426822902176e-12,1.2137650621209477e-05,1.2137651317180549e-05,3.602156925497649e-15,3.6733202654416284e-12,6.35054372305263e-13,1.3877247027292227e-14,1.9742128898126324e-14,5.929922286933189e-09,1.8333898627988335e-14,2.5475948023576593e-09,4.125896613107632e-10,4.2215818043197344e-10,2.961548934711815e-09,8.151791340164532e-15,7.184815377338638e-14,1.4909152248207304e-15,2.7112211738429873e-13,1.8438440657033792e-21,6.152765065606699e-23,5.020199940665935e-13,2.6378223062233472e-18,8.560373886732742e-29,4.110013956788613e-14,1.0798994362076634e-20,2.8949766724646144e-23,1.2793948339307792e-26,1.874166448097993e-27,8.316601275471004e-09,7.114939610452581e-13,8.313110500925036e-09,3.271973438345455e-17,4.8515189202204765e-25,2.50803777564554e-20,9.292969203515178e-11,3.022889727358637e-20,8.552713573747993e-29,8.36847115426425e-15,4.928101119398347e-19,1.4052508585381026e-20,2.6425516618901216e-22,4.410184799238012e-29,4.217322231848136e-28,2.2882849957860332e-14,1.4777974323965228e-24,2.8674969451634804e-22,2.2702810285907723e-25,1.3211320479619042e-33,1.249357564317733e-31,1.5580674927027687e-38,4.071979209061522e-14,1.5611799569758193e-19,8.895064860771548e-27,2.9539295099186747e-23,3.3341914452080336e-26,8.889677184054463e-18,8.362771393382634e-11,1.5651391695297507e-21,2.5675696818629722e-08,1.1393468282715535e-15,8.738789697432279e-12,1.6526770008811875e-21
1.4260145986887419e-09,0.41935172384047886,3.76,0.0,0.6052747868739807,0.9999999930755421,2.138177578972155e-14,2.997304990014459e-08,1.5345737776972944e-12,1.4166144519085326e-05,1.4166145466738693e-05,4.324066183198577e-15,5.659685483604424e-12,8.631636613169634e-13,2.2011427507518123e-14,3.1114758025689894e-14,6.922145046656987e-09,2.4976948529991032e-14,2.93629741628304e-09,5.56804854028877e-10,5.704975172923568e-10,3.4179479672308206e-09,1.1105633437492109e-14,1.000674700917502e-13,2.3664284157552826e-15,4.2417974619348807e-13,2.953624909019507e-21,1.0135222842545508e-22,6.671626921668855e-13,4.167308734876412e-18,1.5984073076840595e-28,5.551929668882314e-14,1.7089821212638246e-20,5.350712742885189e-23,2.0571039652999546e-26,3.998890527708448e-27,9.706268017555334e-09,9.691634608175618e-13,9.701513936035169e-09,4.769061625889488e-17,8.237426403497509e-25,3.805265104583723e-20,1.0855954203724089e-10,4.805797579008883e-20,1.7610590716499245e-28,1.1321312108172143e-14,7.7517785572512695e-19,2.5852373793739532e-20,4.441052054632622e-22,8.469500842101814e-29,1.0224739577185887e-27,3.604644273960104e-14,2.739659662225417e-24,4.554656716200199e-22,4.199335985531319e-25,2.8495205937961473e-33,2.5939884348724017e-31,3.891242576097605e-38,5.5650230148262776e-14,2.469668276096855e-19,1.9158983801140508e-26,5.384324056851438e-23,6.908008995367215e-26,1.4167821663223047e-17,9.602175633610284e-11,2.6233121104972388e-21,2.996672453479997e-08,1.552970707469828e-15,1.1758852167495282e-11,2.603395784497023e-21
1.6302120900145936e-09,0.4193518828451822,3.76,0.0,0.6052727516956171,0.9999999920822225,3.26265159631483e-14,3.426600379534047e-08,2.0812983286888316e-12,1.619463155842983e-05,1.6194632796558955e-05,5.047281611415857e-15,8.241828939295376e-12,1.1255927315506489e-12,3.2809615580463305e-14,4.6085750233637853e-14,7.914688794918683e-09,3.264587423218609e-14,3.3152751846450735e-09,7.209654391085656e-10,7.39705615300738e-10,3.864032776780218e-09,1.451434977847496e-14,1.3359658229710978e-13,3.5297300092974116e-15,6.245788691448461e-13,4.4530612165791314e-21,1.5689854959413062e-22,8.507569340924831e-13,6.1871393978516925e-18,2.7487121963771737e-28,7.19575109401629e-14,2.542224693384073e-20,9.105115206093285e-23,3.124083271301815e-26,7.694943457652682e-27,1.1095861985265526e-08,1.2665655976590462e-12,1.1089650187822439e-08,6.64004589058572e-17,1.2946409265797436e-24,5.435174727416317e-20,1.2421770474936104e-10,7.179858935706342e-20,3.345355055406179e-28,1.4694760930301882e-14,1.1458993491110252e-18,4.378111984062471e-20,6.987814251506411e-22,1.508219513300194e-28,2.2003251822442735e-27,5.336291028148552e-14,4.6751900036765796e-24,6.798542683207633e-22,7.151526242531111e-25,5.54217104191555e-33,4.863621576551924e-31,8.742820817694326e-38,7.296300370516258e-14,3.6714633491729427e-19,3.722676588426801e-26,9.039055974914041e-23,1.2973177748791437e-25,2.121826895027834e-17,1.0800330202991717e-10,4.1194247608014674e-21,3.425773776195612e-08,2.0309970645189067e-15,1.5181325435174378e-11,3.854048757568356e-21
1.8344095813404454e-09,0.41935204185092023,3.76,0.0,0.6052707165231694,0.999999991088458,4.7449995024532605e-14,3.855920231050499e-08,2.7302984384133565e-12,1.8223111739271148e-05,1.8223113306688788e-05,5.770697758283014e-15,1.1491100705592723e-11,1.422114774218298e-12,4.663920126640099e-14,6.510044466197201e-14,8.907547757121873e-09,4.134099748708499e-14,3.6848392441959173e-09,9.04505526605529e-10,9.292870890972442e-10,4.300061511999799e-09,1.837769552046463e-14,1.7266532589633346e-13,5.020956024695934e-15,8.778973343825179e-13,6.4117743833718086e-21,2.3166861257537214e-22,1.0512393742168257e-12,8.76067028587622e-18,4.439860955453393e-28,9.036474288868163e-14,3.607439986864561e-20,1.4547061643676723e-22,4.549361243053576e-26,1.3687288577388908e-26,1.2485383182332678e-08,1.6036977841557624e-12,1.2477519370591454e-08,8.923000706519736e-17,1.9194964415541467e-24,7.416185224043932e-20,1.3990417855031698e-10,1.0229694402129669e-19,5.9707298476756755e-28,1.8480032006940257e-14,1.6154904717007325e-18,6.96016446442905e-20,1.0451011144507836e-21,2.531608174042589e-28,4.321720118981192e-27,7.534087771002654e-14,7.489205613408504e-24,9.677709021443003e-22,1.1435184051910586e-24,9.963393550184591e-33,8.4390288014741e-31,1.8092892068895813e-37,9.267718376867768e-14,5.205276191186957e-19,6.687511044721478e-26,1.4249901370854244e-22,2.259855688078548e-25,3.030370384336497e-17,1.1958646552688905e-10,6.152264703474961e-21,3.854873649938362e-08,2.5736681060505133e-15,1.8990866023429134e-11,5.441370338251728e-21
2.038607072666297e-09,0.4193522008576562,3.76,0.0,0.605268681356568,0.9999999900942493,6.643711551312245e-14,4.2852645393981754e-08,3.488016102822886e-12,2.0251585061636446e-05,2.0251586997174642e-05,6.493847045373122e-15,1.5476824306216518e-11,1.7525044794846055e-12,6.386411331236064e-14,8.858847466581918e-14,9.900716325151629e-09,5.106263416675536e-14,4.045290897814171e-09,1.1068754057784323e-09,1.138760742314388e-09,4.726285955606318e-09,2.2695514881169897e-14,2.1749491427555318e-13,6.879978042285926e-15,1.1894570496333782e-12,8.904835650612976e-21,3.295914073097309e-22,1.2671441551806287e-12,1.1949694778304084e-17,6.827255367156164e-28,1.1069253714506819e-13,4.932295629450335e-20,2.21150392252276e-22,6.417816630086926e-26,2.288396624160533e-26,1.3874831612488972e-08,1.9805574330325243e-12,1.3865121596262374e-08,1.1655933142611767e-16,2.7194928181816743e-24,9.763651328268758e-20,1.5561896181648728e-10,1.4039916755014942e-19,1.0135092788074113e-27,2.266852159710899e-14,2.1939877274007997e-18,1.0527009624109862e-19,1.5012309492278712e-21,4.05005984495434e-28,7.895655736055737e-27,1.0246955251585061e-13,1.1413401492551216e-23,1.3270420003147842e-21,1.739884560884371e-24,1.6835214161390038e-32,1.3777852042961368e-30,3.503437388213456e-37,1.1481110863101733e-13,7.109043959543101e-19,1.1293278204970917e-25,2.137781705059292e-22,3.709261783783184e-25,4.1688797427889183e-17,1.3078487742230181e-10,8.829143982702306e-21,4.283972074634554e-08,3.1812518293091115e-15,2.3172661292408085e-11,7.400692503019354e-21
2.4470020553180006e-09,0.4193525188739784,3.76,0.0,0.6052646110406305,0.9999999881044971,1.1938393701068136e-13,5.144026505935019e-08,5.3546859806537635e-12,2.4308511131044152e-05,2.430851391939541e-05,7.939232816229355e-15,2.5925117253348558e-11,2.5139930724392742e-12,1.0993848024974466e-13,1.5062775109780224e-13,1.1887960651704116e-08,7.358668285160095e-14,4.740014790450205e-09,1.5659839628042701e-09,1.6155284386205597e-09,5.550298150507903e-09,3.2694393358874127e-14,3.2528003885453125e-13,1.1859585938331281e-14,2.0073573407269387e-12,1.582419793547519e-20,6.130414757410597e-22,1.7398145257619156e-12,2.0413865536897964e-17,1.4437083257946978e-27,1.5692363242608458e-13,8.471180993661791e-20,4.563063608039694e-22,1.1926167205530817e-25,5.552378473617473e-26,1.6653510187002786e-08,2.8534487695255097e-12,1.6639525612533897e-08,1.862343560600282e-16,4.9272798227807454e-24,1.5607385837672222e-19,1.871334502384652e-10,2.4279935640094034e-19,2.5947429990220944e-27,3.222162918643575e-14,3.7155487178005896e-18,2.1489196158506192e-19,2.822018962252039e-21,9.24624160435832e-28,2.2307802110673644e-26,1.7404255677246136e-13,2.365285248050923e-23,2.2908091508959165e-21,3.596234502070622e-24,4.171726363017112e-32,3.197270996913278e-30,1.1238713838195693e-36,1.6640799929906467e-13,1.2174418462641435e-18,2.7956179074136716e-25,4.295898252758862e-22,8.718391078023727e-25,7.242614573838509e-17,1.5207964286011364e-10,1.658592667763806e-20,5.1421645765817845e-08,4.5923527100233906e-15,3.259631668734974e-11,1.2569928063713756e-20
2.8145575397045336e-09,0.4193528050917312,3.76,0.0,0.6052609477756109,0.999999986312198,1.877185716452247e-13,5.916995866401444e-08,7.468347482388569e-12,2.795972113778251e-05,2.7959724826658252e-05,9.240580727609724e-15,3.850319541774836e-11,3.312930239991125e-12,1.665984096230618e-13,2.2576980972874383e-13,1.3677486382714554e-08,9.737205683247364e-14,5.33693384194613e-09,2.0383802189882343e-09,2.108099817477643e-09,6.260779317784322e-09,4.324790317315258e-14,4.4404152500329193e-13,1.7993741360039865e-14,2.9910994132259173e-12,2.4759942362604706e-20,9.97272528646358e-22,2.2050698429157513e-12,3.072622015914068e-17,2.57609884718954e-27,2.0464458324566657e-13,1.2820606665530214e-19,7.947755326755148e-22,1.9715163298050418e-25,1.0923700866437334e-25,1.9154072078691624e-08,3.774892941046011e-12,1.913557731067959e-08,2.6813097249774194e-16,7.716009429526326e-24,2.223182398473673e-19,2.1559329185511936e-10,3.694515456673301e-19,5.441112899749909e-27,4.211571441827526e-14,5.548882537875772e-18,3.7051139298378166e-19,4.5942411779038736e-21,1.755260744923271e-27,4.922005591895443e-26,2.6060677539896833e-13,4.133587210079886e-23,3.480157369988358e-21,6.274079403260301e-24,8.363110219895644e-32,6.061800041342957e-30,2.787331209434007e-36,2.2129040324587082e-13,1.83638149172951e-18,5.599324993070797e-25,7.306242782094552e-22,1.6734532791638596e-24,1.1064781318393692e-16,1.7005648192314187e-10,2.7014880885527045e-20,5.914532871812935e-08,6.0875277936479635e-15,4.2212363903011286e-11,1.882187443020767e-20
3.1821130240910667e-09,0.4193530913121876,3.76,0.0,0.6052572845285189,0.9999999845184558,2.799083092251466e-13,6.69004438675804e-08,1.0028296136433123e-11,3.1610908923456916e-05,3.161091363895434e-05,1.0542494528855955e-14,5.445879032461198e-11,4.2181620684066975e-12,2.3976356088538264e-13,3.21426880594309e-13,1.5467935143703423e-08,1.244879953103944e-13,5.908596761093697e-09,2.5639280695709093e-09,2.6582452843087545e-09,6.943135220125023e-09,5.527543034983501e-14,5.845444032897298e-13,2.592775690578715e-14,4.235496736861517e-12,3.689029379340638e-20,1.54262428908537e-21,2.701412305489499e-12,4.392740645564781e-17,4.302086822745404e-27,2.57901962542944e-13,1.8440377545450179e-19,1.292948505490886e-21,3.1414065485575902e-25,1.973531856323172e-25,2.1654398263676216e-08,4.8250138598068385e-12,2.16307657077867e-08,3.7048926283594255e-16,1.1379810664020477e-23,3.0199535527211405e-19,2.44144830788519e-10,5.33895765501203e-19,1.0555176182446396e-26,5.319034707166107e-14,7.871029181960094e-18,5.963993329746386e-19,7.060763301984323e-21,3.091575001400982e-27,9.811484547852938e-26,3.706480728893106e-13,6.743573288627673e-23,5.0210985543637576e-21,1.0224164454014694e-23,1.5393198601242554e-31,1.0582120269590936e-29,6.23909804479278e-36,2.842665949628566e-13,2.6308201533316616e-18,1.0295513440290337e-24,1.1604675509022802e-21,2.9570231348667096e-24,1.605194951608209e-16,1.8697827393278538e-10,4.157158276749209e-20,6.686896470893783e-08,7.798266609262936e-15,5.282656492285231e-11,2.6769406532158535e-20
3.5496685084775997e-09,0.41935337753516766,3.76,0.0,0.6052536212990065,0.9999999827232683,4.003409198873259e-13,7.463172036950454e-08,1.306735629010898e-11,3.5262074488212265e-05,3.526208035652196e-05,1.1843963017776887e-14,7.413017067955633e-11,5.2284274397339005e-12,3.3143461635518644e-13,4.3960694421774856e-13,1.7259279654162988e-08,1.5493614905104675e-13,6.456443875363111e-09,3.1399486628197362e-09,3.2636206896312374e-09,7.598623587019369e-09,6.877908974593453e-14,7.478036712646259e-13,3.588485508054124e-14,5.7634151003476575e-12,5.290408629828096e-20,2.294576129155963e-21,3.223167778846416e-12,6.032746850899832e-17,6.825843925841857e-27,3.1646432032887844e-13,2.549303131619942e-19,1.9943616559647643e-21,4.86491456678623e-25,3.3362069598436508e-25,2.4154488763755357e-08,6.003796441899911e-12,2.4125091380556255e-08,4.955042902649498e-16,1.602522629973758e-23,3.9550748312830825e-19,2.7278805749518925e-10,7.410638982523132e-19,1.922182334257069e-26,6.540144861168985e-14,1.0725361170928941e-17,9.098631588988139e-19,1.0369380704759549e-20,5.1264031038744694e-27,1.806396074912187e-25,5.064005336958507e-13,1.0426067078735494e-22,6.958244081915115e-21,1.5798511183698142e-23,2.6505980573487562e-31,1.732781396454811e-29,1.2863005605483886e-35,3.554196135378108e-13,3.6202947298042184e-18,1.770646861284092e-24,1.7474102367279234e-21,4.897851452226045e-24,2.236469701765548e-16,2.029090684580781e-10,6.116858120563429e-20,7.459255373324554e-08,9.726942702314472e-15,6.436947219332137e-11,3.657387489245982e-20
3.917223992864133e-09,0.4193536637604999,3.76,0.0,0.6052499580867415,0.9999999809266336,5.536653163592741e-13,8.23637878694357e-08,1.661706959435053e-11,3.89132178321895e-05,3.8913224979591006e-05,1.314489739782529e-14,9.783852315127633e-11,6.342480191577636e-12,4.435779504888382e-13,5.821933460140587e-13,1.905149403811222e-08,1.887181193619127e-13,6.981834548258766e-09,3.763899497857906e-09,3.92200144205561e-09,8.228446686127486e-09,8.376173871492509e-14,9.347648229745755e-13,4.8085632560109813e-14,7.595657285996153e-12,7.357453594356111e-20,3.3076850788693692e-21,3.765323338934732e-12,8.022359862609068e-17,1.0398025771624982e-26,3.8011330064643596e-13,3.4142980696601745e-19,2.947873711142912e-21,7.357382483817383e-25,5.347229421372357e-25,2.6654343600735597e-08,7.311225604884455e-12,2.6618554886503917e-08,6.453656853808668e-16,2.1754364939691737e-23,5.032039364705899e-19,3.0152296241366935e-10,9.958870462942433e-19,3.321701826595294e-26,7.870657017051245e-14,1.4151466100930508e-17,1.3296174449970117e-18,1.4678070903472138e-20,8.08939984774794e-27,3.119967793626287e-25,6.699420545486529e-13,1.5439214767850953e-22,9.335910396294196e-21,2.3394236053944533e-23,4.326555662603327e-31,2.6962312495431377e-29,2.4795196332237644e-35,4.3482630383329845e-13,4.823652418094038e-18,2.8860289064935317e-24,2.5210030015587256e-21,7.701991339197073e-24,3.0165130556040737e-16,2.1790901216621582e-10,8.679532085581083e-20,8.231609578588247e-08,1.187613064108643e-14,7.677591848041767e-11,4.8385349295960956e-20
4.284779477250666e-09,0.41935394998802195,3.76,0.0,0.605246294891407,0.9999999791285499,7.447817421168511e-13,9.009664606720964e-08,2.0707736005126132e-11,4.256433895552588e-05,4.2564347508383324e-05,1.4445971439834318e-14,1.258888267098731e-10,7.559088941664614e-12,5.781260896466525e-13,7.509529498969814e-13,2.0844553752586916e-08,2.2583546065028423e-13,7.486051755433714e-09,4.433367446558206e-09,4.631276385964666e-09,8.833753746530601e-09,1.0022692602983461e-13,1.146308120023802e-12,6.274809364811072e-14,9.751091723557064e-12,9.976251178375019e-20,4.6468163857519124e-21,4.323460102710835e-12,1.0390086951377838e-16,1.5323309613742442e-26,4.486429119901426e-13,4.455703275660674e-19,4.207748159113116e-21,1.0896593820116766e-24,8.204689160718315e-25,2.9153962796430566e-08,8.747286267793843e-12,2.911115676514625e-08,8.222579759279976e-16,2.8665142049371956e-23,6.254018880342761e-19,3.303495359659884e-10,1.3032955206492157e-18,5.491959854421019e-26,9.306483208505564e-14,1.818540106256208e-17,1.8756593245756527e-18,2.0154182576568302e-20,1.2247422582846111e-26,5.113477458139006e-25,8.632040241184961e-13,2.206827458604415e-22,1.2198121020978246e-20,3.345470691684359e-23,6.759464124867746e-31,4.024554695934674e-29,4.5194395176062975e-35,5.22557631281662e-13,6.2590770663295054e-18,4.501257333992906e-24,3.511748167916007e-21,1.1606604668109024e-23,3.961676870757916e-16,2.3203458792906682e-10,1.1951541548818653e-19,9.003959086151896e-08,1.424859197790787e-14,8.998475437416009e-11,6.234331789384088e-20
