Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886)
3.216934351482403e-06,0.2631915177093068,3.76,0.0,0.20443595316397015,0.9070704219458122,0.1093999420903164,0.004136145336833699,0.0036164648341715385,0.05482826814220231,0.07970939406403407,3.2393878508879665e-09,0.33857935268105505,1.978668825096638e-05,0.000398959160369794,0.022667363112806815,0.0058776134779434455,0.0006449570220452681,0.002126992224524922,0.013917863836342265,0.38722003439443486,0.002049224390538233,0.0004007244310086906,0.002995610602053478,0.005490309045246925,0.0011644415142789027,0.0009936540367760072,0.0066793825405345895,2.9590724143701503e-06,0.010400231357332184,6.545057087629734e-08,0.003677049084611992,0.0010038853902476724,0.0027498618044341583,1.1008078835236911e-05,2.52088345451046e-06,0.005909190486835282,0.005338946345990997,0.005308027423496882,0.0015056497614937391,1.141359553423427e-08,4.593752651083938e-09,0.00252630815553927,0.00013942025701153889,2.3973976646367703e-06,5.7785038143997634e-06,3.920150737865392e-06,0.00048459224440317326,8.584828052451053e-06,2.0724817754793463e-10,4.103150658303938e-08,0.0017247471941483174,1.243332785262536e-05,2.6061207125494687e-06,0.0017378914171199077,5.696751021034749e-09,5.784238894646751e-11,4.822579132532009e-07,0.00012879975786009773,8.40412213087547e-06,9.337547990109276e-05,3.0872576666002224e-07,2.379516600427378e-07,0.00022823693437261063,5.095007539825778e-06,0.0002882153603581794,0.00012222652442874738,0.0006015968968215859,1.5696871787107327e-05,1.5988979016570914e-10,4.4870436573735525e-11,6.70757165794439e-07,6.412501314610095e-07,2.5093833923578184e-06,1.3449855792413503e-06,1.088975314735761e-10,1.4649674904231516e-06,2.180688106530593e-09,5.193879750638129e-09,1.6669908221438317e-06,2.17611540325825e-06,0.0001456426655554194,1.196068446832083e-10,4.471179813133045e-08,1.604311480484642e-07,2.19315913863338e-06,3.08680069666756e-12,6.032844574102155e-10,3.004530465918496e-08,8.418456115906552e-09,2.28856878563584e-12,3.9783054787112853e-07,2.2160995090175912e-10,3.80939313965149e-09,1.0000460735074148e-06,2.0420229133485856e-11,8.064630329981052e-07,1.4369465374607354e-09,1.839905580759837e-11
3.2238741435899157e-06,0.26327497792872184,3.76,0.0,0.20256506403010016,0.9062774223884177,0.11021298778460051,0.004189204298543727,0.003602162290877935,0.05480668167191584,0.07998651476194946,3.2087788331219555e-09,0.3398847895678592,1.9632449039529963e-05,0.0003992594882102609,0.0230228826424756,0.0058752667495176655,0.0006489002744369537,0.0021126798298198982,0.013836824042730279,0.3883953289358976,0.002038726559943887,0.0003993352891116091,0.0030235395027407245,0.005544226285045787,0.0011653784061932842,0.0009936362117253174,0.00671375731944466,2.9357723728470495e-06,0.010572279672843512,6.57105432546198e-08,0.0037165315279447477,0.0010034431581155553,0.0027658166944932666,1.1179499181400768e-05,2.532615841567136e-06,0.005980062946589621,0.005416259903187605,0.005349576621362036,0.0015434299458552472,1.1564259702896812e-08,4.572719012639414e-09,0.002577462624014361,0.00014373870537307313,2.4221276109113592e-06,5.820428908124287e-06,3.973338243799426e-06,0.0004944051341188254,8.715925943611524e-06,2.084319516758557e-10,4.117977924722667e-08,0.0017532455051274664,1.2675098318957476e-05,2.6467114982235443e-06,0.0017652646874309536,5.795823797642786e-09,5.8110210889398636e-11,4.887426069958752e-07,0.0001283359651248973,8.499492128912428e-06,9.495289671397977e-05,3.1200919513661116e-07,2.401660213149546e-07,0.0002310440637020003,5.11904084149642e-06,0.0002928883197733819,0.00012408821224617616,0.0006110378630618381,1.5774579148657442e-05,1.605470198474955e-10,4.504417352179732e-11,6.73239655327623e-07,6.393611447697752e-07,2.5788760021342776e-06,1.3423246322255747e-06,1.1161874546835484e-10,1.5077848938892602e-06,2.235207339150334e-09,5.2893552561839396e-09,1.7058548500692538e-06,2.190966795698239e-06,0.00014700786043346083,1.228944508583436e-10,4.5828949877858375e-08,1.6514152430835443e-07,2.261697249709096e-06,3.183376900347295e-12,6.095301477834058e-10,3.013548831534179e-08,8.605812299702373e-09,2.3223380912105283e-12,4.0990476054521435e-07,2.206093705678831e-10,3.921291353840695e-09,1.0311337681379756e-06,2.1030092540769615e-11,8.342651349679295e-07,1.4768892699599503e-09,1.8952044386743672e-11
3.2308139356974286e-06,0.263357499724678,3.76,0.0,0.20071902056615776,0.9054873766275481,0.11102073708437073,0.004242342540516652,0.0035873484870152113,0.05478519014765847,0.08026365226730996,3.177710080560147e-09,0.3411722646223013,1.9474697480237832e-05,0.00039950630248853963,0.023380225062391975,0.005872787306727036,0.0006528040863292415,0.0020981868670314385,0.013754546475205845,0.3895471468106011,0.0020279710920937,0.00039790335299428323,0.003051485438874888,0.005598010963498161,0.0011660879295589568,0.0009934078971599,0.006746882677637917,2.912286893808753e-06,0.010744730081509498,6.595799188999489e-08,0.0037557749798582995,0.0010027925240005623,0.002781257157511031,1.1350998047732246e-05,2.543861832928367e-06,0.006050785882386986,0.0054936671361705885,0.00539058647032416,0.0015816835231447551,1.1713568678306353e-08,4.5511103146233845e-09,0.00262899237119099,0.00014813233582873248,2.446527934458818e-06,5.8616250581011425e-06,4.025563568208107e-06,0.0005042576451855773,8.845035428296165e-06,2.0956014410424963e-10,4.131776080535295e-08,0.001781859553220694,1.2915449663907017e-05,2.6867276806483365e-06,0.001792612392446524,5.895013097660813e-09,5.836687642048511e-11,4.951382180943279e-07,0.00012786463215009382,8.592216653626883e-06,9.652803764942863e-05,3.1525594315283723e-07,2.4232220620464107e-07,0.00023387693216155492,5.14158829788678e-06,0.0002975459344622574,0.0001259536524920258,0.0006205576690408596,1.584842579191622e-05,1.6116402194443706e-10,4.5206680758696696e-11,6.755568832975335e-07,6.374158188327511e-07,2.6496511028503644e-06,1.339183301666162e-06,1.1435787941185034e-10,1.5514482448932373e-06,2.2904958211128275e-09,5.385020296110141e-09,1.7450428803707138e-06,2.205573936537397e-06,0.00014833926397069406,1.262379778546024e-10,4.695943700921897e-08,1.6995750476078164e-07,2.331582844119982e-06,3.281855521298174e-12,6.156435600063781e-10,3.0223821237743784e-08,8.794117632694051e-09,2.3558898233325467e-12,4.221786441644987e-07,2.1955405672267352e-10,4.035021007471988e-09,1.062788126642454e-06,2.16502183803181e-11,8.627138755528376e-07,1.5173938228110926e-09,1.951496815358734e-11
3.2377537278049415e-06,0.2634390891386723,3.76,0.0,0.19889765237069526,0.9047003867689728,0.11182311810167209,0.004295550820892563,0.0035720414873336237,0.05476380265853208,0.08054075566898879,3.1462158033973203e-09,0.3424419200825816,1.931362439964037e-05,0.00039970010747722136,0.02373932344671859,0.005870179154691939,0.0006566683996880914,0.0020835247196952034,0.013671095309129605,0.3906757734197507,0.0020169691845051785,0.0003964299695340488,0.0030794436574307594,0.005651654013336776,0.0011665728647112738,0.0009929729797143452,0.006778755545638792,2.8886324458353545e-06,0.010917538293128609,6.619294121328517e-08,0.0037947709049335654,0.0010019376497669955,0.0027961803780579986,1.1522521892398337e-05,2.554620935766503e-06,0.006121344564524229,0.0055711522330601495,0.0054310501043622105,0.0016204036978855413,1.1861473827421936e-08,4.5289501821579e-09,0.002680885249514532,0.0001526005458887431,2.470587835172261e-06,5.90208691656307e-06,4.076798583159412e-06,0.0005141463906233283,8.972068568721207e-06,2.1063260631757195e-10,4.144551074961654e-08,0.0018105823531000982,1.3154200054651882e-05,2.7261412986874855e-06,0.00181992667491256,5.994287104374573e-09,5.86123752811564e-11,5.014411241543685e-07,0.00012738601030504065,8.682246183896278e-06,9.810023034492385e-05,3.1846517312017934e-07,2.444194311786505e-07,0.00023673537685683788,5.162651450689728e-06,0.00030218641621421947,0.00012782224845851587,0.0006301537877646284,1.5918409738484307e-05,1.617408860495592e-10,4.5357994417074234e-11,6.777094627778699e-07,6.354163530148436e-07,2.721712165107831e-06,1.3355729516077309e-06,1.1711356469221003e-10,1.5959615896560556e-06,2.3465444091703776e-09,5.480837607376756e-09,1.7845413905600692e-06,2.2199350863493826e-06,0.00014963618781925264,1.2963699096234413e-10,4.810294863144377e-08,1.7488003923614934e-07,2.402816373577411e-06,3.3822372934557327e-12,6.216219673613406e-10,3.03103269966342e-08,8.983286931766919e-09,2.3892130012369086e-12,4.3465014123669497e-07,2.1844632892266619e-10,4.150566999461245e-09,1.0950063401991182e-06,2.2280529986386657e-11,8.918129877993738e-07,1.5584533446642795e-09,2.0087805499133226e-11
3.2446935199124543e-06,0.2635197525030821,3.76,0.0,0.19710078070658138,0.9039165514274193,0.11262006339642287,0.00434882003744767,0.0035562593896833416,0.0547425279182865,0.08081777477037907,3.11432971455643e-09,0.3436939033385855,1.9149419445903987e-05,0.0003998414343472839,0.024100110664136948,0.00586744617642408,0.0006604931700877137,0.002068704611572858,0.013586534075565282,0.39178149967188675,0.002005731972657716,0.00039491648578386884,0.003107409429792856,0.00570514659578116,0.0011668361626137708,0.0009923354686650159,0.006809373914645567,2.864825175841973e-06,0.01109066053133261,6.641542538460931e-08,0.003833511066857379,0.0010008828080451948,0.0028105840010661694,1.1694017732751769e-05,2.564893061893687e-06,0.006191724520176633,0.0056486996561011795,0.0054709611254380236,0.0016595834456400024,1.2007929358865784e-08,4.506262149407298e-09,0.0027331290362573625,0.00015714268495556268,2.494296903080476e-06,5.941809679388851e-06,4.127017164541724e-06,0.0005240680090396209,9.096941639958879e-06,2.1164925953742096e-10,4.1563099024106447e-08,0.0018394069383757205,1.3391171171738292e-05,2.764925566879809e-06,0.0018471998716258814,6.093614495218974e-09,5.884670646981436e-11,5.076478542153395e-07,0.00012690034890820115,8.769536099798873e-06,9.966881159771097e-05,3.2163609290969345e-07,2.4645699761079785e-07,0.00023961922186115472,5.1822336362303554e-06,0.00030680802536290106,0.0001296934035706161,0.0006398236544053581,1.5984533386150865e-05,1.6227774574112536e-10,4.549816262244008e-11,6.796981797924929e-07,6.333649371215562e-07,2.7950621737398465e-06,1.331505395818865e-06,1.1988442617610912e-10,1.641328697487544e-06,2.403343386504747e-09,5.576770129289969e-09,1.8243366504161888e-06,2.234048698778569e-06,0.00015089798787684078,1.3309100939360956e-10,4.92591629243514e-08,1.799100514217869e-07,2.4753976267558673e-06,3.484522013660826e-12,6.27462841754945e-10,3.039502959596245e-08,9.17323471193234e-09,2.4222973460665974e-12,4.4731706506966074e-07,2.1728851620864998e-10,4.267913179006102e-09,1.127785255387923e-06,2.2920944704800765e-11,9.215659228713736e-07,1.6000607855081685e-09,2.067053079007018e-11
3.2585731041274796e-06,0.2636783277649892,3.76,0.0,0.19357977315092462,0.9023587212864198,0.11419739890994074,0.004455505600259671,0.003523342290689584,0.05470034970079065,0.08137136313378046,3.0495142063757086e-09,0.34614546658652684,1.8812364864234338e-05,0.000399968908121178,0.024826482431960378,0.005861620676394873,0.0006680239689197292,0.00203863454679188,0.013414331933333828,0.39392543920784284,0.001982595781412654,0.00039177459781893607,0.0031633448733163535,0.005811646167654399,0.00116671045113794,0.000990469256113378,0.006866844296484935,2.816815079579578e-06,0.011437674768997111,6.682318188950983e-08,0.003910192655658745,0.0009981908060546086,0.0028378252932757713,1.2036716561976604e-05,2.5839779977755945e-06,0.006331891673569077,0.005803920754357213,0.005549102053122356,0.0017392924745486282,1.2296322632621747e-08,4.459395877262172e-09,0.0028386201524258315,0.0001664459152557353,2.5406229144702153e-06,6.019021367991718e-06,4.224310584240777e-06,0.0005439965728616534,9.339894253206446e-06,2.1351516360716792e-10,4.1768120171900174e-08,0.00189733373830678,1.3859081746019253e-05,2.8405049723790345e-06,0.0019015933525138291,6.292306792301533e-09,5.928190680231673e-11,5.197596802291081e-07,0.00012590889396143454,8.935742930864362e-06,0.00010279253710635138,3.2786005963581335e-07,2.503507799083613e-07,0.00024546234556424465,5.2169771263780575e-06,0.0003159879182169759,0.00013344100885449828,0.0006593742034609327,1.6105230618880393e-05,1.6323219836842578e-10,4.5745312881297164e-11,6.831880017697689e-07,6.291149499784295e-07,2.9456385536303308e-06,1.3220479276364624e-06,1.254661606623471e-10,1.7346378968272837e-06,2.51915084025195e-09,5.7688338654846525e-09,1.9047615741460612e-06,2.2615280732839732e-06,0.000153313863085937,1.4016191238010875e-10,5.1608360186425894e-08,1.902960694225183e-07,2.6245991902062395e-06,3.6947948648128316e-12,6.387228744280787e-10,3.055912324080898e-08,9.55512311879174e-09,2.487711936163643e-12,4.732278260707666e-07,2.1483196661553454e-10,4.5079364333837275e-09,1.1950108947225137e-06,2.4231723881371957e-11,9.830456552204971e-07,1.6848903196751092e-09,2.1865523211769997e-11
3.2710647299210024e-06,0.26381794728987096,3.76,0.0,0.19049269724205578,0.900968380363948,0.1155978229247576,0.004551642741350472,0.003492273322363549,0.054662854862095774,0.08186881702907152,2.9901667723023403e-09,0.3482930070730359,1.8500172854930635e-05,0.000399910010420591,0.025485317437702413,0.00585598735563183,0.0006746662637235392,0.002011140223266594,0.01325617551896443,0.3957796786667477,0.001961078402049588,0.0003888232217415913,0.003213665844064137,0.005906897319539607,0.0011658720988439923,0.0009881391736683701,0.006914278066911925,2.7732383357541713e-06,0.011750634190368254,6.71480640200727e-08,0.003978254896845611,0.0009951288906523818,0.0028605509801033005,1.234453140172686e-05,2.5994960465593608e-06,0.006457291102600897,0.0059436829538981875,0.005617484209995691,0.0018125275185318292,1.2550517722347505e-08,4.415643946181378e-09,0.0029346386017365493,0.00017506419553078365,2.581020400273345e-06,6.0859468112678125e-06,4.308177587151902e-06,0.0005620116593743724,9.550413474756881e-06,2.150041934564384e-10,4.1918787565525585e-08,0.0019497467244406997,1.4272410174974743e-05,2.906130483880499e-06,0.0019503342279682718,6.471009395509605e-09,5.963556546635905e-11,5.302998003843077e-07,0.00012499496532627152,9.075611195330409e-06,0.00010558509873760562,3.333235859857986e-07,2.536458495419726e-07,0.00025080600388124955,5.2432497895638784e-06,0.00032416886786183383,0.0001368166430011792,0.0006771955311800966,1.6200765758272192e-05,1.639565854884616e-10,4.5930345645527965e-11,6.857796600290143e-07,6.251339673344185e-07,3.0855855676543706e-06,1.3120988564654615e-06,1.3052778842152525e-10,1.8215682008278687e-06,2.625835063980085e-09,5.941719304184962e-09,1.978017568960895e-06,2.285401265570386e-06,0.00015536248124220896,1.467080996116762e-10,5.3762644033852197e-08,2.0001976977495245e-07,2.7634743918147752e-06,3.890527671539906e-12,6.483652502894557e-10,3.070088887729687e-08,9.90062630657776e-09,2.545679533584875e-12,4.97191440309815e-07,2.1247314794538995e-10,4.7299315744454285e-09,1.2573931196283857e-06,2.5445031660918913e-11,1.0406423306658338e-06,1.76303651353646e-09,2.2974497493890442e-11
3.283556355714525e-06,0.26395467638804077,3.76,0.0,0.187481878410728,0.8995896341627001,0.11697978267466286,0.004647842684713073,0.0034599451218859144,0.05462584436825973,0.08236525451481877,2.930047076097058e-09,0.350385782937835,1.8180698956571026e-05,0.00039969048790477286,0.02614857759347291,0.0058500046499093085,0.0006811803108564896,0.0019833002980578396,0.013095374626021132,0.39756444348960174,0.0019389674944192868,0.0003857627271900487,0.003263939382526543,0.0060015343037442045,0.001164368403580099,0.000985219595500375,0.006957662209359541,2.7294016999384752e-06,0.012063957474259713,6.743350544220305e-08,0.004045374096695789,0.0009914895348827543,0.0028815768092838264,1.2651462189200779e-05,2.613452402439241e-06,0.006581898601744531,0.006083418895100325,0.005683997350489557,0.0018871328765703696,1.2799433547352874e-08,4.3705402386324876e-09,0.003031601940260337,0.0001839098332483071,2.620138184362765e-06,6.150426789138607e-06,4.388436914981183e-06,0.0005800825914271624,9.752832799556642e-06,2.1631419561363192e-10,4.2038053119491834e-08,0.0020023827851812317,1.4677393255661459e-05,2.969357074064186e-06,0.001998832132155366,6.6494235428737975e-09,5.995342509209917e-11,5.404815863011285e-07,0.00012406200312115146,9.206129263592956e-06,0.00010835613854292475,3.3865272160314723e-07,2.567405369321424e-07,0.00025622865702333255,5.264852566565882e-06,0.0003322639733670029,0.00014019135411237689,0.0006952145448100204,1.628401916557222e-05,1.6455530671334344e-10,4.608052311485769e-11,6.87859930454381e-07,6.210179992425623e-07,3.229733242705397e-06,1.3008684616177269e-06,1.3561717821692398e-10,1.9113107063450875e-06,2.734774474280257e-09,6.114415934669291e-09,2.0520140208650235e-06,2.3084568846980736e-06,0.00015728932785239643,1.5342299325756968e-10,5.595262685521668e-08,2.1010480684446924e-07,2.9066834858572733e-06,4.092381237763244e-12,6.575317701607606e-10,3.083720089930529e-08,1.0247323279962158e-08,2.6027454967444908e-12,5.217487841020377e-07,2.0998814301108004e-10,4.9574634591568636e-09,1.3215279616248578e-06,2.6689531579339434e-11,1.1003981726956165e-06,1.842840801102201e-09,2.4114937829637983e-11
3.296047981508048e-06,0.26408856035380573,3.76,0.0,0.18454603306850573,0.8982229320396706,0.11834303659660632,0.004744058035995778,0.003426460944514921,0.05458935632516851,0.08286041428463689,2.8693286367256583e-09,0.3524247979991242,1.7854970552506566e-05,0.0003993143014741535,0.02681587224162917,0.005843691101708724,0.0006875662709102605,0.0019551732107511185,0.012932268812710637,0.399281564285845,0.001916323983218757,0.00038260079341960256,0.0033141394212743256,0.006095514241830333,0.0011622215799171932,0.0009817370446798786,0.00699702040511394,2.685386377966653e-06,0.01237741234353662,6.768001974315268e-08,0.004111513052547404,0.0009873003643200353,0.0029009046699649396,1.2957226279514411e-05,2.625859887226305e-06,0.00670563961791466,0.006223048942488245,0.00574862047975205,0.0019630605661060153,1.3042904752477917e-08,4.324214848299929e-09,0.0031294379683097368,0.00019297747946052374,2.6579308815116177e-06,6.212451743214067e-06,4.465008378246939e-06,0.0005981912245298765,9.946825041170322e-06,2.1744700961857844e-10,4.2126647505270447e-08,0.0020552029078776007,1.5073156304023714e-05,3.0300743615029212e-06,0.0020470499011616856,6.827388112850138e-09,6.023578473029968e-11,5.502906399754029e-07,0.00012311137627498282,9.327207907649244e-06,0.00011110220918025166,3.4384445246175333e-07,2.59633689567831e-07,0.0002617288459794765,5.281862723576511e-06,0.0003402650030374448,0.00014356173820327848,0.0007134153649263549,1.6355147834655804e-05,1.6503055200894353e-10,4.61965074874244e-11,6.894388790659702e-07,6.167791266716123e-07,3.378081802888654e-06,1.2884366399696558e-06,1.4072641136077458e-10,2.003877471295424e-06,2.8458933194545653e-09,6.2867210271321626e-09,2.1266658501667544e-06,2.3306924664609214e-06,0.00015909226638185283,1.60302221597334e-10,5.8176096238299096e-08,2.2055554774754102e-07,3.0542024248832604e-06,4.3003221143278054e-12,6.662148080081812e-10,3.096820948863156e-08,1.059472267413243e-08,2.6588749653594063e-12,5.468830170661443e-07,2.0739019778206478e-10,5.190404128828077e-09,1.3873855267477292e-06,2.7964547039869845e-11,1.162323146772785e-06,1.924256803751943e-09,2.5286563992451778e-11
3.308539607301571e-06,0.26421964619404786,3.76,0.0,0.1816838253596585,0.8968686875721912,0.11968738389027637,0.004840243206322166,0.0033919224206340193,0.054553425434630994,0.08335404556453421,2.808177052864236e-09,0.3544110857412686,1.7523982818754533e-05,0.0003987856254806938,0.02748681340300625,0.0058370641685842285,0.0006938244058921992,0.0019268150687241233,0.012767186717136211,0.4009328919889669,0.0018932071650495236,0.0003793449973095511,0.0033642405057173553,0.0061887968428049065,0.0011594549272180767,0.0009777185716492573,0.007032385561910916,2.6412695349180052e-06,0.012690774331895534,6.788819928366706e-08,0.004176637652777102,0.0009825894089277756,0.002918540601639527,1.3261550300829613e-05,2.6367347448624e-06,0.006828442585954064,0.0063624968890823065,0.005811337081247195,0.0020402609736334897,1.3280794309259353e-08,4.2767947627109535e-09,0.0032280747462764,0.00020226139774974435,2.694357814421113e-06,6.272017048035199e-06,4.537831933026084e-06,0.00061631998056605,1.0132110692335076e-05,2.1840505953599747e-10,4.218537696494049e-08,0.0021081688103907533,1.5458882279670675e-05,3.08818579320023e-06,0.0020949526476274107,7.0047491359055785e-09,6.048302160681679e-11,5.597143190425641e-07,0.0001221444261383393,9.438804049963622e-06,0.00011382000851490005,3.488962101562672e-07,2.623249366402559e-07,0.0002673049997931443,5.294371805177589e-06,0.0003481643117150528,0.00014692443401574185,0.0007317819816982853,1.641434479310254e-05,1.6538485816262756e-10,4.6279053801053735e-11,6.905278999918993e-07,6.124291378598587e-07,3.5306266782613356e-06,1.2748848997562823e-06,1.4584769674220368e-10,2.0992777389283925e-06,2.959110920884418e-09,6.458437445841474e-09,2.2018873010693733e-06,2.352107292410385e-06,0.00016076962414714296,1.673409975082014e-10,6.043076236874026e-08,2.31376042601267e-07,3.2060010105220547e-06,4.514308147855498e-12,6.744087276659668e-10,3.109406622504396e-08,1.0942340529470117e-08,2.7140399942251763e-12,5.725763090718916e-07,2.0469227736385215e-10,5.428617238917058e-09,1.454932929478047e-06,2.9269352509800537e-11,1.2264243284555809e-06,2.0072371904206163e-09,2.648906270574213e-11
3.3210312330950936e-06,0.26434798249019825,3.76,0.0,0.17889387460274012,0.8955272791284752,0.12101266286913029,0.0049363544606526805,0.003356429186989538,0.0545180831294199,0.08384590858749381,2.746749621806389e-09,0.356345704274961,1.718869537518311e-05,0.0003981088299397237,0.028161016786456775,0.0058301402736723506,0.0006999550710259637,0.0018982795552112662,0.01260044539114626,0.4025202903380937,0.0018696745429867315,0.0003760027933063697,0.00341421786175465,0.006281344410367966,0.001156092666222299,0.0009731915932527598,0.007063799296097849,2.5971242293403978e-06,0.013003827171222476,6.805870936385247e-08,0.004240716828766482,0.0009773849449557265,0.0029344945957727625,1.3564170747061158e-05,2.6460964247718436e-06,0.006950238965205279,0.0065016900239784625,0.005872134971846397,0.0021186830397895836,1.3512992647032359e-08,4.2284034846144814e-09,0.003327440812060982,0.00021175549506835458,2.7293830750802735e-06,6.329122800212885e-06,4.6068670337572365e-06,0.000634451900427289,1.0308457561231222e-05,2.1919131220570754e-10,4.221511495583199e-08,0.0021612430441509947,1.5833815016544307e-05,3.143608656588714e-06,0.002142507772655057,7.1813600813045185e-09,6.069558614849836e-11,5.687417384841417e-07,0.00012116246542800414,9.540918609521148e-06,0.00011650638781156903,3.5380585900563185e-07,2.6481465154196655e-07,0.0002729554424344616,5.302484408830088e-06,0.0003559548465258491,0.0001502761317632749,0.000750298314432274,1.6461836384842237e-05,1.6562107859486736e-10,4.632900140911412e-11,6.91139590748747e-07,6.079794938772594e-07,3.6873586240177715e-06,1.2602956986442413e-06,1.5097341129096136e-10,2.197517984228518e-06,3.074341990967513e-09,6.629374307743375e-09,2.277592282251174e-06,2.3727023103600757e-06,0.0001623201840352016,1.7453414009718075e-10,6.271426753319335e-08,2.4257001629257454e-07,3.3620431507233502e-06,4.734288842231773e-12,6.821098252489538e-10,3.121492345917649e-08,1.1289702488515515e-08,2.7682192802216993e-12,5.988099333213316e-07,2.0190699843456323e-10,5.671958730957356e-09,1.5241344677639957e-06,3.0603177136856536e-11,1.2927059519097987e-06,2.0917339192100916e-09,2.7722089906569385e-11
3.3335228588886164e-06,0.2644736190560897,3.76,0.0,0.1761747623347156,0.8941990505571558,0.12231874924827364,0.005032349954285678,0.0033200785579434755,0.054483357709679735,0.08433577497639853,2.6851950701256723e-09,0.35822973160813804,1.6850029458876517e-05,0.0003972884623427455,0.028838102736907192,0.005822934856753906,0.0007059587071707024,0.0018696178607487124,0.012432349751131267,0.4040456289146554,0.001845781686388345,0.0003725814951987514,0.0034640474563996005,0.006373121837016875,0.0011521597796479632,0.0009681837409135164,0.007091311399091393,2.553019380204856e-06,0.01331636310993301,6.819228237655336e-08,0.004303722495016893,0.0009717153468385871,0.0029487803874814304,1.386483448715975e-05,2.653967361316115e-06,0.007070963264524103,0.00664055917743858,0.005931006143983786,0.0021982744431301654,1.3739416569650535e-08,4.179160705574644e-09,0.003427465384749916,0.00022145335318150987,2.7629755534820467e-06,6.383773600370528e-06,4.6720918392230495e-06,0.0006525706895210776,1.0475679995304062e-05,2.1980923286785656e-10,4.221679382743717e-08,0.0022143890876366204,1.6197261774802682e-05,3.196273971021633e-06,0.0021896849624046754,7.357082077361448e-09,6.08739969246587e-11,5.77363757933162e-07,0.00012016677728545546,9.633594077636611e-06,0.00011915835859679721,3.585716813315872e-07,2.671039097405402e-07,0.0002786783999346305,5.306316920630228e-06,0.0003636301482493567,0.00015361358139322597,0.0007689482689532271,1.6497879449573453e-05,1.6574235276470653e-10,4.634726535956593e-11,6.912876262688927e-07,6.034412986137597e-07,3.848263855326468e-06,1.2447518235554547e-06,1.5609613613979448e-10,2.2986019685183476e-06,3.1914969755858865e-09,6.79934756686899e-09,2.353694696703588e-06,2.39248005140296e-06,0.00016374317347320398,1.818760987865161e-10,6.502419582999352e-08,2.5414086105463307e-07,3.5222871374211414e-06,4.960205749149296e-12,6.893162566521359e-10,3.133093373499584e-08,1.1636345817666776e-08,2.821397836797261e-12,6.255643602321419e-07,1.9904657133743788e-10,5.920277512747209e-09,1.5949518053025733e-06,3.196520843457254e-11,1.361169469310171e-06,2.177698465975045e-09,2.898527300966109e-11
