Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729)
1.4048442198724406e-05,0.7015686043918233,3.76,0.0,0.07772398146513397,0.8615390130405712,0.1466499786196318,0.007808047695975637,0.0012528348925188962,0.04083987168327467,0.08784835833626409,1.9251157305892937e-10,0.33096169114541635,2.079558588670313e-06,0.0002106939303462826,0.057372462769789016,0.0035433175368005136,0.0005457047996480895,0.00043102605453521233,0.004780972362655201,0.35508400359562764,0.0004204964662848546,0.00010615834247979093,0.005642217590973604,0.006175323025847954,0.0005588412739058066,0.0002558677198792282,0.0031917850519720538,4.318784139178018e-07,0.02387027039105613,1.653929238371561e-08,0.005337239197416757,0.0002479076622310526,0.0018844967243448532,1.1649695857532179e-05,1.0626993591537641e-06,0.010218026737048639,0.013154511235115492,0.007589731564426173,0.005405201670966404,6.002060015215859e-09,9.668509382449468e-10,0.007285874993050519,0.0006309597567323753,9.753163552245905e-07,7.0364201279385395e-06,2.0820259466706816e-06,0.000773148585399217,4.2677379959058065e-06,6.026425221146807e-11,6.65835782649939e-09,0.0047361310272409345,7.7201200587631e-06,1.0939515601879637e-06,0.002924123038084502,4.048336537655907e-09,1.6018351997661094e-11,2.6943321084026663e-07,4.066621429645231e-05,2.7576180756335795e-06,0.00012280784025688426,2.31944862097519e-07,1.9886560600581123e-07,0.0007975873560915616,2.2861813749254184e-06,0.0002864437250785696,6.802215687301793e-05,0.000628458470970729,6.859280963804043e-06,4.933206561987498e-11,9.683950514357388e-12,2.6368307806828095e-07,1.4800338589592978e-07,6.940180615382154e-06,2.470261534062526e-07,1.1124275130576858e-11,2.1655676858451517e-06
1.4068894658999963e-05,0.7016091334436917,3.76,0.0,0.07748334809699155,0.8613098718784755,0.14682796596018138,0.007833873127125607,0.0012433749188185176,0.0408424420948772,0.08795867695432316,1.8978455898310395e-10,0.33112013243408206,2.050620693921358e-06,0.00020957690900018987,0.057569351864374875,0.003540163189343556,0.000546444459324387,0.0004273751676773375,0.004742905844563995,0.35510754971899944,0.0004170494959107834,0.00010544108877295128,0.005655477776255931,0.006186469708666764,0.0005550155659732691,0.0002540315856789981,0.003172448405117289,4.280768308749229e-07,0.023927609378149268,1.643376789556046e-08,0.005340695838727069,0.0002460978625909288,0.0018725238406802948,1.1664725103394946e-05,1.0556094605710568e-06,0.010232967074870827,0.01318774778691373,0.007581945620393396,0.00543091235541946,6.003465942982476e-09,9.598325248674509e-10,0.007313191639105809,0.0006343171536589338,9.714592888222035e-07,7.023564726539014e-06,2.0780163284672308e-06,0.00077529885959415,4.245397819565357e-06,5.982047377236151e-11,6.61293486556493e-09,0.004749570492445705,7.681669234925413e-06,1.0872488056004247e-06,0.0029295416247693677,4.056564026991064e-09,1.59114520625064e-11,2.681504770393712e-07,4.047664185251165e-05,2.739366835390696e-06,0.00012261619551926233,2.3171018607959064e-07,1.9773915544713234e-07,0.0008021677964730085,2.2655117908355624e-06,0.00028652047493510856,6.812236887135384e-05,0.0006303990613260695,6.809693393529787e-06,4.895783460365707e-11,9.61067394776229e-12,2.6170392632452333e-07,1.4720650126011351e-07,6.996458697862947e-06,2.4341736042938614e-07,1.12057037344017e-11,2.1820383714344826e-06
1.408934711927552e-05,0.7016493421728127,3.76,0.0,0.07724509581418121,0.8610823680209972,0.14700452181883525,0.007859594421297716,0.0012340304952916646,0.04084507122150539,0.08806836182882237,1.8710849164021417e-10,0.3312768784394602,2.022209599761108e-06,0.00020846843098495333,0.05776515509446779,0.0035370017560825357,0.0005471754596367872,0.000423770915573578,0.004705300860565015,0.3551302257678599,0.0004136449127900328,0.00010473138444612341,0.005668647633112927,0.00619752829554481,0.0005512290445285417,0.00025221553907486187,0.003153228194146327,4.243253992204962e-07,0.023984491400604976,1.632894924076511e-08,0.00534404845314094,0.0002443080549347625,0.0018605976388811163,1.1679430229796722e-05,1.0485525524463718e-06,0.01024763223985081,0.013220780450801847,0.007574064741801105,0.005456478261840733,6.004886585984944e-09,9.529000985965184e-10,0.007340341679688749,0.0006376567888372004,9.676112703283918e-07,7.010611599340666e-06,2.074066940284102e-06,0.0007774383012545497,4.223220608336852e-06,5.938114403888798e-11,6.5679623901965425e-09,0.004762913053152567,7.643411947641993e-06,1.0805952475528308e-06,0.002934910325855435,4.064713348606403e-09,1.5805051160845546e-11,2.668735280664157e-07,4.0288355154629296e-05,2.7213005462975396e-06,0.0001224215691162121,2.3147211135171508e-07,1.9662105471959595e-07,0.0008067368706404541,2.245068898284473e-06,0.00028659281305355895,6.822082591888265e-05,0.000632325993886105,6.760585015672945e-06,4.858737693226551e-11,9.538140169505803e-12,2.5974468257361416e-07,1.4641834443428344e-07,7.052801901474425e-06,2.398739680866847e-07,1.1287238484672322e-11,2.1985134996171344e-06
1.4109799579551077e-05,0.7016892347419971,3.76,0.0,0.07700918829575672,0.8608564824988401,0.1471796647494835,0.007885212312841984,0.0012248002737349402,0.040847758083320154,0.08817742032410693,1.844823757173691e-10,0.3314319545618075,1.9943155453422e-06,0.00020736850984401218,0.05795987959663126,0.0035338334944101254,0.0005478978560081005,0.000420212697483856,0.0046681520496739395,0.3551520511828342,0.0004102822154256642,0.00010402916785946354,0.005681727885363464,0.006208499796042747,0.0005474814474066433,0.00025041940898317376,0.0031341255266112804,4.206234341909973e-07,0.024040921198167142,1.6224840426914148e-08,0.0053472984126309315,0.00024253806472268824,0.0018487193173867932,1.1693814896321567e-05,1.0415292112764843e-06,0.010262024464429231,0.013253611281630915,0.007566091546799318,0.005481899612064414,6.006322508593039e-09,9.46052629434973e-10,0.007367326217642583,0.0006409786533427796,9.637729781354628e-07,6.997564006411031e-06,2.0701777741782773e-06,0.0007795671338345398,4.2012078268246085e-06,5.894624176173069e-11,6.52343794060018e-09,0.004776159669131849,7.605354440189948e-06,1.0739913488197576e-06,0.0029402298041866118,4.072785534232277e-09,1.569915793704762e-11,2.6560252354470115e-07,4.0101355033591096e-05,2.7034186550671454e-06,0.0001222240573504338,2.3123073123596294e-07,1.9551133527504653e-07,0.000811294474185246,2.224851233118912e-06,0.00028666084866478986,6.831754602293921e-05,0.0006342393734190327,6.711953996820516e-06,4.822067395439534e-11,9.46634532449573e-12,2.5780524270380084e-07,1.4563881812209466e-07,7.109208167857288e-06,2.3639479043246736e-07,1.136887696566614e-11,2.2149927176169052e-06
1.4130252039826633e-05,0.7017288152530862,3.76,0.0,0.07677558985497454,0.8606321965427237,0.14735341305860652,0.007910727532751112,0.0012156829134536658,0.04085050171268084,0.08828585973172234,1.8190524115609548e-10,0.33158538577503205,1.9669289242794544e-06,0.00020627715593778996,0.05815353255193572,0.0035306586605156408,0.0005486117039052195,0.00041669991830973807,0.0046314540853835,0.3551730449327096,0.00040696090558048527,0.00010333437704327843,0.0056947192531485264,0.006219385209669729,0.0005437725077568792,0.00024864302314489924,0.003115141444757022,4.169702586310904e-07,0.024096903474921678,1.6121445140846593e-08,0.005350447073262686,0.00024078771644336157,0.0018368900312683487,1.1707882737113e-05,1.0345399896832944e-06,0.010276145984363366,0.013286242314394906,0.007558028608650281,0.005507176653618759,6.007774222167092e-09,9.392890946053914e-10,0.0073941463632435055,0.0006442827415661336,9.599450671382436e-07,6.984425156158567e-06,2.0663487912661056e-06,0.0007816855776303266,4.179360819540343e-06,5.851574517829861e-11,6.479358977201282e-09,0.004789311295583743,7.567502655931724e-06,1.0674375345808062e-06,0.002945500713794387,4.080781602731743e-09,1.559378067539161e-11,2.643376156545372e-07,3.991564202774472e-05,2.6857205464210298e-06,0.00012202375513053598,2.309861373724439e-07,1.9441002443514575e-07,0.0008158405060072796,2.2048572898796067e-06,0.0002867246887730653,6.841254710590089e-05,0.0006361393048644958,6.66379838237324e-06,4.785770620076564e-11,9.395285402913028e-12,2.5588550198459696e-07,1.448678250022562e-07,7.165675458451157e-06,2.3297865842420798e-07,1.1450616761268837e-11,2.2314756826042096e-06
1.415070450010219e-05,0.7017680877478741,3.76,0.0,0.07654426542790731,0.8604094915828383,0.1475257848077874,0.007936140808536864,0.0012066770816045634,0.040853301154089194,0.08839368727017996,1.793761303020371e-10,0.33173719663405987,1.940040283693482e-06,0.00020519437654534196,0.05834612118245401,0.003527477509319615,0.0005493170588272883,0.00041323198863978155,0.004595201676675807,0.35519322552601945,0.0004036804883786069,0.00010264694973463336,0.005707622452806556,0.00623018552588291,0.0005401019543502618,0.0002468862082567188,0.0030962769270699558,4.1336520298420947e-07,0.024152442898922804,1.601876675720999e-08,0.005353495775284552,0.0002390568337369534,0.0018251108930323673,1.1721637360459457e-05,1.0275854169081673e-06,0.010289999038143824,0.013318675564180605,0.007549878456269731,0.0055323096589750854,6.009242222135923e-09,9.326084786225772e-10,0.00742080323356813,0.0006475690511202768,9.561281692523134e-07,6.971198205682833e-06,2.062579923098593e-06,0.0007837938497888584,4.157680815021658e-06,5.808963164960118e-11,6.435722885092507e-09,0.004802368882938004,7.529862246073752e-06,1.060934193643346e-06,0.0029507236999714065,4.088702560164436e-09,1.5488927312566344e-11,2.63078949336969e-07,3.9731216389483246e-05,2.668205546122359e-06,0.00012182075597000907,2.3073841974154237e-07,1.9331714550811427e-07,0.0008203748682610563,2.1850855244060194e-06,0.00028678443818882913,6.850584700239834e-05,0.0006380258932891555,6.61611610247298e-06,4.74984534264381e-11,9.324956250283577e-12,2.5398534955097056e-07,1.4410526881796569e-07,7.222201754485213e-06,2.2962441989165271e-07,1.1532455460694326e-11,2.247962061538713e-06
1.4171156960377747e-05,0.7018070562090032,3.76,0.0,0.07631518056215,0.8601883492482335,0.14769679781625403,0.007961452864112198,0.0011977814535255261,0.04085615546412949,0.0885009100847702,1.7689410225559984e-10,0.33188741128214305,1.9136403232822268e-06,0.0002041201759642607,0.05853765274782307,0.003524290294409867,0.0005500139762940643,0.0004098083247956478,0.004559389568969534,0.3552126110224492,0.00040044047240418116,0.00010196682341285756,0.005720438196754763,0.006240901724091543,0.0005364695118775562,0.0002451487900979367,0.0030775328898213876,4.098076052921448e-07,0.024207544101846477,1.59168083466318e-08,0.005356445843221472,0.0002373452395145997,0.0018133829734267974,1.17350823484032e-05,1.0206659993010235e-06,0.010303585866420679,0.013350913026128983,0.007541643574773381,0.005557298924800525,6.010726960329288e-09,9.260097734682532e-10,0.007447297951873867,0.0006508375827492279,9.523228938320538e-07,6.957886261151686e-06,2.0588710729730913e-06,0.0007858921643182872,4.136168929868638e-06,5.7667877376324645e-11,6.392526978326367e-09,0.004815333376654473,7.492438577409228e-06,1.054481679652212e-06,0.002955899399347332,4.096549399855453e-09,1.5384605439116074e-11,2.6182666247277416e-07,3.9548078091411336e-05,2.650872923947838e-06,0.00012161515198683679,2.3048766668611527e-07,1.922327179226835e-07,0.0008248974663017784,2.165534356321228e-06,0.0002868401995618275,6.859746345662543e-05,0.0006398992438434171,6.568904977454859e-06,4.7142894654077684e-11,9.255353576452191e-12,2.521046707610927e-07,1.4335105327190208e-07,7.278785056965472e-06,2.2633093964625946e-07,1.1614390660622993e-11,2.2644515310106173e-06
1.4191609420653303e-05,0.7018457245608867,3.76,0.0,0.07608830140568902,0.8599687513661362,0.1478664696634365,0.007986664419680562,0.0011889947130480248,0.04085906371140473,0.08860753524742195,1.7445823567687433e-10,0.33203605345806414,1.8877198943942882e-06,0.000203054555608002,0.05872813454189653,0.0035210972679798704,0.0005507025118345597,0.00040642834887199403,0.004524012545009093,0.3552312190439974,0.0003972403697939938,0.00010129393533373243,0.005733167193377446,0.00625153477366578,0.0005328749012356989,0.00024343059365210574,0.0030589101885947685,4.062968112016848e-07,0.024262211678674386,1.5815572683815346e-08,0.005359298585972945,0.00023565275607300275,0.0018017073022433168,1.1748221256376039e-05,1.0137822207989084e-06,0.010316908711443569,0.013382956675408793,0.0075333264060249375,0.005582144771219554,6.012228847611304e-09,9.194919788255887e-10,0.0074736316469967935,0.0006540883402377258,9.485298280423597e-07,6.944492378191401e-06,2.055222117200736e-06,0.000787980732100255,4.1148261726641065e-06,5.7250457842863597e-11,6.349768504081806e-09,0.004828205717034261,7.455236739979248e-06,1.0480803122765295e-06,0.002961028439966593,4.104323102469063e-09,1.5280822307611652e-11,2.6058088605522857e-07,3.9366226832253375e-05,2.6337218965638297e-06,0.00012140703390376648,2.302339649342168e-07,1.9115675737813368e-07,0.0008294082086318414,2.146202171415851e-06,0.00028689207341439166,6.86874141197635e-05,0.0006417594617196204,6.522162723218861e-06,4.679100821521437e-11,9.186472961801147e-12,2.502433487282685e-07,1.4260508320993445e-07,7.33542338665852e-06,2.2309709953803127e-07,1.1696419962316558e-11,2.280943777081673e-06
1.421206188092886e-05,0.701884096670643,3.76,0.0,0.07586359469598053,0.8597506799612055,0.14803481769153182,0.00801177619163217,0.0011803155527896276,0.0408620249764693,0.08871356975661236,1.7206762457772794e-10,0.3321831465032056,1.8622699990149244e-06,0.00020199751410105273,0.05891757388950071,0.003517898680769511,0.0005513827209759889,0.00040309148876688125,0.004489065425702533,0.35524906678585316,0.00039407969632042664,0.00010062822256231626,0.005745810146921417,0.006262085633950006,0.0005293178398033025,0.00024173144322336973,0.003040409619791451,4.0283217396038725e-07,0.024316450187408717,1.57150622556064e-08,0.005362055296914431,0.00023397920520415466,0.0017900848691132327,1.1761057612862997e-05,1.0069345434005616e-06,0.010329969816517593,0.013414808467202353,0.007524929349183826,0.005606847541087187,6.013748267897464e-09,9.130541022198203e-10,0.00749980545276905,0.000657321330322725,9.447495372906568e-07,6.93101956228132e-06,2.051632906346411e-06,0.0007900597609038294,4.0936534477849925e-06,5.683734776863951e-11,6.307444646690287e-09,0.004840986839044499,7.418261554633599e-06,1.0417303783692092e-06,0.00296611144136759,4.112024636086874e-09,1.517758484192254e-11,2.593417443745719e-07,3.918566204278932e-05,2.616751630296884e-06,0.00012119649104931293,2.2997739962191302e-07,1.900892759776301e-07,0.0008339070068478866,2.1270873239612805e-06,0.0002869401581747168,6.877571654753271e-05,0.0006436066521118682,6.475886956725635e-06,4.6442771789013976e-11,9.118309865076385e-12,2.484012627208718e-07,1.4186726341857481e-07,7.392114784071207e-06,2.1992179843334408e-07,1.1778540973401225e-11,2.2974384951267024e-06
1.4232514341204417e-05,0.7019221763489952,3.76,0.0,0.07564102774923218,0.8595341172547275,0.1482018590080727,0.008036788892447414,0.0011717426744252061,0.04086503835175799,0.08881902053731967,1.6972137926648315e-10,0.33232871336849173,1.8372817886391162e-06,0.00020094904737234936,0.059105978143291944,0.0035146947820079598,0.0005520546592330137,0.00039979717820757,0.004454543070893593,0.35526617102699204,0.00039095797146902517,9.996962200462796e-05,0.00575836775739833,0.006272555254280457,0.0005257980417065442,0.00024005116254793415,0.0030220319221146053,3.994130544008881e-07,0.02437026414881545,1.5615279268866397e-08,0.005364717254002045,0.0002323244083001181,0.0017785166242964298,1.1773594919092861e-05,1.0001234076374713e-06,0.010342771425473978,0.013446470336702942,0.00751645476125221,0.005631407599274291,6.0152855712461204e-09,9.066951591516987e-10,0.007525820507455648,0.0006605365626066056,9.409825656964544e-07,6.917470769154696e-06,2.048103266437341e-06,0.0007921294554009534,4.072651559120308e-06,5.6428521030675856e-11,6.265552531510728e-09,0.004853677672151057,7.381517580474698e-06,1.0354321330992073e-06,0.002971149014663141,4.119654956290173e-09,1.5074899642714635e-11,2.5810935520206767e-07,3.900638289190741e-05,2.5999612438048446e-06,0.00012098361135946912,2.297180543158444e-07,1.890302823545732e-07,0.0008383937755884079,2.108188138947787e-06,0.0002869845502100677,6.886238819787085e-05,0.0006454409201774651,6.4300752012002104e-06,4.609816243987656e-11,9.050859631220768e-12,2.465782888321182e-07,1.4113749994840062e-07,7.4488573094262736e-06,2.1680395214946468e-07,1.1860751309139644e-11,2.3139353896757992e-06
1.4252966801479974e-05,0.70195996735116,3.76,0.0,0.07542056844987839,0.8593190456637508,0.1483676104885002,0.008061703230606392,0.0011632747889398004,0.04086810294151182,0.08892389444102096,1.6741862727468222e-10,0.33247277662120794,1.8127465630590721e-06,0.00019990914874695623,0.05929335468070899,0.003511485819358426,0.0005527183820972673,0.00039654485677190074,0.004420440380079437,0.3552825481405051,0.0003878747185094563,9.931807043817771e-05,0.0057708407204934715,0.00628294457400687,0.0005223152180760692,0.00023838957490098927,0.0030037777780327762,3.9603882092113107e-07,0.02442365804619468,1.5516225658190016e-08,0.005367285719880174,0.00023068818645350734,0.0017670034794638153,1.1785836648753917e-05,9.933492330389246e-07,0.010355315782154654,0.013477944199122979,0.0075079049576215395,0.005655825331964241,6.016841074388835e-09,9.004141732505944e-10,0.007551677953209407,0.0006637340494721163,9.372294365452641e-07,6.903848905209301e-06,2.0446330001274595e-06,0.0007941900171832857,4.051821213695913e-06,5.602395082900001e-11,6.224089228668845e-09,0.004866279140161013,7.345009122202018e-06,1.0291858010581868e-06,0.0029761417626220743,4.127215006246114e-09,1.4972772994392254e-11,2.568838299694468e-07,3.882838829266263e-05,2.5833498106546522e-06,0.00012076848138010758,2.2945601103561975e-07,1.8797978180133226e-07,0.0008428684324818757,2.089502914238768e-06,0.0002870253438599034,6.894744642874815e-05,0.0006472623709998638,6.384724891073459e-06,4.5757156654366244e-11,8.984117498026927e-12,2.447743007069217e-07,1.404156987678679e-07,7.505649042634391e-06,2.1374249343466975e-07,1.1943048591834886e-11,2.3304341742570256e-06
1.427341926175553e-05,0.701997473377722,3.76,0.0,0.07520218524023368,0.859105447800171,0.14853208877873994,0.008086519910504804,0.0011549106168635519,0.04087121786170087,0.08902819824572698,1.6515851189716604e-10,0.33261535845170864,1.7886557690901335e-06,0.0001988778090359834,0.059479710901016176,0.0035082720388648655,0.0005533739450271571,0.00039333396990654575,0.00438675229307118,0.3552982141036804,0.00038482946456276526,9.867350454145862e-05,0.005783229727480706,0.006293254522517999,0.0005188690772948074,0.00023674650319921754,0.0029856478152237406,3.927088494657306e-07,0.024476636325176205,1.541790309353346e-08,0.0053697619419919825,0.00022907036055357715,0.0017555463084734683,1.1797786247733558e-05,9.866124185912846e-07,0.010367605129909942,0.013509231949712487,0.00749928221261859,0.005680101145960559,6.018415066260057e-09,8.94210176398085e-10,0.007577378935543305,0.0006669138059988484,9.334906526992153e-07,6.890156827928042e-06,2.041221887824664e-06,0.0007962416447803681,4.0311630252128785e-06,5.562360970919064e-11,6.183051756673022e-09,0.004878792161075222,7.30874023734517e-06,1.0229915773426232e-06,0.002981090279751893,4.13470571679745e-09,1.487121087276423e-11,2.556652739395476e-07,3.8651676908272124e-05,2.566916361814862e-06,0.0001205511862700074,2.2919135027616726e-07,1.8693777639594509e-07,0.0008473308980953488,2.0710299226437205e-06,0.00028706263146891506,6.903090849609807e-05,0.0006490711095530516,6.3398333767368405e-06,4.5419730376731664e-11,8.918078602754719e-12,2.429891691665134e-07,1.397017672260398e-07,7.562488083262513e-06,2.1073637191591926e-07,1.2025430451565079e-11,2.3469345712396503e-06
1.4293871722031087e-05,0.7020346980754891,3.76,0.0,0.07498584711032613,0.8588933064697611,0.1486953102977801,0.008111239632375363,0.0011466488884910244,0.040874382239944135,0.08913193865605834,1.6294019224802405e-10,0.3327564806800093,1.7650009992454127e-06,0.0001978550166246411,0.05966505422243513,0.0035050536849006685,0.0005540214034379333,0.00039016396893975835,0.0043534737906072716,0.3553131845078389,0.00038182174066179374,9.803586092229563e-05,0.005795535465143287,0.0063034860192707496,0.0005154593252367409,0.00023512177009897946,0.002967642607998621,3.8942252350351487e-07,0.02452920339353966,1.5320312987724522e-08,0.005372147152692478,0.00022747075137838056,0.0017441459481402737,1.1809447133880889e-05,9.799133431925193e-07,0.010379641711109538,0.013540335463787228,0.007490588760050678,0.005704235468005326,6.02000780697558e-09,8.880822088363872e-10,0.00760292460281965,0.0006700758498813499,9.297666970152157e-07,6.876397346307841e-06,2.0378696887808362e-06,0.0007982845336790376,4.0106775174934645e-06,5.5227469559359466e-11,6.142437085903769e-09,0.004891217646949054,7.2727147433973945e-06,1.0168496286115351e-06,0.0029859951523824035,4.142128006555601e-09,1.4770218951505097e-11,2.5445378637796603e-07,3.847624715805049e-05,2.5506598880626734e-06,0.00012033180980450204,2.2892415103001875e-07,1.859042651215523e-07,0.0008517810958835883,2.052767413914089e-06,0.0002870965034199666,6.911279155186369e-05,0.0006508672406673289,6.295397929310066e-06,4.5085859043071686e-11,8.852737988898357e-12,2.4122276246565784e-07,1.3899561254009092e-07,7.619372550498847e-06,2.077845540348975e-07,1.2107894526946024e-11,2.3634363116779573e-06
1.4314324182306644e-05,0.7020716450383351,3.76,0.0,0.0747715235879051,0.8586826046711568,0.14885729124024974,0.008135863092215142,0.0011384883440839094,0.04087759521542686,0.08923512230335486,1.6076284345711584e-10,0.332896164762271,1.7417739903592579e-06,0.00019684075755842608,0.05984939207936404,0.00350183100011933,0.0005546608126920347,0.00038703431109086804,0.004320599894913511,0.3553274745679346,0.0003788510818079033,9.740507614517898e-05,0.005807758615700412,0.006313639973822791,0.000512085665496837,0.00023351519809027525,0.002949762678705587,3.861792340007545e-07,0.02458136362105833,1.522345650383354e-08,0.005374442569364127,0.00022588917968273154,0.001732803198998649,1.1820822696791548e-05,9.732523661016796e-07,0.010391427766666487,0.013571256596766149,0.00748182679374945,0.005728228744108734,6.021619528428778e-09,8.820293192759469e-10,0.007628316105756064,0.0006732202013487421,9.260580327762797e-07,6.8625732212953065e-06,2.0345761421497186e-06,0.0008003188763440199,3.990365127838244e-06,5.4835501686380936e-11,6.102242141977054e-09,0.00490355650376153,7.236936224830064e-06,1.010760094119575e-06,0.0029908569587501896,4.149482781996752e-09,1.4669802608805394e-11,2.5324946072080457e-07,3.8302097223323413e-05,2.534579342307637e-06,0.00012011043437969846,2.28654490809459e-07,1.8487924398422947e-07,0.0008562189521386874,2.0347136166657683e-06,0.000287127048166906,6.919311264214847e-05,0.0006526508689964556,6.25141574517594e-06,4.475551761429512e-11,8.788090612403698e-12,2.3947494666040063e-07,1.3829714343289543e-07,7.676300583114362e-06,2.0488602294563343e-07,1.2190438465276093e-11,2.379939135155752e-06
1.43347766425822e-05,0.7021083178080306,3.76,0.0,0.07455918472862866,0.8584733255947916,0.14901804757899484,0.008160390981718087,0.0011304277340590347,0.0408808559388152,0.08933775574582302,1.586256560698257e-10,0.3330344317971688,1.7189666221594093e-06,0.00019583501562744793,0.060032731919682995,0.0034986042254070413,0.0005552922280896988,0.00038394445947487183,0.004288125670220781,0.35534109913191575,0.0003759170270211247,9.678108675750661e-05,0.005819899856739273,0.006323717285868447,0.000508747799612542,0.0002319266095866391,0.002932008499112912,3.829783793895195e-07,0.02463312133936585,1.512733456242147e-08,0.005376649394534613,0.0002243254662824635,0.0017215188260580215,1.1831916297614045e-05,9.666298273827294e-07,0.010402965535574182,0.013601997184217656,0.007472998468113,0.005752081438889756,6.023250436837812e-09,8.760505649913371e-10,0.0076535545969478435,0.0006763468830859869,9.223651041339151e-07,6.8486871662288975e-06,2.031340968008465e-06,0.0008023448622396179,3.970226210291148e-06,5.444767685118017e-11,6.0624638089865346e-09,0.004915809631293191,7.201408040001046e-06,1.004723086725532e-06,0.0029956762690838312,4.156770937560795e-09,1.456996693429384e-11,2.5205238474271317e-07,3.8129225053318924e-05,2.5186736418317848e-06,0.00011988714101727652,2.2838244566853262e-07,1.8386270612801373e-07,0.0008606443959402332,2.0168667402295863e-06,0.0002871543522672242,6.927188870547928e-05,0.0006544220989861308,6.207883950366593e-06,4.4428680608155086e-11,8.724131347796465e-12,2.3774558561126958e-07,1.3760626843006816e-07,7.733270339421192e-06,2.0203977844060996e-07,1.2273059923018736e-11,2.396442789631604e-06
1.4355229102857757e-05,0.7021447198750579,3.76,0.0,0.07434880110642161,0.8582654526217933,0.14917759506765188,0.008184823988212964,0.0011224658191606297,0.04088416357216865,0.08943984546871309,1.56527835881607e-10,0.3331713025321551,1.6965709157905378e-06,0.00019483777244896162,0.0602150812021441,0.0034953735998371877,0.0005559157048598423,0.0003808938831046018,0.004256046223231726,0.3553540726898572,0.00037301911938746957,9.616382931488828e-05,0.005831959861152466,0.006333718845277742,0.0005054454272770459,0.00023035582701109238,0.0029143804917710512,3.798193655347054e-07,0.024684480841844495,1.503194784866617e-08,0.005378768815996802,0.0002227794321347137,0.0017102935595507927,1.1842731268876747e-05,9.600460483427011e-07,0.010414257254456003,0.01363255904191432,0.007464105898645896,0.005775794034928167,6.02490071328485e-09,8.701450119036125e-10,0.0076786412304065636,0.000679455920156646,9.186883365258039e-07,6.834741847287369e-06,2.028163868347768e-06,0.0008043626778524267,3.9502610388197284e-06,5.4063965290325014e-11,6.023098932629997e-09,0.0049279779230117894,7.166133327937515e-06,9.987386938763402e-07,0.003000453645689745,4.163993355752877e-09,1.4470716735557035e-11,2.5086264071786673e-07,3.795762837102961e-05,2.5029416704505694e-06,0.00011966200936981751,2.281080902249149e-07,1.8285464194727644e-07,0.0008650573591060027,1.9992249764303e-06,0.0002871785004145334,6.934913657116917e-05,0.0006561810348437775,6.164799604733768e-06,4.410532213004505e-11,8.660854994017822e-12,2.3603454113672984e-07,1.369228977010287e-07,7.790279997227738e-06,1.992448368400963e-07,1.2355756566342877e-11,2.412947031284965e-06
1.4375681563133314e-05,0.7021808546794144,3.76,0.0,0.07414034380400884,0.8580589693228354,0.14933594924321572,0.00820916279460608,0.0011146013706192627,0.04088751728885024,0.08954139788453079,1.5446860386436304e-10,0.3333067973696095,1.6745790322960954e-06,0.00019384900754807556,0.06039644739384389,0.0034921393606266904,0.0005565312981512013,0.00037788205688819523,0.004224356703548944,0.35536640938286607,0.0003701569060999031,9.555324040540604e-05,0.00584393929708047,0.006343645532138407,0.0005021782465445868,0.00022880267287829416,0.002896879031353825,3.76701605697548e-07,0.02473544638353457,1.493729681936151e-08,0.005380802006930481,0.00022125089841477995,0.0016991280956726168,1.1853270914334733e-05,9.535013319643031e-07,0.0104253051571275,0.013662943965895527,0.007455151162497043,0.005799367032127759,6.0265705145104416e-09,8.643117346568856e-10,0.007703577161114361,0.0006825473399272825,9.150281370915873e-07,6.820739883944134e-06,2.0250445280260143e-06,0.0008063725067149955,3.930469810406425e-06,5.3684336762444454e-11,5.984144323221685e-09,0.004940062265965649,7.131115015010063e-06,9.92806978566923e-07,0.003005189643038545,4.1711509072473064e-09,1.437205654459235e-11,2.496803055812791e-07,3.7787304679024844e-05,2.4873822805945923e-06,0.00011943511772667118,2.2783149768164082e-07,1.8185503919450067e-07,0.0008694577761432019,1.9817865012965876e-06,0.00028719957547084814,6.942487295778777e-05,0.0006579277805095875,6.122159706100619e-06,4.378541590270384e-11,8.598256280109959e-12,2.3434167323659271e-07,1.362469411297394e-07,7.847327753790877e-06,1.9650023089013552e-07,1.2438526071439198e-11,2.4294516243631366e-06
