Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57)
2.953394393502383e-08,0.18844418997352977,3.76,0.0,0.6865621969053193,0.9999992632863987,1.9132257155333582e-08,2.5810839931018048e-08,2.9565431878066847e-08,0.000799749961355817,0.0007997551495579098,7.114235270475153e-13,3.4217661586785435e-07,2.764964491415191e-09,2.969047008014708e-09,7.939517514115268e-10,7.032434783764327e-07,1.8109532002708472e-10,1.1281727081848934e-07,4.805185429099434e-07,8.683898620096523e-07,9.83584646467801e-08,8.777943967699227e-11,3.373463242126059e-10,4.3913401400261773e-10,7.923121765290911e-09,1.3706745203785352e-14,5.6959393709685825e-15,2.2327044848037188e-10,5.265179808137737e-13,7.728522718436769e-20,1.1773284256983254e-10,1.3242013521593399e-14,1.6002798229320434e-15,5.4777151475957884e-18,1.8207055559623526e-18,5.841872143144819e-07,5.281292056729014e-09,5.662800179697353e-07,1.2337437950217334e-13,3.2593576606727096e-19,6.38262442464951e-16,2.942562938214159e-09,8.933407816563929e-20,1.7057252592357706e-18,1.0016820501621965e-11,3.130753312238076e-21,4.856383342294593e-21,6.0224150556854725e-24,2.417615581918983e-21,7.503091187598313e-19,3.9075972840431885e-13,9.534394430697913e-29,1.3741528120761027e-30,1.7648012342056354e-17
3.0526828456751556e-08,0.18844512171704675,3.76,0.0,0.6865352522868834,0.9999992362427551,2.1166912423465852e-08,2.7546674729290196e-08,3.1475922618125786e-08,0.0008266198990061747,0.0008266254447268711,7.353981950946794e-13,3.6862589131097164e-07,2.9048038914920774e-09,3.2105157848371392e-09,8.907089937441822e-10,7.277382415539397e-07,1.9360158420547515e-10,1.1623497150692715e-07,4.998143489627248e-07,9.174114402464827e-07,1.0032515823554884e-07,9.500700075780305e-11,3.6104428701486115e-10,4.788619964568784e-10,8.308292898981448e-09,1.5492721465519364e-14,6.631381794963024e-15,2.3029591035561777e-10,5.761792047704106e-13,9.024703709980583e-20,1.2484297624331532e-10,1.4902630010172028e-14,1.8578671127176835e-15,6.3010832028593205e-18,2.1264430337555106e-18,6.035314484511562e-07,5.640119830190162e-09,5.844263043794862e-07,1.3405523409936095e-13,3.568093562015494e-19,7.0290014316664635e-16,3.142633797665753e-09,1.0101751412154234e-19,1.997824151586951e-18,1.0388640457431498e-11,3.535358570765545e-21,5.7016400054477895e-21,6.979454434177496e-24,2.6788858345249657e-21,8.350770424164462e-19,4.384809434255034e-13,1.2054967490886535e-28,1.7817764136728265e-30,2.0540580620561367e-17
3.151971297847928e-08,0.1884460534662241,3.76,0.0,0.6865083074303138,0.9999992090402424,2.333013003690756e-08,2.9337096143678368e-08,3.342370418721899e-08,0.0008534887701267637,0.0008534946854861148,7.593719121024487e-13,3.9611583390569337e-07,3.045863012018542e-09,3.4611114417847456e-09,9.951579333481455e-10,7.522925567698564e-07,2.0653408946988309e-10,1.1967534101654754e-07,5.192105890537275e-07,9.676934879458078e-07,1.0230185480979024e-07,1.025934778414269e-10,3.8558209248324715e-10,5.206021040746177e-10,8.6957748365119e-09,1.744070898154299e-14,7.681655689518816e-15,2.373688970554721e-10,6.288128016714431e-13,1.0483298307645225e-19,1.3216458398049133e-10,1.6710838637024e-14,2.1468791513054327e-15,7.212833879099374e-18,2.4710891544515345e-18,6.228566749087251e-07,6.0105906558441165e-09,6.025165386572009e-07,1.4530263851648136e-13,3.895382594990435e-19,7.712374530490799e-16,3.3492107373776847e-09,1.1381747576531306e-19,2.326208687932872e-18,1.075953605700239e-11,3.977213090582687e-21,6.660394281277978e-21,8.048968779706072e-24,2.9581456994944407e-21,9.259218305650529e-19,4.900032277983007e-13,1.512870045617732e-28,2.2912486086669516e-30,2.3793207103643638e-17
3.2512597500207004e-08,0.18844698522132047,3.76,0.0,0.6864813623276294,0.9999991816778787,2.562433479943422e-08,3.118193074166564e-08,3.5407189571123874e-08,0.0008803565746928646,0.0008803628718320756,7.833446785438735e-13,4.246517610654998e-07,3.188055962986237e-09,3.7206981768899497e-09,1.1075813706192155e-09,7.769069352606587e-07,2.1989373025737582e-10,1.2313825525089235e-07,5.387090411604478e-07,1.0192437352533019e-06,1.0428893485438114e-07,1.1054600179257548e-10,4.109637777575142e-10,5.643757959333568e-10,9.085531186553362e-09,1.955949598886193e-14,8.856453631079828e-15,2.444891160077513e-10,6.845076431447757e-13,1.2118288687690058e-19,1.3969899259987537e-10,1.8674863112576133e-14,2.4700190502829763e-15,8.219012844632947e-18,2.858132294389074e-18,6.421629120658913e-07,6.392690556130743e-09,6.205508973554635e-07,1.571312027491514e-13,4.241781548429747e-19,8.433191689734876e-16,3.562286873487207e-09,1.2780697153702432e-19,2.693740880037578e-18,1.112950408075214e-11,4.458546359082914e-21,7.743839814889554e-21,9.239939954389977e-24,3.256047887635379e-21,1.023068726504622e-18,5.45466543892573e-13,1.8854111880351177e-28,2.9235951089871495e-30,2.743756574532552e-17
3.350548202193473e-08,0.1884479169825968,3.76,0.0,0.686454416970864,0.9999991541546788,2.805184897512467e-08,3.308100564432797e-08,3.74248954207532e-08,0.0009072233126793209,0.0009072300037609061,8.073164933217662e-13,4.5423908257018973e-07,3.3313028792175437e-09,3.989134788240431e-09,1.2282578128542632e-09,8.01581889188046e-07,2.3368141041646356e-10,1.266236048541605e-07,5.583114209095717e-07,1.0720699544715978e-06,1.0628670626718627e-07,1.1887164215302787e-10,4.3719347800315184e-10,6.102035208566705e-10,9.477538467625627e-09,2.18580615963196e-14,1.016594675716389e-14,2.5165629795985616e-10,7.433532283215677e-13,1.3944360035953023e-19,1.4744752113135535e-10,2.0803149022597096e-14,2.830134059023071e-15,9.325883022973598e-18,3.2912541430511037e-18,6.61450178282372e-07,6.786405567668841e-09,6.385295564731926e-07,1.695556639343101e-13,4.607851169850797e-19,9.191878893009123e-16,3.781855329541307e-09,1.4306206926823125e-19,3.103380248358682e-18,1.1498542887716316e-11,4.981664358087287e-21,8.963928343093657e-21,1.0561770891414754e-23,3.573257857482658e-21,1.12674739089871e-18,6.050087144285306e-13,2.3343539299924446e-28,3.703337429883473e-30,3.150706120292157e-17
3.449836654366245e-08,0.18844884875031467,3.76,0.0,0.6864274713520626,0.9999991264696546,3.0614899052556506e-08,3.503414852457747e-08,3.947543732797387e-08,0.0009340889840605395,0.0009340960812684763,8.312873566023448e-13,4.848832971316132e-07,3.4755294969791994e-09,4.2662755183184756e-09,1.3574613196449154e-09,8.263179312384792e-07,2.478980432196447e-10,1.3013129486791278e-07,5.780193754885756e-07,1.1261799500340999e-06,1.0829542034969845e-07,1.275774083002505e-10,4.6427542541797986e-10,6.581047950108898e-10,9.871783552089414e-09,2.434557579589372e-14,1.1620793605224045e-14,2.588702006475083e-10,8.054396822583402e-13,1.5976913702857312e-19,1.5541148171490905e-10,2.3104365135876738e-14,3.2302191485940665e-15,1.0539928762863374e-17,3.774334656368101e-18,6.80718491898941e-07,7.19172174124235e-09,6.564526914577263e-07,1.825908831131346e-13,4.994156155581982e-19,9.988842836406852e-16,4.0079092364780324e-09,1.5966197591620933e-19,3.5581825287839545e-18,1.1866652033509744e-11,5.54895078408882e-21,1.0333401943540659e-20,1.202429452354741e-23,3.9104539106896245e-21,1.2371919699097862e-18,6.687653453031323e-13,2.8724602895669584e-28,4.658943980683355e-30,3.603687303511589e-17
3.5491251065390176e-08,0.18844978052473627,3.76,0.0,0.6864005254632755,0.999999098621816,3.331562219073267e-08,3.704118760541169e-08,4.155752493063382e-08,0.0009609535888104898,0.000960961104350373,8.552572687417438e-13,5.165899886789143e-07,3.6206667605425276e-09,4.551970824224444e-09,1.4954613735028942e-09,8.511155742810267e-07,2.625445513692153e-10,1.3366124397349508e-07,5.978344808142632e-07,1.1815815514671638e-06,1.1031528415949715e-07,1.3667025071265824e-10,4.922139482356599e-10,7.080982739666677e-10,1.0268261556781921e-08,2.703139962579556e-14,1.3232148917889682e-14,2.6613060991642376e-10,8.708577547288664e-13,1.8232080303070577e-19,1.6359218047800283e-10,2.558740472738715e-14,3.673420607453301e-15,1.1867860048603803e-17,4.3114570263642976e-18,6.999678712374696e-07,7.60862514178661e-09,6.743204772068778e-07,1.96251842640505e-13,5.401265143083753e-19,1.0824473370858791e-15,4.240441732608689e-09,1.7768911820766134e-19,4.061298453879473e-18,1.2233831983615516e-11,6.162868261569311e-21,1.1865826047401505e-20,1.3637782754180128e-23,4.2683272591246216e-21,1.3546411434955204e-18,7.368697610095808e-13,3.5141780377514865e-28,5.823324187433875e-30,4.106400012021248e-17
3.64841355871179e-08,0.18845071230612442,3.76,0.0,0.6863735792965552,0.9999990706101697,3.6156072335546894e-08,3.910195165816893e-08,4.3669956939424375e-08,0.0009878171269027043,0.0009878250730018998,8.792262295197792e-13,5.493648225054184e-07,3.7666504570378985e-09,4.846068078290105e-09,1.6425227739123746e-09,8.759753310755945e-07,2.7762186699718463e-10,1.3721338349833432e-07,6.177582411181883e-07,1.2382826086473287e-06,1.1234646994052664e-07,1.46157062335261e-10,5.210134697430639e-10,7.602018195337404e-10,1.0666974120289725e-08,2.992508548485564e-14,1.501167242155464e-14,2.734373391588371e-10,9.396988193794696e-13,2.07267327681896e-19,1.7199091836973466e-10,2.8261386923617007e-14,4.1630396493166595e-15,1.3316616743691605e-17,4.9069126673693855e-18,7.191983346009665e-07,8.037101848374689e-09,6.921330880709572e-07,2.1055364412260885e-13,5.829750705605847e-19,1.1699145700011607e-15,4.4794459636008095e-09,1.9722922426227187e-19,4.615972610590916e-18,1.2600083901303115e-11,6.825959553625217e-21,1.3575623232439126e-20,1.5412955468320578e-23,4.647582125842348e-21,1.4793381626535121e-18,8.094529517492305e-13,4.275809973110752e-28,7.234368825144544e-30,4.662730530674179e-17
3.7477020108845625e-08,0.18845164409474255,3.76,0.0,0.6863466328439534,0.9999990424337208,3.913822600240763e-08,4.1216270000789617e-08,4.581161619013449e-08,0.001014679598310277,0.0010146879872180766,9.031942388680154e-13,5.832135414363655e-07,3.913420877112116e-09,5.1484122057056395e-09,1.7989055522561196e-09,9.008977140216439e-07,2.93130931660375e-10,1.407876563864732e-07,6.377920899697512e-07,1.2962909885382243e-06,1.1438912248724632e-07,1.560446800336883e-10,5.506785073298321e-10,8.144325618325988e-10,1.1067927991685313e-08,3.3036377591373824e-14,1.6971537586290532e-14,2.807902280479731e-10,1.0120548732306614e-12,2.3478499364506794e-19,1.8060899192886135e-10,3.1135658074579433e-14,4.7025360334161346e-15,1.4893372858582308e-17,5.5652062187879624e-18,7.384099002736141e-07,8.477137954203779e-09,7.098906978547645e-07,2.2551150676969881e-13,6.280189349032021e-19,1.2613222360842869e-15,4.724915082461711e-09,2.1837140624806004e-19,5.2255423727594374e-18,1.2965409485675554e-11,7.540848773600985e-21,1.5478107802305545e-20,1.7360989580186612e-23,5.0489358006254346e-21,1.611530880372353e-18,8.866435309615817e-13,5.175695499546259e-28,8.935539309151349e-30,5.276756030582681e-17
3.846990463057335e-08,0.1884525758908541,3.76,0.0,0.6863196860975178,0.9999990140914731,4.22639877296243e-08,4.3383972496083524e-08,4.798146479206809e-08,0.0010415410030058636,0.001041549846993637,9.27161296895248e-13,6.181419621058219e-07,4.060922499124586e-09,5.4588462651527495e-09,1.9648649053220256e-09,9.258832349403344e-07,3.0907269633154035e-10,1.4438401622136103e-07,6.579373921383024e-07,1.3556145728987063e-06,1.1644336502426067e-07,1.6633988612227005e-10,5.812136715801345e-10,8.708069570242488e-10,1.1471133868681445e-08,3.637521257801375e-14,1.9124440374533068e-14,2.881891410547613e-10,1.0880185364933872e-12,2.6505776687860266e-19,1.8944769398128173e-10,3.4219793155073864e-14,5.295531697446448e-15,1.6605540835637305e-17,6.291060564655499e-18,7.57602586520804e-07,8.928719566581645e-09,7.275934798195551e-07,2.411407660904773e-13,6.75316151064533e-19,1.3567055007138707e-15,4.9768422495226e-09,2.4120824410994736e-19,5.893436905718578e-18,1.3329810844198672e-11,8.310242600225322e-21,1.758952115836277e-20,1.949352811608753e-23,5.473118676701564e-21,1.7514717767493136e-18,9.685677021277326e-13,6.2344050297353395e-28,1.0976508728039068e-29,5.952749083493174e-17
3.946278915230107e-08,0.18845350769472305,3.76,0.0,0.6862927390492911,0.9999989855824283,4.553519521208154e-08,4.560488955000297e-08,5.0178539405479216e-08,0.0010684013409616804,0.0010684106523230316,9.511274035779995e-13,6.541559713621743e-07,4.2091036952936e-09,5.777211976669855e-09,2.14065114576058e-09,9.509324048865488e-07,3.2544812138701314e-10,1.4800242629263568e-07,6.781954460933758e-07,1.416261256780302e-06,1.1850930386140917e-07,1.7704940995416562e-10,6.126236654087796e-10,9.293408409936511e-10,1.187660544576707e-08,3.99517202167012e-14,2.148360798539502e-14,2.956339657809155e-10,1.167683052666761e-12,2.982774264554634e-19,1.9850831427604937e-10,3.7523597197734413e-14,5.945814403718573e-15,1.8460775849012204e-17,7.08942187057566e-18,7.76776411589171e-07,9.391832806913152e-09,7.452416066849762e-07,2.574568728762008e-13,7.249251559701614e-19,1.4560986005727256e-15,5.235220632423126e-09,2.658358704121073e-19,6.623176241996364e-18,1.3693290393721214e-11,9.136931498119466e-21,1.9927067975947756e-20,2.1822689333659844e-23,5.920874306747748e-21,1.8994179794435333e-18,1.0553492340340081e-12,7.474947834946974e-28,1.3413857753490193e-29,6.695182202435506e-17
4.04556736740288e-08,0.18845443950661367,3.76,0.0,0.6862657916913073,0.9999989569055869,4.895362412526756e-08,4.7878852109921795e-08,5.2401946667931435e-08,0.0010952606121495023,0.001095270403200423,9.750925588717933e-13,6.912615228097888e-07,4.357916458507556e-09,6.103350200180622e-09,2.3265096681629754e-09,9.76045733988208e-07,3.4225817659127335e-10,1.5164285869606911e-07,6.985674870222658e-07,1.4782389477000562e-06,1.2058703199607858e-07,1.881799295634459e-10,6.449132832423992e-10,9.900494792259726e-10,1.2284358643508019e-08,4.3776224268188306e-14,2.4062807601200056e-14,3.031246111100103e-10,1.2511422888923497e-12,3.346436943466657e-19,2.0779214006743555e-10,4.1057106760058244e-14,6.6573413991416735e-15,2.0466980119323555e-17,7.965464638787235e-18,7.959313937066264e-07,9.866463810686854e-09,7.628352506309808e-07,2.7447539242850917e-13,7.769047799661136e-19,1.5595349861979415e-15,5.500043406096388e-09,2.9235405633381146e-19,7.418370427810425e-18,1.405585078615306e-11,1.002379094515945e-20,2.250895320074578e-20,2.4361075879355042e-23,6.392959453971146e-21,2.055631281929041e-18,1.1471094438318424e-12,8.922994022365595e-28,1.6311828828658085e-29,7.50873240986135e-17
4.144855819575652e-08,0.18845537132679038,3.76,0.0,0.6862388440155913,0.999998928059948,5.2520992649647525e-08,5.020569166292028e-08,5.4650858792418233e-08,0.0011221188165406633,0.0011221290996196883,9.990567627949266e-13,7.294646335103031e-07,4.507316148423499e-09,6.437101368341079e-09,2.5226809293563795e-09,1.0012237313095953e-06,3.595038410788853e-10,1.5530529348995843e-07,7.190546901568433e-07,1.5415555653040508e-06,1.2267663188856686e-07,1.9973807334881996e-10,6.780874102480807e-10,1.0529476131318384e-09,1.2694410989732357e-08,4.785924344931865e-14,2.68763551426466e-14,3.1066100532289204e-10,1.3384907365457408e-12,3.7436436526898576e-19,2.1730045664442172e-10,4.483059142647915e-14,7.434243089628004e-15,2.2632307242279424e-17,8.924596782085733e-18,8.150675510823886e-07,1.0352598727461605e-08,7.803745832997171e-07,2.9221200399042794e-13,8.3131424718923e-19,1.6670474495562052e-15,5.771303752754313e-09,3.208662988541642e-19,8.28271873877807e-18,1.44174948529714e-11,1.097378266776442e-20,2.5354419881166952e-20,2.7121783985828975e-23,6.89014413113962e-21,2.2203781609424845e-18,1.2439671871934383e-12,1.060711131949366e-27,1.974314211079848e-29,8.398285834433199e-17
4.2441442717484245e-08,0.18845630315551795,3.76,0.0,0.686211896014158,0.9999988990445097,5.6238965706834235e-08,5.2585240234075796e-08,5.692450935846371e-08,0.0011489759541060541,0.0011489867415744154,1.0230200153499206e-12,7.687713808673088e-07,4.6572612553988065e-09,6.778305877536918e-09,2.729400441461005e-09,1.0264669047352996e-06,3.7718610333426244e-10,1.589897179340131e-07,7.396581741959367e-07,1.6062190413315216e-06,1.2477817764044168e-07,2.1173042178863307e-10,7.121510216116887e-10,1.1180495030917924e-09,1.3106781123516789e-08,5.2211492510266335e-14,2.993912403882604e-14,3.1824309433637074e-10,1.4298235120458329e-12,4.1765543669610677e-19,2.2703454780856823e-10,4.885455534610255e-14,8.280826729484099e-15,2.496516653026042e-17,9.972464717312853e-18,8.341849019070148e-07,1.0850223720853297e-08,7.978597757973975e-07,3.106825003445278e-13,8.882131760752852e-19,1.778668237947656e-15,6.048994861873384e-09,3.51479909156701e-19,9.220008962484856e-18,1.4778225562558642e-11,1.1989955885041953e-20,2.848378785093738e-20,3.011841271081019e-23,7.413211645606644e-21,2.3939297933761194e-18,1.3460388548368293e-12,1.2559017337156466e-27,2.378987668106393e-29,9.368942337550541e-17
4.343432723921197e-08,0.18845723499306147,3.76,0.0,0.68618494767901,0.9999988698582697,6.010915892096895e-08,5.5017330384759305e-08,5.922218930737712e-08,0.001175832024816121,0.001175843329057905,1.0469823165198924e-12,8.09187899700532e-07,4.807713180926103e-09,7.126804440521439e-09,2.946898776391868e-09,1.0517757608722182e-06,3.953059611696319e-10,1.6269612581136875e-07,7.603790047088731e-07,1.6722373197704968e-06,1.2689173672794312e-07,2.2416350917801742e-10,7.471091818659995e-10,1.1853689684669593e-09,1.3521488398318459e-08,5.684388341503458e-14,3.3266554018149495e-14,3.2587084010767064e-10,1.5252363578612196e-12,4.647412391238709e-19,2.369956963049519e-10,5.313973880715399e-14,9.201580126382125e-15,2.747422736724643e-17,1.1114958479189698e-17,8.532834643524304e-07,1.1359324968521578e-08,8.152909986961464e-07,3.2990278754420204e-13,9.476615799957334e-19,1.8944291550672082e-15,6.3331099301806994e-09,3.843061022823152e-19,1.0234116746292393e-17,1.5138045986748158e-11,1.307544856280341e-20,3.191849327488745e-20,3.336507321949453e-23,7.962958653576657e-21,2.5765620733060643e-18,1.4534383747629891e-12,1.4813848003502703e-27,2.854442065326514e-29,1.0426020170677682e-16
4.4427211760939694e-08,0.18845816683968622,3.76,0.0,0.6861579990021365,0.9999988405002248,6.413314231956008e-08,5.7501795210937546e-08,6.154324314340861e-08,0.0012026870286408653,0.0012026988620631688,1.0709436663022673e-12,8.507203795019563e-07,4.958636033432879e-09,7.482438403674887e-09,3.175401580685084e-09,1.0771508049678735e-06,4.1386442170149356e-10,1.6642451681820746e-07,7.812181974884776e-07,1.7396183571645097e-06,1.2901737136967474e-07,2.3704382538035747e-10,7.82967044267162e-10,1.2549194247872364e-09,1.3938552567128272e-08,6.176752661935892e-14,3.687465992595273e-14,3.3354421916682383e-10,1.6248256436949668e-12,5.158545666747104e-19,2.471851842126446e-10,5.769711984923156e-14,1.0201175362556928e-14,3.016842357889636e-17,1.2358216855345803e-17,8.723632565719572e-07,1.1879888662156706e-08,8.326684220358313e-07,3.498888847491277e-13,1.0097198680089115e-18,2.0143616505086796e-15,6.6236421616403085e-09,4.1946008805700207e-19,1.132900500954708e-17,1.549695927501889e-11,1.4233488678326743e-20,3.568112907154366e-20,3.6876398113059437e-23,8.540195217640218e-21,2.7685556303262362e-18,1.5662772196459342e-12,1.7410442898078205e-27,3.41104939889618e-29,1.157506066455078e-16
4.542009628266742e-08,0.18845909869565805,3.76,0.0,0.6861310499755136,0.9999988109693707,6.8312443787695e-08,6.003846834148092e-08,6.388706533923063e-08,0.0012295409655498416,0.0012295533405829275,1.0949040646970487e-12,8.933750618659484e-07,5.109996438416592e-09,7.845050031572268e-09,3.4151295996435144e-09,1.10259254084352e-06,4.328625013258256e-10,1.701748960104727e-07,8.021767218309877e-07,1.8083701230387849e-06,1.3115513958963918e-07,2.503778175856512e-10,8.197298502179064e-10,1.3267139183079735e-09,1.4357993536115983e-08,6.699373243984262e-14,4.0780040574088964e-14,3.4126322125366986e-10,1.7286883678326089e-12,5.712368081243159e-19,2.57604293299622e-10,6.253791591365438e-14,1.1284472532891528e-14,3.3056957819693974e-17,1.370863254343109e-17,8.91424296700342e-07,1.241190100746638e-08,8.49992215325877e-07,3.7065692414551263e-13,1.0744488457145998e-18,2.1384968992035776e-15,6.920584767439821e-09,4.570611633185699e-19,1.25087234190377e-17,1.5854968635106823e-11,1.5467395496332898e-20,3.97954862278758e-20,4.066755080608874e-23,9.145744867113637e-21,2.9701958496552828e-18,1.6846644188741566e-12,2.0391648244354004e-27,4.060424798951343e-29,1.2821832951338631e-16
4.641298080439514e-08,0.18846003056124278,3.76,0.0,0.6861041005911025,0.999998781264703,7.264855228903012e-08,6.262718393647727e-08,6.6253096944084e-08,0.0012563938355121557,0.0012564067646096107,1.118863511697565e-12,9.371582380895331e-07,5.2617633619200946e-09,8.214482761447515e-09,3.666298709839761e-09,1.1281014708404382e-06,4.5230122569229166e-10,1.7394727330656428e-07,8.23255503701689e-07,1.8785006003999145e-06,1.3330509604426374e-07,2.6417189206862726e-10,8.574029287363319e-10,1.4007651581196905e-09,1.4779831174445949e-08,7.25340125077354e-14,4.499988762734949e-14,3.4902784807428313e-10,1.8369221586405153e-12,6.311380784285438e-19,2.682543053450626e-10,6.767358553152836e-14,1.2456523500536956e-14,3.6149305978470466e-17,1.5172857331196285e-17,9.104666028537854e-07,1.2955348224162685e-08,8.672625475470651e-07,3.9222315093865226e-13,1.141909716205226e-18,2.2668658718104607e-15,7.223930965977263e-09,4.972328054645231e-19,1.3777407925847116e-17,1.6212077318420978e-11,1.678058085636983e-20,4.42865960225353e-20,4.475423495559505e-23,9.780444662907705e-21,3.181772893670325e-18,1.8087065747632451e-12,2.380463833797397e-27,4.8155445569499685e-29,1.4172338720795264e-16
4.7405865326122866e-08,0.18846096243670707,3.76,0.0,0.6860771508408487,0.9999987513852167,7.714292086682229e-08,6.526777668555078e-08,6.864082239176625e-08,0.0012832456384964626,0.0012832591341353583,1.142822007298926e-12,9.82076246938632e-07,5.413907946391144e-09,8.590581430029913e-09,3.929119959062755e-09,1.1536780957779279e-06,4.721816296776806e-10,1.7774166304514937e-07,8.444554287495444e-07,1.9500177862672295e-06,1.3546729267591226e-07,2.784324159403741e-10,8.959916959690157e-10,1.477085545988076e-09,1.5204085169198228e-08,7.840008130123969e-14,4.955199453123766e-14,3.568381121913721e-10,1.9496252762026416e-12,6.958173508206474e-19,2.7913650243175353e-10,7.31158300492662e-14,1.3722575670694678e-14,3.9455221603479477e-17,1.6757807300419088e-17,9.294901931299663e-07,1.351021654594906e-08,8.84479587153317e-07,4.146039234055744e-13,1.2121640811065466e-18,2.3994993967311412e-15,7.533673982848212e-09,5.401027673423055e-19,1.513928036170011e-17,1.6568288608787464e-11,1.817655047186946e-20,4.918077317347771e-20,4.9152703944217204e-23,1.0445145267892143e-20,3.403581724718339e-18,1.938507882483666e-12,2.7701256206846368e-27,5.690872654680957e-29,1.563281701139585e-16
4.839874984785059e-08,0.18846189432231739,3.76,0.0,0.6860502007166813,0.9999987213299061,8.179696943821567e-08,6.796008180618728e-08,7.104976650300548e-08,0.001310096374470968,0.0013101104491520148,1.1667795514985156e-12,1.0281354725723218e-06,5.5664033580434914e-09,8.973192475027196e-09,4.203799612875064e-09,1.1793229149217512e-06,4.925047573587847e-10,1.8155808359201346e-07,8.657773451583342e-07,2.0229296922144237e-06,1.3764177923402208e-07,2.9316571888836334e-10,9.355016547467239e-10,1.5556872040877222e-09,1.563077491644257e-08,8.460385775109916e-14,5.445476548541131e-14,3.646940360378888e-10,2.0668966140843797e-12,7.655425895436431e-19,2.902521672119026e-10,7.88765953916787e-14,1.508807578319074e-14,4.298474034868422e-17,1.8470668055552764e-17,9.484950856080712e-07,1.4076492220507332e-08,9.016435020734669e-07,4.378157129939625e-13,1.2852739417001502e-18,2.536428214569086e-15,7.849807050833114e-09,5.858031735023487e-19,1.6598648093394634e-17,1.6923605813657203e-11,1.9658905241283788e-20,5.450565992515449e-20,5.387977042020966e-23,1.1140711023363443e-20,3.635922129650623e-18,2.0741701532880295e-12,3.213837432391361e-27,6.702496233270368e-29,1.7209749037415775e-16
4.9391634369578314e-08,0.1884628262183411,3.76,0.0,0.6860232502105138,0.9999986910977655,8.661208739465853e-08,7.070393504206441e-08,7.347949167469087e-08,0.001336946043403424,0.0013369607096511335,1.1907361442923276e-12,1.0753423426150278e-06,5.7192246449176065e-09,9.362164113312626e-09,4.490539207033547e-09,1.2050364259620289e-06,5.132716619848876e-10,1.8539655698791491e-07,8.872220663380404e-07,2.0972443449140683e-06,1.398286036881808e-07,3.083780949004382e-10,9.759383941807426e-10,1.6365820007780537e-09,1.6059919441606027e-08,9.11574669146172e-14,5.97272244668409e-14,3.7259565103116893e-10,2.1888357012135876e-12,8.405908832803328e-19,3.016025831496344e-10,8.496807386269107e-14,1.6558673724477312e-14,4.6748184443301896e-17,2.0318899977978613e-17,9.67481298348817e-07,1.4654161509484774e-08,9.187544597130204e-07,4.618751044557858e-13,1.3613017001215034e-18,2.6776830259549615e-15,8.172323409884877e-09,6.344706178332665e-19,1.8159903734132535e-17,1.72780322573533e-11,2.1231342571631915e-20,6.029027109068012e-20,5.895281589694034e-23,1.186802003098749e-20,3.87909874647496e-18,2.2157928406648312e-12,3.7178276221238064e-27,7.868270456590986e-29,1.8909863052895774e-16
5.038451889130604e-08,0.1884637581250458,3.76,0.0,0.6859962993142412,0.9999986606877891,9.158963602070846e-08,7.349917266138785e-08,7.592959524783282e-08,0.0013637946452611269,0.001363809915623972,1.2146917856762065e-12,1.123703326367366e-06,5.87234860489967e-09,9.75734649770925e-09,4.7895356050909354e-09,1.2308191249996556e-06,5.344834059500202e-10,1.8925710863192047e-07,9.087903734600751e-07,2.1729697866783744e-06,1.4202781255312288e-07,3.240758039686499e-10,1.0173075892979405e-09,1.719781574558618e-09,1.6491537343604683e-08,9.807324171321458e-14,6.538902430636788e-14,3.8054299677333954e-10,2.3155427038702557e-12,9.212485793398854e-19,3.131890347427288e-10,9.140270598332323e-14,1.8140226359693536e-14,5.075616718651368e-17,2.231024350674434e-17,9.8644884939448e-07,1.524321068848125e-08,9.358126269559048e-07,4.867987960089472e-13,1.4403101606281251e-18,2.8232945334838422e-15,8.501216307116613e-09,6.862462625973706e-19,1.982752491032355e-17,1.763157127598372e-11,2.289765771458676e-20,6.65650400652771e-20,6.438980041462796e-23,1.2627964239106626e-20,4.1334210929756875e-18,2.3634730690781142e-12,4.2889059880840855e-27,9.207973239669e-29,2.0740139253416372e-16
