Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57)
2.5996749467240453e-06,0.2037757317304233,3.76,0.0,0.21784957695419052,0.9143555590361369,0.10410892084290053,0.001835390165942478,0.0040875963779484865,0.05236291326655979,0.0710847890144607,3.356812056948957e-09,0.30859612509632256,2.0634460479026416e-05,0.0003620370646962236,0.017749104911188897,0.00692313839571076,0.0006870110967745784,0.0026596030223220756,0.014280504843627218,0.36232806017545927,0.002528802267024011,0.0004160627702797266,0.002308407024268727,0.004585279939121258,0.0012311153584910084,0.0010091446072574414,0.006753071171115107,4.682041612334076e-06,0.008734365560100642,8.479880432756556e-08,0.0033695306588523623,0.0010695007911066528,0.0031449842772031085,1.2312267688946957e-05,3.687373145843412e-06,0.005037082582383155,0.004040488376129684,0.003047853190485191,0.0012140661478248372,6.703243586469552e-09,5.451534596860433e-09,0.0016117084750584072,0.00012113114638367218,2.1638907916439173e-06,3.9617524849827724e-06,2.2885931749785827e-06,0.00036154283072549893,7.650426900650802e-06,1.4886508731172016e-10,5.1493088765067844e-08,7.097145193973028e-05,6.089216037505146e-06,5.025888927951451e-07,0.00142992212604657
2.6047659443572566e-06,0.2038422013516748,3.76,0.0,0.2158622060439648,0.9135853601530033,0.10496746045474198,0.0018682008500703533,0.004083752956361265,0.05235701556835216,0.07134029818733008,3.340630763735935e-09,0.30992123340335614,2.0566734190526886e-05,0.00036303761669997394,0.01804100399556448,0.006921913795544759,0.0006916159713453283,0.0026483744668230696,0.014229328524296477,0.36365828564120967,0.0025224378501858187,0.0004156521733320265,0.002331504768313382,0.004635187538214655,0.001236226897421126,0.0010124013799311807,0.00680802711511648,4.657053021745274e-06,0.008898159023343406,8.539108674122857e-08,0.003410943601464789,0.0010727032683666947,0.0031754871279219897,1.2531084682586248e-05,3.7189985685736003e-06,0.005104697633994707,0.004103833763873774,0.003090386931838485,0.0012471278271436246,6.816604401310023e-09,5.444322016512777e-09,0.0016488793985198374,0.0001253764087945967,2.1937000250709867e-06,4.015135715823399e-06,2.3331833634824177e-06,0.00036956829094101707,7.801994233504835e-06,1.500149048373014e-10,5.18842605388644e-08,7.272252439044829e-05,6.246529986027747e-06,5.16462370793831e-07,0.0014560630888401404
2.609856941990468e-06,0.20390804502531995,3.76,0.0,0.21389629130765997,0.9128163311673085,0.10582266188285401,0.0019012934252444578,0.004079207748240423,0.052350945627385924,0.07159666655002091,3.323651126879047e-09,0.31123042934572925,2.0493838340262683e-05,0.0003639958233262067,0.018335224898358746,0.006920479879330183,0.0006961847754598644,0.0026367902437345876,0.01417635095645301,0.36496648536323445,0.0025156551887185203,0.0004151876719894518,0.002354725516417444,0.004685160446370045,0.0012411130951782917,0.0010154397676642468,0.006862005763448841,4.6315040259929404e-06,0.00906308346108417,8.596996520179103e-08,0.003452283114520984,0.0010756690713229799,0.0032056107084951755,1.2751103363183356e-05,3.7501181358806853e-06,0.0051724267577362365,0.004167443618924891,0.0031329118001951544,0.0012807352530432696,6.9303857317894215e-09,5.4361837106628375e-09,0.0016865225072754933,0.00012972139344243498,2.223451337097163e-06,4.068369148669677e-06,2.3776476223746487e-06,0.00037765560827752586,7.9529533368103e-06,1.511330572822627e-10,5.226432642881579e-08,7.44985990287012e-05,6.4049149083627255e-06,5.304678574398509e-07,0.001482306973278852
2.6149479396236793e-06,0.20397326267570257,3.76,0.0,0.21195184132294795,0.912048589867905,0.10667440660959486,0.0019346626021231473,0.004073971014133139,0.05234471152801136,0.07185384695805912,3.305896678125844e-09,0.31252374488171375,2.041588754758009e-05,0.0003649116313515522,0.01863172719785989,0.00691884208276624,0.0007007172566612382,0.002624860986983888,0.014121618994294852,0.36625276802678225,0.002508463295184295,0.00041467002179035295,0.002378066534993996,0.004735190051180286,0.0012457726765288876,0.0010182602565406683,0.006914987021690888,4.605415623453265e-06,0.009229101547206537,8.653524978660096e-08,0.003493538845713698,0.0010783987764993823,0.003235342669884887,1.2972263263769282e-05,3.780719790797015e-06,0.005240256439870066,0.004231305381504467,0.0031754147084849206,0.0013148865143903807,7.044559088530401e-09,5.427135285625795e-09,0.001724632610621252,0.0001341665133905993,2.2531317696866015e-06,4.1214351142754316e-06,2.4219581432868347e-06,0.0003858021495317938,8.103187940985933e-06,1.522190517870417e-10,5.2633119046742885e-08,7.629945154630436e-05,6.564269627910052e-06,5.445970804857355e-07,0.0015086458332886435
2.6200389372568907e-06,0.20403785452874781,3.76,0.0,0.21002885392685378,0.9112822520447739,0.10752257957373271,0.001968302990275795,0.004068053463155284,0.05233832119560667,0.07211179195217428,3.2873913818246394e-09,0.31380121915494424,2.033300007994898e-05,0.000365785006833924,0.018930469561772724,0.006917005740652092,0.0007052131808718555,0.0026125974222886697,0.01406518004402398,0.3675172521842701,0.0025008713878245563,0.0004141000018897729,0.0024015250060698537,0.004785267773060103,0.001250204579490241,0.001020863532095098,0.006966951660740272,4.578808850139308e-06,0.009396175601186602,8.708676214795695e-08,0.0035347005976816095,0.0010808931800869962,0.0032646710058714164,1.3194503325348935e-05,3.8107919296223573e-06,0.00530817321629478,0.004295406532577623,0.003217882675523369,0.0013495794142832451,7.159096131422438e-09,5.417192889027399e-09,0.0017632042677746752,0.00013871211931245272,2.282728368552413e-06,4.174316189753778e-06,2.4660876275235008e-06,0.00039400525248167164,8.252583014863783e-06,1.532724332652467e-10,5.2990484251763155e-08,7.812484247785106e-05,6.724491161431455e-06,5.588415392656083e-07,0.0015350717461030043
2.625129934890102e-06,0.2041018211019155,3.76,0.0,0.20812731650389135,0.9105174314227015,0.10836706920317471,0.0020022091047263236,0.004061466230530838,0.05233178239663875,0.07237045381734764,3.2681595852567942e-09,0.31506289825570266,2.024529758670187e-05,0.00036661593512851356,0.01923140978483674,0.006914976085730702,0.0007096723318317619,0.002600010351127828,0.014007081994477026,0.3687600658721653,0.0024928888731055674,0.00041347841388839643,0.0024250980306263874,0.0048353850722659426,0.0012544079542190637,0.001023250474629216,0.007017881328478175,4.55170475105131e-06,0.009564267631544448,8.762433557188148e-08,0.003575758335589347,0.0010831532929044502,0.0032935840635530344,1.3417761965963551e-05,3.840323410586533e-06,0.005376163680135846,0.0043597346058950924,0.0032603028395773908,0.0013848114727043456,7.273968697988294e-09,5.406373175090614e-09,0.0018022317946257726,0.00014335849891482051,2.3122282555360674e-06,4.226995213931612e-06,2.5100093388895594e-06,0.0004022622299241334,8.401024991607021e-06,1.5429278446092057e-10,5.3336281176084255e-08,7.997451752973026e-05,6.8854749141257825e-06,5.731925200231867e-07,0.0015615768220203692
2.631128927548425e-06,0.2041763949099284,3.76,0.0,0.20591413212807064,0.9096183015407351,0.10935730211051807,0.0020424959381949836,0.004052860364765865,0.052323897170744156,0.07267610371852921,3.244598899035607e-09,0.31652940180162414,2.0135943135539108e-05,0.00036754059129005264,0.019588785855974643,0.006912343300198352,0.0007148793203922395,0.0025847779090124793,0.013936558335976994,0.3701969135574901,0.0024829943654225074,0.00041268089961132414,0.002453018346403865,0.0048944801952701,0.0012590668561848917,0.001025786952693245,0.0070765424461584105,4.51915685437657e-06,0.009763593859916963,8.823968699584736e-08,0.0036239919480316424,0.001085517478163094,0.0033271055421094427,1.3682062372339004e-05,3.874413538792875e-06,0.005456356886577549,0.004435810169222942,0.003310210118099335,0.0014270154816752249,7.409721763493985e-09,5.392521076019892e-09,0.0018487970154192788,0.00014896321211938199,2.346847964477003e-06,4.288787443246944e-06,2.561462476397733e-06,0.0004120573255439136,8.574566789579717e-06,1.554522129615148e-10,5.372873228209143e-08,8.218488857154752e-05,7.076004655628598e-06,5.902276288240012e-07,0.0015929000929659082
2.6371279202067482e-06,0.204250103428718,3.76,0.0,0.20373064454725262,0.9087216118692297,0.11034210027034991,0.0020831347331612717,0.004043360225488949,0.052315828518691695,0.0729826038413103,3.2201046123374223e-09,0.31797414495540954,2.002028547102638e-05,0.00036840635793703217,0.019949082062752057,0.006909457423306959,0.0007200346771975263,0.0025691292019802948,0.013863877718095064,0.37160410208593847,0.0024725867385662743,0.0004118143076845465,0.0024810885840254857,0.004953604682697211,0.001263406891187481,0.0010280266218977052,0.007133715297732614,4.485981919275082e-06,0.009964217438273927,8.88352361918097e-08,0.00367205161888419,0.0010875604077755828,0.003360016931872985,1.3947588761641276e-05,3.907721540244652e-06,0.005536612184393401,0.004512163445993075,0.0033600127865495632,0.0014699592680411072,7.545856586414527e-09,5.377503436463023e-09,0.0018959768948993967,0.00015470841319967156,2.3812945749787914e-06,4.350248586570062e-06,2.612549311107372e-06,0.0004219190051871654,8.7464502664759e-06,1.5656470146469347e-10,5.410475927667293e-08,8.442813991700414e-05,7.267269941988747e-06,6.073833660611398e-07,0.0016243096434885816
2.6431269128650713e-06,0.20432294896129236,3.76,0.0,0.2015767806759859,0.9078275367725662,0.1113213000356404,0.0021241160860379603,0.004032986043277277,0.052307588301998005,0.07328987541363749,3.1947180395279717e-09,0.3193972374834952,1.9898538638804286e-05,0.00036921331382383423,0.020312225133085022,0.006906326462452378,0.0007251381372329654,0.0025530821265412436,0.013789120301806863,0.3729818872002682,0.0024616821904060397,0.0004108800561759064,0.0025093036082274693,0.005012744853716876,0.0012674277835632586,0.0010299719043263735,0.007189374642485094,4.452214110561988e-06,0.010166075035699778,8.941077261676569e-08,0.0037199218757502026,0.0010892848179857024,0.0033923011594646554,1.4214238372522784e-05,3.940231727429715e-06,0.005616908025126754,0.004588774451646179,0.0034096905855192402,0.0015136372989795633,7.682328357330169e-09,5.361349850262327e-09,0.0019437609163513536,0.00016059423224812531,2.4155471964501126e-06,4.411352131274969e-06,2.663229651634088e-06,0.000431842784713021,8.916499864675838e-06,1.57629770955294e-10,5.446420296637639e-08,8.670378054884247e-05,7.459093343972598e-06,6.246445241885961e-07,0.0016557928470176948
2.6491259055233944e-06,0.20439493429612257,3.76,0.0,0.1994524498140414,0.9069362461762637,0.11229474463056952,0.0021654304667380686,0.004021758674406459,0.05229918807955314,0.0735978396498074,3.1684808201508667e-09,0.3207988005075737,1.9770920964922243e-05,0.0003699615745128617,0.020678140444967557,0.006902958223400803,0.0007301894651575814,0.002536654595840477,0.013712366623162407,0.3743305396756903,0.0024502971379153386,0.00040987959655517287,0.002537658158370504,0.005071887160162516,0.0012711296495245689,0.0010316255522230353,0.0072434969908259554,4.417887386382982e-06,0.010369103077207422,8.996610803844108e-08,0.003767587612983538,0.0010906938092000997,0.0034239419030769403,1.448190801220831e-05,3.971929350034433e-06,0.005697223028508613,0.004665623395456296,0.0034592235889367644,0.0015580435262784712,7.819092834344051e-09,5.344090626998449e-09,0.0019921381573225682,0.00016662067586831452,2.44958520616224e-06,4.47207218546989e-06,2.713464769085736e-06,0.0004418241652416735,9.084544560976852e-06,1.586470155321238e-10,5.480692965703167e-08,8.901129417488674e-05,7.651296034658792e-06,6.419956259465919e-07,0.0016873372153927138
2.6551248981817175e-06,0.2044660626852752,3.76,0.0,0.19735754434889377,0.9060479054672815,0.11326228416018777,0.0022070682337518295,0.004009699548587066,0.05229063910929262,0.07390641787409799,3.1414348230173786e-09,0.32217896595211554,1.963765446473981e-05,0.0003706512922075158,0.021046752119579053,0.006899360309880235,0.0007351884540679037,0.0025198645078940837,0.013633697450804137,0.3756503444429131,0.0024384481806758286,0.00040881441105980275,0.0025661468572337875,0.0051310182006414976,0.0012745129896525448,0.0010329906345517912,0.007296060611851206,4.38303544488468e-06,0.010573237835918741,9.05010764623577e-08,0.0038150341037093694,0.0010917908311668376,0.003454923607183614,1.4750494209015364e-05,4.002800604041168e-06,0.005777535996810492,0.004742690703003249,0.0035085922290389944,0.0016031713962898749,7.956106391013582e-09,5.325756711411054e-09,0.0020410973080065096,0.00017278762727219657,2.483388161292243e-06,4.532383502681789e-06,2.763217482794052e-06,0.00045185864189575234,9.25041827629474e-06,1.5961610141849358e-10,5.513283087321582e-08,9.13501402368418e-05,7.843698257421443e-06,6.594209645796458e-07,0.0017189304170283008
2.6611238908400406e-06,0.20453633782301472,3.76,0.0,0.1952919404611249,0.9051626754060149,0.11422377560620535,0.0022490196490947975,0.003996830615129139,0.05228195235019204,0.07421553164110775,3.113622033148625e-09,0.32353787599711864,1.949896425397794e-05,0.00037128265549583693,0.02141798311535365,0.006895540123875769,0.0007401349242817467,0.002502729713680631,0.013553193650179205,0.3769415997219132,0.002426152063495934,0.00040768601005588054,0.0025947642200567257,0.005190124734080234,0.0012775786816466635,0.0010340705230290838,0.007347045536702712,4.347691671786057e-06,0.010778415523297854,9.101553391029682e-08,0.0038622470105437695,0.0010925796675166522,0.0034852314950870773,1.501989336280426e-05,4.0328326355039334e-06,0.005857825928415615,0.004819957037409479,0.0035577773197681076,0.0016490138607617537,8.093326068879842e-09,5.3063796103390205e-09,0.002090626690217465,0.0001790948466883846,2.516935740072195e-06,4.592261508760284e-06,2.8124522353718663e-06,0.0004619417123752167,9.413960254936148e-06,1.6053676686023095e-10,5.54418232258425e-08,9.371975496884918e-05,8.03611979337951e-06,6.769046447507648e-07,0.001750560294050136
2.6671228834983636e-06,0.20460576382569104,3.76,0.0,0.19325549883323467,0.9042807120476801,0.11517908281256571,0.0022912748931652872,0.0039831742891890546,0.05227313846442885,0.07452510285299487,3.08508446712826e-09,0.324875682531994,1.9355077976780286e-05,0.0003718558891435062,0.02179175532264898,0.00689150486602009,0.0007450287221403119,0.002485267987671242,0.013470936048734315,0.3782046161577185,0.002413425641825455,0.0004064959294203775,0.0026235046636066675,0.005249193692519349,0.0012803279724289474,0.0010348688777505875,0.007396433558813587,4.3118890915659956e-06,0.010984572377258752,9.150935827334082e-08,0.0039092123953812525,0.0010930644199667197,0.003514851579770676,1.5290001893409336e-05,4.062013545867097e-06,0.0059380720309997834,0.00489740331946672,0.003606760078903014,0.001695563388195508,8.230709620418245e-09,5.28599131684427e-09,0.0021407142766352812,0.00018554197202646524,2.55020789486953e-06,4.651682321583047e-06,2.861135162231363e-06,0.0004720688853221613,9.575015420098775e-06,1.614088210141557e-10,5.573384809451554e-08,9.611955248845319e-05,8.228380424935187e-06,6.944306237708196e-07,0.0017822148785123768
2.6731218761566867e-06,0.20467434520833486,3.76,0.0,0.19124806535487648,0.9034021666751304,0.11612807645746778,0.002333824079372682,0.003968753399560592,0.05226420781983739,0.07483505387260718,3.05586406443597e-09,0.32619254661814684,1.920622523921566e-05,0.00037237125382989615,0.022167989658907972,0.006887261536678957,0.0007498697188382269,0.0024674969991813497,0.013387005309039579,0.37943971597301734,0.002400285846625646,0.0004052457279387898,0.0026523625154201928,0.00530821219320926,0.0012827624686443228,0.0010353896324817818,0.007444208230057075,4.275660321446066e-06,0.01119164474768646,9.19824490020174e-08,0.003955916727913515,0.0010932494920299052,0.0035437706726077042,1.556071638586299e-05,4.090332391289657e-06,0.006018253733937947,0.004975010746486547,0.0036555221485413507,0.0017428119759909484,8.368215553304533e-09,5.264624251267677e-09,0.0021913477105002985,0.00019212851984251912,2.5831850381597223e-06,4.710622773676542e-06,2.9092341501282196e-06,0.000482235688458833,9.733434696470553e-06,1.6223214249933114e-10,5.600887110806366e-08,9.854892592843369e-05,8.420300394068724e-06,7.119827530785738e-07,0.0018138824075156921
2.67912086881501e-06,0.20474208686744638,3.76,0.0,0.1892694718276224,0.9025271857407101,0.11707063401564592,0.00237665726860497,0.003953591139383679,0.05225517049249324,0.07514530763278321,3.026002611957591e-09,0.3274886379538172,1.905263706474631e-05,0.0003728290458138266,0.0225466061639458,0.00688281693702997,0.0007546578092780427,0.002449434285985119,0.013301481804455164,0.3806472321267183,0.002386749652334891,0.00040393698480029847,0.0026813320230175347,0.005367167550549822,0.0012848841251830445,0.0010356369800119322,0.007490354853786332,4.239037528763695e-06,0.011399569179160626,9.24347268817653e-08,0.004002346893315338,0.0010931395726308294,0.0035719763904306684,1.5831933731832282e-05,4.1177791835736905e-06,0.006098350700268684,0.005052760810141163,0.00370404561438764,0.001790751163031642,8.505803166070296e-09,5.242311191750481e-09,0.002242514325469558,0.00019885388654854847,2.6158478568909245e-06,4.7690604278327625e-06,2.9567188898104418e-06,0.000492437676481141,9.889075307593984e-06,1.6300667767023312e-10,5.6266881504936644e-08,0.00010100724859442384,8.611700853855722e-06,7.295448196867683e-07,0.001845551337413729
2.685119861473333e-06,0.20480899405605965,3.76,0.0,0.18731953666428333,0.9016559108186973,0.11800663971010099,0.0024197644833973573,0.003937711013839268,0.052246036269533065,0.075455787741415,2.9955416429723673e-09,0.32876413434981333,1.8894545358624785e-05,0.0003732295965416975,0.022927524095131276,0.006878177670753897,0.0007593929109559959,0.0024310972277617063,0.013214445502810954,0.3818275074924941,0.00237283404383984,0.0004025712970756972,0.002710407363192541,0.005426047287221866,0.001286695235475752,0.0010356153570536073,0.007534860474407948,4.202052391469503e-06,0.011608282491060112,9.286613366659345e-08,0.00404849019871053,0.0010927396193545216,0.0035994571606088343,1.6103551267650863e-05,4.144344886070214e-06,0.006178342837989865,0.005130635312968741,0.0037523130233497537,0.0018393720429251226,8.643432587497768e-09,5.2190851919631075e-09,0.002294201165751657,0.00020571734989220173,2.648177310476023e-06,4.826973595211451e-06,3.003560918328816e-06,0.0005026704386789215,1.0041801040157172e-05,1.637324407457678e-10,5.650789194772547e-08,0.00010349387515075669,8.802404310005903e-06,7.471005874534521e-07,0.0018772103569144245
2.691118854131656e-06,0.20487507236689936,3.76,0.0,0.18539806558259345,0.9007884785672942,0.11893598445398366,0.002463135721817438,0.0039211367886785855,0.05223681465213624,0.07576641858230726,2.9645223646072667e-09,0.3300192212139019,1.8732182389712508e-05,0.0003735732722374485,0.023310662022272603,0.006873350146003992,0.0007640749628774804,0.002412503021603524,0.013125975853722608,0.38298089405124763,0.0023585559853523492,0.00040115027722564817,0.0027395826512856625,0.005484839144540661,0.0012881984212592232,0.0010353294289673258,0.007577713863871989,4.164736059490479e-06,0.01181772185488797,9.327663174601087e-08,0.0040943343786112845,0.0010920548415375578,0.0036262022243476986,1.6375466908946915e-05,4.170021409170133e-06,0.006258210310811439,0.005208616383667159,0.003800307399647104,0.0018886652777423065,8.78106480597343e-09,5.194979525813844e-09,0.0023463950063818146,0.00021271807067967186,2.6801547868842353e-06,4.8843413498017785e-06,3.049733653590661e-06,0.0005129296062699263,1.0191482478503501e-05,1.6440951088107874e-10,5.673193792008617e-08,0.00010600814282680757,8.992235051294158e-06,7.646338379879392e-07,0.0019088483991549978
2.697117846789979e-06,0.20494032771083234,3.76,0.0,0.18350485229167424,0.8999250206999884,0.11985856578268508,0.0025067609710354433,0.003903892441693122,0.05222751485862041,0.0760771254115254,2.9329855762199624e-09,0.3312540910437555,1.8565780292168402e-05,0.00037386047347483134,0.023695937922006215,0.0068683405775743,0.0007687039245040235,0.002393668659711054,0.013036151680305289,0.3841077520987336,0.0023439323915258724,0.00039967555067084697,0.002768851950395162,0.0055435310922699555,0.0012893966205770981,0.0010347840745081425,0.0076189055051036235,4.127119120674627e-06,0.012027824868533585,9.366620376867283e-08,0.004139867599375859,0.0010910906833118625,0.003652201638251916,1.6647579281066337e-05,4.194801604142808e-06,0.006337933548387402,0.005286686491201015,0.0038480122594689056,0.001938621112192384,8.918661699403343e-09,5.170027623154898e-09,0.00239908237355887,0.00021985509473468746,2.7117621440949866e-06,4.941143539903005e-06,3.095212421860525e-06,0.000523210859424263,1.0337997209979939e-05,1.650380307953911e-10,5.693907692892828e-08,0.0001085493726396102,9.181019567255633e-06,7.821284109957576e-07,0.0019404546527510638
2.703116839448302e-06,0.20500476629823686,3.76,0.0,0.18163967917085147,0.8990656639654493,0.12077428777731691,0.0025506302205856608,0.003886002117487332,0.052218145827709644,0.07638783444919105,2.9009715975279387e-09,0.3324689429280465,1.839557058876603e-05,0.0003740916346780934,0.024083269271530722,0.00686315498919141,0.0007732797747321432,0.0023746109082361418,0.01294505107674161,0.3852084494697902,0.0023289800999076807,0.0003981487534589754,0.002798209280510099,0.005602111337863015,0.0012902930739679024,0.0010339843708106417,0.007658427572634013,4.089231568970594e-06,0.012238529627287362,9.403485224366108e-08,0.004185078462846042,0.0010898528067188728,0.0036774462743021726,1.6919787844557576e-05,4.218679255675461e-06,0.006417493255999101,0.005364828457878347,0.003895411624324906,0.001989229388180268,9.056186059389958e-09,5.144263011568227e-09,0.0024522495650128695,0.00022712735507244964,2.742981710461062e-06,4.997360796157703e-06,3.1399744764196393e-06,0.0005335099339952408,1.0481230000492815e-05,1.6561820461789646e-10,5.712938774320441e-08,0.00011111687062910682,9.368586953037435e-06,7.995682439745091e-07,0.0019720185718978267
2.7091158321066252e-06,0.2050683946182673,3.76,0.0,0.17980231793741103,0.8982105301367656,0.12168306097984638,0.0025947334752172515,0.0038674900816833366,0.05220871622191816,0.07669847296626273,2.8685201989229194e-09,0.3336639820602458,1.8221783731661753e-05,0.0003742672235469145,0.02447257314136244,0.006857799216217068,0.0007778025109073643,0.0023553462868456197,0.012852751313580353,0.3862833607859958,0.0023137158435254297,0.00039657152997686797,0.0028276486275762573,0.005660568335114926,0.0012908913114557284,0.001032935578347675,0.00769627391024921,4.051102777612299e-06,0.012449774791531308,9.438259907107084e-08,0.004229956008942174,0.0010883470748041795,0.0037019278180679717,1.7191993015585537e-05,4.241649070598843e-06,0.006496870423648033,0.005443025471187626,0.003942490032824855,0.0020404795597950523,9.19360161522306e-09,5.117719254204941e-09,0.002505882670370093,0.00023453367430187116,2.7737962279725077e-06,5.05297454210244e-06,3.183999008546045e-06,0.0005438226279117072,1.0621072938865473e-05,1.661502958952721e-10,5.7302969821144114e-08,0.0001137099291040662,9.554769298081232e-06,8.169374110244187e-07,0.002003529885408886
2.7151148247649483e-06,0.2051312194222148,3.76,0.0,0.17799253030576798,0.8973597360092022,0.12258480230139679,0.0026390607673528366,0.0038483806721153475,0.05219923443102408,0.077008969366921,2.8356705363235647e-09,0.33483941926402067,1.8044648663005805e-05,0.0003743877404958897,0.024863766287016153,0.006852278908530911,0.0007822721478738598,0.0023358910493790045,0.012759328746723775,0.3873328667213895,0.0022981562249664283,0.00039494553066039806,0.0028571639524249143,0.005718890792038828,0.0012911951420841537,0.0010316431256528623,0.007732440006306807,4.0127614715265526e-06,0.012661499651628825,9.470948509988703e-08,0.004274489717278237,0.0010865795347388045,0.003725638765333463,1.746409628272166e-05,4.263706666659276e-06,0.006576046334685869,0.005521261094362743,0.003989232550921802,0.0020923607086373347,9.330873054658045e-09,5.090429874527612e-09,0.002559967591441769,0.00024207276722378453,2.804188930019659e-06,5.107967000891156e-06,3.2272671510754367e-06,0.0005541448072262958,1.0757425551591453e-05,1.6663462706314757e-10,5.745994288129154e-08,0.00011632782789053007,9.739402057261166e-06,8.342201606671412e-07,0.002034978604739969
2.7211138174232714e-06,0.20519324770117692,3.76,0.0,0.1762100686281815,0.8965133934067018,0.1234794349219477,0.002683602169055091,0.0038286982542445817,0.05218970857569944,0.07731925326559144,2.8024610844874905e-09,0.3359954705354085,1.7864392390472515e-05,0.00037445371802241124,0.025256765239256778,0.006846599533892394,0.0007866887170650632,0.0023162611673074834,0.012664858733447384,0.38835735329603543,0.002282317691739922,0.00039327240973223107,0.002886749199586686,0.005777067677997455,0.0012912086411025724,0.0010301125940616928,0.007766922966340275,3.974235703689899e-06,0.012873644189266691,9.501556962644378e-08,0.0043186695077753285,0.0010845564009686554,0.0037485724170591376,1.773600031853155e-05,4.284848558903191e-06,0.006655002573848921,0.005599519275692843,0.004035624780542076,0.0021448615595089262,9.467966038035192e-09,5.062428315927316e-09,0.002614490062410256,0.0002497432436279888,2.834143642567539e-06,5.162321201874674e-06,3.269761973878865e-06,0.0005644724117917487,1.0890194885901944e-05,1.6707157548664996e-10,5.7600445872314915e-08,0.0001189698355809093,9.922324402062742e-06,8.514009523670656e-07,0.0020663550309340524
2.7271128100815945e-06,0.20525448667547425,3.76,0.0,0.17445467652787952,0.8956716091952339,0.1243668881829172,0.002728347803668755,0.003808467184531264,0.052180146511195374,0.07762925555938249,2.768929600711212e-09,0.33713235659036384,1.768123959730215e-05,0.00037446572000319784,0.025651486393105258,0.006840766380983605,0.000791052265620922,0.002296472314913012,0.012569415550621497,0.38935721118079586,0.0022662165156960637,0.00039155382314616445,0.002916398305901917,0.005835088230440297,0.0012909361330141404,0.001028349703395974,0.007799721483419711,3.9355528332664405e-06,0.01308614913526037,9.530092993619362e-08,0.004362485740761882,0.001082284038867305,0.003770722873110075,1.8007609085221677e-05,4.30507214731241e-06,0.006733721034818105,0.005677784357080947,0.004081652867284379,0.002197970496250617,9.604847210587028e-09,5.033747910810183e-09,0.0026694356698226387,0.0002575436112526981,2.863644736122026e-06,5.216020978870023e-06,3.31146847393973e-06,0.0005748014606337636,1.101929556879104e-05,1.674615703828344e-10,5.772463574625387e-08,0.00012163521078154674,1.0103379557096115e-05,8.684644919758859e-07,0.0020976497607964164
2.7331118027399176e-06,0.2053149437674967,3.76,0.0,0.1727260895138976,0.8948344853042279,0.12524709747462198,0.002773287856919852,0.0037877117704195706,0.05217055583114808,0.07793890849506972,2.735113050629218e-09,0.33825030243046383,1.749541226830882e-05,0.0003744243409196397,0.026047846094989266,0.006834784562984869,0.0007953628555477715,0.002276539854337053,0.012473072323594975,0.3903328350355132,0.0022498687708348984,0.0003897914265340874,0.002946105208965571,0.0058929419609374594,0.0012903821775476637,0.0010263602975131673,0.007830835806226975,3.896739512397159e-06,0.01329895602380339,9.556566072133647e-08,0.004405929216100704,0.0010797689484748083,0.0037920850244359244,1.827882793431736e-05,4.324375698877698e-06,0.006812183927228163,0.005756041081333434,0.004127303506489177,0.0022516755778618403,9.741484217081188e-09,5.0044217901414465e-09,0.0027247898723680984,0.00026547227891803504,2.8926770918303594e-06,5.26905097433045e-06,3.352373557969098e-06,0.0005851280569351523,1.1144649835657578e-05,1.6780509306622942e-10,5.7832687073975664e-08,0.00012432320335243122,1.0282415113684845e-05,8.853957655944946e-07,0.002128853692026266
2.7391107953982406e-06,0.2053746265960153,3.76,0.0,0.17102403559078794,0.8940021187547359,0.126120004119752,0.0028184125876258423,0.0037664562256215016,0.05216094387135847,0.0782481457322736,2.701047582033759e-09,0.3393495369172054,1.7307129344393444e-05,0.0003743302051756117,0.02644576072837625,0.006828659020966438,0.0007996205629078947,0.002256478821139558,0.012375900955441896,0.3912846228591782,0.0022332903134838814,0.00038798687317486243,0.0029758638553134113,0.005950618660512153,0.0012895515598589566,0.0010241503298378664,0.007860267705677161,3.8578216677343366e-06,0.013512007244292665,9.580987358341517e-08,0.004448991171552772,0.0010770177485492465,0.0038126545440382094,1.854956370333657e-05,4.342758331700318e-06,0.006890373783362883,0.005834274598338905,0.004172563948040421,0.0023059645547502425,9.877845710420498e-09,4.974482834534905e-09,0.0027805380203747574,0.0002735275597922042,2.9212261945919473e-06,5.3213966374189255e-06,3.392466020106965e-06,0.0005954483926800687,1.1266187535434098e-05,1.6810267456472484e-10,5.792479171006517e-08,0.00012703305563372918,1.0459283324019212e-05,9.021800721143913e-07,0.0021599580275179536
