Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725)
0.008502161271006281,0.1038564054187,3.76,0.0,0.6528185564791995,0.999395302798926,0.0006042050129975127,3.285520226047402e-07,7.210246176695383e-09,0.010162523914130816,0.010179529931863253,1.1737715273315369e-17,1.0431814944739984e-05,4.372118885444918e-14,1.9143637442224975e-10,1.700099216532077e-05,0.00011968216986878868,0.0001657662819793524,9.577511909479147e-09,3.4339691627259326e-10,0.0008223898763942182,2.063134734598507e-09,1.7601919757937048e-10,1.5960589186192947e-05,1.5126549018647367e-07,3.3233998798344915e-12,3.8253660640908885e-13,2.7581063722851715e-10,2.0132484812413397e-08,2.451310768469338e-08,2.891637744584366e-13,1.1077985368507133e-06,3.627300535337284e-13,2.78608588305602e-09,2.4568351660045464e-12,9.585138356584083e-10,9.707460133514121e-12,9.61045990206674e-08,6.536494802389065e-10,4.344958244634901e-08,1.3774239954289666e-18,1.2237865412184938e-13,5.88826071953474e-10,3.391852834309155e-12,1.2366473614148326e-19,5.980499055372673e-13,2.0784215833346945e-14,1.1401015149342437e-09,2.452268139943653e-15,3.767979810943445e-23,7.597232937352447e-20,2.4438197825835773e-08,1.277336616967043e-16,6.970042559961092e-18,5.188539031902855e-11,4.6524357189969474e-20,3.2398464537517736e-16,9.520468406947702e-23,1.5734322711217917e-09,3.611964354283089e-14,5.957077623817402e-16,9.515385611795422e-15,2.493889332764258e-17,2.8558914740803915e-07,7.891289616656871e-18,4.4870029600724856e-11,1.5347131573723506e-10,3.098321662376811e-11,4.939969040054954e-16,3.734583952813014e-18,6.750755888483408e-20,2.226860273037546e-15,1.493693228316845e-15,1.442262426347865e-14,6.9520446996588e-23,1.3238987562217503e-23,5.062388866732599e-16,9.614569715630267e-21,2.8961358390007224e-18,2.468503418051386e-17
0.008621066287101544,0.10385939297784222,3.76,0.0,0.6526412399323712,0.9993715836334215,0.0006339008317831441,3.4182707890906363e-07,7.46661029112427e-09,0.01030281745600663,0.010320652793135543,1.1899758927255694e-17,1.080725806534727e-05,4.4328167774550666e-14,1.9830770386577816e-10,1.7842953025863927e-05,0.00012185864247139962,0.00017162531464009144,9.88875799860333e-09,3.5147520619409084e-10,0.0008585230912804162,2.1313433280477954e-09,1.8210668491906133e-10,1.6725244350444748e-05,1.5870304382388035e-07,3.4472466363209723e-12,4.116284940952112e-13,2.965559568619355e-10,2.078573104202961e-08,2.5935966506805336e-08,3.1089715331892694e-13,1.1598165471285507e-06,3.8805651922617237e-13,2.984253522122391e-09,2.6790343179844185e-12,1.0266376919564713e-09,1.014567986377495e-11,1.0187334529651481e-07,6.892491744929649e-10,4.4055610587287127e-08,1.457424018884534e-18,1.284702365604507e-13,6.055367534316654e-10,3.5293458097079186e-12,1.3397321718380818e-19,6.420033162921032e-13,2.170215812593412e-14,1.2035285897178487e-09,2.6357228858716748e-15,4.077965113644242e-23,8.226712977481783e-20,2.627948877395125e-08,1.3901424725330336e-16,7.572260005634019e-18,5.6136037475706044e-11,5.0337587063756054e-20,3.4701093611321943e-16,1.0507511500335684e-22,1.6242687519404154e-09,3.770466801578896e-14,6.43780376739654e-16,1.0474171464299797e-14,2.687572369641727e-17,2.989710229498193e-07,8.094033828175722e-18,4.7360812831384127e-11,1.5130685887765026e-10,3.145198382024303e-11,5.196285563566345e-16,3.928161802652913e-18,7.10067344531812e-20,2.3746153091483726e-15,1.56804182473547e-15,1.6031366878134892e-14,7.232596616981724e-23,1.4715701223039573e-23,5.622110920048148e-16,1.0147559467032401e-20,3.2039910749294418e-18,2.7299579483198824e-17
0.008739971303196807,0.10386238991934796,3.76,0.0,0.6524628140126201,0.9993471845617864,0.0006646382287368487,3.557931937926968e-07,7.72845162443825e-09,0.010443044486804555,0.010461737862057794,1.2061726035759679e-17,1.1191373263857032e-05,4.493501385067258e-14,2.0533753953210233e-10,1.8715232992598193e-05,0.00012404200700328526,0.00017760745868617564,1.0206281096438952e-08,3.5965297608716065e-10,0.0008958010892565658,2.201057301161036e-09,1.8832001520900666e-10,1.751510715246085e-05,1.6640170485074776e-07,3.5758684799428066e-12,4.4255601904198896e-13,3.1859673847359443e-10,2.145209151612373e-08,2.7425657168201275e-08,3.3398603203841667e-13,1.2137646970320937e-06,4.1483220333704023e-13,3.1939709680345484e-09,2.91947772963661e-12,1.098726788952575e-09,1.0610845214994241e-11,1.0805005837145841e-07,7.267803883456643e-10,4.466139584920567e-08,1.5411857801043767e-18,1.3477588351119885e-13,6.229771507844403e-10,3.670382129850362e-12,1.4499377383774902e-19,6.889996550422262e-13,2.2649589864571605e-14,1.2697065027112252e-09,2.830428871276753e-15,4.411505353656814e-23,8.904337932122228e-20,2.824035317610666e-08,1.5114243834029141e-16,8.218866977856281e-18,6.067944216241096e-11,5.441357014104376e-20,3.713774991749796e-16,1.158378397732998e-22,1.675994802859094e-09,3.933988223121546e-14,6.951545536550494e-16,1.1523752497914252e-14,2.893939363556468e-17,3.127798272097927e-07,8.309473249061032e-18,4.995917572807158e-11,1.4920148098238352e-10,3.192032247128796e-11,5.465332730115583e-16,4.1313405597330654e-18,7.467945911624079e-20,2.5306047486627503e-15,1.6450217154073569e-15,1.7810475578563514e-14,7.521850005844055e-23,1.634879894324205e-23,6.240833063676989e-16,1.070359143803983e-20,3.542309338228986e-18,3.0173320595151604e-17
0.00885887631929207,0.10386539644849263,3.76,0.0,0.6522832570607228,0.999322093390063,0.0006964389193369328,3.7048774642728e-07,7.99580913045723e-09,0.010583204189880803,0.010602784935290592,1.2223615664893741e-17,1.1584262709985096e-05,4.5541726845324817e-14,2.1252799554745282e-10,1.961855685724618e-05,0.00012623218186623512,0.00018371349491024832,1.0530133576859439e-08,3.6793112450898614e-10,0.0009342456499161882,2.272294886830901e-09,1.9466024003663737e-10,1.8330628102969076e-05,1.7436715641446246e-07,3.709469354403263e-12,4.754114839945861e-13,3.4199762529280583e-10,2.213167260828058e-08,2.8984689096971993e-08,3.5849789749540857e-13,1.2697013688944217e-06,4.431222936770157e-13,3.4157670000309663e-09,3.179550396890201e-12,1.1749622064637735e-09,1.110427327863699e-11,1.1465813249526474e-07,7.663280944396008e-10,4.5266939591311955e-08,1.628850826695665e-18,1.4130000207263263e-13,6.411912512325912e-10,3.814998279491091e-12,1.5676582436367469e-19,7.392219888697319e-13,2.3627099670356606e-14,1.3387206884139185e-09,3.0369270193622876e-15,4.770288405505509e-23,9.633574836051563e-20,3.032732407436072e-08,1.6417082419826135e-16,8.912560980295087e-18,6.553200584396915e-11,5.876703379669771e-20,3.971455403226586e-16,1.2756242058674957e-22,1.7286134838608906e-09,4.102624461612255e-14,7.500216715444233e-16,1.2671926015147631e-14,3.113684856953687e-17,3.2702282619994743e-07,8.538408924840255e-18,5.2668427098356784e-11,1.4715270458647877e-10,3.23881499028822e-11,5.74775488313713e-16,4.344605299076672e-18,7.853450124425525e-20,2.6951978545756982e-15,1.7246886219790464e-15,1.9776726494482724e-14,7.820073594742152e-23,1.8153680023698515e-23,6.924356891812314e-16,1.1283373597699492e-20,3.913819258374805e-18,3.332962547432873e-17
0.008977781335387333,0.10386841277181408,3.76,0.0,0.6521025472924872,0.9992962978456873,0.0007293247560339158,3.859497559106435e-07,8.268721785885981e-09,0.010723295739201682,0.01074379380675666,1.238542687011772e-17,1.1986029402100541e-05,4.614830653139422e-14,2.1988121500536665e-10,2.0553660871745662e-05,0.00012842908988834593,0.00018994420203712756,1.0860368198526958e-08,3.76310580647629e-10,0.000973878677773485,2.345074567564626e-09,2.011284166676234e-10,1.91722583295334e-05,1.8260514005899343e-07,3.848260652539391e-12,5.102906755271785e-13,3.6682570100009e-10,2.2824581380564928e-08,3.0615651115815806e-08,3.845027720180342e-13,1.3276866895848018e-06,4.729941497066534e-13,3.650188276470607e-09,3.4607364556748407e-12,1.25553111154269e-09,1.1627329623695509e-11,1.2172196964344845e-07,8.079801629037811e-10,4.5872242916684936e-08,1.7205652016291957e-18,1.480470301874851e-13,6.602251846769923e-10,3.963230436788735e-12,1.6933046452494332e-19,7.928623919088187e-13,2.4635280977868306e-14,1.4106581346631301e-09,3.255777159470328e-15,5.156116700320412e-23,1.041812670273279e-19,3.25472226348061e-08,1.7815457491179402e-16,9.656169367185594e-18,7.071083999988877e-11,6.341334324960789e-20,4.243783228250934e-16,1.4032306572962645e-22,1.7821278879484953e-09,4.276471941679339e-14,8.08582556657558e-16,1.3927077134347267e-14,3.3475357236196884e-17,3.417073024348723e-07,8.781688733397703e-18,5.549193393706394e-11,1.45158290144776e-10,3.285538278685365e-11,6.0442275632587e-16,4.568464519354542e-18,8.258105262045077e-20,2.8687763283968263e-15,1.807098738646843e-15,2.1948390060376318e-14,8.127549104541939e-23,2.0147115431613225e-23,7.679001090340198e-16,1.1887626392533697e-20,4.321464473423327e-18,3.679372437010188e-17
0.009096686351482596,0.10387143909712009,3.76,0.0,0.6519206627988925,0.9992697855773337,0.0007633177279138207,4.022199368980139e-07,8.547228610213823e-09,0.01086331829929419,0.010884764267692719,1.2547158696233854e-17,1.2396777196612734e-05,4.6754752692297596e-14,2.2739937033144434e-10,2.1521292969712268e-05,0.00013063265810560448,0.00019630035712719422,1.1197038126123518e-08,3.847923046673081e-10,0.001014722201980141,2.4194150819941144e-09,2.0772560819954203e-10,2.0040449517029453e-05,1.911214561276414e-07,3.992461403349279e-12,5.472929547891937e-13,3.931505548891844e-10,2.353092562491264e-08,3.232121406188365e-08,4.1207328022527494e-13,1.387782590729959e-06,5.045173525096848e-13,3.897799748271304e-09,3.764625869443939e-12,1.3406268969178262e-09,1.218142954746183e-11,1.292670098977617e-07,8.518274297486501e-10,4.647730680825807e-08,1.8164795921447384e-18,1.5502143687042841e-13,6.801273036476951e-10,4.1151144800993536e-12,1.827305205043425e-19,8.501222893984425e-13,2.5674732067184512e-14,1.4856073887927975e-09,3.4875584421435162e-15,5.570914343854952e-23,1.1261947205414974e-19,3.490716774895987e-08,1.931515347762545e-16,1.045265397046534e-17,7.623378784416737e-11,6.836852108392147e-20,4.531412142509915e-16,1.5419889735983467e-22,1.8365411434596075e-09,4.455627669416662e-14,8.710479011855404e-16,1.529821634918517e-14,3.5962525486351864e-17,3.5684055491786344e-07,9.040209692840475e-18,5.843312155855243e-11,1.432160997673843e-10,3.3321937242225665e-11,6.355458759355023e-16,4.8034510772143894e-18,8.682874533016316e-20,3.0517345974316846e-15,1.892308737419002e-15,2.4345347759205917e-14,8.444572000372778e-23,2.2347354963055533e-23,8.511641905506171e-16,1.2517082801169562e-20,4.768418076528145e-18,4.059283748446167e-17
0.00921559136757786,0.10387447563348022,3.76,0.0,0.6517375815461665,0.9992425441547221,0.0007984399604341031,4.1934075658922935e-07,8.831368684952943e-09,0.011003271025196042,0.011025696106703974,1.270881017733525e-17,1.2816610837641802e-05,4.7361065122136586e-14,2.350846636411008e-10,2.2522212992429584e-05,0.00013284281755917684,0.00020278273596250075,1.1540196951069247e-08,3.933772880847482e-10,0.0010567983760998811,2.4953354313038326e-09,2.1445288370919194e-10,2.093565384851647e-05,1.9992196417301162e-07,4.1422984636164666e-12,5.865213503903883e-13,4.210443485537736e-10,2.4250813903344157e-08,3.4104133513873566e-08,4.4128471736547395e-13,1.4500528706199667e-06,5.377637558905295e-13,4.159185079353403e-09,4.092921545897531e-12,1.4304493216051961e-09,1.2768039353719728e-11,1.3731976236697416e-07,8.979637663910945e-10,4.7082132163971755e-08,1.9167494847761198e-18,1.6222772245935176e-13,7.009482653228388e-10,4.270685996646783e-12,1.9701060357703457e-19,9.112128146915212e-13,2.6746056097679496e-14,1.5636585636941578e-09,3.732869759857985e-15,6.016734740994065e-23,1.216925640171689e-19,3.741458586994003e-08,2.0922231862850495e-16,1.1305115898679103e-17,8.211944645695671e-11,7.36492671405713e-20,4.835017339960892e-16,1.692742373323013e-22,1.891856416321097e-09,4.640189232130345e-14,9.376387045148143e-16,1.6795019686293837e-14,3.860631084410579e-17,3.724298991401224e-07,9.31492039303478e-18,6.14954737225881e-11,1.4132406216596406e-10,3.378772882605272e-11,6.68219021370832e-16,5.050123161250085e-18,9.12876693666495e-20,3.244480106853766e-15,1.9803757737621325e-15,2.69892169926051e-14,8.771452298477707e-23,2.4774241865046844e-23,9.429756435700762e-16,1.3172488399304532e-20,5.258098123596154e-18,4.4756310376507494e-17
0.009334496383673122,0.10387752259122991,3.76,0.0,0.6515532813758056,0.9992145610683904,0.0008347137152239322,4.373564929982088e-07,9.121181172275928e-09,0.01114315306240508,0.01116658910982105,1.2870380336753884e-17,1.3245635986985479e-05,4.796724362585287e-14,2.429393270982848e-10,2.355719291909534e-05,0.00013505950310669921,0.0002093921134179286,1.1889898711768984e-08,4.0206655417074575e-10,0.0011001294779342946,2.5728548855685535e-09,2.2131131840148362e-10,2.185832394649475e-05,2.0901258337369158e-07,4.298006712003383e-12,6.280826524118719e-13,4.5058188350975175e-10,2.4984355587133233e-08,3.5967252622990736e-08,4.722151185795518e-13,1.5145632577097466e-06,5.728075380526573e-13,4.43494707420658e-09,4.447446881766458e-12,1.5252046538386453e-09,1.3388677653688987e-11,1.4590783663011498e-07,9.464861498752102e-10,4.7686719760123696e-08,2.0215353262627572e-18,1.6967041887420496e-13,7.227411159793341e-10,4.4299802899550444e-12,2.1221716573281607e-19,9.763551727177002e-13,2.784986114321708e-14,1.6449033437871647e-09,3.9923301701806735e-15,6.495768511870045e-23,1.3144557062069852e-19,4.007722107171987e-08,2.2643040933212565e-16,1.221680023644344e-17,8.838718930281212e-11,7.92729787564333e-20,5.155296015939902e-16,1.8563890390151013e-22,1.9480769123361655e-09,4.8302547982955955e-14,1.0085867283051794e-15,1.8427870346517886e-14,4.141503752348053e-17,3.884826670918456e-07,9.606823494306041e-18,6.468253275432066e-11,1.3948020918501572e-10,3.425267250887788e-11,7.025198755602541e-16,5.3090652869584594e-18,9.596839061623587e-20,3.4474336166434196e-15,2.0713574928250666e-15,2.9903484074498984e-14,9.10851540766396e-23,2.7449334914381375e-23,1.0441468743827146e-15,1.385460127669855e-20,5.7941837574192016e-18,4.931575723494933e-17
0.009453401399768385,0.10388058018196816,3.76,0.0,0.6513677400045412,0.9991858237294308,0.0008721613899506452,4.5631329458757365e-07,9.416705333075437e-09,0.01128296354682814,0.0113074430605594,1.3031868187008124e-17,1.3683959254416674e-05,4.857328801938755e-14,2.5096562328476786e-10,2.4627017101610313e-05,0.00013728265324670198,0.0002161292638178295,1.224619791345224e-08,4.1086115837760725e-10,0.0011447379094014173,2.6519929900400206e-09,2.2830199376737875e-10,2.2808912814592172e-05,2.1839929295813698e-07,4.459829246338735e-12,6.720875078795379e-13,4.81840670096581e-10,2.57316608950548e-08,3.7913505056227174e-08,5.04945329433878e-13,1.5813814758198454e-06,6.097252540895637e-13,4.725708112703901e-09,4.8301537746741e-12,1.6251058163169169e-09,1.4044916686338896e-11,1.5505997473337515e-07,9.974947340455905e-10,4.8291070228092924e-08,2.1310026908400866e-18,1.7735408987924413e-13,7.455613776133372e-10,4.593032388294665e-12,2.283985565106038e-19,1.0457810118778311e-12,2.898676022889216e-14,1.7294349908996445e-09,4.266579322944633e-15,7.010351775078275e-23,1.419265175703965e-19,4.2903145346947984e-08,2.4484225780019736e-16,1.3191101022196426e-17,9.505718915909758e-11,8.525777137228699e-20,5.492967858100994e-16,2.0338852286081062e-22,2.005205879537606e-09,5.025923117695682e-14,1.0841349708517505e-15,2.0207902251750584e-14,4.439741208828443e-17,4.0500620728601767e-07,9.916978310342306e-18,6.7997899658109e-11,1.3768269917831064e-10,3.471668263294609e-11,7.385297668319281e-16,5.58088931661362e-18,1.0088196929371266e-19,3.661029503448601e-15,2.1653120353039447e-15,3.311364611025144e-14,9.456103003374711e-23,3.039603865273883e-23,1.155559906160291e-15,1.4564192111895078e-20,6.380632122524046e-18,5.430521207487282e-17
0.009572306415863648,0.10388364861855964,3.76,0.0,0.6511809350242486,0.9991563194691937,0.0009108055182470248,4.762592412418891e-07,9.71798054458205e-09,0.01142270160472921,0.011448257739981168,1.3193272729749734e-17,1.4131688228331832e-05,4.917919812984323e-14,2.591658455613782e-10,2.57324825038152e-05,0.0001395122099543003,0.00022299496128013187,1.2609149547691673e-08,4.1976218879339504e-10,0.0011906461964629044,2.7327695714049702e-09,2.3542599773374794e-10,2.3787873779690388e-05,2.2808813263559674e-07,4.628017586510251e-12,7.186505188678383e-13,5.149009981710535e-10,2.6492840930836107e-08,3.9945918052529224e-08,5.395590782010761e-13,1.650577311006414e-06,6.485958898753904e-13,5.032110592294867e-09,5.243131115632225e-12,1.7303725336870966e-09,1.4738383668288325e-11,1.6480608373662804e-07,1.0510929220008026e-09,4.889518408259024e-08,2.2453224539918564e-18,1.8528333137403867e-13,7.694671369132745e-10,4.759877052993789e-12,2.4560508201079744e-19,1.1197328123721555e-12,3.015737136941662e-14,1.8173483500599863e-09,4.556277894544889e-15,7.562975081480263e-23,1.5318661283720588e-19,4.590076914022176e-08,2.6452738657693173e-16,1.4231566471664636e-17,1.021504414440872e-10,9.162249950010776e-20,5.848775544914696e-16,2.2262486209000353e-22,2.0632466104646913e-09,5.2272935217136895e-14,1.164538171273729e-15,2.2147046896635566e-14,4.7562540090801596e-17,4.220078847944228e-07,1.024650354840279e-17,7.144523422548508e-11,1.3592978879345948e-10,3.517967291383566e-11,7.763338126430474e-16,5.866235530357949e-18,1.0603997930384162e-19,3.885716067506889e-15,2.2622980435855985e-15,3.664736204091477e-14,9.814573974734448e-23,3.363974203474113e-23,1.2781716180434823e-15,1.5302044300604002e-20,7.021696637002587e-18,5.976128837136889e-17
0.009691211431958911,0.10388672811513566,3.76,0.0,0.6509928439018058,0.9991260355389583,0.0009506687696980313,4.972444066126525e-07,1.0025046317524068e-08,0.011562366352677038,0.011589032926759587,1.3354592955710332e-17,1.4588931506775115e-05,4.9784973795645176e-14,2.6754231842510807e-10,2.687439894528313e-05,0.0001417481185273805,0.0002299899800487188,1.2978809111536592e-08,4.287707666156753e-10,0.0012378769890987146,2.8152047439646626e-09,2.426844248104601e-10,2.4795660434516407e-05,2.3808520303420946e-07,4.8028318798846165e-12,7.678903417814532e-13,5.498460088743225e-10,2.7268007719743293e-08,4.206761559688823e-08,5.761430492020882e-13,1.722222680143183e-06,6.895009165415448e-13,5.354817377608936e-09,5.688613791278515e-12,1.8412314824306868e-09,1.5470762171984966e-11,1.7517726882454983e-07,1.1073874393438944e-09,4.949906174249576e-08,2.3646709728834673e-18,1.934627716954332e-13,7.945191365885297e-10,4.9305487869522965e-12,2.638890649331475e-19,1.1984642812065685e-12,3.1362317608766117e-14,1.908739855204424e-09,4.862108024298581e-15,8.156292686319615e-23,1.652804379285544e-19,4.9078852123716194e-08,2.8555849432428036e-16,1.5341903964335137e-17,1.0968878795247589e-10,9.838677805670571e-20,6.223485252287169e-16,2.434561788279244e-22,2.1222024444484e-09,5.434465923825161e-14,1.2500633289254163e-15,2.4258081883247832e-14,5.0919943206067964e-17,4.394950812960136e-07,1.059658012420058e-17,7.502825513725408e-11,1.342198122603407e-10,3.5641556429123e-11,8.160210665737651e-16,6.165773721446554e-18,1.1145452803933866e-19,4.12195584463073e-15,2.3623746688757696e-15,4.053461342972338e-14,1.0184305418084754e-22,3.7207966018707613e-23,1.4130193228905496e-15,1.6068953803792186e-20,7.721945975222962e-18,6.572334771327145e-17
0.009810116448054174,0.10388981888709646,3.76,0.0,0.650803443978902,0.9990949591095736,0.0009917739498842217,5.19320921839931e-07,1.0337942312850758e-08,0.01170195689749204,0.011729768397245906,1.3515827844647399e-17,1.5055798728856525e-05,5.0390614866707634e-14,2.7609739788389736e-10,2.8053589349675416e-05,0.00014399032744253525,0.00023711509481504076,1.335523262636813e-08,4.378880466448373e-10,0.00128645306132713,2.899318915791966e-09,2.500783762528561e-10,2.5832726580714593e-05,2.4839666614625824e-07,4.984541109078458e-12,8.199297877259759e-13,5.867617675152018e-10,2.805727424453443e-08,4.4281821715247e-08,6.147869572629075e-13,1.796391701224149e-06,7.325243455849182e-13,5.694512257683298e-09,6.1689922184804415e-12,1.9579164432217358e-09,1.6243793520599097e-11,1.8620586698968636e-07,1.1664884083235137e-09,5.010270353717988e-08,2.489230273640144e-18,2.018970719115377e-13,8.207808693157716e-10,5.105081842120877e-12,2.833049055432314e-19,1.2822407524441331e-12,3.260222706110719e-14,2.003707534801708e-09,5.184773753683088e-15,8.793132120749841e-23,1.7826614537265046e-19,5.2446514217249026e-08,3.080115624050231e-16,1.6525985282358712e-17,1.1769494099722862e-10,1.0557100406276439e-19,6.617887168535196e-16,2.659975805672831e-22,2.182076770002926e-09,5.6475408202443894e-14,1.3409902409470974e-15,2.655468106572133e-14,5.44795769741522e-17,4.5747519513737194e-07,1.0968454037155893e-17,7.875074005984648e-11,1.325511750188823e-10,3.610224562158959e-11,8.576846669320393e-16,6.480204303999813e-18,1.1713827640458724e-19,4.370225923280034e-15,2.4656015777578567e-15,4.480787545201374e-14,1.0565693645669548e-22,4.1130520523431384e-23,1.5612266997838002e-15,1.686572917750719e-20,8.48628373757455e-18,7.22336778253189e-17
0.009929021464149437,0.10389292115111377,3.76,0.0,0.6506127124717962,0.999063077271065,0.0010341440004806987,5.425430406775443e-07,1.0656708358135915e-08,0.011841472336192597,0.011870463925539025,1.367697636528978e-17,1.553240060658447e-05,5.099612120460447e-14,2.848334718236396e-10,2.9270889997750013e-05,0.00014623878822030633,0.0002443710810295257,1.3738476656556355e-08,4.471152178044741e-10,0.0013363973112691916,2.9851327949031088e-09,2.5760896021547856e-10,2.689952617242319e-05,2.5902874578071107e-07,5.173423306773696e-12,8.748959261862637e-13,6.257373384934795e-10,2.886075448084445e-08,4.659186389492859e-08,6.555836241377739e-13,1.8731607654235844e-06,7.777527857551758e-13,6.051900411193048e-09,6.6868224410125326e-12,2.0806684556513785e-09,1.705927821234481e-11,1.9792548130169026e-07,1.2285094233954358e-09,5.070610969326187e-08,2.6191882458306446e-18,2.1059092615127632e-13,8.483186741285762e-10,5.283510227771391e-12,3.0390914539218883e-19,1.3713396088040854e-12,3.387773295339767e-14,2.1023510173960097e-09,5.5250014747428244e-15,9.476504608244832e-23,1.922056735814332e-19,5.601324685885345e-08,3.3196596608733194e-16,1.7787852319017987e-17,1.2619250796395176e-10,1.1319637871271577e-19,7.032796017359643e-16,2.9037141651169524e-22,2.242873027133761e-09,5.866619290679644e-14,1.437612078467839e-15,2.905146893683967e-14,5.825184981086617e-17,4.759556414053669e-07,1.136343944945877e-17,8.261652573592532e-11,1.3092236704024996e-10,3.656165227711871e-11,9.01421994742028e-16,6.810259488542599e-18,1.231044600653825e-19,4.631018267162406e-15,2.572038958683812e-15,4.950229867779666e-14,1.095915529087288e-22,4.543967129189054e-23,1.7240101019775297e-15,1.769319181666778e-20,9.319969867713687e-18,7.933768031804342e-17
0.009999999999999998,0.10389603512513426,3.76,0.0,0.650498214083657,0.9990436566525986,0.0010600485510090182,5.569743577851319e-07,1.0849805246144517e-08,0.011924717775205141,0.011954430843522126,1.3773129921312678e-17,1.5821586774123298e-05,5.135750470699821e-14,2.9013560302791607e-10,3.001605373923459e-05,0.00014758393351614737,0.0002487651293059965,1.397052276328309e-08,4.5267611801595955e-10,0.0013668723818041479,3.037176875062743e-09,2.6216981084261815e-10,2.7550695193794098e-05,2.655308109541141e-07,5.289710673774829e-12,9.091561262319214e-13,6.500228717747837e-10,2.9347201882242286e-08,4.801789946502628e-08,6.810021249701035e-13,1.9202585407701025e-06,8.058389117965999e-13,6.2739700657404315e-09,7.014903759809839e-12,2.1569373523871276e-09,1.7567069352592908e-11,2.0526503345183783e-07,1.266971895359947e-09,5.106619154095558e-08,2.6994176263467436e-18,2.1590625099487908e-13,8.653936256566336e-10,5.391890918728819e-12,3.167991077075649e-19,1.427181699951516e-12,3.465635635533172e-14,2.163028450313909e-09,5.736773998993068e-15,9.907926853776361e-23,2.0100832132133824e-19,5.8241294977585864e-08,3.470148152611055e-16,1.8579912433712907e-17,1.3150930590771556e-10,1.1796754929998488e-19,7.29058924103809e-16,3.058477112306816e-22,2.2796052877354384e-09,6.000298265077156e-14,1.498129525524969e-15,3.0643710878696635e-14,6.060947049993224e-17,4.872288025188817e-07,1.1610804259295769e-17,8.499405435974665e-11,1.299684636830222e-10,3.683524013535608e-11,9.285605409429818e-16,7.015042413857238e-18,1.2680618206134699e-19,4.792871415803869e-15,2.637130376384201e-15,5.25208637656843e-14,1.119996065244285e-22,4.821050193787107e-23,1.8286671160970988e-15,1.82021031741739e-20,9.85298985794449e-18,8.388122536227117e-17
0.0100479264802447,0.10389603512513426,3.76,0.0,0.6504206264710274,0.9990303770322162,0.0010778019994098177,5.66967206038292e-07,1.098138446363949e-08,0.011980911755940645,0.012011119283557636,1.383803747528247e-17,1.60188489571308e-05,5.1601492682736904e-14,2.937529603637348e-10,3.052715078507653e-05,0.00014849345529896325,0.0002517587152036071,1.412859832780139e-08,4.56453503679174e-10,0.0013877327612561417,3.072667395358828e-09,2.6527729189653697e-10,2.799651326037939e-05,2.6998772802309304e-07,5.36976577363535e-12,9.329201901555918e-13,6.668648615961676e-10,2.9678563431839608e-08,4.900117663450896e-08,6.98629056285629e-13,1.952608610937034e-06,8.252755006421556e-13,6.427708879707467e-09,7.24483681631392e-12,2.2097359755299343e-09,1.7919077382552756e-11,2.103710157746299e-07,1.2935676277440137e-09,5.130928034500479e-08,2.754738844293342e-18,2.1954906195444472e-13,8.772018354502441e-10,5.465867718491857e-12,3.257605323270048e-19,1.4660507120783596e-12,3.518947366913101e-14,2.204771537069705e-09,5.883540380731068e-15,1.0209615935018425e-22,2.071649711012663e-19,5.97889245300454e-08,3.5750458663909707e-16,1.9131722413152494e-17,1.3520601628038235e-10,1.2128492981785947e-19,7.469051589531094e-16,3.1670768553945347e-22,2.3045947096321465e-09,6.091802999276608e-14,1.5402359814723255e-15,3.1764077170762164e-14,6.224764261426917e-17,4.949438520120496e-07,1.1782921865290157e-17,8.662950806930132e-11,1.293319524285141e-10,3.701968752969942e-11,9.473348368072291e-16,7.156704494957268e-18,1.2936691137476603e-19,4.9048400433929825e-15,2.681747530105431e-15,5.4655902203589964e-14,1.136512849494366e-22,5.017031717279949e-23,1.9026852596871108e-15,1.8552175742635943e-20,1.0228642988341434e-17,8.708406863215705e-17
