Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582)
2.6226624947749593e-06,0.24741711870986352,3.76,0.0,0.029924013222261875,0.7929938537964839,0.19892288332386956,0.012189298093054178,0.0013568462846961769,0.04982339124781788,0.13977201986329965,5.461803879447707e-10,0.4045548408506737,4.271883413194638e-06,0.0002810012328674639,0.11061783808759983,0.00374484721520806,0.0004611303938482596,0.00022935658416864253,0.00415753832654658,0.3588529023311864,0.0002749297890315456,0.000166480528078061,0.007309731459727,0.020400726934437886,0.0007781077510555679,0.0005542036303060313,0.0043581178132017446,1.527151830745417e-07,0.0419975335914107,2.7545905893212208e-08,0.003941686777636578,0.0005161215324464936,0.0009546785837005968,1.9834478609365068e-05,4.900052610601277e-07,0.017071503571017378,0.01566272665076455,0.009136689152099904,0.011455450935340113,7.640162280570702e-08,1.153919506462372e-09,0.012775313230852918,0.002080409640465574,1.1695677351024352e-05,4.6322844684463e-06,5.4149912514777515e-06,0.003025179536404605,8.559460177555789e-06,2.349435149939548e-10,3.01210696011078e-08,0.009462366311922892,3.752765202743844e-05,5.765587715096833e-06,0.008853391275699023,7.989848552834649e-08,1.614881862518345e-11,2.3854141997142042e-06,3.626479938404165e-05,6.617108507283188e-06,0.0004101850519467456,3.5449573425196804e-07,2.516547895600945e-07,0.0008197101333770576,4.376697281285557e-06,0.001035551982505719,0.00033766297301925763,0.0029856947012394763,1.5472352744698692e-05,7.707009863316158e-11,3.050505497323396e-11,5.49354122954604e-07,7.61675613929841e-07,8.078325929260022e-05,4.568339181278424e-07,2.0046583580334436e-09,5.9752956385724725e-05,2.4259393581020555e-08,2.2726334061599192e-08,6.421271542102424e-06,2.009816892548457e-06,4.668405202182865e-05,1.5427136172943327e-09,3.6907964138129097e-07,3.2607122776123484e-06,0.00010110389174022578,3.081781127959907e-10,1.0582991665972168e-09,8.45174790462289e-08,4.78026661435341e-08,1.3457698289584566e-11,2.88937107239342e-06,1.819593182236349e-10,1.7339258319309441e-07,3.455709423477426e-05,1.1244690100044873e-09,4.560432879747442e-05,5.515239996397979e-08,1.255661434623672e-09,3.154872739644034e-08,4.958493336770252e-05
2.626012893310848e-06,0.24742624476242958,3.76,0.0,0.0298404917754397,0.7928082468783065,0.19905497036192066,0.012212724637030893,0.0013519647341740369,0.04981345330070054,0.13987190750406236,5.433842700354075e-10,0.40461224815431984,4.251720219480527e-06,0.000280202954203395,0.11081138397959012,0.0037411289939333963,0.0004605337690900387,0.00022833306922741587,0.004141322904976688,0.3587618553805896,0.0002737382951061622,0.000165873810635765,0.007315663365320721,0.020416379954070894,0.0007753024982881784,0.0005521533122523929,0.004339693806341947,1.5199171731623436e-07,0.04203957494344751,2.7421945307523472e-08,0.00393414235905691,0.0005141668527228198,0.000949915679937134,1.9800475888438533e-05,4.874255501349034e-07,0.017068434363812415,0.015681833001104182,0.009129642402369288,0.011476725143846846,7.643927512380766e-08,1.1498082519345317e-09,0.012798897387234848,0.0020850760685355947,1.1668179870308315e-05,4.624201432035257e-06,5.414262263994187e-06,0.003030361147050857,8.540215810401692e-06,2.3397039979349937e-10,3.000371861463738e-08,0.009475951179851021,3.744246112534778e-05,5.749656493761804e-06,0.00886100238502648,7.997062820492625e-08,1.6063843382954405e-11,2.3791384907106546e-06,3.615781528062995e-05,6.597933977753179e-06,0.0004096991205500434,3.541194576067462e-07,2.5091869174362165e-07,0.0008221377448918581,4.355832072195822e-06,0.0010356862791592242,0.00033731338556367956,0.0029881051366541064,1.5414650343733132e-05,7.675871524081618e-11,3.038273615293984e-11,5.471610834554668e-07,7.596185826137748e-07,8.112032795333999e-05,4.5376838090040854e-07,2.0075954018798177e-09,5.99809931970085e-05,2.4271599586566738e-08,2.2725877547491003e-08,6.413563671537486e-06,2.0077232426283897e-06,4.639712068324884e-05,1.5436279383497785e-09,3.6896922151969885e-07,3.27488576757459e-06,0.00010147788299533576,3.0931891342661055e-10,1.0556657986691866e-09,8.449593714317803e-08,4.780597873446133e-08,1.3479013189383987e-11,2.895157449353007e-06,1.8180629215199797e-10,1.7354017376226403e-07,3.458108638901818e-05,1.1253002003389123e-09,4.5763793116458206e-05,5.531836903228071e-08,1.259664986957712e-09,3.1571279848373276e-08,4.981489902567767e-05
2.6293632918467366e-06,0.24743533469881357,3.76,0.0,0.029757464507325228,0.7926232962384003,0.19918654856742363,0.012236104415702071,0.0013471299399338181,0.04980356649273956,0.139971525320877,5.406253053363235e-10,0.40466925149566474,4.23182928379295e-06,0.00027941166338663417,0.11100433115109043,0.0037374185452279034,0.0004599363049303371,0.00022731983182874314,0.004125266642632273,0.35867097796927155,0.00027255865428279705,0.00016527282299958826,0.007321555272986761,0.02043196541434377,0.0007725237567076297,0.0005501224288672859,0.0043214223791459274,1.5127562371796929e-07,0.04208135122763556,2.7299039378395804e-08,0.003926595457296739,0.0005122309395582452,0.0009451959488583949,1.9766400953839944e-05,4.848698186424761e-07,0.017065253925856873,0.01570085158753215,0.00912259194613486,0.011497880700106086,7.647680124482784e-08,1.145736324958466e-09,0.012822388411366547,0.0020897166605441477,1.1640897557372974e-05,4.616132593663468e-06,5.413584554059687e-06,0.003035539076253072,8.521179960497207e-06,2.3300658556435017e-10,2.9887474206958485e-08,0.009489484490253601,3.735817061450719e-05,5.733884917987471e-06,0.008868574765077184,8.004238843979508e-08,1.597965805197114e-11,2.372913647889723e-06,3.6051774620855236e-05,6.578954950167784e-06,0.00040921382225146994,3.5374341627286176e-07,2.5018880736689524e-07,0.0008245594338611216,4.335165220078166e-06,0.0010358191150740441,0.00033696316192405345,0.0029904935357980868,1.5357477456352492e-05,7.645023602833156e-11,3.0261556233946026e-11,5.44988427539467e-07,7.575775662892439e-07,8.145719219662278e-05,4.507413397352558e-07,2.010538335944226e-09,6.02087618139524e-05,2.428352340239305e-08,2.272537676686246e-08,6.405876810849621e-06,2.005631477048485e-06,4.611309694390253e-05,1.5445206448211948e-09,3.688563298040545e-07,3.2890442257715263e-06,0.00010185150236588054,3.104585792938486e-10,1.0530556394033632e-09,8.447443640086414e-08,4.780947221280922e-08,1.3500290636033616e-11,2.9009068525918354e-06,1.8165477382746002e-10,1.736869587299089e-07,3.460493171608285e-05,1.1261264772786636e-09,4.592280066954834e-05,5.548382679547282e-08,1.2636566714265962e-09,3.159357920599655e-08,5.004489012793845e-05
2.6327136903826252e-06,0.24744438886358663,3.76,0.0,0.029674926119349413,0.7924389957161072,0.19931762286908827,0.012259437669657305,0.0013423413484905933,0.04979373020166448,0.14007087571528448,5.379028511381942e-10,0.4047258553905135,4.212206202541352e-06,0.0002786272944077842,0.11119668482353207,0.0037337159214530717,0.0004593380331914496,0.00022631674396733696,0.004109367677079868,0.35858026919403313,0.0002713907217995052,0.00016467750123824179,0.0073274074764360245,0.020447483968678758,0.0007697712422520119,0.0005481107630139228,0.004303302442556267,1.5056680793045573e-07,0.04212286468742829,2.7177179850685198e-08,0.003919046382893463,0.0005103135814380927,0.0009405190259415341,1.973225635475849e-05,4.823378499468356e-07,0.017061963790879566,0.015719782951767992,0.009115538243861571,0.011518918495324222,7.651420137429631e-08,1.1417032475230909e-09,0.012845786968491653,0.0020943315347011623,1.1613829180417435e-05,4.608078235836339e-06,5.412957412085844e-06,0.003040713431864634,8.502350842000738e-06,2.320519738139134e-10,2.9772324210922e-08,0.009502966721688856,3.727477417214586e-05,5.718271675943496e-06,0.008876108805860334,8.011377015378165e-08,1.5896255486675947e-11,2.3667393232564364e-06,3.5946667873591464e-05,6.560169319124473e-06,0.0004087291973537181,3.533676263751397e-07,2.494650814859115e-07,0.0008269751991481039,4.314694611465436e-06,0.0010359505286053055,0.00033661234488006377,0.002992860108060728,1.5300828758585795e-05,7.614463048764465e-11,3.014150322923652e-11,5.428359463360558e-07,7.555524095336839e-07,8.179385044922436e-05,4.477522143056924e-07,2.013487156339829e-09,6.0436261866345816e-05,2.4295168116971707e-08,2.2724833328450055e-08,6.398211828040115e-06,2.003541676862495e-06,4.583195188916133e-05,1.545391964405452e-09,3.687410271789563e-07,3.3031875085748533e-06,0.00010222475106341303,3.115971140897951e-10,1.0504685036547635e-09,8.445297658689431e-08,4.7813148406780936e-08,1.3521530819713593e-11,2.9066194685126414e-06,1.8150473923052474e-10,1.7383295299408266e-07,3.4628633345939944e-05,1.1269479406201425e-09,4.608135172295866e-05,5.564877433070362e-08,1.2676365058343982e-09,3.1615628585326816e-08,5.0274905182732494e-05
2.636064088918514e-06,0.24745340759213613,3.76,0.0,0.029592871393588106,0.7922553392261434,0.19944819813160974,0.012282724637564474,0.00133759841367625,0.04978394381362315,0.14016996105889679,5.352163444642509e-10,0.4047820642886392,4.19284665531966e-06,0.00027784978170858853,0.11138845017173445,0.003730021173712528,0.00045873898529387745,0.00022532367945490058,0.004093624169629122,0.3584897281471901,0.0002702343548794611,0.0001640877821646231,0.007333220266377243,0.020462936262226412,0.0007670446737762144,0.0005461181000546218,0.004285332907282088,1.498651770157098e-07,0.04216411754291035,2.7056358486508804e-08,0.0039114954413871405,0.0005084145693097201,0.0009358845479275817,1.9698044601616386e-05,4.798294285332585e-07,0.017058565476554512,0.01573862762987339,0.00910848174718875,0.011539839415745847,7.655147614401625e-08,1.1377085477466696e-09,0.012869093718344776,0.0020989208091716153,1.1586973494575139e-05,4.600038633870154e-06,5.412380135004398e-06,0.0030458843196393016,8.48372667644988e-06,2.3110646561577792e-10,2.965825659078848e-08,0.009516398347416397,3.719226545084857e-05,5.702815458178701e-06,0.008883604892288585,8.018477721626462e-08,1.581362858740796e-11,2.360615167347982e-06,3.584248559954147e-05,6.5415749989029646e-06,0.00040824528512439155,3.529921036795646e-07,2.487474595862392e-07,0.0008293850399968035,4.294418153763389e-06,0.00103608055722101,0.0003362609764340281,0.0029952050607021706,1.5244698971864404e-05,7.584186840458889e-11,3.0022565264759005e-11,5.407034238310333e-07,7.535429586803911e-07,8.2130301173729e-05,4.448004345313686e-07,2.016441884850877e-09,6.066349301075096e-05,2.430653679099448e-08,2.2724248808533254e-08,6.390569566543255e-06,2.0014539213142287e-06,4.55536568027936e-05,1.5462421250164846e-09,3.686233736935752e-07,3.317315475669065e-06,0.00010259763030577499,3.1273452152599023e-10,1.0479042073210139e-09,8.443155746818688e-08,4.781700903657686e-08,1.3542733931640247e-11,2.912295483146582e-06,1.81356164796028e-10,1.7397817118270877e-07,3.465219434946778e-05,1.127764688235798e-09,4.6239446574287954e-05,5.581321273427638e-08,1.271604508769306e-09,3.163743106590177e-08,5.0504942724321895e-05
2.6394144874544025e-06,0.24746239121923747,3.76,0.0,0.029511295192773422,0.7920723207589424,0.19957827915547016,0.012305965556156715,0.0013329005966652208,0.049774206723211874,0.1402687836932716,5.325651598504547e-10,0.4048378825737024,4.173746404407397e-06,0.00027707906019675807,0.1115796323233387,0.0037263343518426596,0.0004581391922532475,0.000224340513907847,0.00407803430546141,0.35839935391693384,0.0002690894127227394,0.00016350360334210082,0.007338993930500345,0.02047832293183251,0.0007643437730900819,0.0005441442278735476,0.004267512684059541,1.4917063941694124e-07,0.042205111990618126,2.6936567070349255e-08,0.0039039429333030825,0.0005065336966025673,0.0009312921528977536,1.9663768165891615e-05,4.773443400582193e-07,0.017055060484342927,0.015757386152226365,0.009101422898922124,0.011560644342517036,7.65886257254307e-08,1.1337517607733106e-09,0.012892309315077231,0.002103484602061008,1.1560329243372552e-05,4.5920140559403956e-06,5.411852026692491e-06,0.0030510518432280897,8.465305693679369e-06,2.3016996452176653e-10,2.9545259442878446e-08,0.009529779835341035,3.7110638081081904e-05,5.687514958012145e-06,0.008891063404159946,8.025541344499777e-08,1.5731770285560055e-11,2.3545408296718583e-06,3.5739218453052615e-05,6.523169923906165e-06,0.00040776212379585756,3.526168635937078e-07,2.4803588741402446e-07,0.0008317889560315654,4.274333775420147e-06,0.0010362092375047613,0.0003359090978068402,0.002997528598834037,1.518908286426195e-05,7.554191986071466e-11,2.990473058583664e-11,5.385906551156985e-07,7.515490618133393e-07,8.246654286862571e-05,4.418854403455269e-07,2.019402512785213e-09,6.089045493041212e-05,2.43176324592539e-08,2.2723624750667883e-08,6.382950845222012e-06,1.9993682878383484e-06,4.527818317211838e-05,1.5470713506348732e-09,3.6850342849013354e-07,3.3314279900667226e-06,0.00010297014131672213,3.138708053322232e-10,1.0453625666648002e-09,8.441017881107358e-08,4.7821055730041064e-08,1.3563900163881254e-11,2.917935082144697e-06,1.8120902740798843e-10,1.741226276532893e-07,3.467561773829354e-05,1.12857681621052e-09,4.6397085552382944e-05,5.5977143121593943e-08,1.2755606991940797e-09,3.1658989690317776e-08,5.0735001313037035e-05
2.642764885990291e-06,0.2474713400764413,3.76,0.0,0.029430192453846166,0.791889934374997,0.1997078706818424,0.012329160660372322,0.0013282473654225287,0.04976451833283465,0.14036734593217134,5.299487731391154e-10,0.4048933145684482,4.154901287769075e-06,0.0002763150652238465,0.11177023636191495,0.003722655504502735,0.00045753868470909884,0.0002233671246169501,0.004062596291868761,0.35830914558804366,0.00026795575635947235,0.00016292490303140825,0.007344728753699342,0.020493644606664335,0.0007616682647641359,0.0005421889367002043,0.004249840683955094,1.4848310485613966e-07,0.04224585020521568,2.6817797407726926e-08,0.003896389154532847,0.0005046707590527502,0.0009267414802559107,1.962942948302579e-05,4.748823713108835e-07,0.017051450300605092,0.015776059043945783,0.009094362133728188,0.011581334151931966,7.662565081694928e-08,1.1298324275519198e-09,0.012915434407617095,0.0021080230314022893,1.1533895160649783e-05,4.584004763642392e-06,5.41137239751838e-06,0.0030562161043451385,8.447086131846517e-06,2.2924237317464212e-10,2.9433320987115387e-08,0.0095431116484156,3.7029885675862044e-05,5.672368871759838e-06,0.008898484716546442,8.03256826100321e-08,1.565067355894955e-11,2.3485159589890902e-06,3.563685717627023e-05,6.504952047501492e-06,0.00040727975064724117,3.522419211951682e-07,2.473303110426517e-07,0.0008341869472263107,4.25443942460833e-06,0.0010363366052300689,0.0003355567494956344,0.0029998309255686206,1.513397524772085e-05,7.524475521538464e-11,2.978798754737192e-11,5.364974268496518e-07,7.495705686371506e-07,8.280257406545085e-05,4.390066808453575e-07,2.02236906238123e-09,6.111714733303961e-05,2.4328458131053588e-08,2.272296266678651e-08,6.3753564603180406e-06,1.9972848522053356e-06,4.5005502677925205e-05,1.5478798662287695e-09,3.6838124987038427e-07,3.345524917861678e-06,0.00010334228532503076,3.1500596925380587e-10,1.0428433985671316e-09,8.438884038142573e-08,4.782529003215816e-08,1.3585029709178538e-11,2.923538450787161e-06,1.8106330437110865e-10,1.7426633651296456e-07,3.469890646933842e-05,1.129384418813311e-09,4.655426901467123e-05,5.614056662533832e-08,1.2795050968235732e-09,3.16803074668704e-08,5.096507953326387e-05
2.6461152845261798e-06,0.2474802544912101,3.76,0.0,0.02934955818411204,0.7917081742016046,0.19983697739544243,0.012352310183434384,0.0013236381943904048,0.04975487805233197,0.14046565006286982,5.273665716328948e-10,0.40494836453777683,4.136307215013354e-06,0.0002755577325737242,0.11196026732862699,0.0037189846792251946,0.0004569374929410441,0.00022240339047696918,0.004047308357208523,0.35821910224241554,0.00026683324857127355,0.00016235162016043142,0.007350425018201035,0.020508901908573567,0.0007590178760218869,0.0005402520190096021,0.004232315818626476,1.4780248428364836e-07,0.04228633434044437,2.6700041327559844e-08,0.0038888343965556493,0.0005028255546044022,0.0009222321707421966,1.959503095409809e-05,4.72443310207815e-07,0.017047736397212902,0.015794646825135372,0.009087299878539937,0.011601909715535519,7.666255154872025e-08,1.125950095222363e-09,0.012938469639861139,0.002112536215142222,1.150766997137619e-05,4.576011012297935e-06,5.410940563996101e-06,0.0030613772028668623,8.429066237296942e-06,2.2832359708041128e-10,2.9322429562604436e-08,0.009556394244836165,3.695000183421571e-05,5.657375898974225e-06,0.008905869200020278,8.039558843598987e-08,1.5570331414271387e-11,2.3425402033619586e-06,3.553539259558974e-05,6.486919341359506e-06,0.0004067982020520423,3.5186729124847696e-07,2.4663067678786954e-07,0.0008365790138863251,4.234733068589608e-06,0.001036462695405962,0.00033520397130670137,0.003002112242101469,1.5079370976460135e-05,7.495034509620861e-11,2.9672324611704965e-11,5.344235380247839e-07,7.476073304024075e-07,8.313839332723848e-05,4.3616361390257537e-07,2.025341519386324e-09,6.134356994949834e-05,2.4339016792272137e-08,2.2722264037665737e-08,6.367787186592612e-06,1.9952036886070382e-06,4.47355871903515e-05,1.5486678922585605e-09,3.682568953337175e-07,3.359606128089702e-06,0.00010371406356387025,3.161400170496232e-10,1.0403465202465578e-09,8.436754194477002e-08,4.782971340367419e-08,1.3606122760920548e-11,2.9291057739737615e-06,1.809189733947825e-10,1.7440931163002393e-07,3.472206344745166e-05,1.1301875887763863e-09,4.671099734552424e-05,5.630348439429147e-08,1.2834377216275767e-09,3.170138737109084e-08,5.1195175992277447e-05
2.6494656830620684e-06,0.24748913478687273,3.76,0.0,0.0292693874603952,0.7915270344323764,0.1999656039250222,0.012375414356860355,0.0013190725644441608,0.04974528529891906,0.14056369834635987,5.248180617575094e-10,0.40500303668936677,4.117960166520363e-06,0.0002748069984659848,0.11214973022222469,0.0037153219224202562,0.00045633564687032563,0.00022144919197376455,0.004032168750786057,0.35812922295940414,0.00026572175387954875,0.00016178369432089094,0.007356083003584178,0.020524095452155205,0.0007563923367356855,0.0005383332695126083,0.004214937000545964,1.47128689869638e-07,0.04232656652922256,2.658329068253594e-08,0.0038812789464759277,0.0005009978834001417,0.0009177638664852069,1.956057494607763e-05,4.7002694581489664e-07,0.017043920231583017,0.01581315001091987,0.009080236552634381,0.011622371900056282,7.669932863859536e-08,1.1221043164962688e-09,0.012961415650670449,0.0021170242711274255,1.1481652391886602e-05,4.5680330510126994e-06,5.410555848777157e-06,0.0030665352368533863,8.411244264629458e-06,2.2741354045833643e-10,2.921257362742316e-08,0.009569628078085896,3.6870980143423154e-05,5.642534742724904e-06,0.008913217220692524,8.046513460244515e-08,1.5490736904161237e-11,2.336613210177613e-06,3.543481562129219e-05,6.469069795462311e-06,0.00040631751348716686,3.514929882089566e-07,2.4593693125767497e-07,0.0008389651566442656,4.215212693772164e-06,0.0010365875422894103,0.0003348508023599778,0.0030043727477169504,1.5025264947095097e-05,7.465866040004538e-11,2.9557730347250745e-11,5.323687789196278e-07,7.456591998980154e-07,8.347399924816068e-05,4.3335570612626535e-07,2.0283199037263244e-09,6.156972253350212e-05,2.4349311404545392e-08,2.272153031342465e-08,6.360243777554322e-06,1.9931248696748226e-06,4.4468408771587504e-05,1.5494356507876693e-09,3.681304215801266e-07,3.373671492710823e-06,0.00010408547727044817,3.17272952491063e-10,1.0378717494402907e-09,8.434628326635553e-08,4.783432721878809e-08,1.3627179513138101e-11,2.9346372362023483e-06,1.8077601258697594e-10,1.745515666359498e-07,3.474509152586471e-05,1.1309864170936951e-09,4.6867270955797855e-05,5.646589759294613e-08,1.2873585942977773e-09,3.1722232345891885e-08,5.142528932003679e-05
2.652816081597957e-06,0.24749798128293873,3.76,0.0,0.029189675428900407,0.7913465093273923,0.20009375484331215,0.012398473410455173,0.001314549962908674,0.04973573949719665,0.1406614930173046,5.223026367919973e-10,0.4050573351737226,4.09985619322917e-06,0.00027406279956362445,0.11233862999865205,0.0037116672793700714,0.00045573317605796996,0.00022050441118247183,0.004017175742902522,0.35803950681611624,0.0002646211385464727,0.00016122106577146173,0.0073617029867726535,0.02053922584473524,0.000753791379447576,0.0005364324851677513,0.004197703143212871,1.4646163500082224e-07,0.04236654888354836,2.646753735088387e-08,0.0038737230870179275,0.0004991875477923288,0.0009133362110623484,1.9526063791745207e-05,4.6763306837505954e-07,0.017040003246575296,0.015831569111432874,0.009073172567634914,0.011642721567301378,7.673598215019273e-08,1.1182946501438414e-09,0.012984273073820551,0.0021214873170908337,1.1455841130234934e-05,4.560071122688396e-06,5.410217580778686e-06,0.0030716903025514034,8.393618476947117e-06,2.265121108597011e-10,2.910374175928443e-08,0.00958281359689132,3.679281418097117e-05,5.6278441098887954e-06,0.008920529140207675,8.053432474386331e-08,1.541188311213001e-11,2.3307346262511275e-06,3.533511724812128e-05,6.451401418303156e-06,0.0004058377195333439,3.511190262235326e-07,2.4524902134450614e-07,0.0008413453764594102,4.195876305895396e-06,0.0010367111793897637,0.0003344972810869917,0.003006612639776042,1.4971652099251145e-05,7.436967229545184e-11,2.944419343038416e-11,5.303329528349371e-07,7.437260314576335e-07,8.380939045361209e-05,4.3058243284404664e-07,2.031304194478415e-09,6.179560486153179e-05,2.435934490541851e-08,2.272076291410464e-08,6.352726965481221e-06,1.9910484664822107e-06,4.420393968002275e-05,1.5501833585845866e-09,3.680018845046942e-07,3.3877208866190053e-06,0.00010445652768571867,3.18404779361116e-10,1.035418904404181e-09,8.432506411122632e-08,4.7839132766645436e-08,1.3648200160470658e-11,2.9401330215486582e-06,1.8063440044969783e-10,1.746931149253435e-07,3.476799350614691e-05,1.1317809932628649e-09,4.702309028265086e-05,5.662780740133433e-08,1.291267735747728e-09,3.1742845301361526e-08,5.165541816919872e-05
2.6561664801338456e-06,0.24750679429529804,3.76,0.0,0.02911041730453497,0.7911665932128445,0.20022143466739786,0.012421487572317244,0.001310069883523486,0.04972624007910413,0.14075903628419137,5.198198367428641e-10,0.40511126408466724,4.081991415798515e-06,0.00027332507297823385,0.11252697157097485,0.0037080207942316334,0.0004551301097056693,0.00021956893175424284,0.004002327624782017,0.35794995288772624,0.00026353127056235866,0.0001606636754359352,0.007367285242048713,0.02055429368641437,0.0007512147393710457,0.0005345494651763585,0.004180613161367148,1.4580123426820377e-07,0.04240628349455671,2.6352773237204372e-08,0.0038661670965541204,0.0004973943523376199,0.0009089488495511985,1.9491499789878998e-05,4.6526146932953113e-07,0.017035986870500106,0.015849904631843204,0.009066108327574766,0.011662959574085729,7.677251283295535e-08,1.1145206605302224e-09,0.01300704253798911,0.002125925470638799,1.143023488679202e-05,4.552125464085214e-06,5.4099250952588945e-06,0.0030768424944110136,8.37618714613905e-06,2.2561921403773775e-10,2.899592265538615e-08,0.00959595124525912,3.671549751667298e-05,5.6133027114242215e-06,0.008927805315772764,8.060316244989086e-08,1.5333763169055255e-11,2.3249040979707606e-06,3.523628855537765e-05,6.433912236975766e-06,0.0004053588538829379,3.5074541913391336e-07,2.4456689424920396e-07,0.0008437196746142431,4.176721930063345e-06,0.001036833639479039,0.0003341434452341686,0.003008832113718698,1.4918527415879684e-05,7.408335222344626e-11,2.9331702645152136e-11,5.283158535729881e-07,7.418076809531997e-07,8.414456559989068e-05,4.278432779869083e-07,2.0342944101743895e-09,6.202121673256169e-05,2.436912020784712e-08,2.271996323017599e-08,6.345237461616803e-06,1.988974548559931e-06,4.3942152372924425e-05,1.5509112348385455e-09,3.678713391987703e-07,3.401754187628434e-06,0.00010482721605404655,3.195355014533541e-10,1.0329878040103802e-09,8.430388424428663e-08,4.784413125461507e-08,1.3669184898100201e-11,2.9455933136512176e-06,1.8049411587273484e-10,1.7483396965763162e-07,3.479077213857288e-05,1.1325714050232315e-09,4.7178455789148965e-05,5.678921501470516e-08,1.2951651676240467e-09,3.176322911480686e-08,5.188556121495136e-05
2.6595168786697343e-06,0.247515574136295,3.76,0.0,0.029031608369737796,0.7909872804802105,0.20034864785949197,0.012444457068856359,0.00130563182636223,0.04971678648382114,0.14085633032967115,5.173690583487223e-10,0.4051648274602404,4.064362023248051e-06,0.0002725937562723632,0.11271475980960294,0.0037043825100476204,0.00045452647665916404,0.0002186426388940966,0.00398762270830064,0.3578605602478079,0.0002624520196225522,0.00016011146489677104,0.007372830041084767,0.02056929957016289,0.0007486621543745437,0.0005326840109620886,0.004163665971201708,1.451474034487512e-07,0.042445772432724196,2.623899027378178e-08,0.0038586112491645324,0.0004956181037761307,0.0009046014285721202,1.9456885205681188e-05,4.629119413335334e-07,0.017031872517225904,0.01586815707241648,0.009059044229015333,0.01168308677219352,7.680892068580597e-08,1.1107819179006e-09,0.013029724666778361,0.002130338849238717,1.1404832354910175e-05,4.544196305923236e-06,5.409677733820958e-06,0.0030819919051155273,8.358948553109479e-06,2.2473475963041525e-10,2.8889105131552656e-08,0.00960904146250039,3.663902371490443e-05,5.598909262624777e-06,0.008935046100217892,8.067165126596348e-08,1.5256370238327465e-11,2.319121271430885e-06,3.513832070645815e-05,6.416600297140324e-06,0.000404880949354296,3.503721804819193e-07,2.4389049747616603e-07,0.0008460880527086666,4.15774761065956e-06,0.0010369549546075788,0.0003337893318710141,0.0030110313630795885,1.486588592323879e-05,7.37996718963592e-11,2.9220246883300846e-11,5.263172886185863e-07,7.399040057776129e-07,8.447952337382048e-05,4.2513773392381467e-07,2.037290523612922e-09,6.224655796761866e-05,2.4378640200538766e-08,2.2719132623032608e-08,6.3377759565207475e-06,1.9869031839221197e-06,4.36830195077858e-05,1.5516194925061011e-09,3.6773883995738504e-07,3.4157712764388723e-06,0.00010519754362284051,3.2066512257079966e-10,1.0305782677384426e-09,8.428274343037677e-08,4.7849323811058076e-08,1.369013392168737e-11,2.951018295698729e-06,1.8035513812609638e-10,1.7497414376036687e-07,3.4813430122860445e-05,1.133357738685131e-09,4.733336796367654e-05,5.6950121643080906e-08,1.2990509117535765e-09,3.178338663104549e-08,5.211571715468548e-05
