Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865)
0.0019331322990806474,0.400396804032333,3.76,0.0,0.37264146558849426,0.9432384397988619,0.06260318205068537,0.00109634151108267,1.701555007769811e-05,0.23098328529409257,0.24568803144470944,2.172822509882054e-13,0.04030688150477229,2.3425109728883493e-09,4.876678071762871e-06,0.01734871189507274,0.004148396240663285,0.0069636780717915745,2.7091635711196963e-05,2.0248929633819587e-05,0.09268799352619783,1.2452299463423172e-05,4.143378455965661e-06,0.008599325498710123,0.0009253381106341551,6.321220092303311e-07,2.243488776042626e-07,1.8606052518226284e-05,6.844294095837097e-07,0.0003327515386541816,8.116144975022869e-10,0.000716212891764415,1.6411000755465084e-07,1.9269121158676893e-05,2.7200531753245456e-07,1.5327690376140225e-07,1.7494409165070022e-05,0.0012036287509394543,3.2078250410854236e-05,4.996338766407459e-05,1.4969180514552917e-12,5.328496272956495e-10,7.640157970746319e-05,5.448485766495253e-07,4.3841224612272326e-11,1.47125384115627e-07,3.5159497945759935e-10,7.182751030025514e-07,1.9418600117599533e-10,3.314740492048996e-15,1.3081045948361488e-12,0.00021493626931584834,2.212140043033053e-10,1.4429606151030959e-11,1.6693419721697097e-06,7.533084745916511e-14,4.2039509263793276e-13,2.4561224268182517e-13,1.866098895127298e-05,1.5145543782644616e-10,1.3228278674285253e-08,2.1396260828727973e-09,2.662866428890232e-11,0.0005042410143460095,1.17480081412014e-10,8.102391683263675e-08,3.1140315546713105e-06,4.868322549916721e-06,3.96813606752965e-09,5.47498821810104e-13,3.420919612143496e-14,2.452151324797495e-10,5.741783290229142e-10,2.178194413001672e-07,1.2486037792989002e-12,1.1973696362657438e-14,5.425198560133087e-08,1.122702427153716e-13,3.961734838859836e-11,3.036172092668674e-08,1.4658037429060188e-07,2.2627863581401543e-06,4.053252907781507e-15,5.590388844293895e-10,3.87977340962501e-07,1.895542113890093e-08,6.599134690163954e-16,7.354715139468323e-14,3.397157496340195e-11,1.7453580813363226e-11,7.612607592097045e-14,3.330158464874817e-08,6.288789869390191e-15,5.323489043146246e-11
0.001934901048440036,0.4004298394408191,3.76,0.0,0.3720749312993672,0.9429486260008718,0.06293649639105992,0.0011046692084509854,1.7100077000329363e-05,0.2310607971606791,0.24584864301012527,2.1780515643374263e-13,0.040458190096164234,2.3468113808141765e-09,4.903771705663184e-06,0.017460964149192727,0.0041564850106458025,0.006991959733149316,2.7201050083429668e-05,2.0311576813819645e-05,0.09307359398298345,1.2514475357007172e-05,4.162645587792163e-06,0.008635400245068061,0.0009306283969189011,6.360969525420453e-07,2.2641332437859428e-07,1.8775450813973804e-05,6.869266609598492e-07,0.00033608751151337,8.186846590692252e-10,0.0007226018958670248,1.655597331036877e-07,1.943413063507751e-05,2.749281368694373e-07,1.5452925439194667e-07,1.764967856207328e-05,0.0012152627528057066,3.232228717494733e-05,5.030849617348668e-05,1.511947261874872e-12,5.356132475680668e-10,7.721247055484526e-05,5.498818530176821e-07,4.4341820971579467e-11,1.4851582245639143e-07,3.543034549656592e-10,7.23531325700085e-07,1.9613574677503026e-10,3.3494931971129534e-15,1.3217003019622918e-12,0.00021663679043973732,2.2420357100031858e-10,1.4648544766050384e-11,1.6866595296548775e-06,7.611258605284638e-14,4.2382990287408e-13,2.487872759878877e-13,1.8717780148065673e-05,1.527046910629935e-10,1.3412535821855607e-08,2.164694202321927e-09,2.6964168174227978e-11,0.0005061774689579495,1.187180541505301e-10,8.223258776789423e-08,3.1337895431281127e-06,4.910019912613416e-06,3.9980092398000715e-09,5.51406729304714e-13,3.4453372311343564e-14,2.469443621045569e-10,5.772087647751669e-10,2.2079144162218092e-07,1.2612447475739307e-12,1.2144856024037943e-14,5.506506604597193e-08,1.1421966296019315e-13,4.014573099248119e-11,3.081643006038126e-08,1.4763800231791595e-07,2.282173311984392e-06,4.123675740001519e-15,5.657559359526976e-10,3.928701517313685e-07,1.924610973890761e-08,6.700334964141818e-16,7.435331764007804e-14,3.4112908960650797e-11,1.7746410709169775e-11,7.688127513026946e-14,3.359608547542407e-08,6.33793692955212e-15,5.39971330705355e-11
0.0019366697977994246,0.4004629348757068,3.76,0.0,0.371507425623199,0.9426575497475836,0.06327121352142287,0.0011130548268928656,1.718495058977176e-05,0.2311377754687625,0.24600914545921906,2.1833077772166318e-13,0.04060978766413156,2.351130615847432e-09,4.930999508390304e-06,0.01757389656919161,0.004164574922047675,0.007020309391762402,2.7310762062636415e-05,2.037432262723594e-05,0.09346010516795285,1.2576901427200939e-05,4.1819871508553425e-06,0.008671566642893511,0.0009359449708103118,6.400982155336474e-07,2.284945308875856e-07,1.8946185029540207e-05,6.894282950451124e-07,0.0003394553136765208,8.25806112262396e-10,0.0007290421049905926,1.6702071709830305e-07,1.9600345308099486e-05,2.7788073458222494e-07,1.5578993962557537e-07,1.780613220850792e-05,0.0012269954900787092,3.2567978661618374e-05,5.0656762933959157e-05,1.5271200716575814e-12,5.383875755179964e-10,7.803151263985469e-05,5.549685574680389e-07,4.4848013779003884e-11,1.499179259707214e-07,3.570472095829135e-10,7.288426229492367e-07,1.9810917516909443e-10,3.3845917621544905e-15,1.3354296303829165e-12,0.00021835079644653342,2.2723560564567234e-10,1.4870962627650272e-11,1.7041432524368296e-06,7.690182791131427e-14,4.27287571601631e-13,2.5200185790719976e-13,1.877461367016519e-05,1.539708301158597e-10,1.3599308383163887e-08,2.1900258934224323e-09,2.7303685491523703e-11,0.0005081166229721569,1.1996896758101174e-10,8.346003501018502e-08,3.153648465477156e-06,4.952012375906938e-06,4.028117230167127e-09,5.553430197496017e-13,3.4699322265013014e-14,2.4868566687469724e-10,5.802525416447482e-10,2.238016228689544e-07,1.2740117104306358e-12,1.2318354996709752e-14,5.588993446616351e-08,1.162002804427185e-13,4.068073666466289e-11,3.12777066331857e-08,1.4870210572226122e-07,2.3017015870339904e-06,4.1952251922731116e-15,5.725467601889611e-10,3.9782162703595504e-07,1.954104017814049e-08,6.803011992094597e-16,7.516798605391217e-14,3.425457687844771e-11,1.804390494325139e-11,7.76435679430282e-14,3.389356075979003e-08,6.387562136555941e-15,5.476936043573471e-11
0.0019384385471588133,0.4004960904470738,3.76,0.0,0.37093894890827495,0.9423652066970024,0.06360733725854581,0.0011214986986197392,1.7270171928941494e-05,0.23121421880055235,0.24616953937350428,2.1885915244998344e-13,0.04076167345787676,2.3554687953762845e-09,4.958362037849393e-06,0.017687512914988643,0.004172665907663152,0.007048726930973048,2.7420771590121096e-05,2.0437167178134957e-05,0.09384752494979552,1.2639578207440949e-05,4.201403363468305e-06,0.008707824613116465,0.0009412879390585091,6.441259770108436e-07,2.3059261228390228e-07,1.91182636248708e-05,6.919342870348993e-07,0.00034285522762575243,8.329791247222419e-10,0.0007355338601729437,1.684930332221525e-07,1.976777205271298e-05,2.808633979201616e-07,1.5705899660809632e-07,1.7963777243233506e-05,0.0012388276574673831,3.28153342768331e-05,5.100821781479959e-05,1.542437761208843e-12,5.411726416909972e-10,7.885878071902271e-05,5.60109283535861e-07,4.535986443723e-11,1.5133177598494982e-07,3.5982689141887116e-10,7.342098046391816e-07,2.0010665310956394e-10,3.4200418185765422e-15,1.3492945527344018e-12,0.0002200783960009737,2.3031073428956603e-10,1.5096915924715525e-11,1.7217946168950592e-06,7.769863971846405e-14,4.307682016191764e-13,2.5525761273326927e-13,1.883148916107833e-05,1.5525414834996905e-10,1.3788629835837332e-08,2.215623520919796e-09,2.7647261307690484e-11,0.0005100584550611571,1.2123295346835692e-10,8.470653801295752e-08,3.1736086104967426e-06,4.994301130340846e-06,4.058461896570215e-09,5.593079018979361e-13,3.4947058328245254e-14,2.5043910638662246e-10,5.833097231767051e-10,2.2685044124532267e-07,1.2869043434619222e-12,1.2494223335098721e-14,5.67267546018138e-08,1.1821252134921282e-13,4.1222442302932444e-11,3.1745641523479934e-08,1.4977271312373073e-07,2.3213719833621117e-06,4.2679164593335135e-15,5.794120688618745e-10,4.028324090988328e-07,1.9840270812368433e-08,6.907186090028377e-16,7.599124134298903e-14,3.4396577937600946e-11,1.8346133576515144e-11,7.841301485876454e-14,3.419404142392693e-08,6.4376709812829665e-15,5.5551688787590285e-11
0.001940207296518202,0.4005293062650159,3.76,0.0,0.3703695015254255,0.9420715924993383,0.06394487141769803,0.00113000115706253,1.7355742103774223e-05,0.2312901257367397,0.24632982534170542,2.1939027188146378e-13,0.040913846720495355,2.3598260398694567e-09,4.985859853491297e-06,0.017801816963929,0.004180757899609884,0.007077212231131159,2.7531078611955986e-05,2.050011052035046e-05,0.0942358511611309,1.2702506248448442e-05,4.220894443916324e-06,0.008744174074659865,0.0009466574086857664,6.481804170761201e-07,2.327076845861007e-07,1.9291695089185004e-05,6.944446114550864e-07,0.0003462875380979206,8.402039580555897e-10,0.0007420775039647416,1.699767556863593e-07,1.9936417763133403e-05,2.838764166842462e-07,1.583364622407685e-07,1.8122620828250943e-05,0.0012507599531242353,3.306436346067507e-05,5.1362890980800824e-05,1.5579016135594735e-12,5.439684512457428e-10,7.96943501552319e-05,5.653046313531779e-07,4.5877435692268715e-11,1.5275745434474662e-07,3.6264316169701584e-10,7.396336938359404e-07,2.0212855427795963e-10,3.4558439131661337e-15,1.3632954580337458e-12,0.00022181969863789593,2.3342959228970017e-10,1.5326461738334267e-11,1.7396151116567732e-06,7.850308871150216e-14,4.3427189306006095e-13,2.5855338727380077e-13,1.8888406261967687e-05,1.5655494454743266e-10,1.3980534078646602e-08,2.2414894782723473e-09,2.7994941177787562e-11,0.0005120029438176773,1.2251013676121955e-10,8.597237999671763e-08,3.193670265753186e-06,5.0368873623494355e-06,4.089045193734496e-09,5.633015762376207e-13,3.5196593813093386e-14,2.522047855770824e-10,5.86380348208727e-10,2.2993835793216736e-07,1.2999257871621049e-12,1.2672492178354045e-14,5.757569234582278e-08,1.2025685190345862e-13,4.177092575247644e-11,3.222032680296119e-08,1.508498531502744e-07,2.3411853031761035e-06,4.341766571764213e-15,5.863525822144248e-10,4.07903146319019e-07,2.0143860745153188e-08,7.012877834265793e-16,7.682317553851526e-14,3.453891134505161e-11,1.8653167837153077e-11,7.918967680408757e-14,3.449755870162674e-08,6.4882686272036445e-15,5.634423551404292e-11
0.0019419760458775906,0.4005625824394624,3.76,0.0,0.36979908386814686,0.9417767027971039,0.0642838198125032,0.0011385625368682559,1.7441662195210058e-05,0.23136549485652183,0.24649000395980789,2.1992418050604336e-13,0.041066306689016806,2.3642024670943277e-09,5.013493514149491e-06,0.01791681251080982,0.0041888508293119586,0.00710576516956456,2.7641683043991253e-05,2.0563152771452508e-05,0.0946250815984151,1.2765686068962631e-05,4.240460610225857e-06,0.008780614944438816,0.0009520534869853394,6.522617167978974e-07,2.3483986411556514e-07,1.9466487941482154e-05,6.969592426683755e-07,0.00034975253210033135,8.474808808598061e-10,0.0007486733804272463,1.7147195882645219e-07,2.0106289351891226e-05,2.8692008324454494e-07,1.596223735984729e-07,1.8282670148319784e-05,0.001262793078645574,3.331507568689891e-05,5.172081289523148e-05,1.5735129307678847e-12,5.467750379180371e-10,8.053829692177545e-05,5.705552077152315e-07,4.640079027431305e-11,1.5419504307963487e-07,3.654966940181727e-10,7.451151269952903e-07,2.0417525848126963e-10,3.492004500005558e-15,1.3774345732129513e-12,0.00022357481476911138,2.365928244505676e-10,1.5559658048454856e-11,1.7576062376845104e-06,7.931524268508396e-14,4.377987488431946e-13,2.6189219663931523e-13,1.8945364614496072e-05,1.5787352235952808e-10,1.417505544807541e-08,2.267626161095685e-09,2.834677100454664e-11,0.0005139500677559252,1.2380065305728604e-10,8.725784799368012e-08,3.2138337176800957e-06,5.079772254048234e-06,4.119869010323848e-09,5.673242532974561e-13,3.5447940986168745e-14,2.5398275839909747e-10,5.894644856820984e-10,2.330658391359979e-07,1.313075022154477e-12,1.2853192208051065e-14,5.843691576999081e-08,1.2233370382351686e-13,4.2326265522629074e-11,3.270185575087961e-08,1.5193355442548954e-07,2.361142350785044e-06,4.416790853872699e-15,5.933690230112714e-10,4.130344933205833e-07,2.0451869836909204e-08,7.120108064643773e-16,7.766387395800479e-14,3.4681576295261075e-11,1.896507971856458e-11,7.997361513465896e-14,3.48041441411719e-08,6.5393607151690905e-15,5.714711913787992e-11
0.0019437447952369792,0.4005959190804074,3.76,0.0,0.36922769635287844,0.9414805332251814,0.06462418625481645,0.001147183173896571,1.752793328861698e-05,0.2314403247376353,0.24665007583110626,2.2046086199569593e-13,0.0412190525943142,2.3685981998767473e-09,5.041263583034471e-06,0.018032503367926354,0.004196944627508056,0.00713438562054129,2.7752584814219794e-05,2.0626293966932247e-05,0.09501521402150476,1.2829118218741976e-05,4.260102080216465e-06,0.008817147137329465,0.0009574762815197984,6.563700580262156e-07,2.3698926803468028e-07,1.9642650729745915e-05,6.99478154480717e-07,0.0003532504989243209,8.548101539030055e-10,0.0007553218351287539,1.7297871759689415e-07,2.0277393750381193e-05,2.899946925609e-07,1.6091676747099676e-07,1.8443932410937708e-05,0.0012749277390691636,3.356748046356562e-05,5.208201432270234e-05,1.5892730152193612e-12,5.495924023136363e-10,8.139069760610142e-05,5.758616261603472e-07,4.692999231562719e-11,1.5564462475533088e-07,3.6838817588437337e-10,7.506549541702651e-07,2.062471529794952e-10,3.52852329763931e-15,1.3917120384189232e-12,0.00022534385568919935,2.398010851591591e-10,1.5796563756449416e-11,1.7757695083795253e-06,8.013516999564059e-14,4.413488684329026e-13,2.6527076024298264e-13,1.90023638566019e-05,1.5921019121736823e-10,1.437222872162559e-08,2.2940359956931233e-09,2.8702797423177802e-11,0.0005158998053126177,1.2510462765992749e-10,8.856323288877345e-08,3.2340992513932346e-06,5.122956983268322e-06,4.150935327289105e-09,5.713761364526917e-13,3.5701113560549435e-14,2.5577313807069414e-10,5.925621685807845e-10,2.3623335613437544e-07,1.326356108388572e-12,1.3036355464456012e-14,5.9310595151904123e-08,1.2444355946650343e-13,4.288854109929961e-11,3.319032286918575e-08,1.5302384557714914e-07,2.38124393256828e-06,4.493006998692082e-15,6.00462122963499e-10,4.182271110002235e-07,2.0764358713341146e-08,7.228897887402445e-16,7.851343185681209e-14,3.4824571968430896e-11,1.9281942536382696e-11,8.07648916363963e-14,3.5113829608452725e-08,6.590952476920608e-15,5.796045932359727e-11
0.0019455135445963678,0.4006293162976037,3.76,0.0,0.3686553394190731,0.9411830794109353,0.06496597455457039,0.0011558634052160723,1.7614556462095513e-05,0.2315146139563793,0.24681004156625327,2.2100036976416249e-13,0.041372083661189,2.3730133557385577e-09,5.069170619094193e-06,0.018148893365092872,0.004205039224226007,0.007163073455242466,2.7863783810008835e-05,2.0689534247848927e-05,0.09540624615366679,1.2892803196988965e-05,4.279819071533868e-06,0.00885377056617707,0.0009629259001198769,6.605056240852272e-07,2.391560138127063e-07,1.982019203085351e-05,7.020013203427819e-07,0.00035678173016062074,8.621920468830252e-10,0.0007620232151422509,1.7449710694426112e-07,2.044973790755705e-05,2.9310054219724973e-07,1.6221968084991533e-07,1.8606414845837045e-05,0.00128716464287416,3.382158733137288e-05,5.2446526332253225e-05,1.6051831912344978e-12,5.524205824458053e-10,8.225162941400179e-05,5.812245070323608e-07,4.746510583575232e-11,1.5710628209525094e-07,3.713183072855377e-10,7.562540392321949e-07,2.0834463102350138e-10,3.565407826236583e-15,1.4061304070472565e-12,0.00022712693358238487,2.430550385268994e-10,1.6037238686469228e-11,1.7941064496595317e-06,8.096293956549912e-14,4.4492235493811723e-13,2.6869546877168937e-13,1.905940362854565e-05,1.6056526534012286e-10,1.457208911479587e-08,2.320721408536413e-09,2.9063067084916866e-11,0.0005178521348484005,1.2642220070672499e-10,8.988882946615276e-08,3.2544671508495702e-06,5.166442723267442e-06,4.182246064123081e-09,5.754574381668244e-13,3.5956123668280174e-14,2.575759707712387e-10,5.956734737063171e-10,2.3944138532771575e-07,1.3397669335307053e-12,1.322201322224584e-14,6.019690300116783e-08,1.2658685476724553e-13,4.345783262948918e-11,3.368582389673198e-08,1.5412075522362267e-07,2.4014908569396485e-06,4.570430386888279e-15,6.076326159400758e-10,4.234816665763519e-07,2.1081388774868023e-08,7.339268678519887e-16,7.937193461191038e-14,3.496789753235246e-11,1.9603830224188028e-11,8.156356852775124e-14,3.542664728964693e-08,6.643049710663209e-15,5.878437688493172e-11
0.0019472822939557565,0.4006627742009551,3.76,0.0,0.3680820135295512,0.9408843369742672,0.06530918851965747,0.001164603569100582,1.77015328007222e-05,0.23158836108765396,0.2469699017833098,2.2154267759884133e-13,0.04152539910821984,2.3774480606987206e-09,5.09721519018337e-06,0.018265986349692405,0.004213134548802711,0.007191828541719869,2.797527994379803e-05,2.0752873617342513e-05,0.0957981756809985,1.2956741558134652e-05,4.299611801462913e-06,0.008890485141752067,0.000968402450882564,6.646685985418043e-07,2.413402197780219e-07,1.9999120450396774e-05,7.045287134131251e-07,0.0003603465197132588,8.696268193680798e-10,0.00076877786904114,1.7602720261307033e-07,2.0623328790914703e-05,2.962379323456525e-07,1.6353115039597792e-07,1.8770124705098954e-05,0.0012995045019774723,3.407740586576144e-05,5.2814380300196194e-05,1.6212447804254906e-12,5.552595730883896e-10,8.312117017321296e-05,5.866444775691024e-07,4.8006196452059076e-11,1.585800983783298e-07,3.742878031483371e-10,7.619132600821649e-07,2.1046809407531495e-10,3.602656697347365e-15,1.4206894879676363e-12,0.00022892416152840405,2.463553585312518e-10,1.628174361615235e-11,1.8126186000795205e-06,8.179862088735611e-14,4.48519306986718e-13,2.721577137091553e-13,1.9116483564079073e-05,1.6193906524510122e-10,1.4774672306111834e-08,2.34768485894461e-09,2.94276278647722e-11,0.0005198070346487611,1.277534970583226e-10,9.123493644925213e-08,3.2749376985519922e-06,5.210230642868338e-06,4.2138032281400416e-09,5.795683645141503e-13,3.6212985486213526e-14,2.5939138042608463e-10,5.987984251363447e-10,2.426904082833715e-07,1.3533129826287036e-12,1.3410198502898883e-14,6.109601408718501e-08,1.287640900726121e-13,4.403422127078205e-11,3.418845582517293e-08,1.552243119844059e-07,2.4218839343162817e-06,4.649079470904827e-15,6.148812452514196e-10,4.287988336369626e-07,2.140302220497399e-08,7.451242086559985e-16,8.023948148642194e-14,3.5111552140092995e-11,1.993081829786616e-11,8.236970846038437e-14,3.5742629694554154e-08,6.695657712749364e-15,5.96189937914593e-11
0.0019490510433151451,0.4006962928999945,3.76,0.0,0.367507719170473,0.9405843015277541,0.06565383195575936,0.0011734040050251319,1.778886337846711e-05,0.23166156470497834,0.24712965710779275,2.2208785040889222e-13,0.04167899814793,2.3819024309146133e-09,5.125397853940037e-06,0.018383786186688553,0.004221230529842195,0.007220650744873909,2.8087073069493575e-05,2.0816312258628817e-05,0.09619100025262572,1.3020933773225659e-05,4.319480487193937e-06,0.008927290772774826,0.0009739060421700775,6.688591670543972e-07,2.435420045126038e-07,2.0179444621845256e-05,7.070603060929685e-07,0.00036394516381483595,8.771147423628786e-10,0.0007755861468969672,1.775690800934743e-07,2.0798173384600256e-05,2.9940716583714907e-07,1.6485121300472158e-07,1.8935069262433792e-05,0.0013119480317337498,3.433494567334761e-05,5.318560791334168e-05,1.6374591300893843e-12,5.581094179539808e-10,8.399939833783074e-05,5.921221719562389e-07,4.855332941545122e-11,1.6006615701108505e-07,3.772973907018669e-10,7.67633508882053e-07,2.126179491495786e-10,3.640278818660736e-15,1.4353922557862644e-12,0.0002307356535094646,2.497027291589481e-10,1.6530140267671527e-11,1.8313075108851552e-06,8.264228402828086e-14,4.5213982797988547e-13,2.756724780951073e-13,1.9173603303108196e-05,1.6333191595579938e-10,1.4980014409234463e-08,2.37492880422522e-09,2.979652698130251e-11,0.0005217644829256829,1.290986624184515e-10,9.26018565502339e-08,3.2955111758554876e-06,5.254321906025113e-06,4.24560877033501e-09,5.837091301045766e-13,3.647171094005456e-14,2.612194026594223e-10,6.019371112885197e-10,2.4598091179094164e-07,1.3669904077889762e-12,1.3600943113550967e-14,6.200810546550328e-08,1.3097570377358243e-13,4.461778883239363e-11,3.4698316912897844e-08,1.5633454446324167e-07,2.442423977078512e-06,4.728969589165055e-15,6.222087559187716e-10,4.34179292189207e-07,2.172932198018635e-08,7.56484003621135e-16,8.111615698057565e-14,3.525553493245915e-11,2.0262982600340933e-11,8.318337452208273e-14,3.6061809659064866e-08,6.7487824445021265e-15,6.046443317635484e-11
0.0019508197926745338,0.40072987250456404,3.76,0.0,0.36693245685183495,0.9402829686766783,0.06599990866624286,0.0011822650536620065,1.7876549280926535e-05,0.23173422338053903,0.2472893081727264,2.2263584922449006e-13,0.04183287998652081,2.386376597119813e-09,5.153719184600046e-06,0.018502296758684294,0.004229327095258598,0.007249539926403121,2.8199163089148027e-05,2.0879850116388073e-05,0.09658471747986132,1.3085380412232984e-05,4.339425345376157e-06,0.008964187365847993,0.0009794367826075642,6.73077514765147e-07,2.457614875504952e-07,2.0361173207226455e-05,7.095960710459212e-07,0.0003675779610404686,8.84656073796833e-10,0.0007824484002741545,1.791228160028422e-07,2.0974278691123275e-05,3.0260854816979464e-07,1.6617990518978223e-07,1.910125581356168e-05,0.00132449595092992,3.45942163964803e-05,5.3560241171758585e-05,1.6538275808228146e-12,5.609701043227201e-10,8.488639299163019e-05,5.976582314306982e-07,4.910657195931221e-11,1.6156454197922454e-07,3.803478136012804e-10,7.734156922677816e-07,2.1479461267193821e-10,3.6782713268296125e-15,1.4502380800133375e-12,0.00023256152441609928,2.530978445554734e-10,1.678249135354226e-11,1.8501747461744578e-06,8.34939996344983e-14,4.557840155017663e-13,2.7921723707728e-13,1.923076247334985e-05,1.647441496019687e-10,1.5188152028525193e-08,2.402455736851775e-09,3.0169813839862835e-11,0.0005237244578183101,1.3045782001969968e-10,9.39898965076062e-08,3.316187862468113e-06,5.298717672156372e-06,4.277664723958371e-09,5.878799434746213e-13,3.673231475260853e-14,2.630601752794395e-10,6.050895426697406e-10,2.4931338790322385e-07,1.3808069408912748e-12,1.3794281172234145e-14,6.293335650680264e-08,1.332222165696733e-13,4.520861817732305e-11,3.5215506702032187e-08,1.574514812635142e-07,2.46311179954035e-06,4.8101200795934125e-15,6.296159029977827e-10,4.396237287075126e-07,2.2060351878079798e-08,7.680084731003085e-16,8.200206566874676e-14,3.5399845034971144e-11,2.0600401017689135e-11,8.400463023645022e-14,3.638422034887114e-08,6.8024292661360075e-15,6.132081934252054e-11
0.0019525885420339224,0.4007635131239079,3.76,0.0,0.36635622710725285,0.9399803340192098,0.06634742245196146,0.0011911870568763593,1.7964591575895515e-05,0.23180633568519599,0.24744885561868923,2.2318675362762837e-13,0.041987043824198586,2.3908706720290425e-09,5.182179735851271e-06,0.018621521965916776,0.0042374241722017425,0.007278495944791925,2.831154981455875e-05,2.0943487451591077e-05,0.09697932493675537,1.315008190208885e-05,4.359446592706279e-06,0.009001174825513183,0.0009849947810824042,6.773238298872706e-07,2.479987885253996e-07,2.0544314895156627e-05,7.121359793749262e-07,0.0003712452123232585,8.922510862676476e-10,0.000789364982228154,1.8068848625571782e-07,2.115165172845946e-05,3.0584238751487953e-07,1.675172637372923e-07,1.926869167509195e-05,0.0013371489817858844,3.485522770635564e-05,5.393831239222298e-05,1.6703515037421028e-12,5.638416834637223e-10,8.578223385289277e-05,6.032533043170873e-07,4.966599046045185e-11,1.6307533735949479e-07,3.834398270353706e-10,7.792607315938249e-07,2.1699850558805227e-10,3.7166449401696e-15,1.4652304803303285e-12,0.00023440189005429334,2.565414091671035e-10,1.703886054764184e-11,1.8692218828884012e-06,8.435383893500201e-14,4.594519733904365e-13,2.8282985191492e-13,1.928796071668595e-05,1.6617610214838108e-10,1.5399122192418017e-08,2.430268144965176e-09,3.0547535862808425e-11,0.0005256869373950244,1.3183112262882693e-10,9.539936714065788e-08,3.336968037035032e-06,5.3434190954399505e-06,4.309973072712361e-09,5.920810216332598e-13,3.699480854835384e-14,2.6491371970843677e-10,6.08255825081813e-10,2.526883339975463e-07,1.3947559461219035e-12,1.3990244912499571e-14,6.387194892293229e-08,1.3550406696977237e-13,4.580679279827796e-11,3.574012603161053e-08,1.585751509638756e-07,2.4839482179028045e-06,4.892546106310501e-15,6.371034426836855e-10,4.451328361836703e-07,2.2396176488180703e-08,7.796998657177095e-16,8.289728953258078e-14,3.554448156115021e-11,2.09431511932429e-11,8.483353956710368e-14,3.670989526149106e-08,6.856604303007393e-15,6.21882777708478e-11
0.0019543572913933113,0.4007972148678735,3.76,0.0,0.36577903049473076,0.9396763931463843,0.0666963771111798,0.0012001703577220644,1.8052991351299986e-05,0.23187790018855128,0.24760830009386714,2.2374050840644981e-13,0.04214148885468405,2.3953847939576313e-09,5.210780091758628e-06,0.018741465726336264,0.004245521687145924,0.0073075186552454575,2.8424233147624055e-05,2.1007224100496105e-05,0.09737482015876338,1.3215038849469502e-05,4.37954444504125e-06,0.009038253054138178,0.0009905801467412214,6.815982988047587e-07,2.5025402825172634e-07,2.0728878402975525e-05,7.14680003556423e-07,0.00037494722096795003,8.999000355308558e-10,0.000796336247298669,1.8226616849700778e-07,2.1330299533085514e-05,3.0910899475076506e-07,1.6886332499559732e-07,1.943738418542856e-05,0.001349907849946273,3.51179893120761e-05,5.431985421077744e-05,1.6870322580473997e-12,5.667241330051295e-10,8.668700127717986e-05,6.089080461585518e-07,5.023165397006541e-11,1.6459862783900395e-07,3.865742049701291e-10,7.851695631438401e-07,2.1923006030952642e-10,3.755394836712028e-15,1.4803682458299455e-12,0.00023625686715123383,2.6003413790217124e-10,1.7299312559868833e-11,1.888450511077155e-06,8.522187374710655e-14,4.631437979280642e-13,2.8644988018167694e-13,1.934519765106797e-05,1.676281180314219e-10,1.5612962460586596e-08,2.4583685542609794e-09,3.092974453248017e-11,0.0005276518996535942,1.3321869009252645e-10,9.683058338177221e-08,3.35785197625196e-06,5.3884273255191125e-06,4.34253587484349e-09,5.963125753012915e-13,3.725920770503708e-14,2.6678019180902e-10,6.114359482777922e-10,2.561062528100438e-07,1.4088487568795867e-12,1.4188869725268026e-14,6.482406679772656e-08,1.378217990446271e-13,4.6412397302556514e-11,3.627227705639465e-08,1.597055821445958e-07,2.5049340502292715e-06,4.976268057127804e-15,6.446721419530122e-10,4.507073141751473e-07,2.2736861219102068e-08,7.915604586091774e-16,8.380194073008602e-14,3.568944360853146e-11,2.1291313667372666e-11,8.56701669154576e-14,3.7038868230693674e-08,6.911312986099486e-15,6.306693512546265e-11
