Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379)
5.457182842890991e-07,0.8326652398998102,0.001190717976511464,2.513888923002745e-05,0.00013607568552306487,0.004889916588492649,0.0,0.0,5.548687659890151e-05,1.5466688552894425e-07,1.678229770948677e-05,0.0003637227910189876,9.519746263507056e-06,3.530563487117639e-12,1.4219581760618432e-09,1.4204243312492543e-07,7.250049710580486e-05,6.8973567039526e-06,1.3537147745003218e-09,2.700655453010171e-09,2.8377090192749797e-05,2.6497574048563415e-06,9.657408545649978e-08,4.5091509222553764e-09,2.297331375470932e-09,1.6175543892543657e-06,1.394159595976743e-05,0.03618736897276075,3.097159776230087e-07,1.651640720020902e-06,1.5961160387654683e-09,7.516882272614451e-11,8.876626316226387e-07,1.0446121404801371e-06,3.76,0.0,0.7237383721030578,0.9973580044847284,0.000508883261689437,0.000965695594393822,0.03660537082348249,3.891601456172109e-05,0.005966176830706364,2.735929344162292e-05,1.0819290419187802e-06,1.1753964018707714e-06,9.597817274722871e-07,6.810540063877449e-11,2.357557087807404e-07,0.00010193000372282367,1.0655159514766324e-06,1.361895723675528e-07,1.515781376118438e-13,8.672012013283653e-14,6.501394054162719e-09,5.171712331119703e-09,1.0535527233365024e-05,2.202282729752028e-11,1.3032246089809626e-11,1.2214868596045107e-08,2.787026221484566e-11,1.6203865441102845e-13,5.798783104544842e-09,1.6061827444429885e-13,4.996071404785484e-10,2.8763774509869917e-08,2.6905549916950305e-11,1.7501342304552989e-09,8.171855722398713e-10,2.0707398501643297e-11,4.313015221531694e-12,1.5324399483896577e-12,1.105309397723944e-15,2.444874376364227e-07,9.796103096570964e-06,7.218692512797446e-09,5.079114760983513e-10,0.0018138390785292218,4.843444463942864e-11,3.4927923954742933e-09,1.1722945622253e-15,8.930916505132555e-12,0.00048822589108032103,1.700631317704866e-08,2.2900782302355166e-12,2.4347042030841226e-05,6.289749502698819e-15,3.3610641398627637e-13,6.273934727233048e-14,2.2129544823563704e-12,3.96469173723733e-11,1.941962979508373e-11,5.717879408893384e-12,5.408872978580582e-05,4.225233166455488e-11,1.7871729788799387e-15,2.615709377437007e-16,2.866658625961995e-09,4.681718933688201e-11,6.683736696314666e-12,4.263638079957203e-14,6.308656059509937e-17,2.949039936108853e-12,2.9299784372502454e-16,3.4163931829367184e-12,1.1940201753690374e-08,1.0840386588662406e-15,3.5793032370747324e-10
5.502540135094677e-07,0.8327339698160998,0.0012130382092063485,2.5640159926941168e-05,0.00013886502518822564,0.005018065470904572,0.0,0.0,5.654927695125176e-05,1.587958433907109e-07,1.724903829937192e-05,0.00036902901845297655,9.698170369608884e-06,3.702475264781023e-12,1.462770659997653e-09,1.4365326620647048e-07,7.295950042163319e-05,7.132339038091194e-06,1.4381624750318794e-09,2.843292366121267e-09,2.9355019139852578e-05,2.675110284554239e-06,9.669839947296058e-08,4.661149863896303e-09,2.319069887119608e-09,1.6814370439543092e-06,1.4328034229421475e-05,0.03647763440741522,3.178460791576526e-07,1.6876774264212547e-06,1.642634621162311e-09,7.888790167201008e-11,9.135182199384207e-07,1.0833038170368593e-06,3.76,0.0,0.7232833424465327,0.9973420173299861,0.0005234204981582754,0.0009736967350968489,0.03690291486769284,3.9616697372118726e-05,0.006119120179900852,2.783953095585372e-05,1.1340047300436102e-06,1.228836699691007e-06,1.0122119542048513e-06,7.094529722045213e-11,2.4767566085563265e-07,0.00010270576513281836,1.08798347365049e-06,1.3926542294343866e-07,1.532088882893185e-13,8.768735186957607e-14,6.5776822823397625e-09,5.264699399378382e-09,1.0672016293176756e-05,2.26331263041828e-11,1.3516900701361061e-11,1.2970238346858317e-08,2.9280446018117685e-11,1.7249528913711665e-13,5.92045515554383e-09,1.6800514966278994e-13,5.120640827191365e-10,2.9727555082821353e-08,2.7663044103497524e-11,1.800243335595535e-09,8.373668111791072e-10,2.1733229791557813e-11,4.501230762535617e-12,1.662007749778013e-12,1.1611701619693227e-15,2.5522184626753827e-07,9.829294728945761e-06,7.463214258003308e-09,5.121248261946103e-10,0.0018138100384271886,5.07808619748117e-11,3.5148385605190087e-09,1.2299745445764424e-15,9.341523500032135e-12,0.0004895065812726967,1.7602064489803328e-08,2.3790363356103845e-12,2.509186192948271e-05,6.4667451042776074e-15,3.4874581035482644e-13,6.527186472391973e-14,2.302604332555015e-12,4.0984517429728975e-11,1.94732534785075e-11,5.732392631391049e-12,5.426461585727912e-05,4.4137299734131725e-11,1.862898447376316e-15,2.7326511474892356e-16,2.9803038099546266e-09,4.8965026944114713e-11,7.02660415543996e-12,4.478872437516866e-14,6.63179880902799e-17,3.106012861862536e-12,3.0782491370846583e-16,3.531005446780473e-12,1.231731267817254e-08,1.1181877593718119e-15,3.725155290412289e-10
5.547897427298362e-07,0.8328030832368859,0.0012356181201297958,2.6148083763632872e-05,0.00014169036535938793,0.005148529120090436,0.0,0.0,5.762740076682073e-05,1.6301761648202447e-07,1.7725797747699494e-05,0.00037435385071196605,9.87909992986164e-06,3.881948722015859e-12,1.5047056382580094e-09,1.4529915989405236e-07,7.341963645759723e-05,7.373560486957647e-06,1.5272041581487156e-09,2.992339761205429e-09,3.0359147875958452e-05,2.700519204674289e-06,9.682587313089385e-08,4.817116611175482e-09,2.341037777685386e-09,1.747335180568902e-06,1.4722105666974869e-05,0.036767677432177064,3.2614618361782675e-07,1.7242924063479617e-06,1.690233796075953e-09,8.27624046083194e-11,9.399083501382824e-07,1.1230909340371814e-06,3.76,0.0,0.7228257722267902,0.9973258207459913,0.0005382484516741898,0.0009816954467242846,0.03720030467734474,4.032487868397515e-05,0.006274761049263199,2.8324896725473815e-05,1.1881499354413282e-06,1.28428678739973e-06,1.0670404158738819e-06,7.388713888934583e-11,2.60096889013041e-07,0.00010348091812995828,1.110928869212813e-06,1.4238250983566153e-07,1.5487567216828767e-13,8.867563805602419e-14,6.6555269846109614e-09,5.358667965413877e-09,1.0809273421329144e-05,2.3255652360245638e-11,1.4015899577679386e-11,1.3767106925843582e-08,3.0749902188853714e-11,1.835500841079735e-13,6.043559475514068e-09,1.7567503150987883e-13,5.247279738352351e-10,3.071574599437089e-08,2.843772845714696e-11,1.851380202055901e-09,8.578814238741126e-10,2.2807796732467128e-11,4.698139047556304e-12,1.801482632822584e-12,1.2193762040846685e-15,2.6640541844561553e-07,9.86161103371221e-06,7.714232534440072e-09,5.163414951966725e-10,0.0018137806178151873,5.322230794495083e-11,3.5369201550747815e-09,1.2900514718041794e-15,9.769037047451182e-12,0.0004907531422290527,1.8216054308185526e-08,2.4706933715859366e-12,2.5852458631985335e-05,6.647738597616186e-15,3.6175936504955316e-13,6.788484337232763e-14,2.3951061455868934e-12,4.235816386157871e-11,1.9525507252837235e-11,5.746500156734893e-12,5.443607503397487e-05,4.60905658184403e-11,1.9411720488052334e-15,2.853838916527694e-16,3.0973535224833085e-09,5.1191886748849216e-11,7.384971149605459e-12,4.703601672437719e-14,6.96951464531313e-17,3.270281273332266e-12,3.2330966487853473e-16,3.648421240001859e-12,1.2702851687940026e-08,1.153095291287558e-15,3.875633474751541e-10
5.593254719502048e-07,0.8328725842386583,0.0012584595818145212,2.666272889724951e-05,0.00014455200532524656,0.0052813319317903664,0.0,0.0,5.8721409817942124e-05,1.6733404056591065e-07,1.8212759510490183e-05,0.00037969689401397305,1.0062572597133504e-05,4.06929317692714e-12,1.5477955994979063e-09,1.4698072885237908e-07,7.388101115251352e-05,7.621139337992293e-06,1.6210544148018146e-09,3.148037749854085e-09,3.138998647115955e-05,2.725986461075365e-06,9.695656341432181e-08,4.977129514545956e-09,2.363241926719139e-09,1.8152986925219505e-06,1.5123908031165637e-05,0.037057496294787794,3.346187885496127e-07,1.7614914538330309e-06,1.7389371494894661e-09,8.679772335278601e-11,9.66840054946575e-07,1.1639953944905956e-06,3.76,0.0,0.7223656341682798,0.9973094127063185,0.000553370669885679,0.0009896916884769911,0.03749753898381395,4.104060137314182e-05,0.006433127217736435,2.8815424804766133e-05,1.244430768815109e-06,1.341807858546974e-06,1.12435635032563e-06,7.693409053065457e-11,2.7303645610012826e-07,0.00010425549720966404,1.1343664977315872e-06,1.4554103854784804e-07,1.5657911392051515e-13,8.968534336714938e-14,6.7349550015727e-09,5.453623237054578e-09,1.0947298459004703e-05,2.389056840847521e-11,1.4529571737430859e-11,1.4607496505559882e-08,3.2280642334449155e-11,1.9523328239423264e-13,6.168103776333493e-09,1.836368289923765e-13,5.376005472876983e-10,3.172877948849974e-08,2.922995499959712e-11,1.903558848828217e-09,8.787321848050525e-10,2.3933198641448977e-11,4.90411456690157e-12,1.9515447082379316e-12,1.2800070369633527e-15,2.780554044540738e-07,9.893055842305188e-06,7.971882054192017e-09,5.205616631027662e-10,0.0018137508130129283,5.5761933905103974e-11,3.5590421555097032e-09,1.3526082164217832e-15,1.0214095184285916e-11,0.000491965753365187,1.884877460955931e-08,2.5651132927970163e-12,2.6629008453511686e-05,6.832811014434931e-15,3.751554228036684e-13,7.058016870905389e-14,2.4905263454206645e-12,4.3768712599417724e-11,1.9576398530077706e-11,5.760204136926965e-12,5.460313170599242e-05,4.811405139761274e-11,2.0220606125417677e-15,2.979392366931554e-16,3.2178750575337357e-09,5.349992560667733e-11,7.75945385913174e-12,4.938187055380984e-14,7.322380771141269e-17,3.442137748369367e-12,3.3947731030614877e-16,3.768684280354286e-12,1.3096940503275967e-08,1.1887720106818091e-15,4.030843979214848e-10
5.638612011705734e-07,0.8329424769195048,0.0012815644872022712,2.718416453720861e-05,0.0001474502484003197,0.005416498420821583,0.0,0.0,5.98314665935263e-05,1.717469845290978e-07,1.8710110667777028e-05,0.0003850577571203286,1.0248626557718288e-05,4.264830109223484e-12,1.5920739725366717e-09,1.4869859854057873e-07,7.434373154765073e-05,7.875195253494208e-06,1.7199363228550018e-09,3.310633768457498e-09,3.2448051632626483e-05,2.7515144149445745e-06,9.709052869432142e-08,5.1412683122400205e-09,2.385689335138459e-09,1.8853784928667856e-06,1.5533539924852215e-05,0.03734708922216871,3.4326640999627695e-07,1.7992803975912116e-06,1.7887689039876372e-09,9.099940372000884e-11,9.943204264331592e-07,1.2060393774862227e-06,3.76,0.0,0.7219029008608286,0.9972927911608996,0.0005687907256868123,0.0009976854198502627,0.037794616511761,4.1763908702383176e-05,0.006594246598759753,2.9311149618677905e-05,1.3029150046601574e-06,1.4014625994015163e-06,1.184251606869679e-06,8.008940306541746e-11,2.8651188275797975e-07,0.00010502953812417724,1.1583111715715988e-06,1.4874121752841268e-07,1.583198488969828e-13,9.071683876244163e-14,6.815993629027334e-09,5.549570465121763e-09,1.1086091289734856e-05,2.45380390076178e-11,1.505825230056736e-11,1.549351685142149e-08,3.38747315997521e-11,2.075764799229966e-13,6.29409608769791e-09,1.918996833317788e-13,5.506835354947635e-10,3.2767092934147865e-08,3.0040083859641115e-11,1.956793438041426e-09,8.999218656577475e-10,2.511161227640928e-11,5.119545593041268e-12,2.112915620312985e-12,1.3431442878857104e-15,2.901896169587568e-07,9.923632983952088e-06,8.236300088368615e-09,5.247855149019669e-10,0.0018137206202971945,5.840297686852986e-11,3.581209586250272e-09,1.4177300541604438e-15,1.0677358503557276e-11,0.000493144592122201,1.9500729218140263e-08,2.662361497204043e-12,2.742168735723249e-05,7.022045233968288e-15,3.889424686586322e-13,7.335975591301263e-14,2.58893236577458e-12,4.52170440606415e-11,1.962593463651491e-11,5.773506700816878e-12,5.4765810001111745e-05,5.020971808574758e-11,2.1056324616145263e-15,3.109433683485144e-16,3.3419362273861946e-09,5.5891336197462555e-11,8.150689730650896e-12,5.183001464254334e-14,7.69099419155443e-17,3.6218848128568948e-12,3.563538790094586e-16,3.891838609669772e-12,1.3499702658773705e-08,1.2252288296424504e-15,4.1908945775387317e-10
5.683969303909419e-07,0.8330127653992542,0.0013049347497649606,2.771246096053063e-05,0.00015038540196757704,0.005554053221797844,0.0,0.0,6.095773429630159e-05,1.762583509622097e-07,1.9218041995369487e-05,0.0003904360513128923,1.0437300536195016e-05,4.468893628956624e-12,1.6375751518073871e-09,1.504534054285988e-07,7.48079058111261e-05,8.135849277889157e-06,1.824081729990529e-09,3.480382756582164e-09,3.353386676571591e-05,2.777105494177187e-06,9.722782876780796e-08,5.309614165486886e-09,2.408387128475158e-09,1.957626535443554e-06,1.5951100803554702e-05,0.03763645442026388,3.5209158245838934e-07,1.8376651010517915e-06,1.8397539368761793e-09,9.537314921046361e-11,1.0223566166546814e-06,1.2492453403462558e-06,3.76,0.0,0.7214375447587476,0.9972759540357572,0.0005845122175292435,0.0010056766006361917,0.03809153597907395,4.249484432069632e-05,0.006758147240989635,2.981210596461737e-05,1.3636721148500412e-06,1.4633152189705786e-06,1.2468207048142892e-06,8.335641554541183e-11,3.00541157064522e-07,0.00010580307791850703,1.182778167057172e-06,1.5198325837782887e-07,1.60098523337881e-13,9.177050160967962e-14,6.898670626621442e-09,5.646514943188687e-09,1.1225651840582694e-05,2.5198230352808135e-11,1.5602282605187423e-11,1.642736871755272e-08,3.5534289773383235e-11,2.2061267935174811e-13,6.421544768582269e-09,2.0047297329213886e-13,5.639786697269555e-10,3.383112889969486e-08,3.0868483481251414e-11,2.0110982768454677e-09,9.214532351935788e-10,2.634529424273197e-11,5.344834618047078e-12,2.286360774505424e-12,1.4088717421893314e-15,3.02826445255989e-07,9.953346287361764e-06,8.50762653634461e-09,5.290132406862226e-10,0.0018136900359013647,6.114876160071011e-11,3.603427520859147e-09,1.4855047274678262e-15,1.1159510906460328e-11,0.0004942898340137045,2.017243409586353e-08,2.7625048721628472e-12,2.823067092731016e-05,7.215526029969533e-15,4.031291304280833e-13,7.622555017823117e-14,2.690392659501409e-12,4.6704064078972753e-11,1.9674122814659195e-11,5.7864099546717785e-12,5.4924133790461e-05,5.237956831656708e-11,2.1919574529531106e-15,3.2440875960223104e-16,3.469605351975544e-09,5.836834706056424e-11,8.559338087409917e-12,5.4384296885369196e-14,8.075972275939421e-17,3.809835219415295e-12,3.7396623742916116e-16,4.017928594688541e-12,1.3911263586928623e-08,1.2624768236409884e-15,4.355894643548131e-10
5.729326596113105e-07,0.8330834538196208,0.0013285723036262486,2.824768952742643e-05,0.00015335777752156267,0.005694021089835944,0.0,0.0,6.210037683973919e-05,1.8087007675056843e-07,1.973674803791084e-05,0.00039583139037187797,1.062863380050031e-05,4.681830963036891e-12,1.684334523487094e-09,1.5224579721808714e-07,7.527364326270197e-05,8.403223844980296e-06,1.933731544751591e-09,3.657547338798566e-09,3.464796203576983e-05,2.8027621947894173e-06,9.736852489731212e-08,5.482249694781964e-09,2.4313425602051845e-09,2.032095836543748e-06,1.6376690984005003e-05,0.0379255900738816,3.610968588503822e-07,1.8766514623817858e-06,1.891917798755493e-09,9.992482477777471e-11,1.050955838297336e-06,1.2936360207975474e-06,3.76,0.0,0.7209695381799539,0.9972588992327363,0.0006005387697364872,0.001013665190926135,0.038388296096811984,4.323345226257679e-05,0.006924857329003581,3.0318329014247667e-05,1.4267733028225166e-06,1.5274314795627443e-06,1.3121608930377504e-06,8.673855729611272e-11,3.1514274434903295e-07,0.00010657615496715156,1.2077832358681126e-06,1.5526737606102962e-07,1.6191579458683597e-13,9.284671581120137e-14,6.9830142266635756e-09,5.744462007330456e-09,1.1365980083362692e-05,2.5871310296151006e-11,1.6162010327190412e-11,1.741134736178227e-08,3.726149241298056e-11,2.3437634587356546e-13,6.550458518864694e-09,2.093663206279766e-13,5.774876799999694e-10,3.492133523037631e-08,3.171553083695266e-11,2.0664878193105654e-09,9.433290591215104e-10,2.7636583466995988e-11,5.5803988042909e-12,2.472691667905895e-12,1.4772753876862515e-15,3.1598486978026487e-07,9.982199582415109e-06,8.786003997712172e-09,5.332450357645256e-10,0.0018136590560149314,6.400270277175494e-11,3.6257010831296993e-09,1.5560225108328416e-15,1.1661260378181123e-11,0.000495401652672688,2.0864417642676843e-08,2.8656118421959025e-12,2.9056134341667782e-05,7.413340118889588e-15,4.1772418124473127e-13,7.917952704973192e-14,2.7949767081749747e-12,4.823070487067697e-11,1.9720970225173082e-11,5.7989159827466335e-12,5.507812669419828e-05,5.4625646047669537e-11,2.2811070190938625e-15,3.3834814232210965e-16,3.600951247964725e-09,6.093322261634228e-11,8.986080752690651e-12,5.70486873981405e-14,8.477953331876748e-17,4.0063122322751744e-12,3.9234211133645595e-16,4.146998927899007e-12,1.4331750705300246e-08,1.3005272392098015e-15,4.525955166888317e-10
5.774683888316791e-07,0.8331545463443452,0.0013524791036835105,2.878992269714401e-05,0.00015636769071201802,0.005836426901248857,0.0,0.0,6.32595588446593e-05,1.8558413367576297e-07,2.0266427183257798e-05,0.0004012433905542932,1.0822666167210642e-05,4.904002960189044e-12,1.7323884923260542e-09,1.5407643306785e-07,7.574105439899027e-05,8.677442785178892e-06,2.049136035938506e-09,3.842398010012631e-09,3.5790874430610434e-05,2.828487082364216e-06,9.751267985177844e-08,5.659259017235162e-09,2.454563015162896e-09,2.1088404970939257e-06,1.681041165270409e-05,0.03821449434653435,3.70284810453459e-07,1.9162454145003006e-06,1.9452867325614455e-09,1.046604606757786e-10,1.080125365321024e-06,1.3392344391611869e-06,3.76,0.0,0.7204988533051075,0.9972416246292288,0.0006168740328204673,0.0010216511511132848,0.03868489556914976,4.397977694722798e-05,0.007094405183985994,3.082985431527693e-05,1.49229153837475e-06,1.5938787279031327e-06,1.3803722106123893e-06,9.023935010883756e-11,3.303355971811536e-07,0.00010734880901160786,1.2333426166733799e-06,1.585937891251057e-07,1.637723313094664e-13,9.394587193273078e-14,7.069053143121112e-09,5.843417035864368e-09,1.1507076035898344e-05,2.6557448367454295e-11,1.6737789602784518e-11,1.844784618361388e-08,3.9058571989669175e-11,2.48903465016885e-13,6.680846391119199e-09,2.1858959565465558e-13,5.912122949655603e-10,3.6038165128768435e-08,3.2581611646644604e-11,2.1229766683420127e-09,9.65552099972492e-10,2.898790373970796e-11,5.826670448848435e-12,2.672768326527365e-12,1.5484434598388863e-15,3.2968447687482517e-07,1.001019670185583e-05,9.071577847060728e-09,5.37481100779384e-10,0.0018136276767829883,6.696830716892088e-11,3.6480354481976338e-09,1.6293762779976767e-15,1.2183339788217716e-11,0.0004964802198980699,2.157722100659658e-08,2.9717524185209107e-12,2.9898252344538254e-05,7.615576209265564e-15,4.327365421939745e-13,8.222369276803476e-14,2.902755031890158e-12,4.979792603791617e-11,1.9766483948784262e-11,5.811026847845717e-12,5.522781208720242e-05,5.695003748426492e-11,2.3731542113960076e-15,3.527745117603744e-16,3.736043217529451e-09,6.358826317366596e-11,9.431622686504212e-12,5.982728168617623e-14,8.897597190880817e-17,4.211649918422208e-12,4.115101081872067e-16,4.279094628387384e-12,1.4761293507367046e-08,1.3393915019456688e-15,4.701188769019418e-10
5.865398472724163e-07,0.833297960472785,0.0014011083665792085,2.989569827474431e-05,0.000162501413643892,0.006128652469459805,0.0,0.0,6.562820323555785e-05,1.9532730625786998e-07,2.1359518009111944e-05,0.0004121158515779076,1.1218990251002554e-05,5.377565652325005e-12,1.832531100990526e-09,1.578551322645473e-07,7.668134575158029e-05,9.246916132747403e-06,2.298258802363955e-09,4.236280096142128e-09,3.816533303997829e-05,2.8801520375528723e-06,9.781162509777078e-08,6.026743227820423e-09,2.501829212138734e-09,2.269377861616394e-06,1.7702653601094838e-05,0.0387916012955398,3.8921911593307895e-07,1.9972799965429077e-06,2.055748368047224e-09,1.1470858469602837e-10,1.140204741596968e-06,1.434147997188493e-06,3.76,0.0,0.7195493366985526,0.9972064074063861,0.0006504854265296055,0.001037615024277573,0.039277607359573315,4.549575614007706e-05,0.007442128166568071,3.1868955753331445e-05,1.6308800778173084e-06,1.7340436888229382e-06,1.5258227150693203e-06,9.761145204777812e-11,3.6257340760456423e-07,0.00010889301412168733,1.2861917760064625e-06,1.653743948537457e-07,1.6760593380172267e-13,9.6214606313086e-14,7.246334245213165e-09,6.044372708955002e-09,1.1791571379495966e-05,2.7969585527269128e-11,1.7938952423320255e-11,2.068849171150145e-08,4.2871583463235605e-11,2.803999716286828e-13,6.946082547754804e-09,2.3806668719732815e-13,6.193152460901379e-10,3.835353573943715e-08,3.437246160712283e-11,2.239311453524887e-09,1.011050865947131e-09,3.188077285040105e-11,6.353143895835716e-12,3.1178573757396605e-12,1.6994373427899235e-15,3.587887048645356e-07,1.0063637769324775e-05,9.664910560059034e-09,5.459668705716376e-10,0.00181356370463796,7.324900724677059e-11,3.69290755081734e-09,1.784976675865679e-15,1.3291549366870447e-11,0.0004985382783496269,2.306751747545347e-08,3.1934226829792058e-12,3.16331487574389e-05,8.03367949675831e-15,4.640496352782686e-13,8.859077133934067e-14,3.1281818384408694e-12,5.305809122750605e-11,1.985353826987804e-11,5.8340712364136315e-12,5.551435264831386e-05,6.184232207184882e-11,2.566242046719635e-15,3.8314153694175653e-16,4.01774494358495e-09,6.917821987977507e-11,1.0382043831625772e-11,6.574411015441876e-14,9.792623894292233e-17,4.6502994000251835e-12,4.52341447135038e-16,4.552543845716495e-12,1.5648075097810587e-08,1.4196082179121261e-15,5.067633953092387e-10
5.947041598690798e-07,0.833428457451785,0.0014458155663679359,3.091560202505705e-05,0.00016815339624469928,0.006400245311487499,0.0,0.0,6.78182139655753e-05,2.04466651371536e-07,2.2382899387847384e-05,0.00042195424781577207,1.1585323728279787e-05,5.8392725176799914e-12,1.927474028485108e-09,1.6139361172772337e-07,7.753446548337574e-05,9.78412101726081e-06,2.5448637178097385e-09,4.619941902886857e-09,4.04064293536626e-05,2.9269109119385953e-06,9.809316704452074e-08,6.3733132807773516e-09,2.545352068639942e-09,2.4222089823595554e-06,1.8534510838297518e-05,0.039310187361329345,4.0691090934303294e-07,2.0723493114363925e-06,2.159563331288848e-09,1.244450611232468e-10,1.1963008744070502e-06,1.5239374673360214e-06,3.76,0.0,0.7186853300565195,0.9971739383836296,0.0006818286415204131,0.0010519731241152733,0.03981048542108358,4.68869821329289e-05,0.007765070952165053,3.282264512432972e-05,1.764645530540749e-06,1.8688733269957468e-06,1.667610357247131e-06,1.0468943468074771e-10,3.938100368960494e-07,0.00011028178009493561,1.3358250691167857e-06,1.7162386403949816e-07,1.711974118155014e-13,9.833898791212061e-14,7.411983468554692e-09,6.22873486340326e-09,1.2050243923672642e-05,2.928690358278204e-11,1.9078584743150075e-11,2.2910847789764428e-08,4.656587595101902e-11,3.1175213589676633e-13,7.189935049843065e-09,2.568287343863443e-13,6.453625800908831e-10,4.053308114344727e-08,3.605337768186449e-11,2.3479220008876145e-09,1.0532148815582366e-09,3.4715808335249763e-11,6.868253437619733e-12,3.5751621537890473e-12,1.845719016807599e-15,3.8704278810009357e-07,1.0108845177849748e-05,1.0225039681896861e-08,5.536207928575384e-10,0.0018135047243465804,7.932067357917958e-11,3.733553397232767e-09,1.935703516239e-15,1.4366357802372996e-11,0.0005002784986161289,2.4485689438209774e-08,3.404037552069921e-12,3.3253257392494425e-05,8.426028229428722e-15,4.937512438114972e-13,9.465035570993234e-14,3.3427194657871033e-12,5.6141249978952044e-11,1.992739541371858e-11,5.8534800032770265e-12,5.575773714287124e-05,6.653503168323195e-11,2.750698592498286e-15,4.122732818208418e-16,4.284792835160757e-09,7.454135614526544e-11,1.1309285526350605e-11,7.1503601798522e-14,1.0665636247085982e-16,5.078970643629502e-12,4.921045710551818e-16,4.8094532462978806e-12,1.6478493987041692e-08,1.4947052103876966e-15,5.416290358366359e-10
6.028684724657433e-07,0.833560329504716,0.0014914264888362405,3.1959379539114875e-05,0.00017393210440969567,0.006680129576107001,0.0,0.0,7.006440463558833e-05,2.139698754421464e-07,2.344510276324872e-05,0.0004318407691779986,1.1961047202914853e-05,6.337191773614327e-12,2.0272271646753638e-09,1.650668016868879e-07,7.839478294051033e-05,1.0345492073162272e-05,2.8144673135612097e-09,5.033093457068171e-09,4.2749562969988356e-05,2.973933951602107e-06,9.838696515970293e-08,6.73543520779175e-09,2.589854832751072e-09,2.5833056808350586e-06,1.939432516888709e-05,0.03982799420113438,4.25235392668331e-07,2.149481077164635e-06,2.2677246187661025e-09,1.3487933079665557e-10,1.2543607902001233e-06,1.6180111717986991e-06,3.76,0.0,0.71781220672714,0.9971407230491687,0.0007142300834333334,0.001066322100544802,0.04034282251843533,4.8303918666986214e-05,0.00809765486600696,3.3794084003257985e-05,1.9074615892288766e-06,2.012378569939368e-06,1.820390435866442e-06,1.1221108662147303e-10,4.272804812729088e-07,0.00011166986021421257,1.387530417787466e-06,1.7801395705000594e-07,1.7492705059874175e-13,1.005440941492166e-13,7.583595083453336e-09,6.416448367226805e-09,1.2311406369017385e-05,3.064924540357799e-11,2.027604048697638e-11,2.5345489583863308e-08,5.052401562734629e-11,3.462135866423923e-13,7.438721898376812e-09,2.7682522692788277e-13,6.721352829994043e-10,4.2806189196986945e-08,3.780238502156492e-11,2.4603284142713974e-09,1.0965466849553894e-09,3.7787202409262924e-11,7.425522186932384e-12,4.092878577672383e-12,2.002437345550304e-15,4.1738422246539046e-07,1.0151338493421025e-05,1.0810881360394281e-08,5.612919266982392e-10,0.001813444388141464,8.581312419371162e-11,3.77447919636512e-09,2.09718965096306e-15,1.5519660348430697e-11,0.000501913577082646,2.5980351212853524e-08,3.625648277271757e-12,3.493002174294869e-05,8.834180384053556e-15,5.249507388437415e-13,1.0103479441355565e-13,3.5687518262059174e-12,5.937217917648138e-11,1.9997038077255898e-11,5.871639601099559e-12,5.5987518220391815e-05,7.151593438927551e-11,2.9457584395954357e-15,4.4319750792927714e-16,4.56507673468176e-09,8.023403941680468e-11,1.230952808892353e-11,7.770288679585506e-14,1.1607186074819665e-16,5.5420717929528855e-12,5.349218352535482e-16,5.0768799925959924e-12,1.734037250259946e-08,1.5726258634815248e-15,5.783535360300216e-10
