Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074)
6.620833746202586e-06,0.14956341530222986,3.76,0.0,0.0003710403765231457,0.49895316083547164,0.41541000535587047,0.05248837323286226,0.0005476131407646211,0.03421962311725641,0.3214138235440432,3.393602117625568e-10,0.47374839108375427,3.794104789233987e-06,9.988169168720179e-05,0.46125541872509657,0.001747097346051873,0.00010039345528998163,6.257326112796399e-05,0.0017699747764569327,0.22491920016837774,8.318527664229437e-05,6.893112852759282e-05,0.005395006388143782,0.04780710014201901,0.00024919289419985915,0.00025837113614863525,0.0011652471972349282,3.125079133572969e-08,0.0407504486303848,6.409979289576566e-09,0.0003720232817737674,0.00022085421150796745,0.00017659389603346588,3.426864956191012e-06,7.32816569514458e-08,0.010081739005608477,0.013132578965541607,0.006511705061976461,0.02024862045099572,1.1603473949857644e-07,3.8741999879487575e-10,0.028425600441519337,0.0032586628325410073,1.236748293006504e-05,1.3101010624879706e-06,1.2417989458803668e-05,0.021534061915641466,2.897081991794351e-05,9.618046845242884e-11,9.620847407285656e-09,0.02974288509346177,9.676653371994831e-05,1.2085366114174534e-05,0.020657876640936476,2.9492224109114247e-07,2.8422912977293165e-12,2.1125174048640665e-06,1.8488326494684976e-05,7.882778298929655e-06,0.0003351744123772577,2.1599620853368845e-07,1.0555975666389908e-07,0.002086200248055898,1.460228351424253e-06,0.0016513595935593638,0.00026696277372436147,0.0033915115084058485,7.878034558320864e-06,2.954703436016859e-11,1.3894065207977116e-11,1.7123711554950308e-07,4.724687951799185e-07,0.001021418283814931,1.3074268153270831e-07,2.3654881760210764e-08,0.0006360466376826372,2.7219092429076117e-08,7.711859364870743e-08,1.61671772588542e-05,1.1309960866490894e-06,9.123476301639331e-06,1.1830741627141645e-09,9.818253629363851e-07,4.637575516869611e-05,0.0012898639504294112,5.764553763995476e-09,2.3562453976019374e-09,9.210275454043919e-08,2.8540665487902273e-07,1.6031528630470335e-10,3.3693238235586214e-06,2.2635717911803962e-10,5.92404287812906e-07,8.82349029351157e-05,3.931768497034681e-09,0.00020760060575027967,2.8258608681927105e-07,7.455601411639077e-09,7.610249222316691e-08
6.6476755468361095e-06,0.14958303865384032,3.76,0.0,0.0003659690974783024,0.49808315679562626,0.4160540105726524,0.05259758276561046,0.000547022088309336,0.03415001498560968,0.3219592534767264,3.386583487774508e-10,0.4736807517659344,3.7919760509307177e-06,9.95996097282319e-05,0.4623945522927763,0.0017425431733249222,9.999703543947462e-05,6.238082910839916e-05,0.001769358351681599,0.22434036636874596,8.293095883928741e-05,6.881387154696781e-05,0.0053829828931101055,0.0478723437825697,0.0002485857279208313,0.0002578842074455633,0.001160924624585719,3.109624689725994e-08,0.04063361734311837,6.3742287084721086e-09,0.00037046698156442486,0.0002203698050169646,0.00017586979849557288,3.4088840130143864e-06,7.284434985619816e-08,0.010070281181807722,0.013093533218106215,0.006508674105248298,0.020232219891319937,1.1570504848058044e-07,3.8617574639978644e-10,0.028420326834249034,0.0032568571392478456,1.236126936670741e-05,1.3059899856202094e-06,1.2421253069916399e-05,0.02159035368480496,2.9033365057527113e-05,9.58967102509603e-11,9.571477470464595e-09,0.029814536118706783,9.690453384654007e-05,1.2100385445082973e-05,0.02068607050991288,2.9532575576352857e-07,2.825330181025071e-12,2.111306962776949e-06,1.8457759539173018e-05,7.882918046690565e-06,0.0003347008051562332,2.153117929522427e-07,1.052820650219537e-07,0.002087003224502171,1.4581824946436109e-06,0.0016516268173889241,0.0002665933039503825,0.003388621740011482,7.869590792655778e-06,2.94600131773312e-11,1.3853151607664356e-11,1.707267071892739e-07,4.722166678709314e-07,0.001024611756242474,1.30581075728054e-07,2.372397854405289e-08,0.0006382343588971761,2.7190998022327776e-08,7.725471377127084e-08,1.620659425885083e-05,1.1283502798793236e-06,9.096455595074307e-06,1.1809886071166021e-09,9.816887099962468e-07,4.6419508556736915e-05,0.0012937368193154956,5.781863573152329e-09,2.360827147173213e-09,9.186574002538662e-08,2.8619474845001464e-07,1.6094335147816172e-10,3.3611435870001293e-06,2.2578418491197886e-10,5.927907587611075e-07,8.829138160346573e-05,3.93429816337255e-09,0.00020775928390508847,2.828019667554675e-07,7.461257069760258e-09,7.613144408725532e-08
6.674517347469633e-06,0.14960259363026282,3.76,0.0,0.0003610026656592268,0.4972157745471079,0.4166963817322034,0.052706234199929834,0.0005464330236397519,0.0340806755838883,0.32250300190809766,3.379595775768696e-10,0.47361305180884156,3.7898543754828623e-06,9.93187700737817e-05,0.4635298782598765,0.001738011235626677,9.960324397799895e-05,6.218942612389158e-05,0.0017687461574542938,0.22376384350156306,8.267797273096355e-05,6.869721046208718e-05,0.00537099652531097,0.047937393652288746,0.0002479809691309169,0.00025739922332744113,0.0011566258457181547,3.094276781815709e-08,0.04051698700481876,6.33873713713925e-09,0.0003689210471725663,0.0002198874919673087,0.00017514998931357698,3.3910275620528613e-06,7.241039315271066e-08,0.010058844767603693,0.013054663337924844,0.006505637171616498,0.02021577711530005,1.1537593006074401e-07,3.849377234278683e-10,0.028414835603278885,0.003255048119025989,1.2355026064057364e-05,1.301898465944942e-06,1.2424451309151458e-05,0.021646367978469527,2.9095554953386398e-05,9.561419785972971e-11,9.522435948296115e-09,0.029886032067453733,9.704133042140796e-05,1.2115270914336446e-05,0.020714164148498748,2.9572783599942036e-07,2.8084990084753655e-12,2.110091749076594e-06,1.842727479618865e-05,7.88303114891143e-06,0.00033422728854005837,2.146301919633879e-07,1.0500518832966849e-07,0.002087787261846665,1.456141270404708e-06,0.0016518875157564483,0.00026622475195611556,0.0033857371030132353,7.861178551907263e-06,2.9373411342060705e-11,1.3812435122355668e-11,1.7021878671472583e-07,4.719654264934134e-07,0.0010277927252056152,1.3042000759963611e-07,2.3792767063462364e-08,0.0006404170016801889,2.7162946949533363e-08,7.739020599969533e-08,1.6245892101172452e-05,1.1257124212874376e-06,9.069588133559263e-06,1.1789090908352128e-09,9.815481316812132e-07,4.646260719737341e-05,0.0012975906346211637,5.799088224574872e-09,2.365398275740374e-09,9.162967173841359e-08,2.869797587597399e-07,1.6157099333141324e-10,3.3529877973019647e-06,2.2521345723398837e-10,5.931745957267745e-07,8.83474891567198e-05,3.936810940338491e-09,0.000207916727203166,2.8301616688891943e-07,7.466868351479057e-09,7.616004659992061e-08
6.701359148103156e-06,0.14962208059327017,3.76,0.0,0.0003561387286036096,0.4963510016395362,0.41733712549756546,0.05281432970896522,0.0005458459146926204,0.034011603594245036,0.32304507772244623,3.3726387355073534e-10,0.4735452934883441,3.7877397077371765e-06,9.90391626649255e-05,0.4646614131233768,0.0017335013453263761,9.92120542800369e-05,6.199904115593145e-05,0.001768138086589123,0.22318961933321438,8.242630454670349e-05,6.858113893652705e-05,0.005359047176013888,0.04800225101456057,0.0002473785965380562,0.000256916163156199,0.0011523506521908295,3.0790343044574606e-08,0.0404005602122559,6.303502056566338e-09,0.0003673853517795866,0.00021940725150669836,0.0001744344285180472,3.3732943786521663e-06,7.197975247607308e-08,0.010047429477901592,0.01301596809654371,0.006502594233940377,0.020199293415666213,1.1504739125217833e-07,3.8370587574848067e-10,0.02840912935134624,0.0032532357830597847,1.2348753135927954e-05,1.2978263352231286e-06,1.2427584535072262e-05,0.021702105788478452,2.9157390209748257e-05,9.533292121141959e-11,9.473719856953044e-09,0.029957373611742562,9.71769292115425e-05,1.213002310334801e-05,0.02074215789973057,2.961284867248781e-07,2.7917964469174176e-12,2.1088717553699852e-06,1.83968713621194e-05,7.883117596878369e-06,0.00033375387012970044,2.1395138880972e-07,1.0472912392721244e-07,0.002088552524389783,1.4541045971340678e-06,0.0016521417262429327,0.00026585711804453924,0.003382857609322516,7.85279731455603e-06,2.9287225383411776e-11,1.3771914039298245e-11,1.6971333210252092e-07,4.7171505266583983e-07,0.0010309612206954371,1.3025946648615395e-07,2.3861247924050686e-08,0.0006425945653900678,2.7134938873917278e-08,7.752507108196175e-08,1.628507041913529e-05,1.1230824655896473e-06,9.042872433381742e-06,1.1768355709562813e-09,9.814036854238588e-07,4.650505890624877e-05,0.0013014254422857676,5.816227923565798e-09,2.3699587509837816e-09,9.139454467001109e-08,2.8776168512094323e-07,1.6219820995146705e-10,3.344856341508877e-06,2.2464498385357623e-10,5.935558184702586e-07,8.840322839727198e-05,3.9393069543731186e-09,0.00020807294553774644,2.832287003340291e-07,7.472435609558387e-09,7.618830183794598e-08
6.72820094873668e-06,0.14964149990144757,3.76,0.0,0.0003513749893057613,0.49548882573324265,0.41797624846714926,0.052921871458875086,0.0005452607301601508,0.033942797703829325,0.3235854897211528,3.3657121243219805e-10,0.4734774790399385,3.7856319934542906e-06,9.876077759775979e-05,0.4657891732719145,0.001729013317374452,9.88234401157587e-05,6.180966341827721e-05,0.0017675340341434863,0.22261768171426288,8.217594078557445e-05,6.846565074656117e-05,0.005347134736025851,0.04806691711943349,0.00024677858922867205,0.00025643500669497515,0.0011480988385697425,3.0638961494361943e-08,0.04028433950660177,6.2685209806820745e-09,0.00036585977127215645,0.00021892906316374786,0.00017372307675480664,3.3556832568608478e-06,7.155239394499436e-08,0.010036035035646887,0.012977446272061183,0.006499545267951724,0.020182770061637354,1.1471943891982882e-07,3.8248014997391745e-10,0.0284032106521048,0.0032514201431063927,1.2342450699710623e-05,1.293773428042519e-06,1.2430653103734159e-05,0.021757568106862673,2.9218871450128084e-05,9.505287040717553e-11,9.425326251787162e-09,0.030028561417323515,9.731133598394309e-05,1.2144642595405727e-05,0.02077005210323286,2.9652771281656844e-07,2.775221181740038e-12,2.1076469747065435e-06,1.83665483558462e-05,7.883177388002974e-06,0.00033328055754074966,2.1327536695149618e-07,1.0445386928463884e-07,0.0020892991746174626,1.4520723966992393e-06,0.0016523894864483863,0.0002654904024653562,0.00337998327015589,7.844446619278317e-06,2.920145119057344e-11,1.3731586474349986e-11,1.6921031945464878e-07,4.71465528251404e-07,0.0010341172727783366,1.3009944198636896e-07,2.392942173200254e-08,0.0006447670494115902,2.710697346977898e-08,7.765930974913259e-08,1.6324128854498182e-05,1.1204603683967173e-06,9.016307036148442e-06,1.1747680053885304e-09,9.812554279357362e-07,4.654687141605606e-05,0.0013052412885050002,5.833282876572996e-09,2.374508539916048e-09,9.116035384515333e-08,2.8854052695108736e-07,1.6282499944545758e-10,3.3367491082812836e-06,2.2407875263497025e-10,5.93934446378858e-07,8.845860207311039e-05,3.941786329502915e-09,0.00020822794861853833,2.8343957996693836e-07,7.47795919032346e-09,7.621621186047087e-08
6.755042749370203e-06,0.1496608519098648,3.76,0.0,0.0003467092048086773,0.49462923459750185,0.41861375717605237,0.05302886160894222,0.0005446774394709005,0.03387425660483345,0.32412424662386774,3.3588157029838653e-10,0.4734096106595885,3.7835311793175073e-06,9.848360512226009e-05,0.46691317498720014,0.001724546969249836,9.843737564262393e-05,6.162128232428096e-05,0.0017669338971492473,0.2220480185786562,8.192686820256587e-05,6.835073977672758e-05,0.005335259095722655,0.04813139320383121,0.00024618092665865994,0.00025595573410376496,0.001143870202360598,3.0488612426243163e-08,0.04016832737431257,6.233791460477172e-09,0.0003643441841601422,0.00021845290684231335,0.0001730158952703088,3.33819300898976e-06,7.112828418532187e-08,0.010024661171596576,0.012939096649356116,0.006496490252170857,0.020166208299366634,1.1439207978134313e-07,3.812604938007768e-10,0.02839708205053314,0.0032496012114704605,1.2336118875765812e-05,1.2897395817441271e-06,1.243365736549843e-05,0.021812755925807555,2.9279999300222735e-05,9.477403574544366e-11,9.377252227148284e-09,0.030099596143644644,9.744455650563117e-05,1.2159129975391794e-05,0.020797847095308974,2.9692551910306845e-07,2.758771919278616e-12,2.106417400838929e-06,1.8336304917705846e-05,7.883210522573001e-06,0.0003328073584006748,2.1260211006631407e-07,1.0417942188476486e-07,0.002090027373237356,1.4500445970719751e-06,0.0016526308339875804,0.0002651246054154788,0.003377114096055277,7.836126185247358e-06,2.9116084993469164e-11,1.3691450706425289e-11,1.6870972750286646e-07,4.7121683566893497e-07,0.0010372609115958267,1.2993992711505985e-07,2.399728910040402e-08,0.0006469344531591001,2.7079050423241714e-08,7.779292275115131e-08,1.6363067056896686e-05,1.1178460861904331e-06,8.989890508144355e-06,1.1727063529352542e-09,9.81103415219097e-07,4.658805237724776e-05,0.0013090382197262532,5.850253291170058e-09,2.3790476110902955e-09,9.092709432296669e-08,2.893162835800158e-07,1.6345135993849858e-10,3.3286659878512554e-06,2.2351475153288818e-10,5.943104984774236e-07,8.851361287932285e-05,3.944249187399642e-09,0.00020838174597695962,2.8364881843241744e-07,7.483439433838696e-09,7.624377870992276e-08
6.781884550003726e-06,0.1496801369704152,3.76,0.0,0.00034213918505107856,0.4937722161087201,0.4192496580971401,0.05313530231165954,0.0005440960127675279,0.033805978994538896,0.32466135706948485,3.3519492352852115e-10,0.4733416905043808,3.781437212853044e-06,9.82076356348527e-05,0.4680334344451763,0.0017201021209160157,9.805383539856366e-05,6.14338874484483e-05,0.0017663375752043373,0.22148061794314144,8.16790737537537e-05,6.823640001533082e-05,0.0053234201450859326,0.048195680491727094,0.00024558558864229673,0.0002554783259241519,0.0011396645439557748,3.033928534466149e-08,0.040052526247881144,6.199311079744239e-09,0.0003628384715099925,0.0002179787628089335,0.0001723128459000338,3.3208224652522817e-06,7.070739031097914e-08,0.0100133076241311,0.01290091802026836,0.006493429167824439,0.020149609352309535,1.1406532041001623e-07,3.8004685565166757e-10,0.028390746063272767,0.0032477790009820813,1.2329757787713217e-05,1.2857246363384587e-06,1.2436597674073292e-05,0.02186767023758886,2.9340774397213235e-05,9.449640767167162e-11,9.329494917190616e-09,0.030170478444197717,9.757659654327776e-05,1.2173485829681539e-05,0.02082554320901433,2.973219103659339e-07,2.742447384059871e-12,2.1051830286119542e-06,1.830614020650963e-05,7.883217003947447e-06,0.00033233428034492945,2.1193160204618003e-07,1.0390577925746261e-07,0.002090737279208443,1.4480211267653266e-06,0.0016528658064852949,0.000264759727040765,0.003374250096903393,7.827835636659234e-06,2.9031123706170908e-11,1.3651505263103781e-11,1.6821153748082014e-07,4.7096895782572945e-07,0.0010403921673633604,1.2978091413616573e-07,2.406485065066012e-08,0.0006490967760788373,2.7051169431111652e-08,7.792591089039529e-08,1.6401884683819184e-05,1.115239576302628e-06,8.963621439798445e-06,1.1706505731654998e-09,9.809477025846304e-07,4.662860935862657e-05,0.001312816282643724,5.867139376034147e-09,2.3835759352564094e-09,9.069476119649783e-08,2.900889545806375e-07,1.640772895753073e-10,3.320606871979765e-06,2.2295296859198072e-10,5.946839934372005e-07,8.856826345933726e-05,3.946695647445356e-09,0.00020853434697041683,2.8385642814962076e-07,7.48887667408266e-09,7.627100441227174e-08
6.80872635063725e-06,0.14969935543152238,3.76,0.0,0.00033766279118686913,0.49291775824814393,0.4198839576426185,0.05324119571285196,0.0005435164208840706,0.033737963575367846,0.325196829617574,3.3451124881946117e-10,0.47327372069353624,3.7793500423897186e-06,9.793285967398271e-05,0.4691499677177205,0.0017156785947583047,9.767279429200926e-05,6.124746856576929e-05,0.0017657449703351793,0.22091546790618213,8.14325446276015e-05,6.812262555311118e-05,0.005311617773743519,0.048259780194397896,0.00024499255534246177,0.00025500276306527096,0.0011354816665564676,3.019096975184776e-08,0.03993693850692437,6.165077452844991e-09,0.00036134251684847234,0.00021750661168071637,0.00017161389105165844,3.3035704732433724e-06,7.028967989090613e-08,0.01000197413898592,0.01286290918385099,0.006490361998729948,0.020132974421760503,1.1373916723833656e-07,3.7883918458675964e-10,0.02838420517911964,0.0032459535249674226,1.2323367562490338e-05,1.2817284344373783e-06,1.2439474384973184e-05,0.021922312034495222,2.9401197399925397e-05,9.421997678205676e-11,9.282051493546868e-09,0.030241208966677736,9.770746186186526e-05,1.2187710746143548e-05,0.020853140774263045,2.9771689134125046e-07,2.726246317690168e-12,2.103943854285054e-06,1.827605340012728e-05,7.88319684102547e-06,0.00033186133101185353,2.11263826985348e-07,1.0363293905138605e-07,0.0020914290497834804,1.4460019139808045e-06,0.0016530944415685603,0.000264395767436739,0.003371391281947557,7.819574492656503e-06,2.894656389704201e-11,1.3611748473113548e-11,1.6771572781066292e-07,4.7072187788011033e-07,0.001043511070368368,1.2962239324246783e-07,2.4132107007253462e-08,0.0006512540176525311,2.7023330200150255e-08,7.805827497707492e-08,1.644058140084972e-05,1.112640796879586e-06,8.937498444914459e-06,1.1686006263852428e-09,9.807883446555818e-07,4.666854984819465e-05,0.0013165755241904612,5.883941340909703e-09,2.388093483406114e-09,9.046334959227028e-08,2.9085853978189727e-07,1.6470278652171858e-10,3.3125716538932672e-06,2.2239339194787952e-10,5.950549495876672e-07,8.86225564066992e-05,3.9491258268106424e-09,0.00020868576078853288,2.8406242131997385e-07,7.494271239155992e-09,7.629789097695107e-08
6.835568151270773e-06,0.1497185076386334,3.76,0.0,0.00033327793448422263,0.4920658491006247,0.4205166621650634,0.053346543951757926,0.0005429386353369835,0.03367020905490873,0.32573067274933215,3.3383052321459867e-10,0.4732057033090988,3.7772696171007165e-06,9.765926792201774e-05,0.47026279077377714,0.0017112762155427977,9.729422759531031e-05,6.106201567442526e-05,0.0017651559863147079,0.2203525566472072,8.1187268285947e-05,6.800941058330864e-05,0.005299851870984945,0.04832369351059083,0.00024440180726759445,0.0002545290268036244,0.001131321376120919,3.004365531232285e-08,0.03982156647888335,6.131088228298797e-09,0.00035985620610052356,0.0002170364344235912,0.00017091899369412765,3.2864358976014396e-06,6.987512095810007e-08,0.009990660469075915,0.012825068946526687,0.00648728873123189,0.02011630468720553,1.1341362655875635e-07,3.77637430648361e-10,0.028377461859348457,0.003244124797230646,1.2316948329884557e-05,1.2777508212236828e-06,1.2442287846714784e-05,0.021976682308802703,2.9461268978009948e-05,9.394473386609364e-11,9.234919163754223e-09,0.030311788352816796,9.78371582240164e-05,1.2201805314042689e-05,0.020880640117898388,2.981104667206471e-07,2.7101674811462457e-12,2.1026998750308467e-06,1.8246043697529422e-05,7.883150047589576e-06,0.0003313885180409025,2.1059876917670227e-07,1.0336089898338047e-07,0.002092102840536859,1.443986891719958e-06,0.0016533167768625044,0.00026403272664811444,0.00336853765981607,7.811342443214622e-06,2.8862401415139717e-11,1.3572178393095382e-11,1.6722227445999705e-07,4.704755793619643e-07,0.0010466176509698391,1.2946435653180862e-07,2.4199058796617893e-08,0.000653406177399912,2.699553244776784e-08,7.819001580387307e-08,1.6479156881386953e-05,1.1100497068627715e-06,8.911520160190563e-06,1.1665564737300967e-09,9.806253953668767e-07,4.670788125373907e-05,0.0013203159915341042,5.900659396589799e-09,2.3926002264237427e-09,9.023285466996871e-08,2.916250389216913e-07,1.6532784896268005e-10,3.304560228252892e-06,2.2183600982539312e-10,5.954233849242284e-07,8.867649426623577e-05,3.951539840496189e-09,0.00020883599645718547,2.842668099322178e-07,7.499623451396073e-09,7.632444039718058e-08
6.8624099519042965e-06,0.14973759393377542,3.76,0.0,0.000328982575042459,0.49121647685279346,0.42114777795862657,0.05345134916112179,0.0005423626283018832,0.033602714145961776,0.32626289486870363,3.3315272402192166e-10,0.4731376403966814,3.7751958869630955e-06,9.738685120017953e-05,0.4713719194806779,0.0017068948103681663,9.69181109371851e-05,6.087751890054295e-05,0.0017645705289923137,0.21979187242600973,8.094323236585254e-05,6.789674939598376e-05,0.005288122325794384,0.04838742162672077,0.0002438133252587277,0.0002540570987722253,0.001127183481305316,2.989733210749555e-08,0.03970641243987462,6.097341087139065e-09,0.000358379427517646,0.000216568212341872,0.0001702281173450019,3.269417619615643e-06,6.946368201904036e-08,0.00997936637428656,0.012787396122259827,0.006484209354117699,0.020099601306739483,1.1308870452524504e-07,3.764415446578317e-10,0.02837051853809977,0.0032422928320297293,1.231050022222696e-05,1.2737916443471164e-06,1.2445038407727821e-05,0.02203078205272576,2.9520989801859885e-05,9.367066984504613e-11,9.188095173313782e-09,0.030382217238559047,9.796569138993279e-05,1.2215770123725209e-05,0.020908041563774234,2.985026411524746e-07,2.694209653286095e-12,2.1014510886467284e-06,1.8216110315487864e-05,7.883076638556016e-06,0.0003309158490694996,2.099364131141439e-07,1.0308965674544519e-07,0.0020927588053977404,1.441975997107685e-06,0.0016535328499867104,0.00026367060467028165,0.003365689238535537,7.803139250103188e-06,2.877863312117639e-11,1.353279367960993e-11,1.6673116089819152e-07,4.7023004641549793e-07,0.0010497119395976005,1.2930679837176934e-07,2.4265706654810165e-08,0.0006555532548812376,2.6967775901452403e-08,7.832113422592566e-08,1.6517610806227714e-05,1.1074662659673187e-06,8.885685244659378e-06,1.164518077056886e-09,9.804589079871285e-07,4.6746610903564446e-05,0.0013240377320721973,5.9172937548959186e-09,2.397096137995148e-09,9.00032716221955e-08,2.9238845180143566e-07,1.6595247510067268e-10,3.296572491113579e-06,2.212808105341124e-10,5.957893171182182e-07,8.873007953542385e-05,3.953937801402436e-09,0.00020898506284318104,2.8446960576880025e-07,7.504933627567947e-09,7.635065465083031e-08
6.88925175253782e-06,0.1497566146561836,3.76,0.0,0.00032477472078909633,0.4903696297913541,0.4217773112599769,0.05355561346725891,0.0005417883725924008,0.03353547756657752,0.32679350430326604,3.324778288021251e-10,0.47306953396604046,3.773128802665664e-06,9.711560045984155e-05,0.4724773696051755,0.0017025342086275613,9.65444202968249e-05,6.069396850945818e-05,0.001763988506970081,0.219233403582139,8.070042465888176e-05,6.778463637472254e-05,0.005276429026886441,0.04845096571702566,0.0002432270904780392,0.00025358696094215086,0.0011230677934192103,2.9751990179038476e-08,0.03959147861538377,6.063833736749893e-09,0.0003569120716225017,0.00021610192706357368,0.00016954122606071154,3.252514536920311e-06,6.905533200395237e-08,0.009968091621312757,0.012749889532684298,0.006481123858536989,0.02008286541739444,1.1276440715691354e-07,3.7525147778852715e-10,0.028363377622683553,0.0032404576440577125,1.230402337478554e-05,1.2698507538686368e-06,1.2447726425121544e-05,0.022084612258344374,2.958036056241057e-05,9.339777573778489e-11,9.141576804323197e-09,0.03045249625447926,9.8093067116646e-05,1.2229605766605345e-05,0.020935345432817627,2.988934192427256e-07,2.6783716273620895e-12,2.100197494375999e-06,1.8186252485899675e-05,7.882976632446705e-06,0.0003304433317286459,2.0927674348162023e-07,1.0281921012639008e-07,0.002093397096675461,1.4399691647171209e-06,0.0016537426985501944,0.00026330940145122695,0.0033628460255438093,7.794964396426434e-06,2.8695256746901988e-11,1.34935932470025e-11,1.6624237223296025e-07,4.699852633953216e-07,0.0010527939667502719,1.291497099161887e-07,2.4332051225115862e-08,0.0006576952496991187,2.6940060297234526e-08,7.845163114715344e-08,1.655594286403632e-05,1.1048904346599065e-06,8.859992379240165e-06,1.1624853988250304e-09,9.802889351296813e-07,4.678474604705406e-05,0.0013277407934265215,5.93384462865165e-09,2.4015811933077716e-09,8.977459567423115e-08,2.9314877872236517e-07,1.6657666315894e-10,3.2886083398817948e-06,2.2072778247105457e-10,5.961527635241471e-07,8.87833146654519e-05,3.956319820385572e-09,0.0002091329686579121,2.846708204106493e-07,7.510202079013773e-09,7.637653570013107e-08
6.916093553171343e-06,0.14977557014173548,3.76,0.0,0.00032065242620235557,0.48952529630162356,0.42240526824949387,0.05365933899014149,0.0005412158416545402,0.03346849804007825,0.32732250930536216,3.3180581551740084e-10,0.4730013859919017,3.7710683156609785e-06,9.684550678587885e-05,0.4735791568147793,0.00169819424196074,9.617313199623969e-05,6.051135504702977e-05,0.001763409830571981,0.21867713853377446,8.04588332781443e-05,6.767306599992612e-05,0.005264771862722746,0.04851432694376243,0.00024264308440997008,0.00025311859562211807,0.0011189741263640549,2.960761944678217e-08,0.039476767181099985,6.03056391687692e-09,0.0003554540311382374,0.00021563756053895138,0.00016885828442337805,3.235725563104211e-06,6.865004025971008e-08,0.009956835983462657,0.012712548007262474,0.006478032237924168,0.02006609813555305,1.1244074034030306e-07,3.7406718222907963e-10,0.0283560414939593,0.0032386192484234006,1.2297517925652382e-05,1.2659280022625065e-06,1.2450352248223672e-05,0.022138173917559723,2.9639381974386778e-05,9.312604279475468e-11,9.095361370584942e-09,0.03052262602561951,9.821929115652229e-05,1.2243312835288313e-05,0.020962552043109144,2.992828055562001e-07,2.6626522154151846e-12,2.09893909272086e-06,1.8156469460739164e-05,7.882850055526908e-06,0.0003299709736401628,2.0861974514079466e-07,1.0254955708037383e-07,0.002094017865091148,1.4379663298700997e-06,0.001653946360144586,0.00026294911689037824,0.003360008027709311,7.786817411148581e-06,2.8612268161593467e-11,1.3454574829077417e-11,1.6575587950824621e-07,4.6974121475007735e-07,0.001055863762993758,1.2899308092902295e-07,2.4398093147474863e-08,0.0006598321615014132,2.6912385380935115e-08,7.858150740141207e-08,1.6594152751583196e-05,1.102322174130763e-06,8.834440266144698e-06,1.1604584023226279e-09,9.801155287389117e-07,4.6822293855363e-05,0.0013314252234364783,5.950312231652739e-09,2.406055365420118e-09,8.954682208356154e-08,2.9390601997082483e-07,1.6720041138225607e-10,3.2806676732693617e-06,2.2017691412278708e-10,5.965137411877664e-07,8.883620206252844e-05,3.958686006292023e-09,0.00020927972246201725,2.848704652426686e-07,7.51542911175266e-09,7.640208549150478e-08
