Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64)
1.196154952916952e-08,0.6752721666487094,3.76,0.0,0.5010139272139266,0.9999982323163186,3.7075186996523716e-09,1.9143414241386427e-07,3.8237731031825885e-08,0.0014871386065539347,0.0014872586106799961,1.7070567026865324e-10,4.1853996611633063e-07,9.875241094984589e-08,1.3025295163922753e-08,5.149968688180853e-10,1.7262964532307098e-06,2.506153452179649e-10,7.565807052676049e-08,1.756293836846608e-06,2.080727334023919e-06,1.111092531915206e-07,1.0542421348754535e-08,2.581572034571426e-09,3.6883386586535526e-09,2.2360445102819238e-08,7.995263099844813e-14,4.8490908301196536e-15,4.491444314589085e-12,6.188117541330239e-13,4.720178445078838e-21,1.779954460652627e-11,9.059691279373814e-14,1.0152089261402174e-15,4.700436754758109e-19,5.734336918739063e-20,9.948324647258544e-06,1.5423520967523018e-09,9.780184525415523e-06,2.6468462795143847e-13,1.0872891146245678e-17,6.968358741296153e-16,2.4449386052460208e-08,1.019301714328914e-18,6.635301124419293e-17,2.759073086551073e-10,1.2891417499184092e-19,4.576801461278254e-19,1.8834191323829559e-22
1.2175444534968568e-08,0.6752756029600913,3.76,0.0,0.500987142902258,0.9999981998121446,3.929457032318336e-09,1.9828446190732473e-07,3.9796991390063274e-08,0.0015136888287186115,0.001513813160817314,1.7383464892594784e-10,4.3482673643534804e-07,1.0216190822244588e-07,1.3711367619854106e-08,5.519586857865351e-10,1.757075203767754e-06,2.5964484794829744e-10,7.64803823131837e-08,1.7935732043766716e-06,2.13096785530075e-06,1.1171917101331098e-07,1.0896707581753242e-08,2.67982653568594e-09,3.8835774135243786e-09,2.3127791648056557e-08,8.493814520327758e-14,5.236338678898446e-15,4.542742514078223e-12,6.458077661952537e-13,5.118254232471472e-21,1.825355787153274e-11,9.58288964395813e-14,1.0912687350328593e-15,5.072249275895339e-19,6.18707211054072e-20,1.0125477267099433e-05,1.597870127828252e-09,9.951325928834726e-06,2.7539022210542587e-13,1.137111155152122e-17,7.261652060883091e-16,2.5329491078264613e-08,1.0819830028149276e-18,7.280363862646002e-17,2.8275937290700286e-10,1.3562282468998345e-19,4.9010920195058e-19,1.997329146764816e-22
1.2389339540767616e-08,0.6752790391516097,3.76,0.0,0.5009603596027767,0.9999981672700989,4.160353076442491e-09,2.0525317172722795e-07,4.139011492754271e-08,0.0015402375546981844,0.0015403662914711723,1.7696345126801857e-10,4.514426866842142e-07,1.0562401621336207e-07,1.4420228720354526e-08,5.908459197693055e-10,1.7878513170001332e-06,2.688336987839035e-10,7.730511715574763e-08,1.83099285387638e-06,2.1816208745767216e-06,1.123309857541785e-07,1.1256001906247315e-08,2.7800287747605953e-09,4.085393108430536e-09,2.390535602147345e-08,9.01450160172727e-14,5.647009897012095e-15,4.594184865933764e-12,6.735077069154535e-13,5.541787696402583e-21,1.8712122479726553e-11,1.012742965050651e-13,1.171622814782347e-15,5.465896929431592e-19,6.666755235042963e-20,1.0302603896497515e-05,1.6543649411192826e-09,1.0122337748500489e-05,2.86344591312832e-13,1.1882931920447491e-17,7.562190692168953e-16,2.6225082456491388e-08,1.1473965499841998e-18,7.975716183678378e-17,2.8962723711385685e-10,1.4256254965826982e-19,5.242130896427049e-19,2.1158385553122193e-22
1.2603234546566664e-08,0.6752824752234461,3.76,0.0,0.5009335773141889,0.9999981346898611,4.400399078626418e-09,2.123401684246641e-07,4.301720319058562e-08,0.0015667847845452667,0.0015669180026972671,1.800920773011458e-10,4.683887715905802e-07,1.0913848679784898e-07,1.515219195918178e-08,6.317218094248352e-10,1.8186248303721195e-06,2.781818773799247e-10,7.813227534741871e-08,1.868553031196215e-06,2.232687625810656e-06,1.1294470066996281e-07,1.1620268271872408e-08,2.8821829461355708e-09,4.293882250096291e-09,2.4693031955997808e-08,9.557947898691155e-14,6.082093200204067e-15,4.645772857992798e-12,7.019191960685216e-13,5.991914226982267e-21,1.917524737528236e-11,1.0693859994324774e-13,1.2564394670757623e-15,5.882236557100728e-19,7.174497999147992e-20,1.0479704539823386e-05,1.7118362873565204e-09,1.0293220089698573e-05,2.975499608520503e-13,1.240850335891975e-17,7.870046588615987e-16,2.7136156306285938e-08,1.2156178113218268e-18,8.724331505630635e-17,2.96509865449997e-10,1.497379702299912e-19,5.600491989180242e-19,2.2390513467722405e-22
1.2817129552365712e-08,0.6752859111757665,3.76,0.0,0.5009067960352015,0.99999810207111,4.649787833062803e-09,2.1954534864013336e-07,4.467835522113437e-08,0.0015933305183123312,0.0015934682945512337,1.8322052703162155e-10,4.856659474362288e-07,1.1270507300600061e-07,1.5907568171064286e-08,6.746504511105006e-10,1.8493957817748732e-06,2.876893636305722e-10,7.896185709917878e-08,1.9062539823682637e-06,2.284169344774816e-06,1.1356031728965711e-07,1.1989471008175221e-08,2.986293177352784e-09,4.509140799291802e-09,2.5490715461256713e-08,1.0124786273786114e-13,6.542602596170625e-15,4.697507672103573e-12,7.310498713650403e-13,6.469799681715406e-21,1.964294149550481e-11,1.1282736908219858e-13,1.345890973225014e-15,6.322142942656396e-19,7.711439571845222e-20,1.0656779201445687e-05,1.7702839173260093e-09,1.0463973057626399e-05,3.090085733751577e-13,1.2947977320439747e-17,8.1852918978424e-16,2.8062708748129017e-08,1.2867233897821404e-18,9.529303883585119e-17,3.0340627414456377e-10,1.5715375922417528e-19,5.976760657400879e-19,2.3670726507528724e-22
1.303102455816476e-08,0.6752893470087491,3.76,0.0,0.5008800157645209,0.9999980694135254,4.908712667751129e-09,2.2686860910346674e-07,4.637366761486283e-08,0.0016198747560517116,0.001620017167088647,1.8634880046577735e-10,5.032751720594127e-07,1.1632352901749303e-07,1.668666554720426e-08,7.196967917548333e-10,1.8801642095424527e-06,2.973561376720296e-10,7.97938625455731e-08,1.9440959531680596e-06,2.3360672686170777e-06,1.1417783588008318e-07,1.2363574821460403e-08,3.092363531898446e-09,4.731264174916168e-09,2.629830477982422e-08,1.0715658981214111e-13,7.029577686867928e-15,4.749390251885375e-12,7.609073886073952e-13,6.976640752326009e-21,2.01152137707652e-11,1.1894624228499414e-13,1.4401536377232998e-15,6.78650891162858e-19,8.278746887105928e-20,1.0833827885731093e-05,1.8297075818687373e-09,1.0634596757393069e-05,3.207226874953119e-13,1.3501505609491622e-17,8.507998955224008e-16,2.9004735903839585e-08,1.3607910491206085e-18,1.0393850574222138e-16,3.1031552892046386e-10,1.6481464236663514e-19,6.37153385739134e-19,2.5000087598166768e-22
1.3244919563963808e-08,0.6752927827225654,3.76,0.0,0.5008532365008538,0.9999980367167873,5.177367430539996e-09,2.3430984663374834e-07,4.810323457922655e-08,0.001646417497815602,0.0016465646203650203,1.894768976099404e-10,5.212174048486116e-07,1.1999361015632755e-07,1.748978965079539e-08,7.669266217175844e-10,1.910930152447932e-06,3.0718217988536126e-10,8.062829177272955e-08,1.9820791889431106e-06,2.388382635680472e-06,1.1479725562260364e-07,1.2742544791616591e-08,3.2003980119902857e-09,4.9603472581107525e-09,2.711570034206068e-08,1.1331217751470025e-13,7.544083978543877e-15,4.801421334451799e-12,7.914994218467364e-13,7.513665341365344e-21,2.0592073124173744e-11,1.2530093462026008e-13,1.5394078334978192e-15,7.276245431973991e-19,8.877614958951676e-20,1.1010850597044315e-05,1.8901070318806617e-09,1.080509129401944e-05,3.3269457608834243e-13,1.406924038494687e-17,8.838240277296638e-16,2.996223389657725e-08,1.4378997164318652e-18,1.1321314606148406e-16,3.172367423915683e-10,1.727253985919028e-19,6.785420278379834e-19,2.6379671465270445e-22
1.3546768165226911e-08,0.6752976309990028,3.76,0.0,0.5008154473186105,0.9999979905079226,5.57342302332413e-09,2.450114399348597e-07,5.0602455254353626e-08,0.001683872066089859,0.0016840259680491701,1.9389096793009174e-10,5.471059015303041e-07,1.252601892453277e-07,1.8664621507316524e-08,8.374212740765346e-10,1.954342894962015e-06,3.213196215114136e-10,8.180996235642897e-08,2.0359219335982726e-06,2.46292268032486e-06,1.1567461689076238e-07,1.3285559396346443e-08,3.35620552128867e-09,5.295652529637575e-09,2.8285704604257238e-08,1.2243174992705822e-13,8.319112376061129e-15,4.875101644605612e-12,8.359354430409113e-13,8.325309658424794e-21,2.1272838402449687e-11,1.3468110708308379e-13,1.6883253578830634e-15,8.012326821873837e-19,9.77880549473282e-20,1.1260620841178718e-05,1.977002390456337e-09,1.1045473611706172e-05,3.500322633601766e-13,1.489489284283613e-17,9.317235805398647e-16,3.133976862011685e-08,1.5520444138071383e-18,1.2743936533979e-16,3.270226826581813e-10,1.8432353694495002e-19,7.403217800901782e-19,2.841409148734039e-22
1.3848616766490014e-08,0.6753024790389568,3.76,0.0,0.5007776601356076,0.9999979442195494,5.989790647998003e-09,2.5594748808252976e-07,5.317032647806444e-08,0.0017213236554007188,0.0017214844895622502,1.983046872014198e-10,5.73662199206135e-07,1.3062841360176067e-07,1.9888747725502856e-08,9.125871952252029e-10,1.9977508787100043e-06,3.357741511890411e-10,8.299646122686285e-08,2.090047161721039e-06,2.5382999954937914e-06,1.165557683930007e-07,1.3838100287904325e-08,3.5159432915521748e-09,5.645269114879646e-09,2.9474777578539738e-08,1.320750429034018e-13,9.154305375382925e-15,4.949080859790229e-12,8.818712461182502e-13,9.203225515040876e-21,2.196278153643136e-11,1.4455900549165862e-13,1.848084105100865e-15,8.8034606197945e-19,1.0748825426280428e-19,1.151033938146985e-05,2.0658398154824623e-09,1.1285599206492189e-05,3.6789424580284643e-13,1.5749570970949545e-17,9.811585358467783e-16,3.2748094679087873e-08,1.6726339761487004e-18,1.430899174433558e-16,3.3682854309767763e-10,1.9644269394399151e-19,8.0621017532199235e-19,3.0553792684521975e-22
1.4120280507626807e-08,0.6753068420731306,3.76,0.0,0.5007436533772515,0.9999979024912925,6.382342648588633e-09,2.6599015138353735e-07,5.55403067865623e-08,0.0017550275388868118,0.0017551947426761884,2.022767344133169e-10,5.981360785275047e-07,1.3554616332060594e-07,2.1033296179116504e-08,9.843901618284708e-10,2.0368140889758404e-06,3.490542947026099e-10,8.406843925688977e-08,2.139001942663092e-06,2.6068583179270588e-06,1.1735204800024305e-07,1.4343454006982803e-08,3.6630764888924416e-09,5.97237620401081e-09,3.0561033178813445e-08,1.412177329123125e-13,9.960116208745862e-15,5.015918933400631e-12,9.245137624103638e-13,1.0053130949701805e-20,2.2591598069348753e-11,1.5388859776134231e-13,2.0015898954074035e-15,9.56481983256579e-19,1.1683707793472826e-19,1.1735041871067521e-05,2.14745338666415e-09,1.150149298692703e-05,3.8442362589474125e-13,1.65439546887838e-17,1.0269797477464027e-15,3.404190573004325e-08,1.786868066756055e-18,1.5848182023385158e-16,3.456691370375977e-10,2.078069582207355e-19,8.691740409973342e-19,3.257213820039128e-22
1.43919442487636e-08,0.6753112049165036,3.76,0.0,0.5007096482326843,0.9999978606972546,6.792194737395789e-09,2.762222784672754e-07,5.796626034829147e-08,0.001788729009635644,0.0017889027068305305,2.0624849730256317e-10,6.231550549234772e-07,1.405452081742651e-07,2.2219047222450566e-08,1.0602765410206748e-09,2.075873620200155e-06,3.6259119931036123e-10,8.514432977958457e-08,2.18818656082273e-06,2.6761001799978035e-06,1.1815140128677111e-07,1.4856379689735184e-08,3.813409497743207e-09,6.311476166499578e-09,3.1662341945249e-08,1.5081460849513643e-13,1.0819759323475157e-14,5.083001123691185e-12,9.68404636133773e-13,1.096261824053281e-20,2.32278870888178e-11,1.636475100124583e-13,2.164734051212547e-15,1.0375049587712686e-18,1.2680040952824213e-19,1.1959702499393658e-05,2.2306389552595768e-09,1.1717179274430894e-05,4.0138762926764173e-13,1.736251399545998e-17,1.0740763029502833e-15,3.536064101927929e-08,1.9066855611783767e-18,1.7519634705624822e-16,3.54522783276173e-10,2.1961491421907134e-19,9.357513891678595e-19,3.468063678627341e-22
1.4663607989900393e-08,0.6753155675694358,3.76,0.0,0.5006756446992555,0.9999978188367836,7.219750115620935e-09,2.866436590749881e-07,6.044835216426653e-08,0.0018224280677523127,0.001822608382138223,2.10219975881862e-10,6.487211137295722e-07,1.4562506124052e-07,2.344659405340514e-08,1.140391562342887e-09,2.1149295572434993e-06,3.763848280716905e-10,8.62241335461824e-08,2.237601497796831e-06,2.746028118343024e-06,1.1895382850521254e-07,1.5376810419553145e-08,3.966949841073459e-09,6.662756713972763e-09,3.2778525919018e-08,1.6088027106050323e-13,1.1735762770052596e-14,5.150328061252929e-12,1.0135598297308356e-12,1.1934618979334264e-20,2.3871666766429608e-11,1.7384846153469838e-13,2.3379401221109064e-15,1.1236252612728866e-18,1.3740646078027676e-19,1.2184321275365033e-05,2.31539601161436e-09,1.1932658283044023e-05,4.187910095426023e-13,1.8205565311296027e-17,1.1224632624326026e-15,3.6704292621242984e-08,2.0322634050726776e-18,1.9331922417995236e-16,3.633881650643744e-10,2.3187704922718384e-19,1.0060825385919176e-18,3.688164937776729e-22
1.4935271731037186e-08,0.6753199300322809,3.76,0.0,0.500641642774313,0.9999977769092283,7.665413099173169e-09,2.9725408317863616e-07,6.298674202252431e-08,0.0018561247133415475,0.0018563117687120526,2.1419117016385647e-10,6.748362441828248e-07,1.507852384747886e-07,2.4716523325471476e-08,1.2248825153969435e-09,2.153981986036356e-06,3.904351447374072e-10,8.730785136051015e-08,2.287247232124205e-06,2.816644670591824e-06,1.1975932942639915e-07,1.5904680191843506e-08,4.123704924014877e-09,7.026404235402142e-09,3.390941204688632e-08,1.714295837458927e-13,1.2710728159373728e-14,5.2179002217767925e-12,1.0599953561189927e-12,1.2972153474003963e-20,2.4522955255240203e-11,1.8450438314090886e-13,2.521643129434464e-15,1.2150580861845695e-18,1.4868423597385718e-19,1.2408898207893195e-05,2.4017240462178133e-09,1.2147930226578105e-05,4.366385497471457e-13,1.9073426040975576e-17,1.1721557235957166e-15,3.8072852613943124e-08,2.16378177163666e-18,2.129399491430968e-16,3.7226404944716124e-10,2.4460399520265806e-19,1.080311123981538e-18,3.917757040628253e-22
1.5478599213310772e-08,0.6753286543891402,3.76,0.0,0.5005736437392799,0.999997692850264,8.612684505399474e-09,3.19041222913635e-07,6.823302987275366e-08,0.0019235107673547785,0.001923711676108465,2.2213270588625187e-10,7.287216964543804e-07,1.6134464355873953e-07,2.7385843373613634e-08,1.4075915434812365e-09,2.2320766678697812e-06,4.193057002949737e-10,8.948703294719046e-08,2.3872329867111055e-06,2.9599537672283878e-06,1.2137955422051768e-07,1.698247734962433e-08,4.446888373649068e-09,7.791539217411341e-09,3.6214622371031476e-08,1.940399384944115e-13,1.4848325558505212e-14,5.353781858563515e-12,1.1567717143900517e-12,1.5256356497692054e-20,2.5848131182073038e-11,2.072339318143881e-13,2.922338334243143e-15,1.4147469246582051e-18,1.7337500320263685e-19,1.285792657823975e-05,2.579091012846894e-09,1.2577853772514307e-05,4.736853427860281e-13,2.088485034863249e-17,1.275517713269965e-15,4.0884666101418396e-08,2.4453770652380293e-18,2.5705229778829024e-16,3.9004278281544095e-10,2.714955798344272e-19,1.2410520083497039e-18,4.406388630123843e-22
