Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655)
4.513907155203623e-09,0.49866770546167627,3.76,0.0,0.6840516369105288,0.9999987089464306,8.069705514163266e-10,8.416766041485506e-08,1.214144400885115e-08,0.0009655339017547198,0.0009655778893259984,1.1930512349466192e-10,1.7661688328721974e-07,3.807550427473943e-08,2.585041821272612e-09,5.324158414756248e-11,1.2783814032402614e-06,1.3377263585901357e-10,8.931366038526162e-08,1.1323528799406684e-06,1.2737719113369707e-06,1.5058450199320652e-07,3.739076159494119e-09,7.720188293946849e-10,7.204373936785771e-10,7.912507817315191e-09,1.6724597833254598e-14,5.192642299751015e-16,6.6246886430527186e-12,1.866292173433812e-13,5.482678047576987e-22,1.1389520371529875e-11,2.1245516950004142e-14,1.2238204681583923e-16,7.733050139413055e-20,7.46125668085199e-21,6.0613534065795915e-06,6.590497791939882e-10,5.9877182654913155e-06,1.1109499725354085e-13,3.4506035488811684e-18,2.8810758233788204e-16,1.0738960867914569e-08,2.1569400280490112e-19,3.983127344843813e-18,1.2160477826460433e-10,4.488773691390428e-20,7.26897414627785e-20,4.281487465126772e-23,1.6243061908307622e-20,1.2312018016212124e-19,4.039816340673333e-14,2.1483618122496022e-27,2.026435281088431e-29,5.0333380806427836e-18,2.4751866858711376e-23,1.0645479923735662e-24
4.570980823376445e-09,0.49866883168151555,3.76,0.0,0.6840393375413544,0.9999986924319186,8.419885252469453e-10,8.629766434284404e-08,1.2503601474084667e-08,0.0009777327271621283,0.0009777778329795148,1.2089008893812177e-10,1.816467802271054e-07,3.902258313373365e-08,2.6825120010550183e-09,5.594534253991132e-11,1.2945195374826253e-06,1.3717236823417661e-10,8.985365954663274e-08,1.1499222988818293e-06,1.2955044522854831e-06,1.5100887281765142e-07,3.830883067301146e-09,7.925407765537261e-10,7.475844623094534e-10,8.12108310071656e-09,1.7466095382805962e-14,5.490680861196495e-16,6.671892575504354e-12,1.9238827596730858e-13,5.826190130134141e-22,1.1590165256180345e-11,2.210021530946007e-14,1.2887889906741267e-16,8.165869243962268e-20,7.893588893575997e-21,6.137792103117463e-06,6.757969840239893e-10,6.0622947152967935e-06,1.1426688327703968e-13,3.563189092166299e-18,2.9659406016229153e-16,1.101187126191979e-08,2.250454518205706e-19,4.245937807040962e-18,1.2406183073886793e-10,4.661697344609952e-20,7.653791004035565e-20,4.488084503648156e-23,1.6985722462882152e-20,1.2995721142015471e-19,4.245720440920024e-14,2.3205205157370013e-27,2.216190642432242e-29,5.309310633640045e-18,2.641630465853183e-23,1.128418827637467e-24
4.628054491549267e-09,0.4986699578911383,3.76,0.0,0.6840270382985085,0.9999986759118951,8.780435371167597e-10,8.845398560219993e-08,1.2871597760989736e-08,0.0009899313191938691,0.000989977557295843,1.2247502501009976e-10,1.867512330430994e-07,3.998075652254473e-08,2.7823558688760877e-09,5.875001354175998e-11,1.310657045314379e-06,1.4061464698665343e-10,9.039431631033694e-08,1.1675219493119963e-06,1.317331461734283e-06,1.5143250528628862e-07,3.923720252523709e-09,8.13348065861267e-10,7.753943028600468e-10,8.331990782961656e-09,1.8230622931739525e-14,5.801710618701966e-16,6.718947674413412e-12,1.9825012386202274e-13,6.186200821011547e-22,1.1791956898165128e-11,2.2978676792577837e-14,1.3563549846180297e-16,8.617082706017653e-20,8.344927565754526e-21,6.214225794834382e-06,6.927537001787735e-10,6.136843197009623e-06,1.1748755812417974e-13,3.677897295590609e-18,3.05220523589364e-16,1.1288196623323826e-08,2.3467685335199903e-19,4.522761380286768e-18,1.2653108205771572e-10,4.8388185296258935e-20,8.053338157508599e-20,4.7014242485082185e-23,1.7751145571284968e-20,1.3706902771009757e-19,4.459337572312778e-14,2.5039368850804632e-27,2.4208627100057447e-29,5.5968015934372865e-18,2.817019082658441e-23,1.1952208845390242e-24
4.685128159722088e-09,0.49867108409054844,3.76,0.0,0.6840147391818565,0.9999986593863364,9.151521722217546e-10,9.063661326881741e-08,1.3245446784156454e-08,0.0010021296778521891,0.0010021770622774286,1.2405993076281602e-10,1.9193034597955004e-07,4.095000537566417e-08,2.8845997513563447e-09,6.165802950091808e-11,1.326793928377234e-06,1.4409946798166017e-10,9.093563797244083e-08,1.185151745174458e-06,1.3392529616677906e-06,1.5185550259050793e-07,4.0175849247927305e-09,8.344411631789236e-10,8.038744250296258e-10,8.545215225972201e-09,1.9018605390080073e-14,6.126121980636555e-16,6.765866100395821e-12,2.04215391979899e-13,6.563262406969457e-22,1.1994896240830384e-11,2.388128862750702e-14,1.426589499496374e-16,9.087220872733012e-20,8.815848610121269e-21,6.290654482104593e-06,7.09919905144512e-10,6.211363721678864e-06,1.2075722847202625e-13,3.794741553557601e-18,3.1398767725539146e-16,1.1567936605130845e-08,2.4459309413636604e-19,4.814171456167823e-18,1.290122778199484e-10,5.02018531161312e-20,8.467971324104794e-20,4.921621713666433e-23,1.8539687128803457e-20,1.4446241140844737e-19,4.6808543310216385e-14,2.699185568639123e-27,2.641404598022578e-29,5.896146481443659e-18,3.001715606896003e-23,1.2650479746871293e-24
4.74220182789491e-09,0.49867221027975017,3.76,0.0,0.6840024401912638,0.9999986428552189,9.533310555383216e-10,9.28455364232889e-08,1.3625162223205225e-08,0.0010143278031393256,0.0010143763479267122,1.2564480475691407e-10,1.971842227343453e-07,4.193031066055085e-08,2.9892698971151943e-09,6.467184968849951e-11,1.3429301883332926e-06,1.4762682709031103e-10,9.147763050275215e-08,1.2028116148957455e-06,1.3612689879754442e-06,1.5227795468263966e-07,4.11247430507019e-09,8.558205290625767e-10,8.330323225718837e-10,8.760740910438523e-09,1.9830471233239023e-14,6.464312072161189e-16,6.8126591439500096e-12,2.1028471179676017e-13,6.957937769974796e-22,1.2198984255406931e-11,2.480844099151134e-14,1.4995647002578068e-16,9.576822049885461e-20,9.306937896358217e-21,6.367078165302271e-06,7.272955764099234e-10,6.285856300348985e-06,1.2407610358075971e-13,3.913735265458462e-18,3.228962276696349e-16,1.1851090860396128e-08,2.54799097663487e-19,5.120757816716521e-18,1.3150516868405711e-10,5.2058460264276056e-20,8.898050464413078e-20,5.148792306401771e-23,1.9351703462369178e-20,1.5214420259614754e-19,4.9104593868570895e-14,2.9068625355712047e-27,2.878816640502634e-29,6.20768670517623e-18,3.1960932283377706e-23,1.3379956453218504e-24
4.799275496067732e-09,0.49867333645874745,3.76,0.0,0.6839901413265969,0.9999986263185192,9.925968502049854e-10,9.508074415069615e-08,1.4010757543805337e-08,0.001026525695057511,0.0010265754142461307,1.2722964773256466e-10,2.0251296670647169e-07,4.292165337701043e-08,3.096392478029867e-09,6.779395996994136e-11,1.3590658268624483e-06,1.5119672018961102e-10,9.202029813730549e-08,1.2205014959322608e-06,1.3833795852610229e-06,1.5269994412128368e-07,4.208385625343331e-09,8.774866189993036e-10,8.628754736284351e-10,8.978552451354779e-09,2.0666652239304198e-14,6.816684702528761e-16,6.859337508962017e-12,2.164587153034985e-13,7.370800389435841e-22,1.2404221947039955e-11,2.5760526797621823e-14,1.5753538584518972e-16,1.0086432517988778e-19,9.818791221027132e-21,6.443496844801536e-06,7.448806914657266e-10,6.360320944059994e-06,1.2744439287992827e-13,4.0348918470191745e-18,3.3194688251045026e-16,1.213765904221386e-08,2.6529982462301736e-19,5.4431268823789484e-18,1.3400951013832936e-10,5.395849310453303e-20,9.34393962910381e-20,5.383051719874181e-23,2.0187551351687084e-20,1.6012129846178454e-19,5.148343457928549e-14,3.1275856300467097e-27,3.13414788871161e-29,6.531769520044257e-18,3.400535376769698e-23,1.4141611780023186e-24
4.856349164240554e-09,0.49867446262754306,3.76,0.0,0.6839778425877215,0.9999986097762138,1.0329662550881115e-09,9.73422255403837e-08,1.4402246031504854e-08,0.0010387233536089766,0.0010387742612381274,1.2881446120070566e-10,2.0791668141469722e-07,4.392401455649649e-08,3.2059935906808582e-09,7.102687240926306e-11,1.3752008456576872e-06,1.5480914316252678e-10,9.256364534915232e-08,1.2382213247015605e-06,1.405584797217065e-06,1.5312155414380765e-07,4.305316128637393e-09,8.994398837512641e-10,8.934113411304849e-10,9.198634625533808e-09,2.1527583063811795e-14,7.183650310527389e-16,6.9059115214887165e-12,2.2273803517830834e-13,7.802434327921408e-22,1.2610610315663165e-11,2.6737941341680497e-14,1.6540313388842402e-16,1.0616606536507883e-19,1.035201424781488e-20,6.519910520976443e-06,7.626752278040485e-10,6.434757663847615e-06,1.3086230581742877e-13,4.158224734169449e-18,3.411403507651432e-16,1.2427640803706787e-08,2.7610027222133053e-19,5.781902096619761e-18,1.3652506216530504e-10,5.590244059256128e-20,9.806006779759976e-20,5.624515828040793e-23,2.1047587869128807e-20,1.6840065141668585e-19,5.394699280160701e-14,3.361995257269022e-27,3.4084980378265344e-29,6.8687479724203195e-18,3.615435901352594e-23,1.493643585503885e-24
4.913422832413376e-09,0.49867558878614393,3.76,0.0,0.6839655439745043,0.9999985932282796,1.0744560056312068e-09,9.962996968617539e-08,1.479964077281438e-08,0.001050920778795951,0.0010509728889051416,1.3039924564764885e-10,2.1339547023344905e-07,4.493737526267435e-08,3.3180992552951476e-09,7.437312548802069e-11,1.3913352464278678e-06,1.584640918980674e-10,9.31076767388495e-08,1.255971042559024e-06,1.427884672321344e-06,1.5354286281729096e-07,4.403263069202125e-09,9.216807692492418e-10,9.246473725207433e-10,9.42097235243475e-09,2.2413701580622533e-14,7.565626069207937e-16,6.952390916697679e-12,2.291233047596297e-13,8.253434336720334e-22,1.2818150359638859e-11,2.7741082581466064e-14,1.735672620573709e-16,1.1167906350382516e-19,1.0907222641298047e-20,6.596319194200984e-06,7.806791629190012e-10,6.50916647074312e-06,1.3433005369100475e-13,4.283747373189311e-18,3.504773432056495e-16,1.2721035798038394e-08,2.8720547441407728e-19,6.137724111864155e-18,1.3905158934346145e-10,5.789079421357581e-20,1.0284623994633254e-19,5.873300817027726e-23,2.193217042494719e-20,1.7698926881343838e-19,5.649721624170934e-14,3.6107547165095555e-27,3.703018830079327e-29,7.218981019302258e-18,3.841199214172374e-23,1.5765436307799453e-24
4.9704965005861975e-09,0.4986767149345562,3.76,0.0,0.683953245486812,0.9999985766746924,1.1170828744989454e-09,1.019439656865779e-07,1.5202954637117297e-08,0.0010631179706206545,0.0010631712972496079,1.3198400000214563e-10,2.1894943612809976e-07,4.596171659193057e-08,3.4327354148159703e-09,7.783528428066663e-11,1.4074690309005472e-06,1.6216156229137157e-10,9.365239641739608e-08,1.2737506019457748e-06,1.4502792697041884e-06,1.5396393752588241e-07,4.502223712578332e-09,9.442097165190943e-10,9.565909995075103e-10,9.645550674320775e-09,2.3325449250441428e-14,7.963036009937668e-16,6.99878468049643e-12,2.3561515798383694e-13,8.724405992378723e-22,1.302684308881003e-11,2.877035144092662e-14,1.8203543207908914e-16,1.1740902206432258e-19,1.1485042229639923e-20,6.67272286484909e-06,7.988924743072296e-10,6.583547375773198e-06,1.3784785066579715e-13,4.411473214239558e-18,3.599585725820694e-16,1.30178436784236e-08,2.9862050257249183e-19,6.511251077716588e-18,1.4158886091692047e-10,5.992404815907209e-20,1.0780167677344286e-19,6.12952331053932e-23,2.284165686480887e-20,1.858942126548508e-19,5.913607308791407e-14,3.87455078233847e-27,4.018916246051387e-29,7.582833668368063e-18,4.078240498641473e-23,1.662963850625312e-24
5.027570168759019e-09,0.49867784107278673,3.76,0.0,0.6839409471245121,0.9999985601154293,1.1608636707464247e-09,1.0428420264473795e-07,1.5612200283478464e-08,0.0010753149290853,0.0010753694862739541,1.3356872311202877e-10,2.2457868171532588e-07,4.699701967319707e-08,3.5499279353100434e-09,8.141594031508061e-11,1.423602200821358e-06,1.6590155024375283e-10,9.419780760966407e-08,1.2915599651454976e-06,1.4727686579694324e-06,1.543848366074036e-07,4.602195335425343e-09,9.670271618074977e-10,9.892496381752124e-10,9.872354758817837e-09,2.426327111497783e-14,8.376311061314693e-16,7.045101160087828e-12,2.422142293633506e-13,9.215965767114234e-22,1.3236689531474157e-11,2.98261518082239e-14,1.908154200856394e-16,1.2336172372203767e-19,1.2086109064635526e-20,6.749121533294632e-06,8.173151394678029e-10,6.657900389959976e-06,1.4141591272291993e-13,4.541415716428937e-18,3.6958475325891093e-16,1.3318064098125749e-08,3.103504660873663e-19,6.9031589517377544e-18,1.4413665067262765e-10,6.200269958657939e-20,1.1293018553238416e-19,6.393300355716798e-23,2.3776405516641733e-20,1.9512259904024276e-19,6.186555190332608e-14,4.154094377808606e-27,4.357452667645785e-29,7.960677021029109e-18,4.32698589571392e-23,1.7530085666306155e-24
5.084643836931841e-09,0.4986789672008421,3.76,0.0,0.6839286488874725,0.999998543550467,1.205815238085489e-09,1.0665066966823685e-07,1.602739018438022e-08,0.0010875116541920959,0.001087567455980609,1.3515341519379315e-10,2.3028330955158199e-07,4.804326566733554e-08,3.6697026072207684e-09,8.511771124230511e-11,1.4397347579508954e-06,1.6968405166271208e-10,9.474391293833118e-08,1.3093990976898013e-06,1.4953529089055792e-06,1.5480561564604105e-07,4.703175225311364e-09,9.90133536827196e-10,1.0226306893215477e-09,1.0101369917570138e-08,2.5227615494272495e-14,8.805889012977617e-16,7.091348309497218e-12,2.4892115402988583e-13,9.728741028774004e-22,1.3447690727344469e-11,3.0908890287846947e-14,1.999151156669697e-16,1.2954303147566523e-19,1.2711069386838967e-20,6.825515199911417e-06,8.359471359016755e-10,6.732225524321168e-06,1.4503445604788877e-13,4.673588356983928e-18,3.7935660076797634e-16,1.362169671044543e-08,3.2240051246901084e-19,7.314141763409948e-18,1.4669473670211156e-10,6.412724865950114e-20,1.1823561516266027e-19,6.664749318724222e-23,2.4736775142710163e-20,2.04681597331056e-19,6.468766137143109e-14,4.450121147102269e-27,4.719948532061627e-29,8.352888231855827e-18,4.5878726332017264e-23,1.8467838836768287e-24
5.141717505104663e-09,0.49868009331872876,3.76,0.0,0.6839163507755605,0.9999985269797819,1.251954453816086e-09,1.0904335586898902e-07,1.644853663899752e-08,0.001099708145943248,0.0010997652063720021,1.3673807738885278e-10,2.360634222876935e-07,4.9100435766816e-08,3.792085146041437e-09,8.894324064691154e-11,1.4558667040629822e-06,1.7350906246196573e-10,9.529071499194938e-08,1.3272679646896767e-06,1.5180320939808872e-06,1.5522633056380834e-07,4.805160680696366e-09,1.0135292689125077e-09,1.056741538640022e-09,1.0332581615793222e-08,2.6218933804372508e-14,9.252214502235009e-16,7.137533788007229e-12,2.5573656778747395e-13,1.0263370050342568e-21,1.3659847716063236e-11,3.201897604835347e-14,2.0934252146426528e-16,1.3595888869341e-19,1.3360579615282614e-20,6.9019038650731895e-06,8.547884411114224e-10,6.806522789870146e-06,1.4870369689361644e-13,4.808004632597631e-18,3.892748318167729e-16,1.3928741168715791e-08,3.347758271220333e-19,7.74491183978637e-18,1.4926290124994927e-10,6.62981983478339e-20,1.237218555922413e-19,6.943987841415354e-23,2.5723124872924915e-20,2.1457842931900236e-19,6.760443015004101e-14,4.763391909858947e-27,5.107783781410812e-29,8.759850495542966e-18,4.861349142699394e-23,1.9443976910599825e-24
5.198791173277485e-09,0.4986812194264547,3.76,0.0,0.6839040527886435,0.9999985104033507,1.2992982336102532e-09,1.1146225036399672e-07,1.6875651737155945e-08,0.0011119044043409582,0.0011119627374505626,1.3832270964919024e-10,2.4191912248362196e-07,5.016851120041052e-08,3.9171011814298875e-09,9.289520168310303e-11,1.4719980409484746e-06,1.7737657856239561e-10,9.583821654269167e-08,1.3451665351565644e-06,1.540806288467739e-06,1.5564703308057383e-07,4.908149012604611e-09,1.0372147804141157e-09,1.0915895544868272e-09,1.0565975477471072e-08,2.7237681224213893e-14,9.715740052947606e-16,7.183664747430829e-12,2.6266110720679306e-13,1.0820503619415889e-21,1.3873161534268609e-11,3.31568213696651e-14,2.1910577057612158e-16,1.4261533019333137e-19,1.4035307874714688e-20,6.978287529153626e-06,8.738390326019034e-10,6.8807921976152295e-06,1.5242385342249674e-13,4.944678051867763e-18,3.993401649609059e-16,1.4239197126316846e-08,3.4748163859849955e-19,8.196202664592932e-18,1.5184093128596046e-10,6.851605462003661e-20,1.2939284507733504e-19,7.231133991943087e-23,2.6735814278711166e-20,2.2482037550054603e-19,7.06179096720184e-14,5.0946968193997376e-27,5.522408845401359e-29,9.181953992126603e-18,5.147876840593127e-23,2.0459599274385127e-24
5.255864841450307e-09,0.498682345524028,3.76,0.0,0.6838917549265902,0.9999984938211504,1.347863521068924e-09,1.139073422740306e-07,1.7308747407274463e-08,0.0011241004293874232,0.0011241600492187126,1.399073117328688e-10,2.4785051246922395e-07,5.124747322320709e-08,4.04477628098493e-09,9.697628879696064e-11,1.4881287704122363e-06,1.8128659589006576e-10,9.63864198102971e-08,1.3630947848232665e-06,1.5636755741161444e-06,1.5606776867368805e-07,5.012137541025782e-09,1.061190490056974e-09,1.1271820926473577e-09,1.080153722810012e-08,2.8284315890283458e-14,1.019692392100246e-15,7.229747900355595e-12,2.6969540934769484e-13,1.1400801580484217e-21,1.4087633230135484e-11,3.4322840979394144e-14,2.292130911356135e-16,1.4951845646129217e-19,1.4735930783777215e-20,7.054666192526352e-06,8.930988878799465e-10,6.955033758561033e-06,1.5619514513357158e-13,5.083622130895093e-18,4.095533200025621e-16,1.4553064236667944e-08,3.6052320705499543e-19,8.668763056546996e-18,1.54428617218217e-10,7.07813259405766e-20,1.352525577759175e-19,7.52630621497525e-23,2.777520335523505e-20,2.354147585036303e-19,7.37301677697036e-14,5.4448474438103346e-27,5.965326075319811e-29,9.619593996903102e-18,5.447926572694833e-23,2.1515820151065567e-24
5.3129385096231285e-09,0.498683471611458,3.76,0.0,0.6838794571892686,0.9999984772331572,1.3976672926471826e-09,1.1637862072434073e-07,1.7747835395893867e-08,0.0011362962210848327,0.001136357141678875,1.4149188349549944e-10,2.538576944682885e-07,5.233730312202685e-08,4.175135937372686e-09,1.0118922219131879e-10,1.5042588942742988e-06,1.8523911037739396e-10,9.69353267005203e-08,1.3810526935675307e-06,1.5866400367087222e-06,1.56488578889372e-07,5.11712359679069e-09,1.0854568123177015e-09,1.1635264937819189e-09,1.103925272780485e-08,2.9359299360393036e-14,1.0696231348664358e-15,7.275789559087176e-12,2.768401119069559e-13,1.2004934851049258e-21,1.4303263858162948e-11,3.5517452436536024e-14,2.3967282690068027e-16,1.5667444819615195e-19,1.546313532459441e-20,7.131039855564928e-06,9.125679844544716e-10,7.029247483707736e-06,1.6001779258539359e-13,5.224850398930447e-18,4.1991501811897935e-16,1.4870342153230439e-08,3.7390583121026433e-19,9.163360830998585e-18,1.5702575347903937e-10,7.309452373175607e-20,1.4130501087325674e-19,7.829623360882827e-23,2.884165256186858e-20,2.4636895154646473e-19,7.694329211387448e-14,5.814682083825892e-27,6.43810303153177e-29,1.0073171995031854e-17,5.761980834908745e-23,2.2613771894987313e-24
5.37001217779595e-09,0.49868459768875245,3.76,0.0,0.6838671595765473,0.9999984606393477,1.4487265581886854e-09,1.1887607484479228e-07,1.819292726654144e-08,0.0011484917794353734,0.0011485540148334689,1.4307642489587555e-10,2.599407706437479e-07,5.3437982216457555e-08,4.3082055658898035e-09,1.0553674865844138e-10,1.520388414369846e-06,1.8923411796342808e-10,9.748493891749059e-08,1.3990402444106608e-06,1.6096997651071447e-06,1.5690950222586987e-07,5.223104521927415e-09,1.1100141573690124e-09,1.2006300829556286e-09,1.127910797832547e-08,3.046309670652039e-14,1.1214134847816492e-15,7.321795666303343e-12,2.840958532553849e-13,1.263358587838537e-21,1.4520054476802777e-11,3.674107620799335e-14,2.504934418870364e-16,1.6408956935166396e-19,1.621761926467364e-20,7.207408518642859e-06,9.322462998364993e-10,7.103433384050935e-06,1.6389201730950354e-13,5.368376399660263e-18,4.304259818690208e-16,1.5191030529507986e-08,3.8763484990091247e-19,9.68078376461056e-18,1.596321385745984e-10,7.545616246346879e-20,1.4755426617172755e-19,8.141204696663597e-23,2.9935522831121e-20,2.576903796643765e-19,8.025939085514509e-14,6.20506733534214e-27,6.942376872234761e-29,1.05430959408884e-17,6.090534358886903e-23,2.375460573802987e-24
5.427085845968772e-09,0.4986857237559204,3.76,0.0,0.683854862088295,0.9999984440396991,1.5010583600925569e-09,1.213996937698216e-07,1.8644034404157822e-08,0.0011606871044412255,0.0011607506686849118,1.446609359399227e-10,2.660998431093588e-07,5.454949185849614e-08,4.444010505343456e-09,1.1002164125573824e-10,1.53651733254891e-06,1.9327161459383501e-10,9.80352580014465e-08,1.4170574232180997e-06,1.6328548509650106e-06,1.5733057439641715e-07,5.330077669529416e-09,1.134862931200318e-09,1.238500169828678e-09,1.1521089121063719e-08,3.159617649765093e-14,1.175111417415066e-15,7.36777181864101e-12,2.91463272436456e-13,1.328744859861804e-21,1.4738006147683813e-11,3.799413565402362e-14,2.616835199305402e-16,1.7177016649697229e-19,1.7000091117647514e-20,7.283772182133577e-06,9.521338115391347e-10,7.1775914705816925e-06,1.6781804178926084e-13,5.514213691024407e-18,4.410869351572558e-16,1.5515129019046196e-08,4.0171564192255514e-19,1.0221839693074796e-17,1.622475749680238e-10,7.786675963257661e-20,1.5400442994819068e-19,8.461169913256941e-23,3.105717557154017e-20,2.6938651864682433e-19,8.368059237426223e-14,6.616898448480205e-27,7.479855920520528e-29,1.1029780245636475e-17,6.434094174854025e-23,2.4939491722399818e-24
5.541233182314416e-09,0.498687975859914,3.76,0.0,0.6838302674846728,0.9999984108227911,1.6096078911569859e-09,1.2652538259275182e-07,1.9564339201301795e-08,0.0011850770544275643,0.0011851433184880058,1.4782986696988745e-10,2.786463851651506e-07,5.680492834459496e-08,4.723927315717751e-09,1.1941473933007868e-10,1.5687733706265188e-06,2.0147405880176213e-10,9.913802223553129e-08,1.4531806207464045e-06,1.6794514740182653e-06,1.581732957454457e-07,5.546990096019458e-09,1.1854363701624876e-09,1.3165690035839987e-09,1.2011374293292015e-08,3.3952074218321606e-14,1.28842535252034e-15,7.459655142345893e-12,3.0653570363427155e-13,1.4673639085559064e-21,1.51773969060154e-11,4.059026868177551e-14,2.8520696610438817e-16,1.879535623156103e-19,1.865188333284781e-20,7.436484511846831e-06,9.925363339684815e-10,7.325824246148892e-06,1.7582638437364122e-13,5.8128764433252366e-18,4.628617121464473e-16,1.6173554952285377e-08,4.309542496939875e-19,1.1378177859226983e-17,1.6750482945172864e-10,8.28369135973612e-20,1.6752411829033885e-19,9.126732832347942e-23,3.338527640822413e-20,2.939330655524197e-19,9.084691143723398e-14,7.508618091959043e-27,8.661612711357591e-29,1.2055118136898652e-17,7.168319636371769e-23,2.744618906098249e-24
5.6553805186600594e-09,0.4986902279235147,3.76,0.0,0.6838056733773541,0.9999983775822464,1.723452848467152e-09,1.317556003587857e-07,2.0508837430500895e-08,0.0012094660710611986,0.0012095350911074574,1.5099867671534425e-10,2.914981367606032e-07,5.910346403340388e-08,5.015087576774239e-09,1.2939121581894868e-10,1.6010270235965432e-06,2.09846410698846e-10,1.00243628862052e-07,1.4894222245569841e-06,1.7264306897415745e-06,1.59016977984517e-07,5.767839917974798e-09,1.2371802974676678e-09,1.3977911702194802e-09,1.2510000089026773e-08,3.6430810809927866e-14,1.409963183599983e-15,7.551478081022505e-12,3.2206253120394253e-13,1.6169286771217078e-21,1.5621444680679233e-11,4.3309296084208113e-14,3.1031422421627245e-16,2.0527704161766465e-19,2.0424394231437288e-20,7.589176847690942e-06,1.0337753718887908e-09,7.473945898248345e-06,1.8404461857913544e-13,6.120947398368808e-18,4.852451660567493e-16,1.6845617182148355e-08,4.616654809453076e-19,1.2639244127163891e-17,1.7279601188114145e-10,8.800918595188711e-20,1.818978138927026e-19,9.827278462649759e-23,3.5828856093589604e-20,3.2006937854768565e-19,9.845967297638299e-14,8.497591781951958e-27,9.99852819364078e-29,1.3152630062108197e-17,7.968962507693707e-23,3.014359912469966e-24
5.769527855005703e-09,0.498692479946803,3.76,0.0,0.6837810797652929,0.9999983443178798,1.8427306782666032e-09,1.3709026030576561e-07,2.147761405902845e-08,0.001233854154359399,0.0012339259865625338,1.5416736522439117e-10,3.0465591362031974e-07,6.144495088659383e-08,5.317691298788183e-09,1.399741800994639e-10,1.6332783067762188e-06,2.1838863809029897e-10,1.013520854141137e-07,1.5257822087593937e-06,1.7737933172828e-06,1.5986182076621493e-07,5.992606349826149e-09,1.2900978199686634e-09,1.4822246043576432e-09,1.301686049752724e-08,3.9036260961687526e-14,1.5401348535392972e-15,7.643274742720682e-12,3.380488916374817e-13,1.778035763880827e-21,1.6070158054509167e-11,4.615470906726283e-14,3.3707828772928135e-16,2.2379432289772763e-19,2.2323679564592777e-20,7.74184919265116e-06,1.0758507454796494e-09,7.621956514647412e-06,1.9247455656667398e-13,6.4385355238915605e-18,5.082431335133074e-16,1.75313129385075e-08,4.938938066317735e-19,1.4012241563795906e-17,1.781196751384261e-10,9.338782575727643e-20,1.9715997465617025e-19,1.0563780549380519e-22,3.8390823762311435e-20,3.4785701188984146e-19,1.0653661644171359e-13,9.592062461819892e-27,1.150702416853214e-28,1.4325865357995345e-17,8.840533231847531e-23,3.304176085358013e-24
5.883675191351347e-09,0.49869473192985947,3.76,0.0,0.6837564866474459,0.999998311029505,1.9675792892633314e-09,1.4252927574289717e-07,2.2470751485246643e-08,0.0012582413043393582,0.0012583160048724703,1.5733593247926286e-10,3.181205313134236e-07,6.382924136719877e-08,5.631937312220071e-09,1.5118714458922867e-10,1.665527235704216e-06,2.2710070888931386e-10,1.0246339789689339e-07,1.5622605769800376e-06,1.8215402051337354e-06,1.607079941715281e-07,6.221268775763858e-09,1.3441919861651802e-09,1.56992700412833e-09,1.35318516013574e-08,4.177235568222122e-14,1.6793620198637509e-15,7.735075371071603e-12,3.5449993219631715e-13,1.951300344177413e-21,1.6523545636685163e-11,4.913004539619143e-14,3.6557408684334e-16,2.4356042767689996e-19,2.4355968768993793e-20,7.894501549711752e-06,1.1187622749536414e-09,7.769856183042603e-06,2.0111802340281493e-13,6.76575001328173e-18,5.318614697077962e-16,1.8230639451901448e-08,5.276843424869206e-19,1.5504713397281986e-17,1.8347442706777152e-10,9.897713071482056e-20,2.133457797031136e-19,1.1337220482420943e-22,4.107409683741129e-20,3.77358262754183e-19,1.1509579172273262e-13,1.0800781985469865e-26,1.3204856314948238e-28,1.5578478781801555e-17,9.787751155268464e-23,3.615101729074284e-24
