Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727)
0.008106973670313423,0.5815976102394419,3.76,0.0,0.24035364911879997,0.7907830653266805,0.23386723080156718,0.006417889390909124,2.5353734848726763e-05,0.2579422918681679,0.3192471352782432,8.833826756032518e-14,0.06266549916966306,1.0661752486814208e-09,9.0226470413312e-06,0.09007536500633424,0.004864705723127208,0.0201259037834034,3.273000219141015e-05,1.420620622159154e-05,0.21270962058819615,1.71166419659958e-05,5.593392064388567e-06,0.022371545714121265,0.0025779519074512485,1.129094472741261e-06,6.68163884226555e-07,7.273484942181586e-05,9.950399018047256e-07,0.0032461629266685985,2.8107544645115085e-09,0.006038942088522554,4.18188153565685e-07,7.093788711597693e-05,2.1924926414686583e-06,5.77610276384748e-07,5.375113265460299e-05,0.009581667233024409,0.00010143778312177011,0.0004125470032639602,4.973725192842856e-12,1.0746961053264356e-09,0.0006878915550330905,4.508987621010435e-06,1.1715637224771525e-10,7.530215233158034e-07,5.8160236385527566e-09,9.932346539874229e-06,2.6346328891787613e-09,9.249587411924146e-15,3.0704662898944563e-12,0.0015349148071745625,2.9009114753527703e-09,2.137164918320652e-10,1.1127436944655939e-05,1.9218833366623378e-13,9.546802368023833e-13,9.417736559914901e-13,1.8320169680372604e-05,1.497082849916541e-09,1.3657275809485274e-07,1.6757707993625786e-08,2.264830542009235e-10,0.0009954433109204373,4.126306913122232e-10,1.4959715609791319e-06,7.732857428794413e-06,1.1688214467219677e-05,9.736185952346851e-09,1.4681467516084982e-12,6.746135504274404e-14,4.5862876468138877e-10,6.809980341234395e-10,4.1649122173575016e-06,2.197232872102105e-12,9.933205619258046e-14,1.8812656106795774e-06,8.826052706099625e-13,4.060725773036507e-10,7.088347173802111e-07,4.998745409649103e-07,1.423242454164475e-05,2.82002857265252e-14,3.868982917493887e-09,6.735660078278594e-06,4.3901117259869647e-07,6.7895137219479195e-15,2.597646382856884e-13,2.4131347654902308e-11,3.5132106875472e-10,4.1811437263176295e-13,3.404494329974625e-07,1.7532715000283162e-14,2.6584897484631214e-11,1.4129634818866393e-07,7.121928283478742e-14,3.4891100310712707e-07
0.008116604467780904,0.5817162600061502,3.76,0.0,0.2391061944684133,0.7894436748312885,0.23527930066646682,0.0064792450995828105,2.550292977869539e-05,0.2577872937537408,0.31956891555107225,8.883096139465671e-14,0.06289619302883004,1.071299423709971e-09,9.089007739810587e-06,0.09085977399643445,0.004871251031094484,0.020192730187956483,3.2865097502600216e-05,1.4264882694871171e-05,0.21344603570906157,1.7217329208523684e-05,5.626763755588261e-06,0.022456433975897822,0.0025969260461589042,1.1403135937189323e-06,6.75470840784743e-07,7.344026324550465e-05,9.97253858428129e-07,0.003289195548628858,2.832629753398412e-09,0.0061018794352582385,4.226382084207794e-07,7.159787716169985e-05,2.224789430763725e-06,5.818782466361095e-07,5.4288428293548365e-05,0.00968491972386235,0.00010237290596461648,0.00041770509815923756,5.039755360424149e-12,1.0801502117585561e-09,0.00069727023578897,4.575028895238702e-06,1.191582222547052e-10,7.608008841333142e-07,5.979296967537067e-09,1.0170090975443078e-05,2.7079983743627794e-09,9.374529599932862e-15,3.1111040929468303e-12,0.0015547419460653158,2.9704167750758727e-09,2.1874277356854192e-10,1.1274234971118652e-05,1.9472440880579235e-13,9.617342618581668e-13,9.601385674939139e-13,1.837812657893976e-05,1.535556106277655e-09,1.393023542978606e-07,1.696728676443806e-08,2.3017421408006664e-10,0.0009988728022547657,4.184389910551635e-10,1.5258331031092683e-06,7.777247500146407e-06,1.176948650715345e-05,9.855346437307236e-09,1.4833052013783118e-12,6.815787643947728e-14,4.6309829260954624e-10,6.859616463731021e-10,4.238384520858057e-06,2.2331415289488883e-12,1.0123622383259895e-13,1.9203097530424035e-06,8.974389683536517e-13,4.128261076750333e-10,7.234101970637189e-07,5.035260531875043e-07,1.4357869937876176e-05,2.867310337637035e-14,3.919038603668661e-09,6.837378737168373e-06,4.477347597288556e-07,6.924428152049213e-15,2.6418661183433324e-13,2.4214945377144015e-11,3.592594546245286e-10,4.234390671894938e-13,3.4478100934764117e-07,1.7788635260744074e-14,2.6955708146764224e-11,1.4319734802609552e-07,7.218273014878535e-14,3.55972615532023e-07
0.008125272185501636,0.5818233206669537,3.76,0.0,0.237983664550388,0.7882330343019769,0.23655456454099252,0.006534828906371397,2.563747660177876e-05,0.2576459155363549,0.3198594080401278,8.927730570361112e-14,0.06310384834066365,1.0759459068288997e-09,9.148998967790146e-06,0.09157069042363551,0.004877072748366513,0.02025255804102829,3.298642391221398e-05,1.431779507291983e-05,0.21410646515775605,1.730808480068466e-05,5.656886368415358e-06,0.02253274632035083,0.0026140939333567747,1.1504794826519299e-06,6.820949338564187e-07,7.407815776571882e-05,9.992188874555512e-07,0.0033283406830522315,2.8523271918162594e-09,0.00615891702308112,4.266714343051615e-07,7.219454722298484e-05,2.2541941194023045e-06,5.857199771901013e-07,5.477489378940077e-05,0.009778506067057288,0.000103219290287821,0.00042239938665312315,5.099821476184324e-12,1.0850537419872067e-09,0.0007058042152117432,4.635186066047228e-06,1.209863369334451e-10,7.678394635462201e-07,6.130043668991066e-09,1.0389089676437586e-05,2.775806812977926e-09,9.488013198812132e-15,3.1479974807543014e-12,0.0015727913102876292,3.0344086774226797e-09,2.2336241589632763e-10,1.140782746342905e-05,1.9703235894525402e-13,9.680838033116859e-13,9.769480055808883e-13,1.8430251436165303e-05,1.5710057708212924e-09,1.418016057391171e-07,1.7157346583171832e-08,2.335403805012676e-10,0.0010019635945844694,4.2372016126989626e-10,1.5531500673204561e-06,7.817135790772955e-06,1.1842689252230351e-05,9.963626570321058e-09,1.4970356270190418e-12,6.878878081810686e-14,4.671437921876907e-10,6.904475600041774e-10,4.305505250586496e-06,2.2659154744288236e-12,1.0297885555242883e-13,1.9560818210088657e-06,9.109414733039067e-13,4.189854244099508e-10,7.367638375408683e-07,5.06817670449145e-07,1.4471154269551873e-05,2.910346217391862e-14,3.9644553811321595e-09,6.930009955439863e-06,4.5572143381855185e-07,7.047945873027867e-15,2.682264302475962e-13,2.4289918109279437e-11,3.6654554292637075e-10,4.2827723141751315e-13,3.487152079103471e-07,1.8021389776963492e-14,2.7292765343137673e-11,1.4492401176878086e-07,7.305792382058596e-14,3.624394044364495e-07
0.008133939903222368,0.5819306423180395,3.76,0.0,0.23686134186320434,0.7870174850770414,0.23783398076478068,0.006590757453022788,2.5772272771000648e-05,0.2575027579533943,0.32015075476943516,8.972641447207998e-14,0.0633115281753168,1.0806254419163e-09,9.209240890151337e-06,0.09228631118064183,0.004882828340531938,0.02031207993146899,3.3107494013554754e-05,1.4370803958250763e-05,0.2147646251151033,1.7398964596127218e-05,5.6870912519404055e-06,0.02260897199090275,0.0026313482214423184,1.1607102175439225e-06,6.887642603904226e-07,7.471887635360236e-05,1.001157466094674e-06,0.003367882289539776,2.8720313043004178e-09,0.006216327533705487,4.307312963490864e-07,7.279371900424803e-05,2.2839206314911993e-06,5.895617497801513e-07,5.5264093516900276e-05,0.009872716043783775,0.0001040701792487818,0.0004271433474161397,5.160496892488949e-12,1.08995191194507e-09,0.0007144270738126323,4.6960304346177425e-06,1.228397667599223e-10,7.749128277818366e-07,6.28447410979468e-09,1.0612956366354609e-05,2.8453437942675387e-09,9.602476573132872e-15,3.1851925277959956e-12,0.0015910366077028257,3.0997918067241515e-09,2.2807469194091187e-10,1.1542828116600052e-05,1.9936464925592476e-13,9.744334121492284e-13,9.940274667304742e-13,1.8482339776327964e-05,1.6072522181222735e-09,1.4434179266001058e-07,1.734876414910808e-08,2.3694871676324757e-10,0.001005058516184945,4.290523395134123e-10,1.580890385316438e-06,7.856959759691227e-06,1.1915940422586157e-05,1.007289049599242e-08,1.5108487062378312e-12,6.942348286051589e-14,4.71210810239e-10,6.949509678683066e-10,4.373580813701506e-06,2.2991255416459698e-12,1.0474924412956135e-13,1.992461912563829e-06,9.24588346889805e-13,4.2522227281188447e-10,7.503441269537667e-07,5.101139918106899e-07,1.4584792575669913e-05,2.9538395571329145e-14,4.0102183267487886e-09,7.023675862787317e-06,4.638382864454051e-07,7.173476869138357e-15,2.7232385678358264e-13,2.436463405851684e-11,3.7396797435622376e-10,4.3315910247208977e-13,3.5268332990266105e-07,1.825644558197516e-14,2.7632990968375787e-11,1.4666566562764022e-07,7.39408131160287e-14,3.6901323491219913e-07
0.0081426076209431,0.5820382245905575,3.76,0.0,0.23573926271552104,0.7857970346519685,0.23911753248153317,0.006647030909523225,2.590731064562125e-05,0.2573578226828715,0.3204429662113692,9.017828430917062e-14,0.06351922799002438,1.0853381697198666e-09,9.269731727353833e-06,0.09300665186517758,0.004888517133284201,0.02037128939735579,3.3228297649630394e-05,1.4423908018304663e-05,0.2154204685361837,1.7489963233058604e-05,5.717377277783622e-06,0.0226851069384903,0.0026486889381654517,1.1710056095386304e-06,6.954787503336142e-07,7.536238043791453e-05,1.0030692766265487e-06,0.003407822836007847,2.891739644487433e-09,0.006274110601086862,4.348177439475151e-07,7.339535651014543e-05,2.3139708798140903e-06,5.934030895788445e-07,5.575601471586329e-05,0.009967548791116162,0.00010492555496222673,0.0004319373709895208,5.2217854064238175e-12,1.0948442691837215e-09,0.000723139401765608,4.757566838594883e-06,1.2471877993484679e-10,7.820205706904691e-07,6.442669912800509e-09,1.0841793163637488e-05,2.9166514774661496e-09,9.717919161061939e-15,3.2226885978543576e-12,0.001609479560341495,3.1665954153976528e-09,2.328812651727789e-10,1.167924800292853e-05,2.0172147143549324e-13,9.80782303548819e-13,1.0113804507893183e-12,1.8534389847285068e-05,1.6443115568502846e-09,1.4692346445888189e-07,1.7541534079394532e-08,2.403995770413906e-10,0.0010081576680058316,4.344356492996611e-10,1.6090589097109875e-06,7.896714680932161e-06,1.198923372261948e-05,1.0183141768857637e-08,1.5247439199720584e-12,7.00619587707174e-14,4.752991602049123e-10,6.994716833726743e-10,4.442622460125402e-06,2.3327761624247818e-12,1.0654777530934517e-13,2.0294587570372076e-06,9.38379741462724e-13,4.315372970474184e-10,7.641543223221089e-07,5.134147475252555e-07,1.4698775662504826e-05,2.997790756280132e-14,4.056326165080717e-09,7.118383485458097e-06,4.720871307287533e-07,7.301049181222805e-15,2.764795861643538e-13,2.4439087889612665e-11,3.815289733501207e-10,4.3808485567695494e-13,3.5668539325899225e-07,1.849380524415565e-14,2.7976400308613645e-11,1.4842236288789876e-07,7.483142702281017e-14,3.7569563075057436e-07
0.008151275338663833,0.582146067095713,3.76,0.0,0.23461746365104422,0.7845716909880334,0.24040520239726074,0.006703649412701849,2.6042582282738782e-05,0.2572111115299374,0.3207360528447841,9.063290966912517e-14,0.06372694322544768,1.0900842010958027e-09,9.330469522743846e-06,0.09373172782944786,0.004894138454701254,0.020430179956636554,3.3348824266617024e-05,1.4477105766914438e-05,0.2160739483105277,1.7581074998495993e-05,5.74774324590611e-06,0.02276114708390309,0.002666116103917411,1.1813654471587883e-06,7.022383143865993e-07,7.60086304652264e-05,1.0049540048793362e-06,0.00344816476992472,2.9114497379139245e-09,0.006332265800164303,4.389307149621649e-07,7.399942280423748e-05,2.34434674934997e-06,5.972435161274638e-07,5.6250644109182364e-05,0.010063003335478105,0.00010578539881914327,0.00043678184668805264,5.283690783404037e-12,1.0997303516011146e-09,0.0007319417853967023,4.8198000635840715e-06,1.2662364890827935e-10,7.891622761939332e-07,6.604714148216221e-09,1.1075704038805868e-05,2.98977302577766e-09,9.83434012556216e-15,3.2604849590851164e-12,0.0016281218952723254,3.2348492945015775e-09,2.377838210421345e-10,1.1817098190148309e-05,2.041030171080724e-13,9.871296833781898e-13,1.02901042491393e-12,1.8586399782352816e-05,1.682200175848454e-09,1.4954717583189182e-07,1.7735650673867198e-08,2.438933115095636e-10,0.0010112611527430472,4.39870198614267e-10,1.6376605052753132e-06,7.936395781350401e-06,1.2062562770779797e-05,1.0294384089821559e-08,1.5387207326070422e-12,7.070418390940139e-14,4.794086462463279e-10,7.040095089665008e-10,4.512641520750293e-06,2.366871897433684e-12,1.083748380090397e-13,2.067081165896021e-06,9.523157735831247e-13,4.3793114014318395e-10,7.78197710465771e-07,5.167196645467064e-07,1.4813094135006277e-05,3.0422000987429076e-14,4.102777508384416e-09,7.214139798213381e-06,4.804697972382462e-07,7.430691119997376e-15,2.806943112006419e-13,2.451327425971499e-11,3.8923079990726194e-10,4.430546634113157e-13,3.6072140832656126e-07,1.8733470720342797e-14,2.832300854545449e-11,1.5019415620540603e-07,7.572979421712837e-14,3.824881312536817e-07
0.008159943056384565,0.5822541694237643,3.76,0.0,0.23349598144326733,0.7833414625166347,0.2416969727784474,0.0067606130658713305,2.6178079663028465e-05,0.2570626264280361,0.32103002515313994,9.10902849196811e-14,0.06393466930637684,1.0948636502261582e-09,9.391452232760712e-06,0.09446155417409219,0.004899691635166515,0.020488745108420692,3.346906328789766e-05,1.4530395634456455e-05,0.21672501727173887,1.7672294077612183e-05,5.778187924026805e-06,0.02283708831840977,0.0026836297316245542,1.1917894851154085e-06,7.090428473215691e-07,7.665758574059911e-05,1.0068113231475154e-06,0.0034889105173493587,2.9311590813592307e-09,0.006390792646039927,4.4307013779583386e-07,7.46058799666805e-05,2.375050096037262e-06,6.010825431641189e-07,5.674796787268385e-05,0.010159078591053508,0.00010664969122949887,0.00044167716246696937,5.34621675319443e-12,1.1046096936904198e-09,0.0007408348069696539,4.882734838026576e-06,1.2855463478912998e-10,7.963375124537509e-07,6.770691338997732e-09,1.1314794835791872e-05,3.0647524864047504e-09,9.951737884176636e-15,3.2985806344035716e-12,0.001646965344340508,3.3045837656738775e-09,2.427840659403583e-10,1.1956389738214463e-05,2.0650947777583774e-13,9.934747479392771e-13,1.0469209230013342e-12,1.8638367615279397e-05,1.720934695242096e-09,1.5221348330215517e-07,1.793110776795017e-08,2.474302682826737e-10,0.0010143690748314926,4.4535608503627976e-10,1.6667000476684692e-06,7.975998242097006e-06,1.2135921098998522e-05,1.0406620327644679e-08,1.5527785602689749e-12,7.135013140790343e-14,4.835390586028668e-10,7.085642427650328e-10,4.58364940701202e-06,2.4014169420591283e-12,1.102308247641198e-13,2.105338032347944e-06,9.663965222574417e-13,4.444044386459777e-10,7.924776073721608e-07,5.200284660935975e-07,1.4927738395945289e-05,3.0870677470563624e-14,4.1495708727097545e-09,7.31095172185792e-06,4.889881340677655e-07,7.562431267210202e-15,2.8496873226381003e-13,2.4587187819405678e-11,3.97075721854849e-10,4.4806869464007853e-13,3.6479137729653823e-07,1.89754431456468e-14,2.8672830757148085e-11,1.5198109762097925e-07,7.663594306923665e-14,3.8939229118564704e-07
0.008168610774105297,0.5823625311449496,3.76,0.0,0.23237485309202296,0.7821063581451528,0.2429928254496311,0.006817921938407708,2.6313794741652842e-05,0.2569123694400232,0.32132489362244493,9.155040503857794e-14,0.0641424016416496,1.0996766489989103e-09,9.452677861654717e-06,0.09519614574183714,0.004905176006171518,0.02054697833433932,3.358900430961607e-05,1.4583776139284162e-05,0.21737362820520967,1.776361481709164e-05,5.8087101018357234e-06,0.02291292650393565,0.0027012298266524963,1.2022774822058914e-06,7.158922497695373e-07,7.730920450148751e-05,1.0086409125446317e-06,0.003530062481865457,2.9508651389523233e-09,0.0064496905931927,4.4723594413974104e-07,7.521468909968033e-05,2.406082745666665e-06,6.049196787396293e-07,5.724797159392216e-05,0.010255773358306472,0.00010751841179629816,0.0004466237047654302,5.409367012615326e-12,1.1094818297259012e-09,0.0007498190444568572,4.9463758324692454e-06,1.3051200381663917e-10,8.035458355369953e-07,6.940687532896239e-09,1.155917329734275e-05,3.1416348418331676e-09,1.0070110994107637e-14,3.3369746842516714e-12,0.001666011643930954,3.3758297221351797e-09,2.4788373146926296e-10,1.2097133697045252e-05,2.089410447748152e-13,9.998166841185816e-13,1.06511550020543e-12,1.8690291423803382e-05,1.7605319987143077e-09,1.5492294737734144e-07,1.8127898883741263e-08,2.510107968885867e-10,0.0010174815404067979,4.508934034473896e-10,1.6961824221704863e-06,8.015517200262134e-06,1.220930215347904e-05,1.0519853459248885e-08,1.5669168009448433e-12,7.199977364902321e-14,4.876901865748771e-10,7.131356799628921e-10,4.655657610069339e-06,2.4364156378283666e-12,1.1211613293539675e-13,2.144238330849724e-06,9.806220245182441e-13,4.5095782759178133e-10,8.06997358259447e-07,5.23340871753647e-07,1.5042698647014833e-05,3.132393728476389e-14,4.196704666261383e-09,7.408826120232653e-06,4.976440067670546e-07,7.696298474573847e-15,2.893035591455067e-13,2.466082321371814e-11,4.0506604124288345e-10,4.5312711450466894e-13,3.6889529411615607e-07,1.9219723322345418e-14,2.902588190725678e-11,1.5378323854084717e-07,7.754990163212129e-14,3.9640968079485846e-07
0.00817727849182603,0.5824711518080702,3.76,0.0,0.23125411581843028,0.780866387259881,0.2442927417918556,0.006875576065336432,2.6449719227906182e-05,0.2567603427592884,0.321620668739333,9.201326364178128e-14,0.06435013562480411,1.1045233101990435e-09,9.5141443060281e-06,0.09593551711172486,0.004910590901472515,0.020604873099993953,3.370863675896052e-05,1.4637245750139374e-05,0.21801973385869206,1.7855031400424478e-05,5.8393085256477215e-06,0.022988657473533194,0.002718916386715021,1.2128291868163837e-06,7.227864097977585e-07,7.796344395002187e-05,1.0104424639568513e-06,0.00357162304365222,2.9705653445657974e-09,0.006508959034650656,4.5142805849359755e-07,7.582581032653965e-05,2.43744649295103e-06,6.087544252433094e-07,5.775064025856938e-05,0.010353086322375275,0.00010839153933640442,0.0004516218583590642,5.47314522334182e-12,1.114346286886765e-09,0.0007588950713187214,5.010727655103315e-06,1.3249603044309902e-10,8.107867909489821e-07,7.11479028742064e-09,1.1808949088630541e-05,3.2204661165533425e-09,1.0189457955702257e-14,3.3756661433128616e-12,0.0016852625347165487,3.4486186236018716e-09,2.5308457260219146e-10,1.2239341104150597e-05,2.1139790923125136e-13,1.0061546694385222e-12,1.0835977293432819e-12,1.8742169310595547e-05,1.801009252672722e-09,1.576761336328227e-07,1.832601723154047e-08,2.5463524419213734e-10,0.0010205986572919701,4.564822361590752e-10,1.7261125224497361e-06,8.054947749496951e-06,1.2282699295389776e-05,1.0634086858595368e-08,1.581134843453134e-12,7.26530825497587e-14,4.918618141523172e-10,7.177236063784887e-10,4.728677700136159e-06,2.4718725756505104e-12,1.1403116350908162e-13,2.1837911166273377e-06,9.949922772712115e-13,4.575919410205555e-10,8.217603373744803e-07,5.266565974303391e-07,1.5157964887873431e-05,3.178177940915935e-14,4.244177182262758e-09,7.5077697973900425e-06,5.06439298266069e-07,7.832321862592587e-15,2.936995026987069e-13,2.4734175083270276e-11,4.132040989693596e-10,4.582300847296744e-13,3.7303314437463047e-07,1.9466311526875238e-14,2.938217684342211e-11,1.5560062972410726e-07,7.847169763543846e-14,4.035418858066291e-07
0.008185946209546761,0.5825800309415576,3.76,0.0,0.23013380705864295,0.7796215597291046,0.2455967027413195,0.00693357544697093,2.658584467258845e-05,0.2566065487109138,0.3219173609889437,9.247885291830758e-14,0.06455786663502622,1.1094037312941075e-09,9.575849313350743e-06,0.09667968259303812,0.004915935658017088,0.020662422856451583,3.3827949944020865e-05,1.4690802845205576e-05,0.21866328695376477,1.7946537795426102e-05,5.869981884315589e-06,0.02306427703206249,0.0027366894017723906,1.2234443064776288e-06,7.297251910046273e-07,7.862026015569525e-05,1.01221566089144e-06,0.003613594558386547,2.9902571046354902e-09,0.00656859730118159,4.556463910823764e-07,7.643920277460866e-05,2.469143100123866e-06,6.125862794810033e-07,5.8255958266854516e-05,0.0104510160514427,0.0001092690517160368,0.0004566720062082074,5.537555006188827e-12,1.1192025870753255e-09,0.0007680634562667404,5.075794846742868e-06,1.3450697769100506e-10,8.180599098344947e-07,7.2930886228806095e-09,1.2064233819435956e-05,3.3012932943209056e-09,1.0309776435809544e-14,3.4146537734512226e-12,0.0017047197613693757,3.522982481194815e-09,2.5838836506244147e-10,1.238302298095225e-05,2.1388026200835176e-13,1.0124878722132635e-12,1.102371173904085e-12,1.8793999342888157e-05,1.8423838642921954e-09,1.6047360904771206e-07,1.8525455573160393e-08,2.583039517981091e-10,0.0010237205349878686,4.6212264946613646e-10,1.7564952490407269e-06,8.094284940728435e-06,1.2356105800748638e-05,1.0749323123400947e-08,1.595432028342332e-12,7.331002775518853e-14,4.960537092815432e-10,7.223278007710618e-10,4.802721325851673e-06,2.5077920013912933e-12,1.159763202478591e-13,2.2240055251656405e-06,1.0095072373986225e-12,4.643074065150892e-10,8.367699472994341e-07,5.299753555534917e-07,1.527352691483172e-05,3.224420153089552e-14,4.291986609053917e-09,7.607789494861591e-06,5.153759088854995e-07,7.970530820733141e-15,2.9815727412950343e-13,2.4807238065452305e-11,4.2149224541741925e-10,4.633777636184761e-13,3.7720490499093275e-07,1.9715207108323712e-14,2.974173029912572e-11,1.574333212885958e-07,7.940135848736261e-14,4.1079050736661484e-07
0.008194613927267494,0.5826891680526375,3.76,0.0,0.2290139644598007,0.7783718859079551,0.24690468878755426,0.006991920048558772,2.6722162619208615e-05,0.25645098975272307,0.32221498085288575,9.294716569230804e-14,0.06476559003739218,1.1143180287911262e-09,9.637790652339975e-06,0.09742865621944356,0.004921209614937824,0.02071962104163195,3.394693326121795e-05,1.4744445826916047e-05,0.21930424019373598,1.8038128054989205e-05,5.900728879384455e-06,0.023139780956464084,0.0027545488539466056,1.2341225418267303e-06,7.36708460114755e-07,7.927960811172886e-05,1.0139601875078986e-06,0.0036559793561769323,3.009937796688009e-09,0.006628604660634146,4.598908533648273e-07,7.705482458467522e-05,2.5011742957033617e-06,6.164147328704585e-07,5.8763909438530986e-05,0.010549560995436396,0.00011015092598620268,0.00046177452930631457,5.6025999430012615e-12,1.1240502519592424e-09,0.0007773247630405473,5.141581880804622e-06,1.3654510707566395e-10,8.253647104969234e-07,7.47567310252904e-09,1.2325141066066163e-05,3.3841643213954126e-09,1.0431063980836322e-14,3.4539362911796225e-12,0.0017243850723210666,3.598953894527177e-09,2.637969093370551e-10,1.252819033018625e-05,2.163882936562864e-13,1.0188154518459942e-12,1.1214394134830625e-12,1.8845779547973184e-05,1.884673499930503e-09,1.6331594374327333e-07,1.8726206311743767e-08,2.620172620114441e-10,0.0010268472846455185,4.678147058450441e-10,1.7873355080147846e-06,8.133523782807601e-06,1.2429514860927611e-05,1.086556452239729e-08,1.6098076657603411e-12,7.397057758954687e-14,5.00265635281565e-10,7.269480393658152e-10,4.877800213484429e-06,2.5441780970441487e-12,1.1795201164594492e-13,2.264890771638998e-06,1.0241668182448544e-12,4.711048480018255e-10,8.520296187858229e-07,5.332968553818783e-07,1.538937432117715e-05,3.2711199933935744e-14,4.340131025176751e-09,7.708891888900345e-06,5.244557562959504e-07,8.110955006790382e-15,3.0267759460068796e-13,2.4880006795464804e-11,4.2993285805819186e-10,4.685703055654034e-13,3.8141054409627296e-07,1.996640894559732e-14,3.010455688660593e-11,1.5928136269995192e-07,8.03389112680617e-14,4.1815716201994456e-07
0.008203281644988226,0.5827985626269732,3.76,0.0,0.22789462587574744,0.7771173766420097,0.24821667997196253,0.007050609799933179,2.685866442710465e-05,0.256293668476215,0.3225135388073698,9.341819449887562e-14,0.06497330118326454,1.1192663164244578e-09,9.699966057397133e-06,0.09818245174348718,0.004926412113574487,0.020776461081724987,3.406557605266829e-05,1.4798173093734839e-05,0.21994254627248083,1.812979620805741e-05,5.9315481997428554e-06,0.02321516499613668,0.002772494717444786,1.2448635985854487e-06,7.437360826497935e-07,7.994144180903598e-05,1.0156757389880988e-06,0.0036987797406974475,3.029604769581868e-09,0.006688980317234581,4.641613561542801e-07,7.767263292099376e-05,2.5335417737357106e-06,6.202392715129822e-07,5.927447700953801e-05,0.010648719484681372,0.00011103713845379143,0.00046692980653160673,5.668283577411126e-12,1.1288887982792173e-09,0.0007866795501982466,5.20809316088435e-06,1.3861069385479408e-10,8.327007007331369e-07,7.662635870008484e-09,1.2591786393888386e-05,3.4691282310132687e-09,1.0553318385534325e-14,3.493512484326075e-12,0.0017442602195306294,3.6765660586488618e-09,2.693120307581568e-10,1.2674854134193204e-05,2.1892219437306718e-13,1.0251365589409583e-12,1.1408060853566581e-12,1.8897507963371763e-05,1.9278961159799788e-09,1.662037137295454e-07,1.8928261557973e-08,2.6577551666102216e-10,0.0010299790190426922,4.735584603966949e-10,1.818638209862653e-06,8.17265924318881e-06,1.2502919583593394e-05,1.0982814009021176e-08,1.6242610663533964e-12,7.463470040510107e-14,5.044973552807338e-10,7.315840908685287e-10,4.953926166183437e-06,2.581035438666452e-12,1.1995865057149626e-13,2.3064561503191114e-06,1.0389708900323301e-12,4.779848888102903e-10,8.675428107895882e-07,5.366208026995417e-07,1.5505496498311084e-05,3.318276951347373e-14,4.388608390447366e-09,7.81108358765523e-06,5.336807754107202e-07,8.253624345225792e-15,3.072611910690375e-13,2.4952475907339996e-11,4.385283581432933e-10,4.738078611307549e-13,3.856500209558641e-07,2.0219915539600058e-14,3.0470671092775865e-11,1.6114480275163303e-07,8.128438272015935e-14,4.2564348170096034e-07
