Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727)
0.00019122453822687985,0.5347314182549181,3.76,0.0,0.7798298175049272,0.9999877079019689,1.2767491630720649e-06,1.064834923423181e-06,7.6594694718894e-10,0.009938264757017338,0.009938387698810794,1.403973019238119e-15,4.454698530890623e-06,1.858721653198352e-11,1.657911104461935e-10,1.766904976681875e-07,1.0876706451876382e-05,3.764049839841411e-07,8.739811004668067e-09,6.098532440926141e-09,1.1438433159122136e-05,3.787080237858057e-09,7.234178898803311e-11,4.1557103934176884e-08,6.026641725125825e-09,5.737377874958337e-11,3.1653655157051462e-15,3.620643538596449e-13,3.650436168056529e-10,5.59184254663338e-10,1.9242230547154668e-17,1.5298752397964382e-08,1.7493527673583363e-14,3.093853152906114e-12,1.2576431482476061e-15,3.463259785553339e-14,1.9078167667641958e-08,5.638006733889768e-07,3.145945489956998e-08,2.6500402857848292e-08,8.449749503989825e-19,1.5562292494788785e-15,3.776593746327888e-08,9.74117714850972e-14,1.62070889739731e-20,7.482592322544685e-13,1.7870380703592928e-14,1.207607689109747e-11,1.2952101547304707e-16,2.864748658956213e-23,9.087017733331793e-21,5.83508767840387e-10,2.1718022701701676e-13,1.752513102170256e-14,3.3026817507775336e-14,5.575800495384823e-22,5.725429051667159e-20,1.1271418815144481e-24,5.400470002809931e-10,8.582139111764409e-15,1.0412189613729401e-17,3.0390483437102585e-16,1.5964472808876687e-19,2.551104201194543e-09,1.591590543159297e-14,1.4802740757849886e-12,3.8878993306225485e-07,1.9374572851364294e-10,2.8247707215733306e-14,5.845974147558263e-18,2.686383613750787e-19,2.0874234177042093e-15,9.30763382328942e-15,5.056169705899439e-16,4.682275082864461e-20,9.110742534411114e-24,1.896658583494037e-16,1.438822926608835e-17,3.0948616265601353e-19,1.273967820241756e-17,2.1326433032381518e-10,7.359991119115914e-13,6.366420704040979e-19,4.939613019499317e-16,6.810113384230852e-14,3.495373274156336e-16,5.406465217709278e-24,1.5678164135577711e-22,1.3912763464310573e-15,2.782269132644273e-21,3.5433945962865916e-20,1.0044096530075855e-14,9.456494977150624e-20,9.496380185717882e-21,4.3021337714928587e-17,2.2289025241964308e-23,1.0822430460624624e-17
0.00019927784127746824,0.5347714367737764,3.76,0.0,0.7794134289934754,0.9999871442159629,1.3480787562838747e-06,1.1106803784504947e-06,7.867643824017079e-10,0.010354044785481737,0.010354178490847661,1.4627101449518606e-15,4.677927161649396e-06,1.936630383042159e-11,1.7540445132029077e-10,1.9309984426995103e-07,1.1351416935622361e-05,4.0806921144155576e-07,8.852696660283648e-09,6.184330562985035e-09,1.199157352079792e-05,3.819749807679553e-09,7.843588177820194e-11,4.60457320616888e-08,6.593807803430858e-09,5.8203480748092636e-11,3.4106935546337113e-15,3.9097975801654096e-13,3.697305681798275e-10,6.097146597049017e-10,2.0777463313900986e-17,1.6028391149099e-08,1.8794492565881088e-14,3.35710420779666e-12,1.3823494670445385e-15,3.757752875139622e-14,1.906893986764087e-08,5.853013118103788e-07,3.145997345745494e-08,2.9871373481881616e-08,9.213320902865608e-19,1.6634911001923278e-15,3.93860897791882e-08,1.1248719626850529e-13,1.8028473680702514e-20,7.733160147559623e-13,1.871911412608726e-14,1.3334013359005282e-11,1.360125148170099e-16,3.0547678020571246e-23,9.663797000295224e-21,6.201080658399541e-10,2.334056754508318e-13,1.8819277934573223e-14,3.708372865453493e-14,6.267457060072571e-22,6.212202019902843e-20,1.285326367537967e-24,5.712838180105566e-10,8.980077845930833e-15,1.1602212807628686e-17,3.1858654588283805e-16,1.7492753136985548e-19,2.79866152755826e-09,1.5914123044689457e-14,1.6574928142345443e-12,4.0261307727496004e-07,2.1293870150083396e-10,2.8875404966093666e-14,5.975412334506901e-18,2.745864783830204e-19,2.1536878516333784e-15,9.487755798482315e-15,5.841709418188498e-16,4.945305212603369e-20,1.0526304457473315e-23,2.2696853994300153e-16,1.542893577160585e-17,3.386061653897654e-19,1.417386247044704e-17,2.132517536834438e-10,8.12235972911373e-13,6.82671245377702e-19,5.596433495286707e-16,8.04605341143923e-14,4.040081039273303e-16,6.248992004189473e-24,1.6413299285264156e-22,1.4539670288382165e-15,3.0488974932503204e-21,3.844929483854057e-20,1.1600211677999448e-14,9.913953634318615e-20,1.0697365491989806e-20,4.888750075415261e-17,2.52910429532303e-23,1.2516424316221556e-17
0.00020733114432805664,0.5348114343255267,3.76,0.0,0.778997256110275,0.9999865763564697,1.4213209874510157e-06,1.1565009584007124e-06,8.083124813111528e-10,0.010769602300808291,0.010769747244184195,1.521415838291609e-15,4.90426976457579e-06,2.0145078244768752e-11,1.8524174985848135e-10,2.1032608808241363e-07,1.1827645837022261e-05,4.409586567302293e-07,8.967658885391006e-09,6.271502151822045e-09,1.255110127489555e-05,3.8530185480187824e-09,8.478949126614254e-11,5.086780824755786e-08,7.190555210781706e-09,5.904675414610064e-11,3.665668251407439e-15,4.2107937088578463e-13,3.745035550604084e-10,6.626157494005173e-10,2.2375396484633475e-17,1.6765731118628946e-08,2.0122326509965842e-14,3.6277039396695742e-12,1.5144982165936223e-15,4.060433889766807e-14,1.9059721784750694e-08,6.065850444631417e-07,3.146055092223424e-08,3.3501700229984356e-08,1.0012717224461578e-18,1.7755311348161911e-15,4.100520937242465e-08,1.293636775128002e-13,1.9988765225873673e-20,7.984516109315897e-13,1.9576241654031518e-14,1.466567902631e-11,1.4261695344576393e-16,3.251793025417665e-23,1.0260808186691534e-20,6.579078632804678e-10,2.498705907496508e-13,2.0131621733942937e-14,4.143495180285362e-14,7.009835770488429e-22,6.712504895653837e-20,1.4585012074276223e-24,6.033075419860208e-10,9.381009186746443e-15,1.2879946223238693e-17,3.3343694059510736e-16,1.9110664079815547e-19,3.0601490671098717e-09,1.591249401989574e-14,1.8468282433156766e-12,4.1614678698295846e-07,2.33185768458597e-10,2.9519235011092384e-14,6.1081695285291445e-18,2.8068711187925737e-19,2.2215726124966117e-15,9.67092399110076e-15,6.715038864773579e-16,5.214418502678993e-20,1.2100076203819023e-23,2.6967998172507627e-16,1.6483006493395547e-17,3.6924384631370396e-19,1.571219107617122e-17,2.132395853834438e-10,8.921992570322503e-13,7.292888891669161e-19,6.307824646630745e-16,9.442543967984841e-14,4.640224942121218e-16,7.177264653011314e-24,1.7178642867983907e-22,1.5173822357736002e-15,3.3301265349503535e-21,4.158350051428464e-20,1.3342396132058412e-14,1.0376726742932916e-19,1.1998569987426121e-20,5.5282581253794605e-17,2.856047265277628e-23,1.4399260167314703e-17
0.00021538444737864503,0.5348514109278637,3.76,0.0,0.7785812986239055,0.9999860042346885,1.4965411180255957e-06,1.2022967341070314e-06,8.30590337534806e-10,0.011184937403417737,0.011185094064919557,1.5800901135185957e-15,5.133771920252357e-06,2.0923539811848026e-11,1.9530461141889279e-10,2.2838068176837354e-07,1.2305438607983986e-05,4.7506989731598773e-07,9.084697531017577e-09,6.360050692223706e-09,1.3117132566292926e-05,3.8868866392236256e-09,9.140444308976136e-11,5.603713028840859e-08,7.817401856002993e-09,5.990364569082384e-11,3.930382157774908e-15,4.523761637367797e-13,3.793625520968117e-10,7.179130098853809e-10,2.4036705276301993e-17,1.7510930760184143e-08,2.1474609343914677e-14,3.905130749188167e-12,1.654325635615754e-15,4.3707170029050013e-14,1.905051295426856e-08,6.276546580083721e-07,3.1461188639666325e-08,3.7398148661083966e-08,1.0848323616011272e-18,1.892510250976805e-15,4.26233242401045e-08,1.4819248644329824e-13,2.2094932854992823e-20,8.236685961548581e-13,2.0441916072879837e-14,1.607191315316539e-11,1.493388870245151e-16,3.456020892793696e-23,1.0878691722462767e-20,6.969373391854305e-10,2.66530641792043e-13,2.1458627930192754e-14,4.608631679700445e-14,7.803965518411961e-22,7.225369421848691e-20,1.6474543062033867e-24,6.361305123430563e-10,9.78498499345841e-15,1.4248878738470057e-17,3.484591795531632e-16,2.08209590762896e-19,3.3359030231170993e-09,1.591102134643971e-14,2.0484164081235887e-12,4.2938372154211463e-07,2.54498605726586e-10,3.0179528303020836e-14,6.244313508444089e-18,2.8694337628167056e-19,2.291100087939282e-15,9.857005336367756e-15,7.682507589078265e-16,5.489589625745721e-20,1.3843500905979643e-23,3.183140399541623e-16,1.75476054928358e-17,4.014257797652938e-19,1.7359049596990557e-17,2.1322783440080292e-10,9.758407178848555e-13,7.763694087967153e-19,7.075563846471186e-16,1.1012598467648667e-13,5.298442101810271e-16,8.195362124452362e-24,1.7975287397849956e-22,1.5815351411180996e-15,3.626293068088475e-21,4.483646881099136e-20,1.5286284993156405e-14,1.0844910653468926e-19,1.3404509943385966e-20,6.223234275899567e-17,3.211018102285271e-23,1.6484211828933304e-17
0.00022343775042923342,0.5348913665985079,3.76,0.0,0.7781655563030665,0.999985427761789,1.573804245107912e-06,1.2480677776096304e-06,8.53597254254188e-10,0.011600050193505695,0.011600219059444694,1.6387329848644884e-15,5.366479258905855e-06,2.1701688568655634e-11,2.0559467760248035e-10,2.4727520336018344e-07,1.278484034144459e-05,5.103998980759416e-07,9.203812971731135e-09,6.44997996927908e-09,1.368978353797513e-05,3.921354409943236e-09,9.828260430129339e-11,6.156759100682495e-08,8.474869436926722e-09,6.077420502990357e-11,4.204935469104702e-15,4.848839672377194e-13,3.8430755582658024e-10,7.756324422025999e-10,2.5762110372912966e-17,1.826414801179796e-08,2.2848939792828106e-14,4.188860875236379e-12,1.8020753954800096e-15,4.688014131196906e-14,1.9041312911523182e-08,6.485128869657956e-07,3.146188803357743e-08,4.156710191471073e-08,1.1720532997157938e-18,2.0145893357815604e-15,4.424046193714792e-08,1.6913172348478858e-13,2.4354203459275866e-20,8.489695321349387e-13,2.1316290328691496e-14,1.7553443064251568e-11,1.5618291465643572e-16,3.667652465953879e-23,1.1518102712332041e-20,7.372260658939049e-10,2.8334153935326576e-13,2.2796768857909158e-14,5.104312237951566e-14,8.650783113730787e-22,7.749823623828607e-20,1.852981950227306e-24,6.697651541003042e-10,1.0192058071558802e-14,1.5712563504195972e-17,3.6365642762776473e-16,2.2626454956115415e-19,3.626264496209637e-09,1.5909708030929258e-14,2.2623623931524368e-12,4.423169485721365e-07,2.7688768326731127e-10,3.0856617636088055e-14,6.383912413975803e-18,2.9335840259495383e-19,2.3622928778863433e-15,1.004586798599775e-14,8.750681287485636e-16,5.770794593443044e-20,1.576841119005324e-23,3.7340688521968865e-16,1.8619907336760408e-17,4.351787529115963e-19,1.9118962146369833e-17,2.1321651025293294e-10,1.0631075630923725e-12,8.2378768419606125e-19,7.901346357492802e-16,1.2769637057621969e-13,6.01730844370448e-16,9.307268726518515e-24,1.880436134984095e-22,1.6464389185354064e-15,3.937741964168403e-21,4.820816074906105e-20,1.744821814048833e-14,1.1318601668842342e-19,1.4919758377288e-20,6.976289348500887e-17,3.595320404605086e-23,1.8784984871927858e-17
0.00023149105347982182,0.5349313013552089,3.76,0.0,0.7777500289165498,0.99998484684889,1.6531753208429153e-06,1.293814162149012e-06,8.773327424585419e-10,0.01201494077104039,0.012015122334447358,1.6973444665311191e-15,5.602437470881331e-06,2.247952455235736e-11,2.1611362613972412e-10,2.670213579151428e-07,1.3265895784244952e-05,5.469460063035497e-07,9.325006101318835e-09,6.54129406677232e-09,1.4269170360015208e-05,3.9564223359869704e-09,1.0542588322455667e-10,6.74731803968866e-08,9.163483525190417e-09,6.165848470546729e-11,4.489436861779629e-15,5.186175663302747e-13,3.893385844873842e-10,8.358005608632575e-10,2.7552382949416065e-17,1.9025540344346008e-08,2.4242945089374422e-14,4.478370618922457e-12,1.9579987549098566e-15,5.011737425195932e-14,1.9032121190972608e-08,6.691624137900933e-07,3.1462650620120195e-08,4.601455517411433e-08,1.262974603843203e-18,2.1419293405407324e-15,4.585664954404312e-08,1.9234630138761574e-13,2.677406805555674e-20,8.74356962987794e-13,2.2199517578248512e-14,1.911088463273761e-11,1.631536728466904e-16,3.8868934158640826e-23,1.2179711324584228e-20,7.788040131457863e-10,3.002591888561983e-13,2.4142535782651087e-14,5.6310141482084904e-14,9.551134121512836e-22,8.284895925743814e-20,2.0758881228409303e-24,7.04223980068757e-10,1.0602282205022737e-14,1.7274620730573987e-17,3.7903185164433804e-16,2.4530033403980537e-19,3.931579510775712e-09,1.5908557098298635e-14,2.4887404919017435e-12,4.549399499938768e-07,3.003622570948365e-10,3.155083775268082e-14,6.527034767316846e-18,2.999353394029061e-19,2.4351738021289902e-15,1.0237381961724062e-14,9.926337308398103e-16,6.058011270438928e-20,1.7887021059625665e-23,4.355163627407495e-16,1.969710670738498e-17,4.70529765652837e-19,2.099659750042627e-17,2.1320562310116186e-10,1.1539428302406386e-12,8.714194936244785e-19,8.786781045887852e-16,1.4727466797887492e-13,6.799331661815942e-16,1.051686322946747e-23,1.9667030206497775e-22,1.7121067447593546e-15,4.264826387695153e-21,5.169859175024645e-20,1.984523827063442e-14,1.1797896067948138e-19,1.654894501255288e-20,7.790068611115662e-17,4.0102746884775945e-23,2.131571629510706e-17
0.0002395443565304102,0.5349712152157473,3.76,0.0,0.7773347162332093,0.9999842614070398,1.7347191716258532e-06,1.339535962275996e-06,9.01796519222327e-10,0.012429609235760404,0.012429803996916343,1.7559245726902065e-15,5.841692317105632e-06,2.325704780028512e-11,2.268631707988774e-10,2.8763097916567974e-07,1.3748649349889237e-05,5.847059468555112e-07,9.448278325229967e-09,6.6339973637478154e-09,1.4855409258506464e-05,3.992091038122174e-09,1.1283622933528681e-10,7.376798776298027e-08,9.883773650831402e-09,6.255654013139563e-11,4.7840043178649334e-15,5.535927938983018e-13,3.9445567769146835e-10,8.984443925626685e-10,2.9408349629222606e-17,1.9795264809796536e-08,2.565429034910217e-14,4.773138521921816e-12,2.122354719140666e-15,5.341301707861149e-14,1.9022937327835034e-08,6.896058689888832e-07,3.146347790530319e-08,5.074611091655036e-08,1.3576371142137336e-18,2.274691355758668e-15,4.747191363530546e-08,2.180079189361859e-13,2.936228850572372e-20,8.998334197779303e-13,2.3091751238007406e-14,2.074474316280716e-11,1.7025582957860753e-16,4.113954140409748e-23,1.2864203202432012e-20,8.217015522968777e-10,3.1723983956384625e-13,2.5492450709665134e-14,6.18916286238729e-14,1.0505774065848497e-21,8.829619180587496e-20,2.3169838681934327e-24,7.395195946028585e-10,1.1015712186406887e-14,1.8938740605457664e-17,3.9458862383625235e-16,2.6534642570170266e-19,4.252199042694462e-09,1.5907571592930112e-14,2.7275944805813865e-12,4.6724662722878174e-07,3.249303646742373e-10,3.22625254656851e-14,6.673749498462728e-18,3.0667735403178107e-19,2.509765908809384e-15,1.0431419797833764e-14,1.121645969379806e-15,6.351219881699125e-20,2.0211916955180543e-23,5.052212925388565e-16,2.077642775183888e-17,5.075060413122854e-19,2.2996775227030664e-17,2.131951830311695e-10,1.2482857590117661e-12,9.191419275439023e-19,9.733386358078472e-16,1.6900260865444145e-13,7.646944507394744e-16,1.1827908484877455e-23,2.0564497545345331e-22,1.778551802875774e-15,4.6079081281248645e-21,5.530783086711895e-20,2.2495087959407748e-14,1.228289012954098e-19,1.8296756249525357e-20,8.667251760083186e-17,4.4572183779348453e-23,2.409097449458393e-17
0.0002475976595809986,0.5350111081979368,3.76,0.0,0.776919618021933,0.9999836713471982,1.8185005171093358e-06,1.3852332538942717e-06,9.269885061518233e-10,0.012844055687172411,0.012844264154144934,1.8144733174830895e-15,6.0842896394165485e-06,2.403425834993356e-11,2.3784506130629104e-10,3.0911603116585763e-07,1.4233145130982809e-05,6.236778174397072e-07,9.573631555369895e-09,6.72809453251745e-09,1.5448616544116513e-05,4.0283612806272646e-09,1.2051563315536374e-10,8.046620385093878e-08,1.0636273386716594e-08,6.346842958413097e-11,5.08876593279547e-15,5.898266230742614e-13,3.996588961991602e-10,9.635914750534626e-10,3.1330897367178455e-17,2.057347808876659e-08,2.708068766004129e-14,5.0726474959315275e-12,2.295410203754514e-15,5.67612685724841e-14,1.9013760861254697e-08,7.098458312834348e-07,3.146437135062887e-08,5.576697495366374e-08,1.4560824425652943e-18,2.413036685110359e-15,4.908628024875658e-08,2.462950252672174e-13,3.2126904415978217e-20,9.254014257793212e-13,2.3993145030936028e-14,2.2455414660554305e-11,1.7749407851862654e-16,4.3490498843451473e-23,1.3572279882771526e-20,8.659494606735572e-10,3.3424022957102953e-13,2.6843077845040503e-14,6.779132936240949e-14,1.151536999128538e-21,9.383034607970595e-20,2.5770867052992983e-24,7.756646976092361e-10,1.1432403843696916e-14,2.0708686332227644e-17,4.103299255206799e-16,2.864329871329754e-19,4.5884790485976e-09,1.5906754579780866e-14,2.978937993045296e-12,4.792313055569834e-07,3.5059882326746617e-10,3.299201978027261e-14,6.8241259704216305e-18,3.135876337080513e-19,2.5860924828695e-15,1.0627857164900785e-14,1.2628233798630808e-15,6.65040350606773e-20,2.2756048052550387e-23,5.831207124949123e-16,2.1855133132446564e-17,5.461350380395457e-19,2.512447187297687e-17,2.1318519980912516e-10,1.3460721610850538e-12,9.668337892165068e-19,1.0742586572356887e-15,1.9302536843929895e-13,8.562498405811427e-16,1.3244041552505303e-23,2.149800615375989e-22,1.845787285561431e-15,4.9673579358484516e-21,5.90360000425375e-20,2.54162057501139e-14,1.2773680155933335e-19,2.016793514554185e-20,9.61055290532902e-17,4.937505796651863e-23,2.712575955722059e-17
0.000255650962631587,0.5350509803196262,3.76,0.0,0.7765047340516141,0.9999830765802168,1.9045839890213766e-06,1.4309061142151337e-06,9.529088279527048e-10,0.013258280224548894,0.013258502913733535,1.872990715020445e-15,6.330275370750946e-06,2.4811156238956673e-11,2.490610832738945e-10,3.3148860993546085e-07,1.4719426911334193e-05,6.638600840423761e-07,9.701068207697909e-09,6.8235905382273726e-09,1.6048908640244165e-05,4.065233970745443e-09,1.2846612615606005e-10,8.758212297209457e-08,1.142152043283809e-08,6.439421420757883e-11,5.403860702840984e-15,6.273372577409571e-13,4.049483218113814e-10,1.0312698561738474e-09,3.332097823458695e-17,2.1360336537356698e-08,2.851990484942071e-14,5.3763869003790564e-12,2.4774402032637458e-15,6.015640130268221e-14,1.900459133610273e-08,7.298848278147502e-07,3.1465332427281016e-08,6.108195326052577e-08,1.558352970712299e-18,2.5571269179469678e-15,5.0699774855863085e-08,2.773927748287089e-13,3.507624016828732e-20,9.510634954817862e-13,2.4903853031492022e-14,2.424318747990164e-11,1.8487313338834099e-16,4.592400858121508e-23,1.4304659210534637e-20,9.115789260667615e-10,3.5121772605000253e-13,2.8191034663851002e-14,7.401249172603474e-14,1.2580502369884138e-21,9.94419563445557e-20,2.8570200949810225e-24,8.126720878832316e-10,1.1852414064497139e-14,2.2588297280548614e-17,4.262589468025572e-16,3.0859087776735773e-19,4.940780496731305e-09,1.5906109145368036e-14,3.242754993280448e-12,4.908887376351798e-07,3.7737323117507326e-10,3.373966200246533e-14,6.978234001527255e-18,3.2066938658375466e-19,2.664177053747101e-15,1.082657346837415e-14,1.4169040515592659e-15,6.95554855031462e-20,2.553271585003977e-23,6.698330676410381e-16,2.2930532740962808e-17,5.864444520872247e-19,2.7384827223500414e-17,2.131756832617722e-10,1.4472347896645956e-12,1.0143759804001389e-18,1.1815708336196368e-15,2.1949134167202925e-13,9.548257402928263e-16,1.4768764336784345e-23,2.2468839160079716e-22,1.913826398277915e-15,5.343555781865796e-21,6.288327339944672e-20,2.862772127224722e-14,1.327036249627067e-19,2.216728140678697e-20,1.0622720558793832e-16,5.452508161976594e-23,3.0435503903548796e-17
0.0002637042656821754,0.535090831598702,3.76,0.0,0.7760900640911247,0.9999824770168196,1.993034149811035e-06,1.4765546217300365e-06,9.795578110322212e-10,0.013672282946925858,0.013672520383591515,1.9314767793820215e-15,6.579695545268924e-06,2.5587741505164836e-11,2.6051305813916234e-10,3.547609451026632e-07,1.5207538177845106e-05,7.05251576492475e-07,9.830591199417863e-09,6.920490638124128e-09,1.66564021109857e-05,4.102710157997488e-09,1.3668978067564355e-10,9.513014512177344e-08,1.2240056700496253e-08,6.533395801490678e-11,5.72943929126322e-15,6.661442208264316e-13,4.1032405724518336e-10,1.1015080930282243e-09,3.537961408488905e-17,2.2155996233583568e-08,2.9969773895084397e-14,5.683854562079708e-12,2.6687279643883723e-15,6.359278420490766e-14,1.8995428303545387e-08,7.497253343946537e-07,3.146636265298065e-08,6.669544958979384e-08,1.6644918493489171e-18,2.7071240012551473e-15,5.2312422333195604e-08,3.114929729842017e-13,3.8218912130674366e-20,9.768221316316906e-13,2.5824029709359208e-14,2.610824432872921e-11,1.923977225422926e-16,4.844232358681526e-23,1.5062075759515096e-20,9.586215513564397e-10,3.681304601933685e-13,2.953300254149645e-14,8.055787954881074e-14,1.3701667340488303e-21,1.051217162484558e-19,3.157612969009871e-24,8.505546662100962e-10,1.2275800818294731e-14,2.4581492257363463e-17,4.4237888516348596e-16,3.3185166965114913e-19,5.309469399237508e-09,1.5905638398726417e-14,3.519000341391938e-12,5.022141061776843e-07,4.052579718074547e-10,3.4505795845864855e-14,7.136143887273898e-18,3.2792584274026637e-19,2.744043402946928e-15,1.1027452422685121e-14,1.5846450120644357e-15,7.26664520547843e-20,2.8555563071858004e-23,7.659953489233583e-16,2.399999204269767e-17,6.28462218532411e-19,2.9783150605355755e-17,2.1316664353684128e-10,1.5517037085164945e-12,1.061651870634175e-18,1.2953977498942896e-15,2.4855190787668917e-13,1.0606392444485588e-15,1.640543473841694e-23,2.347832119133007e-22,1.982682362443908e-15,5.7368910907908505e-21,6.684987655939417e-20,3.2149449391174393e-14,1.3773033569692834e-19,2.4299651395215345e-20,1.1706537626560502e-16,6.003613581455988e-23,3.4036073304858646e-17
0.00027175756873276376,0.53513066205309,3.76,0.0,0.7756756079092854,0.9999818725675856,2.0839155111302158e-06,1.522178856242065e-06,1.0069359821404544e-09,0.01408606395310054,0.014086316671938257,1.989931524616364e-15,6.832596308443658e-06,2.636401418652167e-11,2.7220284312182005e-10,3.789454015464396e-07,1.569752213223594e-05,7.478514841616445e-07,9.962203944610835e-09,7.018800379946921e-09,1.7271213688991785e-05,4.140791032982018e-09,1.4518870985542468e-10,1.0312477809329448e-07,1.3092428396397254e-08,6.628772788225069e-11,6.06566477198106e-15,7.062684402739885e-13,4.157862259431328e-10,1.1743352513184269e-09,3.750790109374257e-17,2.296061302353675e-08,3.1428198951946337e-14,5.994558728582219e-12,2.869565164073841e-15,6.70649044076948e-14,1.8986271322177692e-08,7.693697757999164e-07,3.146746357032275e-08,7.261146386658125e-08,1.774542997083793e-18,2.863190311644437e-15,5.392424693496476e-08,3.487940123143197e-13,4.1563836098742086e-20,1.0026798264180507e-12,2.6753829971923182e-14,2.8050664619803316e-11,2.0007258377559012e-16,5.104774895160122e-23,1.5845281270022023e-20,1.007109359263916e-09,3.8493745629747915e-13,3.086573690643289e-14,8.742978762584556e-14,1.4879279266227516e-21,1.1086051489179904e-19,3.4796993315412245e-24,8.893254389112516e-10,1.2702623176521467e-14,2.6692272904376706e-17,4.586929467003744e-16,3.562476641208048e-19,5.694916845745715e-09,1.5905345472460232e-14,3.807600448863934e-12,5.132030258049762e-07,4.3425622051911097e-10,3.5290767547132866e-14,7.297926424049835e-18,3.353602552788024e-19,2.8257155720698985e-15,1.1230382602577239e-14,1.7668215758952702e-15,7.583687887423691e-20,3.1838561923401925e-23,8.72262184517976e-16,2.506094001947726e-17,6.722165175774322e-19,3.23249272274384e-17,2.1315809095114799e-10,1.659406658909969e-12,1.1085476487420395e-18,1.4158516248662652e-15,2.803611913954134e-13,1.1738975994685425e-15,1.815725833062425e-23,2.4527819568124824e-22,2.052368418595043e-15,6.1477630187106985e-21,7.09360859891831e-20,3.6001883394127006e-14,1.4281789888650306e-19,2.6569958150633638e-20,1.2864821405640643e-16,6.592227052273789e-23,3.7943768298665626e-17
0.0002798108717833521,0.5351704717007579,3.76,0.0,0.7752613652748399,0.9999812631429296,2.1772925521537564e-06,1.5677788989034548e-06,1.0350440670942513e-09,0.014499623341629084,0.014499891887303412,2.0483549647405375e-15,7.089023927083446e-06,2.7139974321141047e-11,2.8413233119374634e-10,4.0405448104008575e-07,1.618942170254938e-05,7.916593517984221e-07,1.0095910349902969e-08,7.118525600361063e-09,1.7893460303126347e-05,4.179477926179193e-09,1.5396506759058746e-10,1.1158063958798992e-07,1.3979186106699062e-08,6.725559354272036e-11,6.412713348245221e-15,7.477323326089792e-13,4.2133497188395466e-10,1.249780904824986e-09,3.9707014169484235e-17,2.377434256712323e-08,3.289316396503478e-14,6.308019947970709e-12,3.0802520924252333e-15,7.05673882262187e-14,1.897711995992769e-08,7.888205261088523e-07,3.146863671950191e-08,7.883359135815115e-08,1.8885510997050648e-18,3.0254887267923575e-15,5.553527226667964e-08,3.8950079974719895e-13,4.512023495164982e-20,1.0286390650847534e-12,2.7693409205168356e-14,3.007042715011069e-11,2.0790245938027056e-16,5.3742643178551e-23,1.665504509759146e-20,1.0570747972377423e-09,4.0159875450214956e-13,3.218607687686692e-14,9.463005860243211e-14,1.6113673595492713e-21,1.1664947152114097e-19,3.824117937089471e-24,9.289975215732956e-10,1.313294132997607e-14,2.892472721804931e-17,4.752043488437159e-16,3.818119091376596e-19,6.0974990383848376e-09,1.590523352382704e-14,4.1084540186320674e-12,5.238515440656616e-07,4.643699541386764e-10,3.609492598365515e-14,7.46365293339864e-18,3.429759014348358e-19,2.9092178709303628e-15,1.1435257968321003e-14,1.9642266602292013e-15,7.906675658158714e-20,3.539600175427728e-23,9.893048868399794e-16,2.611087668327306e-17,7.177357842927073e-19,3.501582459423067e-17,2.131500357975694e-10,1.7702694229944054e-12,1.1549526553044775e-18,1.5430340560820734e-15,3.1507581468072144e-13,1.294797700083327e-15,2.002728057066582e-23,2.561874553234012e-22,2.1228978295213108e-15,6.5765807584202215e-21,7.514222837652632e-20,4.020618722659483e-14,1.4796728082244725e-19,2.898317142712188e-20,1.4100423586187235e-16,7.219770463896001e-23,4.217532602547082e-17
