Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159)
0.008503536409611843,0.06582180398397187,3.76,0.0,0.7249610314869529,0.9982876665748646,0.002102952533609988,9.17229562955974e-07,1.4254752824673345e-08,0.009468536427647105,0.009506116865220448,8.596891350506834e-18,1.66926448210196e-05,2.0652460078501752e-14,2.7539394569108124e-10,3.8721172105975824e-05,0.00017978946340191975,0.00044232132089160563,1.9540534666663908e-08,3.2178596835948833e-10,0.002609742490469793,4.311525814232949e-09,2.3952931991951953e-10,3.3868846909362195e-05,3.1678150662367017e-07,6.426346765819945e-12,2.1416298723211077e-12,1.6348775346347347e-09,7.263884215415826e-08,6.66537787265866e-08,2.8922054258968153e-12,3.8028336585450095e-06,1.8108290471974506e-12,1.75732351781221e-08,3.0904944246068004e-11,1.0429616664584027e-08,2.0280046550226537e-11,4.758627629084528e-07,1.951263421452632e-09,3.570664673420509e-08,3.1832586000562565e-18,2.8026619506158816e-13,9.012410336229684e-10,4.327224874442627e-12,4.495102036902674e-19,3.1284524160029324e-12,6.00840272419753e-14,5.060424854835666e-09,1.590734315164192e-14,2.126856865813839e-22,6.509825590668538e-19,1.7268724804237723e-07,9.258821738749447e-16,6.212206269052807e-17,3.8641228365041467e-10,2.9887265423572174e-19,3.253439107274922e-15,8.411350591637552e-22,2.0959673098982857e-09,1.2259401468765523e-13,2.4399696139449594e-15,1.5269793362896477e-13,1.12606565587513e-16,6.504556787596378e-07,1.1790276012109017e-17,2.2779474181747555e-10,5.2748887465798886e-11,2.2877589838819584e-11,9.248110803725417e-16,1.220368455156355e-17,2.1054810744199596e-19,1.3690834345051268e-14,2.314816723313302e-15,1.4845829558122157e-13,5.649454894378579e-23,1.1741429895133446e-22,3.902227678817064e-15,4.1561581577978697e-20,2.6942156002729762e-17,1.6281532120566016e-16,8.250563980195088e-10
0.008603781807272847,0.06582364426902286,3.76,0.0,0.7247523001211461,0.9982285145837075,0.00218792716448238,9.710976863807767e-07,1.4661103640813659e-08,0.009578063811966905,0.00961718273206319,8.69634151848908e-18,1.7192682352682388e-05,2.089489367101232e-14,2.8387275618631813e-10,4.0366460859005444e-05,0.0001823537327441663,0.00045482403773870706,2.0073050552123908e-08,3.281858243141769e-10,0.002707203777005839,4.436113853447679e-09,2.463670677515676e-10,3.518562117568764e-05,3.298294557650549e-07,6.742027223117926e-12,2.2782521095626775e-12,1.7384500000578292e-09,7.461238406578317e-08,7.01905152801212e-08,3.075163789688253e-12,3.969092364060895e-06,1.917691298337886e-12,1.8629588741119223e-08,3.382204864078662e-11,1.1055601282958895e-08,2.145921916826184e-11,5.079763181410573e-07,2.0619258366333234e-09,3.6124501031280024e-08,3.3524491954249754e-18,2.915759340370247e-13,9.487987297572248e-10,4.468326691564031e-12,4.806549668276564e-19,3.35265772648236e-12,6.236790317627777e-14,5.304077936338531e-09,1.6911935887380658e-14,2.31402417016038e-22,7.084772138565056e-19,1.846421479579288e-07,9.949702452699297e-16,6.667957288869023e-17,4.131411472340853e-10,3.195557263329905e-19,3.4487097721013235e-15,9.153749692628727e-22,2.1500948937438666e-09,1.2719818832567962e-13,2.615144546360673e-15,1.673793345865235e-13,1.204422884945669e-16,6.752289807293224e-07,1.2485498897304549e-17,2.387236948279869e-10,5.211581501249187e-11,2.312631087464387e-11,9.83394397134407e-16,1.2975668354920986e-17,2.2386700932593095e-19,1.450044881188826e-14,2.408684356135173e-15,1.647660903963609e-13,5.874450051171918e-23,1.3031198145512966e-22,4.329643182680482e-15,4.3555492899703367e-20,2.964310939552247e-17,1.792049412324272e-16,8.717730128141925e-10
0.00870402720493385,0.06582549856433173,3.76,0.0,0.724541048384656,0.9981679157645107,0.0022752886808730466,1.027991270496758e-06,1.507414735200865e-08,0.009687516966403149,0.009728219805028858,8.795724574916497e-18,1.770246993970208e-05,2.113731340146461e-14,2.925288181808588e-10,4.206429804733582e-05,0.00018492297666144986,0.0004675269453311716,2.0614520379893263e-08,3.346685859187223e-10,0.002807206081344348,4.563173462339964e-09,2.533222103388136e-10,3.653651259066185e-05,3.432617531904916e-07,7.072282401172115e-12,2.4220172115556366e-12,1.8474140142686565e-09,7.661876538079339e-08,7.388611835360878e-08,3.2676211280753275e-12,4.141492153312025e-06,2.0296743365040845e-12,1.9737469327916355e-08,3.699502282918736e-11,1.171203365964232e-08,2.2698944675954446e-11,5.4194082329378e-07,2.1779151205382212e-09,3.654220985120696e-08,3.5292613253773514e-18,3.0320179458536117e-13,9.991036943717599e-10,4.6122393478231056e-12,5.13588877658616e-19,3.5907551298863097e-12,6.471385544953163e-14,5.556703644833413e-09,1.7968010500705544e-14,2.5163711321837293e-22,7.706466032940885e-19,1.9729596199922416e-07,1.0683928355421055e-15,7.151825260339827e-17,4.414036085108215e-10,3.41426057550825e-19,3.653478339339853e-15,9.953899839615732e-22,2.2049592685101063e-09,1.3192409315113757e-13,2.801330212985506e-15,1.833206007072737e-13,1.2875524679333205e-16,7.006314010158177e-07,1.3228859040227702e-17,2.500522304757841e-10,5.14980341791667e-11,2.3372883943711e-11,1.045446539299172e-15,1.3793268598442165e-17,2.3797292333670163e-19,1.5349143884086292e-14,2.5052182014392547e-15,1.826994272711744e-13,6.108639513737521e-23,1.4449529015265966e-22,4.799593168249907e-15,4.562231259401984e-20,3.258611314279496e-17,1.9707445705577367e-16,9.20732027532503e-10
0.008778533343867072,0.06582688595573576,3.76,0.0,0.7243823831075187,0.9981219267840941,0.0023417878093265226,1.0723224716320314e-06,1.5385495636051603e-08,0.00976881791509678,0.009810727945914465,8.869545726087126e-18,1.8087750657931683e-05,2.1317480224894544e-14,2.9907863406243455e-10,4.336096592068709e-05,0.0001868357501838494,0.00047709844953542214,2.10228080828783e-08,3.395414683048189e-10,0.0028831999325504634,4.659230432469671e-09,2.585681149167798e-10,3.756289722505896e-05,3.5349834754197654e-07,7.327521463024556e-12,2.5336698953736786e-12,1.932024333314517e-09,7.813141832868205e-08,7.673946541840671e-08,3.4170465881004115e-12,4.273726127561091e-06,2.116334791747266e-12,2.0595424233264946e-08,3.9531220507831954e-11,1.2220322659012635e-08,2.3661033307221507e-11,5.684334167858679e-07,2.2676935700328755e-09,3.685257311405717e-08,3.6657913341352475e-18,3.1205036881098355e-13,1.0383561436215635e-09,4.721033181402353e-12,5.392746777422047e-19,3.77714083221034e-12,6.649828956114182e-14,5.750412183258381e-09,1.8787479556402867e-14,2.6772530477018276e-22,8.20084077832972e-19,2.0717328622688196e-07,1.1259019576345466e-15,7.530502812330044e-17,4.6344425304195713e-10,3.5848212515108037e-19,3.8120348102199735e-15,1.0588355540677041e-21,2.2462153249910535e-09,1.355165395087372e-13,2.94720652930147e-15,1.9604072024419608e-13,1.3525825055238715e-16,7.199237691098957e-07,1.3814275879449464e-17,2.587367862228785e-10,5.104735111742353e-11,2.355471662840341e-11,1.0939219128104662e-15,1.4431915907260877e-17,2.489913934047607e-19,1.6006114236219512e-14,2.5787199264072863e-15,1.9716654462279738e-13,6.288941096788563e-23,1.5593719832505708e-22,5.1786630107407844e-15,4.7206758996272426e-20,3.494151563089517e-17,2.1138405666602427e-16,9.586230984800307e-10
0.008853039482800293,0.06582828130382744,3.76,0.0,0.7242222892260506,0.9980751184006464,0.0024096421060141086,1.1184666126328357e-06,1.5700578522972356e-08,0.00985007679348256,0.00989321998256788,8.943328846078884e-18,1.8478533926031254e-05,2.1497639995977054e-14,3.0572878115018863e-10,4.468785737421466e-05,0.00018875126022349948,0.0004867814188250959,2.1436117974936995e-08,3.4446169876715874e-10,0.002960633705136982,4.756686049305613e-09,2.63879734025607e-10,3.8608533316674175e-05,3.639541418540386e-07,7.59136998359775e-12,2.649554426454198e-12,2.019829369178817e-09,7.966247515111383e-08,7.968671354819461e-08,3.5720985110982755e-12,4.40955292879988e-06,2.2060099825913085e-12,2.1483744258673254e-08,4.222913277806862e-11,1.2746547772467958e-08,2.4658959710312912e-11,5.960305976196823e-07,2.3606119733338374e-09,3.7162856202514103e-08,3.806827516821675e-18,3.2107847452899436e-13,1.0792654165439538e-09,4.831398566336847e-12,5.660297369338393e-19,3.971900192354694e-12,6.831802649204388e-14,5.949297910462771e-09,1.96373670465354e-14,2.847615937330529e-22,8.724418730250377e-19,2.1746932085119423e-07,1.1860214559667717e-15,7.926090385744039e-17,4.864003570229023e-10,3.7624693501098536e-19,3.976186288698567e-15,1.125861774534702e-21,2.287880842119804e-09,1.3917805008362393e-13,3.0997682284775795e-15,2.09549930659013e-13,1.4205034125352855e-16,7.395714383234918e-07,1.4429172600381224e-17,2.6765172340412446e-10,5.060363524449518e-11,2.3735301282551286e-11,1.1444935437093488e-15,1.509812165722088e-17,2.6048532420373185e-19,1.668610526993e-14,2.653738426305512e-15,2.1267480692006851e-13,6.474798536464052e-23,1.6820253845571097e-22,5.5849722529460595e-15,4.8833241331291544e-20,3.744942603254201e-17,2.2662753216608553e-16,9.978354630670968e-10
0.008927545621733514,0.06582968470185176,3.76,0.0,0.7240607511578289,0.998027481955124,0.002478867286139566,1.1664869850556845e-06,1.6019412208836187e-08,0.009931293141535867,0.009975695831574679,9.017073521037508e-18,1.8874870616023236e-05,2.167779298046671e-14,3.124803068429604e-10,4.604549475330638e-05,0.00019066950292650114,0.0004965762314461784,2.185448306325982e-08,3.494299621951318e-10,0.0030395229375075328,4.855554831528221e-09,2.692574396948133e-10,3.967359244510787e-05,3.746321071454996e-07,7.864075077512448e-12,2.7697975463329653e-12,2.1109250413778903e-09,8.121205001115277e-08,8.273061028598816e-08,3.732944891221161e-12,4.549061591940388e-06,2.2987820009237087e-12,2.2403268828592873e-08,4.509824419378595e-11,1.3291201724619024e-08,2.5693781463352796e-11,6.247688732766668e-07,2.4567574916033505e-09,3.747305792867404e-08,3.952502306792714e-18,3.3028822104298887e-13,1.12189401546829e-09,4.943343549924931e-12,5.938901635411327e-19,4.175347042089433e-12,7.017350236974215e-14,6.1534565417139925e-09,2.05185469835982e-14,3.0279654257928062e-22,9.27875969432476e-19,2.2819863674682267e-07,1.2488480205633367e-15,8.339204845899438e-17,5.10302291062723e-10,3.9474401046516825e-19,4.146086475423601e-15,1.1966482246535347e-21,2.3299569133922435e-09,1.4290940618322087e-13,3.2592892930277873e-15,2.2389118178170204e-13,1.4914307663367234e-16,7.595777264648973e-07,1.5074862499478274e-17,2.768012229516643e-10,5.016752696776343e-11,2.3914610090891527e-11,1.1972426638323265e-15,1.5792950025281194e-17,2.724730757879213e-19,1.7389749188204693e-14,2.7302926733838705e-15,2.292913087204384e-13,6.666430563484301e-23,1.8134437503244053e-22,6.020274768994909e-15,5.0502522920477136e-20,4.011855172511145e-17,2.4285884775608636e-16,1.0384055720644948e-09
0.009002051760666735,0.06583109624338516,3.76,0.0,0.7238977532694799,0.9979790087536996,0.002549479118306725,1.2164486300929467e-06,1.6342013031396874e-08,0.01001246649585583,0.010058155410298232,9.090779334445827e-18,1.9276812301566092e-05,2.1857939449616586e-14,3.1933426862843825e-10,4.743440794245708e-05,0.0001925904750201727,0.0005064832677217256,2.22779367159028e-08,3.54446957695071e-10,0.003119883215141163,4.955851478488418e-09,2.7470160732341143e-10,4.075824551124948e-05,3.855352354599242e-07,8.145889232453854e-12,2.8945288151650207e-12,2.2054094700233274e-09,8.278025821033112e-08,8.58739819461191e-08,3.8997575281130705e-12,4.692343310223698e-06,2.3947345944497716e-12,2.3354854614058467e-08,4.814854006221817e-11,1.3854787212451959e-08,2.6766579896914573e-11,6.546856525992644e-07,2.5562190882081535e-09,3.7783178009165597e-08,4.102951951233064e-18,3.3968172573868593e-13,1.1663063667648855e-09,5.05687614205442e-12,6.228930204299737e-19,4.387804757575652e-12,7.206515616423668e-14,6.362984746665883e-09,2.1431911274748392e-14,3.2188303019317044e-22,9.865495028024877e-19,2.3937620401448655e-07,1.3144811031004444e-15,8.770479627717993e-17,5.351811794474805e-10,4.139974588701219e-19,4.3218921818301905e-15,1.271382501516733e-21,2.3724446555179547e-09,1.4671139236007546e-13,3.426054001577896e-15,2.391094082841499e-13,1.5654844415682154e-16,7.799459531812211e-07,1.5752708384136382e-17,2.86189504559751e-10,4.973875013287927e-11,2.4092616686736588e-11,1.2522531661779555e-15,1.65174997447493e-17,2.849736043674547e-19,1.8117691072227674e-14,2.808401730830743e-15,2.4708694556924195e-13,6.864068792703105e-23,1.9541877871277146e-22,6.486423737973807e-15,5.2215372092327566e-20,4.295802505623481e-17,2.601346861225944e-16,1.080370619544032e-09
0.009076557899599956,0.06583251602233613,3.76,0.0,0.7237332798763184,0.9979296900674464,0.0026214934248354085,1.2684183751876801e-06,1.6668397475549653e-08,0.010093596389651802,0.01014059863693926,9.16444586673099e-18,1.968441127247683e-05,2.203807967938601e-14,3.2629173416760876e-10,4.885513448449827e-05,0.0001945141738005105,0.0005165029101243946,2.2706512665767343e-08,3.5951339863612106e-10,0.003201730170830829,5.0575908717216255e-09,2.8021261423766344e-10,4.1862662727735916e-05,3.966665399869453e-07,8.437070452606586e-12,3.023880693081136e-12,2.3033830086209815e-09,8.436721620319086e-08,8.911973609825152e-08,4.0727120820009016e-12,4.8394914832832145e-06,2.4939532077075043e-12,2.433937579728094e-08,5.139053118109441e-11,1.4437817047622256e-08,2.7878460352703953e-11,6.85819261646527e-07,2.6590875557691416e-09,3.809321609479529e-08,4.258316632501378e-18,3.492611164713036e-13,1.212568837561282e-09,5.172004394369009e-12,6.530763591082312e-19,4.609606204719905e-12,7.399342971434112e-14,6.577980149870934e-09,2.2378369981102984e-14,3.420763623358662e-22,1.0486331049222042e-18,2.510174004141364e-07,1.3830230036813474e-15,9.220566203416083e-17,5.610689127267383e-10,4.34031981362742e-19,4.5037633745193445e-15,1.3502606757845604e-21,2.4153452166427925e-09,1.5058479642576537e-13,3.600357434829401e-15,2.5525161419955724e-13,1.6427888038676079e-16,8.00679440042534e-07,1.6464123771286685e-17,2.9582082661616567e-10,4.931712265840778e-11,2.4269291803164152e-11,1.3096116294915952e-15,1.7272904590026688e-17,2.9800647069835426e-19,1.8870589068644335e-14,2.8880847921726757e-15,2.661366131114109e-13,7.06795379847602e-23,2.104849837984599e-22,6.985376851821319e-15,5.3972565739907586e-20,4.59774237710408e-17,2.7851456641455696e-16,1.1237685524134941e-09
0.009151064038533177,0.06583394413295253,3.76,0.0,0.7235673152420228,0.9978795171320486,0.002694926082040041,1.32246486895458e-06,1.6998582181900323e-08,0.010174682352730433,0.010223025430589805,9.238072694530636e-18,2.009772054859966e-05,2.2218213948799007e-14,3.333537811350363e-10,5.0308219694413696e-05,0.00019644059711882282,0.0005266355433507728,2.3140245012333395e-08,3.646300128375379e-10,0.003285079484892717,5.160788075329019e-09,2.8579083671150627e-10,4.2987013608149296e-05,4.0802905517789994e-07,8.737882520395265e-12,3.1579886837358625e-12,2.4049482877694674e-09,8.597304160591662e-08,9.247086382543704e-08,4.251988144802945e-12,4.990601762733187e-06,2.5965250512109104e-12,2.5357724343938396e-08,5.483527583298792e-11,1.5040814294428486e-08,2.9030552553594523e-11,7.182089590832911e-07,2.7654555501337567e-09,3.840317260634137e-08,4.418740580643235e-18,3.5902853715857363e-13,1.2607498498761551e-09,5.288736159777704e-12,6.844792809503053e-19,4.841093902006205e-12,7.595876775303425e-14,6.798541331396513e-09,2.335885162440306e-14,3.63434579517266e-22,1.1143058479480197e-18,2.631380193612601e-07,1.4545789835658724e-15,9.690136563850659e-17,5.879981599360236e-10,4.5487288233224e-19,4.691863218281096e-15,1.4334880280315517e-21,2.45865978341811e-09,1.5453040946728212e-13,3.782506241153267e-15,2.723670300774439e-13,1.7234729956920636e-16,8.217815106173206e-07,1.721057686218432e-17,3.05699486141639e-10,4.890163848857041e-11,2.444461148892876e-11,1.3694076286225498e-15,1.8060337488789657e-17,3.115919111473634e-19,1.9649114604070814e-14,2.969361288734481e-15,2.865193827315702e-13,7.278330099241792e-23,2.266055271476818e-22,7.519200891007007e-15,5.577489213984126e-20,4.918680786806723e-17,2.9806096829294635e-16,1.168638081364036e-09
0.009225570177466398,0.06583538066981716,3.76,0.0,0.7233998435782399,0.9978284811474623,0.0027697930205784135,1.3786586193216762e-06,1.7332583941326207e-08,0.010255723911481631,0.010305435711297422,9.311659392366304e-18,2.051679389483456e-05,2.239834254376991e-14,3.4052149738267837e-10,5.1794216783346475e-05,0.00019836974337139992,0.0005368815543916204,2.3579168232465863e-08,3.6979754316711927e-10,0.003369946885430122,5.2654583405811376e-09,2.9143665665178396e-10,4.413146695863333e-05,4.1962583687301456e-07,9.048594801954405e-12,3.2969912129814187e-12,2.5102102670416455e-09,8.759785321725462e-08,9.593044241824821e-08,4.437769327045406e-12,5.1457721024806435e-06,2.7025390506313292e-12,2.6410810259678642e-08,5.84944072730776e-11,1.5664312432800968e-08,3.0224011459201254e-11,7.518949526040085e-07,2.875417609747045e-09,3.8713046466951766e-08,4.5843721995464496e-18,3.6898613723074975e-13,1.310919870277698e-09,5.4070793602800436e-12,7.171418927731437e-19,5.08262116249985e-12,7.796161793358609e-14,7.0247678272382185e-09,2.4374303273126897e-14,3.8601838123214467e-22,1.1837550175396732e-18,2.7575427875070547e-07,1.5292572081039133e-15,1.0179879006466498e-16,6.160023815089656e-10,4.765460794297076e-19,4.886358126977151e-15,1.5212788497108717e-21,2.5023895548422602e-09,1.585490258682735e-13,3.97281843320807e-15,2.9050713022289487e-13,1.8076709189435237e-16,8.432554905726624e-07,1.7993592006690894e-17,3.1582981871381165e-10,4.8492812813958466e-11,2.4618548487142676e-11,1.4317338380288174e-15,1.888101120668728e-17,3.2575084934479784e-19,2.045395258006903e-14,3.0522507043892033e-15,3.0831872387663815e-13,7.495464557312352e-23,2.438464240128743e-22,8.090077543216314e-15,5.762313863198414e-20,5.25967202623173e-17,3.188394585657154e-16,1.215018693475981e-09
0.009292625702506297,0.06583668083588806,3.76,0.0,0.7232478174793188,0.997781803551992,0.0028384127865517398,1.4311287019860253e-06,1.763646310712728e-08,0.010328622954454665,0.010379590780104116,9.377852755433147e-18,2.0898933235204964e-05,2.256045366855929e-14,3.470636969543393e-10,5.31602175089799e-05,0.00020010830221224357,0.0005462002241126922,2.397866613137659e-08,3.744924794607478e-10,0.003447638547838817,5.360933805095858e-09,2.965760090202727e-10,4.51788015273294e-05,4.3026578124941996e-07,9.336927709705467e-12,3.4263951198659715e-12,2.6081953615593196e-09,8.907651603549207e-08,9.913940358413607e-08,4.610689279393537e-12,5.288979613314553e-06,2.8009695926362266e-12,2.7389054905011282e-08,6.198102581147588e-11,1.6243438452987684e-08,3.1334467805592404e-11,7.833546892757972e-07,2.9775360570492576e-09,3.899186168855865e-08,4.738019335386993e-18,3.7811236284831467e-13,1.357833409913579e-09,5.514972623613554e-12,7.476492481734958e-19,5.308879399109805e-12,7.97966283384374e-14,7.2332985544036194e-09,2.531890700711929e-14,4.074438080806774e-22,1.2496489754205695e-18,2.875464378254559e-07,1.599228943984517e-15,1.0638477708860914e-16,6.421535869161915e-10,4.96785492991514e-19,5.067011521676895e-15,1.6043769218347587e-21,2.542102369617002e-09,1.6222885772097926e-13,4.151351407831099e-15,3.0775365880756053e-13,1.8865679054777476e-16,8.629028054812216e-07,1.8730867487151726e-17,3.251659128505938e-10,4.813071445505387e-11,2.477388439688193e-11,1.4900693279102914e-15,1.9649066821965517e-17,3.390019764230942e-19,2.1201380929894005e-14,3.128246370065342e-15,3.2922200385792446e-13,7.696892076039448e-23,2.603786346365634e-22,8.637446791681322e-15,5.932648093437123e-20,5.584619483522132e-17,3.3865031584012773e-16,1.2580864870960981e-09
0.009359681227546195,0.06583798797354713,3.76,0.0,0.7230945462717132,0.9977344132632104,0.0029082189592150786,1.4854508069321594e-06,1.794346028049204e-08,0.010401485293416102,0.010453732352668929,9.444012951296335e-18,2.1285825911871297e-05,2.272256064737395e-14,3.536931860732417e-10,5.4553746117377704e-05,0.000201849065337418,0.0005556113307378986,2.438242254501129e-08,3.792298338361944e-10,0.003526584172590874,5.457626340487303e-09,3.0177070672022137e-10,4.6242677294455785e-05,4.4110023225403073e-07,9.633707244924201e-12,3.5599834346791674e-12,2.709341549883125e-09,9.057074318632295e-08,1.0244114466388451e-07,4.789169987734801e-12,5.4356317737331935e-06,2.9023290965616466e-12,2.8396878135591168e-08,6.566055312217655e-11,1.6840014747033937e-08,3.248026474558654e-11,8.1592845773764e-07,3.082715443145451e-09,3.927060962370145e-08,4.8961227062683684e-18,3.8739596678372503e-13,1.4064711863675421e-09,5.624183381703507e-12,7.792410309928488e-19,5.543835680224999e-12,8.16627190747336e-14,7.446573494298676e-09,2.6293335970276153e-14,4.299613984856577e-22,1.3189086815284819e-18,2.997659916139562e-07,1.671902934770891e-15,1.1114518304554134e-16,6.692288096128738e-10,5.177403426922604e-19,5.253108368611434e-15,1.6915227515700858e-21,2.582153427915254e-09,1.659690521954617e-13,4.3370131987501036e-15,3.259145711338603e-13,1.9685283116918368e-16,8.828564901077127e-07,1.9500226733135583e-17,3.347126199473146e-10,4.7773522500773835e-11,2.4928055383765227e-11,1.5506031992707947e-15,2.0445996116518345e-17,3.5275125576791836e-19,2.1971206816212477e-14,3.2055787964868897e-15,3.5141154084200657e-13,7.904222405013603e-23,2.7792813425306223e-22,9.218457334468585e-15,6.106825309145526e-20,5.927544677476503e-17,3.59567296150742e-16,1.3024407739873108e-09
0.009426736752586094,0.06583930215246143,3.76,0.0,0.7229400183361157,0.997686303790364,0.002979223266241244,1.5416803464206146e-06,1.8253588036980648e-08,0.010474310575950437,0.010527860372928279,9.51013966343344e-18,2.1677512725990834e-05,2.2884663699036677e-14,3.604107794493138e-10,5.5975222789507287e-05,0.00020359203266336707,0.0005651151614363355,2.4790463407310054e-08,3.8401017901763583e-10,0.0036067953257523837,5.555547460210551e-09,3.0702103276071305e-10,4.732321581435639e-05,4.5213146253639984e-07,9.939141972829055e-12,3.697863487524378e-12,2.8137303186187198e-09,9.208062379325533e-08,1.0583809848566547e-07,4.973353877518698e-12,5.585804971713294e-06,3.0066861272249823e-12,2.9434981926977656e-08,6.954277001374939e-11,1.7454452450223952e-08,3.366229759269503e-11,8.496476060229158e-07,3.1910287095668995e-09,3.954928994515573e-08,5.058799677719213e-18,3.968385383851805e-13,1.4568890701465546e-09,5.734717344523402e-12,8.119487120963703e-19,5.787769245219909e-12,8.356022265693807e-14,7.664667196572394e-09,2.7298320184891973e-14,4.536212904508787e-22,1.3916888559354598e-18,3.1242567928229077e-07,1.7473644408798868e-15,1.1608543026100258e-16,6.972541372466602e-10,5.394308359879615e-19,5.4447769174146865e-15,1.7828933039362226e-21,2.6225436719117785e-09,1.697701952995126e-13,4.530061534484456e-15,3.450323889924081e-13,2.0536605037909943e-16,9.031189735865035e-07,2.030290036193276e-17,3.4447318045910856e-10,4.7421143201323253e-11,2.508104271379909e-11,1.6134092659199053e-15,2.1272764749563484e-17,3.670153476358859e-19,2.2763958278715598e-14,3.2842624694033437e-15,3.7495817529173935e-13,8.117673727695158e-23,2.9655094996568056e-22,9.8349606557039e-15,6.284904560680797e-20,6.289324887930379e-17,3.81645144120335e-16,1.348111991844449e-09
0.009493792277625993,0.06584062344252851,3.76,0.0,0.7227842220181226,0.9976374686184339,0.0030514374718039593,1.5998740469714644e-06,1.8566859063259453e-08,0.010547098447365625,0.01060197478559741,9.576232573197196e-18,2.2074035004584225e-05,2.3046763045462385e-14,3.6721729868396207e-10,5.742507319385888e-05,0.00020533720443661896,0.0005747120050600731,2.520281491080969e-08,3.888340978309121e-10,0.003688283605381431,5.654708804825399e-09,3.1232727119851417e-10,4.8420538155852354e-05,4.633617590959199e-07,1.0253444458088711e-11,3.840144714374203e-12,2.921444772817522e-09,9.360624779297898e-08,1.0933276109313708e-07,5.16338616161927e-12,5.739577230242233e-06,3.1141104711881605e-12,3.050408078575092e-08,7.363790281599492e-11,1.8087169906329402e-08,3.488147901176823e-11,8.84544145885387e-07,3.302550100367421e-09,3.982790212045477e-08,5.2261706784642766e-18,4.064416751619486e-13,1.5091444163507987e-09,5.846580230886618e-12,8.458045034068376e-19,6.040966494078657e-12,8.548947358300207e-14,7.887654839130856e-09,2.8334602487422287e-14,4.784756643839713e-22,1.4681505268949362e-18,3.255385403174429e-07,1.82570082165423e-15,1.2121107328913336e-16,7.262562087020255e-10,5.618776075078861e-19,5.642147666322488e-15,1.8786726893950954e-21,2.663274065963166e-09,1.7363287524097533e-13,4.730762959227902e-15,3.6515133987647993e-13,2.1420765016968158e-16,9.236926866633201e-07,2.1140159504395485e-17,3.5445085995240233e-10,4.7073687775375933e-11,2.5232827492492095e-11,1.6785634833468396e-15,2.2130366030248355e-17,3.8181138943483944e-19,2.3580172691785544e-14,3.364311984835465e-15,3.999361859602223e-13,8.337471621356437e-23,3.1630582819272097e-22,1.0488898068101012e-14,6.466945438826392e-20,6.670874702496516e-17,4.049409735151337e-16,1.3951311119490868e-09
0.009560847802665891,0.06584195191387651,3.76,0.0,0.7226271456279877,0.9975879012079274,0.003124873376799747,1.660089972777682e-06,1.8883286158639894e-08,0.010619848550684482,0.010676075536208505,9.642291359932805e-18,2.2475434609652287e-05,2.3208858911962347e-14,3.741135723317431e-10,5.890372856251511e-05,0.00020708458122828407,0.0005844021521851702,2.561950351017367e-08,3.9370218334652433e-10,0.003771060641695818,5.755122143482457e-09,3.176897076483225e-10,4.953476489801588e-05,4.7479342335941795e-07,1.0576831304768496e-11,3.98693867669494e-12,3.032569665620497e-09,9.514770594469786e-08,1.1292769347730593e-07,5.359414890089797e-12,5.897028238390427e-06,3.224673148466975e-12,3.1604901918858736e-08,7.79566416635004e-11,1.8738592761961937e-08,3.613873933822891e-11,9.206507629494788e-07,3.417355183369579e-09,4.0106445834090616e-08,5.398359284133032e-18,4.162069820998328e-13,1.5632960875736558e-09,5.959777788458604e-12,8.808413681551275e-19,6.303721202324856e-12,8.745080835072087e-14,8.115612228323405e-09,2.9402938659940057e-14,5.045788126363786e-22,1.548461246025528e-18,3.391179199721086e-07,1.9070015799092515e-15,1.265278033746941e-16,7.56262221904328e-10,5.851017251015717e-19,5.845353391623922e-15,1.9790524096147556e-21,2.7043455959442713e-09,1.7755768243809516e-13,4.939393085949494e-15,3.8631741173333886e-13,2.233892083796794e-16,9.445800617574266e-07,2.201331697455944e-17,3.64648949055843e-10,4.6731062235735775e-11,2.538338985342718e-11,1.7461440185216229e-15,2.3019822080301356e-17,3.9715701561365864e-19,2.4420396889296063e-14,3.4457420368797517e-15,4.2642343854856465e-13,8.563851219532977e-23,3.372543522404583e-22,1.1182304599665035e-14,6.653007992379055e-20,7.073147287706602e-17,4.295143554009538e-16,1.4435296479286098e-09
