Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747)
7.412277809598625e-05,0.9675493396624278,3.76,0.0,2.5736404374903664e-12,0.03679751304260918,0.9116528460701707,1.8799757588484587e-12,5.322780175170977e-13,9.640203675422716e-12,2.2676792475028638e-05,7.778458132471005e-18,0.06124488244087794,0.17785150039908515,0.2888730503194158,5.434303825764112e-09,0.02361294644358485,1.0801519070625706e-13,1.1660808501279546e-17,1.4911397702917505e-14,5.804909508789098e-19,1.6468923125788135e-06,0.39025275288109973,5.407687141687665e-06,4.599407161576495e-19,1.7608590568796785e-14,1.3387184594676804e-11,1.1796511753278466e-13,1.983788528750227e-13,5.326137798912409e-13,5.382842135069561e-16,1.935431006017925e-21,7.758958271803349e-16,2.451765762332108e-08,0.2697909790583305,2.4914920835711897e-13,3.050327873595092e-13,5.931611076682033e-17,9.00918905580551e-19,6.333705811906956e-18,3.2919516648151763e-07,3.2340413660603594e-16,4.961331079998058e-19,2.6099039261482105e-09,2.7692324551748144e-08,1.4599755299123034e-16,9.059263165454007e-19,1.268806502477237e-16,1.761942031879203e-12,1.0198784716578437e-14,3.3718226010622804e-15,7.887486438073158e-23,3.320113667852734e-07
7.422137070107118e-05,0.9675246958056419,3.76,0.0,2.5399687929872398e-12,0.036746674280653216,0.9116940604607785,1.8276365122980012e-12,5.184390634579832e-13,9.550729681515824e-12,2.2646114001542886e-05,7.695831556171495e-18,0.06120793623968244,0.17774938724433662,0.2889013857306282,5.433852284219043e-09,0.023582542456541615,1.0794842482732289e-13,1.0867753896128715e-17,1.3901014743154683e-14,5.41165918310308e-19,1.6461646574128267e-06,0.39012487008205377,5.403249304297842e-06,4.284809173526146e-19,1.6413149900273817e-14,1.2482836305888456e-11,1.0984839676328097e-13,1.9324554265843796e-13,5.193178105553165e-13,5.378498708843083e-16,1.8032391958488667e-21,7.753095516028497e-16,2.451591933742904e-08,0.26991886258109354,2.3225123667183863e-13,2.8449322907148534e-13,5.526675585905207e-17,8.393290540321471e-19,6.0321201807362485e-18,3.2917298009941344e-07,2.93496357900595e-16,4.499982502817537e-19,2.609486121137286e-09,2.7699935444557062e-08,1.3253832064255e-16,8.444094424346428e-19,1.1821607005334154e-16,1.7605398905757562e-12,9.504681140412013e-15,3.0597211510725398e-15,7.136324155081172e-23,3.320346037973795e-07
7.431996330615611e-05,0.9675000873427365,3.76,0.0,2.5086674654427005e-12,0.03669601562839048,0.9117356572963273,1.7789238992659407e-12,5.055567191571303e-13,9.467479889526116e-12,2.2615538652125446e-05,7.618448056407222e-18,0.061171044769394264,0.17764716868368488,0.28892936397334645,5.433409222687371e-09,0.023552200208054208,1.0788210489450726e-13,1.0129468089740034e-17,1.2960165072657173e-14,5.045461189649936e-19,1.645439652805707e-06,0.38999784663941567,5.398821882189876e-06,3.9920592421282457e-19,1.53001540629218e-14,1.1640446694203112e-11,1.0240751405333688e-13,1.884657412652867e-13,5.06946059748574e-13,5.374148706456162e-16,1.680219728998043e-21,7.74721590878053e-16,2.451407448922529e-08,0.2700458867477616,2.165235085087356e-13,2.6537037320656653e-13,5.1499644908922195e-17,7.820369717803208e-19,5.751461405082204e-18,3.2914935543877513e-07,2.663669855548409e-16,4.081566567620643e-19,2.609059987508323e-09,2.7707488385299175e-08,1.203254238400856e-16,7.871615133959838e-19,1.1015558215996594e-16,1.7592034468133503e-12,8.85854703761505e-15,2.776640505548844e-15,6.468811333387068e-23,3.320563348126189e-07
7.443685707807253e-05,0.967470956730116,3.76,0.0,2.474399541441192e-12,0.03663618503889585,0.9117854650509779,1.7255193443867073e-12,4.91431119746378e-13,9.376244364793923e-12,2.257942038872827e-05,7.532984597503293e-18,0.06112737600060041,0.17752584272266325,0.2889620772920252,5.432894668658185e-09,0.023516305448367834,1.0780401610502565e-13,9.319832284106811e-18,1.1928099963701652e-14,4.643747885752528e-19,1.6445834749782319e-06,0.38984834786264655,5.393586022642051e-06,3.671160466622176e-19,1.4079425369968958e-14,1.0716230485995462e-11,9.42075716452953e-14,1.8322249191152053e-13,4.933851019988709e-13,5.368982909979728e-16,1.5453609992527726e-21,7.74022345516768e-16,2.451175065337526e-08,0.27019538638336116,1.992806937130896e-13,2.443972262630618e-13,4.737151506598893e-17,7.192590432133789e-19,5.4438073457609764e-18,3.291195025626097e-07,2.374463531765323e-16,3.6356703575685147e-19,2.608544091618883e-09,2.771636887408749e-08,1.0730149245847857e-16,7.244043069470109e-19,1.0132291770788216e-16,1.757697811527567e-12,8.150012192103565e-15,2.474900101215127e-15,5.759092432796425e-23,3.320801704556614e-07
7.455375084998894e-05,0.9674418756839026,3.76,0.0,2.442975918958892e-12,0.03657660356505362,0.9118357971317577,1.6764643236661987e-12,4.784539260585927e-13,9.292478300219568e-12,2.254344485402038e-05,7.45379960905604e-18,0.06108378357873433,0.17740437614155286,0.28899429833663914,5.432391520699153e-09,0.023480496917149724,1.0772647684902689e-13,8.575893076289155e-18,1.0979491372071821e-14,4.2745069410959343e-19,1.6437309583790838e-06,0.3897000345269227,5.3883645911077866e-06,3.3764421064548464e-19,1.2957592842836531e-14,9.866562248275946e-12,8.666271501550777e-14,1.7840285334111417e-13,4.809317825818333e-13,5.363808295162044e-16,1.4214899744874456e-21,7.733208167267922e-16,2.4509280420419057e-08,0.27034370057835017,1.834414643425681e-13,2.251236789147729e-13,4.35815036805454e-17,6.616280282970053e-19,5.161221644466468e-18,3.290876736919532e-07,2.1167974585420582e-16,3.238778214933647e-19,2.608016775636931e-09,2.7725169292590034e-08,9.569344961442355e-17,6.667629354600007e-19,9.321398908112661e-17,1.7562711563362903e-12,7.499012238374947e-15,2.206097060595701e-15,5.125392734491895e-23,3.3210193812902546e-07
7.467064462190536e-05,0.9674128441027378,3.76,0.0,2.414162848638385e-12,0.03651726903730126,0.9118866464479776,1.6313998283004908e-12,4.665306098664599e-13,9.215568287022236e-12,2.2507610855594955e-05,7.380371167500634e-18,0.06104026718684822,0.17728277295981634,0.28902603234731505,5.4318995224704164e-09,0.023444774313081257,1.0764945007699321e-13,7.892242331885728e-18,1.0107490435731995e-14,3.9350750294276685e-19,1.6428820684278422e-06,0.38955289458164066,5.38315747382323e-06,3.105740277606839e-19,1.1926532276259946e-14,9.085319285240134e-12,7.973810651155753e-14,1.7397157443141313e-13,4.694955343144035e-13,5.358625089102094e-16,1.3076999585634226e-21,7.72617050114756e-16,2.4506665605020263e-08,0.27049084138332774,1.6888947093698498e-13,2.0740991508623943e-13,4.010138991820007e-17,6.08713871723927e-19,4.901636838949146e-18,3.2905389328572013e-07,1.8872182337340715e-16,2.8854062489082125e-19,2.607478192728615e-09,2.773389038755982e-08,8.534677078283096e-17,6.1381405571207015e-19,8.576834824817534e-17,1.7549170735088065e-12,6.900806709107716e-15,1.9666214817062463e-15,4.561747224775084e-23,3.3212166391382524e-07
7.478753839382178e-05,0.9673838618852836,3.76,0.0,2.387746035888524e-12,0.0364581793110312,0.9119380059876673,1.5899973266817646e-12,4.555740645876753e-13,9.14495183112157e-12,2.247191721436338e-05,7.312221614789618e-18,0.0609968265096589,0.1771610371439289,0.2890572845111145,5.431418432082747e-09,0.023409137335729833,1.0757290183804341e-13,7.263922625699743e-18,9.305818097992343e-15,3.6230101118116207e-19,1.642036770896214e-06,0.3894069161074024,5.377964558195978e-06,2.857068650518815e-19,1.0978785382669867e-14,8.366914555617372e-12,7.337415662349808e-14,1.6989642980069833e-13,4.58992735285098e-13,5.35343351611102e-16,1.2031585442949142e-21,7.719110907459062e-16,2.4503908001764035e-08,0.27063682071768713,1.5551858241155176e-13,1.9112773868418177e-13,3.690546581948735e-17,5.60124931994634e-19,4.663151752085773e-18,3.290181855323676e-07,1.6826514054191178e-16,2.570758952033214e-19,2.6069284941187733e-09,2.7742532899371684e-08,7.612382071024969e-17,5.651699151272855e-19,7.893095399797204e-17,1.753629688617744e-12,6.351051868372393e-15,1.753260117937634e-15,4.0603781388315984e-23,3.321393735379357e-07
7.502132593765462e-05,0.9673260451363473,3.76,0.0,2.34132843450656e-12,0.03634072580667856,0.9120422280764366,1.5169933598334634e-12,4.362474919001218e-13,9.020571014738682e-12,2.2400946352346163e-05,7.190039424766033e-18,0.06091017104664837,0.17691718321593014,0.28911836378506006,5.4304880691305275e-09,0.023338119064009306,1.0742111860247415e-13,6.155404207196207e-18,7.890814771174166e-15,3.0721740027419603e-19,1.6403568179140455e-06,0.3891183965387675,5.367620887315842e-06,2.4186633151503015e-19,9.30635858818147e-15,7.098431054859256e-12,6.215087965182759e-14,1.626986678606802e-13,4.40485968674338e-13,5.343026152923436e-16,1.0188216518387447e-21,7.704927713749106e-16,2.4497971511323293e-08,0.2709253420078168,1.3193758617697137e-13,1.6239606693803653e-13,3.12736300087425e-17,4.745128444180551e-19,4.242628588721326e-18,3.2894108340850005e-07,1.3378302195894582e-16,2.040948557433058e-19,2.605796345188627e-09,2.775958510329005e-08,6.056875439223977e-17,4.793988697171439e-19,6.688274715914231e-17,1.7512338351126194e-12,5.381231881706026e-15,1.3936728821021454e-15,3.2174042181957425e-23,3.3216884549750563e-07
7.523173472710417e-05,0.9672741778703532,3.76,0.0,2.3059395648396266e-12,0.036235833858314886,0.9121377041579326,1.461041460824074e-12,4.214260704287203e-13,8.925405223258051e-12,2.2337541036091477e-05,7.094109161404898e-18,0.06083243694570112,0.17669729980254828,0.2891717381836329,5.429685872228451e-09,0.023274492467623795,1.0728586400443062e-13,5.305154464501379e-18,6.804844961490863e-15,2.649405619916055e-19,1.638856810021513e-06,0.38886258421603515,5.358359047253534e-06,2.0827111742733258e-19,8.023223349526802e-15,6.1244590819800935e-12,5.3545065918051856e-14,1.5716762863619456e-13,4.263169888679657e-13,5.3336331056209125e-16,8.77531770327701e-22,7.692092260780535e-16,2.449215793517769e-08,0.27118115588128416,1.1385922238632478e-13,1.403525187321649e-13,2.6960446028104124e-17,4.089571074633482e-19,3.920293568107724e-18,3.2886533719174706e-07,1.0885366271976781e-16,1.65844381726263e-19,2.604740873745726e-09,2.777467062998562e-08,4.931483530398774e-17,4.1365965121263183e-19,5.765614275431869e-17,1.7492561210845238e-12,4.637453303551286e-15,1.1337583690752866e-15,2.6099563174087576e-23,3.321887260775772e-07
7.544214351655373e-05,0.9672224689685283,3.76,0.0,2.2757116170796535e-12,0.03613170282050846,0.9122347278237752,1.4129639040655906e-12,4.0868194482650866e-13,8.843797039337971e-12,2.2274572731123456e-05,7.009502336371837e-18,0.06075494333406685,0.1764770459881267,0.28922362969469884,5.428915794940845e-09,0.02321113867164967,1.0715174784061495e-13,4.573993767059081e-18,5.8704559532494335e-15,2.285633895274273e-19,1.6373679250120514e-06,0.3886103555331744,5.349141521906109e-06,1.7940667727198365e-19,6.919514187740488e-15,5.286062652913346e-12,4.6147547871376605e-14,1.5240045551400557e-13,4.1415787763129945e-13,5.324216313946758e-16,7.561113301490136e-22,7.679192532451047e-16,2.4485908739789383e-08,0.27143338611614837,9.831953269224038e-14,1.2139141657711153e-13,2.3256572321533334e-17,3.526710577037758e-19,3.643268352213378e-18,3.2878371047863923e-07,8.858511865729143e-17,1.3478560352071232e-19,2.603651653310646e-09,2.778951277217653e-08,4.015875997142631e-17,3.5716672955078936e-19,4.9733437592736454e-17,1.7474231809090736e-12,3.997920606058762e-15,9.22479061817502e-16,2.1175890353361056e-23,3.322024588935834e-07
7.565255230600329e-05,0.9671709178416831,3.76,0.0,2.2499137558860474e-12,0.0360283210471206,0.9123332609202274,1.3716413335296928e-12,3.9771973552283956e-13,8.773827449359247e-12,2.221203502133762e-05,6.934604312744329e-18,0.06067768843416998,0.17625644307288788,0.2892740667144012,5.42817681457517e-09,0.02314805595799078,1.0701865451480525e-13,3.9450372221517195e-18,5.066225442731502e-15,1.9725244962199702e-19,1.635889975550651e-06,0.388361645534852,5.339967695556796e-06,1.5459881049578946e-19,5.969829082770621e-15,4.564126740938661e-12,3.9788424262733854e-14,1.482879537479338e-13,4.0372408391890037e-13,5.314776989012179e-16,6.517316179863249e-22,7.666230969843783e-16,2.4479233691531534e-08,0.2716820976676917,8.495733923406131e-14,1.0507620442296775e-13,2.0074835542895265e-17,3.0432726946560504e-19,3.4050962748790305e-18,3.2869633491075806e-07,7.210539074177541e-17,1.095658039587463e-19,2.6025294989974107e-09,2.7804115619844072e-08,3.270923714023203e-17,3.0860327252649504e-19,4.2928012854264856e-17,1.745714991514228e-12,3.4478426043209785e-15,7.507276186938217e-16,1.718485632968095e-23,3.3221018196742847e-07
7.586296109545284e-05,0.9671195239009368,3.76,0.0,2.227919209263475e-12,0.03592567712930499,0.9124332660555836,1.3361146799639546e-12,3.882859114207506e-13,8.713850404450585e-12,2.2149921617657418e-05,6.8680339125866115e-18,0.060600670486425694,0.17603551185119068,0.2893230771207132,5.427467989047051e-09,0.02308524261898112,1.0688648489985168e-13,3.4038101080437682e-18,4.373780119759731e-15,1.7029285405059092e-19,1.6344227777511252e-06,0.3881163905310284,5.330836963911798e-06,1.3326992566937774e-19,5.152384310475286e-15,3.942255027143319e-12,3.431797626896202e-14,1.447366862232712e-13,3.947713564345993e-13,5.305316314773868e-16,5.619693019176677e-22,7.653209961356767e-16,2.4472142361993077e-08,0.27192735422589875,7.346348943796331e-14,9.103258654652611e-14,1.7340665451410852e-17,2.627904228743583e-19,3.200246734403205e-18,3.2860333950575e-07,5.870451570809098e-17,8.908460478378401e-20,2.6013752075429294e-09,2.781848319791484e-08,2.6647442582529824e-17,2.6684119468282956e-19,3.708024921557185e-17,1.7441143812108792e-12,2.974541650836291e-15,6.110906965854459e-16,1.3949302000083381e-23,3.322120300572422e-07
7.60733698849024e-05,0.9670682865582872,3.76,0.0,2.2091906002402137e-12,0.03582375989018769,0.9125347065858863,1.3055618959905722e-12,3.80163537245521e-13,8.662454484978061e-12,2.2088226355280754e-05,6.808610222926898e-18,0.06052388774929635,0.1758142726225125,0.28937068828220375,5.426788446493096e-09,0.023022696957583494,1.0675515400094583e-13,2.9379080905896886e-18,3.777366086085844e-15,1.4707157818052974e-19,1.632966151108314e-06,0.38787452807228656,5.321748733903947e-06,1.1492556876560557e-19,4.448510225870822e-15,3.4063817592332873e-12,2.960984566603042e-14,1.4166666823327948e-13,3.870905293008269e-13,5.2958354484649e-16,4.847492819927718e-22,7.6401318434684e-16,2.446464413151997e-08,0.2721692182401285,6.357309072200391e-14,7.89397890977167e-14,1.4990234170629814e-17,2.270888785383574e-19,3.0239855633175997e-18,3.285048507050484e-07,4.780518185306023e-17,7.24483522432541e-20,2.6001895577398063e-09,2.7832619466851377e-08,2.1713927672435827e-17,2.3091459758844127e-19,3.205352578664326e-17,1.7426066273476117e-12,2.5671543817293846e-15,4.975414691340476e-16,1.1325677103047336e-23,3.3220813474941747e-07
7.628377867435195e-05,0.9670172052264081,3.76,0.0,2.193267129095356e-12,0.03572255837958076,0.9126375466005896,1.279278333077427e-12,3.73166969000482e-13,8.618429317647633e-12,2.2026943190957068e-05,6.755323185015833e-18,0.060447338499317146,0.17559274520241128,0.28941692706688105,5.426137376453255e-09,0.02296041728757283,1.0662458890833617e-13,2.5366992393097866e-18,3.263473553602771e-15,1.2706287718677207e-19,1.6315199184186011e-06,0.38763599692512796,5.312702423493671e-06,9.914231375157457e-20,3.842202583735163e-15,2.9444381362351993e-12,2.5558008789296223e-14,1.39009416838619e-13,3.805023852929875e-13,5.28633552101621e-16,4.182941335975106e-22,7.626998901499794e-16,2.4456748192750944e-08,0.2724077509438199,5.505910231242893e-14,6.852286444910651e-14,1.296889786265248e-17,1.9639091888597603e-19,2.872258119621299e-18,3.2840099242152764e-07,3.893825657506965e-17,5.893210564863078e-20,2.5989733108772786e-09,2.7846528323299714e-08,1.7697725428043033e-17,1.9999632096885827e-19,2.7730881892089193e-17,1.7411791036137123e-12,2.2163706852946774e-15,4.051833621659512e-16,9.19772387817111e-24,3.321986245489148e-07
7.649418746380151e-05,0.9669662793188826,3.76,0.0,2.1797550310616485e-12,0.035622061869544315,0.9127417509105168,1.2566624580648874e-12,3.6713756051753524e-13,8.580740479626652e-12,2.1966066200715614e-05,6.707311989813009e-18,0.06037102103108183,0.1753709489317778,0.2894618198496197,5.425514023271702e-09,0.022898401933677582,1.0649472727879529e-13,2.1911027337392433e-18,2.820557485811673e-15,1.0981742491186128e-19,1.630083905729966e-06,0.3874007370511763,5.303697461492704e-06,8.55587808982536e-20,3.319786912767492e-15,2.54610923944977e-12,2.2068963462646462e-14,1.3670653124456292e-13,3.748536538966462e-13,5.276817637451524e-16,3.6108677191007106e-22,7.613813370322072e-16,2.4448463553635137e-08,0.2726430123752874,4.772782303948833e-14,5.954693450953967e-14,1.123007044416446e-17,1.6998758612539256e-19,2.7416041752332413e-18,3.2829188608014583e-07,3.172526612322452e-17,4.7951720046796563e-20,2.5977272111090214e-09,2.7860213600642595e-08,1.442850282126084e-17,1.7338041785053962e-19,2.4012613148543112e-17,1.7398210182547536e-12,1.9142403046462496e-15,3.300668860687534e-16,7.471945074820425e-24,3.3218362495398564e-07
7.670459625325107e-05,0.9669155082499643,3.76,0.0,2.1683152685564988e-12,0.03552225984800787,0.912847285030273,1.2371967156336961e-12,3.6193870703983615e-13,8.54849723277531e-12,2.1905589576486398e-05,6.6638366757966865e-18,0.06029493365725735,0.17514890269012381,0.28950539252309604,5.424917677380629e-09,0.022836649231767904,1.0636551535939825e-13,1.8933017842489363e-18,2.4386766904378535e-15,9.494829497850192e-20,1.628657942310704e-06,0.38716868957703215,5.294733287317637e-06,7.386402832292452e-20,2.869489504834207e-15,2.2025098776785607e-12,1.906231464562997e-14,1.347077932707215e-13,3.7001237110168843e-13,5.26728287754133e-16,3.118219316217957e-22,7.600577435480776e-16,2.4439799041918517e-08,0.27287506140786766,4.141263313580205e-14,5.180980693203808e-14,9.733696554456867e-18,1.472693661929838e-19,2.6290469735688812e-18,3.2817765067841306e-07,2.5856626663048054e-17,3.902933530225042e-20,2.5964519859291316e-09,2.7873679069882702e-08,1.1766874863433591e-17,1.5045946681359864e-19,2.0812997737278537e-17,1.7385230756730499e-12,1.6539202019924317e-15,2.6896188507215804e-16,6.0719213606117524e-24,3.321632585625776e-07
7.691500504270062e-05,0.9668648914351384,3.76,0.0,2.158656453563557e-12,0.035423142014442285,0.9129541151662466,1.2204363487349582e-12,3.5745332436041405e-13,8.520933941846694e-12,2.184550762386241e-05,6.624263511228903e-18,0.060219074708570665,0.17492662490463864,0.2895476705052695,5.424347670253519e-09,0.022775157528967856,1.0623690690624134e-13,1.6365831033994973e-18,2.1092866034015992e-15,8.212289658912324e-20,1.6272418605578736e-06,0.3869397967737111,5.285809350817961e-06,6.379144518839614e-20,2.481198506321751e-15,1.9059960752729586e-12,1.64732309402617e-14,1.3297014023676082e-13,3.6586531899322145e-13,5.25773229612657e-16,2.6937978438438196e-22,7.587293233852133e-16,2.4430763308063017e-08,0.2731039557704819,3.5970395801628223e-14,4.5137772266068206e-14,8.445436487896339e-18,1.277138476253004e-19,2.5320333924965e-18,3.2805840282570494e-07,2.1079907469344844e-17,3.177661007780913e-20,2.595148346541365e-09,2.7886928440264062e-08,9.599086049824129e-18,1.3071241294149478e-19,1.8058548132256233e-17,1.7372772844879837e-12,1.4295330688047468e-15,2.1923521386757618e-16,4.935762159924546e-24,3.3213764514327646e-07
7.712541383215018e-05,0.9668144282905812,3.76,0.0,2.1505281260885324e-12,0.035324698275013236,0.9130622082028749,1.2059993307558932e-12,3.535809083428492e-13,8.497392431474245e-12,2.17858147595762e-05,6.5880493599151655e-18,0.06014344253379058,0.17470413356035305,0.28958867874804317,5.423803369841868e-09,0.022713925183769922,1.0610886210024435e-13,1.4151796148232259e-18,1.82504231550638e-15,7.105530738989191e-20,1.6258354959330748e-06,0.3867140020333105,5.276925112091053e-06,5.511219608192814e-20,2.146223966402875e-15,1.6499985279014574e-12,1.4242027243126867e-14,1.3145662770187866e-13,3.623151084829946e-13,5.24816692359199e-16,2.327989387646825e-22,7.5739628545214e-16,2.442136482864484e-08,0.2733297520709693,3.127825219913704e-14,3.938156395730418e-14,7.335836105833722e-18,1.1087301310615774e-19,2.4483720219365237e-18,3.2793425678900715e-07,1.7189487163469397e-17,2.5877777586573685e-20,2.59381698827328e-09,2.7899965360069756e-08,7.832391949880715e-18,1.1369202536381838e-19,1.5686236405214274e-17,1.7360767722334546e-12,1.2360310429633466e-15,1.7874244769014008e-16,4.013243575126159e-24,3.3210690171395296e-07
7.754623141104929e-05,0.9667139606831056,3.76,0.0,2.1380380511564172e-12,0.03512979371221141,0.9132820538374837,1.1828392504586192e-12,3.47343712479708e-13,8.460206886835705e-12,2.1667574506068052e-05,6.523911208913119e-18,0.05999285199065626,0.17425857997663916,0.28966698353566744,5.422789523302106e-09,0.022592232057460714,1.0585433173760365e-13,1.0593284194467405e-18,1.3678008896264778e-15,5.325181576951488e-20,1.6230512751432681e-06,0.38627148579734305,5.259273618524224e-06,4.118020337795176e-20,1.6075984935076901e-15,1.2379091155011373e-12,1.0650525635767948e-14,1.289805196442911e-13,3.566842846349278e-13,5.228995807107834e-16,1.7405643416226868e-22,7.547171684952737e-16,2.4401512687928987e-08,0.27377227142923666,2.3740240431635067e-14,3.012520711989231e-14,5.555729251250725e-18,8.386173888425916e-20,2.31389330993351e-18,3.27671715761077e-07,1.143960957626836e-17,1.7175368449126256e-20,2.5910738188589307e-09,2.7925416140091177e-08,5.218881951045865e-18,8.635886661771988e-20,1.1880725250521204e-17,1.7337889254042007e-12,9.25069972173393e-16,1.1891166500716539e-16,2.655328332440572e-24,3.320304795307261e-07
7.792496723205849e-05,0.9666240595554405,3.76,0.0,2.130182054006317e-12,0.03495658782620538,0.9134839152683845,1.1671258035286692e-12,3.4308441338346283e-13,8.435634205723449e-12,2.1562435145514746e-05,6.47367688199772e-18,0.05985807986992139,0.17385702307483564,0.28973335637952147,5.421959258751644e-09,0.022483579014871576,1.0562688618123878e-13,8.172872396691674e-19,1.0564482173684422e-15,4.112896793215477e-20,1.6205771199560136e-06,0.38588327089111835,5.243517827779363e-06,3.1719864308254524e-20,1.2410259572874411e-15,9.570324824988006e-13,8.214718224105104e-15,1.2724660809004939e-13,3.529386842361035e-13,5.211701068575197e-16,1.3414756586522404e-22,7.522921712754878e-16,2.4382486758384503e-08,0.27416048914761015,1.8615949819346218e-14,2.3825099387578915e-14,4.347858639793379e-18,6.553898986927256e-20,2.222377174429539e-18,3.2741977689686997e-07,7.939060805726211e-18,1.1890292333990262e-20,2.588516829950414e-09,2.7947630636890013e-08,3.6258713899193966e-18,6.778736481267643e-20,9.298835386753352e-18,1.7318338876853387e-12,7.135993705288236e-16,8.24987993667403e-17,1.8331503079852208e-24,3.3194527494670735e-07
7.83037030530677e-05,0.9665346472928574,3.76,0.0,2.1247425204385504e-12,0.034785418010704915,0.9136893831691454,1.1550708374307464e-12,3.397922804054381e-13,8.417409647181278e-12,2.1458474439723392e-05,6.4288414853256655e-18,0.05972401763299788,0.1734550347147502,0.28979598283927926,5.421203749476112e-09,0.02237574129042821,1.0540085877377471e-13,6.311913366880518e-19,8.168014767882866e-16,3.179829034709438e-20,1.6181320252401097e-06,0.3855042623519446,5.227882710207604e-06,2.445789332810405e-20,9.590273644865803e-16,7.406702170807977e-13,6.323154714863626e-15,1.2586555299991353e-13,3.5013845073841983e-13,5.194373361157754e-16,1.0349592897115484e-22,7.498552517750208e-16,2.4362409747114527e-08,0.27453950050052733,1.4678391811029648e-14,1.8978135677867787e-14,3.4212290153129897e-18,5.148634997662866e-20,2.1519474630016135e-18,3.2715364243036753e-07,5.507842965286637e-18,8.227739042264904e-21,2.5858801560686542e-09,2.7969210821115828e-08,2.518091564654111e-18,5.3522403848919267e-20,7.318327624632397e-18,1.729955619961812e-12,5.510398979023489e-16,5.721796080067359e-17,1.2649869614678295e-24,3.31845150586474e-07
7.86824388740769e-05,0.9664457205332572,3.76,0.0,2.1211447347369408e-12,0.03461623229626897,0.9138982872899852,1.1458026558757554e-12,3.372375422917638e-13,8.404022479926545e-12,2.135566354563117e-05,6.388172792060471e-18,0.05959065629169293,0.1730527050173765,0.2898549926150663,5.420520201736583e-09,0.022268709731717233,1.0517615544855268e-13,4.878468372863012e-19,6.320026013945148e-16,2.460338475264606e-20,1.6157151362287693e-06,0.38513416778878495,5.212365463454977e-06,1.8874186812173696e-20,7.416929492855746e-16,5.736062983320223e-13,4.934347492422154e-15,1.247535144955026e-13,3.480610808714222e-13,5.177017868489538e-16,7.991563604513359e-23,7.474074664959166e-16,2.434132521902497e-08,0.2749095978786723,1.164610274436069e-14,1.5242410222333136e-14,2.7092817464910704e-18,4.069299570983993e-20,2.097610247861077e-18,3.2687389968362417e-07,3.809853196083689e-18,5.683553561763849e-21,2.5831673235104655e-09,2.7990175862528764e-08,1.7435611751079617e-18,4.254686620825755e-20,5.7968168513072174e-18,1.728138226558389e-12,4.258371092677269e-16,3.956750297548921e-17,8.723148595514499e-25,3.3173069848815484e-07
7.90611746950861e-05,0.9663572759287059,3.76,0.0,2.1189608336280626e-12,0.03444898054630712,0.914110463530313,1.1386718277633256e-12,3.352498449375874e-13,8.394347718891526e-12,2.1253974610898223e-05,6.350754411913255e-18,0.059457987039846553,0.17265012017831338,0.28991051112892746,5.4199059997026556e-09,0.022162475310161973,1.0495270448351146e-13,3.7741353555282703e-19,4.894907644248688e-16,1.9055289381679895e-20,1.6133256266195407e-06,0.3847727049334607,5.196963378467286e-06,1.457651727730723e-20,5.741407118706937e-16,4.448081368863777e-13,3.706053469996993e-15,1.2384762051300743e-13,3.4653854301170376e-13,5.15963955349305e-16,6.175666699735804e-23,7.449498285650172e-16,2.4319275158827647e-08,0.2752710635498806,9.31227575500232e-15,1.2362987265433676e-14,2.161157383443236e-18,3.2383763984192576e-20,2.055645358074856e-18,3.2658111469063474e-07,2.6326919009528087e-18,3.906307708822617e-21,2.580381719560426e-09,2.8010544351361908e-08,1.2061129982575575e-18,3.409424911428068e-20,4.625510392971303e-18,1.7263698231973363e-12,3.293966396725823e-16,2.733325006232555e-17,5.965322766139769e-25,3.316024870167092e-07
