Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230)
5.288856400510006e-05,1.0633161084991163,3.76,0.0,0.0014645901197904764,0.006854328082198523,0.9767116243564002,0.00025504976164110324,8.852647908079283e-05,0.0027745232957603087,4.598256131231044e-06,3.2935442273866834e-10,0.015496667886743814,0.09126567039130952,0.6762688679948183,0.00018341094799722375,0.0012613460313442531,3.735153045549369e-08,1.5994860517888803e-07,9.906392448011075e-05,1.5765407476212938e-06,6.106067804266122e-05,0.6014552063057692,4.546876394598424e-07,3.033715322568485e-10,2.539505478589932e-05,0.035961116365652204,7.945571938615417e-05,2.356128681441801e-05,0.00022465470619299107,3.930644111852688e-14,2.7157189365255593e-12,1.3869171738877302e-13,6.191678808652437e-08,0.19531672701320607,7.697002032612927e-05,0.00027670523896093044,1.3715060245809515e-08,1.3094460514284657e-10,2.3784668021525235e-09,1.1264519685480677e-07,1.2289400257071099e-05,6.22037019850713e-09,4.0838323332824676e-10,3.4127612035451585e-07,9.667941105959265e-06,4.0109349131576404e-10,2.345967694958857e-08,8.715979980043346e-06,1.3260900070569266e-05,8.435448906625531e-05,3.0459351449102073e-13,5.9260003875159484e-08,1.7141896005762872e-10,1.6643752291040521e-15,2.228105397400687e-07,4.628863283366039e-17,2.304291066589891e-09,3.6200258853237843e-09,6.703719066769429e-14,5.367716168150033e-12,1.1861295716672835e-12,6.409206100998682e-09,1.8582927149607852e-16,1.1543591548463843e-16,4.0092350511094363e-11,3.4521342251354244e-13,3.4091427156789006e-13,3.6446570729478635e-14,4.851053355820125e-14,6.849410850755507e-17,5.739361394913349e-05,3.0913896737136706e-14
5.302667168606977e-05,1.0633242075899576,3.76,0.0,0.001456498075251827,0.006671570391201721,0.9766654722136974,0.000251656203755654,8.740440111957346e-05,0.0027526842818054774,4.473103505288975e-06,3.1804306139298704e-10,0.015403018205577953,0.09082912071040596,0.6768633114474405,0.00018158311738583993,0.0012443352859055137,3.681785424541628e-08,1.5764402339801383e-07,9.805911940331452e-05,1.5584745894908804e-06,6.029545122236921e-05,0.6019212356180104,4.4917298355913334e-07,2.987133883574432e-10,2.5120502318450883e-05,0.0357412480963306,7.845092326472488e-05,2.3233918065154358e-05,0.00022282429622902606,3.798027119075092e-14,2.671608353531961e-12,1.3393214925539015e-13,6.004976847529106e-08,0.1953486065681658,7.585148160597927e-05,0.0002743688762119001,1.3513539062790344e-08,1.284422723602275e-10,2.3467996219898497e-09,1.1211768976083272e-07,1.2094953044775844e-05,6.077649011863672e-09,4.0594482387069377e-10,3.3344667933429223e-07,9.521358780197288e-06,3.959435280059844e-10,2.30748494361879e-08,8.608811246876914e-06,1.3110788096507578e-05,8.269562532932427e-05,2.9063951948584994e-13,5.9135446420902354e-08,1.7142919438226152e-10,1.6559246952680731e-15,2.1829147171491232e-07,4.582273191050243e-17,2.258550178811203e-09,3.5488231238425658e-09,6.471816014490075e-14,5.2713861520213035e-12,1.1533902067827123e-12,6.281203098327812e-09,1.8306260618419479e-16,1.1465337387228654e-16,3.955670803075084e-11,3.4106299539748435e-13,3.3637240476832564e-13,3.5441507130296766e-14,4.784225386586398e-14,6.753403406963558e-17,5.688261594722166e-05,3.0531261945258907e-14
5.315096859894251e-05,1.0633313692981734,3.76,0.0,0.0014494540535564,0.006512353951064947,0.9766203952941197,0.0002486312202653104,8.64108409811265e-05,0.00273348354792581,4.364170376336682e-06,3.082819627852737e-10,0.015319569323180873,0.0904387866529234,0.6773955279756713,0.0001799724973283455,0.0012293242734449272,3.634950178170632e-08,1.5562999611089412e-07,9.717806166123489e-05,1.5427309149803369e-06,5.9621139788848707e-05,0.6023337894352376,4.4429967906788787e-07,2.9460852600209186e-10,2.4877858671403593e-05,0.03554652121568587,7.756525963094247e-05,2.2946073842400182e-05,0.00022120147291642626,3.683345696268017e-14,2.6329851281842468e-12,1.298174603203865e-13,5.8434580613090076e-08,0.19537660512359817,7.486818752801067e-05,0.0002723072775762518,1.3336558907787264e-08,1.2624831907027576e-10,2.3189585097437918e-09,1.1164571863250072e-07,1.1926099977843748e-05,5.9540443142790035e-09,4.03768798264432e-10,3.266411673876641e-07,9.394034599359075e-06,3.9140112004119544e-10,2.2737149588553288e-08,8.514537090509178e-06,1.2978175956760852e-05,8.125764919261942e-05,2.7876832336705164e-13,5.9020525569472295e-08,1.7143821081169087e-10,1.6485100198999557e-15,2.1436726372435812e-07,4.540970882426925e-17,2.218813469280687e-09,3.4871017270448916e-09,6.271361016786439e-14,5.187529181540766e-12,1.1250082494704276e-12,6.170021416827628e-09,1.806150422282503e-16,1.139582829398046e-16,3.908384434837117e-11,3.3739836482773524e-13,3.3236267725423664e-13,3.457020049709555e-14,4.7250711096603874e-14,6.668814962712108e-17,5.6427442530914596e-05,3.0193972159489096e-14
5.327526551181525e-05,1.0633384140045616,3.76,0.0,0.001442627420426755,0.00635794272406669,0.9765721438013681,0.0002456345452395265,8.543245960820356e-05,0.0027146984897814135,4.258612924942816e-06,2.9889880803875187e-10,0.015236908500514056,0.09005090722146714,0.6779250373091265,0.0001783934552723121,0.0012145898108078023,3.589208603758707e-08,1.5367054780914948e-07,9.63181858971744e-05,1.5274547334022854e-06,5.896005425573747e-05,0.6027399934021922,4.395095981532015e-07,2.905844496524499e-10,2.4639330011356677e-05,0.03535471287726537,7.66967973399688e-05,2.2664463194119638e-05,0.00021960135767584073,3.572894846974209e-14,2.595342787894726e-12,1.258556465483916e-13,5.687834589136114e-08,0.1954039670738322,7.39063893506777e-05,0.00027028357278071464,1.3163611464688114e-08,1.2410774770253597e-10,2.2917233174005828e-09,1.1117643471087177e-07,1.1762803207642348e-05,5.8348071262168265e-09,4.0161039643284595e-10,3.2005456290991497e-07,9.270868496964114e-06,3.869441999029037e-10,2.2407389628892233e-08,8.422259822996848e-06,1.284786621463984e-05,7.986929322462845e-05,2.675067762612907e-13,5.8903059009161644e-08,1.7144704883958472e-10,1.6412713463950604e-15,2.105722010221961e-07,4.5002544274337116e-17,2.1803692374572918e-09,3.4275104120813873e-09,6.078378728833418e-14,5.106240443592632e-12,1.0976084137458747e-12,6.06247337926566e-09,1.7820707332976997e-16,1.132717652571073e-16,3.861952181862662e-11,3.337990034354283e-13,3.284252075717865e-13,3.372903405528942e-14,4.666842220963166e-14,6.585903764723768e-17,5.5976724978332644e-05,2.986319322957996e-14
5.338713273340072e-05,1.0633446570783542,3.76,0.0,0.0014366625773116223,0.006222940910294436,0.9765261395402285,0.00024296219073822843,8.45646801169831e-05,0.002698136042269562,4.166395398553243e-06,2.90762682251929e-10,0.015163184243335286,0.08970393480379142,0.6783992289329744,0.00017699852339708095,0.0012015602406742992,3.548946475407564e-08,1.5195192747743924e-07,9.556175574348098e-05,1.5140898274879277e-06,5.837607161462201e-05,0.6031002722693504,4.352681816926935e-07,2.8703024163228297e-10,2.4428092019974598e-05,0.03518452649141184,7.592952410850026e-05,2.2416191986372743e-05,0.00021818024884462029,3.4769566401863677e-14,2.562273878353839e-12,1.2241529845622047e-13,5.5526056063551004e-08,0.19542806385106407,7.305863905085889e-05,0.00026849381270874423,1.30113102003853e-08,1.2222556156173902e-10,2.267715303908215e-09,1.107564118893097e-07,1.1620383314930751e-05,5.731060626766094e-09,3.9968293563435236e-10,3.14306639542476e-07,9.163423265831528e-06,3.8300435776952423e-10,2.2117201538164772e-08,8.340866909156104e-06,1.2732513128725844e-05,7.866032358287197e-05,2.578618554065231e-13,5.879525896236896e-08,1.714548549244354e-10,1.6349033067806579e-15,2.0726232188559684e-07,4.464102731850793e-17,2.146827411559278e-09,3.3756189727922178e-09,5.910818261826359e-14,5.0351841186526125e-12,1.073754602668813e-12,5.968654195423634e-09,1.7607327000677392e-16,1.1266111996280936e-16,3.8208786561922563e-11,3.3061402652725667e-13,3.2494201711915817e-13,3.29967206456601e-14,4.615216707030786e-14,6.512682608111981e-17,5.557487111782948e-05,2.957090710050315e-14
5.349899995498619e-05,1.0633508106339544,3.76,0.0,0.0014308615314276023,0.006091575127367294,0.9764778124550964,0.00024031356071155217,8.370879972014113e-05,0.002681889657699486,4.076725876461889e-06,2.829064899935993e-10,0.015090091901370789,0.08935898646970793,0.678871134384838,0.00017562772035718523,0.0011887454512501737,3.5095158046742125e-08,1.5027427195586976e-07,9.482129494726791e-05,1.501074413336818e-06,5.78022280878939e-05,0.60345563617359,4.3109141694215324e-07,2.8353850746276106e-10,2.422003936092684e-05,0.0350166044456921,7.517550585537549e-05,2.2172692809411393e-05,0.0002167767623316423,3.384173029351043e-14,2.5299458283627486e-12,1.1908891166203272e-13,5.42177277998813e-08,0.19545167301437708,7.222736377610569e-05,0.0002667332333047612,1.286209839415086e-08,1.2038420622374697e-10,2.2441717079669676e-09,1.1033862824165659e-07,1.148209446610611e-05,5.630548223237487e-09,3.977697998275693e-10,3.0872300792960027e-07,9.059071877806611e-06,3.7913062340290367e-10,2.1833091337363578e-08,8.260998757266847e-06,1.2618946149140985e-05,7.748814314045743e-05,2.4865553213645364e-13,5.868557374012825e-08,1.7146252447251222e-10,1.628670973624502e-15,2.0404843799989926e-07,4.428411103858055e-17,2.1142469481792788e-09,3.3253067979109717e-09,5.748827555153021e-14,4.966040648348413e-12,1.050634967402633e-12,5.877537143230455e-09,1.7397063441644947e-16,1.1205721624639695e-16,3.780469672964242e-11,3.2747943079607975e-13,3.21515049407478e-13,3.2286938092765173e-14,4.564320743031545e-14,6.440755521367087e-17,5.5176591962079034e-05,2.928361694330622e-14
5.361086717657166e-05,1.0633568770195718,3.76,0.0,0.00142521882684671,0.00596373070915547,0.9764272729334079,0.00023768897351791475,8.286463512875422e-05,0.002665950121011389,3.989521220520887e-06,2.753187479166428e-10,0.015017628099115346,0.08901607630790544,0.6793407145956812,0.00017428039780250398,0.001176141201460698,3.4708923073775414e-08,1.4863615018785708e-07,9.409627804172513e-05,1.488395642322988e-06,5.723826644503115e-05,0.6038061887527915,4.269780436947929e-07,2.801078975265471e-10,2.401510497844617e-05,0.03485090134718002,7.443443716680833e-05,2.1933840828803022e-05,0.0002153905491803489,3.294423626464937e-14,2.498334893391715e-12,1.1587211939597954e-13,5.295168386060842e-08,0.19547480716359758,7.141213973909005e-05,0.0002650011496607246,1.2715896007123373e-08,1.1858259348949528e-10,2.2210806443663e-09,1.0992310934797994e-07,1.1347774329941295e-05,5.533137165000323e-09,3.958709977509448e-10,3.032978888702907e-07,8.957693795879164e-06,3.7532156633503233e-10,2.155489927926273e-08,8.182613840378825e-06,1.2507129318468063e-05,7.635125995372974e-05,2.3986396425218267e-13,5.857408328046442e-08,1.7147006102898547e-10,1.622571210603737e-15,2.0092676940915261e-07,4.393172789427261e-17,2.0825903344022403e-09,3.2765098368356756e-09,5.592192822400984e-14,4.898736862744046e-12,1.0282223534957165e-12,5.789016468792028e-09,1.7189873668446337e-16,1.1145995971482294e-16,3.7407126065053146e-11,3.243940935413064e-13,3.1814323817772613e-13,3.159885306688346e-14,4.514144769069378e-14,6.370093193767623e-17,5.4781869317001294e-05,2.9001198115850315e-14
5.371154767599858e-05,1.063362264111329,3.76,0.0,0.0014202714409418653,0.005851589993142976,0.9763799833775022,0.00023534763679187263,8.211475454218349e-05,0.002651859547685648,3.913078261021968e-06,2.687102453747117e-10,0.014952945142802161,0.08870921005909146,0.6797613188965652,0.0001730873661698326,0.0011649739415750715,3.436801925488103e-08,1.4719451147216363e-07,9.345655094779358e-05,1.4772624238909035e-06,5.673894422174135e-05,0.6041176558001993,4.233291889698636e-07,2.7707151990453654e-10,2.3833276181034995e-05,0.034703629141994194,7.377830597944789e-05,2.1722747337859277e-05,0.0002141574459150359,3.216148158154821e-14,2.470479306768307e-12,1.1306725749413021e-13,5.1847071063858086e-08,0.19549523184260806,7.069182235834374e-05,0.00026346608786664876,1.2586822608411463e-08,1.1699424788717985e-10,2.2006760713246408e-09,1.0955109791560481e-07,1.1230151387491421e-05,5.448014150568904e-09,3.9417433178825173e-10,2.9854622211022317e-07,8.868900544043083e-06,3.7194755951274324e-10,2.1309458119896686e-08,8.113302386912658e-06,1.2407961516163278e-05,7.53570685371885e-05,2.3228777377850086e-13,5.84722625488869e-08,1.7147673302364721e-10,1.6171922364215551e-15,1.981931308842691e-07,4.3618403549108446e-17,2.0548596299745967e-09,3.2338376054557017e-09,5.455631910256184e-14,4.839678508359495e-12,1.0086339647135918e-12,5.711484232826616e-09,1.7005995466031327e-16,1.1092803517168029e-16,3.7054783784379114e-11,3.2165850412141095e-13,3.151549001727431e-13,3.099746685607062e-14,4.469594071017165e-14,6.307554830352691e-17,5.442964386862315e-05,2.875108640566624e-14
5.38122281754255e-05,1.0633675840281185,3.76,0.0,0.0014154443919998827,0.005742133998313392,0.976331061874259,0.00023302618872554867,8.137408735947122e-05,0.0026380040758342605,3.838510650418862e-06,2.623026868093595e-10,0.014888765707962104,0.0884040126641098,0.6801799863573949,0.00017191240680741848,0.0011539708609991867,3.4033299100430914e-08,1.4578283109767865e-07,9.282857325444515e-05,1.4663833729004863e-06,5.6247249122180626e-05,0.604425379042499,4.197298047743722e-07,2.740826464278946e-10,2.3653873919680165e-05,0.034558086897414006,7.3132211331065e-05,2.151523450361974e-05,0.00021293781947221628,3.140156633759299e-14,2.443170115913225e-12,1.1034487021807648e-13,5.077428929050482e-08,0.1955152902478481,6.998388356401374e-05,0.0002619530963735177,1.2460068751498322e-08,1.154364888289048e-10,2.1806205628990582e-09,1.0918095506104892e-07,1.1115509807936832e-05,5.365212617213442e-09,3.924892713810211e-10,2.939145689538222e-07,8.782342279037471e-06,3.6862381579084464e-10,2.1068575046228512e-08,8.045131525614078e-06,1.2310157871641204e-05,7.438932738181779e-05,2.250144131757919e-13,5.836909738458028e-08,1.7148330238182132e-10,1.6119159591265141e-15,1.9552875751649464e-07,4.3308648200775715e-17,2.0278232413180586e-09,3.1923008023315215e-09,5.3231010648460816e-14,4.7820050081402804e-12,9.895789319950616e-13,5.635902879540598e-09,1.6824541007934667e-16,1.1040135227008266e-16,3.670753257850701e-11,3.1896115729279545e-13,3.122096382817857e-13,3.0412448534346194e-14,4.4256118314036714e-14,6.245997459685943e-17,5.4080268913586166e-05,2.8504737547217996e-14
5.391290867485242e-05,1.0633728383150705,3.76,0.0,0.0014107341368828103,0.0056352872603731875,0.9762805799848503,0.00023072479233916858,8.064250545200087e-05,0.002624377659963622,3.7657639487027317e-06,2.5608877638818786e-10,0.014825086967796709,0.0881004909936093,0.6805966946165898,0.00017075509334904098,0.0011431290323706063,3.370460340894483e-08,1.4440018974686473e-07,9.221200597935783e-05,1.4557502656381786e-06,5.576301094704986e-05,0.6047294284003221,4.161790304781479e-07,2.711403597365584e-10,2.3476852931533158e-05,0.03441424380302936,7.249594370249019e-05,2.1311219283556628e-05,0.0002117314358719428,3.066371562421158e-14,2.416391962864171e-12,1.0770214675397123e-13,4.973225890171084e-08,0.1955349907386279,6.928804055125875e-05,0.00026046171529742375,1.2335580906443018e-08,1.1390858948253636e-10,2.160906196736843e-09,1.0881269466098789e-07,1.1003746238189e-05,5.284648552644236e-09,3.9081580608490577e-10,2.893991833246749e-07,8.697942128877012e-06,3.653493626723925e-10,2.0832143305565478e-08,7.978073842383582e-06,1.221369390014208e-05,7.344708988167672e-05,2.1802931839891827e-13,5.8264641254770207e-08,1.7148977138601916e-10,1.606740227453301e-15,1.9293124553795995e-07,4.300241389284881e-17,2.0014573045054015e-09,3.151858789168998e-09,5.194462694652363e-14,4.725669981929514e-12,9.710397228045507e-13,5.5622051292990356e-09,1.6645479074556131e-16,1.0987984456103176e-16,3.6365284808596906e-11,3.163013008470196e-13,3.0930671236569593e-13,2.9843260094279735e-14,4.382191058812519e-14,6.185401253662286e-17,5.373372915235861e-05,2.8262068938896416e-14
5.400352112433665e-05,1.0633775122974967,3.76,0.0,0.0014065919385517502,0.005541295660739188,0.9762338692022215,0.00022867079858829187,7.999174507901155e-05,0.0026123048898427184,3.7018052481088288e-06,2.5065603995967756e-10,0.014768201786610896,0.08782875912939928,0.6809700398708248,0.0001697282569445128,0.0011335068716693396,3.341380066324208e-08,1.431799114746298e-07,9.166658135285083e-05,1.446384216641701e-06,5.533343568490314e-05,0.6049999880908575,4.1302419786025027e-07,2.6853139064539184e-10,2.3319533489437334e-05,0.03428621286862387,7.193154451386772e-05,2.1130529230874093e-05,0.00021065682480885865,3.001789924121567e-14,2.3927333761033587e-12,1.0538957689961438e-13,4.8819866548438157e-08,0.1955524218773942,6.867189591217517e-05,0.0002591375786369242,1.2225436090234534e-08,1.1255842359938365e-10,2.1434485668072244e-09,1.0848288016894728e-07,1.0905537744921649e-05,5.21398724491788e-09,3.8931958889340836e-10,2.854317578605692e-07,8.623766184258583e-06,3.6244371162582476e-10,2.062307447797411e-08,7.918651708601225e-06,1.212800192807181e-05,7.262013169640734e-05,2.1197792941805035e-13,5.816956998678133e-08,1.7149550950870888e-10,1.6021662992214257e-15,1.9064874541185376e-07,4.272977430810963e-17,1.9782822239167576e-09,3.1163648222407133e-09,5.081907000607532e-14,4.676075902886749e-12,9.547814906085746e-13,5.497434183281316e-09,1.6486343224966907e-16,1.0941485819488376e-16,3.60614684144132e-11,3.13938878495966e-13,3.067296734282735e-13,2.9344096202609323e-14,4.3435866468553996e-14,6.131670413815376e-17,5.3424254370599036e-05,2.8046747495678746e-14
5.4094133573820876e-05,1.0633821353910653,3.76,0.0,0.0014025391647125565,0.0054493066523348,0.9761859989303329,0.00022663325435079727,7.934815025163557e-05,0.002600408780527166,3.6392416442566227e-06,2.453695920746152e-10,0.014711717613468943,0.08755839305636051,0.6813417676080114,0.0001687150870639945,0.0011240109229979504,3.312764387472623e-08,1.4198181981761744e-07,9.112990512224071e-05,1.437205438339873e-06,5.490964966545832e-05,0.605267675858935,4.099074532771258e-07,2.659587881410288e-10,2.3164075580952555e-05,0.03415951232521146,7.137480183078372e-05,2.0952549418796186e-05,0.00020959259363317745,2.938882872920857e-14,2.3694824629794626e-12,1.031374532783435e-13,4.793081460663026e-08,0.19556957543922002,6.806513003822015e-05,0.0002578302645018118,1.2117047283396805e-08,1.1123136517398375e-10,2.126255545771325e-09,1.0815460884329659e-07,1.0809510723041938e-05,5.145016638549253e-09,3.8783273772753716e-10,2.815530402529835e-07,8.551226888982091e-06,3.595765361418329e-10,2.0417452770096636e-08,7.860090878315269e-06,1.2043358553146774e-05,7.181246232021855e-05,2.0613961633750775e-13,5.807353213463945e-08,1.7150116965376902e-10,1.5976705973201794e-15,1.8841692298975998e-07,4.245991387823624e-17,1.9556155764606014e-09,3.0816988564882884e-09,4.9723044251084e-14,4.627498637134126e-12,9.389155092768306e-13,5.4340913647631525e-09,1.6329097537421888e-16,1.0895396329517729e-16,3.576157294198385e-11,3.1160570851061153e-13,3.041858125411156e-13,2.885696990934592e-14,4.305426294157884e-14,6.078688571976287e-17,5.31170513600553e-05,2.783428522107282e-14
5.417568477835668e-05,1.0633862535158263,3.76,0.0,0.001398966196854471,0.005368187226063623,0.9761419631519942,0.0002248135947705194,7.877496707825671e-05,0.0025898500066925314,3.5840973697081524e-06,2.4073296773363715e-10,0.014661222860761521,0.08731623390159801,0.6816749289990655,0.0001678146842619843,0.0011155708019186018,3.2873987606865476e-08,1.4092201117528668e-07,9.06541928179469e-05,1.4291002314957518e-06,5.4533097802496524e-05,0.6055061787038327,4.071344590333029e-07,2.636740196453396e-10,2.3025729583678137e-05,0.03404660189548409,7.088016129668242e-05,2.0794638640407825e-05,0.00020864352922805111,2.883656493998354e-14,2.3488968457093007e-12,1.0116070860435591e-13,4.7150041811635326e-08,0.19558478095382553,6.75269018195139e-05,0.00025666780739452177,1.2020968804672214e-08,1.1005636327565619e-10,2.1110036536014147e-09,1.0786049019182899e-07,1.0724896265949416e-05,5.084343848748055e-09,3.865025657392922e-10,2.781360046217769e-07,8.487299677891784e-06,3.5702842434127143e-10,2.0235280837957114e-08,7.808107399419382e-06,1.1968062179521763e-05,7.110154689558705e-05,2.0105987798291654e-13,5.798630143988292e-08,1.7150619834952375e-10,1.5936901263339003e-15,1.8645032759596418e-07,4.221938758112898e-17,1.9356375217223884e-09,3.051185752055461e-09,4.8761128714108507e-14,4.584623654564531e-12,9.249620062318968e-13,5.378267860476467e-09,1.6189173897807183e-16,1.0854261737530319e-16,3.5494968919609215e-11,3.095304452119531e-13,3.019242786032728e-13,2.8428557027501243e-14,4.271457457877152e-14,6.031634120735283e-17,5.284250092352775e-05,2.7645467960892406e-14
5.425723598289249e-05,1.0633903319843652,3.76,0.0,0.0013954621229551212,0.005288613580490808,0.9760970593820946,0.00022300737376859968,7.820745030381398e-05,0.002579428228329399,3.530028327328641e-06,2.362077054892496e-10,0.014611049427814483,0.08707518540075052,0.6820067612084189,0.00016692491983851833,0.0011072298089728507,3.262393388945677e-08,1.3987926607690018e-07,9.018523015295001e-05,1.421138613524912e-06,5.4161061921646804e-05,0.6057424278282092,4.043914125312858e-07,2.6141774924527867e-10,2.288884443310168e-05,0.03393473693287223,7.039150835561867e-05,2.063883813668018e-05,0.00020770263094339547,2.82970993291294e-14,2.328626113603196e-12,9.923014979313154e-14,4.638710823720308e-08,0.19559977016226623,6.699597989068679e-05,0.0002555185018933854,1.1926257550895652e-08,1.0889933041379821e-10,2.0959579695270828e-09,1.0756763235813028e-07,1.064194760704767e-05,5.024958599717667e-09,3.851799525142482e-10,2.747870900973694e-07,8.42462277753255e-06,3.545104621588774e-10,2.0055791161093e-08,7.756793736259025e-06,1.1893589540397919e-05,7.040533179836229e-05,1.9613920513667528e-13,5.789834266544718e-08,1.7151116614959641e-10,1.5897707624464392e-15,1.845224305411547e-07,4.198106032690221e-17,1.9160479037390842e-09,3.0213036778436768e-09,4.782177489149104e-14,4.5425268557789554e-12,9.113088219276773e-13,5.323535222898178e-09,1.6050746711466722e-16,1.0813451382947338e-16,3.523144748712201e-11,3.0747810083776446e-13,2.996888303430919e-13,2.8009360489171783e-14,4.237840519546029e-14,5.985165722914723e-17,5.2569771621317214e-05,2.745888239031808e-14
5.433878718742829e-05,1.0633943715082168,3.76,0.0,0.001392025339800445,0.005210550996672301,0.9760513197917605,0.0002212146341238987,7.764553582538509e-05,0.002569140672387887,3.4770096328360183e-06,2.3179060162623646e-10,0.014561195608346207,0.08683524906382388,0.6823372562622032,0.0001660455973796798,0.0010989865068643833,3.237740967025331e-08,1.3885317536646892e-07,8.972286504890887e-05,1.4133169355913578e-06,5.3793462965262994e-05,0.6059764565634128,4.0167789664140503e-07,2.591895353087642e-10,2.2753398525406737e-05,0.03382390263243782,6.990874515401324e-05,2.048510902306826e-05,0.00020676978805056462,2.7770086513593507e-14,2.30866333571334e-12,9.734452532441925e-14,4.564153302713963e-08,0.19561454696022082,6.647223125926392e-05,0.00025438213037146345,1.1832888245623102e-08,1.0775992376217141e-10,2.081114779149305e-09,1.0727603969566473e-07,1.0560619276915374e-05,4.966824156336019e-09,3.8386488236907596e-10,2.7150460850395157e-07,8.363162302099233e-06,3.520221819189256e-10,1.9878933367476182e-08,7.706137201318627e-06,1.181992881870657e-05,6.972340260667284e-05,1.9137165551857614e-13,5.780968089284798e-08,1.7151607406776317e-10,1.5859114600036683e-15,1.8263217612511317e-07,4.1744907684515834e-17,1.8968362134153974e-09,2.9920348424712853e-09,4.6904370265073114e-14,4.501187852255004e-12,8.979480958566096e-13,5.269863833715962e-09,1.591379972239478e-16,1.0772961921308725e-16,3.4970965352921337e-11,3.054483199272893e-13,2.9747910205552206e-13,2.759913908306415e-14,4.204571810170278e-14,5.939273889347889e-17,5.22988541677257e-05,2.727449005799083e-14
5.44203383919641e-05,1.0633983727816487,3.76,0.0,0.0013886542890275161,0.005133965635317344,0.9760047756005743,0.00021943541171163617,7.708916026539554e-05,0.0025589846370125966,3.4250170588392446e-06,2.2747856013740703e-10,0.014511659665642423,0.08659642606600995,0.6826664068059585,0.00016517652537150477,0.001090839480540632,3.21343437929365e-08,1.3784334191380786e-07,8.926694989232244e-05,1.4056316629109276e-06,5.343022371172878e-05,0.6062082976043933,3.9899350101399563e-07,2.569889438787866e-10,2.261937066169677e-05,0.03371408445548377,6.94317731646746e-05,2.0333413304823332e-05,0.00020584489201939344,2.7255191490603225e-14,2.2890017728047776e-12,9.550262149051824e-14,4.4912849759599356e-08,0.1956291151540303,6.595552581930314e-05,0.0002532584796527258,1.1740836179395574e-08,1.0663780842695794e-10,2.0664704472906658e-09,1.0698571608115642e-07,1.0480867299952022e-05,4.909905044364177e-09,3.8255733797963975e-10,2.6828692034079955e-07,8.302885467638161e-06,3.495631242402039e-10,1.970465822694904e-08,7.656125410758875e-06,1.1747068398540415e-05,6.905535886549402e-05,1.867515019210716e-13,5.772034064267058e-08,1.7152092310193206e-10,1.5821111954375172e-15,1.8077854360004194e-07,4.151090556625157e-17,1.8779922865009513e-09,2.9633620544460803e-09,4.6008320815314085e-14,4.4605869253107666e-12,8.848722036858983e-13,5.217225060044722e-09,1.5778316738646173e-16,1.0732790039819904e-16,3.4713479812080696e-11,3.0344075423380315e-13,2.952947330437998e-13,2.7197658835027452e-14,4.1716476693363886e-14,5.893949311055347e-17,5.202973911150701e-05,2.7092253393732244e-14
5.4501889596499904e-05,1.0634023364814142,3.76,0.0,0.0013853474556617786,0.005058824512466002,0.9759574571048244,0.00021766973577182894,7.653826094574741e-05,0.0025489574894143724,3.3740270156822487e-06,2.2326858849475276e-10,0.014462439837447646,0.08635871725869974,0.6829942060843699,0.00016431751703488632,0.0010827873340006591,3.189466690157918e-08,1.3684938104696487e-07,8.881734137784572e-05,1.3980793706131057e-06,5.307126874157018e-05,0.606437983023906,3.9633782196009024e-07,2.5481554860079223e-10,2.2486740042360523e-05,0.033605268118699,6.896049883912485e-05,2.0183713855463094e-05,0.00020492783645274942,2.6752089481431734e-14,2.2696348729964557e-12,9.37032618549647e-14,4.4200606304704995e-08,0.19564347846314753,6.544573627339048e-05,0.0002521473409034399,1.1650077164005611e-08,1.0553265667201172e-10,2.05202141740216e-09,1.066966649310573e-07,1.0402649138989525e-05,4.854166985379255e-09,3.8125730055829925e-10,2.651324332177519e-07,8.243760551699795e-06,3.471328378971179e-10,1.9532917555545375e-08,7.606746282138672e-06,1.1674996861178972e-05,6.840081354374571e-05,1.8227327211092402e-13,5.763034588546452e-08,1.715257142213749e-10,1.5783689641558863e-15,1.7896054589080798e-07,4.127903010517367e-17,1.8595062891006728e-09,2.9352686986167203e-09,4.513305078266235e-14,4.420704978839457e-12,8.72073747443273e-13,5.165591200482662e-09,1.5644281655083402e-16,1.0692932460033772e-16,3.445894873751808e-11,3.0145506263068034e-13,2.931353673882938e-13,2.6804692716499008e-14,4.139064451825286e-14,5.849182844511094e-17,5.1762416847100196e-05,2.691213569110518e-14
