Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812),S(1029),CH2O3(220),CH3OH(25),S(758),S(1428)
0.035139875947813794,0.6151668549537347,3.76,0.0,0.4210098546005407,0.7234569145989082,0.3486868490333926,6.581238854441763e-17,1.060556805680839e-12,0.0007522593075001555,0.0005360803830926046,6.780453880998364e-07,1.0229296612818776e-05,2.0802488928586608e-05,0.12108021584952929,0.00940274034265771,2.9852469012046347e-06,2.4814939375017084e-07,2.677304526526625e-06,0.035660485806344566,0.008697007678736343,2.437114587616956e-06,0.1768825640723547,0.00011222763527095125,2.587320762100986e-13,7.028784575538218e-07,0.0029623269581532828,1.0876903965839882e-09,1.008728144613705e-09,5.790681928763084e-09,8.526656275843926e-16,2.45274584802085e-11,5.66322374916773e-16,2.2517987710122955e-10,0.008207614661135983,8.88256328914299e-08,4.4205779227240825e-05,1.0702587786500789e-12,2.1609057665090004e-15,3.3634007939106235e-10,3.2694706332473976e-12,0.0001741987223536483,3.848282595046315e-11,1.451275672341577e-14,4.6260555378458724e-07,5.908428613280685e-05,1.6667633067597475e-13,9.10028853825647e-13,1.9368972878298228e-08,4.837787810623241e-09,4.878742084161374e-05,3.741433171280942e-10,1.3602452245176344e-11,1.9696944710886718e-16,2.0897210624423847e-20,7.432054747571432e-07,5.0331241557417964e-23,9.43046556796191e-10,1.6691815476564704e-11,1.8847971001876522e-17,1.109759144954189e-08,2.4178523214107306e-15,3.2979705737788144e-09,9.387734591041149e-24,5.5414875531586013e-17,8.296010249325078e-15,2.558327233208327e-15,2.0285598828575556e-18,1.225770572476276e-16,7.25531694046144e-20,2.0487935390663814e-22,5.2560846699612104e-09,4.411138514396018e-18,2.223869238170118e-17,1.2161002173154145e-21,3.0230111559086784e-23,0.00033966479030433493,5.387262671708593e-18,5.568428281041645e-23
0.03520147065836801,0.6152543881497418,3.76,0.0,0.4197815469492841,0.7220072713446845,0.350442346485003,6.797847379491645e-17,1.0836610584110359e-12,0.0007539028719245468,0.0005374068324750407,6.780686498507609e-07,1.0293099559721823e-05,2.0988524799277795e-05,0.12165567882623919,0.009388227341207044,3.0078879514524867e-06,2.492527986148539e-07,2.694920899269634e-06,0.0357249372500355,0.008690228884090889,2.4530329912738093e-06,0.17787663202789905,0.00011261374050222543,2.5932570960174615e-13,7.097116463131489e-07,0.002985531915781118,1.1053490688122707e-09,1.0170726799897376e-09,5.857017630649268e-09,8.605712198757695e-16,2.4683150381608387e-11,5.7157468598714995e-16,2.2719084045031192e-10,0.008287283362032044,9.036029242263397e-08,4.464644576038203e-05,1.0814395351045336e-12,2.1943331406625873e-15,3.3892610050892973e-10,3.3138236976885082e-12,0.0001748450124182847,3.8659532697233337e-11,1.474286932041787e-14,4.643696699180771e-07,5.941760634654078e-05,1.693766138833191e-13,9.195570781452916e-13,1.9494388042229192e-08,4.8595629296895915e-09,4.906773618577909e-05,3.754855787669234e-10,1.3789469574922009e-11,1.9860509920121008e-16,2.145187136423608e-20,7.533847964840458e-07,5.182884416650255e-23,9.529982155022865e-10,1.6787720875303648e-11,1.9022979250160804e-17,1.1140353976891589e-08,2.4486303730867994e-15,3.3409001329084893e-09,9.665103793151793e-24,5.585624172453277e-17,8.434635424986286e-15,2.5891446309995842e-15,2.0626795855418188e-18,1.2310741661283824e-16,7.416181354948861e-20,2.0580320259009579e-22,5.374421036658279e-09,4.482406787860116e-18,2.2507000561175697e-17,1.243667487878363e-21,3.057655242462692e-23,0.0003405867680636168,5.4595362220451004e-18,5.633312231237379e-23
0.03526306536892223,0.6153423667085929,3.76,0.0,0.4185484650639995,0.7205496626577715,0.35220684720574164,7.022344855534368e-17,1.1073374958943708e-12,0.000755553194973779,0.000538733182717374,6.780840480635938e-07,1.0357474590851513e-05,2.1176843363060166e-05,0.12223349138972418,0.009373505170188864,3.0307741847645453e-06,2.5036050119904633e-07,2.7126911951226913e-06,0.035788723789729034,0.008683316857902306,2.469077185937726e-06,0.17887620874180427,0.00011299955114442236,2.5991757146369154e-13,7.166199238194379e-07,0.0030088737020620014,1.1233114576743265e-09,1.0255102986132607e-09,5.924269824559825e-09,8.685593610884247e-16,2.4839828741998263e-11,5.768818518845818e-16,2.2922224831306916e-10,0.00836776399012085,9.192347107234712e-08,4.509058369391764e-05,1.0927205726712113e-12,2.2283021635460244e-15,3.415331004586727e-10,3.358963382913665e-12,0.0001754841159233062,3.883532602810169e-11,1.4976941800341092e-14,4.661367799040188e-07,5.974976878151631e-05,1.721224503672344e-13,9.291725485469967e-13,1.962101359223978e-08,4.881417987754006e-09,4.9346432652590815e-05,3.7680204615353986e-10,1.3979607086178898e-11,2.0025381015645037e-16,2.202301056846064e-20,7.636885954646863e-07,5.337379610188924e-23,9.630432572849195e-10,1.6883072403545907e-11,1.9199816858474413e-17,1.1183076138656042e-08,2.4798563494171157e-15,3.384306853304783e-09,9.951161348284275e-24,5.630070584105254e-17,8.575812314678071e-15,2.620353456833692e-15,2.0974311100611212e-18,1.2364071463868757e-16,7.581133366796909e-20,2.0673016269460546e-22,5.495554069011105e-09,4.554884524761879e-18,2.2778731118545847e-17,1.2719458748724627e-21,3.092751634742454e-23,0.00034150924198980746,5.53275687675677e-18,5.699069928441482e-23
0.03532466007947645,0.615430792987345,3.76,0.0,0.41731058694043116,0.7190840337563605,0.35398040991324486,7.255039540702772e-17,1.131602285532754e-12,0.0007572103275017726,0.0005400593459180644,6.780914914863429e-07,1.0422428835728251e-05,2.1367481578029886e-05,0.12281366119224615,0.009358572175593187,3.053909186974216e-06,2.514724892729364e-07,2.730617156172894e-06,0.03585183681525013,0.008676270562884605,2.4852483141533825e-06,0.17988132825522407,0.00011338502653181078,2.605076708852634e-13,7.236043278530571e-07,0.0030323524713815344,1.1415832620985681e-09,1.034042390479458e-09,5.992454237625868e-09,8.76631077635702e-16,2.4997498848527702e-11,5.822445547834807e-16,2.3127434889011132e-10,0.008449065904299207,9.351575594516447e-08,4.553820617701586e-05,1.1041026071805568e-12,2.2628223636538273e-15,3.4416127404097375e-10,3.4049068111847938e-12,0.0001761158809040014,3.901017911309682e-11,1.5215050150892808e-14,4.6790680391398747e-07,6.0080719161829874e-05,1.7491466344214291e-13,9.388759783274215e-13,1.9748867707164416e-08,4.903353540569352e-09,4.962344404792085e-05,3.7809219739089736e-10,1.4172927974192558e-11,2.0191567688607935e-16,2.2611169003248336e-20,7.741181553766633e-07,5.496769810502237e-23,9.73182368106072e-10,1.6977847414069703e-11,1.9378506594683304e-17,1.1225755047315426e-08,2.51153773141805e-15,3.4281947129819187e-09,1.0246198040000735e-23,5.674827948620123e-17,8.719593900645885e-15,2.651959010327393e-15,2.13282763923162e-18,1.2417698378263767e-16,7.750290182495526e-20,2.0766021439410711e-22,5.619554461928442e-09,4.628593620982411e-18,2.3053930933862187e-17,1.3009562448357278e-21,3.128307116995689e-23,0.000342432184863411,5.606936451891128e-18,5.765715221239444e-23
0.035386254790030665,0.61551966934966,3.76,0.0,0.4160678904807029,0.7176103294029212,0.3557630937992789,7.496242448248634e-17,1.156471896300017e-12,0.0007588743213514227,0.0005413852323142744,6.780908883121159e-07,1.0487969530553519e-05,2.156047703867783e-05,0.12339619581716313,0.009343426698686643,3.077296607977535e-06,2.5258874982809724e-07,2.748700538820597e-06,0.03591426763298176,0.008669088953504392,2.5015475276588623e-06,0.1808920248034038,0.00011377012519511029,2.610960175524064e-13,7.30665903832601e-07,0.0030559683617672386,1.1601703020107218e-09,1.0426703691994365e-09,6.0615868233899916e-09,8.847874120906185e-16,2.5156165965853842e-11,5.876634876029081e-16,2.3334739419938435e-10,0.008531198590422544,9.513774572903523e-08,4.5989326113349917e-05,1.1155863577853024e-12,2.297903460489549e-15,3.468108180749363e-10,3.4516714973781344e-12,0.00017674015450284543,3.918406486153513e-11,1.5457271951968923e-14,4.6967966043535455e-07,6.0410402621236216e-05,1.7775409078336994e-13,9.486680871557884e-13,1.98779687711664e-08,4.925370141026243e-09,4.9898703448759335e-05,3.7935550935999e-10,1.4369496942050542e-11,2.0359079706304198e-16,2.3216906509780873e-20,7.846747727757887e-07,5.661220806256714e-23,9.834162319175991e-10,1.7072023010275826e-11,1.9559071585573286e-17,1.126838776880642e-08,2.543682112194255e-15,3.4725676504932637e-09,1.05505149124005e-23,5.719897402887378e-17,8.866034404736045e-15,2.683966666468969e-15,2.168882667425763e-18,1.247162570124481e-16,7.923772428765671e-20,2.0859333681776687e-22,5.7464948350121e-09,4.7035563925905455e-18,2.3332647527955695e-17,1.3307201108935412e-21,3.164328597234829e-23,0.00034335556887481823,5.682086893112514e-18,5.833262224670776e-23
0.03544784950058488,0.6156089981655425,3.76,0.0,0.4148203534932987,0.7161284938984454,0.3575549585358855,7.746320947892225e-17,1.1819636474289024e-12,0.0007605452288883259,0.0005427107501861864,6.780821451337516e-07,1.0554104055662178e-05,2.175586821210991e-05,0.12398110277538595,0.009328067076247346,3.100940170426982e-06,2.5370926913258856e-07,2.766943134410993e-06,0.03597600746493954,0.008661770976016558,2.517975989163642e-06,0.18190833281626198,0.00011415480483855151,2.616826235163291e-13,7.378057321337112e-07,0.0030797214943298866,1.179078498326537e-09,1.0513956814756965e-09,6.131684032011934e-09,8.93029420983969e-16,2.5315835402402633e-11,5.931393525351199e-16,2.354416395942286e-10,0.008614171663683657,9.679005441118531e-08,4.644395615159202e-05,1.1271725462935828e-12,2.333555344681612e-15,3.4948193217028627e-10,3.4992754385941715e-12,0.0001773567829980067,3.9356955976157024e-11,1.5703686524722564e-14,4.714552662368525e-07,6.0738763703276285e-05,1.8064158774373597e-13,9.585496026874413e-13,2.000833600034991e-08,4.947468382342174e-09,5.0172143213623774e-05,3.80591458279417e-10,1.4569380248147927e-11,2.052792687831637e-16,2.3840803348892452e-20,7.953597540683637e-07,5.830904513230666e-23,9.937455353205026e-10,1.716557604975215e-11,1.9741535267474275e-17,1.1310971338576698e-08,2.576297250950357e-15,3.5174296290993626e-09,1.0864424052393689e-23,5.765280051795129e-17,9.01518933403324e-15,2.7163818473719086e-15,2.205610005741003e-18,1.2525856838384244e-16,8.101704844926495e-20,2.0952950911839685e-22,5.87644979674596e-09,4.779795525398697e-18,2.361492893496649e-17,1.3612597379792954e-21,3.2008230921457314e-23,0.00034427936561830794,5.758220278542726e-18,5.901725307960686e-23
0.0355094442111391,0.615698781811162,3.76,0.0,0.4135679536925944,0.7146384710762881,0.35935606428176725,8.005617474137018e-17,1.2080950402390184e-12,0.0007622231033548612,0.0005440358060236027,6.780651682088299e-07,1.0620839898057656e-05,2.1953694227671726e-05,0.12456838950223537,0.00931249164062987,3.1248436632161533e-06,2.5483403246960224e-07,2.785346748348599e-06,0.0360370474478466,0.00865431556830988,2.534534874719211e-06,0.1829302869192485,0.00011453902234624016,2.622675010941387e-13,7.450248940007145e-07,0.0031036119727903067,1.198313916334613e-09,1.0602197968770814e-09,6.202762482483665e-09,9.013581797412341e-16,2.5476512441815416e-11,5.986728643370856e-16,2.3755734489516547e-10,0.00869799487097348,9.847330827739636e-08,4.6902108676744035e-05,1.1388618986635332e-12,2.36978812591159e-15,3.521748174234371e-10,3.5477370519978063e-12,0.00017796561182094849,3.9528824923333507e-11,1.5954374881134087e-14,4.7323353634747486e-07,6.106574636081854e-05,1.8357802521215225e-13,9.685212598775827e-13,2.0139988590898614e-08,4.969648840603078e-09,5.044369499020192e-05,3.8179951939992006e-10,1.4772645753354025e-11,2.0698119114913025e-16,2.4483460351700468e-20,8.06174415393096e-07,6.005999007626192e-23,1.0041709618884035e-09,1.7258483146885748e-11,1.992592149648156e-17,1.1353502729357598e-08,2.609391030199901e-15,3.562784581858475e-09,1.1188248588469848e-23,5.810976977369285e-17,9.167115522807254e-15,2.7492100822819304e-15,2.243023801652385e-18,1.258039525381745e-16,8.284215808344542e-20,2.1046870892165027e-22,6.009496008835147e-09,4.85733421060514e-18,2.3900824069715326e-17,1.3925980840998005e-21,3.2377977626290106e-23,0.00034520354608399924,5.835348817262226e-18,5.971119146674808e-23
0.03557103892169332,0.61578902266907,3.76,0.0,0.41231066869880506,0.7131402042971434,0.36116647168781524,8.274522428849329e-17,1.2348844822130685e-12,0.0007639079986171625,0.0005453603042796119,6.780398621652602e-07,1.0688184692795129e-05,2.2153995137705092e-05,0.12515806335417828,0.009296698720032267,3.1490109482616537e-06,2.5596302439950244e-07,2.8039132233382653e-06,0.03609737863229795,0.00864672165989621,2.5512253716021227e-06,0.18395792193376853,0.00011492273377880654,2.6285066514189413e-13,7.5232450689153e-07,0.003127639882954517,1.2178827279733462e-09,1.0691442199952963e-09,6.2748393111097015e-09,9.097747770491353e-16,2.5638202407006764e-11,6.042647465738312e-16,2.396947730787631e-10,0.008782678093027735,1.0018814988571233e-07,4.736379580180257e-05,1.1506551433177144e-12,2.4066120864626427e-15,3.5488967794936635e-10,3.597075273006925e-12,0.00017856648558480342,3.9699643976374633e-11,1.620941985139182e-14,4.7501438402692986e-07,6.139129395520231e-05,1.8656429277547094e-13,9.785838022062032e-13,2.0272946562499408e-08,4.9919121332651116e-09,5.071328972702652e-05,3.829791677684256e-10,1.497936296505043e-11,2.0869666366056788e-16,2.5145500405439966e-20,8.171200798159207e-07,6.186688986087489e-23,1.0146931984755755e-09,1.7350720676860743e-11,2.0112254422735812e-17,1.1395978885826392e-08,2.64297151283506e-15,3.6086364762279535e-09,1.1522323574365928e-23,5.856989225983937e-17,9.321871148824087e-15,2.7824569523643443e-15,2.2811385330001877e-18,1.2635244531166674e-16,8.471438172724008e-20,2.1141091376081145e-22,6.145712245815883e-09,4.936196037047378e-18,2.4190382427727895e-17,1.4247589212902162e-21,3.275259876969874e-23,0.000346128080652796,5.913484853081703e-18,6.041458673918601e-23
0.035632633632247536,0.6158797231275895,3.76,0.0,0.4110484760375471,0.7116336364433106,0.3629862419031943,8.553411267222056e-17,1.2623506348781096e-12,0.0007655999694533014,0.0005466841474708909,6.780061314118132e-07,1.0756146196144034e-05,2.2356811732764245e-05,0.12575013160589352,0.009280686638528084,3.1734459614158167e-06,2.5709622835442333e-07,2.822644420450618e-06,0.03615699198191315,0.008638988171751282,2.5680486836376188e-06,0.18499127287801162,0.00011530589435461957,2.634321310387427e-13,7.597056926147485e-07,0.003151805292303143,1.2377912593538048e-09,1.0781704807313022e-09,6.347931865886045e-09,9.182803233002684e-16,2.5800910621208345e-11,6.099157372456683e-16,2.418541922818531e-10,0.008868231346625122,1.0193523533335168e-07,4.782902935944919e-05,1.162553013471862e-12,2.4440377493438383e-15,3.5762671920717215e-10,3.647309495372562e-12,0.00017915924809482018,3.986938519151797e-11,1.6468906090421666e-14,4.7679772074902003e-07,6.171534925919912e-05,1.8960129707735715e-13,9.887379815088604e-13,2.0407229998241155e-08,5.014258864475183e-09,5.098085767361031e-05,3.841298777306824e-10,1.5189603082694553e-11,2.1042578688441692e-16,2.5827568614904807e-20,8.281980810704856e-07,6.373165800890978e-23,1.0253129288358466e-09,1.7442264775701287e-11,2.0300558678552568e-17,1.1438396684493616e-08,2.6770469001179853e-15,3.654989259621554e-09,1.186699598842175e-23,5.903317818351741e-17,9.479515810932992e-15,2.8161281552253505e-15,2.3199690387463275e-18,1.2690408327559143e-16,8.663508724949024e-20,2.12356099743126e-22,6.285179457390813e-09,5.016405129907551e-18,2.4483654445116266e-17,1.45776677649981e-21,3.313216864965855e-23,0.00034705293908824064,5.992640862355073e-18,6.112759165113637e-23
0.035694228342801754,0.6159708855809696,3.76,0.0,0.40978135313967673,0.7101187099133089,0.36481543658122517,8.842707460081997e-17,1.2905131048739046e-12,0.0007672990713333896,0.0005480072359949289,6.779638784854916e-07,1.0824732312661757e-05,2.2562185736225308e-05,0.1263446014469214,0.009264453716321902,3.198152712049515e-06,2.582336271370475e-07,2.841542236268453e-06,0.03621587837248204,0.008631114016314277,2.5850060228934947e-06,0.18603037496747082,0.00011568845843112694,2.640119167595857e-13,7.671696091885049e-07,0.0031761082494265918,1.2580459414921208e-09,1.0873001452425824e-09,6.422058021546176e-09,9.268759403531373e-16,2.5964642423698096e-11,6.15626581964452e-16,2.440358733476569e-10,0.00895466478684347,1.0371523731887001e-07,4.829782089349457e-05,1.174556244165697e-12,2.482075802382882e-15,3.603861501351768e-10,3.6984596469091e-12,0.00017974374237737854,4.0038020409211037e-11,1.673292011356174e-14,4.785834561712391e-07,6.203785445834867e-05,1.926899632980556e-13,9.989845579713122e-13,2.054285982603116e-08,5.036689681294236e-09,5.1246328391481485e-05,3.852511238641642e-10,1.5403439045196323e-11,2.1216866172152686e-16,2.6530333939899368e-20,8.394097605412523e-07,6.565627967324361e-23,1.0360308396278217e-09,1.7533091344049737e-11,2.0490859150360777e-17,1.1480752981541896e-08,2.7116255702376836e-15,3.70184689547022e-09,1.222262569985725e-23,5.949963736370104e-17,9.640110510414934e-15,2.8502294285857344e-15,2.3595305006410625e-18,1.274589041459192e-16,8.860569016636234e-20,2.133042429039613e-22,6.427980832684181e-09,5.09798600364964e-18,2.478069107473168e-17,1.4916470434408772e-21,3.3516762552017216e-23,0.00034797809053134146,6.072829458600747e-18,6.185036140745895e-23
0.03575582305335597,0.616062512428936,3.76,0.0,0.4085092773410445,0.7085953666158576,0.36665411788576713,9.142827728013642e-17,1.319391812835701e-12,0.0007690053605618751,0.0005493294682216944,6.779130058320837e-07,1.0893951077860373e-05,2.277015967231472e-05,0.1269414799782915,0.00924799826981143,3.223135288854783e-06,2.593752022071383e-07,2.860608588240982e-06,0.036274028591060783,0.008623098097340924,2.60209862022995e-06,0.18707526361563478,0.00011607037949050153,2.645900410282253e-13,7.747174212877208e-07,0.0032005487835792762,1.2786533701573685e-09,1.0965348064210931e-09,6.49723589702568e-09,9.35562774500481e-16,2.6129403170731926e-11,6.213980425951599e-16,2.462400929421004e-10,0.009041988709442712,1.0552884310117356e-07,4.87701816495976e-05,1.1866655759683146e-12,2.5207371986185725e-15,3.6316818064540354e-10,3.750546153414742e-12,0.00018031981069466124,4.0205521276440266e-11,1.7001550400939964e-14,4.803714981140465e-07,6.235875115408356e-05,1.9583123529799976e-13,1.0093243012717046e-12,2.0679857097802495e-08,5.059205219941858e-09,5.150963075651455e-05,3.863423802725545e-10,1.5620945581412828e-11,2.1392539024601845e-16,2.72544892491077e-20,8.507564701255452e-07,6.764281165101148e-23,1.0468476138287435e-09,1.7623176047961914e-11,2.068318126747522e-17,1.1523044553672725e-08,2.7467160546418636e-15,3.749213336931487e-09,1.2589585411001186e-23,5.996927934501516e-17,9.803717751609432e-15,2.884766638207151e-15,2.3998384846442357e-18,1.2801694650446946e-16,9.062764827091346e-20,2.1425531777190303e-22,6.5742018691835464e-09,5.1809637438215166e-18,2.5081544273750687e-17,1.5264259357447941e-21,3.3906457563595497e-23,0.0003489035034917413,6.1540633891404375e-18,6.25830550189198e-23
0.03581741776391019,0.6161546060767676,3.76,0.0,0.4072322258823472,0.7070635479641882,0.3685023484973806,9.454227939043117e-17,1.3490076276430535e-12,0.0007707188941979364,0.0005506507403350938,6.778534137665218e-07,1.0963810676980413e-05,2.2980777017855718e-05,0.12754077420896778,0.009231318611835551,3.24839785561192e-06,2.6052093449575293e-07,2.8798454284351217e-06,0.03633143333505923,0.00861493930985916,2.619327713508192e-06,0.1881259744345123,0.00011645161012959607,2.651665251168481e-13,7.823503281318666e-07,0.003225126904078524,1.299620250503618e-09,1.1058760949254245e-09,6.5734841322680435e-09,9.443419821151468e-16,2.629519821347371e-11,6.272308876879093e-16,2.4846713008839697e-10,0.009130213553260073,1.0737675715072667e-07,4.924612256643382e-05,1.1988817507513319e-12,2.5600330513790347e-15,3.659730246245155e-10,3.80358999417223e-12,0.00018088729457501699,4.037185920529988e-11,1.727488734117894e-14,4.821617525291663e-07,6.267798036429343e-05,1.9902607543798216e-13,1.0197579894134822e-12,2.0818243664212588e-08,5.081806157081031e-09,5.177069297210364e-05,3.8740312179104214e-10,1.584219926141934e-11,2.1569607483935121e-16,2.8000753337852067e-20,8.62239569144938e-07,6.969338859767158e-23,1.0577639371638002e-09,1.771249432341582e-11,2.0877550682395104e-17,1.156526816528268e-08,2.7823270610373704e-15,3.797092538850762e-09,1.2968261816160971e-23,6.044211324954445e-17,9.970401525093004e-15,2.9197456863030497e-15,2.4409089177116156e-18,1.2857825005411443e-16,9.270247035895749e-20,2.1520929877716548e-22,6.723930442362577e-09,5.265363840233648e-18,2.5386266532076092e-17,1.562130592692714e-21,3.4301331699727444e-23,0.0003498291458416647,6.236355540981057e-18,6.332583387794756e-23
0.03587901247446441,0.616247168934968,3.76,0.0,0.40595017590901455,0.7055231948700101,0.3703601916197743,9.77736962988222e-17,1.3793818295800245e-12,0.0007724397301080951,0.0005519709463905546,6.7778500273826e-07,1.1034319436676292e-05,2.3194082118345678e-05,0.12814249105222936,0.00921441305176416,3.2739446601906785e-06,2.6167080335375403e-07,2.899254732601698e-06,0.03638808321132415,0.008606636540029172,2.6366945609768126e-06,0.1891825432351816,0.00011683210204459412,2.6574139139321944e-13,7.900695394856131e-07,0.0032498425998501966,1.3209534600268825e-09,1.1153256696926092e-09,6.650821659724364e-09,9.53214746767974e-16,2.6462032940018173e-11,6.331259038895307e-16,2.507172703035125e-10,0.009219349902659848,1.0925969953323668e-07,4.972565426614015e-05,1.211205516691827e-12,2.5999747644257955e-15,3.68800896490329e-10,3.8576126913413546e-12,0.00018144603483023062,4.053700544477928e-11,1.7553023442056806e-14,4.839541234783911e-07,6.29954825267327e-05,2.022754666225962e-13,1.0302864111800815e-12,2.0958041606069737e-08,5.104493164089771e-09,5.2029442572767496e-05,3.8843282300444274e-10,1.6067278549723858e-11,2.1748081914842728e-16,2.87698706317452e-20,8.738604270584444e-07,7.181022200930338e-23,1.0687804911481364e-09,1.780102137754398e-11,2.1073993652096262e-17,1.1607420488494943e-08,2.8184674676632184e-15,3.845488458659353e-09,1.335905537682914e-23,6.0918147905888e-17,1.0140227395760848e-14,2.9551726119097137e-15,2.4827581320968753e-18,1.2914285551784438e-16,9.483171063093104e-20,2.1616615877320335e-22,6.8772568783766014e-09,5.3512123782700584e-18,2.569491137173691e-17,1.598789045081447e-21,3.470146496556675e-23,0.0003507549848071937,6.319718935983562e-18,6.40788635752273e-23
0.035940607185018625,0.6163402034190941,3.76,0.0,0.40466310447103493,0.703974247737616,0.37222771098619173,1.0112744893090382e-16,1.410536639632237e-12,0.0007741679269830501,0.0005532899781710227,6.777076707328711e-07,1.1105485836759765e-05,2.3410120299138016e-05,0.12874663732200983,0.009197279895730003,3.2997800287903933e-06,2.628247877425246e-07,2.918838510771242e-06,0.036443968735198264,0.008598188665070203,2.6542004274942318e-06,0.1902450060283383,0.00011721180601795976,2.6631466468778374e-13,7.978762976496698e-07,0.0032746958388131507,1.3426599928692192e-09,1.1248852294926211e-09,6.729267924728051e-09,9.621822607463894e-16,2.662991271287618e-11,6.390838836176477e-16,2.529908011207677e-10,0.009309408490014747,1.1117840827774773e-07,5.020878704525813e-05,1.2236376227037097e-12,2.6405738965268935e-15,3.716520152716258e-10,3.9126363405026306e-12,0.00018199587158537907,4.070093098401025e-11,1.7836053167794385e-14,4.857485131013811e-07,6.331119750014894e-05,2.0558041012900537e-13,1.0409103636117563e-12,2.109927374714727e-08,5.127266949248613e-09,5.22858064372552e-05,3.894309597908286e-10,1.6296263859689973e-11,2.1927972710430972e-16,2.9562613864785346e-20,8.856204210010659e-07,7.399560838464581e-23,1.079897959983938e-09,1.788873219311767e-11,2.1272536626173722e-17,1.1649498194464333e-08,2.8551463279159093e-15,3.8944050390649205e-09,1.3762381803992738e-23,6.139739167981748e-17,1.0313262519290082e-14,2.9910534884766904e-15,2.5254028435553426e-18,1.297108047148718e-16,9.701697813351309e-20,2.171258705388511e-22,7.034274027891503e-09,5.4385358720243766e-18,2.6007532893603067e-17,1.6364303139560235e-21,3.5106938234532654e-23,0.0003516809869616208,6.404166738406306e-18,6.484231201951983e-23
0.03600220189557284,0.6164337119496314,3.76,0.0,0.4033709885229538,0.7024166464577406,0.37410497086599626,1.0460863900123492e-16,1.4424948042266492e-12,0.0007759035442898021,0.0005546077252291361,6.776213161586068e-07,1.1177318507217826e-05,2.362893781559788e-05,0.12935321972900762,0.009179917446754811,3.3259083752119287e-06,2.6398286476217705e-07,2.938598798593061e-06,0.0364990803295856,0.008589594553139015,2.6718465986623686e-06,0.19131339902472502,0.00011759067190033908,2.668863713191481e-13,8.057718596720466e-07,0.0032996865673965525,1.3647470198405089e-09,1.1345565023988335e-09,6.808842716481271e-09,9.712457462580339e-16,2.6798842948957478e-11,6.451056392057216e-16,2.5528801722502646e-10,0.009400400198250128,1.1313363796519589e-07,5.069553086492541e-05,1.2361788248349995e-12,2.681842323267011e-15,3.7452659995722706e-10,3.968683626634507e-12,0.00018253664429954507,4.086360668262229e-11,1.8124073264269462e-14,4.87544821593959e-07,6.362506456839264e-05,2.089419297018568e-13,1.0516306559411044e-12,2.124196326016748e-08,5.1501282224471326e-09,5.2539710793698564e-05,3.9039700796288807e-10,1.6529237610120994e-11,2.2109290399151798e-16,3.0379783130760536e-20,8.975209378401233e-07,7.625192630536847e-23,1.0911170228789111e-09,1.7975601530310075e-11,2.147320671951447e-17,1.169149784614376e-08,2.8923728823426423e-15,3.943846237239686e-09,1.4178671523187637e-23,6.187985262710929e-17,1.0489575686075245e-14,3.0273945313063344e-15,2.568860192275094e-18,1.3028214063096352e-16,9.925993029520761e-20,2.180884051776855e-22,7.195077343565444e-09,5.527361442208718e-18,2.632418620975994e-17,1.6750843874039114e-21,3.551783455994902e-23,0.00035260711821683834,6.489712248085001e-18,6.561635170786565e-23
