Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520)
0.0004176421833064329,0.8442444163929438,3.76,0.0,4.2352906441818845e-13,0.019284818408675745,0.9804888565143247,2.8101936988875016e-14,1.849594457260383e-14,1.1053537703912017e-12,1.2640785255692445e-05,8.417728516236292e-19,0.024267610400559234,0.03305922942031993,0.11536145402644099,1.7450077176999363e-09,0.004472570875947649,1.0659882096348432e-14,1.4645372042490055e-24,3.2359099343911858e-21,1.018654238734359e-24,3.6070808809256625e-07,0.17235420826605366,3.229402462697799e-06,1.9232369871851342e-26,2.9424298054966745e-21,4.645285533316605e-18,1.5224514740662582e-20,5.467581669378919e-15,4.2673956081075745e-14,4.295230926676767e-17,7.367237807174238e-28,5.048210293113904e-17,5.985622587862568e-09,0.38990691491331947,1.822092322777238e-16,6.468820598465935e-16,1.2310464041041902e-20,1.2878035004568646e-22,1.4743533313360413e-19,1.0239616240242811e-07,-1.3817971133647904e-23,-2.9828395437560143e-26,1.4780797922940744e-09,1.5451311733009895e-08,-1.1579065813148675e-23,3.6949321893438913e-22,2.4765256781597815e-20,2.9292867108169096e-13,7.66230353828885e-22,-1.4105302015116413e-22,-1.9481034018748843e-29,3.1076567491912313e-07,3.6383517667760855e-11,1.1977524359526857e-16,8.591777284330549e-24,2.344040966408176e-19,7.648411152895178e-26,-2.7723541383230376e-27,1.596707268972567e-18,1.298782928228471e-37,3.145932895872306e-14,2.8232296332218747e-25,4.5558673854072495e-20,9.814934091052087e-17
0.00042083903103901126,0.8441707268632986,3.76,0.0,4.2168671196767885e-13,0.019072594905596173,0.9808639754594294,2.7774457205475544e-14,1.8285537470918717e-14,1.09801561096032e-12,1.2496026414656914e-05,8.270752204119729e-19,0.024114863334066265,0.032792246507908254,0.11519630686690768,1.740164253329837e-09,0.004414731808179424,1.0547852054989001e-14,1.438678652157351e-24,3.1914056073555982e-21,1.0123925298451163e-24,3.583501722603811e-07,0.1720939431248411,3.1984283107854305e-06,1.8764848841335683e-26,2.901461045415183e-21,4.623301474229256e-18,1.155416891651579e-20,5.401272090371252e-15,4.241863750795571e-14,4.236721558132426e-17,7.27429650116895e-28,4.9778920791689775e-17,5.941843592893877e-09,0.39016718507597264,1.8136056149590012e-16,6.449719565358133e-16,1.21463673280165e-20,1.2641379246397875e-22,1.4625681642223172e-19,1.0164889257474661e-07,-1.824903055507766e-23,3.182655075455206e-27,1.4692668864320152e-09,1.5426396759814854e-08,-4.636841572203772e-23,3.662504523713905e-22,2.4374121527050012e-20,2.9051918270299726e-13,7.540652739195151e-22,1.036976591165663e-22,1.916341607179461e-30,3.089317948173657e-07,3.637184740583265e-11,1.1956644879155915e-16,-7.224283209473374e-24,2.339959359753431e-19,-6.800573402914584e-27,1.9880177726390307e-27,1.5847978929840778e-18,1.2747565169365753e-37,3.1159039454421184e-14,-2.9848905577046353e-26,4.547925822351739e-20,9.754033384717681e-17
0.00042403587877158964,0.844098248101589,3.76,0.0,4.198834614918901e-13,0.018863886016717082,0.9812330983015076,2.7450412076011905e-14,1.8077463860971384e-14,1.0907837559972649e-12,1.2353745961536543e-05,8.127261542534867e-19,0.023964103779331173,0.03252972267992879,0.11503393078252686,1.7354003217079218e-09,0.004358040246905236,1.0438080252617995e-14,1.4165771683524907e-24,3.1614401634243506e-21,1.0048513348719046e-24,3.560265343983213e-07,0.1718378519617968,3.167899161074455e-06,1.846766656354173e-26,2.8741741356537278e-21,4.612999774277891e-18,8.289834016745151e-21,5.336438791315917e-15,4.216660007101643e-14,4.179460376486805e-17,7.189320692131673e-28,4.909102927946837e-17,5.898726919402886e-09,0.39042328119171044,1.806366975270936e-16,6.455373227451598e-16,1.2053941803719563e-20,1.2491614519670008e-22,1.450983109722169e-19,1.0091290352572585e-07,1.415266465388118e-23,5.580632381079162e-27,1.4605604733878053e-09,1.5401807896960033e-08,8.56841186095055e-24,3.636187231548159e-22,2.4139561816258327e-20,2.881498199007601e-13,7.459233851859541e-22,1.1902027493799293e-22,2.8347329145946787e-30,3.071199278953731e-07,3.6360749821863596e-11,1.1936234169965858e-16,-2.182437148690184e-25,2.3359693541113143e-19,-2.2453942517157356e-27,2.2779262171627217e-27,1.5730728734470873e-18,1.254023063351986e-37,3.086430760517058e-14,-1.0771808160408252e-26,4.5401625562859704e-20,9.693937056008793e-17
0.000427232726504168,0.8440269510919632,3.76,0.0,4.1811393056745394e-13,0.018658611383561643,0.9815963657091912,2.7134293641481497e-14,1.787271976700615e-14,1.0836717798971857e-12,1.2213885487568403e-05,7.987291410052684e-19,0.023815290606050536,0.0322715444410128,0.11487426245637931,1.7307141071466107e-09,0.004302464792023203,1.0330501804892378e-14,1.4029853426605648e-24,3.1519241845199617e-21,9.988678514183096e-25,3.537363983693866e-07,0.1715858420642892,3.1378062872615078e-06,1.8174514090590024e-26,2.8581387177950142e-21,4.6075196106578256e-18,1.4499469401098047e-20,5.273017542152173e-15,4.191879317667167e-14,4.1234107565405123e-17,7.124795619553789e-28,4.8417972245798486e-17,5.856257130589248e-09,0.3906752959746385,1.7994872093292003e-16,6.468096115658824e-16,1.1970260884608418e-20,1.2348514992162947e-22,1.4396141783274508e-19,1.0018793285081958e-07,8.663201238497833e-24,2.8237517501083156e-27,1.4519585052373027e-09,1.537753930937361e-08,1.9448528311075815e-24,3.615083133783114e-22,2.3921421437754507e-20,2.858197520829093e-13,7.386337334399029e-22,8.066871809822595e-23,1.2606437795999912e-30,3.053296636608525e-07,3.6350200572556754e-11,1.1916277325127577e-16,1.3337029907851928e-24,2.332068037561759e-19,3.387136271985531e-27,1.5394867746055721e-27,1.5615278087662504e-18,1.2427045641629222e-37,3.0574983892477395e-14,1.452962644654971e-26,4.532571917443328e-20,9.63462728227389e-17
0.0004304295742367464,0.843956807672887,3.76,0.0,4.1637524293684356e-13,0.01845669303562691,0.9819539139808032,2.6824807631143126e-14,1.767304271554055e-14,1.076683803706239e-12,1.2076388365495166e-05,7.850726832362704e-19,0.023668383857428615,0.032017602125744025,0.11471724043898959,1.7261038473831164e-09,0.004247975145284268,1.0225053940735889e-14,1.3940045103496597e-24,3.1486523635259595e-21,9.941271456921423e-25,3.5147901134887496e-07,0.17133782340467246,3.1081411814925473e-06,1.7958337430084965e-26,2.842004926131974e-21,4.6164421439970694e-18,1.1908386117338074e-20,5.2109435483788825e-15,4.167430127629157e-14,4.068537436958374e-17,7.065577042791777e-28,4.775931078543686e-17,5.814419270303899e-09,0.39092331945383446,1.7922188127567504e-16,6.468344106396606e-16,1.1877972837064849e-20,1.220429954931432e-22,1.428462732258818e-19,9.947372630061552e-08,-5.050597078760687e-24,6.107349217394708e-28,1.443458988801707e-09,1.5353585291431962e-08,-1.3767020037863818e-23,3.588260382141177e-22,2.3691919721447922e-20,2.835280450615184e-13,7.332313462845785e-22,3.6855483131388924e-23,2.9418012416151284e-31,3.035606019115689e-07,3.6340176445904484e-11,1.1896760050541564e-16,-2.7285212785217316e-25,2.328252617843463e-19,-6.216237750770936e-28,7.046126786506753e-28,1.5501584403501481e-18,1.233533513406778e-37,3.029092399084077e-14,-3.356041968052032e-27,4.525148469104557e-20,9.576086813621397e-17
0.00043362642196932477,0.8438877906462647,3.76,0.0,4.1466846926493297e-13,0.01825805529991747,0.9823058752181494,2.652050136737522e-14,1.7476604111298632e-14,1.0698073152400335e-12,1.1941199680692601e-05,7.717454019819e-19,0.023523344705773185,0.03176778973530315,0.11456280507845555,1.721567824857041e-09,0.0041945420624779454,1.0121676032139326e-14,1.382323762824108e-24,3.140577873562793e-21,9.888733953888154e-25,3.4925364286145316e-07,0.17109370854077616,3.0788955467057894e-06,1.7719894830812967e-26,2.8261308696069383e-21,4.622231903609414e-18,1.0440536170559009e-20,5.150178201818937e-15,4.1433246163876496e-14,4.0148064566266636e-17,7.00382774487839e-28,4.711462241309928e-17,5.773198844058527e-09,0.39116743907285956,1.7848319424214136e-16,6.46391769230452e-16,1.1783239957894346e-20,1.2060789339399708e-22,1.4175119931350293e-19,9.877003745934168e-08,1.4228373792258584e-25,-7.99983911102915e-29,1.4350599836826458e-09,1.532994026361692e-08,3.545974393779382e-24,3.557882369869934e-22,2.3461143352055272e-20,2.812737114400859e-13,7.276849276479252e-22,-5.2091336620672035e-24,-2.4387615847065824e-32,3.018123524088683e-07,3.633065530058709e-11,1.1877668633684603e-16,-1.507178585899045e-25,2.324520416271531e-19,-5.6694306469639145e-28,-9.900495313233943e-29,1.538960642456731e-18,1.2228167536675272e-37,3.001198854279258e-14,-2.001039587382134e-27,4.517886995749345e-20,9.518298947984509e-17
0.00043682326970190315,0.8438198736260091,3.76,0.0,4.1299366501563147e-13,0.018062624717653835,0.9826523774856214,2.6222469583622116e-14,1.7283541025105508e-14,1.0630366285604367e-12,1.1808266167406684e-05,7.587323919059516e-19,0.023380135412800523,0.031522004787887026,0.11441089845602496,1.7171043724227787e-09,0.0041421373090172854,1.0020309621627899e-14,1.3690629103573595e-24,3.1292923222272322e-21,9.832614437845167e-25,3.4705958404100377e-07,0.1708534125241726,3.0500612901143315e-06,1.7480494410425863e-26,2.8104803049911993e-21,4.6232616847283026e-18,1.2694958185193081e-20,5.090666702870582e-15,4.119561661114587e-14,3.962185098406126e-17,6.939844474053e-28,4.6483500348026065e-17,5.732581801512114e-09,0.3914077397814932,1.7776988636198709e-16,6.464407804391669e-16,1.169409058837387e-20,1.1921194367610313e-22,1.4067526353398501e-19,9.807662744813958e-08,4.183529920734166e-24,1.7467880462079756e-29,1.4267596005100036e-09,1.5306598769069527e-08,7.19730712592272e-24,3.5299291716743565e-22,2.323965953766856e-20,2.790558194006083e-13,7.215411545836018e-22,-6.262015130218242e-24,-3.8665956197050824e-32,3.00084534570783e-07,3.632161601155467e-11,1.1858989915306223e-16,1.3558696538501425e-25,2.320868862211651e-19,5.995531730500834e-28,-1.200188442814236e-28,1.527930419510272e-18,1.2106955162171839e-37,2.97380429540577e-14,2.334377820165589e-27,4.5107824922919653e-20,9.461247508561486e-17
0.0004400201174344815,0.8437530310260211,3.76,0.0,4.113493983880479e-13,0.017870329972308543,0.982993544946015,2.5930200787435195e-14,1.709424436593049e-14,1.0563745026704085e-12,1.1677536153786178e-05,7.46025261927863e-19,0.023238719297578914,0.03128014818844094,0.11426146433146943,1.7127118763163624e-09,0.004090733620733827,9.920898570480119e-15,1.3570338836010923e-24,3.1200016702511778e-21,9.781041468412823e-25,3.448961469582812e-07,0.17061685282068956,3.0216305186557585e-06,1.725452317754867e-26,2.794485958277046e-21,4.628938294392354e-18,1.1436515488945808e-20,5.032378565109226e-15,4.0961175697611326e-14,3.910641837188065e-17,6.878490530222964e-28,4.5865552847119493e-17,5.6925545218787175e-09,0.3916443041152202,1.770759673548498e-16,6.46658696812318e-16,1.1608662534945837e-20,1.1785754511150022e-22,1.396186179571312e-19,9.739326467818738e-08,-7.796032856363239e-25,1.9208657390501267e-28,1.4185559996114886e-09,1.5283555470979346e-08,-2.9344678364661914e-24,3.5049745427319157e-22,2.3025859431160245e-20,2.7687352353308467e-13,7.160158065887499e-22,7.613595434647437e-24,1.0185119536257662e-31,2.983767772090378e-07,3.631303841898077e-11,1.184071126344523e-16,-7.464194458324315e-26,2.317295488006519e-19,-2.7582577131781354e-28,1.4570968410515786e-28,1.5170639013093408e-18,1.1994925445372267e-37,2.9468957209725896e-14,-1.2299913682396842e-27,4.5038301541976165e-20,9.404916824947981e-17
0.00044641381289963833,0.8436224708844724,3.76,0.0,4.0814999128846956e-13,0.017494872904119455,0.9836603536144504,2.5362696235854908e-14,1.6725645451877077e-14,1.0433628959257669e-12,1.1422487505655446e-05,7.214984338165956e-19,0.022961124889924422,0.030807839645038054,0.1139697965899889,1.7041335158753786e-09,0.003990824962173935,9.727727708644955e-15,1.3382188373185372e-24,3.112768933022456e-21,9.68648710561276e-25,3.406584852706866e-07,0.17015462369921056,2.9659488144193847e-06,1.685059740886484e-26,2.7705017389788312e-21,4.648118109754489e-18,1.1528476571482008e-20,4.919359226791891e-15,4.050205184482038e-14,3.810669121576477e-17,6.768488962040092e-28,4.4667685363926796e-17,5.614216800762938e-09,0.39210654231690106,1.7573081640507124e-16,6.474845289442861e-16,1.1445753614605996e-20,1.152345705252223e-22,1.3756098463089337e-19,9.605578900322191e-08,-2.0229817669794296e-23,-9.05729902625553e-28,1.4024320217461838e-09,1.5238342696423578e-08,-2.703409568371466e-23,3.4571304211552217e-22,2.2614512742232187e-20,2.7261238500425523e-13,7.066461600701956e-22,-7.925925482986886e-24,-1.3439399481956586e-31,2.95020004161118e-07,3.6297192194875236e-11,1.1805306101899326e-16,-9.590968014813837e-25,2.3103738910112014e-19,-4.1355744797509836e-27,-1.486860176008054e-28,1.4958070881759671e-18,1.1821723086766383e-37,2.8944866833305545e-14,-1.526257928381464e-26,4.490363695593508e-20,9.294357429117508e-17
0.0004528075083647951,0.843495920710025,3.76,0.0,4.050634510562273e-13,0.017131153399069402,0.9843072222500107,2.4814852247583734e-14,1.63698332022745e-14,1.0307522045721193e-12,1.1175669961903948e-05,6.980963143709567e-19,0.02269028768580976,0.03035013374511888,0.11368738316354049,1.6958207128727955e-09,0.0038946158231518493,9.541752393834362e-15,1.3204000861927254e-24,3.1061057255483047e-21,9.590050350418955e-25,3.365355426321812e-07,0.1697064058656833,2.911791046578779e-06,1.646919543093583e-26,2.749134926062768e-21,4.665591428226529e-18,1.485875916554695e-20,4.8108526128877255e-15,4.005535292441526e-14,3.7146579641970637e-17,6.663343407006096e-28,4.351816141047163e-17,5.538084665731436e-09,0.39255476899835096,1.7434035716553515e-16,6.467357062412909e-16,1.1275674626013242e-20,1.1265386396589626e-22,1.3557435665769184e-19,9.4755892681048e-08,-1.0010065710349256e-23,-3.013247151473837e-27,1.3866742588063642e-09,1.5194261531160846e-08,-9.044040892318478e-24,3.4007653637461173e-22,2.2199464585309848e-20,2.6848384000229555e-13,6.977549387026701e-22,-7.154882060263376e-23,-1.4248947742096454e-30,2.9173924051213326e-07,3.628297280584697e-11,1.1771361674979681e-16,-2.058646374838032e-25,2.3037377553174772e-19,-1.0036230535950462e-27,-1.3674800886995478e-27,1.4751615503446247e-18,1.1659602484311956e-37,2.8438761656563497e-14,-3.0640234088511947e-27,4.4774528279873505e-20,9.186504712283624e-17
0.00045920120382995184,0.8433732028922774,3.76,0.0,4.020850420883487e-13,0.016778670303475407,0.9849350184756105,2.4285679817152378e-14,1.6026558934289146e-14,1.0185216301084044e-12,1.093672166354777e-05,6.757396070313142e-19,0.0224259484792024,0.02990634595373431,0.11341382854318406,1.6877620986302613e-09,0.0038019190183584285,9.362589410927787e-15,1.2967751105236399e-24,3.085065485939075e-21,9.493816497020128e-25,3.3252249151543045e-07,0.16927161740962793,2.859100647545422e-06,1.6057749682721991e-26,2.7154564150483075e-21,4.67541883258529e-18,7.252711838099955e-21,4.706555331406823e-15,3.961990003450046e-14,3.622393955250807e-17,6.549193495800752e-28,4.2414323000998985e-17,5.464062977306689e-09,0.39298956607931407,1.7298872591007703e-16,6.459896661546404e-16,1.1113403989557008e-20,1.1019471556128219e-22,1.3365475315143082e-19,9.3491957697077e-08,-3.332817794768642e-24,-1.7159985161190815e-27,1.3712696099978428e-09,1.515127329986982e-08,-6.8497939000852055e-25,3.3515918703595347e-22,2.1803716267590056e-20,2.644817230577462e-13,6.876097414621402e-22,-4.09195408118231e-23,-8.631281236323388e-31,2.885318261546176e-07,3.627024895592132e-11,1.173879342764849e-16,2.8720726552081245e-26,2.297370562271447e-19,-1.3252783326976595e-29,-7.824426620305179e-28,1.455100339734746e-18,1.144306086088303e-37,2.7949747793486522e-14,1.7649384999308705e-28,4.4650653910471154e-20,9.081249464390998e-17
0.0004655948992951086,0.8432541488282566,3.76,0.0,3.9921088165872247e-13,0.016436950004634434,0.9855445603007653,2.37777244421533e-14,1.5694691575165843e-14,1.0066505570154045e-12,1.0705301153533399e-05,6.543826733444604e-19,0.022167861673475384,0.02947583407576107,0.1131487588455911,1.6799469280026479e-09,0.003712559422950641,9.189882098935715e-15,1.2706208192678227e-24,3.05804872782593e-21,9.399493783021085e-25,3.2861477310858166e-07,0.16884970760497836,2.8078237110048456e-06,1.5602155692528207e-26,2.6794450933525723e-21,4.6674583646782944e-18,1.0133241051267442e-20,4.6062988104917926e-15,3.919611410108255e-14,3.533677335487352e-17,6.433186012986932e-28,4.13536963071991e-17,5.3920620531913955e-09,0.3934114842946257,1.7174392659323731e-16,6.469935524426954e-16,1.096848531546816e-20,1.0783515462581593e-22,1.3179876928632272e-19,9.22624586851132e-08,-9.889574254977946e-24,4.224731206429749e-28,1.3562056206592354e-09,1.5109340976712757e-08,-1.3971945995243849e-23,3.3040196061244473e-22,2.143530222486063e-20,2.606003871949634e-13,6.753264637982894e-22,3.3160039341619613e-23,2.9513691955374006e-31,2.853952259195376e-07,3.625890068880696e-11,1.1707523104457817e-16,-3.6670273697221015e-26,2.291257023582568e-19,-1.0170989895975934e-28,6.3360120438961865e-28,1.4355980885824415e-18,1.1206833217624905e-37,2.747698846956327e-14,-6.705456197905066e-28,4.453171620465246e-20,8.978488790217171e-17
0.00047198859476026535,0.8431386011351101,3.76,0.0,3.9643529403130783e-13,0.016105544593197255,0.9861366195517297,2.3287451247625208e-14,1.5374031916667162e-14,9.95128436538196e-13,1.04810859791947e-05,6.33960293918018e-19,0.02191579443951293,0.029057995068849034,0.11289182039823725,1.6723650444052714e-09,0.003626373026307387,9.023297165426936e-15,1.2498873528348694e-24,3.0421259046253868e-21,9.306253277294537e-25,3.2480807881748904e-07,0.1684401548737651,2.757908850132314e-06,1.5224409728739812e-26,2.654708257107431e-21,4.6750119320737286e-18,1.633295733667804e-20,4.509846563169902e-15,3.878337901590081e-14,3.4483217581912415e-17,6.329597315838097e-28,4.033397592115831e-17,5.32199729460926e-09,0.3938210452305625,1.704835555787196e-16,6.4726203716325e-16,1.0825737514455614e-20,1.0558144551829426e-22,1.3000381084475127e-19,9.106595659866151e-08,6.805150626592514e-24,1.1367866485465585e-27,1.3414704458140646e-09,1.5068429107101057e-08,7.829484463993925e-24,3.2622360319296543e-22,2.1078797346200962e-20,2.5683444491354446e-13,6.656589703234387e-22,8.323498500712817e-25,6.479986121577732e-31,2.823270224606214e-07,3.6248818256584815e-11,1.1677478166681078e-16,-3.458209940592988e-27,2.285382967507649e-19,-1.1899404783137162e-28,1.6605770034576967e-29,1.4166308982626023e-18,1.1019134810085709e-37,2.701969958137843e-14,-4.170745619681828e-28,4.441743926257162e-20,8.87812565141775e-17
0.0004783822902254221,0.8430264102713254,3.76,0.0,3.937533337182404e-13,0.015784030146020582,0.98671192511413,2.2811060029250373e-14,1.5064172345423688e-14,9.839412801952212e-13,1.026377140001985e-05,6.1442170975034885e-19,0.02166952585186444,0.028652262119947702,0.11264267839124306,1.6650068292902542e-09,0.003543206084577648,8.8625234309601e-15,1.2339157986595156e-24,3.0352751013434387e-21,9.221630708824963e-25,3.2109833355254397e-07,0.16804246488028593,2.7093070517157745e-06,1.4904925250026304e-26,2.6322828353554244e-21,4.704302705738222e-18,6.591581046694993e-21,4.41697220775483e-15,3.838025817103826e-14,3.3661532572737754e-17,6.237433726624603e-28,3.9353011705782607e-17,5.253788823686544e-09,0.39421874323070194,1.6919880439263754e-16,6.462183539695518e-16,1.0677553581036358e-20,1.0337128288687317e-22,1.282670786696271e-19,8.990109255969074e-08,1.1623323330753197e-23,-4.882845461786058e-28,1.3270528101522862e-09,1.5028503732506396e-08,1.9878795213087042e-23,3.215813682879476e-22,2.0720604312718804e-20,2.531787867196405e-13,6.589180247020068e-22,-4.5826792368016697e-23,-2.948092081472923e-31,2.793249095306636e-07,3.623990120084783e-11,1.1648591307390737e-16,8.074184052578002e-26,2.279735244163484e-19,5.772430511450394e-28,-8.758742850297102e-28,1.3981762330120842e-18,1.087578406015785e-37,2.6577145768675572e-14,2.270953851615056e-27,4.4307567083446574e-20,8.780068428782673e-17
0.00048477598569057886,0.8429174354562993,3.76,0.0,3.911616495886306e-13,0.015472005136635311,0.9872711659134705,2.2353326997410158e-14,1.4764170313164607e-14,9.730668039843377e-13,1.0053069190156253e-05,5.957191829765112e-19,0.02142884610170576,0.028258101943858808,0.11240101564185713,1.6578631664689152e-09,0.0034629143415230114,8.707269795818218e-15,1.2177149878685678e-24,3.0249791312960113e-21,9.145003608294767e-25,3.1748168035463455e-07,0.16765616876370296,2.6619715442173205e-06,1.4603516711445245e-26,2.6092139540027522e-21,4.70732640592647e-18,8.076902522771094e-21,4.327514916023857e-15,3.798738278170218e-14,3.2870092265940335e-17,6.147242926962133e-28,3.8408795858231194e-17,5.187361159274645e-09,0.3946050471633525,1.6802583230200725e-16,6.468712983669118e-16,1.054496105314715e-20,1.0123850924338634e-22,1.2658499868650128e-19,8.876658236419137e-08,-1.9694114070062052e-23,-1.4656022709592613e-27,1.3129419722083854e-09,1.4989532318171258e-08,-2.593467482307265e-23,3.1694754256788103e-22,2.0385813750718242e-20,2.4962865961497245e-13,6.5095417836256e-22,2.1451546776180008e-23,-7.4309836925202985e-31,2.763866857269261e-07,3.623205745072235e-11,1.1620799976716744e-16,-4.385955691951867e-26,2.274301632816299e-19,-2.9036044852728746e-28,4.090746935232079e-28,1.3802128228096368e-18,1.0732459822254235e-37,2.6148636679691164e-14,-1.0345853689281194e-27,4.420186175962944e-20,8.684230509494482e-17
0.0004911696811557356,0.8428115435884062,3.76,0.0,3.8865613037835613e-13,0.015169088974972123,0.9878149936227822,2.191352741629268e-14,1.4473878458572332e-14,9.62494872359174e-13,9.848706535357363e-06,5.778040352034598e-19,0.021193555810152098,0.02787501233422222,0.11216653145535221,1.6509254248952977e-09,0.003385362307841291,8.557263751957396e-15,1.1978246571904987e-24,3.0083873081231102e-21,9.060651373151296e-25,3.139544656318678e-07,0.16728082151532847,2.6158576703101007e-06,1.4229573058547362e-26,2.5849370083606018e-21,4.704231512054138e-18,2.078079352058348e-20,4.241310838924418e-15,3.7604856765598175e-14,3.210737534190905e-17,6.051413442248892e-28,3.7499451661294523e-17,5.12264291363595e-09,0.39498040204429385,1.669024107409589e-16,6.483741703447715e-16,1.0425117364097748e-20,9.922145854748758e-23,1.2495541620453893e-19,8.766121133835354e-08,-6.097464191896315e-24,6.280070724897783e-28,1.2991276935970438e-09,1.495148367917461e-08,-1.5468213190264898e-23,3.131646566170804e-22,2.0075035932203828e-20,2.4617952850461703e-13,6.40957735276509e-22,3.971694384348444e-23,3.1192834980060076e-31,2.735102485080094e-07,3.622520255400294e-11,1.1594045985078867e-16,-1.6819911914145945e-25,2.269070764405808e-19,-1.095287204111328e-27,7.596359279449173e-28,1.3627205756789793e-18,1.0553285596863002e-37,2.5733523639221645e-14,-4.1440463067930705e-27,4.410010196782269e-20,8.590529949835431e-17
0.0004975633766208924,0.8427086087971247,3.76,0.0,3.8623268358236296e-13,0.014874920668055305,0.9883440251546828,2.1481842447703284e-14,1.4192965138732761e-14,9.522219367850908e-13,9.65042502777255e-06,5.606330995545577e-19,0.020963465367766086,0.027502519951703303,0.1119389405697499,1.6441854189329682e-09,0.0033104226196664604,8.412250096094961e-15,1.177953320488149e-24,2.9929734511371532e-21,8.973941161799244e-25,3.105132262084952e-07,0.1669160004878483,2.5709227730927507e-06,1.3892984284504933e-26,2.5544797560575297e-21,4.738569916254731e-18,5.3614503206555415e-21,4.158145418934886e-15,3.723024713219664e-14,3.1371957208778387e-17,5.958362854818003e-28,3.6623223338053146e-17,5.059566521776981e-09,0.39534523052757825,1.6567758622191702e-16,6.47213402737602e-16,1.0292080977234982e-20,9.725914756999035e-23,1.233769227828197e-19,8.658382974790441e-08,4.0032511784200795e-23,1.810550706564575e-27,1.2856002084761001e-09,1.4914327915575818e-08,6.054391568120279e-23,3.094176109135873e-22,1.9755371023496317e-20,2.428271239776404e-13,6.334545135021526e-22,-6.590859527108594e-23,8.322395703955139e-31,2.706935886745584e-07,3.62192589853012e-11,1.1568275127028562e-16,1.6740218761677695e-25,2.2640320480861893e-19,1.155027755972185e-27,-1.2584587930687776e-27,1.3456804981563964e-18,1.0378661448233e-37,2.5331196616642302e-14,4.371593019586444e-27,4.4002081538120644e-20,8.498889131938857e-17
0.0005039570720860491,0.8426085119383252,3.76,0.0,3.8388859751850213e-13,0.014589157585456187,0.9888588449477184,2.1063824534283488e-14,1.3920548304406422e-14,9.422243336517866e-13,9.457979740142374e-06,5.441713624812044e-19,0.020738394322631738,0.02714017828431323,0.11171797219585936,1.6376353637316942e-09,0.0032379754565173757,8.271989397866081e-15,1.1634602666069038e-24,2.985612863911172e-21,8.906696841743418e-25,3.0715467743318363e-07,0.16656130401654512,2.527126094221526e-06,1.363045133659581e-26,2.534391389678995e-21,4.748276776393545e-18,-1.887051610146763e-21,4.077884687872118e-15,3.686399069353631e-14,3.066250254935656e-17,5.876240382305848e-28,3.5778466606049724e-17,4.998067988181961e-09,0.3956999342843273,1.6450093518208982e-16,6.461365582824446e-16,1.0160677618843633e-20,9.53142021357964e-23,1.2184594484652912e-19,8.553334850320166e-08,-1.377453445468799e-23,-1.301612797454777e-27,1.2723501952286069e-09,1.4878036353853373e-08,-8.89713186134901e-24,3.0488359190711304e-22,1.943899532166465e-20,2.3956744973366804e-13,6.273653166746925e-22,-1.4390661649546278e-23,-5.157016064429084e-31,2.679347852737901e-07,3.6214155509535694e-11,1.1543436854627077e-16,2.58647086402982e-25,2.2591756074402705e-19,1.5728789493446022e-27,-2.7671147688103487e-28,1.3290746193184344e-18,1.0247749621025006e-37,2.4941081435565406e-14,5.755351597008007e-27,4.390760821192003e-20,8.409234470892595e-17
0.0005103507675512059,0.8425111401592328,3.76,0.0,3.816198759996488e-13,0.014311474312248251,0.9893600070722258,2.0670633911827093e-14,1.365661909526221e-14,9.324818864590424e-13,9.271138363662628e-06,5.283799080106788e-19,0.02051817083682284,0.026787565771573534,0.11150336912165226,1.631267875482258e-09,0.0031679079924731594,8.136256815069592e-15,1.1502359608332908e-24,2.981195802679031e-21,8.84173652896969e-25,3.0387570151602826e-07,0.16621635013677805,2.484428664350919e-06,1.333551872513217e-26,2.5253713206497422e-21,4.726599124669992e-18,3.145934658845252e-20,4.000460198865483e-15,3.650879884666828e-14,2.99777586618622e-17,5.7989434304509095e-28,3.496364027409534e-17,4.9380866526325995e-09,0.3960448952852744,1.6352639606662494e-16,6.490465625471554e-16,1.0060773708020457e-20,9.347074534915265e-23,1.2035940764347453e-19,8.45087351857926e-08,-6.917222124225588e-23,-2.1713813194454952e-27,1.259368751966349e-09,1.4842581486847888e-08,-1.2068367882244439e-22,3.0087062507154293e-22,1.9165012157764674e-20,2.3639663482122265e-13,6.1823237405534385e-22,1.4265983914498903e-22,-9.519289167015278e-31,2.6523200082588656e-07,3.6209826631395576e-11,1.1519483977898826e-16,-4.393989954179232e-25,2.254492221984716e-19,-2.9646892862426308e-27,2.7251140492587333e-27,1.3128859231880194e-18,1.0131979698620502e-37,2.4562637231628356e-14,-1.1278574314864027e-26,4.3816502502483273e-20,8.321496144495317e-17
