Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213)
5.5750279103426244e-12,0.7788489711647771,3.76,0.0,0.6318401567543526,0.9999999998157507,5.58370340579906e-21,3.251772001281676e-32,1.2727957136265453e-21,2.72204370787426e-10,1.8424874984352527e-10,4.428552260636506e-18,4.568049816319594e-16,8.795338403600179e-11,3.155921111574441e-15,1.2799075916168187e-17,7.884222751864645e-16,2.629187091902471e-18,5.399751173643873e-23,9.705579253838763e-26,1.5214573979950266e-24,2.4692211428592873e-24,5.7485413143732364e-24,6.906193058863711e-18,4.195143809946066e-36,3.5422388611632667e-35,2.4466797967813865e-39,3.8371987502479766e-53,2.255761093674222e-15,6.901330243489941e-19,3.9288307801550857e-29,5.072057052559643e-31,8.000943661977151e-28,1.559732355220999e-22,7.21912998501955e-24,3.920896292695417e-45,4.964424661902612e-42,5.453335308810964e-50,7.621177533241481e-54,1.5736551062046967e-39,3.298101082102354e-27,4.613266864936799e-55,7.468362680559657e-57,1.601329460085912e-46,9.22099150801387e-28,1.0014069691485852e-57,8.32530510136973e-56,1.729424067866331e-47,3.829639711584871e-24,1.8541611173446035e-34,3.0841457658340975e-54,6.859609648695929e-61,2.4239740317147974e-47,2.1440802920678568e-36
8.362544228520799e-12,0.77884897117113,3.76,0.0,0.6318401566182485,0.9999999997236255,1.5250810758554077e-20,8.88516225722875e-32,2.635023692856267e-21,4.0830717723609376e-10,2.7637319052041954e-10,9.16822122651324e-18,9.457541085572638e-16,1.319293554901405e-10,5.246834166097369e-15,2.6499421785074123e-17,1.4373646901021152e-15,5.442876329145712e-18,1.1193365104660368e-22,2.6509725732260315e-25,3.500068521915337e-24,6.743299813927041e-24,1.5699084926957073e-23,1.4298391019695928e-17,1.465269998485205e-35,1.3955881131348111e-34,1.1085310385057242e-38,2.19721887102706e-52,3.383173691425367e-15,1.4285835203608376e-18,1.0737183174962851e-28,1.3855997180880746e-30,2.1796677593947866e-27,4.254103009942163e-22,2.0258797043784874e-23,2.1575940685068994e-44,2.980168633354596e-41,3.837501379528762e-49,5.284049832670957e-53,7.488638358778808e-39,9.003417829942533e-27,4.0619252567743e-54,5.420774865913732e-56,9.162880528981438e-46,3.1716368082262586e-27,1.4417886933454364e-56,5.8792493618940916e-55,9.519495100195264e-47,1.045889424739324e-23,6.484171561319423e-34,2.240023990445795e-53,5.635867328951748e-60,2.1819687410822838e-46,7.52999722766058e-36
1e-11,0.7788489711774826,3.76,0.0,0.6318401565382976,0.9999999996695089,2.4189428137794096e-20,1.4096160524608422e-31,3.660897429613801e-21,4.882574766546141e-10,3.3048935314170834e-10,1.2737571991623999e-17,1.3139955790903444e-15,1.5776168905675386e-10,6.63459725541709e-15,3.6817825689873644e-17,1.897780293327782e-15,7.561718024445927e-18,1.5563490701128912e-22,4.204801170796691e-25,5.1601086216941036e-24,1.0694779713550249e-23,2.4898668480685286e-23,1.9865680735383212e-17,2.6140990144023865e-35,2.6103951185172968e-34,2.2370746766356548e-38,4.9246557038953356e-52,4.045297865547602e-15,1.9846213605834587e-18,1.7036058066508784e-28,2.1980169017649606e-30,3.452075820054236e-27,6.742010947663494e-22,3.2624085259311683e-23,4.593411179860971e-44,6.514294226554124e-41,9.234061292750529e-49,1.2659699120720182e-52,1.5240694816741353e-38,1.4276108346942868e-26,1.0242986689195605e-53,1.2746129235903948e-55,1.9828527254889212e-45,5.623697762602096e-27,4.099019748714288e-56,1.4163918502583557e-54,2.026836766186313e-46,1.6587997671334908e-23,1.1576299789017897e-33,5.269654546277647e-53,1.4399833260377212e-59,5.411319692726903e-46,1.3475147778250302e-35
1.1150060546698974e-11,0.7788489711774826,3.76,0.0,0.6318401564821443,0.9999999996315003,3.1909761679348285e-20,1.8597526507132682e-31,4.481260909945783e-21,5.444103209541201e-10,3.684976229670268e-10,1.5591877040907148e-17,1.6084756110728055e-15,1.7590482149980178e-10,7.679860997361112e-15,4.5069476576327813e-17,2.2561976964593338e-15,9.256061823298436e-18,1.9060591791880506e-22,5.546864490142778e-25,6.546259818144395e-24,1.4107550267428158e-23,3.284408767114772e-23,2.4317807286916267e-17,3.657472337285458e-35,3.7304406977913532e-34,3.304499807066256e-38,7.57566472907318e-52,4.5102736518385965e-15,2.4292427585590804e-18,2.2477438625033267e-28,2.8997670895898557e-30,4.550161145423129e-27,8.889869162504624e-22,4.3390700214074206e-23,6.923050844058302e-44,9.914598646152869e-41,1.4556345492646137e-48,1.9928005896597186e-52,2.257785140683797e-38,1.8829405119678925e-26,1.638319829748509e-53,1.9917352058841603e-55,3.007318521031937e-45,7.846131851074322e-27,6.7922930950258925e-56,2.233646855312243e-54,3.0548908827677097e-46,2.1881573550235872e-23,1.6202365321474395e-33,8.235914665029544e-53,2.3146239138500976e-59,8.604148343973342e-46,1.888128263619214e-35
1.6725093183055323e-11,0.7788489711901877,3.76,0.0,0.6318401562099346,0.9999999994472494,1.0076070124268571e-19,5.877939783849769e-31,9.762578506420178e-21,8.166177158691499e-10,5.52746460833991e-10,3.396698325398391e-17,3.504516316132994e-15,2.6385409385510233e-10,1.366927265830195e-14,9.820188275346919e-17,4.451698930688255e-15,2.0162646302794758e-17,4.165086460092748e-22,1.751615990622472e-24,1.7327337826973118e-23,4.4531987253583484e-23,1.0367839095496066e-22,5.29834723691284e-17,1.6870303075782095e-34,1.847861579819048e-33,2.3743280172096992e-37,8.529044134066579e-51,6.7634475245732715e-15,5.290712955729877e-18,7.10800920084202e-28,9.162734089691482e-30,1.4274404121983443e-26,2.7971081532795082e-21,1.4604483056821384e-22,5.287152226102708e-43,7.643114583200399e-40,1.8173621264868954e-47,2.4776454252244267e-51,1.570062323012885e-37,5.937823901294201e-26,2.7324298968754205e-52,2.3637238099838466e-54,2.5004899709762076e-44,3.567531036681999e-26,1.4234557821341102e-54,2.79854454719319e-53,2.332989635463625e-45,6.907774031480358e-23,7.503294000281884e-33,9.808716170955795e-52,4.0262894952585144e-58,1.028942753997906e-44,8.848720546062834e-35
2.2300125819411672e-11,0.7788489712028933,3.76,0.0,0.6318401559377234,0.9999999992629977,2.2918284631295843e-19,1.338018621662723e-30,1.7137834073263916e-20,1.0888265706705846e-09,7.369952630739963e-10,5.962699273840035e-17,6.152710428723199e-15,3.518011784758421e-10,2.1139473789830742e-14,1.7241727868497165e-16,7.382513779432436e-15,3.53914137373693e-17,7.332601374395963e-22,3.984250697515014e-24,3.549012582777529e-23,1.0125955837242249e-22,2.3575522451326313e-22,9.302101913450674e-17,4.876864062212853e-34,5.515983025828646e-33,8.754059259812045e-37,3.9137568420042836e-50,9.015269407837362e-15,9.285177561543914e-18,1.6187339906273716e-27,2.0852846474818712e-29,3.228519427631008e-26,6.3424806706384936e-21,3.498478751757643e-22,1.9909865679872486e-42,2.930638382760143e-39,8.588873349431149e-47,1.1680153856646673e-50,5.705937025542996e-37,1.349024951142328e-25,1.4439505322216808e-51,1.089649504625967e-53,9.919389642526395e-44,1.0246509606799073e-25,8.394988313892243e-54,1.3251517651134183e-52,8.786164328114712e-45,1.570854143806817e-22,2.1757792917792556e-32,4.530517455878686e-51,2.1418402722891414e-57,4.911570700243942e-44,2.5890273549100497e-34
3.345019109212437e-11,0.778848971228304,3.76,0.0,0.6318401553932965,0.999999998894492,7.651848365873467e-19,4.475273304004807e-30,3.81953461667236e-20,1.633248680143277e-09,1.1054927601738911e-09,1.3288792006754666e-16,1.3715874588499774e-14,5.276887545864302e-10,4.054251934928589e-14,3.844032545010773e-16,1.5460040105259573e-14,7.886112672451147e-17,1.644260557416268e-21,1.3303448609082474e-23,1.0341095446874988e-22,3.378417010255438e-22,7.866119408110962e-22,2.07368655007183e-16,2.457139564995691e-33,2.8458786626566933e-32,6.982224151712496e-36,5.0093480485123025e-49,1.3514842822032123e-14,2.068202569553339e-17,5.4200063838812805e-27,6.971342458570895e-29,1.0634643552667694e-25,2.101902575756709e-20,1.3092734586121937e-21,1.5903476705604776e-41,2.3265049631689168e-38,1.0941561854202865e-45,1.4884319351040411e-49,4.3534021334984075e-36,4.491585731641311e-25,2.6203689209588164e-50,1.370355156794134e-52,9.128832896434983e-43,5.125536357100497e-25,1.717016918043902e-52,1.6968564294478306e-51,7.016709610706175e-44,5.241973502575026e-22,1.1056121222317313e-31,5.737016942393178e-50,3.6603011206827005e-56,6.06992747631818e-43,1.3468346319283846e-33
5.575032163754976e-11,0.7788489712791257,3.76,0.0,0.6318401543044245,0.9999999981574719,3.5979885575180725e-18,2.111976665630208e-29,1.0552057187491689e-19,2.7221105032712557e-09,1.8424873246995143e-09,3.6710226012209607e-16,3.7911102360179605e-14,8.794375295611581e-10,9.720249929528447e-14,1.0627564099855423e-15,4.0479601216091466e-14,2.1777152463411892e-16,4.600370880929036e-21,6.256372876114216e-23,4.259989817876938e-22,1.586086674479868e-21,3.6933691809827635e-21,5.731872779144963e-16,1.9943593621168414e-32,2.3289820008738607e-31,1.0485602576670086e-34,1.415625568450421e-47,2.2497731843308533e-14,5.706753047783849e-17,2.563151399434737e-26,3.28684659766661e-28,4.855803015780725e-25,9.723306538375799e-20,7.593671307826756e-21,2.277612651912858e-40,3.276388452670385e-37,2.8570232986613303e-44,3.898742649139093e-48,6.005655194284226e-35,2.099084602091921e-24,1.1155376668424088e-48,3.496181381546871e-51,1.6721766005787502e-41,4.1450664466496506e-24,7.4641785694121e-51,4.481016534354501e-50,1.0037855171913556e-42,2.462007898391087e-21,9.149754086369373e-31,1.4873721909458337e-48,1.2884245404833668e-54,1.4762501253479338e-41,1.1708562581797494e-32
9.999999999999999e-11,0.7788489713807689,3.76,0.0,0.6318401521437279,0.999999996694983,2.1310241777455926e-17,1.2598296794834318e-28,3.38470204452563e-19,4.882785554328129e-09,3.30488838661424e-09,1.1773862008232437e-15,1.2172855109347178e-13,1.5773010564080942e-09,2.801237070944227e-13,3.414065733193613e-15,1.2511909682172797e-13,6.979088822841676e-16,1.5134556599263513e-20,3.7066293929819313e-22,2.284935225301543e-21,9.363589068093112e-21,2.18091599375629e-20,1.840535297717609e-15,2.1563263005105276e-31,2.559621638492097e-30,2.265763739752538e-33,6.149802299042557e-46,4.025831045520576e-14,1.8259389359420713e-16,1.5326275866825243e-25,1.956990840482055e-27,2.7114642253081458e-24,5.570035304157079e-19,6.185868492074331e-20,4.672381763174183e-39,6.6054010199305e-36,1.0975222653447378e-42,1.503262218975017e-46,1.1975030932499044e-33,1.2275528502105254e-23,7.945112204707728e-47,1.341275331689463e-49,4.9212304554141126e-40,4.493368156267798e-23,5.217041884565229e-49,1.7612014223124303e-48,2.0536650561377638e-41,1.454725397612052e-20,1.0289839508117292e-29,5.891013596334308e-47,6.329631483188519e-53,5.459268416339323e-40,1.4339609614888852e-31
1.0035058272840055e-10,0.7788489713807689,3.76,0.0,0.6318401521266087,0.9999999966833957,2.1514773658101982e-17,1.2719520925818791e-28,3.408433853592063e-19,4.8999045869624625e-09,3.3164747342340563e-09,1.1856406476426089e-15,1.2258274940979567e-13,1.5828295583000608e-09,2.8194725319617313e-13,3.4380324408842412e-15,1.2597548777412672e-13,7.027987676907897e-16,1.5242805238188412e-20,3.742208716168947e-22,2.3061349084504826e-21,9.453353759241272e-21,2.2018252475585482e-20,1.8534512886472e-15,2.180378573076059e-31,2.5882561438692353e-30,2.2933268513192602e-33,6.227867874231749e-46,4.039868481269486e-14,1.8387157078037334e-16,1.5473869721584559e-25,1.9758089646615117e-27,2.736922741827398e-24,5.622844757262848e-19,6.251053696554063e-20,4.7289632736168044e-39,6.685264913090474e-36,1.1113777329027153e-42,1.5222432111414436e-46,1.2119675183392808e-33,1.2392805199276218e-23,8.047622389650153e-47,1.3582072640415762e-49,4.9824725199361535e-40,4.543514670797192e-23,5.284320585183219e-49,1.7834594043942305e-48,2.0785283488240081e-41,1.4686755844002503e-20,1.0405417536175148e-29,5.965491874562511e-47,6.410364780043675e-53,5.528063550751486e-40,1.4502948650084656e-31
1.895511049101021e-10,0.7788489715840561,3.76,0.0,0.6318401477706891,0.999999993735101,1.4787932569913086e-16,8.865373193473593e-28,1.2126360210730595e-18,9.255774526391113e-09,6.264442672181395e-09,4.217202808001112e-15,4.370218414322504e-13,2.9891916474519394e-09,9.37064796233126e-13,1.226909509736741e-14,4.3871230009721974e-13,2.4958931864766504e-15,5.698297303425156e-20,2.5736807503843997e-21,1.489821566662216e-20,6.454957106746115e-20,1.50416281494675e-19,6.608437678908461e-15,2.7240285299918468e-30,3.417054195345048e-29,6.060870689535823e-32,3.46638444199461e-44,7.594305497374403e-14,6.508614277980881e-16,1.0758803029240458e-24,1.371542705398417e-26,1.682671846016126e-23,3.620586021269401e-18,6.458062429633737e-19,1.1999353737982327e-37,1.6873096730617592e-34,5.249725854196345e-41,7.207074769702449e-45,2.996983974569173e-32,8.302992573458782e-23,7.67844893024011e-45,6.433994239969904e-48,1.9949209412300456e-38,5.733674991450059e-22,4.917806383683327e-47,8.80610859800666e-47,5.250108413466778e-40,1.0046049818851322e-19,1.4014956967645108e-28,3.001614101917679e-45,3.675763411875324e-51,2.6214149213033077e-38,2.2066111994312768e-30
2.787516270918037e-10,0.7788489717873439,3.76,0.0,0.6318401434143854,0.9999999907866162,4.491595856609966e-16,2.7229723072267304e-27,2.6172759451651758e-18,1.3612020184468818e-08,9.212401431470602e-09,9.100306588715418e-15,9.448808204449512e-13,4.39499127403072e-09,1.9729202800300916e-12,2.654882849547882e-14,9.40332190990896e-13,5.378853474887879e-15,1.279971672129722e-19,7.820310551747088e-21,4.43487574121417e-20,1.9517298821936687e-19,4.549495731281167e-19,1.4289254437662605e-14,1.061114661250339e-29,1.4208937366156075e-28,3.168350756888628e-31,2.318848771501866e-43,1.1114633814276118e-13,1.3987984669533431e-15,3.282156453536996e-24,4.192761539976956e-26,4.744063211801922e-23,1.0520931563396445e-17,2.3793523133013603e-18,6.444550341462176e-37,9.600362296724232e-34,3.528580359545841e-40,4.81293205627226e-44,1.596877254951426e-31,2.4780202105642725e-22,6.069597647664042e-44,4.1751359602985974e-47,1.27841476863939e-37,2.2463623661920174e-21,4.3387366336554934e-46,6.022657662604772e-46,2.83433520084385e-39,3.0412074381263523e-19,5.688977082438204e-28,1.9911852511392926e-44,2.5007658126550294e-50,1.8971536158154886e-37,9.433294834414681e-30
3.679521492735053e-10,0.7788489719906323,3.76,0.0,0.6318401390576978,0.9999999878379414,1.0010728061774278e-15,6.136149199681066e-27,4.551952642722214e-18,1.79686415891266e-08,1.2160351006840615e-08,1.582411949840812e-14,1.6461003084179618e-12,5.800228669498868e-09,3.3893712022027586e-12,4.628827467092053e-14,1.630679323041075e-12,9.341231170825065e-15,2.310760284780643e-19,1.743639156006802e-20,9.776006120453642e-20,4.331303411259407e-19,1.009944868928829e-18,2.4895714360568903e-14,2.821704955590068e-29,4.0071032886380427e-28,1.061960744853145e-30,9.604684267362612e-43,1.4601172189848835e-13,2.422748365280797e-15,7.327151006735338e-24,9.399489599798277e-26,9.876242035076554e-23,2.2500752457773732e-17,6.1285462194125735e-18,2.2398139551181183e-36,3.4493097963788455e-33,1.4462927649207817e-39,1.965389305509095e-43,5.518628391132057e-31,5.43194053702124e-22,2.991107173841195e-43,1.715560428517609e-46,5.2136096896970615e-37,6.004448174876878e-21,2.396653316231032e-45,2.5087143027001963e-45,9.904876474418216e-39,6.756827181288089e-19,1.5710069640139142e-27,8.33717827783707e-44,1.0638208596923922e-49,8.422858704163226e-37,2.7098030293882196e-29
4.5715267145520686e-10,0.7788489721939214,3.76,0.0,0.6318401347006258,0.9999999848890765,1.881874836643834e-15,1.1662427471563429e-26,7.013772872538566e-18,2.2325638767533503e-08,1.5108291392894246e-08,2.437749700710268e-14,2.5406180649590087e-12,7.204904075531797e-09,5.18626865372106e-12,7.14987273912714e-14,2.5095918676244767e-12,1.4372318021920298e-14,3.6909915205944506e-19,3.279056743913146e-20,1.824765283755041e-19,8.107521065582651e-19,1.891047204732755e-18,3.842761129954335e-14,6.095835860331162e-29,9.120291996927905e-28,2.7983949126296215e-30,3.069462266355524e-42,1.8054247368167405e-13,3.717672090102928e-15,1.3767700187432232e-23,1.776843571093691e-25,1.7388672285772939e-22,4.062585566005097e-17,1.296535921080171e-17,6.10182079226269e-36,9.57371631121718e-33,4.5026992457004494e-39,6.107521231900188e-43,1.4962195458541096e-30,1.0044397413763752e-21,1.121282948247486e-42,5.4284096692903284e-46,1.639913062591399e-36,1.3034223934965735e-20,9.775811265226746e-45,7.936115017296696e-45,2.7115996796591964e-38,1.2662154695679952e-18,3.52021146106295e-27,2.68654195482579e-43,3.471001516726305e-49,2.803109635088105e-36,6.268898163412706e-29
6.3555371581861e-10,0.7788489726005013,3.76,0.0,0.6318401259853298,0.9999999789907774,4.9201824639736476e-15,3.1161478572072866e-26,1.3508196805634482e-17,3.1040760543420694e-08,2.1004144577111936e-08,4.6931969348402344e-14,4.9093162454952505e-12,1.0012569818570413e-08,9.92084887872804e-12,1.3837393161254032e-13,4.832512483390847e-12,2.7601469402784636e-14,7.606247142379029e-19,8.579763420923983e-20,4.73068827607641e-19,2.1017246209291236e-18,4.9052506599257805e-18,7.426693307484318e-14,1.961147250065443e-28,3.2202626139252575e-27,1.2659125273902056e-29,2.0056079954910558e-41,2.486120305558114e-13,7.102116662156874e-15,3.577027190868647e-23,4.694204036401165e-25,4.0201283946307058e-22,9.824457940424508e-17,4.069013974915951e-17,2.909162570952324e-35,4.6681423168414373e-32,2.684531447712997e-38,3.637227735320924e-42,7.069048859943079e-30,2.541640666787576e-21,9.720027256249435e-42,3.3762102353124514e-45,1.0104647540101827e-35,4.2295979256767717e-20,9.35174371606984e-44,4.898790928064901e-44,1.3045283101365018e-37,3.289910490716547e-18,1.21666560597272e-26,1.7390176650532065e-42,2.2937141660555776e-48,1.8473436350967688e-35,2.2704717903067902e-28
8.139547601820132e-10,0.778848973007084,3.76,0.0,0.6318401172684972,0.9999999730917196,1.0191319180028973e-14,6.589060750603887e-26,2.2077602797411858e-17,3.9757385723297425e-08,2.6899960941002786e-08,7.667545228820451e-14,8.050473155426325e-12,1.2817990447545064e-08,1.617546244775483e-11,2.2726316567907824e-13,7.907795262660604e-12,4.4982190633352684e-14,1.3255714974853365e-18,1.7784943438893603e-19,9.750671971552525e-19,4.31745282342805e-18,1.0082726628306557e-17,1.2180552635544118e-13,4.715523897049962e-28,8.353895345916937e-27,3.939107580224918e-29,7.992572754200629e-41,3.153806861339438e-13,1.151285838543387e-14,7.330881489212032e-23,9.815208997688484e-25,7.427727420179194e-22,1.8892475209888203e-16,9.65013816634251e-17,9.260117028277594e-35,1.517059497113111e-31,9.95832631298672e-38,1.3484988123891507e-41,2.2340263168887497e-29,5.10015222278746e-21,4.431215756696802e-41,1.2606393871042091e-44,3.795286339555358e-35,1.0240340576194339e-19,4.49938770520972e-43,1.864975227325045e-43,4.185159801245745e-37,6.773263177587518e-18,3.1164814104686005e-26,6.704842942346769e-42,8.951213236769983e-48,7.220582358111715e-35,5.988040135545664e-28
9.923558045454164e-10,0.7788489734136692,3.76,0.0,0.631840108550128,0.9999999671919038,1.8355251485995933e-14,1.2106624379129886e-25,3.269807836638456e-17,4.8475514527394054e-08,3.279574043922282e-08,1.1351605180711347e-13,1.1963559430601191e-11,1.562116800831517e-08,2.3948847911306014e-11,3.3825821024920403e-13,1.1734074178942866e-11,6.642754193237189e-14,2.0880600114807526e-18,3.2056371503014113e-19,1.7505555100837265e-18,7.711485909090082e-18,1.802006894723621e-17,1.8104160359046352e-13,9.535898349861288e-28,1.8067494273905932e-26,9.946054554829074e-29,2.5036186637092163e-40,3.808749890864756e-13,1.6909586495107632e-14,1.301346055443463e-22,1.783400384287371e-24,1.1997466402807667e-21,3.1636436733190353e-16,1.934803735279349e-16,2.3609434115932644e-34,3.940966978048092e-31,2.88987784210294e-37,3.91136744132385e-41,5.657812749895914e-29,8.897972048299483e-21,1.5356869579452554e-40,3.6613575372417845e-44,1.1118869708402435e-34,2.082785342474744e-19,1.6234897655823614e-42,5.5508512030672405e-43,1.076346016919901e-36,1.2124878651013828e-17,6.694550073160882e-26,2.007067625728359e-41,2.701422148175247e-47,2.178455131593035e-34,1.3097821866390307e-27
9.999999999999999e-10,0.7788489738202572,3.76,0.0,0.6318401081765257,0.9999999669390894,1.877964240918026e-14,1.2397165513606874e-25,3.31986179552209e-17,4.884910580679954e-08,3.3048364205741487e-08,1.15251810943317e-13,1.2148467420876068e-11,1.5741229536931147e-08,2.4315838529986698e-11,3.4350941275509634e-13,1.1914782337979652e-11,6.743597323312397e-14,2.1255069792022993e-18,3.2798653714887954e-19,1.790831454930471e-18,7.88689126460587e-18,1.8430454502808664e-17,1.8384109371224042e-13,9.79971270395116e-28,1.862026703805497e-26,1.0318369741580267e-28,2.6236990895045917e-40,3.8365323298514056e-13,1.7162268692684626e-14,1.330469760578384e-22,1.8253082626998674e-24,1.221883602556522e-21,3.2266944828262967e-16,1.9877406852302833e-16,2.4497610260341155e-34,4.092515750361349e-31,3.015858594510732e-37,4.081822081742277e-41,5.868752011645961e-29,9.09103465490943e-21,1.6168573319529167e-40,3.8210843872497543e-44,1.1608194797963793e-34,2.1408876618910341e-19,1.7116251557802052e-42,5.800324081828644e-43,1.1173139847580641e-36,1.2401887694804516e-17,6.898089525354727e-26,2.0977856208213115e-41,2.824562079593565e-47,2.2768295246054584e-34,1.350340628158812e-27
