Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15)
0.00015833091988167385,0.7123745494526837,3.76,0.0,0.6028060334036783,0.9960626810112393,0.004627959606981306,9.876479683848076e-17,4.749068588252898e-12,0.0023880515379456264,0.00016047393204675285,3.705321535762666e-07,1.3907920728250045e-05,9.545733556139037e-06,0.0016759890587146264,0.0023408167060560933,3.2996953180093996e-06,1.1768016440825228e-07,4.208928153654595e-07,0.0004097261984887007,0.0010216460760675654,8.260423588992552e-07,0.0004558578008467229,3.5908033403929714e-06,4.160235884647441e-13,1.172918189622691e-08,2.2357267248505308e-06,6.666907386040902e-12,5.596645644091199e-09,8.260921543216007e-09,2.5352608336438515e-14,2.9086152156795848e-12,1.2928096636017892e-14,3.597477844835982e-10,5.149063375240123e-05
0.00015927438295508298,0.7123759466250539,3.76,0.0,0.60272693303648,0.996020441952251,0.004679010316187715,9.993243874129146e-17,4.771949706712847e-12,0.0023962739384688026,0.00016099900581413422,3.7179166944860727e-07,1.3977634157791592e-05,9.61355269477695e-06,0.0016967246890819976,0.002362691736997752,3.3189098801033274e-06,1.1832032773689144e-07,4.254274026739941e-07,0.00041687998797815306,0.0010341341980116517,8.369189191321058e-07,0.00046463056953090025,3.608855400341093e-06,4.232877719598706e-13,1.1988474478391373e-08,2.3000613903942224e-06,6.897957275562061e-12,5.642567239527192e-09,8.328426861969493e-09,2.555872321554673e-14,2.9446875590284097e-12,1.303319196448742e-14,3.6280163117681507e-10,5.2285827551544725e-05
0.0001602178460284921,0.7123773579080835,3.76,0.0,0.6026475090272095,0.9959779951679989,0.004730325056903573,1.0110984398873028e-16,4.794860812049618e-12,0.0024044637571105894,0.00016152842346392403,3.730459287910039e-07,1.4047443020069466e-05,9.68162408631392e-06,0.001717615894848522,0.002384587786985673,3.338165183466249e-06,1.1896244969759789e-07,4.299822187382503e-07,0.0004241090577888783,0.0010466559712951533,8.478609574802882e-07,0.00047351094743906515,3.627075877558573e-06,4.3062841135066914e-13,1.225183827897654e-08,2.3658134284835494e-06,7.135553255705726e-12,5.688608645094193e-09,8.396110156352718e-09,2.576536079708855e-14,2.980940712064156e-12,1.3138553829418701e-14,3.658643771963604e-10,5.308780786710468e-05
0.00016116130910190122,0.712378783444018,3.76,0.0,0.6025677612154268,0.9959353405255992,0.004781904275518377,1.0229707634702499e-16,4.817803993254086e-12,0.002412621729326974,0.00016206211250257516,3.7429504546387985e-07,1.4117349509058594e-05,9.749948647794202e-06,0.0017386632460605306,0.0024065042158257647,3.357461650697765e-06,1.1960654365499968e-07,4.3455731128528497e-07,0.00043141370870758606,0.0010592108137145832,8.588684816506024e-07,0.0004824994968649149,3.6454634063267753e-06,4.3804581248418617e-13,1.2519315187500144e-08,2.433005005361404e-06,7.379842664917509e-12,5.734771778072991e-09,8.463974560480087e-09,2.5972530382789643e-14,3.0173745012546273e-12,1.3244186991423268e-14,3.689361453843456e-10,5.389659576490336e-05
0.00016210477217531034,0.7123802233737776,3.76,0.0,0.6024876894303255,0.9958924778819753,0.004833748426405571,1.0349441510954204e-16,4.840781543502388e-12,0.002420748571689326,0.00016260000233337996,3.7553913037953017e-07,1.4187355769121392e-05,9.818527291612515e-06,0.0017598673139122675,0.0024284403916321495,3.376799696378859e-06,1.202526225045357e-07,4.3915272775385954e-07,0.00043879424182677063,0.0010717981530080133,8.699415010613344e-07,0.000491596779814987,3.664016661333985e-06,4.455402815246663e-13,1.2790947391340984e-08,2.5016585138721084e-06,7.630975425499858e-12,5.781058531997872e-09,8.532023196242008e-09,2.61802412916456e-14,3.0539887544339588e-12,1.335009620110848e-14,3.7201705799306907e-10,5.4712212594712255e-05
0.00016304823524871946,0.7123816778370268,3.76,0.0,0.602407293490974,0.9958494070840973,0.004885857971742767,1.0470188590128528e-16,4.863795434386359e-12,0.0024288449822556847,0.00016314202420837878,3.767782915576795e-07,1.4257463895908299e-05,9.887360924697964e-06,0.0017812286707354,0.0024503956906117177,3.3961797271140306e-06,1.209006994948965e-07,4.4376851494561304e-07,0.0004462509585307583,0.001084417426660254,8.810800268675647e-07,0.0005008033580279307,3.682734356761259e-06,4.5311212493937705e-13,1.306677737649697e-08,2.571796575061559e-06,7.889104076091556e-12,5.827470760324911e-09,8.60025910314832e-09,2.6388502670945637e-14,3.0907833234966422e-12,1.3456286116905448e-14,3.7510723504231613e-10,5.553467998731341e-05
0.00016399169832212858,0.7123831469722103,3.76,0.0,0.6023265732065486,0.9958061279692085,0.0049382333813408836,1.0591959420140655e-16,4.886847704858006e-12,0.0024369116409288637,0.0001636881111823278,3.7801263418252486e-07,1.4327675937077862e-05,9.956450449071954e-06,0.001802747889987677,0.0024723694968631403,3.4156021414987665e-06,1.215507871831977e-07,4.4840471895242394e-07,0.00045378416048125393,0.0010970680817149608,8.92284071808668e-07,0.0005101197929922364,3.7016152453849023e-06,4.607616494843384e-13,1.3346847927611798e-08,2.643442039730546e-06,8.154383806888435e-12,5.874010298958391e-09,8.668685302997145e-09,2.659732354428862e-14,3.1277580551867226e-12,1.3562761342668948e-14,3.7820679525196766e-10,5.636401985144633e-05
0.0001649351613955377,0.7123846309165732,3.76,0.0,0.6022455283765589,0.9957626403650504,0.004990875132475662,1.071476760012479e-16,4.909940396025196e-12,0.002444949209813413,0.0001642381980669508,3.7924226065865657e-07,1.4397993892967137e-05,1.002579676099137e-05,0.001824425546240572,0.002494361202179147,3.435067330157363e-06,1.222028977947717e-07,4.5306138521881725e-07,0.00046139414960216313,0.001109749574587349,9.035536500488494e-07,0.0005195466459629568,3.72065811767571e-06,4.684891621888191e-13,1.3631202127807583e-08,2.716617989990222e-06,8.42697249601397e-12,5.9206789577353695e-09,8.737304782908366e-09,2.6806712845817654e-14,3.1649128017455588e-12,1.3669526432503898e-14,3.8131585603277043e-10,5.720025437081226e-05
0.00016682208754235592,0.7123876437760512,3.76,0.0,0.6020824642314595,0.995675038954183,0.0050969596044188005,1.096353571927489e-16,4.9562549330695e-12,0.0024609396405366373,0.00016535011923083412,3.816877613352553e-07,1.4538955319442216e-05,1.0165263301804168e-05,0.0018682584734908843,0.0025383959140685072,3.474127553543747e-06,1.235132352716424e-07,4.6243628284892524e-07,0.0004768456982343958,0.001135202944782235,9.262894696125169e-07,0.000538733849903711,3.7592251560673524e-06,4.841793814308197e-13,1.4212935302354408e-08,2.867654845116631e-06,8.99472192957081e-12,6.014410744925186e-09,8.875135332297102e-09,2.722723186489741e-14,3.2397617736284947e-12,1.3883944112530935e-14,3.8756294124846413e-10,5.889349746009226e-05
0.00016870901368917413,0.7123907174901998,3.76,0.0,0.6019180992671672,0.9955866012918446,0.0052041153486804,1.1216581679965993e-16,5.002754674661117e-12,0.0024768212289842527,0.0001664772995888036,3.841155593670539e-07,1.4680363259381551e-05,1.0305767587698756e-05,0.0019127320707849986,0.002582495107141464,3.5133633648081996e-06,1.248318034615085e-07,4.7189355662886755e-07,0.0004926080244458603,0.0011607733688081406,9.492876237630369e-07,0.0005583694558023017,3.79842651453085e-06,5.001852437417562e-13,1.4812327541893732e-08,3.0250964840674395e-06,9.593670516018847e-12,6.108680081919333e-09,9.013773887621374e-09,2.7650128817299432e-14,3.315329133542919e-12,1.4099574377887829e-14,3.938493995399471e-10,6.0614592105684645e-05
0.00017059593983599234,0.7123938531161421,3.76,0.0,0.6017524315546166,0.9954973256800066,0.005312346435487595,1.14739959282785e-16,5.049454883652553e-12,0.002492598667233069,0.00016761927630815445,3.865263795418619e-07,1.4822232083770548e-05,1.044731654091627e-05,0.0019578509732898386,0.0026266541735908834,3.552777606256512e-06,1.2615868889097261e-07,4.814335424998492e-07,0.0005086835514087365,0.0011864568164706743,9.725482671153395e-07,0.0005784579467692721,3.838253782164627e-06,5.165092135180514e-13,1.542973427037244e-08,3.189136050171587e-06,1.022518171126669e-11,6.203500512599125e-09,9.153242991688492e-09,2.8075470921729354e-14,3.391613819660664e-12,1.4316451496599013e-14,4.001761156291046e-10,6.236372536201012e-05
0.00017248286598281056,0.7123970516953585,3.76,0.0,0.6015854590314984,0.9954072102892699,0.005421657038863186,1.1735870520086253e-16,5.096370475791666e-12,0.0025082763965492616,0.00016877561036849595,3.889209074792862e-07,1.4964575473182187e-05,1.0589916955764768e-05,0.0020036198324481394,0.002670868611030238,3.5923729968303235e-06,1.2749397330124735e-07,4.910565630187764e-07,0.0005250747048518886,0.0012122493896819767,9.960715676572175e-07,0.0005990038034690309,3.878699064436139e-06,5.33153757872442e-13,1.606551569562607e-08,3.3599705392340453e-06,1.0890665484312901e-11,6.298885165956574e-09,9.293564597013417e-09,2.8503323540641486e-14,3.468614804332057e-12,1.4534608789388665e-14,4.065439501298673e-10,6.414108838118694e-05
0.00017436979212962877,0.7124003142519294,3.76,0.0,0.60141717950921,0.9953162531654595,0.005532051431585396,1.20022989908101e-16,5.143516033618968e-12,0.002523858618533274,0.00016994588518120762,3.9129979137317275e-07,1.5107406440290875e-05,1.0733575489290584e-05,0.0020500433153392704,0.002715134017028821,3.6321521343009164e-06,1.288377338638911e-07,5.007629266357624e-07,0.0005417839124506809,0.0012381473165960866,1.0198577037327074e-06,0.0006200115044415658,3.919754954060393e-06,5.501213460169415e-13,1.6720036803037793e-08,3.5378008511245838e-06,1.1591579518976608e-11,6.394846755194204e-09,9.43476006588542e-09,2.89337501772465e-14,3.5463310836274652e-12,1.4754078629200398e-14,4.129537394577251e-10,6.59468763088147e-05
0.000176256718276447,0.7124036417953361,3.76,0.0,0.6012475906793945,0.9952244522357561,0.005643533980464581,1.2273376297367248e-16,5.190905823466635e-12,0.0025393493056357157,0.00017112970530694244,3.9366364363485106e-07,1.5250737350697958e-05,1.087829865256678e-05,0.0020971261040043684,0.0027594460841172874,3.672117497173643e-06,1.301900433591335e-07,5.105529271754525e-07,0.0005588136032120503,0.0012641469460709773,1.04390686124802e-06,0.0006414855263522425,3.961414503422378e-06,5.674144486409912e-13,1.7393667350808026e-08,3.7228318397300862e-06,1.2329430447163826e-11,6.4913975796671836e-09,9.576850174701899e-09,2.9366812489303054e-14,3.6247616689413735e-12,1.497489244815323e-14,4.19406295919617e-10,6.778128818297144e-05
0.00018003057057008344,0.712410495808229,3.76,0.0,0.6009044753012182,0.995038310107683,0.00586978145801553,1.2829864742843302e-16,5.286473674272548e-12,0.0025700708777986166,0.00017353649849550593,3.983485331482954e-07,1.553894534318013e-05,1.1170964133565802e-05,0.00219328839730615,0.002848193419921024,3.752616227335069e-06,1.3292057933510202e-07,5.303849376832533e-07,0.000593844153167714,0.0013164372808126593,1.0927950059958794e-06,0.0006858504312419813,4.046518938577073e-06,6.029870836900523e-13,1.879975959925184e-08,4.1153353206667145e-06,1.392222168650717e-11,6.686314062365488e-09,9.863794497356938e-09,3.0241081574215135e-14,3.783761827081029e-12,1.54206730625974e-14,4.324428387884228e-10,7.153679880170064e-05
0.0001838044228637199,0.7124176215281096,3.76,0.0,0.6005560922718248,0.994848765168359,0.00610043611618597,1.3406125541603792e-16,5.383182432715805e-12,0.0026004686913771937,0.00017599320389829446,4.029798193288009e-07,1.5829286185885774e-05,1.1467962283819326e-05,0.00229214443957869,0.002937077884425898,3.833886705942287e-06,1.3568608162400636e-07,5.505546341726958e-07,0.0006301857889583434,0.0013690933977030986,1.1427375402294463e-06,0.0007321343002054495,4.1339649960018925e-06,6.398914333576444e-13,2.02868455247977e-08,4.539200778555903e-06,1.568211887896916e-11,6.88372480784935e-09,1.0154552230340176e-08,3.1126587683830214e-14,3.945607364792568e-12,1.5872183544391258e-14,4.4565959882000914e-10,7.540928658191527e-05
0.00018757827515735636,0.7124250265556562,3.76,0.0,0.6002024194410402,0.9946557971409329,0.006335535823023927,1.400297289235362e-16,5.4811364387287305e-12,0.002630567287389254,0.0001784972998677048,4.075612712764099e-07,1.6121837521390402e-05,1.1769339261788474e-05,0.0023937321474480668,0.003026067982494373,3.915944686489016e-06,1.384869893325659e-07,5.710637981971665e-07,0.0006678579240582503,0.0014220899001461567,1.1937359649923198e-06,0.0007803728932694055,4.223711032054446e-06,6.781472490681738e-13,2.185805378292517e-08,4.996214456869459e-06,1.7623066588807825e-11,7.083713625947777e-09,1.0449269115218993e-08,3.2023759567475786e-14,4.110290149269429e-12,1.6329642459404214e-14,4.5906222360698235e-10,7.940047375499375e-05
0.00019135212745099281,0.7124327182951464,3.76,0.0,0.5998434333122065,0.9944593843673222,0.006575119541920114,1.462124603688531e-16,5.58043641661455e-12,0.0026603884549031022,0.000181046497161423,4.120962284881664e-07,1.641666849624067e-05,1.2075138368760996e-05,0.002498089599040492,0.0031151333390540183,3.99880423631798e-06,1.4132368387452252e-07,5.91913944227569e-07,0.0007068799291988302,0.0014754028406369153,1.245791674763276e-06,0.0008306019482846591,4.315720409668479e-06,7.17774241099821e-13,2.3516587938661748e-08,5.488230615542801e-06,1.9759916690749395e-11,7.2863580975121235e-09,1.0748082247613515e-08,3.293299869580658e-14,4.277801632178993e-12,1.679325446537581e-14,4.726559973383042e-10,8.35121353579512e-05
0.00019512597974462927,0.7124407040016657,3.76,0.0,0.5994791092094927,0.9942595039544045,0.006819227211565818,1.526181005809447e-16,5.681179905915277e-12,0.0026899514961501534,0.000183638710248801,4.1658764226494976e-07,1.6713840330746727e-05,1.238539999785783e-05,0.0026052550046338397,0.0032042445933041577,4.082477822168871e-06,1.4419649171467562e-07,6.1310631825966e-07,0.0007472711100319782,0.0015290095810061076,1.2989058995382918e-06,0.000882857178365437,4.409960833884134e-06,7.587920559878961e-13,2.526572584670924e-08,6.017173084666858e-06,2.2108472387509988e-11,7.491729833509107e-09,1.105112050390042e-08,3.3854680563215604e-14,4.4481327260141035e-12,1.726321097896318e-14,4.864458562451344e-10,8.774609625900607e-05
0.00019889983203826573,0.7124489907700549,3.76,0.0,0.5991094214349096,0.9940561319090866,0.007067899633000695,1.592555670787149e-16,5.783461667392856e-12,0.0027192734731336355,0.00018627203150078003,4.210381142578536e-07,1.7013406870771312e-05,1.2700161598854077e-05,0.0027152666763494405,0.0032933733039706837,4.16697639764214e-06,1.4710568712519088e-07,6.346418941809675e-07,0.0007890506846076538,0.001582888662684422,1.3530796513659127e-06,0.0009371742673325011,4.506403747323448e-06,8.01220253742137e-13,2.710881878610907e-08,6.585036802490493e-06,2.4685533097268935e-11,7.699894684272948e-09,1.1358504896325856e-08,3.4789155790659656e-14,4.621273664832556e-12,1.7739690734600144e-14,5.004364012742233e-10,9.210422829551799e-05
0.00020267368433190218,0.7124575855636494,3.76,0.0,0.5987343434147855,0.9938492432624361,0.007321178363834904,1.6613405215847976e-16,5.887374037029664e-12,0.0027483694351409143,0.00018894470819237857,4.2544993199858594e-07,1.731541511317631e-05,1.3019457698523222e-05,0.0028281629972423676,0.0033824918650689506,4.2523094932482005e-06,1.5005149432983647e-07,6.565213761497238e-07,0.0008322377608795045,0.001637019687342021,1.4083136782483752e-06,0.000993588863375189,4.605023780480695e-06,8.450782850881455e-13,2.90492905880101e-08,7.193889331738538e-06,2.7508940716817063e-11,7.910913032092298e-09,1.1670349042196933e-08,3.5736751559983054e-14,4.797213930214981e-12,1.8222860519843745e-14,5.146319156948064e-10,9.658844754497665e-05
0.00020644753662553864,0.7124664952212745,3.76,0.0,0.5983538478353141,0.9936388121828461,0.007579105619843351,1.7326303386609996e-16,5.993007303150658e-12,0.002777252626762851,0.00019165512227697427,4.298251013990433e-07,1.7619905708276032e-05,1.3343319947840503e-05,0.00294398239010227,0.0034715734319165246,4.3384853073154234e-06,1.530340896623603e-07,6.787452008347002e-07,0.0008768513143974376,0.0016913832081825323,1.4646084261612816e-06,0.0010521365710963594,4.705798256871063e-06,8.903854689062406e-13,3.1090636692747934e-08,7.845872349535031e-06,3.059762711799e-11,8.12484005493393e-09,1.198675959376299e-08,3.669777293834652e-14,4.975942177030225e-12,1.8712875847300595e-14,5.290363811836096e-10,0.0001012007117443637
0.0002102213889191751,0.7124757264691302,3.76,0.0,0.5979679067675557,0.9934248120789766,0.007841724183607514,1.806522873553036e-16,6.100449988949763e-12,0.002805934677422873,0.00019440177267740746,4.3416537635613943e-07,1.7926913433996448e-05,1.3671777189145141e-05,0.003062763286189014,0.0035605918565531185,4.425510794764748e-06,1.5605360354991445e-07,7.01313540955688e-07,0.00092291016626725,0.0017459606314480134,1.5219640041326177e-06,0.0011128529421385507,4.8087067527654494e-06,9.371609699345216e-13,3.323642308218906e-08,8.543203109622977e-06,3.397166270608943e-11,8.341726002534523e-09,1.2307836676486831e-08,3.76725042263601e-14,5.1574461863758626e-12,1.920988164433653e-14,5.436534945768895e-10,0.00010594301785954238
0.00021399524121281155,0.7124852859304931,3.76,0.0,0.5975764917827064,0.9932072156936189,0.00810907731957952,1.8831189169382333e-16,6.2097891703471445e-12,0.0028344257740674614,0.00019718325974909785,4.3847228572405246e-07,1.823646764418735e-05,1.4004855545599919e-05,0.0031845440941202755,0.0036495216313524852,4.513391754287985e-06,1.591101223718497e-07,7.242263103954008e-07,0.0009704329614454127,0.0018007341273144025,1.5803801563749188e-06,0.0011757734646375248,4.913730706262365e-06,9.854237768176418e-13,3.549028517704254e-08,9.288175876883042e-06,3.7652306212928136e-11,8.561616471311465e-09,1.263367432747571e-08,3.8661210300568146e-14,5.341712835033176e-12,1.971401293643935e-14,5.584866846170065e-10,0.00011081739980022891
0.000217769093506448,0.7124951801339404,3.76,0.0,0.5971795740582654,0.9929859951893724,0.008381208695105342,1.9625224953924431e-16,6.3211107323327884e-12,0.0028627348183447882,0.00019999827165048035,4.4274715786313354e-07,1.8548592694306258e-05,1.434257852872608e-05,0.0033093631691198484,0.0037383378398414156,4.6021329143362375e-06,1.6220369024836425e-07,7.474831700017467e-07,0.0010194381474463666,0.0018556865495054846,1.6398562390535618e-06,0.001240933551731336,5.020853068900527e-06,1.0351926805732183e-12,3.785592668415247e-08,1.0083163333276534e-05,4.166205571733308e-11,8.78455267744212e-09,1.2964360924576104e-08,3.9664137933896016e-14,5.528728079747953e-12,2.0225395520835762e-14,5.735391286199832e-10,0.00011582592627852316
0.00022154294580008446,0.7125054155204726,3.76,0.0,0.596777124475449,0.9927611222266628,0.008658162307162405,2.0448409004788134e-16,6.434499617605412e-12,0.0028908695691568175,0.00020284557244357372,4.4699114290292306e-07,1.8863308341979867e-05,1.4684967155931533e-05,0.003437258782788577,0.003827016114098907,4.6917380161661796e-06,1.65334310761615e-07,7.710835340403372e-07,0.0010699439535309214,0.001910801363173243,1.7003912007892347e-06,0.0013083685292884218,5.130057995520932e-06,1.0864862535460837e-12,4.033711836262284e-08,1.0930617953136736e-05,4.602470074871488e-11,9.01057172191932e-09,1.3299979602099116e-08,4.068151707002856e-14,5.718476953952947e-12,2.074414661612156e-14,5.888137686384103e-10,0.0001209706988104498
0.00022531679809372092,0.7125159984497211,3.76,0.0,0.5963691137082211,0.9925325680345998,0.008939982414571442,2.1301848948820197e-16,6.550040053232458e-12,0.0029188367714460556,0.00020572399176102028,4.512052328541446e-07,1.9180630121985758e-05,1.5032040076815587e-05,0.003568269093512082,0.003915532598202143,4.782209893485039e-06,1.685019486151925e-07,7.950265772371147e-07,0.0011219683704233908,0.001966062580587775,1.761983567436567e-06,0.0013781136229867156,5.241330570193336e-06,1.1393228289005969e-12,4.293769673947938e-08,1.1833073345792713e-05,5.076537553719856e-11,9.239706847577326e-09,1.3640608651268539e-08,4.171356205139417e-14,5.910943575698655e-12,2.1270375488370495e-14,6.043133271514208e-10,0.00012625384985782707
0.00022909065038735738,0.7125269352052687,3.76,0.0,0.5959555123044407,0.9923003034752611,0.00922671347534799,2.218668799905659e-16,6.667815756660625e-12,0.0029466422722905063,0.00020863241585896477,4.55390279737683e-07,1.9500569698196132e-05,1.5383813707196216e-05,0.0037024321176020074,0.00400386391710021,4.873550549039914e-06,1.7170653124407666e-07,8.193112422828007e-07,0.0011755291305898326,0.002021454704056426,1.8246314308203505e-06,0.001450203944884447,5.3546565653131655e-06,1.193720480683084e-12,4.566156279969433e-08,1.2793145564489569e-05,5.59106134871704e-11,9.471987688078944e-09,1.3986321905963829e-08,4.2760472801533277e-14,6.106111165280035e-12,2.1804184053916794e-14,6.200403222785611e-10,0.00013167754110542722
0.00023286450268099383,0.7125382319990886,3.76,0.0,0.595536290759684,0.9920642991020294,0.009518400088830918,2.3104106447960844e-16,6.787910124696853e-12,0.0029742911254605937,0.00021156977987526356,4.595470119110959e-07,1.982313519333976e-05,1.5740302366967688e-05,0.0038397857012538628,0.004091987150277446,4.965761227885758e-06,1.7494795038247271e-07,8.439362475830762e-07,0.0012306436891020881,0.0020769626754490794,1.8883324403601346e-06,0.0015246744796204934,5.470022229879788e-06,1.2496970044785001e-12,4.851268061803333e-08,1.3813534380892636e-05,6.148840272740059e-11,9.70744050573144e-09,1.4337189109374728e-08,4.3822435948094643e-14,6.303962070416026e-12,2.234566745184296e-14,6.359970823035679e-10,0.00013724396186734557
0.0002366383549746303,0.7125498949751913,3.76,0.0,0.5951114195842394,0.99182452521252,0.009815086942267676,2.4055323118143206e-16,6.910406405302347e-12,0.0030017876854651175,0.00021453506113923207,4.6367604875333437e-07,2.014833149647463e-05,1.6101518419196776e-05,0.00398036749338321,0.004179879809659359,5.058842486843824e-06,1.7822606358688323e-07,8.689000952045541e-07,0.001287329205107671,0.002132571831766551,1.953083797550059e-06,0.0016015600703601762,5.587414103393632e-06,1.3072698986822868e-12,5.149507593901281e-08,1.4897024524061462e-05,6.752824275814558e-11,9.946088417785965e-09,1.4693276261158909e-08,4.4899625885499807e-14,6.504477797760048e-12,2.2894914585757255e-14,6.521857594967604e-10,0.00014295532761645868
0.00024041220726826675,0.7125619302126056,3.76,0.0,0.5946808693637163,0.9915809518965416,0.010116818761580765,2.504159672052062e-16,7.035387856644359e-12,0.003029135691962663,0.00021752727341056016,4.6777791384460797e-07,2.0476160549507657e-05,1.6467472410072727e-05,0.004124214919384531,0.004267519821310295,5.152794260307123e-06,1.8154069571715186e-07,8.942010789982228e-07,0.0013456025239216359,0.0021882678662559427,2.018882253284563e-06,0.0016808954045851848,5.706818852935272e-06,1.3664563464045675e-12,5.4612834728900466e-08,1.6046486882657352e-05,7.406120223100506e-11,1.018795161220606e-08,1.505464594688526e-08,4.5992205782245154e-14,6.707639049937414e-12,2.3452008637311318e-14,6.68608343297285e-10,0.00014881387863120295
0.0002441860595619032,0.7125743437277886,3.76,0.0,0.5942446108136964,0.9913335490794957,0.010423640266055327,2.6064227410618516e-16,7.16293789195533e-12,0.0030563383453623572,0.00022054546194089696,4.718530467700631e-07,2.0806621614428873e-05,1.683817320878435e-05,0.0042713651558467895,0.0043548855105138085,5.247615922604486e-06,1.8489164037934315e-07,9.198372928254279e-07,0.0014054801597520813,0.002244036794599572,2.0857241075494297e-06,0.00176271499981818,5.828223131371815e-06,1.427273198017218e-12,5.787010169355374e-08,1.726487966939974e-05,8.111997783489232e-11,1.0433047552612975e-08,1.5421357649355403e-08,4.710032853228528e-14,6.913425767144839e-12,2.4017027551200553e-14,6.852666728350831e-10,0.00015482187875401094
0.0002479599118555396,0.712587141476504,3.76,0.0,0.5938026148288494,0.9910822865616064,0.010735596126687789,2.712455826243991e-16,7.293140211791878e-12,0.0030833983744335334,0.00022358869925553356,4.75901813675408e-07,2.1139711522118576e-05,1.7213628145726656e-05,0.004421855106249999,0.004441955589841398,5.343306346874783e-06,1.8827866133135214e-07,9.458066388141313e-07,0.001466978279066201,0.002299864925708505,2.153605211128478e-06,0.0018470531893647055,5.9516134544328675e-06,1.4897369543510863e-12,6.127107875413593e-08,1.8555249546925192e-05,8.873895422739658e-11,1.0681391171854128e-08,1.579346804115219e-08,4.822413764823454e-14,7.121817172278378e-12,2.4590044490507186e-14,7.02162448751425e-10,0.00016098161425542363
0.00025173376414917603,0.7126003293552252,3.76,0.0,0.5933548525269317,0.9908271340533633,0.011052730927942712,2.8223976851834357e-16,7.426078926353692e-12,0.0031103180967050064,0.00022665608156028518,4.799245166965796e-07,2.1475424903627884e-05,1.7593843148270673e-05,0.004575721377658161,0.004528709149840749,5.439863960450054e-06,1.9170149385231612e-07,9.721068356293985e-07,0.0015301126846003355,0.002355738836671347,2.2225209692816965e-06,0.001933944108146695,6.076976094466254e-06,1.5538637505474105e-12,6.482002349244833e-08,1.992073271420959e-05,9.695426503361269e-11,1.0932995054835227e-08,1.617103125963856e-08,4.9363768099936175e-14,7.332791818869838e-12,2.5171128264198406e-14,7.192972443632468e-10,0.00016729539279775998
0.00025550761644281246,0.7126139132021219,3.76,0.0,0.5929012952880442,0.9905680612075043,0.011375089132685794,2.93639168675128e-16,7.561838668407787e-12,0.0031370994723592905,0.00022974672569303967,4.839214023736491e-07,2.181375440532971e-05,1.7978822873873936e-05,0.004733000258417865,0.0046151256520157126,5.5372867969660846e-06,1.9515984607886325e-07,9.987354267384813e-07,0.0015948988000157632,0.002411645351445242,2.2924663472267165e-06,0.002023421678694864,6.204296989131135e-06,1.6196693405648531e-12,6.852124757265901e-08,2.1364555952772226e-05,1.0580385490919654e-10,1.1187869611295858e-08,1.6554099165507987e-08,5.051934710202106e-14,7.546327641252309e-12,2.5760343728605898e-14,7.366725162130793e-10,0.0001737655424925655
0.0002592814687364489,0.7126278987976916,3.76,0.0,0.592441914789512,0.9903050376478354,0.011702715050084363,3.0545859732829825e-16,7.70050469721548e-12,0.003163744152255741,0.0002328597665522635,4.878926691479308e-07,2.2154690889233232e-05,1.836857084014714e-05,0.0048937276968672,0.004701184923810604,5.635572545393127e-06,1.9865340030984885e-07,1.025689788642527e-06,0.0016613516552007577,0.0024675715229131546,2.363435877147022e-06,0.0021155195973598774,6.33356166360747e-06,1.6871690823423538e-12,7.237911513544627e-08,2.289003763194628e-05,1.1532754263719031e-10,1.144602323878852e-08,1.694272158539452e-08,5.1690994852116414e-14,7.762402006417407e-12,2.635775216374862e-14,7.542896140184129e-10,0.00018039441104649622
0.0002630553210300853,0.7126422918650864,3.76,0.0,0.5919766830366999,0.9900380329951497,0.012035652806283227,3.1771336303823696e-16,7.84216299521214e-12,0.0031902535206654874,0.00023599435494250774,4.91838474033306e-07,2.2498223619460704e-05,1.876308955151331e-05,0.005057939281055474,0.004786867155339867,5.734718596107976e-06,2.0218181428063646e-07,1.0529671390649696e-06,0.0017294858722182382,0.0025235046179599412,2.435423666601776e-06,0.0022102713207952946,6.464755164948928e-06,1.7563779236174537e-12,7.639804116727373e-08,2.4500588672541857e-05,1.2556708523424695e-10,1.170746247636457e-08,1.7336946539435435e-08,5.287882522225583e-14,7.980991767118805e-12,2.696341162580171e-14,7.721497900498305e-10,0.00018718436499055258
0.00026682917332372175,0.7126570980701785,3.76,0.0,0.5915055723900824,0.9897670168904904,0.012373946317675447,3.304192860808075e-16,7.986900358476186e-12,0.0032166287332591687,0.0002391496557828392,4.957589385462682e-07,2.2844340435944063e-05,1.9162380622423405e-05,0.005225670219471634,0.004872152897624881,5.834722084164931e-06,2.0574472240952915e-07,1.0805645450956945e-06,0.0017993156518973667,0.0025794321052428136,2.5084234082651935e-06,0.0023077100527605335,6.597862007268597e-06,1.827310388398502e-12,8.058248985243921e-08,2.6199713468309725e-05,1.3656624307350723e-10,1.1972192149714597e-08,1.773682045504488e-08,5.40829464073971e-14,8.20207331586428e-12,2.7577377277698754e-14,7.902542079868243e-10,0.0001941377889878107
