Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20)
0.000492842906172352,0.6624961418361933,3.76,0.0,0.8421253261481277,0.998413276499395,0.0017739558615614771,3.843232977850385e-20,2.0040790211689545e-14,0.0005501333348792701,7.740109544889441e-05,2.786292546120962e-07,1.3239289001191574e-06,8.613520174501072e-07,0.00044352090310450305,0.001129323252510595,2.3807512589909516e-07,2.2105719249275757e-08,4.875574555815638e-08,6.909626147873414e-05,0.0005152218354100639,5.835205781212876e-08,9.572669121673585e-05,3.310920200680179e-06,3.991928453176123e-15,2.444164556618657e-10,6.460262591552644e-08,4.2542324490842745e-15,1.3159109893936172e-10,1.9196707898637526e-10,2.0177382065662106e-15,3.564288894327514e-13,6.121652001076873e-16,8.49954517149194e-12,5.408713405739612e-06,1.3674384438426583e-13
0.0004955677378007269,0.6624961928398383,3.76,0.0,0.8421032298785712,0.9984007096753175,0.001788519826438406,3.8591485364104064e-20,2.0066115906670597e-14,0.0005506925326316497,7.753911126219582e-05,2.789089679815863e-07,1.326240021696243e-06,8.639032213716931e-07,0.00044746339501794256,0.0011379967225392741,2.3860466951386474e-07,2.2155707428613004e-08,4.9054336479275056e-08,6.997996457510142e-05,0.0005199963966178729,5.8862823771516316e-08,9.72131097045214e-05,3.319340370658567e-06,4.0429834553141815e-15,2.479056755751125e-10,6.596675230702166e-08,4.3528909152456665e-15,1.3192511047349727e-10,1.9244757718762923e-10,2.022772493612252e-15,3.594116840663636e-13,6.136924756601948e-16,8.525743379444084e-12,5.465194350970838e-06,1.3994605881712966e-13
0.0004982925694291019,0.6624962450801761,3.76,0.0,0.8420811047813748,0.9983881220411921,0.0018031099922463142,3.8750987891910656e-20,2.009137636683888e-14,0.0005512493321272384,7.767773896200901e-05,2.79187452252995e-07,1.3285517495613053e-06,8.664582000595931e-07,0.00045141894455818805,0.0011466712848726124,2.391344672632958e-07,2.2205777221136194e-08,4.9353340092122974e-08,7.086902268815884e-05,0.0005247742312629584,5.937450179035845e-08,9.871218714697272e-05,3.3278046460793207e-06,4.094347846778689e-15,2.514227965098324e-10,6.73502896697055e-08,4.4531989550060806e-15,1.322587851598642e-10,1.9292755153381846e-10,2.027801123040765e-15,3.623988723875514e-13,6.152180389552605e-16,8.551932315209444e-12,5.52185355889201e-06,1.4320269383772313e-13
0.0005010174010574768,0.662496298565843,3.76,0.0,0.8420589508533108,0.9983755136235626,0.0018177263691428554,3.8910853899434645e-20,2.0116575778207552e-14,0.0005518038416211907,7.781695837893595e-05,2.794647623241433e-07,1.3308641862462053e-06,8.690169758709904e-07,0.00045538757085434743,0.0011553468986532085,2.396645387518573e-07,2.2255928955338558e-08,4.96527659452482e-08,7.176344277190465e-05,0.0005295552901946769,5.988709425151939e-08,0.00010022394338931406,3.3363119721820748e-06,4.1460220294701465e-15,2.549679435964995e-10,6.875339286505418e-08,4.55517515948239e-15,1.325921622423811e-10,1.9340706133384894e-10,2.0328247253148124e-15,3.6539048747848826e-13,6.167420801780216e-16,8.578114382006755e-12,5.5786910201316404e-06,1.465143780614641e-13
0.0005037422326858518,0.6624963533058879,3.76,0.0,0.8420367680899962,0.9983628844469605,0.0018323689683652886,3.907099064725081e-20,2.014171742564898e-14,0.0005523561646664664,7.795675004314864e-05,2.7974095070596156e-07,1.3331774286738247e-06,8.715795697212139e-07,0.00045936929311863223,0.00116402352443295,2.401949026001988e-07,2.2306162982917116e-08,4.995262339690275e-08,7.266323194605698e-05,0.0005343395262911165,6.04006036360272e-08,0.0001017483983232742,3.344861328536087e-06,4.198006414870381e-15,2.5854124328920596e-10,7.01762174453448e-08,4.658838210852547e-15,1.3292529008393214e-10,1.938861576114343e-10,2.037843874998464e-15,3.683865706075473e-13,6.1826476533945675e-16,8.604291666885936e-12,5.635706740903309e-06,1.498817457743656e-13
0.0005091918959426017,0.6624964665825914,3.76,0.0,0.8419923160347846,0.9983375639055817,0.0018617328837008526,3.939226658554579e-20,2.0191843402444822e-14,0.0005534546437190893,7.823797553932673e-05,2.8029016134534346e-07,1.337806694477304e-06,8.767162871987243e-07,0.00046737210276213184,0.001181379660759182,2.4125657755952434e-07,2.240687875032485e-08,5.055366743379254e-08,7.447894681248757e-05,0.000543917350903505,6.143038147558393e-08,0.00010483548404597632,3.3620822149502744e-06,4.302907484073384e-15,2.6577280237150486e-10,7.308165639946288e-08,4.871300479725365e-15,1.3359091912600178e-10,1.9484333493105598e-10,2.0478710980358946e-15,3.743922384934048e-13,6.213067768305861e-16,8.656641027756797e-12,5.750273058246455e-06,1.567860925625269e-13
0.0005139570597339823,0.6624965698219312,3.76,0.0,0.8419533527530343,0.9983153558770846,0.0018874946554905037,3.967448113897885e-20,2.0235520710412963e-14,0.0005544088874174192,7.84855804957074e-05,2.807671710456889e-07,1.3418579782681304e-06,8.812204977444651e-07,0.0004744128402572815,0.0011965587625333118,2.421860211188426e-07,2.2495215671776106e-08,5.108071301880485e-08,7.608427118066957e-05,0.0005523021630057921,6.233384093687687e-08,0.00010757663587326221,3.377268744887503e-06,4.395653488307223e-15,2.721895380735244e-10,7.568830631381886e-08,5.062787882892886e-15,1.3417241309651683e-10,1.9567944878630306e-10,2.0566295563361017e-15,3.796584581940724e-13,6.239638896001053e-16,8.702420399995699e-12,5.851034050354542e-06,1.630119111368704e-13
0.0005187222235253629,0.662496677014224,3.76,0.0,0.8419143011782251,0.9982930846404322,0.0019133368263173996,3.995766254945661e-20,2.0279072077801132e-14,0.0005553577660189563,7.873468047078361e-05,2.8124142048883675e-07,1.3459129270197345e-06,8.857366240010719e-07,0.0004814939107584337,0.0012117404404828364,2.4311659182413e-07,2.258380669276098e-08,5.1609197194464923e-08,7.770612551199182e-05,0.0005606960855189289,6.324013539381298e-08,0.00011035691448954316,3.3925703724040915e-06,4.4893545238822545e-15,2.786942165368364e-10,7.835755812520242e-08,5.259712187027771e-15,1.3475361712813727e-10,1.9651502629595547e-10,2.065382029201403e-15,3.849387479320336e-13,6.266191741037941e-16,8.748214741956264e-12,5.952340900301276e-06,1.6941744773675901e-13
0.0005234873873167436,0.6624967881989366,3.76,0.0,0.8418751612558413,0.998270750269632,0.0019392594857668966,4.024228799882185e-20,2.0322516453094312e-14,0.0005563016989119089,7.898519203512949e-05,2.817131223070861e-07,1.3499719069353784e-06,8.90264733868096e-07,0.0004886154190506202,0.0012269245231158663,2.440483618363078e-07,2.267265182202708e-08,5.2139158766419325e-08,7.934455263022377e-05,0.0005690989237988075,6.414927561801326e-08,0.00011317642766732667,3.4079826738376385e-06,4.584013065663715e-15,2.852875272211522e-10,8.109026676437749e-08,5.462178539957703e-15,1.3533463323956918e-10,1.9735032732673563e-10,2.0741310721927504e-15,3.90233206050629e-13,6.292734431978474e-16,8.794034559882668e-12,6.054194083490929e-06,1.7600626234665444e-13
0.0005282525511081242,0.6624969034134713,3.76,0.0,0.8418359329247361,0.998248352825278,0.0019652627299082495,4.052744887394695e-20,2.0365862739159856e-14,0.0005572410735624488,7.92370369147536e-05,2.821824729385235e-07,1.3540352493898644e-06,8.94804882042221e-07,0.0004957774702922864,0.0012421108479525294,2.449813966652271e-07,2.276175180544113e-08,5.2670634020491975e-08,8.099959649770915e-05,0.0005775104966029958,6.506127211472993e-08,0.00011603528354213561,3.423501486487768e-06,4.679631654372217e-15,2.919701657512431e-10,8.388729385675184e-08,5.6702929998136075e-15,1.3591570938226987e-10,1.98185505400334e-10,2.082878683281759e-15,3.9554204905673e-13,6.319272201327006e-16,8.839886234436543e-12,6.156594179277512e-06,1.8278196460353746e-13
0.0005330177148995048,0.6624970226933713,3.76,0.0,0.841796616117682,0.9982258923553284,0.001991346660814396,4.081512747000988e-20,2.0409137001482373e-14,0.0005581762472485093,7.949014176522151e-05,2.8264965350097744e-07,1.3581032525717114e-06,8.993571199955568e-07,0.0005029801699648107,0.0012572992609487254,2.4591575598648795e-07,2.2851105123906674e-08,5.320365659221219e-08,8.267130215693666e-05,0.000585930635306633,6.597613425206373e-08,0.00011893359060055533,3.4391228978666585e-06,4.776212892992711e-15,2.9874282769737447e-10,8.674950775823503e-08,5.884164030857404e-15,1.364967449123465e-10,1.9902088878109665e-10,2.091627458415543e-15,4.0086521183286526e-13,6.345814731561686e-16,8.885782862993795e-12,6.2595418651179516e-06,1.8974821455926717e-13
0.0005377828786908855,0.6624971460725901,3.76,0.0,0.8417572107619018,0.9982033688958915,0.0020175113860840224,4.1102815713605144e-20,2.0452336058269605e-14,0.0005591075488695016,7.974443793441551e-05,2.8311483071754485e-07,1.3621761851338259e-06,9.039214826666422e-07,0.0005102236238289547,0.0012724896159123375,2.4685149371459684e-07,2.29407132534452e-08,5.3738258203505036e-08,8.435971566615357e-05,0.000594359183094864,6.689387204109052e-08,0.00012187145766257457,3.454843235094402e-06,4.873759443435293e-15,3.056062195167645e-10,8.967778359316609e-08,6.1039000494283934e-15,1.370781607665352e-10,1.9985648841233675e-10,2.100378652698305e-15,4.0620305524294504e-13,6.372363427278995e-16,8.93172523445708e-12,6.363037910420121e-06,1.9690872001607748e-13
0.0005420440288138166,0.6624972599003321,3.76,0.0,0.8417218982705941,0.9981831744255165,0.0020409771757735544,4.1361207003512516e-20,2.049091881802634e-14,0.0005599373129873677,7.997279375138558e-05,2.8352923395394473e-07,1.3658226912326344e-06,9.080133661963626e-07,0.0005167355369691418,0.0012860748111712848,2.4768946491539023e-07,2.30210581293412e-08,5.421767585101998e-08,8.58837338236524e-05,0.0006019032425263556,6.771698277808227e-08,0.00012453217916849605,3.4689818023708886e-06,4.9618082292683816e-15,3.118210854149986e-10,9.235300544790214e-08,6.3054525242783e-15,1.3759836245717576e-10,2.0060410099423395e-10,2.10820799578891e-15,4.1098872640880523e-13,6.396115527341065e-16,8.972855449276687e-12,6.456052257462497e-06,2.0347944940338732e-13
0.0005458790639244546,0.662497365188213,3.76,0.0,0.8416900563863313,0.9981649563626864,0.0020621517714607676,4.159500149446473e-20,2.0525613740111743e-14,0.0005606818250447922,8.017904901585429e-05,2.839010155633629e-07,1.3691082081646163e-06,9.117043893594846e-07,0.0005226242575254741,0.0012983026412162206,2.4844464065125554e-07,2.3093541160544812e-08,5.465026749746699e-08,8.726683369893282e-05,0.0006086984650270379,6.845975935425817e-08,0.00012695401489279577,3.4817698810253315e-06,5.041715609380551e-15,3.1747739794970373e-10,9.480699953147595e-08,6.491001947609736e-15,1.3806679288694573e-10,2.012773902588605e-10,2.115258550963094e-15,4.1530588154925745e-13,6.417505360469371e-16,9.0099155787145e-12,6.540141216197414e-06,2.0953073917923068e-13
0.0005497140990350926,0.6624974731865496,3.76,0.0,0.84165815700603,0.9981466975304475,0.0020833789017548916,4.182946634366398e-20,2.0560283173502587e-14,0.0005614243235437038,8.038596957494982e-05,2.842717501639048e-07,1.3723973022208146e-06,9.154033150246504e-07,0.0005285395606119325,0.0013105314953248091,2.4920078789795633e-07,2.3166187728687132e-08,5.5083930863655515e-08,8.866083888559567e-05,0.0006154988932342642,6.920441390128619e-08,0.00012940166538935404,3.494616319607736e-06,5.122253055409373e-15,3.2319372083386865e-10,9.730533440819725e-08,6.680546119875676e-15,1.3853557846666494e-10,2.0195113767499635e-10,2.1223137443795547e-15,4.196326703662548e-13,6.438909065668629e-16,9.047018205525183e-12,6.624586959578829e-06,2.1571450026371847e-13
0.0005535491341457306,0.6624975839087748,3.76,0.0,0.8416262000837519,0.9981283979286252,0.002104658631017431,4.2064952078421797e-20,2.0594933910237198e-14,0.0005621649339626997,8.059352756182797e-05,2.8464150135709096e-07,1.3756900659848783e-06,9.191101482303641e-07,0.0005344815016455491,0.0013227613095935758,2.499579253924856e-07,2.323899724390782e-08,5.5518677179962435e-08,9.006577504489995e-05,0.0006223044642329516,6.995094909526577e-08,0.00013187518795196947,3.507519614641965e-06,5.2034220503206886e-15,3.2897042012107935e-10,9.984847955608478e-08,6.87414470033589e-15,1.3900471686188603e-10,2.0262543588280573e-10,2.1293743678020613e-15,4.2396908664229503e-13,6.460329424383212e-16,9.084167061843322e-12,6.7093900364946685e-06,2.2203276187351625e-13
0.0005573841692563686,0.6624976973713288,3.76,0.0,0.8415941855726158,0.9981100575544576,0.002125991024649507,4.2301194814084884e-20,2.062956915568105e-14,0.0005629037753766942,8.08016962507153e-05,2.8501032945584816e-07,1.3789865848426183e-06,9.228248991623655e-07,0.0005404501360592128,0.0013349920217383849,2.507160714571117e-07,2.3311969345884436e-08,5.595452027726312e-08,9.14816680705369e-05,0.0006291151176811647,7.069937057205479e-08,0.00013437463996092473,3.5204783206254815e-06,5.285224090555355e-15,3.3480788057972614e-10,1.0243690668178225e-07,7.071858176550852e-15,1.394742927871259e-10,2.0330033521918692e-10,2.1364410992548896e-15,4.283152274610672e-13,6.481768174922683e-16,9.121364237255181e-12,6.794551016279434e-06,2.284875770014817e-13
0.0005612192043670067,0.6624978135873929,3.76,0.0,0.8415621134245037,0.998091676401775,0.002147376149402562,4.2538496971537343e-20,2.0664194820935923e-14,0.0005636409585100347,8.101045043032022e-05,2.8537829058647817e-07,1.3822869380888323e-06,9.265475710908603e-07,0.0005464455193100291,0.00134722357160538,2.5147524263641087e-07,2.33851034778274e-08,5.6391469710525295e-08,9.290854416313872e-05,0.0006359307965922639,7.14496803650095e-08,0.0001369000789123236,3.5334910712109998e-06,5.367660690260995e-15,3.4070646917351685e-10,1.0507109057449427e-07,7.27374730748584e-15,1.3994430083637176e-10,2.0397591580851772e-10,2.1435146125521086e-15,4.3267107404153797e-13,6.503227713920832e-16,9.15861296323904e-12,6.880070495006834e-06,2.350810204335463e-13
0.0005650542394776447,0.6624979325707194,3.76,0.0,0.8415299835901876,0.9980732544611828,0.002168814073275093,4.277644462951463e-20,2.0698812724339384e-14,0.000564376586136066,8.121976633844523e-05,2.8574543678180293e-07,1.3855911939936006e-06,9.302781671081103e-07,0.0005524677068540538,0.0013594559010579022,2.5223545344060696e-07,2.34583992742574e-08,5.682953805585438e-08,9.434642980534367e-05,0.0006427514471519881,7.220188384729604e-08,0.0001394515624006016,3.5465565774482126e-06,5.4507333798977734e-15,3.4666657471909153e-10,1.0775150914466902e-07,7.47987391486945e-15,1.4041484592528582e-10,2.04652208007054e-10,2.1505954772080583e-15,4.3703675072493057e-13,6.524709237183067e-16,9.195914514944173e-12,6.965949094016801e-06,2.4181518681566725e-13
0.0005688892745882827,0.6624980543347077,3.76,0.0,0.8414977960195269,0.9980547917204701,0.0021903048653100585,4.301560374869331e-20,2.0733429578522045e-14,0.0005651107540692019,8.14296215077909e-05,2.861118166208563e-07,1.3888994184257573e-06,9.340166896498032e-07,0.0005585167541435233,0.0013716889536957095,2.529967181406907e-07,2.353185601786734e-08,5.7268733030845955e-08,9.579535173486927e-05,0.000649577018305394,7.295598214746665e-08,0.00014202914811588455,3.5596736190788017e-06,5.534443704662603e-15,3.526885630417522e-10,1.1047864326779018e-07,7.69029990709406e-15,1.408858716754544e-10,2.0532930325716957e-10,2.157684310481901e-15,4.4141217799283147e-13,6.546215340213749e-16,9.233272581210365e-12,7.0521874567808655e-06,2.4869219631744915e-13
0.0005727243096989207,0.6624981788923446,3.76,0.0,0.8414655506616128,0.9980362881648974,0.002211848595464338,4.32552776837127e-20,2.0768045332876534e-14,0.0005658435518185689,8.163999465499537e-05,2.8647747538458335e-07,1.3922116667085904e-06,9.377631372239736e-07,0.000564592716615489,0.001383922674659474,2.537590485356157e-07,2.3605473395303577e-08,5.770906679463275e-08,9.725533691393112e-05,0.0006564074614801921,7.371198119775849e-08,0.00014463289383077134,3.572841038561833e-06,5.6187932227110745e-15,3.5877283178399665e-10,1.1325297670127673e-07,7.905088714093248e-15,1.4135753078459133e-10,2.0600720392529996e-10,2.1647815894654e-15,4.457975440642966e-13,6.567746512150548e-16,9.270687294499417e-12,7.138786246797476e-06,2.5571419179671843e-13
0.0005765593448095588,0.6624983062558596,3.76,0.0,0.8414332474647748,0.9980177437770594,0.0022334453346164944,4.3496213425324335e-20,2.080266704566499e-14,0.000566575062252235,8.185086576585863e-05,2.8684245510124135e-07,1.3955279926263804e-06,9.415175106658128e-07,0.0005706956496836019,0.0013961570107046512,2.5452245657508507e-07,2.367925061593714e-08,5.8150545446208095e-08,9.872641254909369e-05,0.0006632427307034323,7.44698811904978e-08,0.00014726285741123278,3.5860577463308097e-06,5.703783506353021e-15,3.649197453025655e-10,1.1607499647732813e-07,8.124303227906083e-15,1.4182972506746175e-10,2.0668600854227809e-10,2.1718878606930347e-15,4.5019271399134134e-13,6.589305439279713e-16,9.308162641724004e-12,7.22574614865217e-06,2.628833364633604e-13
0.0005800108764091329,0.6624984232927215,3.76,0.0,0.8414041250922516,0.9980010189005822,0.002252927781616761,4.3713783244929004e-20,2.0833832481756524e-14,0.000567232385812173,8.204105968733225e-05,2.871703890555177e-07,1.3985162108879613e-06,9.449032216964917e-07,0.000576211395086671,0.0014071683958967716,2.5521045377292643e-07,2.3745786400699485e-08,5.854886356171819e-08,0.00010005988557823261,0.0006693985627042002,7.515362040473112e-08,0.00014965228878469089,3.5979940612074494e-06,5.780823923290075e-15,3.7050585473411503e-10,1.186559905476195e-07,8.325433670344497e-15,1.422552443558718e-10,2.0729771781763533e-10,2.17829156286891e-15,4.5415685948559104e-13,6.608732818447048e-16,9.34194281229614e-12,7.304319388355564e-06,2.6946318749961844e-13
0.0005834624080087071,0.6624985426215004,3.76,0.0,0.8413749557895737,0.9979842609189543,0.0022724532763999648,4.393210866085735e-20,2.0865006065173915e-14,0.0005678887835019102,8.223162821855994e-05,2.874978321263746e-07,1.4015078011122821e-06,9.482953498680174e-07,0.000581749071903942,0.0014181801998720107,2.558993393655239e-07,2.3812450851433498e-08,5.8948123111629555e-08,0.00010140238413533411,0.0006755582371988028,7.583890519522196e-08,0.00015206304583533121,3.609968730790294e-06,5.858385802506138e-15,3.7614330634613103e-10,1.2127636575956682e-07,8.530248441066722e-15,1.4268128929448825e-10,2.0791020745161578e-10,2.1847032368073592e-15,4.581290574527884e-13,6.628184375410398e-16,9.375774072555439e-12,7.383186216112699e-06,2.7616561261424565e-13
0.0005869139396082813,0.6624986642502627,3.76,0.0,0.8413457395179794,0.9979674698151908,0.0022920218720467525,4.4151154807324035e-20,2.089618960380583e-14,0.0005685443049094487,8.242255887411881e-05,2.8782480942044595e-07,1.4045027914093728e-06,9.516938911836093e-07,0.0005873087204729306,0.0014291923863668453,2.565891195618259e-07,2.38792435815803e-08,5.9348329145524005e-08,0.0001027539284469145,0.0006817217248656121,7.652573711644702e-08,0.00015449517089846117,3.6219810729778006e-06,5.936470312907358e-15,3.818323791897554e-10,1.239364831206261e-07,8.738795242491862e-15,1.4310788522771804e-10,2.0852350141238324e-10,2.1911231683295687e-15,4.621093339413903e-13,6.647660907562767e-16,9.409657394540408e-12,7.462347165355731e-06,2.8299223745712193e-13
0.0005903654712078554,0.6624987881875009,3.76,0.0,0.841316476238427,0.997950645571029,0.00231163362202762,4.4371016916645886e-20,2.0927385407496784e-14,0.0005691989963852381,8.261383981107885e-05,2.8815134440429216e-07,1.4075012067684042e-06,9.550988429525186e-07,0.0005928903811006158,0.0014402049198724252,2.572798001243778e-07,2.3946164126345013e-08,5.974948681694613e-08,0.00010411453885473858,0.0006878889976215429,7.721411789782417e-08,0.00015694870635129317,3.634030440850404e-06,6.015078630065181e-15,3.8757335491263085e-10,1.2663670566546817e-07,8.951122092204157e-15,1.435350320168776e-10,2.091376342034738e-10,2.197551647414655e-15,4.660976852083336e-13,6.667163441930286e-16,9.443594188270127e-12,7.541802779744019e-06,2.899447032017525e-13
0.0005938170028074296,0.6624989144414273,3.76,0.0,0.8412871659116532,0.9979337881670782,0.0023312885801404395,4.459162768385535e-20,2.0958594963625927e-14,0.0005698529014030553,8.280545976656488e-05,2.884774590773845e-07,1.4105030700855402e-06,9.585102014748662e-07,0.0005984940940658861,0.0014512177655327,2.5797138640188105e-07,2.4013212091214585e-08,6.015160101508532e-08,0.00010548423580469754,0.0006940600284763999,7.790404934860357e-08,0.00015942369461117498,3.6461162186948587e-06,6.094211935567549e-15,3.9336651662785385e-10,1.2937739836453966e-07,9.167277654346948e-15,1.439627600983558e-10,2.0975262427973575e-10,2.2039889292846005e-15,4.700941463978526e-13,6.686692624549372e-16,9.477585199792077e-12,7.6215536120603315e-06,2.970246670506896e-13
0.0005972685344070038,0.662499043019886,3.76,0.0,0.8412578084982149,0.9979168975829456,0.0023509868004634566,4.481304917691201e-20,2.0989820170791698e-14,0.0005705060608772282,8.299740799949827e-05,2.8880317414796656e-07,1.4135084018195312e-06,9.619279627571418e-07,0.0006041198996177533,0.001462230889070258,2.586638831795975e-07,2.4080387033303372e-08,6.055467632020276e-08,0.00010686303983447549,0.0007002347914068531,7.859553298582746e-08,0.00016192017812992858,3.65823781927474e-06,6.173871416306538e-15,3.9921214760526454e-10,1.321589280280401e-07,9.387310845892832e-15,1.4439107236673828e-10,2.1036850078515403e-10,2.2104352667673464e-15,4.74098716627344e-13,6.706249329668622e-16,9.51163162250234e-12,7.70160022321473e-06,3.042338014000736e-13
0.0006007200660065779,0.662499173931048,3.76,0.0,0.8412284039584935,0.9978999737971537,0.0023707283373666497,4.5035250634634945e-20,2.102106250859334e-14,0.0005711585129229395,8.318967434321536e-05,2.891285088962167e-07,1.4165172201469254e-06,9.653521230424816e-07,0.0006097678379716626,0.001473244256822926,2.593572949205629e-07,2.414768852713868e-08,6.095871734047608e-08,0.000108250971583681,0.0007064132614410356,7.928857060814994e-08,0.00016443819939941559,3.670394685917953e-06,6.2540582650667984e-15,4.051105336135234e-10,1.3498166355640594e-07,9.611271161100601e-15,1.4481999104952338e-10,2.109852828654493e-10,2.2168908941152214e-15,4.781114229639332e-13,6.725834196829945e-16,9.545734231688218e-12,7.781943183025463e-06,3.1157379420291236e-13
0.0006041715976061521,0.6624993071823855,3.76,0.0,0.8411989522527269,0.997883016787232,0.00239051324547498,4.5258246552397136e-20,2.105232345508533e-14,0.000571810293097567,8.33822491633543e-05,2.8945348131259255e-07,1.419529541344025e-06,9.687826775190848e-07,0.0006154379493084994,0.0014842578356897144,2.6005162557597713e-07,2.4215116162778043e-08,6.136372803788525e-08,0.00010964805178444821,0.0007125954145623627,7.998316353499523e-08,0.00016697780094715984,3.682586290922514e-06,6.334773679982341e-15,4.1106195922019587e-10,1.378459759043681e-07,9.839208520546846e-15,1.4524952593248282e-10,2.1160299211823386e-10,2.223356024822204e-15,4.821322723113405e-13,6.745447900635822e-16,9.579893911164658e-12,7.862583069461586e-06,3.190463510506124e-13
0.0006076231292057263,0.6624994427815252,3.76,0.0,0.8411694533410458,0.9978660265298284,0.0024103415796269245,4.548203993791656e-20,2.1083604465984944e-14,0.0005724614346722052,8.357512330644388e-05,2.8977810822422477e-07,1.4225453796294225e-06,9.722196211118347e-07,0.0006211302737724971,0.0014952715930662056,2.6074687867408476e-07,2.428266952106372e-08,6.176971230840487e-08,0.00011105430125023342,0.0007187812276011643,8.067931312449517e-08,0.00016953902533057153,3.694812133098601e-06,6.416018863882733e-15,4.170667103675328e-10,1.4075223800464476e-07,1.0071173228204794e-14,1.456796907456485e-10,2.1222164776984616e-10,2.2298308645566034e-15,4.86161279231098e-13,6.765091051970802e-16,9.614111435107655e-12,7.943520467785437e-06,3.2665319044529946e-13
0.0006110746608053004,0.6624995807358859,3.76,0.0,0.8411399071835011,0.9978490030007734,0.0024302133948467513,4.570663718228435e-20,2.1114906838087537e-14,0.0005731119687909629,8.376828807158865e-05,2.901024053808345e-07,1.425564747638452e-06,9.756629486981054e-07,0.0006268448514704595,0.001506285496803311,2.6144305742541787e-07,2.4350348190853832e-08,6.217667382615135e-08,0.00011246974087001052,0.0007249706781696871,8.137702068731964e-08,0.00017212191513480974,3.707071736237459e-06,6.497795023971113e-15,4.2312507379574016e-10,1.437008247556757e-07,1.030721611374392e-14,1.461104956884068e-10,2.1284126839948183e-10,2.236315603710097e-15,4.901984526735612e-13,6.784764238308207e-16,9.64838756466514e-12,8.024755970047649e-06,3.343960485964443e-13
0.0006179777240044489,0.6624998637394099,3.76,0.0,0.8410806729707729,0.997814856027266,0.0024700876893702602,4.615825677436563e-20,2.117758062366492e-14,0.0005744113293588708,8.41554568008162e-05,2.9075006841498856e-07,1.4316141158868495e-06,9.82568734403431e-07,0.0006383409268001432,0.0015283136168334267,2.628382031782126e-07,2.4486079843979136e-08,6.299354228650346e-08,0.00011532827447726658,0.000737360405939344,8.277711450449087e-08,0.00017735286147398953,3.731690438197555e-06,6.662945121725249e-15,4.354037888131622e-10,1.4972648184080762e-07,1.0791741914093566e-14,1.4697406970601515e-10,2.1408347228368747e-10,2.2493154913470503e-15,4.982973403519245e-13,6.824202859470281e-16,9.717118380731035e-12,8.188123686312433e-06,3.5029684692717834e-13
0.0006248807872035973,0.6625001562501214,3.76,0.0,0.8410212492940419,0.9977805756585773,0.0025101365722590614,4.6613138526442185e-20,2.124035396665346e-14,0.000575708585142932,8.454369415934797e-05,2.9139657672401364e-07,1.4376777177487271e-06,9.89499989939922e-07,0.000649926495366361,0.0015503419466970406,2.6423708232611e-07,2.4622307930298343e-08,6.381435884680087e-08,0.0001182238210897361,0.0007497644328660021,8.418345382013487e-08,0.00018267098114255377,3.75643905115019e-06,6.8302337101397805e-15,4.479004138387874e-10,1.5592598647254297e-07,1.129320152712188e-14,1.478403252574424e-10,2.1532972915817863e-10,2.2623569954193112e-15,5.064290035279433e-13,6.863767730105827e-16,9.786091445092303e-12,8.352691079360086e-06,3.667629588485915e-13
0.0006317838504027457,0.6625004583235865,3.76,0.0,0.8409616358326384,0.997746161676158,0.0025503604885572695,4.707131334175546e-20,2.1303234987102947e-14,0.0005770039188465844,8.493294507672718e-05,2.920420225991768e-07,1.4437556044792944e-06,9.96456668455431e-07,0.0006616018765845952,0.0015723702429298798,2.6563970995798425e-07,2.475902935089972e-08,6.463914610297688e-08,0.00012115655015826251,0.0007621826038355958,8.559604637092961e-08,0.00018807661565660666,3.7813145681906023e-06,6.999670582039435e-15,4.606172708115311e-10,1.6230241035552183e-07,1.1812018018493219e-14,1.48709329630186e-10,2.165801492986631e-10,2.275441264583026e-15,5.145934965977621e-13,6.903462333781115e-16,9.855311221761091e-12,8.51846309976091e-06,3.8380885855784345e-13
0.0006386869136018942,0.6625007700141848,3.76,0.0,0.8409018322662348,0.9977116138524504,0.002590759884583368,4.7532810774126753e-20,2.1366230897496974e-14,0.0005782974889768623,8.532315997089723e-05,2.9268648606039384e-07,1.4498478104032977e-06,1.0034387219158204e-06,0.0006733673891991096,0.0015943982668351418,2.670460974600267e-07,2.489624111434617e-08,6.546792410042537e-08,0.0001241266319685128,0.0007746147722412975,8.701489886799929e-08,0.00019357010680876114,3.8063142878135774e-06,7.171265578524273e-15,4.735566938976571e-10,1.6885885776776043e-07,1.2348622009641732e-14,1.495811412315582e-10,2.1783482962934468e-10,2.2885693068194175e-15,5.227908611447272e-13,6.943289727873755e-16,9.924781625139952e-12,8.68544477720287e-06,4.0144928782496724e-13
