Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31)
1.9374681864379607e-07,0.6242410277081817,3.76,0.0,0.847620081826329,0.9999999402360654,1.6823669719249512e-11,5.775747233898219e-26,1.6834852473742642e-18,6.102321880891067e-08,5.964353535736987e-08,4.116088608980524e-11,7.023131328669696e-11,1.1008173583363385e-09,1.3072042586855352e-10,2.2397942787470185e-11,4.852733832261018e-11,4.962981072581117e-13,1.121451381982043e-16
2.0803940856199447e-07,0.6242410277181741,3.76,0.0,0.8476200773068457,0.9999999358192078,2.0619718208244048e-11,7.27827054162594e-26,1.9412043017250325e-18,6.553485902555148e-08,6.404444784509073e-08,4.549867305528219e-11,7.987524614561165e-11,1.1680190728741642e-09,1.4951776546573023e-10,2.5859507512696626e-11,5.479702967654637e-11,5.399953957333356e-13,1.3886900132201867e-16
2.2233199848019288e-07,0.6242410277281513,3.76,0.0,0.8476200727855013,0.9999999314014679,2.4915688245605238e-11,9.036603995442719e-26,2.2173013012028894e-18,7.00480605932958e-08,6.844546877831055e-08,4.988603020248708e-11,8.998472984377753e-11,1.233558800394891e-09,1.6941467094986585e-10,2.957107331126741e-11,6.12992136598562e-11,5.837415521449501e-13,1.6953845442401395e-16
2.3662458839839128e-07,0.6242410277381146,3.76,0.0,0.8476200682622913,0.9999999269828727,2.9734493501950404e-11,1.1074466650543856e-25,2.5117826299040168e-18,7.456283724243843e-08,7.284659215584776e-08,5.4313971823965784e-11,1.0053433094412037e-10,1.2974814180742473e-09,1.9038397909707874e-10,3.353274078834281e-11,6.801309426761036e-11,6.275334097526136e-13,2.0442668340945728e-16
2.509171783165897e-07,0.6242410277480658,3.76,0.0,0.8476200637372118,0.9999999225634463,3.5097775052617613e-11,1.3416158991213294e-25,2.8246547284685707e-18,7.90791993682078e-08,7.724781213918612e-08,5.877547476854778e-11,1.1149937023300042e-10,1.3598305704201568e-09,2.1239926426516872e-10,3.7744596580694194e-11,7.491903027087517e-11,6.713824416643537e-13,2.43807167202468e-16
2.652097682347881e-07,0.6242410277580058,3.76,0.0,0.847620059210261,0.999999918143211,4.102594407573586e-11,1.6086529554545238e-25,3.155924077109333e-18,8.359715466957094e-08,8.164912304715476e-08,6.326490902871055e-11,1.2285592015438155e-10,1.4206487407737657e-09,2.354348141059913e-10,4.2206744600880944e-11,8.199847395108199e-11,7.152833161832399e-13,2.8795368159398694e-16
2.795023581529865e-07,0.6242410277679361,3.76,0.0,0.8476200546814375,0.9999999137221876,4.753822601849076e-11,1.9110935300878066e-25,3.505597174895947e-18,8.811670893243988e-08,8.605051935054969e-08,6.777733160206169e-11,1.345808069670364e-10,1.4799772957965393e-09,2.5946560515927874e-10,4.691930999951576e-11,8.92339034975711e-11,7.592096902373939e-13,3.3714030172401576e-16
2.937949480711849e-07,0.6242410277778578,3.76,0.0,0.8476200501507422,0.9999999093003965,5.465269447057071e-11,2.251521141905992e-25,3.8736805350794295e-18,9.263786605640434e-08,9.045199566899298e-08,7.230851965415628e-11,1.4665161072337096e-10,1.537856460504519e-09,2.844672888718289e-10,5.188239099345455e-11,9.660877704025561e-11,8.031623151640752e-13,3.9164139644339387e-16
3.080875379893833e-07,0.6242410277877716,3.76,0.0,0.8476200456181758,0.9999999048778563,6.238630314704493e-11,2.6325652136485074e-25,4.260180686776382e-18,9.716062784061085e-08,9.485354676794178e-08,7.685523120793873e-11,1.5904665559957737e-10,1.5943253385591303e-09,3.104161780481567e-10,5.7096056785616176e-11,1.0410749866734005e-10,8.471711255182586e-13,4.517316238634459e-16
3.223801279075817e-07,0.6242410277976781,3.76,0.0,0.8476200410837411,0.9999999004545836,7.075492245923205e-11,3.056899531565263e-25,4.665104172036748e-18,1.0168499403954447e-07,9.92551675546425e-08,8.141519517550212e-11,1.717449930935654e-10,1.6494219964516546e-09,3.372892282210217e-10,6.25604010103941e-11,1.1171538256028709e-10,8.912417544195908e-13,5.176859318508796e-16
3.366727178257801e-07,0.6242410278075786,3.76,0.0,0.8476200365474416,0.9999998960305957,7.977338470813565e-11,3.527239152136252e-25,5.0884575263771986e-18,1.0621096315264245e-07,1.0365685307275254e-07,8.598639094227477e-11,1.8472639433759628e-10,1.7031835230086433e-09,3.650640131658729e-10,6.827556061711628e-11,1.1941859415789778e-10,9.353364238620785e-13,5.897795622806988e-16
3.509653077439785e-07,0.6242410278174738,3.76,0.0,0.8476200320092812,0.9999998916059087,8.94555226920718e-11,4.0463369883595864e-25,5.530247267331098e-18,1.1073853277637137e-07,1.0805859849850512e-07,9.056676371870583e-11,1.9797134977820106e-10,1.755646005955443e-09,3.937187077927082e-10,7.424166398973758e-11,1.2720409698330694e-10,9.794256839424821e-13,6.682880485848997e-16
3.652578976621769e-07,0.624241027827364,3.76,0.0,0.8476200274692653,0.9999998871805376,9.981419582177549e-11,4.616981586514838e-25,5.990479902743333e-18,1.1526769903170098e-07,1.1246039913918274e-07,9.515484094523012e-11,2.1146106472571384e-10,1.806844480814667e-09,4.232320815569529e-10,8.04587689627726e-11,1.3505962537999181e-10,1.0235504758462824e-12,7.534872036199093e-16
3.7955048758037533e-07,0.6242410278372501,3.76,0.0,0.8476200229274005,0.9999998827544962,1.1086132513467041e-10,5.241996066631381e-25,6.469161928902434e-18,1.1979845660384877e-07,1.168622504293195e-07,9.974973108676869e-11,2.251774378343639e-10,1.8568130316266302e-09,4.535834808560411e-10,8.692693453161518e-11,1.4297365581932803e-10,1.0677503963409134e-12,8.45653118365567e-16
3.9384307749857373e-07,0.6242410278471325,3.76,0.0,0.8476200183836932,0.9999998783277991,1.226079337550998e-10,5.924236617639016e-25,6.966299819505452e-18,1.2433079922039891e-07,1.2126414792597107e-07,1.0435069423699281e-10,2.3910304105087303e-10,1.9055848877536703e-09,4.847528072593599e-10,9.364628165976994e-11,1.5093536760100647e-10,1.1120027637804098e-12,9.450621658742672e-16
4.0813566741677214e-07,0.624241027857012,3.76,0.0,0.8476200138381509,0.9999998739004594,1.3506418642093636e-10,6.666589958836122e-25,7.481900012891502e-18,1.288647201422494e-07,1.2566608730460235e-07,1.0895671107480433e-10,2.5322111068626844e-10,1.953192421511445e-09,5.167204990412473e-10,1.0061696023538725e-10,1.5893459618777822e-10,1.1562555108889476e-12,1.0519910036550363e-15
4.2242825733497054e-07,0.624241027866889,3.76,0.0,0.8476200092907825,0.9999998694724908,1.482394166916653e-10,7.471970521009371e-25,8.015968915298733e-18,1.33400211813653e-07,1.300680643575098e-07,1.1356688369729384e-10,2.675155476632269e-10,1.9996670533545597e-09,5.494675245958921e-10,1.0783904327704689e-10,1.6696180009745389e-10,1.2005330007831608e-12,1.1667165630083684e-15
4.3672084725316895e-07,0.6242410278767642,3.76,0.0,0.8476200047415967,0.9999998650439049,1.6214215463003836e-10,8.343319123899498e-25,8.568512906048387e-18,1.3793726552354713e-07,1.3447007499147e-07,1.1818080796602687e-10,2.8197090207737233e-10,2.045039297773203e-09,5.829753716256326e-10,1.153125550543598e-10,1.7500803939150607e-10,1.244907956527384e-12,1.2895160396947075e-15
4.5101343717136735e-07,0.6242410278866378,3.76,0.0,0.8476200001906032,0.9999998606147142,1.7678016242094625e-10,9.283603287084e-25,9.139538332460521e-18,1.4247587171019755e-07,1.3887211522325162e-07,1.2279829350379365e-10,2.965723385621531e-10,2.0893389565198304e-09,6.172260259411979e-10,1.2303762944161187e-10,1.8306495636433742e-10,1.2893430541201133e-12,1.4206668957094065e-15
4.6530602708956576e-07,0.6242410278965104,3.76,0.0,0.8476199956378124,0.9999998561849304,1.921604699249388e-10,1.029581558980083e-24,9.729051500049034e-18,1.4701602036589107e-07,1.4327418117606034e-07,1.2741900752988661e-10,3.113056225534062e-10,2.1325951095539153e-09,6.522019555363278e-10,1.3101447441549696e-10,1.911247398851025e-10,1.3337263105515816e-12,1.5604468613390428e-15
4.795986170077641e-07,0.6242410279063827,3.76,0.0,0.8476199910832347,0.9999998517545644,2.0828940532665329e-10,1.1382969893258395e-24,1.0337058665553794e-17,1.5155770114832292e-07,1.4767626907763224e-07,1.3204242984426483e-10,3.2615712948145983e-10,2.1748359237625836e-09,6.878861030412729e-10,1.3924316798660003e-10,1.9918007896146835e-10,1.3780750589237314e-12,1.7091339314954303e-15
4.938912069259625e-07,0.6242410279162547,3.76,0.0,0.8476199865268819,0.9999998473236279,2.251726192426839e-10,1.2548099048132375e-24,1.0963566042924742e-17,1.561009029461796e-07,1.5207837525842184e-07,1.3666832414025695e-10,3.411138382423815e-10,2.216088669249521e-09,7.242618774887419e-10,1.4772366094413894e-10,2.0722413811939213e-10,1.4225332589134388e-12,1.8670063535862305e-15
5.081837968441608e-07,0.624241027926127,3.76,0.0,0.8476199819687651,0.9999998428921313,2.4281511499435087e-10,1.3794256333018246e-24,1.1608579804894888e-17,1.6064561392450207e-07,1.5648049614753385e-07,1.4129669862671123e-10,3.561632879154839e-10,2.256379992618373e-09,7.613131345769006e-10,1.5645601785087413e-10,2.1525055342371601e-10,1.4671305262569526e-12,2.034342624493816e-15
5.224763867623592e-07,0.6242410279360002,3.76,0.0,0.847619977408897,0.9999998384600839,2.6122128056880844e-10,1.5124515908902093e-24,1.2272106077563901e-17,1.6519182185061444e-07,1.6088262826916743e-07,1.4592750464510574e-10,3.7129354763670855e-10,2.2957360045754773e-09,7.990241602229718e-10,1.6544047750399702e-10,2.2325341641065303e-10,1.5117216150679706e-12,2.2114214923624287e-15
5.367689766805575e-07,0.6242410279458745,3.76,0.0,0.8476199728472901,0.9999998340274969,2.8039491765621563e-10,1.6541970064909723e-24,1.2954150931382422e-17,1.6973951438196408e-07,1.6528476824085344e-07,1.5056040770940137e-10,3.864932210167899e-10,2.3341820547371647e-09,8.373796638450627e-10,1.7467721626634017e-10,2.3122723473276064e-10,1.556222975741554e-12,2.3985219576184946e-15
5.510615665987559e-07,0.6242410279557503,3.76,0.0,0.8476199682839568,0.9999998295943798,3.0033926494884116e-10,1.8049724958633826e-24,1.3654720379879723e-17,1.7428867887309772e-07,1.6968691277234058e-07,1.551950400768388e-10,4.017514613225953e-10,2.371742548690774e-09,8.763647743314271e-10,1.8416615821736426e-10,2.3916689017424566e-10,1.6008025716483178e-12,2.5959232653765584e-15
5.653541565169542e-07,0.6242410279656279,3.76,0.0,0.847619963718911,0.999999825160742,3.2105702015213024e-10,1.9650900598397846e-24,1.4373820390309865e-17,1.7883930187611745e-07,1.7408905866234696e-07,1.598315021394232e-10,4.170579388921956e-10,2.4084412958034824e-09,9.159650235832489e-10,1.9390729627085525e-10,2.4706763515647214e-10,1.6455588791425898e-12,2.8039048901897116e-15
5.796467464351526e-07,0.6242410279755076,3.76,0.0,0.8476199591521661,0.9999998207265923,3.4255036970306694e-10,2.134863333558287e-24,1.5111456880208174e-17,1.8339136949850522e-07,1.7849120279489206e-07,1.6447000805314085e-10,4.3240279502121327e-10,2.4443016877370942e-09,9.561663290811411e-10,2.0390084205083523e-10,2.549250940786586e-10,1.690370985158943e-12,3.0227465366863715e-15
5.939393363533509e-07,0.6242410279853903,3.76,0.0,0.8476199545837361,0.99999981629194,3.6482101706717327e-10,2.314607498804462e-24,1.5867635706686707e-17,1.8794486790262957e-07,1.8289334213737542e-07,1.6911043062405489e-10,4.4777663380204843e-10,2.479346487465483e-09,9.96954986380268e-10,2.141470021392839e-10,2.6273523659292537e-10,1.7351222186150284e-12,3.2527281462492707e-15
6.082319262715493e-07,0.6242410279952757,3.76,0.0,0.8476199500136348,0.9999998118567934,3.8787020527937644e-10,2.504638979595018e-24,1.664236266319542e-17,1.9249978329879144e-07,1.872954737391848e-07,1.7375235776766448e-10,4.631705295198813e-10,2.513597665700871e-09,1.0383176637268907e-09,2.2464580536399597e-10,2.7049434298093095e-10,1.7798728146303574e-12,3.494129894850262e-15
6.225245161897476e-07,0.624241028005164,3.76,0.0,0.8476199454418765,0.9999998074211617,4.1169873293566887e-10,2.705275141043667e-24,1.7435643489821e-17,1.970561012713763e-07,1.9169759472979645e-07,1.7839579077849843e-10,4.785760246581033e-10,2.5470765697934643e-09,1.0802413926162345e-09,2.353972563797942e-10,2.781989821202204e-10,1.8247064344511393e-12,3.747232174258515e-15
6.36817106107946e-07,0.6242410280150563,3.76,0.0,0.847619940868476,0.9999998029850521,4.3630697869665675e-10,2.9168344294406105e-24,1.8247483872511468e-17,2.0161380693404425e-07,1.9609970231586787e-07,1.8304099487962062e-10,4.939850945289718e-10,2.5798040779856515e-09,1.1227135539054338e-09,2.4640146714194455e-10,2.8584601037745354e-10,1.8695986901621403e-12,4.012315587087672e-15
6.511096960261443e-07,0.6242410280249523,3.76,0.0,0.8476199362934478,0.999999798548473,4.616949278772109e-10,3.1396365248096285e-24,1.9077889435921162e-17,2.061728854098541e-07,2.0050179377869493e-07,1.8768803552493286e-10,5.09390116820784e-10,2.6118005781275143e-09,1.1657218665029296e-09,2.5765861682899513e-10,2.9343256565055014e-10,1.914457150459041e-12,4.289660951617359e-15
6.654022859443427e-07,0.6242410280348523,3.76,0.0,0.847619931716807,0.9999997941114319,4.878621949959141e-10,3.37400223918586e-24,1.992686573726777e-17,2.1073332210435418e-07,2.0490386647258296e-07,1.9233654140068173e-10,5.24783866120121e-10,2.6430858023843375e-09,1.209254380931051e-09,2.6916877564567944e-10,3.009560446783356e-10,1.959297467057834e-12,4.579549307831329e-15
6.79694875862541e-07,0.6242410280447568,3.76,0.0,0.8476199271385686,0.9999997896739371,5.148080369199725e-10,3.620253091507267e-24,2.079441827336686e-17,2.1529510212498423e-07,2.0930591782356968e-07,1.9698632237435418e-10,5.401595284079725e-10,2.673678844277503e-09,1.2532994734943948e-09,2.809319122984182e-10,3.08414070435386e-10,2.0042359599916883e-12,4.882261904402852e-15
6.939874657807394e-07,0.6242410280546661,3.76,0.0,0.8476199225587475,0.9999997852359951,5.425313735438192e-10,3.878711350151856e-24,2.1680552485512512e-17,2.198582100915632e-07,2.1370794532671345e-07,2.0163756217549122e-10,5.55510670651951e-10,2.70359840151343e-09,1.2978458327937986e-09,2.9294811486494036e-10,3.158044902924425e-10,2.049268803867075e-12,5.19808018191385e-15
7.082800556989377e-07,0.6242410280645803,3.76,0.0,0.847619917977359,0.9999997807976135,5.710308074839767e-10,4.149700201639916e-24,2.2585273752556804e-17,2.244226306115373e-07,2.1810994654436288e-07,2.0629035321760714e-10,5.708312156037749e-10,2.7328627181194517e-09,1.342882452262774e-09,3.0521752045799716e-10,3.231253750222079e-10,2.0943422960361366e-12,5.527285779413367e-15
7.225726456171361e-07,0.6242410280745001,3.76,0.0,0.8476199133944184,0.999999776358799,6.003046432425734e-10,4.433543665441148e-24,2.3508587388987978e-17,2.2898834835725418e-07,2.2251191910450086e-07,2.1094464491144456e-10,5.86115433056295e-10,2.761489521163854e-09,1.3883986230654326e-09,3.1774024010610206e-10,3.303750022342143e-10,2.139427952418598e-12,5.870160533513857e-15
7.368652355353344e-07,0.6242410280844252,3.76,0.0,0.8476199088099412,0.9999997719195582,6.303509046601489e-10,4.730566472211755e-24,2.4450498645877428e-17,2.3355534797833032e-07,2.2691386069898137e-07,2.1560035406051358e-10,6.013579322399872e-10,2.7894960255579796e-09,1.4343839261433561e-09,3.305163504175135e-10,3.3755183967743804e-10,2.1845308501100646e-12,6.226986473216718e-15
7.511578254535328e-07,0.6242410280943559,3.76,0.0,0.8476199042239426,0.9999997674798978,6.611673513348386e-10,5.041093996741333e-24,2.5411012711772825e-17,2.381236140491519e-07,2.3131576908173078e-07,2.2025743390751532e-10,6.165536502625037e-10,2.816898972583479e-09,1.4808282239296014e-09,3.435459184603792e-10,3.446545332479493e-10,2.2296647554792455e-12,6.598045814533795e-15
7.654504153717311e-07,0.6242410281042928,3.76,0.0,0.8476198996364381,0.9999997630398245,6.927514945868838e-10,5.365452231183985e-24,2.6390134712683274e-17,2.4269313108608707e-07,2.3571764206703143e-07,2.2491587080341542e-10,6.316978385409155e-10,2.8437146593526406e-09,1.5277216524766928e-09,3.568290182420214e-10,3.516818978069435e-10,2.2748356448283945e-12,6.9836209562803515e-15
7.797430052899295e-07,0.6242410281142359,3.76,0.0,0.8476198950474432,0.9999997585993441,7.251006130203704e-10,5.703967763742618e-24,2.738786971168032e-17,2.472638835877923e-07,2.401194775279052e-07,2.2957565782627794e-10,6.467860497652775e-10,2.8699589504976918e-09,1.5750546141293982e-09,3.703657302932732e-10,3.5863290833584725e-10,2.320042116050466e-12,7.383994476574847e-15
7.940355952081278e-07,0.6242410281241856,3.76,0.0,0.8476198904569732,0.9999997541584627,7.582117675389019e-10,6.056967749321946e-24,2.840422270866535e-17,2.518358560629712e-07,2.445212733945534e-07,2.342367811999557e-10,6.618141260455846e-10,2.895647283581025e-09,1.6228177704865182e-09,3.8415613544557784e-10,3.655066907047922e-10,2.365281609068033e-12,7.799449129382332e-15
8.226207750445247e-07,0.6242410281441053,3.76,0.0,0.8476198812716693,0.9999997452755206,8.267074218490971e-10,6.807732335810794e-24,3.049280238113496e-17,2.6098339906125424e-07,2.5332473834303874e-07,2.4356298263872246e-10,6.916746257627592e-10,2.9454157478693385e-09,1.7195985699557264e-09,4.1249834118768936e-10,3.790197760427259e-10,2.455852333174504e-12,8.676733706081056e-15
8.512059548809215e-07,0.6242410281640536,3.76,0.0,0.8476198720806497,0.999999736391043,8.982111226574124e-10,7.620373378686131e-24,3.265591246925831e-17,2.701356367778966e-07,2.6212802144024273e-07,2.528942974695545e-10,7.212514432967457e-10,2.9931353882351574e-09,1.8179942685789592e-09,4.418562353446496e-10,3.9221684209602465e-10,2.546557004475393e-12,9.617740097005706e-15
8.797911347173183e-07,0.6242410281840322,3.76,0.0,0.8476198628840365,0.999999727505073,9.726929173363403e-10,8.49752549122879e-24,3.4893590710800714e-17,2.7929244672588885e-07,2.70931108033884e-07,2.6223057375711725e-10,7.505206197922206e-10,3.0389153986680815e-09,1.9179388019057577e-09,4.72230403291807e-10,4.0509545040330067e-10,2.6374057097199006e-12,1.0624736294883398e-14
9.083763145537151e-07,0.6242410282040425,3.76,0.0,0.8476198536819504,0.9999997186176504,1.0501206141908786e-09,9.441829850568591e-24,3.7205873850750173e-17,2.8845370754009057e-07,2.7973398424818693e-07,2.715717030773839e-10,7.79461810570815e-10,3.0828591748130518e-09,2.019369626211113e-09,5.036214341577535e-10,4.176548086323159e-10,2.7283912959054594e-12,1.1699992763316874e-14
9.369614943901119e-07,0.6242410282240862,3.76,0.0,0.847619844474511,0.9999997097288139,1.1304601302053443e-09,1.0455933676688345e-23,3.9592797651482323e-17,2.9761929930443554e-07,2.8853663694284057e-07,2.8091757877055957e-10,8.080579812155451e-10,3.1250646078755475e-09,2.1222275324875074e-09,5.360299076523892e-10,4.298955665610376e-10,2.8195026816175642e-12,1.284578233020107e-14
9.655466742265087e-07,0.6242410282441647,3.76,0.0,0.8476198352618358,0.9999997008385995,1.2136758121049956e-09,1.1542489803131098e-23,4.205439690522067e-17,3.0678910383003473e-07,2.9733905367382587e-07,2.902680715588857e-10,8.362951205194233e-10,3.1656243634008568e-09,2.226456468918045e-09,5.694563798018711e-10,4.4181962921988776e-10,2.9107392918500844e-12,1.4064380084372371e-14
9.941318540629054e-07,0.6242410282642791,3.76,0.0,0.8476198260440408,0.9999996919470412,1.2997307303213183e-09,1.27041563303053e-23,4.4590705448982345e-17,3.1596300486200227e-07,3.061412226561196e-07,2.996230445052157e-10,8.641619709694882e-10,3.2046261652526235e-09,2.332003371751467e-09,6.039013878100991e-10,4.53429986868244e-10,3.002106398020326e-12,1.5358063275462474e-14
9.999999999999997e-07,0.6242410282844308,3.76,0.0,0.8476198241511306,0.9999996901215628,1.3177444457293802e-09,1.2952164896853483e-23,4.5120620479994084e-17,3.178467774799979e-07,3.079481557236587e-07,3.015440347853957e-10,8.698360051260342e-10,3.2124475942066723e-09,2.3538291390540154e-09,6.110985318914638e-10,4.5577496617033624e-10,3.0208792251276272e-12,1.5633135114813182e-14
1.022717033899302e-06,0.6242410282844308,3.76,0.0,0.8476198168212398,0.9999996830541718,1.388586945326995e-09,1.394359637034734e-23,4.720175618132501e-17,3.251408882494047e-07,3.149431327284839e-07,3.089823726763394e-10,8.916497770027868e-10,3.2421530697723854e-09,2.438818005602741e-09,6.393654606964381e-10,4.6473056297757307e-10,3.0936047060706983e-12,1.6729111217526862e-14
1.0513022137356988e-06,0.624241028304621,3.76,0.0,0.8476198075935439,0.9999996741600217,1.4802057482260945e-09,1.5263477877947346e-23,4.988758108024577e-17,3.3432264210634874e-07,3.237447733203053e-07,3.183459424220607e-10,9.187520502192887e-10,3.278283714388858e-09,2.546852813099846e-09,6.758491198217237e-10,4.757260790748746e-10,3.185230073157503e-12,1.817980519684565e-14
1.0798873935720955e-06,0.6242410283248512,3.76,0.0,0.8476197983610632,0.9999996652646199,1.5745478785137992e-09,1.666647355114419e-23,5.264821122211329e-17,3.435081569581779e-07,3.3254613442022e-07,3.277136402754105e-10,9.454643503849931e-10,3.313092546369077e-09,2.6560627726653113e-09,7.133528729963492e-10,4.864219336525107e-10,3.2769796569584487e-12,1.9712428383783393e-14
1.1084725734084922e-06,0.6242410283451216,3.76,0.0,0.8476197891239029,0.9999996563679943,1.6715737210421978e-09,1.8155260790412137e-23,5.548367680170225e-17,3.526973258576718e-07,3.4134720654632005e-07,3.370853492826391e-10,9.717840814190138e-10,3.346650043999549e-09,2.766405263438331e-09,7.518772128293214e-10,4.968240930572123e-10,3.3688538386630466e-12,2.1329265748446847e-14
1.137057753244889e-06,0.6242410283654339,3.76,0.0,0.847619779882168,0.9999996474701703,1.7712434832579894e-09,1.9732521709681015e-23,5.839400715318697e-17,3.618900444716594e-07,3.5014798071789666e-07,3.464609539062872e-10,9.977103018941433e-10,3.379022931322825e-09,2.8778399371464004e-09,7.914226201272827e-10,5.069389935962446e-10,3.460853108630395e-12,2.3032603980101472e-14
1.1656429330812856e-06,0.6242410283857887,3.76,0.0,0.8476197706359592,0.9999996385711729,1.8735173537383943e-09,2.140094319305499e-23,6.13792307717909e-17,3.7108621114908266e-07,3.5894844842872467e-07,3.55840344011818e-10,1.0232435495181356e-09,3.4102743802298554e-09,2.9903285969596674e-09,8.319895661880936e-10,5.167734543922163e-10,3.5529760665088406e-12,2.482473141045554e-14
1.1942281129176823e-06,0.6242410284061872,3.76,0.0,0.8476197613853754,0.9999996296710253,1.978355643447914e-09,2.316321699106195e-23,6.443937533587253e-17,3.802857269766258e-07,3.6774860162180853e-07,3.652234137298323e-10,1.0483856788389887e-09,3.4404641982455764e-09,3.103835082999897e-09,8.735785117794299e-10,5.263346000350641e-10,3.645220742605145e-12,2.670793794081398e-14
1.222813292754079e-06,0.6242410284266301,3.76,0.0,0.8476197521305122,0.9999996207697496,2.0857189112438088e-09,2.502203985195225e-23,6.757446772936602e-17,3.894884958201199e-07,3.765484326654709e-07,3.746100588943479e-10,1.0731397113543267e-09,3.469649006019681e-09,3.2183251639302953e-09,9.161899058692101e-10,5.356297918274147e-10,3.7375861723724485e-12,2.868451497295575e-14
1.2513984725904757e-06,0.6242410284471184,3.76,0.0,0.8476197428714627,0.9999996118673664,2.1955680749222842e-09,2.698011368361925e-23,7.078453406451559e-17,3.9869442434962136e-07,3.85347934330689e-07,3.8400017678888253e-10,1.0975096973112595e-09,3.4978824074076913e-09,3.3337664341961236e-09,9.598241862843863e-10,5.446665666732491e-10,3.830072046443287e-12,3.075675534359099e-14
1.3085688322632694e-06,0.6242410284882334,3.76,0.0,0.8476197243411624,0.9999995940593562,2.4225700976309596e-09,3.1204848879399694e-23,7.742968928792075e-17,4.17115401191797e-07,4.0294592249831067e-07,4.027904362811463e-10,1.145118148824744e-09,3.5516952615329775e-09,3.567381484158154e-09,1.050163108938061e-09,5.619955894166212e-10,4.015401790847477e-12,3.519740426200231e-14
1.3600221559687837e-06,0.6242410285253991,3.76,0.0,0.8476197076504502,0.999999578028547,2.634992144279962e-09,3.537376705957795e-23,8.366698683743438e-17,4.337042077631719e-07,4.187829203638575e-07,4.1971257788420554e-10,1.186709743739141e-09,3.597354520476114e-09,3.7805970596549016e-09,1.1349706048016299e-09,5.767853548043394e-10,4.182601724838969e-12,3.9544185907419175e-14
1.411475479674298e-06,0.624241028562722,3.76,0.0,0.8476196909474926,0.9999995619944271,2.8548861660043594e-09,3.990653591143879e-23,9.014757320474569e-17,4.503019285139039e-07,4.3461875487099386e-07,4.366445113026046e-10,1.2271546674354764e-09,3.6406431272868596e-09,3.996464217080203e-09,1.2230986241890532e-09,5.908580150843613e-10,4.350177955112618e-12,4.423663435791984e-14
1.4629288033798123e-06,0.624241028600206,3.76,0.0,0.8476196742327312,0.9999995459570825,3.0820474562559535e-09,4.481912797350312e-23,9.687157578174568e-17,4.66908119757644e-07,4.5045339584344104e-07,4.5358574421799606e-10,1.2664992512662773e-09,3.681783935589934e-09,4.214848304759338e-09,1.3145493844456846e-09,6.042580936811324e-10,4.518126462044897e-12,4.928816592685293e-14
1.5143821270853266e-06,0.6242410286378539,3.76,0.0,0.8476196575065805,0.9999995299165916,3.3162800349823396e-09,5.0127588730765065e-23,1.0383911566111853e-16,4.835223657418318e-07,4.662868158979782e-07,4.705358128898215e-10,1.304792965051553e-09,3.720978875094607e-09,4.435627336059986e-09,1.4093250167969708e-09,6.170290804665972e-10,4.686443752591212e-12,5.471220791293906e-14
1.565835450790841e-06,0.6242410286756688,3.76,0.0,0.8476196407694271,0.9999995138730257,3.5573971205360777e-09,5.584804163078107e-23,1.1105030803935716e-16,5.001442777475355e-07,4.821189901815667e-07,4.874942814921386e-10,1.3420872612136357e-09,3.758410921481972e-09,4.658690797458429e-09,1.5074275727922739e-09,6.29213093785931e-10,4.855125894642978e-12,6.052219788597581e-14
1.6172887744963553e-06,0.6242410287136527,3.76,0.0,0.8476196240216324,0.9999994978264484,3.805221408289535e-09,6.199669315413884e-23,1.1850526260528092e-16,5.167734930658933e-07,4.979498961334193e-07,5.044607421784836e-10,1.378434618082427e-09,3.7942458781142375e-09,4.8839385697205586e-09,1.6088590291961035e-09,6.408506339098118e-10,5.024168907248898e-12,6.673158305925304e-14
1.6687420982018696e-06,0.6242410287518084,3.76,0.0,0.8476196072635326,0.9999994817769179,4.0595851905445106e-09,6.858983777583845e-23,1.2620408391318666e-16,5.334096738862014e-07,5.137795132693176e-07,5.21434814362919e-10,1.4138877536781985e-09,3.828633990895759e-09,5.111279949941167e-09,1.7136212924055739e-09,6.519804114408994e-10,5.1935694160810835e-12,7.335381973821433e-14
1.720195421907384e-06,0.6242410287901379,3.76,0.0,0.8476195904954403,0.9999994657244871,4.3203303387860806e-09,7.564386282762692e-23,1.3414687173941608e-16,5.500525061184134e-07,5.296078229868631e-07,5.384161433103299e-10,1.4484989940775066e-09,3.861711407124346e-09,5.340632768509829e-09,1.8217162034225568e-09,6.626392403903203e-10,5.3633245290775145e-12,8.040237284199421e-14
1.7716487456128982e-06,0.624241028828643,3.76,0.0,0.8476195737176454,0.9999994496692031,4.5873081816054386e-09,8.317525316760728e-23,1.423337214214568e-16,5.667016981822416e-07,5.454348083890702e-07,5.554043986701624e-10,1.4823197692137848e-09,3.8936014973140705e-09,5.571922589223621e-09,1.933145542896035e-09,6.728619795822698e-10,5.533431404650236e-12,8.789071548884377e-14
1.8231020693184125e-06,0.6242410288673255,3.76,0.0,0.8476195569304172,0.9999994336111089,4.860379302586402e-09,9.120059563796796e-23,1.507647241790434e-16,5.833569797858584e-07,5.612604541244026e-07,5.723992733296659e-10,1.5154002157657773e-09,3.924416053436635e-09,5.8050819839701e-09,2.047911035510015e-09,6.826815110391885e-10,5.703887229765886e-12,9.583232863929681e-14
