Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520),CO3(1196),C2HO2(133),CO3(268),CH3O2(53),C2HO3(631),CO3(131),C2O2(813),C2HO3(230),C2HO2(812)
0.029898779113590866,0.8713481686422992,3.76,0.0,7.574556349658448e-11,3.1867907868308033e-07,1.0086722313732048,9.566209848074293e-18,7.058416341291719e-17,3.8032340029678215e-12,1.4750106064588377e-10,5.570054812168635e-23,0.00016634416206491836,0.0007563263710583497,0.3594580618113326,1.082684484857295e-08,2.250004812029253e-07,1.6978663162833718e-15,5.656750925000482e-23,3.43344073661846e-18,3.6650022111214796e-22,3.124936723587968e-08,0.3774310914562243,3.162641158118939e-10,5.837772783221706e-26,5.058744784385813e-20,2.3995464739666273e-15,3.843961261661797e-20,3.3951451164790824e-16,9.315029296262215e-15,5.808320692880774e-20,1.2103235477490235e-26,4.3997872149119155e-20,9.515658370905376e-11,0.3068646754635911,2.413022995165375e-16,5.190307187370597e-14,2.346971050323644e-19,4.580935937218703e-23,1.1310589658742702e-18,1.7964197115414294e-09,1.7068673060330622e-18,4.00076531543117e-23,7.1986029240464705e-12,3.0183481772345696e-08,-2.750051833074369e-18,7.106495445128482e-22,2.4814278254193014e-19,6.784114390587832e-14,8.054302318570664e-20,-8.871099787504169e-20,-2.981592222334372e-32,4.15997400168786e-09,1.3726912915006467e-11,1.0439393052574334e-16,-7.472206974924042e-22,1.826164459323817e-19,-5.950962296484976e-24,-1.3297977730542306e-24,1.5183959710165943e-20,5.190111712303571e-34,1.4758371827429455e-15,-2.9597357353468464e-23,3.42864485088139e-20,3.0295989841997564e-19,1.3638726013223033e-14,9.391327053744498e-17,5.4041367111592537e-17,3.353623390105187e-17,5.362666182303609e-17,3.3328403395717152e-21,1.984466072984194e-11,1.55468862727873e-17,1.8067694503869505e-18
0.030151212638202994,0.8713478018377335,3.76,0.0,7.58741507328717e-11,3.1522318591321565e-07,1.0086735828769735,9.401803607680219e-18,6.97314223981152e-17,3.790254590500558e-12,1.4562384504156544e-10,5.490857267485647e-23,0.0001654636133375477,0.0007523239788323552,0.35945915188545974,1.0826951605881778e-08,2.2262451288041023e-07,1.6889061485601671e-15,5.640757012686102e-23,3.4418708598936695e-18,3.648623844094701e-22,3.108626559793872e-08,0.3774315532588663,3.1294361915951843e-10,5.843077383767775e-26,5.037427436857799e-20,2.4011723068810754e-15,3.8273942402476324e-20,3.3669789483189213e-16,9.238863083802025e-15,5.785327960018614e-20,1.2063336893900243e-26,4.375610869512309e-20,9.465294038017007e-11,0.30686421385080453,2.401479368583783e-16,5.19207805776235e-14,2.347747010715779e-19,4.578674280486188e-23,1.1272010284001448e-18,1.7869118151908454e-09,-1.456233204113594e-19,-3.565198020009065e-24,7.160422875293998e-12,3.018352684675375e-08,-1.2413528846652508e-18,7.071307045637687e-22,2.482211312393232e-19,6.748511579151617e-14,8.059759104175555e-20,-5.578021491514544e-19,7.929318679379107e-32,4.143000581314343e-09,1.3726892246860772e-11,1.0439394501908217e-16,-1.1584785901064954e-21,1.8261647171157534e-19,-5.832934487628108e-24,-8.359947281129634e-24,1.510359086361926e-20,5.185180257267761e-34,1.4680306756420109e-15,-2.1508135203108383e-23,3.428645331813595e-20,3.0135503976574605e-19,1.3494690455886844e-14,9.342325763702169e-17,5.347065603498534e-17,3.3358831390862703e-17,5.334292015185618e-17,3.2976436865495077e-21,1.984592222001858e-11,1.5465725160074075e-17,1.7973422202161515e-18
0.030403646162815122,0.8713474426696985,3.76,0.0,7.600210407604572e-11,3.118567917080976e-07,1.0086749067244831,9.242940082147852e-18,6.890364908770289e-17,3.777579976794302e-12,1.4379892805882403e-10,5.41406142463865e-23,0.00016460138823862956,0.0007484048594722527,0.3594602188153621,1.0827056282752951e-08,2.2031021222806256e-07,1.68013222174048e-15,5.626997917355843e-23,3.4519445242963484e-18,3.633226712367307e-22,3.092654189705542e-08,0.37743200596677917,3.0970903255308875e-10,5.849433647771855e-26,5.0085246499703774e-20,2.400604265107472e-15,3.8046159147249226e-20,3.3395360825428516e-16,9.164641696692516e-15,5.762930513760387e-20,1.2025109680825325e-26,4.352060634889161e-20,9.415977652208765e-11,0.30686376132882875,2.390204248084819e-16,5.193898045252996e-14,2.3485457990094637e-19,4.576551700653139e-23,1.1234336815158205e-18,1.7776017515342822e-09,-5.719077642181975e-19,-1.3845398527465957e-23,7.123038005477602e-12,3.018357124483051e-08,1.5025348092541751e-19,7.03693786054295e-22,2.4830198627330646e-19,6.71364725399209e-14,8.057927073122595e-20,-2.0704716470372532e-19,-2.6369082901126237e-31,4.126361564235073e-09,1.372687198599823e-11,1.0439395917907532e-16,7.185412582770765e-23,1.82616496900494e-19,4.3201419052300675e-25,-3.10339058342713e-24,1.5024894307543183e-20,5.182504431564112e-34,1.4603865681929022e-15,1.831503587555242e-24,3.4286458016809836e-20,2.997835897008241e-19,1.3354393488725542e-14,9.294339175659811e-17,5.291475825631412e-17,3.318511948176453e-17,5.3065081517594675e-17,3.263360589610285e-21,1.984716211181904e-11,1.5386245088153253e-17,1.7881102060362742e-18
0.03065607968742725,0.8713470909403991,3.76,0.0,7.612943256228469e-11,3.085769530399462e-07,1.0086762036236199,9.089380571850667e-18,6.809989548435711e-17,3.765200590105225e-12,1.4202446484831708e-10,5.339573823155672e-23,0.00016375701332393576,0.000744566861884627,0.3594612632054813,1.0827158929684881e-08,2.1805554703352477e-07,1.6715397311552477e-15,5.59964601052513e-23,3.451561434146788e-18,3.615787082566478e-22,3.0770109429947924e-08,0.3774324498065548,3.0655753541351364e-10,5.841220858897746e-26,4.9831003659389685e-20,2.400433903781237e-15,3.785679263600423e-20,3.3127924122383405e-16,9.092300784599221e-15,5.741108792941772e-20,1.1982254529646873e-26,4.329115929995258e-20,9.367682140178796e-11,0.30686331767117203,2.3791917630973065e-16,5.195766213876017e-14,2.349366977120039e-19,4.574564492085217e-23,1.1197540807225735e-18,1.7684844096846069e-09,2.000840083688446e-19,4.859319436061855e-24,7.0864277447443166e-12,3.018361497574232e-08,-6.683908579068932e-20,7.003373877690345e-22,2.4838529807914026e-19,6.679502412772854e-14,8.057070516563516e-20,1.7360340995607807e-19,6.924521097223232e-32,4.110048772834171e-09,1.372685212226157e-11,1.0439397301482362e-16,8.55321719671981e-23,1.8261652151520817e-19,4.6693665098912025e-25,2.602021550620185e-24,1.494782683784804e-20,5.166159566526853e-34,1.452900665916527e-15,1.862387243934515e-24,3.428646260786062e-20,2.982446845506902e-19,1.3217711902141441e-14,9.24734125000908e-17,5.2373185589483634e-17,3.3015002849688245e-17,5.2792993449094e-17,3.2299609417895606e-21,1.9848380871840233e-11,1.5308402903606406e-17,1.779068398147504e-18
0.030908513212039378,0.8713467464590794,3.76,0.0,7.625614147922859e-11,3.053808466881911e-07,1.008677474259105,8.940905216278783e-18,6.731929784527435e-17,3.753108844378188e-12,1.4029869018542662e-10,5.2673083960191446e-23,0.00016293003065793072,0.0007408079054211836,0.3594622856404425,1.0827259595688346e-08,2.1585856801165205e-07,1.6631240299837025e-15,5.565531989167344e-23,3.4484152999093285e-18,3.5977706695885937e-22,3.06168843121539e-08,0.3774328849974514,3.0348642181171096e-10,5.829262811215867e-26,4.960006307936153e-20,2.401501993358341e-15,3.768149120170218e-20,3.2867262653850467e-16,9.021782448677052e-15,5.71984403228603e-20,1.1937444798021381e-26,4.3067570114644656e-20,9.320381315343346e-11,0.30686288265867334,2.3684364698506646e-16,5.197687790434337e-14,2.3502128853365126e-19,4.5727137559340087e-23,1.1161599717356283e-18,1.7595548461473836e-09,3.7305287229177354e-20,9.692845083605203e-25,7.050572197938871e-12,3.0183658048637834e-08,-6.131486306602447e-20,6.970597825265744e-22,2.4847131075093264e-19,6.646058689726473e-14,8.060199517808859e-20,7.164353824631054e-20,5.008656395886881e-32,4.094054288055837e-09,1.3726832645822715e-11,1.0439398653512638e-16,3.8668459635676355e-24,1.8261654557125634e-19,-2.927936806243878e-26,1.0738505989491142e-24,1.487234666553047e-20,5.144331144086917e-34,1.4455689116817413e-15,-2.9088314259139284e-25,3.428646709421287e-20,2.96737488950341e-19,1.3084527514587308e-14,9.201306793520632e-17,5.184546977059496e-17,3.2848389292047794e-17,5.252650846783112e-17,3.1974158647391658e-21,1.9849578952536264e-11,1.523215685617766e-17,1.7702119496830818e-18
0.031160946736651506,0.8713464090409426,3.76,0.0,7.638223344312e-11,3.022657634585774e-07,1.008678719293439,8.797295399070435e-18,6.656098950066393e-17,3.741298156267181e-12,1.3861991445780908e-10,5.197179552363453e-23,0.00016211999718551893,0.0007371259770257613,0.359463286685856,1.082735832807268e-08,2.1371740481023952e-07,1.6548806222511243e-15,5.538194064535809e-23,3.449381760104276e-18,3.581078125741404e-22,3.04667853646637e-08,0.37743331175168976,3.004930949670285e-10,5.823863755119531e-26,4.937851059153728e-20,2.4025987381120435e-15,3.751069277965587e-20,3.261316245166972e-16,8.953029612154325e-15,5.699118224187205e-20,1.1896056659904417e-26,4.284964933373789e-20,9.27404984192106e-11,0.30686245607920554,2.3579317590899086e-16,5.199660664835647e-14,2.3510825512932058e-19,4.570994910979666e-23,1.1126493985964998e-18,1.7508082780408513e-09,-1.8424177178356747e-19,-4.4174709514623426e-24,7.015452117237978e-12,3.018370047263817e-08,9.758039997385976e-20,6.938589835270347e-22,2.4855991891864694e-19,6.613298305352462e-14,8.063595964147156e-20,-1.262439029115744e-19,-2.9482979699471953e-32,4.0783704390508294e-09,1.3726813547169402e-11,1.0439399974849335e-16,-4.1548154085239677e-23,1.8261656908366614e-19,-2.0742984774557455e-25,-1.892172437243103e-24,1.4798413359354586e-20,5.128798919406655e-34,1.4383873801430017e-15,-7.539707076848977e-25,3.428647147869477e-20,2.952611946967526e-19,1.2954726930349578e-14,9.156211425312208e-17,5.133116149825909e-17,3.268518960132167e-17,5.226548388574101e-17,3.165697649545891e-21,1.9850756792794697e-11,1.5157466542333945e-17,1.76153617006197e-18
0.03166581378587576,0.8713457546847921,3.76,0.0,7.663258141793032e-11,2.962683691927247e-07,1.0086811351025264,8.523891242384076e-18,6.510813276610851e-17,3.718492723370455e-12,1.353969576305886e-10,5.06302472315103e-23,0.00016054907667165994,0.000729985475046561,0.3594652267796449,1.0827550174164675e-08,2.095954170136058e-07,1.6388934230848509e-15,5.509543289712571e-23,3.4645677143760942e-18,3.5525526116987835e-22,3.017565419185099e-08,0.37743414076546167,2.9472992973430966e-10,5.832716242526291e-26,4.894158873861608e-20,2.404187774733132e-15,3.7170664048025443e-20,3.212386592779884e-16,8.820612075342973e-15,5.659215011969633e-20,1.1825732436412063e-26,4.243009279220197e-20,9.184197669746959e-11,0.3068616274044532,2.337647232800349e-16,5.2037526942391314e-14,2.3528896387779307e-19,4.5679346973794423e-23,1.1058707682287051e-18,1.7338457637027997e-09,-2.604972231272137e-19,-6.348466843487742e-24,6.947344454340831e-12,3.0183783410233615e-08,5.158838341482729e-19,6.876792286945249e-22,2.4874453883723265e-19,6.549759312678918e-14,8.068896246338783e-20,-2.8175236860562847e-19,-8.803732206615716e-32,4.047905151220121e-09,1.3726776446678872e-11,1.0439402528707635e-16,1.6313531727948156e-22,1.8261661453524276e-19,1.1707925365018637e-24,-4.2231417153760485e-24,1.465503210536804e-20,5.120488103944396e-34,1.4244599132056675e-15,5.619659459674474e-24,3.428647995289958e-20,2.923982071416375e-19,1.2704846177531768e-14,9.068744311847335e-17,5.034105988839441e-17,3.236868929552119e-17,5.175926804706498e-17,3.104636488652387e-21,1.9853053442751492e-11,1.501259793617628e-17,1.744708601806083e-18
0.03217068083510002,0.8713451265098521,3.76,0.0,7.688050768025816e-11,2.905651781135821e-07,1.0086834559390794,8.267672182510895e-18,6.373532716445057e-17,3.696732278634542e-12,1.3234345066815304e-10,4.9365186044633225e-23,0.00015904098313360008,0.0007231305042678229,0.3594670876592147,1.0827734818424372e-08,2.056760599890907e-07,1.6235449590273063e-15,5.456673563408352e-23,3.463066885280481e-18,3.5216929922461476e-22,2.989611665273478e-08,0.37743493841519093,2.892492563036216e-10,5.817339707577035e-26,4.8502626005334616e-20,2.4055041114839552e-15,3.6840592847853255e-20,3.1658519122699875e-16,8.694643174243525e-15,5.621268913567526e-20,1.1748489166876305e-26,4.203111943139175e-20,9.09793870624185e-11,0.306860830080288,2.318281567787389e-16,5.208016539984312e-14,2.3547764519014343e-19,4.5653397654712505e-23,1.099402733601455e-18,1.7175615804261149e-09,-9.360086248302941e-20,-1.8823066384682168e-24,6.8819627697444444e-12,3.018386386059591e-08,3.473977564265456e-19,6.817803131285302e-22,2.4893789096146333e-19,6.488754253282854e-14,8.072679416983619e-20,2.516985999536671e-19,1.6370420139945506e-31,4.01859614758177e-09,1.3726740750545894e-11,1.0439404969328486e-16,2.0387809337899993e-22,1.8261665798069402e-19,9.63416405647029e-25,3.772605190114138e-24,1.4517384790900013e-20,5.088925280857774e-34,1.4110893048987214e-15,3.3093516222344205e-24,3.428648805131315e-20,2.896497596511701e-19,1.2467249736478382e-14,8.984759928024647e-17,4.939963208590128e-17,3.2064843783497136e-17,5.1273293216961637e-17,3.0465771097057264e-21,1.9855274081407644e-11,1.4873498831896732e-17,1.7285510671445575e-18
0.03267554788432427,0.8713445232356052,3.76,0.0,7.712604145954982e-11,2.8513810152597016e-07,1.0086856863887659,8.027296992173494e-18,6.243708967986268e-17,3.6759673238108526e-12,1.2944823738417128e-10,4.817118651946625e-23,0.00015759265056754647,0.0007165471335336606,0.35946887323785087,1.0827912590545309e-08,2.0194685024551805e-07,1.6088041080456025e-15,5.390508524448257e-23,3.4516468194998484e-18,3.4895619681736244e-22,2.9627610377034797e-08,0.3774357061723333,2.8403373070556347e-10,5.788451786421219e-26,4.811082984261279e-20,2.407652581021856e-15,3.654410286902181e-20,3.121570735492602e-16,8.574744702695423e-15,5.585159676222826e-20,1.1668536857158073e-26,4.1651464143775197e-20,9.015097620666617e-11,0.30686006263590415,2.299794295347446e-16,5.212454752204973e-14,2.3567440189910273e-19,4.5631928711228444e-23,1.0932305861116137e-18,1.701922629277861e-09,1.0604429295798337e-19,2.5743483137675833e-24,6.819173890774594e-12,3.018394189484587e-08,-1.8680799443535012e-20,6.761501942926853e-22,2.491400649664715e-19,6.4301600220081e-14,8.078887246260331e-20,1.6978793513234307e-19,1.0304428127814403e-32,3.990390054058314e-09,1.3726706392827826e-11,1.043940730258858e-16,1.2933241286430695e-24,1.8261669952381622e-19,1.2056514769600761e-26,2.544873281999392e-24,1.4385191621655413e-20,5.044250434137546e-34,1.3982483897916552e-15,6.354319498566266e-26,3.428649579345989e-20,2.870102598495399e-19,1.2241180766224687e-14,8.904089368919694e-17,4.850387929908011e-17,3.1773035705735056e-17,5.080657192079865e-17,2.9913345737570412e-21,1.985742178378291e-11,1.473988933823172e-17,1.7130310708577525e-18
0.03318041493354853,0.8713439436654516,3.76,0.0,7.736920649132718e-11,2.799704185027077e-07,1.0086878307576872,7.801528738397545e-18,6.120838081547021e-17,3.656151930942401e-12,1.2670105478130154e-10,4.7043342457253276e-23,0.00015620120026813895,0.0007102222825180295,0.3594705871893203,1.0828083800959753e-08,1.9839624907319408e-07,1.5946416464049568e-15,5.342439893017141e-23,3.4569713639066833e-18,3.4619645666295046e-22,2.9369607110924485e-08,0.37743644541972854,2.790673169212774e-10,5.784637554586429e-26,4.7729579108700105e-20,2.409955584325766e-15,3.625278225706192e-20,3.079413757921044e-16,8.460570908059761e-15,5.550776123585774e-20,1.1598191795014556e-26,4.128995734051797e-20,8.935509791612974e-11,0.306859323689073,2.28214105351527e-16,5.2170643386955205e-14,2.35879086122276e-19,4.5614722013157214e-23,1.087340677534082e-18,1.6868978330145844e-09,3.181865588815733e-20,7.374250992171039e-25,6.7588527900259834e-12,3.0184017582955315e-08,3.024874439364579e-20,6.707748082970871e-22,2.4935088616604474e-19,6.3738610157044e-14,8.086237626923479e-20,-1.5136278233708243e-19,4.127563580715642e-32,3.963236631610886e-09,1.3726673311557826e-11,1.043940953399978e-16,-3.968489213598356e-23,1.826167392619697e-19,-2.137369960189779e-25,-2.268689358770712e-24,1.425818989386691e-20,5.0196185585012775e-34,1.3859116613549218e-15,-8.355753727621563e-25,3.42865031976497e-20,2.844744571912085e-19,1.202593970866558e-14,8.826573974101757e-17,4.765102970357331e-17,3.149268540391973e-17,5.035817698651585e-17,2.9387379391258502e-21,1.985949945419342e-11,1.4611506545852198e-17,1.6981180886418006e-18
0.033685281982772784,0.871343386668466,3.76,0.0,7.761002531258368e-11,2.750466539725225e-07,1.0086898930932802,7.589270788828859e-18,6.004459084876338e-17,3.6372423295556303e-12,1.2409245038857232e-10,4.597710260071963e-23,0.00015486392685067223,0.0007041436582433682,0.3594722329656969,1.0828248741986743e-08,1.9501357914487483e-07,1.5810301062685542e-15,5.315271949716044e-23,3.4653896194232456e-18,3.4378264605808077e-22,2.9121610187700118e-08,0.3774371574582023,2.7433517182042187e-10,5.78633826071535e-26,4.736838150855428e-20,2.4118823507996533e-15,3.597239437093818e-20,3.039258894838435e-16,8.35179485963227e-15,5.51801535669679e-20,1.1538550550773166e-26,4.0945516540040677e-20,8.859020507884676e-11,0.3068586119395435,2.2652791025187884e-16,5.221821238146732e-14,2.3609060018396635e-19,4.560141569891685e-23,1.081720000688696e-18,1.6724579852272568e-09,-3.9890960559717715e-20,-1.0595720495253047e-24,6.70088197680561e-12,3.0184090993616674e-08,2.3822529106011535e-20,6.656413525415947e-22,2.495691795273419e-19,6.31974853276841e-14,8.092497166749586e-20,4.2422264524574955e-20,-1.082714317067403e-31,3.9370885461773635e-09,1.3726641448448266e-11,1.0439411668736212e-16,9.670167803260762e-24,1.8261677728655694e-19,6.369074274892266e-26,6.358021176222966e-25,1.413613271898104e-20,5.009115305059528e-34,1.3740551481936314e-15,2.8815356848883052e-25,3.428651028106833e-20,2.8203741743588885e-19,1.1820879231483426e-14,8.752064568280753e-17,4.6838518405500174e-17,3.122324810806563e-17,4.992723704583337e-17,2.8886290257489087e-21,1.9861509838944716e-11,1.448810326820067e-17,1.6837834210182175e-18
0.03419014903199704,0.8713428511850232,3.76,0.0,7.784851983333296e-11,2.703524680528618e-07,1.0086918772035178,7.389511291479833e-18,5.894149506812432e-17,3.6191970677457517e-12,1.2161370631412746e-10,4.496833768820305e-23,0.00015357828541431466,0.0006982996967819705,0.3594738138137332,1.0828407689469889e-08,1.9178894710795251e-07,1.5679436465258117e-15,5.273905915341456e-23,3.4618166147284745e-18,3.412674450484956e-22,2.8883152206022345e-08,0.3774378435126304,2.698235383795918e-10,5.770212152521085e-26,4.7013081017659727e-20,2.41393789884724e-15,3.5703086547669325e-20,3.0009939154854327e-16,8.248115998842269e-15,5.486782012044631e-20,1.1475476857498876e-26,4.0617138557540473e-20,8.785484234613407e-11,0.3068579261629806,2.2491685856718685e-16,5.2267198340085674e-14,2.3630867903977513e-19,4.5591789607641906e-23,1.0763562368798523e-18,1.6585756118010972e-09,8.4984669953712e-20,2.080257716375202e-24,6.645150938197274e-12,3.018416219411602e-08,-1.0067546428461814e-19,6.607370070547675e-22,2.497946483752725e-19,6.267720301241952e-14,8.098728788586664e-20,1.284609470722738e-19,2.4260125683946333e-32,3.911901157419759e-09,1.3726610748618296e-11,1.0439413711659169e-16,2.1556428897002742e-23,1.8261681368346149e-19,1.125242122236636e-25,1.925436704576692e-24,1.4018787852450444e-20,4.983724022126896e-34,1.3626563003887166e-15,4.276200867219935e-25,3.4286517059860474e-20,2.7969449920684676e-19,1.1625399534988117e-14,8.680420764282917e-17,4.6063968845847324e-17,3.0964211353357057e-17,4.951293240277733e-17,2.8408612683246476e-21,1.9863455537948304e-11,1.436944688565019e-17,1.6700000592347638e-18
0.034695016081221296,0.8713423362158322,3.76,0.0,7.808470994752448e-11,2.6587455670453595e-07,1.0086937866744792,7.201330379729276e-18,5.78951539409378e-17,3.601977171308403e-12,1.1925677217982243e-10,4.4013223132659363e-23,0.0001523418797880583,0.0006926795098711917,0.35947533278985855,1.0828560903945613e-08,1.8871317586676604e-07,1.555357933583931e-15,5.224218918027037e-23,3.4617511636978222e-18,3.387455131839806e-22,2.8653792899866875e-08,0.3774385047374926,2.655196521357529e-10,5.760343140450929e-26,4.6677775756938403e-20,2.4163145871897256e-15,3.5449062358488786e-20,2.9645135773931073e-16,8.149252477485096e-15,5.456987612356191e-20,1.1411238853573e-26,4.0303892671307654e-20,8.714763941253699e-11,0.3068572652054138,2.233774911485819e-16,5.231763060169058e-14,2.365334462531365e-19,4.5585728545080873e-23,1.0712378040139941e-18,1.645224844056397e-09,-3.800160158130484e-21,-1.823556404217571e-26,6.5915556274504795e-12,3.018423125025984e-08,4.927416059230291e-20,6.560515346403657e-22,2.5002740966089943e-19,6.217679986364221e-14,8.106189925609046e-20,-9.986347188772893e-20,8.572010741694585e-32,3.8876323250979585e-09,1.3726581160344447e-11,1.043941566733985e-16,-1.2173469344666329e-23,1.826168485334495e-19,-7.670046576594451e-26,-1.4967678578144155e-24,1.3905936621288384e-20,4.955711309121133e-34,1.3516938854161263e-15,-3.3681211840497273e-25,3.4286523549205684e-20,2.7744133252902895e-19,1.1438944245772077e-14,8.611510323540602e-17,4.532517653071354e-17,3.071509261469141e-17,4.911449125032512e-17,2.7952987130040454e-21,1.9865339015354972e-11,1.4255318285142287e-17,1.6567425622314157e-18
0.03519988313044555,0.8713418408195857,3.76,0.0,7.831861371169792e-11,2.61600562708951e-07,1.0086956248863475,7.023899172340504e-18,5.690201075546922e-17,3.5855456475077453e-12,1.1701420528173511e-10,4.3108262768261905e-23,0.00015115245183084684,0.0006872728363166802,0.3594767927738342,1.0828708631450795e-08,1.8577774268846555e-07,1.5432500332553558e-15,5.191170043349718e-23,3.4709181555274344e-18,3.3656912620361574e-22,2.843311719983995e-08,0.37743914222192915,2.6141165576654306e-10,5.76428175636848e-26,4.636393102600757e-20,2.418615694623062e-15,3.520697613961231e-20,2.92972021138391e-16,8.054942295891178e-15,5.428549973070866e-20,1.1355606981835808e-26,4.0004914374925084e-20,8.646730489846826e-11,0.3068566279781833,2.2190651535693385e-16,5.236932308768988e-14,2.367640521692257e-19,4.558294149574517e-23,1.0663537083415668e-18,1.6323813032667715e-09,-1.237739020069573e-19,-3.021846572598585e-24,6.5399979982324916e-12,3.018429822631345e-08,8.169397423859559e-20,6.51574701422001e-22,2.5026655282640213e-19,6.169536781082934e-14,8.113753581940343e-20,-6.116927542843949e-20,-6.883016473228122e-32,3.864242232597923e-09,1.3726552634833573e-11,1.0439417540080214e-16,-5.400293870395687e-24,1.8261688191253694e-19,-2.0028201905317828e-26,-9.168474667747223e-25,1.3797372947804707e-20,4.942663647423602e-34,1.341147893400295e-15,-4.8315032827294165e-26,3.428652976338779e-20,2.752737992928233e-19,1.1260996664243024e-14,8.545208574039817e-17,4.46200941628827e-17,3.0475437153361644e-17,4.8731186226386035e-17,2.751815100390877e-21,1.9867162609234872e-11,1.4145510895084117e-17,1.643986944660459e-18
0.03570475017966981,0.8713413641084973,3.76,0.0,7.85502479165934e-11,2.575189959968205e-07,1.0086973950279738,6.8564431205845536e-18,5.595871786980748e-17,3.5698674156683846e-12,1.1487911655651996e-10,4.225023234033442e-23,0.0001500078716842687,0.0006820699977208776,0.359478196481196,1.0828851104768396e-08,1.8297472388323755e-07,1.5315983119852923e-15,5.165098335543472e-23,3.4733048226555664e-18,3.3456311712921504e-22,2.8220733465740463e-08,0.37743975699434773,2.574885226087674e-10,5.758869251734658e-26,4.6058176960853965e-20,2.420744833951033e-15,3.497226172083624e-20,2.8965226365868898e-16,7.964940947936984e-15,5.401392671619354e-20,1.1304736979296646e-26,3.9719399791278044e-20,8.581262077738222e-11,0.3068560134533348,2.2050038379901995e-16,5.242214285904903e-14,2.369998877277712e-19,4.558318932200119e-23,1.0616935241739352e-18,1.6200219954568908e-09,1.050763763068961e-19,2.4609909069408164e-24,6.490385580403164e-12,3.0184363184954317e-08,-1.4511271711650153e-19,6.472955227351414e-22,2.505114222127254e-19,6.123205010036204e-14,8.120519899210769e-20,1.2259196904470334e-19,-4.284869233193664e-32,3.841693226147352e-09,1.3726525126015987e-11,1.0439419333931834e-16,4.469466450554492e-24,1.82616913892323e-19,3.200910226998076e-26,1.8374390298647263e-24,1.3692902460247792e-20,4.929924812537334e-34,1.3309994508026778e-15,1.5180770284588946e-25,3.4286535715857915e-20,2.7318801545766367e-19,1.1091076410198146e-14,8.481397879668578e-17,4.394681835115878e-17,3.0244816055450613e-17,4.836233127627176e-17,2.7102930459337877e-21,1.9868928540375277e-11,1.4039829805507036e-17,1.6317105747955334e-18
0.03620961722889406,0.8713409052445037,3.76,0.0,7.877962839448427e-11,2.5361916145591563e-07,1.0086991001102221,6.6982805599476975e-18,5.5062227098357486e-17,3.5549092842297582e-12,1.1284512227550997e-10,4.143615295682489e-23,0.00014890612884399594,0.0006770618579292863,0.3594795464746551,1.0828988544438527e-08,1.8029674486864382e-07,1.5203823465251642e-15,5.125494482087862e-23,3.470103754989124e-18,3.324147489907954e-22,2.801627186658819e-08,0.37744035002664333,2.5373998768174734e-10,5.745466935417004e-26,4.5762287420366344e-20,2.4231162971969682e-15,3.4748487211097224e-20,2.864835518542375e-16,7.879019458871443e-15,5.375444568390721e-20,1.1250364433568409e-26,3.944660063028724e-20,8.518243727098371e-11,0.3068554206594015,2.1915609937292271e-16,5.247616545992617e-14,2.372412864804321e-19,4.558641416735886e-23,1.0572473872325531e-18,1.6081252150355659e-09,8.149720804755094e-20,2.0239469186303425e-24,6.4426310914624954e-12,3.018442618724605e-08,2.090906237145932e-20,6.432048181397665e-22,2.507623584205565e-19,6.078603773816421e-14,8.12788568645976e-20,-8.118114963005878e-22,8.364100281771015e-32,3.819949667590845e-09,1.3726498590356004e-11,1.0439421052713316e-16,-9.0091031216379e-25,1.826169445402964e-19,-2.0287374134260022e-26,-1.2144319635028719e-26,1.3592341678140677e-20,4.9063868793964e-34,1.3212307413558044e-15,-1.307844717503626e-25,3.4286541419292414e-20,2.7118031475152215e-19,1.0928736395232492e-14,8.419967153830909e-17,4.330357761426779e-17,3.002282443489921e-17,4.800727877862125e-17,2.6706233000975742e-21,1.987063892030624e-11,1.3938090961643966e-17,1.6198920809568348e-18
