Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19)
2.3654140629848676e-08,0.8756576494325994,3.76,0.0,0.6347172455314339,0.9999950458612558,1.434359849296903e-10,1.9990382070943316e-17,4.163442285340194e-12,1.1793978989137072e-05,4.950658852075547e-06,1.968742514208102e-10,3.1546659769989835e-09,6.119657680795349e-06,3.6348307474152547e-07,3.2679332527480873e-09
2.4670897169614576e-08,0.8756576947392409,3.76,0.0,0.6347167227532554,0.9999948332269035,1.6266201916667443e-10,2.3574683291299384e-17,4.532980504774172e-12,1.231645443200118e-05,5.162988840066452e-06,2.0918229172035683e-10,3.4294942733093827e-09,6.367501240709101e-06,3.947741483595447e-07,3.5579912387874655e-09
2.5687653709380475e-08,0.8756577400521632,3.76,0.0,0.6347161987349487,0.9999946206192512,1.835265087346441e-10,2.7617956533408863e-17,4.918553209381813e-12,1.2840157285431677e-05,5.375279260104408e-06,2.2160599759297244e-10,3.7156028989189365e-09,6.614144330052596e-06,4.2730433594634393e-07,3.860635383355711e-09
2.6704410249146374e-08,0.8756577853713805,3.76,0.0,0.6347156734824537,0.9999944080383611,2.0609528314042457e-10,3.215727075273205e-17,5.320197893232478e-12,1.336508158891927e-05,5.587530023291953e-06,2.3413600161171587e-10,4.0129679048045105e-09,6.859593018198765e-06,4.6106763798659834e-07,4.1758951459049995e-09
2.7721166788912273e-08,0.8756578306969054,3.76,0.0,0.6347151470016809,0.9999941954842947,2.3043403183647575e-10,3.723105300354844e-17,5.737951866750715e-12,1.3891221411284817e-05,5.799741041272013e-06,2.467639589030214e-10,4.321565242520787e-09,7.1038533437855025e-06,4.960580852846563e-07,4.503799842389914e-09
2.975467986844407e-08,0.8756579213669335,3.76,0.0,0.6347140903787923,0.9999937704568717,2.84683506226849e-10,4.914246720496807e-17,6.621936011704147e-12,1.494712403429247e-05,6.2240434908660565e-06,2.722848309698507e-10,4.972360234368209e-09,7.58883290908748e-06,5.696966895518383e-07,5.197660587997764e-09
3.158484164002268e-08,0.8756580029916654,3.76,0.0,0.63471313527616,0.9999933880245176,3.402174542209008e-10,6.210361422919103e-17,7.472986083037399e-12,1.590153456677083e-05,6.605778891455424e-06,2.9552209395233176e-10,5.596247081880128e-09,8.021310273721392e-06,6.40109002571402e-07,5.865672119249291e-09
3.334574004596014e-08,0.8756580815467528,3.76,0.0,0.6347122126483752,0.9999930201483861,4.00016701854856e-10,7.682748636044425e-17,8.341633634557315e-12,1.682345708815613e-05,6.972944504917781e-06,3.1809125964504415e-10,6.2305200676389885e-09,8.433872774717117e-06,7.115236836120036e-07,6.547497853135223e-09
3.5106638451897605e-08,0.8756581601210132,3.76,0.0,0.6347112864500705,0.9999926523538283,4.664012605746536e-10,9.40062914616979e-17,9.259316946557181e-12,1.7748911403667577e-05,7.339989214993981e-06,3.40845879530182e-10,6.898005211143561e-09,8.842986956178867e-06,7.865043391595773e-07,7.267814675163572e-09
3.6867536857835066e-08,0.8756582387145112,3.76,0.0,0.6347103567107358,0.9999922846411223,5.39706513925116e-10,1.138937435344498e-16,1.0226222463459248e-11,1.8677867894598932e-05,7.706912584351266e-06,3.637683241564494e-10,7.59857386664002e-09,9.248682953719926e-06,8.650211776589623e-07,8.02676911877415e-09
3.862843526377253e-08,0.8756583173273081,3.76,0.0,0.6347094234596012,0.9999919170105406,6.202665413946619e-10,1.367550466701243e-16,1.1242535052400799e-11,1.961029719955791e-05,8.073714180283535e-06,3.86844074874781e-10,8.332096651820687e-09,9.65099063913866e-06,9.47044667801324e-07,8.824506487244712e-09
4.038933366970999e-08,0.8756583959594658,3.76,0.0,0.6347084867256408,0.9999915494623498,7.084141110851197e-10,1.6286676172894473e-16,1.2308438016983632e-11,2.0546170212753305e-05,8.44039357466868e-06,4.100611382450672e-10,9.098443475674182e-09,1.0049939622726778e-05,1.0325455362465159e-06,9.661170864631288e-09
4.215023207564745e-08,0.8756584746110451,3.76,0.0,0.6347075465375731,0.9999911819968117,8.044806726766369e-10,1.925166739704595e-16,1.3424113110928287e-11,2.1485458082174842e-05,8.80695034392633e-06,4.3340958919235826e-10,9.897483565801944e-09,1.0445559255556339e-05,1.1214947653663885e-06,1.0536905126579464e-08
4.3911130481584914e-08,0.8756585532821045,3.76,0.0,0.6347066029238644,0.9999908146141829,9.087963506690546e-10,2.2600366161179676e-16,1.4589740551628275e-11,2.2428132207706408e-05,9.173384068975982e-06,4.5688120107516807e-10,1.0729085495239338e-08,1.0837878631746569e-05,1.213863591008033e-06,1.145185095102078e-08
4.5672028887522375e-08,0.8756586319727038,3.76,0.0,0.6347056559127313,0.9999904473147172,1.0216899378851814e-09,2.63637565295497e-16,1.5805499033602e-11,2.337416423920054e-05,9.539694335195514e-06,4.804691340000059e-10,1.1593117208810798e-08,1.1226926590711342e-05,1.3096235002761413e-06,1.2406148828764612e-08
4.743292729345984e-08,0.8756587106828998,3.76,0.0,0.6347047055321422,0.9999900800986631,1.1434888892340402e-09,3.057390584801094e-16,1.70715657418409e-11,2.4323526074520407e-05,9.905880732380058e-06,5.041676751504474e-10,1.2489446049022614e-08,1.1612731719387289e-05,1.4087462293344385e-06,1.3399938073987045e-08
4.91938256993973e-08,0.8756587894127504,3.76,0.0,0.6347037518098194,0.9999897129662656,1.2745193157354692e-09,3.5263951877634533e-16,1.8388116365052035e-11,2.5276189857550478e-05,1.0271942854701252e-05,5.279720300604481e-10,1.3417938781490133e-08,1.1995322354442358e-05,1.511203761226427e-06,1.4433356834615898e-08
5.095472410533476e-08,0.8756588681623123,3.76,0.0,0.634702794773242,0.9999893459177661,1.4151059788025344e-09,4.0468090023933447e-16,1.9755325108793632e-11,2.6232127976184275e-05,1.063788030066689e-05,5.518781564736884e-10,1.4378461619905696e-08,1.2374726584464904e-05,1.6169683237153612e-06,1.5506542102614155e-08
5.271562251127222e-08,0.8756589469316403,3.76,0.0,0.6347018344496478,0.9999889789534029,1.5655722847745897e-09,4.622156066170588e-16,2.1173364708502192e-11,2.7191313060300727e-05,1.1003692673080904e-05,5.758826288280712e-10,1.537088025056053e-08,1.2750972252133608e-05,1.7260123871431247e-06,1.6619629724165964e-08
5.4476520917209684e-08,0.8756590257207895,3.76,0.0,0.6347008708660345,0.9999886120734109,1.7262402796948587e-09,5.256063655563081e-16,2.2642406442411048e-11,2.8153717979736746e-05,1.1369379579003741e-05,5.999825255147784e-10,1.6395059856431355e-08,1.3124086956368504e-05,1.8383086623077407e-06,1.7772754409768438e-08
5.6237419323147146e-08,0.8756591045298145,3.76,0.0,0.6346999040491635,0.999988245278022,1.8974306443287855e-09,5.952261037728198e-16,2.4162620144360343e-11,2.9119315842258838e-05,1.1734940629713093e-05,6.241753360097659e-10,1.7450865140837656e-08,1.3494098054463314e-05,1.9538300983593723e-06,1.896604974423032e-08
5.799831772908461e-08,0.8756591833587691,3.76,0.0,0.6346989340255609,0.9999878785674645,2.0794626894199247e-09,6.714578231934075e-16,2.5734174216498415e-11,3.0088079991535487e-05,1.2100375440664966e-05,6.484588859100197e-10,1.8538160350674147e-08,1.3861032664199084e-05,2.0725498807147325e-06,2.019964819657863e-08
6.152011454095952e-08,0.8756593410766791,3.76,0.0,0.6346969844630993,0.9999871454017448,2.4773221876007754e-09,8.453388556676579e-16,2.9031969996641248e-11,3.2035001692420876e-05,1.2830864825781857e-05,6.972908651707772e-10,2.080667538749147e-08,1.4585779704659033e-05,2.3194783949976127e-06,2.278827881070729e-08
6.504191135283445e-08,0.8756594988749362,3.76,0.0,0.634695022386233,0.9999864125780236,2.9223456943159654e-09,1.0505103391338671e-15,3.253711284186407e-11,3.3994274473117445e-05,1.3560844740113028e-05,7.464657475180569e-10,2.3199510669734087e-08,1.5298540308877786e-05,2.5788843357375866e-06,2.553968405940936e-08
6.825646142703991e-08,0.8756596429771255,3.76,0.0,0.634693220732402,0.9999857439869326,3.3718395197297003e-09,1.2679881963910494e-15,3.591856374404695e-11,3.579322542041998e-05,1.4226692908756027e-05,7.916411320893663e-10,2.5491183641811643e-08,1.593883195900063e-05,2.826376556944238e-06,2.819401100557238e-08
7.147101150124537e-08,0.8756597871468982,3.76,0.0,0.6346914089749249,0.9999850756834924,3.864602527632323e-09,1.5170831878191629e-15,3.947481253851757e-11,3.760214234149353e-05,1.4892111999367614e-05,8.370870813969038e-10,2.7884674339047952e-08,1.6569467077654992e-05,3.0839380156428004e-06,3.098556431082469e-08
7.468556157545083e-08,0.8756599313845516,3.76,0.0,0.634689587263864,0.9999844076689571,4.40250767602692e-09,1.8006021780229585e-15,4.320681483202463e-11,3.9420874427503766e-05,1.5557099873165687e-05,8.827979142731405e-10,3.0379139116455005e-08,1.7190599111937455e-05,3.3514169529239163e-06,3.391509617727426e-08
7.790011164965629e-08,0.875660075690377,3.76,0.0,0.6346877557468829,0.9999837399445515,4.987412326702853e-09,2.1214512157315075e-15,4.7115511631169595e-11,4.124927327767662e-05,1.62216544337995e-05,9.287685293930904e-10,3.2973731520431176e-08,1.7802379065182377e-05,3.6286640204628065e-06,3.69833474273016e-08
8.111466172386175e-08,0.8756602200646603,3.76,0.0,0.634685914569287,0.9999830725114744,5.621158196417075e-09,2.482633243772219e-15,5.1201829576357735e-11,4.308719286080692e-05,1.688577362663638e-05,9.749942272402467e-10,3.5667602673618004e-08,1.840495553587575e-05,3.915532242122926e-06,4.01910476855042e-08
8.432921179806721e-08,0.8756603645076805,3.76,0.0,0.6346840638740611,0.9999824053708967,6.3055713154705e-09,2.8872458478519472e-15,5.54666811718204e-11,4.493448947733913e-05,1.7549455438060926e-05,1.0214706132210585e-09,3.845990164601706e-08,1.8998474755918416e-05,4.211876976201828e-06,4.353891555755082e-08
8.754376187227268e-08,0.8756605090197117,3.76,0.0,0.6346822038019054,0.999981738523963,7.0424619931471795e-09,3.3384790430084894e-15,5.991096501189342e-11,4.679102172203577e-05,1.8212697894786057e-05,1.068193534032125e-09,4.1349775813233594e-08,1.9583080628270972e-05,4.517555878287209e-06,4.702765880611096e-08
9.075831194647814e-08,0.8756606536010225,3.76,0.0,0.6346803344912738,0.9999810719717923,7.833624789499427e-09,3.839613096538237e-15,6.453556600373939e-11,4.8656650447227454e-05,1.8875499063175298e-05,1.1151590204820743e-09,4.433637120269102e-08,2.0158914764012608e-05,4.832428864691415e-06,5.065797452401707e-08
9.718741209488905e-08,0.8756609429725283,3.76,0.0,0.6346765686973768,0.9999797397560871,9.585866121591673e-09,5.005143399182715e-15,7.432919193819043e-11,5.241465182122191e-05,2.01997699946931e-05,1.2098025008969904e-09,5.059630498193692e-08,2.128482302737194e-05,5.489207845417284e-06,5.834605940276528e-08
9.999999999999998e-08,0.875661232624236,3.76,0.0,0.6346749100707797,0.9999791573157045,1.0426520650777765e-08,5.589159247666995e-15,7.884331495614095e-11,5.406968854306678e-05,2.0778547818330697e-05,1.2514996608729034e-09,5.3453710960510597e-08,2.1766804195643805e-05,5.787648637154708e-06,6.188972275841447e-08
1.0361651224329997e-07,0.875661232624236,3.76,0.0,0.6346727675564123,0.9999784087322302,1.1576336127127802e-08,6.4118035814063165e-15,8.48543727264723e-11,5.6207424209399994e-05,2.152225353149385e-05,1.3053716380844092e-09,5.723285664309522e-08,2.2377287967965923e-05,6.181137110667081e-06,6.66085399439052e-08
1.1004561239171089e-07,0.8756615225580994,3.76,0.0,0.6346689320987197,0.9999770789082825,1.3818822821965096e-08,8.088871271446911e-15,9.611771680116165e-11,6.003393208456921e-05,2.2842935565315552e-05,1.401838330855956e-09,6.42391785168228e-08,2.3437363614071733e-05,6.907173778241331e-06,7.545062581237533e-08
1.1647471254012181e-07,0.8756618127759918,3.76,0.0,0.6346650633220057,0.9999757502919311,1.632686154629983e-08,1.0066871747125067e-14,1.0812563379354963e-10,6.389317270545643e-05,2.4161802560988493e-05,1.499175615546629e-09,7.160843068768847e-08,2.446607068562331e-05,7.666307820579113e-06,8.487737165472385e-08
1.2290381268853273e-07,0.875662103279708,3.76,0.0,0.6346611621923831,0.9999744228905012,1.9113735417910945e-08,1.2377517144774919e-14,1.2088434083952812e-10,6.778417507480181e-05,2.547884153733394e-05,1.597357531832224e-09,7.933378941304032e-08,2.546439764469209e-05,8.457561028297245e-06,9.489368200158625e-08
1.2933291283694366e-07,0.8756623940709661,3.76,0.0,0.6346572296453745,0.9999730967109683,2.21924760725236e-08,1.505364789040978e-14,1.3439986869111338e-10,7.170599892955838e-05,2.679404004867302e-05,1.6963589790944603e-09,8.740845494862692e-08,2.6433301713929013e-05,9.279986005350484e-06,1.0550431601927544e-07
1.3576201298535458e-07,0.8756626851514115,3.76,0.0,0.6346532665868877,0.9999717717599692,2.5575864672699362e-08,1.8129176326785678e-14,1.4867806763873186e-10,7.565773376227675e-05,2.810738616692868e-05,1.7961556360215462e-09,9.58256588087367e-08,2.7373709863803878e-05,1.0132665194987298e-05,1.1671389211445946e-07
1.421911131337655e-07,0.875662976522619,3.76,0.0,0.6346492738941577,0.9999704480438134,2.9276433177123658e-08,2.1639032566675594e-14,1.6372461324356242e-10,7.96384978737785e-05,2.9418868464322604e-05,1.8967239512006457e-09,1.0457867046882448e-07,2.8286519768520626e-05,1.1014709936621023e-05,1.2852689239139688e-07
1.4862021328217642e-07,0.8756632681860922,3.76,0.0,0.6346452524166588,0.9999691255684937,3.330646585417481e-08,2.5619112557418757e-14,1.795450118835297e-10,8.364743745658247e-05,3.0728475996655e-05,1.9980411401348792e-09,1.136608035332114e-07,2.9172600731197776e-05,1.1925259553034747e-05,1.4094766696456986e-07
1.5504931343058734e-07,0.8756635601432707,3.76,0.0,0.6346412029769884,0.9999678043396971,3.767800101584318e-08,3.010622828909801e-14,1.9614460612129173e-10,8.768372570773454e-05,3.2036198287140555e-05,2.1000851522037407e-09,1.230654214057017e-07,3.0032794579685302e-05,1.2863480466566608e-05,1.5398043813323387e-07
1.6147841357899827e-07,0.8756638523955277,3.76,0.0,0.6346371263717218,0.9999664843628143,4.2402832950062784e-08,3.51380600759918e-14,2.1352857990219085e-10,9.174656196970116e-05,3.334202531077505e-05,2.202834628978724e-09,1.3278594249836924e-07,3.086791653432421e-05,1.3828565342986237e-05,1.6762930442407895e-07
1.679075137274092e-07,0.8756641449441751,3.76,0.0,0.6346330233722397,0.9999651656429498,4.749251403552022e-08,4.075311086393255e-14,2.317019635873417e-10,9.583517089844406e-05,3.464594747921588e-05,2.3062688800141056e-09,1.4281584500335562e-07,3.1678756048494905e-05,1.4819732262227057e-05,1.8189824450602036e-07
1.743366138758201e-07,0.8756644377904637,3.76,0.0,0.6346288947255306,0.999963848184931,5.295835702558661e-08,4.699066252540682e-14,2.506696388258465e-10,9.994880165802055e-05,3.594795562616358e-05,2.410367870888333e-09,1.5314867124801446e-07,3.246607762260631e-05,1.5836223915330954e-05,1.9679112098022707e-07
1.8076571402423103e-07,0.8756647309355866,3.76,0.0,0.6346247411549668,0.9999625319933176,5.881143748704947e-08,5.389073409506578e-14,2.7043634327084904e-10,0.00010408672714094647,3.7248040993228946e-05,2.515112206093715e-09,1.637780316557695e-07,3.32306215922975e-05,1.6877306826843546e-05,2.1231168404905816e-07
1.8719481417264195e-07,0.8756650243806795,3.76,0.0,0.6346205633610544,0.9999612170724104,6.506259637856624e-08,6.149404188856157e-14,2.9100667514486035e-10,0.00010824824321342543,3.854619521626846e-05,2.6204831041646374e-09,1.746976083368921e-07,3.397310489174175e-05,1.7942270601781605e-05,2.2846357506813474e-07
1.9362391432105288e-07,0.8756653181268236,3.76,0.0,0.6346163620221623,0.9999599034262594,7.17224427548575e-08,6.984196144710097e-14,3.123850976595522e-10,0.00011243266798457641,3.984241031217127e-05,2.7264623743481867e-09,1.8590115833190045e-07,3.469422179290331e-05,1.9030427196333256e-05,2.452503299855776e-07
2.000530144694638e-07,0.875665612175047,3.76,0.0,0.6346121377952253,0.9999585910586731,7.88013565843712e-08,7.897649125405733e-14,3.345759432945781e-10,0.00011663934109890275,4.113667866608339e-05,2.833032399211474e-09,1.9738251652754938e-07,3.539464462149321e-05,2.014111021155439e-05,2.6267538267195033e-07
2.0648211461787472e-07,0.8756659065263273,3.76,0.0,0.6346078913164263,0.9999572799732254,8.630949166912526e-08,8.894021817147897e-14,3.5758341793967606e-10,0.00012086762305130327,4.24289930190548e-05,2.9401761190386554e-09,2.09135598263884e-07,3.607502445032023e-05,2.1273674209374108e-05,2.8074206814421275e-07
2.1291121476628564e-07,0.8756662011815919,3.76,0.0,0.6346036232018561,0.9999559701732635,9.425677865575003e-08,9.97762845427797e-14,3.814116049043484e-10,0.00012511689452392115,4.371934645609653e-05,3.047877014078131e-09,2.2115440165053189e-07,3.6735991770739474e-05,2.2427494050215513e-05,2.994536256870129e-07
2.1934031491469656e-07,0.8756664961417191,3.76,0.0,0.634599334048153,0.9999546616619159,1.026529281271284e-07,1.1152835690648162e-13,4.0606446879942473e-10,0.00012938655574411804,4.5007732394633125e-05,3.156119085802699e-09,2.3343300961002395e-07,3.7378157142904456e-05,2.360196425153555e-05,3.188132018746634e-07
2.2576941506310749e-07,0.8756667914075422,3.76,0.0,0.6345950244331209,0.9999533544420999,1.1150743376473482e-07,1.2424059626623478e-13,4.315458592946648e-10,0.00013367602586288575,4.6294144573337935e-05,3.2648868398396923e-09,2.4596559166494793e-07,3.800211182550202e-05,2.4796498366612743e-05,3.3882385349701915e-07
2.3862761535992933e-07,0.8756673828593841,3.76,0.0,0.634586346039638,0.9999507438877115,1.3062842328770257e-07,1.5272452825315425e-13,4.85009065466278e-10,0.0001423121604764418,4.886102414871508e-05,3.4839398491782575e-09,2.7176979761419646e-07,3.919766123928243e-05,2.7243504189054693e-05,3.8081017795555035e-07
2.5019999562706896e-07,0.8756679162189764,3.76,0.0,0.6345784709394212,0.9999483988309688,1.494958067243971e-07,1.820960195794737e-13,5.359959045666177e-10,0.00015014696758168294,5.116440889795358e-05,3.6827397363189728e-09,2.958055058423194e-07,4.021693261044468e-05,2.9508913678463464e-05,4.2085347354964906e-07
2.617723758942086e-07,0.8756684505800062,3.76,0.0,0.6345705377309948,0.9999460579951905,1.699863422071045e-07,2.152850119721152e-13,5.897221588311178e-10,0.00015803772545938368,5.34613148683815e-05,3.883023306927885e-09,3.2057751293879976e-07,4.118557687122869e-05,3.1831018265797296e-05,4.630499791253594e-07
2.733447561613482e-07,0.8756689859458315,3.76,0.0,0.6345625491777405,0.9999437213906057,1.9214798933227408e-07,2.525635362064871e-13,6.462065766785839e-10,0.00016598165584964938,5.575171581759297e-05,4.084716459150843e-09,3.46055101618397e-07,4.210642037019527e-05,3.4207011092481405e-05,5.07414628470664e-07
2.8491713642848784e-07,0.8756695223194388,3.76,0.0,0.6345545078882916,0.9999413890257219,2.160266983876884e-07,2.9420692453655627e-13,7.054669607617298e-10,0.00017397613597605456,5.803558810453056e-05,4.287749239205472e-09,3.722085333283266e-07,4.2982130624208664e-05,3.663424193816684e-05,5.539616160864512e-07
2.9648951669562747e-07,0.8756700597034508,3.76,0.0,0.6345464163252895,0.9999390609074282,2.416664754252364e-07,3.4049346805675305e-13,7.675202210853557e-10,0.00018201868974944687,6.031291053340611e-05,4.492055607016655e-09,3.990090504124149e-07,4.381522525216746e-05,3.911020840903282e-05,6.027044386055714e-07
3.080618969627671e-07,0.8756705981001544,3.76,0.0,0.6345382768136371,0.9999367370410917,2.6910944731871633e-07,3.9170411023671716e-13,8.323824250682162e-10,0.00019010697947584895,6.258366420694572e-05,4.697573216003562e-09,4.2642887388605213e-07,4.4608080400863725e-05,4.1632547627253065e-05,6.536559338412597e-07
3.196342772299067e-07,0.8756711375115175,3.76,0.0,0.6345300915482855,0.9999344174306473,2.9839592656248686e-07,4.481221726206627e-13,9.000688447797517e-10,0.00019823879803051718,6.484783238822749e-05,4.904243204283206e-09,4.5444119744178897e-07,4.536293870092526e-05,4.419902838415577e-05,7.068283176433151e-07
3.3120665749704635e-07,0.8756716779392091,3.76,0.0,0.6345218626015756,0.9999321020786824,3.295644756037956e-07,5.100331115777832e-13,9.705940014268713e-10,0.00020641206148576448,6.710540037087385e-05,5.112009997299477e-09,4.830201780151754e-07,4.6081916765109114e-05,4.6807543744966554e-05,7.622332186202091e-07
3.42779037764186e-07,0.8756722193846145,3.76,0.0,0.6345135919301561,0.9999297909865189,3.6265197046305325e-07,5.777243027323303e-13,1.0439717073096391e-09,0.00021462480215655018,6.935635535691641e-05,5.320821122010908e-09,5.121409234959144e-07,4.6767012264950924e-05,4.945610406959729e-05,8.198817108963238e-07
3.543514180313256e-07,0.8756727618488542,3.76,0.0,0.6345052813815172,0.9999274841542873,3.9769366344461936e-07,6.514848507789334e-13,1.12021510540173e-09,0.00022287516203817664,7.160068634184677e-05,5.5306270320649635e-09,5.417794780253557e-07,4.742011061141197e-05,5.2142830424170356e-05,8.797843450249077e-07
3.6592379829846524e-07,0.8756733053327977,3.76,0.0,0.6344969327001553,0.9999251815809986,4.347232447894483e-07,7.316054223382791e-13,1.1993367066998363e-09,0.00023116138661240042,7.383838400640082e-05,5.741380942710004e-09,5.719128052561451e-07,4.804299126323073e-05,5.486594835987723e-05,9.419511771681031e-07
3.7749617856560487e-07,0.8756738498370774,3.76,0.0,0.6344885475333881,0.9999228832646113,4.737729031571565e-07,8.1837810006214e-13,1.2813484254528122e-09,0.0002394818190037486,7.606944061472925e-05,5.9530386747200895e-09,6.025187698618047e-07,4.863733368120137e-05,5.762378204118224e-05,1.0063917966296344e-06
3.890685588327445e-07,0.8756743953621047,3.76,0.0,0.6344801274368427,0.9999205892020951,5.148733848378912e-07,9.12096256159581e-13,1.3662616123846595e-09,0.00024783489446728404,7.829384991859791e-05,6.165558507130003e-09,6.335761175731074e-07,4.920472294716422e-05,6.041474870482942e-05,1.0731153518283055e-06
4.006409390998841e-07,0.8756749419080815,3.76,0.0,0.6344716738796292,0.999918299389491,5.580540516024385e-07,1.0130544435933246e-12,1.4540870860263279e-09,0.0002562191351889097,8.051160706726157e-05,6.3789010384998555e-09,6.65064454009041e-07,4.9746655066661154e-05,6.323735343094485e-05,1.1421305748011826e-06
