Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603)
0.10170225430925728,0.5437684888286435,3.76,0.0,0.8080412401530345,0.9725589418092133,0.034976835463439514,8.07775082019178e-24,1.3129608680794827e-17,9.47332842034937e-05,0.00010536466081106944,5.682286961496715e-07,2.702475425798135e-07,2.6654705398522957e-07,0.006929804507122391,0.0072519373403338834,3.980942093628232e-08,1.6324686971259562e-08,1.0859602071502106e-07,0.0025447942394473764,0.005023524401239647,4.2930900528696575e-08,0.012208420759993562,3.8540565479635604e-05,4.3669316931800167e-16,8.2165647696946e-10,4.218553926742228e-06,4.6031426307961685e-15,3.6073608416614134e-12,6.672887383559291e-12,8.347772874313498e-16,8.871931822494637e-13,9.665067694793675e-17,4.026216782379196e-13,7.778104883217006e-05,1.0517571817115282e-12,4.449487158377571e-08,7.853385070782772e-17,3.76198684250206e-20
0.10220328871648754,0.5437789716015753,3.76,0.0,0.8077049218762322,0.972274345970784,0.03535424938235589,8.305892078644688e-24,1.3385443042786021e-17,9.499843171634724e-05,0.00010585783565004857,5.696413805490658e-07,2.719785432328056e-07,2.687784772830855e-07,0.007018026946807996,0.007276603613055793,4.0097227100701426e-08,1.6444121598757357e-08,1.098486015612305e-07,0.002584216631274159,0.005057671102516326,4.3284279129756665e-08,0.012370931210416988,3.8828767773168144e-05,4.434603149236851e-16,8.390453052252123e-10,4.326448893630101e-06,4.751791042599866e-15,3.638760336021259e-12,6.7610744480620525e-12,8.454885288688066e-16,8.946635393336671e-13,9.789084569873888e-17,4.0722151092930874e-13,7.929702304067153e-05,1.0866303088782838e-12,4.550994585548724e-08,8.034293930548854e-17,3.8857355762294017e-20
0.1027043231237178,0.5437895524681089,3.76,0.0,0.8073667839305092,0.9719879522920237,0.035734132965153834,8.539910120857248e-24,1.364589121224557e-17,9.526269077965595e-05,0.00010635015621807318,5.710465940050563e-07,2.7371116375571244e-07,2.710180720920679e-07,0.007106949115262616,0.007301067176740247,4.038571085914252e-08,1.6563677959703256e-08,1.1110817130296975e-07,0.002624036968796501,0.005091776491606818,4.363821695882157e-08,0.012534722555042902,3.9117157867644655e-05,4.50295835963682e-16,8.56711051251874e-10,4.436584134080406e-06,4.904534551939415e-15,3.670259440182035e-12,6.850268506922894e-12,8.563143884338119e-16,9.021631456793844e-13,9.914428581333466e-17,4.118618565804245e-13,8.083757596294941e-05,1.1224932360862527e-12,4.6544110550289855e-08,8.218657598309166e-17,4.012950376047857e-20
0.10320535753094806,0.5438002316276843,3.76,0.0,0.8070268272057589,0.9716997587988117,0.036116488107550866,8.780004324622707e-24,1.3911042371126112e-17,9.552606220882683e-05,0.00010684161901297233,5.724443369980903e-07,2.7544536420913584e-07,2.7326581201400364e-07,0.007196571823271309,0.00732532852105268,4.067486641249139e-08,1.668335184928507e-08,1.1237468872843822e-07,0.002664256140936833,0.005125838309454992,4.399270446337973e-08,0.012699795785297249,3.9405725304515706e-05,4.571998871953596e-16,8.7465636192346e-10,4.5489938570849075e-06,5.06146474743623e-15,3.701857034254462e-12,6.940478870356269e-12,8.672557628912771e-16,9.09692154920508e-13,1.0041110112399537e-16,4.1654299734526604e-13,8.240300716072637e-05,1.1593689582456489e-12,4.759765462579475e-08,8.406529548816204e-17,4.143709348817864e-20
0.10370639193817832,0.5438110092743788,3.76,0.0,0.8066850526386262,0.9714097635535555,0.036501316635382,9.026282476517722e-24,1.4180955013086288e-17,9.578854692543827e-05,0.00010733222101019683,5.738346086946068e-07,2.771811125796895e-07,2.755216869543957e-07,0.00728689584648591,0.007349388170821125,4.0964690505868475e-08,1.6803139967854147e-08,1.1364811320610359e-07,0.0027048750000828897,0.005159854313167045,4.434773148285257e-08,0.012866151848697624,3.969445986263045e-05,4.64172616755531e-16,8.928838111348767e-10,4.66371255189901e-06,5.222674052759542e-15,3.733552367496469e-12,7.031714782319391e-12,8.783136031960637e-16,9.172507692724461e-13,1.0169140175099155e-16,4.212652364480643e-13,8.399361826072138e-05,1.1972806329883504e-12,4.867087049830757e-08,8.597963907743639e-17,4.27809177576561e-20
0.10415732290468556,0.5438207935201287,3.76,0.0,0.8063759020834884,0.9711472257613395,0.036849778509547335,9.253305665390545e-24,1.4428009799520614e-17,9.602402573232931e-05,0.0001077730248585401,5.750794643549749e-07,2.7874458322516266e-07,2.775589218382101e-07,0.0073687877051734725,0.007370869868137019,4.122610054497926e-08,1.6911044329502532e-08,1.1480007290255755e-07,0.0027417743807140356,0.005190427705076394,4.466771061918481e-08,0.013016969877337818,3.995445565775239e-05,4.705069108818352e-16,9.095319610687457e-10,4.768962278353501e-06,5.371500041647949e-15,3.76216121486705e-12,7.11471242729908e-12,8.883661055561844e-16,9.240790215505693e-13,1.0285530274933133e-16,4.2555067355832196e-13,8.54469480305378e-05,1.232306735843232e-12,4.9653828672931076e-08,8.773346017947615e-17,4.402201843249481e-20
0.1046082538711928,0.5438306578297953,3.76,0.0,0.8060652806164283,0.9708832256442248,0.03720024648718985,9.485570607309902e-24,1.467904279760096e-17,9.625878796049091e-05,0.00010821312804396982,5.763182697224148e-07,2.803092575436056e-07,2.796027247791491e-07,0.007451248746668434,0.007392189076357949,4.148804566205931e-08,1.7019035986931708e-08,1.1595756905011494e-07,0.0027789987384107804,0.005220960572875047,4.4988113853130405e-08,0.013168828366431273,4.0214571807039345e-05,4.76897048906689e-16,9.264127205722767e-10,4.876135969194044e-06,5.523939193369724e-15,3.790848003754146e-12,7.198555845509105e-12,8.985144535264939e-16,9.309315682965516e-13,1.0403030150211246e-16,4.2986988636247404e-13,8.692114231859308e-05,1.2682089388854046e-12,5.0653178815144434e-08,8.951698502458314e-17,4.5293728389499706e-20
0.10505918483770003,0.543840602335975,3.76,0.0,0.8057531890106178,0.9706177618595998,0.037552721762645694,9.723172595129873e-24,1.4934108398628996e-17,9.649283476237946e-05,0.00010865252925610288,5.775510275092963e-07,2.8187511426796596e-07,2.8165308885712176e-07,0.007534279465511836,0.007413346248715414,4.1750523257963445e-08,1.7127112683378186e-08,1.1712057434086081e-07,0.002816548618434384,0.005251451316861245,4.5308935379868967e-08,0.013321727921292088,4.047480150865255e-05,4.833431259288717e-16,9.435280138499053e-10,4.9852593444722855e-06,5.68006276144827e-15,3.819612232646954e-12,7.283252274588082e-12,9.08759379141197e-16,9.378085724116515e-13,1.0521648277796621e-16,4.3422311262304213e-13,8.841642531103311e-05,1.3050051703615277e-12,5.1669141417314385e-08,9.133062234134285e-17,4.659665848028346e-20
0.10551011580420727,0.5438506271681748,3.76,0.0,0.8054396280657685,0.97035083308521,0.0379072054895682,9.966221827774762e-24,1.5193263773653564e-17,9.67261673205429e-05,0.0001090912274752233,5.787777408284845e-07,2.834421324079279e-07,2.837100064645622e-07,0.007617880334404695,0.007434341860198756,4.2013530677408357e-08,1.7235272137140347e-08,1.1828906080361572e-07,0.002854424541977214,0.005281898349092747,4.563016954265621e-08,0.013475669121799564,4.0735138131839085e-05,4.898452329616682e-16,9.608797633130571e-10,5.096358305104275e-06,5.839942953424931e-15,3.848453364348816e-12,7.368808913907208e-12,9.191016027293294e-16,9.447101944049405e-13,1.0641392998589584e-16,4.386105860263509e-13,8.993302255364784e-05,1.3427136164066972e-12,5.270193932037013e-08,9.317478525502857e-17,4.7931426993478017e-20
0.10596104677071451,0.5438607324532105,3.76,0.0,0.805124598607194,0.9700824380182819,0.03826369878214673,1.0214831865268637e-23,1.5456566329684687e-17,9.6958786918497e-05,0.00010952922198103916,5.799984134385768e-07,2.850102919391447e-07,2.857734706689399e-07,0.007702051804508431,0.007455176407137128,4.2277065366977434e-08,1.7343512137967515e-08,1.194630002403007e-07,0.0028926270061358293,0.005312300093618372,4.5951810888948464e-08,0.013630652523274769,4.0995575241467466e-05,4.964034568963694e-16,9.78469888503391e-10,5.209458931985106e-06,6.003652968653327e-15,3.877370873786286e-12,7.455232981745118e-12,9.295418456371978e-16,9.51636598243775e-13,1.0762272665439729e-16,4.43032541240413e-13,9.147116095323507e-05,1.3813527246597227e-12,5.375179773465566e-08,9.504989136970477e-17,4.929866065985432e-20
0.10641197773722175,0.5438709183150947,3.76,0.0,0.8048081014847855,0.969812575374605,0.03862220271642739,1.0469116851331485e-23,1.572407463762286e-17,9.71906950017661e-05,0.00010996651233731494,5.812130501034384e-07,2.865795739482973e-07,2.8784347554108763e-07,0.007786794305787888,0.007475850406805687,4.2541124895270564e-08,1.745183055675195e-08,1.2064236474612435e-07,0.0029311564839107347,0.005342654986701977,4.6273854267984967e-08,0.013786678657385185,4.125610661593519e-05,5.030178805134135e-16,9.963003124099832e-10,5.324587485244905e-06,6.171267127998372e-15,3.906364257499066e-12,7.542531773584769e-12,9.400808360662947e-16,9.585879531596834e-13,1.0884295710509565e-16,4.474892160479168e-13,9.303106878041624e-05,1.420941242532209e-12,5.4818944260637714e-08,9.695636285686316e-17,5.069899579936932e-20
0.10731383967023622,0.5438915322520367,3.76,0.0,0.8041707077621393,0.9692684423053166,0.03934524663475055,1.0995183134468055e-23,1.6271945878687774e-17,9.76523831502455e-05,0.00011083898015238658,5.836242393084215e-07,2.897214349826255e-07,2.920030877611524e-07,0.007957994018530737,0.007516718935441408,4.3070809336062067e-08,1.7668694503241547e-08,1.2301725743370366e-07,0.0030091982519533556,0.005403218026773314,4.691912773701087e-08,0.014101861139040281,4.1777428295901806e-05,5.164156373500762e-16,1.0326897438817857e-09,5.5610343013757705e-06,6.518510397013504e-15,3.964576716332873e-12,7.71978290339524e-12,9.614579867670084e-16,9.72566213835859e-13,1.113180583155515e-16,4.565076837905196e-13,9.621711263907556e-05,1.5030428898488214e-12,5.700602416285718e-08,1.0086511358947064e-16,5.3601560186277645e-20
0.1082157016032507,0.5439124699171065,3.76,0.0,0.803527454147769,0.968718423939027,0.04007634514222791,1.1545384147803659e-23,1.683736011759747e-17,9.811124609047283e-05,0.00011170863272272303,5.860113638324637e-07,2.928675848954358e-07,2.9618881264980486e-07,0.008131482501453858,0.007556951990238574,4.3602566863653174e-08,1.7885848432009322e-08,1.2541351689568742e-07,0.0030885531488394694,0.005463575213433707,4.7565953780366517e-08,0.014421220380507763,4.2299057477719134e-05,5.300390834990995e-16,1.0700634373693716e-09,5.805912389681735e-06,6.882288705809595e-15,4.023087050714662e-12,7.900621550297896e-12,9.832389497437288e-16,9.86646414966961e-13,1.1383991621458945e-16,4.656679286557179e-13,9.949300766590223e-05,1.5891742349643342e-12,5.9265048399605995e-08,1.0490450702825163e-16,5.664439234751258e-20
0.10911756353626517,0.5439337322069395,3.76,0.0,0.8028783482197047,0.9681625105763109,0.04081550561034317,1.2120720216472437e-23,1.7420812587704754e-17,9.856730010640295e-05,0.0001125754760657849,5.883744913204913e-07,2.9601790926419303e-07,3.0040063339695726e-07,0.008307262465474644,0.007596554428642392,4.4136382142196525e-08,1.8103277978172768e-08,1.2783092304043075e-07,0.0031692240930328752,0.00552371450146641,4.8214300361083806e-08,0.01474475987167619,4.2820951707931084e-05,5.438887333601787e-16,1.108436776666485e-09,6.059438205164703e-06,7.263235609597533e-15,4.081891844151591e-12,8.085107730509734e-12,1.0054296806732568e-15,1.0008300625058312e-12,1.164092204349677e-16,4.749719217231485e-13,0.000102860629379117,1.6794956598694796e-12,6.159792584195158e-08,1.0907808781722854e-16,5.983291401843198e-20
0.11001942546927965,0.5439553199805299,3.76,0.0,0.802223397850158,0.9676006927257413,0.04156273492884395,1.2722229852358909e-23,1.8022811409190165e-17,9.902056344179455e-05,0.00011343952039560119,5.907137016176279e-07,2.99172310125393e-07,3.0463854738730166e-07,0.008485336315208725,0.007635531409037427,4.467224169584575e-08,1.8320969980559756e-08,1.3026925823621935e-07,0.003251213619823611,0.005583624063614527,4.8864139628449896e-08,0.015072482808012155,4.334307182198445e-05,5.579650358971062e-16,1.1478251504630812e-09,6.3218309946379045e-06,7.662002598951692e-15,4.140987965830524e-12,8.273302243592096e-12,1.0280361972386854e-15,1.0151187295815837e-12,1.1902666778851682e-16,4.844216662635159e-13,0.00010632187537908961,1.7741723479596928e-12,6.400660554339815e-08,1.1338947696788302e-16,6.317269904201163e-20
0.11092128740229412,0.5439772340561735,3.76,0.0,0.8015626111721866,0.9670329610733417,0.04231803954982638,1.3350991409201312e-23,1.8643878048437355e-17,9.947105629861762e-05,0.0001143007800638049,5.930290867037091e-07,3.0233070618716347e-07,3.089025666587668e-07,0.008665706160721692,0.007673888378429322,4.5210133955721964e-08,1.8538912501256873e-08,1.3272830788959947e-07,0.0033345238828493867,0.005643292297289822,4.9515447978128134e-08,0.015404392119692861,4.386538198572809e-05,5.722683749051288e-16,1.1882439545327291e-09,6.593312770056775e-06,8.079259446455979e-15,4.20037258215342e-12,8.465266691334683e-12,1.051064580560555e-15,1.0295140563854066e-12,1.2169296243189803e-16,4.940191983261926e-13,0.00010987866546236956,1.8733743857882424e-12,6.649307741917172e-08,1.1784237315575497e-16,6.666947606010256e-20
0.1118231493353086,0.5439994752169268,3.76,0.0,0.8008959965472477,0.9664593064527051,0.043081425530983444,1.4008124544708927e-23,1.9284547632889585e-17,9.991880076831937e-05,0.00011515927348468644,5.953207502258832e-07,3.054930327729875e-07,3.1319271809563693e-07,0.008848373829280741,0.0077116310603692634,4.575004927090282e-08,1.8757094824319137e-08,1.352078609019474e-07,0.0034191566560127892,0.005702707830671439,5.016820606415139e-08,0.015740490500088546,4.438784969795068e-05,5.867990693443557e-16,1.2297085924826064e-09,6.874108282458488e-06,8.515694543391689e-15,4.260043161158191e-12,8.661063483208218e-12,1.07452097520202e-15,1.0440177491683904e-12,1.2440881586715794e-16,5.037665867114527e-13,0.00011353294174798981,1.9772768626768176e-12,6.905937291395089e-08,1.224405539937703e-16,7.032913113256851e-20
0.11362687320133755,0.5440449417535975,3.76,0.0,0.7995453178580455,0.9652941922056257,0.04463246408390596,1.5412200145144095e-23,2.0626906831494988e-17,0.00010080614194051674,0.00011686805512075995,5.998333826573941e-07,3.118293015881138e-07,3.2185160053399987e-07,0.0092206086007567,0.007785297767794798,4.683592012749739e-08,1.919414213173792e-08,1.4022765283234763e-07,0.003592394944053098,0.005820736494548627,5.147801546598678e-08,0.016425264221987073,4.5433144415525705e-05,6.165434786805927e-16,1.31583703585685e-09,7.464553065917061e-06,9.448948277639198e-15,4.380233615508131e-12,9.064407834414087e-12,1.122742696275256e-15,1.0733573828124839e-12,1.2999208212228693e-16,5.237193721315988e-13,0.00012114183387407438,2.199909134318418e-12,7.443977211914484e-08,1.3208828230830326e-16,7.816142328144693e-20
0.1154305970673665,0.5440917251830336,3.76,0.0,0.7981714320243705,0.9641052784706949,0.04621589280543844,1.694430185378808e-23,2.2054458571308874e-17,0.00010168279904098761,0.00011856609104160015,6.04252644624791e-07,3.1818092997632664e-07,3.3061571558076057e-07,0.009602050051231121,0.007856582385556081,4.7929815983449195e-08,1.963205067003205e-08,1.4532703299923683e-07,0.0037709351752712983,0.005937623900495744,5.279349883987891e-08,0.017126821867549415,4.647876257997981e-05,6.471995353758207e-16,1.4063339515832546e-09,8.095017142575246e-06,1.0467656952376859e-14,4.50154529848451e-12,9.48385114393814e-12,1.1727518059968487e-15,1.103152569941418e-12,1.3578230781416296e-16,5.442972340549152e-13,0.0001291645408446531,2.443573959786374e-12,8.016491109583701e-08,1.4236451094278794e-16,8.671991780624906e-20
0.11723432093339545,0.5441398306408269,3.76,0.0,0.7967744108946372,0.9628924941777497,0.047831750386170276,1.8615045095470554e-23,2.3572017545520578e-17,0.00010254901060734829,0.00012025366703774946,6.085797421551361e-07,3.2454799434230423e-07,3.3948583659612534e-07,0.009992703865891073,0.007925539401110404,4.903173021237014e-08,2.007077877930223e-08,1.505044861648573e-07,0.003954778144407529,0.0060532879084288765,5.411465595124311e-08,0.017845179374412885,4.752456386419414e-05,6.787675046771731e-16,1.5013231018316915e-09,8.76739445948591e-06,1.1578035087844266e-14,4.623969322742038e-12,9.919922951751095e-12,1.2245998058281658e-15,1.1334192535323645e-12,1.4178545645721173e-16,5.655179196681979e-13,0.00013761741938829653,2.709863110690991e-12,8.625260636736357e-08,1.5330243640714716e-16,9.605765643944664e-20
0.1190380447994244,0.5441892628280297,3.76,0.0,0.7953543269289632,0.9616557677512123,0.049480073371254416,2.043587685907117e-23,2.5184657899877968e-17,0.00010340503976603475,0.0001219311261328025,6.128160285426623e-07,3.3093083087890876e-07,3.4846299520256824e-07,0.010392572402119354,0.007992226536195933,5.014168810474088e-08,2.0510304216238956e-08,1.5575859642954396e-07,0.004143918868630669,0.006167650514879089,5.5441555099611433e-08,0.018580351632670754,4.8570460439886635e-05,7.11246666255511e-16,1.6009286539087075e-09,9.483620292127916e-06,1.278663111985248e-14,4.7475020554778975e-12,1.0373166915931466e-11,1.2783392761851552e-15,1.1641743513701768e-12,1.4800761648651608e-16,5.873997171375415e-13,0.0001465172005626882,3.0004590398050714e-12,9.272140579654158e-08,1.6493664637888913e-16,1.0623047607497959e-19
0.12084176866545335,0.544240026112115,3.76,0.0,0.7939112522294371,0.9603950261729679,0.051160897527246355,2.2419142736565835e-23,2.689772865465715e-17,0.00010425117223389863,0.00012359886551551054,6.169629904925474e-07,3.373300307553685e-07,3.575484860522201e-07,0.010801655104731045,0.008056704349302196,5.125974698201295e-08,2.0950623855832067e-08,1.6108806011983335e-07,0.0043383467247107245,0.006280637948602105,5.6774332391389774e-08,0.019332353382343688,4.96164160201981e-05,7.446353379934405e-16,1.7052753166210757e-09,1.0245670445996186e-05,1.4100340595844044e-14,4.872145189970306e-12,1.0844141277311216e-11,1.3340239019489367e-15,1.1954357245694543e-12,1.5445500421148874e-16,6.099614604792686e-13,0.0001558809975192997,3.3171387828332746e-12,9.959061186373652e-08,1.7730316449915402e-16,1.1729710886461396e-19
0.1226454925314823,0.5442921245512407,3.76,0.0,0.7924452575993004,0.9591101940612216,0.05287425918717748,2.4578159762630466e-23,2.8716870046084716e-17,0.00010508771431068802,0.0001252573333379168,6.210222342457641e-07,3.437464342265997e-07,3.667438702072504e-07,0.011219948924552374,0.008119035841928867,5.238599612535824e-08,2.1391753302653254e-08,1.6649169730103023e-07,0.00453804560139014,0.006392180741759121,5.811319077516233e-08,0.020101200095480547,5.066244464818999e-05,7.789309024046431e-16,1.8144884956345956e-09,1.1055560487908262e-05,1.5526420126231132e-14,4.997905783913057e-12,1.133341935221891e-11,1.3917084996642706e-15,1.227222145705887e-12,1.6113396696507169e-16,6.332225344380261e-13,0.00016572631434547428,3.661778081620539e-12,1.0688030548406405e-07,1.904394963431071e-16,1.2931928759661778e-19
0.12444921639751125,0.5443455619733211,3.76,0.0,0.7909564116375772,0.9578011927718907,0.05462019656396255,2.6927295097622e-23,3.064803085467416e-17,0.00010591499091206058,0.0001269070253672721,6.249954719597019e-07,3.501811238936421e-07,3.76050978091689e-07,0.011647448736687306,0.008179286072136057,5.3520556658477726e-08,2.1833726411287185e-08,1.7196846263774712e-07,0.004742994064918518,0.006502213776996316,5.945839870903561e-08,0.020886908836182203,5.1708609231477306e-05,8.141298353372461e-16,1.928694469035722e-09,1.1915345016153241e-05,1.7072502041515993e-14,5.12479627335614e-12,1.1841590060077115e-11,1.4514490467654085e-15,1.2595532666070851e-12,1.6805098648783538e-16,6.572028790773447e-13,0.00017607105600345657,4.036355716078978e-12,1.1461137031617183e-07,2.0438467644727991e-16,1.423618555895261e-19
0.1262529402635402,0.5444003420290225,3.76,0.0,0.7894447798749051,0.9564679395279333,0.056398751023814656,2.94820524880284e-23,3.2697487149030677e-17,0.0001067333435452595,0.0001285484815611757,6.288845078114414e-07,3.566354167645207e-07,3.854719109636881e-07,0.012084147755580924,0.008237521778194505,5.466358121193345e-08,2.2276594706450235e-08,1.7751745498919572e-07,0.0049531655362260365,0.00661067631044458,6.081028856939e-08,0.02168949909304113,5.275501981836484e-05,8.502277367070739e-16,2.048020577966731e-09,1.2827116977018755e-05,1.8746610030587713e-14,5.2528344485964e-12,1.2369258507136039e-11,1.5133027152542596e-15,1.2924495851714207e-12,1.7521268282770875e-16,6.819229953591052e-13,0.00018693353940347403,4.442958127736242e-12,1.2280551753290852e-07,2.1917931647833102e-16,1.5649288404607037e-19
0.12805666412956915,0.544456468252162,3.76,0.0,0.787910423953515,0.9551103465799019,0.058209968314533504,3.225916552704531e-23,3.4871861720311566e-17,0.00010754312833174788,0.00013018228251322636,6.326912244523541e-07,3.631108555770945e-07,3.950090415816229e-07,0.012530037944525141,0.00829381101426326,5.5815253523313245e-08,2.2720426726224884e-08,1.8313792568031672e-07,0.005168528477848959,0.006717511971718972,6.216925479281891e-08,0.022508993580595014,5.380183166826348e-05,8.872193629216451e-16,2.172595430069503e-09,1.3793007032277086e-05,2.055717543247626e-14,5.382043401784027e-12,1.291704653686864e-11,1.5773278990236414e-15,1.3259324119340055e-12,1.8262581750398164e-16,7.074039477575352e-13,0.0001983325056312932,4.883784236568885e-12,1.3148531106181838e-07,2.348656543666037e-16,1.7178379273469502e-19
0.1298603879955981,0.5445139441172074,3.76,0.0,0.7863534008531523,0.9537283203996103,0.0600538997451237,3.527669857888753e-23,3.717814517491431e-17,0.00010834471397189996,0.000131809045958343,6.364175690882135e-07,3.6960919952165487e-07,4.046650144642452e-07,0.012985110417617296,0.008348222799391038,5.697578793120923e-08,2.3165307315536457e-08,1.8882928625948919e-07,0.005389046588483723,0.006822668742559235,6.353575187689461e-08,0.023345419007757922,5.4849243164057117e-05,9.25098660658666e-16,2.302549124275005e-09,1.481518298200986e-05,2.251305488425683e-14,5.5124514615393525e-12,1.3485593426275803e-11,1.643584257338607e-15,1.3600238386407989e-12,1.9029729854237667e-16,7.336673722509708e-13,0.00021028713334580461,5.361150653346527e-12,1.4067419332059474e-07,2.514876048106921e-16,1.883094818753655e-19
0.13166411186162705,0.5445727730959363,3.76,0.0,0.7847737621644333,0.952321760909268,0.06193060331314919,3.8554159370987686e-23,3.9623718775813254e-17,0.00010913847990964621,0.00013342942316803435,6.400655409949043e-07,3.7613241447571143e-07,4.1444274490695915e-07,0.013449355832041383,0.008400826781399424,5.8145428765311116e-08,2.3611336849064473e-08,1.945911145936536e-07,0.00561467900297909,0.0069260989158468214,6.491029216025149e-08,0.024198806810820067,5.589749360376504e-05,9.63858801599775e-16,2.4380134790603953e-09,1.5895849246020518e-05,2.462354861760912e-14,5.644092089468086e-12,1.4075556507674057e-11,1.712132743857108e-15,1.3947467053740547e-12,1.9823418383573481e-16,7.607354786578666e-13,0.00022281705334427582,5.877497097056552e-12,1.503965114370976e-07,2.6909081072776235e-16,2.06148466381912e-19
0.133467835727656,0.5446329587124783,3.76,0.0,0.7831715534116993,0.9508905607483364,0.06384014477596595,4.2112617076948005e-23,4.221637686780308e-17,0.00010992481432177233,0.00013504409547701547,6.436371777747438e-07,3.8268266275868e-07,4.2434541817348157e-07,0.013922764768670388,0.008451692917083106,5.932444973378858e-08,2.405863043357223e-08,2.0042316039855417e-07,0.005845380495972363,0.007027759036456737,6.629344349583275e-08,0.025069193848567272,5.694686082330763e-05,1.0034922178121987e-15,2.579122273655486e-09,1.7037246406004182e-05,2.6898420089028887e-14,5.777003781015129e-12,1.46876118933771e-11,1.7830356514218014e-15,1.430124570378906e-12,2.0644368633103703e-16,7.88631058342939e-13,0.0002359423642887305,6.435392188654168e-12,1.6067754394706877e-07,2.877226960480098e-16,2.25383021375581e-19
0.13527155959368495,0.544694504596701,3.76,0.0,0.781546813427038,0.9494346045803371,0.06578259866242038,4.5974831990889204e-23,4.49643539985917e-17,0.00011070411248921025,0.00013665377072123085,6.471345444942834e-07,3.8926229246590077e-07,4.343764867079235e-07,0.014405328099244363,0.008500891169734844,6.051315304685553e-08,2.450731702026621e-08,2.0632534936608773e-07,0.006081101687289251,0.007127609825178063,6.768582681863842e-08,0.02595662305757772,5.7997658804200463e-05,1.0439906374983e-15,2.726011498228825e-09,1.8241650809647615e-05,2.934791680498911e-14,5.91122990706431e-12,1.532245522397763e-11,1.856356648472903e-15,1.4661816785615458e-12,2.149331782461921e-16,8.173774886215112e-13,0.0002496836495964711,7.037539636943601e-12,1.7154352792504547e-07,3.0743251959131423e-16,2.460993349326278e-19
0.1370752834597139,0.5447574145358346,3.76,0.0,0.7798995737757024,0.9479537684401733,0.06775804922375823,5.016540588080932e-23,4.787634981360629e-17,0.00011147677471955759,0.00013825917986405633,6.505597193182546e-07,3.958738271460711e-07,4.4453966961822065e-07,0.014897037338884226,0.00854849122480682,6.171186890898359e-08,2.4957538606664627e-08,2.1229778684517528e-07,0.006321789247767687,0.007225616087409764,6.908811366178336e-08,0.026861144066758103,5.905023514033814e-05,1.0853451208026723e-15,2.8788196108380997e-09,1.9511374237872533e-05,3.1982791936719265e-14,6.046818618958245e-12,1.5980802390810628e-11,1.9321608184606567e-15,1.5029429345304094e-12,2.2371019563428253e-16,8.469987382641048e-13,0.0002640619954797847,7.686784604774273e-12,1.8302168658085235e-07,3.282714299226571e-16,2.683876646267382e-19
0.13887900732574285,0.544821692523584,3.76,0.0,0.7782298582337029,0.9464479191230799,0.06976659132166717,5.471092145299376e-23,5.096155945816678e-17,0.00011224320516404962,0.0001398610736891515,6.539147861054207e-07,4.025199543449097e-07,4.5483894734293543e-07,0.015397884982724349,0.008594562223775208,6.292095421944369e-08,2.540944921691265e-08,2.1834076012756167e-07,0.0065673861034654364,0.00732174660782402,7.050102362712269e-08,0.02778281377061225,6.010496859931514e-05,1.1275460954493469e-15,3.0376877993187822e-09,2.084876363344447e-05,3.4814328497103125e-14,6.183822615243678e-12,1.6663390503347325e-11,2.01051471991872e-15,1.5404338730901843e-12,2.32782445340205e-16,8.775193800196856e-13,0.0002790990101558781,8.386120933222555e-12,1.951402572381702e-07,3.502925220397162e-16,2.9234251950167776e-19
0.1406827311917718,0.5448873428075794,3.76,0.0,0.7765376823153632,0.944916913614851,0.0718083312548318,5.964012880819696e-23,5.422970212183784e-17,0.00011300380942571322,0.00014146021928001596,6.572018172989466e-07,4.092035162253118e-07,4.6527856335283827e-07,0.015907864825811156,0.008639172517405399,6.414079256484091e-08,2.5863214238776305e-08,2.244547401032993e-07,0.006817831637504659,0.0074159740335974595,7.19253218032472e-08,0.028721696860742798,6.116226646471636e-05,1.1705833918896287e-15,3.2027602383851123e-09,2.2256200890203298e-05,3.7854361895496726e-14,6.32229910599305e-12,1.7370978363223307e-11,2.0914863822967984e-15,1.5786806327799629e-12,2.4215780451877086e-16,9.089645806336865e-13,0.0002948168441445619,9.138697750037294e-12,2.0792851977367562e-07,3.735508933934696e-16,3.180628102839122e-19
0.14248645505780075,0.5449543699333892,3.76,0.0,0.7748230528549562,0.9433605985645795,0.07388338751895912,6.498411500602611e-23,5.769105460522362e-17,0.00011375899426147279,0.00014305739772953112,6.604228738032497e-07,4.1592749601037363e-07,4.7586301335518807e-07,0.016426972265129562,0.008682389436580252,6.537179184975781e-08,2.6319009080587223e-08,2.3064038259126146e-07,0.007073061886984994,0.007508274745788071,7.336181631546552e-08,0.029677866315866035,6.222256215827008e-05,1.214446277857279e-15,3.3741843752005725e-09,2.3736102698451273e-05,4.111531010917162e-14,6.462309424912465e-12,1.8104348087094202e-11,2.1751454552214955e-15,1.6177099343046846e-12,2.5184433791875525e-16,9.413601449797952e-13,0.00031123821176027173,9.947828578626637e-12,2.2141682531527334e-07,3.981037048417065e-16,3.456520969731485e-19
