Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16)
1.793805431834905e-07,0.8351144096454154,3.76,0.0,0.6851310622867032,0.9999815978175772,6.002469772349892e-07,4.1263931656271285e-16,6.047176734500371e-12,3.567631563326782e-05,1.6686354122965542e-05,1.3400080886914852e-09,1.6475024595655334e-06,8.663085850091511e-06,3.809337574248749e-06,6.837234691590906e-08,1.1117435936005967e-06,1.0934172260958862e-09,2.0999819114869668e-11,6.756063304084314e-11,1.0651491138295985e-10,1.7789394196830267e-11
1.8513249803084674e-07,0.8351144799697389,3.76,0.0,0.685129765698217,0.9999809724644801,6.541014429008775e-07,4.537837160189413e-16,6.302934548992152e-12,3.696804482694665e-05,1.7215859583041523e-05,1.3913889001132832e-09,1.7332774808051123e-06,8.819897421792757e-06,4.020102754982646e-06,7.309464212756588e-08,1.1589397761222393e-06,1.1361638794994441e-09,2.2697666583384898e-11,7.49369123661562e-11,1.1784711870268883e-10,1.9590639877553964e-11
1.90884452878203e-07,0.8351145503559873,3.76,0.0,0.6851284607946153,0.999980345712138,7.107027624062253e-07,4.973827411874613e-16,6.5605230429985795e-12,3.8267913690183854e-05,1.7744983412543315e-05,1.4431050727318921e-09,1.819909951820919e-06,8.97178471499816e-06,4.234589433724999e-06,7.798864054652158e-08,1.205920525645782e-06,1.179295054654923e-09,2.4474230016696682e-11,8.286284233152259e-11,1.3000073269239357e-10,2.1513712381741635e-11
1.9663640772555925e-07,0.8351146208045259,3.76,0.0,0.6851271476759951,0.99997971761205,7.700769109048023e-07,5.434840490548814e-16,6.8199111195546305e-12,3.957582080580625e-05,1.8273723280863773e-05,1.4951525496316184e-09,1.9073152611293465e-06,9.118917193708363e-06,4.452680955930796e-06,8.305554582405021e-08,1.2526449441656833e-06,1.22280852008502e-09,2.6330714322580518e-11,9.136195838058305e-11,1.4300977529211603e-10,2.356313808046598e-11
2.023883625729155e-07,0.835114691315707,3.76,0.0,0.6851258264426348,0.9999790882139092,8.322472129476643e-07,5.921337497260576e-16,7.081069553294282e-12,4.08916645882561e-05,1.8802076944534952e-05,1.5475272607018447e-09,1.995411622404928e-06,9.26145849059162e-06,4.6742646810892235e-06,8.829654853495209e-08,1.2990754087807595e-06,1.2667020139574548e-09,2.8268311142839943e-11,1.0045814243976708e-10,1.5690872702662384e-10,2.574349005559546e-11
2.0814031742027175e-07,0.8351147618898704,3.76,0.0,0.6851244971949147,0.9999784575656668,8.972344321002247e-07,6.433764662015534e-16,7.343970644360616e-12,4.2215343360405214e-05,1.933004224420538e-05,1.6002251258312212e-09,2.084120050635049e-06,9.399566607471023e-06,4.89923184461092e-06,9.371282609703861e-08,1.3451773868843837e-06,1.3109732467430062e-09,3.028819856491593e-11,1.1017561925390614e-10,1.7173252080166898e-10,2.805938737381109e-11
2.13892272267628e-07,0.8351148325273428,3.76,0.0,0.6851231600332456,0.9999778257135903,9.650568597332406e-07,6.972553914585853e-16,7.608587938762117e-12,4.3546755427184524e-05,1.985761710172266e-05,1.653242058278944e-09,2.173364334056392e-06,9.533394108922875e-06,5.1274774244639656e-06,9.9305542704861e-08,1.390919260495824e-06,1.3556199037774223e-09,3.2391540845300167e-11,1.205389525904106e-10,1.875165356050061e-10,3.051549436579764e-11
2.1964422711498425e-07,0.83511490322844,3.76,0.0,0.685121815057997,0.999977192702324,1.035730402860534e-06,7.538123430150659e-16,7.874896003059937e-12,4.488579914608978e-05,2.0384799517317525e-05,1.7065739678845548e-09,2.2630710022796514e-06,9.663088309221254e-06,5.358900012396511e-06,1.0507584927708928e-07,1.4362721593135668e-06,1.4006396476997703e-09,3.457948814792509e-11,1.3157304132502e-10,2.0429659012168312e-10,3.3116519912687763e-11
2.253961819623405e-07,0.8351149739934648,3.76,0.0,0.6851204623694299,0.9999765585749442,1.1092686709071848e-06,8.130878151458671e-16,8.142870242642687e-12,4.623237299462684e-05,2.0911587566885876e-05,1.7602167639754505e-09,2.353169290987907e-06,9.788791452858858e-06,5.593401689587411e-06,1.1102488341689628e-07,1.4812098020847777e-06,1.4460301207991677e-09,3.685317630043267e-11,1.4330311542119973e-10,2.2210893627293572e-10,3.5867216741570214e-11
2.3114813680969676e-07,0.8351150448227099,3.76,0.0,0.6851191020676335,0.9999759233730137,1.1856830613038546e-06,8.751210289087776e-16,8.41248675507186e-12,4.7586375634761335e-05,2.1437979399365365e-05,1.8141663580863998e-09,2.4435911035689417e-06,9.910640888866418e-06,5.830887906571505e-06,1.1715376938471944e-07,1.525708345902685e-06,1.4917889473006941e-09,3.9213726569728394e-11,1.5575473181481638e-10,2.409902526877764e-10,3.8772380731426026e-11
2.36900091657053e-07,0.8351151157164572,3.76,0.0,0.6851177342524624,0.9999752871366344,1.2649828438148648e-06,9.399499801212055e-16,8.683722212136489e-12,4.894770597443867e-05,2.1963973234203042e-05,1.8684186666278916e-09,2.5342709700154642e-06,1.0028769239143903e-05,6.071267367292491e-06,1.2346361808282727e-07,1.5697462430635352e-06,1.5379137355865597e-09,4.1662245456991754e-11,1.6895377021505035e-10,2.609776381160825e-10,4.183685023042742e-11
2.4265204650440926e-07,0.8351151866749769,3.76,0.0,0.6851163590234784,0.9999746499044984,1.3471752435184243e-06,1.0076114854126269e-15,8.956553765621286e-12,5.031626322624159e-05,2.2489567358911152e-05,1.9229696135097788e-09,2.625146003403312e-06,1.0143304561008482e-05,6.314451917142138e-06,1.299555270511483e-07,1.6133041051328055e-06,1.5844020803341847e-09,4.4199824512025576e-11,1.8292642883151878e-10,2.821086047917025e-10,4.50655053852695e-11
2.484040013517655e-07,0.8351152576985303,3.76,0.0,0.6851149764798948,0.9999740117139355,1.432265522366789e-06,1.0781412264654278e-15,9.23095897250326e-12,5.1691946963253204e-05,2.301476012670776e-05,1.977815132647914e-09,2.7161558542371363e-06,1.0254370504157172e-05,6.560356434849243e-06,1.3663058047382503e-07,1.6563645738856236e-06,1.6312515645666851e-09,4.6827540167033605e-11,1.9769922003662897e-10,3.0442107175382724e-10,4.846326748307614e-11
2.5415595619912176e-07,0.8351153287873679,3.76,0.0,0.6851135867205231,0.9999733726009623,1.5202570592626997e-06,1.1515737925483e-15,9.506915735844852e-12,5.307465717219417e-05,2.3539549954239398e-05,2.0329511703149086e-09,2.8072426629343383e-06,1.0362086462236056e-05,6.808898728086077e-06,1.4348984919595237e-07,1.6989121988001928e-06,1.6784597616257468e-09,4.954645358996458e-11,2.1329896597152254e-10,3.2795335813461163e-10,5.2035098306321476e-11
2.59907911046478e-07,0.835115399941732,3.76,0.0,0.6851121898437227,0.9999727326003265,1.6111514285966224e-06,1.2279427214383245e-15,9.78440225830564e-12,5.4464294303903756e-05,2.4063935319382817e-05,2.0883736873580666e-09,2.89835101069976e-06,1.0466567719201534e-05,7.059999432664378e-06,1.5053439074998005e-07,1.7409333207968357e-06,1.7260242370752578e-09,5.235761055730972e-11,2.2975279410351801e-10,3.52744176420765e-10,5.5785999501086434e-11
2.6565986589383427e-07,0.8351154711618548,3.76,0.0,0.685110785947353,0.9999720917455519,1.7049484771971935e-06,1.3072805388186188e-15,1.0063397005861323e-11,5.58607593212338e-05,2.458791475912299e-05,2.144078661320775e-09,2.9894278690256883e-06,1.0567925590652685e-05,7.313581915197436e-06,1.577652493912799e-07,1.7824159619292414e-06,1.7739425505350551e-09,5.5262041345944064e-11,2.4708813274253817e-10,3.7883262569655694e-10,5.972101195884303e-11
2.714118207411905e-07,0.8351155424479595,3.76,0.0,0.6851093751287274,0.9999714500689796,1.801646399654585e-06,1.3896187962288034e-15,1.034387867983535e-11,5.726395374442579e-05,2.5111486867504904e-05,2.2000620884757666e-09,3.0804225480346134e-06,1.0666267560307332e-05,7.569572179109202e-06,1.651834561424017e-07,1.8233497207480048e-06,1.822212257441181e-09,5.82607606434768e-11,2.653327065235342e-10,4.06258184875399e-10,6.384521521186449e-11
2.7716377558854677e-07,0.8351156138002614,3.76,0.0,0.6851079574845712,0.9999708076018103,1.9012418119832348e-06,1.4749881076375547e-15,1.0625826195683866e-11,5.867377969404049e-05,2.5634650293656325e-05,2.2563199857569825e-09,3.171286643866488e-06,1.0761697411788517e-05,7.827898773875531e-06,1.7279002884554892e-07,1.8637256730691938e-06,1.8708309107330044e-09,6.135476747659405e-11,2.845145318614426e-10,4.3506070592689344e-10,6.816372684230056e-11
2.82915730435903e-07,0.8351156852189674,3.76,0.0,0.6851065331109807,0.9999701643741435,2.003729823596494e-06,1.5634181847006628e-15,1.0909218667213416e-11,6.0090139931509836e-05,2.6157403739879274e-05,2.312848392581331e-09,3.261973985297531e-06,1.0854315355882297e-05,8.088492707386512e-06,1.8058597222281994e-07,1.9035362778925233e-06,1.919796062471046e-09,6.454504515690517e-11,3.0466191238481045e-10,4.652804071059593e-10,7.268170190491834e-11
2.886676852832593e-07,0.8351157567042762,3.76,0.0,0.6851051021033844,0.9999695204150156,2.109104107571448e-06,1.6549378707633387e-15,1.1194035395131997e-11,6.151293789738017e-05,2.6679745959807674e-05,2.369643372566222e-09,3.352440579763878e-06,1.0944218153422477e-05,8.351287361322641e-06,1.8857227794377396e-07,1.942775288225041e-06,1.9691052653886156e-09,6.783256124376994e-11,3.2580343435389414e-10,4.969578661903817e-10,7.740433236347166e-11
2.9441964013061553e-07,0.8351158282563784,3.76,0.0,0.6851036645565077,0.9999688757524365,2.217356969187492e-06,1.749575173660941e-15,1.1480255859048738e-11,6.294207774731603e-05,2.7201675756628896e-05,2.42670101515371e-09,3.442644558950294e-06,1.1031499233952506e-05,8.616218409441227e-06,1.9674992469989885e-07,1.9814376665771795e-06,2.0187560743780695e-09,7.121826752352384e-11,3.4796796206873994e-10,5.301340137328555e-10,8.233684654062505e-11
3.001715949779718e-07,0.8351158998754579,3.76,0.0,0.6851022205643383,0.9999682304134262,2.328479412727134e-06,1.847357297367678e-15,1.1767859712219525e-11,6.437746438593233e-05,2.7723191981367034e-05,2.484017437146393e-09,3.5325461240917083e-06,1.1116248810309505e-05,8.883223738673042e-06,2.0511987828557253e-07,2.019519504908596e-06,2.06874604791191e-09,7.470310000448291e-11,3.7118463327246526e-10,5.6485012633333e-10,8.748450858132839e-11
3.0592354982532803e-07,0.8351159715616908,3.76,0.0,0.6851007702200957,0.9999675844240485,2.442461206532074e-06,1.9483106725387202e-15,1.2056826778470407e-11,6.581900349852333e-05,2.824429353122566e-05,2.5415887841545445e-09,3.622107491123746e-06,1.1198553989270495e-05,9.152243372932655e-06,2.1368309168512282e-07,2.0570179488113045e-06,2.1190727494000747e-09,7.828797892710976e-11,3.9548285455466334e-10,6.011478199371902e-10,9.285261792951631e-11
3.116755046726843e-07,0.8351160433152467,3.76,0.0,0.6850993136161991,0.9999669378094445,2.5592909463117397e-06,2.052460985987831e-15,1.2347137050828843e-11,6.72666015807547e-05,2.8764979347988086e-05,2.5994112319541663e-09,3.7112928358074874e-06,1.1278498878396057e-05,9.423219399549195e-06,2.2244050516560336e-07,2.0939311257271982e-06,2.1697337484855887e-09,8.197380878873387e-11,4.2089229675959087e-10,6.390690431645564e-10,9.84465088179919e-11
3.1742745952004053e-07,0.8351161151362878,3.76,0.0,0.6850978508442422,0.9999662905938642,2.678956116705291e-06,2.1598332091399496e-15,1.263877069147419e-11,6.87201659663854e-05,2.9285248416473036e-05,2.6574809877589658e-09,3.8000682389434927e-06,1.1356164689201959e-05,9.696095898227502e-06,2.313930463749183e-07,2.130258077006219e-06,2.2207266222804574e-09,8.576147838222183e-11,4.4744289040354565e-10,6.786560706757157e-10,1.0427154977134331e-10
3.2893136921475304e-07,0.8351162589814446,3.76,0.0,0.6850949071582382,0.9999649944525052,2.9267374853623317e-06,2.38433985460472e-15,1.322592958040588e-11,7.164482732180288e-05,3.0324532454299082e-05,2.7743474162950776e-09,3.976262742487195e-06,1.1504970027454124e-05,1.0247336189160366e-05,2.49887160111314e-07,2.201153664041272e-06,2.3236983466485525e-09,9.364581376154266e-11,5.040885250789746e-10,7.629982279756043e-10,1.1663672456930485e-10
3.392848879399943e-07,0.8351163886743861,3.76,0.0,0.6850922376471308,0.9999638260960566,3.159291663463907e-06,2.59765158252354e-15,1.375870299840883e-11,7.429651570318726e-05,3.125845345448939e-05,2.880335630151101e-09,4.1331326000860306e-06,1.1631859250148403e-05,1.0749429492441325e-05,2.6720825084919783e-07,2.2629616984457476e-06,2.417483796946393e-09,1.0109860441411947e-10,5.592777526400727e-10,8.450337629525566e-10,1.2861045741474488e-10
3.496384066652355e-07,0.8351165185882232,3.76,0.0,0.6850895495356362,0.9999626561320368,3.4007933544334424e-06,2.821760759201282e-15,1.429546350962187e-11,7.696613460401054e-05,3.2191010216925807e-05,2.9870676910246534e-09,4.288228073022759e-06,1.1752505068947184e-05,1.125689471069552e-05,2.8517541682357443e-07,2.3228907881520067e-06,2.5123073003583544e-09,1.0889446731580674e-10,6.186411777489222e-10,9.33138169189118e-10,1.4141812525140114e-10
3.5999192539047677e-07,0.8351166487236866,3.76,0.0,0.6850868433250343,0.9999614846735065,3.6511368762681537e-06,3.0567905559582376e-15,1.483610179124148e-11,7.965317688790815e-05,3.3122198192289775e-05,3.0945227553227677e-09,4.441413122543939e-06,1.1867288753724356e-05,1.1769469247587874e-05,3.037936263826783e-07,2.3809606848504417e-06,2.608155138900006e-09,1.1703802774121188e-10,6.823621472746887e-10,1.0275689242574394e-09,1.5509221635187363e-10
3.70345444115718e-07,0.8351167790814541,3.76,0.0,0.6850841195063205,0.9999603118263779,3.910209197722822e-06,3.3028585856352003e-15,1.5380510491836238e-11,8.235714581419259e-05,3.405201317707439e-05,3.202680384609769e-09,4.592567470938565e-06,1.197656826008407e-05,1.2286906542597463e-05,3.230677247186601e-07,2.4371964572591488e-06,2.7050137523682672e-09,1.2553375337349613e-10,7.506263759181831e-10,1.1285864165431805e-09,1.6966554365219395e-10
3.8069896284095925e-07,0.8351169096621505,3.76,0.0,0.6850813785599612,0.9999591376898558,4.177890815940312e-06,3.560077294014965e-15,1.5928584286774807e-11,8.507755528165418e-05,3.498045129228872e-05,3.311520557578971e-09,4.741585653132676e-06,1.2080679655598504e-05,1.280897508923117e-05,3.430024363530587e-07,2.491627717205747e-06,2.802869752788041e-09,1.3438595687594902e-10,8.236218642899893e-10,1.2364538295231005e-09,1.8517123741162195e-10
3.910524815662005e-07,0.8351170404663516,3.76,0.0,0.6850786209556927,0.9999579623568529,4.454056579685068e-06,3.828554326398618e-15,1.6480219930222034e-11,8.781393002603101e-05,3.590750896348721e-05,3.4210236800126295e-09,4.888376096273956e-06,1.2179938457883203e-05,1.333545751397528e-05,3.636023677003425e-07,2.5442879245151593e-06,2.901709937336441e-09,1.4359879874508383e-10,9.015388184574273e-10,1.3514370285960597e-09,2.0164273825921734e-10
4.0140600029144174e-07,0.8351171714945884,3.76,0.0,0.6850758471523655,0.9999567859143794,4.7385764610925255e-06,4.108392871189257e-15,1.7035316302961236e-11,9.056580577535066e-05,3.683318290201762e-05,3.5311705929064697e-09,5.032860228428913e-06,1.2274640891558138e-05,1.3866149711126594e-05,3.84872009694342e-07,2.595213762474694e-06,3.0015212998411112e-09,1.53176290411993e-10,9.845695710611135e-10,1.4738044505609025e-09,2.191137906005642e-10
4.11759519016683e-07,0.8351173027473486,3.76,0.0,0.6850730575978249,0.9999556084439079,5.031316276342712e-06,4.39969198114864e-15,1.7593774454821436e-11,9.33327293649331e-05,3.7757470087448884e-05,3.641942578830998e-09,5.1749716183468775e-06,1.2365065066627853e-05,1.4400860031755862e-05,4.0681574046782973e-07,2.644444580003861e-06,3.1022910408891936e-09,1.6312229756168542e-10,1.0729085041393161e-09,1.6038269958951085e-09,2.3761843638558844e-10
4.221130377419242e-07,0.8351174342250783,3.76,0.0,0.6850702527288319,0.9999544300217159,5.3321383579049084e-06,4.702546873961619e-15,1.8155497640203954e-11,9.611425881601209e-05,3.8680367751080086e-05,3.7533213666976e-09,5.314655147491485e-06,1.2451472084798719e-05,1.4939408522310815e-05,4.2943782807092236e-07,2.692021892802301e-06,3.204006576658907e-09,1.734405436284479e-10,1.1667519737608524e-09,1.7417779239152683e-09,2.5719100921728326e-10
4.3246655646716547e-07,0.8351175659281858,3.76,0.0,0.6850674329710145,0.9999532507192065,5.640902180280213e-06,5.017049213381803e-15,1.8720391346243643e-11,9.890996338099588e-05,3.960187336045932e-05,3.86528913505856e-09,5.451866215345454e-06,1.2534107078456559e-05,1.548162620960285e-05,4.5274243321649606e-07,2.7379889377315234e-06,3.306655546566014e-09,1.8413461344158885e-10,1.2662982365577165e-09,1.8879327509117443e-09,2.778661287902426e-10
4.428200751924067e-07,0.835117697857045,3.76,0.0,0.6850645987388504,0.9999520706032112,5.95746494132866e-06,5.34328737210964e-15,1.928836331403929e-11,0.00010171942355821333,4.052198460484612e-05,3.977828514062178e-09,5.586569978360374e-06,1.2613200186674779e-05,1.6027354429164956e-05,4.767336120423934e-07,2.7823902753708554e-06,3.410225819804169e-09,1.9520795699977322e-10,1.3717473782236655e-09,2.0425691513203404e-09,2.996786956449869e-10
4.5317359391764795e-07,0.8351178300119929,3.76,0.0,0.685061750435678,0.9999508897362719,6.2816821009354465e-06,5.681346677358623e-15,1.9859323553550038e-11,0.00010454223107846275,4.144069938156617e-05,4.090922586160999e-09,5.7187406226848085e-06,1.2688967471654623e-05,1.657644419463608e-05,5.01415318881996e-07,2.8252714368347446e-06,3.5147055008412195e-09,2.0666389335407916e-10,1.483301244037835e-09,2.2059668619867435e-09,3.226638862279683e-10
4.635271126428892e-07,0.8351179623933369,3.76,0.0,0.6850588884537343,0.9999497081769073,6.6134078788896345e-06,6.031309640054643e-15,2.043318435247682e-11,0.0001073779888656965,4.235801578320609e-05,4.204554885672169e-09,5.8483606705992975e-06,1.276161177905098e-05,1.7128755605791345e-05,5.267914090352445e-07,2.8666786109936087e-06,3.6200829339374254e-09,2.1850561457628949e-10,1.6011633714620912e-09,2.3784075895591893e-09,3.4685714824578944e-10
4.7388063136813044e-07,0.8351180950013537,3.76,0.0,0.685056013174214,0.9999485259798628,6.952495713895153e-06,6.39325616862802e-15,2.1009860279282823e-11,0.00011022631097415196,4.327393208559623e-05,4.318709397288787e-09,5.975420320470952e-06,1.2831323545628067e-05,1.7684157292844513e-05,5.528656415325125e-07,2.9066583683154764e-06,3.726346706755245e-09,2.3073618978977934e-10,1.7255389248515621e-09,2.560174921032458e-09,3.7229419630230425e-10
4.842341500933717e-07,0.8351182278362909,3.76,0.0,0.685053124967352,0.9999473431963424,7.298798685683636e-06,6.767263768331835e-15,2.1589268180623495e-11,0.00011308682250418647,4.418844673653106e-05,4.433370553639196e-09,6.099916819857251e-06,1.2898281557613745e-05,1.824252589470068e-05,5.796416818842962e-07,2.945257417724038e-06,3.8334856531284215e-09,2.433585692431182e-10,1.8566346323050444e-09,2.751554237452083e-09,3.990110078066191e-10
4.945876688186129e-07,0.8351183608983708,3.76,0.0,0.6850502241925243,0.9999461598742297,7.652169902140214e-06,7.15340772695781e-15,2.217132717363709e-11,0.0001159591594988961,4.510155834518056e-05,4.5485232319833744e-09,6.221853871211207e-06,1.2962653662821406e-05,1.8803745569044256e-05,6.071231048104997e-07,2.9825223932832076e-06,3.941488855051991e-09,2.563755884096756e-10,1.994658724671322e-09,2.9528326307770625e-09,4.270438191404744e-10
5.049411875438542e-07,0.8351184941877894,3.76,0.0,0.6850473111983655,0.999944976058294,8.012462853285903e-06,7.551761287755227e-15,2.2755958633593615e-11,0.0001188429688234232,4.601326567215097e-05,4.664152750128196e-09,6.341241069493305e-06,1.3024597439327903e-05,1.9367707532340597e-05,6.353133969439107e-07,3.018499667899504e-06,4.050345643950683e-09,2.697899720977988e-10,2.1398208767187267e-09,3.1642988238888007e-09,4.5642912207384964e-10
5.152947062690954e-07,0.8351186277047195,3.76,0.0,0.6850443863229035,0.9999437917903826,8.379531733903403e-06,7.962395810316478e-15,2.3343086177325343e-11,0.00012173790802873112,4.6923567620155635e-05,4.780244861637994e-09,6.458093370903405e-06,1.3084260823301817e-05,1.9934309627963415e-05,6.642159595030642e-07,3.0532351914980945e-06,4.160045601281118e-09,2.8360433855666463e-10,2.292332150468223e-09,3.3862430937246433e-09,4.872036604180209e-10
5.256482249943367e-07,0.8351187614493114,3.76,0.0,0.6850414498937073,0.9999426071096025,8.753231736558563e-06,8.385380920162808e-15,2.3932635642786587e-11,0.00012464364520153046,4.783246322525895e-05,4.896785750413228e-09,6.572430591879917e-06,1.3141782698459456e-05,2.0503455920740943e-05,6.938341109301801e-07,3.0867743512987465e-06,4.270578558521123e-09,2.9782120356374263e-10,2.4524049406832665e-09,3.618957197505372e-09,5.194044269054258e-10
5.360017437195779e-07,0.8351188954216954,3.76,0.0,0.6850385022280456,0.9999414220524903,9.13341931673139e-06,8.820784647732943e-15,2.4524535065077404e-11,0.00012755985880195445,4.873995164865783e-05,5.013762024706322e-09,6.684276937454621e-06,1.3197293449508453e-05,2.1075056316294656e-05,7.241710894903087e-07,3.119161851984988e-06,4.38193459659669e-09,3.1244298448129817e-10,2.6202529225025854e-09,3.862734302018037e-09,5.530686602857896e-10
5.463552624448191e-07,0.8351190296219801,3.76,0.0,0.6850355436330595,0.9999402366531719,9.519952431719451e-06,9.268673557439389e-15,2.5118714649285545e-11,0.0001304862374904758,4.964603216896751e-05,5.131160710639304e-09,6.7936605579949866e-06,1.3250915481795957e-05,2.1649026203643187e-05,7.552300558282991e-07,3.150441613752602e-06,4.494104044794305e-09,3.2747200427091773e-10,2.796091001195538e-09,4.117868915908382e-09,5.882338426281499e-10
5.567087811700604e-07,0.8351191640502574,3.76,0.0,0.6850325744059409,0.9999390509435133,9.912690754914425e-06,9.729112867418918e-15,2.5715106740501715e-11,0.00013342247994544917,5.0550704174980684e-05,5.2489692452832454e-09,6.900613133321293e-06,1.330276370922569e-05,2.2225286119648944e-05,7.870140954806835e-07,3.180656686421203e-06,4.607077479203904e-09,3.429104954562497e-10,2.9801352640142058e-09,4.384656824931045e-09,6.249376968186861e-10
5.670622998953016e-07,0.8351192987066005,3.76,0.0,0.6850295948341221,0.9999378649532593,1.0311495866989312e-05,1.020216656056877e-14,2.6313645791335014e-11,0.00013636829467256114,5.1453967158871135e-05,5.367175469355237e-09,7.005169483158012e-06,1.335294601237153e-05,2.2803761433979665e-05,8.195262213399777e-07,3.2098491779650345e-06,4.7208457207352675e-09,3.5876060402507745e-10,3.1726029341116654e-09,4.6633950301002665e-09,6.632181842445762e-10
5.774158186205429e-07,0.8351194335910662,3.76,0.0,0.68502660519547,0.999936678710166,1.0716231425473637e-05,1.0687897487429542e-14,2.6914268327220713e-11,0.00013932339980738073,5.2355820709814646e-05,5.485767619584887e-09,7.107367202865186e-06,1.3401563668600123e-05,2.3384382053336e-05,8.527693760692815e-07,3.2380601959617742e-06,4.8353998327480275e-09,3.7502439326275057e-10,3.3737123264917266e-09,4.954381688679182e-09,7.031135026543708e-10
5.877693373457841e-07,0.8351195687036963,3.76,0.0,0.6850236057584885,0.9999354922401251,1.112676331413532e-05,1.1186367461446214e-14,2.7516912909790113e-11,0.00014228752291212072,5.325626450800174e-05,5.604734320798832e-09,7.207246323389735e-06,1.3448711755911564e-05,2.396708214376793e-05,8.867464344653857e-07,3.265329800584106e-06,4.950731118333126e-09,3.917038475099819e-10,3.5836828059515284e-09,5.257916057941556e-09,7.446620841856403e-10
5.981228560710253e-07,0.8351197040445173,3.76,0.0,0.6850205967825231,0.9999343055672791,1.1542959773528608e-05,1.1697637347109174e-14,2.8121520098560855e-11,0.00014526040076763856,5.415529831901796e-05,5.724064577768278e-09,7.304848994375525e-06,1.3494479532106057e-05,2.4551799869972407e-05,9.214602057689146e-07,3.2916969678795585e-06,5.066831117281353e-09,4.0880087583899595e-10,3.802734746974932e-09,5.574298441636349e-09,7.87902593550901e-10
6.084763747962666e-07,0.8351198396135424,3.76,0.0,0.6850175785179712,0.9999331187141305,1.196469151400658e-05,1.2221767141448255e-14,2.8728032411194195e-11,0.00014824177916162828,5.50529219885694e-05,5.843747766861237e-09,7.40021918937512e-06,1.3538950790784501e-05,2.5138477150533503e-05,9.569134359203227e-07,3.3171995622004873e-06,5.183691602772546e-09,4.263173156428901e-10,4.031089495531765e-09,5.903830139082586e-09,8.328739263731094e-10
6.188298935215078e-07,0.8351199754107709,3.76,0.0,0.6850145512064946,0.9999319317016435,1.239183181243539e-05,1.2758816049325432e-14,2.9336394282548274e-11,0.00015123141267387773,5.594913543753212e-05,5.9637736275379265e-09,7.493402432116282e-06,1.3582204195596392e-05,2.572705942813164e-05,9.931088097608414e-07,3.3418743167534415e-06,5.3013045778169e-09,4.4425493613383627e-10,4.268969332735529e-09,6.246813396819637e-09,8.7961520766231e-10
6.291834122467491e-07,0.8351201114361909,3.76,0.0,0.685011515081235,0.9999307445493412,1.2824256593787667e-05,1.3308842552946068e-14,2.994655202273649e-11,0.00015422906445939597,5.6843938657305824e-05,6.084132253724767e-09,7.58444554279219e-06,1.3624313594061602e-05,2.6317495453808127e-05,1.0300489531777093e-06,3.3657568213330406e-06,5.419662271477719e-09,4.6261544174646536e-10,4.5165974403101655e-09,6.6035513627361496e-09,9.281657904253296e-10
6.395369309719903e-07,0.8351202476897782,3.76,0.0,0.6850084703670293,0.9999295572753928,1.3261844498733773e-05,1.3871904475984387e-14,3.0558453774382806e-11,0.00015723450603014947,5.7737331705453015e-05,6.204814085099638e-09,7.673396403364456e-06,1.3665348312212596e-05,2.6909737084426636e-05,1.0677364351932439e-06,3.3888815163914607e-06,5.538757134903038e-09,4.814004754434607e-10,4.774197867814827e-09,6.974348042599499e-09,9.78565254400702e-10
6.498904496972316e-07,0.835120384171498,3.76,0.0,0.6850054172806277,0.9999283698967001,1.3704476938292902e-05,1.4448059042695248e-14,3.117204946925222e-11,0.0001602475170360853,5.862931470160623e-05,6.325809898318383e-09,7.760303740890904e-06,1.370537343122851e-05,2.7503739092524823e-05,1.1061737699975153e-06,3.411281692673392e-06,5.6585818371917306e-09,5.006116219210311e-10,5.041995501574211e-09,7.3595082589065546e-09,1.0308534049112985e-09
6.602439684224728e-07,0.8351205208813052,3.76,0.0,0.6850023560309103,0.9999271824289765,1.4152038136550105e-05,1.5037362932361832e-14,3.1787290784421424e-11,0.00016326788504605777,5.95198878236268e-05,6.447110798210012e-09,7.845216927915281e-06,1.3744450047161234e-05,2.809945898779853e-05,1.145363418924555e-06,3.4329894957195635e-06,5.779129261118013e-09,5.202504107125234e-10,5.320216035260958e-09,7.759337611975989e-09,1.0850702718274393e-09
6.70597487147714e-07,0.8351206578191451,3.76,0.0,0.6849992868191046,0.9999259948868195,1.4604415162390697e-05,1.563987232940742e-14,3.240413109814225e-11,0.00016629540532922294,6.040905130400005e-05,6.568708208965696e-09,7.928185798983272e-06,1.3782635514785981e-05,2.869685684950766e-05,1.185307792372215e-06,3.4540359346094203e-06,5.900392498736531e-09,5.403183191889668e-10,5.609085942075952e-09,8.174142443202024e-09,1.1412561086335478e-09
6.809510058729553e-07,0.8351207949849537,3.76,0.0,0.6849962098390002,0.9999248072837821,1.5061497951150801e-05,1.625564296947918e-14,3.30225254455367e-11,0.00016932988063741124,6.129680542645199e-05,6.690593865344401e-09,8.00926048237839e-06,1.3819983676545588e-05,2.9295895169136208e-05,1.2260092516659288e-06,3.474450894374986e-06,6.022364846888637e-09,5.608167754558245e-10,5.9088324484718365e-09,8.604229800389672e-09,1.1994513915917127e-09
