Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002)
5.9176575009849506e-05,0.9382897148219957,3.76,0.0,1.8339977822500613e-08,0.10887706785814615,0.8452645815930451,1.5717967783868977e-08,7.603944212614693e-09,5.568415642254573e-08,6.382319910161311e-05,1.4405197453362968e-13,0.082551178514373,0.1747835427014326,0.1882098957074952,2.4473827413112853e-08,0.04854653534015481,4.675110418445696e-12,2.361619727401759e-13,2.92653541656964e-10,9.577041485527397e-15,1.3312044382450268e-06,0.3564448316303219,9.792399409023991e-06,1.1482969804671149e-14,4.2468649113702317e-10,3.2237537424285685e-07,4.086989827344342e-09,3.5298462769536213e-09,6.8955580028100755e-09,5.4621783319974075e-16,5.5397373939781836e-17,7.914724280747488e-16,2.0072202098163863e-08,0.2246447438870353,1.1290531813692274e-08,1.1441793432684212e-08,2.6698296776255835e-12,4.164498941436733e-14,1.5120593709959854e-13,2.766175497612614e-07,1.3928712930917566e-08,2.327895633534198e-11,2.5707378086613713e-09,1.900428286708483e-08,4.204899449853604e-09,3.41494691715678e-14,5.813157019043081e-12,7.101485852531846e-10,2.3263844506292809e-10,1.5332412426179232e-07,1.1340906478609083e-14
5.9221793439772036e-05,0.9382685170987258,3.76,0.0,1.757002015981247e-08,0.10878266529895579,0.8452363122357214,1.506227020108149e-08,7.283085775592968e-09,5.335748644127118e-08,6.377175456120472e-05,1.3791723375333654e-13,0.08253202059037174,0.17477935073820342,0.18824990195231686,2.3586727929975135e-08,0.04852178350544151,4.481438232235306e-12,2.262164277387979e-13,2.803274015149259e-10,9.162107708260142e-15,1.3300039858751398e-06,0.3561838494906309,9.788776954947726e-06,1.1000170192513279e-14,4.0683136066128803e-10,3.088127100856152e-07,3.91399670493751e-09,3.3803152462804735e-09,6.6049754391667975e-09,5.452404276116309e-16,5.3052905372184656e-17,7.883967874356935e-16,2.0094145073227085e-08,0.22490578335896982,1.0810775242686544e-08,1.0955150432066602e-08,2.556373430867994e-12,3.987518935730218e-14,1.448158958592308e-13,2.7693987099239587e-07,1.3346319300641012e-08,2.2303956749797293e-11,2.5731873945765464e-09,1.898059650220781e-08,4.030299159267043e-09,3.269911258987276e-14,5.5661286716968144e-12,6.8040242077797e-10,2.228639112333947e-10,1.4690219745147904e-07,1.0856720543212607e-14
5.9267011869694565e-05,0.9382473310115087,3.76,0.0,1.6832948914329052e-08,0.10868859077007938,0.8452084111443342,1.4434379295739297e-08,6.97599720625498e-09,5.1129088221845846e-08,6.372047483953947e-05,1.320467932991379e-13,0.08251281969352955,0.17477478464417162,0.18828974702693757,2.2737526775752193e-08,0.048496986513066734,4.296004866539534e-12,2.166992301404602e-13,2.68532362112411e-10,8.766044677235065e-15,1.328820979142941e-06,0.355923799146353,9.785154459676466e-06,1.053803017568235e-14,3.897410719950531e-10,2.9583155790521903e-07,3.748460852218697e-09,3.2372241735385995e-09,6.3268501021064266e-09,5.443055154185448e-16,5.080988828383905e-17,7.854622473426413e-16,2.0116016446618974e-08,0.22516588862145606,1.035180343436096e-08,1.0489661861811463e-08,2.4478286303782662e-12,3.818198895053566e-14,1.3870074022349618e-13,2.77260451204133e-07,1.2788247024631676e-08,2.1369703929759793e-11,2.575623635128363e-09,1.8958390771543652e-08,3.862937116701392e-09,3.131161458102008e-14,5.3297929690767876e-12,6.519188702794047e-10,2.1350781071517615e-10,1.4074895522458632e-07,1.0393207918264702e-14
5.9312230299617095e-05,0.9382261565851033,3.76,0.0,1.612732293625104e-08,0.10859484069236151,0.8451808790495232,1.3833086516943762e-08,6.682072838048814e-09,4.899474317523406e-08,6.366935791209379e-05,1.2642907217893252e-13,0.08249357722198941,0.17476984735476422,0.18832942809397732,2.1924569292173746e-08,0.0484721458169617,4.1184538125828835e-12,2.0759131984077754e-13,2.572447782424766e-10,8.387930070350716e-15,1.3276547401796016e-06,0.35566467722221884,9.78153214931899e-06,1.0095642253459947e-14,3.733819556825097e-10,2.834062927763502e-07,3.590052209503091e-09,3.1002889459767924e-09,6.0606345088350365e-09,5.434111335147395e-16,4.866378994829079e-17,7.826623660036096e-16,2.013781427865701e-08,0.22542506315392266,9.912690772092496e-09,1.0044379495732328e-08,2.3439769151176317e-12,3.6561984141739984e-14,1.3284833510562735e-13,2.775792971059946e-07,1.2253482874771636e-08,2.047450112736125e-11,2.5780466156265307e-09,1.893759437677705e-08,3.702514075480837e-09,2.9984170769643947e-14,5.103674610406833e-12,6.246433918388108e-10,2.045517319554198e-10,1.3485318202677574e-07,9.949486575198502e-15
5.9357448729539625e-05,0.938204993843892,3.76,0.0,1.5451766599804014e-08,0.10850141158491812,0.8451537165882056,1.3257237705165186e-08,6.400734578004344e-09,4.6950418246665366e-08,6.36184018154773e-05,1.2105300955436225e-13,0.08247429452654065,0.17476454175472145,0.18836894245616037,2.114627516896108e-08,0.04844726282437811,3.948444376679946e-12,1.9887452335952111e-13,2.46442105050584e-10,8.026891144853643e-15,1.3265046213953275e-06,0.35540648034284783,9.777910240927503e-06,9.672140287335058e-15,3.577218818068009e-10,2.715124624981035e-07,3.438455869098982e-09,2.969238415558492e-09,5.805806088186098e-09,5.425554099784012e-16,4.661028909838794e-17,7.79991000795873e-16,2.015953673893057e-08,0.2256833104313082,9.49255443596743e-09,9.618399391549664e-09,2.2446099954773683e-12,3.501192776422359e-14,1.2724710080014627e-13,2.778964153621422e-07,1.1741055674061504e-08,1.961672187395521e-11,2.580456420052289e-09,1.8918139507246818e-08,3.5487431116383076e-09,2.871410691986862e-14,4.887320210757776e-12,5.98523860901313e-10,1.9597810517161063e-10,1.2920412873338814e-07,9.524712059094265e-15
5.9402667159462154e-05,0.9381838428118847,3.76,0.0,1.4804966673053425e-08,0.10840830006160003,0.845126924307328,1.2705730529844436e-08,6.131430593657985e-09,4.499225746775702e-08,6.356760464517195e-05,1.1590804054871217e-13,0.08245497291234051,0.17475887067972953,0.18840828755100636,2.0401134970608362e-08,0.04842233889757528,3.78565095362205e-12,1.9053151025602693e-13,2.3610284394821953e-10,7.682101767842423e-15,1.325370004061019e-06,0.35514920513324466,9.774288942834784e-06,9.266697523068708e-15,3.427301860671519e-10,2.601267312515937e-07,3.293371346211079e-09,2.843813780569197e-09,5.561865994440983e-09,5.417365596555324e-16,4.464526551988539e-17,7.774422937589146e-16,2.0181182100933226e-08,0.2259406339237753,9.090552327528888e-09,9.210859714908526e-09,2.1495291664153237e-12,3.352872196086718e-14,1.2188598635097835e-13,2.782118125926839e-07,1.1250034560858868e-08,1.87948070910638e-11,2.5828531310985435e-09,1.8899961663659725e-08,3.401349119114908e-09,2.749887258972545e-14,4.6802972420196625e-12,5.735104592085895e-10,1.8777016192215038e-10,1.237914933567729e-07,9.118075891626293e-15
5.9447885589384684e-05,0.9381627035127311,3.76,0.0,1.4185669346578222e-08,0.10831550282758909,0.8451005026674773,1.2177512054384809e-08,5.873634065938251e-09,4.311657391153751e-08,6.351696455335715e-05,1.1098407323323698e-13,0.0824356136405725,0.1747528369179935,0.1884474609457169,1.9687706833569537e-08,0.04839737535544486,3.6297623350207905e-12,1.8254575182265914e-13,2.2620649135089915e-10,7.352779644303334e-15,1.32425029695977e-06,0.3548928482192724,9.770668454978862e-06,8.878524712809111e-15,3.28377599613069e-10,2.492268261220574e-07,3.1545118869110628e-09,2.7237679983214836e-09,5.328337980768864e-09,5.409528799693497e-16,4.2764790188357506e-17,7.750106578293025e-16,2.0202748736971086e-08,0.2261970370964368,8.705881100836556e-09,8.820938676575149e-09,2.058544845443903e-12,3.210941099428571e-14,1.1675444426841235e-13,2.785254953749324e-07,1.0779527324233913e-08,1.80072623188341e-11,2.585236830208629e-09,1.8882999490973093e-08,3.260068325506596e-09,2.6336035112825486e-14,4.482193027906816e-12,5.495555690799715e-10,1.7991189673266257e-10,1.1860540254554497e-07,8.728804041717377e-15
5.9493104019307214e-05,0.9381415759697244,3.76,0.0,1.3592677412389708e-08,0.10822301667612132,0.845074452046358,1.1671576421839197e-08,5.626842004506459e-09,4.131984203004395e-08,6.346647974681711e-05,1.0627146673119633e-13,0.08241621793004364,0.17474644321175417,0.18848646033225167,1.9004613325010598e-08,0.04837237347507554,3.480481050832057e-12,1.7490148192988093e-13,2.167334900841002e-10,7.038183728306962e-15,1.3231449351045731e-06,0.3546374062281062,9.767048969215737e-06,8.5068683318946e-15,3.1463618243315627e-10,2.387914863310351e-07,3.0216038111798253e-09,2.6088652273034027e-09,5.104767329112287e-09,5.402027469430146e-16,4.0965115919374116e-17,7.726907637773385e-16,2.022423511333247e-08,0.22645252340909297,8.337774294076206e-09,8.447852576583629e-09,1.9714761341281176e-12,3.075117442239676e-14,1.1184240652260112e-13,2.788374702446216e-07,1.032867880755749e-08,1.7252655057296613e-11,2.5876075976137576e-09,1.886719461995949e-08,3.1246478275278583e-09,2.5223273889435013e-14,4.292613790080483e-12,5.266136727696604e-10,1.72388030667229e-10,1.1363639384360439e-07,8.356155461036681e-15
5.953832244922974e-05,0.9381204602058114,3.76,0.0,1.3024847584980012e-08,0.1081308384853325,0.8450487727421375,1.1186962654967177e-08,5.3905741222432605e-09,3.9598690355255845e-08,6.341614848492746e-05,1.0176101038220991e-13,0.08239678695872259,0.17473969225874966,0.18852528352258696,1.8350538454772024e-08,0.04834733449325992,3.3375227423795147e-12,1.6758365990387855e-13,2.076651833097768e-10,6.737611804117775e-15,1.3220533785187949e-06,0.3543828757886662,9.763430669620481e-06,8.151008885284444e-15,3.0147926010760094e-10,2.288004150330008e-07,2.8943858891394746e-09,2.4988802972087254e-09,4.890719833522883e-09,5.394846114241872e-16,3.9242668503629986e-17,7.704775278075808e-16,2.0245639785704508e-08,0.22670709631598024,7.985500556285446e-09,8.090853949464038e-09,1.8881504018283644e-12,2.9451320619755645e-14,1.0714026174536103e-13,2.7914774369707775e-07,9.896669377552227e-09,1.652961221590295e-11,2.58996551236917e-09,1.8852491516993336e-08,2.9948451453953907e-09,2.4158374970123437e-14,4.111183742639241e-12,5.046412566424881e-10,1.6518397674005385e-10,1.0887539867804295e-07,7.999420681598031e-15
5.958354087915227e-05,0.9380993562435986,3.76,0.0,1.2481087956852249e-08,0.10803896521522158,0.8450234649766658,1.0722752564684971e-08,5.1643717657563755e-09,3.794989454515579e-08,6.336596907771812e-05,9.744390391267376e-14,0.08237732186522158,0.17473258671362435,0.18856392844415,1.7724224832643805e-08,0.048322259607945575,3.2006155652869726e-12,1.605779353246249e-13,1.9898377083468501e-10,6.450398224998651e-15,1.3209751110761692e-06,0.354129253532032,9.759813732777237e-06,7.810259298842043e-15,2.8888136374419003e-10,2.1923423353905827e-07,2.7726087486992312e-09,2.3935982053747656e-09,4.685780834119599e-09,5.387969955005713e-16,3.7594038300371007e-17,7.683660997875306e-16,2.0266961394823364e-08,0.22696075926552967,7.648361964071244e-09,7.749229805021814e-09,1.8084028904942208e-12,2.8207280626126743e-14,1.0263883357589102e-13,2.7945632218835105e-07,9.482713456148354e-09,1.5836817666996038e-11,2.592310652389065e-09,1.8838837341623543e-08,2.87042779536679e-09,2.3139225916115422e-14,3.937544232382773e-12,4.835967199245204e-10,1.5828580706896656e-10,1.043137260462963e-07,7.657920472831624e-15
5.96287593090748e-05,0.9380782641053582,3.76,0.0,1.196035558132361e-08,0.10794739390472763,0.8449985288985734,1.0278068761259656e-08,4.9477968989590284e-09,3.637037075767687e-08,6.331593988400969e-05,9.331173856093e-14,0.08235782375022312,0.1747251291892871,0.18860239313542193,1.7124470963485796e-08,0.04829714997963249,3.0694996208141325e-12,1.538706146387959e-13,1.9067226766979073e-10,6.175911798437879e-15,1.319909639397238e-06,0.3538765360918374,9.756198328058496e-06,7.483963390964005e-15,2.768181729279054e-10,2.1007443783810011e-07,2.6560343129396497e-09,2.2928136382358005e-09,4.489554298999696e-09,5.381384890962186e-16,3.6015972263993896e-17,7.663518520707913e-16,2.028819866234558e-08,0.22721351570013618,7.325692423485616e-09,7.4222999594563865e-09,1.7320763393830711e-12,2.701660230480842e-14,9.832936008963745e-14,2.797632121363056e-07,9.086058112592273e-09,1.5173009899038432e-11,2.5946430944803245e-09,1.8826181811519735e-08,2.75117287969992e-09,2.2163810921384497e-14,3.771352922401393e-12,4.634402877978752e-10,1.5168022167774354e-10,9.99430468740898e-08,7.331004555613073e-15
5.967397773899733e-05,0.9380571838130367,3.76,0.0,1.1461654175804849e-08,0.10785612166891602,0.8449739645862538,9.852072762908916e-09,4.740431136932511e-09,3.4857169336212116e-08,6.326605930962004e-05,8.935647910866332e-14,0.08233829367785452,0.1747173222582201,0.18864067574170432,1.6550128673132643e-08,0.04827200673271881,2.9439264141704253e-12,1.4744862948807837e-13,1.8271446471759482e-10,5.91355380739372e-15,1.3188564917993406e-06,0.3536247201046497,9.752584617893976e-06,7.17149442030095e-15,2.6526646152372253e-10,2.0130335729313085e-07,2.5444352656541136e-09,2.196330516477521e-09,4.301661951581486e-09,5.375077467389441e-16,3.450536638014608e-17,7.644303688829179e-16,2.030935038692843e-08,0.22746536905593728,7.016856152499325e-09,7.109415451906254e-09,1.6590206286407481e-12,2.5876944794210594e-14,9.420347425293055e-14,2.8006841992167055e-07,8.70598171335842e-09,1.4536979765587684e-11,2.5969629143750836e-09,1.8814477074401755e-08,2.6368666933281655e-09,2.1230206182376903e-14,3.6122830166813703e-12,4.441339286214257e-10,1.4535451885947044e-10,9.575537901686675e-08,7.018050370840189e-15
5.971919616891986e-05,0.9380361153882586,3.76,0.0,1.0984031939147273e-08,0.10776514569626973,0.8449497720507337,9.44396319675971e-09,4.541874827440664e-09,3.340746879122433e-08,6.321632580563923e-05,8.557044677261748e-14,0.08231873267701167,0.17470916845374038,0.18867877451104234,1.600010065840521e-08,0.048246830956796674,2.823658338457584e-12,1.4129950665916174e-13,1.7509489147131691e-10,5.662756157948406e-15,1.3178152172973957e-06,0.35337380221033055,9.748972758029598e-06,6.872253705553381e-15,2.5420404618125423e-10,1.9290411539733525e-07,2.4375945435550465e-09,2.103961562650784e-09,4.12174244099792e-09,5.369034844897519e-16,3.3059258489019476e-17,7.625974362399788e-16,2.0330415440508342e-08,0.22771632276260123,6.721246239771001e-09,6.809957041789016e-09,1.5890924407411156e-12,2.4786073237110842e-14,9.025318534924058e-14,2.8037195188905324e-07,8.341792627513218e-09,1.3927568326165533e-11,2.5992701867621955e-09,1.8803677586582956e-08,2.5273043465750346e-09,2.0336575502054856e-14,3.460022523545832e-12,4.256412750707114e-10,1.3929656701809888e-10,9.174307287848479e-08,6.718461900249616e-15
5.976441459884239e-05,0.9380150588523347,3.76,0.0,1.0526579477012082e-08,0.10767446324608189,0.844925951238433,9.052974087394633e-09,4.351746177609512e-09,3.201857006330944e-08,6.316673786676955e-05,8.194630291319426e-14,0.08229914174263364,0.17470067027121644,0.18871668779029951,1.5473338154911478e-08,0.048221623707900084,2.7084681829630866e-12,1.354113395671141e-13,1.6779878061655939e-10,5.422979644495599e-15,1.316785384652901e-06,0.35312377905238157,9.745362897776842e-06,6.585669313550231e-15,2.4360973739836165e-10,1.8486059248095095e-07,2.3353048537356104e-09,2.0155278900716995e-09,3.9494505532919795e-09,5.363244770256796e-16,3.1674821474810104e-17,7.608490323715319e-16,2.0351392764766597e-08,0.22796638024312427,6.4382832756513535e-09,6.523333782569362e-09,1.5221549388377693e-12,2.3741853772886724e-14,8.64708613259107e-14,2.806738143479166e-07,7.992827985274334e-09,1.3343664775319986e-11,2.601564985317599e-09,1.8793739997777616e-08,2.422289403258758e-09,1.9481166115703072e-14,3.314273555873288e-12,4.079275490013681e-10,1.3349477790999494e-10,8.789879762201956e-08,6.431668537262964e-15
5.980963302876492e-05,0.9379940142262673,3.76,0.0,1.008842782955913e-08,0.10758407164594552,0.8449025020338243,8.678373228474625e-09,4.169680423422426e-09,3.068789105383694e-08,6.311729402972828e-05,7.847703351882893e-14,0.08227952183693063,0.17469183016924006,0.18875441402137785,1.496883871666028e-08,0.04819638600970664,2.59813866459404e-12,1.2977276118892819e-13,1.6081203443234878e-10,5.1937123242580875e-15,1.315766581468667e-06,0.3528746472782741,9.741755180252839e-06,6.311194812028574e-15,2.3346329300884814e-10,1.7715739026609348e-07,2.2373682150569838e-09,1.930858611899816e-09,3.784456461289097e-09,5.357695548679489e-16,3.034935680151531e-17,7.591813186213149e-16,2.03722813677724e-08,0.22821554491363638,6.167414051590139e-09,6.248981667836862e-09,1.458077461134014e-12,2.274224877884387e-14,8.284921201305919e-14,2.8097401357351945e-07,7.65845248759926e-09,1.2784204456325803e-11,2.6038473827336567e-09,1.8784623041841493e-08,2.321633533563633e-09,1.866230472665094e-14,3.174751666150903e-12,3.909594898507207e-10,1.279380812116475e-10,8.421552794852618e-08,6.1571240057455684e-15
5.985485145868745e-05,0.9379729815307559,3.76,0.0,9.668746596073695e-09,0.10749396828933752,0.8448794242619896,8.319460633171725e-09,3.9953290398102724e-09,2.9412961410015765e-08,6.30679928717112e-05,7.515593442722892e-14,0.08225987389056638,0.17468265057075635,0.18879195173757862,1.4485644101832654e-08,0.04817111885469463,2.4924619813049007e-12,1.2437291836879373e-13,1.5412119289435605e-10,4.974467993551282e-15,1.3147584133269864e-06,0.35262640353976527,9.73814974261157e-06,6.048308083731171e-15,2.237453739668687e-10,1.697797981724229e-07,2.1435955222047786e-09,1.8497904693470698e-09,3.626445011138919e-09,5.352376017477708e-16,2.90802883763818e-17,7.575906308004395e-16,2.039308032079399e-08,0.2284638201832157,5.908110324328301e-09,5.986362345809381e-09,1.396735230427022e-12,2.1785312347530993e-14,7.938127316903962e-14,2.8127255580782314e-07,7.33805726472426e-09,1.224816695610826e-11,2.6061174507474864e-09,1.8776287433132383e-08,2.225156181079865e-09,1.7878393740730334e-14,3.0411852145276874e-12,3.747052864019731e-10,1.2261590034382033e-10,8.068653142058183e-08,5.894305324650199e-15
5.990006988860998e-05,0.9379519607862016,3.76,0.0,9.26674215145206e-09,0.1074041506332924,0.8448567176910811,7.975567059376737e-09,3.828358989237787e-09,2.81914175519219e-08,6.3018833008914e-05,7.197659724663693e-14,0.08224019880379708,0.17467313386415292,0.18882929956009778,1.4022838259357886e-08,0.048145823205257336,2.391239386432619e-12,1.192014474211459e-13,1.477134033886451e-10,4.764784758777017e-15,1.3137605029690282e-06,0.3523790444931987,9.734546716266517e-06,5.796510198626225e-15,2.1443750230776865e-10,1.627137612819407e-07,2.0538061312278796e-09,1.7721674780276784e-09,3.4751150436289734e-09,5.347275521025755e-16,2.7865156723374e-17,7.560734709692931e-16,2.041378875526874e-08,0.22871120945371082,5.659867641459585e-09,5.734961898598095e-09,1.3380090780291499e-12,2.0869185987662545e-14,7.606039130935373e-14,2.815694472603661e-07,7.031058781658513e-09,1.1734574278111863e-11,2.6083752601683226e-09,1.8768695768194184e-08,2.1326842434377684e-09,1.7127907688917703e-14,2.913314768135144e-12,3.5913451174467183e-10,1.1751812948630974e-10,7.730535630836597e-08,5.642711816604059e-15
5.994528831853251e-05,0.9379309520127143,3.76,0.0,8.881655949750994e-09,0.10731461619616321,0.8448343820346896,7.646052605864912e-09,3.668452006802053e-09,2.7020997929670722e-08,6.29698130951098e-05,6.893289594223212e-14,0.0822204974475681,0.17466328240430962,0.18886645619465242,1.3579545411227794e-08,0.048120499994775946,2.2942807829096216e-12,1.142484509617583e-13,1.4157639194951665e-10,4.5642236956558084e-15,1.3127724895133767e-06,0.35213256679979243,9.73094622710497e-06,5.555324341229492e-15,2.0552202117173655e-10,1.55945849876292e-07,1.967827465439197e-09,1.6978405915132917e-09,3.330178748476731e-09,5.342383886958364e-16,2.6701613450037647e-17,7.546264996256654e-16,2.0434405859923945e-08,0.2289577161195706,5.422204225136315e-09,5.494289682777154e-09,1.2817851813134936e-12,1.999209453695451e-14,7.288020927829307e-14,2.818646941091035e-07,6.736897788718558e-09,1.1242489089964186e-11,2.610620880903927e-09,1.8761812432483835e-08,2.0440517659852272e-09,1.6409389828199918e-14,2.7908925300386413e-12,3.44218061273827e-10,1.1263511172111614e-10,7.40658199369312e-08,5.401864158579001e-15
5.999050674845504e-05,0.9379099552301169,3.76,0.0,8.512762910273665e-09,0.10722536255546594,0.8448124169541243,7.330305375808357e-09,3.515303919967171e-09,2.589953849953018e-08,6.292093182028028e-05,6.601897405462856e-14,0.08220077066457004,0.1746530985136105,0.18890342042823188,1.3154928225751851e-08,0.0480951501286529,2.2014043363786924e-12,1.095044759011161e-13,1.3569843593992167e-10,4.3723675906877235e-15,1.311794027711748e-06,0.35188696712591405,9.727348395694472e-06,5.324294790175059e-15,1.9698205678293224e-10,1.4946323046473906e-07,1.885494640619179e-09,1.6266673812087266e-09,3.191361049904485e-09,5.337691403540418e-16,2.5587415992075687e-17,7.53246528277881e-16,2.0454930878040366e-08,0.22920334356768204,5.194659910873094e-09,5.263877227995942e-09,1.2279548141724725e-12,1.9152342275825213e-14,6.983465252482748e-14,2.821583025012179e-07,6.455038315265402e-09,1.0771013042910759e-11,2.6128543819860997e-09,1.8755603511875756e-08,1.959099647979503e-09,1.5721448911260187e-14,2.6736817962734393e-12,3.29928093578314e-10,1.0795761824528025e-10,7.096199751417945e-08,5.171303472863794e-15
6.003572517837757e-05,0.9378889704579491,3.76,0.0,8.159369881915838e-09,0.10713638734580458,0.8447908220606042,7.02774020421819e-09,3.368624001161123e-09,2.4824968408349087e-08,6.287218790929895e-05,6.32292325191697e-14,0.08218101927025656,0.17464258448291936,0.18894019112596966,1.2748186077210735e-08,0.048069774485306666,2.1124361062846134e-12,1.0496049253803795e-13,1.3006833809753512e-10,4.1888197592758384e-15,1.3108247872400219e-06,0.3516422421433429,9.723753337481521e-06,5.102985947337738e-15,1.888014822826703e-10,1.432536382254822e-07,1.806650108521378e-09,1.5585117317117858e-09,3.058399021893851e-09,5.333188798147284e-16,2.4520422620837975e-17,7.519305123828842e-16,2.0475363104851128e-08,0.22944809517721473,4.976795138571031e-09,5.043277190555215e-09,1.1764141097174733e-12,1.834830923152221e-14,6.69179160463612e-14,2.824502785538994e-07,6.184966704880728e-09,1.0319285160116901e-11,2.6150758315953256e-09,1.875003670869223e-08,1.877675360785726e-09,1.506275611610479e-14,2.5614564395045767e-12,3.1623797407695604e-10,1.0347682859786966e-10,6.798821141988506e-08,4.950590456632391e-15
6.00809436083001e-05,0.9378679977154746,3.76,0.0,7.820814181733072e-09,0.10704768825687334,0.8447695969173697,6.737797446082592e-09,3.22813435155699e-09,2.379530587622197e-08,6.28235801206639e-05,6.05583180563611e-14,0.08216124405382351,0.1746317425725198,0.18897676722813236,1.235855338760585e-08,0.048044373917129936,2.027209694065504e-12,1.0060787469502267e-13,1.2467540187391976e-10,4.013202935355282e-15,1.3098644520228214e-06,0.35139838852952116,9.720161162982928e-06,4.890981413957297e-15,1.809648833208122e-10,1.3730535078725653e-07,1.7311433177340359e-09,1.4932435508659719e-09,2.9310413316035903e-09,5.328867216798024e-16,2.3498587699764478e-17,7.506755446303168e-16,2.049570188506862e-08,0.22969197431947264,4.76818999304372e-09,4.832062359041041e-09,1.1270638345844721e-12,1.757844766280835e-14,6.412445196597872e-14,2.827406283550954e-07,5.92619069028983e-09,9.886480291047723e-12,2.617285297084555e-09,1.874508126202209e-08,1.799632677594923e-09,1.443204212724507e-14,2.4540004179299933e-12,3.031222212680616e-10,9.918431184865447e-11,6.51390209369003e-08,4.7393045484740625e-15
6.012616203822263e-05,0.9378470370216843,3.76,0.0,7.496462203912187e-09,0.1069592630315337,0.8447487410417128,6.459941822139935e-09,3.0935693144513138e-09,2.2808654267828484e-08,6.277510724527862e-05,5.800111210533418e-14,0.08214144577915278,0.1746205750130219,0.18901314774721978,1.1985298046429302e-08,0.04801894925141199,1.945565907611647e-12,9.643838084009811e-14,1.1950940799829785e-10,3.845158227747567e-15,1.3089127195899669e-06,0.3511554029677927,9.716571977970053e-06,4.687883111353714e-15,1.734575253147693e-10,1.3160716328213577e-07,1.6588303910043174e-09,1.4307384937576853e-09,2.8090477095166877e-09,5.324718204687273e-16,2.2519957176596333e-17,7.494788485547014e-16,2.0515946610533096e-08,0.22993498435775203,4.568443291476295e-09,4.6298247092728505e-09,1.0798091742454785e-12,1.6841278715882175e-14,6.144895771065077e-14,2.8302935796423235e-07,5.678238506407273e-09,9.471807629248553e-12,2.6194828450021725e-09,1.8740707872102414e-08,1.7248314141938953e-09,1.3828094360512547e-14,2.35110730812207e-12,2.9055645546509006e-10,9.507200869888619e-11,6.240921240644233e-08,4.537043130320576e-15
6.017138046814516e-05,0.9378260883953004,3.76,0.0,7.185708095540016e-09,0.10687110946396329,0.8447282539069296,6.1936613193894795e-09,2.964674916737957e-09,2.1863198343374404e-08,6.272676810527892e-05,5.5552720273700785e-14,0.082121625185721,0.17460908400623565,0.18904933176517352,1.1627719904592978e-08,0.04799350129122718,1.8673524412028994e-12,9.244413614305716e-14,1.1456059220128946e-10,3.684344138807538e-15,1.307969300463221e-06,0.3509132821476322,9.712985883646196e-06,4.493310443954133e-15,1.6626532229047257e-10,1.2614836460424826e-07,1.589573818179223e-09,1.3708776999499173e-09,2.692188444959814e-09,5.320733687664205e-16,2.1582664298921288e-17,7.483377724587947e-16,2.053609671797644e-08,0.23017712864720663,4.377171715389617e-09,4.4361745059748995e-09,1.0345595287584582e-12,1.613538924271685e-14,5.888636475967014e-14,2.833164734129126e-07,5.440658039946873e-09,9.074509290955292e-12,2.621668541114196e-09,1.8736888628550038e-08,1.6531371803382697e-09,1.3249754324025649e-14,2.2525798605742e-12,2.7851734989771505e-10,9.11322144473039e-11,5.979378979009205e-08,4.343420763271448e-15
6.021659889806769e-05,0.9378051518547813,3.76,0.0,6.887972495759852e-09,0.10678322539787338,0.8447081349442026,5.938466143596078e-09,2.841208337056374e-09,2.0957200680523427e-08,6.267856155290411e-05,5.320846227853965e-14,0.08210178298947456,0.17459727172601364,0.18908531843068876,1.1285149338857575e-08,0.04796803081629033,1.792423570176169e-12,8.8617615416882e-14,1.09819624037594e-10,3.530435641250575e-15,1.3070339175718297e-06,0.35067202276486253,9.709402976817381e-06,4.306899502474818e-15,1.5937480722432335e-10,1.2091871481266765e-07,1.523242163963947e-09,1.3135475432823894e-09,2.5802439057114193e-09,5.316905954610047e-16,2.0684925541305357e-17,7.472497836321143e-16,2.0556151686895142e-08,0.230418410534718,4.194008984814654e-09,4.250739448724377e-09,9.912283184192072e-13,1.545942877348006e-14,5.643182793423144e-14,2.836019807055814e-07,5.213016014100622e-09,8.693858952065474e-12,2.6238424504256906e-09,1.873359694224148e-08,1.5844211412979824e-09,1.2695915108235828e-14,2.1582295767858595e-12,2.669825840637758e-10,8.735756277704394e-11,5.7287965621839334e-08,4.158068455881624e-15
