Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7)
3.3687943588676878e-06,0.5191558264989063,3.76,0.0,0.8693856655709997,0.9999999868795023,2.2020866901036682e-11,6.205963190893911e-29,2.3804778527710697e-21,1.2818526683428226e-08,1.2950748814359479e-08,1.4287790197852186e-10,5.995980181982255e-12,3.745241521121335e-12,3.709025533737693e-12,2.5272617759120572e-11,4.525338999423042e-13
3.5532201512654174e-06,0.5191558264981392,3.76,0.0,0.8693856648583751,0.9999999861587299,2.4746843727986385e-11,7.285255922263784e-29,2.647982240309463e-21,1.3519510721863701e-08,1.3659753696313152e-08,1.516783526615809e-10,6.3523192873320065e-12,3.806965823637227e-12,4.003924801370935e-12,2.8112721974803815e-11,4.645023428103562e-13
3.737645943663147e-06,0.5191558264973726,3.76,0.0,0.8693856641455857,0.9999999854378079,2.7629923571963993e-11,8.483144492539781e-29,2.9297259628099012e-21,1.4220507744107673e-08,1.43687542793963e-08,1.604793283605974e-10,6.707671239525777e-12,3.866211283275395e-12,4.3035447508081344e-12,3.110401304379305e-11,4.756119256685322e-13
3.922071736060876e-06,0.5191558264966064,3.76,0.0,0.8693856634326327,0.9999999847167368,3.0669701060616627e-11,9.80585277806626e-29,3.225709276994306e-21,1.4921517115101694e-08,1.507775036160102e-08,1.6928067972570834e-10,7.062168842994189e-12,3.923430088783573e-12,4.607709786524771e-12,3.4246493694998394e-11,4.859866171085979e-13
4.290923320856336e-06,0.5191558264950751,3.76,0.0,0.869385662006237,0.9999999832741491,3.721800056794894e-11,1.2850661785917935e-28,3.860395647608606e-21,1.6323570649030433e-08,1.6495728396418338e-08,1.8688420142593114e-10,7.769070046300896e-12,4.0331890673871115e-12,5.22913092143825e-12,4.098503402142696e-11,5.049519780343757e-13
4.659774905651795e-06,0.5191558264935454,3.76,0.0,0.8693856605791925,0.9999999818309677,4.438950768457139e-11,1.6469627732433506e-28,4.552043186876842e-21,1.772566747921286e-08,1.7913686807060735e-08,2.044885602273657e-10,8.473827710863641e-12,4.138459938616305e-12,5.867327134000541e-12,4.832836244674328e-11,5.221056018178484e-13
5.028626490447254e-06,0.5191558264920179,3.76,0.0,0.869385659151502,0.9999999803871946,5.218261160391059e-11,2.071282427285829e-28,5.3006535935951175e-21,1.9127804830407594e-08,1.933162492117785e-08,2.2209354120385804e-10,9.177048282253706e-12,4.240736822617337e-12,6.521718086760673e-12,5.627649701835507e-11,5.379697678652045e-13
5.397478075242714e-06,0.5191558264904919,3.76,0.0,0.8693856577231677,0.9999999789428301,6.059616555264449e-11,2.563045533441937e-28,6.1062284690761184e-21,2.052998072174815e-08,2.074954228513841e-08,2.396990156875317e-10,9.879179962130118e-12,4.341021712730471e-12,7.191914515227531e-12,6.482945474750733e-11,5.529245982018193e-13
5.766329660038173e-06,0.5191558264889677,3.76,0.0,0.869385656294191,0.9999999774978744,6.962936038945366e-11,3.127285671116383e-28,6.968769347130394e-21,2.1932193696701106e-08,2.2167438596558843e-08,2.573049642570624e-10,1.0580552637295063e-11,4.439976288849081e-12,7.87765928484406e-12,7.398725192725386e-11,5.672440501079798e-13
6.135181244833632e-06,0.5191558264874456,3.76,0.0,0.8693856548645728,0.9999999760523282,7.928163361202825e-11,3.769049634446818e-28,7.888277712803042e-21,2.3334442711269237e-08,2.358531365357375e-08,2.7491140711933215e-10,1.1281404071191236e-11,4.538036060706446e-12,8.578783073738804e-12,8.374990433247571e-11,5.811227246942079e-13
6.504032829629092e-06,0.5191558264859254,3.76,0.0,0.8693856534343142,0.999999974606191,8.955260127052748e-11,4.493397456527216e-28,8.864755015351105e-21,2.4736727071790417e-08,2.500316731797995e-08,2.925183313541207e-10,1.1981899721737201e-11,4.635493295305649e-12,9.295172175337807e-12,9.411742735879702e-11,5.946965265789479e-13
6.872884414424551e-06,0.5191558264844073,3.76,0.0,0.869385652003415,0.999999973159464,1.0044200375838813e-10,5.305402386286013e-28,9.898202679657274e-21,2.6139046325764995e-08,2.6420999492812982e-08,3.1012570071568475e-10,1.2682153178788216e-11,4.732547470610399e-12,1.0026748909225337e-11,1.0508983614361333e-10,6.080596745795746e-13
7.24173599922001e-06,0.5191558264828908,3.76,0.0,0.869385650571876,0.9999999717121463,1.119496655237407e-10,6.210150793800957e-28,1.0988622115125398e-20,2.7541400150152978e-08,2.7838810110013497e-08,3.2773349841672305e-10,1.3382244141739514e-11,4.829333026753763e-12,1.0773460846468464e-11,1.1666714565987092e-10,6.212778207617891e-13
7.61058758401547e-06,0.5191558264813763,3.76,0.0,0.8693856491396976,0.9999999702642384,1.2407546912946241e-10,7.212742105598934e-28,1.2136014720602572e-20,2.8943788302050857e-08,2.9256599122054268e-08,3.4534173124605745e-10,1.4082229361067406e-11,4.925938205737161e-12,1.1535273494921286e-11,1.2884937076826073e-10,6.343967971715059e-13
7.979439168810929e-06,0.5191558264798639,3.76,0.0,0.8693856477068793,0.9999999688157404,1.3681933894819488e-10,8.31828881117406e-28,1.3340381886787654e-20,3.034621061365963e-08,3.067436649485875e-08,3.6295040387083924e-10,1.478214809103941e-11,5.022420984849742e-12,1.2312164112917858e-11,1.4163652624319003e-10,6.474481626780765e-13
8.348290753606387e-06,0.5191558264783533,3.76,0.0,0.8693856462734219,0.9999999673666523,1.5018122883556466e-10,9.531916455384363e-28,1.4601724998375896e-20,3.174866697959337e-08,3.2092112202589704e-08,3.8055950857518787e-10,1.548202642726214e-11,5.118820802543691e-12,1.3104117156585833e-11,1.5502862679571456e-10,6.604532916011595e-13
9.085993923197306e-06,0.5191558264753381,3.76,0.0,0.8693856434045888,0.9999999644667051,1.7875898044408364e-10,1.2303981321109676e-27,1.729534457819787e-20,3.455368159534513e-08,3.492753854899019e-08,4.157790079068827e-10,1.6881725833219895e-11,5.3114629128641385e-12,1.4733174123368496e-11,1.8362772178363587e-10,6.863766207351411e-13
9.823697092788225e-06,0.5191558264723306,3.76,0.0,0.8693856405331983,0.9999999615643974,2.098086233997425e-10,1.5570199852061816e-27,2.0216884483804522e-20,3.735883174112106e-08,3.776287803035696e-08,4.5100019158270356e-10,1.828141929907014e-11,5.504009492862431e-12,1.6422386260784505e-11,2.1464677285276678e-10,7.122427223468259e-13
9.999999999999997e-06,0.5191558264693309,3.76,0.0,0.8693856398465891,0.9999999608704283,2.1759511892678674e-10,1.6428535673824085e-27,2.094884559452914e-20,3.802925167653277e-08,3.844047997087617e-08,4.5941791599058856e-10,1.861593334282822e-11,5.550016590416284e-12,1.683499336860008e-11,2.2241827640698204e-10,7.184188485001725e-13
1.0561400262379143e-05,0.5191558264693309,3.76,0.0,0.8693856376592508,0.9999999586597288,2.4333019949295523e-10,1.9372067495617005e-27,2.3366355707766384e-20,4.0164117208787715e-08,4.059813056116705e-08,4.862230710991444e-10,1.9681139848802217e-11,5.696503401362377e-12,1.8171735073044355e-11,2.4808589679612234e-10,7.380777178823554e-13
1.1299103431970062e-05,0.5191558264663388,3.76,0.0,0.8693856347827463,0.9999999557526995,2.7932377470438735e-10,2.375123407602442e-27,2.6743769233450476e-20,4.296953783639942e-08,4.343329606324376e-08,5.214476536085825e-10,2.108091012970237e-11,5.888970968030273e-12,1.9981208480907206e-11,2.839452103119144e-10,7.63899350251399e-13
1.27745097711519e-05,0.5191558264603782,3.76,0.0,0.869385629022066,0.9999999499315584,3.5872733048995863e-10,3.440959681937371e-27,3.4182467051325634e-20,4.858078420646115e-08,4.910336570248357e-08,5.919019126296335e-10,2.3880623152611156e-11,6.273855912217867e-12,2.3780510450960285e-11,3.629248721184525e-10,8.15521580269184e-13
1.4249916110333737e-05,0.5191558264544488,3.76,0.0,0.8693856232511573,0.9999999441009737,4.4802012241352886e-10,4.788267838972731e-27,4.253306562361037e-20,5.4192570133566034e-08,5.477308639366099e-08,6.623629524466155e-10,2.6680597423582125e-11,6.658715225018093e-12,2.7820257527977737e-11,4.5158669002615724e-10,8.67141258553075e-13
1.720072878869741e-05,0.5191558264426834,3.76,0.0,0.8693856116786529,0.9999999324114713,6.562771083860756e-10,8.464447392729368e-27,6.1970315038525e-20,6.541775839530539e-08,6.611147880719958e-08,8.033053281137252e-10,3.228131698164783e-11,7.428351291679904e-12,3.662102952894465e-11,6.579605138489507e-10,9.703647910159088e-13
1.9643327546067622e-05,0.5191558264330381,3.76,0.0,0.8693856020683091,0.9999999227066548,8.5859868954749e-10,1.2659672269567314e-26,8.082005073740364e-20,7.471127739162559e-08,7.549601681457452e-08,9.199938527113912e-10,3.6918225999494234e-11,8.065372890187414e-12,4.4633497429440917e-11,8.580967714192812e-10,1.055807547547426e-12
2.2085926303437833e-05,0.5191558264234782,3.76,0.0,0.8693855924299265,0.9999999129759499,1.088036617762294e-09,1.8069180150483772e-26,1.0217025976652565e-19,8.40062678533949e-08,8.487959163001858e-08,1.0367008567465585e-09,4.1555843656222324e-11,8.702327759290797e-12,5.330479069318891e-11,1.08478195394854e-09,1.1412411973332505e-12
2.4528525060808044e-05,0.5191558264140037,3.76,0.0,0.8693855827635033,0.999999903219355,1.344595050661807e-09,2.4854889311857638e-26,1.2602133716707874e-19,9.330272717363962e-08,9.426220084382004e-08,1.1534263077542625e-09,4.619416352557058e-11,9.339208706400078e-12,6.263484398446472e-11,1.3380202617862837e-09,1.2266615713148371e-12
2.941372257554847e-05,0.5191558263953101,3.76,0.0,0.8693855633465298,0.9999998836284885,1.939089936961487e-09,4.3218318024668476e-26,1.8122767216559218e-19,1.1190004183595183e-07,1.1302451280769319e-07,1.3869324150067523e-09,5.5472917424837204e-11,1.0612765595450529e-11,8.327095054796379e-11,1.924173007115038e-09,1.3974728205266944e-12
3.4298920090288893e-05,0.5191558263769576,3.76,0.0,0.8693855438173764,0.9999998639340411,2.6421163621008633e-09,6.909137816447197e-26,2.4644220103398423e-19,1.3050320033860478e-07,1.3178293340132043e-07,1.6205119106321048e-09,6.475448254992163e-11,1.1886049102665174e-11,1.06541266775292e-10,2.616588470374543e-09,1.568245384895955e-12
3.918411760502932e-05,0.5191558263589456,3.76,0.0,0.8693855241760308,0.999999844136,3.4537072226666645e-09,1.0385302831040433e-25,3.2166805649333225e-19,1.4911218163464768e-07,1.50537443320239e-07,1.8541645275497242e-09,7.403885387940692e-11,1.3159065631022152e-11,1.3244523940948386e-10,3.4153000003696637e-09,1.738983598510648e-12
4.406931511976974e-05,0.5191558263412746,3.76,0.0,0.8693855044224815,0.999999824234351,4.3738952951370405e-09,1.4892789161449239e-25,4.069083556980698e-19,1.6772696469582997e-07,1.692880232670687e-07,2.0878900061579307e-09,8.332601714491627e-11,1.4431807972562867e-11,1.6098231734090213e-10,4.32034080696672e-09,1.909684035396197e-12
4.8954512634510165e-05,0.5191558263239442,3.76,0.0,0.8693854845567166,0.9999998042290815,5.4027132051627535e-09,2.057853389155531e-25,5.021662001585649e-19,1.863475284729318e-07,1.8803465394188726e-07,2.3216880765647646e-09,9.261596293426886e-11,1.5704277167309355e-11,1.921519431829319e-10,5.33174396383858e-09,2.080347610067261e-12
5.3839710149250586e-05,0.5191558263069548,3.76,0.0,0.8693854645787242,0.999999784120178,6.540193441111282e-09,2.759406169208041e-25,6.074446748139999e-19,2.0497385190504823e-07,2.067773160479157e-07,2.555558479521474e-09,1.0190867996070411e-10,1.6976470102151122e-11,2.259535580096266e-10,6.449542404914187e-09,2.2509732964373516e-12
6.361010517873144e-05,0.5191558262739975,3.76,0.0,0.869385424286012,0.9999997435914169,9.141270415105778e-09,4.623396168954345e-25,8.480758025025855e-19,2.4224369346715575e-07,2.442506573668754e-07,3.023515217321261e-09,1.2050238702058308e-10,1.952002463544143e-11,3.014505058658502e-10,9.004456466726748e-09,2.5921116038690865e-12
7.240346070526421e-05,0.5191558262455004,3.76,0.0,0.8693853876386393,0.9999997067609742,1.1854188636900647e-08,6.914561824325924e-25,1.0989450621111114e-18,2.758060374748143e-07,2.7796289847755915e-07,3.4449209967073042e-09,1.3724609650463574e-10,2.1808267608015482e-11,3.7839349979851395e-10,1.1668079320125823e-08,2.8990056191459573e-12
8.119681623179698e-05,0.5191558262181067,3.76,0.0,0.8693853506274749,0.9999996695945582,1.491967301409086e-08,9.888309638937232e-25,1.3823285226149679e-18,3.0938671489056915e-07,3.116619813639434e-07,3.866557008785028e-09,1.5399862286934103e-10,2.409559794130196e-11,4.638553231463812e-10,1.467693017786366e-08,3.205775499967216e-12
8.999017175832975e-05,0.5191558261918159,3.76,0.0,0.8693853132524557,0.9999996320920959,1.8337908767596903e-08,1.3646625664606356e-24,1.6982436407832804e-18,3.429856025978489e-07,3.4534779353247646e-07,4.288421705109185e-09,1.707599052978962e-10,2.6382009018926073e-11,5.578326182067763e-10,1.8031196955173936e-08,3.5124207052494656e-12
9.999999999999998e-05,0.5191558261425409,3.76,0.0,0.8693852702640579,0.9999995889924584,2.265858362930249e-08,1.9015036686295996e-24,2.0974780395301055e-18,3.8125456659159e-07,3.8367740590634713e-07,4.768923517338253e-09,1.898505216948266e-10,2.898359293679591e-11,6.751704211532462e-10,2.227012900333474e-08,3.861333794448558e-12
0.00010757688281139528,0.5191558261425409,3.76,0.0,0.8693852374106064,0.9999995560787502,2.6233368857058633e-08,2.3945552939248024e-24,2.4277377820732893e-18,4.102375159972893e-07,4.126791558449225e-07,5.132830967176644e-09,2.0430849104334853e-10,3.095203929486391e-11,7.713200537295752e-10,2.5776723612543934e-08,4.125331198064812e-12
0.0001251635938644608,0.5191558260976734,3.76,0.0,0.8693851601126121,0.9999994787203823,3.5542024816024344e-08,3.871013883251853e-24,3.2875635137487715e-18,4.77560791041738e-07,4.799560858793947e-07,5.978136391599884e-09,2.378913622156797e-10,3.551829729413548e-11,1.018828378141005e-09,3.4906137242017274e-08,4.7377287160008124e-12
0.00014275030491752634,0.5191558260572111,3.76,0.0,0.8693850813580162,0.9999994000164576,4.6265311849242295e-08,5.89054146379917e-24,4.2778537666961024e-18,5.449544397935188e-07,5.471776844819294e-07,6.824325570386004e-09,2.7150802703335896e-10,4.008072248006545e-11,1.3003297076907127e-09,4.5420895484285334e-08,5.3496051961288985e-12
0.00016033701597059188,0.5191558260211513,3.76,0.0,0.8693850011463822,0.9999993199664616,5.840464443569865e-08,8.556257813496261e-24,5.398738168804103e-18,6.124174730676927e-07,6.143430529373211e-07,7.671386079711392e-09,3.051579930568505e-10,4.463925427376525e-11,1.6157957037218192e-09,5.73224356499463e-08,5.9609525420241826e-12
0.00019551043807672293,0.5191558259622286,3.76,0.0,0.8693848363503657,0.999999155826298,8.693700031427389e-08,1.627178764459581e-23,8.032789763028846e-18,7.475477306568984e-07,7.485015071925962e-07,9.368071322389196e-09,3.7255585591362036e-10,5.374439516773247e-11,2.3485060673056174e-09,8.529150910172536e-08,7.182027246027337e-12
0.00023068386018285398,0.5191558259208838,3.76,0.0,0.8693846657215085,0.9999989862961763,1.2114999270625112e-07,2.79747167866618e-23,1.1190681542217912e-17,8.829436274854648e-07,8.824242698097703e-07,1.106809244260325e-08,4.400809999114915e-10,6.283323563423393e-11,3.216723668317756e-09,1.188244484164069e-07,8.400887867661804e-12
0.00026585728228898503,0.5191558258970945,3.76,0.0,0.869384489257099,0.9999988113727015,1.6105418868344172e-07,4.4727663455918454e-23,1.4873311371822517e-17,1.0185972106965325e-06,1.016104172396128e-06,1.2771349555422436e-08,5.07729466280507e-10,7.190529218070368e-11,4.2202054423307785e-09,1.5793201755477984e-07,9.617469597787212e-12
0.0003010307043951161,0.5191558258908369,3.76,0.0,0.8693843069547688,0.999998631052797,2.066598214659316e-07,6.769846743332527e-23,1.9081505021292478e-17,1.1545005127417322e-06,1.1495340588254697e-06,1.4477742591132653e-08,5.754972892160519e-10,8.096008220173089e-11,5.358701073088168e-09,2.0262465294240863e-07,1.0831707749033826e-11
0.0003362041265012472,0.5191558259020868,3.76,0.0,0.8693841188124896,0.9999984453337034,2.5797678985350225e-07,9.815985466450286e-23,2.3816009555196146e-17,1.2906455531909879e-06,1.2827067870230712e-06,1.6187171317996103e-08,6.433804967845477e-10,8.999712410373298e-11,6.631953006340959e-09,2.5291246289160693e-07,1.204353777323643e-11
0.00037137754860737827,0.5191558259308188,3.76,0.0,0.8693839248285741,0.9999982542129776,3.1501465775195495e-07,1.3748905310465522e-22,2.9077486894407345e-17,1.427024340492655e-06,1.4156152306947165e-06,1.7899535364351962e-08,7.113751118078563e-10,9.90159374313051e-11,8.039696465151905e-09,3.0880522711696484e-07,1.3252895282990049e-11
0.00044172439281964037,0.5191558260406234,3.76,0.0,0.8693835193307735,0.9999978557584296,4.462896711375181e-07,2.487795552489556e-22,4.1183544537248327e-17,1.7004511440438815e-06,1.6806108481534538e-06,2.1332667357467673e-08,8.476826343568329e-10,1.169969628825604e-10,1.1257562842194313e-08,4.374430920926089e-07,1.5663936091585196e-11
0.0005120712370319025,0.5191558262200289,3.76,0.0,0.8693830904546082,0.999997435675878,6.005546615535376e-07,4.1465959105733187e-22,5.5403025438892424e-17,1.9747168353890847e-06,1.9444642817150585e-06,2.477633363827582e-08,9.843879678119185e-10,1.3489934198870324e-10,1.5010038222701008e-08,5.886098996918822e-07,1.806431883416378e-11
0.0005824180812441646,0.5191558264687989,3.76,0.0,0.8693826381986619,0.9999969939570121,7.778740520775441e-07,6.498563720118827e-22,7.173749954122547e-17,2.2497572617946866e-06,2.2071192645502123e-06,2.8229728457918113e-08,1.121459195599502e-09,1.5271928374093245e-10,1.9294746325913486e-08,7.623720246843245e-07,2.045353569687513e-11
0.0006527649254564268,0.519155826786681,3.76,0.0,0.8693821625668066,0.9999965305984352,9.783068866414197e-07,9.707114287467674e-22,9.018655190335428e-17,2.525508262277568e-06,2.468519946829575e-06,3.169204596029432e-08,1.2588644017739346e-09,1.704530263492374e-10,2.410919736612172e-08,9.587905618821785e-07,2.2831082885641306e-11
0.0007231117696686889,0.5191558271734091,3.76,0.0,0.869381663568144,0.9999960456016053,1.2019068325446427e-06,1.395152707116179e-21,1.1074757609409193e-16,2.8019057239516956e-06,2.7286109495126987e-06,3.5162480889837236e-08,1.3965716990906475e-09,1.880968408535077e-10,2.945078895917309e-08,1.1779213279432474e-06,2.51964611076776e-11
0.0007934586138809511,0.5191558276287016,3.76,0.0,0.8693811412169415,0.9999955389727764,1.4487221875319281e-06,1.9426619247483434e-21,1.3341556881113972e-16,3.0788856382220866e-06,2.9873374175810145e-06,3.864022929737309e-08,1.5345492570012404e-09,2.056470346998141e-10,3.531680713593895e-08,1.4198148676443689e-06,2.754917604998168e-11
0.0008638054580932133,0.5191558281522619,3.76,0.0,0.8693805955325663,0.9999950107229332,1.7187958914545558e-06,2.6342369793906215e-21,1.581829270537978e-16,3.3563841565897953e-06,3.2446450724838835e-06,4.2124489241102477e-08,1.6727653294498873e-09,2.230999552610265e-10,4.1704427460377363e-08,1.6845164646465023e-06,2.988873885012607e-11
0.0009341523023054754,0.5191558287437787,3.76,0.0,0.8693800265394124,0.9999944608677237,2.0121655426290466e-06,3.492349120749687e-21,1.8503924911604577e-16,3.6343376458655145e-06,3.5004802635910904e-06,4.561446148015857e-08,1.8111882823695817e-09,2.4045199328814706e-10,4.861071625250473e-08,1.972066156864524e-06,3.2214666557294284e-11
0.0009999999999999998,0.5191558294029267,3.76,0.0,0.8693794728427702,0.9999939266204348,2.307909658466879e-06,4.467651673160726e-21,2.1205892942706503e-16,3.894870228143432e-06,3.738571899840387e-06,4.888569703971899e-08,1.9409176955986e-09,2.5659968298258147e-10,5.554257722875707e-08,2.261958981395448e-06,3.4379058157172195e-11
0.0010044991465177375,0.5191558294029267,3.76,0.0,0.8693794342668274,0.9999938894273871,2.3288634188845624e-06,4.540894638135101e-21,2.1397114028476732e-16,3.912682742715768e-06,3.754790018577143e-06,4.910935015978743e-08,1.949786620841073e-09,2.5769958628797554e-10,5.603263191560815e-08,2.282498756433563e-06,3.4526482583389736e-11
0.0010748459907299996,0.5191558301293654,3.76,0.0,0.8693788187490316,0.9999932964266788,2.6689165031789093e-06,5.805140904674084e-21,2.4496202406292393e-16,4.191356407504738e-06,4.007522092709991e-06,5.260836348768634e-08,2.0885290158959233e-09,2.7483922182508825e-10,6.396702636498837e-08,2.6158438741540873e-06,3.682371714381713e-11
0.0011451928349422618,0.5191558309227399,3.76,0.0,0.8693781800250366,0.9999926818947925,3.0323465136702773e-06,7.3116666663346e-21,2.779919599662861e-16,4.4702959773499656e-06,4.258625016973355e-06,5.61107144004721e-08,2.2273843309230106e-09,2.9186744074347843e-10,7.241064655498725e-08,2.972125948305555e-06,3.910590768731518e-11
0.001215539679154524,0.5191558317826817,3.76,0.0,0.8693775181385595,0.9999920458652787,3.419169938183113e-06,9.088296471343625e-21,3.130374691299456e-16,4.749439218274145e-06,4.50804814491294e-06,5.961562121880015e-08,2.3663216476199022e-09,3.0878084030055133e-10,8.136013610167765e-08,3.351364277769175e-06,4.137259931388963e-11
0.001285886523366786,0.5191558327088078,3.76,0.0,0.8693768331379326,0.9999913883759608,3.8293980730157525e-06,1.1164029148871298e-20,3.5007136897683955e-16,5.028724376345241e-06,4.755741698105756e-06,6.312230828978103e-08,2.505310291435396e-09,3.255760772067253e-10,9.081203699892802e-08,3.75357305940924e-06,4.362334517993943e-11
0.0013562333675790482,0.5191558337007214,3.76,0.0,0.8693761250760126,0.9999907094688465,4.263037066007249e-06,1.356896028492463e-20,3.8906261815716953e-16,5.3080902277228345e-06,5.001656810179097e-06,6.663000661566186e-08,2.6443198564623814e-09,3.4224987056578277e-10,1.0076279142519607e-07,4.178761429632639e-06,4.5857706889932535e-11
0.0014265802117913104,0.5191558347580125,3.76,0.0,0.8693753940100845,0.9999900091900417,4.720087963755918e-06,1.6334198693351848e-20,4.2997617297676523e-16,5.587476127538046e-06,5.2457455693172164e-06,7.013795446786089e-08,2.7833202297449552e-09,3.587990047118966e-10,1.1120874363792458e-07,4.626933510021731e-06,4.807525487409501e-11
0.0015672739002158347,0.5191558370670177,3.76,0.0,0.8693738631168907,0.9999885447216976,5.7044044754507175e-06,2.3074540610796846e-20,5.174092767649346e-16,6.1460686690209286e-06,5.728257394057367e-06,7.715159171472509e-08,3.0611745537700153e-09,3.9151077483485454e-10,1.335711410108921e-07,5.592220525010611e-06,5.245823764030219e-11
0.0016938982197979065,0.5191558393643233,3.76,0.0,0.8693724073011496,0.9999871541520906,6.67026600528808e-06,3.0702631709347585e-20,6.022355542446565e-16,6.648275640610307e-06,6.155812211380862e-06,8.345724656355154e-08,3.3109167365425016e-09,4.2049420336874827e-10,1.5535226755350206e-07,6.5395236395116245e-06,5.634130293874038e-11
0.0018205225393799784,0.5191558418664665,3.76,0.0,0.8693708780351275,0.9999856952324858,7.711771063856493e-06,4.00181453917366e-20,6.925499570392688e-16,7.1496357707754825e-06,6.576752294385623e-06,8.975225712620624e-08,3.560176640580217e-09,4.490269835801177e-10,1.7867672296514097e-07,7.56113452083678e-06,6.016365120114826e-11
0.0019471468589620502,0.519155844570591,3.76,0.0,0.8693692757996059,0.9999841683672754,8.828748947431856e-06,5.122601589742705e-20,7.879897851406155e-16,7.64982226363755e-06,6.990837730346545e-06,9.603251859341999e-08,3.808792196679767e-09,4.770930527982922e-10,2.0351992509988832e-07,8.656903288032183e-06,6.392314048123716e-11
0.002073771178544122,0.5191558474737141,3.76,0.0,0.8693676011134679,0.9999825739960017,1.0020980485949847e-05,6.453318717081976e-20,8.881443088972851e-16,8.148517812475561e-06,7.397841422665436e-06,1.0229404532013897e-07,4.05660610536525e-09,5.046772189278999e-10,2.2985644168579663e-07,9.826632350400316e-06,6.761774614364753e-11
0.002200395498126194,0.519155850572736,3.76,0.0,0.8693658545315689,0.9999809125913762,1.1288199536756768e-05,8.014615478822406e-20,9.925550755133112e-16,8.645415267283828e-06,7.797549589750911e-06,1.0853297921220446e-07,4.3034661679211015e-09,5.317651933956798e-10,2.57660037968635e-07,1.1070077860544507e-05,7.124556521573352e-11
0.0023270198177082657,0.5191558538644442,3.76,0.0,0.8693640366425741,0.9999791846572722,1.2630094575719378e-05,9.826838967451672e-20,1.100717029803795e-15,9.140218241142647e-06,8.189762195381966e-06,1.1474559734449818e-07,4.549225586822395e-09,5.583436194608384e-10,2.8690372606686046e-07,1.2386951263185513e-05,7.48048201153468e-11
0.0024536441372903376,0.5191558573455191,3.76,0.0,0.8693621480667734,0.9999773907267,1.4046310374201111e-05,1.190976824604798e-19,1.2120804802145375e-15,9.632641654873263e-06,8.574293311091354e-06,1.2092831880395605e-07,4.793743235315517e-09,5.844000959356168e-10,3.175598157519332e-07,1.3776920928507376e-05,7.829386176308216e-11
0.0025802684568724094,0.519155861012541,3.76,0.0,0.8693601894538834,0.9999755313597727,1.5536449755430752e-05,1.428234400609657e-19,1.326053949904566e-15,1.0122412217796519e-05,8.950971409062934e-06,1.2707771072998422e-07,5.036883895069523e-09,6.099231962295133e-10,3.4959996646543374e-07,1.5239613863720683e-05,8.171117206788175e-11
0.0027068927764544812,0.5191558648619969,3.76,0.0,0.869358161480846,0.9999736071416778,1.7100075418461287e-05,1.6962397980794214e-19,1.4420079198802084e-15,1.0609268844537716e-05,9.319639586594266e-06,1.3319049355151515e-07,5.278518461878255e-09,6.34902482781724e-10,3.829952402772753e-07,1.6774617491300055e-05,8.505536579348168e-11
0.002833517096036553,0.5191558688902864,3.76,0.0,0.8693560648496382,0.999971618680655,1.8736711819625448e-05,1.9966386584511724e-19,1.559279460031752e-15,1.1092963007634007e-05,9.680155722847744e-06,1.3926354541773522e-07,5.5185241193075496e-09,6.593285169353233e-10,4.177161555263514e-07,1.838148148402859e-05,8.83251918150292e-11
0.002960141415618625,0.5191558730937289,3.76,0.0,0.8693539002850958,0.9999695666059982,2.0445847101439187e-05,2.3309133595723637e-19,1.6771777196428146e-15,1.1573259026415967e-05,1.0032392569312059e-05,1.4529390582832011e-07,5.756784480534899e-09,6.831928643698548e-10,4.537327408923204e-07,2.005971964702161e-05,9.151953378248336e-11
0.0030867657352006968,0.5191558774685705,3.76,0.0,0.869351668532766,0.9999674515660832,2.222693505986729e-05,2.700358666189321e-19,1.794990228891374e-15,1.204993429286262e-05,1.0376237775537205e-05,1.5127877847189622e-07,5.99318969873425e-09,7.064880961874268e-10,4.910145896711092e-07,2.1808811837844175e-05,9.463741020158297e-11
