Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167)
0.0032875219454805687,0.7739127593593668,3.76,0.0,0.02087126472588445,0.046921604204926755,1.0881621251444953,5.2122377188424973e-08,3.2020970891465496e-07,0.0027224152238336775,6.564224579570252e-05,2.567961474449635e-08,0.0005217742313387692,0.004298163229618959,0.4037048627448053,0.00019559851484808648,6.46485968791439e-05,3.96180916972983e-08,4.094472057198719e-06,0.003749066290171681,0.0004195852676021423,7.39397125975116e-06,0.5526468927290508,1.8236662577885135e-06,4.916909369588316e-11,3.526647103177188e-05,0.03784802711443464,1.9955773859268125e-06,5.660352713827732e-07,8.987770890224411e-06,3.006097107340581e-14,2.4992905327391294e-11,4.72059339175595e-14,1.7424063420248096e-08,0.13203025366462642,3.3899147659576076e-05,0.00032602616623350503,3.45393046827418e-10,3.3380838693675273e-12,2.0988866363615037e-09,5.070541923554147e-09,7.449062128248542e-05,4.742697481465979e-10,1.0152805745654883e-11,6.14829920202086e-07,5.908822631993232e-05,7.096347798815247e-11,7.460779886427489e-10,1.5854079076445352e-06,1.3618675721028678e-06,3.5710558569157706e-05,4.843297064386142e-12,1.3190237285407228e-08,3.940756544577356e-14,9.714891459090529e-19,5.377417184231691e-06,7.275545417845215e-22,1.1056666262087193e-08
0.0032885995973795774,0.7739112921118649,3.76,0.0,0.020812942817699374,0.046659239505685034,1.0883887335749474,5.18022278097596e-08,3.177480958393662e-07,0.0027107987836556715,6.523735068903372e-05,2.5427109135114916e-08,0.0005195041916517215,0.0042828560145860145,0.4036953177047129,0.00019428370822685372,6.412361228385874e-05,3.921145566770788e-08,4.062715186532439e-06,0.0037329606295113406,0.0004175100126092588,7.322229204561038e-06,0.5526939775452399,1.8094611850967518e-06,4.875633435194134e-11,3.509052474398649e-05,0.03781599743748562,1.9821647130039934e-06,5.616481679512055e-07,8.948350179145485e-06,2.976173071768429e-14,2.4775526133110085e-11,4.6736134868284254e-14,1.7251622494014576e-08,0.13215881034008392,3.3693983797052636e-05,0.0003251944647065107,3.4296227393595976e-10,3.3064646411402432e-12,2.0889626074035314e-09,5.057354086618584e-09,7.433315228046186e-05,4.717858976725507e-10,1.0118659078517277e-11,6.104737210929242e-07,5.897850113569579e-05,7.055154454591341e-11,7.397571782461206e-10,1.5748176414021152e-06,1.3522486065210888e-06,3.5574553915855995e-05,4.797881893960952e-12,1.3205148738740121e-08,3.944092544484312e-14,9.723962638887227e-19,5.348076502808391e-06,7.282338201036809e-22,1.0997518175580836e-08
0.003289677249278586,0.773909815844638,3.76,0.0,0.020755242990847585,0.04639934301503226,1.0886128461180684,5.148184591619704e-08,3.1530030107211035e-07,0.0026992636975850075,6.483645058605314e-05,2.5177926363152236e-08,0.0005172442177738462,0.0042675819157076585,0.4036861618484597,0.00019298283555521523,6.360340893709734e-05,3.8810310992049495e-08,4.031298139287665e-06,0.003717030044991308,0.0004154564170827048,7.2513598811559085e-06,0.5527401885095652,1.7954366760700732e-06,4.834729485433953e-11,3.491576741619763e-05,0.037784232239082546,1.9688626011268915e-06,5.572996449173459e-07,8.909023071532136e-06,2.946584313152007e-14,2.4560760035246767e-11,4.6271598000434306e-14,1.7081108981389092e-08,0.13228655993869856,3.3490506892484055e-05,0.00032437039037023574,3.405564493873259e-10,3.2751759420157707e-12,2.0791139481260243e-09,5.044140653002541e-09,7.417799933510239e-05,4.693313755287003e-10,1.0084556224083245e-11,6.061514876680285e-07,5.887044643784809e-05,7.014273012618286e-11,7.335019643166906e-10,1.5643008559602372e-06,1.3427076559372509e-06,3.544027197402368e-05,4.753156789817426e-12,1.3219778304796479e-08,3.947413882820319e-14,9.732983828917141e-19,5.319003092634536e-06,7.289093552253123e-22,1.0938901469581471e-08
0.0032907549011775947,0.7739083310377675,3.76,0.0,0.020698157395542323,0.046141887027576094,1.0888344926418057,5.1161299817462084e-08,3.12866474658648e-07,0.002687809343481736,6.443949791963357e-05,2.4932015704678204e-08,0.0005149943667856022,0.0042523419917260856,0.40367739025196003,0.0001916957161826374,6.308795563584169e-05,3.8414571666854636e-08,4.000216635302995e-06,0.0037012719613432614,0.00041342416692434876,7.181352038186548e-06,0.5527855387111257,1.7815898333524912e-06,4.794195425697281e-11,3.474219235282315e-05,0.0377527292346056,1.9556703915857055e-06,5.529894617777213e-07,8.86979270113748e-06,2.917327441537022e-14,2.4348570406719024e-11,4.581227016163621e-14,1.691250344025123e-08,0.1324135088721882,3.328870301816741e-05,0.00032355385512172405,3.381753545395729e-10,3.2442149586970747e-12,2.0693400629581303e-09,5.03090353815702e-09,7.402512760722651e-05,4.669057910293006e-10,1.0050500231197246e-11,6.01863046416639e-07,5.876403745730445e-05,6.973701690452385e-11,7.273117905245787e-10,1.5538573999952832e-06,1.3332444544457232e-06,3.530768725731522e-05,4.709108732986837e-12,1.3234128897152445e-08,3.95072056468819e-14,9.741955218110504e-19,5.2901941257004365e-06,7.29581161298163e-22,1.0880810513318069e-08
0.0032918325530766034,0.7739068381542378,3.76,0.0,0.020641678288744993,0.04588684413916312,1.0890537026716172,5.0840659571292865e-08,3.104467565222005e-07,0.002676435101830935,6.404644569955589e-05,2.468932733952871e-08,0.0005127546923364115,0.004237137270774821,0.40366899802124895,0.00019042217201100582,6.25772208289231e-05,3.802415332815159e-08,3.969466453353468e-06,0.003685683845359202,0.0004114129532622424,7.112194554346682e-06,0.552830041051002,1.767917812195226e-06,4.754029122719038e-11,3.4569792825197055e-05,0.037721486145730676,1.9425874182927106e-06,5.487173698084143e-07,8.830661615751248e-06,2.8883991646898443e-14,2.4138921213411727e-11,4.5358099703983173e-14,1.6745786980801818e-08,0.13253966351571964,3.308855827982658e-05,0.00032274477180642603,3.358187712298569e-10,3.213578880413752e-12,2.059640357651899e-09,5.0176446190932045e-09,7.387450279369946e-05,4.645087590149162e-10,1.001649406324303e-11,5.976082214416501e-07,5.865924979252754e-05,6.933438692245275e-11,7.211861011916499e-10,1.5434871101159833e-06,1.3238587249918558e-06,3.517677467937988e-05,4.6657250205398366e-12,1.3248203420937087e-08,3.954012597099034e-14,9.750876998761326e-19,5.2616467984752535e-06,7.302492527247769e-22,1.082323973945515e-08
0.003292910204975612,0.773905337646414,3.76,0.0,0.020585798031941965,0.04563418724342093,1.0892705053950278,5.05199988163167e-08,3.080412658779057e-07,0.002665140355673729,6.365724750417277e-05,2.4449812225582467e-08,0.0005105252447813034,0.004221968750491479,0.40366098029383185,0.0001891620274073009,6.207117264518956e-05,3.763897296797905e-08,3.9390434281118036e-06,0.003670263204832598,0.0004094224723171438,7.0438764304879256e-06,0.5528737082459005,1.7544178190185109e-06,4.714228381349459e-11,3.4398562078056325e-05,0.03769050070113161,1.929613008043103e-06,5.444831150465948e-07,8.791632291051008e-06,2.859795995016586e-14,2.3931776890109954e-11,4.4909031889295216e-14,1.6580939582074194e-08,0.13266503020725381,3.2890058817401414e-05,0.00032194305419824923,3.334864793026978e-10,3.183264864195817e-12,2.050014238666477e-09,5.004365739809164e-09,7.37260911145205e-05,4.621398986986665e-10,9.98254061521296e-12,5.933868345986736e-07,5.855605940145601e-05,6.893482189476155e-11,7.151243338733418e-10,1.533189810188498e-06,1.3145501768441263e-06,3.504750954424287e-05,4.622993228467508e-12,1.3262004771917814e-08,3.957289989277866e-14,9.759749366319145e-19,5.23335833240986e-06,7.309136441327522e-22,1.0766183623008026e-08
0.0032939878568746207,0.7739038299535421,3.76,0.0,0.020530509090533177,0.04538388953167734,1.0894849296623978,5.0199384177579526e-08,3.056501245173548e-07,0.0026539244907637506,6.327185747897515e-05,2.421342206667531e-08,0.0005083060712124559,0.0042068373974379954,0.40365333223925925,0.00018791510916910616,6.15697789002336e-05,3.725894886253697e-08,3.908943445928727e-06,0.003655007588227357,0.0004074524253561882,6.976386791438367e-06,0.5529165528290548,1.7410871109797647e-06,4.674790993886903e-11,3.422849332548655e-05,0.03765977063682672,1.916746479491032e-06,5.402864481503964e-07,8.752707538453248e-06,2.8315145311646625e-14,2.3727102386446516e-11,4.446501338299236e-14,1.6417941734492437e-08,0.13278961524678065,3.26931908174578e-05,0.00032114861699987756,3.311782594350114e-10,3.1532700748924645e-12,2.04046111533748e-09,4.991068702414507e-09,7.357985930834583e-05,4.5979883427967544e-10,9.948642696046919e-12,5.891987055096539e-07,5.8454442598971565e-05,6.853830343674985e-11,7.091259278105271e-10,1.5229653118256374e-06,1.305318506631419e-06,3.4919867543626525e-05,4.580901160743111e-12,1.3275535836046996e-08,3.9605527530765564e-14,9.768572520531298e-19,5.205325974030986e-06,7.315743504813887e-22,1.0709636691708258e-08
0.0032949577435837287,0.7739024672400853,3.76,0.0,0.020481248473517538,0.04516061677472123,1.089675901497551,4.991092152331676e-08,3.0351046409469435e-07,0.0026438971504651534,6.292822499652027e-05,2.4003303492868958e-08,0.0005063176355897793,0.004193251732439002,0.40364676109442416,0.00018680405011352826,6.112247723761947e-05,3.692126937610689e-08,3.882126307849826e-06,0.0036414166349433646,0.00040569661125936684,6.9163455850487584e-06,0.5529544198330091,1.7292319858386323e-06,4.639606154634247e-11,3.407641932111512e-05,0.03763233006420533,1.905258274114018e-06,5.365413765174536e-07,8.717766848048813e-06,2.8063335398574814e-14,2.3544978479475444e-11,4.4069671021032797e-14,1.6272809359497847e-08,0.13290107864613643,3.251739314230817e-05,0.0003204397785265191,3.2912126172895526e-10,3.1265453546526765e-12,2.0319252287314876e-09,4.97908730380044e-09,7.345008739767534e-05,4.577153351399528e-10,9.918184305583973e-12,5.854576739381779e-07,5.8364313604223996e-05,6.818402629889895e-11,7.037810716199009e-10,1.5138253439299106e-06,1.2970754741672526e-06,3.480635774136783e-05,4.5435554079452784e-12,1.328748507535772e-08,3.96347674460392e-14,9.77647144945449e-19,5.1803135678709895e-06,7.32165848013483e-22,1.0659175327107998e-08
0.0032959276302928367,0.7739010993560608,3.76,0.0,0.020432455453470597,0.044939214353599155,1.0898649904415896,4.96225938346994e-08,3.0138259761045004e-07,0.002633932765088951,6.25876078056711e-05,2.379564356573844e-08,0.0005043375873015869,0.004179697594879382,0.4036404820238698,0.00018570344325744494,6.067889550447547e-05,3.658764379665986e-08,3.855564624699509e-06,0.0036279556668110634,0.00040395689992539014,6.856958995019293e-06,0.5529916394083908,1.7175098704484538e-06,4.6047121449024724e-11,3.392527602818054e-05,0.037605092883085896,1.8938563899279128e-06,5.328263564410574e-07,8.682914606836353e-06,2.7814080204892428e-14,2.33648023164254e-11,4.367833842546215e-14,1.6129145796431032e-08,0.13301191851835542,3.2342895805549656e-05,0.00031973670798263973,3.2708342426462266e-10,3.100074827634319e-12,2.023447563295498e-09,4.967093891135631e-09,7.332203112918083e-05,4.5565378302744926e-10,9.887775047940547e-12,5.817432990143391e-07,5.827542354579433e-05,6.783218817840864e-11,6.984866714906726e-10,1.5047440304993255e-06,1.2888942208238919e-06,3.469412611377732e-05,4.506709662195917e-12,1.3299219800134779e-08,3.966388909831431e-14,9.784330829771178e-19,5.15550442657343e-06,7.327543841709367e-22,1.060911809703146e-08
0.0032968975170019447,0.7738997265966764,3.76,0.0,0.02038412474829531,0.044719663335116566,1.0900522168353644,4.9334449110758827e-08,2.992665935974929e-07,0.0026240308928542695,6.224997363448752e-05,2.3590408679088415e-08,0.000502365954192521,0.004166175628780775,0.4036344915763474,0.00018461316732876435,6.023900968082434e-05,3.625801535597287e-08,3.829255509245462e-06,0.003614622978664903,0.0004022330837308094,6.798219352454903e-06,0.5530282203193372,1.7059188667691121e-06,4.570107285239384e-11,3.3775058450691066e-05,0.03757805746042511,1.8825403172380773e-06,5.291411980082601e-07,8.648152439630323e-06,2.7567355148434487e-14,2.3186549387835842e-11,4.329097703357528e-14,1.5986936939410214e-08,0.13312213937626505,3.216968884213758e-05,0.00031903934511071666,3.2506458700616943e-10,3.0738564167253484e-12,2.0150276925246963e-09,4.955089703033484e-09,7.319566730540095e-05,4.536139139395598e-10,9.857416813116933e-12,5.780554451876269e-07,5.8187755880722614e-05,6.748277533318282e-11,6.93242316495646e-10,1.4957212109253373e-06,1.280774502351521e-06,3.4583155722903225e-05,4.4703555643669085e-12,1.331074209102733e-08,3.9692892617570295e-14,9.792150813763096e-19,5.130896594843857e-06,7.333399703563431e-22,1.0559461120218035e-08
0.0032978674037110528,0.7738983492506089,3.76,0.0,0.02033625114113686,0.04450194497732526,1.0902376008039905,4.904652946301843e-08,2.9716252091556133e-07,0.002614191093997122,6.191529057026832e-05,2.338756571152715e-08,0.0005004027621250669,0.004152686458596534,0.40362878632346233,0.00018353310257501954,5.980279559580845e-05,3.593232813598249e-08,3.8031961079205154e-06,0.003601416890598222,0.0004005249581778333,6.74011906735124e-06,0.5530641712144073,1.694457107841944e-06,4.5357898809483174e-11,3.362576157716753e-05,0.03755122216913772,1.8713095423521113e-06,5.254857158006735e-07,8.61348232902248e-06,2.7323135367996996e-14,2.3010195511059585e-11,4.290754785040344e-14,1.584616852391222e-08,0.13323174570666588,3.199776232109883e-05,0.00031834763025814875,3.230645902583671e-10,3.0478880471017275e-12,2.006665191530366e-09,4.943075952517345e-09,7.307097305339273e-05,4.515954670485591e-10,9.827111440474895e-12,5.743939756695853e-07,5.810129429005127e-05,6.713577394603985e-11,6.88047596190926e-10,1.4867567178803136e-06,1.2727160675854756e-06,3.4473429872165045e-05,4.4344849119396254e-12,1.3322054020759081e-08,3.9721778146737477e-14,9.799931555686506e-19,5.106488133876312e-06,7.33922618120818e-22,1.051020055005174e-08
0.003298837290420161,0.7738969675977531,3.76,0.0,0.020288829479235233,0.044286040727073234,1.0904211622591233,4.875887688389224e-08,2.950704466617217e-07,0.002604412930821926,6.15835270551017e-05,2.3187082036609264e-08,0.0004984480350488546,0.004139230690931534,0.4036233628602972,0.0001824631307768802,5.937022894050011e-05,3.561052708594692e-08,3.7773836018893797e-06,0.0035883357474641784,0.0003988323218239336,6.682650634262721e-06,0.5530995006285013,1.6831227570295537e-06,4.501758209916078e-11,3.347738038268037e-05,0.03752458538848006,1.8601635486690858e-06,5.21859718390925e-07,8.578905876512523e-06,2.7081397575455742e-14,2.283571681472731e-11,4.252801433804355e-14,1.5706827185355254e-08,0.1333407419706337,3.1827106351443445e-05,0.00031766150437458567,3.2108327398367565e-10,3.0221676366225565e-12,1.99835963663974e-09,4.93105383170947e-09,7.294792581881117e-05,4.495981844553757e-10,9.79686072445093e-12,5.70758752614726e-07,5.80160226748288e-05,6.679117007508167e-11,6.82902098558879e-10,1.4778503778110592e-06,1.2647186588840344e-06,3.436493210186244e-05,4.399089668323566e-12,1.3333157653607276e-08,3.975054584105087e-14,9.807673211509246e-19,5.082277121286451e-06,7.345023391399833e-22,1.046133257223283e-08
0.003299807177129269,0.7738955819116292,3.76,0.0,0.020241854672903063,0.04407193221823034,1.0906029209010537,4.8471535125267815e-08,2.929904283374207e-07,0.0025946959676212875,6.125465188184277e-05,2.2988925496855284e-08,0.0004965017950641806,0.004125808915020982,0.4036182178060566,0.00018140313521873124,5.894128527828427e-05,3.529255796749364e-08,3.751815205846533e-06,0.0035753779183856998,0.0003971549762214972,6.625806628109773e-06,0.55313421698458,1.6719140073745556e-06,4.468010537748856e-11,3.3329909834593197e-05,0.03749814550438114,1.849101816506944e-06,5.182630098476181e-07,8.544424357207253e-06,2.6842118450253752e-14,2.2663089741274486e-11,4.21523399066601e-14,1.55688995401045e-08,0.13344913260337818,3.165771108246562e-05,0.00031698090900100735,3.191204785078254e-10,2.99669310588663e-12,1.9901106059064013e-09,4.919024510022302e-09,7.282650336003586e-05,4.47621811340717e-10,9.766666411773249e-12,5.671496372023676e-07,5.79319251523484e-05,6.644894971946844e-11,6.778054121299886e-10,1.4690020104542163e-06,1.2567820124288049e-06,3.4257646184796854e-05,4.364161943548867e-12,1.3344055044945937e-08,3.977919586885493e-14,9.81537593915424e-19,5.0582616512746464e-06,7.350791452376746e-22,1.0412853407200266e-08
0.003300777063838377,0.7738941924594052,3.76,0.0,0.020195321695386265,0.043859601272069434,1.0907828962190185,4.818454692249157e-08,2.909225106689144e-07,0.002585039770728146,6.0928634193614464e-05,2.2793064386401427e-08,0.0004945640624220985,0.004112421701553004,0.403613347804097,0.00018035300064364634,5.8515940054341307e-05,3.497836732385865e-08,3.7264881670367614e-06,0.0035625417966523147,0.00039549272590628766,6.5695796976056354e-06,0.5531683285938757,1.6608290814173532e-06,4.4345451250105495e-11,3.318334489272257e-05,0.037471900909492886,1.838123822647839e-06,5.14695399124915e-07,8.510039408001346e-06,2.6605272171233953e-14,2.2492291048421155e-11,4.1780484033648724e-14,1.5432370764324568e-08,0.13355692201362515,3.148956670145736e-05,0.00031630578626984986,3.171760449488306e-10,2.9714623842783837e-12,1.9819176793803165e-09,4.9069891309631855e-09,7.270668374700632e-05,4.456660960752658e-10,9.736530199298852e-12,5.63566489591136e-07,5.784898605562523e-05,6.61090988496644e-11,6.727571272753597e-10,1.460211428800607e-06,1.2489058582578657e-06,3.415155612519942e-05,4.32969398447335e-12,1.3354748241203036e-08,3.980772841147684e-14,9.823039898533102e-19,5.034439834636903e-06,7.356530483906111e-22,1.0364759310860789e-08
0.003301746950547485,0.7738927994981596,3.76,0.0,0.0201492255895035,0.04364902991832482,1.0909611074674601,4.789795032014541e-08,2.888667510619771e-07,0.002575443908881445,6.0605443519713875e-05,2.2599467494599494e-08,0.0004926348553690513,0.004099069601368897,0.4036087495254463,0.00017931261342272385,5.8094168608911484e-05,3.466790257169882e-08,3.7013997680847743e-06,0.0035498258021800337,0.00039384537869017653,6.513962579306669e-06,0.5532018436440233,1.649866233844629e-06,4.4013601998348996e-11,3.303768049948619e-05,0.03744585000441152,1.8272290414585746e-06,5.111566945944136e-07,8.475752699842839e-06,2.6370836003486677e-14,2.232329780263698e-11,4.14124110748396e-14,1.529722781873636e-08,0.13366411458025873,3.132266344252249e-05,0.0003156360789784445,3.152498138932273e-10,2.9464733909632073e-12,1.973780438364809e-09,4.894948815191031e-09,7.258844539455649e-05,4.4373078996503686e-10,9.706453737824642e-12,5.600091689021074e-07,5.776718995673724e-05,6.57716032787674e-11,6.67756832156725e-10,1.4514784402922483e-06,1.2410899202384408e-06,3.404664618216399e-05,4.295678208119302e-12,1.3365239278233986e-08,3.983614366010559e-14,9.830665250464406e-19,5.010809800144943e-06,7.362240606356704e-22,1.0317046569816809e-08
0.003302716837256593,0.7738914032893823,3.76,0.0,0.020103561454344106,0.04344020035654829,1.0911375737095967,4.761178313771541e-08,2.8682319648753736e-07,0.002565907952879326,6.0285049698870293e-05,2.240810405539741e-08,0.000490714190527536,0.004085753150172275,0.4036044196642387,0.00017828186125330231,5.7675946163641975e-05,3.436111189166729e-08,3.676547322296536e-06,0.003537228376331823,0.000392212745022624,6.458948079338589e-06,0.5532347702225902,1.6390237450182997e-06,4.368453979534519e-11,3.289291159101573e-05,0.037419991196640835,1.8164169445315421e-06,5.076467006755427e-07,8.441565611957513e-06,2.613878660869803e-14,2.2156087367522586e-11,4.104808440388165e-14,1.516345730611428e-08,0.13377071465753534,3.115699158394374e-05,0.0003149717304761777,3.1334162642547335e-10,2.921724049877998e-12,1.9656984658584514e-09,4.882904663343853e-09,7.247176699610425e-05,4.418156472288438e-10,9.67643863582944e-12,5.564775335019403e-07,5.7686521621432676e-05,6.543644878988361e-11,6.628041159323245e-10,1.4428028465294186e-06,1.2333339158065723e-06,3.3942900819563516e-05,4.262107169319609e-12,1.33755301826914e-08,3.9864441817187116e-14,9.838252157482414e-19,4.987369691187897e-06,7.367921941435317e-22,1.026971150607313e-08
0.003303686723965701,0.7738900040647896,3.76,0.0,0.020058324440689904,0.04323309494218992,1.091312313832749,4.732608438893192e-08,2.847918855393891e-07,0.002556431475281324,5.996742286779257e-05,2.2218943717471423e-08,0.0004888020831252116,0.004072472869212111,0.4036003549363853,0.00017726063307712584,5.726124792641866e-05,3.405794418314917e-08,3.651928174190514e-06,0.003524747980179526,0.00039059463777647006,6.404529091406874e-06,0.5532671163252186,1.628299919389411e-06,4.3358246919064883e-11,3.274903311239309e-05,0.03739432289997555,1.8056870027661476e-06,5.041652207553061e-07,8.407479337759746e-06,2.5909100393837322e-14,2.1990637412431464e-11,4.0687466994058057e-14,1.503104568210625e-08,0.1338767265771833,3.0992541436109045e-05,0.0003143126845983458,3.114513248690941e-10,2.8972123009802252e-12,1.957671347517172e-09,4.870857753999028e-09,7.235662749895431e-05,4.399204250592348e-10,9.64648645713709e-12,5.529714411095387e-07,5.7606965990983585e-05,6.510362121136035e-11,6.578985709383974e-10,1.4341844447040784e-06,1.2256375607158157e-06,3.38403046917951e-05,4.228973534250819e-12,1.3385622972812698e-08,3.9892623101642893e-14,9.84580078514827e-19,4.964117666680121e-06,7.37357461313004e-22,1.0222750477119339e-08
0.003304656610674809,0.7738886020736258,3.76,0.0,0.02001350976201217,0.043027696221280144,1.0914853465100287,4.704089229942624e-08,2.82772853804102e-07,0.0025470140509360585,5.965253351510696e-05,2.203195659713275e-08,0.00048689854661851427,0.004059229262100411,0.4035965520845015,0.000176248819295851,5.685004900623787e-05,3.3758349156223136e-08,3.627539701456961e-06,0.0035123830986035316,0.0003889908727567317,6.350698583461547e-06,0.5532988898359374,1.6176930902915872e-06,4.303470537574446e-11,3.260604000407529e-05,0.037368843536236936,1.795038684587932e-06,5.007120589173464e-07,8.373495205041823e-06,2.568175381317635e-14,2.1826925895566897e-11,4.033052191375545e-14,1.489997943598621e-08,0.13398215464272523,3.0829303356700646e-05,0.00031365888578565714,3.095787513232201e-10,2.8729360784960952e-12,1.949698670097639e-09,4.858809144771826e-09,7.224300615749328e-05,4.380448834927435e-10,9.616598724910317e-12,5.494907486340739e-07,5.752850822039581e-05,6.477310625854394e-11,6.530397883003334e-10,1.4256230260246688e-06,1.218000564293046e-06,3.37388426819616e-05,4.196270126929849e-12,1.3395519656142726e-08,3.992068773915037e-14,9.853311299486628e-19,4.941051903449048e-06,7.379198745729419e-22,1.0176159872515812e-08
0.003305626497383917,0.7738871975464955,3.76,0.0,0.019969112691563026,0.042823986922460346,1.091656690209552,4.675624216090611e-08,2.8076613664209905e-07,0.0025376552570073162,5.9340352470500714e-05,2.18471132328175e-08,0.00048500359277450447,0.004046022815418672,0.4035930078771503,0.00017524631172818138,5.644232442191533e-05,3.346227726253146e-08,3.6033793116412223e-06,0.003500132239131425,0.0003874012685538885,6.297449595446357e-06,0.5533300985323351,1.6072016186358632e-06,4.271389700357508e-11,3.246392719497355e-05,0.03734355153512841,1.784471456072961e-06,4.972870210215499e-07,8.33961471189217e-06,2.5456723376415684e-14,2.1664931054627078e-11,3.997721231079122e-14,1.4770245086421676e-08,0.1340870031302531,3.066726775439033e-05,0.00031301027906341497,3.077237480382807e-10,2.8488933164459794e-12,1.94178002212397e-09,4.8467598717745145e-09,7.213088251999063e-05,4.3618878531261227e-10,9.586776920236353e-12,5.460353122400232e-07,5.745113366854939e-05,6.444488956502285e-11,6.482273590559064e-10,1.4171183766283616e-06,1.2104226299457304e-06,3.363849989212847e-05,4.1639899075162286e-12,1.3405222229681523e-08,3.994863596626708e-14,9.860783867879998e-19,4.918170595036861e-06,7.384794464545495e-22,1.0129936111946508e-08
0.003306596384093025,0.7738857907076787,3.76,0.0,0.019925128550705936,0.04262194992176057,1.0918263632337364,4.647216709899235e-08,2.787717676780711e-07,0.0025283546725868465,5.9030850839422906e-05,2.166438456718149e-08,0.000483117232061948,0.004032854002402417,0.4035897191042819,0.00017425300334764985,5.6038049176601025e-05,3.3169679647970635e-08,3.5794444419056728e-06,0.0034879939274881514,0.0003858256459949768,6.244775247317039e-06,0.5533607501062602,1.5968238874966811e-06,4.239580375644878e-11,3.232268961869903e-05,0.037318445332898034,1.7739847826653676e-06,4.938899126432932e-07,8.305839211696432e-06,2.523398614915832e-14,2.150463142610013e-11,3.962750219508747e-14,1.4641829467915942e-08,0.13419127629367872,3.050642507252701e-05,0.00031236680992742825,3.0588615856944177e-10,2.825081965805421e-12,1.93391499480958e-09,4.834710950409695e-09,7.202023636986023e-05,4.3435189620357733e-10,9.557022481813601e-12,5.426049875552002e-07,5.737482785759675e-05,6.411895682572361e-11,6.43460877642808e-10,1.4086702792522977e-06,1.2029034591211946e-06,3.353926160027416e-05,4.13212594364011e-12,1.3414732681684462e-08,3.997646803404816e-14,9.868218660367911e-19,4.895471949360749e-06,7.390361896928496e-22,1.0084075651438501e-08
0.003307566270802133,0.7738843817898807,3.76,0.0,0.019881552730765615,0.042421568310244795,1.0919943836432942,4.618870188450739e-08,2.7678977204644313e-07,0.0025191118794994894,5.872400012373396e-05,2.1483742024149147e-08,0.00048123947298876746,0.004019723277765951,0.403586682587436,0.00017326878880616358,5.5637198150834705e-05,3.2880508300174345e-08,3.555732563439839e-06,0.003475966715805117,0.00038426382915601054,6.19266873653815e-06,0.5533908521248945,1.586558312068542e-06,4.208040721453264e-11,3.218232219917202e-05,0.03729352337562942,1.763578126763848e-06,4.905205329011256e-07,8.272169690669099e-06,2.5013519719838264e-14,2.1346005830961736e-11,3.9281356408976454e-14,1.4514719719029318e-08,0.1342949783544274,3.0346765819863942e-05,0.0003117284245641931,3.040658259832286e-10,2.8014999675692618e-12,1.9261031803721646e-09,4.8226633753032264e-09,7.191104783411557e-05,4.3253398474601613e-10,9.527336806013218e-12,5.391996295055551e-07,5.729957654830706e-05,6.379529358164663e-11,6.387399364504327e-10,1.4002785093472325e-06,1.1954427449175146e-06,3.344111333949158e-05,4.100671469522562e-12,1.3424052987244242e-08,4.0004184198327594e-14,9.875615846781925e-19,4.872954193799281e-06,7.395901170007822e-22,1.0038574978576581e-08
0.003308536157511241,0.7738829710034246,3.76,0.0,0.019838380687645995,0.0422228253787849,1.0921607692748436,4.590588086478043e-08,2.748201683802363e-07,0.0025099264620658105,5.841977218494123e-05,2.130515743558664e-08,0.00047937032235167884,0.004006631078535004,0.4035838951781002,0.00017229356424113516,5.523974620087607e-05,3.259471590109876e-08,3.5322411795645316e-06,0.003464049180461403,0.00038271564508874116,6.14112333913495e-06,0.5534204120403502,1.5764033361617707e-06,4.176768899767456e-11,3.204281985565279e-05,0.03726878411888949,1.753250949439112e-06,4.871786832282351e-07,8.238607242013312e-06,2.4795300812021132e-14,2.1189033384517862e-11,3.893873842572341e-14,1.438890247712749e-08,0.13439811350305378,3.0188280552864614e-05,0.0003110950697998518,3.022625944211314e-10,2.778145275485399e-12,1.9183441737158616e-09,4.810618115170942e-09,7.180329735810653e-05,4.307348226416301e-10,9.497721239818364e-12,5.358190923848514e-07,5.7225365723537624e-05,6.347388537756357e-11,6.34064130466366e-10,1.3919428374670332e-06,1.188040177146901e-06,3.334404087507641e-05,4.069619832735424e-12,1.3433185108789477e-08,4.003178472573112e-14,9.88297559803088e-19,4.850615572754271e-06,7.401412411754006e-22,9.993430615899717e-09
