Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290)
6.069720970402337e-08,0.6843002288225684,3.76,0.0,1.0061905717374156,0.9999999186541549,9.058851407421367e-12,3.530769155081843e-26,2.5495576163332336e-18,8.590646477128477e-08,8.122135276041053e-08,1.8456887764953576e-11,9.428428063436478e-11,4.129134057862581e-09,2.3680093812704503e-10,1.3518115062912257e-11,7.829990117108479e-11,6.756271510032249e-13,7.423851722872361e-17,1.1310046007249479e-17,9.608173206217449e-16,1.519257888951653e-16,4.481472469741225e-16,8.103843903104316e-12,7.149194240012859e-28,1.832479175617123e-25,8.724601735774904e-26,4.562442146103592e-37,2.8630526290626685e-15,2.7844888634248556e-15,3.2056963389342543e-22,7.31302299709591e-23,3.4392010851259063e-22,1.2536653936730916e-16,1.1483728289878162e-14,1.2715344377552336e-33,1.1432234169893072e-28,1.1273884291739428e-35,3.241622256967312e-40,2.0868248926936008e-26,2.817502498302877e-20,5.630327212462853e-36,4.2763355046208833e-42,1.4679344939605324e-31,7.144634914951375e-18,2.0653599286159874e-37,4.316804875274953e-41,1.0731325590635975e-35,2.7833795800058628e-15,1.781404835055429e-24,3.692003687115828e-40,1.9571852651246563e-45,1.4458874159989227e-30,2.4398554354346557e-28,5.224389475929289e-48,8.795096599465704e-38,4.333293923544943e-51
6.732758529932805e-08,0.6843002288797213,3.76,0.0,1.0061905623177294,0.9999999097542855,1.229380771934805e-11,4.3400074329142096e-26,2.8985180289643806e-18,9.531948939010119e-08,9.009397169094689e-08,2.1841083597669177e-11,1.1511871496442561e-10,4.54243789082104e-09,2.8975231530607945e-10,1.6687086186968804e-11,9.49536174924374e-11,7.807738009879975e-13,1.0016295591433559e-16,1.6211263738417873e-17,1.311923984687072e-15,1.7645218842125554e-16,5.261544533807028e-16,9.96933382241664e-12,1.0262734336411722e-27,2.5963707986083417e-25,1.481654248018129e-25,9.908351271526687e-37,2.866456745264675e-15,2.800021767366527e-15,3.2282058249371687e-22,9.940902640173112e-23,3.458796991661114e-22,1.2609308289108036e-16,1.3244654746215327e-14,1.6822109137070806e-33,1.7572187357717993e-28,1.7386569189880124e-35,5.001603172375727e-40,2.722464698081421e-26,2.837855458442676e-20,1.1773168850224205e-35,8.979436717286282e-42,2.097735124147977e-31,8.240583586205731e-18,4.3176613353235665e-37,7.662467142018261e-41,1.645371655956173e-35,3.452279259478318e-15,2.751733653547437e-24,6.342107988351034e-40,3.362919967363079e-45,2.0063775949543896e-30,2.8161393276702063e-28,7.420782454620737e-48,1.8387215341106277e-37,5.874905713196747e-51
7.395796089463272e-08,0.6843002289368357,3.76,0.0,1.0061905528916921,0.9999999008519531,1.6202736581160612e-11,5.213419168162336e-26,3.2487377754651884e-18,1.0473837836538502e-07,9.896660394998596e-08,2.5371629470661854e-11,1.3783626809167385e-10,4.948793901053915e-09,3.47707750339023e-10,2.019482832287717e-11,1.1293098919802233e-10,8.875042406503609e-13,1.3129274274524005e-16,2.253805903805839e-17,1.7397275767745205e-15,2.0196106804290723e-16,6.079558662543774e-16,1.2027526859681034e-11,1.4285919533633344e-27,3.55610517793428e-25,2.3997616148930026e-25,2.003739649323921e-36,2.867697362724327e-15,2.8111294973835023e-15,3.244760271091944e-22,1.3111259932991152e-22,3.4728328431006847e-22,1.266108038686386e-16,1.5013365027544455e-14,2.159661162968423e-33,2.589019431001392e-28,2.5686369953076075e-35,7.396992564761392e-40,3.4573136417147144e-26,2.8530532579212784e-20,2.3042634776211272e-35,1.7640531493033037e-41,2.8829022792367903e-31,9.341358165936447e-18,8.449280264033963e-37,1.3002618291437213e-40,2.4199112066047264e-35,4.1702944060092996e-15,4.0888566037976265e-24,1.0380924221600977e-39,5.5055355270330975e-45,2.688823851519007e-30,3.194117217117939e-28,1.0098039498805273e-47,3.5980399334598136e-37,7.701001281597012e-51
8.05883364899374e-08,0.6843002289939163,3.76,0.0,1.006190543459294,0.9999998919472164,2.0843098451994506e-11,6.14834446542312e-26,3.599834379029192e-18,1.141631604249137e-07,1.0783924042773367e-07,2.9028661476614233e-11,1.6238590494797443e-10,5.348325347821333e-09,4.105831872354803e-10,2.4041952976662322e-11,1.3216660405673247e-10,9.954453793469455e-13,1.6802591937159122e-16,3.053934314368349e-17,2.251860882149855e-15,2.2860552717242068e-16,6.938412821568059e-16,1.427832405744242e-11,1.9378313220977554e-27,4.738255375229121e-25,3.735643588118243e-25,3.8111885562928336e-36,2.868824047226555e-15,2.8175907555206497e-15,3.254103682533987e-22,1.6866919177636205e-22,3.4809701768220146e-22,1.2691244328066615e-16,1.6788783077803153e-14,2.70638662046884e-33,3.6849889722827786e-28,3.664175903888851e-35,1.0568791787449935e-39,4.298668709122024e-26,2.8616000397873726e-20,4.258675134562322e-35,3.270641930018689e-41,3.8383564187409564e-31,1.0446288958570893e-17,1.5614215532736717e-36,2.1267606077744436e-40,3.4396809690173827e-35,4.93065219681726e-15,5.881810680383554e-24,1.6315460250072992e-39,8.654665153798278e-45,3.5033194307476015e-30,3.5735600107399777e-28,1.3294886115436963e-47,6.648469201673996e-37,9.83153058535055e-51
8.721871208524208e-08,0.6843002290509653,3.76,0.0,1.0061905340205282,0.9999998830401301,2.6270815381068436e-11,7.142171089796398e-26,3.9514935102487116e-18,1.235938598889025e-07,1.1671187217089191e-07,3.2794911614012726e-11,1.88716915919222e-10,5.741153281703362e-09,4.782960245186833e-10,2.8228990667460858e-11,1.5259729151069132e-10,1.1043049798898946e-12,2.1074422621867956e-16,4.048128397629456e-17,2.8559706172500447e-15,2.5651569224068225e-16,7.840783990393392e-16,1.672162632415094e-11,2.571057544287349e-27,6.170584838463338e-25,5.622799832050496e-25,6.883815950800833e-36,2.8706810421963313e-15,2.821281981955615e-15,3.2588014593462647e-22,2.1248969912939698e-22,3.4855691941831583e-22,1.270870624695644e-16,1.8568634391087784e-14,3.327721999428115e-33,5.095607046240623e-28,5.076347983222575e-35,1.4673484797214736e-39,5.254912777946538e-26,2.865740319423195e-20,7.499506326455783e-35,5.775290384543573e-41,4.978481590859721e-31,1.1553957783519591e-17,2.7495023326874644e-36,3.373636271519484e-40,4.751571883446673e-35,5.727396048861348e-15,8.230704798653257e-24,2.4792422726518237e-39,1.315379595091713e-44,4.457641358916638e-30,3.953971534202716e-28,1.70489702184667e-47,1.1705614929589397e-36,1.2294217309288129e-50
9.384908768054676e-08,0.6843002291079859,3.76,0.0,1.0061905245753895,0.9999998741307466,3.2540213991242354e-11,8.192750830879493e-26,4.303540433932341e-18,1.3303049669307075e-07,1.2558449038716934e-07,3.6655631933901857e-11,2.1677895193426576e-10,6.127396485601845e-09,5.507651559757596e-10,3.2756388374354656e-11,1.7416217349053176e-10,1.213874337781632e-12,2.5981285622883265e-16,5.26476221363683e-17,3.559718912992801e-15,2.8582057567248003e-16,8.789644269630746e-16,1.9357334417529997e-11,3.346462379959654e-27,7.883079258720478e-25,8.222532501618657e-25,1.1901156017512868e-35,2.8731529463144147e-15,2.8243262362722395e-15,3.2619835243445274e-22,2.6296740798962264e-22,3.489295009707046e-22,1.272219543249367e-16,2.0351094220306575e-14,4.0279719048752104e-33,6.876372772943731e-28,6.861454319035006e-35,1.9886611501596938e-39,6.335423341622889e-26,2.868468997613949e-20,1.2673509864528813e-34,9.783067039735888e-41,6.317294694030205e-31,1.2663226481505208e-17,4.646287695211949e-36,5.213232842703588e-40,6.407414643012379e-35,6.555270619368823e-15,1.1247235785423754e-23,3.6589445534426017e-39,1.9415157547758108e-44,5.5619510924174076e-30,4.334953801331699e-28,2.1401741058637265e-47,1.9777669760424436e-36,1.5113878097504238e-50
9.999999999999998e-08,0.6843002291649806,3.76,0.0,1.0061905158075568,0.9999998658636176,3.9154946279421056e-11,9.21626946426653e-26,4.630397085577344e-18,1.4179006380657907e-07,1.3381548208610943e-07,4.031039707976715e-11,2.4431593655089833e-10,6.479923387880897e-09,6.221770588209641e-10,3.726107694747458e-11,1.9513043833893553e-10,1.316012737569019e-12,3.113172831262698e-16,6.61841797352399e-17,4.3083661860775715e-15,3.1437303453601343e-16,9.714465036938363e-16,2.197439816268852e-11,4.209670858379526e-27,9.749741616598744e-25,1.1438481129287538e-24,1.9122610536372351e-35,2.8756253419806205e-15,2.8276443277901682e-15,3.2654522260327745e-22,3.1607710969693704e-22,3.493347214976105e-22,1.2736177894735009e-16,2.2006342423487234e-14,4.7546278119161236e-33,8.911351260558463e-28,8.903652282397614e-35,2.588190978538715e-39,7.457819905325322e-26,2.871517017646592e-20,1.9979526526577937e-34,1.5453347026393952e-40,7.748827731067505e-31,1.3693305845258943e-17,7.324718740691118e-36,7.647644782846316e-40,8.299455369665245e-35,7.347089267443348e-15,1.474961294295971e-23,5.1341625884334625e-39,2.7245369455237463e-44,6.727533476433218e-30,4.688752583004095e-28,2.6014053004233663e-47,3.117359134138217e-36,1.8065927039415318e-50
1.0047946327585144e-07,0.6843002291649806,3.76,0.0,1.0061905151238741,0.9999998652191152,3.970410742424588e-11,9.297980545155344e-26,4.6558857028512016e-18,1.424730871615879e-07,1.3445708643506338e-07,4.05979705118117e-11,2.465220718728728e-10,6.507171654123596e-09,6.279108739820008e-10,3.7624546404169135e-11,1.9680246651085586e-10,1.32399123937207e-12,3.1558221521049815e-16,6.733783350074236e-17,4.370781907860317e-15,3.166574157390397e-16,9.788449086041529e-16,2.2185348968248094e-11,4.2832568674247025e-27,9.907277103836417e-25,1.1726854203280016e-24,1.9817157429230728e-35,2.875809382177907e-15,2.827936113772885e-15,3.2657770915093255e-22,3.204798641427332e-22,3.493705181020002e-22,1.2737411137132608e-16,2.2135438997418738e-14,4.8146225849211015e-33,9.086977296942384e-28,9.079989577705908e-35,2.640107150647571e-39,7.550425371889393e-26,2.871807034092598e-20,2.067635284488953e-34,1.5994630652604874e-40,7.868400497577737e-31,1.3773643152218555e-17,7.580182720133212e-36,7.87330637437505e-40,8.462736552602625e-35,7.40967494640771e-15,1.5054247699820097e-23,5.267214335891064e-39,2.795162072444394e-44,6.824252239746583e-30,4.716346321739985e-28,2.639794224053429e-47,3.226039552276937e-36,1.831001380024937e-50
1.0710983887115612e-07,0.6843002292219519,3.76,0.0,1.0061905056659797,0.9999998563052828,4.7813743434332296e-11,1.0456106138181915e-25,5.0085077913208135e-18,1.519216439299249e-07,1.4332965182836533e-07,4.461099432986171e-11,2.778967656017265e-10,6.8805933287672745e-09,7.096549109428019e-10,4.2833814358640414e-11,2.2046153985464642e-10,1.4345440370593785e-12,3.7838754749181795e-16,8.486759906598656e-17,5.296850975279089e-15,3.4916984244028845e-16,1.0841113402085657e-15,2.5205570465442008e-11,5.4017075218765906e-27,1.227712726066729e-24,1.6360903630166585e-24,3.19214020904055e-35,2.8784135962705113e-15,2.8321315686057904e-15,3.2706307456927353e-22,3.853884662682717e-22,3.498905888932079e-22,1.2756792127672367e-16,2.392195326207204e-14,5.695091693273132e-33,1.179211933663473e-27,1.179736566276441e-34,3.4431256717047515e-39,8.911202319130638e-26,2.876095453109838e-20,3.26991509311524e-34,2.534236816270842e-40,9.644936426326969e-31,1.488538428084626e-17,1.1987948314162215e-35,1.1650351790794724e-39,1.097736031471777e-34,8.286628176622367e-15,1.9786115574601847e-23,7.418473637841442e-39,3.9372355976990823e-44,8.254249877872068e-30,5.098205246823068e-28,3.2087651855359035e-47,5.100956686574247e-36,2.1919184936025016e-50
1.137402144664608e-07,0.6843002292789014,3.76,0.0,1.0061904962017059,0.9999998473892937,5.6918834083619353e-11,1.166568137329121e-25,5.36139736566942e-18,1.6137617642543636e-07,1.5220217823135904e-07,4.868528920740525e-11,3.108540045863636e-10,7.247773982470764e-09,7.959203932801033e-10,4.838450997172874e-11,2.4508480253737226e-10,1.5454527107153984e-12,4.485500392734657e-16,1.0556772615598781e-16,6.345632492538222e-15,3.8349739272550205e-16,1.1951746615857619e-15,2.8417899264905444e-11,6.72303785192259e-27,1.5029115944918144e-24,2.2387193465913838e-24,4.995639357962969e-35,2.8811153714700867e-15,2.83641667680754e-15,3.275705900844409e-22,4.580396433204831e-22,3.5042072077934965e-22,1.2776517262967486e-16,2.5711193676839954e-14,6.677729589657917e-33,1.5061505625034881e-27,1.5084348607046258e-34,4.421394819653683e-39,1.0430123649642925e-25,2.8805468575135277e-20,5.033464039725761e-34,3.907583181402884e-40,1.1659582017758994e-30,1.5998797331042054e-17,1.8453665235857408e-35,1.6925479528002702e-39,1.4016439324762706e-34,9.182693331007938e-15,2.5588548060956667e-23,1.0248802901676259e-38,5.439879753436541e-44,9.862478502314358e-30,5.4806564783385395e-28,3.8527148809467436e-47,7.850594199498727e-36,2.597788170962884e-50
1.2037059006176547e-07,0.6843002293358316,3.76,0.0,1.006190486731055,0.9999998384711912,6.706759518240184e-11,1.2925367411118968e-25,5.714533664167258e-18,1.708366912434118e-07,1.6107465745370402e-07,5.281266454683656e-11,3.4534527464566555e-10,7.608824103057312e-09,8.866317930370742e-10,5.427693309234632e-11,2.706195967402959e-10,1.6566547935342427e-12,5.263778038425902e-16,1.2978315818375624e-16,7.524847349157488e-15,4.197678897290193e-16,1.3124445961371308e-15,3.182223559917282e-11,8.26938901873493e-27,1.8202135558057964e-24,3.010851756542494e-24,7.62240295963329e-35,2.8841055842677835e-15,2.840667756292011e-15,3.280510485395431e-22,5.387659087510281e-22,3.5094408406257727e-22,1.279542022011375e-16,2.7503316298062607e-14,7.773626249417254e-33,1.896963772093322e-27,1.9016536219904533e-34,5.601040816010453e-39,1.2120283062764177e-25,2.8847555557802924e-20,7.567441619692345e-34,5.883775836857719e-40,1.3924514126408799e-30,1.7113979718172533e-17,2.7744427952780626e-35,2.4182323193051143e-39,1.7649398093714387e-34,1.0094928915422597e-14,3.2618271438918716e-23,1.3919957676880378e-38,7.389052261828113e-44,1.1658428679686423e-29,5.863736950934215e-28,4.577812676745705e-47,1.1800623765515804e-35,3.0520479073596518e-50
1.2700096565707013e-07,0.6843002293927439,3.76,0.0,1.0061904772540289,0.9999998295510163,7.830676049265996e-11,1.4233839282204456e-25,6.06789820166711e-18,1.803031922868376e-07,1.6994708144847534e-07,5.6986048142130885e-11,3.813225938881807e-10,7.963852223272532e-09,9.817149093177188e-10,6.051136829934521e-11,2.9701515250174565e-10,1.768102741594858e-12,6.12166313432901e-16,1.5787254364683472e-16,8.84223091722943e-15,4.580999723229634e-16,1.4363339766026742e-15,3.5418479579920824e-11,1.0063789390377016e-26,2.1837554988107974e-24,3.98699774658913e-24,1.1368548024650935e-34,2.8873640363382056e-15,2.8451619472105093e-15,3.2854671004732217e-22,6.278863202282583e-22,3.514975432299834e-22,1.28155861530832e-16,2.9298221483974575e-14,8.997068429705674e-33,2.3595833651935974e-27,2.3674341544780697e-34,7.010749770709538e-39,1.3995281971275583e-25,2.889107999960936e-20,1.1139827356843365e-33,8.673486863467524e-40,1.6451432280105242e-30,1.8230868861312474e-17,4.084314649912229e-35,3.4025984995488795e-39,2.19499810516472e-34,1.102084879235559e-14,4.104286050567681e-23,1.8621773316391875e-38,9.885602890369934e-44,1.3650646010327687e-29,6.247422969389907e-28,5.390677773245318e-47,1.7368176400550834e-35,3.55863695166712e-50
1.336313412523748e-07,0.6843002294496403,3.76,0.0,1.0061904677706324,0.9999998206288083,9.068158488902044e-11,1.5589829080656952e-25,6.42148717496259e-18,1.897756808721452e-07,1.7881944231125506e-07,6.119940221098806e-11,4.187385338824332e-10,8.312964934696514e-09,1.0810968594288219e-09,6.70880850501953e-11,3.242225570969427e-10,1.879763795288872e-12,7.061987170798985e-16,1.9020793065610695e-16,1.0305533282486446e-14,4.986087397818322e-16,1.5672712916639119e-15,3.920653119716145e-11,1.2130127191835386e-26,2.597947682024231e-24,5.206146127685555e-24,1.6608461202714536e-34,2.8907826524875754e-15,2.8500662594821425e-15,3.291014910114562e-22,7.257068166343364e-22,3.521023966529463e-22,1.2837760800875599e-16,3.109598859572565e-14,1.0365330313485313e-32,2.902442590508564e-27,2.914334224001913e-34,8.682025191692157e-39,1.6069409449838393e-25,2.893978176000372e-20,1.6088360955994396e-33,1.2542500277805509e-39,1.9251644190527e-30,1.9349513945202338e-17,5.898871545550656e-35,4.720441782396566e-39,2.6996770457215024e-34,1.1958367097625075e-14,5.1040641373021193e-23,2.457490467243821e-38,1.304674269342021e-43,1.5847604866645117e-29,6.631731698038452e-28,6.298446657467344e-47,2.507881605899039e-35,4.1219136755638394e-50
1.4689209244298416e-07,0.6843002295633912,3.76,0.0,1.006190448784754,0.9999998027784445,1.1901195125053769e-10,1.8439669544734557e-25,7.129327088191183e-18,2.0873861435408918e-07,1.965639437189766e-07,6.97259951353464e-11,4.976995065337527e-10,8.993861053023498e-09,1.2924721622204966e-09,8.126939539279992e-11,3.80886142907792e-10,2.1036379221489578e-12,9.20070031438961e-16,2.691681142888201e-16,1.37009681844855e-14,5.865921012677952e-16,1.8520584248089097e-15,4.735765671419924e-11,1.7178245170869617e-26,3.597387788799219e-24,8.553750035800357e-24,3.3557943725112727e-34,2.8980728979954753e-15,2.8612176408153998e-15,3.304041561148454e-22,9.486103255256021e-22,3.5348086681589494e-22,1.2888447407377883e-16,3.470069043241228e-14,1.3624459432442624e-32,4.265166282541102e-27,4.2883272021622495e-34,1.2950957898102668e-38,2.0875439738765635e-25,2.905447890602841e-20,3.1905630365748235e-33,2.4930068299543457e-39,2.5714689973367717e-30,2.1592433939836353e-17,1.1699376402609797e-34,8.742347503894139e-39,3.9667094438487365e-34,1.3861482165093495e-14,7.652147112347529e-23,4.130015700751193e-38,2.1928578304699377e-43,2.0889479743399573e-29,7.402346968815012e-28,8.430051318635221e-47,4.971642864846585e-35,5.436753232786191e-50
1.5827203716252702e-07,0.6843002296609709,3.76,0.0,1.006190432471444,0.9999997874536999,1.4733821554582344e-10,2.1026454298019635e-25,7.73750760284099e-18,2.2503105191839928e-07,2.1179142482638922e-07,7.712931043297643e-11,5.696210956576054e-10,9.560270830730505e-09,1.48692616361905e-09,9.453329079874745e-11,4.31681781952801e-10,2.2962854549206304e-12,1.1323104808139922e-15,3.541509832905597e-16,1.7152278670080372e-14,6.700244148148695e-16,2.1231230475366808e-15,5.4963478339647864e-11,2.2614013570090314e-26,4.663107948514545e-24,1.2656521665453193e-23,5.83234437097329e-34,2.9050259678510302e-15,2.8711110652093483e-15,3.315359950197646e-22,1.1702542993386329e-21,3.5470134112363275e-22,1.2932744490558606e-16,3.7805656490966515e-14,1.7119200546627785e-32,5.778332030751022e-27,5.815313466900859e-34,1.7801722457927552e-38,2.577951174168272e-25,2.9154036214045196e-20,5.478671126010283e-33,4.2880293477824393e-39,3.222909041643816e-30,2.3524330724973222e-17,2.009126810847991e-34,1.429995201940494e-38,5.373868154353534e-34,1.5518006908578435e-14,1.0525247743948614e-22,6.24073637774173e-38,3.3138254620728976e-43,2.594886288373827e-29,8.066183981702038e-28,1.0639035228801319e-46,8.534294558348666e-35,6.790806422273353e-50
1.6965198188206988e-07,0.6843002297585223,3.76,0.0,1.0061904161394881,0.9999997721234631,1.7958090225781395e-10,2.3738076453691284e-25,8.346366875412003e-18,2.413410590749218e-07,2.2701861563532634e-07,8.459518564350618e-11,6.451461748842771e-10,1.0110661398001826e-08,1.6930818828019745e-09,1.0880893959585883e-10,4.842585090813633e-10,2.489374563286324e-12,1.372326404524845e-15,4.572980345601727e-16,2.114170198103596e-14,7.61281921145981e-16,2.4213173045629436e-15,6.313293384104156e-11,2.921416023760359e-26,5.9516117742523126e-24,1.8223766198303763e-23,9.735668857773827e-34,2.912724995910464e-15,2.881182799553569e-15,3.326530109238582e-22,1.4213056727676484e-21,3.559404605762264e-22,1.2977715357541668e-16,4.092222041912018e-14,2.1463438515352575e-32,7.665898178968323e-27,7.721422582256501e-34,2.3997814782167877e-38,3.1493564803443596e-25,2.9251748998117355e-20,9.063910044064981e-33,7.10453729759528e-39,3.9688492040494865e-30,2.546337269984824e-17,3.3241982729494562e-34,2.2693695182135414e-38,7.129505714509538e-34,1.7190914470023443e-14,1.4150636456523468e-22,9.19171723748992e-38,4.88113164212302e-43,3.172779562410112e-29,8.73255834463972e-28,1.3250551674102944e-46,1.411455857182933e-34,8.383480765647513e-50
1.8103192660161275e-07,0.6843002298560522,3.76,0.0,1.006190399788952,0.9999997567878978,2.1592550860621587e-10,2.6569394395287376e-25,8.955883979609132e-18,2.5766858167734577e-07,2.422454802822641e-07,9.211126537167737e-11,7.240544343243408e-10,1.0645516173416792e-08,1.910608706592382e-09,1.2409755425139656e-10,5.384196141029835e-10,2.6828759877002622e-12,1.6412304672229493e-15,5.808429280350167e-16,2.5708870129321616e-14,8.607923053754784e-16,2.749047352992913e-15,7.186551418291249e-11,3.712219425837868e-26,7.494984206507305e-24,2.5621175766102243e-23,1.5688039140305655e-33,2.9210197326226887e-15,2.8921780216977335e-15,3.3387820334329717e-22,1.7029718251953525e-21,3.572952760891452e-22,1.3027532632185443e-16,4.4050620044801646e-14,2.6922593893190946e-32,9.986648127638512e-27,1.0066380272223992e-33,3.1814411135539315e-38,3.8105884310207864e-25,2.935890728043498e-20,1.4514645287149601e-32,1.1391745643147383e-38,4.813688938984633e-30,2.740970670924494e-17,5.323763100646832e-34,3.5047464004495637e-38,9.288433211986009e-34,1.8876705989051646e-14,1.8648811688932007e-22,1.324170075382053e-37,7.032240792560324e-43,3.826768600633343e-29,9.40152290595624e-28,1.6318660842813643e-46,2.2595251204620227e-34,1.024458376618459e-49
1.924118713211556e-07,0.6843002299535645,3.76,0.0,1.0061903834199117,0.9999997414471602,2.565460129126554e-10,2.951543203104085e-25,9.566042193576298e-18,2.7401355227021703e-07,2.574719839824286e-07,9.966792733754771e-11,8.061315822811078e-10,1.116530401518631e-08,2.13918597676676e-09,1.4040033290390835e-10,5.939809201275361e-10,2.8767699790757867e-12,1.9400605299562704e-15,7.271036202388014e-16,3.0893539154017224e-14,9.68953003706998e-16,3.10878156660337e-15,8.116070947810562e-11,4.6487051795084765e-26,9.328379604896564e-24,3.52704488606331e-23,2.4506018137817996e-33,2.9298275301392105e-15,2.9044448313322226e-15,3.352763529301943e-22,2.0163805354485856e-21,3.5880944200216675e-22,1.3082736644408446e-16,4.7191456223494034e-14,3.3850180288234603e-32,1.2804113521481018e-26,1.291476582353844e-33,4.156927630832779e-38,4.570916657546024e-25,2.94817728832253e-20,2.258546481484823e-32,1.7746591736810382e-38,5.761561860667988e-30,2.9363706497245946e-17,8.28483013406607e-34,5.280912416821904e-38,1.19099320486741e-33,2.0572835062845455e-14,2.4147898822673034e-22,1.8712507296788358e-37,9.938132218491752e-43,4.560620790249761e-29,1.0073215705449156e-27,1.990320024942736e-46,3.5147823393510007e-34,1.2408453029176727e-49
2.0379181604069847e-07,0.684300230051065,3.76,0.0,1.0061903670324521,0.9999997261014003,3.016051694467891e-10,3.257147631742681e-25,1.0176844474244097e-17,2.90375891146826e-07,2.726980930006349e-07,1.072577801851469e-10,8.911694850903517e-10,1.1670479615830472e-08,2.3785027192460043e-09,1.5771845737797595e-10,6.507701567962567e-10,3.0710478407528343e-12,2.2697848026628886e-15,8.984772177806505e-16,3.6735588571459683e-14,1.086137077250541e-15,3.5030522500104563e-15,9.101800902041979e-11,5.746277113498962e-26,1.1490165877748124e-23,4.7652566829168757e-23,3.723819033211256e-33,2.9392287283174627e-15,2.9176163735402083e-15,3.3678932887945196e-22,2.362585473615059e-21,3.6043437342168783e-22,1.3141677176038582e-16,5.034590606359962e-14,4.270783258329403e-32,1.6186680599076646e-26,1.6336103293657088e-33,5.362788139392482e-38,5.440013575055392e-25,2.961491934076034e-20,3.4258959617701247e-32,2.6946982223963763e-38,6.816333713668158e-30,3.132610508718355e-17,1.2568169725301665e-33,7.781086654897131e-38,1.5057816269527042e-33,2.2277466666235292e-14,3.078326117872479e-22,2.600211162563781e-37,1.3810244621892601e-42,5.378031178302748e-29,1.0747898169147981e-27,2.407000714366697e-46,5.3296884730008075e-34,1.491339846334239e-49
2.1517176076024134e-07,0.6843002301485582,3.76,0.0,1.00619035062667,0.9999997107507623,3.512548394982797e-10,3.573307164896879e-25,1.0788298789444976e-17,3.0675550745216766e-07,2.879237746197219e-07,1.1487515095167727e-10,9.78966283318116e-10,1.2161483934047339e-08,2.6282573512172308e-09,1.760530977751177e-10,7.086263052722502e-10,3.2657068163981533e-12,2.631307105834882e-15,1.0974346986875722e-15,4.3275020229137537e-14,1.2126875799103927e-15,3.93443000770006e-15,1.0143690132398549e-10,7.020815749604731e-26,1.4022041901462608e-23,6.331099931569337e-23,5.52060515536128e-33,2.9492966404852542e-15,2.9313744881426086e-15,3.3835700609239343e-22,2.742571813274871e-21,3.621319030133789e-22,1.3204202551674578e-16,5.35150937795355e-14,5.408948899435409e-32,2.020769401665856e-26,2.040497587964071e-33,6.840900508799352e-38,6.427766589974294e-25,2.97525818246898e-20,5.079389131764736e-32,3.999014032735757e-38,7.981540242872626e-30,3.3297602200334015e-17,1.8636031901606035e-33,1.1233456697689135e-37,1.880051754674893e-33,2.3989291948288207e-14,3.8697096137751323e-22,3.5599206528842083e-37,1.890822392514093e-42,6.282604313862895e-29,1.1425817485779808e-27,2.8890697341354902e-46,7.89945170694569e-34,1.779730630646266e-49
2.265517054797842e-07,0.6843002302460485,3.76,0.0,1.0061903342026675,0.9999996953953842,4.0563632439679847e-10,3.8995931833440004e-25,1.1400404199511891e-17,3.231523001736431e-07,3.031489971100552e-07,1.2251566515262501e-10,1.0693264779270888e-09,1.2638744612147041e-08,2.888157398531719e-09,1.954054169976314e-10,7.673989786446528e-10,3.4607450546164895e-12,3.0254717209987617e-15,1.3265160327853896e-15,5.055195710092373e-14,1.3489158935328209e-15,4.405508513866333e-15,1.124168741610911e-10,8.488645504495486e-26,1.6969137506600458e-23,8.285472607149144e-23,8.00476718271936e-33,2.9600030788805877e-15,2.945836804490967e-15,3.399967821646618e-22,3.1572613945449866e-21,3.639169857099369e-22,1.3269598600272674e-16,5.6699816403461234e-14,6.874874766103217e-32,2.4945540763927798e-26,2.520113340254192e-33,8.638988536574833e-38,7.544286048388264e-25,2.989643299972746e-20,7.377916584844931e-32,5.813562372223742e-38,9.260429372809001e-30,3.5278694019374427e-17,2.7072006163594002e-33,1.5918104898252693e-37,2.321122626714307e-33,2.570739173462078e-14,4.803804752937777e-22,4.8100533449022965e-37,2.5549130121989317e-42,7.278154119784348e-29,1.2107156516020855e-27,3.4442621006226195e-46,1.1470347036064487e-33,2.110223002243123e-49
