Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209)
0.5302737512387128,0.5985778545794982,3.76,0.0,0.1997695943939207,0.08620930512846446,1.0898076337455425,1.995578929881196e-17,9.886095763238656e-14,9.373949237540287e-05,7.621592326237466e-05,4.028657882272924e-08,5.625199249919217e-07,8.065711101320444e-06,0.29223871419242436,0.0012309208957048498,1.819914965253157e-07,9.562285212957392e-09,1.4195196996866226e-06,0.025609834186568696,0.0025995610817355496,1.8365472442558222e-07,0.5819521525539215,1.750335936427174e-05,7.159626507497571e-15,2.5402313795757884e-07,0.002793628931677099,3.363920992688542e-11,1.4924109205243054e-11,1.2454571575366891e-09,4.658842224413671e-17,2.1439200790737466e-12,1.475253184330757e-17,5.426958143187572e-12,0.07718727752647117,2.5404577207340737e-08,2.742643821633565e-05,6.321704072364134e-14,1.1233114597350564e-16,2.1002058204318863e-10,7.748354897589201e-12,4.11908921164692e-05,1.1395317882395565e-12,7.5791181415227e-15,1.0813385559252019e-07,1.8733117249923846e-05,4.301336886196715e-14,5.0092682125552054e-14,1.6519913291891477e-09,4.45846365919672e-10,4.583775042657841e-06,1.0852499100819626e-11,2.0174096329752096e-10,6.61153670656761e-19,1.108546525972034e-22,1.039006251685627e-06,1.3056582948476467e-26,3.770458961422133e-10,2.9236224476473004e-13,2.3385046342440405e-19
0.5319607470123473,0.5986294185631311,3.76,0.0,0.19917034629471947,0.08519413843430997,1.090810606861688,1.9901580427567128e-17,9.788434713394423e-14,9.303855626455369e-05,7.520563550247182e-05,3.951108186805609e-08,5.557029519935965e-07,8.029030892133644e-06,0.2926799406575032,0.0012163936052868524,1.794313847039871e-07,9.364487873274367e-09,1.407155341595846e-06,0.0255209494355406,0.002579125041700999,1.811392759255402e-07,0.5825347374421375,1.7189370833167597e-05,7.131515332206569e-15,2.5366841826507536e-07,0.0028033261843358713,3.338494449953286e-11,1.4748621658774462e-11,1.2383292970392362e-09,4.5771677837236406e-17,2.109813248562877e-12,1.449394205255623e-17,5.33224240445919e-12,0.07741824684124333,2.53359299450343e-08,2.7455290908877002e-05,6.322123650279997e-14,1.1113862468848957e-16,2.0864027159924753e-10,7.73588971999814e-12,4.1195279669074514e-05,1.1384644010757547e-12,7.509043713491834e-15,1.0686861389383112e-07,1.87945984118096e-05,4.2810890363181186e-14,5.0098122946334897e-14,1.6364115117321334e-09,4.4579880834684374e-10,4.565846524761417e-06,1.0681836635251314e-11,2.0264631513911714e-10,6.625413372893941e-19,1.1118895052079292e-22,1.0383507748403022e-06,1.3095946758498312e-26,3.755383858532558e-10,2.9121872831482267e-13,2.2975433981874304e-19
0.5336477427859818,0.598680224181676,3.76,0.0,0.19858148714670942,0.08419608596605772,1.0917949013433397,1.98443469160313e-17,9.691030434789192e-14,9.234462348171088e-05,7.421189081999408e-05,3.875367670000751e-08,5.489966408480999e-07,7.992292516083081e-06,0.2931161587951893,0.001202130289637833,1.7690773370070035e-07,9.171358853803571e-09,1.3949035422828026e-06,0.025432967674926348,0.0025589446942122815,1.7866340263779944e-07,0.5831070525083643,1.688272684015675e-05,7.103592265318894e-15,2.533078314876893e-07,0.002813062873813587,3.313232321853861e-11,1.4575823749630626e-11,1.2311984795837446e-09,4.4970478159924796e-17,2.076410386888757e-12,1.4240272737595107e-17,5.239335543465984e-12,0.07764642026360083,2.5265749290039704e-08,2.748389365655516e-05,6.322550915477804e-14,1.0995917792019056e-16,2.0726940455851834e-10,7.722892198571395e-12,4.1201902181564394e-05,1.1374647439862598e-12,7.439672634482172e-15,1.0563500671018106e-07,1.885680018737558e-05,4.260884978126702e-14,5.010347746743264e-14,1.6210180775102645e-09,4.457483414083415e-10,4.548223284121654e-06,1.0515059391045737e-11,2.0353843989444028e-10,6.639207608202681e-19,1.1152044912494276e-22,1.0376814190220469e-06,1.31349809579565e-26,3.740449888419516e-10,2.9009468305539126e-13,2.257360689707487e-19
0.5353347385596163,0.5987302856895518,3.76,0.0,0.19800280171152715,0.08321480466107917,1.0927609139672665,1.9784124344960902e-17,9.59392230108444e-14,9.165764859556118e-05,7.323440595679955e-05,3.801389738872474e-08,5.423992571427769e-07,7.955508492557649e-06,0.2935474442769526,0.0011881250029603437,1.7442027451459553e-07,8.982783232938323e-09,1.3827645728115217e-06,0.025345877217632304,0.0025390163965224206,1.7622657922580778e-07,0.5836693104015425,1.658323112150044e-05,7.075857971395873e-15,2.5294157631716417e-07,0.002822837851187444,3.288138156120597e-11,1.4405673125668108e-11,1.2240668046156417e-09,4.418456112842594e-17,2.0436957868393128e-12,1.3991440983735982e-17,5.14820667626222e-12,0.07787183960385517,2.5194087275977302e-08,2.7512235344344975e-05,6.322983404177517e-14,1.0879276661749392e-16,2.0590806943515827e-10,7.709381438977684e-12,4.121070114062055e-05,1.1365312333333969e-12,7.371007703825278e-15,1.0443223732798904e-07,1.8919706022813048e-05,4.240726933456784e-14,5.0108731066964296e-14,1.6058088293307538e-09,4.4569514695799044e-10,4.530896988225253e-06,1.035205387374774e-11,2.0441751589448643e-10,6.652918912941404e-19,1.1184916375503987e-22,1.0369985693801704e-06,1.3173687354774388e-26,3.72565538525047e-10,2.889895775221745e-13,2.217943424243225e-19
0.5370217343332508,0.598779617014633,3.76,0.0,0.1974340794409226,0.08224995853010465,1.0937090328840726,1.9720928573180312e-17,9.497150878043979e-14,9.097758472769178e-05,7.227290112459266e-05,3.729128984473082e-08,5.35909075408731e-07,7.91869086968384e-06,0.29397387149264814,0.001174371943502289,1.7196872445297369e-07,8.798648585564375e-09,1.3707386246096403e-06,0.02525966649815607,0.0025193365481378806,1.7382827842184304e-07,0.5842217190994552,1.629069270515824e-05,7.048313014391909e-15,2.5256984634404606e-07,0.0028326499726937637,3.263215238217911e-11,1.423813118752963e-11,1.2169369418891626e-09,4.341366393136233e-17,2.011654044571389e-12,1.3747363643012204e-17,5.058824862432043e-12,0.07809454616663274,2.5120995009325908e-08,2.7540305204837613e-05,6.323418694847892e-14,1.0763934550933624e-16,2.0455634597821143e-10,7.695376122936632e-12,4.12216194088869e-05,1.135662318807805e-12,7.303051052259436e-15,1.0325952840956517e-07,1.8983299645298714e-05,4.2206170237859933e-14,5.011386935594591e-14,1.59078216986178e-09,4.4563940055655905e-10,4.513859517051331e-06,1.0192710314704778e-11,2.052837213058282e-10,6.666546817685132e-19,1.1217510981270597e-22,1.036302597123961e-06,1.32120677634056e-26,3.710998675951531e-10,2.8790289380409967e-13,2.1792784780256793e-19
0.5387087301068854,0.5988282318283673,3.76,0.0,0.19687511440527652,0.08130121856411676,1.094639637742846,1.9655194689494617e-17,9.400752389490872e-14,9.030438359493539e-05,7.132709997455284e-05,3.658541197113998e-08,5.295243780149705e-07,7.881851244204245e-06,0.2943955135665078,0.0011608654509026209,1.6955278585545944e-07,8.618845030682319e-09,1.3588258106818008e-06,0.02517432407437358,0.002499901591058981,1.7146797043389888e-07,0.5847644819816779,1.6004925860807117e-05,7.020957864524958e-15,2.5219283035762925e-07,0.0028424981004505434,3.238466579277109e-11,1.4073157648143883e-11,1.2098111087494557e-09,4.2657525834698575e-17,1.980270062447891e-12,1.3507958222694715e-17,4.971159426905348e-12,0.07831458074658741,2.5046522702056577e-08,2.7568092827691227e-05,6.323854406839271e-14,1.064988623742357e-16,2.032143052095577e-10,7.680894539093322e-12,4.1234601199583306e-05,1.1348564827372932e-12,7.235804104510845e-15,1.0211612171045606e-07,1.9047565059635065e-05,4.200557276703214e-14,5.011887817608766e-14,1.5759361478270448e-09,4.455812718098296e-10,4.497102960576335e-06,1.003692274829862e-11,2.0613723400671608e-10,6.680090881658028e-19,1.1249830273542135e-22,1.035593861742447e-06,1.325012400245987e-26,3.696478084179894e-10,2.8683412738413825e-13,2.1413528291190962e-19
0.5403957258805199,0.5988761434959167,3.76,0.0,0.19632570520356044,0.08036826261623224,1.0955530998484158,1.958713913640077e-17,9.304757390540771e-14,8.963799543937752e-05,7.039672971579421e-05,3.589583332562576e-08,5.232434572074254e-07,7.845000748765369e-06,0.2948124423774741,0.0011476000030652374,1.671721471398139e-07,8.443265224340236e-09,1.3470261680029164e-06,0.02508983862967243,0.0024807080100108926,1.6914512344448792e-07,0.5852977979212677,1.5725750013295013e-05,6.993792896601857e-15,2.5181071223867283e-07,0.0028523811033694443,3.2138948938854356e-11,1.3910707967508656e-11,1.2026905791327839e-09,4.191588999154022e-17,1.949529050700513e-12,1.3273143458429436e-17,4.885180166229445e-12,0.07853198362360206,2.4970719233844236e-08,2.7595588107693576e-05,6.324288186558107e-14,1.0537125746728427e-16,2.0188200942247355e-10,7.665954549179318e-12,4.124959204738494e-05,1.1341122394382386e-12,7.169267626196496e-15,1.0100127774160968e-07,1.9112486547941076e-05,4.1805496139206615e-14,5.012374348043247e-14,1.5612680217732478e-09,4.4552092440985193e-10,4.48061961363142e-06,9.8845887969764e-12,2.069782314351126e-10,6.693550702648278e-19,1.1281875816935702e-22,1.0348727099176467e-06,1.328785791501028e-26,3.682091920210512e-10,2.857827868113038e-13,2.104153648398566e-19
0.5420827216541544,0.5989233651165065,3.76,0.0,0.19578565487215557,0.07945077528251303,1.0964497823208639,1.9515884805360943e-17,9.209202545543309e-14,8.897836935201195e-05,6.948152129469352e-05,3.522213436960363e-08,5.17064619966368e-07,7.808150064362953e-06,0.29522472857915855,0.0011345702126834205,1.6482648811809637e-07,8.271804206697423e-09,1.3353396665599627e-06,0.02500619897519491,0.002461752332652888,1.6685920662015912e-07,0.585821861377727,1.545298952600818e-05,6.966818391102195e-15,2.5142367060944194e-07,0.002862297858033832,3.189502690062127e-11,1.375074608510144e-11,1.1955780733595558e-09,4.1188497274015636e-17,1.9194165165246197e-12,1.3042837360691556e-17,4.800856639586188e-12,0.07874679455748809,2.4893632456173008e-08,2.762278128486823e-05,6.324717733271253e-14,1.042564671877431e-16,2.0055951331545947e-10,7.650573562464971e-12,4.126653878449138e-05,1.1334281354062288e-12,7.1034418775744355e-15,9.991427539408435e-08,1.9178048667549752e-05,4.160595867223001e-14,5.012845152750413e-14,1.5467764815343856e-09,4.4545851600352035e-10,4.46440197212651e-06,9.735609319488542e-12,2.0780689043555568e-10,6.706925911696908e-19,1.1313649189928718e-22,1.0341394740595255e-06,1.3325271360360426e-26,3.667838490272401e-10,2.847483934598159e-13,2.0676679896092562e-19
0.5436010178504255,0.5989652851856779,3.76,0.0,0.19530745211891415,0.07863800700128434,1.0972427436137615,1.9449890873195524e-17,9.123604416629506e-14,8.8390444535102e-05,6.86705775516435e-05,3.4629044904295464e-08,5.115895558804276e-07,7.774992799884135e-06,0.2955918741540321,0.001123040542080049,1.627450266549912e-07,8.120926107166804e-09,1.3249184712282311e-06,0.024931637293711367,0.002444892795483679,1.6483301666729108e-07,0.586285764855289,1.5212848979024308e-05,6.942704351839489e-15,2.5107126804373875e-07,0.0028712508733396394,3.1677050348428014e-11,1.3608875008908716e-11,1.1891853190471156e-09,4.054581011454931e-17,1.8928408486626444e-12,1.283934983445473e-17,4.7263562758447585e-12,0.07893794072553313,2.482319634887984e-08,2.7646989078442635e-05,6.325098841135077e-14,1.0326405452384639e-16,1.9937768467153101e-10,7.636367740333203e-12,4.128342021342891e-05,1.1328626845171593e-12,7.044806056792635e-15,9.89591963839648e-08,1.9237589766750524e-05,4.1426850468169294e-14,5.0132543184174554e-14,1.5338834553566611e-09,4.454007123609615e-10,4.450027230144194e-06,9.604316807617463e-12,2.0854227974562793e-10,6.718890971964587e-19,1.1342013823417704e-22,1.0334694977693485e-06,1.335867099710302e-26,3.6551225031642937e-10,2.83831543897259e-13,2.035430385777334e-19
0.5449674844270694,0.5990025518145745,3.76,0.0,0.19488330400491655,0.07791683200459089,1.0979452436076598,1.9389501486440484e-17,9.04690593303133e-14,8.786592733945818e-05,6.795088667467822e-05,3.4105739157153425e-08,5.0673052366717e-07,7.745164214412565e-06,0.2959191792240485,0.0011128203075522662,1.6089549865705856e-07,7.987856881503796e-09,1.315617589555536e-06,0.024865103281779825,0.0024298795546806593,1.6303433246140951e-07,0.5866971141040044,1.500094690157636e-05,6.921133837015779e-15,2.5075091967239253e-07,0.0028793305230955133,3.1482142269912284e-11,1.348285930457723e-11,1.1834391621595293e-09,3.9976927774475323e-17,1.8693397846363614e-12,1.2659229763168435e-17,4.660414122933271e-12,0.07910822775049675,2.475897560677051e-08,2.7668554882108953e-05,6.325436005863374e-14,1.0237966376272305e-16,1.9832088255651365e-10,7.623298949756678e-12,4.129990151922738e-05,1.1323936027843477e-12,6.9925252378573734e-15,9.811800610904779e-08,1.9291600919270838e-05,4.1266048718711376e-14,5.013609942886441e-14,1.5223987915736508e-09,4.4534745604012834e-10,4.4372646193430885e-06,9.488354602240184e-12,2.0919581273951573e-10,6.729600507507771e-19,1.1367355563697533e-22,1.0328585641733408e-06,1.338851115906925e-26,3.6437678584733537e-10,2.830175192606583e-13,2.0068943040375363e-19
0.5463339510037134,0.5990393881028369,3.76,0.0,0.19446496012559442,0.07720526666151101,1.0986373541007077,1.9326754042148822e-17,8.970548107645168e-14,8.734575271383343e-05,6.724067704140746e-05,3.359214221738853e-08,5.019354989165419e-07,7.715353141667911e-06,0.29624355998796653,0.0011027455358942494,1.5906831510210885e-07,7.857311337986511e-09,1.306390673530231e-06,0.02479910472620735,0.002415016369808942,1.6125893365408932e-07,0.5871027245518335,1.4792957402529272e-05,6.899688514923582e-15,2.504276440934634e-07,0.0028874303491429045,3.1288448601485816e-11,1.3358406043918764e-11,1.1777015628863128e-09,3.9416939354066125e-17,1.8462262763649605e-12,1.248192512553564e-17,4.595505368867379e-12,0.07927688317217556,2.4693995003184643e-08,2.7689906243977148e-05,6.325766447478196e-14,1.0150354930404069e-16,1.972705828763583e-10,7.609970489507588e-12,4.131757566219715e-05,1.131961495410719e-12,6.94070931756923e-15,9.729385898820961e-08,1.9346005811718136e-05,4.1105630579727e-14,5.013952889581417e-14,1.5110264420484712e-09,4.4529310999375563e-10,4.424663633711094e-06,9.37442787427222e-12,2.0984156227442296e-10,6.740253977868379e-19,1.139252157829217e-22,1.032240260445653e-06,1.3418144413825415e-26,3.632497302184909e-10,2.8221380339875694e-13,1.9788038271076466e-19
0.5477004175803574,0.5990758004994056,3.76,0.0,0.19405232394126717,0.07650315578490155,1.0993192530348557,1.9262674330924033e-17,8.894544180892444e-14,8.682989169995706e-05,6.653981275072636e-05,3.308805190030255e-08,4.972036066632607e-07,7.685564485702776e-06,0.2965650517272668,0.001092813609934883,1.5726328516930492e-07,7.729238316744474e-09,1.2972375867944513e-06,0.024733635932628662,0.002400301478314131,1.595065382160091e-07,0.5875026914596363,1.4588796198447615e-05,6.8783683831133635e-15,2.501015280908842e-07,0.0028955497724306506,3.1095978180605076e-11,1.3235494656754222e-11,1.171973422411022e-09,3.886571197323197e-17,1.823493192457856e-12,1.2307393874377512e-17,4.531614435906919e-12,0.0794439271085843,2.462827844714134e-08,2.771103863097153e-05,6.326089027656719e-14,1.0063566664797666e-16,1.9622680094863008e-10,7.596390873898693e-12,4.133641676003315e-05,1.1315656486189165e-12,6.889357370143348e-15,9.648640552469379e-08,1.9400796748224306e-05,4.094560425575456e-14,5.014282477011066e-14,1.4997653160714508e-09,4.452377478142437e-10,4.412220654440177e-06,9.262490161961744e-12,2.1047962062583916e-10,6.750851248826696e-19,1.1417512729825107e-22,1.0316147434743255e-06,1.3447571777355863e-26,3.6213099472314136e-10,2.814201654967803e-13,1.9511523131460849e-19
0.5489302374993369,0.5991082144716015,3.76,0.0,0.193685753068233,0.07587921345848943,1.0999243756629822,1.920471289584412e-17,8.826451426253008e-14,8.636928066201584e-05,6.591691415130317e-05,3.2642335104509016e-08,4.929981654520301e-07,7.658777770119793e-06,0.29685195294210687,0.0010839948886744828,1.5565754020501697e-07,7.61604510677516e-09,1.289062802012177e-06,0.024675162304720524,0.0023871834250477637,1.5794881819553621e-07,0.5878579137896768,1.4408256194318149e-05,6.859287272055048e-15,2.4980566530324895e-07,0.002902873534160476,3.092380728359823e-11,1.3126172701237861e-11,1.1668263083036868e-09,3.8376990992928436e-17,1.8033528857368228e-12,1.215265312746898e-17,4.474970285987314e-12,0.07959290527517787,2.456852340868355e-08,2.7729866921489085e-05,6.326371705049675e-14,9.986157251590929e-17,1.952929802572904e-10,7.583961358322043e-12,4.1354350511042755e-05,1.1312398097204862e-12,6.843536422118015e-15,9.577368744283283e-08,1.9450432387782485e-05,4.080192207445439e-14,5.0145671298325595e-14,1.4897239538314097e-09,4.4518711201095655e-10,4.401154140510946e-06,9.16340936754965e-12,2.1104737305447893e-10,6.760340646156502e-19,1.1439855983710278e-22,1.0310457380784082e-06,1.3473881221877283e-26,3.6113117285958283e-10,2.8071432128553813e-13,1.9266359143927712e-19
0.5501600574183164,0.5991402947746777,3.76,0.0,0.19332366069555368,0.07526269632127794,1.100521493666641,1.914493857669981e-17,8.758664709306951e-14,8.591211826952266e-05,6.530137977961737e-05,3.220401691182015e-08,4.888425338734228e-07,7.632016367226136e-06,0.29713656726382126,0.0010752879598233329,1.5406944234601713e-07,7.504778057766486e-09,1.2809475607182213e-06,0.02461710914778651,0.00237418281806754,1.5640930035485795e-07,0.5882087076455041,1.423069161603914e-05,6.840307484688798e-15,2.4950763053392e-07,0.002910212288863721,3.075263926370296e-11,1.3018067566577601e-11,1.1616880101635183e-09,3.7895165378996264e-17,1.783510020907658e-12,1.2000095196047322e-17,4.419127008996379e-12,0.0797406085941227,2.4508207516527302e-08,2.7748511171313678e-05,6.326646316262482e-14,9.90940757058514e-17,1.9436445645018594e-10,7.571341071839277e-12,4.137319078033596e-05,1.1309422718147297e-12,6.798089534803056e-15,9.507396927014006e-08,1.9500369127013077e-05,4.065856915708152e-14,5.014839943418081e-14,1.4797709079356375e-09,4.451357612629589e-10,4.39021021459563e-06,9.06587075029705e-12,2.1160903653219872e-10,6.769784350607128e-19,1.1462058950263705e-22,1.0304711228929277e-06,1.350002548647386e-26,3.6013795340468965e-10,2.8001629598160867e-13,1.9024650240549327e-19
0.5513898773372959,0.5991720458881863,3.76,0.0,0.19296598000827103,0.07465349672193984,1.1011107301667749,1.908352298808267e-17,8.691193647418607e-14,8.545838270947519e-05,6.469311396277301e-05,3.177295879891695e-08,4.847360893187851e-07,7.605283506132669e-06,0.2974189194078482,0.0010666910221503267,1.524988465844481e-07,7.3954019052767565e-09,1.272891716688397e-06,0.024559472430103375,0.0023612984110344677,1.5488778111450282e-07,0.5885551389372047,1.405604492496076e-05,6.8214289528326294e-15,2.4920748307756537e-07,0.0029175656243107394,3.058247883724301e-11,1.2911166078909812e-11,1.1565593910917098e-09,3.7420139840613913e-17,1.7639596552055838e-12,1.18496899256528e-17,4.364073448708302e-12,0.07988705125743432,2.4447347305956253e-08,2.7766968376665864e-05,6.326912077401933e-14,9.833314037457e-17,1.9344123511751135e-10,7.558535855821499e-12,4.1392919736027355e-05,1.130672540631976e-12,6.753015659545338e-15,9.438701097748217e-08,1.9550601586870953e-05,4.051555082582748e-14,5.0151004480881323e-14,1.4699056479581826e-09,4.450837446889533e-10,4.379386398922946e-06,8.969842949849704e-12,2.1216467725564697e-10,6.779182295305024e-19,1.1484122275959745e-22,1.029891003486049e-06,1.3526005332490204e-26,3.5915127218177636e-10,2.7932593154781103e-13,1.878634877633091e-19
0.5526196972562755,0.5992034722202844,3.76,0.0,0.19261264528091115,0.07405150869017021,1.1016922062644119,1.9022525227449637e-17,8.624043581468876e-14,8.500805195680847e-05,6.409202212965099e-05,3.134902491941835e-08,4.806782145068206e-07,7.578582312486374e-06,0.2976990337803542,0.0010582023069008067,1.5094560636430935e-07,7.287882009500393e-09,1.2648951107344013e-06,0.024502248157804656,0.0023485289697517202,1.533840577241482e-07,0.5888972724944551,1.3884259772288986e-05,6.80265158968123e-15,2.489052814257116e-07,0.0029249331315973036,3.041333010485882e-11,1.280545046069518e-11,1.1514404055975767e-09,3.6951822541448243e-17,1.744696925693776e-12,1.170140825537098e-17,4.30979885015734e-12,0.0800322473076856,2.4385958854959982e-08,2.77852356206087e-05,6.327168216571203e-14,9.757872944365167e-17,1.9252332017130593e-10,7.545551437718193e-12,4.1413519862307036e-05,1.1304301299799515e-12,6.7083136457129785e-15,9.371257704238286e-08,1.9601124458594527e-05,4.0372872215529727e-14,5.0153481805505376e-14,1.4601267942303058e-09,4.4503111004864535e-10,4.368680265183958e-06,8.875295338837538e-12,2.1271436104628937e-10,6.788534425321931e-19,1.1506046617423e-22,1.0293054834646947e-06,1.3551821533196698e-26,3.581710650461477e-10,2.7864307310177283e-13,1.8551408837188998e-19
0.553849517175255,0.5992345781125885,3.76,0.0,0.19226359185755548,0.0734566279089434,1.10226604107641,1.8960375097090028e-17,8.557222998816363e-14,8.456110389605481e-05,6.349801078652156e-05,3.093208202648948e-08,4.766682990952553e-07,7.5519158110334234e-06,0.2979769344828494,0.0010498200771298625,1.494095758854319e-07,7.182184331816749e-09,1.2569575734985788e-06,0.02444543237493472,0.002335873272109877,1.5189792945554674e-07,0.5892351720866014,1.3715280959975364e-05,6.783975288944862e-15,2.486010822437105e-07,0.002932314405246779,3.0245197208811385e-11,1.270090674606932e-11,1.1463316793903587e-09,3.649012065672856e-17,1.7257170463643608e-12,1.1555220810590497e-17,4.25629235024889e-12,0.08017621063823617,2.432405791440002e-08,2.78033100631561e-05,6.327413983221756e-14,9.683080701023925e-17,1.9161071417637112e-10,7.532393421331155e-12,4.14349739532272e-05,1.1302145618411233e-12,6.663982289188541e-15,9.305043636701609e-08,1.9651932503621577e-05,4.023053830709039e-14,5.015582690906781e-14,1.4504336751083094e-09,4.4497790366665203e-10,4.358089433022538e-06,8.782197976185724e-12,2.1325815333057237e-10,6.79784069037369e-19,1.1527832629030594e-22,1.0287146643182835e-06,1.357747485921679e-26,3.571972682759574e-10,2.7796756881964815e-13,1.8319784006817022e-19
0.5549563551023365,0.5992623029755504,3.76,0.0,0.19195305170559557,0.07292722700567468,1.1027760559767248,1.8902936351930238e-17,8.497374158503146e-14,8.416172440798127e-05,6.296937797102145e-05,3.0562702757703785e-08,4.7309987870277064e-07,7.527948041455083e-06,0.2982251721037257,0.0010423657051300112,1.48041739388693e-07,7.088586792966013e-09,1.2498641412607156e-06,0.024394644189753224,0.002324579394735578,1.5057529173038431e-07,0.5895357135400935,1.3565554750544838e-05,6.767252924225177e-15,2.483256412315487e-07,0.00293896898944011,3.0094748823214324e-11,1.2607810006294623e-11,1.1417434889411162e-09,3.608016772681908e-17,1.7088731001364096e-12,1.1425418174843078e-17,4.20878417199531e-12,0.08030473502313559,2.4267921907367386e-08,2.781940995364572e-05,6.327625691412232e-14,9.616319258611331e-17,1.9079390872723644e-10,7.5204073355482e-12,4.145499880155826e-05,1.1300431117953723e-12,6.624399862444713e-15,9.246483300975823e-08,1.9697899294657416e-05,4.010273644011138e-14,5.015782077582283e-14,1.441782955259737e-09,4.449295663989972e-10,4.348654337563444e-06,8.699626196969708e-12,2.1374258289679136e-10,6.806177082644414e-19,1.154732231577441e-22,1.0281784778943665e-06,1.36004242404888e-26,3.56326279727921e-10,2.77365779717296e-13,1.8114117360560978e-19
0.5560631930294181,0.5992897748172418,3.76,0.0,0.19164588223800663,0.07240342604376376,1.1032800604259858,1.8845134060179102e-17,8.437803458464596e-14,8.376505044880485e-05,6.244633883228777e-05,3.019878696592282e-08,4.6956937540370014e-07,7.504012809676071e-06,0.2984716530768873,0.001034994982410258,1.4668761277206616e-07,6.996414234461925e-09,1.2428182632924344e-06,0.02434418087686521,0.002313375795730088,1.4926659777019936e-07,0.5898329213103801,1.3418019246249886e-05,6.75061221725367e-15,2.4804866749463747e-07,0.0029456341081163175,2.99451280127479e-11,1.2515640963411733e-11,1.1371644694211705e-09,3.567543213812676e-17,1.6922510704322133e-12,1.1297267195387012e-17,4.161881644537706e-12,0.08043228195653356,2.4211394665466406e-08,2.7835349530147654e-05,6.32782786922326e-14,9.550077429547791e-17,1.8998140392247315e-10,7.50828903627997e-12,4.147568955850631e-05,1.12989268535603e-12,6.58511553531538e-15,9.188884115847534e-08,1.974408916978106e-05,3.9975221005493065e-14,5.0159700777694e-14,1.4332005353241088e-09,4.4488083456620045e-10,4.339309077358311e-06,8.61818469262169e-12,2.142223401233897e-10,6.814476271616603e-19,1.1566700980434018e-22,1.027638149302909e-06,1.3623242900425785e-26,3.554603862071185e-10,2.767697204860936e-13,1.7911065365432202e-19
0.5571700309564996,0.5993169966686236,3.76,0.0,0.19134203848268722,0.07188515232597088,1.1037781372470545,1.878669458272124e-17,8.378516036058547e-14,8.337106558302679e-05,6.192882745286288e-05,2.984024287672777e-08,4.660763545887325e-07,7.480112121914474e-06,0.298716394352851,0.0010277067067600433,1.4534708631584906e-07,6.905643102767729e-09,1.2358197905207881e-06,0.024294039631075914,0.0023022616092413795,1.4797170281208154e-07,0.590126839743171,1.3272636534986598e-05,6.734053054897905e-15,2.4777020026664675e-07,0.0029523094730523496,2.979633666013566e-11,1.242438967498227e-11,1.132595033567904e-09,3.527584787029776e-17,1.67584762893351e-12,1.1170746979141524e-17,4.11557704907602e-12,0.08055886125785933,2.4154487225062738e-08,2.785112691693848e-05,6.32801999798135e-14,9.484352348353085e-17,1.891731985415201e-10,7.496042393417914e-12,4.149703430737256e-05,1.1297629499348677e-12,6.546128214096803e-15,9.1322301258578e-08,1.979049845387062e-05,3.9847995263397384e-14,5.016146380674192e-14,1.4246859070360364e-09,4.448317393370097e-10,4.330052014243247e-06,8.5378531180912e-12,2.1469747183370098e-10,6.822738240907296e-19,1.1585969112741926e-22,1.0270937475860004e-06,1.364593141572682e-26,3.5459954202110376e-10,2.7617928664069024e-13,1.771059500098524e-19
0.5582768688835812,0.5993439715161362,3.76,0.0,0.19104147612984396,0.07137233418386864,1.1042703680325268,1.8727474135359514e-17,8.319516800483434e-14,8.297975330193914e-05,6.14167786134278e-05,2.9486980342832888e-08,4.626203852232205e-07,7.456247923534883e-06,0.2989594126911717,0.0010204996955110893,1.4402004960309197e-07,6.81625022907766e-09,1.2288685667118913e-06,0.02424421767198516,0.0022912359772815326,1.4669046279364783e-07,0.5904175125283255,1.3129369411595556e-05,6.717575313310084e-15,2.4749027811249027e-07,0.0029589947984353083,2.9648376343745626e-11,1.2334046393380998e-11,1.128035602773972e-09,3.4881349430144776e-17,1.6596594968214514e-12,1.1045836799637682e-17,4.069862730610779e-12,0.08068448264957538,2.4097210457484104e-08,2.7866740298271653e-05,6.328201568765408e-14,9.419141093892683e-17,1.8836929048131984e-10,7.483671207650727e-12,4.1519021323040745e-05,1.1296535778571208e-12,6.507436748454681e-15,9.076505648117402e-08,1.9837123516195136e-05,3.972106236657828e-14,5.01631068145811e-14,1.4162385809093138e-09,4.447823110794204e-10,4.320881539677482e-06,8.458611565417293e-12,2.1516802455906438e-10,6.830962980272396e-19,1.1605127206348838e-22,1.0265453404226525e-06,1.3668490367697077e-26,3.5374370174319546e-10,2.755943755851571e-13,1.751267350825755e-19
