Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171)
1.1911806671348207e-05,0.8744101696342798,3.76,0.0,0.7283539693394241,0.9960009408957106,0.004705827676759314,6.307854527249761e-13,2.9310616805430586e-09,0.010310358844046835,0.000473302315192023,3.060725131883184e-07,0.00011450175139620388,0.00010406806241622293,0.0038044275840079704,0.0016584145850766828,2.8913114865610404e-05,7.098616836170437e-07,2.0697830162680286e-06,0.00045901391901756195,0.0002911617025054229,4.573687733770257e-06,0.0002943236515792301,7.163993192791665e-06,2.1034717330336432e-11,7.817690810100963e-08,3.7825778207750428e-06,4.371965158030325e-10,2.188537510922943e-07,3.577915672778747e-07,1.720902820377779e-13,1.4372619557214315e-11,1.9759517478689204e-13,1.3956361952694309e-08,0.00011463485738094205,8.135389306886327e-10,1.0661444381804572e-08,1.0820566462146626e-13
1.2129951258207325e-05,0.8744294291642589,3.76,0.0,0.7279688927625062,0.9958734464195392,0.004868232584298752,6.60097934437629e-13,2.9995826944124125e-09,0.010521145192212037,0.00047187829290120796,3.122880825374657e-07,0.00011673859551153724,0.00010644909147184996,0.003931197599179585,0.0017184066261042034,2.949762462474899e-05,7.232000743785347e-07,2.1607165890567536e-06,0.0004876416665705059,0.0003062183006931309,4.82286848105644e-06,0.00031333428194158094,7.155133442759994e-06,2.2346714319814742e-11,8.459208538678165e-08,4.159660704797867e-06,4.903847732014131e-10,2.2791960800947682e-07,3.7252493903162977e-07,1.7915477241187188e-13,1.5059747770134166e-11,2.0570200541355833e-13,1.4534305106057555e-08,0.00012130907127642981,9.150719737110908e-10,1.180884883231694e-08,1.1985233801403568e-13
1.2348095845066443e-05,0.8744489854698463,3.76,0.0,0.7275781138569088,0.9957431425177891,0.005033860019856088,6.906076637482303e-13,3.068885514763912e-09,0.010732269195952524,0.0004705061140815201,3.1851079100125866e-07,0.00011900484621214707,0.00010888850582221267,0.004060966470919813,0.001779211423381292,3.0092337358934468e-05,7.365544791369767e-07,2.254005033099287e-06,0.0005174987929527719,0.00032170559825977693,5.081149456479418e-06,0.0003332252926340527,7.147101907996084e-06,2.37150626569897e-11,9.142619019631368e-08,4.5674060385020955e-06,5.49165949391605e-10,2.3723764035064405e-07,3.8765388706922236e-07,1.864069428666744e-13,1.576709727766208e-11,2.140241409626814e-13,1.512781163898989e-08,0.00012825776354693477,1.0275690809057039e-09,1.3060496900397686e-08,1.3255728826904792e-13
1.256624043192556e-05,0.874468846383636,3.76,0.0,0.7271815457276848,0.9956099865683687,0.005202754887979612,7.223663676304231e-13,3.13900572026675e-09,0.010943734156591712,0.00046919262902113114,3.247406550740669e-07,0.00012130134224901248,0.0001113875233484955,0.004193804827945482,0.0018408132746665278,3.069743681940489e-05,7.499329461261378e-07,2.3496762369325917e-06,0.0005486154327850356,0.00033762423679011217,5.3487234244248594e-06,0.0003540227513408324,7.140041951774564e-06,2.5141144500900194e-11,9.870064009002189e-08,5.007797009285098e-06,6.140462892442221e-10,2.468133984255215e-07,4.031864969096353e-07,1.9385051678706082e-13,1.649493228425972e-11,2.225658534877012e-13,1.5737191035554733e-08,0.00013548831115442448,1.152051717005659e-09,1.4424364617812004e-08,1.4640150392803377e-13
1.2784385018784678e-05,0.8744890199475461,3.76,0.0,0.7267790997870421,0.9954739355554897,0.005374963355157845,7.55428189453714e-13,3.209980649240969e-09,0.011155543986071208,0.00046794405821432364,3.309777077323432e-07,0.0001236289112436003,0.00011394736471090785,0.004329784605068726,0.0019031965558550482,3.1313104954756904e-05,7.633434769906902e-07,2.4477586330655276e-06,0.0005810219806000125,0.00035397470081519614,5.625785851899457e-06,0.00037575316872407794,7.134085841329285e-06,2.6626354009268282e-11,1.0643772287097031e-07,5.482916992250557e-06,6.855714401298784e-10,2.566525685580249e-07,4.191310646614369e-07,2.0148931131869724e-13,1.7243519145641596e-11,2.3133152243059426e-13,1.636276035074716e-08,0.00014300823893153528,1.2896235976696083e-09,1.5908952680686044e-08,1.6147130243980636e-13
1.3002529605643796e-05,0.8745095144086066,3.76,0.0,0.7263706857932625,0.9953349460288593,0.005550532836762356,7.898498200510825e-13,3.2818494444321803e-09,0.01136770313020999,0.00046676603199823633,3.372219960969345e-07,0.00012598836985220865,0.00011656925424051192,0.004468979042993594,0.001966345719038416,3.193952205084811e-05,7.7679400929767e-07,2.548281192153868e-06,0.0006147490929439716,0.00037075732553976034,5.912534939581489e-06,0.0003984435068210085,7.129355450776061e-06,2.817209744071543e-11,1.1466062582884118e-07,5.994953539608204e-06,7.643290869516082e-10,2.667609727041732e-07,4.354960967798475e-07,2.0932723669254682e-13,1.8013126411448312e-11,2.4032563388719477e-13,1.7004844160519036e-08,0.00015082522317283952,1.441476441582526e-09,1.752331787833984e-08,1.778586494900513e-13
1.3220674192502914e-05,0.874530338215082,3.76,0.0,0.7259562118881558,0.9951929740645235,0.005729511984263075,8.256906339342812e-13,3.3546530998079613e-09,0.01158021649550158,0.00046566362886354235,3.434735792008663e-07,0.00012838052399830063,0.00011925442083219431,0.00461146268881558,0.0020302452895642068,3.257686687046578e-05,7.902923977100005e-07,2.6512734154591793e-06,0.0006498276902074203,0.0003879723041409982,6.2091716476059385e-06,0.00042212118752941975,7.125962945319046e-06,2.9779793244864024e-11,1.2339346573079874e-07,6.54620249834225e-06,8.50951739204903e-10,2.771445680989898e-07,4.522903097413114e-07,2.1736829578705965e-13,1.880402485461085e-11,2.495527802035353e-13,1.7663774538963444e-08,0.00015894709521116986,1.6088960725997163e-09,1.927710633868418e-08,1.956614967891124e-13
1.3438818779362032e-05,0.8745515000128832,3.76,0.0,0.7255355846330278,0.9950479752273295,0.005911950672806117,8.63012832668294e-13,3.4284345105984205e-09,0.011793089379433975,0.00046464141237108147,3.497325258622458e-07,0.0001308061691645144,0.00012200409883004611,0.0047573113972059575,0.002094879862215922,3.322531679196588e-05,8.038463980023673e-07,2.756765326240647e-06,0.000686288958154771,0.0004056196946272075,6.5158997164098386e-06,0.00044681410116837226,7.12401144436552e-06,3.14508721388981e-11,1.3266131950841553e-07,7.139072258990575e-06,9.461196712393064e-10,2.878094469826787e-07,4.695226298083779e-07,2.2561658382389685e-13,1.961648745771153e-11,2.5901765949926314e-13,1.833989102399966e-08,0.00016738184497899658,1.793268889577916e-09,2.118058868779814e-08,2.1498413931489964e-13
1.365696336622115e-05,0.8745730086422777,3.76,0.0,0.725108709043156,0.9948999045349782,0.006097899989234684,9.018816024362724e-13,3.503238528550045e-09,0.012006327404299008,0.00046370346661890735,3.5599891266080813e-07,0.00013326609073622145,0.00012481952889902885,0.0049066023322581675,0.0021602340966307768,3.38850479460425e-05,8.174636577828122e-07,2.864787458812927e-06,0.0007241643491259624,0.0004236994262477973,6.832925682469737e-06,0.0004725506151011711,7.123595661645192e-06,3.318677716963579e-11,1.4249025567365957e-07,7.776088138193693e-06,1.0505640262608286e-09,2.98761836322e-07,4.87202192936859e-07,2.3407628771566117e-13,2.045078941088816e-11,2.6872507489152013e-13,1.903354056124749e-08,0.00017613762455500313,1.99608872279805e-09,2.3244697225036574e-08,2.359375930481757e-13
1.3875107953080267e-05,0.874594873134909,3.76,0.0,0.7246754886207797,0.994748716423627,0.006287412220620677,9.423652794864322e-13,3.5791120197112473e-09,0.012219936454443133,0.00046285343021912296,3.62272822017157e-07,0.00013576106438832364,0.00012770195888894378,0.005059413969970219,0.0022262927120751306,3.4556235349854574e-05,8.311517051984659e-07,2.9753708458675607e-06,0.0007634855828827495,0.00044221130544926156,7.160458889177656e-06,0.0004993595824087964,7.124802520980354e-06,3.4988963759693915e-11,1.5290736651348742e-07,8.459896897739512e-06,1.1650700944499382e-09,3.100080975565679e-07,5.053383446258892e-07,2.427516855956485e-13,2.1307208105410097e-11,2.7867993414653457e-13,1.9745077485663086e-08,0.00018522275169637132,2.2189640971363404e-09,2.5481065219818704e-08,2.5863999426741035e-13
1.4093252539939385e-05,0.874617102711112,3.76,0.0,0.7242358253866202,0.9945943647150036,0.006480540843362059,9.845355208174024e-13,3.6561039249480926e-09,0.012433922616899372,0.00046209452875777625,3.6855434037319284e-07,0.00013829185650773978,0.00013065264468413082,0.005215826101334845,0.002293040481675899,3.523905303803978e-05,8.44917938356819e-07,3.088547005218445e-06,0.0008042846470734776,0.00046115502137468895,7.498711493322133e-06,0.0005272703506029746,7.127711746756431e-06,3.685889973641709e-11,1.6394080103684532e-07,9.193271402952275e-06,1.2904807693739748e-09,3.2155472644615074e-07,5.239406398354431e-07,2.5164714662263687e-13,2.218602307339382e-11,2.888872493337967e-13,2.047486349505579e-08,0.00019464571335721167,2.4636259230016003e-09,2.7902068441096327e-08,2.832170215352072e-13
1.4311397126798503e-05,0.8746397067774991,3.76,0.0,0.7237896199099628,0.9944368025849817,0.0066773405128903495,1.0284674917545497e-12,3.7342653262154744e-09,0.012648292125328985,0.00046142960572293136,3.748435564709867e-07,0.00014085922464491236,0.00013367285103011513,0.005375919836005951,0.0023604622261945815,3.593367419013499e-05,8.587696223478264e-07,3.2043479247783493e-06,0.0008465937972939621,0.0004805301509070879,7.847898466856811e-06,0.0005563127703687977,7.132396428397466e-06,3.879806534293704e-11,1.7561979864809761e-07,9.979115423242435e-06,1.4277001899904382e-09,3.3340835290884366e-07,5.430188430925482e-07,2.6076713040435027e-13,2.3087515944868873e-11,2.993521360191528e-13,2.122326758745839e-08,0.00020441516919351933,2.7319356366881297e-09,3.05208690360224e-08,3.098023415722656e-13
1.452954171365762e-05,0.8746626949248448,3.76,0.0,0.7233367713373368,0.9942759825335765,0.006877867054024006,1.0742400664089663e-12,3.813649516123938e-09,0.012863051307191483,0.000460861151895835,3.811405597280017e-07,0.0001434639179878888,0.00013676385234555964,0.005539777606507026,0.0024285428074402133,3.6640271253728444e-05,8.72713884159946e-07,3.32280604573575e-06,0.0008904455567220824,0.0005003361632590319,8.208237594069539e-06,0.0005865172043272397,7.138923558373888e-06,4.080795323017852e-11,1.8797472359877827e-07,1.082046857755859e-05,1.5776975792289382e-09,3.455757408625353e-07,5.625829285661151e-07,2.701161864892492e-13,2.4011970414956808e-11,3.100798129686753e-13,2.199066604752718e-08,0.00021453995505532551,3.0258938125434013e-09,3.335146187921223e-08,3.3853808023799495e-13
1.4747686300516739e-05,0.8746860769262478,3.76,0.0,0.7228771774198373,0.9941118563563032,0.00708217745199537,1.1219360310738098e-12,3.894312069671777e-09,0.013078206534054084,0.000460391333209034,3.8744543870653434e-07,0.00014610667785291002,0.00013992693351632936,0.005707483172945801,0.0024972671214006435,3.7359016062943374e-05,8.867577057287377e-07,3.4439542454334237e-06,0.0009358727153032068,0.0005205724241130726,8.579949464852843e-06,0.0006179145358084407,7.147354543512451e-06,4.289006842851589e-11,2.0103710024067612e-07,1.1720511427512844e-05,1.7415112870135309e-09,3.5806378818719623e-07,5.826430801673073e-07,2.7969895427727997e-13,2.4959672142377922e-11,3.2107560198554065e-13,2.2777442432628313e-08,0.0002250290864666701,3.3476492703711782e-09,3.640872351854191e-08,3.6957531989940866e-13
1.4965830887375856e-05,0.8747098627355383,3.76,0.0,0.7224107345391452,0.9939443751168509,0.007290329844170798,1.1716423055823961e-12,3.976310921989587e-09,0.01329376417494471,0.00046002201708370845,3.9375827967383393e-07,0.00014878823818609242,0.00014316339065978035,0.005879121628196726,0.0025666200911559716,3.809007995204722e-05,9.0090792535913e-07,3.567825819088414e-06,0.0009829083284670537,0.0005412381993194055,8.96325746361603e-06,0.0006505361776271453,7.157745689612321e-06,4.5045928298693036e-11,2.148396490190201e-07,1.2682570720936739e-05,1.920253044774572e-09,3.7087952666790297e-07,6.032096918567827e-07,2.895201625576547e-13,2.5930908668027084e-11,3.323449270623563e-13,2.358398750152121e-08,0.0002358917620937198,3.699508702609694e-09,3.970846384923491e-08,4.0307462454518366e-13
1.5183975474234974e-05,0.874734062485949,3.76,0.0,0.721937337732298,0.9937734891210164,0.007502383512475738,1.2234501852009703e-12,4.059706450375513e-09,0.01350973055264618,0.0004597547972662602,4.0007916524995154e-07,0.00015150932607111984,0.00014647453186891464,0.006054779403510608,0.0026365866596508316,3.883363386374081e-05,9.15171237738479e-07,3.6944544596721008e-06,0.0010315857153574332,0.000562332658158967,9.358387753674627e-06,0.0006844140808520715,7.170148659575999e-06,4.7277062461040567e-11,2.2941632322395358e-07,1.3710124788550477e-05,2.115112441468347e-09,3.840301218987657e-07,6.242933679468675e-07,2.995846289413167e-13,2.6925969365561935e-11,3.4389331409310024e-13,2.441069920272201e-08,0.0002471373672015322,4.083946846780803e-09,4.326748065380973e-08,4.3920659402558156e-13
1.5402120061094092e-05,0.8747586864890525,3.76,0.0,0.7214568807152851,0.9935991478918454,0.007718398876529515,1.2774555838860372e-12,4.144561558024441e-09,0.013726111902825838,0.00045959101719103714,4.0640817314091244e-07,0.0001542706622384211,0.0001498616779379499,0.006234544274510481,0.002707151782388134,3.9589848451842864e-05,9.295541891379355e-07,3.823874237547013e-06,0.0010819384565549234,0.0005838548761815135,9.765569258137357e-06,0.0007195807435614739,7.184610905417186e-06,4.958501270166795e-11,2.448023465715348e-07,1.4806809096426676e-05,2.3273616310324725e-09,3.975228733295118e-07,6.459049233798279e-07,3.0989725984051463e-13,2.7945145304863644e-11,3.557263909321138e-13,2.525798267775871e-08,0.0002587754771000543,4.5036172296255015e-09,4.710361715051331e-08,4.781524488650962e-13
1.562026464795321e-05,0.874783745233901,3.76,0.0,0.720969255905528,0.9934213001459234,0.007938437487488586,1.3337592937702019e-12,4.230941763696988e-09,0.013942914335891933,0.00045953179190182363,4.1274537495332705e-07,0.00015707296157201032,0.00015332616305408896,0.006418505367530887,0.0027783004200854166,4.0358894178360386e-05,9.440631813986584e-07,3.9561195795373095e-06,0.0011340003912753654,0.0006058038376297226,1.0185033636794281e-05,0.0007560692195775896,7.2011760746181985e-06,5.197133285546609e-11,2.610342515457425e-07,1.5976421956923674e-05,2.558360279769164e-09,4.1136521428730057e-07,6.680553842073498e-07,3.204630501499844e-13,2.8988729132170177e-11,3.6784988648911555e-13,2.61262501781225e-08,0.0002708158605795217,4.961363510398972e-09,5.1235822699208306e-08,5.201046471877046e-13
1.5838409234812328e-05,0.8748092493863987,3.76,0.0,0.7204743544433236,0.9932398937707683,0.008162562022591753,1.3924672752460724e-12,4.318915296807987e-09,0.014160143801464992,0.00045957802856955903,4.1909083508690123e-07,0.00015991693361024417,0.00015686933546476986,0.006606753166255741,0.0028500175313519844,4.114094140466198e-05,9.58704476146748e-07,4.091225246199005e-06,0.001187805614028726,0.0006281784374615316,1.0617015258375269e-05,0.0007939131271727924,7.219884391422276e-06,5.4437588665178774e-11,2.7814991846609714e-07,1.7222930400666858e-05,2.8095607632321748e-09,4.2556471189233264e-07,6.907559880903542e-07,3.31287082596882e-13,3.0057015013704076e-11,3.802696303678292e-13,2.70159210496685e-08,0.0002832684833353949,5.460231451844185e-09,5.5684216820230396e-08,5.652675353155434e-13
1.6056553821671445e-05,0.8748352097889132,3.76,0.0,0.7199720662123245,0.9930548758032638,0.008390836280395761,1.4536909492937e-12,4.408553193977495e-09,0.014377806055351692,0.0004597304456479057,4.254446097024407e-07,0.00016280328303710406,0.00016049255812810497,0.006799379518610624,0.0029222880654375177,4.193616047655876e-05,9.7348419106693e-07,4.2292263087075845e-06,0.0012433884707208377,0.0006509774829836565,1.1061751169549317e-05,0.0008331466577405535,7.240773013751299e-06,5.6985357615122125e-11,2.961886153889212e-07,1.8550476212097923e-05,3.082513623189564e-09,4.401290671391282e-07,7.140181847255623e-07,3.4237452772155904e-13,3.1150298471384014e-11,3.9299155317786066e-13,2.7927421758032583e-08,0.0002961435113832032,6.003481548413037e-09,6.047015668693307e-08,6.13858033664601e-13
1.6274698408530563e-05,0.8748616374600551,3.76,0.0,0.7194622798591345,0.9928661924090874,0.008623325176685504,1.517547500624893e-12,4.499929401159305e-09,0.014595906628909035,0.0004599895907118138,4.31806745761506e-07,0.00016573271016154692,0.00016419720932841632,0.00699647764386444,0.0029950969550748426,4.274472180350062e-05,9.88408304720572e-07,4.3701581256880336e-06,0.001300783554182348,0.0006741996951102676,1.1519481060326916e-05,0.0008738045844246823,7.263876366505816e-06,5.961622873957587e-11,3.151910387892096e-07,1.9963382131089753e-05,3.3788732946766926e-09,4.55066114965812e-07,7.37853636450505e-07,3.5373064372149884e-13,3.226887622171752e-11,4.0602168556309817e-13,2.8861185790988578e-08,0.00030945131446324177,6.594602342488002e-09,6.5616308259319e-08,6.661063596746805e-13
1.649284299538968e-05,0.8748885435946498,3.76,0.0,0.7189448828120998,0.9926737888630771,0.008860094741039156,1.5841602227390766e-12,4.5931208822939325e-09,0.01481445080068592,0.0004603558570270885,4.3817728013379293e-07,0.0001687059113825659,0.00016798468326353083,0.0071981421398932535,0.0030684291094583084,4.356679593177557e-05,1.0034826642512785e-06,4.514056318399654e-06,0.001360025699111689,0.0006978437092616351,1.1990447224574286e-05,0.0009159222707003484,7.289226452063354e-06,6.233180240534873e-11,3.351993549231762e-07,2.1466158223021877e-05,3.7004041131622772e-09,4.7038382412300714e-07,7.622742188929472e-07,3.653607757074492e-13,3.3413046121273336e-11,4.193661576521009e-13,2.98176536296628e-08,0.00032320246943478214,7.237324460450721e-09,7.114672123367168e-08,7.222567895308714e-13
1.67109875822488e-05,0.8749159395639158,3.76,0.0,0.7184197612993732,0.9924776095304868,0.009101212114025386,1.6536588705973308e-12,4.688207729516426e-09,0.015033443570230613,0.00046082949890119044,4.445562387699775e-07,0.00017172357963759723,0.00017185639061871428,0.007404468990560723,0.0031422694074003206,4.4402553611515333e-05,1.0187129821002304e-06,4.660956745263307e-06,0.0014211499764167877,0.0007219080759178051,1.2474894517318234e-05,0.0009595356789004822,7.316853138844194e-06,6.51336900669213e-11,3.562572420043355e-07,2.3063508419614e-05,4.048986612571496e-09,4.860902972257742e-07,7.872920215015505e-07,3.772703555936657e-13,3.45831069838019e-11,4.3303119964661193e-13,3.079727280189701e-08,0.0003374077636598277,7.935635401471985e-09,7.70869079886207e-08,7.825684604894072e-13
1.6929132169107917e-05,0.8749438369157869,3.76,0.0,0.7178868003663379,0.9922775978490829,0.0093467455450069,1.726180015012987e-12,4.7852732784361655e-09,0.015252889633955467,0.0004614106458671542,4.5094363593657226e-07,0.00017478640483285869,0.00017581375910752047,0.007615555573169636,0.00321660269067388,4.5252165857867425e-05,1.0341048400542672e-06,4.81089547669992e-06,0.0014841916869407785,0.0007463912608429547,1.2973070308951948e-05,0.0010046813786815276,7.346784428832147e-06,6.802351399435779e-11,3.7840993317558615e-07,2.4760337232766265e-05,4.426624125141234e-09,5.021937708402225e-07,8.12919348221601e-07,3.8946490210998925e-13,3.5779358371949494e-11,4.4702314079558555e-13,3.1800497768558054e-08,0.00035207819837613163,8.693795113159898e-09,8.346392671491297e-08,8.473162157592117e-13
1.7147276755967034e-05,0.8749722473753706,3.76,0.0,0.7173458838924641,0.992073696312033,0.009596764390522499,1.801867449404062e-12,4.884404230863151e-09,0.015472793362951164,0.00046209931575364496,4.5733947350865015e-07,0.00017789507425442383,0.0001798582339810992,0.00783150066593661,0.003291413757567126,4.611580400643025e-05,1.0496636998367887e-06,4.963908768599895e-06,0.001549186354560105,0.0007712916449967449,1.3485224434209753e-05,0.0010513965554224448,7.37904670495756e-06,7.100290697377419e-11,4.0170426010120413e-07,2.6561756643527695e-05,4.835449693983007e-09,5.187026152494949e-07,8.391687182390872e-07,4.019500199761581e-13,3.700210055178153e-11,4.613484085113606e-13,3.282778986864344e-08,0.0003672249920586422,9.516352389411764e-09,9.030646892456644e-08,9.16791493909509e-13
1.7365421342826152e-05,0.8750011828455937,3.76,0.0,0.7167968946076867,0.9918658464515429,0.00985133911321775,1.8808726157411123e-12,4.98569077946138e-09,0.015693158782645662,0.00046289542669480623,4.6374374031837275e-07,0.00018105027295855375,0.00018399127852844732,0.0080524044554443,0.0033666873566882043,4.6993639762728066e-05,1.0653949001061537e-06,5.1200330348013155e-06,0.0016161697186416399,0.0007966075241487938,1.4011609137732993e-05,0.0010997190185507762,7.413664959277771e-06,7.40735119785012e-11,4.261886973242965e-07,2.8473093168177776e-05,5.2777333093555736e-09,5.35625334400469e-07,8.660528665648271e-07,4.1473139959490116e-13,3.8251634303337306e-11,4.760135292491927e-13,3.3879617407276413e-08,0.0003828595837689657,1.0408162126840633e-08,9.764495154093515e-08,9.913032648144628e-13
1.758356592968527e-05,0.8750306554079601,3.76,0.0,0.7162397141083753,0.9916539888231956,0.010110541281292943,1.9633550207593986e-12,5.089226737054318e-09,0.0159139895542071,0.0004637988081338184,4.7015641155650835e-07,0.0001842526841407224,0.00018821437454830028,0.008278368544026722,0.003442408181017836,4.7885845246157015e-05,1.0813036582970884e-06,5.2793048200743124e-06,0.001685177725844816,0.000822337108212622,1.4552479017168342e-05,0.0011496872097899707,7.450663002881428e-06,7.723698181128076e-11,4.5191340743442774e-07,3.04998951033363e-05,5.755889480092798e-09,5.529705659818612e-07,8.935847447245175e-07,4.278148172160659e-13,3.952826065603186e-11,4.910251274756537e-13,3.4956455527406674e-08,0.0003989936364923782,1.1374403477456017e-08,1.0551161377808375e-07,1.0711790143145797e-12
1.7801710516544388e-05,0.8750606773233934,3.76,0.0,0.7156742228729785,0.9914380629909538,0.010374443568436012,2.0494827115389912e-12,5.1951096740481246e-09,0.01613528895759301,0.00046480921087402826,4.765774482227648e-07,0.00018750298948313026,0.00019252902278648782,0.00850949595704033,0.003518560862220854,4.879259302871329e-05,1.0973950834954168e-06,5.441760772109942e-06,0.0017562465212581076,0.0008484785203160325,1.5108090960717513e-05,0.001201340211322137,7.490063658431658e-06,8.049497871764686e-11,4.7893028677823e-07,3.264793995186179e-05,6.2724851518540565e-09,5.707470810436517e-07,9.217775215455107e-07,4.4120613407211183e-13,4.0832280856814417e-11,5.06389924276364e-13,3.605878611161934e-08,0.00041563904046108894,1.2420598936594469e-08,1.1394061902712623e-07,1.1567657797954343e-12
1.8019855103403506e-05,0.8750912610332442,3.76,0.0,0.7151003002774182,0.9912180075127824,0.010643119754207295,2.139432788524118e-12,5.303441058229269e-09,0.016357059876150735,0.0004659263162310035,4.830067966230031e-07,0.0001908018694798922,0.00019693674336846237,0.008745891149976141,0.0035951299652537323,4.9714056168236876e-05,1.1136741740220442e-06,5.607437612203928e-06,0.0018294124388582515,0.0008750297956244079,1.5678704080777463e-05,0.001254717753860062,7.5318889362706935e-06,8.384917396825459e-11,5.072930118492653e-07,3.492324203111242e-05,6.830247983597121e-09,5.889637837533267e-07,9.506445837454689e-07,4.549112957658251e-13,4.2163996190316455e-11,5.221147385249552e-13,3.718709791209479e-08,0.0004328079164628596,1.3552634406084029e-08,1.2296816197335809e-07,1.248431238898484e-12
1.8237999690262623e-05,0.8751224191603836,3.76,0.0,0.714517824610304,0.9909937599268542,0.010916644724842295,2.2333918976969146e-12,5.414326399104917e-09,0.01657930478267979,0.00046714974433807494,4.894443879113502e-07,0.00019415000373991585,0.0002014390762110115,0.008987660015370711,0.0036720999832595227,5.065040823659774e-05,1.130145815845653e-06,5.776372106463835e-06,0.0019047119912789002,0.0009019888799332322,1.62645796458817e-05,0.0013098602246227943,7.576160194983843e-06,8.730124741062507e-11,5.370570865040276e-07,3.733206026505717e-05,7.4320749939216054e-09,6.076297114428821e-07,9.801995365817536e-07,4.689363325395334e-13,4.352370764586158e-11,5.382064859468932e-13,3.834188641387409e-08,0.0004505126191343648,1.477678027394838e-08,1.3263258117482089e-07,1.3465648537840777e-12
1.845614427712174e-05,0.8751541645103361,3.76,0.0,0.7139266730880407,0.9907652567383067,0.0111950944744389,2.331556783748431e-12,5.52787540090619e-09,0.016802025726870607,0.0004684790616570527,4.958901376731775e-07,0.00019754807126812598,0.00020603758139690372,0.009234909889470507,0.003749455332747063,5.160182334336888e-05,1.1468147970304855e-06,5.948601036446552e-06,0.0019821818588786565,0.0009293536280468377,1.6865981006943795e-05,0.001366808675209139,7.622898287290193e-06,9.085288699094901e-11,5.682798896352911e-07,3.988090616154953e-05,8.081041589508373e-09,6.267540340601058e-07,1.0104562046382324e-06,4.832873584475817e-13,4.4911715899802215e-11,5.54672177019553e-13,3.95236536711829e-08,0.00046876574023763166,1.6099713553417115e-08,1.429744773429598e-07,1.4515790733951887e-12
1.867428886398086e-05,0.8751865100725416,3.76,0.0,0.7133267218698998,0.990532433406509,0.01147854610649534,2.434134904082203e-12,5.644202118156825e-09,0.017025224324036827,0.000469913787744538,5.023439455470244e-07,0.0002009967507247746,0.00021073383954794815,0.009487749558606283,0.003827180349092041,5.2568476154677965e-05,1.1636858066236644e-06,6.1241611682599725e-06,0.002061858878098462,0.0009571218019597398,1.7483173518751717e-05,0.0014256048293629006,7.672123692123083e-06,9.450578824319501e-11,6.010207233872099e-07,4.257655197582321e-05,8.780410987443652e-09,6.463460536439805e-07,1.0414286323803565e-06,4.97970570346059e-13,4.632832116704849e-11,5.715189184010944e-13,4.0732908486543774e-08,0.0004875801119181591,1.7528541124940675e-08,1.540368375723606e-07,1.5639105961412482e-12
1.8892433450839977e-05,0.8752194690216989,3.76,0.0,0.7127178460731147,0.990295224332813,0.011767077835765341,2.5413450143522983e-12,5.7634251160635695e-09,0.017248901745064507,0.00047145340132272135,5.088056948843973e-07,0.0002044967206631609,0.00021552945218738557,0.009746289265238737,0.003905259282350216,5.355054190756692e-05,1.1807634287039067e-06,6.303089222055732e-06,0.002143780029095926,0.0009852910688563123,1.811642446062861e-05,0.001486291090624168,7.723856633730903e-06,9.826165374609447e-11,6.353408622120648e-07,4.54260390611657e-05,9.533644043083297e-09,6.664152043168319e-07,1.0731310847123628e-06,5.129922481811178e-13,4.777382278533061e-11,5.887539122609346e-13,4.1970166278918445e-08,0.0005069688099440195,1.9070824126168866e-08,1.6586516577323758e-07,1.6840216956693433e-12
1.9110578037699095e-05,0.8752530547190951,3.76,0.0,0.7120999197880669,0.9900535628487571,0.012060768990397786,2.6534178114947007e-12,5.88566764036172e-09,0.017473058707506164,0.0004730973457022006,5.152752524437636e-07,0.00020804865974710128,0.00022042604206354207,0.010010640713632526,0.003983676293365188,5.454819642064383e-05,1.1980521574747569e-06,6.485421841377076e-06,0.0022279824226470054,0.0010138589989453991,1.8766002951580386e-05,0.0015489105498612359,7.778117188585974e-06,1.0212219254934074e-10,6.713036023050319e-07,4.843668640754615e-05,1.0344409496011725e-08,6.86971051575655e-07,1.1055780477324679e-06,5.283587543016311e-13,4.9248519206224375e-11,6.063844532535213e-13,4.323594882657531e-08,0.0005269451569240367,2.0734603536489204e-08,1.7850761957120323e-07,1.8124016124388076e-12
1.9328722624558213e-05,0.8752872807140316,3.76,0.0,0.7114728160936196,0.9898073812046897,0.012359700014328944,2.7705966627799667e-12,6.011057789338911e-09,0.017697695467749866,0.0004748450336026829,5.217524681166712e-07,0.00021165324694836599,0.00022542525347331617,0.010280917075117248,0.004062415450209444,5.556161610071906e-05,1.2155563985036677e-06,6.671195560859343e-06,0.002314503286306536,0.0010428230631458525,1.9432179859504727e-05,0.0016135069926770198,7.834925380877066e-06,1.060891195655413e-10,7.089743113800943e-07,5.161609936864355e-05,1.1216594646172613e-08,7.080232913976667e-07,1.138784229236087e-06,5.440765319932023e-13,5.07527079071282e-11,6.244179301297387e-13,4.453078450074408e-08,0.0005475227255031476,2.2528427003599267e-08,1.9201515394494256e-07,1.949568013719135e-12
