Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26)
1.8600314220797086e-08,0.8834019639668409,3.76,0.0,0.9824506023994033,0.9999974765253761,1.6819535507053878e-09,4.750927765746161e-19,3.594528620830893e-13,4.843303344013086e-06,2.4879766797320566e-06,9.41032765290503e-11,3.548417989340037e-08,2.0890489631161863e-06,1.1468605225379881e-07,8.77545393886741e-10,3.2671784401474685e-08,9.221791277585297e-11
1.9525730678342837e-08,0.8834019811132247,3.76,0.0,0.9824503552937721,0.9999973493114699,1.9429737463794887e-09,5.735762741533658e-19,3.9642822961478065e-13,5.090301621171334e-06,2.611656214988718e-06,1.0161053161829838e-10,3.9028265513536904e-08,2.1856731311273816e-06,1.2610052651443908e-07,9.706181526829208e-10,3.5820596655379286e-08,9.895485597240019e-11
2.045114713588859e-08,0.88340199826128,3.76,0.0,0.9824501076206924,0.999997221948302,2.2293978195235944e-09,6.865029825924073e-19,4.352444764730377e-13,5.337862227799418e-06,2.7353254900452644e-06,1.092579309440447e-10,4.273330482438354e-08,2.2816396495493043e-06,1.3802925128106317e-07,1.0685910986198079e-09,3.909683691135826e-08,1.0576895634741825e-10
2.137656359343434e-08,0.8834020154110169,3.76,0.0,0.9824498593814427,0.9999970944369708,2.5423501368076307e-09,8.151919323352296e-19,4.759057827675636e-13,5.585983882650817e-06,2.858984453839162e-06,1.1703557813300721e-10,4.6598232826233265e-08,2.376953124550996e-06,1.5046872714132486e-07,1.171483281219693e-09,4.2498359479145534e-08,1.1265326065602238e-10
2.230198005098009e-08,0.8834020325624456,3.76,0.0,0.982449610577304,0.9999969667785658,2.882947535968288e-09,9.610155237577569e-19,5.184163189358323e-13,5.8346653021418305e-06,2.9826330556788086e-06,1.249344365170619e-10,5.062198072456981e-08,2.471618128779979e-06,1.634154794113268e-07,1.2793126998919696e-09,4.602304478101986e-08,1.1960184701341368e-10
2.3227396508525842e-08,0.8834020497155759,3.76,0.0,0.9824493612095577,0.999996838974168,3.252299351209671e-09,1.125398634985136e-18,5.627802457963492e-13,6.083905200462794e-06,3.1062712452382314e-06,1.3294624499016895e-10,5.480347615591805e-08,2.5656392020462647e-06,1.7686605777989644e-07,1.3920965207411972e-09,4.9668798887708066e-08,1.26609608122188e-10
2.4152812966071594e-08,0.8834020668704174,3.76,0.0,0.9824491112794879,0.9999967110248502,3.651507459462156e-09,1.3098173852423026e-18,6.090017146289246e-13,6.333702289747193e-06,3.2298989725497996e-06,1.4106338136927238e-10,5.914164347115561e-08,2.6590208523390386e-06,1.9081703581930255e-07,1.5098514506627915e-09,5.343355289608038e-08,1.3367187725487684e-10
2.5078229423617345e-08,0.8834020840269793,3.76,0.0,0.9824488607883791,0.9999965829316774,4.081666230044113e-09,1.5157986287103622e-18,6.570848671220902e-13,6.5840552801719695e-06,3.3535161880024907e-06,1.492787858463988e-10,6.363540393875337e-08,2.7517675560554706e-06,2.0526501087254904e-07,1.632593818026804e-09,5.731526270877442e-08,1.4078434736574573e-10
2.6003645881163096e-08,0.8834021011852706,3.76,0.0,0.9824486097375178,0.9999964546957062,4.543862367444337e-09,1.744920601624589e-18,7.070338351738594e-13,6.834962879899458e-06,3.477122842347789e-06,1.575860277791007e-10,6.828367578419042e-08,2.8438837570558443e-06,2.2020660445687856e-07,1.7603391574669897e-09,6.131190939329908e-08,1.4794348580841674e-10
2.6929062338708847e-08,0.8834021183452999,3.76,0.0,0.9824483581281913,0.9999963263179853,5.039174931929637e-09,1.998812234889747e-18,7.58852740934417e-13,7.086423795142395e-06,3.600718886695446e-06,1.6597926623821316e-10,7.308537437343327e-08,2.93537386715862e-06,2.356384619799431e-07,1.893102332153486e-09,6.542149880809717e-08,1.551464120822127e-10
2.78544787962546e-08,0.8834021355070761,3.76,0.0,0.9824481059616889,0.9999961977995554,5.56867542095782e-09,2.279151818824338e-18,8.125456969300991e-13,7.338436730314574e-06,3.7243042725050014e-06,1.7445313480001726e-10,7.803941248565467e-08,3.0262422672703175e-06,2.5155725216979675e-07,2.0308979150992865e-09,6.964206090738619e-08,1.6239051670127634e-10
2.877989525380035e-08,0.8834021526706081,3.76,0.0,0.9824478532393007,0.9999960691414499,6.133427801322427e-09,2.5876658726554295e-18,8.681168061174198e-13,7.591000388182277e-06,3.847878951579515e-06,1.8300262564955004e-10,8.314470057848401e-08,3.1164933082144505e-06,2.6795966665584626e-07,2.173740467722726e-09,7.397164919304746e-08,1.696731826428655e-10
2.97053117113461e-08,0.8834021698359035,3.76,0.0,0.9824475999623185,0.9999959403446942,6.734488364317241e-09,2.9261295408366305e-18,9.255701616939417e-13,7.84411346984354e-06,3.971442876070308e-06,1.9162312702386466e-10,8.84001468646478e-08,3.2061313099447103e-06,2.848424202953896e-07,2.3216441816189363e-09,7.840834097809622e-08,1.7699214308162833e-10
3.063072816889185e-08,0.8834021870029709,3.76,0.0,0.982447346132035,0.9999958114103066,7.37290564656146e-09,3.2963667363564528e-18,9.849098470007015e-13,8.0977746747027e-06,4.094995998478843e-06,2.0031046498285361e-10,9.380465739386984e-08,3.2951605611560665e-06,3.022022513053242e-07,2.4746226624636943e-09,8.295023746266742e-08,1.8434569720825493e-10
3.15561446264376e-08,0.8834022041718183,3.76,0.0,0.9824470917497441,0.9999956823392965,8.0497205389718e-09,3.700248942613681e-18,1.0461399356816054e-12,8.351982700566317e-06,4.218538271648117e-06,2.0906083860267051e-10,9.935713627458406e-08,3.383585320410702e-06,3.200359206802534e-07,2.63268929180458e-09,8.759546305516957e-08,1.9173234871533427e-10
3.2481561083983345e-08,0.8834022213424536,3.76,0.0,0.9824468368167414,0.9999955531326676,8.76596633308216e-09,4.13969413369585e-18,1.1092644917527504e-12,8.606736243769652e-06,4.342069648756339e-06,2.1787072910660116e-10,1.0505648591356004e-07,3.4714098169384714e-06,3.383402117697237e-07,2.7958574722753894e-09,9.234216483339747e-08,1.9915056063416186e-10
3.340697754152909e-08,0.8834022385148845,3.76,0.0,0.9824465813343236,0.9999954237914155,9.522668593597709e-09,4.616666673749546e-18,1.1742875694283693e-12,8.862033999245265e-06,4.465590083319426e-06,2.267368616136216e-10,1.109016071753824e-07,3.558638250172561e-06,3.57111930456587e-07,2.964140397245633e-09,9.718851261916945e-08,2.065989851833123e-10
3.433239399907484e-08,0.8834022556891186,3.76,0.0,0.9824463253037878,0.9999952943165288,1.0320845095611275e-08,5.133177247410738e-18,1.2412132130396828e-12,9.117874660526049e-06,4.589099529191742e-06,2.3565622409596043e-10,1.168913994917187e-07,3.6452747895335545e-06,3.7634790521109186e-07,3.1375509057623354e-09,1.0213269896413167e-07,2.1407660857013096e-10
3.525781045662059e-08,0.8834022728651639,3.76,0.0,0.9824460687264331,0.999995164708988,1.1161505897678024e-08,5.69128232633388e-18,1.31004545714402e-12,9.374256919729122e-06,4.712597940561138e-06,2.4462610247539135e-10,1.2302476097059897e-07,3.7313235750212786e-06,3.960449867541334e-07,3.31610163216837e-09,1.0717293876585147e-07,2.2158260157357724e-10
3.6183226914166337e-08,0.8834022900430273,3.76,0.0,0.9824458116035596,0.9999950349697675,1.2045653442831769e-08,6.2930831473161455e-18,1.3807883266678545e-12,9.631179467625675e-06,4.836085271941401e-06,2.536440407350047e-10,1.293005885822783e-07,3.816788718166934e-06,4.1620004754746063e-07,3.49980528875932e-09,1.1230746867590503e-07,2.2911603713608635e-10
3.7108643371712084e-08,0.8834023072227166,3.76,0.0,0.9824455539364678,0.9999949050998346,1.2974282503491691e-08,6.940724954706404e-18,1.4534458368257463e-12,9.888640993793248e-06,4.959561478170334e-06,2.6270773100058335e-10,1.357177783950617e-07,3.901674302169351e-06,4.3680998167446056e-07,3.688674645302319e-09,1.175345468478328e-07,2.3667591052888365e-10
3.803405982925783e-08,0.883402324404239,3.76,0.0,0.98244529572646,0.999994775100149,1.3948379961299608e-08,7.636397280908314e-18,1.5280219928102997e-12,1.0146640186679019e-05,5.083026514416579e-06,2.718149835177971e-10,1.4227522571496065e-07,3.985984380809813e-06,4.578717053146375e-07,3.882722066592215e-09,1.2285245330147813e-07,2.442616009658599e-10
3.895947628680358e-08,0.8834023415876019,3.76,0.0,0.9824450369748391,0.9999946449716636,1.4968924871783034e-08,8.382333712223415e-18,1.6045207898879638e-12,1.040517573352231e-05,5.2064803361760734e-06,2.8096381608328784e-10,1.489718251390804e-07,4.069722978877886e-06,4.793821565004882e-07,4.0819596190251004e-09,1.2825948965935941e-07,2.5187276521964876e-10
3.988489274434933e-08,0.8834023587728117,3.76,0.0,0.9824447776829092,0.9999945147153246,1.6036888620422362e-08,9.180811038703513e-18,1.6829462136191203e-12,1.0664246320340444e-05,5.329922899263586e-06,2.901524874340232e-10,1.558064706682528e-07,4.152894093272656e-06,5.013382945401587e-07,4.286399413720818e-09,1.3375397853247617e-07,2.595089949646057e-10
4.0810309201895076e-08,0.8834023759598763,3.76,0.0,0.9824445178519753,0.9999943843320718,1.7153234992602742e-08,1.0034148133521357e-17,1.763302239948359e-12,1.0923850632060473e-05,5.453354159805917e-06,2.9937940523706354e-10,1.6277805592592948e-07,4.2355016938073e-06,5.237370995628463e-07,4.496053814063934e-09,1.3933426295949364e-07,2.671696093401481e-10
4.1735725659440824e-08,0.883402393148802,3.76,0.0,0.9824442574833431,0.9999942538228374,1.8318919962120635e-08,1.0944705724240263e-17,1.845592834895348e-12,1.118398735269567e-05,5.576774074246807e-06,3.0864299979575515e-10,1.698854743841253e-07,4.317549722333392e-06,5.465755728697545e-07,4.7109350205101186e-09,1.449987066022974e-07,2.748540692733154e-10
4.266114211698657e-08,0.8834024103395961,3.76,0.0,0.9824439965783193,0.9999941231885474,1.9534891593569168e-08,1.191488653723089e-17,1.9298219544158935e-12,1.1444655165324225e-05,5.700182599349729e-06,3.1794176796923067e-10,1.7712761944492885e-07,4.399042092264975e-06,5.69850737127642e-07,4.931054848644314e-09,1.50745693877807e-07,2.825621990234963e-10
4.358655857453232e-08,0.8834024275322653,3.76,0.0,0.982443735138212,0.9999939924301214,2.080209024899429e-08,1.2947135076236945e-17,2.0159935446993247e-12,1.1705852751882317e-05,5.82357969219019e-06,3.2727447317111507e-10,1.845033843971906e-07,4.479982689674354e-06,5.93559635832662e-07,5.156425121052517e-09,1.5657362947365425e-07,2.902937950297441e-10
4.451197503207807e-08,0.8834024447268161,3.76,0.0,0.9824434731643296,0.9999938615484717,2.2121448679291112e-08,1.4043936727344793e-17,2.1041115422882716e-12,1.1967578793236587e-05,5.946965310149185e-06,3.3664010422623436e-10,1.920116625746025e-07,4.5603753740755064e-06,6.176993328694482e-07,5.38705787171584e-09,1.62480937834888e-07,2.9804842172157023e-10
4.5437391489623816e-08,0.8834024619232554,3.76,0.0,0.9824432106579813,0.9999937305445046,2.349389182132334e-08,1.5207816524450296e-17,2.1941798737639064e-12,1.2229831969605766e-05,6.070339410914452e-06,3.4603753714622175e-10,1.99651347763225e-07,4.640223977929024e-06,6.422669126259969e-07,5.6229650013775995e-09,1.684660630282517e-07,3.0582575518864395e-10
4.6362807947169564e-08,0.8834024791215902,3.76,0.0,0.982442947620477,0.9999935994191198,2.4920336718564875e-08,1.6441338940321526e-17,2.2862024556243292e-12,1.2492610960599195e-05,6.193701952481611e-06,3.554655293766542e-10,2.0742133433338328e-07,4.719532306376951e-06,6.672594800778864e-07,5.864158122773543e-09,1.7452746873998814e-07,3.1362573756437804e-10
4.728822440471531e-08,0.8834024963218264,3.76,0.0,0.9824426840531282,0.9999934681732108,2.640169273776742e-08,1.7747108821403642e-17,2.3801831946078603e-12,1.2755914444706932e-05,6.317052893150324e-06,3.6492318460930165e-10,2.1532051696473727e-07,4.79830413796543e-06,6.926741604994318e-07,6.11064890425248e-09,1.80663638160901e-07,3.2144823427591324e-10
4.821364086226106e-08,0.8834025135239708,3.76,0.0,0.9824424199572456,0.9999933368076642,2.793886161683545e-08,1.9127770582046536e-17,2.476125987746235e-12,1.3019741099415914e-05,6.440392191519476e-06,3.7440987255625454e-10,2.2334779081220166e-07,4.876543225153208e-06,7.185080991420078e-07,6.362449155781353e-09,1.868730735801015e-07,3.2929294808759623e-10
4.913905731980681e-08,0.8834025307280302,3.76,0.0,0.9824421553341426,0.9999932053233604,2.9532737361266758e-08,2.0586006799230394e-17,2.5740347221885827e-12,1.3284089601604368e-05,6.563719806484872e-06,3.8392491119391843e-10,2.3150205188045182e-07,4.954253294315908e-06,7.447584611038021e-07,6.619570661848209e-09,1.9315429603631135e-07,3.3715958559447916e-10
5.0064473777352555e-08,0.8834025479340104,3.76,0.0,0.9824418901851311,0.9999930737211741,3.118420609953705e-08,2.212453729610228e-17,2.673913274970854e-12,1.3548958627814593e-05,6.687035697240031e-06,3.9346736021445796e-10,2.3978219732674007e-07,5.031438045404471e-06,7.714224314037217e-07,6.88202493662999e-09,1.9950584520398574e-07,3.450481013258522e-10
5.0989890234898303e-08,0.8834025651419181,3.76,0.0,0.9824416245115254,0.9999929420019735,3.289414618318054e-08,2.3746119984933354e-17,2.7757655131633967e-12,1.3814346853842996e-05,6.81033982327574e-06,4.030364057464383e-10,2.4818712527029933e-07,5.108101152164197e-06,7.984972149321641e-07,7.14982337848642e-09,2.059262794540602e-07,3.5295854363762373e-10
5.191530669244405e-08,0.8834025823517591,3.76,0.0,0.9824413583146394,0.9999928101666202,3.46634283406525e-08,2.5453551073282256e-17,2.8795952940885134e-12,1.4080252954502643e-05,6.933632144375615e-06,4.1263158651882347e-10,2.5671573469463067e-07,5.184246262792419e-06,8.259800361363769e-07,7.422977514610053e-09,2.124141756093295e-07,3.6089081061560867e-10
5.28407231499898e-08,0.8834025995635402,3.76,0.0,0.9824410915957876,0.9999926782159699,3.649291568898628e-08,2.724966344249442e-17,2.9854064653060857e-12,1.434667560403689e-05,7.056912620609561e-06,4.2225244983092694e-10,2.6536692579206624e-07,5.259877000497777e-06,8.538681385951197e-07,7.701499001540506e-09,2.1896812833392508e-07,3.6884464939930694e-10
5.376613960753555e-08,0.8834026167772673,3.76,0.0,0.982440824356286,0.9999925461508725,3.838346362934599e-08,2.913732565366098e-17,3.093202864437046e-12,1.4613613476391395e-05,7.180181212333142e-06,4.318983442736411e-10,2.741396002522322e-07,5.3349969633333395e-06,8.821587849966418e-07,7.985399429075839e-09,2.2558674993623482e-07,3.7681985168414454e-10
5.4691556065081295e-08,0.8834026339929468,3.76,0.0,0.98244055659745,0.9999924139721719,4.033591973720407e-08,3.11194423490368e-17,3.2029883189954015e-12,1.4881065245047995e-05,7.3034378801922075e-06,4.4156860479032734e-10,2.8303266127810144e-07,5.409609723588493e-06,9.108492574548651e-07,8.274690127182424e-09,2.3226867065169865e-07,3.8481644630558906e-10
5.561697252262704e-08,0.8834026512105843,3.76,0.0,0.9824402883205962,0.9999922816807054,4.235112383690536e-08,3.3198955002529975e-17,3.3147666464922818e-12,1.5149029582667626e-05,7.426682585123001e-06,4.5126289147599167e-10,2.920450134255979e-07,5.483718827936539e-06,9.399368574996209e-07,8.569382300842695e-09,2.39012538722508e-07,3.9283456465906267e-10
5.654238898017279e-08,0.8834026684301862,3.76,0.0,0.9824400195270412,0.9999921492773044,4.442990825185007e-08,3.53788407264329e-17,3.4285416547711216e-12,1.5417505161277417e-05,7.5499152883397025e-06,4.609810257131499e-10,3.0117556272289947e-07,5.557327798951086e-06,9.694189052279241e-07,8.869487432060284e-09,2.4581701952033266e-07,4.008740395315639e-10
5.746780543771854e-08,0.8834026856517584,3.76,0.0,0.9824397502181021,0.999992016762795,4.6573097731689365e-08,3.7662110657883125e-17,3.544317141867284e-12,1.568649065272275e-05,7.67313595133066e-06,4.707226208860487e-10,3.104232170572579e-07,5.630440135218734e-06,9.99292739077421e-07,9.175017094741717e-09,2.526807950969826e-07,4.0893458970653754e-10
5.839322189526429e-08,0.8834027028753069,3.76,0.0,0.9824394803950967,0.9999918841379976,4.8781509286539406e-08,4.005180959777479e-17,3.662096895746631e-12,1.595598472875342e-05,7.796344535862198e-06,4.804870495666499e-10,3.197868863675774e-07,5.703059310668173e-06,1.0295557160992042e-06,9.485982641710671e-09,2.596025643208677e-07,4.1701613214393805e-10
5.9318638352810035e-08,0.8834027201008374,3.76,0.0,0.982439210059343,0.999991751403726,5.1055952154985485e-08,4.255101746555323e-17,3.7818846942585025e-12,1.6225986060485825e-05,7.919541003984738e-06,4.902739544371616e-10,3.292654824023906e-07,5.775188774032261e-06,1.0602052123551648e-06,9.802395188583099e-09,2.6658104338836997e-07,4.251187979774994e-10
6.024405481035579e-08,0.8834027373283558,3.76,0.0,0.9824389392121593,0.9999916185607882,5.3397227989335754e-08,4.516284877188154e-17,3.903684305380814e-12,1.649649331843005e-05,8.042725318024797e-06,5.000832314170977e-10,3.3885791874518255e-07,5.8468319498741975e-06,1.091238622369294e-06,1.0124265919516725e-08,2.736149652848916e-07,4.332426273886462e-10
6.116947126790154e-08,0.883402754557868,3.76,0.0,0.9824386678548647,0.9999914856099872,5.5806130972098234e-08,4.789045111436245e-17,4.027499487353653e-12,1.676750517284808e-05,8.165897440575737e-06,5.099147249504312e-10,3.4856311106937507e-07,5.917992239537846e-06,1.1226533585090252e-06,1.0451606225071752e-08,2.8070307904338e-07,4.4138743201271374e-10
6.209488772544729e-08,0.8834027717893796,3.76,0.0,0.9824383959887775,0.9999913525521196,5.8283447733319184e-08,5.073700391953145e-17,4.1533339885255916e-12,1.7039020294088323e-05,8.289057334495746e-06,5.19767967158558e-10,3.58379977454014e-07,5.988673021070883e-06,1.1544468508750801e-06,1.0784427480407578e-08,2.878441494455706e-07,4.49553016199397e-10
6.302030418299303e-08,0.8834027890228966,3.76,0.0,0.9824381236152169,0.9999912193879776,6.08299571604772e-08,5.3705719368705286e-17,4.281191547067503e-12,1.731103735225469e-05,8.412204962917275e-06,5.296425226564815e-10,3.683074383286336e-07,6.058877648072301e-06,1.186616547940308e-06,1.112274073144249e-08,2.950369576492346e-07,4.5773949002025333e-10
6.394572064053878e-08,0.8834028062584245,3.76,0.0,0.982437850735503,0.9999910861183464,6.344643053321377e-08,5.679984292208456e-17,4.411075891153252e-12,1.7583555016930694e-05,8.535340289244474e-06,5.395382458097585e-10,3.7834441631971165e-07,6.128609450217728e-06,1.2191599163584374e-06,1.1466556969170491e-08,3.0228030109229563e-07,4.659469954431502e-10
6.487113709808453e-08,0.8834028234959687,3.76,0.0,0.9824375773509549,0.9999909527440054,6.613363170591195e-08,6.002265253754685e-17,4.542990739194794e-12,1.785657195731217e-05,8.658463277144436e-06,5.49455167975275e-10,3.884898363266322e-07,6.19787173432827e-06,1.2520744403647488e-06,1.1815887411569868e-08,3.095729928756778e-07,4.741754250203087e-10
6.579655355563028e-08,0.883402840735535,3.76,0.0,0.9824373034628925,0.9999908192657301,6.889231710601722e-08,6.33774566202525e-17,4.67693979979447e-12,1.813008684277883e-05,8.78157389053982e-06,5.593930168411762e-10,3.987426259436778e-07,6.2666677848370546e-06,1.2853576213087233e-06,1.2170743356178434e-08,3.169138610636846e-07,4.824245690422102e-10
6.672197001317602e-08,0.8834028579771294,3.76,0.0,0.9824370290726359,0.9999906856842894,7.172323559472463e-08,6.686759418852537e-17,4.812926771521872e-12,1.8404098342777195e-05,8.904672093614047e-06,5.693513669739682e-10,4.091017155204252e-07,6.335000863059412e-06,1.319006978011558e-06,1.2531135919488218e-08,3.2430174897673656e-07,4.906943754517292e-10
6.764738647072177e-08,0.8834028752207564,3.76,0.0,0.9824367541815048,0.9999905520004474,7.462712842682791e-08,7.049643572629218e-17,4.950955342841689e-12,1.8678605126476132e-05,9.02775785081566e-06,5.793299793877983e-10,4.195660380353744e-07,6.402874206793004e-06,1.353020047053211e-06,1.2897076013961013e-08,3.317355155293674e-07,4.989849726061213e-10
6.857280292826752e-08,0.8834028924664222,3.76,0.0,0.9824364787908195,0.9999904182149616,7.760472939282022e-08,7.426738336752676e-17,5.091029192297453e-12,1.8953605862622854e-05,9.150831126854338e-06,5.893289378685287e-10,4.301345290041408e-07,6.47029103096682e-06,1.3873943824879168e-06,1.3268574623577129e-08,3.3921403500951954e-07,5.072963942281759e-10
6.949821938581327e-08,0.8834029097141323,3.76,0.0,0.9824362029019003,0.9999902843285854,8.065676499115803e-08,7.818386895820961e-17,5.233151988714835e-12,1.9229099220071095e-05,9.273891886688373e-06,5.993481839235663e-10,4.408061267849476e-07,6.537254528901057e-06,1.4221275550085125e-06,1.364564296629093e-08,3.467361961010231e-07,5.156284174198562e-10
7.042363584335902e-08,0.8834029269638913,3.76,0.0,0.9824359265160674,0.9999901503420657,8.378395430531096e-08,8.224935322162238e-17,5.3773273909898966e-12,1.950508386796509e-05,9.396940095525802e-06,6.093873997016852e-10,4.515797728205395e-07,6.603767871857161e-06,1.4572171520464796e-06,1.4028292175128324e-08,3.5430090182461106e-07,5.239808808569368e-10
7.134905230090476e-08,0.8834029442157055,3.76,0.0,0.9824356496346407,0.9999900162561459,8.698700888007125e-08,8.646732616579079e-17,5.523559047889094e-12,1.978155847553099e-05,9.519975718830028e-06,6.194462395485037e-10,4.624544116377822e-07,6.669834208325554e-06,1.4926607781566623e-06,1.4416533090906505e-08,3.6190706989204856e-07,5.323538914489327e-10
7.227446875845051e-08,0.8834029614695796,3.76,0.0,0.9824353722589408,0.9999898820715626,9.026663277539805e-08,9.084130803648778e-17,5.671850598110537e-12,2.005852171170235e-05,9.642998722321561e-06,6.295246823320271e-10,4.734289906495111e-07,6.735456664087437e-06,1.528456055114592e-06,1.4810376451919253e-08,3.695536329083434e-07,5.407476348317036e-10
7.319988521599626e-08,0.8834029787255192,3.76,0.0,0.9824350943902876,0.999989747789047,9.362352283179382e-08,9.537484851435813e-17,5.822205670631176e-12,2.0335972245316154e-05,9.766009071966463e-06,6.396228456047166e-10,4.845024601904529e-07,6.800638343674099e-06,1.5646006211249184e-06,1.520983331397474e-08,3.7723953759680784e-07,5.491619562847946e-10
7.412530167354201e-08,0.8834029959835292,3.76,0.0,0.9824348160300009,0.9999896134093259,9.705836864346313e-08,1.000715250142609e-16,5.9746278846236074e-12,2.061390874557209e-05,9.889006733971318e-06,6.49740611324573e-10,4.956737738754723e-07,6.865382330534502e-06,1.6010921305079534e-06,1.561491480607882e-08,3.849637442803807e-07,5.575966046825198e-10
7.505071813108776e-08,0.883403013243615,3.76,0.0,0.9824345371794009,0.9999894789331216,1.0057185241847312e-07,1.049349421043607e-16,6.129120849221146e-12,2.089232988212128e-05,1.0011991674785952e-05,6.598775979248752e-10,5.069418887950708e-07,6.929691686429021e-06,1.637928253905159e-06,1.6025631793705495e-08,3.927252269489953e-07,5.660515684496439e-10
7.59761345886335e-08,0.8834030305057816,3.76,0.0,0.9824342578398074,0.9999893443611498,1.0416464892187366e-07,1.0996873295625287e-16,6.2856881634217355e-12,2.1171234324522833e-05,1.0134963861110714e-05,6.700336794278388e-10,5.183057652721161e-07,6.993569450860014e-06,1.6751066787525165e-06,1.6441994930951616e-08,4.005229738425588e-07,5.745270231366359e-10
7.690155104617925e-08,0.8834030477700344,3.76,0.0,0.9824339780125396,0.9999892096941219,1.0783742565917842e-07,1.1517655914290517e-16,6.444333416320865e-12,2.145062074226712e-05,1.0257923259889781e-05,6.802089629432816e-10,5.297643668223264e-07,7.05701864200373e-06,1.712625108815957e-06,1.6864014982533925e-08,4.0835598702890033e-07,5.830230100751305e-10
7.7826967503725e-08,0.8834030650363784,3.76,0.0,0.9824336976989173,0.9999890749327441,1.1159084301659857e-07,1.2056210935505128e-16,6.605060187271647e-12,2.173048780513168e-05,1.0380869838302082e-05,6.904034793265873e-10,5.413166603460795e-07,7.120042257609548e-06,1.7504812635852489e-06,1.729170292707751e-08,4.1622328170921237e-07,5.915393334740775e-10
7.875238396127075e-08,0.8834030823048186,3.76,0.0,0.9824334169002593,0.9999889400777178,1.1542555421295344e-07,1.2612909806018912e-16,6.767872045773375e-12,2.2010834183513072e-05,1.0503803563758398e-05,7.006169273507274e-10,5.529616164215374e-07,7.182643274954295e-06,1.7886728781010229e-06,1.7725069684025924e-08,4.2412388586974066e-07,6.000758330673607e-10
7.96778004188165e-08,0.8834030995753596,3.76,0.0,0.9824331356178847,0.9999888051297399,1.193422051082372e-07,1.318812661771723e-16,6.932772551172484e-12,2.229165854809113e-05,1.0626724403910441e-05,7.108490322921761e-10,5.64698209273164e-07,7.244824649740378e-06,1.8271977035763753e-06,1.8164125827756257e-08,4.320568408764382e-07,6.086326690766393e-10
8.060321687636224e-08,0.8834031168480069,3.76,0.0,0.982432853853112,0.999988670089501,1.2334143431965565e-07,1.3782238184134017e-16,7.099765252805547e-12,2.2572959569549843e-05,1.0749632326649912e-05,7.210998002209473e-10,5.765254165764561e-07,7.30658931653766e-06,1.8660535073093678e-06,1.8608881914720812e-08,4.4002120150153314e-07,6.172099955021191e-10
8.152863333390799e-08,0.8834031341227653,3.76,0.0,0.9824325716072597,0.9999885349576878,1.2742387340825922e-07,1.439562399375554e-16,7.268853690232071e-12,2.28547359187084e-05,1.0872527300100751e-05,7.313693975143355e-10,5.884422194688021e-07,7.367940189764597e-06,1.905238072151605e-06,1.9059348766841738e-08,4.4801603540801596e-07,6.258076773804873e-10
8.245404979145374e-08,0.8834031513996397,3.76,0.0,0.9824322888816456,0.9999883997349819,1.3159014692149848e-07,1.5028666008220025e-16,7.440041393245812e-12,2.3136986267091735e-05,1.0995409292610855e-05,7.416576691436897e-10,6.004476029277894e-07,7.428880164165995e-06,1.944749195974426e-06,1.9515537248076835e-08,4.560404224097397e-07,6.344255141201888e-10
8.337946624899949e-08,0.8834031686786348,3.76,0.0,0.9824320056775872,0.9999882644220603,1.3584087226385126e-07,1.5681748660789536e-16,7.613331881657536e-12,2.3419709286809534e-05,1.1118278272756704e-05,7.519642988641518e-10,6.125405558390177e-07,7.489412114129397e-06,1.984584691995708e-06,1.9977458009694803e-08,4.6409345472846417e-07,6.43063493513037e-10
8.430488270654524e-08,0.8834031859597555,3.76,0.0,0.9824317219964017,0.9999881290195954,1.4017665964483576e-07,1.6355258938481655e-16,7.788728665195748e-12,2.37029036502079e-05,1.1241134209348389e-05,7.62289154511834e-10,6.247200708661774e-07,7.549538893277091e-06,2.0247423891081684e-06,2.04451215133378e-08,4.721742373719338e-07,6.5172176836526e-10
8.523029916409098e-08,0.8834032032430069,3.76,0.0,0.982431437839406,0.999987993528254,1.4459811220842335e-07,1.704958642520756e-16,7.96623524366316e-12,2.3986568029723264e-05,1.1363977071426985e-05,7.726324196050524e-10,6.36985144314279e-07,7.609263335030677e-06,2.065220131685362e-06,2.0918538340966216e-08,4.802818880249193e-07,6.604003470251295e-10
8.615571562163673e-08,0.8834032205283936,3.76,0.0,0.9824311532079165,0.9999878579486987,1.4910582623309152e-07,1.7765123137335335e-16,8.145855107175862e-12,2.4270701098410287e-05,1.1486806828252224e-05,7.829941187739262e-10,6.493347763621877e-07,7.668588253800184e-06,2.106015778757103e-06,2.139771930118068e-08,4.884155361234862e-07,6.690989876898939e-10
8.708113207918248e-08,0.88340323781592,3.76,0.0,0.9824308681032488,0.9999877222815875,1.5370039100821227e-07,1.8502263419048082e-16,8.327591735941873e-12,2.455530153011765e-05,1.1609623449303456e-05,7.933740208076848e-10,6.617679713231067e-07,7.727516444451891e-06,2.1471272041017936e-06,2.1882675017934123e-08,4.965743227735493e-07,6.778176089042585e-10
8.800654853672823e-08,0.8834032551055913,3.76,0.0,0.9824305825267183,0.9999875865275736,1.58382388783082e-07,1.9261404028273579e-16,8.511448600168988e-12,2.484036799914046e-05,1.1732426904284718e-05,8.037719773778642e-10,6.742837375031472e-07,7.786050681909092e-06,2.1885522965800463e-06,2.237341596936164e-08,5.047574011426331e-07,6.865562504553391e-10
