Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18)
0.0,0.55710514280406,3.76,0.0,0.5000008484831628,1.0,0.0,0.0,0.0,0.0
