Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749)
0.0011450303043616516,0.8324838095096778,3.76,0.0,0.012871387296625519,0.02140145582488427,1.0889965462020077,4.0141249706376877e-07,9.242929264590694e-07,0.0027609918575181723,2.502207262274654e-05,6.3847227416906174e-09,0.0008368154941338287,0.006857596422841164,0.4772883456429929,0.00011392257772988447,4.3868888612480305e-05,1.3199328925092336e-08,1.6647445847394721e-06,0.001628492986350415,0.00015319250147330702,5.666202795114934e-06,0.546375703382289,5.209204576536654e-07,5.889171324967162e-11,3.141973101578741e-05,0.05005061014659657,3.6782053372692358e-06,9.852905721671073e-07,1.9171210254995136e-05,2.121298176074157e-14,1.0631705594826687e-11,4.357110958548991e-14,1.637261478696213e-08,0.16022208380582667,2.4228897275263762e-05,0.0003021836744681245,5.504217829807873e-10,3.7100912390069566e-12,1.7388266083217952e-09,9.018286136689436e-09,7.288760592410383e-05,9.781034548880179e-10,1.919253996241789e-11,3.8933083991136296e-07,5.9856600400707305e-05,8.581564224633797e-11,9.428119859947364e-10,1.9694031470314535e-06,2.103936993247823e-06,5.075477161781593e-05,2.0319075485843327e-12,2.3740831347232686e-08,3.539949860329634e-13,6.0600951391484585e-18,2.8096594783515396e-06,6.494949545785335e-21,8.821535781770908e-09,2.629413889161322e-10,5.676400925815682e-15,3.2112697350466184e-10,2.4989749887544775e-13
0.0011454924355981159,0.832482156806549,3.76,0.0,0.012857520977704233,0.02130510119089951,1.0890526161828942,3.9744891592760885e-07,9.158236213159495e-07,0.00275174918376782,2.4895167745501403e-05,6.334706586949379e-09,0.0008330870031595771,0.0068294957569618574,0.47732201917381023,0.00011338545940377018,4.350611032853407e-05,1.3091766042810007e-08,1.654485459339179e-06,0.0016246153977088832,0.00015276664746001337,5.62055649140323e-06,0.546388100196036,5.180572495778751e-07,5.839982274707359e-11,3.127582112947385e-05,0.050029055388341286,3.657015517996227e-06,9.7817175828189e-07,1.9071905713483685e-05,2.100804340715507e-14,1.0558763048127255e-11,4.3150304567456345e-14,1.621637978045746e-08,0.16028694143075428,2.4097516573906365e-05,0.00030179568194539544,5.477548966029499e-10,3.675468120147238e-12,1.7318185579055982e-09,8.984954648868907e-09,7.287662934826198e-05,9.751402366347477e-10,1.9114426449319534e-11,3.863883332593088e-07,5.9854721072889224e-05,8.537052702202235e-11,9.363738837831313e-10,1.956095598791542e-06,2.0906272397575665e-06,5.0681122879117016e-05,2.0198282419489102e-12,2.372849299013453e-08,3.541186304229348e-13,6.062361522417232e-18,2.7979731849876555e-06,6.496536780255253e-21,8.785745406720277e-09,2.625598182196767e-10,5.621585632681707e-15,3.1929044380331037e-10,2.469961565870875e-13
0.0011459545668345802,0.8324805134625837,3.76,0.0,0.012843823770358519,0.021209596369621487,1.089107975441074,3.935256092399333e-07,9.074438828970451e-07,0.002742566512036863,2.476941742943134e-05,6.2852720650764565e-09,0.0008293835676175677,0.0068015627482815155,0.4773556302485623,0.00011285287680877407,4.3147355688793427e-05,1.2985459825647515e-08,1.644319677123477e-06,0.0016207684450758222,0.00015234400295848413,5.575415946359704e-06,0.5464002387174779,5.152225865892648e-07,5.791323996633096e-11,3.113292646200623e-05,0.05000766204108369,3.636013640376954e-06,9.711225405623616e-07,1.8973237660598882e-05,2.080562730717863e-14,1.0486568726466158e-11,4.273467682159445e-14,1.6062058368849236e-08,0.16035141325589403,2.396726264702632e-05,0.0003014108804741449,5.45118486771236e-10,3.641261549143552e-12,1.7248653249521853e-09,8.95179286010629e-09,7.28663629389767e-05,9.722102862865901e-10,1.9036772875920392e-11,3.834755007613625e-07,5.985337905925282e-05,8.492902732591503e-11,9.30011980421612e-10,1.94290685579789e-06,2.0774536551253106e-06,5.0608442196553856e-05,2.007894268004708e-12,2.3716041446451388e-08,3.542417269343803e-13,6.06461569532839e-18,2.7863824853218874e-06,6.498120133173344e-21,8.750240563506712e-09,2.6218326301762375e-10,5.5674446602536026e-15,3.174719704660208e-10,2.441350905085605e-13
0.0011464166980710445,0.8324788794402082,3.76,0.0,0.012830293521164575,0.021114931266213516,1.0891626335434164,3.896422523221047e-07,8.991527817271041e-07,0.002733443283791512,2.4644807541887946e-05,6.236410549338299e-09,0.0008257050088557032,0.006773796502589788,0.4773891778877491,0.00011232477763419737,4.279257281189587e-05,1.288039177730232e-08,1.6342461196164346e-06,0.0016169517286180087,0.00015192452466381161,5.530774434154116e-06,0.5464121228668701,5.124160824858071e-07,5.743190110433639e-11,3.0991038489749516e-05,0.049986428326510124,3.615197671954526e-06,9.641421146996555e-07,1.887520249178925e-05,2.0605697522164548e-14,1.0415112743772295e-11,4.2324152442959913e-14,1.590962331830916e-08,0.16041550281815103,2.3838122981193776e-05,0.0003010292318755136,5.425121360714525e-10,3.6074657163071845e-12,1.7179663172409924e-09,8.91880031001354e-09,7.285679488015858e-05,9.693131423204587e-10,1.895957693984122e-11,3.805920105138482e-07,5.9852565361892124e-05,8.449110708884837e-11,9.237252189180411e-10,1.9298357075270978e-06,2.064414717697405e-06,5.053671542802652e-05,1.9961032566041924e-12,2.3703479204439436e-08,3.5436427795388525e-13,6.0668577387592e-18,2.774886265116134e-06,6.499699572667049e-21,8.715017985331677e-09,2.618116500391089e-10,5.513968384353058e-15,3.156713019413613e-10,2.413136906321354e-13
0.0011468788293075088,0.8324772546973532,3.76,0.0,0.012816928102205978,0.021021095900521907,1.089216599939814,3.8579851723579014e-07,8.909493580977656e-07,0.0027243789457833626,2.4521324119052165e-05,6.188113542293441e-09,0.0008220511487664761,0.006746196122617602,0.4774226611377757,0.00011180111018337242,4.2441710426764694e-05,1.2776543686214709e-08,1.6242636828867006e-06,0.0016131648539233188,0.00015150816988395528,5.48662531370693e-06,0.5464237565133039,5.096373562475348e-07,5.6955743591316395e-11,3.0850148743772187e-05,0.04996535248472283,3.5945655981553926e-06,9.57229688758442e-07,1.8777796617828228e-05,2.0408217567858813e-14,1.0344385364009153e-11,4.1918656829294414e-14,1.5759047098751132e-08,0.16047921362242693,2.3710085196608176e-05,0.0003006506983976635,5.399354345453432e-10,3.5740749185579444e-12,1.7111209511006927e-09,8.885976519144975e-09,7.284791351590862e-05,9.664483497416676e-10,1.8882836312548827e-11,3.7773753368177146e-07,5.985227110219665e-05,8.405673068267673e-11,9.175125618780267e-10,1.9168809540507855e-06,2.051508920504963e-06,5.046592862017861e-05,1.9844528696011357e-12,2.3690808719847663e-08,3.5448628594647364e-13,6.069087734421965e-18,2.763483422609423e-06,6.50127506806259e-21,8.680074442448678e-09,2.614449069910903e-10,5.461147088238942e-15,3.1388818991670616e-10,2.385313597511352e-13
0.001147340960543973,0.8324756391959893,3.76,0.0,0.012803725427865693,0.02092808048349223,1.0892698838859523,3.8199408566611273e-07,8.828326386336777e-07,0.002715372953772796,2.439895346865572e-05,6.140372723089767e-09,0.0008184218100012021,0.0067187607074933615,0.47745607908707316,0.00011128182373479262,4.209471808216784e-05,1.2673897705222127e-08,1.6143712835422564e-06,0.0016094074355241482,0.00015109489693863271,5.442962064620211e-06,0.5464351434408307,5.068860352125443e-07,5.648470539341805e-11,3.0710248848319815e-05,0.04994443278667701,3.5741154295094744e-06,9.50384481282064e-07,1.868101646744278e-05,2.021315210312538e-14,1.027437701497486e-11,4.15181176721841e-14,1.561030303912876e-08,0.16054254912005045,2.358313711551604e-05,0.00030027524302178344,5.373879785710109e-10,3.5410835392079104e-12,1.7043286507548501e-09,8.853320994289085e-09,7.28397074510716e-05,9.636154620809261e-10,1.8806548656018502e-11,3.749117465552491e-07,5.9852487598231725e-05,8.362586286314179e-11,9.113729876950011e-10,1.9040414103997582e-06,2.0387347744000043e-06,5.0396068129206524e-05,1.972940825529774e-12,2.367803239383956e-08,3.546077533315274e-13,6.071305762579359e-18,2.752172876304958e-06,6.5028465899369765e-21,8.645406759722751e-09,2.6108296318432105e-10,5.40897135482871e-15,3.121223914189109e-10,2.357875094008139e-13
0.0011478030917804374,0.8324740328925079,3.76,0.0,0.012790683435384047,0.020835875328963714,1.0893224945327975,3.7822863661661986e-07,8.748017388551179e-07,0.0027064247682578747,2.427768204826693e-05,6.093179868476376e-09,0.0008148168157906183,0.006691489354001071,0.4774894308469733,0.00011076686810123647,4.175154588178532e-05,1.2572436181062747e-08,1.6045678479965747e-06,0.0016056790927650457,0.0001506846646911504,5.399778245273438e-06,0.5464462873878084,5.041617512773873e-07,5.6018724086101266e-11,3.0571330482408606e-05,0.049923667519937244,3.5538451989075602e-06,9.436057118412869e-07,1.8584858408651795e-05,2.002046830356947e-14,1.0205078206495173e-11,4.112246697401431e-14,1.54633661337092e-08,0.160605512733376,2.345726667075102e-05,0.0002999028291151001,5.34869365323188e-10,3.5084859706479732e-12,1.6975888423987683e-09,8.820833242047705e-09,7.283216543473798e-05,9.608140376886883e-10,1.8730711646755486e-11,3.721143282160453e-07,5.985320627526423e-05,8.319846845944309e-11,9.05305475764027e-10,1.8913159017179025e-06,2.0260908043051894e-06,5.032712047922583e-05,1.9615648856501054e-12,2.366515259830239e-08,3.5472868243746683e-13,6.073511901491541e-18,2.740953556087461e-06,6.504414109881852e-21,8.611011797857482e-09,2.607257487997039e-10,5.357432331842389e-15,3.1037366728846214e-10,2.3308154973201104e-13
0.0011482652230169017,0.8324724357462251,3.76,0.0,0.012777800088175797,0.020744470869014098,1.0893744409110895,3.7450183860922503e-07,8.668557405887702e-07,0.002697533855252794,2.4157496488373088e-05,6.046526929538772e-09,0.0008112359900708313,0.0066643811566514536,0.47752271555482473,0.00011025619372226998,4.1412144592464815e-05,1.2472141855706456e-08,1.5948523208867622e-06,0.0016019794504788273,0.0001502774326243182,5.357067506674468e-06,0.5464571920402241,5.014641415909309e-07,5.5557739522239646e-11,3.0433385393372456e-05,0.049903054991241626,3.533752962498537e-06,9.368926179014128e-07,1.8489318816849967e-05,1.9830131149540182e-14,1.0136479678618718e-11,4.073163313723571e-14,1.531820995059126e-08,0.16066810785130253,2.3332461928028535e-05,0.0002995334204839408,5.323792032839444e-10,3.4762767693521614e-12,1.6909009653675208e-09,8.78851274072538e-09,7.282527637684422e-05,9.580436440685112e-10,1.8655322914397464e-11,3.693449609863533e-07,5.985441867993408e-05,8.277451302692583e-11,8.993090356953953e-10,1.8787032644937623e-06,2.0135755502831213e-06,5.0259072385985885e-05,1.9503228506610124e-12,2.3652171671386786e-08,3.5484907580633936e-13,6.075706232285393e-18,2.7298244063317992e-06,6.505977600661263e-21,8.576886469532638e-09,2.6037319501095804e-10,5.3065206932302505e-15,3.08641782516519e-10,2.3041291249230364e-13
0.001148727354253366,0.8324708477147647,3.76,0.0,0.012765073385125766,0.0206538576963171,1.0894257318885634,3.7081336723459214e-07,8.589936909182641e-07,0.0026886996883455157,2.4038383652046512e-05,6.0004060089390046e-09,0.0008076791576515816,0.006637435207404946,0.47755593238288363,0.00010974975187083071,4.107646576693988e-05,1.2372997783707876e-08,1.5852236656841177e-06,0.0015983081409323742,0.00014987316106025445,5.3148236088039406e-06,0.5464678610129587,4.987928503586694e-07,5.51016920382376e-11,3.0296405413565443e-05,0.04988259353341981,3.51383679929852e-06,9.302444470327016e-07,1.8394394100823946e-05,1.9642106417498662e-14,1.0068572306851993e-11,4.0345546264857133e-14,1.5174808690948608e-08,0.16073033781724072,2.3208711142424298e-05,0.00029916698153655924,5.299171067646864e-10,3.444450572210375e-12,1.6842644657897694e-09,8.75635895692021e-09,7.281902940360184e-05,9.553038556505067e-10,1.858038008402292e-11,3.6660333158179646e-07,5.985611652284221e-05,8.235396245842652e-11,8.933826917807827e-10,1.8662023491719915e-06,2.001187569287356e-06,5.01919108241346e-05,1.9392125659489975e-12,2.3639091905302283e-08,3.54968935943105e-13,6.077888835067449e-18,2.7187843901085905e-06,6.5075370364558594e-21,8.543027731306754e-09,2.600252343330664e-10,5.256227335093643e-15,3.0692650636981646e-10,2.277810372911724e-13
0.0011491894854898303,0.8324692687560317,3.76,0.0,0.01275250135710892,0.02056402654864614,1.089476376185951,3.6716289983686627e-07,8.512146903864057e-07,0.0026799217480131376,2.3920330610477144e-05,5.954809342381287e-09,0.0008041461440958452,0.006610650596413374,0.4775890805345553,0.00010924749455986186,4.0744461601791325e-05,1.2274987290365832e-08,1.5756808600392725e-06,0.0015946648030775484,0.00014947181107489792,5.2730404035327256e-06,0.5464782978567695,4.961475281084185e-07,5.4650521962356107e-11,3.0160382449560152e-05,0.04986228150293052,3.494094812228017e-06,9.236604517833765e-07,1.8300080639462495e-05,1.9456361872189155e-14,1.0001347088304734e-11,3.996413999120886e-14,1.503313790881343e-08,0.16079220593336263,2.3086002737375002e-05,0.00029880347723316595,5.274826933032904e-10,3.4130020588434106e-12,1.6776787944518622e-09,8.724371353125233e-09,7.281341383534084e-05,9.525942535194312e-10,1.8505880787960987e-11,3.638891307046597e-07,5.9858291662223936e-05,8.193678286320828e-11,8.875254757595705e-10,1.8538120181346851e-06,1.988925432356024e-06,5.0125623001379156e-05,1.928231927929134e-12,2.3625915550653534e-08,3.550882652739703e-13,6.0800597879500456e-18,2.707832486636169e-06,6.5090923925638265e-21,8.509432586327908e-09,2.596818004886293e-10,5.206543615797732e-15,3.0522761276087814e-10,2.2518536646736423e-13
0.0011496516167262946,0.8324676988251862,3.76,0.0,0.012740082053884246,0.020474968248968564,1.0895263824374368,3.635501072029826e-07,8.435178666378795e-07,0.0026711995186595163,2.380332456007616e-05,5.909729252366623e-09,0.0008006367755467801,0.006584026412294405,0.4776221592318662,0.00010874937425413876,4.0416084804603383e-05,1.2178093892486965e-08,1.5662228906117477e-06,0.0015910490798017806,0.00014907334418837604,5.231711813048495e-06,0.5464885060848014,4.935278291419666e-07,5.4204170438855124e-11,3.002530845047142e-05,0.04984211727008745,3.474525121396768e-06,9.171398925877201e-07,1.8206374790946103e-05,1.927286566692389e-14,9.934795125658825e-12,3.958734871900138e-14,1.4893173439478213e-08,0.1608537154775801,2.2964325229952875e-05,0.0002984428728489277,5.250755851351425e-10,3.381925976083461e-12,1.671143408115785e-09,8.692549380277528e-09,7.280841911176428e-05,9.499144234923947e-10,1.8431822647598073e-11,3.612020514174436e-07,5.9860936044938825e-05,8.152294065061493e-11,8.817364314999556e-10,1.8415311432477464e-06,1.976787725745583e-06,5.0060196263363436e-05,1.9173788566444916e-12,2.3612644833749366e-08,3.5520706625831034e-13,6.0822191691230096e-18,2.6969676843259902e-06,6.510643645216216e-21,8.476098065236341e-09,2.5934282791494165e-10,5.157460993579927e-15,3.035448780323997e-10,2.2262535025538431e-13
0.001150113747962759,0.8324661378797799,3.76,0.0,0.012727813558321846,0.02038667377070334,1.0895757591248325,3.5997465740620843e-07,8.359023187143632e-07,0.002662532491863849,2.3687352914524815e-05,5.865158248734933e-09,0.0007971508790661315,0.006557561742012453,0.4776551677289381,0.00010825534419905181,4.009128884984156e-05,1.2082301511671525e-08,1.5568487647860056e-06,0.0015874606208745939,0.00014867772269735213,5.1908318696532485e-06,0.546498489143894,4.909334143465256e-07,5.3762580033835726e-11,2.9891175454712474e-05,0.049822099229800326,3.455125872656228e-06,9.106820445610827e-07,1.8113272933936466e-05,1.909158528834979e-14,9.868907728247911e-12,3.921510594404405e-14,1.4754890737498334e-08,0.16091486968480373,2.284366730399474e-05,0.00029808513422398443,5.226954136430911e-10,3.351217201175202e-12,1.664657774124415e-09,8.66089246981059e-09,7.28040348722944e-05,9.472639605589941e-10,1.835820325952936e-11,3.585417909633434e-07,5.9864041769471394e-05,8.111240281752979e-11,8.76014626822019e-10,1.8293586103115178e-06,1.9647730529715543e-06,4.999561819597514e-05,1.906651323117667e-12,2.3599281937719986e-08,3.5532534145026276e-13,6.0843670577755515e-18,2.6861889894928287e-06,6.512190771925959e-21,8.443021255369323e-09,2.590082522939666e-10,5.1089708063657735e-15,3.0187808356958117e-10,2.2010045449064253e-13
0.0011505758791992232,0.8324645858749452,3.76,0.0,0.012715693978845899,0.020299134203067094,1.089624514612706,3.564362288180444e-07,8.283671378947916e-07,0.002653920164624106,2.3572403255802506e-05,5.8210889579222966e-09,0.0007936882824667511,0.006531255671205595,0.47768810530458095,0.00010776535824354499,3.9770027813159226e-05,1.198759431435025e-08,1.5475575042415878e-06,0.0015838990813665363,0.00014828490949453873,5.150394686742377e-06,0.5465082504299648,4.88363949675508e-07,5.3325693695298774e-11,2.9757975565280922e-05,0.049802225795899054,3.4358952317777822e-06,9.0428619016208e-07,1.8020771463245188e-05,1.8912488730378615e-14,9.803676318596992e-12,3.884734619049477e-14,1.4618265640499346e-08,0.16097567175674166,2.2724017781147964e-05,0.00029773022763177195,5.203418146230906e-10,3.320870672898259e-12,1.6582213650273938e-09,8.629400045170044e-09,7.280025091358012e-05,9.446424653162476e-10,1.8285020218518474e-11,3.559080498242442e-07,5.9867601052981855e-05,8.070513663631411e-11,8.703591406388946e-10,1.8172933156899335e-06,1.9528800301345382e-06,4.993187657146306e-05,1.896047335039911e-12,2.3585829012591064e-08,3.554430933933713e-13,6.086503532547529e-18,2.6754954215693436e-06,6.513733751348218e-21,8.41019928099378e-09,2.5867801027317077e-10,5.061064526278856e-15,3.002270142046912e-10,2.1761015109561736e-13
0.0011510380104356875,0.8324630427665808,3.76,0.0,0.012703721453851327,0.020212340771640715,1.0896726571277981,3.5293450181378536e-07,8.209114553549871e-07,0.002645362040445301,2.3458463363107877e-05,5.777514122977576e-09,0.0007902488144359624,0.006505107284508814,0.4777209712662856,0.00010727937094193163,3.9452256424556835e-05,1.1893956703873862e-08,1.5383481436196872e-06,0.0015803641225444723,0.0001478948681713157,5.110394466658712e-06,0.5465177932790427,4.858191070243398e-07,5.2893454543524846e-11,2.9625700956590398e-05,0.04978249540458603,3.4168313878839154e-06,8.979516176533076e-07,1.7928866755913582e-05,1.8735545663028858e-14,9.739092426872904e-12,3.848400701729943e-14,1.448327514508932e-08,0.1610361248558824,2.2605365646986174e-05,0.0002973781198585404,5.180144271691076e-10,3.290881374333576e-12,1.6518336584354965e-09,8.59807152518689e-09,7.279705721387383e-05,9.420495441320783e-10,1.8212271126880627e-11,3.5330053230837986e-07,5.987160625005345e-05,8.030110960429367e-11,8.64769059580098e-10,1.8053341677226371e-06,1.9411072884707696e-06,4.98689593792611e-05,1.8855649408570607e-12,2.3572288169171025e-08,3.555603245630712e-13,6.088628670316298e-18,2.664886015495446e-06,6.515272563298553e-21,8.377629305399223e-09,2.5835203962533535e-10,5.013734022626585e-15,2.9859145858995995e-10,2.1515391552593617e-13
0.0011515001416721518,0.8324615085092344,3.76,0.0,0.012691894141883849,0.020126284793487374,1.0897201948043196,3.4946914550900617e-07,8.135344291395459e-07,0.0026368576271496554,2.3345521148366684e-05,5.734426588499019e-09,0.000786832304313432,0.006479115665797502,0.47775376494082417,0.00010679733732488766,3.913792992756171e-05,1.180137330548191e-08,1.5292197273405924e-06,0.0015768554098296804,0.00014750756278678393,5.070825484508241e-06,0.5465271209870325,4.832985622685313e-07,5.2465806734009945e-11,2.9494343853356476e-05,0.04976290650708353,3.397932547100182e-06,8.916776247059251e-07,1.7837555163930562e-05,1.8560726162702802e-14,9.675147706997023e-12,3.8125026842285983e-14,1.4349896558068866e-08,0.16109623211833576,2.248769998730555e-05,0.00029702877803224786,5.157128960206321e-10,3.2612443692629657e-12,1.6454941389376814e-09,8.56690631607558e-09,7.279444387516951e-05,9.394848088771105e-10,1.813995357310261e-11,3.5071894530771753e-07,5.9876049808422036e-05,7.990028958735987e-11,8.59243485015836e-10,1.7934800846693505e-06,1.9294534746181997e-06,4.9806854754560416e-05,1.875202215809372e-12,2.3558661492034197e-08,3.556770374748568e-13,6.090742548105219e-18,2.6543598165686563e-06,6.5168071884326515e-21,8.345308523871503e-09,2.5803027887849746e-10,4.9669712762129495e-15,2.969712081837561e-10,2.12731232859779e-13
0.0011519622729086161,0.8324599830585396,3.76,0.0,0.012680210237358337,0.020040957749053862,1.089767135611606,3.4603982573325715e-07,8.062351903317631e-07,0.0026284064403577297,2.3233564759149744e-05,5.691819382696525e-09,0.0007834385825280373,0.006453279898377942,0.47778648568879684,0.00010631921328510014,3.8827004341554046e-05,1.1709829143045743e-08,1.5201713207495494e-06,0.0015733726160153487,0.00014712295822942535,5.031682124616307e-06,0.5465362367783583,4.808019983844409e-07,5.204269551314851e-11,2.9363896573546386e-05,0.04974345758150178,3.379196942900659e-06,8.854635219948842e-07,1.7746833067910166e-05,1.8387999729029348e-14,9.611834011315585e-12,3.777034327307328e-14,1.421810684841327e-08,0.161155996632927,2.2371010083854907e-05,0.0002966821698973695,5.134368744904535e-10,3.2319548426916502e-12,1.6392023007851952e-09,8.535903809114196e-09,7.279240121577301e-05,9.369478805709292e-10,1.8068065131254156e-11,3.481630003556778e-07,5.988092434025133e-05,7.950264499228661e-11,8.537815405789792e-10,1.7817299989583507e-06,1.9179172511861388e-06,4.974555109243465e-05,1.864957289961442e-12,2.354495101879187e-08,3.557932347136924e-13,6.0928452434798384e-18,2.6439158888290913e-06,6.5183376088128894e-21,8.313234190937553e-09,2.5771266790707996e-10,4.9207681604040246e-15,2.9536605966395427e-10,2.1034160172734548e-13
0.0011524244041450804,0.8324584663677985,3.76,0.0,0.012668667955842271,0.019956351214913504,1.0898134874219796,3.4264622483328425e-07,7.990128438355381e-07,0.0026200080002059746,2.3122582482448847e-05,5.649685622776322e-09,0.0007800674802339779,0.006427599065086825,0.47781913289071637,0.00010584495521079884,3.851943620599042e-05,1.1619309427315146e-08,1.5112020018974862e-06,0.0015699154182344085,0.0001467410198756721,4.992958838032353e-06,0.5465451438354311,4.783291024685186e-07,5.162406630500665e-11,2.9234351488868784e-05,0.04972414712178334,3.360622825957255e-06,8.793086258128237e-07,1.7656696889715187e-05,1.8217335869794633e-14,9.549143272451787e-12,3.741989399758401e-14,1.4087883011484213e-08,0.16121542146057494,2.2255285333509346e-05,0.00029633826355929325,5.111860190080711e-10,3.2030080226976944e-12,1.6329576420132812e-09,8.505063390742174e-09,7.27909196851867e-05,9.344383842912759e-10,1.7996603378432335e-11,3.4563241172008745e-07,5.988622255586629e-05,7.910814442959603e-11,8.483823575834707e-10,1.770082852151566e-06,1.9064972921728674e-06,4.968503694048322e-05,1.8548283204886352e-12,2.353115875948803e-08,3.559089188531927e-13,6.0949368336151106e-18,2.633553306574061e-06,6.519863807360464e-21,8.281403588738298e-09,2.5739914737562806e-10,4.875116558915526e-15,2.9377581225615936e-10,2.079845250630153e-13
0.0011528865353815448,0.8324569583922039,3.76,0.0,0.012657265547413839,0.019872456925340325,1.089859257949084,3.39288030263529e-07,7.918665604238858e-07,0.0026116618344575533,2.301256282905624e-05,5.608018542948905e-09,0.0007767188296489624,0.006402072249077412,0.47785170595902765,0.00010537452028943966,3.821518275949777e-05,1.152979959552565e-08,1.5023108617288502e-06,0.0015664835006704574,0.00014636171389511164,4.954650172657908e-06,0.5465538452719138,4.758795683250466e-07,5.120986487618954e-11,2.9105701053340695e-05,0.04970497364796239,3.3422084714197504e-06,8.732122595227275e-07,1.7567143020440224e-05,1.8048706658251138e-14,9.487067526645752e-12,3.707362136500056e-14,1.3959203823854125e-08,0.16127450961624806,2.214051531035738e-05,0.00029599702772729013,5.089599892373665e-10,3.1743991792456235e-12,1.6267596667323724e-09,8.474384443391e-09,7.278998994062788e-05,9.319559510793453e-10,1.7925565902968288e-11,3.431268981799111e-07,5.989193732311883e-05,7.871675676474227e-11,8.430450746610288e-10,1.758537599340571e-06,1.8951922892655175e-06,4.962530109391925e-05,1.8448135024696294e-12,2.3517286678645292e-08,3.5602409234154085e-13,6.097017392775929e-18,2.623271161203626e-06,6.521385768009957e-21,8.249814037920192e-09,2.57089659231798e-10,4.830008965682857e-15,2.9220026894393913e-10,2.0565950949641395e-13
0.001153348666618009,0.8324554590842704,3.76,0.0,0.012646001276729163,0.019789266680525545,1.08990445484005,3.3596490483944147e-07,7.847955750919192e-07,0.0026033674738943405,2.2903494405861968e-05,5.566811455597113e-09,0.0007733924635703904,0.006376698533338482,0.4778842043196947,0.00010490786606350683,3.791420164739568e-05,1.1441285263086838e-08,1.493496995360847e-06,0.0015630765504700006,0.00014598500678927886,4.916750733502603e-06,0.5465623441727928,4.734530925746272e-07,5.080003831798713e-11,2.8977937756086126e-05,0.04968593569096091,3.323952167738101e-06,8.67173755907137e-07,1.747816778301314e-05,1.7882085099801764e-14,9.425598930581702e-12,3.6731469585952084e-14,1.3832048747701296e-08,0.1613332640956256,2.2026689663224477e-05,0.00029565843135782,5.067584508966701e-10,3.1461236699231625e-12,1.6206078862914118e-09,8.443866336256456e-09,7.278960273222555e-05,9.295002169882358e-10,1.7854950276117347e-11,3.406461804251616e-07,5.989806157880485e-05,7.83284512386076e-11,8.377688465552182e-10,1.7470932038225713e-06,1.8840009482314762e-06,4.956633245321117e-05,1.8349110501911592e-12,2.3503336721974088e-08,3.5613875768486223e-13,6.099086995541228e-18,2.613068551183526e-06,6.522903475389517e-21,8.218462885763603e-09,2.5678414596875436e-10,4.7854381170237085e-15,2.906392348855596e-10,2.0336607182785325e-13
0.0011538107978544734,0.832453968398635,3.76,0.0,0.012634873438860954,0.019706772419874306,1.0899490856019731,3.326765102499752e-07,7.777989974070312e-07,0.0025951244560527232,2.279536601787392e-05,5.526057895515161e-09,0.0007700882158817379,0.006351477001469814,0.4779166274265507,0.00010444495079469953,3.7616451243344096e-05,1.1353752560086126e-08,1.4847595246809352e-06,0.001559694260956486,0.00014561086575499288,4.8792552294647155e-06,0.5465706435625362,4.710493777186961e-07,5.0394535083902016e-11,2.885105418065081e-05,0.049667031804825845,3.3058522296066846e-06,8.61192463131076e-07,1.738976759417158e-05,1.7717440180571352e-14,9.364729900720719e-12,3.639337588503994e-14,1.370639453310438e-08,0.1613916878535796,2.1913798193672597e-05,0.00029532244393405904,5.045810813466971e-10,3.1181770204403085e-12,1.614501822605329e-09,8.41350841972745e-09,7.278974899144619e-05,9.270708289804736e-10,1.7784754038663346e-11,3.3818998316762436e-07,5.9904588397740844e-05,7.794319782734218e-11,8.325528591827011e-10,1.7357486421944862e-06,1.8729219889224287e-06,4.9508120135409366e-05,1.8251192454428162e-12,2.3489310794999044e-08,3.562529176467378e-13,6.101145720613451e-18,2.60294459125442e-06,6.524416915060442e-21,8.187347554030207e-09,2.564825512013613e-10,4.741395832433555e-15,2.8909252137800017e-10,2.0110374906693418e-13
