Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128)
2.320751223401106e-16,0.9368473709878086,3.76,0.0,0.8555801754267292,0.9999999999999054,5.82917876602412e-32,1.4004515916187576e-41,2.360837626039718e-27,2.5232561639733046e-13,9.451609875663954e-14,9.891697487111333e-26,5.618212509527756e-23,1.5780951723826857e-13,1.1587964453140887e-17,1.0001826809305428e-24,1.1623962037069097e-18,2.7967280466476854e-25,3.427818953190263e-29,9.865050149042487e-36,2.7946231428505715e-31,2.619942384922122e-35,5.918608988013301e-35,5.941272613268597e-25,3.4622038338218876e-49,3.6909210434498225e-48,1.2672116568964719e-56,1.0233221298574023e-72,1.1587790596241792e-17,1.3786298892350758e-25,4.429188741569912e-40,3.9951728530121943e-41,6.437292174717743e-39,1.359000808870415e-33,5.95551205551943e-35,2.8718727814672437e-62,3.1888550677996832e-59,1.4672740775544645e-70,3.912203759855808e-74,1.7125170571478236e-53,1.9210340018256907e-38,7.229719704303644e-75,2.8177982442363226e-85,5.8179960104795924e-64,4.5178212941227965e-40,8.051482372903167e-96,1.4321523906285335e-75,3.145432716434576e-64
4.643518738047565e-16,0.9368473709878349,3.76,0.0,0.8555801754264766,0.9999999999998108,4.666887469361153e-31,1.1212132202777499e-40,9.449502943563684e-27,5.048704560916019e-13,1.8911431401123417e-13,3.959256780631577e-25,2.2487491503494397e-22,3.157561404696298e-13,2.318634431537114e-17,4.003337304983771e-24,2.3259133205881687e-18,1.1194200402798503e-24,1.3720212765954488e-28,7.898039842674791e-35,1.1186058278336017e-30,2.0975469007236904e-34,4.7384858969202415e-34,2.3780573846104774e-24,5.544038910843238e-48,5.911631259458076e-47,4.059450753085604e-55,6.556479968692124e-71,2.3185648434691472e-17,5.518112237157399e-25,3.546043868756678e-39,3.1985677911074223e-40,5.153745531614412e-38,1.0880266948534608e-32,4.768056512144961e-34,9.201338573927685e-61,1.0219960665323244e-57,9.405147193517392e-69,2.50761408051396e-72,2.7423737466407596e-52,1.5379950770477734e-37,4.6340558167358373e-73,3.61229734307463e-83,1.8640675101170032e-62,3.625039923975141e-39,2.0652257976099267e-93,9.180034782097396e-74,1.0077814141980382e-62
9.289053767340484e-16,0.9368473709878875,3.76,0.0,0.8555801754259714,0.9999999999996216,3.734928359956112e-30,8.973119959966579e-40,3.781031967353193e-26,1.0099601365189496e-12,3.783107444953638e-13,1.584218377333442e-24,8.997925717628342e-22,6.316493855785358e-13,4.6384147511225084e-17,1.6018564048091567e-23,4.6532807351015786e-18,4.4791380592328805e-24,5.489875287195898e-28,6.3208328108680305e-34,4.4761066036076114e-30,1.6786749369224987e-33,3.792228718143415e-33,9.51532709342478e-24,8.874070331125047e-47,9.4635390584327e-46,1.2997244464425236e-53,4.198460606754384e-69,4.6381363082086733e-17,2.207963555861803e-24,2.8379123925754355e-38,2.5598267792070896e-39,4.124558980522245e-37,8.70751576572073e-32,3.815935393299207e-33,2.9462448626798176e-59,3.272889411908028e-56,6.023965905285966e-67,1.606090845869945e-70,4.389952746282302e-51,1.2308631770981469e-36,2.9681339830792156e-71,4.627350430627739e-81,5.96876217472174e-61,2.9139959137485173e-38,5.292314818754765e-91,5.879788221619268e-72,3.2268920894898546e-61
1.858012382592632e-15,0.9368473709879931,3.76,0.0,0.8555801754249612,0.9999999999992433,2.9885101559237445e-29,7.179869863633514e-39,1.512658941084623e-25,2.0201395015288645e-12,7.567036053633847e-13,6.337904674345152e-24,3.599756184639544e-21,1.2634358703810834e-12,9.278392778847098e-17,6.408468877385825e-23,9.309348287107672e-18,1.7919467164099674e-23,2.1963100267573117e-27,5.057626862238426e-33,1.7909151300309324e-29,1.3431948853631742e-32,3.0343589417715036e-32,3.806750431695134e-23,1.420138706727194e-45,1.5145606779644485e-44,4.160238882068238e-52,2.687757871435064e-67,9.277278825886131e-17,8.833291111590693e-24,2.270760423963102e-37,2.0482510487203557e-38,3.300267810807176e-36,6.967328341940949e-31,3.053393819219235e-32,9.430890263946163e-58,1.0477251188961004e-54,3.8568311362605954e-65,1.028287547430899e-68,7.026533980882944e-50,9.848770525090195e-36,1.9004630486732748e-69,5.925515875272362e-79,1.9106350968818367e-59,2.352222947818932e-37,1.355593513592209e-88,3.7645249826463626e-70,1.0329251250889678e-59
3.7162263943097995e-15,0.9368473709882038,3.76,0.0,0.8555801754229407,0.9999999999984864,2.3910351248413655e-28,5.744458187843504e-38,6.051127796408037e-25,4.0404982481695735e-12,1.5134893266984729e-12,2.5353678677664537e-23,1.4400196544290274e-20,2.5270088183251196e-12,1.856001838848287e-16,2.56359633259959e-22,1.862681428284262e-17,7.168368865023343e-23,8.785974580090409e-27,4.0464858299930033e-32,7.165691847809181e-29,1.074657757185907e-31,2.4277173151853012e-31,1.5228240964287366e-22,2.2724478769153505e-44,2.4236126257498674e-43,1.3314557484605455e-50,1.7204061079945897e-65,1.8555562214034954e-16,3.5336033318319644e-23,1.816779759545182e-36,1.6387575436947417e-37,2.6404552786596767e-35,5.574380324144411e-30,2.4430521733338022e-31,3.018349533103192e-56,3.353361470814341e-53,2.468846419672549e-63,6.582280720042944e-67,1.1247375550279157e-48,7.879756538323723e-35,1.2167099112177019e-67,7.586767040463399e-77,6.1152446546718556e-58,1.914893629849342e-36,3.4716899616022036e-86,2.4097619108645256e-68,3.3058776347071906e-58
7.432654417744134e-15,0.9368473709886255,3.76,0.0,0.8555801754188999,0.9999999999969729,1.912918886633037e-27,4.595811769351535e-37,2.4205492794555025e-24,8.081215807934499e-12,3.0270607677648356e-12,1.0141881484478663e-22,5.760312928888966e-20,5.054154627568959e-12,3.712994782427192e-16,1.0254803829812826e-21,3.728306983964884e-17,2.867463127966092e-22,3.5145484104458436e-26,3.237342494255045e-31,2.8675520560442632e-28,8.597667293524807e-31,1.9422655221690518e-30,6.091544210524145e-22,3.63608442539939e-43,3.878032492603297e-42,4.260945130557719e-49,1.1011412094140888e-63,3.7112122401510704e-16,1.4134983034907357e-22,1.4534910962390994e-35,1.311070060889957e-36,2.112449044711576e-34,4.4596974146453557e-29,1.9547028160743827e-30,9.659458751853134e-55,1.0731783501142148e-51,1.5802092678515527e-61,4.213049026867002e-65,1.8008804632327216e-47,6.30409168598836e-34,7.790048305481991e-66,9.71369454926654e-75,1.9572017174476718e-56,1.5846883634863982e-35,8.891310004248408e-84,1.5423947577704714e-66,1.0579672499570424e-56
1.4865510464612802e-14,0.9368473709894688,3.76,0.0,0.8555801754108181,0.9999999999939457,1.5303713959705904e-26,3.6767799672517054e-36,9.682391450886618e-24,1.6162651193398386e-11,6.054203643482305e-12,4.0568330000749306e-22,2.304171987969495e-19,1.0108445899479735e-11,7.429651956008911e-16,4.102005970306449e-21,7.468087520216902e-17,1.1470077103346457e-21,1.4058604233295924e-25,2.5899356667006975e-30,1.1479711240564224e-27,6.878292443449891e-30,1.5538484473516288e-29,2.4366672248400367e-21,5.817827916197315e-42,6.205053314642102e-41,1.3635482074175626e-47,7.047617048698585e-62,7.422521642119414e-16,5.654103887697534e-22,1.162817739958527e-34,1.0488838048836602e-35,1.6899746130680813e-33,3.567812930455664e-28,1.5640686423870908e-29,3.0911431588062876e-53,3.4343356206065206e-50,1.011375656022857e-59,2.6964662414211595e-63,2.8853503842666334e-46,5.043372561473556e-33,4.988904676814244e-64,1.2438501841967732e-72,6.264391388796046e-55,1.3521029395439728e-34,2.2776986415976515e-81,9.871772012897014e-65,3.385656764346659e-55
2.973122255835014e-14,0.9368473709911552,3.76,0.0,0.8555801753946545,0.9999999999878915,1.2243115852203805e-25,2.941528133772626e-35,3.872993853538325e-23,3.232552302806225e-11,1.2108489369256223e-11,1.6227480031411138e-21,9.216781212298623e-19,2.0217027056993864e-11,1.4873651447403254e-15,1.640819865556235e-20,1.498176628233393e-16,4.588070498795365e-21,5.623598555740848e-25,2.0719734222878558e-29,4.5993470034912834e-27,5.502691814862491e-29,1.2430921469237672e-28,9.746767779791496e-21,9.308466374411239e-41,9.928244721621543e-40,4.363426761128756e-46,4.5106431871423155e-60,1.4845129903964505e-15,2.2616610741724412e-21,9.302608520368599e-34,8.39121578647719e-35,1.3519561590136535e-32,2.8542367201891265e-27,1.2517005928958654e-28,9.891830931434325e-52,1.0990141703025811e-48,6.472867362047168e-58,1.7257626855762066e-61,4.628998096201779e-45,4.0347131389204185e-32,3.196865238908509e-62,1.5932881576409158e-70,2.0053507468543804e-53,1.2166089815829045e-33,5.838177780564254e-79,6.318044297031796e-63,1.0834509318161122e-53
5.946264674582482e-14,0.9368473709945284,3.76,0.0,0.8555801753623272,0.9999999999757828,9.79454981327431e-25,2.353347272850896e-34,1.5492037210656326e-22,6.465127095233389e-11,2.421706071815994e-11,6.491011392630088e-21,3.686730838493573e-18,4.043418382679406e-11,2.980439099539765e-15,6.563319134089635e-20,3.0145594485419243e-16,1.8352319220686264e-20,2.2495305896078266e-24,1.6575890455945866e-28,1.8456808271210034e-26,4.402167661383477e-28,9.944774363996194e-28,3.8987267267215794e-20,1.48930753972218e-39,1.5885314062755252e-38,1.3967969419649911e-44,2.8962550095373184e-58,2.969030425941334e-15,9.046662408296087e-21,7.442060888587305e-33,6.71308568026947e-34,1.0815080270468636e-31,2.2833269309273128e-26,1.0020557134648032e-27,3.1654021584882394e-50,4.014895668631403e-47,4.716953454338142e-56,1.2397823655276209e-59,7.446055479416927e-44,3.2277371944457536e-31,2.0509999644598997e-60,2.0425925784397723e-68,6.421840912897173e-52,1.1891458786844568e-32,1.4982281803475775e-76,4.6071767175352274e-61,3.4672725713493486e-52
1.1892549512077416e-13,0.9368473710012746,3.76,0.0,0.8555801752976727,0.9999999999515655,7.835661515057094e-24,1.882860686425287e-33,6.196817043465292e-22,1.2930278382064934e-10,4.843420300539085e-11,2.5964002520950834e-20,1.4746957672456906e-17,8.086847518549499e-11,5.9836832258466154e-15,2.625339361467896e-19,6.101913297018988e-16,7.34090146190393e-20,8.99878304951287e-24,1.32607592299685e-27,7.430203575756155e-26,3.521725517487281e-27,7.95580817817561e-27,1.5594944845628401e-19,2.382718683013431e-38,2.54165838641074e-37,4.469814000735022e-43,1.8538731386849934e-56,5.938048429834597e-15,3.6186518443613655e-20,5.953554217624462e-32,5.3706016161014025e-33,8.651076957326304e-31,1.8265453830888075e-25,8.027497208744035e-27,1.0129253389851878e-48,1.2897554255722384e-45,3.0359210382780664e-54,7.974941583759578e-58,1.2040477834422264e-42,2.582113467244557e-30,1.3190243770083295e-58,2.6219014709251267e-66,2.0579378067617382e-50,1.296651843161027e-31,3.85408797664352e-74,2.965435846257736e-59,1.1096381306931133e-50
2.3785119187067283e-13,0.9368473710147668,3.76,0.0,0.8555801751683636,0.9999999999031309,6.268535976643047e-23,1.5065744320212106e-32,2.4787190891863947e-21,2.586058776363419e-10,9.686848593754585e-11,1.038552695153241e-19,5.898788021686103e-17,1.6173696917940124e-10,1.2058556270297791e-14,1.0501411048547594e-18,1.2494973315969933e-15,2.936328402835159e-19,3.600028040271237e-23,1.0608635144459174e-26,3.0100544914947315e-25,2.817354096956756e-26,6.364600116287157e-26,6.237984493244013e-19,3.8117770102648965e-37,4.066654625180919e-36,1.43034145156263e-41,1.1866738836057312e-54,1.187601696963537e-14,1.4474447211232287e-19,4.762670939785264e-31,4.2966750596419806e-32,6.919251668066957e-30,1.4610439783142051e-24,6.439648244257988e-26,3.241316297842542e-47,4.127739165960112e-44,1.9431704131188892e-52,5.104541615629448e-56,1.967036248973917e-41,2.0655595284019202e-29,8.523401795154567e-57,3.374864484283594e-64,6.6042175493204015e-49,1.5897487606527292e-30,9.961706742777125e-72,1.898173628477408e-57,3.551519926964957e-49
3.5677688862057153e-13,0.9368473710282592,3.76,0.0,0.8555801750390546,0.9999999998546963,1.7924138299334516e-22,4.3084067534608226e-32,5.267264055350813e-21,3.879090395310685e-10,1.4530276722739333e-10,2.206912485952797e-19,1.253492549469798e-16,2.4260537444991417e-10,1.8201814031598946e-14,2.231556593949998e-18,1.9106385147472637e-15,6.239647479791772e-19,7.65093306467919e-23,3.0334882256308076e-26,6.460441234382004e-25,8.055824881366751e-26,1.8198705945850963e-25,1.325571999376814e-18,1.4029764466498211e-36,1.5318461702947407e-35,6.649007143012552e-41,6.608551821368921e-54,1.7813918042254227e-14,3.0757949635804697e-19,1.3617972528215483e-30,1.228624440603559e-31,1.9782082227201334e-29,4.177354793463436e-24,1.84423485603236e-25,1.5163547559931378e-46,1.834651561452609e-43,1.0446651016038157e-51,2.75634009950242e-55,7.320942322918899e-41,5.905990935132988e-29,4.8407650641393675e-56,2.232984376706613e-63,3.092840892854009e-48,5.45295715093737e-30,7.61655563108924e-71,1.0202956039385056e-56,1.661551062658119e-48
5.94628282120369e-13,0.936847371055244,3.76,0.0,0.8555801747804361,0.9999999997578268,8.237275523928751e-22,1.980774895090999e-31,1.4562327194142548e-20,6.465156356364396e-10,2.421713232378528e-10,6.101374740295271e-19,3.465536793794384e-16,4.043418300981856e-10,3.076186782164791e-14,6.169641983279804e-18,3.320261198516149e-15,1.7250420371369094e-18,2.1158442971274319e-22,1.3941016564115649e-25,1.829396525160662e-24,3.702089894675765e-25,8.363329274346124e-25,3.664816573284342e-18,1.0793002838660297e-35,1.23224754884086e-34,9.06525051701678e-40,1.551331077369326e-52,2.968945032516615e-14,8.503484526620729e-19,6.257907237865932e-30,5.646863026688414e-31,9.087421539447329e-29,1.9193144652996417e-23,8.515639217180834e-25,2.214649748971919e-45,2.9301194419702894e-42,2.818973323986966e-50,7.379614693417789e-54,5.8952012279722024e-40,2.7138688908110414e-28,1.346560062308025e-54,1.0813359401212099e-61,4.541628684874985e-47,3.765384793198001e-29,7.91465514747412e-69,2.7544866331165733e-55,2.4277563488366796e-47
8.086945362701867e-13,0.9368473710795303,3.76,0.0,0.8555801745476793,0.9999999996706442,1.854204898318996e-21,4.45990446586102e-31,2.5931059045348397e-20,8.792617920959963e-10,3.293530183409211e-10,1.086463423049867e-18,6.171091899813244e-16,5.499043535153833e-10,4.22868680423816e-14,1.0986355572893325e-17,4.659471007082065e-15,3.071744818509453e-18,3.768450057256949e-22,3.1381710504796696e-25,3.313255220308745e-24,8.333281551840163e-25,1.8825625252014014e-24,6.525951644875783e-18,2.9723736482884143e-35,3.5290687087319045e-34,3.0615720314830234e-39,6.0367599584132124e-52,4.037721140143391e-14,1.5141967845631704e-18,1.408597638381395e-29,1.2711856092358498e-30,2.045108676707589e-28,4.319804390279426e-23,1.9218848029938715e-24,7.929082952593127e-45,1.0829312920884246e-41,1.187815281338509e-49,3.100061810930148e-53,1.669406953268643e-39,6.10850989641593e-28,5.958998303332502e-54,5.3879472976167196e-61,1.629994371326982e-46,1.0048705351679462e-28,5.032464306553244e-68,1.1608375487160317e-54,8.693613123804783e-47
1e-12,0.9368473711038166,3.76,0.0,0.8555801743396704,0.9999999995927316,3.3290943160922288e-21,8.009301297575768e-31,3.893176623849492e-20,1.0872612084959638e-09,4.072650348901193e-10,1.6311617635742588e-18,9.265050067731513e-16,6.799895372210375e-10,5.279546780959436e-14,1.6494587474100024e-17,5.923022981660561e-15,4.611744317730395e-18,5.658896650305173e-22,5.634444130249793e-25,5.053765501904027e-24,1.4961655193651287e-24,3.3799791533348614e-24,9.797825721648345e-18,6.298322678172603e-35,7.556589628380661e-34,7.669593790891388e-39,1.7468289840304528e-51,4.9928380309602e-14,2.2733293139838398e-18,2.5289452277066104e-29,2.2824747447786417e-30,3.6710290833286246e-28,7.754917561485704e-23,3.459505579753119e-24,1.9568027976596095e-44,2.6492081072980463e-41,3.4105777211319164e-49,8.905065820824196e-53,3.606933262330104e-39,1.0966713242510498e-27,1.690643391837066e-53,1.7429615537177113e-60,4.029857505249202e-46,2.0828558588849816e-28,1.7767356664507068e-67,3.33319957433147e-54,2.1458419145306826e-46
