Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128)
8.479656501398601e-06,0.9386610504036765,3.76,0.0,0.8252603717995887,0.9920551613457247,0.009517980717722108,1.413915731637545e-11,2.1790584334610168e-08,0.021764726650305422,0.0006464262992293377,4.25737476894169e-07,0.0002704969857481347,0.00031139821337662404,0.010115522081579278,0.002968858385750652,6.934801657918127e-05,1.6578923077999495e-06,7.480493828547043e-06,0.0015664752791058603,0.0005227852513201129,1.9460581572734083e-05,0.0008949207411327095,1.0427056589993815e-05,1.7783326205683664e-10,6.00933126996736e-07,2.737603777358602e-05,1.0137657432257152e-08,1.1982820999601853e-06,1.9619048467913873e-06,5.29388023984459e-14,6.030812103231118e-11,1.9513379194159478e-13,7.754007229261639e-08,0.0004154597964731577,1.1664432790973494e-08,9.616082758537508e-08,1.9017281706342607e-12,1.1457482762046141e-15,4.695677838663938e-10,4.555684623254553e-12,2.4741150658792464e-07,2.1998459757640502e-11,1.6698779941619304e-14,6.063796210487948e-07,4.095358572736843e-09,2.3665236695089615e-15,2.1118542219243124e-12
8.516155524497914e-06,0.9386735367355524,3.76,0.0,0.8250565527223247,0.991990785965856,0.009597252859058505,1.431998418485942e-11,2.1928025480380513e-08,0.02186859381397188,0.0006460868026760966,4.277375580804341e-07,0.00027191811363056373,0.0003134501394182456,0.010200584779053778,0.002992206748730616,6.973129117632798e-05,1.6652963975034073e-06,7.556001843889056e-06,0.00158862444707762,0.0005285389175801877,1.970890771496255e-05,0.0009082919111611643,1.0428384343700355e-05,1.8034816490541525e-10,6.124801183869097e-07,2.8000202786312142e-05,1.042286056396987e-08,1.210649581524281e-06,1.98175562841192e-06,5.347042235654262e-14,6.095462434378769e-11,1.9709292506856284e-13,7.832463681089263e-08,0.00042113632669002514,1.200394309261254e-08,9.860205699192678e-08,1.950113100081683e-12,1.1768375667663503e-15,4.778536293069723e-10,4.61911902551576e-12,2.551674948040476e-07,2.268812635366728e-11,1.7011113492415493e-14,6.133149452815795e-07,4.265591303497942e-09,2.434370209808118e-15,2.1655753036154637e-12
8.552654547597227e-06,0.9386860845829345,3.76,0.0,0.8248518875130744,0.9919260242103207,0.009676951049205624,1.4503060792858474e-11,2.2066218759616947e-08,0.021972522349929458,0.0006457574847624088,4.297383271075503e-07,0.00027334545928137577,0.00031551588454949327,0.010286206413783949,0.0030156089026236524,7.011647965356741e-05,1.6727130483014336e-06,7.631971734194413e-06,0.0016109902958124293,0.0005343250963842158,1.995943437538044e-05,0.0009218099509451046,1.0429918270442054e-05,1.8288768110750556e-10,6.242097801173869e-07,2.863623993923835e-05,1.071513836575524e-08,1.223112609963965e-06,2.0017522860746655e-06,5.400587223673001e-14,6.160541624023438e-11,1.990661636585975e-13,7.911489665708444e-08,0.00042687022927216694,1.2352213035479618e-08,1.0109766877367568e-07,1.9995792169336685e-12,1.208682145689176e-15,4.862524169713317e-10,4.683350640935043e-12,2.6313399493286707e-07,2.3396513284202002e-11,1.7328430382126172e-14,6.203036395629659e-07,4.4422747493067714e-09,2.5039566827203754e-15,2.2204970051241403e-12
8.58915357069654e-06,0.9386986943633174,3.76,0.0,0.8246463722707247,0.9918608742801691,0.009757077240520075,1.468841770563529e-11,2.2205173900251374e-08,0.022076512420100527,0.0006454384210990259,4.3173978314022337e-07,0.0002747790559203864,0.00031759552160201126,0.010372390499601914,0.003039064357527004,7.050358945690078e-05,1.6801425450464738e-06,7.708404884480077e-06,0.0016335740148510052,0.0005401437542261498,2.0212173689413986e-05,0.0009354759511722565,1.0431660598790643e-05,1.8545194604823361e-10,6.361244706052464e-07,2.9284333970106472e-05,1.1014644523770872e-08,1.235671804120019e-06,2.021895713938993e-06,5.4545175739166476e-14,6.226050945607486e-11,2.0105358609888184e-13,7.991088478511575e-08,0.0004326619212752883,1.2709442389568991e-08,1.0364873590457005e-07,2.0501479460742902e-12,1.2412986314217902e-15,4.947652736555308e-10,4.748389366418539e-12,2.7131585664207657e-07,2.412405186271114e-11,1.7650799807140978e-14,6.273459761271838e-07,4.6256306119482195e-09,2.575323233809149e-15,2.2766431410640507e-12
8.625652593795852e-06,0.9387113664962695,3.76,0.0,0.8244400030807979,0.991795334368729,0.009837633396177199,1.4876085950872086e-11,2.2344900749287136e-08,0.022180564185045278,0.0006451296844217544,4.3374192529039906e-07,0.0002762189366964955,0.0003196891236646588,0.010459140565840274,0.0030625726237401086,7.089262803185013e-05,1.68758517071692e-06,7.785302682945491e-06,0.0016563767950857585,0.0005459948570445928,2.0467137831508067e-05,0.0009492910079371181,1.0433613506209937e-05,1.8804109527261986e-10,6.482265731514627e-07,2.9944671933736455e-05,1.1321535620723132e-08,1.2483277861479324e-06,2.0421868112037942e-06,5.5088354895302357e-14,6.291991693064517e-11,2.030552901287548e-13,8.071263451695158e-08,0.000438511822193284,1.3075834944843796e-08,1.0625635054621684e-07,2.1018410975984763e-12,1.2747039749376915e-15,5.033933339143813e-10,4.814245205657361e-12,2.7971802188725837e-07,2.4871181611622738e-11,1.7978291810817225e-14,6.344422285915182e-07,4.815887461932847e-09,2.648510856552187e-15,2.3340379554148596e-12
8.698650639994478e-06,0.9387368995085993,3.76,0.0,0.8240246871338917,0.9916630773362302,0.0100000435072348,1.52584829084061e-11,2.2626709563702393e-08,0.02238885343405565,0.0006445434689716621,4.3774826411390996e-07,0.0002791176829106121,0.0003239185164815479,0.01063435283454321,0.003109745632203417,7.167652127803676e-05,1.7025109313248026e-06,7.940497792588676e-06,0.0017026443093404741,0.0005577942586059176,2.0983789491884637e-05,0.000977372702647744,1.0438159519840202e-05,1.932945895394467e-10,6.730026732952091e-07,3.130283960371322e-05,1.1958113725333543e-08,1.2739326190272785e-06,2.0832156359590855e-06,5.618643081919881e-14,6.425172615756043e-11,2.0710185861652168e-13,8.233355259788033e-08,0.0004503879410145163,1.3836945349175619e-08,1.1164568887984622e-07,2.208689874564447e-12,1.3439507752566817e-15,5.209996424601833e-10,4.948448830854461e-12,2.9720350063025565e-07,2.642601450093597e-11,1.864892805281222e-14,6.487975825971948e-07,5.218053909323117e-09,2.8005176030088153e-15,2.4526727866764204e-12
8.763825158690546e-06,0.938759910975794,3.76,0.0,0.8236509571635395,0.9915436587329762,0.0101465202968423,1.5608025525023754e-11,2.2881023897931705e-08,0.02257502947341594,0.0006440556494598761,4.4132753475956155e-07,0.0002817273241720783,0.00032774255578363576,0.010792735039426146,0.003152036552715973,7.238299397811753e-05,1.7158841690271802e-06,8.080644225609664e-06,0.0017447053517996216,0.0005684383788267727,2.1452710322238075e-05,0.0010029595158521384,1.0442950622809152e-05,1.9807049514579844e-10,6.957809465063006e-07,3.255872901865218e-05,1.2553037406438599e-08,1.2971266283460857e-06,2.120355331829914e-06,5.718014506177227e-14,6.545550887725605e-11,2.1076381616670496e-13,8.380055587212659e-08,0.0004611921866945828,1.4549555842143997e-08,1.1665976286947218e-07,2.308111537924316e-12,1.4086172061327543e-15,5.371197716845799e-10,5.07113248286873e-12,3.136104190187512e-07,2.7884946120739586e-11,1.9265713989344276e-14,6.617993769533191e-07,5.6028509425008255e-09,2.942811536045129e-15,2.5630623239146473e-12
8.828999677386614e-06,0.9387831277527648,3.76,0.0,0.8232744440162054,0.991422968733387,0.010294398488262389,1.5965432895984052e-11,2.313795458010209e-08,0.02276140460797105,0.0006436017458285626,4.4490897698635575e-07,0.00028435750553913546,0.00033161225032710503,0.010952976451601527,0.003194488399538396,7.309573028406256e-05,1.7293035023548364e-06,8.222293528329684e-06,0.0017874831120968963,0.0005791854071636065,2.1928912630521547e-05,0.0010290385733411009,1.0448444232614162e-05,2.0292782076218187e-10,7.191942943698879e-07,3.385661918424538e-05,1.3174032075263104e-08,1.3206388927212572e-06,2.157979826001087e-06,5.818656513494733e-14,6.667324461845945e-11,2.1447259146808183e-13,8.528644506461371e-08,0.00047218854587408846,1.5294680590679537e-08,1.218716986202262e-07,2.4114691984950046e-12,1.4760734043111593e-15,5.536248965405647e-10,5.196579656162496e-12,3.307994691660805e-07,2.941343197850109e-11,1.989994147118091e-14,6.749773216931984e-07,6.013467284657402e-09,3.0915769960975917e-15,2.6778232471401865e-12
8.894174196082682e-06,0.9388065523016437,3.76,0.0,0.8228951249429077,0.9913009967697677,0.010443689638051827,1.6330898971475e-11,2.3397562031203765e-08,0.022947979690804934,0.0006431820789767584,4.48492583603099e-07,0.00028700841346063503,0.00033552802569901055,0.011115097713927387,0.0032370983894559834,7.381477260770574e-05,1.7427704756114966e-06,8.365453704888125e-06,0.0018309844154124396,0.0005900351304823219,2.241246708682955e-05,0.0010556163093983493,1.0454651101231279e-05,2.078673434546974e-10,7.432571887932411e-07,3.5197659635327604e-05,1.3822097230180354e-08,1.3444730713692327e-06,2.196094416197215e-06,5.92058242085427e-14,6.790500676190203e-11,2.1822863305447665e-13,8.67914150861486e-08,0.00048337949432591796,1.60736306543454e-08,1.2728843139389758e-07,2.518901440881179e-12,1.5464286154199886e-15,5.705217539598321e-10,5.32485168190489e-12,3.488022159862692e-07,3.101427940780178e-11,2.0552040523771336e-14,6.883330230703258e-07,6.451471365712981e-09,3.247079199928259e-15,2.7971096515481915e-12
8.95934871477875e-06,0.9388301871056836,3.76,0.0,0.8225129770640065,0.9911777321902817,0.010594405411832328,1.6704623035382267e-11,2.3659907985149066e-08,0.023134755553433573,0.0006427969452152827,4.5207834671840394e-07,0.0002896802337889055,0.00033949031033618087,0.011279119628585686,0.0032798637400142786,7.454016337750621e-05,1.7562866135709424e-06,8.510132784595363e-06,0.0018752160988683068,0.0006009873301777777,2.2903444745622865e-05,0.0010826992152754037,1.0461581550490305e-05,2.128898417218513e-10,7.679843709975486e-07,3.6583025293466715e-05,1.4498265554028126e-08,1.3686328573765008e-06,2.234704451864775e-06,6.023805432804135e-14,6.91508689738435e-11,2.2203244612996658e-13,8.831566272260591e-08,0.0004947675335446393,1.6887763724539118e-08,1.3291711738188824e-07,2.6305512909661677e-12,1.6197960329903082e-15,5.878171620156053e-10,5.45601120922116e-12,3.6765127329738834e-07,3.269038904411539e-11,2.1222450563599403e-14,7.018681012061815e-07,6.918517344291875e-09,3.4095932782048623e-15,2.921080585128263e-12
9.024523233474818e-06,0.9388540346693148,3.76,0.0,0.8221279773703867,0.9910531642576881,0.010746557584110283,1.7086809866575902e-11,2.3925055514295167e-08,0.023321733004127508,0.0006424466172805992,4.5566625770489407e-07,0.0002923731518092912,0.00034349953557914737,0.01144506315750353,0.003322781669214722,7.527194504323722e-05,1.7698534214366818e-06,8.656338820147355e-06,0.0019201850110570004,0.0006120417821970529,2.3401917042368344e-05,0.001110293839661545,1.046924549168201e-05,2.1799609544365434e-10,7.933908554561325e-07,3.801391691313286e-05,1.520360384748327e-08,1.3931219777428835e-06,2.273815334282374e-06,6.128338931555943e-14,7.041090495336992e-11,2.2588456546907701e-13,8.9859386421405e-08,0.0005063551909653361,1.7738485579993915e-08,1.3876514023671195e-07,2.7465663484331204e-12,1.6962929379956779e-15,6.055180204175807e-10,5.590122261802291e-12,3.8738033116091387e-07,3.444475725729521e-11,2.191162060221708e-14,7.15584190028182e-07,7.416349284242857e-09,3.579404609483213e-15,3.0499001971850223e-12
9.089697752170885e-06,0.9388780975181176,3.76,0.0,0.821740102724626,0.9909272821480998,0.010900158038111686,1.74776699056829e-11,2.4193069055537117e-08,0.02350891282628823,0.0006421313453175612,4.5925630716447786e-07,0.0002950873522696301,0.0003475561357256856,0.011612949422778117,0.003365849395211852,7.601016008051467e-05,1.7834723848359804e-06,8.804079885798144e-06,0.001965898011550985,0.0006231982570559151,2.3907955790009116e-05,0.0011384067891530964,1.0477652444585747e-05,2.2318688582936317e-10,8.194919338705125e-07,3.9491561533750696e-05,1.5939213984292406e-08,1.4179441934217738e-06,2.3134325166876323e-06,6.23419663971199e-14,7.168518808795993e-11,2.2978543555850645e-13,9.142278593236752e-08,0.0005181450201821737,1.8627251581731305e-08,1.4484011778364928e-07,2.867098923326424e-12,1.7760408530187317e-15,6.236313109919813e-10,5.727250221384251e-12,4.0802418371990193e-07,3.628047862845615e-11,2.2620009425050926e-14,7.294829372061841e-07,7.946805512874065e-09,3.7568091760645494e-15,3.1837378913063785e-12
9.154872270866953e-06,0.9389023781988575,3.76,0.0,0.8213493298621461,0.9908000749497684,0.011055218765631704,1.787741942649323e-11,2.446401443688521e-08,0.02369629577687587,0.000641851357832213,4.6284848489464123e-07,0.00029782301940969327,0.0003516605480829338,0.011782799707104712,0.0034090641360125847,7.675485099517208e-05,1.7971449698185041e-06,8.953364075509087e-06,0.002012361970393438,0.0006344565198488415,2.4421633175257392e-05,0.00116704472872197,1.0486811555939766e-05,2.284629953609484e-10,8.463031791802818e-07,4.101721293748931e-05,1.6706233888442978e-08,1.4431032993568728e-06,2.3535615044220163e-06,6.341392111151757e-14,7.2973792040967e-11,2.337355590391267e-13,9.300606289459477e-08,0.0005301396011656177,1.9555568208060585e-08,1.5114990891112442e-07,2.9923061750481764e-12,1.8591656652098206e-15,6.421640980608541e-10,5.867461856827679e-12,4.296187575226013e-07,3.8200748470138855e-11,2.3348085752271883e-14,7.435660040811521e-07,8.511823162555752e-09,3.9421139365402515e-15,3.3227684816390763e-12
9.220046789563021e-06,0.9389268792794916,3.76,0.0,0.820955635392348,0.9906715316618893,0.011211751866899334,1.8286280712427003e-11,2.4737958904616086e-08,0.023883882584888903,0.0006416068626140487,4.6644277985577555e-07,0.0003005803369905078,0.0003558132130197386,0.011954635454207205,0.0034524231091779653,7.750606032747752e-05,1.8108726228772594e-06,9.104199501068748e-06,0.0020595837675694557,0.0006458163302525113,2.4943021754710797e-05,0.001196214382183387,1.0496731617341627e-05,2.338252077355617e-10,8.738404496046078e-07,4.2592152113006335e-05,1.7505838532801997e-08,1.468603124522329e-06,2.394207855058191e-06,6.449938997391073e-14,7.427679059616969e-11,2.3773550845857394e-13,9.460942072687504e-08,0.0005423415404799468,2.052499463123558e-08,1.5770262064920755e-07,3.122350255920387e-12,1.9457977742429552e-15,6.6112352888908e-10,6.0108254024116955e-12,4.522011403490248e-07,4.020886539120954e-11,2.409632845054741e-14,7.578350655900139e-07,9.113442907060092e-09,4.1356371922865575e-15,3.467172353986981e-12
9.285221308259089e-06,0.9389516033491988,3.76,0.0,0.8205589957997348,0.9905416411934308,0.01136976955045682,1.870448223893472e-11,2.5014971151039203e-08,0.02407167394989383,0.0006413980476286019,4.700391801394989e-07,0.00030335948832350626,0.000360014574019014,0.012128478269270715,0.003495923531527792,7.826383065619371e-05,1.824656771004271e-06,9.256594290172458e-06,0.00210757029245771,0.000657277442523034,2.547219445080276e-05,0.001225922532662691,1.050742108259327e-05,2.3927430780753593e-10,9.021198927176159e-07,4.421768772508904e-05,1.8339240959550293e-08,1.494447531963335e-06,2.435377178527942e-06,6.55985142802675e-14,7.559425704202544e-11,2.4178573032658445e-13,9.623306399583248e-08,0.0005547534715008716,2.1537144336248108e-08,1.6450661543811984e-07,3.257398459513987e-12,2.0360722702585424e-15,6.805168341507341e-10,6.15741053628907e-12,4.758096105348954e-07,4.230823390600429e-11,2.486522673281191e-14,7.722918101899631e-07,9.753813897391107e-09,4.3377089761073195e-15,3.6171356319603823e-12
9.350395826955157e-06,0.938976553018402,3.76,0.0,0.8201593874450195,0.9904103923619852,0.011529284133053735,1.913225886151907e-11,2.5295121342820195e-08,0.024259670540603843,0.0006412250818808055,4.7363767293795015e-07,0.00030616065629944966,0.0003642650777282142,0.012304349919375427,0.003539562618848595,7.902820460248041e-05,1.838498821749275e-06,9.410556584473204e-06,0.0021563284432623148,0.0006688396054870818,2.6009224547582007e-05,0.0012561760230611735,1.0518888084497622e-05,2.4481108152517987e-10,9.311579495578975e-07,4.589515659022514e-05,1.920769332318738e-08,1.5206404188309442e-06,2.4770751372715684e-06,6.671143319094919e-14,7.69262648977765e-11,2.4588671863670423e-13,9.787719913919808e-08,0.0005673780546313658,2.259368678253957e-08,1.7157051859143794e-07,3.3976233712753125e-12,2.1301290675047303e-15,7.003513282536692e-10,6.307288391674707e-12,5.004836667949158e-07,4.4502367088020603e-11,2.565528031983038e-14,7.869379397730877e-07,1.0435198904531751e-08,4.54867146582188e-15,3.7728503464993695e-12
9.415570345651225e-06,0.939001730918801,3.76,0.0,0.8197567865662212,0.9902777738926398,0.0116903080395555,1.956985200912313e-11,2.5578481149858217e-08,0.024447872993504854,0.0006410881162497601,4.772382445140292e-07,0.0003089840234170977,0.00036856517400996606,0.012482272333931193,0.0035833375856053327,7.979922483363503e-05,1.8524001632868893e-06,9.56609453760903e-06,0.002205865126424729,0.0006805025625271272,2.6554185686315902e-05,0.0012869817565208427,1.0531140451117472e-05,2.5043631586617503e-10,9.609713587702207e-07,4.7625924158098184e-05,2.0112487956531326e-08,1.547185716416578e-06,2.5193074463804854e-06,6.783828546839443e-14,7.82728879468273e-11,2.5003909381907574e-13,9.954203455220073e-08,0.0005802179775177059,2.3696349109473838e-08,1.7890322595748786e-07,3.5432030237583726e-12,2.228113058261102e-15,7.206344097260425e-10,6.46053166095607e-12,5.26264058543596e-07,4.679488926787517e-11,2.6466999654845334e-14,8.017751695743164e-07,1.1159979675674546e-08,4.768879386957923e-15,3.934514610335264e-12
9.480744864347293e-06,0.939027139703408,3.76,0.0,0.8193511692797495,0.9901437744168692,0.011852853802866159,2.0017509883638464e-11,2.586512377478168e-08,0.024636281911527995,0.000640987284295264,4.808408801725644e-07,0.00031182977181159696,0.00037291531599329374,0.012662267605112165,0.00362724564465716,8.057693406666921e-05,1.8663621645172112e-06,9.723216313195754e-06,0.002256187256015427,0.000692266051560924,2.710715186093226e-05,0.0013183466968880436,1.054418572150287e-05,2.561507987737802e-10,9.915771607798149e-07,4.941138499905117e-05,2.105495845979342e-08,1.5740873901903432e-06,2.56207987373022e-06,6.8979216495744e-14,7.963419926052494e-11,2.5424330821575567e-13,1.0122777959003885e-07,0.0005932759552661522,2.484691788665141e-08,1.8651391178386882e-07,3.6943210576428126e-12,2.330174318707757e-15,7.413735616728666e-10,6.617214576473136e-12,5.531928167157651e-07,4.918953877567852e-11,2.7300906127529468e-14,8.168052280836317e-07,1.1930662511941867e-08,4.998700435481681e-15,4.102332798336296e-12
9.54591938304336e-06,0.9390527820465864,3.76,0.0,0.8189425115814789,0.9900083824714493,0.012016934063865324,2.047548766578397e-11,2.6155123983054644e-08,0.0248248978627676,0.0006409227030365461,4.844455642323838e-07,0.00031469808328256067,0.00037731596012251337,0.0128443579882909,0.0036712840069776107,8.136137507172831e-05,1.8803861751722397e-06,9.881930082787253e-06,0.0023073017531050955,0.0007041298050153828,2.7668197413291037e-05,0.0013502778691758717,1.0558031160894516e-05,2.6195531908690007e-10,1.022992701998391e-06,5.125296329754857e-05,2.20364808129287e-08,1.6013494398338121e-06,2.60539824012978e-06,7.013436950939036e-14,8.101027202496391e-11,2.584998298264394e-13,1.0293464539186772e-07,0.0006065547306573453,2.6047240910107602e-08,1.9441203678979618e-07,3.85116688482887e-12,2.436468256573328e-15,7.625763520469721e-10,6.777412893126828e-12,5.813132850876608e-07,5.169017072810199e-11,2.815753224045081e-14,8.320298569487668e-07,1.2749884075485048e-08,5.238515737007053e-15,4.276515731221538e-12
9.611093901739428e-06,0.9390786606440904,3.76,0.0,0.8185307893478135,0.989871586497389,0.01218256157135904,2.094404772700342e-11,2.6448558133657593e-08,0.025013721379243528,0.0006408944737036605,4.880522799992747e-07,0.00031758913932180335,0.00038176756620603007,0.013028565902471367,0.003715449881379536,8.215259067535105e-05,1.8944735259177827e-06,1.0042244023813004e-05,0.002359215545115092,0.0007160935497949962,2.8237397028273225e-05,0.001382782360025294,1.057268377541085e-05,2.678506664677951e-10,1.0552356390605725e-06,5.3152113351665194e-05,2.3058474511694734e-08,1.6289758992671698e-06,2.649268419474629e-06,7.130388504773403e-14,8.240117992491705e-11,2.628093361320966e-13,1.0466284532833307e-07,0.0006200570743606088,2.7299229045381523e-08,2.0260735645107578e-07,4.013935855982336e-12,2.547155766217108e-15,7.842504339559387e-10,6.9412040208807264e-12,6.106701520992091e-07,5.430075986005862e-11,2.9037421820658764e-14,8.4745081086609e-07,1.362041743409416e-08,5.488720290766272e-15,4.457280864228541e-12
9.676268420435496e-06,0.9391047782131174,3.76,0.0,0.8181159783367413,0.9897333748388825,0.01234974918204434,2.1423459847840523e-11,2.6745504210400328e-08,0.025202752955706783,0.0006409026824620859,4.916610097398102e-07,0.000320503121140695,0.000386270597466552,0.013214913930720157,0.0037597404742450474,8.29506237635656e-05,1.908625528482788e-06,1.0204166317487515e-05,0.002411935565146962,0.0007281570072449851,2.8814825728714305e-05,0.0014158673181649043,1.0588150326228176e-05,2.738376313324425e-10,1.08832394309283e-06,5.5110320078619824e-05,2.4122403727853365e-08,1.6569708366824666e-06,2.6936963388878394e-06,7.248791242246338e-14,8.380699571331298e-11,2.671722967329795e-13,1.0641259353668618e-07,0.0006337857851496747,2.860485811840627e-08,2.1110992950230628e-07,4.182829435217508e-12,2.6624034667188027e-15,8.064035461117965e-10,7.108667019189596e-12,6.41309483176836e-07,5.70254034008248e-11,2.9941130268862156e-14,8.630698574808038e-07,1.4545178351434983e-08,5.749723427368908e-15,4.644852482734104e-12
9.741442939131564e-06,0.9391311374923523,3.76,0.0,0.8176980541888828,0.9895937357422803,0.012518509860487347,2.1914001443224686e-11,2.7046041853868648e-08,0.025391993048487334,0.0006409474011110705,4.952717346560157e-07,0.00032344020969711604,0.0003908255205885299,0.013403424820595287,0.0038041529892607366,8.375551728482594e-05,1.922843475800427e-06,1.0367705146687425e-05,0.0024654687512908127,0.0007403198931093298,2.9400558870174307e-05,0.001449539954869242,1.0604437343263081e-05,2.799170047739587e-10,1.12227590401309e-06,5.7129099526371887e-05,2.5229778493778317e-08,1.6853383545739813e-06,2.738687978868672e-06,7.368659962178818e-14,8.522779202829898e-11,2.7158913075934044e-13,1.0818410573726721e-07,0.0006477436901156278,2.996617085521267e-08,2.1993012666104597e-07,4.358055376726759e-12,2.7823838698306274e-15,8.290435130567396e-10,7.279882537582767e-12,6.732787535559847e-07,5.986832399481099e-11,3.086922473759685e-14,8.788887772796486e-07,1.5527231831293085e-08,6.021949318007964e-15,4.8394619013181365e-12
9.806617457827632e-06,0.9391577412420195,3.76,0.0,0.8172769924285318,0.9894526573550777,0.012688856679114511,2.2415957794410173e-11,2.7350252393955055e-08,0.025581442074382912,0.0006410286877562465,4.988844348608619e-07,0.00032640058572199425,0.0003954328057649356,0.013594121484571967,0.0038486846271585163,8.456731425279123e-05,1.9371286421355477e-06,1.053286869380375e-05,0.0025198220459123283,0.0007525819174838583,2.9994672135513375e-05,0.0014838075444156028,1.0621551138366497e-05,2.860895784818978e-10,1.157110134857307e-06,5.9209999391299624e-05,2.6382155911697723e-08,1.7140825897566298e-06,2.7842493734501216e-06,7.490008844673073e-14,8.666364234505044e-11,2.7606058038963146e-13,1.0997760026887928e-07,0.0006619336448791175,3.1385278871488935e-08,2.2907863957878404e-07,4.539827905250831e-12,2.90727552950042e-15,8.521782453674968e-10,7.454932975087047e-12,7.066268816023493e-07,6.283387266677243e-11,3.1822284334173996e-14,8.949093634628584e-07,1.6569798924465123e-08,6.305837466233753e-15,5.041347667482025e-12
9.8717919765237e-06,0.9391845922439442,3.76,0.0,0.8168527684646908,0.9893101277249228,0.01286080281821686,2.2929622288020696e-11,2.7658218883073933e-08,0.025771100409587994,0.0006411465874570435,5.02499089354558e-07,0.0003293844297453947,0.00040009292674661527,0.013787027000464677,0.0038933325854622366,8.538605774894092e-05,1.9514822832293914e-06,1.069966513857017e-05,0.0025750023949181926,0.0007649427847645439,3.059724152931561e-05,0.0015186774245392629,1.0639497818038493e-05,2.923561446666715e-10,1.1928455761374516e-06,6.135459954197945e-05,2.758114138792244e-08,1.7432077133912568e-06,2.8303866103483846e-06,7.61285316996782e-14,8.811461902212498e-11,2.8058715381136906e-13,1.1179329607431505e-07,0.0006763585338050683,3.2864364713059294e-08,2.3856649002369916e-07,4.7283679053917005e-12,3.037263315411951e-15,8.75815740096907e-10,7.633902506046837e-12,7.414042626306239e-07,6.592653183112237e-11,3.280090039310589e-14,9.111334218312132e-07,1.7676263807264357e-08,6.6018432014306476e-15,5.250755773631184e-12
9.936966495219768e-06,0.9392116933016098,3.76,0.0,0.8164253575920999,0.9891661347986401,0.01303436156596693,2.3455296662640525e-11,2.7970026130044085e-08,0.025960968388661708,0.000641301132849431,5.061156760016311e-07,0.0003323919221221511,0.0004048063608885427,0.013982164611844976,0.003938094058240277,8.621179092503398e-05,1.965905636462631e-06,1.0868102655861591e-05,0.002631016746999716,0.0007774021935911775,3.120834337216121e-05,0.0015541569968870522,1.0658283295673177e-05,2.9871749597666733e-10,1.2295015002300188e-06,6.356451254908524e-05,2.8828389892408698e-08,1.7727179310121417e-06,2.877105831112145e-06,7.73720830973332e-14,8.958079390448085e-11,2.8516919090425885e-13,1.136314133042072e-07,0.0006910212702142209,3.440568394834774e-08,2.4840503930027396e-07,4.92390311299393e-12,3.172538611319435e-15,8.99964080971297e-10,7.816876964452243e-12,7.776628032191586e-07,6.915091834558093e-11,3.380567667486853e-14,9.275627706723251e-07,1.8850181140803837e-08,6.910438241836745e-15,5.46793987276776e-12
9.999999999999997e-06,0.9392390472402136,3.76,0.0,0.8160089324291373,0.9890254686925279,0.013203765445532143,2.397541886851639e-11,2.8275325397906235e-08,0.026144798816014225,0.0006414854807421949,5.096152721397459e-07,0.00033532328231507724,0.00040941612388403276,0.014173037195430315,0.003981490434179143,8.701708807071905e-05,1.979922637514718e-06,1.1032575698355578e-05,0.002685990897515521,0.0007895457549662748,3.18075589348401e-05,0.0015890580504771543,1.067725497396444e-05,3.0496078562355494e-10,1.2658473279547364e-06,6.57655068185112e-05,3.0082181079804426e-08,1.8016290387999181e-06,2.9228497521276075e-06,7.858928940999395e-14,9.101333053004353e-11,2.896542200262676e-13,1.154306862356002e-07,0.0007054313526829945,3.5957762766153345e-08,2.5826500972061873e-07,5.119890021697528e-12,3.3085861333296323e-15,9.238127733479644e-10,7.997732838137882e-12,8.141894857087588e-07,7.23991617804237e-11,3.480291067074619e-14,9.436494152489461e-07,2.005321037827239e-08,7.221331155213241e-15,5.685632392768789e-12
1.0002141013915836e-05,0.9392390472402136,3.76,0.0,0.815994734992263,0.9890206664212723,0.013209546318448121,2.3993291262489456e-11,2.8285760734509493e-08,0.026151046303533827,0.0006414923447445342,5.097341715087701e-07,0.0003354232430570255,0.0004095735891943606,0.014179557728454322,0.003982966235864435,8.704455700541623e-05,1.980399921000993e-06,1.1038189413466555e-05,0.0026878720528544756,0.0007899598367865734,3.182805429468735e-05,0.0015902537274691986,1.067791330334326e-05,3.051744254082796e-10,1.2670975157875809e-06,6.584138422142194e-05,3.012560724393041e-08,1.8026174825354205e-06,2.9244132312801707e-06,7.863088525357058e-14,9.106224012023527e-11,2.898075005889446e-13,1.1549217523729739e-07,0.000705924796592793,3.601156731389897e-08,2.586059979108673e-07,5.126668309128871e-12,3.313299450284293e-15,9.246314384661814e-10,8.003944022057582e-12,8.154559560184865e-07,7.25117866089138e-11,3.483722955630004e-14,9.441992406122286e-07,2.0095283720398226e-08,7.232111242511e-15,5.693161498115232e-12
