Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718)
0.0001363056480129588,0.8707650921421434,3.76,0.0,0.6329358292247866,0.8461744253970086,0.1871902126779143,9.963612831056061e-11,3.405825589508025e-08,0.028381357558000735,0.0009651831348311003,1.1435447049471462e-06,0.0005256192339249929,0.0012559328142955173,0.19438238882814154,0.01039608502495718,0.00014794825115731742,3.1894384179551946e-06,3.906576053446398e-05,0.054648833833834475,0.008393485297955396,0.0001482359629148721,0.0773071634865766,4.301964811645517e-05,7.482921434600855e-10,5.229499307354155e-05,0.016556955312065337,4.012831811639851e-06,2.7285847547824035e-06,5.048177111858609e-06,1.5683788636189327e-13,3.051782472354459e-10,4.478378718421602e-13,1.7535405578782644e-07,0.014788927880199197,2.179662337483333e-05,0.00030447577036485824,1.3382227738410557e-09,1.3336026841231493e-12,6.9934525844233094e-09,1.7546517061717856e-10,0.0008708711616615391,1.9797758961940006e-08,1.0990911399125752e-12,4.757309469740789e-06,0.0004834925984601721
0.00013661519009924223,0.8709121605748056,3.76,0.0,0.6314163897947969,0.8452039130986697,0.18834555335903372,1.0220249354755238e-10,3.4618730197554e-08,0.028432165035021963,0.0009664005660383789,1.1440843176036289e-06,0.0005287283446289873,0.0012662789142288801,0.19558125851168004,0.01037976684234572,0.0001487781467240311,3.1971333333741886e-06,3.924190331390683e-05,0.0548379571116702,0.008400357228036745,0.00014899957017017572,0.07786195505807532,4.3144911668300536e-05,7.510774028707186e-10,5.2815077072620924e-05,0.016738095494109737,4.072571074991696e-06,2.74985092352384e-06,5.0929970108082856e-06,1.5802308386306114e-13,3.0662871306572667e-10,4.5122034900609026e-13,1.766488115027021e-07,0.014906362148685825,2.215572658458323e-05,0.00030900782930269214,1.358491484156112e-09,1.3600907979313766e-12,7.0457250750599924e-09,1.7808989231192685e-10,0.0008790392767548216,1.998348528012254e-08,1.1141540289830087e-12,4.783000235434999e-06,0.0004907555065167155
0.00013692473218552566,0.8710600528853689,3.76,0.0,0.6298908264642409,0.8442277031348672,0.18950727693355496,1.0484472686659933e-10,3.5190509587727965e-08,0.028483196098492817,0.0009676103211812469,1.1446192270422254e-06,0.0005318679492061884,0.0012767453628081812,0.19678579922887388,0.010363264715707636,0.00014961482075517637,3.204832407212484e-06,3.941926953776291e-05,0.055026224971006156,0.008407147840054386,0.00014976801519581533,0.07842006558708357,4.327011548059327e-05,7.538559079597263e-10,5.3340349904087225e-05,0.01692088053847526,4.133152424672442e-06,2.7713704441072613e-06,5.138389212575958e-06,1.5922121474239268e-13,3.080885051843806e-10,4.546397207527762e-13,1.7795745000267213e-07,0.015024691334740407,2.2520475520215134e-05,0.0003135948361863933,1.3790177788405977e-09,1.3871268146035463e-12,7.0984493027853754e-09,1.8075927531167329e-10,0.0008872393377307939,2.0169939037782383e-08,1.1294451196711458e-12,4.808857705470826e-06,0.000498090661017264
0.0001372342742718091,0.8712087755969896,3.76,0.0,0.62835909610534,0.8432457431622996,0.19067543939494647,1.075654732033783e-10,3.577387148040362e-08,0.028534453807934262,0.0009688122793259361,1.1451494046102067e-06,0.000535038519988768,0.001287334165762687,0.19799604944135268,0.010346578335760121,0.00015045836600187954,3.2125355084820196e-06,3.959787606583324e-05,0.0552136238592111,0.008413856639748718,0.0001505413539355492,0.07898152354893262,4.339525473081008e-05,7.566275850473028e-10,5.387088061634259e-05,0.017105325391791652,4.194588749822795e-06,2.7931478336938756e-06,5.184364099922746e-06,1.6043248953191813e-13,3.0955773844463697e-10,4.580965873383368e-13,1.7928019620615014e-07,0.015143925225137777,2.2890962159435634e-05,0.00031823727837759,1.3998043562529422e-09,1.4147235116136641e-12,7.151631232005678e-09,1.8347424118211803e-10,0.0008954709166753098,2.0357110533908177e-08,1.144968693689493e-12,4.834884084440359e-06,0.0005054981186429488
0.00013754381635809252,0.871358335319442,3.76,0.0,0.6268211550612253,0.8422579800875876,0.19185009753412524,1.1036740156421632e-10,3.63691000507911e-08,0.02858594123273755,0.0009700063158169344,1.1456748194968413e-06,0.0005382405378330136,0.0012980473696381652,0.1992120480718915,0.010329707373509585,0.00015130887671823578,3.2202424938316644e-06,3.9777739934054636e-05,0.05540014008378001,0.008420483104854052,0.00015131964280011781,0.07954635781776113,4.352032439123677e-05,7.59392361474624e-10,5.4406739447103714e-05,0.017291445192757448,4.256893179326894e-06,2.815187703862784e-06,5.230932253968433e-06,1.616571222675152e-13,3.1103652881194364e-10,4.615915591664403e-13,1.8061727879006721e-07,0.015264073765663268,2.326728012946089e-05,0.00032293564449285063,1.4208539381939703e-09,1.4428940134185895e-12,7.2052769136094235e-09,1.862357341885992e-10,0.0009037335750709543,2.054498982700896e-08,1.1607291307196174e-12,4.861081604844922e-06,0.0005129779209886132
0.00013785335844437594,0.8715087387507272,3.76,0.0,0.6252769591415789,0.8412643600568868,0.19303130895011741,1.1325321582021928e-10,3.697648801802084e-08,0.028637661452006836,0.0009711923022111813,1.1461954386884175e-06,0.0005414744922832548,0.0013088870626730513,0.20043383450772853,0.010312651480279433,0.00015216644868584666,3.2279532072084184e-06,3.9958878355445736e-05,0.055585759809422,0.00842702668466593,0.00015210293866388904,0.08011459767146335,4.364531922439487e-05,7.62150165641414e-10,5.494799784524309e-05,0.01747925527474556,4.320079087516457e-06,2.8374947633548667e-06,5.278104500922458e-06,1.6289533105251257e-13,3.125249933727015e-10,4.651252582798769e-13,1.8196893075890903e-07,0.015385147063684922,2.3649524735454412e-05,0.0003276904243202007,1.442169270099423e-09,1.4716518017801302e-12,7.2593924862236494e-09,1.8904472190095978e-10,0.0009120268636040598,2.073356673074088e-08,1.1767309109738048e-12,4.88745252737989e-06,0.000520530094240182
0.00013816290053065937,0.8716599926737826,3.76,0.0,0.6237264636156069,0.8402648284398976,0.19421913206640945,1.1622582945831935e-10,3.759633754897799e-08,0.02868961755470997,0.000972370106195732,1.146711226928826e-06,0.0005447408818420299,0.0013198553758748328,0.20166144860588747,0.010295410287719813,0.00015303117927916574,3.2356674795353287e-06,4.014130872222626e-05,0.05577046905364339,0.008433486799373247,0.00015289129889247059,0.08068627279925464,4.377023377641511e-05,7.649009270128433e-10,5.549472848840596e-05,0.017668771169759803,4.384160099317601e-06,2.8600738209063467e-06,5.325891926634699e-06,1.6414733864201325e-13,3.140232503549182e-10,4.686983198355146e-13,1.8333539001004894e-07,0.015507155392131572,2.4037792999904278e-05,0.00033250210869163,1.4637531210093997e-09,1.5010107252428869e-12,7.313984178320824e-09,1.9190219577942968e-10,0.0009203503218763188,2.0922830807364168e-08,1.19297861759966e-12,4.913999141347577e-06,0.000528154648682276
0.0001384724426169428,0.871812103966885,3.76,0.0,0.6221696232074849,0.8392593298186573,0.1954136261423424,1.1928832684211033e-10,3.822895874470746e-08,0.028741812639490803,0.0009735395915208539,1.147222146662822e-06,0.0005480402141463165,0.0013309544841768018,0.20289493069659306,0.010277983407846535,0.00015390316747507812,3.2433851283073844e-06,4.032504860724152e-05,0.05595425368362148,0.00843986283959121,0.00015368478133293465,0.08126141330697029,4.389506237212477e-05,7.676445762142343e-10,5.60470053114425e-05,0.01786000861117979,4.44915009736548e-06,2.8829297875956646e-06,5.374305836197522e-06,1.6541337207432748e-13,3.1553141913760927e-10,4.723113912276294e-13,1.8471689898740454e-07,0.01563010919234933,2.4432183695128067e-05,0.00033737118938981724,1.4856082840091753e-09,1.5309850147431123e-12,7.3690583097082045e-09,1.9480917213933696e-10,0.0009287034781954713,2.1112771363002516e-08,1.20947694040038e-12,4.940723765029434e-06,0.000535851578355103
0.00013878198470322622,0.8719650795932214,3.76,0.0,0.6206063920904081,0.8382478079738451,0.19661485128715653,1.224437009033242e-10,3.887467001989011e-08,0.02879424981483763,0.0009747006179484916,1.1477281580062142e-06,0.0005513730061495506,0.0013421866074167683,0.20413432158764644,0.010260370433055516,0.00015478251387368117,3.251105957293008e-06,4.0510115766123775e-05,0.05613709941240764,0.00844615416578819,0.00015448344430190624,0.08184004972354106,4.401979910968807e-05,7.703810450942582e-10,5.6604903534952236e-05,0.018052983537118386,4.515063224471953e-06,2.9060676790472854e-06,5.423357774907627e-06,1.6669366229712433e-13,3.1704962024523586e-10,4.759651311816176e-13,1.861137043342969e-07,0.015754019077534095,2.483279737101108e-05,0.0003422981590327797,1.507737576366435e-09,1.5615892951817507e-12,7.424621291965856e-09,1.9776669283191284e-10,0.0009370858493228671,2.1303377441916322e-08,1.2262306783941213e-12,4.967628746138091e-06,0.0005436208606344504
0.00013909152678950965,0.872118926613581,3.76,0.0,0.6190367238821604,0.8372302058735072,0.1978228684715194,1.256950961803576e-10,3.953380141456453e-08,0.02884693219878904,0.0009758530411713744,1.1482292186925299e-06,0.0005547397843210023,0.0013535540112829733,0.20537966256774254,0.010242570936165825,0.00015566932074551597,3.2588297562416407e-06,4.069652813753449e-05,0.056318991795753205,0.008452360107812133,0.000155287346596537,0.08242221300633941,4.414443785539677e-05,7.731102666877356e-10,5.716849967717462e-05,0.018247712093176636,4.581913891653443e-06,2.9294926184872085e-06,5.4730596048932705e-06,1.679884450929262e-13,3.1857797535250124e-10,4.796602120007198e-13,1.875260577645231e-07,0.01587889583553836,2.523973638945954e-05,0.0003472835109725266,1.5301438393643715e-09,1.5928385905046929e-12,7.48067962999297e-09,2.0077582548257962e-10,0.0009454969402600281,2.149463782166126e-08,1.243244741425748e-12,4.994716461999678e-06,0.0005514624558823091
0.00013940106887579308,0.8722736521772717,3.76,0.0,0.6174605716391335,0.8362064656584624,0.19903773954235982,1.2904614994909995e-10,4.0206692642689556e-08,0.028899862918859643,0.0009769967127320936,1.1487252840173277e-06,0.0005581410848763794,0.0013650590086577317,0.20663099541085328,0.010224584470460927,0.00015656369206714724,3.2665563004121413e-06,4.0884303844563324e-05,0.05649991622807438,0.008458479964283628,0.000156096547500622,0.08300793454800817,4.426897223757496e-05,7.758321753042704e-10,5.773787157726894e-05,0.01844421063597903,4.6497167854270595e-06,2.9532098397892816e-06,5.523423437620541e-06,1.692979615472503e-13,3.201166073155613e-10,4.833973209703181e-13,1.8895421657035977e-07,0.016004750432610276,2.565310496069846e-05,0.00035232773916508297,1.5528299387690217e-09,1.6247483427448212e-12,7.537239924717318e-09,2.0383766469259164e-10,0.0009539362439777545,2.1686541006952288e-08,1.2605241545984074e-12,5.021989319981867e-06,0.000559376306998818
0.0001397106109620765,0.872429263531981,3.76,0.0,0.6158778878511174,0.8351765286288699,0.2002595272363829,1.3250034640380475e-10,4.0893689268332334e-08,0.02895304511184375,0.000978131479946644,1.1492163067825447e-06,0.000561577454034502,0.0013767039610066971,0.2078883623800693,0.010206410569734639,0.00015746573355276651,3.2742853500727997e-06,4.1073461198844236e-05,0.05667985793869246,0.008464513002026896,0.00015691110678017422,0.08359724618273497,4.439339564042696e-05,7.785467067271219e-10,5.83130984396349e-05,0.018642495736371525,4.718486870302456e-06,2.9772246893140537e-06,5.574461557135163e-06,1.7062245679207488e-13,3.2166564016813253e-10,4.871771573706347e-13,1.9039844246547404e-07,0.016131594016893368,2.607300917877395e-05,0.00035743133804702924,1.5757987654288872e-09,1.6573344325249633e-12,7.594308873641308e-09,2.0695333340358649e-10,0.0009624032411597829,2.187907522385341e-08,1.2780740625649906e-12,5.0494497581095855e-06,0.0005673623390145302
0.00014002015304835993,0.8725857680177747,3.76,0.0,0.614288624435155,0.8341403352294966,0.20148829519532357,1.3606085982926646e-10,4.1595151425842024e-08,0.02900648192385483,0.0009792571858346815,1.1497022372651668e-06,0.0005650494482363454,0.0013884912790831825,0.20915180623206997,0.010188048748318043,0.00015837555269824827,3.282016650387094e-06,4.126401870061786e-05,0.05685880198767779,0.008470458455435453,0.00015773108469088474,0.0841901801932591,4.4517701197826644e-05,7.812537980450912e-10,5.889426085018057e-05,0.01884258418301367,4.788239396990011e-06,3.0015426292025623e-06,5.6261866552238285e-06,1.7196217983031e-13,3.23225199109298e-10,4.910004312211194e-13,1.9185900118752838e-07,0.01625943792200859,2.649955705770419e-05,0.000362594802397228,1.5990532343214232e-09,1.6906131725401044e-12,7.651893271197707e-09,2.1012398216953346e-10,0.0009708973999229568,2.2072228413416304e-08,1.2958997290520186e-12,5.077100245247661e-06,0.0005754204586318469
0.00014029874092601503,0.8727273918284301,3.76,0.0,0.6128526215722397,0.8332023620506392,0.2026002078257505,1.3935963788187435e-10,4.223914248323405e-08,0.02905479536164291,0.000980262440436493,1.150135177613359e-06,0.0005682051707311503,0.0013992236214317034,0.21029413717304898,0.01017136201980311,0.00015920113013366945,3.288976521755317e-06,4.1436733019930576e-05,0.05701898614364669,0.008475733819503976,0.00015847374793685913,0.08472694498255225,4.4629469560258476e-05,7.836837680979779e-10,5.942244963857169e-05,0.019024219700113552,4.851869500427801e-06,3.0236925288359922e-06,5.673337324985746e-06,1.731811620048978e-13,3.246379064221794e-10,4.944791201976132e-13,1.9318769443520746e-07,0.01637536223063844,2.68892213281695e-05,0.0003672935143887348,1.6202289099141432e-09,1.7211701090338867e-12,7.704165635059814e-09,2.1302554880482952e-10,0.0009785649160171713,2.2246585304367863e-08,1.312183053986814e-12,5.102150241356375e-06,0.0005827343089563244
0.00014057732880367013,0.8728697505903115,3.76,0.0,0.611411213924055,0.8322592276172601,0.20371787446541653,1.427508981726814e-10,4.2895426924604785e-08,0.029103319903031735,0.0009812601040251423,1.1505639108993978e-06,0.000571390629176336,0.0014100751038389988,0.21144145729830296,0.010154522285052597,0.00016003317695150785,3.2959377889228444e-06,4.161061035030803e-05,0.057178338814127996,0.008480936988289974,0.00015922089409059275,0.08526669459393166,4.474113132804465e-05,7.861076181696251e-10,5.995557336004809e-05,0.01920734225848917,4.916319507920809e-06,3.0460966052079866e-06,5.721064526397628e-06,1.7441287577209488e-13,3.26059335229679e-10,4.979941257579374e-13,1.945300409339444e-07,0.016492114663987284,2.7284437561227246e-05,0.0003720414792348729,1.6416404978504892e-09,1.752314233321543e-12,7.756866193662827e-09,2.1597348646412715e-10,0.0009862535857587938,2.2421424354384658e-08,1.3286981250097423e-12,5.127358046603595e-06,0.0005901063647254627
