Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718)
3.900900117502735e-08,0.8486897840873651,3.76,0.0,0.928074355159102,0.999996884497901,5.5451190698366225e-09,3.0885771218064495e-19,1.7312526505833532e-13,5.328840670138825e-06,3.052904053505554e-06,1.8070354329099944e-10,6.1340720125693e-08,1.8423940528983476e-06,1.8144759191746267e-07,1.8187652550843073e-09,5.364377475234796e-08,1.1489595568697321e-10,2.469701215315816e-13,2.0750085848608797e-13,6.193722097492421e-13,3.9596034648021746e-13,1.1815530036867527e-12,1.1597982934503663e-09,2.7100014397439665e-21,4.626163096190378e-19,5.425962441007459e-20,1.0097141418783912e-27,1.6684088504302572e-11,1.3804548626336449e-11,5.111302456123509e-19,8.362436323093508e-19,1.4797481866700688e-18,5.514743809035428e-13,2.4519473931415198e-11,4.2826934632481484e-26,3.930138380304511e-22,1.5768338747802817e-27,2.717245541699174e-31,2.3521165027557183e-21,3.0791918953880907e-17,3.9514606042355963e-28,8.336183263483321e-33,1.8805696213366134e-25,4.606008087703451e-14,1.6743982107853024e-34
4.07242521054578e-08,0.8486897977776255,3.76,0.0,0.9280741120314849,0.999996745068951,6.293870737272536e-09,3.503119212554093e-19,1.8418197693674107e-13,5.5717781912408216e-06,3.1869338012849872e-06,1.9190428864715814e-10,6.662941135239528e-08,1.9134362741460643e-06,1.9706711509419e-07,1.9883981359428117e-09,5.799528881499227e-08,1.2140665493529748e-10,2.7743201681693885e-13,2.379740659306308e-13,7.064056398577172e-13,4.282105933624967e-13,1.2968946483090855e-12,1.263197868433197e-09,3.1116336797464195e-21,5.411659159183261e-19,6.633983357518209e-20,1.3731089373366082e-27,1.6766615517175855e-11,1.4041162821944271e-11,5.207743325838685e-19,9.418404089234656e-19,1.5055848210480514e-18,5.612606275530893e-13,2.648375691027531e-11,4.9631672853018857e-26,4.777127669727708e-22,1.921099293814706e-27,3.3124471123295445e-31,2.674055597727429e-21,3.137824836434511e-17,5.277256021631535e-28,1.1167647956283234e-32,2.222504356803087e-25,4.9747651821895216e-14,2.4271704266871994e-34
4.2439503035888255e-08,0.8486898114701884,3.76,0.0,0.9280738681867609,0.9999966054540157,7.105687640338422e-09,3.948157990668671e-19,1.9534612316334678e-13,5.8154248128553305e-06,3.3209449186726724e-06,2.0319478460197756e-10,7.211607625698148e-08,1.9837142081376615e-06,2.1327422892404244e-07,2.165877721920419e-09,6.247818263184715e-08,1.279503258748771e-10,3.100786872604764e-13,2.7146138400815467e-13,8.013837474711253e-13,4.612209465184366e-13,1.4180059327958004e-12,1.370938860590387e-09,3.553330967264026e-21,6.288674410027713e-19,8.042203666253154e-20,1.8431133979657392e-27,1.684279987466417e-11,1.4256239635954258e-11,5.29526626008374e-19,1.055201363686385e-18,1.5290611528736947e-18,5.701504723481965e-13,2.8481075425949175e-11,5.714125589880778e-26,5.757381131123172e-22,2.3202254214029492e-27,4.002898321314558e-31,3.0209398061947107e-21,3.1910333855511415e-17,6.9629195187450845e-28,1.4776846668750485e-32,2.604446311065723e-25,5.349659290945616e-14,3.463550758744891e-34
4.415475396631871e-08,0.8486898251650747,3.76,0.0,0.9280736236271314,0.999996465655265,7.982872446652345e-09,4.423929105977843e-19,2.066092849924264e-13,6.059778313925169e-06,3.454937284869756e-06,2.145678247280628e-10,7.779820586405838e-08,2.0532363545619e-06,2.300626145141207e-07,2.351229908931395e-09,6.708857658317493e-08,1.3452550468467708e-10,3.449577757185612e-13,3.081313098260981e-13,9.0467824352039e-13,4.949702106396459e-13,1.5450354138140556e-12,1.4830125215659645e-09,4.0373507243284305e-21,7.263501412874534e-19,9.673430900943864e-20,2.444479411223163e-27,1.6913875176472638e-11,1.4452256796744353e-11,5.374866498406036e-19,1.1765019032750882e-18,1.5504472129998589e-18,5.782459750780759e-13,3.050845935103503e-11,6.539917035535694e-26,6.884709726786911e-22,2.7799694995264714e-27,4.79866339156435e-31,3.393378819111299e-21,3.2394209384663276e-17,9.08514545836204e-28,1.9331438856299565e-32,3.0285300222042028e-25,5.730128616191437e-14,4.871572234241174e-34
4.5870004896749163e-08,0.8486898388623038,3.76,0.0,0.9280733783548111,0.9999963256748443,8.927698453776172e-09,4.930604813142027e-19,2.1796400648290135e-13,6.304836459556824e-06,3.5889107804609776e-06,2.2601712972788358e-10,8.367328944465986e-08,2.122011118964796e-06,2.4742602325353624e-07,2.5444802609716214e-09,7.182266795006376e-08,1.411310076869438e-10,3.8211516577990575e-13,3.4815527135299703e-13,1.016663790315619e-12,5.294426861584121e-13,1.6781467407986679e-12,1.5994101158776764e-09,4.565989982731551e-21,8.342617929382729e-19,1.1552011306046827e-19,3.206301240473917e-27,1.6980879039267236e-11,1.4631480800467322e-11,5.44745885345097e-19,1.3059109242279995e-18,1.5699902454598313e-18,5.85640654805927e-13,3.2563282681334334e-11,7.445177540750446e-26,8.173669740181618e-22,3.3064032032709695e-27,5.710366089223499e-31,3.791998682716491e-21,3.2835425635626306e-17,1.1732903390599988e-27,2.5026214484056103e-32,3.496854923639279e-25,6.11567638871108e-14,6.761250266709534e-34
4.758525582717962e-08,0.8486898525618952,3.76,0.0,0.9280731323720273,0.9999961855148728,9.942409573358698e-09,5.46830015743306e-19,2.294036830959678e-13,6.550597001404252e-06,3.722865287399254e-06,2.375372263651875e-10,8.973881534780182e-08,2.190046813791557e-06,2.653582760344392e-07,2.7456540635121144e-09,7.667672958911076e-08,1.4776587670195526e-10,4.2159510146781714e-13,3.917075599520051e-13,1.1377179954351129e-12,5.646276480223285e-13,1.8175176201180394e-12,1.7201229209373322e-09,5.1415844728889236e-21,9.532690544185818e-19,1.3703874896406477e-19,4.1625465884487604e-27,1.7044684852223806e-11,1.479597426873115e-11,5.513879979332336e-19,1.4435912565525693e-18,1.587915438338876e-18,5.92419750537816e-13,3.464323369669186e-11,8.43486655366404e-26,9.639570012065596e-22,3.905915685154195e-27,6.749196294788508e-31,4.217446657101176e-21,3.3239061131086585e-17,1.5008814249042166e-27,3.2086166849770354e-32,4.011486819188551e-25,6.505865229567875e-14,9.268847078425952e-34
5.1015757688040526e-08,0.8486898799682417,3.76,0.0,0.9280726382840415,0.9999959046646335,1.219031586265168e-08,6.636957368973169e-19,2.5251518926385074e-13,7.04421621527663e-06,3.9907168698785585e-06,2.6077134820118345e-10,1.0243114765714669e-07,2.323933785071926e-06,3.0290494021277914e-07,3.1718719987521934e-09,8.673022523895054e-08,1.611207709950351e-10,5.076920304729831e-13,4.901082147249019e-13,1.4085574998522222e-12,6.371141637928006e-13,2.1158133520892522e-12,1.974459337534963e-09,6.443170341780097e-21,1.2273337097760519e-18,1.8939369535540037e-19,6.822096768431372e-27,1.7165519056344295e-11,1.508806508458176e-11,5.631183918704371e-19,1.7443892259444663e-18,1.6197095007316792e-18,6.044332070975974e-13,3.887067795718286e-11,1.0689215055238091e-25,1.316723493657781e-21,5.3513400793798004e-27,9.255870628318686e-31,5.151544878925337e-21,3.3951661491994834e-17,2.3933027787621877e-27,5.137313827663153e-32,5.187778645976954e-25,7.29868230310142e-14,1.6845698212807246e-33
5.4446259548901434e-08,0.8486899073842654,3.76,0.0,0.9280721413812381,0.9999956231210172,1.4743954891310421e-08,7.929886467361933e-19,2.759045255463768e-13,7.54061771348766e-06,4.2584911147190045e-06,2.8423885233281367e-10,1.1585512114447276e-07,2.4549619444078496e-06,3.4265453519427177e-07,3.630081869334487e-09,9.722070888978283e-08,1.7458554554941527e-10,6.035737727930696e-13,6.047824368383327e-13,1.720276285229613e-12,7.124255667223103e-13,2.4415888872901773e-12,2.2459522492732494e-09,7.961535193118265e-21,1.554269189898612e-18,2.5620800392425475e-19,1.0814998983904077e-26,1.728098810311017e-11,1.5341359024109605e-11,5.732031829226317e-19,2.080092137652478e-18,1.6472322268617384e-18,6.148181147200134e-13,4.31775426012413e-11,1.335057371666559e-25,1.760551383233845e-21,7.173826374991537e-27,1.2419790054606527e-30,6.201412107935503e-21,3.456392987546123e-17,3.701043561206712e-27,7.972745741127717e-32,6.573332217723434e-25,8.106071809553989e-14,2.9420946630597194e-33
5.787676140976234e-08,0.8486899348101123,3.76,0.0,0.928071641681867,0.9999953409001154,1.7620220577260288e-08,9.346487048221862e-19,2.9954076855090417e-13,8.039783061302518e-06,4.526187125262712e-06,3.0791579662206385e-10,1.2999068856604202e-07,2.5831945421048546e-06,3.845600527165116e-07,4.120479395560861e-09,1.081209537435196e-07,1.8815707060697112e-10,7.095457202271546e-13,7.372212227815122e-13,2.0760005992093967e-12,7.906089104580704e-13,2.7966767418236184e-12,2.5345323415854017e-09,9.716671180737561e-21,1.940126510690845e-18,3.4017425461181555e-19,1.6651543957716082e-26,1.7394391791233717e-11,1.556617148152523e-11,5.820668349106826e-19,2.451823045559663e-18,1.671612553887214e-18,6.240027659590969e-13,4.7553943347781104e-11,1.6474294616440083e-25,2.3104749825703284e-21,9.43624540102809e-27,1.635156813652824e-30,7.373316065054824e-21,3.510167748016769e-17,5.5716856775765815e-27,1.204016817466288e-31,8.183663987534115e-25,8.926161646495733e-14,4.961890345100295e-33
6.130726327062325e-08,0.8486899622459259,3.76,0.0,0.9280711392043566,0.9999950580176541,2.0835538256039002e-08,1.0885701041275633e-18,3.233995478457687e-13,8.541693641680227e-06,4.793804025317728e-06,3.317838566794245e-10,1.4481785944805487e-07,2.708693433481388e-06,4.2857552465542113e-07,4.643258344334017e-09,1.1940482207160564e-07,2.0183321484450454e-10,8.258960305128793e-13,8.889556242561279e-13,2.478903197252881e-12,8.717513401646401e-13,3.183051397419582e-12,2.840130507981036e-09,1.1729111626490458e-20,2.3912943747202124e-18,4.442847528400629e-19,2.4984511159142932e-26,1.7508091070285436e-11,1.5770722314870786e-11,5.900489173220483e-19,2.8606413210715954e-18,1.6937507575381414e-18,6.323289366929671e-13,5.1992691512625044e-11,2.0124910323281493e-25,2.982808481684695e-21,1.22068663850979e-26,2.117157263144796e-30,8.674105233929049e-21,3.558556421157056e-17,8.191390357598697e-27,1.7750601204637913e-31,1.0033951501418681e-24,9.757589076610896e-14,8.113935470837108e-33
6.473776513148416e-08,0.8486899896918457,3.76,0.0,0.9280706339673037,0.9999947744890005,2.4405866274199915e-08,1.254611827649209e-18,3.4746164165631237e-13,9.046330665200748e-06,5.061340958703331e-06,3.558289859250172e-10,1.6031672101768055e-07,2.8315191089453144e-06,4.7465600008784667e-07,5.198610833324941e-09,1.3104722770080388e-07,2.1561251123964415e-10,9.528978555136227e-13,1.0615551244076304e-12,2.932203124562464e-12,9.55971001657314e-13,3.6028087726081533e-12,3.1626778505707846e-09,1.4019908967786556e-20,2.9145103868109148e-18,5.718480968339889e-19,3.663599835695877e-26,1.762376917456126e-11,1.596151336780015e-11,5.974191598904278e-19,3.307550925884792e-18,1.7143594127416326e-18,6.400673166751775e-13,5.6488743226782313e-11,2.437772330538419e-25,3.795173261777338e-21,1.5559472506663688e-26,2.7010180807909368e-30,1.0111240208557561e-20,3.60320043714608e-17,1.1791936450573574e-26,2.561659779117169e-31,1.2139097603762896e-24,1.0599396630070955e-13,1.290930180054393e-32
6.816826699234507e-08,0.8486900171480082,3.76,0.0,0.9280701259894657,0.9999944903291748,2.834669803904374e-08,1.4326063804240279e-18,3.717118487261903e-13,9.553675179665764e-06,5.328797088804908e-06,3.800403649585194e-10,1.7646745783577922e-07,2.95173072353547e-06,5.227575228358141e-07,5.786727547905579e-09,1.430240996601884e-07,2.2949391270327825e-10,1.0908112821137803e-12,1.2566261585912974e-12,3.439165491240027e-12,1.0434096603742332e-12,4.058148908107773e-12,3.5021056805603485e-09,1.6610614663444852e-20,3.516871673718289e-18,7.26506257922063e-19,5.262698183843381e-26,1.7742629064337924e-11,1.614364811164376e-11,6.043899988044528e-19,3.793507619565887e-18,1.7339981296766463e-18,6.474305895852307e-13,6.103874995734292e-11,2.9320546580887496e-25,4.766526148675333e-21,1.957347984504797e-26,3.400804437943056e-30,1.1692813591431253e-20,3.6453930276945534e-17,1.6658560217084623e-26,3.6269817999304335e-31,1.451378879332419e-24,1.1450947151736851e-13,2.004113065330644e-32
7.159876885320597e-08,0.8486900446145473,3.76,0.0,0.928069615289753,0.9999942055528571,3.267306449848554e-08,1.622366894545116e-18,3.9613808964222196e-13,1.0063708079414402e-05,5.596171598138255e-06,4.044095880204418e-10,1.9325037018163836e-07,3.069386125913052e-06,5.728371094858095e-07,6.4077978841752345e-09,1.553123469599444e-07,2.434766238294874e-10,1.239885018712281e-12,1.4758107700364224e-12,4.0031012405500925e-12,1.1342267107764167e-12,4.551361287366526e-12,3.858345518714603e-09,1.9523260919606715e-20,4.205844820246501e-18,9.12252141761785e-19,7.4209684187881e-26,1.7865538439667535e-11,1.6321104721884213e-11,6.111273063616532e-19,4.319425223362186e-18,1.753103289682874e-18,6.54584659648356e-13,6.564069134098852e-11,3.5055614729136215e-25,5.917188346840163e-21,2.433405955042745e-26,4.231636356750081e-30,1.3427556845870132e-20,3.6861444651182947e-17,2.3138650485037932e-26,5.048053161606341e-31,1.717254565207294e-24,1.2311854404123856e-13,3.043411672078887e-32
7.502927071406688e-08,0.8486900720915932,3.76,0.0,0.9280691018872179,0.9999939201743974,3.7399537040587905e-08,1.823692772364711e-18,4.2073071459367483e-13,1.0576410114369597e-05,5.863463687923452e-06,4.2893006209628003e-10,2.1064589119910517e-07,3.1845418867750647e-06,6.248527278895529e-07,7.062010021278372e-09,1.6788982450672396e-07,2.5756000539373803e-10,1.4003578448441078e-12,1.720785394417131e-12,4.6273669100462924e-12,1.2285943896303827e-12,5.084812449018638e-12,4.231329095791475e-09,2.2780344159837445e-20,4.989275108630503e-18,1.1334476127119826e-18,1.0290288293488933e-25,1.799312661678922e-11,1.6496971129477125e-11,6.177599941694958e-19,4.886181005796176e-18,1.7720137169214403e-18,6.616583803941715e-13,7.029357903926535e-11,4.170167929017145e-25,7.268874966161462e-21,2.993226268401024e-26,5.209716938639478e-30,1.5324838292981396e-20,3.726240048120285e-17,3.1651371793857795e-26,6.917921377827523e-31,2.012976537961427e-24,1.3181927092140964e-13,4.530379010050417e-32
7.845977257492779e-08,0.8486900995792741,3.76,0.0,0.9280685858010495,0.9999936342078223,4.2540230790461764e-08,2.0363741068518727e-18,4.4548197636228576e-13,1.1091761898849693e-05,6.130672577668261e-06,4.5359657020141764e-10,2.286346028437925e-07,3.2972533267066293e-06,6.787632761421928e-07,7.749550950064096e-09,1.807353001351369e-07,2.7174352441855264e-10,1.5724598508082256e-12,1.993259766378378e-12,5.31536438539673e-12,1.3266940465834323e-12,5.660935656355704e-12,4.620988352945972e-09,2.6404810150988026e-20,5.875395074780382e-18,1.3948419553658775e-18,1.4053024143432368e-25,1.8125847670090823e-11,1.667363945048717e-11,6.243881266798985e-19,5.494620289506539e-18,1.7909919588062447e-18,6.68751626944231e-13,7.499722382685019e-11,4.939630123554614e-25,8.844725112040043e-21,3.646514733216113e-26,6.352361341995402e-30,1.7394659401808494e-20,3.766289302922421e-17,4.2698281448885674e-26,9.348038265969265e-31,2.339975885581947e-24,1.4061124838537417e-13,6.622696806775829e-32
8.18902744357887e-08,0.8486901270777147,3.76,0.0,0.9280680670505629,0.9999933476668441,4.810880827016007e-08,2.2601951309411876e-18,4.703856192064362e-13,1.160974392018893e-05,6.3977975047607265e-06,4.784049415468433e-10,2.47197250703553e-07,3.40757454350163e-06,7.345285620226471e-07,8.470606488184154e-09,1.938284227070722e-07,2.8602671951481753e-10,1.7564135019991293e-12,2.294975937365543e-12,6.0705406468986915e-12,1.4287132789988429e-12,6.282222303361398e-12,5.0272554421054516e-09,3.042004064033066e-20,6.872832380463596e-18,1.7015907355667736e-18,1.8926167987137034e-25,1.8264026344373753e-11,1.685295845565186e-11,6.310891863714475e-19,6.145560407259145e-18,1.8102409813037838e-18,6.759416288048782e-13,7.975205538285357e-11,5.829835552966099e-25,1.0669332391916053e-20,4.4035907629356426e-26,7.678026434980261e-30,1.964764985611988e-20,3.806764307722675e-17,5.687499524676068e-26,1.2470880347716815e-30,2.699678253795998e-24,1.4949524120792057e-13,9.522476794350408e-32
8.532077629664961e-08,0.8486901545870376,3.76,0.0,0.9280675456551916,0.9999930605648659,5.411848338956821e-08,2.4949368989317415e-18,4.954365507089549e-13,1.2130336547193274e-05,6.664837724070754e-06,5.033517934104954e-10,2.66314757760334e-07,3.5155584389560745e-06,7.921092828816209e-07,9.22536129158502e-09,2.0714969123267012e-07,3.0040917131192895e-10,1.952434556920205e-12,2.627707392317697e-12,6.89638750875645e-12,1.5348437176558635e-12,6.951214667531794e-12,5.450062726317174e-09,3.484984133749489e-20,7.99061701685831e-18,2.0592750225742368e-18,2.5165779510163907e-25,1.8407894349092094e-11,1.7036351577342878e-11,6.379228736487174e-19,6.839794114388018e-18,1.8299170878298345e-18,6.832878742485013e-13,8.455898211501578e-11,6.859075934687239e-25,1.276877570054209e-20,5.275400407371943e-26,9.206341013811711e-30,2.2095059349625932e-20,3.848028958448723e-17,7.488395699148056e-26,1.6442818378430147e-30,3.093506448047437e-24,1.5847291774917772e-13,1.3485965385521757e-31
8.875127815751052e-08,0.8486901821073628,3.76,0.0,0.9280670216344811,0.9999927729149908,6.058202574487977e-08,2.740379348514824e-18,5.206305823974749e-13,1.2653520038438797e-05,6.93179250756045e-06,5.284343326988315e-10,2.8596823714083937e-07,3.6212567451210885e-06,8.514670059689304e-07,1.0013998858020019e-08,2.2068042498296897e-07,3.148904821691468e-10,2.1607328576636852e-12,2.993258254002585e-12,7.796441351199206e-12,1.6452793004720122e-12,7.670499693494987e-12,5.889342780068848e-09,3.971843109063543e-20,9.238187885867717e-18,2.4739209409183058e-18,3.3071735739029123e-25,1.8557617239027208e-11,1.722491090832601e-11,6.449350130145041e-19,7.578092527630896e-18,1.850140216291571e-18,6.90836021416778e-13,8.941928081842537e-11,8.04834307172052e-25,1.5170650255781957e-20,6.273529484734388e-26,1.0958136527929103e-29,2.4748747738220656e-20,3.8903625890938177e-17,9.754837434468417e-26,2.1447250170629182e-30,3.5228825655827885e-24,1.6754664138427472e-13,1.8834813042595215e-31
9.218178001837142e-08,0.8486902096388075,3.76,0.0,0.9280664950080781,0.999992484730028,6.75117652049621e-08,2.996302858381977e-18,5.459642296981397e-13,1.3179274550415313e-05,7.198661143903145e-06,5.536502095862998e-10,3.0613900389453016e-07,3.724720050010584e-06,9.125641491939481e-07,1.083670152092096e-08,2.3440273457106948e-07,3.294702667213726e-10,2.3815130070925924e-12,3.393462565773478e-12,8.77428284551184e-12,1.7602149393091626e-12,8.442703623200194e-12,6.345028389582602e-09,4.505043213048819e-20,1.0625398807406856e-17,2.952019525667004e-18,4.299279148321288e-25,1.8713312218993148e-11,1.741947310779807e-11,6.521607546353841e-19,8.361207643297345e-18,1.8710022647881687e-18,6.986210615089222e-13,9.433451024031491e-11,9.42164856872547e-25,1.7904098876369287e-20,7.410216819630666e-26,1.2955478310627176e-29,2.762117630466651e-20,3.933979424639841e-17,1.2582738801418923e-25,2.7698011910859173e-30,3.989229883482711e-24,1.7671930711835525e-13,2.596908306066595e-31
9.561228187923233e-08,0.8486902371814864,3.76,0.0,0.928065965795725,0.9999921960224998,7.491959676434735e-08,3.2624894002003944e-18,5.714345583465082e-13,1.3707580145521894e-05,7.465442938110887e-06,5.789974102407844e-10,3.268085858421306e-07,3.825997822772371e-06,9.753639623109296e-07,1.1693650438965549e-08,2.4829949397435574e-07,3.441481478466302e-10,2.6149749475207213e-12,3.830183644441146e-12,9.833536672078159e-12,1.8798455137999747e-12,9.270487352937332e-12,6.817052553083024e-09,5.087086126933107e-20,1.2162523982332812e-17,3.5005468554856e-18,5.533195171035251e-25,1.8875060006130176e-11,1.7620678887646598e-11,6.59627052602127e-19,9.189874489528691e-18,1.892573621016391e-18,7.0666980198832e-13,9.930644469628032e-11,1.1006368594859188e-24,2.09998434245179e-20,8.698367562412187e-26,1.522169726598971e-29,3.0725399887307e-20,3.979043775532917e-17,1.6083254083023716e-25,3.544308307372759e-30,4.4939745779025946e-24,1.8599421610238326e-13,3.5382184912427308e-31
9.904278374009324e-08,0.8486902647355123,3.76,0.0,0.928065434017251,0.9999919068046469,8.281698564023331e-08,3.538723374805548e-18,5.970390641378717e-13,1.4238416799922204e-05,7.732137211170263e-06,6.044741751992702e-10,3.4795873354220793e-07,3.925138438333248e-06,1.039830508519144e-06,1.258502558646957e-08,2.623543134660487e-07,3.5892375284219863e-10,2.8613144558044986e-12,4.305313494998274e-12,1.097787123157711e-11,2.00436512200176e-12,1.0156542389190134e-11,7.305348481039968e-09,5.720512194384797e-20,1.3860262936626659e-17,4.126984437213741e-18,7.05521550643147e-25,1.9042913944610327e-11,1.782901796840466e-11,6.673545217353201e-19,1.0064812967894189e-17,1.9149080960802797e-18,7.150027439917443e-13,1.0433702363378038e-10,1.2833614790344983e-24,2.449021632031705e-20,1.0151566541580696e-25,1.7781421917883023e-29,3.407505833784239e-20,4.025681372596984e-17,2.0384561214788298e-25,4.496859977432038e-30,5.038547203780193e-24,1.9537498029384876e-13,4.767792716518374e-31
9.999999999999998e-08,0.8486902923009954,3.76,0.0,0.9280652851793743,0.9999918260144732,8.51094675606632e-08,3.617565219106606e-18,6.042071566466943e-13,1.438698559685702e-05,7.80653746474203e-06,6.11605885380648e-10,3.5394358585564514e-07,3.952426814603149e-06,1.0581113080481166e-06,1.2839914298591719e-08,2.663021058829115e-07,3.6306399211271025e-10,2.932374857383931e-12,4.445002894933263e-12,1.1312860332414414e-11,2.040008542469465e-12,1.0414545308994928e-11,7.444492745709322e-09,5.906775329095825e-20,1.4364143468771282e-17,4.3167549104789086e-18,7.538315609330539e-25,1.9090844894874267e-11,1.7888476773014065e-11,6.695595556410803e-19,1.031730088289323e-17,1.9212820890570254e-18,7.173808207164091e-13,1.0575145332122593e-10,1.33914209920962e-24,2.5539122729723273e-20,1.0588424397071383e-25,1.855152481088185e-29,3.505542650054003e-20,4.038989023164423e-17,2.1747106959035363e-25,4.798766622708688e-30,5.197801441768598e-24,1.980119105234749e-13,5.171917545646383e-31
1.0247328560095415e-07,0.8486902923009954,3.76,0.0,0.9280648996925641,0.9999916170884368,9.121497259225518e-08,3.824792210803655e-18,6.227755775078434e-13,1.4771764411262844e-05,7.998743299686304e-06,6.300789357437943e-10,3.6957142942092137e-07,4.022189201523039e-06,1.1059286464681284e-06,1.351100574492206e-08,2.765515134257177e-07,3.737967094041642e-10,3.1207235673475265e-12,4.820772279217367e-12,1.2210998349499745e-11,2.1339665184130518e-12,1.1103587269495192e-11,7.809849596386826e-09,6.40789969936956e-20,1.5729744985058957e-17,4.8393398168492645e-18,8.918226690019123e-25,1.9216907405085068e-11,1.8044863171040684e-11,6.753588678462536e-19,1.0986729430761608e-17,1.938046665124287e-18,7.236355046358985e-13,1.0942831287970796e-10,1.493863194370107e-24,2.840919209926516e-20,1.178409163213115e-25,2.066061077677844e-29,3.7684367606965237e-20,4.073988014922939e-17,2.563378840218073e-25,5.6603191631311265e-30,5.6243839242070966e-24,2.0486544920436934e-13,6.358989642903053e-31
1.0590378746181506e-07,0.8486903198780431,3.76,0.0,0.928064362841645,0.9999913268855681,1.0012417944615199e-07,4.120486785058728e-18,6.486421886239273e-13,1.5307602806254438e-05,8.265260555534338e-06,6.55810265443505e-10,3.916288961048846e-07,4.1171963706809005e-06,1.1736240126595898e-06,1.4471768493797285e-08,2.908760990020035e-07,3.8876664320936536e-10,3.3933909385621933e-12,5.3785078310484155e-12,1.3536672974165784e-11,2.2688406893737073e-12,1.2114364347900704e-11,8.330489534714874e-09,7.151864207896986e-20,1.7782533257486723e-17,5.646167394620191e-18,1.1182337986672654e-24,1.9397059199976833e-11,1.8268497138112205e-11,6.836520195137031e-19,1.1956318029935508e-17,1.9620204003802656e-18,7.325799321460851e-13,1.1458247440424531e-10,1.7361222882760903e-24,3.279241902873604e-20,1.361092715118082e-25,2.3886585032902472e-29,4.156811175352745e-20,4.1240364513264454e-17,3.1999090774284716e-25,7.072265770889584e-30,6.252927599134656e-24,2.1446965274570426e-13,8.400338136162497e-31
1.0933428932267596e-07,0.8486903474667614,3.76,0.0,0.9280638234845382,0.9999910362074781,1.0955481480377547e-07,4.425601705117811e-18,6.746371896006637e-13,1.5845911748114404e-05,8.531688345519607e-06,6.816668445261279e-10,4.141136039943889e-07,4.210205180750964e-06,1.2428830042379063e-06,1.546749020033485e-08,3.0531373560252484e-07,4.0383317736466046e-10,3.679502155720575e-12,5.980495212798997e-12,1.4958692868425964e-11,2.409176537527458e-12,1.3191636887739773e-11,8.867202144444276e-09,7.955057965448198e-20,2.0030628319987656e-17,6.556589424309782e-18,1.3915541936009636e-24,1.958337713225181e-11,1.8500133439159296e-11,6.922430105952608e-19,1.2974261866024742e-17,1.9868527894037634e-18,7.418449883354414e-13,1.1980174282867298e-10,2.0146201252641926e-24,3.7677250772755733e-20,1.5647777278779984e-25,2.748806156159179e-29,4.5741635926316884e-20,4.1758818006285564e-17,3.9671884079646005e-25,8.775499744103412e-30,6.925628827282339e-24,2.2419175682378565e-13,1.099800731350014e-30
1.1276479118353687e-07,0.8486903750672538,3.76,0.0,0.9280632816413458,0.9999907450653465,1.195166799222411e-07,4.739935482838121e-18,7.007590299346349e-13,1.6386670943871583e-05,8.798026051044496e-06,7.076474336395726e-10,4.3700827811398535e-07,4.301259865877453e-06,1.3136727621608927e-06,1.6498346009572188e-08,3.198507251856831e-07,4.189959324047177e-10,3.979239997578943e-12,6.628736306822561e-12,1.6480898295247385e-11,2.5551606554793843e-12,1.4338186422824922e-11,9.419921486972311e-09,8.82016934291922e-20,2.24864714118797e-17,7.580317178198123e-18,1.7194405008536653e-24,1.97758604374856e-11,1.873993272118253e-11,7.011386519885372e-19,1.4041233965937782e-17,2.0125615096548527e-18,7.514374244894647e-13,1.2508840749879647e-10,2.334387301596865e-24,4.3102778056175726e-20,1.7911079480967014e-25,3.149518618695484e-29,5.0220839407177736e-20,4.229565654732175e-17,4.886924248491491e-25,1.0818581256422352e-29,7.643946924503138e-24,2.3403602945379185e-13,1.4278578570965592e-30
1.1619529304439778e-07,0.8486904026796214,3.76,0.0,0.92806273733222,0.9999904534701037,1.3001917474545156e-07,5.0632906262219494e-18,7.270062816161224e-13,1.6929860051532982e-05,9.064273067783175e-06,7.337508538496113e-10,4.602959042770228e-07,4.390403681509111e-06,1.385961154742339e-06,1.7564509835496714e-08,3.3447398332894747e-07,4.342545259346072e-10,4.2927846585438254e-12,7.32525943790193e-12,1.8107171697391588e-11,2.706977167876883e-12,1.555681034597722e-11,9.988581836799423e-09,9.749922324532207e-20,2.5162947319849793e-17,8.727672259557586e-18,2.11047878938798e-24,1.9974501749928222e-11,1.8988014731756586e-11,7.103440397570415e-19,1.5157898113621913e-17,2.0391597493171772e-18,7.613622840360536e-13,1.3044479887752893e-10,2.7010547325320725e-24,4.910986028810979e-20,2.041801791644477e-25,3.593956715661826e-29,5.502216845014451e-20,4.2851191491247646e-17,5.983646758030532e-25,1.3256409618571747e-29,8.409350779016584e-24,2.4400681504043576e-13,1.8392145133353772e-30
